SED_NAME16	Age5yr	Indigenous	Sex	persons
Bentleigh (Southern Metropolitan)	25-29		F	73
Bentleigh (Southern Metropolitan)	25-29		M	82
Bentleigh (Southern Metropolitan)	25-29	0	F	1462
Bentleigh (Southern Metropolitan)	25-29	0	M	1493
Bentleigh (Southern Metropolitan)	25-29	1	M	3
Bentleigh (Southern Metropolitan)	30-34		F	87
Bentleigh (Southern Metropolitan)	30-34		M	67
Bentleigh (Southern Metropolitan)	30-34	0	F	1827
Bentleigh (Southern Metropolitan)	30-34	0	M	1572
Bentleigh (Southern Metropolitan)	30-34	1	F	4
Bentleigh (Southern Metropolitan)	30-34	1	M	3
Bentleigh (Southern Metropolitan)	35-39		F	95
Bentleigh (Southern Metropolitan)	35-39		M	100
Bentleigh (Southern Metropolitan)	35-39	0	F	2019
Bentleigh (Southern Metropolitan)	35-39	0	M	1854
Bentleigh (Southern Metropolitan)	35-39	1	M	3
Bentleigh (Southern Metropolitan)	40-44		F	95
Bentleigh (Southern Metropolitan)	40-44		M	101
Bentleigh (Southern Metropolitan)	40-44	0	F	2522
Bentleigh (Southern Metropolitan)	40-44	0	M	2212
Bentleigh (Southern Metropolitan)	40-44	1	F	3
Bentleigh (Southern Metropolitan)	40-44	1	M	6
Bentleigh (Southern Metropolitan)	45-49		F	93
Bentleigh (Southern Metropolitan)	45-49		M	99
Bentleigh (Southern Metropolitan)	45-49	0	F	2614
Bentleigh (Southern Metropolitan)	45-49	0	M	2293
Bentleigh (Southern Metropolitan)	45-49	1	F	3
Bentleigh (Southern Metropolitan)	45-49	1	M	8
Bentleigh (Southern Metropolitan)	50-54		F	80
Bentleigh (Southern Metropolitan)	50-54		M	99
Bentleigh (Southern Metropolitan)	50-54	0	F	2113
Bentleigh (Southern Metropolitan)	50-54	0	M	2031
Bentleigh (Southern Metropolitan)	50-54	1	F	4
Bentleigh (Southern Metropolitan)	50-54	1	M	3
Bentleigh (Southern Metropolitan)	55-59		F	71
Bentleigh (Southern Metropolitan)	55-59		M	75
Bentleigh (Southern Metropolitan)	55-59	0	F	1869
Bentleigh (Southern Metropolitan)	55-59	0	M	1727
Bentleigh (Southern Metropolitan)	55-59	1	F	4
Bentleigh (Southern Metropolitan)	55-59	1	M	3
Bentleigh (Southern Metropolitan)	60-64		F	68
Bentleigh (Southern Metropolitan)	60-64		M	61
Bentleigh (Southern Metropolitan)	60-64	0	F	1493
Bentleigh (Southern Metropolitan)	60-64	0	M	1409
Bentleigh (Southern Metropolitan)	60-64	1	M	3
Bentleigh (Southern Metropolitan)	65+		F	311
Bentleigh (Southern Metropolitan)	65+		M	218
Bentleigh (Southern Metropolitan)	65+	0	F	5125
Bentleigh (Southern Metropolitan)	65+	0	M	3873
Bentleigh (Southern Metropolitan)	65+	1	F	10
Box Hill (Eastern Metropolitan)	0-4		F	59
Box Hill (Eastern Metropolitan)	0-4		M	62
Box Hill (Eastern Metropolitan)	0-4	0	F	1691
Box Hill (Eastern Metropolitan)	0-4	0	M	1728
Box Hill (Eastern Metropolitan)	0-4	1	F	3
Box Hill (Eastern Metropolitan)	0-4	1	M	10
Box Hill (Eastern Metropolitan)	5-9		F	52
Box Hill (Eastern Metropolitan)	5-9		M	58
Box Hill (Eastern Metropolitan)	5-9	0	F	1807
Box Hill (Eastern Metropolitan)	5-9	0	M	1933
Box Hill (Eastern Metropolitan)	5-9	1	F	3
Box Hill (Eastern Metropolitan)	5-9	1	M	8
Box Hill (Eastern Metropolitan)	10-14		F	59
Box Hill (Eastern Metropolitan)	10-14		M	74
Box Hill (Eastern Metropolitan)	10-14	0	F	1939
Box Hill (Eastern Metropolitan)	10-14	0	M	2007
Box Hill (Eastern Metropolitan)	10-14	1	F	4
Box Hill (Eastern Metropolitan)	10-14	1	M	5
Box Hill (Eastern Metropolitan)	15-19		F	82
Box Hill (Eastern Metropolitan)	15-19		M	75
Box Hill (Eastern Metropolitan)	15-19	0	F	2140
Box Hill (Eastern Metropolitan)	15-19	0	M	2277
Box Hill (Eastern Metropolitan)	15-19	1	F	5
Box Hill (Eastern Metropolitan)	15-19	1	M	7
Box Hill (Eastern Metropolitan)	20-24		F	101
Box Hill (Eastern Metropolitan)	20-24		M	104
Box Hill (Eastern Metropolitan)	20-24	0	F	2525
Box Hill (Eastern Metropolitan)	20-24	0	M	2759
Box Hill (Eastern Metropolitan)	20-24	1	F	5
Box Hill (Eastern Metropolitan)	20-24	1	M	7
Box Hill (Eastern Metropolitan)	25-29		F	101
Box Hill (Eastern Metropolitan)	25-29		M	103
Box Hill (Eastern Metropolitan)	25-29	0	F	2452
Box Hill (Eastern Metropolitan)	25-29	0	M	2504
Box Hill (Eastern Metropolitan)	25-29	1	F	3
Box Hill (Eastern Metropolitan)	25-29	1	M	3
Box Hill (Eastern Metropolitan)	30-34		F	95
Box Hill (Eastern Metropolitan)	30-34		M	72
Box Hill (Eastern Metropolitan)	30-34	0	F	2334
Box Hill (Eastern Metropolitan)	30-34	0	M	2154
Box Hill (Eastern Metropolitan)	30-34	1	F	7
Box Hill (Eastern Metropolitan)	30-34	1	M	8
Box Hill (Eastern Metropolitan)	35-39		F	82
Box Hill (Eastern Metropolitan)	35-39		M	75
Box Hill (Eastern Metropolitan)	35-39	0	F	2121
Box Hill (Eastern Metropolitan)	35-39	0	M	1984
Box Hill (Eastern Metropolitan)	40-44		F	87
Box Hill (Eastern Metropolitan)	40-44		M	107
Box Hill (Eastern Metropolitan)	40-44	0	F	2393
Box Hill (Eastern Metropolitan)	40-44	0	M	2105
Box Hill (Eastern Metropolitan)	40-44	1	F	3
Box Hill (Eastern Metropolitan)	40-44	1	M	6
Box Hill (Eastern Metropolitan)	45-49		F	87
Box Hill (Eastern Metropolitan)	45-49		M	99
Box Hill (Eastern Metropolitan)	45-49	0	F	2572
Box Hill (Eastern Metropolitan)	45-49	0	M	2206
Box Hill (Eastern Metropolitan)	45-49	1	F	3
Box Hill (Eastern Metropolitan)	45-49	1	M	6
Box Hill (Eastern Metropolitan)	50-54		F	78
Box Hill (Eastern Metropolitan)	50-54		M	96
Box Hill (Eastern Metropolitan)	50-54	0	F	2301
Box Hill (Eastern Metropolitan)	50-54	0	M	2080
Box Hill (Eastern Metropolitan)	50-54	1	M	5
Box Hill (Eastern Metropolitan)	55-59		F	71
Box Hill (Eastern Metropolitan)	55-59		M	84
Box Hill (Eastern Metropolitan)	55-59	0	F	2084
Box Hill (Eastern Metropolitan)	55-59	0	M	1900
Box Hill (Eastern Metropolitan)	55-59	1	M	4
Box Hill (Eastern Metropolitan)	60-64		F	55
Box Hill (Eastern Metropolitan)	60-64		M	55
Box Hill (Eastern Metropolitan)	60-64	0	F	1736
Box Hill (Eastern Metropolitan)	60-64	0	M	1590
Box Hill (Eastern Metropolitan)	60-64	1	F	3
Box Hill (Eastern Metropolitan)	60-64	1	M	3
Box Hill (Eastern Metropolitan)	65+		F	428
Box Hill (Eastern Metropolitan)	65+		M	275
Box Hill (Eastern Metropolitan)	65+	0	F	6437
Box Hill (Eastern Metropolitan)	65+	0	M	4669
Box Hill (Eastern Metropolitan)	65+	1	F	7
Box Hill (Eastern Metropolitan)	65+	1	M	5
Brighton (Southern Metropolitan)	0-4		F	86
Brighton (Southern Metropolitan)	0-4		M	84
Brighton (Southern Metropolitan)	0-4	0	F	1351
Brighton (Southern Metropolitan)	0-4	0	M	1584
Brighton (Southern Metropolitan)	0-4	1	M	3
Brighton (Southern Metropolitan)	5-9		F	90
Brighton (Southern Metropolitan)	5-9		M	108
Brighton (Southern Metropolitan)	5-9	0	F	1889
Brighton (Southern Metropolitan)	5-9	0	M	1865
Brighton (Southern Metropolitan)	5-9	1	F	3
Brighton (Southern Metropolitan)	10-14		F	71
Brighton (Southern Metropolitan)	10-14		M	96
Brighton (Southern Metropolitan)	10-14	0	F	1839
Brighton (Southern Metropolitan)	10-14	0	M	1982
Brighton (Southern Metropolitan)	10-14	1	F	4
Brighton (Southern Metropolitan)	10-14	1	M	6
Brighton (Southern Metropolitan)	15-19		F	99
Brighton (Southern Metropolitan)	15-19		M	77
Brighton (Southern Metropolitan)	15-19	0	F	1672
Brighton (Southern Metropolitan)	15-19	0	M	1774
Brighton (Southern Metropolitan)	15-19	1	F	5
Brighton (Southern Metropolitan)	15-19	1	M	4
Brighton (Southern Metropolitan)	20-24		F	103
Brighton (Southern Metropolitan)	20-24		M	86
Brighton (Southern Metropolitan)	20-24	0	F	1560
Brighton (Southern Metropolitan)	20-24	0	M	1475
Brighton (Southern Metropolitan)	20-24	1	F	3
Brighton (Southern Metropolitan)	20-24	1	M	5
Brighton (Southern Metropolitan)	25-29		F	134
Brighton (Southern Metropolitan)	25-29		M	121
Brighton (Southern Metropolitan)	25-29	0	F	1748
Brighton (Southern Metropolitan)	25-29	0	M	1451
Brighton (Southern Metropolitan)	25-29	1	F	4
Brighton (Southern Metropolitan)	25-29	1	M	17
Brighton (Southern Metropolitan)	30-34		F	185
Brighton (Southern Metropolitan)	30-34		M	153
Brighton (Southern Metropolitan)	30-34	0	F	2039
Brighton (Southern Metropolitan)	30-34	0	M	1695
Brighton (Southern Metropolitan)	30-34	1	F	5
Brighton (Southern Metropolitan)	30-34	1	M	5
Brighton (Southern Metropolitan)	35-39		F	142
Brighton (Southern Metropolitan)	35-39		M	132
Brighton (Southern Metropolitan)	35-39	0	F	2004
Brighton (Southern Metropolitan)	35-39	0	M	1761
Brighton (Southern Metropolitan)	35-39	1	F	3
Brighton (Southern Metropolitan)	35-39	1	M	3
Brighton (Southern Metropolitan)	40-44		F	147
Brighton (Southern Metropolitan)	40-44		M	160
Brighton (Southern Metropolitan)	40-44	0	F	2440
Brighton (Southern Metropolitan)	40-44	0	M	1987
Brighton (Southern Metropolitan)	40-44	1	F	3
Brighton (Southern Metropolitan)	40-44	1	M	5
Brighton (Southern Metropolitan)	45-49		F	153
Brighton (Southern Metropolitan)	45-49		M	152
Brighton (Southern Metropolitan)	45-49	0	F	2684
Brighton (Southern Metropolitan)	45-49	0	M	2282
Brighton (Southern Metropolitan)	45-49	1	F	3
Brighton (Southern Metropolitan)	45-49	1	M	5
Brighton (Southern Metropolitan)	50-54		F	148
Brighton (Southern Metropolitan)	50-54		M	130
Brighton (Southern Metropolitan)	50-54	0	F	2377
Brighton (Southern Metropolitan)	50-54	0	M	2078
Brighton (Southern Metropolitan)	50-54	1	F	9
Brighton (Southern Metropolitan)	50-54	1	M	3
Brighton (Southern Metropolitan)	55-59		F	131
Brighton (Southern Metropolitan)	55-59		M	127
Brighton (Southern Metropolitan)	55-59	0	F	2096
Brighton (Southern Metropolitan)	55-59	0	M	1964
Brighton (Southern Metropolitan)	55-59	1	F	3
Brighton (Southern Metropolitan)	55-59	1	M	6
Brighton (Southern Metropolitan)	60-64		F	97
Brighton (Southern Metropolitan)	60-64		M	93
Brighton (Southern Metropolitan)	60-64	0	F	1652
Brighton (Southern Metropolitan)	60-64	0	M	1498
Brighton (Southern Metropolitan)	65+		F	408
Brighton (Southern Metropolitan)	65+		M	287
Brighton (Southern Metropolitan)	65+	0	F	5516
Brighton (Southern Metropolitan)	65+	0	M	4316
Brighton (Southern Metropolitan)	65+	1	F	3
Brighton (Southern Metropolitan)	65+	1	M	3
Broadmeadows (Northern Metropolitan)	0-4		F	176
Broadmeadows (Northern Metropolitan)	0-4		M	242
Broadmeadows (Northern Metropolitan)	0-4	0	F	2500
Broadmeadows (Northern Metropolitan)	0-4	0	M	2611
Broadmeadows (Northern Metropolitan)	0-4	1	F	32
Broadmeadows (Northern Metropolitan)	0-4	1	M	24
Broadmeadows (Northern Metropolitan)	5-9		F	203
Broadmeadows (Northern Metropolitan)	5-9		M	218
Broadmeadows (Northern Metropolitan)	5-9	0	F	2369
Broadmeadows (Northern Metropolitan)	5-9	0	M	2552
Broadmeadows (Northern Metropolitan)	5-9	1	F	33
Broadmeadows (Northern Metropolitan)	5-9	1	M	27
Broadmeadows (Northern Metropolitan)	10-14		F	154
Broadmeadows (Northern Metropolitan)	10-14		M	176
Broadmeadows (Northern Metropolitan)	10-14	0	F	2248
Broadmeadows (Northern Metropolitan)	10-14	0	M	2307
Broadmeadows (Northern Metropolitan)	10-14	1	F	23
Broadmeadows (Northern Metropolitan)	10-14	1	M	15
Broadmeadows (Northern Metropolitan)	15-19		F	152
Broadmeadows (Northern Metropolitan)	15-19		M	160
Broadmeadows (Northern Metropolitan)	15-19	0	F	2389
Broadmeadows (Northern Metropolitan)	15-19	0	M	2383
Broadmeadows (Northern Metropolitan)	15-19	1	F	29
Broadmeadows (Northern Metropolitan)	15-19	1	M	23
Broadmeadows (Northern Metropolitan)	20-24		F	149
Broadmeadows (Northern Metropolitan)	20-24		M	208
Broadmeadows (Northern Metropolitan)	20-24	0	F	2360
Broadmeadows (Northern Metropolitan)	20-24	0	M	2791
Broadmeadows (Northern Metropolitan)	20-24	1	F	24
Broadmeadows (Northern Metropolitan)	20-24	1	M	27
Broadmeadows (Northern Metropolitan)	25-29		F	187
Broadmeadows (Northern Metropolitan)	25-29		M	210
Broadmeadows (Northern Metropolitan)	25-29	0	F	2608
Broadmeadows (Northern Metropolitan)	25-29	0	M	2996
Broadmeadows (Northern Metropolitan)	25-29	1	F	21
Broadmeadows (Northern Metropolitan)	25-29	1	M	20
Broadmeadows (Northern Metropolitan)	30-34		F	178
Broadmeadows (Northern Metropolitan)	30-34		M	186
Broadmeadows (Northern Metropolitan)	30-34	0	F	2482
Broadmeadows (Northern Metropolitan)	30-34	0	M	2746
Broadmeadows (Northern Metropolitan)	30-34	1	F	19
Broadmeadows (Northern Metropolitan)	30-34	1	M	11
Broadmeadows (Northern Metropolitan)	35-39		F	166
Broadmeadows (Northern Metropolitan)	35-39		M	163
Broadmeadows (Northern Metropolitan)	35-39	0	F	2152
Broadmeadows (Northern Metropolitan)	35-39	0	M	2214
Broadmeadows (Northern Metropolitan)	35-39	1	F	10
Broadmeadows (Northern Metropolitan)	35-39	1	M	9
Broadmeadows (Northern Metropolitan)	40-44		F	132
Broadmeadows (Northern Metropolitan)	40-44		M	145
Broadmeadows (Northern Metropolitan)	40-44	0	F	2014
Broadmeadows (Northern Metropolitan)	40-44	0	M	2086
Broadmeadows (Northern Metropolitan)	40-44	1	F	14
Broadmeadows (Northern Metropolitan)	40-44	1	M	15
Broadmeadows (Northern Metropolitan)	45-49		F	140
Broadmeadows (Northern Metropolitan)	45-49		M	143
Broadmeadows (Northern Metropolitan)	45-49	0	F	2195
Broadmeadows (Northern Metropolitan)	45-49	0	M	2125
Broadmeadows (Northern Metropolitan)	45-49	1	F	21
Broadmeadows (Northern Metropolitan)	45-49	1	M	14
Broadmeadows (Northern Metropolitan)	50-54		F	133
Broadmeadows (Northern Metropolitan)	50-54		M	171
Broadmeadows (Northern Metropolitan)	50-54	0	F	2028
Broadmeadows (Northern Metropolitan)	50-54	0	M	2109
Broadmeadows (Northern Metropolitan)	50-54	1	F	8
Broadmeadows (Northern Metropolitan)	50-54	1	M	12
Broadmeadows (Northern Metropolitan)	55-59		F	108
Broadmeadows (Northern Metropolitan)	55-59		M	119
Broadmeadows (Northern Metropolitan)	55-59	0	F	1682
Broadmeadows (Northern Metropolitan)	55-59	0	M	1695
Broadmeadows (Northern Metropolitan)	55-59	1	F	8
Broadmeadows (Northern Metropolitan)	55-59	1	M	10
Broadmeadows (Northern Metropolitan)	60-64		F	106
Broadmeadows (Northern Metropolitan)	60-64		M	94
Broadmeadows (Northern Metropolitan)	60-64	0	F	1393
Broadmeadows (Northern Metropolitan)	60-64	0	M	1311
Broadmeadows (Northern Metropolitan)	60-64	1	F	4
Broadmeadows (Northern Metropolitan)	60-64	1	M	7
Broadmeadows (Northern Metropolitan)	65+		F	385
Broadmeadows (Northern Metropolitan)	65+		M	289
Broadmeadows (Northern Metropolitan)	65+	0	F	4819
Broadmeadows (Northern Metropolitan)	65+	0	M	3805
Broadmeadows (Northern Metropolitan)	65+	1	F	20
Broadmeadows (Northern Metropolitan)	65+	1	M	9
Brunswick (Northern Metropolitan)	0-4		F	97
Brunswick (Northern Metropolitan)	0-4		M	97
Brunswick (Northern Metropolitan)	0-4	0	F	1638
Brunswick (Northern Metropolitan)	0-4	0	M	1699
Brunswick (Northern Metropolitan)	0-4	1	F	18
Brunswick (Northern Metropolitan)	0-4	1	M	14
Brunswick (Northern Metropolitan)	5-9		F	68
Brunswick (Northern Metropolitan)	5-9		M	69
Brunswick (Northern Metropolitan)	5-9	0	F	1407
Brunswick (Northern Metropolitan)	5-9	0	M	1492
Brunswick (Northern Metropolitan)	5-9	1	F	9
Brunswick (Northern Metropolitan)	5-9	1	M	6
Brunswick (Northern Metropolitan)	10-14		F	60
Brunswick (Northern Metropolitan)	10-14		M	69
Brunswick (Northern Metropolitan)	10-14	0	F	1133
Brunswick (Northern Metropolitan)	10-14	0	M	1147
Brunswick (Northern Metropolitan)	10-14	1	F	14
Brunswick (Northern Metropolitan)	10-14	1	M	10
Brunswick (Northern Metropolitan)	15-19		F	67
Brunswick (Northern Metropolitan)	15-19		M	79
Brunswick (Northern Metropolitan)	15-19	0	F	1235
Brunswick (Northern Metropolitan)	15-19	0	M	1232
Brunswick (Northern Metropolitan)	15-19	1	F	14
Brunswick (Northern Metropolitan)	15-19	1	M	9
Brunswick (Northern Metropolitan)	20-24		F	206
Brunswick (Northern Metropolitan)	20-24		M	178
Brunswick (Northern Metropolitan)	20-24	0	F	3518
Brunswick (Northern Metropolitan)	20-24	0	M	2896
Brunswick (Northern Metropolitan)	20-24	1	F	26
Brunswick (Northern Metropolitan)	20-24	1	M	22
Brunswick (Northern Metropolitan)	25-29		F	306
Brunswick (Northern Metropolitan)	25-29		M	286
Brunswick (Northern Metropolitan)	25-29	0	F	4813
Brunswick (Northern Metropolitan)	25-29	0	M	4507
Brunswick (Northern Metropolitan)	25-29	1	F	24
Brunswick (Northern Metropolitan)	25-29	1	M	38
Brunswick (Northern Metropolitan)	30-34		F	271
Brunswick (Northern Metropolitan)	30-34		M	294
Brunswick (Northern Metropolitan)	30-34	0	F	4149
Brunswick (Northern Metropolitan)	30-34	0	M	4010
Brunswick (Northern Metropolitan)	30-34	1	F	31
Brunswick (Northern Metropolitan)	30-34	1	M	27
Brunswick (Northern Metropolitan)	35-39		F	177
Brunswick (Northern Metropolitan)	35-39		M	213
Brunswick (Northern Metropolitan)	35-39	0	F	3089
Brunswick (Northern Metropolitan)	35-39	0	M	3099
Brunswick (Northern Metropolitan)	35-39	1	F	12
Brunswick (Northern Metropolitan)	35-39	1	M	13
Brunswick (Northern Metropolitan)	40-44		F	140
Brunswick (Northern Metropolitan)	40-44		M	148
Brunswick (Northern Metropolitan)	40-44	0	F	2425
Brunswick (Northern Metropolitan)	40-44	0	M	2278
Brunswick (Northern Metropolitan)	40-44	1	F	7
Brunswick (Northern Metropolitan)	40-44	1	M	7
Brunswick (Northern Metropolitan)	45-49		F	116
Brunswick (Northern Metropolitan)	45-49		M	124
Brunswick (Northern Metropolitan)	45-49	0	F	2069
Brunswick (Northern Metropolitan)	45-49	0	M	2042
Brunswick (Northern Metropolitan)	45-49	1	F	11
Brunswick (Northern Metropolitan)	45-49	1	M	12
Brunswick (Northern Metropolitan)	50-54		F	103
Brunswick (Northern Metropolitan)	50-54		M	96
Brunswick (Northern Metropolitan)	50-54	0	F	1779
Brunswick (Northern Metropolitan)	50-54	0	M	1621
Brunswick (Northern Metropolitan)	50-54	1	F	7
Brunswick (Northern Metropolitan)	50-54	1	M	8
Brunswick (Northern Metropolitan)	55-59		F	96
Brunswick (Northern Metropolitan)	55-59		M	90
Brunswick (Northern Metropolitan)	55-59	0	F	1644
Brunswick (Northern Metropolitan)	55-59	0	M	1406
Brunswick (Northern Metropolitan)	55-59	1	F	4
Brunswick (Northern Metropolitan)	55-59	1	M	4
Brunswick (Northern Metropolitan)	60-64		F	82
Brunswick (Northern Metropolitan)	60-64		M	78
Brunswick (Northern Metropolitan)	60-64	0	F	1279
Brunswick (Northern Metropolitan)	60-64	0	M	1152
Brunswick (Northern Metropolitan)	60-64	1	F	9
Brunswick (Northern Metropolitan)	60-64	1	M	7
Brunswick (Northern Metropolitan)	65+		F	421
Brunswick (Northern Metropolitan)	65+		M	266
Brunswick (Northern Metropolitan)	65+	0	F	4320
Brunswick (Northern Metropolitan)	65+	0	M	3316
Brunswick (Northern Metropolitan)	65+	1	F	12
Brunswick (Northern Metropolitan)	65+	1	M	6
Bulleen (Eastern Metropolitan)	0-4		F	48
Bulleen (Eastern Metropolitan)	0-4		M	44
Bulleen (Eastern Metropolitan)	0-4	0	F	1379
Bulleen (Eastern Metropolitan)	0-4	0	M	1426
Bulleen (Eastern Metropolitan)	0-4	1	F	4
Bulleen (Eastern Metropolitan)	0-4	1	M	12
Bulleen (Eastern Metropolitan)	5-9		F	49
Bulleen (Eastern Metropolitan)	5-9		M	57
Bulleen (Eastern Metropolitan)	5-9	0	F	1494
Bulleen (Eastern Metropolitan)	5-9	0	M	1598
Bulleen (Eastern Metropolitan)	5-9	1	F	7
Bulleen (Eastern Metropolitan)	5-9	1	M	8
Bulleen (Eastern Metropolitan)	10-14		F	59
Bulleen (Eastern Metropolitan)	10-14		M	51
Bulleen (Eastern Metropolitan)	10-14	0	F	1480
Bulleen (Eastern Metropolitan)	10-14	0	M	1543
Bulleen (Eastern Metropolitan)	10-14	1	M	9
Bulleen (Eastern Metropolitan)	15-19		F	55
Bulleen (Eastern Metropolitan)	15-19		M	67
Bulleen (Eastern Metropolitan)	15-19	0	F	1650
Bulleen (Eastern Metropolitan)	15-19	0	M	1821
Bulleen (Eastern Metropolitan)	15-19	1	F	7
Bulleen (Eastern Metropolitan)	15-19	1	M	3
Bulleen (Eastern Metropolitan)	20-24		F	65
Bulleen (Eastern Metropolitan)	20-24		M	71
Bulleen (Eastern Metropolitan)	20-24	0	F	1768
Bulleen (Eastern Metropolitan)	20-24	0	M	1882
Bulleen (Eastern Metropolitan)	20-24	1	F	8
Bulleen (Eastern Metropolitan)	20-24	1	M	3
Bulleen (Eastern Metropolitan)	25-29		F	92
Bulleen (Eastern Metropolitan)	25-29		M	92
Bulleen (Eastern Metropolitan)	25-29	0	F	1794
Bulleen (Eastern Metropolitan)	25-29	0	M	1851
Bulleen (Eastern Metropolitan)	25-29	1	F	3
Bulleen (Eastern Metropolitan)	25-29	1	M	8
Bulleen (Eastern Metropolitan)	30-34		F	65
Bulleen (Eastern Metropolitan)	30-34		M	67
Bulleen (Eastern Metropolitan)	30-34	0	F	1763
Bulleen (Eastern Metropolitan)	30-34	0	M	1688
Bulleen (Eastern Metropolitan)	30-34	1	M	3
Bulleen (Eastern Metropolitan)	35-39		F	62
Bulleen (Eastern Metropolitan)	35-39		M	63
Bulleen (Eastern Metropolitan)	35-39	0	F	1775
Bulleen (Eastern Metropolitan)	35-39	0	M	1640
Bulleen (Eastern Metropolitan)	35-39	1	F	4
Bulleen (Eastern Metropolitan)	35-39	1	M	4
Bulleen (Eastern Metropolitan)	40-44		F	63
Bulleen (Eastern Metropolitan)	40-44		M	67
Bulleen (Eastern Metropolitan)	40-44	0	F	1937
Bulleen (Eastern Metropolitan)	40-44	0	M	1732
Bulleen (Eastern Metropolitan)	40-44	1	F	3
Bulleen (Eastern Metropolitan)	40-44	1	M	4
Bulleen (Eastern Metropolitan)	45-49		F	91
Bulleen (Eastern Metropolitan)	45-49		M	72
Bulleen (Eastern Metropolitan)	45-49	0	F	2158
Bulleen (Eastern Metropolitan)	45-49	0	M	1940
Bulleen (Eastern Metropolitan)	45-49	1	M	3
Bulleen (Eastern Metropolitan)	50-54		F	84
Bulleen (Eastern Metropolitan)	50-54		M	85
Bulleen (Eastern Metropolitan)	50-54	0	F	2167
Bulleen (Eastern Metropolitan)	50-54	0	M	1896
Bulleen (Eastern Metropolitan)	50-54	1	M	6
Bulleen (Eastern Metropolitan)	55-59		F	71
Bulleen (Eastern Metropolitan)	55-59		M	74
Bulleen (Eastern Metropolitan)	55-59	0	F	1987
Bulleen (Eastern Metropolitan)	55-59	0	M	1790
Bulleen (Eastern Metropolitan)	55-59	1	M	3
Bulleen (Eastern Metropolitan)	60-64		F	68
Bulleen (Eastern Metropolitan)	60-64		M	63
Bulleen (Eastern Metropolitan)	60-64	0	F	1825
Bulleen (Eastern Metropolitan)	60-64	0	M	1530
Bulleen (Eastern Metropolitan)	60-64	1	F	4
Bulleen (Eastern Metropolitan)	65+		F	424
Bulleen (Eastern Metropolitan)	65+		M	311
Bulleen (Eastern Metropolitan)	65+	0	F	7468
Bulleen (Eastern Metropolitan)	65+	0	M	6124
Bulleen (Eastern Metropolitan)	65+	1	F	6
Bundoora (Northern Metropolitan)	0-4		F	63
Bundoora (Northern Metropolitan)	0-4		M	88
Bundoora (Northern Metropolitan)	0-4	0	F	1654
Bundoora (Northern Metropolitan)	0-4	0	M	1773
Bundoora (Northern Metropolitan)	0-4	1	F	18
Bundoora (Northern Metropolitan)	0-4	1	M	15
Bundoora (Northern Metropolitan)	5-9		F	65
Bundoora (Northern Metropolitan)	5-9		M	76
Bundoora (Northern Metropolitan)	5-9	0	F	1620
Bundoora (Northern Metropolitan)	5-9	0	M	1696
Bundoora (Northern Metropolitan)	5-9	1	F	18
Bundoora (Northern Metropolitan)	5-9	1	M	24
Bundoora (Northern Metropolitan)	10-14		F	65
Bundoora (Northern Metropolitan)	10-14		M	63
Bundoora (Northern Metropolitan)	10-14	0	F	1425
Bundoora (Northern Metropolitan)	10-14	0	M	1560
Bundoora (Northern Metropolitan)	10-14	1	F	16
Bundoora (Northern Metropolitan)	10-14	1	M	28
Bundoora (Northern Metropolitan)	15-19		F	84
Bundoora (Northern Metropolitan)	15-19		M	98
Bundoora (Northern Metropolitan)	15-19	0	F	1813
Bundoora (Northern Metropolitan)	15-19	0	M	1853
Bundoora (Northern Metropolitan)	15-19	1	F	29
Bundoora (Northern Metropolitan)	15-19	1	M	27
Bundoora (Northern Metropolitan)	20-24		F	167
Bundoora (Northern Metropolitan)	20-24		M	153
Bundoora (Northern Metropolitan)	20-24	0	F	2797
Bundoora (Northern Metropolitan)	20-24	0	M	2863
Bundoora (Northern Metropolitan)	20-24	1	F	32
Bundoora (Northern Metropolitan)	20-24	1	M	22
Bundoora (Northern Metropolitan)	25-29		F	136
Bundoora (Northern Metropolitan)	25-29		M	140
Bundoora (Northern Metropolitan)	25-29	0	F	2363
Bundoora (Northern Metropolitan)	25-29	0	M	2514
Bundoora (Northern Metropolitan)	25-29	1	F	15
Bundoora (Northern Metropolitan)	25-29	1	M	16
Bundoora (Northern Metropolitan)	30-34		F	110
Bundoora (Northern Metropolitan)	30-34		M	114
Bundoora (Northern Metropolitan)	30-34	0	F	2218
Bundoora (Northern Metropolitan)	30-34	0	M	2092
Bundoora (Northern Metropolitan)	30-34	1	F	9
Bundoora (Northern Metropolitan)	30-34	1	M	6
Bundoora (Northern Metropolitan)	35-39		F	83
Bundoora (Northern Metropolitan)	35-39		M	81
Bundoora (Northern Metropolitan)	35-39	0	F	1911
Bundoora (Northern Metropolitan)	35-39	0	M	1917
Bundoora (Northern Metropolitan)	35-39	1	F	8
Bundoora (Northern Metropolitan)	35-39	1	M	3
Bundoora (Northern Metropolitan)	40-44		F	75
Bundoora (Northern Metropolitan)	40-44		M	95
Bundoora (Northern Metropolitan)	40-44	0	F	2057
Bundoora (Northern Metropolitan)	40-44	0	M	1999
Bundoora (Northern Metropolitan)	40-44	1	F	19
Bundoora (Northern Metropolitan)	40-44	1	M	8
Bundoora (Northern Metropolitan)	45-49		F	80
Bundoora (Northern Metropolitan)	45-49		M	73
Bundoora (Northern Metropolitan)	45-49	0	F	1954
Bundoora (Northern Metropolitan)	45-49	0	M	1857
Bundoora (Northern Metropolitan)	45-49	1	F	11
