SED_NAME16	BornAust	Sex	persons
Braitling	0	M	1064
Braitling	1	F	3657
Braitling	1	M	3497
Brennan	0	F	843
Brennan	0	M	785
Brennan	1	F	2998
Brennan	1	M	3108
Casuarina	0	F	1605
Casuarina	0	M	1601
Casuarina	1	F	2578
Casuarina	1	M	2644
Daly	0	F	338
Daly	0	M	480
Daly	1	F	3694
Daly	1	M	3966
Drysdale	0	F	885
Drysdale	0	M	788
Drysdale	1	F	2827
Drysdale	1	M	3020
Fannie Bay	0	F	1388
Fannie Bay	0	M	1333
Fannie Bay	1	F	2387
Fannie Bay	1	M	2469
Fong Lim	0	F	1125
Fong Lim	0	M	1119
Fong Lim	1	F	2310
Fong Lim	1	M	2521
Goyder (NT)	0	F	686
Goyder (NT)	0	M	611
Goyder (NT)	1	F	3153
Goyder (NT)	1	M	3714
Johnston	0	F	1203
Johnston	0	M	1149
Johnston	1	F	2136
Johnston	1	M	2271
Karama	0	F	1186
Karama	0	M	1059
Karama	1	F	2395
Karama	1	M	2363
Katherine	0	F	597
Katherine	0	M	570
Katherine	1	F	3176
Katherine	1	M	3449
Namatjira	0	F	399
Namatjira	0	M	403
Namatjira	1	F	3525
Namatjira	1	M	3889
Nelson	0	F	567
Nelson	0	M	931
Nelson	1	F	3201
Nelson	1	M	5269
Nhulunbuy	0	F	324
Nhulunbuy	0	M	295
Nhulunbuy	1	F	4129
Nhulunbuy	1	M	4200
Nightcliff	0	F	1318
Nightcliff	0	M	1346
Nightcliff	1	F	2347
Nightcliff	1	M	2292
Port Darwin	0	F	1838
Port Darwin	0	M	2098
Port Darwin	1	F	2033
Port Darwin	1	M	2663
Sanderson	0	F	1293
Sanderson	0	M	1219
Sanderson	1	F	2441
Sanderson	1	M	2612
Spillett	0	F	1061
Spillett	0	M	1047
Spillett	1	F	3037
Spillett	1	M	3389
Stuart (NT)	0	F	85
Stuart (NT)	0	M	84
Stuart (NT)	1	F	3440
Stuart (NT)	1	M	3231
Wanguri	0	F	1428
Wanguri	0	M	1355
Wanguri	1	F	2591
Wanguri	1	M	2771
No usual address (NT)	0	F	209
No usual address (NT)	0	M	191
No usual address (NT)	1	F	630
No usual address (NT)	1	M	750
Migratory - Offshore - Shipping (NT)	0	F	3
Migratory - Offshore - Shipping (NT)	0	M	47
Migratory - Offshore - Shipping (NT)	1	F	7
Migratory - Offshore - Shipping (NT)	1	M	10
Brindabella	0	F	7323
Brindabella	0	M	6608
Brindabella	1	F	26981
Brindabella	1	M	26235
Ginninderra	0	F	10514
Ginninderra	0	M	9782
Ginninderra	1	F	26691
Ginninderra	1	M	26243
Kurrajong	0	F	11871
Kurrajong	0	M	11091
Kurrajong	1	F	26093
Kurrajong	1	M	26311
Murrumbidgee	0	F	10353
Murrumbidgee	0	M	9186
Murrumbidgee	1	F	27277
Murrumbidgee	1	M	26403
Yerrabi	0	F	14427
Yerrabi	0	M	13886
Yerrabi	1	F	28837
Yerrabi	1	M	28629
No usual address (ACT)	0	F	65
No usual address (ACT)	0	M	58
No usual address (ACT)	1	F	144
No usual address (ACT)	1	M	209
Unclassified (OT)	0	F	632
Unclassified (OT)	0	M	822
Unclassified (OT)	1	F	1202
Unclassified (OT)	1	M	1300
No usual address (OT)	0	F	17
No usual address (OT)	0	M	9
No usual address (OT)	1	F	15
No usual address (OT)	1	M	14
Migratory - Offshore - Shipping (OT)	1	M	3
