SED_NAME16	Age5yr	Indigenous	persons
Murray	50-54		486
Murray	50-54	0	4833
Murray	50-54	1	245
Murray	55-59		579
Murray	55-59	0	5156
Murray	55-59	1	182
Murray	60-64		536
Murray	60-64	0	4845
Murray	60-64	1	147
Murray	65+		1746
Murray	65+	0	14857
Murray	65+	1	263
Myall Lakes	0-4		211
Myall Lakes	0-4	0	2572
Myall Lakes	0-4	1	586
Myall Lakes	5-9		249
Myall Lakes	5-9	0	3152
Myall Lakes	5-9	1	596
Myall Lakes	10-14		222
Myall Lakes	10-14	0	3146
Myall Lakes	10-14	1	544
Myall Lakes	15-19		245
Myall Lakes	15-19	0	3186
Myall Lakes	15-19	1	451
Myall Lakes	20-24		194
Myall Lakes	20-24	0	2264
Myall Lakes	20-24	1	365
Myall Lakes	25-29		163
Myall Lakes	25-29	0	2285
Myall Lakes	25-29	1	277
Myall Lakes	30-34		179
Myall Lakes	30-34	0	2407
Myall Lakes	30-34	1	226
Myall Lakes	35-39		150
Myall Lakes	35-39	0	2572
Myall Lakes	35-39	1	179
Myall Lakes	40-44		226
Myall Lakes	40-44	0	3217
Myall Lakes	40-44	1	220
Myall Lakes	45-49		262
Myall Lakes	45-49	0	3704
Myall Lakes	45-49	1	219
Myall Lakes	50-54		297
Myall Lakes	50-54	0	4206
Myall Lakes	50-54	1	201
Myall Lakes	55-59		357
Myall Lakes	55-59	0	4912
Myall Lakes	55-59	1	202
Myall Lakes	60-64		371
Myall Lakes	60-64	0	5226
Myall Lakes	60-64	1	166
Myall Lakes	65+		1714
Myall Lakes	65+	0	18842
Myall Lakes	65+	1	274
Newcastle	0-4		146
Newcastle	0-4	0	3396
Newcastle	0-4	1	207
Newcastle	5-9		137
Newcastle	5-9	0	3360
Newcastle	5-9	1	195
Newcastle	10-14		122
Newcastle	10-14	0	2920
Newcastle	10-14	1	167
Newcastle	15-19		153
Newcastle	15-19	0	3002
Newcastle	15-19	1	182
Newcastle	20-24		314
Newcastle	20-24	0	5240
Newcastle	20-24	1	255
Newcastle	25-29		375
Newcastle	25-29	0	5938
Newcastle	25-29	1	232
Newcastle	30-34		311
Newcastle	30-34	0	5153
Newcastle	30-34	1	182
Newcastle	35-39		184
Newcastle	35-39	0	4347
Newcastle	35-39	1	119
Newcastle	40-44		219
Newcastle	40-44	0	4233
Newcastle	40-44	1	129
Newcastle	45-49		231
Newcastle	45-49	0	4250
Newcastle	45-49	1	123
Newcastle	50-54		263
Newcastle	50-54	0	4480
Newcastle	50-54	1	137
Newcastle	55-59		283
Newcastle	55-59	0	4546
Newcastle	55-59	1	120
Newcastle	60-64		230
Newcastle	60-64	0	3984
Newcastle	60-64	1	78
Newcastle	65+		716
Newcastle	65+	0	10894
Newcastle	65+	1	118
Newtown	0-4		299
Newtown	0-4	0	2861
Newtown	0-4	1	64
Newtown	5-9		169
Newtown	5-9	0	2193
Newtown	5-9	1	52
Newtown	10-14		131
Newtown	10-14	0	1666
Newtown	10-14	1	45
Newtown	15-19		349
Newtown	15-19	0	3204
Newtown	15-19	1	77
Newtown	20-24		1106
Newtown	20-24	0	9649
Newtown	20-24	1	124
Newtown	25-29		1463
Newtown	25-29	0	12168
Newtown	25-29	1	131
Newtown	30-34		1162
Newtown	30-34	0	9675
Newtown	30-34	1	95
Newtown	35-39		757
Newtown	35-39	0	6624
Newtown	35-39	1	78
Newtown	40-44		608
Newtown	40-44	0	5467
Newtown	40-44	1	76
Newtown	45-49		494
Newtown	45-49	0	4633
Newtown	45-49	1	101
Newtown	50-54		447
Newtown	50-54	0	3943
Newtown	50-54	1	74
Newtown	55-59		416
Newtown	55-59	0	3251
Newtown	55-59	1	70
Newtown	60-64		315
Newtown	60-64	0	2614
Newtown	60-64	1	39
Newtown	65+		849
Newtown	65+	0	6417
Newtown	65+	1	69
North Shore	0-4		251
North Shore	0-4	0	3745
North Shore	0-4	1	18
North Shore	5-9		219
North Shore	5-9	0	3229
North Shore	5-9	1	6
North Shore	10-14		164
North Shore	10-14	0	2859
North Shore	10-14	1	7
North Shore	15-19		158
North Shore	15-19	0	2700
North Shore	15-19	1	13
North Shore	20-24		362
North Shore	20-24	0	3507
North Shore	20-24	1	9
North Shore	25-29		659
North Shore	25-29	0	6688
North Shore	25-29	1	30
North Shore	30-34		693
North Shore	30-34	0	7859
North Shore	30-34	1	27
North Shore	35-39		521
North Shore	35-39	0	6479
North Shore	35-39	1	16
North Shore	40-44		455
North Shore	40-44	0	5395
North Shore	40-44	1	24
North Shore	45-49		389
North Shore	45-49	0	4888
North Shore	45-49	1	11
North Shore	50-54		323
North Shore	50-54	0	4380
North Shore	50-54	1	11
North Shore	55-59		348
North Shore	55-59	0	4174
North Shore	55-59	1	9
North Shore	60-64		314
North Shore	60-64	0	3675
North Shore	60-64	1	8
North Shore	65+		937
North Shore	65+	0	11675
North Shore	65+	1	9
Northern Tablelands	0-4		382
Northern Tablelands	0-4	0	3575
Northern Tablelands	0-4	1	921
Northern Tablelands	5-9		410
Northern Tablelands	5-9	0	3834
Northern Tablelands	5-9	1	923
Northern Tablelands	10-14		396
Northern Tablelands	10-14	0	3951
Northern Tablelands	10-14	1	805
Northern Tablelands	15-19		471
Northern Tablelands	15-19	0	4207
Northern Tablelands	15-19	1	776
Northern Tablelands	20-24		461
Northern Tablelands	20-24	0	4192
Northern Tablelands	20-24	1	664
Northern Tablelands	25-29		353
Northern Tablelands	25-29	0	3498
Northern Tablelands	25-29	1	465
Northern Tablelands	30-34		366
Northern Tablelands	30-34	0	3453
Northern Tablelands	30-34	1	394
Northern Tablelands	35-39		325
Northern Tablelands	35-39	0	3336
Northern Tablelands	35-39	1	404
Northern Tablelands	40-44		381
Northern Tablelands	40-44	0	3791
Northern Tablelands	40-44	1	399
Northern Tablelands	45-49		409
Northern Tablelands	45-49	0	4106
Northern Tablelands	45-49	1	424
Northern Tablelands	50-54		454
Northern Tablelands	50-54	0	4429
Northern Tablelands	50-54	1	438
Northern Tablelands	55-59		471
Northern Tablelands	55-59	0	4705
Northern Tablelands	55-59	1	359
Northern Tablelands	60-64		411
Northern Tablelands	60-64	0	4262
Northern Tablelands	60-64	1	245
Northern Tablelands	65+		1399
Northern Tablelands	65+	0	13530
Northern Tablelands	65+	1	472
Oatley	0-4		151
Oatley	0-4	0	4231
Oatley	0-4	1	39
Oatley	5-9		162
Oatley	5-9	0	4396
Oatley	5-9	1	52
Oatley	10-14		134
Oatley	10-14	0	4332
Oatley	10-14	1	50
Oatley	15-19		139
Oatley	15-19	0	4645
Oatley	15-19	1	53
Oatley	20-24		193
Oatley	20-24	0	4761
Oatley	20-24	1	46
Oatley	25-29		212
Oatley	25-29	0	4637
Oatley	25-29	1	30
Oatley	30-34		250
Oatley	30-34	0	4782
Oatley	30-34	1	27
Oatley	35-39		197
Oatley	35-39	0	4747
Oatley	35-39	1	34
Oatley	40-44		183
Oatley	40-44	0	5003
Oatley	40-44	1	31
Oatley	45-49		185
Oatley	45-49	0	5029
Oatley	45-49	1	25
Oatley	50-54		181
Oatley	50-54	0	5090
Oatley	50-54	1	39
Oatley	55-59		203
Oatley	55-59	0	4776
Oatley	55-59	1	24
Oatley	60-64		140
Oatley	60-64	0	4072
Oatley	60-64	1	19
Oatley	65+		565
Oatley	65+	0	12442
Oatley	65+	1	25
Orange	0-4		310
Orange	0-4	0	4373
Orange	0-4	1	702
Orange	5-9		372
Orange	5-9	0	4706
Orange	5-9	1	676
Orange	10-14		344
Orange	10-14	0	4219
Orange	10-14	1	641
Orange	15-19		368
Orange	15-19	0	4120
Orange	15-19	1	686
Orange	20-24		303
Orange	20-24	0	3352
Orange	20-24	1	471
Orange	25-29		285
Orange	25-29	0	3757
Orange	25-29	1	371
Orange	30-34		320
Orange	30-34	0	4093
Orange	30-34	1	265
Orange	35-39		302
Orange	35-39	0	3855
Orange	35-39	1	268
Orange	40-44		351
Orange	40-44	0	4158
Orange	40-44	1	270
Orange	45-49		373
Orange	45-49	0	4263
Orange	45-49	1	312
Orange	50-54		388
Orange	50-54	0	4381
Orange	50-54	1	286
Orange	55-59		337
Orange	55-59	0	4497
Orange	55-59	1	203
Orange	60-64		300
Orange	60-64	0	4089
Orange	60-64	1	156
Orange	65+		1189
Orange	65+	0	12919
Orange	65+	1	280
Oxley	0-4		260
Oxley	0-4	0	2776
Oxley	0-4	1	718
Oxley	5-9		342
Oxley	5-9	0	3402
Oxley	5-9	1	741
Oxley	10-14		369
Oxley	10-14	0	3357
Oxley	10-14	1	707
Oxley	15-19		315
Oxley	15-19	0	3213
Oxley	15-19	1	605
Oxley	20-24		241
Oxley	20-24	0	2369
Oxley	20-24	1	444
Oxley	25-29		229
Oxley	25-29	0	2416
Oxley	25-29	1	410
Oxley	30-34		212
Oxley	30-34	0	2535
Oxley	30-34	1	316
Oxley	35-39		249
Oxley	35-39	0	2748
Oxley	35-39	1	272
Oxley	40-44		267
Oxley	40-44	0	3411
Oxley	40-44	1	325
Oxley	45-49		367
Oxley	45-49	0	3721
Oxley	45-49	1	289
Oxley	50-54		396
Oxley	50-54	0	4512
Oxley	50-54	1	307
Oxley	55-59		447
Oxley	55-59	0	5314
Oxley	55-59	1	283
Oxley	60-64		423
Oxley	60-64	0	5410
Oxley	60-64	1	224
Oxley	65+		1413
Oxley	65+	0	16127
Oxley	65+	1	360
Parramatta	0-4		426
Parramatta	0-4	0	7402
Parramatta	0-4	1	56
Parramatta	5-9		319
Parramatta	5-9	0	5755
Parramatta	5-9	1	55
Parramatta	10-14		213
Parramatta	10-14	0	4382
Parramatta	10-14	1	51
Parramatta	15-19		271
Parramatta	15-19	0	4712
Parramatta	15-19	1	55
Parramatta	20-24		429
Parramatta	20-24	0	6347
Parramatta	20-24	1	71
Parramatta	25-29		724
Parramatta	25-29	0	9656
Parramatta	25-29	1	61
Parramatta	30-34		869
Parramatta	30-34	0	11602
Parramatta	30-34	1	63
Parramatta	35-39		635
Parramatta	35-39	0	8658
Parramatta	35-39	1	32
Parramatta	40-44		402
Parramatta	40-44	0	6509
Parramatta	40-44	1	44
Parramatta	45-49		330
Parramatta	45-49	0	5567
Parramatta	45-49	1	37
Parramatta	50-54		344
Parramatta	50-54	0	5476
Parramatta	50-54	1	39
Parramatta	55-59		308
Parramatta	55-59	0	4901
Parramatta	55-59	1	33
Parramatta	60-64		250
Parramatta	60-64	0	4264
Parramatta	60-64	1	27
Parramatta	65+		728
Parramatta	65+	0	10307
Parramatta	65+	1	46
Penrith	0-4		263
Penrith	0-4	0	4956
Penrith	0-4	1	394
Penrith	5-9		212
Penrith	5-9	0	4833
Penrith	5-9	1	390
Penrith	10-14		203
Penrith	10-14	0	4355
Penrith	10-14	1	341
Penrith	15-19		273
Penrith	15-19	0	4346
Penrith	15-19	1	341
Penrith	20-24		291
Penrith	20-24	0	4643
Penrith	20-24	1	307
Penrith	25-29		326
Penrith	25-29	0	5227
Penrith	25-29	1	235
Penrith	30-34		290
Penrith	30-34	0	5442
Penrith	30-34	1	204
Penrith	35-39		272
Penrith	35-39	0	5164
Penrith	35-39	1	172
Penrith	40-44		258
Penrith	40-44	0	4909
Penrith	40-44	1	180
Penrith	45-49		260
Penrith	45-49	0	4533
Penrith	45-49	1	167
Penrith	50-54		275
Penrith	50-54	0	4348
Penrith	50-54	1	123
Penrith	55-59		234
Penrith	55-59	0	4325
Penrith	55-59	1	98
Penrith	60-64		198
Penrith	60-64	0	4050
Penrith	60-64	1	85
Penrith	65+		608
Penrith	65+	0	10525
Penrith	65+	1	144
Pittwater	0-4		178
Pittwater	0-4	0	3881
Pittwater	0-4	1	33
Pittwater	5-9		182
Pittwater	5-9	0	4596
Pittwater	5-9	1	55
Pittwater	10-14		156
Pittwater	10-14	0	4361
Pittwater	10-14	1	48
Pittwater	15-19		152
Pittwater	15-19	0	3886
Pittwater	15-19	1	46
Pittwater	20-24		188
Pittwater	20-24	0	3274
Pittwater	20-24	1	44
Pittwater	25-29		167
Pittwater	25-29	0	2851
Pittwater	25-29	1	28
Pittwater	30-34		157
Pittwater	30-34	0	3170
Pittwater	30-34	1	21
Pittwater	35-39		184
Pittwater	35-39	0	3975
Pittwater	35-39	1	28
Pittwater	40-44		257
Pittwater	40-44	0	4876
Pittwater	40-44	1	32
Pittwater	45-49		205
Pittwater	45-49	0	5015
Pittwater	45-49	1	28
Pittwater	50-54		258
Pittwater	50-54	0	5096
Pittwater	50-54	1	33
Pittwater	55-59		248
Pittwater	55-59	0	4791
Pittwater	55-59	1	25
Pittwater	60-64		194
Pittwater	60-64	0	4381
Pittwater	60-64	1	8
Pittwater	65+		890
Pittwater	65+	0	14079
Pittwater	65+	1	33
Port Macquarie	0-4		177
Port Macquarie	0-4	0	2885
Port Macquarie	0-4	1	294
Port Macquarie	5-9		183
Port Macquarie	5-9	0	3544
Port Macquarie	5-9	1	329
Port Macquarie	10-14		191
Port Macquarie	10-14	0	3698
Port Macquarie	10-14	1	318
Port Macquarie	15-19		222
Port Macquarie	15-19	0	3509
Port Macquarie	15-19	1	289
Port Macquarie	20-24		160
Port Macquarie	20-24	0	2345
Port Macquarie	20-24	1	223
Port Macquarie	25-29		208
Port Macquarie	25-29	0	2576
Port Macquarie	25-29	1	165
Port Macquarie	30-34		178
Port Macquarie	30-34	0	2743
Port Macquarie	30-34	1	133
Port Macquarie	35-39		180
Port Macquarie	35-39	0	2984
Port Macquarie	35-39	1	119
Port Macquarie	40-44		214
Port Macquarie	40-44	0	3790
Port Macquarie	40-44	1	137
Port Macquarie	45-49		256
Port Macquarie	45-49	0	4087
Port Macquarie	45-49	1	151
Port Macquarie	50-54		301
Port Macquarie	50-54	0	4500
Port Macquarie	50-54	1	140
Port Macquarie	55-59		304
Port Macquarie	55-59	0	4965
Port Macquarie	55-59	1	125
Port Macquarie	60-64		324
Port Macquarie	60-64	0	4980
Port Macquarie	60-64	1	107
Port Macquarie	65+		1477
Port Macquarie	65+	0	19460
Port Macquarie	65+	1	179
Port Stephens	0-4		228
Port Stephens	0-4	0	3131
Port Stephens	0-4	1	449
Port Stephens	5-9		263
Port Stephens	5-9	0	3714
Port Stephens	5-9	1	420
Port Stephens	10-14		228
Port Stephens	10-14	0	3715
Port Stephens	10-14	1	411
Port Stephens	15-19		252
Port Stephens	15-19	0	3604
Port Stephens	15-19	1	343
Port Stephens	20-24		264
Port Stephens	20-24	0	2995
Port Stephens	20-24	1	296
Port Stephens	25-29		253
Port Stephens	25-29	0	2795
Port Stephens	25-29	1	212
Port Stephens	30-34		248
Port Stephens	30-34	0	2923
Port Stephens	30-34	1	169
Port Stephens	35-39		224
Port Stephens	35-39	0	3177
Port Stephens	35-39	1	151
Port Stephens	40-44		280
Port Stephens	40-44	0	3865
Port Stephens	40-44	1	185
Port Stephens	45-49		301
Port Stephens	45-49	0	3989
Port Stephens	45-49	1	171
Port Stephens	50-54		339
Port Stephens	50-54	0	4460
Port Stephens	50-54	1	195
Port Stephens	55-59		303
Port Stephens	55-59	0	4533
Port Stephens	55-59	1	156
Port Stephens	60-64		345
Port Stephens	60-64	0	4621
Port Stephens	60-64	1	112
Port Stephens	65+		1431
Port Stephens	65+	0	15432
Port Stephens	65+	1	170
Prospect	0-4		211
Prospect	0-4	0	5291
Prospect	0-4	1	84
Prospect	5-9		222
Prospect	5-9	0	5472
Prospect	5-9	1	87
Prospect	10-14		209
Prospect	10-14	0	4845
Prospect	10-14	1	78
Prospect	15-19		166
Prospect	15-19	0	4682
Prospect	15-19	1	63
Prospect	20-24		214
Prospect	20-24	0	4942
Prospect	20-24	1	66
Prospect	25-29		247
Prospect	25-29	0	5083
Prospect	25-29	1	56
Prospect	30-34		261
Prospect	30-34	0	5860
Prospect	30-34	1	41
Prospect	35-39		283
Prospect	35-39	0	6079
Prospect	35-39	1	47
Prospect	40-44		224
Prospect	40-44	0	5411
Prospect	40-44	1	48
Prospect	45-49		232
Prospect	45-49	0	4840
Prospect	45-49	1	45
Prospect	50-54		219
Prospect	50-54	0	4682
Prospect	50-54	1	45
Prospect	55-59		205
Prospect	55-59	0	4654
Prospect	55-59	1	30
Prospect	60-64		203
Prospect	60-64	0	4229
Prospect	60-64	1	25
Prospect	65+		595
Prospect	65+	0	11393
Prospect	65+	1	49
Riverstone	0-4		262
Riverstone	0-4	0	7255
Riverstone	0-4	1	121
Riverstone	5-9		274
Riverstone	5-9	0	7496
Riverstone	5-9	1	146
Riverstone	10-14		192
Riverstone	10-14	0	6272
Riverstone	10-14	1	139
Riverstone	15-19		174
Riverstone	15-19	0	5791
Riverstone	15-19	1	122
Riverstone	20-24		158
Riverstone	20-24	0	5099
Riverstone	20-24	1	145
Riverstone	25-29		229
Riverstone	25-29	0	5331
Riverstone	25-29	1	126
Riverstone	30-34		248
Riverstone	30-34	0	7496
Riverstone	30-34	1	100
Riverstone	35-39		296
Riverstone	35-39	0	8417
Riverstone	35-39	1	91
Riverstone	40-44		273
Riverstone	40-44	0	7502
Riverstone	40-44	1	80
Riverstone	45-49		203
Riverstone	45-49	0	6012
Riverstone	45-49	1	82
Riverstone	50-54		177
Riverstone	50-54	0	5097
Riverstone	50-54	1	53
Riverstone	55-59		157
Riverstone	55-59	0	4082
Riverstone	55-59	1	37
Riverstone	60-64		139
Riverstone	60-64	0	3381
Riverstone	60-64	1	32
Riverstone	65+		268
Riverstone	65+	0	6266
Riverstone	65+	1	31
Rockdale	0-4		262
Rockdale	0-4	0	4757
Rockdale	0-4	1	64
Rockdale	5-9		205
Rockdale	5-9	0	4198
Rockdale	5-9	1	57
Rockdale	10-14		189
Rockdale	10-14	0	3694
Rockdale	10-14	1	45
Rockdale	15-19		224
Rockdale	15-19	0	3917
Rockdale	15-19	1	42
Rockdale	20-24		369
Rockdale	20-24	0	5996
Rockdale	20-24	1	72
Rockdale	25-29		609
Rockdale	25-29	0	8384
Rockdale	25-29	1	59
Rockdale	30-34		507
Rockdale	30-34	0	8012
Rockdale	30-34	1	51
Rockdale	35-39		386
Rockdale	35-39	0	6156
Rockdale	35-39	1	41
Rockdale	40-44		328
Rockdale	40-44	0	5447
Rockdale	40-44	1	53
Rockdale	45-49		299
Rockdale	45-49	0	5083
Rockdale	45-49	1	50
Rockdale	50-54		289
Rockdale	50-54	0	4710
Rockdale	50-54	1	34
Rockdale	55-59		229
Rockdale	55-59	0	4231
Rockdale	55-59	1	29
Rockdale	60-64		250
Rockdale	60-64	0	3719
Rockdale	60-64	1	22
Rockdale	65+		961
Rockdale	65+	0	12146
Rockdale	65+	1	28
Ryde	0-4		204
Ryde	0-4	0	5453
Ryde	0-4	1	21
Ryde	5-9		135
Ryde	5-9	0	4713
Ryde	5-9	1	37
Ryde	10-14		127
Ryde	10-14	0	3781
Ryde	10-14	1	31
Ryde	15-19		194
Ryde	15-19	0	4591
Ryde	15-19	1	28
Ryde	20-24		366
Ryde	20-24	0	8013
Ryde	20-24	1	49
Ryde	25-29		386
Ryde	25-29	0	8871
Ryde	25-29	1	31
Ryde	30-34		384
Ryde	30-34	0	8793
Ryde	30-34	1	20
Ryde	35-39		264
Ryde	35-39	0	7259
Ryde	35-39	1	15
Ryde	40-44		208
Ryde	40-44	0	5858
Ryde	40-44	1	23
Ryde	45-49		195
Ryde	45-49	0	5182
Ryde	45-49	1	15
Ryde	50-54		192
Ryde	50-54	0	5271
Ryde	50-54	1	20
Ryde	55-59		181
Ryde	55-59	0	4841
Ryde	55-59	1	14
Ryde	60-64		184
Ryde	60-64	0	4381
Ryde	60-64	1	13
Ryde	65+		534
Ryde	65+	0	12079
Ryde	65+	1	25
Seven Hills	0-4		289
Seven Hills	0-4	0	6052
Seven Hills	0-4	1	118
Seven Hills	5-9		227
Seven Hills	5-9	0	5523
Seven Hills	5-9	1	109
Seven Hills	10-14		171
Seven Hills	10-14	0	4525
Seven Hills	10-14	1	113
Seven Hills	15-19		181
Seven Hills	15-19	0	4142
Seven Hills	15-19	1	131
Seven Hills	20-24		196
Seven Hills	20-24	0	4353
Seven Hills	20-24	1	100
Seven Hills	25-29		301
Seven Hills	25-29	0	5713
Seven Hills	25-29	1	63
Seven Hills	30-34		404
Seven Hills	30-34	0	7368
Seven Hills	30-34	1	49
Seven Hills	35-39		326
Seven Hills	35-39	0	6833
Seven Hills	35-39	1	51
Seven Hills	40-44		275
Seven Hills	40-44	0	5735
Seven Hills	40-44	1	64
Seven Hills	45-49		215
Seven Hills	45-49	0	4976
Seven Hills	45-49	1	84
Seven Hills	50-54		184
Seven Hills	50-54	0	4468
Seven Hills	50-54	1	68
Seven Hills	55-59		209
Seven Hills	55-59	0	4281
Seven Hills	55-59	1	36
Seven Hills	60-64		176
Seven Hills	60-64	0	3908
Seven Hills	60-64	1	31
Seven Hills	65+		607
Seven Hills	65+	0	11744
Seven Hills	65+	1	56
Shellharbour	0-4		225
Shellharbour	0-4	0	4545
Shellharbour	0-4	1	360
Shellharbour	5-9		226
Shellharbour	5-9	0	4815
Shellharbour	5-9	1	395
Shellharbour	10-14		223
Shellharbour	10-14	0	4775
Shellharbour	10-14	1	383
Shellharbour	15-19		230
Shellharbour	15-19	0	4812
Shellharbour	15-19	1	369
Shellharbour	20-24		213
Shellharbour	20-24	0	4387
Shellharbour	20-24	1	276
Shellharbour	25-29		199
Shellharbour	25-29	0	4077
Shellharbour	25-29	1	221
Shellharbour	30-34		209
Shellharbour	30-34	0	4534
Shellharbour	30-34	1	158
Shellharbour	35-39		220
Shellharbour	35-39	0	4520
Shellharbour	35-39	1	149
Shellharbour	40-44		230
Shellharbour	40-44	0	5019
Shellharbour	40-44	1	160
Shellharbour	45-49		239
Shellharbour	45-49	0	4945
Shellharbour	45-49	1	136
Shellharbour	50-54		248
Shellharbour	50-54	0	5091
Shellharbour	50-54	1	126
Shellharbour	55-59		247
Shellharbour	55-59	0	4935
Shellharbour	55-59	1	130
Shellharbour	60-64		207
Shellharbour	60-64	0	4409
Shellharbour	60-64	1	68
Shellharbour	65+		819
Shellharbour	65+	0	13524
Shellharbour	65+	1	160
South Coast	0-4		188
South Coast	0-4	0	2821
South Coast	0-4	1	532
South Coast	5-9		241
South Coast	5-9	0	3243
South Coast	5-9	1	471
South Coast	10-14		220
South Coast	10-14	0	3194
South Coast	10-14	1	440
South Coast	15-19		242
South Coast	15-19	0	2960
South Coast	15-19	1	427
South Coast	20-24		216
South Coast	20-24	0	2448
South Coast	20-24	1	305
South Coast	25-29		199
South Coast	25-29	0	2561
South Coast	25-29	1	240
South Coast	30-34		198
South Coast	30-34	0	2759
South Coast	30-34	1	219
South Coast	35-39		211
South Coast	35-39	0	2770
South Coast	35-39	1	158
South Coast	40-44		255
South Coast	40-44	0	3309
South Coast	40-44	1	205
South Coast	45-49		243
South Coast	45-49	0	3486
South Coast	45-49	1	196
South Coast	50-54		293
South Coast	50-54	0	4119
South Coast	50-54	1	177
South Coast	55-59		316
South Coast	55-59	0	4760
South Coast	55-59	1	162
South Coast	60-64		347
South Coast	60-64	0	5027
South Coast	60-64	1	144
South Coast	65+		1337
South Coast	65+	0	17651
South Coast	65+	1	228
Strathfield	0-4		293
Strathfield	0-4	0	4604
Strathfield	0-4	1	22
Strathfield	5-9		189
Strathfield	5-9	0	4174
Strathfield	5-9	1	23
Strathfield	10-14		172
Strathfield	10-14	0	3933
Strathfield	10-14	1	36
Strathfield	15-19		258
Strathfield	15-19	0	5151
Strathfield	15-19	1	27
Strathfield	20-24		684
Strathfield	20-24	0	9079
Strathfield	20-24	1	51
Strathfield	25-29		759
Strathfield	25-29	0	10979
Strathfield	25-29	1	29
Strathfield	30-34		607
Strathfield	30-34	0	8802
Strathfield	30-34	1	26
Strathfield	35-39		415
Strathfield	35-39	0	6147
Strathfield	35-39	1	26
Strathfield	40-44		316
Strathfield	40-44	0	5279
Strathfield	40-44	1	12
Strathfield	45-49		281
Strathfield	45-49	0	5157
Strathfield	45-49	1	23
Strathfield	50-54		269
Strathfield	50-54	0	5332
Strathfield	50-54	1	19
Strathfield	55-59		216
Strathfield	55-59	0	4785
Strathfield	55-59	1	10
Strathfield	60-64		204
Strathfield	60-64	0	3849
Strathfield	60-64	1	13
Strathfield	65+		613
Strathfield	65+	0	11065
Strathfield	65+	1	25
Summer Hill	0-4		243
Summer Hill	0-4	0	3964
Summer Hill	0-4	1	88
Summer Hill	5-9		209
Summer Hill	5-9	0	3801
Summer Hill	5-9	1	75
Summer Hill	10-14		163
Summer Hill	10-14	0	3172
Summer Hill	10-14	1	83
Summer Hill	15-19		183
Summer Hill	15-19	0	3163
Summer Hill	15-19	1	73
Summer Hill	20-24		407
Summer Hill	20-24	0	5649
Summer Hill	20-24	1	90
Summer Hill	25-29		613
Summer Hill	25-29	0	7823
Summer Hill	25-29	1	96
Summer Hill	30-34		568
Summer Hill	30-34	0	7523
Summer Hill	30-34	1	69
Summer Hill	35-39		434
Summer Hill	35-39	0	6117
Summer Hill	35-39	1	42
Summer Hill	40-44		370
Summer Hill	40-44	0	5759
Summer Hill	40-44	1	65
Summer Hill	45-49		296
Summer Hill	45-49	0	5263
Summer Hill	45-49	1	67
Summer Hill	50-54		349
Summer Hill	50-54	0	4833
Summer Hill	50-54	1	58
Summer Hill	55-59		271
Summer Hill	55-59	0	4203
Summer Hill	55-59	1	47
Summer Hill	60-64		213
Summer Hill	60-64	0	3478
Summer Hill	60-64	1	37
Summer Hill	65+		642
Summer Hill	65+	0	10379
Summer Hill	65+	1	52
Swansea	0-4		159
Swansea	0-4	0	3355
Swansea	0-4	1	360
Swansea	5-9		175
Swansea	5-9	0	3794
Swansea	5-9	1	351
Swansea	10-14		137
Swansea	10-14	0	3683
Swansea	10-14	1	367
Swansea	15-19		152
Swansea	15-19	0	3909
Swansea	15-19	1	358
Swansea	20-24		176
Swansea	20-24	0	3496
Swansea	20-24	1	254
Swansea	25-29		143
Swansea	25-29	0	2901
Swansea	25-29	1	169
Swansea	30-34		121
Swansea	30-34	0	3254
Swansea	30-34	1	140
Swansea	35-39		147
Swansea	35-39	0	3265
Swansea	35-39	1	161
Swansea	40-44		164
Swansea	40-44	0	3906
Swansea	40-44	1	156
Swansea	45-49		185
Swansea	45-49	0	4399
Swansea	45-49	1	172
Swansea	50-54		183
Swansea	50-54	0	4507
Swansea	50-54	1	162
Swansea	55-59		196
Swansea	55-59	0	4711
Swansea	55-59	1	116
Swansea	60-64		201
Swansea	60-64	0	4580
Swansea	60-64	1	101
Swansea	65+		831
Swansea	65+	0	15494
Swansea	65+	1	208
Sydney	0-4		329
Sydney	0-4	0	2621
Sydney	0-4	1	33
Sydney	5-9		207
Sydney	5-9	0	1573
Sydney	5-9	1	49
Sydney	10-14		175
Sydney	10-14	0	1187
Sydney	10-14	1	36
Sydney	15-19		447
Sydney	15-19	0	2171
Sydney	15-19	1	50
Sydney	20-24		1912
Sydney	20-24	0	9041
Sydney	20-24	1	48
Sydney	25-29		2671
Sydney	25-29	0	14788
Sydney	25-29	1	75
Sydney	30-34		2105
Sydney	30-34	0	13339
Sydney	30-34	1	62
Sydney	35-39		1341
Sydney	35-39	0	8685
Sydney	35-39	1	58
Sydney	40-44		943
Sydney	40-44	0	5880
Sydney	40-44	1	51
Sydney	45-49		871
Sydney	45-49	0	4791
Sydney	45-49	1	37
Sydney	50-54		711
Sydney	50-54	0	4292
Sydney	50-54	1	33
Sydney	55-59		628
Sydney	55-59	0	3825
Sydney	55-59	1	30
Sydney	60-64		528
Sydney	60-64	0	3279
Sydney	60-64	1	14
Sydney	65+		1283
Sydney	65+	0	8309
Sydney	65+	1	28
Tamworth	0-4		369
Tamworth	0-4	0	3642
Tamworth	0-4	1	1095
Tamworth	5-9		341
Tamworth	5-9	0	4002
Tamworth	5-9	1	1005
Tamworth	10-14		335
Tamworth	10-14	0	3816
Tamworth	10-14	1	938
Tamworth	15-19		323
Tamworth	15-19	0	3546
