SED_NAME16	Age	Sex	Volunteer	adults
Toowoomba South	45-54	M	0	1913
Toowoomba South	45-54	M	1	616
Toowoomba South	55-64	F		196
Toowoomba South	55-64	F	0	2142
Toowoomba South	55-64	F	1	667
Toowoomba South	55-64	M		185
Toowoomba South	55-64	M	0	1802
Toowoomba South	55-64	M	1	541
Toowoomba South	65-74	F		248
Toowoomba South	65-74	F	0	1718
Toowoomba South	65-74	F	1	728
Toowoomba South	65-74	M		167
Toowoomba South	65-74	M	0	1394
Toowoomba South	65-74	M	1	519
Toowoomba South	75-84	F		347
Toowoomba South	75-84	F	0	1330
Toowoomba South	75-84	F	1	381
Toowoomba South	75-84	M		227
Toowoomba South	75-84	M	0	895
Toowoomba South	75-84	M	1	288
Toowoomba South	85+	F		430
Toowoomba South	85+	F	0	791
Toowoomba South	85+	F	1	75
Toowoomba South	85+	M		153
Toowoomba South	85+	M	0	409
Toowoomba South	85+	M	1	52
Townsville	15-19	F		154
Townsville	15-19	F	0	976
Townsville	15-19	F	1	308
Townsville	15-19	M		127
Townsville	15-19	M	0	1071
Townsville	15-19	M	1	269
Townsville	20-24	F		186
Townsville	20-24	F	0	1416
Townsville	20-24	F	1	371
Townsville	20-24	M		226
Townsville	20-24	M	0	1413
Townsville	20-24	M	1	304
Townsville	25-34	F		340
Townsville	25-34	F	0	2774
Townsville	25-34	F	1	783
Townsville	25-34	M		441
Townsville	25-34	M	0	2847
Townsville	25-34	M	1	596
Townsville	35-44	F		298
Townsville	35-44	F	0	2206
Townsville	35-44	F	1	849
Townsville	35-44	M		349
Townsville	35-44	M	0	2364
Townsville	35-44	M	1	639
Townsville	45-54	F		317
Townsville	45-54	F	0	2347
Townsville	45-54	F	1	839
Townsville	45-54	M		379
Townsville	45-54	M	0	2397
Townsville	45-54	M	1	755
Townsville	55-64	F		282
Townsville	55-64	F	0	2102
Townsville	55-64	F	1	669
Townsville	55-64	M		327
Townsville	55-64	M	0	2205
Townsville	55-64	M	1	577
Townsville	65-74	F		220
Townsville	65-74	F	0	1251
Townsville	65-74	F	1	436
Townsville	65-74	M		247
Townsville	65-74	M	0	1429
Townsville	65-74	M	1	371
Townsville	75-84	F		139
Townsville	75-84	F	0	655
Townsville	75-84	F	1	163
Townsville	75-84	M		99
Townsville	75-84	M	0	606
Townsville	75-84	M	1	142
Townsville	85+	F		82
Townsville	85+	F	0	372
Townsville	85+	F	1	20
Townsville	85+	M		61
Townsville	85+	M	0	233
Townsville	85+	M	1	23
Warrego	15-19	F		165
Warrego	15-19	F	0	651
Warrego	15-19	F	1	230
Warrego	15-19	M		184
Warrego	15-19	M	0	735
Warrego	15-19	M	1	275
Warrego	20-24	F		129
Warrego	20-24	F	0	804
Warrego	20-24	F	1	209
Warrego	20-24	M		116
Warrego	20-24	M	0	800
Warrego	20-24	M	1	166
Warrego	25-34	F		288
Warrego	25-34	F	0	1559
Warrego	25-34	F	1	813
Warrego	25-34	M		341
Warrego	25-34	M	0	1734
Warrego	25-34	M	1	541
Warrego	35-44	F		268
Warrego	35-44	F	0	1256
Warrego	35-44	F	1	1042
Warrego	35-44	M		317
Warrego	35-44	M	0	1429
Warrego	35-44	M	1	748
Warrego	45-54	F		304
Warrego	45-54	F	0	1514
Warrego	45-54	F	1	925
Warrego	45-54	M		381
Warrego	45-54	M	0	1724
Warrego	45-54	M	1	806
Warrego	55-64	F		302
Warrego	55-64	F	0	1447
Warrego	55-64	F	1	746
Warrego	55-64	M		345
Warrego	55-64	M	0	1724
Warrego	55-64	M	1	671
Warrego	65-74	F		245
Warrego	65-74	F	0	964
Warrego	65-74	F	1	532
Warrego	65-74	M		356
Warrego	65-74	M	0	1347
Warrego	65-74	M	1	408
Warrego	75-84	F		175
Warrego	75-84	F	0	578
Warrego	75-84	F	1	231
Warrego	75-84	M		187
Warrego	75-84	M	0	670
Warrego	75-84	M	1	161
Warrego	85+	F		95
Warrego	85+	F	0	309
Warrego	85+	F	1	37
Warrego	85+	M		55
Warrego	85+	M	0	199
Warrego	85+	M	1	25
Waterford	15-19	F		207
Waterford	15-19	F	0	1579
Waterford	15-19	F	1	304
Waterford	15-19	M		213
Waterford	15-19	M	0	1692
Waterford	15-19	M	1	260
Waterford	20-24	F		199
Waterford	20-24	F	0	1855
Waterford	20-24	F	1	312
Waterford	20-24	M		216
Waterford	20-24	M	0	2034
Waterford	20-24	M	1	221
Waterford	25-34	F		404
Waterford	25-34	F	0	3968
Waterford	25-34	F	1	798
Waterford	25-34	M		404
Waterford	25-34	M	0	3942
Waterford	25-34	M	1	482
Waterford	35-44	F		316
Waterford	35-44	F	0	3143
Waterford	35-44	F	1	857
Waterford	35-44	M		324
Waterford	35-44	M	0	3235
Waterford	35-44	M	1	559
Waterford	45-54	F		336
Waterford	45-54	F	0	3009
Waterford	45-54	F	1	584
Waterford	45-54	M		322
Waterford	45-54	M	0	2853
Waterford	45-54	M	1	411
Waterford	55-64	F		285
Waterford	55-64	F	0	2562
Waterford	55-64	F	1	554
Waterford	55-64	M		258
Waterford	55-64	M	0	2429
Waterford	55-64	M	1	375
Waterford	65-74	F		292
Waterford	65-74	F	0	1896
Waterford	65-74	F	1	423
Waterford	65-74	M		250
Waterford	65-74	M	0	1839
Waterford	65-74	M	1	315
Waterford	75-84	F		175
Waterford	75-84	F	0	1045
Waterford	75-84	F	1	161
Waterford	75-84	M		142
Waterford	75-84	M	0	829
Waterford	75-84	M	1	125
Waterford	85+	F		90
Waterford	85+	F	0	605
Waterford	85+	F	1	17
Waterford	85+	M		54
Waterford	85+	M	0	344
Waterford	85+	M	1	9
Whitsunday	15-19	F		195
Whitsunday	15-19	F	0	1238
Whitsunday	15-19	F	1	356
Whitsunday	15-19	M		220
Whitsunday	15-19	M	0	1302
Whitsunday	15-19	M	1	311
Whitsunday	20-24	F		220
Whitsunday	20-24	F	0	1313
Whitsunday	20-24	F	1	270
Whitsunday	20-24	M		234
Whitsunday	20-24	M	0	1337
Whitsunday	20-24	M	1	192
Whitsunday	25-34	F		459
Whitsunday	25-34	F	0	3064
Whitsunday	25-34	F	1	785
Whitsunday	25-34	M		644
Whitsunday	25-34	M	0	3100
Whitsunday	25-34	M	1	490
Whitsunday	35-44	F		355
Whitsunday	35-44	F	0	2639
Whitsunday	35-44	F	1	1222
Whitsunday	35-44	M		542
Whitsunday	35-44	M	0	2911
Whitsunday	35-44	M	1	749
Whitsunday	45-54	F		351
Whitsunday	45-54	F	0	2897
Whitsunday	45-54	F	1	1036
Whitsunday	45-54	M		568
Whitsunday	45-54	M	0	3134
Whitsunday	45-54	M	1	787
Whitsunday	55-64	F		285
Whitsunday	55-64	F	0	2428
Whitsunday	55-64	F	1	762
Whitsunday	55-64	M		411
Whitsunday	55-64	M	0	2645
Whitsunday	55-64	M	1	681
Whitsunday	65-74	F		214
Whitsunday	65-74	F	0	1298
Whitsunday	65-74	F	1	556
Whitsunday	65-74	M		273
Whitsunday	65-74	M	0	1704
Whitsunday	65-74	M	1	402
Whitsunday	75-84	F		141
Whitsunday	75-84	F	0	622
Whitsunday	75-84	F	1	185
Whitsunday	75-84	M		149
Whitsunday	75-84	M	0	683
Whitsunday	75-84	M	1	145
Whitsunday	85+	F		80
Whitsunday	85+	F	0	246
Whitsunday	85+	F	1	23
Whitsunday	85+	M		43
Whitsunday	85+	M	0	168
Whitsunday	85+	M	1	17
Woodridge	15-19	F		254
Woodridge	15-19	F	0	1730
Woodridge	15-19	F	1	288
Woodridge	15-19	M		265
Woodridge	15-19	M	0	1940
Woodridge	15-19	M	1	288
Woodridge	20-24	F		254
Woodridge	20-24	F	0	1824
Woodridge	20-24	F	1	321
Woodridge	20-24	M		242
Woodridge	20-24	M	0	2009
Woodridge	20-24	M	1	269
Woodridge	25-34	F		455
Woodridge	25-34	F	0	3882
Woodridge	25-34	F	1	738
Woodridge	25-34	M		459
Woodridge	25-34	M	0	3902
Woodridge	25-34	M	1	523
Woodridge	35-44	F		387
Woodridge	35-44	F	0	3098
Woodridge	35-44	F	1	759
Woodridge	35-44	M		412
Woodridge	35-44	M	0	3249
Woodridge	35-44	M	1	615
Woodridge	45-54	F		314
Woodridge	45-54	F	0	2811
Woodridge	45-54	F	1	595
Woodridge	45-54	M		325
Woodridge	45-54	M	0	2737
Woodridge	45-54	M	1	422
Woodridge	55-64	F		281
Woodridge	55-64	F	0	2270
Woodridge	55-64	F	1	439
Woodridge	55-64	M		245
Woodridge	55-64	M	0	2273
Woodridge	55-64	M	1	318
Woodridge	65-74	F		213
Woodridge	65-74	F	0	1572
Woodridge	65-74	F	1	298
Woodridge	65-74	M		220
Woodridge	65-74	M	0	1554
Woodridge	65-74	M	1	203
Woodridge	75-84	F		143
Woodridge	75-84	F	0	625
Woodridge	75-84	F	1	66
Woodridge	75-84	M		135
Woodridge	75-84	M	0	562
Woodridge	75-84	M	1	63
Woodridge	85+	F		49
Woodridge	85+	F	0	210
Woodridge	85+	F	1	5
Woodridge	85+	M		50
Woodridge	85+	M	0	122
Yeerongpilly	15-19	F		101
Yeerongpilly	15-19	F	0	976
Yeerongpilly	15-19	F	1	447
Yeerongpilly	15-19	M		120
Yeerongpilly	15-19	M	0	1058
Yeerongpilly	15-19	M	1	374
Yeerongpilly	20-24	F		166
Yeerongpilly	20-24	F	0	1654
Yeerongpilly	20-24	F	1	635
Yeerongpilly	20-24	M		194
Yeerongpilly	20-24	M	0	1790
Yeerongpilly	20-24	M	1	471
Yeerongpilly	25-34	F		275
Yeerongpilly	25-34	F	0	3390
Yeerongpilly	25-34	F	1	992
Yeerongpilly	25-34	M		347
Yeerongpilly	25-34	M	0	3664
Yeerongpilly	25-34	M	1	732
Yeerongpilly	35-44	F		231
Yeerongpilly	35-44	F	0	2492
Yeerongpilly	35-44	F	1	1154
Yeerongpilly	35-44	M		247
Yeerongpilly	35-44	M	0	2799
Yeerongpilly	35-44	M	1	854
Yeerongpilly	45-54	F		209
Yeerongpilly	45-54	F	0	2099
Yeerongpilly	45-54	F	1	1021
Yeerongpilly	45-54	M		223
Yeerongpilly	45-54	M	0	2331
Yeerongpilly	45-54	M	1	794
Yeerongpilly	55-64	F		154
Yeerongpilly	55-64	F	0	1718
Yeerongpilly	55-64	F	1	598
Yeerongpilly	55-64	M		175
Yeerongpilly	55-64	M	0	1742
Yeerongpilly	55-64	M	1	494
Yeerongpilly	65-74	F		113
Yeerongpilly	65-74	F	0	1039
Yeerongpilly	65-74	F	1	429
Yeerongpilly	65-74	M		112
Yeerongpilly	65-74	M	0	1003
Yeerongpilly	65-74	M	1	339
Yeerongpilly	75-84	F		106
Yeerongpilly	75-84	F	0	811
Yeerongpilly	75-84	F	1	202
Yeerongpilly	75-84	M		89
Yeerongpilly	75-84	M	0	600
Yeerongpilly	75-84	M	1	153
Yeerongpilly	85+	F		59
Yeerongpilly	85+	F	0	574
Yeerongpilly	85+	F	1	36
Yeerongpilly	85+	M		46
Yeerongpilly	85+	M	0	294
Yeerongpilly	85+	M	1	29
No usual address (Qld)	15-19	F		40
No usual address (Qld)	15-19	F	0	134
No usual address (Qld)	15-19	F	1	31
No usual address (Qld)	15-19	M		46
No usual address (Qld)	15-19	M	0	133
No usual address (Qld)	15-19	M	1	33
No usual address (Qld)	20-24	F		118
No usual address (Qld)	20-24	F	0	377
No usual address (Qld)	20-24	F	1	76
No usual address (Qld)	20-24	M		123
No usual address (Qld)	20-24	M	0	380
No usual address (Qld)	20-24	M	1	56
No usual address (Qld)	25-34	F		223
No usual address (Qld)	25-34	F	0	637
No usual address (Qld)	25-34	F	1	147
No usual address (Qld)	25-34	M		351
No usual address (Qld)	25-34	M	0	794
No usual address (Qld)	25-34	M	1	151
No usual address (Qld)	35-44	F		132
No usual address (Qld)	35-44	F	0	289
No usual address (Qld)	35-44	F	1	91
No usual address (Qld)	35-44	M		329
No usual address (Qld)	35-44	M	0	559
No usual address (Qld)	35-44	M	1	79
No usual address (Qld)	45-54	F		145
No usual address (Qld)	45-54	F	0	457
No usual address (Qld)	45-54	F	1	83
No usual address (Qld)	45-54	M		282
No usual address (Qld)	45-54	M	0	596
No usual address (Qld)	45-54	M	1	96
No usual address (Qld)	55-64	F		195
No usual address (Qld)	55-64	F	0	884
No usual address (Qld)	55-64	F	1	147
No usual address (Qld)	55-64	M		260
No usual address (Qld)	55-64	M	0	772
No usual address (Qld)	55-64	M	1	117
No usual address (Qld)	65-74	F		119
No usual address (Qld)	65-74	F	0	598
No usual address (Qld)	65-74	F	1	85
No usual address (Qld)	65-74	M		188
No usual address (Qld)	65-74	M	0	816
No usual address (Qld)	65-74	M	1	124
No usual address (Qld)	75-84	F		38
No usual address (Qld)	75-84	F	0	104
No usual address (Qld)	75-84	F	1	15
No usual address (Qld)	75-84	M		42
No usual address (Qld)	75-84	M	0	163
No usual address (Qld)	75-84	M	1	21
No usual address (Qld)	85+	F		5
No usual address (Qld)	85+	F	0	13
No usual address (Qld)	85+	F	1	3
No usual address (Qld)	85+	M		3
No usual address (Qld)	85+	M	0	13
No usual address (Qld)	85+	M	1	4
Migratory - Offshore - Shipping (Qld)	15-19	F	0	5
Migratory - Offshore - Shipping (Qld)	20-24	F	0	5
Migratory - Offshore - Shipping (Qld)	20-24	M	1	3
Migratory - Offshore - Shipping (Qld)	25-34	F	0	3
Migratory - Offshore - Shipping (Qld)	25-34	M	0	3
Migratory - Offshore - Shipping (Qld)	35-44	F		3
Migratory - Offshore - Shipping (Qld)	35-44	F	0	4
Migratory - Offshore - Shipping (Qld)	35-44	M		3
Migratory - Offshore - Shipping (Qld)	35-44	M	0	9
Migratory - Offshore - Shipping (Qld)	45-54	F	0	10
Migratory - Offshore - Shipping (Qld)	45-54	F	1	3
Migratory - Offshore - Shipping (Qld)	45-54	M	0	8
Migratory - Offshore - Shipping (Qld)	45-54	M	1	3
Migratory - Offshore - Shipping (Qld)	55-64	F		6
Migratory - Offshore - Shipping (Qld)	55-64	F	0	17
Migratory - Offshore - Shipping (Qld)	55-64	M	0	8
Migratory - Offshore - Shipping (Qld)	65-74	F		4
Migratory - Offshore - Shipping (Qld)	65-74	F	0	16
Migratory - Offshore - Shipping (Qld)	65-74	M	0	10
Migratory - Offshore - Shipping (Qld)	65-74	M	1	4
Migratory - Offshore - Shipping (Qld)	75-84	F	0	7
Migratory - Offshore - Shipping (Qld)	75-84	M	0	5
Migratory - Offshore - Shipping (Qld)	85+	F		3
Adelaide	15-19	F		101
Adelaide	15-19	F	0	901
Adelaide	15-19	F	1	384
Adelaide	15-19	M		124
Adelaide	15-19	M	0	902
Adelaide	15-19	M	1	282
Adelaide	20-24	F		242
Adelaide	20-24	F	0	2093
Adelaide	20-24	F	1	814
Adelaide	20-24	M		307
Adelaide	20-24	M	0	2189
Adelaide	20-24	M	1	576
Adelaide	25-34	F		333
Adelaide	25-34	F	0	2719
Adelaide	25-34	F	1	798
Adelaide	25-34	M		528
Adelaide	25-34	M	0	3016
Adelaide	25-34	M	1	695
Adelaide	35-44	F		145
Adelaide	35-44	F	0	1521
Adelaide	35-44	F	1	573
Adelaide	35-44	M		298
Adelaide	35-44	M	0	1818
Adelaide	35-44	M	1	506
Adelaide	45-54	F		173
Adelaide	45-54	F	0	1526
Adelaide	45-54	F	1	630
Adelaide	45-54	M		300
Adelaide	45-54	M	0	1616
Adelaide	45-54	M	1	584
Adelaide	55-64	F		171
Adelaide	55-64	F	0	1521
Adelaide	55-64	F	1	565
Adelaide	55-64	M		217
Adelaide	55-64	M	0	1618
Adelaide	55-64	M	1	488
Adelaide	65-74	F		171
Adelaide	65-74	F	0	1048
Adelaide	65-74	F	1	550
Adelaide	65-74	M		156
Adelaide	65-74	M	0	1095
Adelaide	65-74	M	1	409
Adelaide	75-84	F		104
Adelaide	75-84	F	0	655
Adelaide	75-84	F	1	208
Adelaide	75-84	M		80
Adelaide	75-84	M	0	548
Adelaide	75-84	M	1	156
Adelaide	85+	F		57
Adelaide	85+	F	0	495
Adelaide	85+	F	1	44
Adelaide	85+	M		32
Adelaide	85+	M	0	265
Adelaide	85+	M	1	41
Ashford	15-19	F		30
Ashford	15-19	F	0	682
Ashford	15-19	F	1	291
Ashford	15-19	M		36
Ashford	15-19	M	0	708
Ashford	15-19	M	1	238
Ashford	20-24	F		66
Ashford	20-24	F	0	933
Ashford	20-24	F	1	315
Ashford	20-24	M		69
Ashford	20-24	M	0	976
Ashford	20-24	M	1	232
Ashford	25-34	F		159
Ashford	25-34	F	0	2202
Ashford	25-34	F	1	561
Ashford	25-34	M		152
Ashford	25-34	M	0	2219
Ashford	25-34	M	1	456
Ashford	35-44	F		98
Ashford	35-44	F	0	1669
Ashford	35-44	F	1	659
Ashford	35-44	M		121
Ashford	35-44	M	0	1808
Ashford	35-44	M	1	477
Ashford	45-54	F		100
Ashford	45-54	F	0	1516
Ashford	45-54	F	1	590
Ashford	45-54	M		91
Ashford	45-54	M	0	1605
Ashford	45-54	M	1	485
Ashford	55-64	F		93
Ashford	55-64	F	0	1535
Ashford	55-64	F	1	497
Ashford	55-64	M		107
Ashford	55-64	M	0	1438
Ashford	55-64	M	1	411
Ashford	65-74	F		87
Ashford	65-74	F	0	1010
Ashford	65-74	F	1	423
Ashford	65-74	M		85
Ashford	65-74	M	0	873
Ashford	65-74	M	1	305
Ashford	75-84	F		100
Ashford	75-84	F	0	711
Ashford	75-84	F	1	194
Ashford	75-84	M		70
Ashford	75-84	M	0	498
Ashford	75-84	M	1	149
Ashford	85+	F		84
Ashford	85+	F	0	547
Ashford	85+	F	1	45
Ashford	85+	M		35
Ashford	85+	M	0	275
Ashford	85+	M	1	42
Bragg	15-19	F		61
Bragg	15-19	F	0	906
Bragg	15-19	F	1	422
Bragg	15-19	M		62
Bragg	15-19	M	0	881
Bragg	15-19	M	1	305
Bragg	20-24	F		27
Bragg	20-24	F	0	610
Bragg	20-24	F	1	257
Bragg	20-24	M		27
Bragg	20-24	M	0	768
Bragg	20-24	M	1	200
Bragg	25-34	F		38
Bragg	25-34	F	0	1013
Bragg	25-34	F	1	280
Bragg	25-34	M		44
Bragg	25-34	M	0	981
Bragg	25-34	M	1	261
Bragg	35-44	F		67
Bragg	35-44	F	0	1424
Bragg	35-44	F	1	734
Bragg	35-44	M		75
Bragg	35-44	M	0	1262
Bragg	35-44	M	1	461
Bragg	45-54	F		73
Bragg	45-54	F	0	1586
Bragg	45-54	F	1	878
Bragg	45-54	M		98
Bragg	45-54	M	0	1519
Bragg	45-54	M	1	747
Bragg	55-64	F		102
Bragg	55-64	F	0	1622
Bragg	55-64	F	1	727
Bragg	55-64	M		109
Bragg	55-64	M	0	1477
Bragg	55-64	M	1	589
Bragg	65-74	F		106
Bragg	65-74	F	0	1221
Bragg	65-74	F	1	710
Bragg	65-74	M		103
Bragg	65-74	M	0	1235
Bragg	65-74	M	1	598
Bragg	75-84	F		103
Bragg	75-84	F	0	744
Bragg	75-84	F	1	294
Bragg	75-84	M		73
Bragg	75-84	M	0	582
Bragg	75-84	M	1	260
Bragg	85+	F		100
Bragg	85+	F	0	555
Bragg	85+	F	1	77
Bragg	85+	M		51
Bragg	85+	M	0	308
Bragg	85+	M	1	59
Bright	15-19	F		50
Bright	15-19	F	0	633
Bright	15-19	F	1	216
Bright	15-19	M		41
Bright	15-19	M	0	746
Bright	15-19	M	1	209
Bright	20-24	F		43
Bright	20-24	F	0	597
Bright	20-24	F	1	231
Bright	20-24	M		24
Bright	20-24	M	0	731
Bright	20-24	M	1	157
Bright	25-34	F		66
Bright	25-34	F	0	1340
Bright	25-34	F	1	311
Bright	25-34	M		66
Bright	25-34	M	0	1278
Bright	25-34	M	1	247
Bright	35-44	F		67
Bright	35-44	F	0	1487
Bright	35-44	F	1	608
Bright	35-44	M		69
Bright	35-44	M	0	1471
Bright	35-44	M	1	397
Bright	45-54	F		85
Bright	45-54	F	0	1688
Bright	45-54	F	1	678
Bright	45-54	M		95
Bright	45-54	M	0	1629
Bright	45-54	M	1	516
Bright	55-64	F		105
Bright	55-64	F	0	1945
Bright	55-64	F	1	576
Bright	55-64	M		123
Bright	55-64	M	0	1821
Bright	55-64	M	1	524
Bright	65-74	F		115
Bright	65-74	F	0	1241
Bright	65-74	F	1	538
Bright	65-74	M		100
Bright	65-74	M	0	1210
Bright	65-74	M	1	504
Bright	75-84	F		103
Bright	75-84	F	0	760
Bright	75-84	F	1	233
Bright	75-84	M		63
Bright	75-84	M	0	582
Bright	75-84	M	1	188
Bright	85+	F		91
Bright	85+	F	0	634
Bright	85+	F	1	70
Bright	85+	M		50
Bright	85+	M	0	343
Bright	85+	M	1	31
Chaffey	15-19	F		105
Chaffey	15-19	F	0	599
Chaffey	15-19	F	1	293
Chaffey	15-19	M		156
Chaffey	15-19	M	0	683
Chaffey	15-19	M	1	241
Chaffey	20-24	F		57
Chaffey	20-24	F	0	579
Chaffey	20-24	F	1	150
Chaffey	20-24	M		64
Chaffey	20-24	M	0	641
Chaffey	20-24	M	1	146
Chaffey	25-34	F		113
Chaffey	25-34	F	0	1184
Chaffey	25-34	F	1	451
Chaffey	25-34	M		105
Chaffey	25-34	M	0	1274
Chaffey	25-34	M	1	364
Chaffey	35-44	F		134
Chaffey	35-44	F	0	1075
Chaffey	35-44	F	1	757
Chaffey	35-44	M		155
Chaffey	35-44	M	0	1169
Chaffey	35-44	M	1	571
Chaffey	45-54	F		169
Chaffey	45-54	F	0	1503
Chaffey	45-54	F	1	764
Chaffey	45-54	M		186
Chaffey	45-54	M	0	1567
Chaffey	45-54	M	1	661
Chaffey	55-64	F		190
Chaffey	55-64	F	0	1622
Chaffey	55-64	F	1	734
Chaffey	55-64	M		205
Chaffey	55-64	M	0	1796
Chaffey	55-64	M	1	676
Chaffey	65-74	F		223
Chaffey	65-74	F	0	1208
Chaffey	65-74	F	1	708
Chaffey	65-74	M		226
Chaffey	65-74	M	0	1356
Chaffey	65-74	M	1	639
Chaffey	75-84	F		153
Chaffey	75-84	F	0	778
Chaffey	75-84	F	1	310
Chaffey	75-84	M		146
Chaffey	75-84	M	0	693
Chaffey	75-84	M	1	241
Chaffey	85+	F		115
Chaffey	85+	F	0	511
Chaffey	85+	F	1	60
Chaffey	85+	M		54
Chaffey	85+	M	0	309
Chaffey	85+	M	1	59
Cheltenham	15-19	F		74
Cheltenham	15-19	F	0	815
Cheltenham	15-19	F	1	168
Cheltenham	15-19	M		109
Cheltenham	15-19	M	0	928
Cheltenham	15-19	M	1	121
Cheltenham	20-24	F		74
Cheltenham	20-24	F	0	981
Cheltenham	20-24	F	1	233
Cheltenham	20-24	M		88
Cheltenham	20-24	M	0	1070
Cheltenham	20-24	M	1	200
Cheltenham	25-34	F		153
Cheltenham	25-34	F	0	2415
Cheltenham	25-34	F	1	441
Cheltenham	25-34	M		175
Cheltenham	25-34	M	0	2432
Cheltenham	25-34	M	1	379
Cheltenham	35-44	F		123
Cheltenham	35-44	F	0	1897
Cheltenham	35-44	F	1	485
Cheltenham	35-44	M		143
Cheltenham	35-44	M	0	2018
Cheltenham	35-44	M	1	364
Cheltenham	45-54	F		127
Cheltenham	45-54	F	0	2090
Cheltenham	45-54	F	1	462
Cheltenham	45-54	M		152
Cheltenham	45-54	M	0	2127
Cheltenham	45-54	M	1	390
Cheltenham	55-64	F		141
Cheltenham	55-64	F	0	1795
Cheltenham	55-64	F	1	375
Cheltenham	55-64	M		140
Cheltenham	55-64	M	0	1780
Cheltenham	55-64	M	1	286
Cheltenham	65-74	F		147
Cheltenham	65-74	F	0	1137
Cheltenham	65-74	F	1	266
Cheltenham	65-74	M		149
Cheltenham	65-74	M	0	1025
Cheltenham	65-74	M	1	197
Cheltenham	75-84	F		124
Cheltenham	75-84	F	0	939
Cheltenham	75-84	F	1	116
Cheltenham	75-84	M		97
Cheltenham	75-84	M	0	645
Cheltenham	75-84	M	1	73
Cheltenham	85+	F		85
Cheltenham	85+	F	0	666
Cheltenham	85+	F	1	30
Cheltenham	85+	M		41
Cheltenham	85+	M	0	353
Cheltenham	85+	M	1	17
Colton	15-19	F		51
Colton	15-19	F	0	748
Colton	15-19	F	1	204
Colton	15-19	M		63
Colton	15-19	M	0	801
Colton	15-19	M	1	197
Colton	20-24	F		50
Colton	20-24	F	0	710
Colton	20-24	F	1	199
Colton	20-24	M		50
Colton	20-24	M	0	841
Colton	20-24	M	1	166
Colton	25-34	F		84
Colton	25-34	F	0	1488
Colton	25-34	F	1	336
Colton	25-34	M		95
Colton	25-34	M	0	1479
Colton	25-34	M	1	267
Colton	35-44	F		87
Colton	35-44	F	0	1489
Colton	35-44	F	1	520
Colton	35-44	M		103
Colton	35-44	M	0	1536
Colton	35-44	M	1	375
Colton	45-54	F		97
Colton	45-54	F	0	1853
Colton	45-54	F	1	633
Colton	45-54	M		131
Colton	45-54	M	0	1884
Colton	45-54	M	1	525
Colton	55-64	F		93
Colton	55-64	F	0	1746
Colton	55-64	F	1	476
Colton	55-64	M		100
Colton	55-64	M	0	1623
Colton	55-64	M	1	393
Colton	65-74	F		104
Colton	65-74	F	0	1416
Colton	65-74	F	1	425
Colton	65-74	M		100
Colton	65-74	M	0	1223
Colton	65-74	M	1	388
Colton	75-84	F		152
Colton	75-84	F	0	1055
Colton	75-84	F	1	241
Colton	75-84	M		72
Colton	75-84	M	0	846
Colton	75-84	M	1	237
Colton	85+	F		138
Colton	85+	F	0	599
Colton	85+	F	1	53
Colton	85+	M		67
Colton	85+	M	0	329
Colton	85+	M	1	34
Croydon	15-19	F		66
Croydon	15-19	F	0	742
Croydon	15-19	F	1	146
Croydon	15-19	M		67
Croydon	15-19	M	0	810
Croydon	15-19	M	1	139
Croydon	20-24	F		88
Croydon	20-24	F	0	1057
Croydon	20-24	F	1	290
Croydon	20-24	M		85
Croydon	20-24	M	0	1140
Croydon	20-24	M	1	233
Croydon	25-34	F		170
Croydon	25-34	F	0	2249
Croydon	25-34	F	1	505
Croydon	25-34	M		185
Croydon	25-34	M	0	2453
Croydon	25-34	M	1	425
Croydon	35-44	F		126
Croydon	35-44	F	0	1674
Croydon	35-44	F	1	521
Croydon	35-44	M		168
Croydon	35-44	M	0	1866
Croydon	35-44	M	1	404
Croydon	45-54	F		134
Croydon	45-54	F	0	1857
Croydon	45-54	F	1	440
Croydon	45-54	M		165
Croydon	45-54	M	0	1926
Croydon	45-54	M	1	387
Croydon	55-64	F		119
Croydon	55-64	F	0	1557
Croydon	55-64	F	1	381
Croydon	55-64	M		116
Croydon	55-64	M	0	1569
Croydon	55-64	M	1	325
Croydon	65-74	F		91
Croydon	65-74	F	0	1027
Croydon	65-74	F	1	243
Croydon	65-74	M		76
Croydon	65-74	M	0	935
Croydon	65-74	M	1	213
Croydon	75-84	F		100
Croydon	75-84	F	0	902
Croydon	75-84	F	1	100
Croydon	75-84	M		68
Croydon	75-84	M	0	656
Croydon	75-84	M	1	80
Croydon	85+	F		62
Croydon	85+	F	0	569
Croydon	85+	F	1	23
Croydon	85+	M		42
Croydon	85+	M	0	328
Croydon	85+	M	1	24
Davenport	15-19	F		44
Davenport	15-19	F	0	792
Davenport	15-19	F	1	386
Davenport	15-19	M		53
Davenport	15-19	M	0	823
Davenport	15-19	M	1	305
Davenport	20-24	F		28
Davenport	20-24	F	0	733
Davenport	20-24	F	1	332
Davenport	20-24	M		35
Davenport	20-24	M	0	824
Davenport	20-24	M	1	279
Davenport	25-34	F		54
Davenport	25-34	F	0	1320
Davenport	25-34	F	1	360
Davenport	25-34	M		68
Davenport	25-34	M	0	1241
Davenport	25-34	M	1	315
Davenport	35-44	F		79
Davenport	35-44	F	0	1509
Davenport	35-44	F	1	794
Davenport	35-44	M		86
Davenport	35-44	M	0	1590
Davenport	35-44	M	1	536
Davenport	45-54	F		86
Davenport	45-54	F	0	1644
Davenport	45-54	F	1	760
Davenport	45-54	M		112
