SED_NAME16	Age	Sex	Volunteer	adults
Bentleigh (Southern Metropolitan)	35-44	F		228
Bentleigh (Southern Metropolitan)	35-44	F	0	3311
Bentleigh (Southern Metropolitan)	35-44	F	1	1204
Bentleigh (Southern Metropolitan)	35-44	M		236
Bentleigh (Southern Metropolitan)	35-44	M	0	3204
Bentleigh (Southern Metropolitan)	35-44	M	1	845
Bentleigh (Southern Metropolitan)	45-54	F		213
Bentleigh (Southern Metropolitan)	45-54	F	0	3474
Bentleigh (Southern Metropolitan)	45-54	F	1	1226
Bentleigh (Southern Metropolitan)	45-54	M		222
Bentleigh (Southern Metropolitan)	45-54	M	0	3223
Bentleigh (Southern Metropolitan)	45-54	M	1	1083
Bentleigh (Southern Metropolitan)	55-64	F		158
Bentleigh (Southern Metropolitan)	55-64	F	0	2702
Bentleigh (Southern Metropolitan)	55-64	F	1	653
Bentleigh (Southern Metropolitan)	55-64	M		167
Bentleigh (Southern Metropolitan)	55-64	M	0	2523
Bentleigh (Southern Metropolitan)	55-64	M	1	585
Bentleigh (Southern Metropolitan)	65-74	F		171
Bentleigh (Southern Metropolitan)	65-74	F	0	1821
Bentleigh (Southern Metropolitan)	65-74	F	1	432
Bentleigh (Southern Metropolitan)	65-74	M		143
Bentleigh (Southern Metropolitan)	65-74	M	0	1577
Bentleigh (Southern Metropolitan)	65-74	M	1	373
Bentleigh (Southern Metropolitan)	75-84	F		174
Bentleigh (Southern Metropolitan)	75-84	F	0	1387
Bentleigh (Southern Metropolitan)	75-84	F	1	309
Bentleigh (Southern Metropolitan)	75-84	M		116
Bentleigh (Southern Metropolitan)	75-84	M	0	995
Bentleigh (Southern Metropolitan)	75-84	M	1	177
Bentleigh (Southern Metropolitan)	85+	F		148
Bentleigh (Southern Metropolitan)	85+	F	0	928
Bentleigh (Southern Metropolitan)	85+	F	1	94
Bentleigh (Southern Metropolitan)	85+	M		62
Bentleigh (Southern Metropolitan)	85+	M	0	586
Bentleigh (Southern Metropolitan)	85+	M	1	62
Box Hill (Eastern Metropolitan)	15-19	F		101
Box Hill (Eastern Metropolitan)	15-19	F	0	1511
Box Hill (Eastern Metropolitan)	15-19	F	1	615
Box Hill (Eastern Metropolitan)	15-19	M		122
Box Hill (Eastern Metropolitan)	15-19	M	0	1683
Box Hill (Eastern Metropolitan)	15-19	M	1	560
Box Hill (Eastern Metropolitan)	20-24	F		114
Box Hill (Eastern Metropolitan)	20-24	F	0	1906
Box Hill (Eastern Metropolitan)	20-24	F	1	605
Box Hill (Eastern Metropolitan)	20-24	M		127
Box Hill (Eastern Metropolitan)	20-24	M	0	2223
Box Hill (Eastern Metropolitan)	20-24	M	1	520
Box Hill (Eastern Metropolitan)	25-34	F		233
Box Hill (Eastern Metropolitan)	25-34	F	0	3838
Box Hill (Eastern Metropolitan)	25-34	F	1	922
Box Hill (Eastern Metropolitan)	25-34	M		231
Box Hill (Eastern Metropolitan)	25-34	M	0	3885
Box Hill (Eastern Metropolitan)	25-34	M	1	724
Box Hill (Eastern Metropolitan)	35-44	F		182
Box Hill (Eastern Metropolitan)	35-44	F	0	3118
Box Hill (Eastern Metropolitan)	35-44	F	1	1395
Box Hill (Eastern Metropolitan)	35-44	M		221
Box Hill (Eastern Metropolitan)	35-44	M	0	3110
Box Hill (Eastern Metropolitan)	35-44	M	1	948
Box Hill (Eastern Metropolitan)	45-54	F		189
Box Hill (Eastern Metropolitan)	45-54	F	0	3320
Box Hill (Eastern Metropolitan)	45-54	F	1	1530
Box Hill (Eastern Metropolitan)	45-54	M		204
Box Hill (Eastern Metropolitan)	45-54	M	0	3044
Box Hill (Eastern Metropolitan)	45-54	M	1	1242
Box Hill (Eastern Metropolitan)	55-64	F		152
Box Hill (Eastern Metropolitan)	55-64	F	0	2842
Box Hill (Eastern Metropolitan)	55-64	F	1	960
Box Hill (Eastern Metropolitan)	55-64	M		150
Box Hill (Eastern Metropolitan)	55-64	M	0	2625
Box Hill (Eastern Metropolitan)	55-64	M	1	859
Box Hill (Eastern Metropolitan)	65-74	F		169
Box Hill (Eastern Metropolitan)	65-74	F	0	1937
Box Hill (Eastern Metropolitan)	65-74	F	1	825
Box Hill (Eastern Metropolitan)	65-74	M		139
Box Hill (Eastern Metropolitan)	65-74	M	0	1658
Box Hill (Eastern Metropolitan)	65-74	M	1	681
Box Hill (Eastern Metropolitan)	75-84	F		237
Box Hill (Eastern Metropolitan)	75-84	F	0	1575
Box Hill (Eastern Metropolitan)	75-84	F	1	518
Box Hill (Eastern Metropolitan)	75-84	M		145
Box Hill (Eastern Metropolitan)	75-84	M	0	1059
Box Hill (Eastern Metropolitan)	75-84	M	1	368
Box Hill (Eastern Metropolitan)	85+	F		249
Box Hill (Eastern Metropolitan)	85+	F	0	1208
Box Hill (Eastern Metropolitan)	85+	F	1	161
Box Hill (Eastern Metropolitan)	85+	M		146
Box Hill (Eastern Metropolitan)	85+	M	0	638
Box Hill (Eastern Metropolitan)	85+	M	1	122
Brighton (Southern Metropolitan)	15-19	F		119
Brighton (Southern Metropolitan)	15-19	F	0	1160
Brighton (Southern Metropolitan)	15-19	F	1	491
Brighton (Southern Metropolitan)	15-19	M		116
Brighton (Southern Metropolitan)	15-19	M	0	1293
Brighton (Southern Metropolitan)	15-19	M	1	456
Brighton (Southern Metropolitan)	20-24	F		115
Brighton (Southern Metropolitan)	20-24	F	0	1128
Brighton (Southern Metropolitan)	20-24	F	1	418
Brighton (Southern Metropolitan)	20-24	M		94
Brighton (Southern Metropolitan)	20-24	M	0	1141
Brighton (Southern Metropolitan)	20-24	M	1	338
Brighton (Southern Metropolitan)	25-34	F		337
Brighton (Southern Metropolitan)	25-34	F	0	3050
Brighton (Southern Metropolitan)	25-34	F	1	734
Brighton (Southern Metropolitan)	25-34	M		299
Brighton (Southern Metropolitan)	25-34	M	0	2652
Brighton (Southern Metropolitan)	25-34	M	1	482
Brighton (Southern Metropolitan)	35-44	F		320
Brighton (Southern Metropolitan)	35-44	F	0	3066
Brighton (Southern Metropolitan)	35-44	F	1	1353
Brighton (Southern Metropolitan)	35-44	M		307
Brighton (Southern Metropolitan)	35-44	M	0	2872
Brighton (Southern Metropolitan)	35-44	M	1	864
Brighton (Southern Metropolitan)	45-54	F		332
Brighton (Southern Metropolitan)	45-54	F	0	3307
Brighton (Southern Metropolitan)	45-54	F	1	1727
Brighton (Southern Metropolitan)	45-54	M		300
Brighton (Southern Metropolitan)	45-54	M	0	3061
Brighton (Southern Metropolitan)	45-54	M	1	1292
Brighton (Southern Metropolitan)	55-64	F		238
Brighton (Southern Metropolitan)	55-64	F	0	2698
Brighton (Southern Metropolitan)	55-64	F	1	1039
Brighton (Southern Metropolitan)	55-64	M		241
Brighton (Southern Metropolitan)	55-64	M	0	2573
Brighton (Southern Metropolitan)	55-64	M	1	880
Brighton (Southern Metropolitan)	65-74	F		204
Brighton (Southern Metropolitan)	65-74	F	0	1912
Brighton (Southern Metropolitan)	65-74	F	1	775
Brighton (Southern Metropolitan)	65-74	M		176
Brighton (Southern Metropolitan)	65-74	M	0	1828
Brighton (Southern Metropolitan)	65-74	M	1	631
Brighton (Southern Metropolitan)	75-84	F		165
Brighton (Southern Metropolitan)	75-84	F	0	1206
Brighton (Southern Metropolitan)	75-84	F	1	346
Brighton (Southern Metropolitan)	75-84	M		130
Brighton (Southern Metropolitan)	75-84	M	0	910
Brighton (Southern Metropolitan)	75-84	M	1	301
Brighton (Southern Metropolitan)	85+	F		205
Brighton (Southern Metropolitan)	85+	F	0	1006
Brighton (Southern Metropolitan)	85+	F	1	102
Brighton (Southern Metropolitan)	85+	M		68
Brighton (Southern Metropolitan)	85+	M	0	516
Brighton (Southern Metropolitan)	85+	M	1	62
Broadmeadows (Northern Metropolitan)	15-19	F		256
Broadmeadows (Northern Metropolitan)	15-19	F	0	2026
Broadmeadows (Northern Metropolitan)	15-19	F	1	280
Broadmeadows (Northern Metropolitan)	15-19	M		263
Broadmeadows (Northern Metropolitan)	15-19	M	0	2083
Broadmeadows (Northern Metropolitan)	15-19	M	1	216
Broadmeadows (Northern Metropolitan)	20-24	F		176
Broadmeadows (Northern Metropolitan)	20-24	F	0	2027
Broadmeadows (Northern Metropolitan)	20-24	F	1	325
Broadmeadows (Northern Metropolitan)	20-24	M		296
Broadmeadows (Northern Metropolitan)	20-24	M	0	2461
Broadmeadows (Northern Metropolitan)	20-24	M	1	264
Broadmeadows (Northern Metropolitan)	25-34	F		491
Broadmeadows (Northern Metropolitan)	25-34	F	0	4456
Broadmeadows (Northern Metropolitan)	25-34	F	1	552
Broadmeadows (Northern Metropolitan)	25-34	M		616
Broadmeadows (Northern Metropolitan)	25-34	M	0	5022
Broadmeadows (Northern Metropolitan)	25-34	M	1	535
Broadmeadows (Northern Metropolitan)	35-44	F		373
Broadmeadows (Northern Metropolitan)	35-44	F	0	3552
Broadmeadows (Northern Metropolitan)	35-44	F	1	554
Broadmeadows (Northern Metropolitan)	35-44	M		462
Broadmeadows (Northern Metropolitan)	35-44	M	0	3718
Broadmeadows (Northern Metropolitan)	35-44	M	1	459
Broadmeadows (Northern Metropolitan)	45-54	F		375
Broadmeadows (Northern Metropolitan)	45-54	F	0	3680
Broadmeadows (Northern Metropolitan)	45-54	F	1	466
Broadmeadows (Northern Metropolitan)	45-54	M		447
Broadmeadows (Northern Metropolitan)	45-54	M	0	3747
Broadmeadows (Northern Metropolitan)	45-54	M	1	394
Broadmeadows (Northern Metropolitan)	55-64	F		278
Broadmeadows (Northern Metropolitan)	55-64	F	0	2746
Broadmeadows (Northern Metropolitan)	55-64	F	1	284
Broadmeadows (Northern Metropolitan)	55-64	M		292
Broadmeadows (Northern Metropolitan)	55-64	M	0	2702
Broadmeadows (Northern Metropolitan)	55-64	M	1	246
Broadmeadows (Northern Metropolitan)	65-74	F		272
Broadmeadows (Northern Metropolitan)	65-74	F	0	2080
Broadmeadows (Northern Metropolitan)	65-74	F	1	168
Broadmeadows (Northern Metropolitan)	65-74	M		237
Broadmeadows (Northern Metropolitan)	65-74	M	0	1760
Broadmeadows (Northern Metropolitan)	65-74	M	1	127
Broadmeadows (Northern Metropolitan)	75-84	F		249
Broadmeadows (Northern Metropolitan)	75-84	F	0	1577
Broadmeadows (Northern Metropolitan)	75-84	F	1	114
Broadmeadows (Northern Metropolitan)	75-84	M		169
Broadmeadows (Northern Metropolitan)	75-84	M	0	1265
Broadmeadows (Northern Metropolitan)	75-84	M	1	69
Broadmeadows (Northern Metropolitan)	85+	F		75
Broadmeadows (Northern Metropolitan)	85+	F	0	671
Broadmeadows (Northern Metropolitan)	85+	F	1	20
Broadmeadows (Northern Metropolitan)	85+	M		61
Broadmeadows (Northern Metropolitan)	85+	M	0	400
Broadmeadows (Northern Metropolitan)	85+	M	1	19
Brunswick (Northern Metropolitan)	15-19	F		98
Brunswick (Northern Metropolitan)	15-19	F	0	931
Brunswick (Northern Metropolitan)	15-19	F	1	292
Brunswick (Northern Metropolitan)	15-19	M		114
Brunswick (Northern Metropolitan)	15-19	M	0	973
Brunswick (Northern Metropolitan)	15-19	M	1	225
Brunswick (Northern Metropolitan)	20-24	F		234
Brunswick (Northern Metropolitan)	20-24	F	0	2480
Brunswick (Northern Metropolitan)	20-24	F	1	1036
Brunswick (Northern Metropolitan)	20-24	M		211
Brunswick (Northern Metropolitan)	20-24	M	0	2258
Brunswick (Northern Metropolitan)	20-24	M	1	623
Brunswick (Northern Metropolitan)	25-34	F		660
Brunswick (Northern Metropolitan)	25-34	F	0	6554
Brunswick (Northern Metropolitan)	25-34	F	1	2381
Brunswick (Northern Metropolitan)	25-34	M		648
Brunswick (Northern Metropolitan)	25-34	M	0	6896
Brunswick (Northern Metropolitan)	25-34	M	1	1611
Brunswick (Northern Metropolitan)	35-44	F		356
Brunswick (Northern Metropolitan)	35-44	F	0	3928
Brunswick (Northern Metropolitan)	35-44	F	1	1566
Brunswick (Northern Metropolitan)	35-44	M		393
Brunswick (Northern Metropolitan)	35-44	M	0	4210
Brunswick (Northern Metropolitan)	35-44	M	1	1147
Brunswick (Northern Metropolitan)	45-54	F		247
Brunswick (Northern Metropolitan)	45-54	F	0	2753
Brunswick (Northern Metropolitan)	45-54	F	1	1086
Brunswick (Northern Metropolitan)	45-54	M		241
Brunswick (Northern Metropolitan)	45-54	M	0	2787
Brunswick (Northern Metropolitan)	45-54	M	1	868
Brunswick (Northern Metropolitan)	55-64	F		202
Brunswick (Northern Metropolitan)	55-64	F	0	2224
Brunswick (Northern Metropolitan)	55-64	F	1	688
Brunswick (Northern Metropolitan)	55-64	M		192
Brunswick (Northern Metropolitan)	55-64	M	0	2032
Brunswick (Northern Metropolitan)	55-64	M	1	516
Brunswick (Northern Metropolitan)	65-74	F		155
Brunswick (Northern Metropolitan)	65-74	F	0	1550
Brunswick (Northern Metropolitan)	65-74	F	1	375
Brunswick (Northern Metropolitan)	65-74	M		145
Brunswick (Northern Metropolitan)	65-74	M	0	1357
Brunswick (Northern Metropolitan)	65-74	M	1	279
Brunswick (Northern Metropolitan)	75-84	F		189
Brunswick (Northern Metropolitan)	75-84	F	0	1422
Brunswick (Northern Metropolitan)	75-84	F	1	142
Brunswick (Northern Metropolitan)	75-84	M		124
Brunswick (Northern Metropolitan)	75-84	M	0	1032
Brunswick (Northern Metropolitan)	75-84	M	1	93
Brunswick (Northern Metropolitan)	85+	F		219
Brunswick (Northern Metropolitan)	85+	F	0	676
Brunswick (Northern Metropolitan)	85+	F	1	30
Brunswick (Northern Metropolitan)	85+	M		91
Brunswick (Northern Metropolitan)	85+	M	0	445
Brunswick (Northern Metropolitan)	85+	M	1	19
Bulleen (Eastern Metropolitan)	15-19	F		93
Bulleen (Eastern Metropolitan)	15-19	F	0	1243
Bulleen (Eastern Metropolitan)	15-19	F	1	371
Bulleen (Eastern Metropolitan)	15-19	M		95
Bulleen (Eastern Metropolitan)	15-19	M	0	1422
Bulleen (Eastern Metropolitan)	15-19	M	1	367
Bulleen (Eastern Metropolitan)	20-24	F		81
Bulleen (Eastern Metropolitan)	20-24	F	0	1323
Bulleen (Eastern Metropolitan)	20-24	F	1	437
Bulleen (Eastern Metropolitan)	20-24	M		77
Bulleen (Eastern Metropolitan)	20-24	M	0	1563
Bulleen (Eastern Metropolitan)	20-24	M	1	314
Bulleen (Eastern Metropolitan)	25-34	F		176
Bulleen (Eastern Metropolitan)	25-34	F	0	2961
Bulleen (Eastern Metropolitan)	25-34	F	1	578
Bulleen (Eastern Metropolitan)	25-34	M		205
Bulleen (Eastern Metropolitan)	25-34	M	0	3018
Bulleen (Eastern Metropolitan)	25-34	M	1	481
Bulleen (Eastern Metropolitan)	35-44	F		154
Bulleen (Eastern Metropolitan)	35-44	F	0	2778
Bulleen (Eastern Metropolitan)	35-44	F	1	910
Bulleen (Eastern Metropolitan)	35-44	M		152
Bulleen (Eastern Metropolitan)	35-44	M	0	2731
Bulleen (Eastern Metropolitan)	35-44	M	1	617
Bulleen (Eastern Metropolitan)	45-54	F		202
Bulleen (Eastern Metropolitan)	45-54	F	0	3315
Bulleen (Eastern Metropolitan)	45-54	F	1	977
Bulleen (Eastern Metropolitan)	45-54	M		184
Bulleen (Eastern Metropolitan)	45-54	M	0	3069
Bulleen (Eastern Metropolitan)	45-54	M	1	750
Bulleen (Eastern Metropolitan)	55-64	F		169
Bulleen (Eastern Metropolitan)	55-64	F	0	3090
Bulleen (Eastern Metropolitan)	55-64	F	1	690
Bulleen (Eastern Metropolitan)	55-64	M		151
Bulleen (Eastern Metropolitan)	55-64	M	0	2718
Bulleen (Eastern Metropolitan)	55-64	M	1	583
Bulleen (Eastern Metropolitan)	65-74	F		233
Bulleen (Eastern Metropolitan)	65-74	F	0	2714
Bulleen (Eastern Metropolitan)	65-74	F	1	796
Bulleen (Eastern Metropolitan)	65-74	M		158
Bulleen (Eastern Metropolitan)	65-74	M	0	2322
Bulleen (Eastern Metropolitan)	65-74	M	1	566
Bulleen (Eastern Metropolitan)	75-84	F		251
Bulleen (Eastern Metropolitan)	75-84	F	0	2132
Bulleen (Eastern Metropolitan)	75-84	F	1	456
Bulleen (Eastern Metropolitan)	75-84	M		217
Bulleen (Eastern Metropolitan)	75-84	M	0	1921
Bulleen (Eastern Metropolitan)	75-84	M	1	396
Bulleen (Eastern Metropolitan)	85+	F		181
Bulleen (Eastern Metropolitan)	85+	F	0	1065
Bulleen (Eastern Metropolitan)	85+	F	1	67
Bulleen (Eastern Metropolitan)	85+	M		105
Bulleen (Eastern Metropolitan)	85+	M	0	693
Bulleen (Eastern Metropolitan)	85+	M	1	58
Bundoora (Northern Metropolitan)	15-19	F		130
Bundoora (Northern Metropolitan)	15-19	F	0	1345
Bundoora (Northern Metropolitan)	15-19	F	1	451
Bundoora (Northern Metropolitan)	15-19	M		165
Bundoora (Northern Metropolitan)	15-19	M	0	1506
Bundoora (Northern Metropolitan)	15-19	M	1	310
Bundoora (Northern Metropolitan)	20-24	F		178
Bundoora (Northern Metropolitan)	20-24	F	0	2109
Bundoora (Northern Metropolitan)	20-24	F	1	696
Bundoora (Northern Metropolitan)	20-24	M		190
Bundoora (Northern Metropolitan)	20-24	M	0	2382
Bundoora (Northern Metropolitan)	20-24	M	1	466
Bundoora (Northern Metropolitan)	25-34	F		305
Bundoora (Northern Metropolitan)	25-34	F	0	3818
Bundoora (Northern Metropolitan)	25-34	F	1	732
Bundoora (Northern Metropolitan)	25-34	M		294
Bundoora (Northern Metropolitan)	25-34	M	0	4055
Bundoora (Northern Metropolitan)	25-34	M	1	547
Bundoora (Northern Metropolitan)	35-44	F		178
Bundoora (Northern Metropolitan)	35-44	F	0	3019
Bundoora (Northern Metropolitan)	35-44	F	1	957
Bundoora (Northern Metropolitan)	35-44	M		206
Bundoora (Northern Metropolitan)	35-44	M	0	3219
Bundoora (Northern Metropolitan)	35-44	M	1	688
Bundoora (Northern Metropolitan)	45-54	F		207
Bundoora (Northern Metropolitan)	45-54	F	0	2945
Bundoora (Northern Metropolitan)	45-54	F	1	773
Bundoora (Northern Metropolitan)	45-54	M		185
Bundoora (Northern Metropolitan)	45-54	M	0	2829
Bundoora (Northern Metropolitan)	45-54	M	1	608
Bundoora (Northern Metropolitan)	55-64	F		155
Bundoora (Northern Metropolitan)	55-64	F	0	2725
Bundoora (Northern Metropolitan)	55-64	F	1	506
Bundoora (Northern Metropolitan)	55-64	M		164
Bundoora (Northern Metropolitan)	55-64	M	0	2452
Bundoora (Northern Metropolitan)	55-64	M	1	448
Bundoora (Northern Metropolitan)	65-74	F		215
Bundoora (Northern Metropolitan)	65-74	F	0	2102
Bundoora (Northern Metropolitan)	65-74	F	1	466
Bundoora (Northern Metropolitan)	65-74	M		162
Bundoora (Northern Metropolitan)	65-74	M	0	1923
Bundoora (Northern Metropolitan)	65-74	M	1	375
Bundoora (Northern Metropolitan)	75-84	F		215
Bundoora (Northern Metropolitan)	75-84	F	0	1292
Bundoora (Northern Metropolitan)	75-84	F	1	233
Bundoora (Northern Metropolitan)	75-84	M		147
Bundoora (Northern Metropolitan)	75-84	M	0	1032
Bundoora (Northern Metropolitan)	75-84	M	1	209
Bundoora (Northern Metropolitan)	85+	F		167
Bundoora (Northern Metropolitan)	85+	F	0	558
Bundoora (Northern Metropolitan)	85+	F	1	31
Bundoora (Northern Metropolitan)	85+	M		71
Bundoora (Northern Metropolitan)	85+	M	0	346
Bundoora (Northern Metropolitan)	85+	M	1	35
Buninyong (Western Victoria)	15-19	F		216
Buninyong (Western Victoria)	15-19	F	0	1225
Buninyong (Western Victoria)	15-19	F	1	444
Buninyong (Western Victoria)	15-19	M		181
Buninyong (Western Victoria)	15-19	M	0	1345
Buninyong (Western Victoria)	15-19	M	1	385
Buninyong (Western Victoria)	20-24	F		163
Buninyong (Western Victoria)	20-24	F	0	1471
Buninyong (Western Victoria)	20-24	F	1	492
Buninyong (Western Victoria)	20-24	M		182
Buninyong (Western Victoria)	20-24	M	0	1613
Buninyong (Western Victoria)	20-24	M	1	408
Buninyong (Western Victoria)	25-34	F		252
Buninyong (Western Victoria)	25-34	F	0	2530
Buninyong (Western Victoria)	25-34	F	1	665
Buninyong (Western Victoria)	25-34	M		249
Buninyong (Western Victoria)	25-34	M	0	2474
Buninyong (Western Victoria)	25-34	M	1	538
Buninyong (Western Victoria)	35-44	F		245
Buninyong (Western Victoria)	35-44	F	0	2434
Buninyong (Western Victoria)	35-44	F	1	1153
Buninyong (Western Victoria)	35-44	M		251
Buninyong (Western Victoria)	35-44	M	0	2545
Buninyong (Western Victoria)	35-44	M	1	783
Buninyong (Western Victoria)	45-54	F		283
Buninyong (Western Victoria)	45-54	F	0	2814
Buninyong (Western Victoria)	45-54	F	1	1125
Buninyong (Western Victoria)	45-54	M		299
Buninyong (Western Victoria)	45-54	M	0	2649
Buninyong (Western Victoria)	45-54	M	1	946
Buninyong (Western Victoria)	55-64	F		326
Buninyong (Western Victoria)	55-64	F	0	2688
Buninyong (Western Victoria)	55-64	F	1	919
Buninyong (Western Victoria)	55-64	M		291
Buninyong (Western Victoria)	55-64	M	0	2667
Buninyong (Western Victoria)	55-64	M	1	824
Buninyong (Western Victoria)	65-74	F		306
Buninyong (Western Victoria)	65-74	F	0	1939
Buninyong (Western Victoria)	65-74	F	1	794
Buninyong (Western Victoria)	65-74	M		312
Buninyong (Western Victoria)	65-74	M	0	1941
Buninyong (Western Victoria)	65-74	M	1	676
Buninyong (Western Victoria)	75-84	F		221
Buninyong (Western Victoria)	75-84	F	0	940
Buninyong (Western Victoria)	75-84	F	1	273
Buninyong (Western Victoria)	75-84	M		150
Buninyong (Western Victoria)	75-84	M	0	855
Buninyong (Western Victoria)	75-84	M	1	240
Buninyong (Western Victoria)	85+	F		105
Buninyong (Western Victoria)	85+	F	0	478
Buninyong (Western Victoria)	85+	F	1	56
Buninyong (Western Victoria)	85+	M		82
Buninyong (Western Victoria)	85+	M	0	290
Buninyong (Western Victoria)	85+	M	1	32
Burwood (Southern Metropolitan)	15-19	F		121
Burwood (Southern Metropolitan)	15-19	F	0	1586
Burwood (Southern Metropolitan)	15-19	F	1	768
Burwood (Southern Metropolitan)	15-19	M		122
Burwood (Southern Metropolitan)	15-19	M	0	1545
Burwood (Southern Metropolitan)	15-19	M	1	503
Burwood (Southern Metropolitan)	20-24	F		148
Burwood (Southern Metropolitan)	20-24	F	0	2192
Burwood (Southern Metropolitan)	20-24	F	1	769
Burwood (Southern Metropolitan)	20-24	M		186
Burwood (Southern Metropolitan)	20-24	M	0	2585
Burwood (Southern Metropolitan)	20-24	M	1	624
Burwood (Southern Metropolitan)	25-34	F		296
Burwood (Southern Metropolitan)	25-34	F	0	3493
Burwood (Southern Metropolitan)	25-34	F	1	769
Burwood (Southern Metropolitan)	25-34	M		283
Burwood (Southern Metropolitan)	25-34	M	0	3751
Burwood (Southern Metropolitan)	25-34	M	1	672
Burwood (Southern Metropolitan)	35-44	F		197
Burwood (Southern Metropolitan)	35-44	F	0	2879
Burwood (Southern Metropolitan)	35-44	F	1	1382
Burwood (Southern Metropolitan)	35-44	M		212
Burwood (Southern Metropolitan)	35-44	M	0	2791
Burwood (Southern Metropolitan)	35-44	M	1	950
Burwood (Southern Metropolitan)	45-54	F		206
Burwood (Southern Metropolitan)	45-54	F	0	3129
Burwood (Southern Metropolitan)	45-54	F	1	1495
Burwood (Southern Metropolitan)	45-54	M		233
Burwood (Southern Metropolitan)	45-54	M	0	2798
Burwood (Southern Metropolitan)	45-54	M	1	1273
Burwood (Southern Metropolitan)	55-64	F		201
Burwood (Southern Metropolitan)	55-64	F	0	2619
Burwood (Southern Metropolitan)	55-64	F	1	929
Burwood (Southern Metropolitan)	55-64	M		168
Burwood (Southern Metropolitan)	55-64	M	0	2424
Burwood (Southern Metropolitan)	55-64	M	1	761
Burwood (Southern Metropolitan)	65-74	F		160
Burwood (Southern Metropolitan)	65-74	F	0	1783
Burwood (Southern Metropolitan)	65-74	F	1	720
Burwood (Southern Metropolitan)	65-74	M		135
Burwood (Southern Metropolitan)	65-74	M	0	1539
Burwood (Southern Metropolitan)	65-74	M	1	542
Burwood (Southern Metropolitan)	75-84	F		178
Burwood (Southern Metropolitan)	75-84	F	0	1269
Burwood (Southern Metropolitan)	75-84	F	1	360
Burwood (Southern Metropolitan)	75-84	M		134
Burwood (Southern Metropolitan)	75-84	M	0	918
Burwood (Southern Metropolitan)	75-84	M	1	258
Burwood (Southern Metropolitan)	85+	F		169
Burwood (Southern Metropolitan)	85+	F	0	1064
Burwood (Southern Metropolitan)	85+	F	1	136
Burwood (Southern Metropolitan)	85+	M		61
Burwood (Southern Metropolitan)	85+	M	0	510
Burwood (Southern Metropolitan)	85+	M	1	86
Carrum (South-Eastern Metropolitan)	15-19	F		148
Carrum (South-Eastern Metropolitan)	15-19	F	0	1321
Carrum (South-Eastern Metropolitan)	15-19	F	1	368
Carrum (South-Eastern Metropolitan)	15-19	M		160
Carrum (South-Eastern Metropolitan)	15-19	M	0	1468
Carrum (South-Eastern Metropolitan)	15-19	M	1	243
Carrum (South-Eastern Metropolitan)	20-24	F		128
Carrum (South-Eastern Metropolitan)	20-24	F	0	1483
Carrum (South-Eastern Metropolitan)	20-24	F	1	299
Carrum (South-Eastern Metropolitan)	20-24	M		147
Carrum (South-Eastern Metropolitan)	20-24	M	0	1560
Carrum (South-Eastern Metropolitan)	20-24	M	1	238
Carrum (South-Eastern Metropolitan)	25-34	F		302
Carrum (South-Eastern Metropolitan)	25-34	F	0	3983
Carrum (South-Eastern Metropolitan)	25-34	F	1	708
Carrum (South-Eastern Metropolitan)	25-34	M		301
Carrum (South-Eastern Metropolitan)	25-34	M	0	3698
Carrum (South-Eastern Metropolitan)	25-34	M	1	478
Carrum (South-Eastern Metropolitan)	35-44	F		330
Carrum (South-Eastern Metropolitan)	35-44	F	0	3790
Carrum (South-Eastern Metropolitan)	35-44	F	1	1080
Carrum (South-Eastern Metropolitan)	35-44	M		347
Carrum (South-Eastern Metropolitan)	35-44	M	0	4050
Carrum (South-Eastern Metropolitan)	35-44	M	1	732
Carrum (South-Eastern Metropolitan)	45-54	F		295
Carrum (South-Eastern Metropolitan)	45-54	F	0	3691
Carrum (South-Eastern Metropolitan)	45-54	F	1	883
Carrum (South-Eastern Metropolitan)	45-54	M		338
Carrum (South-Eastern Metropolitan)	45-54	M	0	3633
Carrum (South-Eastern Metropolitan)	45-54	M	1	725
Carrum (South-Eastern Metropolitan)	55-64	F		296
Carrum (South-Eastern Metropolitan)	55-64	F	0	3182
Carrum (South-Eastern Metropolitan)	55-64	F	1	622
Carrum (South-Eastern Metropolitan)	55-64	M		310
Carrum (South-Eastern Metropolitan)	55-64	M	0	3114
Carrum (South-Eastern Metropolitan)	55-64	M	1	515
Carrum (South-Eastern Metropolitan)	65-74	F		305
Carrum (South-Eastern Metropolitan)	65-74	F	0	2207
Carrum (South-Eastern Metropolitan)	65-74	F	1	524
Carrum (South-Eastern Metropolitan)	65-74	M		284
Carrum (South-Eastern Metropolitan)	65-74	M	0	1981
Carrum (South-Eastern Metropolitan)	65-74	M	1	411
Carrum (South-Eastern Metropolitan)	75-84	F		310
Carrum (South-Eastern Metropolitan)	75-84	F	0	1141
Carrum (South-Eastern Metropolitan)	75-84	F	1	226
Carrum (South-Eastern Metropolitan)	75-84	M		215
Carrum (South-Eastern Metropolitan)	75-84	M	0	909
Carrum (South-Eastern Metropolitan)	75-84	M	1	141
Carrum (South-Eastern Metropolitan)	85+	F		221
Carrum (South-Eastern Metropolitan)	85+	F	0	556
Carrum (South-Eastern Metropolitan)	85+	F	1	41
Carrum (South-Eastern Metropolitan)	85+	M		118
Carrum (South-Eastern Metropolitan)	85+	M	0	321
Carrum (South-Eastern Metropolitan)	85+	M	1	38
Caulfield (Southern Metropolitan)	15-19	F		85
