SED_NAME16	MaxSchoolingCompleted	Sex	persons
Eltham (Eastern Metropolitan)	Year 9	F	1200
Eltham (Eastern Metropolitan)	Year 9	M	1173
Eltham (Eastern Metropolitan)	Year 10	F	2865
Eltham (Eastern Metropolitan)	Year 10	M	3035
Eltham (Eastern Metropolitan)	Year 11	F	3268
Eltham (Eastern Metropolitan)	Year 11	M	3239
Eltham (Eastern Metropolitan)	Year 12	F	15434
Eltham (Eastern Metropolitan)	Year 12	M	13759
Essendon (Western Metropolitan)	Did not go to school	F	464
Essendon (Western Metropolitan)	Did not go to school	M	246
Essendon (Western Metropolitan)	Year 8	F	1513
Essendon (Western Metropolitan)	Year 8	M	1098
Essendon (Western Metropolitan)	Year 9	F	955
Essendon (Western Metropolitan)	Year 9	M	925
Essendon (Western Metropolitan)	Year 10	F	2162
Essendon (Western Metropolitan)	Year 10	M	2217
Essendon (Western Metropolitan)	Year 11	F	2318
Essendon (Western Metropolitan)	Year 11	M	2448
Essendon (Western Metropolitan)	Year 12	F	19385
Essendon (Western Metropolitan)	Year 12	M	17559
Euroa (Northern Victoria)	Did not go to school	F	68
Euroa (Northern Victoria)	Did not go to school	M	80
Euroa (Northern Victoria)	Year 8	F	1830
Euroa (Northern Victoria)	Year 8	M	1964
Euroa (Northern Victoria)	Year 9	F	2254
Euroa (Northern Victoria)	Year 9	M	2862
Euroa (Northern Victoria)	Year 10	F	5013
Euroa (Northern Victoria)	Year 10	M	5920
Euroa (Northern Victoria)	Year 11	F	4276
Euroa (Northern Victoria)	Year 11	M	4354
Euroa (Northern Victoria)	Year 12	F	10315
Euroa (Northern Victoria)	Year 12	M	8209
Evelyn (Eastern Victoria)	Did not go to school	F	119
Evelyn (Eastern Victoria)	Did not go to school	M	111
Evelyn (Eastern Victoria)	Year 8	F	1081
Evelyn (Eastern Victoria)	Year 8	M	1067
Evelyn (Eastern Victoria)	Year 9	F	1603
Evelyn (Eastern Victoria)	Year 9	M	1947
Evelyn (Eastern Victoria)	Year 10	F	3963
Evelyn (Eastern Victoria)	Year 10	M	4821
Evelyn (Eastern Victoria)	Year 11	F	3823
Evelyn (Eastern Victoria)	Year 11	M	4075
Evelyn (Eastern Victoria)	Year 12	F	11709
Evelyn (Eastern Victoria)	Year 12	M	9294
Ferntree Gully (Eastern Metropolitan)	Did not go to school	F	223
Ferntree Gully (Eastern Metropolitan)	Did not go to school	M	142
Ferntree Gully (Eastern Metropolitan)	Year 8	F	1213
Ferntree Gully (Eastern Metropolitan)	Year 8	M	880
Ferntree Gully (Eastern Metropolitan)	Year 9	F	1488
Ferntree Gully (Eastern Metropolitan)	Year 9	M	1459
Ferntree Gully (Eastern Metropolitan)	Year 10	F	3327
Ferntree Gully (Eastern Metropolitan)	Year 10	M	3446
Ferntree Gully (Eastern Metropolitan)	Year 11	F	3125
Ferntree Gully (Eastern Metropolitan)	Year 11	M	3113
Ferntree Gully (Eastern Metropolitan)	Year 12	F	14076
Ferntree Gully (Eastern Metropolitan)	Year 12	M	12676
Footscray (Western Metropolitan)	Did not go to school	F	1060
Footscray (Western Metropolitan)	Did not go to school	M	830
Footscray (Western Metropolitan)	Year 8	F	2887
Footscray (Western Metropolitan)	Year 8	M	2173
Footscray (Western Metropolitan)	Year 9	F	1378
Footscray (Western Metropolitan)	Year 9	M	1360
Footscray (Western Metropolitan)	Year 10	F	2844
Footscray (Western Metropolitan)	Year 10	M	3070
Footscray (Western Metropolitan)	Year 11	F	2070
Footscray (Western Metropolitan)	Year 11	M	2570
Footscray (Western Metropolitan)	Year 12	F	20500
Footscray (Western Metropolitan)	Year 12	M	21536
Forest Hill (Eastern Metropolitan)	Did not go to school	F	391
Forest Hill (Eastern Metropolitan)	Did not go to school	M	251
Forest Hill (Eastern Metropolitan)	Year 8	F	1524
Forest Hill (Eastern Metropolitan)	Year 8	M	1028
Forest Hill (Eastern Metropolitan)	Year 9	F	1192
Forest Hill (Eastern Metropolitan)	Year 9	M	1131
Forest Hill (Eastern Metropolitan)	Year 10	F	2798
Forest Hill (Eastern Metropolitan)	Year 10	M	2399
Forest Hill (Eastern Metropolitan)	Year 11	F	2449
Forest Hill (Eastern Metropolitan)	Year 11	M	2387
Forest Hill (Eastern Metropolitan)	Year 12	F	16254
Forest Hill (Eastern Metropolitan)	Year 12	M	15199
Frankston (South-Eastern Metropolitan)	Did not go to school	F	119
Frankston (South-Eastern Metropolitan)	Did not go to school	M	101
Frankston (South-Eastern Metropolitan)	Year 8	F	1392
Frankston (South-Eastern Metropolitan)	Year 8	M	1100
Frankston (South-Eastern Metropolitan)	Year 9	F	1804
Frankston (South-Eastern Metropolitan)	Year 9	M	1839
Frankston (South-Eastern Metropolitan)	Year 10	F	4314
Frankston (South-Eastern Metropolitan)	Year 10	M	4491
Frankston (South-Eastern Metropolitan)	Year 11	F	3468
Frankston (South-Eastern Metropolitan)	Year 11	M	3563
Frankston (South-Eastern Metropolitan)	Year 12	F	12685
Frankston (South-Eastern Metropolitan)	Year 12	M	10745
Geelong (Western Victoria)	Did not go to school	F	147
Geelong (Western Victoria)	Did not go to school	M	121
Geelong (Western Victoria)	Year 8	F	1782
Geelong (Western Victoria)	Year 8	M	1289
Geelong (Western Victoria)	Year 9	F	1847
Geelong (Western Victoria)	Year 9	M	1706
Geelong (Western Victoria)	Year 10	F	3764
Geelong (Western Victoria)	Year 10	M	3790
Geelong (Western Victoria)	Year 11	F	3666
Geelong (Western Victoria)	Year 11	M	3794
Geelong (Western Victoria)	Year 12	F	14284
Geelong (Western Victoria)	Year 12	M	11936
Gembrook (Eastern Victoria)	Did not go to school	F	84
Gembrook (Eastern Victoria)	Did not go to school	M	76
Gembrook (Eastern Victoria)	Year 8	F	1115
Gembrook (Eastern Victoria)	Year 8	M	1046
Gembrook (Eastern Victoria)	Year 9	F	1687
Gembrook (Eastern Victoria)	Year 9	M	2010
Gembrook (Eastern Victoria)	Year 10	F	4329
Gembrook (Eastern Victoria)	Year 10	M	5135
Gembrook (Eastern Victoria)	Year 11	F	3914
Gembrook (Eastern Victoria)	Year 11	M	4247
Gembrook (Eastern Victoria)	Year 12	F	14752
Gembrook (Eastern Victoria)	Year 12	M	11845
Gippsland East (Eastern Victoria)	Did not go to school	F	70
Gippsland East (Eastern Victoria)	Did not go to school	M	80
Gippsland East (Eastern Victoria)	Year 8	F	1638
Gippsland East (Eastern Victoria)	Year 8	M	1870
Gippsland East (Eastern Victoria)	Year 9	F	2168
Gippsland East (Eastern Victoria)	Year 9	M	2667
Gippsland East (Eastern Victoria)	Year 10	F	4935
Gippsland East (Eastern Victoria)	Year 10	M	5651
Gippsland East (Eastern Victoria)	Year 11	F	4144
Gippsland East (Eastern Victoria)	Year 11	M	3979
Gippsland East (Eastern Victoria)	Year 12	F	9384
Gippsland East (Eastern Victoria)	Year 12	M	7076
Gippsland South (Eastern Victoria)	Did not go to school	F	89
Gippsland South (Eastern Victoria)	Did not go to school	M	80
Gippsland South (Eastern Victoria)	Year 8	F	1422
Gippsland South (Eastern Victoria)	Year 8	M	1640
Gippsland South (Eastern Victoria)	Year 9	F	1849
Gippsland South (Eastern Victoria)	Year 9	M	2287
Gippsland South (Eastern Victoria)	Year 10	F	4379
Gippsland South (Eastern Victoria)	Year 10	M	5073
Gippsland South (Eastern Victoria)	Year 11	F	4062
Gippsland South (Eastern Victoria)	Year 11	M	4054
Gippsland South (Eastern Victoria)	Year 12	F	9298
Gippsland South (Eastern Victoria)	Year 12	M	6973
Hastings (Eastern Victoria)	Did not go to school	F	72
Hastings (Eastern Victoria)	Did not go to school	M	109
Hastings (Eastern Victoria)	Year 8	F	1346
Hastings (Eastern Victoria)	Year 8	M	1274
Hastings (Eastern Victoria)	Year 9	F	2152
Hastings (Eastern Victoria)	Year 9	M	2508
Hastings (Eastern Victoria)	Year 10	F	5242
Hastings (Eastern Victoria)	Year 10	M	6534
Hastings (Eastern Victoria)	Year 11	F	4558
Hastings (Eastern Victoria)	Year 11	M	4712
Hastings (Eastern Victoria)	Year 12	F	12894
Hastings (Eastern Victoria)	Year 12	M	9942
Hawthorn (Southern Metropolitan)	Did not go to school	F	129
Hawthorn (Southern Metropolitan)	Did not go to school	M	98
Hawthorn (Southern Metropolitan)	Year 8	F	676
Hawthorn (Southern Metropolitan)	Year 8	M	446
Hawthorn (Southern Metropolitan)	Year 9	F	652
Hawthorn (Southern Metropolitan)	Year 9	M	601
Hawthorn (Southern Metropolitan)	Year 10	F	1482
Hawthorn (Southern Metropolitan)	Year 10	M	1249
Hawthorn (Southern Metropolitan)	Year 11	F	1982
Hawthorn (Southern Metropolitan)	Year 11	M	1593
Hawthorn (Southern Metropolitan)	Year 12	F	22178
Hawthorn (Southern Metropolitan)	Year 12	M	20458
Ivanhoe (Eastern Metropolitan)	Did not go to school	F	264
Ivanhoe (Eastern Metropolitan)	Did not go to school	M	192
Ivanhoe (Eastern Metropolitan)	Year 8	F	1540
Ivanhoe (Eastern Metropolitan)	Year 8	M	1072
Ivanhoe (Eastern Metropolitan)	Year 9	F	1189
Ivanhoe (Eastern Metropolitan)	Year 9	M	1097
Ivanhoe (Eastern Metropolitan)	Year 10	F	2525
Ivanhoe (Eastern Metropolitan)	Year 10	M	2357
Ivanhoe (Eastern Metropolitan)	Year 11	F	2424
Ivanhoe (Eastern Metropolitan)	Year 11	M	2473
Ivanhoe (Eastern Metropolitan)	Year 12	F	17380
Ivanhoe (Eastern Metropolitan)	Year 12	M	16231
Kew (Southern Metropolitan)	Did not go to school	F	204
Kew (Southern Metropolitan)	Did not go to school	M	180
Kew (Southern Metropolitan)	Year 8	F	1009
Kew (Southern Metropolitan)	Year 8	M	662
Kew (Southern Metropolitan)	Year 9	F	887
Kew (Southern Metropolitan)	Year 9	M	809
Kew (Southern Metropolitan)	Year 10	F	1790
Kew (Southern Metropolitan)	Year 10	M	1501
Kew (Southern Metropolitan)	Year 11	F	2109
Kew (Southern Metropolitan)	Year 11	M	1753
Kew (Southern Metropolitan)	Year 12	F	19836
Kew (Southern Metropolitan)	Year 12	M	18307
Keysborough (South-Eastern Metropolitan)	Did not go to school	F	1461
Keysborough (South-Eastern Metropolitan)	Did not go to school	M	987
Keysborough (South-Eastern Metropolitan)	Year 8	F	2611
Keysborough (South-Eastern Metropolitan)	Year 8	M	1896
Keysborough (South-Eastern Metropolitan)	Year 9	F	1691
Keysborough (South-Eastern Metropolitan)	Year 9	M	1551
Keysborough (South-Eastern Metropolitan)	Year 10	F	3293
Keysborough (South-Eastern Metropolitan)	Year 10	M	3500
Keysborough (South-Eastern Metropolitan)	Year 11	F	2467
Keysborough (South-Eastern Metropolitan)	Year 11	M	2686
Keysborough (South-Eastern Metropolitan)	Year 12	F	15699
Keysborough (South-Eastern Metropolitan)	Year 12	M	15784
Kororoit (Western Metropolitan)	Did not go to school	F	935
Kororoit (Western Metropolitan)	Did not go to school	M	656
Kororoit (Western Metropolitan)	Year 8	F	2591
Kororoit (Western Metropolitan)	Year 8	M	2107
Kororoit (Western Metropolitan)	Year 9	F	1608
Kororoit (Western Metropolitan)	Year 9	M	1628
Kororoit (Western Metropolitan)	Year 10	F	3452
Kororoit (Western Metropolitan)	Year 10	M	3800
Kororoit (Western Metropolitan)	Year 11	F	2734
Kororoit (Western Metropolitan)	Year 11	M	3176
Kororoit (Western Metropolitan)	Year 12	F	18275
Kororoit (Western Metropolitan)	Year 12	M	17234
Lara (Western Victoria)	Did not go to school	F	391
Lara (Western Victoria)	Did not go to school	M	305
Lara (Western Victoria)	Year 8	F	2401
Lara (Western Victoria)	Year 8	M	2006
Lara (Western Victoria)	Year 9	F	2271
Lara (Western Victoria)	Year 9	M	2262
Lara (Western Victoria)	Year 10	F	4680
Lara (Western Victoria)	Year 10	M	4859
Lara (Western Victoria)	Year 11	F	3820
Lara (Western Victoria)	Year 11	M	4180
Lara (Western Victoria)	Year 12	F	10865
Lara (Western Victoria)	Year 12	M	9077
Lowan (Western Victoria)	Did not go to school	F	82
Lowan (Western Victoria)	Did not go to school	M	99
Lowan (Western Victoria)	Year 8	F	1828
Lowan (Western Victoria)	Year 8	M	2021
Lowan (Western Victoria)	Year 9	F	1981
Lowan (Western Victoria)	Year 9	M	2318
Lowan (Western Victoria)	Year 10	F	4186
Lowan (Western Victoria)	Year 10	M	4835
Lowan (Western Victoria)	Year 11	F	4371
Lowan (Western Victoria)	Year 11	M	4361
Lowan (Western Victoria)	Year 12	F	9085
Lowan (Western Victoria)	Year 12	M	6969
Macedon (Northern Victoria)	Did not go to school	F	57
Macedon (Northern Victoria)	Did not go to school	M	59
Macedon (Northern Victoria)	Year 8	F	955
Macedon (Northern Victoria)	Year 8	M	1047
Macedon (Northern Victoria)	Year 9	F	1347
Macedon (Northern Victoria)	Year 9	M	1630
Macedon (Northern Victoria)	Year 10	F	3293
Macedon (Northern Victoria)	Year 10	M	3962
Macedon (Northern Victoria)	Year 11	F	3422
Macedon (Northern Victoria)	Year 11	M	3568
Macedon (Northern Victoria)	Year 12	F	12643
Macedon (Northern Victoria)	Year 12	M	10307
Malvern (Southern Metropolitan)	Did not go to school	F	130
Malvern (Southern Metropolitan)	Did not go to school	M	78
Malvern (Southern Metropolitan)	Year 8	F	730
Malvern (Southern Metropolitan)	Year 8	M	539
Malvern (Southern Metropolitan)	Year 9	F	613
Malvern (Southern Metropolitan)	Year 9	M	577
Malvern (Southern Metropolitan)	Year 10	F	1511
Malvern (Southern Metropolitan)	Year 10	M	1222
Malvern (Southern Metropolitan)	Year 11	F	1823
Malvern (Southern Metropolitan)	Year 11	M	1489
Malvern (Southern Metropolitan)	Year 12	F	19802
Malvern (Southern Metropolitan)	Year 12	M	17700
Melbourne (Northern Metropolitan)	Did not go to school	F	444
Melbourne (Northern Metropolitan)	Did not go to school	M	291
Melbourne (Northern Metropolitan)	Year 8	F	903
Melbourne (Northern Metropolitan)	Year 8	M	638
Melbourne (Northern Metropolitan)	Year 9	F	745
Melbourne (Northern Metropolitan)	Year 9	M	733
Melbourne (Northern Metropolitan)	Year 10	F	1527
Melbourne (Northern Metropolitan)	Year 10	M	1644
Melbourne (Northern Metropolitan)	Year 11	F	2146
Melbourne (Northern Metropolitan)	Year 11	M	2331
Melbourne (Northern Metropolitan)	Year 12	F	43691
Melbourne (Northern Metropolitan)	Year 12	M	39742
Melton (Western Victoria)	Did not go to school	F	285
Melton (Western Victoria)	Did not go to school	M	234
Melton (Western Victoria)	Year 8	F	1777
Melton (Western Victoria)	Year 8	M	1612
Melton (Western Victoria)	Year 9	F	2421
Melton (Western Victoria)	Year 9	M	2692
Melton (Western Victoria)	Year 10	F	5689
Melton (Western Victoria)	Year 10	M	6276
Melton (Western Victoria)	Year 11	F	4402
Melton (Western Victoria)	Year 11	M	4621
Melton (Western Victoria)	Year 12	F	13934
Melton (Western Victoria)	Year 12	M	11401
Mildura (Northern Victoria)	Did not go to school	F	265
Mildura (Northern Victoria)	Did not go to school	M	288
Mildura (Northern Victoria)	Year 8	F	2138
Mildura (Northern Victoria)	Year 8	M	2196
Mildura (Northern Victoria)	Year 9	F	2296
Mildura (Northern Victoria)	Year 9	M	2567
Mildura (Northern Victoria)	Year 10	F	4939
Mildura (Northern Victoria)	Year 10	M	5629
Mildura (Northern Victoria)	Year 11	F	3847
Mildura (Northern Victoria)	Year 11	M	3889
Mildura (Northern Victoria)	Year 12	F	9468
Mildura (Northern Victoria)	Year 12	M	7493
Mill Park (Northern Metropolitan)	Did not go to school	F	403
Mill Park (Northern Metropolitan)	Did not go to school	M	296
Mill Park (Northern Metropolitan)	Year 8	F	2014
Mill Park (Northern Metropolitan)	Year 8	M	1593
Mill Park (Northern Metropolitan)	Year 9	F	1579
Mill Park (Northern Metropolitan)	Year 9	M	1676
Mill Park (Northern Metropolitan)	Year 10	F	3441
Mill Park (Northern Metropolitan)	Year 10	M	3764
Mill Park (Northern Metropolitan)	Year 11	F	3168
Mill Park (Northern Metropolitan)	Year 11	M	3336
Mill Park (Northern Metropolitan)	Year 12	F	15753
Mill Park (Northern Metropolitan)	Year 12	M	14342
Monbulk (Eastern Victoria)	Did not go to school	F	58
Monbulk (Eastern Victoria)	Did not go to school	M	80
Monbulk (Eastern Victoria)	Year 8	F	791
Monbulk (Eastern Victoria)	Year 8	M	736
Monbulk (Eastern Victoria)	Year 9	F	1242
Monbulk (Eastern Victoria)	Year 9	M	1604
Monbulk (Eastern Victoria)	Year 10	F	3247
Monbulk (Eastern Victoria)	Year 10	M	3958
Monbulk (Eastern Victoria)	Year 11	F	3344
Monbulk (Eastern Victoria)	Year 11	M	3698
Monbulk (Eastern Victoria)	Year 12	F	13279
Monbulk (Eastern Victoria)	Year 12	M	11268
Mordialloc (South-Eastern Metropolitan)	Did not go to school	F	171
Mordialloc (South-Eastern Metropolitan)	Did not go to school	M	139
Mordialloc (South-Eastern Metropolitan)	Year 8	F	1259
Mordialloc (South-Eastern Metropolitan)	Year 8	M	871
Mordialloc (South-Eastern Metropolitan)	Year 9	F	1281
Mordialloc (South-Eastern Metropolitan)	Year 9	M	1229
Mordialloc (South-Eastern Metropolitan)	Year 10	F	3196
Mordialloc (South-Eastern Metropolitan)	Year 10	M	3210
Mordialloc (South-Eastern Metropolitan)	Year 11	F	3053
Mordialloc (South-Eastern Metropolitan)	Year 11	M	3248
Mordialloc (South-Eastern Metropolitan)	Year 12	F	15857
Mordialloc (South-Eastern Metropolitan)	Year 12	M	13897
Mornington (Eastern Victoria)	Did not go to school	F	61
Mornington (Eastern Victoria)	Did not go to school	M	52
Mornington (Eastern Victoria)	Year 8	F	1014
Mornington (Eastern Victoria)	Year 8	M	797
Mornington (Eastern Victoria)	Year 9	F	1465
Mornington (Eastern Victoria)	Year 9	M	1407
Mornington (Eastern Victoria)	Year 10	F	3978
Mornington (Eastern Victoria)	Year 10	M	3858
Mornington (Eastern Victoria)	Year 11	F	3660
Mornington (Eastern Victoria)	Year 11	M	3490
Mornington (Eastern Victoria)	Year 12	F	14369
Mornington (Eastern Victoria)	Year 12	M	12139
Morwell (Eastern Victoria)	Did not go to school	F	130
Morwell (Eastern Victoria)	Did not go to school	M	121
Morwell (Eastern Victoria)	Year 8	F	1912
Morwell (Eastern Victoria)	Year 8	M	1737
Morwell (Eastern Victoria)	Year 9	F	2278
Morwell (Eastern Victoria)	Year 9	M	2134
Morwell (Eastern Victoria)	Year 10	F	5004
Morwell (Eastern Victoria)	Year 10	M	5542
Morwell (Eastern Victoria)	Year 11	F	4406
Morwell (Eastern Victoria)	Year 11	M	4680
Morwell (Eastern Victoria)	Year 12	F	10481
Morwell (Eastern Victoria)	Year 12	M	8455
Mount Waverley (Eastern Metropolitan)	Did not go to school	F	266
Mount Waverley (Eastern Metropolitan)	Did not go to school	M	188
Mount Waverley (Eastern Metropolitan)	Year 8	F	1165
Mount Waverley (Eastern Metropolitan)	Year 8	M	838
Mount Waverley (Eastern Metropolitan)	Year 9	F	1058
Mount Waverley (Eastern Metropolitan)	Year 9	M	985
Mount Waverley (Eastern Metropolitan)	Year 10	F	2395
Mount Waverley (Eastern Metropolitan)	Year 10	M	2117
Mount Waverley (Eastern Metropolitan)	Year 11	F	2219
Mount Waverley (Eastern Metropolitan)	Year 11	M	2038
Mount Waverley (Eastern Metropolitan)	Year 12	F	18130
Mount Waverley (Eastern Metropolitan)	Year 12	M	17509
Mulgrave (South-Eastern Metropolitan)	Did not go to school	F	669
Mulgrave (South-Eastern Metropolitan)	Did not go to school	M	459
Mulgrave (South-Eastern Metropolitan)	Year 8	F	2095
Mulgrave (South-Eastern Metropolitan)	Year 8	M	1583
Mulgrave (South-Eastern Metropolitan)	Year 9	F	1255
Mulgrave (South-Eastern Metropolitan)	Year 9	M	1247
Mulgrave (South-Eastern Metropolitan)	Year 10	F	2743
Mulgrave (South-Eastern Metropolitan)	Year 10	M	2704
Mulgrave (South-Eastern Metropolitan)	Year 11	F	2237
Mulgrave (South-Eastern Metropolitan)	Year 11	M	2388
Mulgrave (South-Eastern Metropolitan)	Year 12	F	15568
Mulgrave (South-Eastern Metropolitan)	Year 12	M	15687
Murray Plains (Northern Victoria)	Did not go to school	F	113
Murray Plains (Northern Victoria)	Did not go to school	M	183
Murray Plains (Northern Victoria)	Year 8	F	2005
Murray Plains (Northern Victoria)	Year 8	M	2223
Murray Plains (Northern Victoria)	Year 9	F	2325
Murray Plains (Northern Victoria)	Year 9	M	2825
Murray Plains (Northern Victoria)	Year 10	F	4999
Murray Plains (Northern Victoria)	Year 10	M	5954
Murray Plains (Northern Victoria)	Year 11	F	4539
Murray Plains (Northern Victoria)	Year 11	M	4326
Murray Plains (Northern Victoria)	Year 12	F	8992
Murray Plains (Northern Victoria)	Year 12	M	6562
Narracan (Eastern Victoria)	Did not go to school	F	123
Narracan (Eastern Victoria)	Did not go to school	M	108
Narracan (Eastern Victoria)	Year 8	F	1845
Narracan (Eastern Victoria)	Year 8	M	1818
Narracan (Eastern Victoria)	Year 9	F	2331
Narracan (Eastern Victoria)	Year 9	M	2627
Narracan (Eastern Victoria)	Year 10	F	5117
Narracan (Eastern Victoria)	Year 10	M	6164
Narracan (Eastern Victoria)	Year 11	F	4560
Narracan (Eastern Victoria)	Year 11	M	4492
Narracan (Eastern Victoria)	Year 12	F	11313
Narracan (Eastern Victoria)	Year 12	M	8448
Narre Warren North (South-Eastern Metrop	Did not go to school	F	563
Narre Warren North (South-Eastern Metrop	Did not go to school	M	344
Narre Warren North (South-Eastern Metrop	Year 8	F	1801
Narre Warren North (South-Eastern Metrop	Year 8	M	1426
Narre Warren North (South-Eastern Metrop	Year 9	F	1605
Narre Warren North (South-Eastern Metrop	Year 9	M	1651
Narre Warren North (South-Eastern Metrop	Year 10	F	3664
Narre Warren North (South-Eastern Metrop	Year 10	M	4165
Narre Warren North (South-Eastern Metrop	Year 11	F	3045
Narre Warren North (South-Eastern Metrop	Year 11	M	3417
Narre Warren North (South-Eastern Metrop	Year 12	F	14743
Narre Warren North (South-Eastern Metrop	Year 12	M	13714
Narre Warren South (South-Eastern Metrop	Did not go to school	F	726
Narre Warren South (South-Eastern Metrop	Did not go to school	M	609
Narre Warren South (South-Eastern Metrop	Year 8	F	1501
Narre Warren South (South-Eastern Metrop	Year 8	M	1405
Narre Warren South (South-Eastern Metrop	Year 9	F	1771
Narre Warren South (South-Eastern Metrop	Year 9	M	1880
Narre Warren South (South-Eastern Metrop	Year 10	F	4148
Narre Warren South (South-Eastern Metrop	Year 10	M	4825
Narre Warren South (South-Eastern Metrop	Year 11	F	3539
Narre Warren South (South-Eastern Metrop	Year 11	M	3962
Narre Warren South (South-Eastern Metrop	Year 12	F	17735
Narre Warren South (South-Eastern Metrop	Year 12	M	16270
Nepean (Eastern Victoria)	Did not go to school	F	113
Nepean (Eastern Victoria)	Did not go to school	M	143
Nepean (Eastern Victoria)	Year 8	F	1613
Nepean (Eastern Victoria)	Year 8	M	1294
Nepean (Eastern Victoria)	Year 9	F	1882
Nepean (Eastern Victoria)	Year 9	M	1920
Nepean (Eastern Victoria)	Year 10	F	4433
Nepean (Eastern Victoria)	Year 10	M	4736
Nepean (Eastern Victoria)	Year 11	F	3861
Nepean (Eastern Victoria)	Year 11	M	3701
Nepean (Eastern Victoria)	Year 12	F	11713
Nepean (Eastern Victoria)	Year 12	M	9927
Niddrie (Western Metropolitan)	Did not go to school	F	471
Niddrie (Western Metropolitan)	Did not go to school	M	315
Niddrie (Western Metropolitan)	Year 8	F	2512
Niddrie (Western Metropolitan)	Year 8	M	1809
Niddrie (Western Metropolitan)	Year 9	F	1337
Niddrie (Western Metropolitan)	Year 9	M	1339
Niddrie (Western Metropolitan)	Year 10	F	2948
Niddrie (Western Metropolitan)	Year 10	M	2983
Niddrie (Western Metropolitan)	Year 11	F	2659
Niddrie (Western Metropolitan)	Year 11	M	2950
Niddrie (Western Metropolitan)	Year 12	F	13966
Niddrie (Western Metropolitan)	Year 12	M	12667
Northcote (Northern Metropolitan)	Did not go to school	F	495
Northcote (Northern Metropolitan)	Did not go to school	M	338
Northcote (Northern Metropolitan)	Year 8	F	1939
Northcote (Northern Metropolitan)	Year 8	M	1341
Northcote (Northern Metropolitan)	Year 9	F	755
Northcote (Northern Metropolitan)	Year 9	M	773
Northcote (Northern Metropolitan)	Year 10	F	1496
Northcote (Northern Metropolitan)	Year 10	M	1821
Northcote (Northern Metropolitan)	Year 11	F	1631
Northcote (Northern Metropolitan)	Year 11	M	1862
Northcote (Northern Metropolitan)	Year 12	F	20301
Northcote (Northern Metropolitan)	Year 12	M	17326
Oakleigh (Southern Metropolitan)	Did not go to school	F	399
Oakleigh (Southern Metropolitan)	Did not go to school	M	261
Oakleigh (Southern Metropolitan)	Year 8	F	1761
Oakleigh (Southern Metropolitan)	Year 8	M	1212
Oakleigh (Southern Metropolitan)	Year 9	F	901
Oakleigh (Southern Metropolitan)	Year 9	M	941
Oakleigh (Southern Metropolitan)	Year 10	F	1972
Oakleigh (Southern Metropolitan)	Year 10	M	2074
Oakleigh (Southern Metropolitan)	Year 11	F	1940
Oakleigh (Southern Metropolitan)	Year 11	M	2155
Oakleigh (Southern Metropolitan)	Year 12	F	22433
Oakleigh (Southern Metropolitan)	Year 12	M	21334
Ovens Valley (Northern Victoria)	Did not go to school	F	106
Ovens Valley (Northern Victoria)	Did not go to school	M	103
Ovens Valley (Northern Victoria)	Year 8	F	1671
Ovens Valley (Northern Victoria)	Year 8	M	1774
Ovens Valley (Northern Victoria)	Year 9	F	1849
Ovens Valley (Northern Victoria)	Year 9	M	2210
Ovens Valley (Northern Victoria)	Year 10	F	4568
Ovens Valley (Northern Victoria)	Year 10	M	5163
Ovens Valley (Northern Victoria)	Year 11	F	3876
Ovens Valley (Northern Victoria)	Year 11	M	3804
Ovens Valley (Northern Victoria)	Year 12	F	9363
Ovens Valley (Northern Victoria)	Year 12	M	7058
Pascoe Vale (Northern Metropolitan)	Did not go to school	F	681
Pascoe Vale (Northern Metropolitan)	Did not go to school	M	444
Pascoe Vale (Northern Metropolitan)	Year 8	F	2984
Pascoe Vale (Northern Metropolitan)	Year 8	M	2089
Pascoe Vale (Northern Metropolitan)	Year 9	F	1320
Pascoe Vale (Northern Metropolitan)	Year 9	M	1321
Pascoe Vale (Northern Metropolitan)	Year 10	F	2661
Pascoe Vale (Northern Metropolitan)	Year 10	M	3105
Pascoe Vale (Northern Metropolitan)	Year 11	F	2526
Pascoe Vale (Northern Metropolitan)	Year 11	M	2722
Pascoe Vale (Northern Metropolitan)	Year 12	F	18835
Pascoe Vale (Northern Metropolitan)	Year 12	M	17844
Polwarth (Western Victoria)	Did not go to school	F	100
Polwarth (Western Victoria)	Did not go to school	M	119
Polwarth (Western Victoria)	Year 8	F	1518
Polwarth (Western Victoria)	Year 8	M	1792
Polwarth (Western Victoria)	Year 9	F	1853
Polwarth (Western Victoria)	Year 9	M	2377
Polwarth (Western Victoria)	Year 10	F	3962
Polwarth (Western Victoria)	Year 10	M	5020
Polwarth (Western Victoria)	Year 11	F	4163
Polwarth (Western Victoria)	Year 11	M	4471
Polwarth (Western Victoria)	Year 12	F	10485
Polwarth (Western Victoria)	Year 12	M	8005
Prahran (Southern Metropolitan)	Did not go to school	F	209
Prahran (Southern Metropolitan)	Did not go to school	M	133
Prahran (Southern Metropolitan)	Year 8	F	765
Prahran (Southern Metropolitan)	Year 8	M	591
Prahran (Southern Metropolitan)	Year 9	F	510
Prahran (Southern Metropolitan)	Year 9	M	501
Prahran (Southern Metropolitan)	Year 10	F	1517
Prahran (Southern Metropolitan)	Year 10	M	1613
Prahran (Southern Metropolitan)	Year 11	F	1804
Prahran (Southern Metropolitan)	Year 11	M	1816
Prahran (Southern Metropolitan)	Year 12	F	26256
Prahran (Southern Metropolitan)	Year 12	M	23989
