SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC12727,184,47,3,0,3,232,146,9,4,0,0,166,63,10,6,3,0,75,9,0,0,0,0,9,16,9,0,0,0,28,0,0,0,0,0,5,3,0,0,0,0,4,3,0,0,0,0,3,90,21,7,4,3,130,0,57,0,0,0,54,3,0,0,0,0,10,431,131,12,6,6,590
SSC12728,711,179,232,0,3,1126,603,250,369,0,3,1216,184,136,724,6,7,1051,3,0,42,0,0,45,55,15,97,0,0,167,3,0,3,0,0,4,3,9,3,0,0,19,6,0,6,0,0,17,259,158,874,5,7,1308,5,3,8,0,0,14,32,15,39,0,3,89,1617,605,1513,5,9,3753
SSC12729,11,27,53,0,0,91,17,30,92,0,0,143,9,15,90,0,0,118,0,0,0,0,0,0,3,6,9,0,0,20,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,13,22,109,3,3,143,0,0,4,0,0,4,3,0,8,0,0,11,45,83,261,3,4,390
SSC12730,37,0,0,0,0,37,30,0,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,71
SSC12731,45,0,0,0,0,45,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,97,0,0,0,0,97
SSC12732,91,3,0,0,0,97,68,0,0,0,0,68,37,10,0,0,0,43,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,9,0,0,0,62,3,0,0,0,0,3,9,0,0,0,0,9,225,10,0,0,0,242
SSC12733,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
SSC12734,677,3,17,16,3,714,403,3,7,3,13,430,95,3,32,5,0,134,64,22,23,0,0,105,124,0,8,3,0,135,10,3,3,0,0,18,9,0,3,0,0,8,9,3,0,0,0,10,302,26,65,14,0,408,3,4,4,3,0,15,45,0,11,3,0,62,1439,36,103,34,14,1632
SSC12735,153,18,3,0,0,175,109,4,4,0,0,112,25,21,10,0,0,53,0,0,0,0,0,0,21,6,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,47,23,12,0,0,84,0,0,0,0,0,3,3,3,0,0,3,10,321,50,17,0,4,387
SSC12736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12737,24,0,0,0,0,24,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,50
SSC12738,2015,573,1400,7,8,4004,1373,455,1081,3,12,2919,281,205,2393,28,4,2914,0,0,39,0,0,41,119,69,496,13,0,698,4,0,42,0,0,48,9,0,15,4,0,22,17,0,34,0,3,60,430,279,3021,38,7,3779,16,3,57,0,0,79,65,33,134,0,3,244,3901,1337,5699,53,33,11022
SSC12739,1040,85,4,34,9,1178,960,25,9,0,3,1001,319,86,38,3,3,455,115,40,17,0,0,174,133,22,3,4,0,161,28,22,9,0,0,53,17,0,0,3,8,27,14,0,0,0,0,16,623,180,71,9,11,889,21,5,0,0,0,23,73,8,3,6,9,97,2716,302,83,51,28,3193
SSC12740,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC12741,100,0,0,0,0,103,66,0,0,0,0,72,16,0,0,0,0,17,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,45,0,0,0,0,0,0,5,0,0,0,0,6,210,0,8,0,0,220
SSC12742,17,0,0,0,0,17,12,0,0,0,0,12,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,42,0,0,0,0,41
SSC12743,91,0,0,0,0,97,38,0,0,4,0,38,14,0,4,0,0,15,0,0,0,0,0,3,7,0,0,0,3,14,0,0,0,0,0,0,10,0,0,0,0,12,4,0,0,0,0,8,36,0,5,0,0,45,0,0,0,0,0,0,7,0,0,0,0,7,174,0,6,4,5,192
SSC12744,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC12745,697,8,0,0,0,708,2033,46,0,0,0,2083,399,64,4,0,0,469,41,0,0,0,0,41,80,9,0,0,0,93,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,3,540,71,4,0,0,615,10,0,0,0,0,10,55,3,0,0,0,56,3332,131,3,0,0,3470
SSC12746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12747,30,0,0,3,0,33,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,55,0,0,3,0,57
SSC12748,362,11,3,0,0,375,420,3,0,0,0,422,234,13,13,0,0,264,222,20,14,0,0,257,90,0,6,0,0,101,6,10,16,0,0,29,15,0,0,0,0,15,9,0,3,0,0,14,575,46,55,0,0,677,0,0,0,0,0,0,50,8,0,0,0,54,1406,68,60,3,0,1533
SSC12749,46,0,0,4,0,48,23,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,3,16,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,9,0,96
SSC12750,793,26,3,0,0,824,1061,34,0,0,0,1098,179,14,0,3,3,207,7,0,0,0,0,7,72,7,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,266,28,0,3,3,301,3,0,0,0,0,3,27,3,0,0,3,33,2149,88,7,0,10,2257
SSC12751,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC12752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12753,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC12754,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC12755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC12756,701,134,76,0,0,912,798,493,175,0,4,1472,423,564,783,4,8,1789,5,65,86,0,0,159,165,70,67,5,0,310,20,3,22,0,0,54,31,10,5,0,0,48,8,4,7,0,0,23,655,725,979,14,7,2380,8,4,3,0,0,17,73,44,44,0,0,158,2231,1400,1274,18,14,4936
SSC12757,22,0,0,0,0,22,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,50,0,0,0,0,50
SSC12758,29,0,0,0,0,27,45,0,0,0,0,42,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,76
SSC12759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12760,19,0,0,0,0,20,14,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42
SSC12761,52,0,0,0,0,52,29,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,5,109,0,0,0,0,109
SSC12762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC12763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC12764,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC12765,73,0,0,0,0,73,106,0,0,0,0,106,10,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,201,0,0,0,0,203
SSC12766,395,115,0,0,0,509,416,30,3,0,3,455,79,50,35,0,0,171,10,34,18,0,0,64,46,19,3,0,0,69,3,14,0,0,0,11,4,3,0,0,0,6,6,0,0,0,0,4,148,120,57,3,0,330,15,18,0,0,0,34,23,5,3,0,0,30,993,292,65,7,3,1361
SSC12767,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7
SSC12768,232,0,0,0,0,237,213,3,0,0,0,218,32,3,24,0,0,59,0,0,0,0,0,0,16,3,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,7,31,0,0,92,3,0,0,0,0,3,5,0,0,0,0,5,505,9,30,3,0,551
SSC12769,152,0,0,0,0,156,144,0,0,0,3,153,11,0,0,0,0,11,0,0,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,319,3,0,0,6,332
SSC12770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12771,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10
SSC12772,198,3,0,0,0,204,250,11,0,0,0,260,31,6,0,0,0,46,0,5,0,0,0,9,26,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,17,0,0,4,80,0,0,0,0,0,3,8,0,0,0,3,12,518,32,0,0,8,555
SSC12773,12,0,0,0,0,12,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SSC12774,112,12,0,0,0,122,83,26,0,0,0,110,15,3,0,0,0,19,52,0,0,0,0,52,18,4,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,90,7,0,0,0,94,0,0,0,0,0,0,18,0,0,0,0,19,302,44,0,0,0,346
SSC12775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12776,11,0,0,0,0,11,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC12777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12778,19,0,0,3,0,22,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,3,0,36
SSC12779,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC12780,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC12781,27,0,0,0,0,27,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,57
SSC12782,260,8,0,0,0,271,205,3,0,0,0,204,32,3,6,0,0,47,0,0,0,0,0,0,10,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,49,8,12,0,0,72,0,0,0,0,0,0,9,0,0,0,0,9,527,16,10,0,3,555
SSC12783,19,0,0,0,0,19,12,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35
SSC12784,209,0,0,0,0,215,200,0,0,0,0,200,25,0,4,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,4,0,0,34,0,0,0,0,0,0,5,0,0,0,0,5,451,0,5,0,0,457
SSC12785,848,25,0,0,0,874,966,43,11,0,0,1017,352,38,11,0,4,405,108,159,35,0,0,294,131,10,3,0,0,151,4,11,0,0,0,15,23,0,0,0,0,23,15,0,0,0,0,14,625,212,50,6,5,895,13,3,0,0,0,20,85,8,3,0,3,103,2539,293,64,7,6,2909
SSC12786,47,0,0,0,0,47,54,0,0,0,0,55,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,112,0,0,0,0,117
SSC12787,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC12788,415,0,0,0,0,415,481,0,0,0,0,488,74,3,0,0,0,80,3,0,0,0,0,3,27,0,0,0,0,27,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,112,3,0,0,0,118,4,0,0,0,0,4,11,0,0,0,0,11,1029,5,0,0,0,1040
SSC12789,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC12790,19,0,0,0,0,17,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,39
SSC12791,151,8,0,0,0,158,220,11,0,0,0,234,37,3,3,0,0,46,57,12,0,0,0,70,15,3,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,116,18,8,0,0,142,0,0,0,0,0,4,9,0,0,0,0,13,502,39,10,0,0,551
SSC12792,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC12793,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,10
SSC12794,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC12795,14,0,0,0,0,14,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
SSC12796,143,0,0,0,0,143,134,0,3,0,0,137,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,9,295,0,4,0,0,301
SSC12797,153,0,0,0,0,157,143,0,0,0,0,145,48,0,0,0,0,48,0,0,0,0,0,0,28,0,0,0,0,26,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,85,0,0,0,0,90,0,0,0,0,0,0,5,0,0,0,0,5,387,0,0,0,0,396
SSC12798,18,0,0,0,0,20,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0,37
SSC12799,64,0,0,0,0,64,47,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,7,118,0,0,0,0,119
SSC12800,10,0,0,5,0,18,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,4,0,0,10,0,17,0,0,0,0,0,0,4,0,0,0,0,5,24,0,0,20,4,47
SSC12801,697,3,0,0,0,703,503,3,0,0,0,506,165,5,0,0,0,167,164,10,9,0,0,184,69,7,0,0,0,76,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,6,413,23,10,0,3,449,4,0,0,0,0,10,34,0,0,0,0,31,1648,30,11,0,3,1697
SSC12802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12803,23,0,0,7,0,35,4,0,0,3,0,6,6,0,14,0,0,18,0,0,0,0,0,0,6,0,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,3,18,0,14,3,0,39,0,0,0,0,0,0,0,0,0,3,0,5,47,0,14,20,3,83
SSC12804,22,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,33,0,0,0,0,33
SSC12805,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC12806,21,0,0,0,0,21,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
SSC12807,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC12808,25,0,0,0,0,25,23,0,0,0,0,23,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,60,3,0,0,0,63
SSC12809,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,26
