SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC10504,52,1257,512,100,1187,0.7,1062,2.2
SSC10505,0,0,0,0,0,0,0,0
SSC10506,42,1083,687,200,1375,0.9,1125,2.4
SSC10507,39,1430,534,0,1149,1,1196,2.7
SSC10508,52,0,483,120,850,0.6,762,2.1
SSC10509,42,2100,762,130,2150,0.6,1562,2.6
SSC10510,0,0,0,0,0,0,0,0
SSC10511,45,2708,900,240,1968,0.6,1899,2.7
SSC10512,44,644,494,150,1181,0.7,1034,2.4
SSC10513,44,2169,778,180,2118,0.8,1983,2.7
SSC10514,42,2509,739,0,2100,0.8,2049,3.3
SSC10515,39,2000,481,440,1513,1,1511,3.4
SSC10516,44,1133,450,200,1125,0.8,1024,2.8
SSC10517,36,2600,900,520,2290,1.1,2028,2.8
SSC10518,37,1617,762,115,1792,0.9,1374,2.4
SSC10519,42,0,333,0,1125,0,687,1
SSC10520,52,0,0,0,0,0,0,0
SSC10521,32,0,525,0,1625,1,1812,3
SSC10522,34,910,749,150,1635,0.8,1311,2.5
SSC10523,34,1820,860,350,2110,0.7,1912,2.7
SSC10524,46,2167,725,220,1791,0.7,1104,2.3
SSC10525,40,2000,833,0,1666,0.5,1542,1.8
SSC10526,34,1863,744,400,1908,0.9,1797,3.2
SSC10527,41,1748,715,0,1906,0.8,1792,3
SSC10528,35,2000,758,390,1915,0.8,1724,2.9
SSC10529,40,1375,442,167,1096,0.8,787,2.4
SSC10530,46,0,325,0,1166,0.6,1062,1.6
SSC10531,50,1200,529,0,1196,0.7,1073,2.3
SSC10532,48,1750,394,175,949,0.7,900,2.2
SSC10533,30,0,725,0,0,0,1749,0
SSC10534,48,2000,900,0,1812,0.7,1666,2.5
SSC10535,45,1517,714,200,1625,0.7,1389,2.3
SSC10536,52,1950,655,400,1628,0.7,1299,2.3
SSC10537,45,997,440,210,907,0.8,742,2.3
SSC10538,0,0,0,0,0,0,0,0
SSC10539,42,2167,678,500,1865,0.8,1760,3.1
SSC10540,52,740,524,0,1166,0.6,1156,1.9
SSC10541,43,1907,575,260,1583,0.7,1194,2.9
SSC10542,63,1733,472,175,1031,0.8,833,1.9
SSC10543,35,1733,615,360,1510,0.8,1373,2.8
SSC10544,50,1300,697,0,1416,0.6,1333,2.3
SSC10545,33,1950,735,430,1857,0.7,1708,2.8
SSC10546,68,0,518,0,1399,1,575,1.4
SSC10547,46,1700,605,278,1527,0.8,1091,2.3
SSC10548,48,2090,716,150,2130,0.7,2028,2.9
SSC10549,39,1915,675,300,2017,0.8,1678,2.7
SSC10550,50,1733,493,260,1542,0.8,1446,2.6
SSC10551,28,0,412,0,1374,0.8,749,1.7
SSC10552,44,1517,471,285,1138,0.8,933,2.6
SSC10553,51,1624,425,320,1124,0.8,850,2.6
SSC10554,48,2123,556,70,2187,0.7,1125,2.3
SSC10555,40,1571,662,0,2062,0.7,1624,2.6
SSC10556,50,0,474,0,1375,1.1,1187,2.3
SSC10557,41,2700,1119,680,2536,1.1,2175,2.2
SSC10558,41,0,575,0,0,1,0,0
SSC10559,43,1733,756,250,2021,0.8,1681,2.7
SSC10560,54,1517,384,0,762,0.6,787,2.5
SSC10561,44,566,553,144,1350,0.8,1300,2.6
SSC10562,52,0,349,0,887,0.8,725,1.4
SSC10563,32,437,443,90,937,0.9,923,2.6
SSC10564,54,1200,602,215,1437,0.7,1281,2.3
SSC10565,38,0,687,0,0,0,0,0
SSC10566,47,938,458,0,875,0.6,714,2
SSC10567,36,2292,768,351,2125,0.8,2062,2.8
SSC10568,44,1300,553,270,1531,0.8,1323,2.5
SSC10569,40,2167,706,435,1712,1,1367,2.3
SSC10570,46,1827,624,348,1600,0.8,1333,2.6
SSC10571,0,0,0,0,0,0,0,0
SSC10572,55,1138,417,0,774,0.6,754,2.6
SSC10573,66,0,425,0,1125,0.8,1125,2.2
SSC10574,0,0,0,0,0,0,0,0
SSC10575,39,2167,610,400,1738,0.9,1700,3.4
SSC10576,33,889,450,0,1124,0.6,866,2.4
SSC10577,42,1650,656,260,1687,0.9,1625,2.8
SSC10578,35,1712,675,330,1493,0.9,1288,2.2
SSC10579,44,1517,582,200,1354,0.8,1275,2.7
SSC10580,48,1300,502,250,1196,0.9,945,2.2
SSC10581,37,2420,725,0,1312,0.8,1312,2
SSC10582,42,0,725,0,1624,0.6,1624,3
SSC10583,41,1376,544,230,1343,0.8,1196,2.6
SSC10584,41,697,543,100,1428,0.8,1050,2.5
SSC10585,26,0,537,0,762,1.3,725,3.1
SSC10586,44,2167,556,200,1166,0.7,1041,2
SSC10587,53,0,274,0,0,0,0,1
SSC10588,62,953,725,0,1625,0.7,1125,1.8
SSC10589,55,1083,494,150,1242,0.8,977,2.2
SSC10590,40,1734,525,350,1841,0.9,1662,2.7
SSC10591,47,1326,627,395,1625,0.9,1395,2.3
SSC10592,45,953,528,189,1282,0.7,968,2.2
SSC10593,45,1943,725,225,1875,0.8,1625,2.6
SSC10594,37,3500,1261,620,3397,1,2671,2.6
SSC10595,40,0,725,0,1375,1.2,3625,5
SSC10596,47,1733,560,103,1699,0.9,1399,2.4
SSC10597,58,1127,624,125,1343,0.6,850,1.8
SSC10598,47,2000,795,300,2113,0.8,1875,2.7
SSC10599,48,2167,770,425,2069,0.9,1631,2.5
SSC10600,17,0,225,0,0,0,0,0
SSC10601,35,2200,910,500,2232,1.2,1822,2.3
SSC10602,47,2000,612,0,2124,1,2124,2
SSC10603,61,1733,420,230,924,0.8,703,1.9
SSC10604,35,0,1062,0,0,0.8,0,3.4
SSC10605,50,1791,724,450,1625,0.8,1625,2.7
SSC10606,59,1517,700,0,1874,0.6,1541,2.3
SSC10607,48,2492,959,265,2125,0.8,1875,2.7
SSC10608,51,1517,587,270,1346,0.7,1002,2.2
SSC10609,32,2373,537,390,2468,0.8,2299,3
SSC10610,37,1560,782,155,2107,1,1974,2.7
SSC10611,57,0,724,0,1999,1.3,1749,2.9
SSC10612,50,1649,525,265,1259,0.8,875,2
SSC10613,43,1717,869,0,2274,0.7,2200,2.9
SSC10614,42,1517,537,0,1375,1.2,1374,5.3
SSC10615,49,1100,575,0,1374,0.7,1124,1.5
SSC10616,0,0,0,0,0,0,0,0
SSC10617,43,0,680,150,1375,0.9,1187,2.2
SSC10618,35,784,522,170,1281,0.7,850,2.5
SSC10619,32,0,833,0,1416,0.5,1687,1.6
SSC10620,47,1875,620,236,1775,0.9,1281,2.6
SSC10621,50,1733,530,310,1173,0.8,844,2
SSC10622,56,1500,431,225,977,0.7,918,2
SSC10623,46,0,899,0,1999,0.6,1437,2
SSC10624,0,0,0,0,0,0,0,0
SSC10625,43,1950,575,333,1408,0.9,1261,2.9
SSC10626,54,1625,457,0,875,0.7,774,1.8
SSC10627,55,0,450,0,1249,0.5,900,0
SSC10628,41,2084,617,200,1874,0.8,1812,2.9
SSC10629,45,1733,643,160,1403,0.8,1363,2.4
SSC10630,49,1733,532,275,1416,0.6,1312,2.3
SSC10631,43,0,374,0,0,0,0,1
SSC10632,69,0,665,0,1524,0.8,762,2
SSC10633,41,0,675,0,1375,0.8,1375,2
SSC10634,45,1850,575,230,1416,0.9,1321,2.3
SSC10635,46,1450,430,210,1125,0.8,959,2.3
SSC10636,62,0,474,0,0,0.7,1125,1.5
SSC10637,47,0,1036,0,2416,0.7,2416,2.6
SSC10638,61,0,487,0,1375,0.7,725,1.4
SSC10639,0,0,0,0,0,0,0,0
SSC10640,0,0,0,0,0,0,0,0
SSC10641,46,1950,568,280,1916,0.6,1687,2.6
SSC10642,45,1517,560,300,1286,0.8,1029,2.3
SSC10643,0,0,0,0,0,0,0,0
SSC10644,59,2188,464,0,1437,0.7,933,1.8
SSC10645,44,1591,528,330,1321,0.8,1104,2.5
SSC10646,52,1300,462,0,1031,0.8,664,2
SSC10647,0,0,0,0,0,0,0,0
SSC10648,34,1083,575,85,1343,0.7,1125,2.8
SSC10649,53,1121,450,220,996,0.8,780,2.2
SSC10650,0,0,0,0,0,0,0,0
SSC10651,41,1733,548,325,1562,0.8,1553,3
SSC10652,70,0,450,0,0,1,0,1
SSC10653,42,0,225,0,0,0,0,2
SSC10654,32,0,0,0,0,0,0,0
SSC10655,41,867,687,90,1375,1,1375,2.8
SSC10656,43,1760,618,350,1560,0.8,1389,2.4
SSC10657,31,0,754,0,1583,0.7,1687,3.4
SSC10658,49,0,881,10,1843,0.6,1424,2.1
SSC10659,48,0,492,0,1375,0.4,780,1.5
SSC10660,48,1452,395,0,1042,1.1,1125,3.6
SSC10661,55,0,356,0,725,0.8,466,1.7
SSC10662,38,2288,765,318,2266,0.9,1896,2.8
SSC10663,50,1965,587,100,1562,0.6,1125,2.5
SSC10664,40,2000,575,0,1875,1,1375,3.2
SSC10665,44,0,774,0,1749,0,900,4
SSC10666,54,1203,444,0,1083,0.8,966,2
SSC10667,44,2838,1125,0,0,1,2124,0
SSC10668,54,1200,459,285,900,0.8,816,2
SSC10669,50,0,372,33,537,1.2,478,1.6
SSC10670,56,1592,582,324,1382,0.7,1107,2.2
SSC10671,47,797,424,150,918,0.8,773,2.4
SSC10672,48,2365,739,438,1908,0.8,1614,2.5
SSC10673,48,0,762,0,1749,0.6,1375,2.8
SSC10674,50,250,687,0,2124,0.7,1875,1.6
SSC10675,64,1863,710,0,1875,0.7,1375,1.8
SSC10676,49,1300,394,0,833,0.7,732,2.3
SSC10677,36,0,2500,0,0,0,0,0
SSC10678,38,1391,417,0,933,0.7,924,2.3
SSC10679,0,0,0,0,0,0,0,0
SSC10680,57,1650,556,200,1468,0.5,1350,2.4
SSC10681,50,0,433,0,1812,0.6,1024,1.5
SSC10682,31,2800,970,593,2441,0.9,2560,3.8
SSC10683,50,770,459,75,1042,0.8,843,2
SSC10684,38,2383,1096,450,2710,0.8,2514,2.9
SSC10685,49,1560,544,220,1140,0.7,1025,2.3
SSC10686,50,900,850,160,2111,0.8,1791,2.8
SSC10687,49,1002,478,205,1125,0.7,941,2.2
SSC10688,45,1000,520,0,1281,0.7,1160,2.7
SSC10689,49,0,450,0,974,1,833,2.6
SSC10690,53,1200,439,160,966,0.8,949,2.3
SSC10691,49,1950,664,0,1406,0.6,1089,2.4
SSC10692,54,299,492,25,1625,0.6,1374,2
SSC10693,37,1734,624,163,1416,0.8,1375,2.8
SSC10694,27,0,407,140,1062,1.1,1062,3.7
SSC10695,35,0,1021,0,2333,0.7,2187,1.6
SSC10696,38,1235,593,190,1389,0.8,1149,2.4
SSC10697,46,2600,1059,340,2690,0.8,2550,2.8
SSC10698,42,1317,562,250,1062,0.7,1156,2.3
SSC10699,51,1195,602,100,1375,0.6,933,2
SSC10700,44,650,661,0,1812,0.5,1312,2.4
SSC10701,59,2600,716,475,1964,0.6,1733,2.5
SSC10702,37,1023,550,50,1125,0.8,900,2.1
SSC10703,56,850,364,0,900,0.7,687,1.8
SSC10704,31,0,824,0,2249,1,1375,4
SSC10705,43,3033,1014,510,3111,0.8,2860,3.1
SSC10706,45,1300,585,200,1525,0.7,936,2.3
SSC10707,54,0,379,200,687,0.8,524,1.8
SSC10708,51,2759,796,400,2071,0.7,1375,2.3
SSC10709,54,1300,551,290,1446,0.6,1031,2.2
SSC10710,43,498,512,9,1194,0.8,1014,2.4
SSC10711,50,1560,630,0,1875,0.7,1312,2.6
SSC10712,52,1400,480,270,1092,0.7,864,2.2
SSC10713,44,1517,512,290,1325,0.8,1165,2.5
SSC10714,51,0,424,0,1062,0.6,962,2
SSC10715,43,719,515,0,1375,0.7,1325,2.6
SSC10716,46,1300,641,150,1575,0.7,1224,2.4
SSC10717,41,2000,752,100,1833,0.8,1906,3.1
SSC10718,30,2167,478,520,1498,1.2,1398,2.8
SSC10719,38,2500,621,530,2059,1,1863,3.1
SSC10720,32,1733,427,268,1117,1,1026,3.3
SSC10721,57,0,425,0,1708,0.7,724,1.4
SSC10722,45,0,350,320,724,1,724,3
SSC10723,42,1961,669,340,1799,0.7,1435,2.6
SSC10724,34,1517,875,0,2750,0.9,2249,2.8
SSC10725,46,2669,682,0,2150,0.8,2349,2.9
SSC10726,33,1950,722,363,1884,0.9,1787,3.1
SSC10727,45,1333,550,200,1517,0.9,1454,2.8
SSC10728,0,0,0,0,0,0,0,0
SSC10729,50,1300,384,350,1042,0.8,1104,2.3
SSC10730,56,0,724,0,1874,0.5,1562,2
SSC10731,52,2000,916,0,2124,0.6,1875,2.3
SSC10732,50,0,518,0,1562,0.5,833,2.2
SSC10733,42,2000,621,460,1469,0.8,1197,2.2
SSC10734,52,1101,393,225,1041,1,737,2.2
SSC10735,45,2426,1061,340,2756,0.8,2450,2.8
SSC10736,48,3000,1019,850,2727,0.8,2559,2.7
SSC10737,40,1733,687,363,1125,1,1083,2.2
SSC10738,26,0,431,115,833,0.8,833,4.3
SSC10739,62,0,449,0,0,0,0,0
SSC10740,36,1371,397,310,986,1.2,968,3.1
SSC10741,35,1768,409,350,1147,1,1189,3.5
SSC10742,40,0,1416,0,0,0,0,0
SSC10743,30,2600,645,500,2264,0.8,2190,3.1
SSC10744,55,0,466,0,1024,0.7,900,2
SSC10745,0,0,0,0,0,0,0,0
SSC10746,53,0,410,270,933,0.7,743,1.7
SSC10747,21,0,350,0,0,0,0,0
SSC10748,34,1650,722,330,1710,0.7,1520,2.7
SSC10749,55,0,450,0,0,0.3,700,1
SSC10750,44,2587,792,250,1875,0.9,1895,3
SSC10751,30,0,474,0,1312,0.5,1042,2.3
SSC10752,39,2820,596,345,1375,1,1562,2.5
SSC10753,23,0,333,0,0,0,0,0
SSC10754,47,0,725,0,2036,0.7,1666,2.2
SSC10755,20,0,169,0,0,0,0,0
SSC10756,57,0,0,0,0,0,0,0
SSC10757,48,1517,499,330,1203,0.7,1024,2.5
SSC10758,53,1509,470,330,1012,0.7,897,2.3
SSC10759,37,1192,612,135,1624,0.9,1041,2.5
SSC10760,42,0,749,100,1446,0.9,1392,2.8
SSC10761,0,0,0,0,0,0,0,0
SSC10762,37,0,591,200,1333,0.6,1375,2.5
SSC10763,49,2334,733,350,2318,0.7,1937,2.6
SSC10764,39,1733,687,420,2040,0.8,1875,2.9
SSC10765,61,0,384,0,780,0.6,687,1.7
SSC10766,56,0,464,0,1624,0.7,1458,1.9
SSC10767,35,1907,750,379,1905,0.8,1766,2.9
SSC10768,35,1749,680,360,1559,0.8,1429,2.7
SSC10769,0,0,0,0,0,0,0,0
SSC10770,42,2123,721,380,1858,0.8,1379,2.3
SSC10771,55,1441,505,340,1050,0.6,900,2.1
SSC10772,34,2420,967,570,2803,0.8,2776,3.5
SSC10773,37,2167,766,430,1997,0.8,1812,2.8
SSC10774,0,0,0,0,0,0,0,0
SSC10775,32,2167,800,470,2136,0.8,2103,3.2
SSC10776,39,0,377,0,725,0.5,739,2.4
SSC10777,57,1473,359,0,1024,0.7,649,1.9
SSC10778,38,2670,1385,580,3318,1,2361,2.2
SSC10779,50,0,537,0,575,0,624,2
SSC10780,35,1733,589,360,1455,0.9,1206,2.4
SSC10781,29,2516,889,500,2819,1.2,1796,1.8
SSC10782,34,1742,486,395,1274,1.3,1239,2.9
SSC10783,50,2167,575,351,1333,0.8,1124,2.3
SSC10784,47,1400,675,320,1724,0.8,1524,2.3
SSC10785,41,2500,819,500,2266,0.9,1989,2.6
SSC10786,45,0,399,0,0,1,0,0
SSC10787,52,0,392,0,1125,0.5,1124,2.5
SSC10788,47,1200,537,220,1231,0.8,1029,2.2
SSC10789,47,1387,537,0,1375,1.4,1375,2.5
SSC10790,40,1795,699,213,1808,0.8,1645,2.9
SSC10791,35,1733,426,370,1226,1.1,1260,3.5
SSC10792,36,1517,396,320,1114,1.1,1053,3.2
SSC10793,46,1600,884,250,2116,0.8,1875,2.7
SSC10794,41,2145,749,278,1937,0.9,1937,2.7
SSC10795,32,0,1071,0,2750,0.5,2250,2
SSC10796,46,1083,532,180,1308,0.7,920,2.3
SSC10797,35,2167,666,450,1627,1.1,1503,2.6
SSC10798,60,1517,456,280,874,0.8,673,1.8
SSC10799,47,2115,629,200,1562,0.7,1312,2.6
SSC10800,53,1500,414,0,1042,0.7,1031,2.2
SSC10801,54,0,366,0,0,0,649,0
SSC10802,49,830,437,150,871,0.7,756,2
SSC10803,0,0,0,0,0,0,0,0
SSC10804,38,1417,827,285,1932,0.8,1388,2.2
SSC10805,56,2167,489,0,1312,0.6,900,1.6
SSC10806,41,433,619,0,1424,0.8,1286,2.9
SSC10807,56,0,383,0,849,0.6,833,2.3
SSC10808,56,1257,454,115,1286,0.6,833,2.3
SSC10809,37,1690,623,340,1504,0.8,1231,2.4
SSC10810,46,1777,644,360,1977,0.7,1468,2.4
SSC10811,38,1733,654,345,1680,0.8,1386,2.5
SSC10812,56,1977,554,280,1554,0.7,1206,2
SSC10813,38,1500,652,155,1866,0.8,1433,2.6
SSC10814,44,0,602,0,1339,0.7,1031,2.2
SSC10815,37,2208,815,430,2085,0.9,1568,2.3
SSC10816,42,3000,811,620,2541,0.8,2180,2.9
SSC10817,33,1480,725,0,2125,1,2166,0
SSC10818,39,2167,648,510,1925,1,1833,3.1
SSC10819,36,2024,628,440,1714,1.1,1600,2.9
SSC10820,31,2635,848,560,2281,0.9,2309,3.5
SSC10821,55,0,474,0,0,0,0,0
SSC10822,47,2084,588,295,1312,0.9,1281,2.9
SSC10823,40,439,458,126,1089,0.8,939,2.6
SSC10824,38,0,0,0,0,0,0,0
SSC10825,0,0,0,0,0,0,0,0
SSC10826,37,1335,452,290,1085,1.1,926,2.7
SSC10827,36,195,739,0,1286,0.7,1261,2.4
SSC10828,47,2051,735,200,2083,0.7,1542,2.4
SSC10829,55,867,450,0,762,0.6,687,1.6
SSC10830,35,1733,743,360,1870,0.8,1402,2.1
SSC10831,64,0,545,0,1125,0.7,612,2.1
SSC10832,38,1150,578,160,1305,1,1196,2.6
SSC10833,48,0,537,0,1749,0,725,2.3
SSC10834,45,1365,509,240,1333,0.8,1199,2.6
SSC10835,46,0,687,0,0,0,0,0
SSC10836,48,0,574,0,900,0.6,949,2
SSC10837,45,2913,708,212,2333,0.8,1779,2.9
SSC10838,37,1729,406,168,989,1,740,2.6
SSC10839,42,1517,747,305,2045,1,1625,2.9
SSC10840,45,0,575,0,1374,0,1875,2.5
SSC10841,45,2600,1080,350,2793,0.8,2630,2.9
SSC10842,65,0,424,0,0,0,0,0
SSC10843,42,1257,487,240,1137,0.8,875,2.3
SSC10844,42,769,550,45,1205,0.8,1101,2.3
SSC10845,44,3113,978,923,3162,0.8,2797,3
SSC10846,47,1600,725,335,1687,0.7,1625,2.7
SSC10847,40,2500,787,555,2410,0.8,2219,3
SSC10848,43,2041,712,230,1792,0.8,1781,2.7
SSC10849,43,3991,1262,950,4024,0.8,3799,3.1
SSC10850,40,2400,728,360,2066,0.8,1910,3.3
SSC10851,36,2362,866,460,2102,0.9,1913,2.9
SSC10852,34,2167,584,420,1714,0.9,1584,3.2
SSC10853,53,1300,503,280,1155,0.7,921,2.2
SSC10854,67,0,374,0,0,0,0,0
SSC10855,51,1500,517,100,1531,0.8,1125,2.6
SSC10856,38,2600,613,380,1831,0.9,1799,3.5
SSC10857,49,2167,703,315,1713,0.7,1416,2.5
SSC10858,32,0,875,0,1187,0.8,1187,2
SSC10859,41,2383,793,470,2318,0.8,2013,3.1
SSC10860,30,0,724,0,1312,0.4,1125,1.4
SSC10861,42,0,900,250,1958,0.7,1624,2.7
SSC10862,46,1950,597,360,1652,0.7,1407,2.7
SSC10863,46,2600,811,260,2341,0.7,2109,3
SSC10864,54,1300,417,245,1083,0.7,738,2.1
SSC10865,35,2167,672,500,2079,0.9,2137,3.7
SSC10866,39,2550,700,370,1916,0.8,2011,3.5
SSC10867,45,2600,718,150,2541,0.9,1458,2.5
SSC10868,44,0,562,0,1874,1.5,1125,2
SSC10869,44,0,450,0,0,0,0,0
SSC10870,55,1300,510,190,1239,0.7,1083,2.4
SSC10871,51,1463,575,280,1452,0.7,1357,2.6
SSC10872,0,0,0,0,0,0,0,0
SSC10873,35,2167,1268,505,2830,1.1,2010,2
SSC10874,46,2400,675,0,2624,1.3,2249,2
SSC10875,51,2422,589,0,1875,0.9,1437,2.2
SSC10876,45,2184,654,300,1921,0.8,1775,3
SSC10877,57,1420,545,200,1138,0.7,909,2
SSC10878,38,1473,488,280,1227,0.8,990,2.4
SSC10879,0,0,0,0,0,0,0,0
SSC10880,56,1517,473,320,1111,0.7,844,2.2
SSC10881,51,2204,840,0,1187,0.7,949,1.6
SSC10882,51,592,464,0,1333,0.6,1062,1.9
SSC10883,45,650,374,150,762,0.7,716,2.1
SSC10884,20,0,198,0,0,0,0,0
SSC10885,38,1863,680,350,1751,0.8,1424,2.5
SSC10886,53,1300,474,0,966,0.6,725,1.8
SSC10887,46,1500,479,305,1142,0.8,1192,2.5
SSC10888,25,0,860,0,0,0,0,0
SSC10889,37,1517,544,340,1356,0.9,1194,2.7
SSC10890,63,0,774,0,1875,0.6,1187,1.6
SSC10891,49,1550,734,114,1825,0.7,1850,2.9
SSC10892,34,2500,737,600,2099,1.2,1881,2.6
SSC10893,43,3000,863,700,2750,0.8,2533,3
SSC10894,49,1645,547,255,1341,0.7,1260,2.5
SSC10895,45,2350,892,460,2100,0.7,1562,2.2
SSC10896,43,3000,926,670,3279,0.8,3170,3.2
SSC10897,55,921,466,0,1062,0.7,966,2.4
SSC10898,42,2500,768,650,2599,0.8,2443,3.2
SSC10899,35,2000,452,330,1294,1.1,1125,3.1
SSC10900,45,0,574,0,933,0,933,3
SSC10901,42,2600,701,237,2225,0.9,1816,2.9
SSC10902,4,0,0,0,0,0,0,0
SSC10903,46,1300,588,370,1825,0.7,1666,2.8
SSC10904,50,1560,480,320,1020,0.8,850,2.3
SSC10905,60,1733,443,211,913,1,664,1.8
SSC10906,51,1257,575,0,1624,0,1791,3
SSC10907,26,2167,540,572,1852,1.3,1250,2
SSC10908,38,2167,690,450,1929,0.8,1773,3
SSC10909,31,2332,931,463,2306,0.8,2295,3.1
SSC10910,38,2600,1263,600,2663,1,2220,2.2
SSC10911,41,1733,609,340,1613,0.8,1443,2.8
SSC10912,41,1871,660,370,1962,0.8,1603,2.8
SSC10913,56,0,462,0,899,0.8,575,2.3
SSC10914,0,0,0,0,0,0,0,0
SSC10915,51,3033,1041,775,2951,0.7,2590,2.6
SSC10916,45,1300,425,200,1275,0.8,900,2.4
SSC10917,41,0,916,0,0,0,0,3.5
SSC10918,31,2100,802,400,2136,0.9,2075,3.2
SSC10919,51,2167,615,0,1839,0.6,1187,2.4
SSC10920,42,1733,637,280,1718,0.9,1578,2.7
SSC10921,40,2687,751,350,1562,0.8,1625,3.3
SSC10922,49,1604,603,250,1812,0.7,1465,2.7
SSC10923,54,3033,1099,650,2864,0.7,2510,2.5
SSC10924,23,0,380,199,758,1,698,3.3
SSC10925,48,2167,787,0,2049,0.7,1812,2.6
SSC10926,45,1800,1187,0,3125,0.7,1625,2.6
SSC10927,50,0,350,0,0,0,0,2
SSC10928,43,2250,511,228,1785,1,1508,2.9
SSC10929,37,1733,632,75,1812,0.9,1600,3.2
SSC10930,47,0,900,165,2374,1,2374,1
SSC10931,49,1463,833,0,0,0.6,1312,1.9
SSC10932,24,1636,638,380,1546,0.9,1542,3.4
SSC10933,42,3900,1041,0,1625,0.8,1562,1.8
SSC10934,44,2167,802,450,2156,0.7,2132,2.9
SSC10935,44,4333,1140,1200,3985,0.8,3744,3.2
SSC10936,42,2335,714,340,2022,0.9,1968,3
SSC10937,22,0,900,0,0,0,0,0
SSC10938,37,3683,1293,630,3416,1,2768,2.5
SSC10939,44,1733,643,395,1554,0.8,1383,2.6
SSC10940,48,1517,525,225,1270,0.7,1125,2.5
SSC10941,56,0,350,0,0,0,0,0
SSC10942,41,1991,769,75,2250,0.7,2124,3
SSC10943,50,2000,767,375,2110,0.7,1801,2.5
SSC10944,47,2824,892,460,2687,0.8,2333,2.8
SSC10945,48,916,667,220,1812,0.7,900,2.9
SSC10946,61,0,1024,0,0,0.6,0,2
SSC10947,41,1820,685,260,1578,0.8,1612,3.2
SSC10948,43,1400,450,0,1374,0.7,1125,2.6
SSC10949,35,1300,755,170,2070,0.8,1650,2.4
SSC10950,50,1058,459,0,575,0.5,762,1.5
SSC10951,53,989,443,200,1064,0.8,760,2.2
SSC10952,54,0,474,0,1375,0.9,1187,2
SSC10953,36,400,662,0,1343,0.7,1187,2.5
SSC10954,39,2641,838,500,2230,0.8,2100,3
SSC10955,38,0,537,0,1312,0.7,1187,2.4
SSC10956,36,0,425,0,1625,1,1625,3.5
SSC10957,44,1733,515,155,1625,1,1375,2.8
SSC10958,49,984,469,210,1097,0.8,782,2.4
SSC10959,43,1555,554,295,1293,0.8,1019,2.3
SSC10960,52,0,474,0,0,0.6,0,0
SSC10961,50,1206,850,0,0,1,900,1
SSC10962,62,2817,665,280,1375,0.5,850,1.9
SSC10963,46,1084,459,80,966,0.7,924,2.2
SSC10964,39,900,702,140,1614,0.7,1323,2.5
SSC10965,32,3000,1084,650,2696,0.8,2787,3.4
SSC10966,42,2400,830,500,2355,0.9,2154,2.9
SSC10967,37,500,659,0,1624,0.7,1625,3.2
SSC10968,43,2383,642,0,2083,0.9,1687,2.8
SSC10969,38,479,463,132,1062,0.8,907,2.5
SSC10970,39,2500,955,530,2483,1,2115,2.6
SSC10971,39,3000,875,750,2606,0.9,2523,3.3
SSC10972,37,2118,827,285,1906,0.8,1786,2.8
SSC10973,44,1500,695,0,1774,0.6,1437,2.1
SSC10974,46,0,575,0,1187,0.9,1375,3
SSC10975,39,671,644,0,1375,0.7,1166,2.3
SSC10976,37,1495,671,200,1520,0.8,1350,2.8
SSC10977,54,0,530,320,1166,0.7,1083,2.1
SSC10978,53,874,431,200,1021,0.8,966,2
SSC10979,48,1170,446,200,1187,0.9,1007,2.6
SSC10980,0,0,0,0,0,0,0,0
SSC10981,53,0,359,0,1024,0.4,749,1.5
SSC10982,64,0,0,0,0,0,0,0
SSC10983,39,2167,575,0,1916,0.8,1375,2.7
SSC10984,41,2100,524,110,1625,0.9,1421,3.1
SSC10985,39,1785,613,380,1651,0.8,1529,2.9
SSC10986,0,0,0,0,0,0,0,0
SSC10987,35,1753,621,365,1534,0.9,1415,2.9
SSC10988,59,0,358,0,724,1,612,1.9
SSC10989,42,1704,756,0,1895,0.7,1645,2.9
SSC10990,48,0,575,0,1124,0.8,850,2.7
SSC10991,52,0,333,0,725,0,949,3
SSC10992,53,1062,480,200,1108,0.8,942,2.4
SSC10993,38,1629,743,13,1449,0.6,1325,2.3
SSC10994,52,0,525,0,0,0.6,1187,2
SSC10995,51,867,466,250,1125,0.8,1042,2
SSC10996,39,2600,948,550,2779,0.9,2543,3.1
SSC10997,37,0,587,160,933,0.8,1249,2.5
SSC10998,46,754,669,0,1416,0.7,1100,2
SSC10999,41,2500,751,496,2315,0.9,2078,2.9
SSC11000,41,2500,752,480,2284,0.9,2072,3
SSC11001,33,2167,489,450,1434,1,1392,3.4
SSC11002,38,997,565,170,1290,0.8,1025,2.5
SSC11003,45,1733,556,400,1312,0.8,1230,2.6
SSC11004,60,0,350,0,0,1,725,1.6
SSC11005,49,1473,552,200,1292,0.7,1140,2.8
SSC11006,44,1398,515,230,1292,0.9,1075,2.7
SSC11007,54,1500,687,0,1674,0.6,1292,2.1
SSC11008,46,1615,604,295,1406,0.8,1013,2.2
SSC11009,54,0,262,0,724,0.3,575,1.4
SSC11010,38,1700,487,295,1345,0.9,1135,2.4
SSC11011,50,1565,704,250,1792,0.8,1624,2.5
SSC11012,51,1620,496,300,1113,0.7,922,2.3
SSC11013,42,2800,850,595,2528,0.8,2287,3.1
