SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC13303,0,3,6,10,25,42,48,27,15,164,0,0,4,3,3,5,4,3,3,34,18,23,41,30,38,47,32,17,10,252,188,403,908,750,797,880,405,131,40,4495
SSC13304,0,0,0,0,0,8,12,15,3,41,0,0,0,0,0,7,0,0,0,5,0,0,4,6,5,8,8,3,0,40,31,46,164,152,153,151,119,43,11,866
SSC13305,0,0,0,0,0,8,5,5,3,21,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,7,6,0,0,27,20,17,41,83,89,142,125,26,11,546
SSC13306,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,9,7,3,15,25,12,5,4,76
SSC13307,0,0,3,0,0,7,6,8,15,37,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,5,5,8,3,41,16,21,62,57,104,116,54,56,50,536
SSC13308,0,0,0,0,0,4,3,3,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,3,4,0,23,8,9,12,18,27,34,33,18,0,162
SSC13309,0,0,3,0,0,8,9,17,3,48,0,0,0,0,0,0,3,0,0,10,0,3,8,13,9,9,7,3,4,57,18,56,133,163,171,128,121,73,18,881
SSC13310,0,0,0,0,9,15,16,28,23,83,0,0,0,0,0,0,0,5,0,9,7,3,22,21,26,22,34,16,14,165,33,64,203,239,234,176,207,143,75,1364
SSC13311,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,23,3,3,17,23,31,29,22,10,3,150
SSC13312,0,11,3,9,17,41,100,127,115,432,3,3,8,3,13,8,12,22,19,89,96,302,628,377,277,226,217,193,237,2555,553,2410,6908,5115,3568,2581,1831,1045,804,24809
SSC13313,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,8,3,0,36
SSC13314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,3,0,0,0,18
SSC13315,0,0,0,0,0,8,15,10,9,39,0,0,0,0,0,0,0,0,0,3,5,0,12,15,7,5,27,9,0,75,39,111,279,356,270,309,399,98,28,1878
SSC13316,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,0,12,3,13,11,19,37,19,21,12,3,136
SSC13317,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,13,10,6,6,0,0,44
SSC13318,0,0,0,3,3,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,7,3,0,22,12,5,11,19,21,23,29,8,3,126
SSC13319,0,0,0,0,7,23,17,11,6,63,0,0,0,0,0,0,3,0,0,0,3,6,7,5,11,7,13,10,0,66,53,103,180,193,249,319,287,107,28,1520
SSC13320,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,15,0,3,10,7,14,10,5,3,0,52
SSC13321,0,0,3,0,3,7,8,3,6,30,0,0,0,0,3,0,0,0,3,9,8,4,4,8,14,11,13,21,9,91,21,31,41,38,56,67,67,56,25,401
SSC13322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SSC13323,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,3,9,4,16,18,15,5,0,74
SSC13324,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,3,4,3,0,0,18
SSC13325,0,0,0,0,3,9,4,9,0,30,0,0,0,0,0,0,0,0,0,0,0,3,8,10,8,14,12,0,0,62,44,93,221,300,222,175,139,48,7,1245
SSC13326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,5,8,5,6,0,0,36
SSC13327,3,14,30,38,65,135,116,107,50,557,0,0,3,3,5,7,3,7,3,29,53,59,142,115,152,156,149,85,37,945,430,909,1641,1525,1638,1568,1091,611,251,9667
SSC13328,0,0,0,3,0,11,8,3,3,20,0,0,0,0,3,0,0,0,0,3,4,3,5,10,11,8,6,6,0,56,39,54,75,165,176,158,91,19,3,781
SSC13329,0,0,0,3,0,0,7,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,9,3,0,26,11,15,44,47,70,78,97,39,8,400
SSC13330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,0,14
SSC13332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC13333,0,0,0,0,3,8,4,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,16,4,5,13,24,32,31,32,12,0,157
SSC13334,0,0,0,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,4,0,29,8,26,30,45,61,76,50,29,3,340
SSC13335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13336,0,0,0,3,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,10,3,18,31,37,49,77,51,21,8,295
SSC13337,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,3,14,25,37,38,36,10,9,5,178
SSC13338,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,13,10,9,7,0,39
SSC13339,0,5,19,24,34,68,89,77,33,343,0,0,10,3,9,18,38,45,20,140,37,126,429,257,204,194,146,118,46,1557,200,1170,4066,2171,1707,1305,856,572,177,12212
SSC13340,3,0,0,0,7,15,31,41,32,125,0,0,0,0,0,0,0,3,0,5,5,5,4,18,20,33,30,38,68,223,94,166,233,418,485,532,402,261,151,2741
SSC13341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,3,3,0,0,23
SSC13342,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,3,0,0,19,10,15,10,13,31,24,19,10,4,139
SSC13343,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,3,11,17,10,12,3,0,53
SSC13344,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,5,0,0,28
SSC13345,0,0,20,19,42,77,58,52,24,296,0,9,18,19,35,35,19,21,5,157,13,14,34,40,29,34,31,24,14,234,145,375,790,586,649,621,351,183,77,3767
SSC13346,0,0,0,3,0,4,17,4,3,33,0,0,0,0,0,0,0,0,0,0,3,3,3,13,12,5,5,0,3,53,34,50,104,120,118,91,70,30,7,622
SSC13347,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,0,17,3,3,0,14,10,19,14,5,0,79
SSC13348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,4,0,16,8,12,21,20,6,3,103
SSC13349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,6,6,5,5,0,0,35
SSC13350,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,6,5,0,0,29,13,27,84,79,78,73,65,32,0,439
SSC13351,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,3,26,14,26,11,4,0,87
SSC13352,0,0,0,0,3,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,3,7,0,0,32,11,22,41,61,133,118,70,21,6,490
SSC13353,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,9,4,14,15,26,26,7,8,0,103
SSC13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,11,0,0,7,3,12,11,7,3,0,40
SSC13355,0,3,15,23,63,134,173,125,104,648,0,6,18,11,29,39,43,48,8,198,37,49,97,91,107,107,107,109,98,799,384,969,1993,1928,1815,1709,1120,746,437,11093
SSC13356,0,0,0,0,0,3,8,13,21,39,0,0,0,0,0,0,0,0,0,4,0,0,11,11,4,4,6,3,6,44,38,105,215,266,215,204,77,36,53,1208
SSC13357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,9,7,0,3,7,5,5,4,0,3,35
SSC13358,4,18,9,7,5,12,11,7,8,89,0,12,46,12,6,22,8,3,3,113,35,98,273,110,50,45,17,11,7,631,275,1882,4889,1622,714,642,274,100,64,10464
SSC13359,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,5,8,4,0,31
SSC13360,3,3,5,15,22,39,60,73,72,281,0,0,4,0,0,0,3,13,6,24,23,72,84,65,55,43,61,91,86,586,224,508,776,590,639,630,517,448,317,4640
SSC13361,0,0,0,0,3,9,9,7,6,36,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,6,7,3,0,35,23,19,47,80,143,171,134,38,13,650
SSC13362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,5,11,4,3,4,3,3,0,33
SSC13363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,3,0,0,14,3,3,3,13,18,11,8,0,0,65
SSC13364,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,6,16,25,30,25,22,15,0,137
SSC13365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,5,7,7,4,0,29
SSC13366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,17,9,0,0,35
SSC13367,0,0,0,0,0,4,6,0,0,12,0,0,0,0,0,0,0,0,0,3,3,6,4,3,9,4,9,3,0,42,10,9,33,32,43,56,65,18,5,268
SSC13368,0,6,9,14,50,74,92,59,28,330,0,0,0,5,0,6,5,11,3,38,38,21,102,88,77,73,60,40,11,519,240,459,1174,1077,934,705,537,233,78,5441
SSC13369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,15
SSC13370,3,0,0,0,0,3,5,3,10,21,0,0,0,0,0,3,3,3,0,7,5,3,6,12,16,6,10,3,10,67,85,166,180,381,542,363,276,110,66,2166
SSC13371,7,6,13,30,79,156,162,162,68,690,0,0,19,15,38,68,48,56,24,273,40,59,123,81,148,147,135,113,45,888,337,832,1928,1446,1599,1586,1053,729,256,9763
SSC13372,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,0,22
SSC13373,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,8,21,11,3,0,54
SSC13374,0,0,0,0,3,8,10,8,4,37,0,0,0,0,0,0,0,0,0,0,3,3,19,24,40,31,33,8,3,169,44,65,152,228,300,261,285,83,23,1444
SSC13375,0,0,0,0,0,3,3,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,3,3,0,21,23,40,69,101,148,168,87,44,6,692
SSC13376,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,12,11,14,9,8,0,56
SSC13377,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,11,3,7,16,22,38,30,34,11,0,156
SSC13378,0,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,6,11,6,0,33,9,12,23,26,44,59,28,15,3,218
SSC13379,0,6,45,22,52,94,152,139,68,585,0,4,20,5,20,32,35,45,15,179,30,110,306,142,131,121,85,88,78,1090,340,1483,4580,2212,1554,1318,863,526,258,13122
SSC13380,0,0,0,0,4,3,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,12,3,0,32,3,10,8,19,40,34,32,14,0,157
SSC13381,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,6,3,11,14,15,8,6,0,63
SSC13382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,0,21
SSC13383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,12,3,3,7,6,3,42
SSC13384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
SSC13385,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,0,0,0,9,13,17,13,12,0,63
SSC13386,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,3,0,0,12,0,3,3,0,10,10,9,3,0,38
SSC13387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,3,8,9,0,0,44
SSC13388,0,0,0,0,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,16,4,21,13,37,42,33,26,16,7,200
SSC13389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,0,0,22
SSC13390,0,0,0,0,0,4,3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,7,0,0,27,5,13,14,26,40,60,41,16,3,220
SSC13391,0,0,0,0,0,3,20,9,14,52,0,0,0,0,0,5,4,4,0,14,0,0,3,0,4,3,0,10,6,33,36,64,114,211,223,159,123,85,38,1038
SSC13392,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,5,0,12,0,6,23,11,29,31,20,6,4,129
SSC13393,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,3,0,4,9,6,11,17,3,0,55
SSC13394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13395,0,3,16,31,67,131,168,132,147,684,3,0,12,14,21,33,36,34,21,171,34,55,119,123,89,120,96,55,25,710,464,1091,2156,2050,1806,1654,1041,492,374,11128
SSC13396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11
SSC13397,0,3,8,6,13,20,24,14,7,97,0,0,3,7,3,5,0,7,0,24,18,8,86,55,28,14,9,17,3,246,128,340,1489,1066,463,316,225,163,31,4213
SSC13398,0,0,0,5,3,9,10,23,26,82,0,0,0,0,0,3,0,6,0,11,32,43,150,117,93,67,88,69,63,721,152,492,1586,1692,1243,933,945,527,309,7885
SSC13399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,4,3,7,11,13,9,7,8,0,55
SSC13400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,25
SSC13401,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,3,0,3,12,4,5,3,3,0,32,8,13,23,52,70,99,49,15,3,334
SSC13402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,3,0,25
SSC13403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,4,3,9,9,0,3,0,31
SSC13404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,7,0,0,29
SSC13405,5,4,10,9,21,55,133,145,65,456,0,6,8,7,17,23,40,62,16,166,31,90,268,91,68,53,60,37,14,714,315,1080,2439,1450,1158,831,658,423,147,8494
SSC13406,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,8,11,9,15,3,0,58
SSC13407,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,0,18,9,4,8,13,41,50,47,14,6,183
SSC13408,0,0,11,4,12,19,7,8,3,61,0,6,10,3,9,5,3,11,3,47,9,38,136,89,48,28,23,7,3,383,74,331,1323,673,313,212,115,42,18,3103
SSC13409,0,0,13,18,65,125,185,157,61,621,0,0,9,8,18,36,67,59,22,229,31,46,87,97,119,95,84,62,22,644,314,753,1554,1593,1563,1161,878,562,226,8614
SSC13410,4,3,13,20,44,75,60,41,6,259,0,0,4,5,11,27,12,16,0,77,26,33,76,76,60,55,71,29,7,431,293,581,1104,1050,1003,934,518,195,30,5705
SSC13411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,18
SSC13412,4,0,3,0,3,16,16,18,11,70,0,3,0,3,7,3,3,6,3,30,19,19,59,64,57,39,49,42,68,418,264,563,1057,1428,1492,1092,859,430,232,7422
SSC13413,0,0,0,0,0,0,5,4,3,8,0,0,0,0,0,0,0,4,3,10,0,0,7,4,4,3,3,3,7,32,32,88,84,214,286,213,134,84,36,1164
SSC13414,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,4,0,0,16,9,8,26,19,38,41,32,9,3,194
SSC13415,0,0,0,0,0,3,6,8,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,0,3,0,0,20,8,11,22,20,33,26,25,13,0,164
SSC13416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,0,7,7,7,15,15,17,3,0,66
SSC13417,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,3,0,6,4,13,12,7,0,48
SSC13418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,7,10,10,19,10,4,3,0,69
SSC13420,0,0,10,4,16,39,59,35,12,176,0,0,0,3,3,3,9,12,7,33,11,15,26,32,9,31,43,10,5,186,73,160,258,315,271,271,264,109,34,1750
SSC13421,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,4,5,3,6,7,5,0,31
SSC13422,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,0,8,21,20,30,27,12,4,3,119
SSC13423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,4,4,0,8,0,3,0,21
SSC13424,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,5,3,0,8,23,7,19,11,0,0,81
SSC13425,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,8,17,31,24,16,7,0,119
SSC13426,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,6,6,0,0,15
SSC13427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,3,3,9,24,39,34,31,17,4,161
SSC13428,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,7,10,23,17,39,31,30,3,3,162
SSC13429,0,0,0,3,16,25,38,31,16,126,0,0,0,0,0,3,3,6,0,18,9,6,35,47,40,27,33,10,4,221,273,469,817,1419,1245,667,390,167,37,5480
SSC13430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,17,12,3,3,0,50
SSC13431,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,4,8,5,0,23,6,17,24,19,26,24,19,7,0,148
SSC13432,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,3,11,5,7,25,9,3,3,61
SSC13433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,7,3,7,7,0,0,0,0,0,26
SSC13434,0,0,0,0,4,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,6,3,3,9,21,13,5,3,0,58,29,57,64,134,212,141,61,17,3,708
SSC13435,0,0,0,3,10,11,27,18,13,82,0,0,5,0,3,3,3,7,4,28,21,33,170,171,100,101,72,23,12,701,93,378,1580,1854,1282,980,640,184,48,7049
SSC13436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,8,13,8,8,3,0,48
SSC13437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,0,3,0,0,3,12,3,0,0,24
SSC13438,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,10,10,17,10,0,0,62
SSC13439,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,7,10,4,6,3,27
SSC13440,0,0,5,0,0,0,5,5,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,3,4,0,24,14,17,37,58,59,93,63,25,3,369
SSC13441,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,16,3,3,3,25,23,16,18,5,10,110
SSC13442,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,3,0,19
SSC13443,0,3,10,12,14,45,41,16,8,157,0,0,7,3,4,0,3,4,0,20,10,13,25,22,27,43,51,28,4,229,185,343,760,761,623,792,638,138,37,4283
SSC13444,0,0,3,0,0,0,3,3,10,25,0,0,0,0,0,0,0,0,0,7,3,24,122,71,54,47,19,21,28,383,17,135,823,495,281,271,179,102,92,2402
SSC13445,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,20,0,7,3,11,15,22,19,3,8,89
SSC13446,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,19,3,12,20,32,24,46,18,23,3,177
SSC13447,0,0,5,0,8,26,71,101,50,257,0,0,3,0,0,3,5,17,12,44,3,8,28,64,35,45,38,26,19,263,98,251,517,800,735,611,413,291,171,3883
SSC13448,0,0,0,0,4,12,16,17,11,64,0,0,0,0,0,0,0,0,0,4,4,0,3,3,4,10,12,15,3,57,36,78,179,206,196,184,150,85,30,1153
SSC13449,4,8,20,20,39,100,134,99,52,469,0,0,7,8,6,3,5,0,4,31,38,38,103,94,114,80,118,111,73,756,357,876,1831,1505,1304,1143,1043,521,231,8809
SSC13450,0,0,0,0,0,0,6,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,5,14,14,10,17,12,9,3,90
SSC13451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8
SSC13452,0,0,0,0,0,3,5,3,3,14,0,0,0,0,0,0,0,0,0,0,7,0,0,10,9,9,9,0,0,40,7,5,11,27,34,28,35,8,3,166
SSC13453,0,0,9,5,27,39,46,47,28,192,0,3,5,0,19,16,15,3,6,63,19,14,62,42,38,39,45,17,19,298,187,391,914,989,1013,757,468,262,114,5094
SSC13454,0,7,18,17,49,131,220,245,148,831,0,9,16,23,27,40,38,54,30,241,57,121,301,202,185,156,138,158,154,1474,594,1907,5047,4024,3300,2569,1842,1263,709,21260
SSC13455,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,5,0,4,0,28,9,8,15,23,37,56,31,15,3,194
