SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC21372,4,8,12,16,16,29,45,36,28,194,0,0,5,3,3,0,3,5,0,16,18,20,43,46,42,35,38,47,20,309,112,209,540,442,463,355,276,179,89,2659
SSC21373,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,3,12,3,4,0,35
SSC21374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,3,0,7,5,4,5,0,0,26
SSC21375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,18
SSC21376,0,0,0,4,7,10,32,18,13,90,0,0,0,0,0,0,0,0,0,0,0,6,12,4,9,17,24,10,3,89,25,34,84,85,126,173,191,79,15,805
SSC21377,0,0,0,0,0,0,3,4,3,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,8,3,6,3,42,14,11,13,17,69,52,28,27,12,250
SSC21378,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,8,0,22,15,14,15,42,87,55,52,23,3,308
SSC21379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,3,5,0,0,24
SSC21380,0,0,0,0,0,7,8,4,0,12,0,0,0,0,0,0,0,0,0,0,4,0,3,3,10,3,0,0,0,25,10,18,33,55,50,68,27,4,0,267
SSC21381,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,7,5,15,12,10,14,4,0,70
SSC21382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,0,27
SSC21383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21384,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,5,10,15,18,12,8,0,80
SSC21385,0,0,0,0,0,0,3,0,8,8,0,0,0,0,0,0,0,0,0,0,8,0,3,11,7,3,12,7,0,42,24,62,83,88,113,94,111,59,28,668
SSC21386,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,9,9,7,16,0,0,46
SSC21387,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,5,3,9,23,11,13,0,0,57
SSC21388,0,0,3,3,7,13,41,22,11,94,0,0,0,0,0,0,0,0,0,4,10,14,18,18,26,27,22,20,5,168,46,103,238,270,288,283,205,91,30,1553
SSC21389,0,0,0,0,3,4,9,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,4,3,28,0,4,14,8,27,35,35,15,9,143
SSC21390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,8,10,10,17,5,3,0,58
SSC21391,3,3,6,7,16,32,83,80,80,310,0,0,0,0,0,0,3,4,3,16,18,12,43,34,44,61,65,42,29,347,134,200,458,468,569,630,567,302,186,3505
SSC21392,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,16,11,5,18,8,0,68
SSC21393,0,0,0,0,0,0,7,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,0,16,5,5,8,19,22,42,31,10,4,138
SSC21394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,3,3,8,18,22,13,10,10,0,75
SSC21395,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,3,0,9,9,0,8,13,19,14,14,11,0,87
SSC21396,0,0,0,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,10,8,3,3,3,0,29,5,9,34,47,46,55,44,10,3,248
SSC21397,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,13,26,17,11,8,3,86
SSC21398,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,4,0,15
SSC21399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,8,0,3,0,0,20
SSC21400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC21401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SSC21402,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,10,0,0,0,3,16,13,4,8,0,47
SSC21403,10,5,34,26,44,80,93,59,18,373,0,0,14,14,12,4,10,7,3,67,34,52,112,98,105,77,66,39,19,596,308,674,1553,1417,1324,1111,599,222,89,7302
SSC21404,3,6,15,16,21,58,144,158,104,538,0,0,3,0,0,3,12,3,5,28,33,27,50,73,80,96,135,124,81,690,171,355,736,741,926,981,945,596,306,5759
SSC21405,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,3,4,4,20,17,9,3,0,62
SSC21406,7,10,4,12,16,47,102,113,78,395,3,0,7,3,6,9,6,3,0,36,28,22,47,79,73,74,100,74,26,529,151,292,628,922,973,926,883,497,251,5514
SSC21407,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,13,0,3,13,10,23,15,18,3,0,93
SSC21408,0,0,0,0,0,0,12,10,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,9,0,0,15,13,12,19,35,57,41,47,16,6,240
SSC21409,0,0,0,0,3,3,8,7,6,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,13,3,4,5,23,34,33,28,16,6,151
SSC21410,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,16,22,14,9,4,0,75
SSC21411,0,0,0,3,0,0,6,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,0,24,9,28,30,43,55,68,38,9,3,282
SSC21412,0,0,0,0,0,3,3,3,4,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,3,4,0,16,7,9,20,28,38,38,32,11,5,191
SSC21413,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,14,0,3,5,10,24,24,21,7,3,93
SSC21414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,11
SSC21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,7
SSC21416,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,13,5,0,0,0,33
SSC21417,0,0,3,3,0,0,7,3,0,21,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,3,3,0,0,10,9,9,15,24,20,37,22,3,3,140
SSC21418,0,0,0,0,3,5,24,19,4,54,0,0,0,0,3,4,0,0,0,8,11,3,14,23,25,34,19,14,12,153,26,22,86,104,129,160,129,66,20,753
SSC21419,0,0,0,0,0,0,8,8,8,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,12,3,6,33,3,5,37,22,49,52,60,29,14,273
SSC21420,0,0,0,0,0,3,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,6,0,3,31,4,12,16,38,37,37,83,20,9,269
SSC21421,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,0,19,15,12,6,16,34,26,20,8,0,133
SSC21422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6
SSC21423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,5,4,4,3,0,0,17
SSC21426,0,0,0,3,0,5,7,21,7,37,0,0,0,0,0,0,0,0,0,3,9,3,6,9,11,11,16,14,8,94,45,84,107,175,277,229,194,157,31,1303
SSC21427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,3,3,7,0,3,23
SSC21428,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,3,6,11,12,0,0,35
SSC21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,15
SSC21430,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,22
SSC21431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,11,4,0,0,23
SSC21432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,15
SSC21433,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,8,11,7,16,3,0,49
SSC21434,0,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,0,9,0,0,6,6,17,11,10,3,0,56
SSC21435,0,0,0,0,4,3,5,10,3,24,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,16,14,10,0,63,9,27,36,74,112,122,135,57,9,576
SSC21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21438,0,0,0,3,0,8,28,36,68,148,0,0,0,0,0,0,0,0,0,0,11,8,19,29,29,31,33,24,24,206,56,115,220,282,413,396,343,268,211,2302
SSC21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,8
SSC21440,6,9,15,7,18,33,108,93,34,322,0,0,0,0,0,0,0,5,0,13,27,17,40,60,72,86,145,91,76,617,124,182,375,426,584,777,892,454,186,4003
SSC21441,0,0,0,0,3,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,8,9,0,27,11,23,37,59,96,66,49,19,0,368
SSC21442,0,0,0,0,0,0,3,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,3,6,4,17,20,33,10,14,9,117
SSC21443,4,16,72,114,178,395,841,743,187,2547,5,5,49,58,68,104,152,248,72,752,71,104,250,209,176,208,245,194,61,1525,608,1400,3666,3095,2621,2242,2132,1527,388,17683
SSC21444,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,5,3,8,14,13,8,0,54
SSC21445,0,0,0,0,0,5,9,3,0,17,0,0,0,0,0,0,0,0,0,0,3,0,10,3,9,3,3,0,3,30,8,15,37,56,69,54,40,15,3,294
SSC21446,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,9,34,21,9,11,0,103
SSC21447,0,0,3,4,10,13,35,18,4,91,0,0,0,0,0,0,0,0,0,3,12,3,10,19,32,39,31,26,10,186,45,91,236,312,367,401,276,90,36,1851
SSC21448,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,12,3,0,31,3,10,4,12,27,49,41,9,0,156
SSC21449,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,7,9,3,7,0,0,31
SSC21450,6,4,3,7,16,9,28,26,12,115,0,0,0,3,0,0,0,3,0,5,3,3,7,11,13,21,24,9,0,91,41,85,173,210,207,195,179,79,32,1195
SSC21451,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,4,3,8,16,22,16,0,0,71
SSC21452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,13,4,0,0,21
SSC21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,57,70,109,67,62,10,3,383,0,7,58,70,115,70,65,16,3,401
SSC21454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,3,10,3,5,0,24
SSC21455,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,7,15,4,29,15,10,8,0,83
SSC21456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,13,10,6,3,0,41
SSC21457,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,10,3,0,0,22,3,8,3,10,19,31,21,4,3,95
SSC21458,15,10,36,32,68,67,195,141,56,628,0,7,10,7,18,0,13,3,4,53,64,81,161,155,189,150,153,105,40,1093,661,1573,3042,3000,3485,2699,1806,778,214,17260
SSC21459,0,0,0,0,3,5,16,10,0,36,0,0,3,0,0,0,3,0,0,7,4,3,6,14,9,8,8,8,0,59,37,87,94,169,232,175,91,41,6,940
SSC21460,0,9,26,13,41,80,140,131,77,510,3,0,6,10,4,4,11,7,4,46,38,152,468,405,259,158,107,64,33,1674,395,1030,2361,2531,2280,1789,1279,570,255,12481
SSC21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,5,12,14,15,18,15,6,3,93
SSC21462,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,19,23,22,29,26,8,0,139
SSC21463,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,3,8,7,9,16,15,9,3,0,69
SSC21464,3,0,8,8,8,10,7,12,6,54,0,0,0,0,0,0,0,0,0,0,15,12,19,23,31,25,24,8,0,152,83,148,284,323,369,309,213,81,19,1828
SSC21465,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,3,8,3,0,28,3,9,17,29,47,31,39,12,5,190
SSC21466,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,7,12,22,12,7,4,0,70
SSC21467,4,7,30,30,40,54,58,47,18,280,3,0,13,10,15,15,14,7,0,84,23,51,123,73,53,45,43,34,6,441,136,479,1248,658,518,471,257,156,46,3974
SSC21468,0,0,0,0,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4,0,0,22,0,6,3,5,26,15,12,4,0,70
SSC21469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6
SSC21470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,0,16
SSC21471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,5,0,0,10
SSC21472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,4,4,0,0,20
SSC21473,0,0,0,3,0,8,18,0,3,32,0,0,0,0,0,0,0,0,0,0,3,0,3,7,5,3,3,0,3,31,6,13,43,61,48,73,68,13,9,332
SSC21474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,9,3,5,3,34
SSC21475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,6,20,15,20,17,8,0,0,90
SSC21476,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,7,0,0,13,0,0,11,3,11,11,15,3,3,52
SSC21477,0,0,0,3,5,5,11,20,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,18,5,4,47,11,13,26,62,90,84,71,59,12,434
SSC21478,0,0,0,0,0,0,7,3,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,4,4,3,4,0,0,18,4,17,23,24,34,49,26,6,0,187
SSC21479,0,0,0,0,3,4,6,4,0,18,0,0,0,0,0,0,0,0,0,0,4,4,7,3,9,8,0,0,0,36,17,27,142,152,89,77,47,13,0,572
SSC21480,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,8,11,7,3,0,33
SSC21481,3,3,7,0,14,32,69,97,70,298,0,0,3,3,3,3,3,3,3,21,11,21,51,28,46,47,90,68,36,399,108,261,646,612,629,712,695,438,218,4306
SSC21482,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,6,3,3,18,19,22,24,5,3,100
SSC21483,0,0,0,0,0,3,10,5,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,5,9,0,34,21,30,43,70,115,85,73,34,3,469
SSC21484,3,4,11,14,31,65,153,130,95,505,0,0,3,5,0,3,4,8,0,25,30,28,71,59,86,103,169,108,53,698,313,667,1763,1575,1586,1459,1385,744,286,9771
SSC21485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,6,12,17,6,0,0,54
SSC21487,0,0,0,0,3,13,12,10,3,37,0,0,0,0,0,0,0,0,0,0,4,3,5,4,10,10,6,8,0,62,34,54,98,130,154,146,78,38,4,734
SSC21488,0,0,0,0,0,4,3,3,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,4,18,3,10,12,33,28,46,39,11,8,186
SSC21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11
SSC21490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21491,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,7,7,13,8,16,3,0,66
SSC21492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,8,3,0,24
SSC21493,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,14,19,16,15,10,7,3,70
SSC21494,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,4,7,13,23,3,0,0,58
SSC21495,4,8,24,29,52,74,163,187,105,652,3,5,7,8,8,0,8,9,8,65,28,50,81,106,126,114,105,106,44,770,445,1067,1990,2177,2439,1926,1513,853,348,12760
SSC21496,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,7,4,6,11,13,9,14,5,0,65
SSC21497,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,16,0,3,21,18,21,35,19,7,3,121
SSC21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,4,0,17,3,0,9,8,19,18,7,10,0,78
SSC21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,10,20,21,9,0,74
SSC21500,0,0,0,0,0,7,7,5,3,20,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,7,9,0,4,38,12,20,52,43,53,76,63,31,7,362
SSC21501,0,0,0,0,3,6,5,5,3,26,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,6,7,0,0,38,11,21,34,55,74,70,42,20,6,328
SSC21502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,10
SSC21503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,0,0,0,26
SSC21504,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,10
SSC21505,0,0,0,0,3,7,15,8,5,39,0,0,0,0,0,0,0,0,0,0,0,3,4,9,7,15,17,8,3,64,10,15,43,70,77,118,104,37,9,482
SSC21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,9,6,3,0,0,0,24
SSC21507,0,0,0,3,0,6,14,13,5,46,0,0,0,0,0,0,0,0,0,0,0,6,3,5,13,8,8,7,4,53,5,20,35,37,59,82,71,51,9,361
SSC21508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,4,3,3,13,10,0,0,3,33
SSC21509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,16,15,11,3,0,53
SSC21511,0,0,0,0,3,11,25,11,4,49,3,0,0,0,0,0,0,0,0,10,7,11,22,17,33,21,6,7,0,120,45,88,111,165,234,199,111,43,8,1016
SSC21512,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,7,0,0,0,4,7,3,12,3,0,30
SSC21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,10,9,0,0,35
SSC21514,0,0,0,0,0,6,3,3,3,15,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,13,15,3,0,54,5,17,49,69,110,144,92,30,8,523
SSC21515,0,0,0,3,4,17,31,19,11,84,0,0,0,0,0,0,0,3,0,5,0,0,3,9,11,26,35,24,4,105,6,11,21,44,94,185,243,107,29,741
SSC21516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21517,0,0,0,3,8,9,14,17,6,60,0,0,0,0,0,0,0,0,0,0,5,3,3,3,7,6,10,16,6,59,24,50,65,73,129,116,83,54,22,618
SSC21518,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,4,0,0,18,3,3,7,12,26,16,15,5,0,89
SSC21519,0,0,0,0,0,7,18,4,4,36,0,0,0,0,0,0,0,0,0,0,3,3,4,3,6,12,12,3,0,49,23,40,58,100,120,121,91,27,8,587
SSC21520,0,0,0,3,0,6,7,8,3,25,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,8,8,0,0,44,26,24,100,135,146,143,77,16,11,678
SSC21521,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,3,24
SSC21522,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,15,9,8,4,46
SSC21523,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,3,6,9,13,27,34,26,3,0,111
SSC21524,0,0,0,0,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,0,0,17,7,24,27,43,53,51,49,6,3,275
SSC21525,5,9,28,19,29,47,66,48,21,274,0,0,7,11,10,7,7,0,0,42,17,27,47,37,52,42,50,56,19,351,96,282,463,389,395,378,323,214,73,2616
