SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC12505,198,648,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,22,33,121,180,0,0,0,0,144,219,4,19,350,897,81,..,429,897
SSC12506,1533,5100,205,560,1968,4591,2174,5153,128,225,872,2087,0,8,0,3,1007,2323,0,0,0,0,0,0,0,9,0,9,58,86,4774,12669,310,..,5079,12669
SSC12507,43,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,132,6,..,50,132
SSC12508,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,3,..,16,38
SSC12509,19,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,59,4,..,24,59
SSC12510,60,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,136,3,..,66,136
SSC12511,124,336,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,122,336,6,..,131,336
SSC12512,119,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,120,309,20,..,145,309
SSC12513,422,1099,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,4,3,4,431,1118,123,..,554,1118
SSC12514,2390,6909,178,391,32,72,206,461,9,16,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,4,8,2615,7397,153,..,2770,7397
SSC12515,30,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,54,6,..,33,54
SSC12516,28,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,66,5,..,27,66
SSC12517,63,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,169,7,..,66,169
SSC12518,424,979,8,20,140,289,149,308,5,11,18,28,18,46,0,0,49,87,0,0,0,0,0,0,0,0,0,0,0,0,622,1379,56,..,675,1379
SSC12519,1662,5138,306,883,25,80,335,962,348,746,271,718,2534,6347,3,12,3156,7815,0,0,0,3,0,12,17,51,21,62,36,82,5208,14060,489,..,5695,14060
SSC12520,294,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,298,924,32,..,327,924
SSC12521,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,12,..,28,46
SSC12522,355,798,7,14,0,5,9,18,22,24,0,0,0,0,0,0,22,24,3,9,16,31,0,0,7,11,23,50,0,3,408,893,66,..,473,893
SSC12523,57,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,128,3,..,64,128
SSC12524,1592,4900,132,294,896,2585,1028,2876,180,311,169,337,340,769,0,0,688,1419,0,0,0,0,0,0,4,10,4,10,8,28,3326,9234,182,..,3505,9234
SSC12525,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,7,31,74,12,..,48,74
SSC12526,45,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,104,17,..,60,104
SSC12527,32,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,92,0,..,30,92
SSC12528,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,3,..,18,35
SSC12529,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,50,9,..,28,50
SSC12530,2871,6865,347,583,229,459,575,1038,261,388,32,42,0,0,12,10,305,447,0,0,0,3,0,3,34,60,33,63,20,49,3808,8469,410,..,4218,8469
SSC12531,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,..,4,7
SSC12532,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,3,..,9,20
SSC12533,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,..,7,30
SSC12534,580,1326,58,81,46,68,96,147,6,10,0,0,0,0,19,27,25,42,0,0,0,0,0,0,0,0,0,0,3,8,707,1518,75,..,784,1518
SSC12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12536,605,1532,57,77,56,98,114,172,51,75,0,0,0,0,0,0,51,75,0,0,0,4,0,0,0,7,0,14,3,12,772,1802,74,..,849,1802
SSC12537,50,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,127,13,..,60,127
SSC12538,148,503,11,26,37,139,54,168,19,57,0,0,0,7,0,0,16,64,0,0,0,0,0,0,0,3,0,3,0,4,219,735,33,..,250,735
SSC12539,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,..,4,12
SSC12540,84,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,243,10,..,88,243
SSC12541,33,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,21,25,8,14,59,143,3,..,62,143
SSC12542,774,2327,10,23,32,76,42,99,22,40,0,0,0,0,0,0,22,40,0,0,0,0,0,4,0,0,0,4,0,3,835,2475,45,..,880,2475
SSC12543,99,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,108,338,5,..,109,338
SSC12544,85,207,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,205,4,..,97,205
SSC12545,163,459,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,6,0,6,0,4,170,472,9,..,178,472
SSC12546,33,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,98,7,..,43,98
SSC12547,107,259,42,98,244,545,289,650,69,133,150,266,442,699,0,0,663,1093,0,0,0,0,0,0,0,7,0,8,3,3,1064,2008,234,..,1297,2008
SSC12548,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,7,..,19,45
SSC12549,111,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,296,12,..,124,296
SSC12550,61,188,7,22,3,14,9,35,31,59,505,982,1400,3118,0,0,1930,4151,0,0,0,5,0,0,3,7,6,9,0,0,2011,4375,170,..,2176,4375
SSC12551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12552,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,6,..,24,41
SSC12553,247,545,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,254,557,65,..,316,557
SSC12554,2959,8714,34,64,0,0,34,64,10,18,0,0,0,0,3,3,13,20,0,0,0,3,3,11,6,11,9,19,8,21,3020,8846,161,..,3181,8846
SSC12555,41,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,112,7,..,53,112
SSC12556,126,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,130,357,6,..,135,357
SSC12557,42,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,47,117,33,..,84,117
SSC12558,53,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,127,19,..,74,127
SSC12559,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,6,4
SSC12560,42,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,42,97,7,..,47,97
SSC12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12562,15,30,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,34,3,..,14,34
SSC12563,471,1435,26,63,10,29,31,92,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,507,1531,39,..,544,1531
SSC12564,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,61,3,..,22,61
SSC12565,34,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,95,14,..,46,95
SSC12566,53,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,133,0,..,51,133
SSC12567,2482,7871,25,59,759,1989,780,2049,0,0,19,40,14,30,0,0,31,70,0,0,0,0,0,0,0,0,0,0,0,0,3303,9988,118,..,3418,9988
SSC12568,260,827,101,172,0,0,101,172,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,363,1010,15,..,382,1010
SSC12569,78,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,83,232,4,..,88,232
SSC12570,219,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,5,3,4,225,507,38,..,258,507
SSC12571,185,424,12,17,0,0,12,17,5,12,0,0,0,0,0,0,5,12,0,0,0,0,0,0,3,0,3,0,7,9,210,473,56,..,259,473
SSC12572,54,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53,150,9,..,66,150
SSC12573,2603,7276,211,370,605,1215,821,1586,425,635,383,624,47,80,3,7,863,1342,0,0,0,3,0,0,3,10,3,8,13,25,4297,10232,544,..,4840,10232
SSC12574,455,1264,3,9,9,28,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,1306,29,..,499,1306
SSC12575,804,1840,212,320,225,394,436,714,198,311,15,28,0,4,0,0,216,345,3,9,3,4,8,10,16,22,28,47,28,65,1514,3010,578,..,2091,3010
SSC12576,41,93,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,100,18,..,55,100
SSC12577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12578,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,0,..,10,31
SSC12579,157,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,157,435,24,..,184,435
SSC12580,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,..,8,14
SSC12581,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,4,3
SSC12582,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,7,..,17,16
SSC12583,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,4,..,13,29
SSC12584,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,4,..,14,32
SSC12585,606,1486,3,4,0,0,3,4,32,36,0,0,0,0,0,0,32,36,3,3,0,0,0,0,0,3,3,4,13,17,651,1551,131,..,787,1551
SSC12586,47,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,0,50,99,12,..,60,99
SSC12587,40,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,95,8,..,55,95
SSC12588,4794,16705,381,974,902,3220,1283,4191,564,1343,1554,3980,736,1865,8,21,2864,7218,0,0,0,0,6,35,58,196,65,233,42,118,9052,28468,592,..,9635,28468
SSC12589,1015,3303,214,347,354,1089,569,1432,96,201,261,600,243,570,0,0,597,1367,0,0,0,0,0,0,3,6,3,6,9,26,2185,6129,160,..,2344,6129
SSC12590,77,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,78,211,12,..,88,211
SSC12591,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,..,5,7
SSC12592,1428,4005,143,286,76,156,222,440,46,57,0,0,0,0,0,3,45,60,0,0,0,0,0,0,0,3,0,3,0,0,1688,4503,115,..,1804,4503
SSC12593,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45,3,..,20,45
SSC12594,38,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,100,10,..,43,100
SSC12595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12596,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,8,..,11,23
SSC12597,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,14,34,5,..,15,34
SSC12598,171,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,175,506,27,..,204,506
SSC12599,117,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,5,19,3,4,126,341,42,..,166,341
SSC12600,77,199,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,207,9,..,85,207
SSC12601,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,0,..,22,51
SSC12602,414,1235,6,22,3,7,13,32,4,8,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,6,0,6,0,0,430,1276,23,..,455,1276
SSC12603,284,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,284,953,20,..,307,953
SSC12604,34,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,98,8,..,36,98
SSC12605,13,42,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,48,0,..,17,48
SSC12606,47,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,130,5,..,60,130
SSC12607,1239,4370,12,17,137,420,150,441,14,31,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,0,0,0,16,52,1421,4896,70,..,1489,4896
SSC12608,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,..,13,14
SSC12609,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,20,51,4,..,25,51
SSC12610,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,..,14,28
SSC12611,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,3,..,15,37
SSC12612,36,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,96,11,..,45,96
SSC12613,39,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,86,7,..,47,86
SSC12614,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,9,8
SSC12615,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,..,9,22
SSC12616,47,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,110,13,..,65,110
SSC12617,722,2392,5,22,35,78,37,99,150,207,148,220,0,0,0,3,301,436,0,0,0,0,0,0,0,0,0,0,0,0,1059,2929,72,..,1135,2929
SSC12618,106,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,5,109,329,7,..,116,329
SSC12619,3,4,9,24,47,93,57,114,4,11,16,32,582,1075,0,0,601,1115,0,0,0,0,0,0,0,0,0,0,3,10,671,1241,529,..,1200,1241
SSC12620,307,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,314,856,22,..,329,856
SSC12621,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,8,..,11,16
SSC12622,100,239,75,114,0,0,73,119,0,0,0,0,0,0,0,0,0,0,15,14,24,38,0,4,0,3,37,60,0,3,214,413,28,..,241,413
SSC12623,418,1118,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,7,3,7,0,0,428,1132,58,..,489,1132
SSC12624,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,4,..,17,49
SSC12625,1205,3572,0,3,57,155,56,160,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1273,3740,53,..,1327,3740
SSC12626,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,25,64,0,..,28,64
SSC12627,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,4,..,21,45
SSC12628,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,13,0,..,11,13
SSC12629,3,3,0,0,3,6,3,6,0,0,23,46,998,1895,0,0,1027,1938,0,0,0,0,0,0,0,0,0,0,3,0,1032,1952,225,..,1254,1952
SSC12630,488,1224,43,46,11,15,52,61,3,3,0,0,0,0,0,0,3,3,0,0,21,26,0,0,3,6,18,33,8,21,570,1345,79,..,649,1345
SSC12631,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,26,68,16,..,41,68
SSC12632,30,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,81,5,..,35,81
SSC12633,1518,5327,10,18,19,55,33,75,51,127,0,0,0,0,0,0,51,127,0,0,0,0,0,0,0,0,0,0,3,3,1601,5530,65,..,1668,5530
SSC12634,32,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,77,4,..,31,77
SSC12635,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,..,9,18
SSC12636,66,181,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,65,190,22,..,86,190
SSC12637,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,4,..,17,34
SSC12638,228,715,9,7,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,240,737,10,..,247,737
SSC12639,247,619,12,27,22,46,33,70,10,19,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,296,710,57,..,350,710
SSC12640,81,175,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,4,11,0,0,3,6,3,9,14,23,0,0,103,213,82,..,181,213
SSC12641,54,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,143,7,..,63,143
SSC12642,2997,10090,322,788,369,874,689,1668,118,233,9,22,0,0,0,0,122,259,0,0,0,0,0,0,0,7,0,7,10,22,3821,12037,206,..,4025,12037
SSC12643,93,348,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,355,8,..,108,355
SSC12644,130,330,3,7,0,4,4,11,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,138,347,25,..,159,347
SSC12645,2653,7926,318,594,757,1693,1075,2290,218,384,642,1382,996,2052,0,3,1850,3821,40,61,28,51,0,0,0,4,67,109,21,45,5663,14197,451,..,6117,14197
SSC12646,26,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,61,11,..,32,61
SSC12647,266,692,3,4,0,0,0,7,3,5,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,4,0,0,276,710,62,..,339,710
SSC12648,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,29,79,9,..,41,79
SSC12649,106,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,110,278,18,..,129,278
SSC12650,28,69,45,81,9,20,58,99,26,34,0,0,0,0,0,0,26,34,0,0,0,0,0,0,0,0,0,0,0,0,112,198,27,..,138,198
SSC12651,61,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,197,3,..,65,197
SSC12652,167,408,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,169,419,32,..,202,419
SSC12653,1888,4490,130,192,29,47,157,238,105,151,0,0,0,0,0,3,100,160,38,48,0,0,0,0,3,3,39,45,14,35,2201,4971,262,..,2468,4971
SSC12654,1952,4859,121,185,4,9,126,191,174,281,0,0,0,0,0,0,174,281,3,5,41,72,0,0,13,37,62,111,10,21,2323,5462,355,..,2675,5462
SSC12655,202,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,208,578,15,..,224,578
SSC12656,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,14,..,35,48
SSC12657,72,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,9,77,182,10,..,83,182
SSC12658,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,3,..,11,30
SSC12659,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,27,69,15,..,43,69
SSC12660,112,282,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,122,294,11,..,131,294
SSC12661,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,3,4
SSC12662,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC12663,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,11,25,4,..,16,25
SSC12664,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,0,..,19,27
SSC12665,39,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,90,0,..,38,90
SSC12666,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,53,7,..,36,53
SSC12667,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,..,8,25
SSC12668,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,0,..,20,34
SSC12669,362,840,3,6,21,35,28,46,26,39,4,3,0,0,0,0,24,40,0,0,8,16,0,0,0,0,8,16,0,4,429,954,290,..,718,954
