SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC30531,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,60,7,..,34,60
SSC30532,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,6,12,0,0,19,46,0,..,22,46
SSC30533,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,0,3,4,18,39,44,97,15,..,56,97
SSC30534,290,797,0,0,0,0,0,0,31,46,0,0,0,0,0,0,31,46,6,11,0,0,0,0,0,4,7,17,3,9,332,860,122,..,449,860
SSC30535,133,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,139,312,80,..,212,312
SSC30536,23,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,61,0,..,25,61
SSC30537,692,1804,20,47,0,0,20,47,0,3,0,0,0,0,0,0,0,3,26,51,6,13,0,3,0,0,40,68,0,0,754,1929,56,..,813,1929
SSC30538,3,12,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,..,3,12
SSC30539,281,952,0,0,0,0,0,0,17,20,0,0,0,0,0,0,17,20,81,113,5,7,4,5,0,0,91,122,3,4,390,1097,18,..,410,1097
SSC30540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30541,407,869,20,38,4,3,28,41,65,110,13,22,0,0,0,0,84,131,30,39,4,13,0,0,7,9,37,68,6,7,558,1112,203,..,760,1112
SSC30542,2670,7080,119,234,963,2202,1087,2434,220,383,184,310,4,3,0,0,406,696,0,0,0,0,0,0,0,0,0,0,20,23,4174,10235,356,..,4530,10235
SSC30543,1442,3891,135,259,984,2077,1121,2334,46,86,43,84,9,19,0,0,105,193,0,0,0,4,0,0,0,4,3,6,6,12,2671,6439,236,..,2908,6439
SSC30544,4711,14052,175,367,206,520,380,888,82,110,0,3,85,144,0,0,170,256,0,4,0,4,0,0,0,0,0,4,3,16,5264,15215,265,..,5529,15215
SSC30545,136,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,7,17,0,0,147,307,52,..,193,307
SSC30546,49,124,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,54,126,15,..,68,126
SSC30547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,5,3
SSC30548,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,10,..,28,45
SSC30549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30550,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,..,3,14
SSC30551,45,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,117,3,..,48,117
SSC30552,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,14,0,..,6,14
SSC30553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30554,2510,7070,162,352,1368,3133,1528,3485,8,10,156,262,80,164,0,0,244,440,260,339,0,0,0,0,3,10,266,355,6,6,4547,11362,348,..,4894,11362
SSC30555,65,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,176,5,..,74,176
SSC30556,90,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,99,246,15,..,112,246
SSC30557,2541,7197,278,453,480,1114,756,1565,32,50,0,0,71,86,0,3,99,146,0,0,0,0,0,0,0,0,0,0,4,17,3407,8922,219,..,3624,8922
SSC30558,40,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,119,3,..,50,119
SSC30559,162,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,163,423,15,..,181,423
SSC30560,1457,4763,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,1455,4772,53,..,1512,4772
SSC30561,40,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,111,0,..,49,111
SSC30562,200,542,0,0,23,54,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,224,602,56,..,275,602
SSC30563,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,..,13,26
SSC30564,305,826,10,23,6,6,15,25,12,30,0,0,0,0,0,0,12,30,0,0,0,0,0,0,0,0,0,0,0,3,336,885,41,..,378,885
SSC30565,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,..,9,17
SSC30566,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,..,6,18
SSC30567,32,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,3,0,0,0,0,8,15,0,0,42,82,13,..,58,82
SSC30568,274,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,3,282,779,25,..,307,779
SSC30569,98,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,347,7,..,102,347
SSC30570,155,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,6,7,14,0,4,160,386,34,..,191,386
SSC30571,220,691,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,228,701,17,..,246,701
SSC30572,206,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,212,697,8,..,218,697
SSC30573,640,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,643,1927,25,..,662,1927
SSC30574,116,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,116,312,9,..,124,312
SSC30575,803,2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,2615,45,..,852,2615
SSC30576,42,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,45,110,12,..,64,110
SSC30577,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,..,11,9
SSC30578,1950,5002,316,491,114,179,423,668,57,75,0,0,0,0,0,0,57,75,0,0,0,0,0,0,0,0,0,0,3,17,2434,5766,250,..,2681,5766
SSC30579,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,..,13,23
SSC30580,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,..,15,14
SSC30581,608,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,121,147,0,0,0,0,125,166,5,20,735,2142,42,..,778,2142
SSC30582,42,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,129,3,..,50,129
SSC30583,399,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,5,33,0,0,409,1352,43,..,453,1352
SSC30584,3256,9530,0,0,65,138,65,138,4,12,0,0,4,4,0,0,8,18,0,0,3,8,0,0,0,0,3,8,7,12,3338,9696,219,..,3559,9696
SSC30585,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,6,..,30,52
SSC30586,1128,2803,38,55,0,0,41,62,34,60,0,0,0,0,0,0,34,60,5,3,0,0,0,0,9,29,16,35,8,13,1227,2975,281,..,1502,2975
SSC30587,38,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,101,3,..,42,101
SSC30588,54,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,4,5,0,0,55,122,7,..,60,122
SSC30589,754,1707,6,3,0,3,5,9,35,60,0,0,0,0,3,4,38,62,0,0,0,0,0,0,12,26,12,26,4,3,814,1804,164,..,972,1804
SSC30590,357,993,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,5,0,3,0,0,3,14,3,6,364,1017,25,..,391,1017
SSC30591,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC30592,913,2727,3,5,0,0,3,5,27,42,29,38,0,4,0,0,50,83,0,0,0,0,0,0,0,0,0,0,10,23,972,2837,72,..,1044,2837
SSC30593,33,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,107,5,..,41,107
SSC30594,39,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,91,0,..,41,91
SSC30595,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,..,3,10
SSC30596,263,1182,8,18,0,7,6,26,8,11,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,281,1222,15,..,301,1222
SSC30597,1153,3004,141,250,693,1568,826,1812,566,985,474,905,1048,1750,0,0,2092,3645,0,0,0,0,0,0,4,9,4,9,4,23,4082,8493,467,..,4549,8493
SSC30598,2194,5943,30,44,94,162,126,210,25,48,10,18,5,29,0,0,41,96,0,0,0,0,0,0,0,0,0,0,3,3,2362,6247,134,..,2500,6247
SSC30599,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,3,..,15,38
SSC30600,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,..,9,9
SSC30601,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,..,5,11
SSC30602,133,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,134,419,6,..,142,419
SSC30603,69,171,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,175,7,..,78,175
SSC30604,543,1253,42,63,4,8,47,66,15,20,0,0,0,0,0,0,15,20,11,14,0,0,0,3,15,20,26,37,3,10,631,1389,88,..,717,1389
SSC30605,71,145,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,4,4,4,3,3,5,9,8,17,0,0,84,169,18,..,104,169
SSC30606,1892,4980,116,237,13,27,132,259,176,323,0,0,0,0,0,0,176,323,5,12,3,4,0,7,0,9,8,28,10,29,2218,5618,533,..,2752,5618
SSC30607,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,5,..,16,24
SSC30608,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,26,3,..,10,26
SSC30609,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,4,..,27,30
SSC30610,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,53,5,..,33,53
SSC30611,88,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,93,228,7,..,104,228
SSC30612,554,1509,64,131,12,41,77,169,3,6,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,3,0,0,634,1689,57,..,692,1689
SSC30613,678,2032,11,21,0,0,11,21,6,22,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,3,14,704,2090,30,..,737,2090
SSC30614,24,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,23,63,22,..,49,63
SSC30615,192,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,199,565,21,..,212,565
SSC30616,55,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,3,0,0,7,29,0,4,60,158,75,..,134,158
SSC30617,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,3,..,19,45
SSC30618,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,0,6
SSC30619,69,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,69,184,26,..,94,184
SSC30620,79,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,81,225,5,..,91,225
SSC30621,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,12,28,3,..,16,28
SSC30622,1654,4863,43,83,346,674,392,756,768,1290,1319,2363,133,228,0,0,2219,3875,0,0,0,0,0,0,13,29,13,29,18,40,4301,9568,597,..,4896,9568
SSC30623,986,2827,3,7,367,821,371,827,103,125,0,0,103,132,0,0,207,250,0,0,0,0,0,0,0,0,0,0,0,0,1564,3905,167,..,1732,3905
SSC30624,233,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,237,695,12,..,249,695
SSC30625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30626,891,2335,6,14,0,0,6,14,66,116,0,0,0,0,0,0,66,116,27,48,3,7,0,0,0,6,32,60,13,25,1010,2549,285,..,1286,2549
SSC30627,3696,9969,677,1047,577,1131,1255,2180,573,908,163,301,222,347,0,0,965,1557,0,3,0,0,0,0,3,4,7,7,44,59,5963,13771,624,..,6588,13771
SSC30628,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,5,..,16,20
SSC30629,519,1208,31,42,0,0,31,42,10,23,0,0,0,0,0,0,10,23,3,3,0,0,0,3,0,0,6,7,0,0,563,1287,66,..,630,1287
SSC30630,782,2036,8,9,35,83,44,93,26,48,328,682,21,39,0,0,382,767,0,0,0,0,0,5,0,0,0,5,0,8,1207,2906,227,..,1440,2906
SSC30631,1906,5203,120,210,21,51,141,260,32,57,0,0,0,0,0,0,32,55,0,3,0,3,0,0,0,0,3,10,0,0,2082,5524,345,..,2430,5524
SSC30632,29,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,73,7,..,37,73
SSC30633,659,1780,14,30,0,0,14,30,85,129,0,0,0,0,0,0,85,129,51,91,6,9,0,0,0,0,58,103,25,60,842,2094,274,..,1113,2094
SSC30634,2537,6466,36,47,195,342,226,384,209,320,46,71,112,215,3,4,367,614,52,76,46,53,0,0,6,21,106,151,13,24,3247,7635,230,..,3477,7635
SSC30635,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,..,7,25
SSC30636,163,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,507,13,..,175,507
SSC30637,49,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,127,7,..,59,127
SSC30638,126,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,0,0,0,0,0,0,18,34,0,0,148,406,13,..,162,406
SSC30639,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,58,10,..,35,58
SSC30640,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44,0,..,23,44
SSC30641,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,11,..,24,31
SSC30642,315,879,3,8,0,0,3,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,325,890,26,..,354,890
SSC30643,41,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,41,104,13,..,59,104
SSC30644,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,..,6,22
SSC30645,23,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,67,7,..,33,67
SSC30646,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,3,..,17,35
SSC30647,70,186,5,5,9,11,6,16,8,6,0,0,0,0,0,0,8,6,0,0,0,0,0,8,0,0,0,8,0,0,85,213,15,..,105,213
SSC30648,76,268,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,10,0,0,5,10,3,9,12,29,0,0,84,301,32,..,121,301
SSC30649,485,1288,3,8,0,0,3,8,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,496,1305,24,..,521,1305
SSC30650,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,4,17,36,5,..,27,36
SSC30651,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,..,13,17
SSC30652,63,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,171,3,..,66,171
SSC30653,31,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,76,6,..,36,76
SSC30654,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,..,8,9
SSC30655,21,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,62,5,..,30,62
SSC30656,2059,6508,44,105,71,129,109,231,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,0,0,3,2173,6752,131,..,2305,6752
SSC30657,464,986,10,11,0,4,12,20,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,6,12,492,1027,235,..,724,1027
SSC30658,77,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,3,8,20,0,0,80,215,15,..,94,215
SSC30659,30,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,93,3,..,32,93
SSC30660,23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,63,3,..,29,63
SSC30661,109,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,117,367,32,..,145,367
SSC30662,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,..,15,27
SSC30663,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,0,..,17,37
SSC30664,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,9,19,0,0,21,43,0,..,23,43
SSC30665,16,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,22,79,3,..,25,79
SSC30666,109,275,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,8,117,288,60,..,180,288
SSC30667,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,..,7,15
SSC30668,38,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,108,8,..,44,108
SSC30669,1968,5200,71,100,49,100,126,197,11,31,5,6,0,0,0,0,18,43,0,0,0,0,0,0,0,0,0,0,0,4,2117,5440,265,..,2376,5440
SSC30670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30671,306,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,9,21,3,3,0,0,25,45,0,8,329,781,41,..,368,781
SSC30672,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,4,13,26,15,..,22,26
SSC30673,60,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,179,14,..,73,179
SSC30674,28,53,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,6,17,0,0,34,67,22,..,59,67
SSC30675,356,696,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,361,696,214,..,572,696
SSC30676,40,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,97,7,..,50,97
SSC30677,14,32,3,9,0,0,3,9,0,0,0,0,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,8,17,59,5,..,24,59
SSC30678,257,621,0,0,3,4,3,4,100,158,0,0,3,4,0,0,101,158,27,37,0,0,0,0,0,3,23,41,0,3,385,824,126,..,514,824
SSC30679,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,3,4
SSC30680,738,1862,8,20,0,0,8,20,81,125,0,0,0,0,0,0,81,125,37,72,15,25,6,6,5,17,62,117,18,30,917,2152,144,..,1060,2152
SSC30681,33,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,55,3,..,38,55
SSC30682,63,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,156,5,..,71,156
SSC30683,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,20,8,..,13,20
SSC30684,58,151,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,156,3,..,63,156
SSC30685,372,965,37,66,153,309,194,374,511,873,796,1372,660,1152,0,0,1969,3401,69,124,0,3,0,0,7,21,83,144,19,26,2627,4916,706,..,3337,4916
SSC30686,34,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,9,0,0,40,100,8,..,52,100
SSC30687,47,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,50,136,22,..,72,136
SSC30688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30689,1069,2373,0,3,0,0,0,3,4,12,0,0,0,0,0,0,4,12,4,7,19,23,3,4,0,0,26,35,0,0,1105,2425,214,..,1319,2425
SSC30690,98,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,236,10,..,109,236
SSC30691,2297,6151,111,183,230,429,344,611,114,221,193,348,128,253,6,5,434,819,20,34,0,0,3,3,5,13,26,56,33,56,3131,7697,695,..,3832,7697
SSC30692,2405,5486,1229,2649,473,1126,1707,3779,0,5,0,0,0,0,0,0,0,5,246,339,0,0,0,0,3,5,249,349,17,23,4379,9644,282,..,4665,9644
SSC30693,2786,9463,262,649,754,1897,1010,2553,107,310,0,0,3,9,0,0,108,326,0,0,4,7,0,3,0,0,4,15,27,66,3936,12415,228,..,4161,12415
SSC30694,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,4,..,15,18
SSC30695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
