POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3037,3300,537,35,0,0,3872,6827,1011,46,0,8,7890,1035,837,88,0,5,1969,16,18,76,0,0,108,384,152,15,3,3,561,7,15,28,0,0,46,40,23,7,0,0,70,28,7,0,0,0,35,1519,1055,217,3,14,2795,54,47,6,0,0,106,305,73,19,0,0,396,11994,2722,316,3,23,15058
POA3038,3632,364,14,0,0,4010,2881,265,14,3,3,3164,517,139,12,0,0,673,128,3,0,0,0,134,217,42,3,0,0,261,3,7,0,0,0,9,27,10,0,0,0,40,21,3,0,0,0,24,911,201,16,0,0,1137,31,44,14,0,0,83,191,35,7,0,0,234,7646,911,65,9,4,8626
POA3039,1329,248,149,7,5,1738,1054,300,209,3,4,1569,350,307,752,8,12,1437,4,3,170,0,0,178,105,68,114,4,8,292,12,0,13,0,0,23,3,0,5,0,0,11,11,5,7,0,0,22,487,388,1061,18,20,1971,17,15,17,0,0,46,73,28,52,0,4,156,2955,974,1494,24,32,5482
POA3040,2424,423,421,4,7,3277,1868,485,404,3,11,2769,439,755,1362,10,3,2565,19,41,63,0,0,125,155,114,195,3,0,477,13,11,42,0,0,69,9,6,10,0,0,25,27,3,16,0,0,49,666,932,1680,17,0,3301,33,9,19,0,0,65,109,39,69,0,9,225,5096,1885,2593,27,26,9632
POA3041,1369,224,90,3,0,1697,1119,270,93,0,6,1494,237,196,401,7,3,843,0,4,0,0,0,6,96,39,33,4,0,167,0,0,7,0,0,6,3,0,0,0,0,6,9,3,3,0,0,12,343,249,446,8,5,1046,11,6,5,0,0,25,77,19,24,0,3,122,2918,773,657,17,11,4383
POA3042,1997,410,20,27,4,2455,1336,569,31,21,8,1950,502,496,53,12,6,1075,18,10,0,0,0,27,170,85,8,3,0,268,0,0,0,0,0,3,7,4,0,0,0,13,15,9,4,0,0,28,721,602,67,11,10,1414,13,7,0,0,0,24,127,36,0,6,8,178,4194,1629,117,60,24,6021
POA3043,2309,163,32,0,0,2508,1824,362,5,0,3,2196,581,528,19,0,0,1134,51,41,3,0,0,95,224,77,6,0,3,314,7,0,0,0,0,7,20,6,0,0,0,29,14,3,0,0,0,24,901,656,31,3,7,1600,56,7,10,0,0,68,129,30,6,0,0,167,5224,1221,85,3,6,6539
POA3044,2717,521,138,6,12,3381,2236,930,119,6,5,3297,719,1335,189,12,9,2268,21,57,12,8,0,95,248,182,19,3,0,450,4,3,10,0,3,22,19,10,5,0,0,33,27,15,5,0,0,43,1033,1595,243,24,7,2908,26,7,6,0,0,37,142,72,23,4,3,247,6160,3125,525,38,29,9873
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3046,3548,405,124,3,10,4099,2446,1064,170,3,15,3693,949,1355,392,0,14,2715,197,134,67,0,0,397,380,206,57,0,3,649,11,5,4,0,0,22,58,30,10,0,3,104,41,19,3,0,0,60,1642,1746,531,7,20,3946,42,16,3,0,3,63,254,116,22,0,0,397,7935,3348,862,11,46,12204
POA3047,1497,42,83,30,6,1651,1337,141,142,24,0,1641,654,204,251,11,11,1130,346,126,155,35,0,661,354,48,67,8,7,481,12,3,34,0,0,50,100,15,37,3,3,156,30,8,10,3,0,47,1487,408,550,61,22,2525,36,5,4,0,0,49,252,23,48,12,25,362,4610,608,832,124,51,6236
POA3048,1262,80,4,0,3,1352,1699,243,11,0,0,1959,461,148,13,0,7,624,332,65,8,0,0,403,295,61,6,0,3,365,19,6,0,0,0,28,75,31,0,0,4,115,13,7,0,0,0,24,1200,314,32,0,8,1553,33,4,0,0,0,35,172,32,0,0,3,213,4372,670,44,0,22,5111
POA3049,1021,81,0,41,0,1140,1189,157,0,0,3,1354,177,137,3,0,3,323,70,6,0,0,0,77,84,22,0,0,0,109,0,0,0,0,0,0,11,0,0,24,0,35,14,3,0,0,0,18,353,173,3,30,4,563,16,0,0,0,0,15,82,15,0,5,0,103,2654,425,3,79,11,3172
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,128,332,296,0,5,761,88,372,452,4,3,923,77,529,1815,9,9,2448,10,124,693,0,14,833,32,178,344,3,3,561,4,3,47,0,0,55,3,11,53,0,0,64,4,15,16,0,0,33,132,857,2970,19,31,4000,4,5,27,0,0,40,17,37,122,0,7,178,369,1597,3871,24,43,5904
POA3052,27,201,120,0,0,347,23,137,121,0,0,283,29,197,758,3,6,989,0,8,31,0,0,36,6,58,96,0,0,170,4,10,48,0,0,62,3,3,7,0,0,14,0,3,7,0,0,8,44,279,945,6,8,1274,4,3,19,0,0,20,6,15,22,0,5,51,100,637,1226,3,16,1985
POA3053,21,299,492,0,4,822,14,184,461,3,4,662,31,392,3312,12,24,3770,5,42,849,0,3,902,12,182,734,8,5,942,0,11,195,0,0,214,0,6,255,0,0,264,0,13,43,0,0,66,52,647,5400,22,34,6159,0,12,64,0,0,79,7,44,233,3,5,296,87,1181,6658,31,49,8006
POA3054,121,778,93,8,0,1007,64,450,88,3,4,608,62,736,369,9,5,1182,0,6,89,0,0,102,30,255,85,19,3,387,0,8,13,0,0,22,0,3,4,0,0,11,3,9,8,0,0,18,96,1021,566,29,7,1712,3,10,22,0,0,39,10,49,26,3,0,89,292,2309,804,42,14,3460
POA3055,1053,189,193,3,3,1446,744,326,376,4,5,1459,318,507,1297,19,5,2148,24,43,143,0,0,204,128,96,167,8,3,395,3,5,19,0,0,30,3,0,13,3,0,21,17,11,9,0,0,39,491,666,1642,22,12,2838,9,5,6,0,0,27,52,29,72,3,3,156,2360,1215,2292,38,18,5923
POA3056,1492,571,216,15,10,2300,1106,681,591,11,10,2399,659,1242,1906,35,18,3862,9,103,133,0,0,244,258,299,270,23,6,860,7,6,9,0,0,33,17,7,14,3,0,41,10,15,8,0,0,43,970,1681,2341,60,25,5081,26,15,7,0,0,47,106,83,89,0,5,288,3698,3034,3253,86,46,10121
POA3057,597,326,84,4,3,1016,351,373,385,3,7,1121,215,643,1350,22,3,2232,23,48,6,0,0,74,109,138,142,8,0,398,0,9,15,0,0,20,5,5,9,0,0,18,11,3,5,0,0,17,355,846,1526,29,7,2761,4,4,3,0,0,21,39,30,37,5,4,113,1359,1580,2037,43,20,5033
POA3058,3424,467,49,11,7,3953,2825,844,192,3,8,3868,1109,1156,601,15,16,2901,93,151,57,0,3,304,401,221,64,7,11,699,10,31,18,0,0,59,28,17,4,3,3,58,37,15,11,0,0,64,1674,1604,756,24,31,4094,60,8,8,0,0,77,212,91,21,0,3,330,8189,3017,1019,40,57,12321
POA3059,1548,34,0,0,0,1579,2312,62,0,0,4,2381,231,55,0,0,0,286,0,0,0,0,0,0,66,9,0,0,0,79,3,0,0,0,0,3,7,0,0,0,0,12,10,0,0,0,0,10,317,70,4,0,0,387,20,0,0,0,0,24,82,0,0,0,0,85,4276,164,4,0,5,4458
POA3060,1706,93,3,0,3,1808,1066,125,9,0,0,1202,533,242,33,8,4,820,34,21,0,0,0,54,257,47,0,0,4,318,7,4,0,0,0,12,56,12,0,0,0,70,23,7,0,0,0,25,914,332,38,10,6,1306,26,3,0,0,0,30,146,20,3,0,0,166,3856,577,53,11,12,4511
POA3061,589,12,4,7,3,618,440,21,3,3,3,471,100,24,34,0,0,162,3,8,0,0,0,16,78,3,0,0,0,83,3,0,0,0,0,4,26,5,0,79,0,115,3,0,0,0,0,6,216,42,32,89,8,386,0,0,0,0,0,3,64,5,3,10,0,82,1309,83,44,103,8,1552
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,62,0,0,0,0,62,78,0,0,0,0,78,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,3,0,0,0,0,3,6,0,0,0,0,6,165,0,0,0,0,165
POA3064,3081,201,20,0,0,3306,11009,715,47,5,6,11781,2695,1020,152,0,7,3876,123,41,12,0,0,172,727,113,14,0,0,863,34,10,4,0,0,50,153,18,0,0,0,164,62,7,0,0,0,64,3790,1200,177,0,13,5185,109,19,3,0,0,134,461,71,8,3,6,550,18454,2210,255,9,29,20954
POA3065,185,318,175,3,0,687,129,297,312,3,3,740,170,379,739,13,9,1315,10,7,728,0,0,743,70,123,152,3,5,350,0,4,85,0,0,87,3,4,10,3,0,15,0,14,10,0,0,30,255,529,1721,15,18,2537,0,3,11,0,0,16,14,35,89,0,4,142,584,1182,2302,23,28,4129
POA3066,132,98,143,4,8,377,130,187,425,7,0,756,106,189,1100,25,6,1420,71,38,573,0,0,689,31,87,134,8,3,266,7,4,41,0,0,51,0,5,5,0,0,13,8,3,7,0,0,14,221,327,1862,28,8,2449,0,3,8,0,0,15,16,29,86,0,3,136,501,645,2528,46,13,3729
POA3067,167,206,166,6,3,542,125,327,388,3,0,840,95,251,1272,5,9,1632,16,18,43,0,0,73,40,100,129,7,3,270,8,3,48,0,0,55,0,0,15,0,0,19,0,11,12,0,3,24,157,373,1514,17,15,2073,3,3,4,0,0,7,15,28,50,0,0,93,462,933,2120,22,24,3562
POA3068,552,1124,181,4,8,1868,383,1078,409,5,4,1874,146,1006,1052,17,14,2236,12,194,296,0,0,499,68,336,164,3,5,585,52,14,38,0,0,102,17,9,10,0,0,31,12,11,6,0,0,32,296,1568,1564,25,18,3478,44,16,16,0,0,85,34,93,83,0,3,219,1314,3885,2259,33,35,7523
POA3070,1990,643,140,13,9,2792,1530,791,374,10,3,2701,607,955,991,31,16,2592,21,108,204,0,0,339,206,235,120,15,3,579,13,25,12,0,0,49,8,13,3,3,0,29,22,8,7,0,0,45,882,1345,1332,46,20,3627,21,15,7,0,0,38,114,48,50,3,0,216,4524,2837,1909,72,29,9379
POA3071,1577,258,120,6,7,1969,1310,401,299,4,6,2026,562,699,1190,18,15,2483,38,58,113,0,0,211,179,101,108,6,4,401,26,7,16,0,0,47,16,3,7,0,0,20,19,11,7,0,0,38,836,874,1442,24,18,3202,27,9,11,0,0,41,119,26,71,0,4,217,3870,1571,1941,42,35,7455
POA3072,2941,446,85,11,7,3489,2261,802,329,23,8,3429,1161,1031,1010,48,17,3265,143,372,126,0,0,649,421,191,102,28,5,754,14,10,32,0,0,60,26,16,10,3,0,59,37,17,10,3,0,65,1799,1643,1297,85,26,4847,37,24,4,0,0,65,212,111,50,0,11,382,7256,3027,1770,123,45,12219
POA3073,5536,691,74,3,10,6313,3422,1323,123,17,17,4899,1882,2300,353,23,21,4574,411,369,165,0,0,943,635,343,42,19,4,1042,20,31,8,0,0,60,73,44,10,0,0,129,75,32,3,0,0,105,3095,3108,579,46,21,6853,93,46,8,0,4,150,486,183,31,3,4,707,12633,5359,808,62,51,18918
POA3074,3004,57,43,0,0,3102,1482,159,67,3,4,1714,764,280,211,0,6,1257,64,6,9,0,0,82,315,48,44,0,4,410,7,3,9,0,0,23,58,9,4,0,0,71,30,4,0,0,0,38,1243,350,283,3,6,1880,26,9,3,0,0,43,254,27,10,0,4,295,6007,598,409,4,21,7037
POA3075,2967,39,55,0,4,3067,1987,116,93,0,4,2203,942,152,226,0,4,1322,48,15,24,0,0,81,309,24,28,3,0,368,6,12,0,0,0,22,61,3,5,0,0,71,30,8,6,0,0,37,1395,204,290,6,4,1895,31,0,3,0,0,39,232,18,17,0,3,267,6616,377,452,6,18,7469
POA3076,2029,373,30,0,0,2434,3787,704,24,0,3,4509,1257,754,90,0,3,2106,123,41,3,0,0,166,326,91,3,0,3,423,10,19,0,0,0,34,43,11,0,0,0,50,27,8,0,0,0,37,1790,926,98,0,3,2820,44,36,11,0,0,89,199,45,14,0,0,264,7846,2089,177,0,13,10117
POA3078,987,185,104,3,5,1289,825,251,227,0,3,1305,240,391,727,3,4,1369,6,25,31,0,0,66,85,52,84,3,3,220,0,7,0,0,0,7,4,0,3,0,0,7,16,7,10,0,0,30,355,485,849,6,8,1703,10,9,4,0,4,23,51,27,25,0,3,99,2233,952,1204,10,20,4422
POA3079,1784,260,188,5,8,2242,1327,307,198,4,3,1832,333,334,526,0,5,1207,46,19,8,0,0,81,105,88,113,3,0,306,0,12,20,0,0,36,3,4,0,0,0,11,18,3,8,0,0,26,510,466,679,6,7,1668,15,4,9,0,0,31,72,16,18,0,5,114,3703,1048,1096,13,28,5886
POA3081,888,241,10,0,3,1144,865,404,25,0,6,1306,550,373,50,0,3,973,377,368,182,0,13,939,185,98,10,0,4,288,17,6,10,0,0,31,16,3,0,0,0,23,16,11,3,0,0,26,1150,861,252,0,20,2284,17,15,3,0,0,36,125,63,12,0,3,210,3052,1590,302,0,30,4979
POA3082,3103,458,13,0,0,3575,3228,538,23,0,0,3791,1036,339,74,0,3,1449,140,13,0,0,0,156,261,57,5,0,0,327,13,0,0,0,0,15,27,3,0,0,0,34,16,6,0,0,0,23,1494,425,76,0,4,2005,33,4,3,0,0,43,210,27,0,0,0,238,8075,1448,120,4,3,9651
POA3083,3457,255,156,0,5,3869,2778,407,90,0,6,3275,940,668,554,0,0,2166,54,49,17,0,0,122,415,100,84,0,0,607,22,8,39,0,0,67,55,17,38,0,0,106,28,3,4,0,0,38,1509,842,744,3,3,3100,34,11,75,0,0,122,228,47,37,0,0,305,7999,1557,1098,4,14,10673
POA3084,3377,323,138,3,9,3851,2483,344,141,3,3,2976,676,411,569,5,7,1670,8,28,37,0,0,77,195,71,60,0,0,324,5,15,63,0,0,81,15,4,5,0,0,24,23,3,7,0,0,37,919,532,740,7,13,2212,27,10,24,0,0,63,152,37,21,0,5,216,6960,1251,1074,12,32,9326
POA3085,1484,265,5,0,0,1755,1579,238,3,3,4,1828,460,200,64,4,3,724,52,34,10,0,0,91,138,48,11,3,0,198,9,14,6,0,0,31,115,26,4,0,0,149,12,7,0,0,0,15,779,322,100,10,3,1208,16,33,0,0,0,46,82,34,3,0,0,122,3940,894,110,12,6,4959
POA3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,6,0,7,9,0,0,8,0,11,18
POA3087,1242,57,0,0,0,1303,1168,59,3,0,0,1234,357,102,10,0,0,472,51,43,0,0,0,91,114,23,0,0,0,138,12,3,0,0,0,16,10,0,0,0,0,10,11,0,0,0,0,16,564,168,10,0,4,747,20,0,0,0,0,20,61,8,0,0,0,68,3059,291,14,0,3,3379
POA3088,3388,235,43,0,8,3678,3654,366,41,0,3,4068,692,348,74,5,3,1116,69,49,6,0,0,121,197,58,0,0,0,264,11,37,0,0,0,44,15,17,0,0,0,31,12,10,0,0,0,25,989,522,83,5,4,1604,36,24,27,0,0,84,132,36,13,0,0,177,8199,1188,206,4,17,9608
POA3089,1258,36,0,0,4,1300,1928,70,5,0,0,1999,188,68,3,0,0,261,9,9,0,0,0,20,79,10,0,0,0,97,3,0,0,0,0,5,0,0,0,0,0,3,8,3,0,0,0,8,295,90,3,0,0,388,12,0,0,0,0,12,70,10,0,0,0,78,3560,205,13,0,8,3787
POA3090,255,0,0,0,0,255,365,3,0,0,0,372,24,0,0,0,5,26,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,5,36,5,0,0,0,0,4,10,0,0,0,0,10,667,5,0,0,5,678
POA3091,220,0,0,0,3,221,202,0,0,0,0,202,13,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,27,0,0,0,0,27,5,0,0,0,0,5,9,0,0,0,0,10,465,0,0,0,3,471
POA3093,490,81,12,0,0,585,422,102,7,0,0,528,63,75,43,0,0,182,0,4,0,0,0,3,21,18,0,0,0,41,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,89,99,48,0,0,238,3,3,0,0,0,5,21,3,3,0,0,31,1027,294,72,0,6,1391
POA3094,1142,97,6,0,0,1250,1261,156,12,0,5,1432,286,133,6,6,0,422,12,19,0,0,0,28,98,24,3,0,0,127,0,0,0,0,0,0,4,3,0,0,0,7,3,3,0,0,0,7,396,181,6,7,0,587,6,4,0,0,0,12,52,6,3,0,0,60,2855,442,25,7,11,3344
POA3095,3430,122,139,0,3,3685,4098,105,95,4,8,4302,431,107,107,0,3,650,20,15,6,0,0,48,186,22,23,0,6,226,0,5,16,0,0,18,3,0,0,0,0,5,17,8,4,0,0,23,657,159,157,0,5,978,39,10,3,0,0,55,126,19,11,0,0,158,8349,403,402,7,14,9181
POA3096,238,0,0,0,0,238,297,0,0,0,0,298,18,0,0,0,0,20,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,35,0,0,0,0,37,0,0,0,0,0,0,7,0,0,0,0,12,573,0,0,0,3,577
POA3097,164,0,0,0,0,169,203,0,0,0,0,206,13,3,0,0,0,11,0,0,0,0,0,0,20,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,36,4,0,0,0,41,4,0,0,0,0,4,13,0,0,0,0,13,422,4,0,0,3,430
POA3099,600,0,0,4,0,609,802,0,0,0,0,808,60,4,0,0,0,62,0,21,0,0,0,22,61,0,0,0,0,59,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,123,25,3,4,0,158,12,0,0,0,0,12,21,0,0,0,0,21,1553,33,3,7,7,1600
POA3101,2116,779,403,3,7,3308,1519,561,336,0,6,2418,463,590,1056,7,9,2131,8,5,16,0,0,32,170,129,118,4,3,434,4,14,6,0,0,19,18,4,8,0,0,22,23,18,9,0,0,46,680,759,1213,13,13,2684,18,19,13,0,3,55,89,43,61,3,0,194,4427,2158,2027,22,28,8668
POA3102,706,180,32,0,3,927,592,132,46,0,0,771,130,141,127,0,0,407,0,3,9,0,0,8,41,41,18,0,0,108,0,0,6,0,0,8,0,0,0,0,0,0,6,5,0,0,0,13,189,190,162,0,0,545,10,3,0,0,0,15,27,3,4,0,0,31,1523,509,247,0,4,2288
POA3103,1692,582,155,4,6,2439,1098,291,113,3,3,1511,351,389,246,6,7,994,8,4,18,0,0,27,112,95,46,0,0,252,3,29,3,0,0,36,11,7,0,0,0,18,10,6,6,0,0,24,500,531,315,4,7,1358,24,17,43,0,0,83,92,23,18,0,0,141,3408,1439,653,16,14,5532
POA3104,2733,347,9,5,3,3100,1900,205,17,3,3,2127,651,240,62,0,3,959,5,0,0,0,0,5,186,48,9,0,0,249,3,3,0,0,0,9,15,0,0,0,0,15,22,0,4,0,0,23,879,292,74,6,5,1255,30,3,0,0,0,40,118,13,3,0,3,137,5653,864,111,19,13,6662
POA3105,1756,208,54,0,0,2019,788,150,75,0,3,1019,367,82,104,0,0,556,15,3,3,0,0,15,111,32,16,0,0,162,6,0,0,0,0,6,8,0,3,0,0,11,18,3,3,0,0,21,517,113,130,0,3,770,11,0,3,0,0,19,100,4,6,0,0,112,3177,483,269,3,3,3935
POA3106,2211,408,28,0,0,2656,1532,312,21,0,0,1862,336,159,63,0,0,552,3,3,0,0,0,8,109,18,16,0,0,142,0,4,0,0,0,4,3,6,0,0,0,6,14,5,0,0,0,17,458,199,71,0,0,732,16,43,0,0,0,57,93,36,4,0,5,138,4310,992,129,0,10,5447
POA3107,1968,307,17,3,0,2294,1234,255,18,0,4,1511,393,169,13,0,0,577,7,0,0,0,0,6,109,52,0,0,0,165,4,4,0,0,0,3,11,0,0,0,0,14,10,3,0,0,0,15,529,235,18,3,0,782,16,0,0,0,0,16,115,19,5,0,26,163,3864,815,56,7,30,4768
POA3108,2718,425,253,0,3,3404,1257,420,277,0,4,1963,663,409,487,0,3,1558,5,15,40,0,0,60,225,96,74,3,3,393,9,0,27,0,0,35,23,7,7,0,0,34,19,7,5,0,0,38,936,525,646,3,4,2124,128,10,32,0,0,173,126,44,32,0,3,203,5169,1432,1244,4,14,7862
POA3109,3328,702,221,0,6,4254,2099,699,217,0,10,3018,742,554,291,0,9,1593,8,25,20,0,0,48,240,121,51,0,0,413,0,6,9,0,0,22,13,7,4,0,0,33,22,9,6,0,0,34,1028,730,370,0,12,2141,30,38,9,0,0,79,129,70,33,0,40,271,6613,2231,853,0,73,9768
POA3111,1662,119,61,0,0,1837,1386,84,13,0,3,1485,361,86,7,0,0,452,14,9,0,0,0,27,97,9,3,0,0,113,0,3,0,0,0,7,4,0,0,0,0,3,16,0,0,0,0,20,495,109,10,0,0,620,16,46,24,0,0,87,61,16,12,0,0,96,3626,379,124,0,3,4130
POA3113,1071,0,0,16,0,1090,1309,3,0,0,0,1314,104,0,0,0,0,103,7,11,0,0,0,16,56,0,0,0,0,58,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,177,8,0,3,0,192,14,0,0,0,0,14,41,0,0,0,0,39,2612,12,0,18,3,2650
POA3114,525,0,0,0,3,527,530,0,0,0,0,529,21,0,0,0,0,21,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,38,0,0,0,0,38,5,0,0,0,0,5,23,0,0,0,0,23,1124,0,0,0,3,1126
POA3115,465,0,0,0,3,466,597,0,0,0,0,602,34,0,0,0,0,34,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,74,0,0,0,0,74,4,0,0,0,0,4,18,0,0,0,0,18,1156,0,0,0,3,1157
POA3116,1250,17,0,0,0,1267,1528,18,0,0,3,1548,278,14,0,0,4,302,9,0,0,0,0,9,111,8,0,0,3,120,4,0,0,0,0,4,7,0,0,0,0,3,4,0,0,0,0,4,416,21,0,3,7,447,14,0,0,0,0,14,69,3,0,0,3,76,3284,56,0,0,11,3355
POA3121,612,1340,493,3,4,2457,468,1419,1101,6,18,3020,370,1527,2937,26,20,4878,10,138,1152,3,0,1302,117,393,415,8,7,941,7,11,52,0,0,67,12,10,21,5,6,51,3,21,20,4,0,56,517,2101,4603,42,38,7301,11,31,26,0,0,65,39,118,174,0,5,338,1651,5007,6401,52,73,13179
POA3122,1150,577,619,5,7,2360,758,445,883,3,0,2092,228,386,3349,26,18,4002,0,21,64,0,0,88,71,92,523,4,3,694,5,3,49,0,0,56,7,11,52,3,3,73,11,8,23,0,3,45,319,522,4060,32,31,4957,14,13,43,0,0,76,36,34,139,0,3,220,2278,1589,5750,38,45,9706
POA3123,956,357,275,0,3,1589,693,326,409,3,5,1439,204,303,1415,3,11,1935,0,0,96,0,0,98,66,72,187,0,4,330,0,0,32,0,0,30,0,3,11,0,0,11,8,0,15,0,0,23,277,385,1753,3,10,2431,6,6,16,0,0,31,40,28,146,0,0,217,1971,1107,2595,9,21,5702
POA3124,2261,604,274,5,4,3151,1655,422,151,8,11,2247,420,454,650,9,15,1540,0,3,7,0,0,9,158,112,75,4,3,361,8,17,8,0,0,29,9,7,0,0,0,12,23,12,7,0,0,37,608,600,747,18,19,1993,30,6,42,0,3,84,71,28,34,3,0,136,4628,1663,1252,33,34,7612
POA3125,1200,376,101,3,3,1682,1003,272,84,0,5,1368,510,279,339,0,10,1132,69,118,37,0,0,223,278,85,50,0,6,426,6,19,22,0,0,46,28,7,12,0,0,51,10,6,3,0,0,21,903,519,462,0,16,1906,26,66,25,0,0,117,87,45,15,0,3,143,3215,1286,691,7,20,5215
POA3126,894,223,91,0,3,1212,653,146,49,3,0,853,122,172,76,5,0,369,0,4,3,0,0,5,50,45,25,3,0,116,0,24,17,0,0,34,4,4,0,0,0,11,6,5,3,0,0,15,179,247,115,10,0,555,9,3,3,0,0,16,24,13,4,0,3,47,1763,636,262,16,10,2690
POA3127,1994,504,128,8,5,2638,1613,413,137,3,8,2168,332,566,254,3,5,1160,0,6,3,0,0,15,117,111,48,4,3,277,3,18,0,0,0,28,5,0,3,0,0,13,6,19,6,0,0,29,472,717,310,9,8,1515,15,12,0,0,0,29,63,35,9,0,4,104,4162,1680,578,13,18,6459
POA3128,1242,428,200,0,7,1874,1186,434,271,0,6,1895,442,673,1194,0,8,2329,35,91,74,0,0,198,178,170,192,0,0,539,8,46,20,0,0,78,22,30,38,0,0,92,10,9,6,0,0,33,701,1020,1532,6,9,3267,73,94,18,0,0,186,97,66,67,0,6,241,3301,2034,2085,4,25,7459
