POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3129,1723,597,55,5,7,2383,1337,534,69,3,0,1947,491,520,208,0,5,1221,22,29,6,0,0,62,229,118,28,0,3,378,8,16,5,0,0,30,10,10,4,0,0,30,21,7,3,0,0,28,778,704,260,0,10,1751,26,14,0,0,0,33,75,32,8,0,0,118,3939,1882,395,6,14,6232
POA3130,3715,721,45,0,0,4480,3260,575,73,0,12,3920,965,580,246,7,4,1797,94,66,6,0,0,170,307,133,51,0,0,505,16,3,64,0,0,86,28,15,28,0,0,69,29,11,20,0,0,58,1441,804,419,6,7,2684,45,16,16,0,0,78,173,44,35,0,0,251,8636,2162,588,11,18,11414
POA3131,2341,522,33,0,3,2897,2234,529,17,3,3,2784,773,543,97,3,3,1421,89,220,18,0,0,327,239,116,5,0,3,368,24,28,0,0,0,55,17,15,0,0,0,32,21,9,3,0,0,33,1162,938,127,5,8,2238,36,68,0,0,0,102,139,59,16,0,5,219,5903,2114,195,8,20,8234
POA3132,1539,468,30,0,3,2044,1579,546,63,0,6,2202,492,612,183,0,3,1296,21,59,3,0,0,81,134,104,12,0,0,257,4,4,0,0,0,13,13,4,0,0,0,19,25,7,4,0,0,34,689,795,209,0,3,1699,20,4,0,0,0,28,77,37,6,0,0,118,3903,1858,311,3,19,6088
POA3133,3067,312,21,0,0,3403,2517,298,3,3,3,2825,549,216,8,3,0,788,22,4,0,0,0,23,164,46,4,0,3,213,19,12,17,0,0,45,13,6,0,0,0,16,21,3,0,0,0,29,788,287,27,3,3,1108,32,70,24,0,0,119,101,24,3,0,4,124,6506,981,82,6,14,7585
POA3134,3618,156,26,0,3,3806,4163,143,51,0,4,4365,1608,404,177,0,7,2204,108,116,24,0,0,246,382,50,18,0,5,448,17,68,44,0,3,128,21,5,0,0,3,28,36,4,0,0,0,38,2173,645,267,5,13,3098,36,15,9,0,0,63,202,46,6,0,4,259,10189,1007,356,9,30,11592
POA3135,2425,60,16,0,3,2508,2648,131,51,3,9,2842,1026,186,27,6,4,1245,67,32,9,0,0,108,272,34,6,0,0,323,5,0,3,0,0,13,16,6,0,0,0,24,18,4,0,0,0,24,1412,265,52,6,3,1732,30,6,0,0,0,41,119,22,3,0,0,141,6633,485,120,9,13,7263
POA3136,5228,171,18,0,8,5426,6232,346,130,0,5,6718,2060,345,139,4,9,2552,238,78,20,0,0,340,581,50,14,4,5,655,42,13,7,0,0,68,36,10,0,0,0,42,38,8,0,0,0,43,2994,500,177,7,15,3704,116,7,0,0,3,123,336,35,11,0,11,389,14907,1054,341,9,43,16350
POA3137,1437,213,11,0,0,1659,2086,143,8,3,4,2244,423,116,9,0,5,559,45,16,0,0,0,62,177,34,0,0,3,218,4,6,0,0,0,12,10,0,0,0,0,10,14,0,0,0,0,16,669,168,17,0,4,860,19,51,0,0,0,71,80,31,0,0,3,114,4288,606,29,3,12,4947
POA3138,2311,58,3,0,7,2378,3378,83,8,0,7,3477,855,143,5,0,6,1011,67,6,0,0,0,76,221,13,0,0,3,240,24,0,0,0,0,24,17,0,0,0,0,21,12,0,0,0,0,20,1205,169,5,0,6,1391,27,0,0,0,0,27,142,8,0,0,0,157,7062,325,17,0,25,7424
POA3139,1479,6,4,0,4,1487,2476,3,0,3,3,2488,243,3,0,0,0,243,10,0,0,0,0,10,158,0,5,0,3,166,4,0,3,0,0,4,14,0,0,0,0,15,22,0,0,0,0,22,446,7,9,5,7,459,27,0,5,0,0,30,120,0,0,0,3,128,4547,9,12,11,21,4597
POA3140,1539,331,23,29,4,1923,2385,218,0,0,3,2607,428,333,4,0,5,760,49,50,3,0,0,101,160,51,0,0,7,217,5,13,0,0,3,25,16,0,0,28,0,45,15,8,0,0,0,21,670,451,8,32,12,1171,11,39,27,0,0,78,109,51,3,0,3,164,4719,1084,58,58,19,5951
POA3141,414,575,1029,0,8,2022,209,381,1299,0,3,1897,144,497,5412,6,10,6071,3,6,571,0,0,583,47,182,750,5,4,987,0,0,12,0,0,9,3,11,39,0,3,57,8,24,33,0,0,62,203,727,6813,8,17,7772,9,5,48,0,0,67,14,47,219,0,3,289,851,1730,9414,13,35,12043
POA3142,891,537,762,0,3,2195,511,232,413,0,0,1159,120,199,1160,0,0,1477,0,0,3,0,0,3,49,67,210,0,0,334,0,0,0,0,0,0,6,3,8,0,0,16,3,10,14,0,0,25,179,281,1397,0,4,1861,12,8,17,0,0,44,45,40,106,0,0,190,1645,1092,2694,0,7,5437
POA3143,576,301,289,3,4,1174,328,197,313,0,3,844,108,145,1062,8,3,1332,0,28,29,0,0,55,34,46,157,3,0,249,0,5,59,0,0,62,0,4,11,0,0,11,3,4,10,0,0,14,148,228,1332,12,4,1728,4,9,8,0,0,16,25,10,43,0,0,83,1087,752,1992,19,12,3854
POA3144,1023,398,289,3,4,1711,630,223,215,4,8,1080,152,143,641,35,11,980,0,0,13,0,0,17,55,39,90,9,6,198,0,4,7,0,0,8,3,0,7,0,0,13,0,3,7,0,0,12,217,194,760,39,13,1224,9,3,36,0,0,51,32,9,40,3,4,81,1906,825,1328,55,30,4154
POA3145,2093,612,139,10,4,2862,1710,552,182,17,5,2464,421,580,999,82,10,2092,5,41,27,0,4,78,176,132,155,17,3,480,3,16,24,3,4,47,16,8,17,0,3,44,17,18,5,0,0,41,638,792,1238,103,18,2782,29,17,11,0,0,64,89,59,36,0,3,183,4557,2027,1605,134,36,8359
POA3146,2429,613,281,0,8,3325,1993,496,409,3,6,2899,459,430,1141,3,4,2045,0,8,42,0,0,46,147,112,197,0,3,454,9,17,43,0,0,67,0,6,14,0,0,25,18,12,11,0,3,43,638,584,1440,9,5,2674,26,45,6,0,0,77,95,30,49,0,0,178,5188,1764,2179,6,18,9160
POA3147,1422,168,88,0,5,1686,1279,213,154,5,5,1656,423,191,150,7,5,778,139,102,196,0,3,442,134,45,32,7,0,222,6,32,64,0,0,105,6,4,3,0,0,20,10,0,3,0,0,18,720,377,450,15,8,1574,27,4,8,0,0,39,67,15,16,0,7,104,3506,786,724,21,25,5068
POA3148,687,108,39,0,4,844,560,282,100,0,0,939,354,276,98,0,6,735,112,57,87,0,0,250,105,54,16,0,0,187,5,0,3,0,0,6,20,10,0,0,3,26,7,5,0,0,0,11,598,398,207,0,5,1213,13,0,4,0,0,21,46,27,10,0,0,79,1906,819,359,0,10,3098
POA3149,4113,266,863,0,6,5249,2500,284,688,0,6,3477,1044,279,655,4,11,1988,35,14,30,0,0,83,318,58,158,0,6,543,6,0,22,0,0,28,22,7,3,0,0,35,25,0,12,0,0,37,1454,360,875,11,14,2711,36,3,15,0,0,54,190,22,49,0,7,267,8291,928,2488,7,33,11757
POA3150,8427,645,327,0,7,9408,5120,426,284,0,4,5839,2391,385,398,0,9,3183,67,7,11,0,0,77,646,90,63,0,0,805,17,3,3,0,0,25,68,10,8,0,0,88,49,8,3,0,0,64,3235,506,483,3,11,4242,86,119,81,5,5,291,329,70,35,0,3,441,17198,1766,1212,7,40,20216
POA3151,1382,227,7,0,3,1616,783,173,13,0,0,970,423,116,28,0,3,563,3,3,0,0,0,12,182,50,3,0,0,234,3,3,3,0,0,11,34,4,0,0,0,38,13,7,0,0,0,12,653,179,33,0,4,866,17,50,31,0,0,98,65,11,0,0,0,86,2904,632,86,0,11,3632
POA3152,3850,439,20,74,7,4393,3734,360,22,3,3,4127,1188,237,88,0,4,1513,92,66,0,0,0,161,256,34,4,3,0,301,8,15,0,0,0,26,21,14,3,40,0,71,25,3,0,0,0,32,1587,368,94,45,5,2103,34,314,17,0,0,362,161,90,13,4,3,266,9368,1576,164,130,16,11251
POA3153,1633,406,83,0,8,2126,2320,653,154,0,4,3139,830,463,183,0,9,1483,105,67,59,0,0,236,226,107,26,0,4,367,24,10,12,0,0,50,10,4,0,0,0,18,15,7,3,0,0,22,1211,660,296,3,10,2186,26,18,3,0,0,47,103,51,23,0,3,188,5301,1788,565,3,27,7687
POA3154,481,19,9,0,0,501,754,20,0,0,0,775,60,14,0,3,0,69,22,0,0,0,0,20,47,0,0,0,0,50,0,0,17,0,0,16,3,0,0,0,0,8,5,0,0,0,0,6,139,17,18,4,0,169,4,0,3,0,0,12,37,0,13,0,0,54,1407,55,43,4,0,1510
POA3155,2235,455,23,0,3,2707,2730,560,62,0,5,3358,884,596,57,0,7,1545,99,64,51,0,0,213,275,124,4,0,0,403,18,18,5,0,0,39,12,10,0,0,0,22,22,7,0,0,0,27,1300,816,115,3,12,2244,41,3,0,0,0,48,141,54,5,0,7,210,6446,1889,209,3,27,8572
POA3156,4141,166,28,8,8,4347,5758,286,14,4,3,6063,1144,195,22,0,3,1367,152,66,45,0,0,260,408,57,3,3,6,474,20,7,31,0,0,58,19,0,5,0,6,30,33,3,4,0,0,45,1771,335,107,7,15,2234,54,8,34,0,0,98,223,20,10,0,0,259,11952,814,193,18,32,12995
POA3158,756,3,3,0,0,767,1259,4,6,0,0,1276,137,7,6,0,0,148,9,0,3,0,0,14,66,3,0,0,0,67,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,225,7,8,0,0,246,6,0,0,0,0,6,29,0,0,0,0,31,2280,19,18,3,0,2318
POA3159,270,0,0,0,0,274,486,0,0,0,0,485,27,0,0,0,0,27,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,50,0,0,0,0,54,6,0,0,0,0,6,17,0,0,0,0,17,826,0,0,0,0,832
POA3160,965,8,0,0,3,974,1716,7,0,0,0,1727,164,10,6,0,0,181,3,21,0,0,0,28,101,4,0,3,0,103,6,0,0,0,3,12,3,0,0,0,0,3,12,0,0,0,0,12,288,37,6,4,7,333,22,0,0,0,0,23,63,3,0,0,0,66,3056,60,4,4,12,3131
POA3161,1204,481,214,3,8,1907,758,414,277,0,4,1456,207,386,1003,0,8,1602,0,34,8,0,0,44,85,124,188,0,0,400,3,0,45,0,0,51,3,0,10,0,0,16,15,19,7,0,0,32,310,566,1254,3,15,2149,18,10,19,0,3,52,51,38,48,0,18,157,2345,1513,1814,3,45,5719
POA3162,1476,728,143,0,6,2355,1122,647,169,3,0,1940,317,461,541,6,3,1334,0,38,20,0,0,57,142,174,96,9,5,414,6,11,9,0,0,21,8,6,4,0,0,19,9,6,9,0,3,31,480,691,677,13,10,1870,14,16,7,0,0,36,72,47,22,0,0,145,3167,2124,1012,22,18,6344
POA3163,2077,1017,297,5,3,3393,1702,1109,734,13,3,3568,596,1142,2753,20,5,4518,11,63,85,0,0,156,233,292,286,5,3,819,8,20,15,0,0,39,18,11,23,4,0,58,26,15,25,0,0,62,884,1537,3177,29,12,5646,17,19,21,0,0,60,104,90,96,0,3,294,4788,3773,4328,45,22,12954
POA3165,2916,327,306,0,4,3557,2630,587,474,3,14,3708,892,327,376,6,6,1605,26,25,23,0,0,74,264,60,85,3,3,408,12,3,6,0,0,21,17,4,0,0,0,23,31,9,6,0,0,47,1240,422,495,7,9,2174,22,6,9,0,0,29,156,31,27,0,4,219,6962,1374,1307,10,38,9687
POA3166,2216,332,86,4,7,2647,1913,455,229,0,8,2606,866,634,584,3,11,2099,21,98,55,0,0,183,302,118,86,7,3,514,11,31,5,0,0,50,16,5,12,0,0,38,24,7,3,0,0,36,1246,902,747,11,13,2919,31,8,8,0,0,52,131,49,23,0,4,208,5541,1747,1102,11,32,8430
POA3167,1271,50,11,0,0,1333,1002,89,10,0,3,1108,341,107,34,0,3,480,32,8,30,0,0,65,105,23,0,0,0,134,7,0,0,0,0,7,15,0,0,0,0,18,18,3,0,0,0,21,514,141,60,0,3,718,15,0,0,0,0,15,71,10,4,0,0,84,2879,288,90,0,5,3260
POA3168,968,299,63,0,0,1337,525,503,152,0,3,1185,660,1241,1099,0,24,3027,32,56,30,0,0,119,317,330,167,0,3,823,12,24,13,0,0,54,34,37,36,0,3,115,19,9,11,0,0,41,1080,1704,1359,3,34,4173,20,29,12,0,0,64,86,72,29,0,11,197,2681,2610,1619,3,44,6959
POA3169,2237,251,18,0,3,2511,1226,472,58,0,3,1764,619,662,285,0,6,1565,74,103,6,0,3,187,242,118,31,0,0,392,26,10,0,0,0,37,23,20,3,0,0,52,23,13,3,0,0,33,1003,922,323,3,14,2264,25,13,6,0,0,46,142,35,8,0,0,185,4629,1703,414,8,16,6765
POA3170,2275,235,4,0,0,2525,1870,501,7,0,5,2382,650,321,20,0,0,985,89,6,0,0,0,95,174,62,0,0,3,249,8,0,0,0,0,8,10,7,0,0,0,18,18,3,0,0,0,25,955,406,16,0,3,1384,22,17,0,0,0,42,140,29,3,0,0,175,5261,1195,35,7,7,6504
POA3171,1890,207,123,14,0,2229,1116,315,58,3,11,1496,900,490,231,0,10,1635,32,38,9,0,0,81,356,120,24,0,0,506,16,9,7,0,0,26,84,14,4,59,0,163,26,8,3,4,0,41,1413,686,277,67,11,2459,28,7,93,0,0,130,210,47,55,6,0,318,4657,1261,599,92,26,6630
POA3172,2602,383,21,27,4,3036,2496,252,35,0,0,2786,538,205,39,0,0,784,72,16,0,0,0,92,254,66,0,0,0,324,4,3,0,0,0,11,66,8,0,43,3,112,15,0,0,3,0,15,947,304,40,47,4,1338,33,23,3,3,0,58,142,43,4,6,0,191,6213,1001,108,81,13,7408
POA3173,2323,130,56,0,3,2511,3401,245,32,5,0,3690,729,158,36,0,0,924,44,30,0,0,0,70,224,29,6,6,0,266,9,0,4,0,0,9,24,0,0,0,0,19,19,0,0,0,0,24,1043,222,47,8,0,1319,25,3,26,0,0,57,177,22,7,0,0,211,6970,626,171,14,6,7781
POA3174,3369,170,275,4,3,3818,2907,373,503,0,4,3780,1718,703,935,0,13,3379,257,90,206,0,0,557,538,98,121,3,5,771,27,3,13,0,0,46,99,21,18,0,0,141,44,11,20,0,3,73,2685,928,1315,3,26,4959,50,11,7,0,0,69,329,80,85,0,5,496,9339,1563,2186,10,44,13130
POA3175,3938,607,120,51,9,4725,3264,865,228,51,3,4410,1628,1762,1364,40,21,4808,345,405,81,12,4,847,622,277,133,14,0,1051,22,44,60,0,0,130,167,49,30,59,0,302,56,31,18,7,0,112,2841,2560,1691,128,24,7244,64,40,10,4,0,117,384,215,99,20,21,737,10490,4284,2151,251,59,17237
POA3177,844,92,13,7,0,949,927,170,0,7,6,1113,609,163,3,28,4,806,165,85,45,22,0,324,208,41,0,6,0,254,3,4,6,0,0,19,48,3,3,0,3,56,19,7,0,0,0,25,1063,300,60,51,6,1482,20,3,9,0,0,31,143,20,10,15,4,185,2991,591,88,82,18,3771
POA3178,3230,249,126,33,0,3638,5126,102,19,45,0,5304,1005,65,22,16,3,1112,92,0,0,0,0,92,243,12,0,3,0,259,9,3,3,0,0,13,8,0,3,6,0,13,14,0,0,0,0,15,1372,81,27,28,4,1509,34,50,81,0,0,166,182,29,13,10,0,229,9943,518,267,115,10,10849
POA3179,672,9,0,0,0,683,853,19,0,0,0,873,282,9,0,0,0,293,31,0,0,0,0,29,67,4,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,388,9,0,0,0,396,3,0,0,0,0,3,38,0,0,0,0,39,1952,46,0,0,0,1995
POA3180,808,168,0,0,0,982,875,140,0,0,0,1019,316,77,0,0,0,391,15,3,0,0,0,22,96,13,0,0,0,108,0,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,10,439,98,0,0,3,534,11,38,0,0,0,48,46,11,0,0,0,51,2176,455,3,0,0,2635
POA3181,432,728,421,6,10,1602,260,718,877,4,13,1867,219,745,3012,12,14,4001,0,32,479,0,0,513,70,183,414,10,8,682,0,0,34,0,0,30,0,6,28,0,3,40,10,14,32,3,4,57,296,986,3998,24,21,5322,11,15,28,0,0,54,22,59,164,3,4,253,1019,2504,5483,36,47,9096
POA3182,270,386,839,28,12,1536,244,422,1535,69,12,2278,78,310,4625,206,18,5249,3,67,356,0,3,433,32,89,666,47,3,839,3,15,137,3,0,157,4,3,34,0,0,39,3,11,48,0,0,58,126,492,5872,255,27,6773,6,6,41,0,0,55,17,35,257,6,9,324,668,1343,8537,366,57,10965
POA3183,600,322,528,3,5,1454,528,419,1033,8,3,1977,163,294,2691,30,10,3179,5,11,122,0,0,135,84,120,486,3,3,692,3,11,45,0,0,58,5,5,9,0,0,25,9,13,29,0,0,52,272,451,3370,34,11,4136,6,8,24,0,0,40,37,18,121,0,10,188,1438,1207,5075,47,26,7800
POA3184,418,335,541,0,7,1309,366,375,895,0,4,1645,94,195,2969,0,15,3274,0,18,64,0,0,84,22,48,417,0,0,494,0,0,17,0,0,15,0,0,6,0,0,7,3,0,19,0,0,25,123,265,3497,0,14,3897,4,6,24,0,0,29,23,19,125,0,7,175,944,1000,5078,3,31,7054
POA3185,895,325,284,7,3,1516,792,271,376,9,3,1451,165,253,1109,26,3,1550,0,3,18,0,0,21,62,106,184,5,8,359,0,0,12,0,0,12,3,0,7,3,0,14,14,6,14,0,0,30,243,369,1344,32,11,1995,13,3,6,0,0,28,37,36,48,3,0,124,1976,1003,2062,47,20,5108
POA3186,2453,787,444,6,12,3702,1655,410,317,7,19,2409,459,488,562,30,0,1536,0,20,88,0,0,114,150,108,92,4,4,364,0,14,6,0,0,26,10,9,11,0,0,27,26,13,9,0,0,48,643,652,764,36,11,2108,17,14,34,0,0,74,97,38,47,0,0,190,4876,1903,1608,50,40,8475
POA3187,1695,509,152,0,0,2354,1400,452,22,0,6,1883,410,307,38,7,4,761,12,4,19,0,0,29,128,82,18,3,0,230,0,0,48,0,0,50,4,8,6,0,0,13,15,7,3,0,0,18,565,403,131,6,3,1113,19,77,88,0,0,180,74,46,37,0,0,155,3750,1481,433,7,21,5690
POA3188,1711,448,206,8,7,2377,1551,430,149,8,14,2148,409,354,274,8,4,1055,109,140,221,0,0,466,135,93,49,8,0,283,3,3,3,0,0,9,0,3,4,0,0,10,10,3,8,0,0,19,671,588,561,15,7,1843,12,8,7,0,0,30,82,32,40,0,3,154,4030,1507,961,33,33,6556
POA3189,679,31,5,0,0,721,672,75,50,4,0,793,229,50,94,4,0,378,13,18,47,0,0,77,72,10,9,0,0,100,0,7,22,0,0,32,7,3,6,0,0,14,5,3,0,0,0,5,334,97,175,4,0,608,6,0,4,0,0,11,44,11,8,0,0,65,1731,212,244,4,3,2200
POA3190,908,300,55,0,4,1265,983,428,91,28,5,1533,229,314,250,10,4,801,34,123,3,0,0,153,89,86,13,3,0,183,3,0,0,0,0,3,0,0,0,0,0,4,5,4,5,0,0,16,360,526,264,13,4,1168,11,5,0,0,0,22,53,22,8,0,3,88,2310,1285,427,42,12,4075
POA3191,940,362,148,3,0,1455,764,269,141,3,3,1174,161,229,332,6,3,734,6,7,11,0,0,26,58,43,41,3,3,148,0,0,19,0,0,15,4,0,6,0,0,13,3,0,3,0,0,6,226,285,410,8,9,946,12,4,19,0,0,35,38,29,23,0,0,87,1988,946,739,19,11,3704
POA3192,2221,497,239,0,12,2967,2075,640,359,11,3,3091,487,510,508,13,7,1531,46,33,21,0,0,101,170,123,79,4,8,379,10,3,23,0,8,37,4,8,11,0,4,28,25,12,8,0,3,45,743,688,647,22,27,2128,22,13,19,0,4,64,129,37,97,0,22,287,5192,1872,1366,32,72,8536
POA3193,2449,715,126,14,10,3319,1878,435,76,19,10,2416,338,298,94,16,7,746,0,7,7,0,0,8,123,88,24,6,0,245,3,4,6,0,0,20,9,4,4,0,0,18,12,9,3,0,0,24,487,414,138,22,7,1063,21,13,0,0,0,38,124,46,9,3,0,179,4958,1610,352,52,31,7007
POA3194,1032,527,103,0,3,1666,888,565,185,3,3,1647,236,599,587,19,6,1447,4,25,18,0,0,51,72,135,50,3,4,263,3,6,15,0,0,25,7,5,3,0,0,16,8,12,10,0,0,29,331,779,682,20,7,1821,11,14,3,0,0,29,37,44,27,0,4,109,2292,1927,1001,25,21,5266
POA3195,2924,982,354,11,17,4280,3616,1315,410,4,21,5367,548,780,571,19,10,1922,41,74,81,0,0,193,165,175,106,12,5,456,5,14,17,0,0,36,12,9,5,0,0,25,10,7,3,0,0,22,786,1059,779,27,15,2662,25,17,77,0,0,122,133,76,53,3,3,260,7485,3447,1669,42,52,12691
POA3196,1812,727,515,62,11,3128,2202,899,685,4,10,3801,517,636,829,3,10,1995,62,40,86,0,0,187,147,94,138,3,5,387,7,3,4,0,0,14,7,4,10,70,0,92,13,6,20,3,0,45,762,785,1082,82,12,2727,36,5,18,0,0,61,127,54,73,3,3,265,4940,2478,2375,155,30,9973
POA3197,937,521,89,0,0,1539,1066,575,115,0,7,1760,227,366,109,4,4,704,16,21,27,0,0,66,82,75,17,0,0,186,5,3,0,0,0,8,8,3,0,0,0,11,4,10,0,0,0,18,347,476,159,8,3,987,11,37,3,0,0,56,53,59,18,0,0,133,2408,1658,382,12,16,4481
POA3198,1545,281,17,0,0,1849,1966,364,46,3,0,2375,824,497,128,5,0,1458,119,92,29,0,0,244,243,93,13,0,0,356,18,8,0,0,0,30,23,14,10,35,0,79,13,3,4,0,0,20,1240,709,187,43,0,2183,33,100,5,0,0,135,134,51,22,4,0,214,4920,1496,276,53,6,6751
POA3199,5301,652,85,28,4,6065,6401,593,99,11,8,7112,2779,1426,549,4,10,4775,325,195,28,0,0,551,787,298,73,6,10,1164,52,49,5,0,0,107,52,29,6,11,0,100,46,30,11,0,0,86,4046,2020,680,25,25,6789,67,318,23,0,0,403,426,140,45,3,6,621,16247,3718,928,60,44,20996
POA3200,541,12,0,0,0,552,528,10,0,0,0,547,533,24,0,3,3,569,125,74,8,0,0,206,133,8,0,0,0,141,0,3,0,0,0,3,9,3,0,0,0,12,15,0,0,0,0,15,820,115,5,7,4,944,20,0,0,0,0,21,77,10,0,0,0,88,1978,146,13,5,4,2151
POA3201,1200,252,3,73,3,1537,2986,451,11,9,4,3454,864,505,14,3,0,1386,61,26,7,0,0,90,287,99,7,3,0,394,14,51,4,0,0,68,11,7,0,101,0,122,13,12,0,3,0,32,1252,692,27,113,0,2085,20,30,0,0,0,52,126,77,4,8,3,216,5583,1510,43,203,12,7347
POA3202,216,16,7,0,0,248,357,39,13,0,0,408,108,27,57,0,0,191,3,0,3,0,0,10,28,3,3,0,0,32,0,0,0,0,0,3,9,3,0,0,0,8,3,0,0,0,0,3,145,38,64,0,0,248,4,3,0,0,0,3,11,3,3,0,0,15,736,101,86,0,3,930
POA3204,2881,601,170,10,3,3661,2434,796,333,0,9,3580,819,633,1087,19,7,2564,9,21,51,0,0,81,274,166,125,12,3,590,7,11,38,0,0,59,13,5,10,0,0,32,14,12,4,0,0,37,1143,857,1316,33,12,3367,38,21,16,0,0,72,124,62,39,3,0,230,6622,2339,1885,45,27,10919
POA3205,84,547,265,7,8,904,74,514,448,3,4,1047,59,441,1136,25,4,1671,20,161,398,0,0,584,14,121,190,4,3,339,3,8,90,0,0,102,0,3,16,0,0,23,5,16,18,0,0,30,99,754,1842,34,16,2742,0,6,20,0,0,27,11,36,83,3,0,130,266,1862,2658,43,24,4856
POA3206,342,1004,143,10,13,1509,184,704,101,3,0,998,107,531,411,6,3,1051,0,0,150,0,0,152,29,157,79,0,0,270,0,0,8,0,0,8,0,0,4,0,0,7,3,3,10,0,0,21,138,696,665,4,3,1503,4,13,14,0,0,28,15,47,39,0,0,99,683,2463,959,14,16,4136
POA3207,114,979,637,0,5,1735,120,913,801,0,3,1840,72,630,1562,4,7,2275,0,283,251,0,3,539,27,178,187,4,0,402,0,3,22,0,0,27,0,0,12,0,0,11,3,14,19,0,0,35,102,1117,2048,8,8,3290,0,18,13,0,0,33,9,83,87,0,6,185,347,3099,3586,12,21,7074
POA3211,181,0,0,0,0,177,187,0,0,0,0,186,21,0,0,0,0,21,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,38,4,0,0,0,0,4,9,0,0,0,0,9,409,0,0,0,0,412
POA3212,1482,92,0,0,3,1577,2304,128,3,3,3,2437,594,221,21,0,0,839,24,3,0,0,0,22,193,23,0,0,0,217,21,13,0,0,0,34,36,3,0,0,3,43,14,4,0,0,0,21,883,271,22,0,3,1179,31,5,0,0,0,35,101,10,0,0,0,112,4803,501,31,3,14,5348
POA3213,468,0,9,0,3,478,570,0,5,0,0,579,57,23,13,0,3,104,4,0,3,0,0,3,43,0,3,0,0,47,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,10,119,29,18,0,3,171,12,0,0,0,0,12,31,0,0,0,0,35,1194,32,36,4,3,1268
POA3214,2354,65,21,0,3,2447,2178,77,17,0,4,2278,1525,226,54,4,9,1820,848,338,14,0,0,1202,479,30,12,3,0,525,82,30,4,0,0,111,48,9,5,32,8,106,43,12,0,10,7,67,3019,653,100,46,20,3837,43,3,0,5,0,48,326,51,17,0,0,390,7913,844,149,59,30,9000
POA3215,2843,170,47,3,3,3064,2109,167,45,4,5,2340,967,443,127,3,8,1550,73,78,15,0,0,168,336,58,28,0,0,423,10,25,3,0,0,46,35,20,0,0,0,59,31,5,5,0,0,38,1460,633,177,3,11,2286,38,0,3,0,0,49,208,38,9,0,0,251,6662,1006,286,13,24,7984
