POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA3054,16,10,3,0,0,0,28,0,0,0,0,0,0,3,3,0,5,0,0,0,7,4,3,3,0,0,0,9,3,3,0,0,0,0,8,0,0,0,0,0,0,10,6,4,7,0,0,3,23,6,0,5,4,0,0,11,7,11,3,0,0,0,27,8,3,8,0,3,0,24,8,12,3,4,0,0,17,13,17,5,0,3,0,30,7,10,3,0,3,0,23,3,6,0,0,0,0,13,10,8,4,0,0,0,30,19,37,3,0,0,0,68,18,28,3,0,0,0,49,18,41,3,0,0,0,63,3,3,3,0,3,0,22,154,205,61,15,27,5,466
POA3055,9,13,12,0,5,0,43,9,4,0,3,0,0,9,8,3,5,3,3,0,18,3,3,3,0,0,0,11,5,9,9,3,0,4,21,13,17,9,4,3,0,39,15,15,11,3,3,0,47,23,16,4,3,3,0,51,18,20,6,3,0,0,55,18,31,12,5,4,0,71,18,30,5,0,0,0,60,37,65,16,3,4,0,121,15,22,0,3,0,0,34,27,28,3,4,3,0,64,26,50,5,0,7,3,89,53,90,12,10,6,3,170,18,47,7,3,0,0,72,6,17,4,0,0,0,35,7,19,13,4,0,0,41,323,494,125,51,51,20,1064
POA3056,24,15,14,4,4,5,68,5,0,3,0,0,0,13,15,12,7,3,3,0,37,3,7,7,0,5,0,17,16,8,6,0,4,0,34,11,20,8,3,4,0,52,36,18,12,4,8,0,74,23,30,5,3,0,0,64,35,27,5,4,7,3,78,32,33,10,5,7,0,80,37,34,4,3,0,0,82,75,97,14,10,12,6,215,37,29,0,6,4,0,78,38,36,8,0,0,0,87,60,73,9,0,0,0,138,121,160,30,6,3,3,320,47,48,8,3,3,0,109,30,36,10,0,0,0,81,22,24,6,0,4,0,64,666,711,178,63,67,25,1709
POA3057,10,12,3,0,3,0,31,0,3,0,0,0,0,3,3,3,3,0,0,0,9,3,3,3,0,0,0,12,4,6,4,0,3,0,15,7,3,3,0,0,0,20,12,17,6,0,5,3,45,14,13,4,4,0,0,33,20,18,0,0,0,0,48,33,21,3,6,3,0,65,19,17,4,3,3,0,41,29,37,0,8,3,3,81,23,12,0,0,3,0,48,26,16,4,0,0,0,41,34,37,4,4,0,0,79,54,45,14,0,0,3,115,21,30,3,0,0,0,51,12,24,0,0,0,0,30,14,14,5,0,0,0,28,328,329,66,34,34,18,800
POA3058,44,41,23,3,17,4,133,3,7,8,0,3,0,19,15,14,15,0,6,0,57,7,20,19,8,7,0,57,9,20,17,5,6,0,64,21,57,14,4,11,4,114,48,61,34,9,10,0,160,32,88,26,19,12,4,188,45,72,25,11,18,3,178,59,106,23,9,15,3,221,38,86,20,3,9,3,150,89,211,35,23,18,4,372,40,84,13,3,3,0,145,44,107,16,7,3,3,176,121,185,29,6,3,3,343,160,267,38,9,10,7,488,39,113,11,3,0,0,176,20,39,3,0,0,0,61,34,55,20,9,13,4,142,871,1635,392,135,163,43,3244
POA3059,14,32,30,5,8,0,91,8,3,3,0,0,0,16,4,7,18,0,3,0,38,7,12,15,0,3,0,38,7,17,12,3,4,0,46,19,24,28,4,4,0,75,24,42,46,3,19,0,130,20,53,42,9,18,0,152,37,59,29,6,13,0,148,38,88,34,11,11,0,174,23,61,28,6,5,0,123,56,131,64,10,11,3,285,44,76,24,5,5,0,154,38,85,26,0,9,0,157,47,108,32,11,4,0,208,57,127,57,10,4,3,254,18,38,17,0,3,0,77,13,27,29,0,3,0,70,23,60,48,9,8,0,145,493,1047,586,92,128,22,2362
POA3060,10,15,8,3,3,0,37,3,0,3,0,3,0,8,7,4,12,0,5,0,26,6,5,7,0,6,0,23,6,10,7,3,7,0,30,7,14,17,0,12,0,50,8,35,18,8,3,0,69,9,26,11,3,3,3,59,15,49,15,4,7,0,87,24,43,18,12,10,0,103,10,45,3,9,3,0,76,29,78,14,10,7,0,145,18,44,8,0,3,0,71,13,28,7,0,0,0,51,18,24,12,0,0,0,62,10,25,10,3,0,0,51,7,10,3,3,3,0,23,10,7,6,0,0,0,21,10,29,6,0,4,0,52,206,497,188,67,80,11,1041
POA3061,6,4,5,3,0,0,27,0,0,7,0,0,0,10,4,4,0,3,3,0,15,0,3,0,0,0,0,5,0,7,0,0,4,0,18,0,9,11,3,0,0,24,4,20,10,3,5,0,42,10,21,15,3,4,0,50,9,31,13,7,5,0,67,14,31,15,4,4,0,66,4,22,3,3,0,3,34,7,24,4,0,4,0,38,0,4,0,0,0,0,6,3,4,3,0,0,0,8,4,3,3,0,0,0,10,0,10,0,0,0,0,16,0,3,0,0,0,0,8,0,4,0,0,0,0,4,3,10,6,0,3,0,19,75,195,103,34,41,9,460
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,4,3,0,0,0,5,0,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,8,0,8,3,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,0,0,0,0,6,6,41,18,3,3,0,70
POA3064,68,117,63,16,26,4,295,17,25,21,0,5,0,62,31,42,41,9,16,3,149,33,41,34,14,15,0,136,46,91,55,22,28,0,233,67,145,95,25,62,5,401,114,218,150,62,68,9,614,158,421,151,90,79,10,907,248,624,201,78,81,16,1252,321,804,218,116,68,10,1531,234,742,137,56,52,12,1238,275,990,247,70,60,18,1656,112,337,73,32,27,3,576,91,217,53,15,14,0,386,113,295,102,16,14,3,543,93,332,108,18,17,8,576,31,100,45,9,4,0,193,25,58,28,9,8,0,120,85,215,111,35,32,3,477,2150,5823,1930,680,668,104,11353
POA3065,10,3,0,0,0,0,19,0,4,0,0,0,0,3,3,3,0,0,0,0,8,6,3,0,0,0,0,11,8,0,0,0,0,0,9,5,0,0,0,0,0,9,8,6,0,0,0,0,15,11,6,3,0,0,0,18,13,9,0,0,0,0,18,10,4,3,0,0,0,17,8,0,3,0,0,0,9,17,9,6,0,0,0,41,8,0,0,0,0,0,21,11,8,0,0,0,0,23,21,11,3,3,0,0,33,31,40,7,3,4,3,83,23,15,3,0,5,0,45,29,8,3,6,0,0,51,15,8,8,0,0,0,24,224,161,45,16,21,4,474
POA3066,8,3,3,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,9,0,3,0,0,0,0,3,4,0,0,5,0,0,9,5,4,0,0,4,0,17,12,3,0,0,0,0,13,11,4,0,0,0,0,14,10,5,0,0,5,0,21,25,0,0,0,0,0,30,25,17,0,3,0,0,44,19,9,0,3,0,0,27,19,9,0,0,0,0,30,34,11,0,0,0,3,49,62,31,3,0,0,4,95,25,8,0,0,0,0,34,18,15,0,0,0,0,32,11,3,3,0,4,0,20,271,133,15,18,14,13,466
POA3067,15,8,5,0,3,0,32,3,0,0,0,0,0,5,4,0,0,3,3,0,12,3,3,0,0,0,0,7,3,0,0,0,0,0,5,6,3,4,0,0,0,18,9,5,3,0,0,3,18,8,4,3,0,0,0,15,8,9,0,0,0,0,21,23,8,5,0,0,0,33,17,9,3,0,4,0,35,25,24,4,8,3,0,68,16,11,0,0,0,0,30,15,8,4,0,3,0,39,16,23,3,0,0,0,40,60,25,5,0,4,0,99,25,20,3,0,4,0,53,16,13,3,0,0,0,30,10,6,0,0,0,3,21,289,174,46,16,29,17,574
POA3068,41,23,3,0,7,4,81,4,3,0,0,0,0,11,9,9,3,0,0,0,21,5,6,8,0,0,0,20,15,12,6,0,6,0,44,16,14,0,3,4,0,32,24,21,5,7,4,0,59,19,21,7,0,0,0,58,23,23,3,0,4,0,53,22,26,9,3,0,0,63,16,16,3,0,0,0,40,43,64,19,6,10,0,139,13,14,3,4,3,0,41,37,46,9,7,0,0,92,33,52,4,4,0,0,101,70,142,12,3,4,0,236,47,77,11,0,3,3,140,33,77,14,4,6,0,133,18,32,9,3,3,0,59,485,677,144,53,57,8,1424
POA3070,22,43,14,6,4,0,93,5,15,3,0,4,0,30,7,12,3,0,3,0,32,9,11,9,0,3,0,25,10,11,10,0,3,0,37,16,35,11,7,7,0,74,16,40,24,10,3,3,96,31,29,10,10,9,0,93,28,46,7,9,3,3,96,31,46,24,4,3,0,108,28,39,7,6,7,0,94,60,116,29,3,11,4,222,11,46,10,7,0,0,74,27,68,3,0,0,0,101,44,106,20,6,0,0,173,96,242,23,9,3,0,384,51,129,13,11,3,0,204,26,104,17,3,0,3,153,14,40,18,3,7,0,77,532,1166,257,106,83,27,2166
POA3071,16,31,15,0,0,0,60,9,3,8,0,0,0,16,5,12,3,0,8,0,21,4,11,4,3,3,0,30,13,10,7,4,3,0,33,18,17,3,4,5,0,46,24,40,8,7,11,0,92,24,42,11,8,5,3,93,24,47,11,3,8,0,97,12,44,10,5,0,0,82,14,36,15,4,3,0,75,50,88,18,3,9,0,166,21,51,3,0,3,0,81,16,36,9,0,0,0,60,35,84,9,10,5,0,137,57,137,15,8,4,0,219,40,90,7,7,0,0,139,19,33,5,0,0,0,54,9,36,7,3,3,3,65,405,848,170,84,66,13,1581
POA3072,20,34,28,8,14,3,105,7,14,4,4,4,0,37,14,19,5,5,10,0,51,12,18,8,3,5,0,46,20,28,16,8,11,0,81,20,36,24,10,14,3,101,35,70,29,10,19,4,160,35,72,20,10,14,4,161,49,79,25,15,9,7,183,64,79,19,11,17,4,195,47,71,21,11,10,0,154,81,161,39,13,13,3,308,41,57,9,8,9,0,126,29,55,5,0,0,0,94,99,134,13,6,10,0,266,102,211,37,9,5,12,375,41,63,11,3,0,0,113,16,32,3,3,0,0,65,27,57,25,3,16,3,136,763,1300,335,143,172,42,2756
POA3073,38,59,13,5,24,7,146,12,12,9,3,3,0,39,18,29,13,3,14,5,85,11,23,18,13,13,0,75,27,37,33,7,12,0,110,41,62,28,15,25,7,167,54,84,46,13,25,3,223,80,120,45,18,29,11,300,87,135,37,22,29,0,313,95,153,32,16,22,8,327,77,137,26,20,20,3,285,135,247,62,10,22,7,486,61,97,12,4,0,3,178,51,89,15,3,4,4,167,101,135,23,11,8,0,278,91,194,41,12,3,5,349,27,55,11,0,4,0,99,12,28,4,3,3,0,61,45,68,31,12,15,8,175,1053,1765,504,201,275,57,3862
POA3074,20,16,13,3,10,0,62,4,7,3,0,5,0,15,13,4,12,0,3,0,38,10,15,16,3,3,0,45,4,12,26,3,10,0,62,18,29,30,8,10,0,92,23,42,35,14,21,0,138,23,53,16,18,21,3,131,32,70,25,18,15,0,161,36,76,40,13,9,0,181,33,74,20,13,9,0,142,39,81,38,14,14,3,189,6,19,14,0,3,0,45,3,18,3,0,0,0,27,8,28,5,4,0,0,49,12,23,10,0,3,0,48,0,7,3,0,0,0,10,0,6,10,0,0,0,15,17,32,27,10,9,0,88,309,611,330,132,145,19,1536
POA3075,22,21,13,7,3,0,70,7,10,13,0,6,0,36,10,9,10,0,9,0,40,11,14,16,3,11,0,46,9,18,12,3,15,0,65,18,24,27,7,14,0,88,24,51,24,7,23,3,131,39,66,27,18,19,0,165,34,111,36,13,21,4,214,42,110,33,14,22,0,218,48,85,20,8,9,0,171,72,135,37,9,13,6,273,30,38,5,3,3,4,84,12,35,12,0,3,0,66,26,44,14,9,3,0,97,28,69,19,0,3,0,121,16,18,3,3,7,0,44,3,13,0,0,0,0,20,26,29,24,8,13,3,103,478,912,336,119,180,28,2053
POA3076,40,55,26,4,5,0,140,13,9,11,0,0,0,38,8,14,16,0,11,0,57,15,22,24,5,5,0,68,37,37,31,8,20,0,134,35,57,33,10,20,6,156,50,91,55,19,25,0,245,62,183,58,31,39,3,372,70,229,74,26,32,5,434,100,280,85,26,28,3,523,83,206,54,19,13,10,375,92,294,92,11,22,8,524,29,119,26,3,7,0,182,26,92,23,4,8,0,151,35,115,42,10,6,0,207,41,110,50,9,6,9,228,16,34,9,4,0,0,67,10,36,19,4,0,0,73,31,78,38,10,11,3,181,785,2071,759,208,270,48,4148
POA3078,12,15,11,0,0,0,49,6,3,3,0,0,0,15,4,10,6,4,0,0,25,3,7,9,0,3,0,20,4,10,7,0,0,0,22,3,15,4,0,3,0,31,11,23,9,0,5,0,41,14,22,13,3,3,0,51,8,27,8,4,3,0,57,11,17,11,3,0,0,41,12,12,10,0,0,0,28,35,57,15,0,3,0,110,9,16,0,3,0,0,38,15,20,4,0,0,0,38,26,29,10,4,3,0,70,35,116,18,6,3,0,175,20,70,15,4,4,0,107,18,54,5,3,0,0,76,10,21,14,0,4,0,50,262,544,165,37,40,6,1051
POA3079,25,36,21,3,8,0,90,0,5,8,0,0,0,18,12,11,7,3,0,0,28,7,6,9,3,0,0,21,8,17,8,0,4,0,39,9,21,6,5,6,0,48,15,22,15,3,5,0,63,10,21,16,8,4,0,61,17,25,21,0,7,0,69,10,27,18,3,5,0,69,5,22,12,3,9,0,50,29,62,29,3,7,0,130,12,21,7,3,0,0,43,11,45,13,3,3,0,73,30,64,15,3,0,0,111,42,148,50,7,0,0,247,22,81,30,0,4,3,148,27,116,36,6,8,0,190,15,32,21,3,4,0,72,303,776,346,60,83,8,1580
POA3081,6,5,8,3,0,0,26,4,4,3,0,0,0,9,3,5,7,0,3,0,21,0,3,6,3,6,0,21,5,14,7,0,4,0,33,6,9,6,3,3,0,44,11,27,9,5,9,0,70,24,17,9,10,10,0,71,14,36,9,4,13,3,75,27,40,7,0,6,0,74,19,21,11,0,6,0,55,39,54,9,0,4,0,107,27,22,4,0,0,0,59,24,27,5,3,3,0,67,44,52,10,3,0,0,104,26,39,7,5,10,0,84,11,13,4,0,0,0,27,7,6,0,3,0,0,14,10,7,9,3,3,0,38,298,416,132,54,82,12,998
POA3082,46,46,31,5,18,0,144,8,11,22,0,7,0,48,21,27,35,7,19,0,99,15,32,27,9,13,0,87,21,30,62,6,20,0,150,32,49,51,7,19,4,167,50,90,77,13,31,4,264,64,93,82,18,24,3,289,43,143,72,18,34,3,316,67,123,72,19,26,7,314,56,114,54,5,12,4,242,89,186,116,24,24,4,439,46,62,25,4,9,0,137,38,51,17,3,3,3,118,48,75,39,6,8,3,184,31,91,36,8,5,0,167,9,32,17,0,0,0,62,14,28,9,3,3,3,51,28,66,53,12,23,4,182,715,1350,884,163,298,41,3458
POA3083,37,40,33,4,11,0,135,10,17,7,0,4,0,37,17,23,18,3,5,0,66,9,15,10,0,10,0,42,24,22,19,7,6,0,83,26,43,44,12,8,0,136,30,88,47,10,25,3,199,49,94,43,13,21,0,214,39,102,45,9,15,3,209,46,97,42,6,19,3,222,37,68,26,7,6,0,148,85,189,68,19,11,0,373,35,65,15,5,9,0,132,25,62,16,0,0,0,108,51,112,29,12,6,3,206,65,150,57,6,10,0,284,23,45,21,3,5,0,92,10,27,15,3,3,0,59,24,56,32,6,12,0,132,646,1314,584,126,187,21,2885
POA3084,44,50,36,3,8,0,145,4,7,4,0,0,0,16,17,16,13,6,8,0,49,9,18,5,3,9,0,47,17,20,24,0,12,0,69,18,17,18,3,8,0,67,28,67,29,13,15,0,146,24,62,29,4,11,0,127,29,69,21,12,10,0,148,20,79,33,8,8,0,146,24,65,19,10,3,0,115,38,170,48,14,9,3,277,28,65,11,5,3,0,109,29,69,22,5,5,0,128,28,155,25,4,5,3,219,72,289,59,5,3,0,437,35,101,28,5,4,3,173,18,86,10,3,4,0,119,17,58,28,3,9,0,112,499,1456,464,95,135,15,2663
POA3085,20,20,20,3,4,0,64,4,0,3,0,3,0,11,9,12,5,0,5,0,33,10,12,3,0,5,0,32,12,19,9,0,0,0,41,15,32,16,3,4,0,62,9,35,21,0,5,0,75,13,47,21,7,9,0,93,19,56,17,12,7,0,106,33,55,23,3,5,0,116,22,53,20,3,10,3,106,47,94,30,3,7,3,182,20,49,5,4,0,0,88,22,42,7,0,0,0,80,31,85,16,7,3,4,144,45,141,31,3,6,0,223,24,40,10,0,0,0,71,7,16,9,0,0,0,34,23,22,12,0,3,0,63,383,804,270,52,85,15,1615
POA3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3087,18,15,7,3,4,0,49,4,3,3,0,3,0,8,0,9,0,0,7,0,13,6,3,5,0,3,0,14,10,15,10,3,3,0,35,10,24,7,0,9,0,54,8,18,16,3,13,0,60,12,41,9,11,7,0,79,14,45,18,10,10,0,90,20,42,4,6,7,0,78,28,44,9,4,0,0,85,31,65,21,6,3,0,134,16,40,8,3,3,0,60,11,34,4,0,0,0,55,34,57,3,0,0,3,100,30,49,13,5,3,0,97,0,9,5,0,0,0,18,4,10,0,0,0,0,14,10,20,5,0,0,0,38,263,541,142,51,71,10,1074
POA3088,46,30,24,5,4,0,116,12,15,7,0,9,0,45,11,21,27,3,4,0,68,20,22,21,5,12,0,81,13,21,33,4,12,0,85,32,49,47,3,12,0,139,41,58,38,16,28,0,188,34,71,70,28,22,0,229,37,124,46,19,15,0,240,56,138,66,16,15,0,288,57,127,33,7,10,7,238,98,249,59,14,21,0,438,39,132,18,12,9,0,209,50,104,26,8,3,0,187,87,211,39,0,7,0,349,103,220,53,13,11,3,397,21,47,20,3,3,3,98,14,30,11,0,0,0,58,40,72,29,9,12,5,162,818,1752,658,175,204,21,3625
POA3089,13,25,20,4,3,0,67,4,8,5,0,4,0,18,3,12,11,3,4,0,35,5,12,8,0,7,0,25,10,16,13,0,7,0,47,15,24,22,7,5,0,69,12,35,36,6,20,4,110,16,42,26,3,8,0,99,25,53,22,11,12,4,121,23,66,42,7,8,0,146,20,59,14,4,9,0,112,43,122,63,12,14,0,256,28,68,12,3,7,0,120,16,56,18,3,0,0,95,49,91,26,3,6,0,171,45,125,33,5,0,0,213,14,20,14,0,0,0,51,9,18,4,0,0,0,33,14,37,19,5,0,0,79,353,899,398,78,123,15,1870
POA3090,0,0,3,0,0,0,8,0,0,3,0,0,0,5,0,3,6,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,7,3,0,4,0,0,0,9,6,8,3,0,0,0,20,5,7,14,0,0,0,24,0,7,3,0,0,0,13,4,5,9,0,0,0,22,3,3,11,0,0,0,15,10,24,11,0,3,0,47,3,5,0,0,0,0,15,3,7,5,0,0,0,22,3,13,6,0,0,0,23,3,39,18,0,0,0,61,3,9,6,0,0,0,20,4,18,10,0,0,0,30,3,7,4,0,0,0,17,57,163,117,8,5,3,359
POA3091,5,0,3,0,0,0,10,0,0,0,0,0,0,4,0,0,3,0,0,0,5,3,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,7,3,0,5,0,0,0,9,3,6,3,0,0,0,12,0,3,3,0,0,0,7,0,5,3,0,0,0,8,0,0,4,0,0,0,3,3,11,6,0,0,0,20,0,3,3,0,0,0,3,0,3,0,0,0,0,6,0,10,3,0,0,0,14,0,13,13,0,0,0,29,6,13,8,0,0,0,23,0,6,3,0,0,0,8,6,11,3,0,0,0,21,34,93,65,6,4,0,203
POA3093,9,0,7,3,0,0,18,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,3,0,0,0,3,0,0,3,0,0,0,4,4,0,4,0,4,0,11,6,15,8,0,0,0,32,5,11,9,0,0,0,29,6,16,0,0,0,0,26,4,15,3,0,3,0,24,6,6,3,0,0,0,17,11,31,11,4,3,0,54,4,11,0,0,3,0,17,12,13,3,0,0,0,26,9,13,4,3,0,0,31,12,34,6,0,0,0,58,12,16,7,0,0,0,34,5,24,9,0,0,0,40,6,13,4,0,0,0,29,125,210,88,14,23,3,458
POA3094,19,13,8,0,3,0,48,3,5,3,0,3,0,16,15,3,3,0,7,0,24,8,7,5,0,0,0,21,6,8,10,8,11,0,40,12,17,16,5,11,0,49,17,18,18,12,8,0,73,14,39,19,3,5,0,84,20,37,12,0,6,0,79,24,45,16,8,3,0,93,21,38,11,4,4,0,79,29,73,19,5,10,0,134,18,43,9,0,0,0,73,9,35,0,0,0,0,49,38,51,11,8,3,0,112,25,106,7,0,4,3,150,5,26,7,0,0,0,36,9,12,6,0,0,0,24,13,23,14,4,6,0,55,301,606,198,55,84,6,1248
POA3095,27,42,58,4,4,0,138,20,11,21,3,0,0,52,25,33,23,3,11,3,92,22,24,27,8,8,0,85,26,35,35,7,9,0,111,32,59,51,5,17,0,163,39,71,56,10,12,0,188,49,91,56,18,32,0,241,54,120,49,15,21,4,254,40,104,61,22,11,0,234,35,88,38,11,4,0,179,63,238,115,17,25,0,458,28,109,31,3,4,0,170,36,123,28,3,3,0,197,71,237,54,11,9,0,377,95,365,98,9,9,0,583,37,118,28,3,3,0,187,29,68,24,0,3,0,117,32,75,52,8,10,0,179,747,1989,903,157,202,18,4009
POA3096,0,5,3,0,4,0,14,0,0,0,0,0,0,3,0,6,3,0,0,0,9,0,0,4,0,0,0,4,7,3,3,0,0,0,18,3,3,0,3,3,0,11,3,5,3,0,0,0,10,0,3,13,0,0,0,17,0,14,4,0,3,0,26,0,5,5,3,4,0,21,4,8,3,0,3,0,18,12,12,3,0,3,0,26,3,6,3,0,0,0,15,0,6,0,0,0,0,8,11,12,3,0,0,0,22,6,14,7,5,3,0,28,0,3,0,0,0,0,3,3,3,0,0,0,0,12,5,3,0,0,0,0,8,57,117,65,18,23,3,282
POA3097,3,4,4,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,3,3,0,0,0,4,3,3,0,0,0,0,3,4,3,0,0,0,0,3,3,3,0,0,0,0,6,0,0,0,0,0,0,5,0,6,0,0,0,0,12,0,4,3,0,0,0,11,0,3,0,0,0,0,3,4,11,10,0,0,0,31,0,5,3,0,0,0,8,3,0,0,0,0,0,6,7,4,0,0,0,0,16,0,12,8,3,0,0,25,3,6,3,0,0,0,13,4,7,6,0,0,0,23,3,4,4,0,0,0,14,48,90,47,10,3,0,200
POA3099,8,5,3,0,5,0,26,3,7,0,0,0,0,9,3,3,3,0,3,0,10,0,3,5,0,0,0,7,7,0,9,0,5,0,16,11,9,11,3,3,0,42,3,8,16,3,7,0,34,3,21,17,0,4,0,39,12,32,10,12,3,0,64,8,39,12,3,9,0,69,10,35,13,3,0,0,54,14,51,14,0,3,0,92,14,24,8,0,3,0,41,13,11,3,3,0,0,29,17,26,6,3,0,0,58,19,27,11,0,4,0,63,12,15,10,0,0,0,34,5,10,3,0,0,0,19,5,10,13,0,4,0,34,162,339,154,44,45,5,747
POA3101,37,52,38,10,11,0,145,9,4,8,0,0,0,29,10,8,10,0,0,0,27,6,8,7,4,5,0,29,3,12,13,0,4,0,33,10,12,7,4,3,0,31,14,35,22,5,7,0,89,14,28,14,0,8,0,66,15,32,14,3,9,0,62,18,21,16,4,12,0,59,16,10,11,5,0,0,44,35,74,32,8,10,3,164,5,20,9,5,5,0,45,27,37,16,8,3,0,83,27,34,15,5,8,0,93,79,137,49,14,13,3,295,39,127,49,17,10,0,242,50,260,84,23,22,3,442,30,51,28,9,17,6,127,444,948,426,120,146,23,2104
