POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2557,0,0,3,4,0,0,0,0,0,5,0,5,10,55,22,10,0,0,0,104,0,0,0,6,3,0,3,3,0,22,0,0,0,3,7,3,11,0,0,16,0,0,0,3,0,0,3,0,0,9,0,4,0,11,9,3,0,0,0,27,0,0,0,8,3,7,3,0,0,15,0,0,0,3,0,3,0,0,0,10,0,0,0,7,0,0,0,0,0,9,0,0,0,16,3,0,0,0,0,22,0,0,0,3,4,4,0,0,0,13,0,0,0,3,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0,9,0,0,0,14,4,9,0,0,0,27,0,0,0,3,0,0,0,0,0,4,0,3,16,12,9,3,0,0,0,39,3,3,7,86,62,50,37,10,0,262,53,95,118,252,97,84,74,21,9,785,813,1249,1203,3021,986,808,594,217,57,8952
POA2558,0,0,0,0,0,0,0,0,0,3,0,5,12,66,59,51,31,4,3,236,0,0,0,10,3,17,5,4,0,43,0,0,0,9,11,28,11,9,0,57,0,0,0,4,0,3,0,0,0,5,0,0,7,22,20,12,15,3,0,81,0,0,0,3,3,3,3,4,0,16,0,0,0,4,7,6,3,0,0,22,0,0,0,0,0,0,0,0,0,8,0,3,3,24,12,3,3,0,0,40,0,0,0,3,3,7,6,0,0,20,0,0,0,4,0,0,0,0,0,6,0,3,0,8,9,9,0,0,0,22,0,0,0,17,10,7,4,0,0,36,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,20,31,186,160,132,74,30,3,640,14,33,55,130,54,65,42,17,4,403,756,1515,1719,3180,1474,1486,685,239,59,11114
POA2559,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,23,60,85,50,23,4,0,256,59,152,127,137,72,53,41,12,0,649,284,698,589,719,333,244,162,42,8,3069
POA2560,0,0,9,19,14,4,4,0,0,61,10,60,150,605,298,276,122,35,13,1567,0,0,9,55,31,57,36,13,13,211,0,4,5,38,66,123,138,65,10,445,0,4,9,21,6,13,9,4,0,54,0,11,45,178,71,101,75,27,9,514,0,0,3,3,23,14,18,9,0,68,9,31,24,141,32,39,23,12,5,320,0,0,6,21,0,4,0,0,0,35,3,7,24,128,35,27,16,0,0,238,0,0,3,17,28,14,16,6,5,92,0,0,0,8,9,3,0,0,0,22,3,6,20,54,22,14,19,0,0,141,3,8,27,155,66,79,17,10,0,372,0,0,3,5,11,19,16,8,4,67,0,7,19,31,17,5,3,0,0,76,21,132,236,1069,670,561,383,180,29,3286,284,549,637,1359,604,610,558,247,155,4993,5483,10758,10823,21307,9196,8859,6629,2648,815,76521
POA2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,4,9,0,0,3,0,26,15,52,35,80,34,41,21,18,10,307
POA2564,0,0,0,0,0,0,0,0,0,0,3,22,32,112,75,62,40,3,0,349,0,0,0,5,9,14,10,8,0,51,0,0,0,3,4,17,27,3,0,56,0,0,0,3,3,0,0,0,0,4,0,0,0,11,8,9,9,3,0,32,0,0,3,0,3,3,3,3,0,22,0,8,6,22,21,7,4,7,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,13,4,0,0,49,0,0,0,3,3,4,0,0,0,13,0,0,0,3,3,0,0,0,0,8,0,10,3,7,0,0,0,0,0,21,3,0,8,64,38,23,3,3,0,143,0,0,0,0,0,0,0,0,0,4,0,0,8,5,4,6,0,0,0,17,7,34,67,209,180,156,88,31,14,797,84,160,161,292,154,127,116,55,18,1157,997,2173,1919,3764,1847,1526,1141,441,120,13924
POA2565,0,0,0,3,0,4,0,0,0,9,8,39,68,283,183,110,49,12,5,753,0,0,0,16,3,19,8,0,3,57,0,0,0,7,9,21,28,3,4,77,0,3,8,3,3,4,5,4,0,24,3,0,5,28,18,16,15,3,0,77,0,0,0,3,3,4,6,6,0,21,0,0,3,30,10,12,4,3,0,59,0,0,0,14,3,0,0,0,0,22,0,3,12,34,14,7,8,0,0,73,0,0,0,8,8,8,0,0,0,24,0,0,0,4,0,4,0,0,0,8,0,4,11,15,6,3,3,4,0,47,0,0,3,53,19,11,3,3,0,100,0,0,0,0,3,8,4,0,0,20,0,3,6,16,0,3,0,0,0,32,6,41,72,288,185,150,94,52,17,901,84,135,202,417,155,162,97,43,23,1318,1563,2554,2676,5961,2597,2422,1400,588,231,19987
POA2566,0,0,3,3,6,4,0,0,0,16,0,59,91,305,177,148,55,11,7,847,0,0,0,18,14,22,12,3,0,70,0,0,0,12,12,36,37,12,3,122,3,5,3,4,0,6,0,0,0,21,0,6,7,44,30,24,34,6,0,149,0,0,0,6,8,3,8,5,0,33,0,9,7,14,32,17,9,0,0,92,0,0,0,11,0,3,0,0,0,13,0,4,7,52,21,14,9,0,0,108,0,0,0,6,6,12,7,0,0,29,0,0,0,4,0,3,3,0,0,17,0,3,3,24,11,4,5,0,0,44,0,3,8,48,35,22,0,4,0,117,0,0,0,5,4,8,5,0,0,23,0,3,7,5,9,0,0,0,0,27,11,42,70,377,299,256,144,47,18,1269,86,133,172,385,169,201,114,43,20,1318,1981,3729,3719,7536,3429,3395,1721,599,217,26327
POA2567,0,0,0,4,11,5,0,0,0,21,3,4,16,126,67,42,15,0,0,275,0,0,0,37,7,14,16,3,5,78,3,9,11,46,44,60,34,19,0,224,0,6,3,9,3,4,0,0,0,25,4,12,29,76,51,21,15,5,0,214,0,0,0,14,7,6,0,6,0,41,0,0,5,24,26,12,7,3,0,76,0,0,0,23,5,7,3,0,0,35,0,0,10,51,10,4,4,0,0,77,0,0,0,9,12,3,0,0,0,30,0,0,3,7,8,0,0,0,0,19,0,13,16,22,20,4,11,0,0,87,0,5,8,46,11,8,3,0,0,86,0,4,0,11,15,10,4,7,0,44,0,7,11,30,10,7,0,0,0,67,8,15,42,294,220,166,83,35,7,880,91,185,176,452,237,158,106,50,13,1462,3074,6554,5520,11329,5421,3563,2057,780,204,38500
POA2568,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,11,0,3,6,11,10,9,10,13,7,74,45,108,143,196,157,125,155,141,81,1150
POA2569,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,4,0,0,13,4,9,8,33,23,16,13,3,0,108,74,191,162,293,218,232,128,48,14,1362
POA2570,0,0,0,4,5,3,0,4,0,19,0,5,9,66,19,24,3,0,3,135,0,0,0,22,10,3,6,4,3,55,3,5,10,32,26,55,48,24,10,214,0,0,10,10,3,4,4,0,0,33,0,4,25,67,31,12,20,10,0,170,0,0,0,0,12,7,8,7,0,31,0,4,3,22,7,0,0,3,0,41,0,0,0,5,0,0,0,0,0,12,3,4,4,34,7,3,4,0,0,56,0,0,0,3,6,5,9,0,0,29,0,0,0,6,3,3,0,0,0,12,3,16,11,38,14,14,7,6,0,117,0,0,3,30,10,3,0,0,0,48,0,0,3,5,10,11,4,5,5,53,0,4,7,24,11,6,0,0,0,53,5,22,28,254,131,92,72,26,18,643,132,220,216,623,239,264,209,123,83,2111,3128,5998,4800,11648,4753,4314,3146,1509,804,40104
POA2571,0,0,0,3,0,0,0,0,0,4,0,3,0,9,3,3,4,0,0,17,0,0,0,0,0,5,3,0,0,16,0,0,3,15,14,22,11,3,0,65,0,0,0,3,3,0,0,0,0,8,0,4,6,28,8,3,7,4,0,62,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,6,4,9,9,5,3,0,0,32,0,0,0,7,5,0,0,0,0,5,0,0,0,3,3,4,8,0,0,19,0,0,0,0,0,0,3,0,0,10,0,4,8,32,30,31,19,8,4,143,29,51,72,180,112,117,51,28,15,670,895,1847,1516,3198,1734,1411,837,317,90,11850
POA2572,0,0,0,3,3,0,0,0,0,7,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,7,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,4,7,7,11,15,12,33,94,23,28,28,87,44,44,41,39,11,347,287,604,545,1015,611,560,459,235,157,4477
POA2573,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,5,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,9,3,7,30,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,12,0,0,3,5,0,4,0,0,0,11,0,0,0,14,19,9,10,16,3,68,32,29,38,100,51,61,45,31,4,387,386,711,666,1295,631,606,455,244,71,5067
POA2574,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,5,3,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,10,11,5,16,11,0,58,18,46,28,104,43,59,49,22,10,374,365,850,692,1406,784,712,553,291,86,5741
POA2575,0,0,0,3,3,3,3,0,0,9,0,6,10,20,9,6,10,0,0,60,0,0,0,0,3,3,7,3,0,24,0,3,0,4,14,25,36,25,5,120,0,0,3,0,3,0,0,0,0,11,0,3,3,12,8,5,19,3,0,49,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,14,0,0,0,6,3,0,0,0,0,12,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,8,5,4,0,43,0,0,0,6,4,0,0,0,0,14,0,0,0,3,3,0,13,0,0,24,0,0,0,3,0,0,0,0,0,5,0,5,9,38,31,43,48,24,9,211,42,125,97,217,185,162,170,77,31,1109,885,2068,1850,3397,2167,2033,1827,935,310,15476
POA2576,0,0,0,0,3,3,0,0,0,14,0,0,3,14,0,0,0,0,0,25,0,0,0,0,0,5,7,5,3,19,0,0,0,7,5,12,38,23,8,100,0,11,0,0,0,0,0,3,0,20,0,0,6,30,17,16,23,8,4,101,0,0,0,0,4,0,0,4,0,7,0,3,0,4,3,0,0,7,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,3,0,0,0,21,0,0,0,4,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,7,12,8,15,7,21,6,0,74,0,0,0,5,0,0,0,0,0,11,0,4,0,0,0,3,15,10,0,28,0,0,0,3,3,5,3,0,0,19,3,0,6,36,28,40,61,34,14,226,22,96,69,117,116,113,161,141,57,892,523,1590,1151,1968,1681,1802,2427,1624,658,13431
POA2577,0,0,0,4,3,4,0,0,0,14,0,0,5,17,10,3,3,0,0,50,0,0,0,6,0,5,5,6,3,24,0,5,0,3,21,24,26,16,4,102,0,0,3,0,0,0,0,0,0,7,0,7,7,13,14,7,17,5,0,70,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,4,8,11,0,0,3,0,30,3,0,3,4,4,3,0,0,0,16,0,0,0,4,0,0,7,0,0,10,0,0,0,3,0,0,0,0,0,5,0,3,3,7,5,9,16,3,0,61,0,3,13,10,5,0,0,0,0,31,0,0,0,0,3,3,4,3,0,12,0,0,0,4,0,0,0,0,0,11,0,6,12,30,31,39,48,12,10,183,48,133,85,291,190,195,214,91,23,1282,803,1987,1634,3095,2127,2256,2193,988,331,15414
POA2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,3,11,0,0,17,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,5,0,0,0,13,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,4,3,36,0,8,6,18,35,32,27,19,9,148,88,281,197,338,361,445,592,270,112,2689
POA2579,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,5,3,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,17,8,13,19,13,0,72,5,37,20,45,55,58,36,32,9,300,203,550,351,773,588,617,590,280,58,4029
POA2580,0,0,0,4,4,3,0,0,0,13,3,19,13,64,20,20,8,3,0,140,0,0,0,5,0,3,0,3,0,16,0,0,3,15,15,20,29,14,3,98,0,0,0,0,5,0,3,0,0,11,3,0,3,12,12,7,7,3,0,49,0,0,0,0,0,0,0,3,0,9,0,0,0,14,3,0,0,0,0,20,0,0,0,10,0,3,0,0,0,16,0,3,3,22,10,3,0,0,0,44,0,0,0,3,4,3,0,0,0,9,0,0,0,3,3,0,0,0,0,6,0,12,0,19,18,14,3,3,0,68,0,0,0,13,3,0,0,0,0,23,0,0,0,0,0,4,4,0,0,15,0,0,3,7,3,6,0,0,0,25,4,21,22,90,40,37,42,27,9,291,93,171,240,502,326,304,314,198,84,2218,1722,3522,3364,6973,4013,3940,3244,1693,742,29224
POA2581,0,0,0,3,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,13,14,14,16,42,33,24,16,12,3,164,167,264,195,477,342,295,223,94,28,2095
POA2582,0,0,0,7,10,4,0,0,0,22,0,0,0,6,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,11,11,13,6,0,0,41,0,0,0,3,4,0,0,0,0,8,0,3,0,12,4,4,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,18,10,11,4,0,0,56,0,0,0,3,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,16,0,0,0,4,3,3,0,0,0,8,0,4,10,31,25,30,12,9,3,126,39,92,82,178,141,145,117,58,23,873,795,1822,1322,2868,1903,1682,1197,589,263,12442
POA2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,14,13,33,40,70,67,92,79,55,8,459,213,493,433,730,644,712,625,395,138,4382
POA2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,13,3,9,5,3,3,51,35,75,41,124,66,83,71,30,13,543
POA2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,11,0,0,26,22,33,21,42,30,36,35,12,3,224
POA2586,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,22,3,15,22,27,34,50,29,19,6,211,113,298,301,453,390,438,388,163,67,2619
POA2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,5,10,5,0,26,8,14,16,39,23,36,33,22,11,205,170,334,255,542,382,421,473,244,100,2917
POA2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,5,0,0,16,7,34,14,43,49,50,35,19,5,260
