POA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA3031,2851,2158,4600,3013,1986,1505,870,514,215,17704,3,0,0,4,0,0,0,0,0,15,0,5,11,9,18,9,3,0,0,61,41,89,139,61,54,47,36,16,3,481,0,3,8,5,0,6,0,3,0,25,0,3,6,3,0,7,5,4,0,24,0,0,9,0,3,0,0,0,0,13,0,7,3,4,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,39,111,169,90,83,64,51,23,3,639,51,112,172,92,86,64,53,19,3,653,2894,2271,4776,3104,2072,1565,920,536,219,18353
POA3032,4572,3949,6378,4426,3650,2801,1487,728,329,28322,6,0,13,0,3,0,0,3,0,32,0,6,3,0,3,3,3,0,0,23,67,138,175,81,59,52,47,23,17,655,0,3,10,3,7,7,6,0,0,30,0,5,0,0,5,7,0,0,0,26,3,3,0,0,0,4,0,0,0,17,0,0,0,0,0,8,0,0,0,10,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,75,155,190,95,70,77,59,27,17,768,77,154,200,93,76,75,58,31,19,799,4644,4104,6581,4521,3727,2879,1550,760,355,29127
POA3033,2463,1530,1604,1900,1929,1427,1640,1163,366,14016,0,0,0,3,3,0,0,3,0,12,0,0,3,0,0,0,0,0,0,9,40,39,40,41,37,18,27,14,9,267,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,40,47,39,25,33,18,9,288,41,38,46,47,43,21,31,21,9,301,2501,1571,1647,1946,1966,1447,1676,1177,376,14311
POA3034,1748,1136,1384,1474,1397,1263,1371,1094,373,11242,0,0,0,0,3,0,0,0,0,8,0,0,3,0,3,0,0,0,0,8,31,29,47,40,31,23,19,23,12,259,4,3,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,48,46,36,23,18,25,12,283,38,36,48,46,39,23,18,25,12,290,1788,1174,1433,1514,1438,1286,1393,1121,387,11539
POA3036,976,763,489,640,875,755,659,311,172,5638,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,3,0,3,0,10,15,22,23,16,14,8,13,6,7,127,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,28,15,23,14,15,9,7,149,15,22,30,19,23,14,16,9,7,154,995,781,521,654,900,769,677,324,178,5793
POA3037,11705,7248,6959,8398,7116,4603,2442,1021,461,49955,3,3,7,3,0,3,0,3,0,17,0,0,0,7,3,4,0,0,0,16,92,94,167,113,73,64,74,44,18,738,0,7,4,4,0,9,4,3,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,98,174,124,79,80,80,49,21,793,96,104,184,125,78,82,80,50,21,814,11798,7344,7143,8522,7196,4682,2522,1069,482,50766
POA3038,4287,4122,3079,3016,4298,4086,2284,965,308,26441,0,5,7,5,3,3,9,0,0,35,0,0,3,0,3,3,3,0,0,21,62,55,94,69,54,42,36,56,32,491,0,3,3,0,3,7,0,0,0,17,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,58,104,68,59,64,44,53,32,544,70,61,105,73,67,69,52,57,32,578,4357,4181,3182,3087,4362,4148,2338,1023,340,27021
POA3039,2220,1680,2374,2039,1869,1493,963,647,381,13659,0,0,0,0,0,0,3,3,0,14,0,0,4,3,5,0,0,0,0,23,18,47,67,48,31,23,24,15,9,288,0,3,6,0,0,3,4,0,0,14,3,0,0,0,0,0,3,0,0,8,0,11,5,7,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,63,89,66,38,37,36,21,11,373,26,64,87,66,41,37,41,23,11,390,2247,1743,2461,2102,1911,1521,1001,666,392,14041
POA3040,4213,3474,3956,3313,3724,2944,1683,1002,644,24945,3,0,3,0,0,0,6,0,0,15,0,10,10,3,6,6,5,0,0,37,64,83,126,68,57,31,37,28,11,503,0,3,4,8,19,11,9,0,0,58,0,0,0,0,5,3,0,0,0,11,0,0,5,3,0,0,3,0,0,21,0,0,0,0,0,4,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,64,97,147,90,82,52,57,30,14,635,62,97,151,87,82,55,64,35,12,650,4273,3567,4103,3399,3808,2998,1751,1040,651,25597
POA3041,2221,1588,1444,1690,1762,1458,890,548,312,11912,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,7,0,0,0,19,29,28,47,25,30,29,19,13,9,239,0,0,0,0,3,0,3,0,0,12,0,5,0,5,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,37,55,38,43,38,26,15,9,287,30,37,54,38,43,41,28,15,9,294,2256,1624,1504,1728,1805,1494,915,565,320,12207
POA3042,2631,1541,2133,2266,2064,1601,1432,1015,430,15128,0,0,3,5,5,0,0,0,0,13,0,0,3,0,3,4,0,0,0,8,42,50,69,60,48,35,30,33,8,379,0,0,3,0,3,0,4,0,0,11,0,0,4,0,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,48,75,65,58,47,36,37,8,421,44,48,76,69,64,47,36,37,13,434,2676,1587,2217,2339,2126,1655,1474,1049,445,15560
POA3043,2901,1889,2507,2375,2099,2020,1992,1004,295,17079,0,3,3,6,5,4,3,3,0,26,0,3,16,16,21,29,10,0,0,104,62,58,88,68,55,53,41,24,8,455,0,4,6,13,14,9,0,0,0,50,0,5,6,3,6,9,0,0,0,35,0,0,0,6,8,3,0,0,0,13,3,0,5,3,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,69,119,107,117,100,57,29,8,682,68,74,124,117,120,106,56,26,14,703,2967,1965,2634,2490,2219,2127,2047,1034,311,17784
POA3044,4914,3011,4318,4207,3592,2397,1502,1319,938,26202,4,3,4,5,3,0,5,4,0,30,3,0,6,3,6,4,3,0,0,29,56,65,86,45,46,53,49,58,17,478,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,3,5,0,0,22,0,0,0,0,0,7,6,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,62,70,100,51,58,73,64,58,22,550,70,76,103,52,58,74,65,62,22,580,4982,3084,4424,4261,3651,2465,1568,1378,954,26781
POA3045,3,26,24,23,10,9,3,3,0,104,0,0,0,0,0,0,0,0,0,0,3,4,24,31,24,12,15,5,0,111,35,11,29,40,34,50,56,15,0,270,10,0,20,12,18,6,12,0,0,77,0,0,3,0,7,14,3,0,0,35,0,0,10,8,13,4,9,0,0,45,0,7,0,8,5,9,10,3,0,44,0,0,3,3,0,0,3,0,0,5,4,0,4,0,5,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,50,25,93,102,102,101,110,26,4,614,50,25,93,102,102,101,110,26,4,614,48,51,120,124,115,108,112,31,3,712
POA3046,5934,3975,6593,4751,3752,2790,2150,2070,1044,33049,0,4,6,3,7,0,5,3,3,28,0,0,0,0,0,0,7,0,0,12,79,129,133,91,85,66,54,43,30,711,0,4,5,0,0,0,0,0,0,17,3,3,0,3,0,0,0,0,0,9,0,0,0,0,0,4,3,0,0,9,0,0,3,0,3,3,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,87,138,150,99,94,77,62,43,30,772,87,144,150,101,102,76,69,49,28,804,6020,4113,6742,4846,3855,2868,2217,2117,1074,33859
POA3047,4648,3091,3591,2455,2416,1785,1229,828,270,20307,7,5,18,11,3,7,4,3,0,52,5,11,3,3,0,5,0,3,0,26,110,84,133,80,52,58,39,36,25,621,0,4,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,100,138,84,60,66,43,42,25,673,123,105,160,91,64,71,43,43,25,730,4775,3191,3753,2548,2479,1862,1271,873,288,21037
POA3048,4009,2853,2496,2216,2389,1756,1124,538,131,17507,5,10,7,3,4,3,5,0,0,31,3,0,6,0,0,3,0,0,0,9,69,56,102,50,53,31,16,7,6,383,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,58,109,52,52,37,17,7,6,407,79,62,116,56,61,40,20,13,6,445,4085,2915,2613,2270,2445,1798,1146,548,132,17950
POA3049,1555,1271,1149,1128,1395,1282,757,335,88,8959,8,6,5,0,4,3,0,0,0,18,0,0,5,0,3,11,0,0,0,23,24,35,54,26,26,23,9,9,3,214,0,4,3,6,4,7,3,0,0,28,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,3,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,38,65,40,42,42,19,14,3,298,28,43,66,41,46,48,20,14,3,318,1582,1315,1220,1173,1438,1328,778,351,92,9276
POA3050,16,8,24,21,10,3,16,5,3,117,0,0,0,3,0,0,0,0,0,3,4,0,3,3,0,3,0,3,0,24,123,37,70,87,53,49,42,47,28,541,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,7,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,37,73,91,53,63,52,53,34,601,131,37,73,97,53,63,52,53,34,603,150,48,95,118,64,69,66,61,32,712
POA3051,1531,3854,3998,1802,1229,899,588,312,92,14308,10,8,8,0,0,0,0,0,0,22,11,26,29,12,38,17,6,6,0,149,21,164,152,68,66,82,44,16,5,633,3,10,13,5,11,5,9,0,0,56,18,25,17,13,13,4,0,0,3,91,3,4,3,4,8,6,0,0,0,30,3,20,6,20,22,16,19,0,3,98,0,0,0,0,3,0,0,0,0,10,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,54,252,217,129,159,138,84,27,13,1068,67,255,227,134,162,138,84,27,13,1091,1597,4109,4218,1933,1390,1029,672,337,103,15395
POA3052,413,1491,1496,503,378,354,291,228,320,5477,0,0,0,0,0,0,0,0,0,0,19,29,14,28,22,14,5,0,0,132,207,158,115,118,66,49,29,28,13,777,3,9,0,16,7,5,3,0,0,42,3,7,0,14,12,3,0,0,0,43,0,4,3,6,0,0,3,0,0,15,14,6,0,16,7,0,0,0,0,54,0,0,0,0,0,0,0,0,0,5,0,10,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,244,230,139,197,123,72,38,28,13,1080,244,230,136,197,123,72,38,28,13,1081,657,1719,1633,698,500,425,328,259,334,6557
POA3053,1070,8160,4449,1374,936,740,542,312,165,17759,0,23,3,0,0,0,0,0,3,35,0,20,24,16,29,25,8,4,0,126,34,195,161,108,58,53,31,17,6,665,3,4,17,11,16,11,8,0,0,89,3,8,3,13,9,7,6,5,0,63,0,13,5,0,7,10,0,0,0,42,3,0,3,3,7,10,0,0,0,21,0,3,0,0,3,0,0,0,0,4,0,3,11,10,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,41,252,230,163,137,129,67,30,10,1041,41,274,233,160,137,129,67,30,11,1076,1109,8428,4680,1540,1071,870,605,343,176,18829
POA3054,889,1137,2172,1091,848,746,661,283,129,7948,0,0,0,0,0,0,3,0,0,7,3,9,0,3,7,3,4,0,0,31,16,44,73,27,10,21,20,4,3,210,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,8,0,0,11,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,56,73,26,36,24,32,3,3,287,20,56,77,31,39,24,36,3,3,291,914,1193,2244,1115,887,774,689,286,127,8234
POA3055,1850,1739,3415,2159,1559,1200,775,565,277,13530,0,3,0,0,0,0,3,0,0,9,7,7,0,3,0,0,0,0,0,17,20,51,74,43,35,37,22,20,6,295,0,4,0,4,0,4,0,0,0,11,0,0,3,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,25,58,78,55,35,39,24,22,9,345,25,60,78,56,32,39,21,22,7,349,1878,1802,3496,2213,1595,1236,799,588,286,13880
POA3056,2520,3309,6937,3927,2387,1806,1167,888,352,23295,5,3,4,3,0,3,3,0,0,21,0,16,11,7,7,13,10,0,0,68,40,113,180,82,87,59,54,33,34,681,0,6,3,3,8,9,3,4,0,33,0,3,9,0,3,5,7,0,0,32,0,3,0,0,5,12,4,0,0,25,0,4,0,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,45,146,203,100,115,97,86,39,40,858,47,149,212,98,115,102,86,40,37,882,2571,3459,7140,4024,2497,1905,1254,931,394,24176
POA3057,1169,1453,3690,1957,1083,709,486,382,123,11058,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,12,21,42,71,27,23,13,8,5,3,222,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,24,45,86,36,26,14,15,5,3,262,24,45,86,38,23,14,15,5,3,264,1197,1502,3781,1992,1105,725,505,383,128,11315
POA3058,5461,3800,6282,5298,4214,3037,1975,1612,802,32470,3,4,8,5,5,4,6,8,0,44,0,3,5,7,5,8,11,3,4,40,87,95,158,73,102,85,59,70,29,755,0,6,7,0,5,6,11,9,0,42,0,0,3,0,0,6,4,0,0,19,3,0,0,0,0,3,3,0,0,19,0,3,0,0,0,8,4,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,91,113,174,87,110,122,84,74,34,895,99,115,185,91,112,124,99,79,29,937,5556,3907,6473,5385,4327,3164,2066,1689,836,33405
POA3059,3030,2449,2073,1928,2445,1828,925,324,64,15056,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,3,0,0,0,8,24,44,44,26,25,23,32,31,15,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,42,47,26,27,27,33,33,15,275,24,48,49,25,25,32,33,33,15,283,3054,2491,2126,1952,2473,1859,959,356,78,15338
POA3060,2979,1628,2327,1832,1422,1116,819,1037,496,13651,6,3,9,0,4,0,0,3,0,25,0,3,0,3,5,3,0,4,0,23,43,31,61,30,40,37,24,21,11,293,0,3,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,36,68,33,56,47,25,23,11,343,52,35,77,35,61,48,26,22,11,367,3032,1667,2404,1873,1482,1163,840,1066,508,14019
POA3061,1002,670,708,589,585,475,513,294,75,4907,11,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,4,15,17,22,11,14,8,0,3,95,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,19,22,12,17,13,0,3,108,19,13,23,28,12,17,12,0,3,120,1016,687,730,614,599,486,526,292,78,5034
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,110,73,43,85,101,61,54,24,8,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,3,5,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,5,8,0,0,0,30,4,10,3,3,5,8,0,0,0,30,116,82,41,88,102,67,55,25,8,584
POA3064,19305,10808,13123,11433,9353,5637,2708,1034,324,73726,23,18,9,4,10,9,3,0,0,76,7,3,11,11,3,3,7,0,0,49,177,207,279,160,108,92,92,59,20,1184,5,3,6,0,0,6,0,0,0,27,0,0,0,0,3,0,8,0,0,13,0,3,0,4,3,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,191,220,297,170,122,109,111,62,18,1299,208,238,306,182,129,111,114,63,18,1375,19515,11045,13433,11610,9484,5754,2819,1096,339,75100
POA3065,1161,1099,2951,1632,1173,884,536,313,138,9891,0,0,3,3,0,0,0,4,0,7,3,0,25,25,30,19,22,5,0,139,68,76,227,132,128,126,156,109,52,1085,0,5,9,9,17,3,6,0,0,41,0,3,9,3,7,3,3,0,0,28,0,7,8,7,6,10,12,0,0,45,0,3,3,3,3,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,72,93,282,171,203,165,195,120,55,1365,70,99,288,178,203,165,195,126,55,1377,1233,1195,3231,1804,1373,1052,738,438,192,11267
POA3066,959,953,2843,1395,863,605,308,175,64,8172,3,0,3,0,0,0,0,0,0,7,0,5,0,10,5,3,3,0,0,22,13,32,96,52,37,30,10,7,0,274,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,105,62,42,31,19,7,0,318,21,38,112,62,39,30,19,7,0,324,980,987,2953,1457,904,637,327,185,67,8493
POA3067,623,912,3011,1235,735,585,398,180,101,7781,0,0,0,0,0,0,3,0,0,3,0,5,3,11,6,0,0,0,0,28,17,43,91,29,23,27,15,3,0,248,0,0,0,4,4,7,5,0,0,15,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,4,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,103,48,34,39,26,3,0,318,19,52,106,48,34,39,28,3,0,317,646,963,3114,1284,766,628,421,178,98,8103
POA3068,2524,1675,4180,3016,2195,1845,1295,679,214,17628,0,0,3,0,3,0,0,0,0,8,3,7,5,3,4,8,5,0,0,36,24,97,129,77,46,31,27,9,3,450,0,3,4,3,4,3,5,0,0,28,0,3,0,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,33,105,149,91,53,47,47,12,6,534,28,110,148,91,62,47,47,12,8,548,2556,1784,4334,3103,2252,1893,1338,687,225,18180
POA3070,3894,2449,4737,3944,3407,2145,1362,1041,478,23465,0,0,3,3,0,4,0,0,4,13,0,0,16,3,3,9,8,3,0,38,56,79,141,69,70,52,41,20,8,537,4,4,3,0,3,4,0,0,0,24,0,0,3,0,0,0,3,3,0,8,3,3,3,0,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,96,168,76,78,67,51,27,10,636,69,97,172,83,78,65,51,28,11,648,3961,2545,4911,4024,3488,2213,1413,1073,489,24115
