POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA4711,3,42,42,781,4,870,0,0,0,0,0,0,6,0,0,4,0,9,0,0,3,0,0,3,6,4,4,0,0,16,39,31,31,672,10,784,4,0,3,0,0,6,0,0,3,3,0,7,5,3,8,115,7,137,0,0,0,8,0,8,0,0,0,0,0,5,8,0,0,3,0,11,14,3,10,172,0,195,4,3,0,12,0,22,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,3,0,3,4,0,0,5,0,6,3,15,16,177,0,207,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,17,24,4,5,28,0,66,0,0,0,19,122,141,107,64,75,1461,143,1851
POA4712,0,11,3,117,4,132,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,82,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,22,30,19,14,11,210,26,278
POA4713,0,0,3,56,0,59,0,8,0,826,3,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,44,0,52,0,0,0,7,45,54,14,4,3,889,52,962
POA4714,14,74,58,1296,36,1470,0,0,0,50,0,48,3,0,0,21,0,24,0,0,0,0,0,0,22,6,3,5,0,36,115,64,34,855,35,1097,16,0,10,0,0,23,6,0,0,3,0,14,26,10,3,141,4,182,3,0,0,8,0,9,4,0,0,0,0,4,0,0,0,0,0,3,19,16,5,285,4,333,6,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,4,0,18,3,0,0,0,0,4,3,0,0,6,0,7,32,12,14,172,9,232,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,15,32,18,5,28,0,88,0,0,0,24,245,270,252,124,85,2168,316,2941
POA4715,32,164,132,2924,46,3298,0,0,0,18,0,18,62,0,0,20,0,81,3,0,0,0,0,3,54,22,15,59,0,150,269,159,82,1871,49,2421,107,4,13,0,7,130,10,0,0,9,0,23,25,23,19,496,11,580,10,4,0,23,0,45,0,0,0,4,0,4,32,3,0,3,0,39,51,17,17,538,15,643,21,15,6,99,0,146,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,12,25,7,4,4,0,41,19,10,9,8,0,48,8,0,0,4,0,12,10,0,8,10,0,23,58,25,24,467,8,588,0,0,0,0,0,0,28,0,3,4,0,40,4,0,0,3,0,12,19,0,0,0,0,19,0,0,0,0,0,0,100,0,0,0,4,106,3,3,3,12,3,24,252,36,16,70,10,379,22,3,6,72,473,574,1058,299,220,4958,593,7127
POA4716,0,9,15,421,7,447,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,14,9,277,4,327,0,0,0,0,0,0,3,0,0,3,0,7,0,3,0,111,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,72,0,82,3,3,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,63,0,68,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,4,4,10,3,25,0,0,0,9,54,66,40,28,25,731,66,887
POA4717,12,109,86,1991,32,2231,0,0,0,30,0,32,38,0,0,35,0,73,3,0,3,0,0,6,20,4,4,16,0,51,208,82,74,1217,25,1605,45,0,3,5,0,54,0,0,0,7,0,14,20,4,14,198,6,241,0,0,0,4,0,10,0,0,0,0,0,0,26,0,0,3,0,26,36,18,21,332,4,414,16,13,7,51,0,92,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,94,0,6,3,0,103,33,8,8,6,0,54,6,3,0,8,0,20,4,3,0,7,0,8,69,28,30,255,3,389,0,0,0,0,0,0,23,0,0,0,0,22,6,0,0,9,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,116,10,13,54,0,199,9,4,6,45,532,599,613,177,152,3210,588,4749
POA4718,6,70,42,1041,19,1180,0,0,0,23,0,23,0,0,0,3,0,7,0,0,0,0,0,0,12,3,0,5,0,19,53,33,31,696,21,842,12,0,4,0,0,13,0,0,0,4,0,4,11,4,9,147,3,175,0,0,0,8,0,9,3,0,0,0,0,4,11,0,0,0,0,11,10,4,6,176,3,202,0,5,0,21,0,25,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,5,6,7,0,0,0,17,15,0,3,0,0,17,0,0,0,0,0,3,0,0,0,0,0,3,24,6,9,200,7,243,0,0,0,0,0,0,6,4,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,9,0,18,30,10,6,23,0,76,3,0,3,38,258,297,169,96,67,1757,299,2375
POA4719,0,26,17,461,14,519,0,5,0,12,4,13,0,0,0,4,0,8,0,0,0,0,0,0,6,0,0,0,0,8,18,27,9,284,4,344,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,62,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,113,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,91,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,7,3,9,0,29,0,0,0,5,84,93,47,49,29,779,106,1007
POA4720,62,377,323,5394,88,6238,0,5,0,50,6,63,87,0,3,32,0,123,4,3,0,4,0,9,74,27,25,54,0,171,681,273,219,3665,76,4923,197,0,18,5,0,230,27,5,8,35,0,65,110,34,30,663,0,841,13,14,3,22,0,48,6,0,0,8,0,22,110,5,0,0,0,116,174,68,60,1294,19,1608,41,17,6,176,0,237,37,0,0,0,0,37,0,0,0,0,0,4,5,0,0,0,0,5,9,8,6,13,0,34,201,13,27,8,0,251,128,49,34,16,0,224,24,8,0,20,0,53,10,0,3,3,0,17,220,75,57,973,34,1357,0,0,0,0,0,0,92,9,3,8,0,111,28,0,0,7,0,43,16,0,0,0,0,22,3,0,3,0,0,8,8,0,0,0,0,10,13,11,3,37,0,65,446,53,64,141,12,725,42,12,8,180,1605,1846,2188,627,524,9264,1788,14394
POA4721,9,80,60,1558,23,1722,0,0,0,3,0,3,6,0,0,30,0,39,0,0,0,0,0,0,8,0,0,18,0,27,97,64,43,1166,25,1399,31,0,8,0,0,41,0,0,0,10,0,7,7,11,15,180,0,218,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,14,25,8,14,383,10,435,3,0,3,30,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,25,18,0,0,0,0,22,13,4,3,4,0,23,0,0,0,0,0,3,0,0,0,0,0,0,22,18,19,298,5,365,0,0,0,0,0,0,21,0,0,0,0,21,3,0,0,4,0,4,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,29,13,4,31,0,83,3,0,3,31,435,468,262,117,101,2743,490,3717
POA4722,0,24,21,809,7,859,0,0,0,0,0,0,0,0,0,10,0,10,4,0,0,0,0,4,3,0,0,10,0,11,36,22,30,583,14,687,5,0,0,0,0,9,0,0,0,3,0,3,7,5,0,98,0,111,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,16,218,0,246,3,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,0,0,0,4,8,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,161,3,182,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,22,0,6,10,0,40,7,3,3,25,198,233,89,42,46,1426,213,1816
POA4723,3,33,28,556,8,637,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,10,0,19,33,19,37,454,3,544,10,0,3,0,0,11,0,0,0,5,0,5,3,9,9,84,3,102,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,6,5,134,0,155,3,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,10,3,3,0,0,16,0,0,0,3,0,3,0,0,0,0,0,0,10,6,13,120,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,4,0,0,17,5,0,3,25,172,204,74,48,61,1053,187,1424
POA4724,0,9,7,242,7,268,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,11,10,6,230,9,267,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,42,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,64,3,72,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,46,0,52,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,7,23,28,25,16,16,489,33,579
POA4725,0,19,15,711,4,752,0,0,0,9,0,9,0,0,0,8,0,11,0,0,0,0,0,0,13,0,0,0,0,10,46,20,16,478,7,564,5,0,0,0,0,5,3,0,0,0,0,7,8,4,3,63,0,74,0,0,0,0,0,0,0,4,0,3,0,3,4,0,0,0,0,4,12,0,8,127,4,149,3,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,12,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,3,21,4,4,127,0,155,0,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,3,0,19,0,48,12,0,0,6,126,137,137,37,35,1195,142,1539
POA4726,0,5,12,217,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,157,0,170,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,36,0,42,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,6,23,29,14,5,12,353,26,411
POA4727,0,4,0,112,0,120,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,12,3,77,7,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,25,0,32,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,28,28,24,11,3,192,36,259
POA4728,0,6,0,99,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,4,0,53,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,11,14,15,9,3,157,14,201
POA4730,11,74,62,1324,31,1501,0,0,3,19,0,21,5,0,0,14,0,21,3,5,0,0,0,10,15,8,0,8,0,28,100,58,50,1033,25,1263,13,0,6,0,3,18,3,0,0,3,0,5,15,8,5,157,3,190,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,17,22,22,14,344,7,404,18,5,3,21,0,45,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,0,26,5,5,6,8,0,23,0,0,0,3,0,5,0,0,0,0,0,3,19,11,13,329,3,384,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20,40,3,3,31,0,85,6,0,0,36,262,304,254,116,107,2432,329,3230
POA4731,0,0,6,74,0,86,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,11,0,4,80,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,29,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,14,0,10,162,21,218
POA4732,0,3,3,49,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,41,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,15,6,11,8,97,10,134
POA4733,0,0,5,82,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,22,21,5,0,3,148,28,183
POA4735,0,4,10,421,20,457,0,0,0,15,0,15,0,0,0,5,0,9,6,0,0,0,0,6,3,0,3,0,0,4,20,13,12,322,19,376,0,0,0,0,0,0,3,0,0,3,0,9,4,0,0,36,0,47,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,123,5,135,3,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,72,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,3,0,10,0,28,3,0,0,19,76,101,61,17,20,756,113,967
POA4736,0,0,4,33,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,36,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,6,11,3,9,81,6,106
POA4737,31,209,133,3393,74,3840,0,0,0,33,0,37,4,3,3,34,0,39,3,0,0,0,0,10,39,18,8,33,0,103,297,177,139,2232,76,2922,51,0,14,3,0,60,10,3,4,12,3,35,56,34,25,470,6,588,0,0,0,9,0,11,5,0,0,6,0,17,12,0,0,3,0,13,53,36,31,736,12,859,27,19,6,129,3,183,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,9,3,73,0,132,24,9,3,0,0,38,26,10,0,12,0,53,3,5,0,13,0,19,3,0,0,6,0,12,77,52,38,638,15,826,0,0,0,0,0,3,16,0,0,0,0,17,8,0,3,8,0,27,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,25,0,42,89,21,27,167,3,312,7,3,0,111,765,886,698,361,266,5894,923,8137
POA4738,5,22,18,489,15,543,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,11,20,25,14,379,16,455,0,0,0,0,0,0,3,0,0,3,0,3,9,4,0,62,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,104,0,111,0,3,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,25,0,46,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,7,5,4,91,0,111,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,3,6,35,0,46,5,0,0,10,100,118,68,44,30,902,131,1180
POA4739,3,4,4,162,3,182,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,0,0,3,20,3,8,99,0,137,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,24,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,27,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,3,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,10,0,0,0,6,18,18,32,11,9,258,21,333
POA4740,419,2194,1816,26781,413,31616,3,21,13,446,5,494,515,16,43,333,5,914,35,13,16,29,3,90,502,159,113,313,13,1106,4095,1884,1541,22367,449,30334,1455,23,166,41,9,1698,140,19,17,171,8,352,626,270,233,3996,63,5183,53,31,10,152,7,250,52,19,7,29,0,112,711,29,19,47,3,812,877,532,391,7747,110,9660,508,258,105,1564,27,2463,32,0,9,3,0,48,7,5,3,21,0,39,7,3,0,0,0,12,634,271,153,1275,18,2351,418,62,46,54,7,582,428,196,107,85,3,820,109,28,22,103,3,269,63,25,11,100,3,206,1166,567,431,6587,90,8841,28,0,4,7,0,38,507,37,22,17,8,591,193,17,15,95,3,323,90,6,5,15,0,118,5,7,0,0,0,14,77,3,3,3,0,84,169,39,33,254,4,500,2380,408,341,2100,76,5302,164,41,37,708,5711,6659,13166,4259,3349,52608,6712,80089
