POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA4630,4,46,29,988,23,1080,0,0,0,3,0,3,3,0,0,0,0,10,0,0,0,0,0,0,7,0,0,12,0,26,45,39,26,730,37,877,39,0,0,0,0,39,3,0,0,3,0,4,14,11,3,274,4,301,0,0,0,3,0,3,3,0,0,0,0,7,3,0,0,0,0,3,10,9,7,199,3,233,3,6,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,14,7,11,192,6,230,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,18,7,3,19,0,48,0,0,0,17,263,286,153,78,51,1806,316,2401
POA4650,134,927,679,12634,280,14661,0,6,9,152,4,171,64,5,8,87,3,165,17,3,0,13,0,34,164,76,23,137,9,403,1649,872,591,10817,291,14213,175,8,79,17,5,281,31,5,8,72,0,110,258,149,104,2784,54,3350,13,12,0,31,3,63,40,9,3,6,0,59,63,4,3,11,0,84,243,184,121,2979,56,3584,84,60,17,266,8,439,3,0,4,0,0,6,5,5,0,3,0,11,0,0,0,0,0,0,35,9,10,28,0,73,50,21,16,30,0,114,136,54,25,26,6,243,45,10,13,74,0,136,12,6,0,20,0,42,417,226,156,2653,58,3510,3,3,0,0,0,3,31,7,7,3,0,53,30,4,3,41,3,79,3,0,0,0,0,3,0,0,0,0,0,0,18,0,4,0,0,23,45,14,8,83,5,155,458,120,99,529,13,1219,42,15,11,386,2738,3197,3417,1663,1188,24280,3349,33891
POA4655,288,2038,1490,18617,425,22854,3,21,7,281,8,319,261,20,37,135,8,460,62,13,0,30,3,113,588,97,89,226,7,1001,5867,2023,1490,16737,434,26556,315,14,68,5,9,416,159,27,12,156,9,366,798,237,183,3172,62,4453,68,34,10,99,4,211,102,18,0,23,0,151,282,21,9,21,0,332,967,406,261,5099,88,6820,280,134,49,624,14,1103,14,0,0,0,0,18,13,4,0,14,0,32,11,5,0,5,0,17,122,44,10,73,3,251,174,27,36,36,0,282,358,111,104,49,10,632,164,19,14,67,4,264,74,24,14,28,0,144,1373,485,352,4331,83,6616,30,8,0,5,0,38,191,22,8,6,0,226,119,17,12,41,3,195,51,4,4,3,0,61,11,6,0,7,0,23,37,0,0,3,0,42,179,35,24,147,3,386,1620,321,238,844,38,3066,114,34,22,449,3863,4485,11720,3706,2686,36623,4813,59539
POA4659,29,162,69,1590,38,1891,0,0,0,23,0,23,23,0,3,16,0,38,0,0,0,0,0,0,50,9,7,19,0,84,359,154,82,1396,53,2053,29,0,3,3,0,37,20,0,0,12,0,24,61,13,9,292,9,381,0,0,0,4,0,12,3,0,0,0,0,3,4,0,0,3,0,10,49,17,9,365,7,446,16,4,3,24,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,20,0,0,3,0,20,26,13,3,3,0,46,8,0,0,8,0,20,3,0,0,7,0,5,90,39,23,297,12,462,5,0,0,0,0,5,8,0,0,0,0,8,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,9,0,24,78,18,8,51,3,168,10,9,3,83,417,519,740,281,141,3118,511,4794
POA4660,22,207,164,2460,58,2906,0,0,0,24,0,24,15,0,0,16,0,30,12,0,0,0,0,11,62,23,8,20,0,111,493,204,150,2126,56,3024,32,0,13,0,0,47,18,0,0,17,0,34,76,40,17,515,10,659,0,0,0,3,0,5,7,0,0,3,0,6,5,0,0,3,0,8,82,51,28,586,5,749,35,12,10,114,5,177,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,14,0,34,12,0,0,0,0,20,38,16,6,3,0,59,15,0,3,8,0,27,9,3,0,0,0,8,118,49,31,542,14,750,0,0,0,0,0,0,8,0,0,0,0,14,11,5,0,3,0,18,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,9,17,3,3,17,0,40,127,28,23,86,9,278,12,4,9,98,548,668,1019,380,279,4802,665,7145
POA4662,5,25,16,274,4,326,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,10,50,18,17,238,10,335,3,0,0,0,0,3,0,0,0,0,0,0,4,3,9,40,0,53,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,46,3,61,3,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,3,3,4,3,0,9,3,0,0,0,0,3,0,0,0,0,0,0,15,3,3,56,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,20,7,4,4,0,31,4,3,0,9,102,115,100,41,31,505,118,791
POA4670,282,2396,1642,28017,620,32969,0,19,3,351,9,382,535,14,34,204,12,797,66,11,7,29,3,120,565,160,104,279,9,1113,4457,2210,1583,24411,660,33323,490,7,115,20,11,641,160,21,15,162,9,363,655,343,177,5873,90,7136,43,35,5,104,3,194,103,19,5,37,0,166,362,20,12,28,3,430,726,457,325,6825,119,8456,578,269,56,1048,43,1993,165,3,3,4,0,176,11,11,7,15,0,37,3,0,0,9,0,15,145,43,17,160,3,374,157,62,39,33,0,295,289,151,139,83,3,665,106,27,14,140,0,286,70,11,12,67,0,164,1070,519,383,6342,109,8425,20,4,0,11,0,41,188,22,15,8,3,230,115,20,15,76,3,232,54,3,10,30,0,97,83,13,8,11,0,111,127,3,4,0,0,136,165,36,19,205,3,427,1666,341,265,1185,48,3506,117,36,40,828,4865,5890,11140,4359,3022,54850,6243,79606
POA4671,27,164,109,2098,53,2459,0,0,0,18,0,16,9,0,0,14,0,19,7,0,0,0,0,7,54,12,9,19,3,91,460,155,120,1722,48,2498,33,0,4,0,3,42,7,0,0,6,0,14,92,24,12,372,8,512,3,3,3,11,0,18,16,0,0,3,0,23,7,0,0,0,0,7,67,32,22,495,12,628,27,12,4,29,3,78,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,5,0,16,7,0,0,0,0,9,31,18,7,6,0,59,15,4,0,8,0,25,6,0,0,7,0,13,106,34,33,455,15,640,0,3,0,3,0,9,6,0,0,3,0,9,17,0,0,6,0,18,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,4,0,3,0,22,113,24,12,74,9,231,22,3,3,52,585,667,925,299,211,3918,702,6061
POA4673,0,18,11,250,0,289,0,0,0,3,0,3,0,0,0,5,0,3,0,0,0,0,0,0,5,0,4,7,0,15,47,18,14,193,0,273,3,0,0,0,0,0,4,0,0,0,0,4,5,3,0,30,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,46,3,57,8,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,8,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,11,8,48,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,10,0,21,0,0,0,17,33,47,81,39,22,459,39,652
POA4674,6,46,29,570,14,669,0,0,0,3,0,3,6,0,0,14,0,14,3,0,0,0,0,3,20,3,0,3,0,23,88,43,29,368,13,539,3,0,0,0,0,3,0,3,0,3,0,11,23,8,0,79,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,99,6,123,3,5,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,10,6,0,0,0,0,9,0,0,0,7,0,6,3,0,0,0,0,3,16,4,5,103,9,138,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,28,6,3,19,0,58,4,0,0,14,117,139,201,74,44,982,152,1451
POA4676,0,3,6,40,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,11,7,7,56,0,76,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,16,12,20,5,11,102,18,160
POA4677,16,112,122,1236,25,1509,0,0,0,3,0,3,12,3,3,3,0,21,3,0,0,4,0,8,21,9,5,3,3,38,315,90,96,939,23,1465,17,0,3,0,0,24,8,0,0,9,0,19,41,15,10,172,4,245,3,0,0,15,0,17,0,0,0,0,0,3,3,0,0,3,0,9,64,19,17,268,4,368,26,11,4,26,0,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,10,18,7,4,4,0,36,29,5,11,6,3,49,8,0,0,0,0,15,5,4,0,0,0,12,75,23,20,284,7,407,3,0,0,0,0,3,12,0,0,0,0,12,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,18,77,21,33,47,4,179,4,0,4,27,299,330,595,195,196,2211,355,3549
POA4678,3,18,18,371,12,425,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,7,43,24,15,245,9,332,3,0,0,0,0,3,0,0,0,0,0,3,8,3,0,68,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,80,5,97,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,8,4,0,59,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,7,0,21,0,0,0,9,48,59,81,41,26,638,69,856
POA4680,257,1721,1381,19514,321,23195,3,11,11,230,0,254,296,24,23,229,6,575,48,17,5,19,0,87,334,105,75,241,6,769,3357,1442,1122,14617,291,20838,803,6,103,21,10,945,103,16,10,80,3,217,443,203,127,2731,35,3538,63,36,12,142,4,259,69,6,3,25,0,99,598,7,6,26,3,633,767,312,203,4425,83,5793,227,152,58,614,10,1056,44,0,3,0,0,46,11,0,0,12,0,26,6,3,0,9,0,15,35,18,9,76,3,145,519,76,55,40,16,702,421,153,104,71,5,759,105,22,22,82,0,230,95,10,3,35,0,140,972,370,286,3695,72,5394,27,0,0,5,0,34,389,12,30,12,0,454,110,11,0,61,0,186,49,0,0,6,0,58,13,4,0,0,0,16,28,3,0,0,0,31,104,33,15,130,6,279,1902,261,222,751,38,3177,135,33,26,478,3653,4321,9666,2944,2292,34936,4334,54166
POA4694,0,9,0,82,5,93,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,59,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,18,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,16,16,13,9,3,140,21,189
POA4695,3,33,16,518,14,577,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,6,0,3,8,0,17,31,25,18,326,8,411,8,0,0,0,0,10,0,0,0,4,0,4,10,4,0,88,6,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,70,4,88,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,9,0,0,0,0,0,3,3,0,0,0,0,3,5,5,3,74,0,100,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,5,3,14,0,29,3,0,0,13,94,104,87,50,29,837,114,1121
POA4697,0,5,0,72,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,50,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,9,12,4,5,0,123,10,146
POA4699,0,4,5,207,4,219,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,9,7,168,6,201,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,50,0,55,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,3,37,38,21,10,12,375,40,455
POA4700,48,441,294,6355,150,7283,0,3,3,177,0,185,100,6,18,81,3,217,6,3,0,9,0,20,72,32,14,54,0,172,587,400,294,5321,117,6726,134,0,14,8,0,160,25,3,4,42,0,73,88,65,44,1046,13,1256,10,9,0,38,0,56,7,3,0,4,0,18,208,3,3,9,0,220,133,111,80,2123,34,2480,25,32,11,180,7,254,5,3,3,0,0,13,3,3,0,4,0,8,0,0,0,0,0,0,4,10,0,19,0,30,62,28,11,11,0,109,37,26,13,21,0,98,17,8,0,23,0,52,12,7,0,24,0,39,167,118,92,1579,12,1964,0,0,0,4,0,3,44,7,3,0,0,53,15,4,3,24,0,45,43,0,0,0,0,44,8,0,0,0,0,8,10,0,0,0,3,15,17,9,8,68,0,98,352,76,67,334,12,842,11,6,7,154,1520,1705,1820,825,573,12432,1793,17437
POA4701,161,1025,755,16646,347,18931,0,12,3,347,10,376,301,22,13,206,3,549,15,4,0,10,0,33,160,57,41,160,0,414,1210,905,673,13355,239,16386,598,12,89,10,9,714,48,7,4,81,3,144,201,138,96,2499,40,2974,18,16,3,62,0,98,16,8,0,5,0,32,334,11,7,20,3,376,233,210,135,4260,48,4886,76,60,20,402,4,562,74,0,10,0,0,81,3,0,3,20,0,29,0,4,0,0,0,4,13,9,4,64,0,93,117,22,30,12,3,180,100,61,56,40,0,256,29,24,7,66,0,123,32,3,6,33,0,71,314,199,154,3261,57,3987,3,4,0,5,0,13,130,3,7,8,3,151,69,3,3,40,4,118,112,3,0,3,0,121,4,0,0,0,0,4,388,0,3,0,6,402,46,26,15,106,3,197,1493,205,158,898,40,2787,72,18,13,487,2686,3280,5323,1797,1352,30974,3321,42762
POA4702,78,644,554,12083,205,13561,0,3,4,237,11,253,31,3,3,103,0,150,13,3,3,19,0,38,106,40,40,115,3,303,979,563,468,8670,184,10865,145,0,37,10,0,199,34,6,10,65,0,110,130,88,67,1726,29,2036,16,3,3,29,0,48,15,3,0,12,0,37,108,4,3,6,0,123,176,101,88,2536,43,2955,31,21,12,291,6,361,3,0,0,0,0,3,0,3,0,23,0,28,0,0,0,0,0,0,7,5,3,47,0,61,73,27,11,14,3,132,94,43,44,28,4,204,15,3,4,29,0,58,15,3,4,15,0,30,256,132,95,2116,38,2642,0,3,0,3,0,10,39,10,3,5,0,57,19,4,0,27,0,51,19,0,0,0,0,15,4,0,0,0,0,4,9,0,9,0,0,17,26,15,12,71,0,115,417,87,63,431,11,1010,29,8,7,357,2713,3122,2269,1085,909,21219,3126,28609
POA4703,71,688,570,7951,135,9419,0,5,3,113,0,122,50,5,6,83,3,149,15,6,0,7,0,32,151,48,29,99,0,332,1440,613,493,6705,120,9364,93,6,36,0,0,136,54,9,4,42,3,121,205,65,38,1153,15,1485,18,5,0,34,0,63,25,3,0,8,0,35,39,10,5,9,3,60,303,164,92,2438,26,3035,94,37,18,285,3,441,8,0,0,0,0,5,0,3,0,12,0,18,3,0,0,0,0,4,24,10,4,34,3,74,112,22,16,17,4,169,152,48,32,24,4,262,43,18,10,42,3,108,12,4,3,10,0,34,384,138,101,1807,26,2453,6,4,0,3,0,8,85,5,3,0,0,101,41,5,7,34,0,87,8,0,0,0,0,9,0,0,0,0,0,0,7,4,3,0,0,17,55,23,9,60,0,141,460,107,85,330,18,993,22,12,4,181,1698,1921,3059,1217,927,15339,1989,22530
POA4704,0,3,3,45,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,39,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,4,15,20,11,9,7,91,23,132
POA4705,0,0,3,163,3,170,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,3,0,3,13,3,0,83,3,111,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,21,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,30,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,27,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,3,49,55,28,4,3,259,54,354
POA4706,0,0,0,45,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,31,3,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,11,0,78,10,105
POA4707,0,9,0,104,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,93,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,10,0,0,0,3,8,17,23,8,3,195,13,245
POA4709,3,34,17,479,14,550,0,0,0,9,3,11,5,3,0,0,0,11,0,0,0,0,0,0,12,3,0,6,0,22,49,15,27,224,0,312,3,0,0,0,0,3,0,0,0,3,0,3,6,6,0,54,0,71,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,3,5,79,0,100,10,0,0,29,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,4,0,0,0,16,13,3,0,0,0,16,0,0,0,6,0,6,0,0,0,0,0,0,15,4,6,75,0,100,0,0,0,0,0,0,3,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,21,6,10,12,0,48,0,0,0,12,149,167,127,54,41,738,168,1129
POA4710,12,137,110,1845,61,2156,0,0,0,32,0,37,10,3,0,11,0,25,0,0,0,0,0,0,9,13,6,17,0,47,231,133,97,1400,33,1897,13,0,5,3,0,25,3,3,0,17,0,21,36,17,17,195,3,266,9,5,6,16,0,30,3,0,0,3,0,12,0,0,0,3,0,6,42,22,21,459,13,561,15,7,10,51,3,86,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,10,31,8,5,4,0,48,24,9,13,13,0,55,5,4,3,0,0,16,8,0,0,11,0,19,61,25,27,379,12,495,0,0,0,0,0,0,7,0,0,0,0,8,3,3,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,22,4,3,15,0,47,79,28,15,107,3,234,3,0,3,42,427,483,514,260,197,3346,531,4846
