POA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
POA2164,0,0,0,0,0,0,0,21,0,107,264,184,37,7,4,8,0,0,3,3,0,0,20,638,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,0,0,10,63,68,87,67,37,9,11,3,0,10,5,20,405,0,0,0,0,8,4,8,0,0,0,0,0,0,0,3,22,0,69,111,31,8,3,6,0,0,0,0,0,0,0,5,239,0,4,10,10,0,3,0,0,0,0,0,0,0,0,0,29,0,0,8,14,25,41,79,28,17,15,4,9,3,6,12,254,0,0,0,0,3,4,3,9,3,0,0,0,0,0,0,30,0,0,3,6,36,67,47,15,3,7,3,3,8,6,9,214,0,6,3,6,12,7,0,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,12
POA2165,0,0,0,3,0,0,0,23,5,86,235,134,19,10,5,0,0,0,3,0,0,3,12,519,0,0,0,0,3,3,4,3,3,0,0,0,0,0,0,13,0,0,0,0,5,5,0,5,3,0,0,0,0,0,0,17,0,0,10,105,139,114,106,50,8,10,5,16,13,11,36,642,0,0,0,3,13,27,8,3,3,3,0,3,4,0,3,74,0,80,60,30,3,0,0,0,0,0,0,0,0,0,6,177,0,3,10,3,0,5,4,0,0,0,3,0,0,0,0,25,0,0,0,6,29,74,176,100,33,37,24,35,30,15,36,598,0,0,0,0,0,8,8,28,5,8,0,19,16,9,7,103,0,0,0,9,43,204,117,79,21,20,14,13,19,10,19,558,0,23,12,5,38,25,5,0,0,0,0,0,0,0,8,119,0,0,0,0,3,4,3,0,0,3,0,0,0,0,0,12
POA2166,0,0,0,0,0,0,0,18,0,77,150,103,14,7,3,0,0,0,0,0,0,0,14,374,0,0,0,0,3,0,7,4,0,3,0,0,0,0,0,19,0,0,0,0,0,4,10,7,0,0,0,3,3,0,5,39,0,4,0,41,43,44,20,21,3,3,0,0,3,0,4,191,0,0,0,0,22,53,31,33,7,12,10,3,19,5,23,231,0,16,24,11,0,0,0,0,0,0,0,0,0,0,0,58,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,4,45,93,233,138,27,77,33,50,41,11,31,788,0,0,0,0,0,0,7,7,0,8,5,6,5,6,0,48,0,0,0,3,36,143,91,65,19,24,20,14,7,12,13,452,0,33,11,4,22,21,10,8,0,0,0,0,3,0,5,122,0,0,0,0,10,6,7,3,0,0,0,0,0,0,0,34
POA2167,0,0,0,0,0,0,0,17,0,11,13,3,0,0,3,0,0,0,4,0,0,0,0,30,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,15,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,11,0,0,0,3,7,14,13,3,0,0,4,0,0,0,3,48,0,0,0,0,3,6,8,3,0,0,0,0,0,0,0,28,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6,15,47,80,18,9,3,12,9,3,0,13,213,0,0,0,0,0,12,23,39,0,3,3,3,10,5,3,100,0,0,0,0,20,101,115,64,13,3,13,14,11,4,12,369,0,0,0,0,31,11,3,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11
POA2168,0,0,0,0,0,0,3,21,0,58,119,129,27,9,15,4,0,0,4,0,0,0,17,372,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,13,0,0,0,0,0,5,11,0,0,0,0,0,0,0,3,23,0,0,11,217,248,308,291,125,24,22,17,27,11,8,40,1354,0,0,6,3,14,36,15,4,0,0,0,0,9,3,4,94,0,25,44,22,7,0,0,0,0,0,0,0,0,0,7,93,0,12,14,3,0,0,0,0,0,0,3,0,0,0,0,24,0,0,10,17,76,159,253,137,21,38,47,32,31,18,57,902,0,0,0,0,5,14,27,31,0,0,0,3,12,9,7,104,0,0,0,14,114,366,137,76,4,8,8,3,11,7,11,751,0,4,4,0,39,45,3,0,0,0,0,0,0,0,0,100,0,0,0,4,4,4,0,3,0,0,0,0,0,3,0,12
POA2170,3,3,4,7,0,0,3,105,4,255,479,317,80,25,33,10,6,5,4,8,8,7,59,1303,0,3,3,0,0,11,13,9,3,0,5,0,0,0,3,45,0,0,0,0,14,17,20,25,6,6,3,6,3,8,9,114,0,8,45,385,467,596,355,214,39,35,33,36,38,12,90,2346,0,0,3,16,39,68,57,45,5,13,7,11,12,12,6,298,0,92,80,30,8,10,0,0,0,0,0,0,0,0,8,231,0,20,29,10,3,0,3,3,3,0,0,0,0,0,4,81,0,0,10,46,168,296,536,279,62,93,74,61,68,17,102,1803,0,0,0,5,19,122,230,191,46,66,68,60,48,27,16,900,0,0,3,16,163,763,371,280,56,47,47,46,57,29,34,1917,0,22,26,24,185,178,43,14,0,0,0,3,0,0,7,506,0,0,4,15,8,15,17,21,0,4,0,3,0,0,4,73
POA2171,0,0,0,0,0,0,0,16,0,53,143,160,36,24,15,4,3,0,3,3,3,0,19,468,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,7,4,3,3,0,3,0,0,0,0,0,25,0,0,4,61,73,82,52,17,3,0,0,7,4,0,12,326,0,0,0,3,17,31,14,20,5,0,0,0,3,0,0,96,0,26,60,26,16,3,0,0,0,0,0,0,0,0,3,140,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,8,0,0,0,8,55,89,199,62,11,25,20,22,22,4,20,522,0,0,0,3,5,42,79,42,0,3,5,12,3,0,0,188,0,0,0,21,121,464,155,68,12,3,6,0,4,4,18,879,0,0,3,0,18,26,12,0,0,0,0,0,0,0,3,67,0,0,0,0,4,23,10,6,3,0,0,0,0,0,0,45
POA2172,0,0,0,0,0,0,0,6,0,3,3,7,3,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,11,0,0,0,3,7,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,12,0,0,3,0,0,0,0,3,31,0,0,0,0,3,10,4,0,0,0,0,0,0,0,0,16,0,0,0,0,14,16,0,0,0,0,0,3,0,0,0,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
POA2173,0,3,3,0,0,0,0,39,0,8,13,12,0,5,3,3,0,0,0,3,7,0,0,52,0,0,0,0,3,3,3,3,4,0,0,0,0,3,0,17,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,17,0,0,0,17,5,22,5,3,3,0,0,0,0,0,0,61,0,0,3,4,10,33,31,7,3,3,0,0,0,0,0,92,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,30,37,64,51,10,8,3,12,5,0,8,238,0,0,0,0,7,19,13,6,0,8,8,0,3,0,3,55,0,0,0,7,35,190,48,32,9,11,6,7,0,5,3,368,0,0,0,0,21,12,0,0,0,0,0,0,0,0,0,40,0,0,0,0,3,9,3,3,0,0,0,4,0,0,0,24
POA2174,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,13,5,0,0,6,4,0,0,53,0,0,0,0,0,7,18,7,8,4,0,0,0,0,0,40,0,0,0,0,3,22,3,7,6,6,3,10,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
POA2175,0,0,0,0,0,0,0,5,0,37,65,16,0,0,0,0,0,0,0,0,3,0,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,46,43,17,3,0,0,0,0,0,0,0,0,0,9,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2176,0,0,0,0,0,0,0,39,16,260,566,335,48,15,7,4,0,0,3,0,0,0,52,1316,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,7,0,3,0,0,0,0,0,3,0,15,0,0,15,107,96,68,31,17,4,0,0,3,0,9,9,366,0,0,0,5,36,45,12,3,0,0,0,0,0,0,4,105,0,61,123,54,24,9,3,0,0,0,0,0,0,0,11,292,0,6,7,0,0,0,0,0,0,0,0,0,5,0,0,30,0,0,3,18,39,105,180,67,23,10,36,21,28,13,18,574,0,0,0,9,9,6,3,3,0,0,0,0,3,4,0,28,0,0,0,36,260,248,71,40,5,6,19,6,11,3,15,729,0,3,18,5,40,17,4,0,0,0,0,0,0,0,0,85,0,0,0,4,8,10,3,3,0,0,0,0,0,0,0,30
POA2177,0,0,0,0,0,0,0,5,0,25,55,76,16,6,3,3,0,0,0,0,0,0,9,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,41,59,21,15,3,0,0,0,0,0,0,7,148,0,0,0,3,9,17,5,0,4,0,0,0,0,0,3,41,0,6,14,5,8,0,0,0,0,0,0,0,0,0,0,34,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,18,44,49,30,8,13,11,7,13,0,10,206,0,0,0,0,8,9,4,16,4,4,0,0,3,0,0,45,0,0,0,8,56,76,45,18,3,0,3,3,0,0,5,220,0,0,0,5,21,7,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
POA2178,0,0,0,0,0,0,3,5,0,50,104,65,10,7,0,0,0,0,3,0,0,0,12,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,10,13,20,10,9,0,0,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,25,23,6,0,0,0,0,0,0,0,0,0,3,73,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,19,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2179,0,0,0,0,0,0,0,7,4,104,159,80,7,3,9,0,0,0,0,3,0,0,27,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,5,21,22,30,25,3,3,3,0,0,0,0,4,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,43,30,11,6,0,3,0,0,0,0,0,0,3,112,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,11,12,17,3,0,0,0,0,0,0,0,49,0,0,0,0,0,4,13,7,0,0,0,0,0,0,0,27,0,0,0,0,8,25,14,6,0,0,0,0,0,0,5,64,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
POA2190,3,3,0,0,0,0,3,23,3,46,122,100,15,6,15,12,0,3,6,6,0,0,29,358,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,9,72,134,171,48,3,0,7,3,11,7,20,488,0,11,97,831,766,793,474,271,50,31,33,36,39,16,169,3610,0,0,0,8,17,23,9,8,0,0,0,3,0,0,0,67,0,16,14,10,0,0,0,0,0,0,0,0,0,0,0,37,0,4,6,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,17,19,45,69,36,0,7,11,0,9,4,13,232,0,0,0,0,10,69,135,46,8,15,23,13,18,15,12,374,0,0,0,10,19,69,29,21,3,0,3,5,3,0,5,174,0,14,10,3,19,0,3,0,0,0,0,0,0,0,3,48,0,0,0,0,8,8,9,12,0,0,0,0,0,0,4,34
POA2191,3,7,0,0,0,0,0,23,0,21,73,87,9,4,7,0,0,0,3,4,0,3,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,51,85,78,23,4,3,0,4,0,3,6,273,0,8,17,96,65,66,43,14,0,3,0,0,3,0,7,329,0,0,0,9,8,20,3,0,0,0,3,0,0,0,0,39,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,20,23,4,0,0,0,0,0,0,0,79,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,19,0,0,0,5,7,28,19,8,0,3,0,3,3,0,0,73,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9
POA2192,0,0,0,0,0,0,0,11,0,34,48,53,13,0,6,4,0,0,3,0,0,0,6,172,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,11,0,0,0,7,42,85,131,48,6,9,11,4,13,3,18,372,0,10,53,148,102,103,58,31,0,3,4,6,0,7,12,528,0,0,0,7,9,20,7,14,0,0,0,0,0,0,3,56,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,11,35,47,39,0,4,9,3,3,0,20,190,0,0,0,0,0,4,11,29,6,20,9,18,25,14,0,133,0,0,0,3,21,69,64,46,3,6,8,8,13,7,6,250,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10
POA2193,0,3,0,0,0,0,0,62,0,53,158,136,12,7,8,0,3,0,0,3,0,0,3,390,0,0,0,0,0,12,19,10,0,0,0,0,0,0,0,41,0,0,0,5,24,7,17,11,0,0,3,0,0,0,0,73,0,4,50,154,73,48,19,0,0,0,0,0,0,0,8,361,0,0,0,4,18,17,19,5,0,9,3,4,11,0,10,91,0,14,18,3,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,13,0,0,3,6,27,53,59,28,7,3,10,4,3,3,6,213,0,0,0,0,8,3,5,3,0,0,3,5,11,3,0,40,0,0,0,6,31,84,43,39,10,9,19,10,11,13,12,282,0,3,0,3,14,7,0,3,0,0,0,0,0,0,0,35,0,0,0,3,4,0,10,3,0,0,3,0,0,0,0,21
POA2194,0,0,0,5,5,0,3,34,0,20,66,49,9,3,0,7,0,4,3,6,3,0,5,179,0,0,0,0,6,4,12,8,3,0,3,4,6,0,3,50,0,0,0,10,89,180,266,151,15,37,15,22,34,8,36,875,0,13,70,301,151,94,35,14,3,3,8,0,0,0,25,724,0,0,0,4,24,44,67,59,19,31,56,72,88,52,59,580,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,8,24,26,76,22,6,11,6,10,3,3,13,216,0,0,0,0,3,10,18,41,9,15,12,17,17,10,3,147,0,0,0,3,41,172,149,114,36,50,30,25,38,20,29,704,0,0,0,3,4,3,3,13,0,0,3,0,0,0,0,32,0,0,0,3,5,8,6,13,0,0,0,3,0,3,0,45
POA2195,0,0,0,0,0,0,0,11,0,17,47,22,6,0,4,4,0,0,3,3,3,0,0,114,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,16,0,0,0,0,32,56,36,17,0,0,0,0,0,0,6,154,0,17,55,321,251,214,164,92,21,17,24,22,25,5,34,1262,0,0,3,3,13,10,32,11,3,12,40,0,8,3,7,148,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,12,22,32,85,50,13,12,3,3,9,10,16,264,0,0,0,4,14,85,227,384,108,159,133,235,222,111,47,1733,0,0,0,4,33,88,73,42,11,5,10,5,13,7,11,297,0,0,0,0,8,4,3,3,0,0,0,0,0,0,3,21,0,0,0,0,4,5,5,0,0,3,0,0,3,3,0,28
POA2196,0,0,0,0,0,0,0,22,0,49,127,83,10,3,5,3,0,0,0,3,0,0,8,283,0,0,0,0,3,7,3,3,0,0,0,0,5,0,0,19,0,0,0,0,27,39,26,7,0,6,0,4,0,0,3,116,0,14,110,694,594,749,473,186,30,20,51,39,38,10,107,3115,0,0,0,3,9,21,16,9,0,4,3,0,0,0,3,72,0,12,5,4,3,0,0,0,0,0,0,0,0,0,0,27,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,43,63,125,49,11,19,15,20,11,4,17,397,0,0,0,0,5,30,116,113,54,64,73,112,114,50,18,747,0,0,0,12,38,93,67,57,10,17,4,13,8,11,11,336,0,3,0,3,10,5,3,0,0,0,0,0,0,0,0,21,0,0,0,0,4,8,8,3,0,0,0,0,0,0,0,24
POA2197,0,0,0,0,0,0,0,15,0,25,51,35,3,3,4,0,0,0,0,0,0,0,3,123,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,3,0,0,0,0,0,0,0,0,16,0,4,17,135,152,166,122,67,12,11,19,12,9,0,26,744,0,0,0,0,7,6,3,0,0,0,0,0,0,0,0,19,0,16,12,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,7,25,11,5,6,8,4,3,0,4,94,0,0,0,0,0,3,10,10,0,6,3,3,7,0,0,42,0,0,0,0,15,20,11,3,0,0,0,0,5,0,0,65,0,3,0,6,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
POA2198,0,0,0,0,0,0,0,17,3,29,71,34,0,0,0,0,0,0,0,0,0,0,20,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,14,0,6,19,113,106,129,105,38,14,5,9,7,6,0,20,584,0,0,4,6,8,5,3,0,0,0,0,0,0,3,0,27,0,18,10,4,0,0,0,0,0,0,0,0,0,0,6,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,15,15,26,15,0,3,7,5,4,0,3,95,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,14,0,0,0,0,11,6,4,0,0,0,7,3,0,3,0,44,0,7,4,0,0,7,0,0,0,3,0,0,0,0,5,34,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,8
POA2199,0,0,0,0,0,0,0,23,0,29,51,39,3,0,4,0,0,0,0,0,0,0,14,138,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,13,31,35,6,3,5,5,0,0,3,0,109,0,16,26,274,308,315,248,131,22,17,24,19,17,3,65,1493,0,0,0,0,10,11,10,0,0,0,0,3,0,0,0,39,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,10,22,39,54,29,10,10,18,15,8,8,10,224,0,0,0,0,0,14,31,28,3,12,5,20,7,9,8,139,0,0,0,3,18,51,31,11,0,0,3,0,3,0,3,127,0,14,11,0,3,4,3,0,0,0,0,0,0,0,3,41,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,6
POA2200,0,0,0,0,0,0,0,19,0,83,141,92,10,3,0,0,0,0,0,6,5,0,16,365,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,26,0,0,0,14,42,44,41,20,5,6,4,9,5,3,5,191,0,20,87,613,594,604,524,291,48,52,61,56,26,19,122,3121,0,0,0,7,23,29,17,7,4,3,7,13,8,10,9,147,0,21,18,5,3,0,0,0,0,0,0,0,0,0,4,56,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,39,76,173,84,33,13,19,25,14,4,14,510,0,0,0,0,4,59,162,175,63,93,83,128,142,87,29,1032,0,0,0,9,33,155,109,80,17,21,28,18,21,14,7,514,0,13,21,7,31,27,12,0,0,0,5,3,0,0,5,127,0,0,0,5,0,5,9,3,0,0,0,4,7,0,0,42
POA2203,9,3,3,0,0,0,0,102,0,16,61,41,8,3,3,5,0,0,4,3,3,4,7,166,0,0,0,5,5,13,14,6,0,0,3,3,0,0,0,47,0,0,0,5,10,10,4,0,0,0,0,3,4,0,0,38,0,3,22,71,41,18,8,3,0,0,0,0,0,0,7,181,0,0,0,13,22,9,16,7,0,3,0,3,0,3,5,77,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,18,0,0,3,12,51,64,81,33,5,7,11,9,3,6,9,298,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,16,0,0,0,3,20,76,25,30,6,3,7,12,5,7,12,217,0,0,0,0,14,8,0,5,4,0,0,0,3,3,0,41,0,0,0,6,3,0,3,3,0,3,0,3,0,3,0,31
POA2204,16,15,3,4,3,0,4,150,0,27,68,34,6,4,8,10,3,10,6,6,8,0,17,202,0,0,0,0,4,18,18,8,3,4,6,0,0,0,3,66,0,0,0,0,8,12,11,19,0,3,0,0,0,3,0,56,0,12,30,137,68,23,23,6,0,3,6,0,3,3,64,385,0,0,3,13,24,28,22,6,0,4,3,3,0,7,3,115,0,7,19,4,3,4,0,0,0,0,0,0,0,0,3,35,0,8,3,0,0,3,0,3,0,0,0,0,0,0,3,33,3,0,10,30,99,90,134,70,13,19,20,17,8,12,22,554,0,0,0,3,3,6,3,8,0,5,3,0,5,0,0,40,0,0,0,10,29,88,45,59,16,15,19,23,11,17,17,332,0,3,0,0,10,12,9,8,0,5,4,0,0,3,4,51,0,0,0,8,8,8,11,6,4,0,3,0,0,3,0,49
POA2205,5,9,14,3,0,3,3,75,0,24,66,31,7,0,0,10,0,3,5,5,3,3,4,165,0,0,0,0,0,9,27,14,3,7,5,7,7,6,3,93,0,0,0,0,7,17,13,32,10,5,6,9,13,11,8,130,0,3,4,132,198,200,93,50,13,10,9,11,11,4,52,777,0,0,0,0,18,32,45,26,10,6,3,6,20,10,9,188,0,7,4,7,4,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,17,0,0,0,12,32,45,78,49,12,10,15,16,16,7,10,297,0,0,0,0,3,6,18,14,0,12,8,7,7,4,3,81,0,0,0,8,29,83,53,54,25,27,25,21,25,18,17,381,0,0,0,0,11,5,3,4,3,6,5,14,3,10,0,67,0,0,0,3,5,9,14,21,5,3,3,0,4,0,3,77
