LGA_NAME16	Age5yr	Indigenous	persons
Mid-Western Regional (A)	55-59	1	54
Mid-Western Regional (A)	60-64		151
Mid-Western Regional (A)	60-64	0	1297
Mid-Western Regional (A)	60-64	1	32
Mid-Western Regional (A)	65+		509
Mid-Western Regional (A)	65+	0	4152
Mid-Western Regional (A)	65+	1	73
Moree Plains (A)	0-4		102
Moree Plains (A)	0-4	0	617
Moree Plains (A)	0-4	1	314
Moree Plains (A)	5-9		119
Moree Plains (A)	5-9	0	586
Moree Plains (A)	5-9	1	321
Moree Plains (A)	10-14		81
Moree Plains (A)	10-14	0	457
Moree Plains (A)	10-14	1	280
Moree Plains (A)	15-19		102
Moree Plains (A)	15-19	0	392
Moree Plains (A)	15-19	1	262
Moree Plains (A)	20-24		77
Moree Plains (A)	20-24	0	462
Moree Plains (A)	20-24	1	235
Moree Plains (A)	25-29		74
Moree Plains (A)	25-29	0	598
Moree Plains (A)	25-29	1	178
Moree Plains (A)	30-34		100
Moree Plains (A)	30-34	0	542
Moree Plains (A)	30-34	1	147
Moree Plains (A)	35-39		98
Moree Plains (A)	35-39	0	559
Moree Plains (A)	35-39	1	165
Moree Plains (A)	40-44		95
Moree Plains (A)	40-44	0	567
Moree Plains (A)	40-44	1	163
Moree Plains (A)	45-49		105
Moree Plains (A)	45-49	0	629
Moree Plains (A)	45-49	1	177
Moree Plains (A)	50-54		104
Moree Plains (A)	50-54	0	625
Moree Plains (A)	50-54	1	182
Moree Plains (A)	55-59		104
Moree Plains (A)	55-59	0	623
Moree Plains (A)	55-59	1	137
Moree Plains (A)	60-64		90
Moree Plains (A)	60-64	0	568
Moree Plains (A)	60-64	1	87
Moree Plains (A)	65+		244
Moree Plains (A)	65+	0	1602
Moree Plains (A)	65+	1	187
Mosman (A)	0-4		84
Mosman (A)	0-4	0	1402
Mosman (A)	0-4	1	5
Mosman (A)	5-9		101
Mosman (A)	5-9	0	1683
Mosman (A)	10-14		91
Mosman (A)	10-14	0	1647
Mosman (A)	15-19		76
Mosman (A)	15-19	0	1493
Mosman (A)	15-19	1	6
Mosman (A)	20-24		107
Mosman (A)	20-24	0	1175
Mosman (A)	20-24	1	3
Mosman (A)	25-29		135
Mosman (A)	25-29	0	1372
Mosman (A)	25-29	1	14
Mosman (A)	30-34		143
Mosman (A)	30-34	0	1738
Mosman (A)	30-34	1	10
Mosman (A)	35-39		120
Mosman (A)	35-39	0	1799
Mosman (A)	35-39	1	3
Mosman (A)	40-44		165
Mosman (A)	40-44	0	1991
Mosman (A)	40-44	1	4
Mosman (A)	45-49		146
Mosman (A)	45-49	0	2046
Mosman (A)	50-54		118
Mosman (A)	50-54	0	1955
Mosman (A)	50-54	1	4
Mosman (A)	55-59		129
Mosman (A)	55-59	0	1731
Mosman (A)	55-59	1	3
Mosman (A)	60-64		112
Mosman (A)	60-64	0	1422
Mosman (A)	65+		376
Mosman (A)	65+	0	5071
Mosman (A)	65+	1	3
Murray River (A)	0-4		41
Murray River (A)	0-4	0	559
Murray River (A)	0-4	1	42
Murray River (A)	5-9		48
Murray River (A)	5-9	0	600
Murray River (A)	5-9	1	51
Murray River (A)	10-14		47
Murray River (A)	10-14	0	572
Murray River (A)	10-14	1	33
Murray River (A)	15-19		38
Murray River (A)	15-19	0	535
Murray River (A)	15-19	1	28
Murray River (A)	20-24		35
Murray River (A)	20-24	0	378
Murray River (A)	20-24	1	16
Murray River (A)	25-29		40
Murray River (A)	25-29	0	450
Murray River (A)	25-29	1	19
Murray River (A)	30-34		44
Murray River (A)	30-34	0	515
Murray River (A)	30-34	1	20
Murray River (A)	35-39		26
Murray River (A)	35-39	0	444
Murray River (A)	35-39	1	16
Murray River (A)	40-44		41
Murray River (A)	40-44	0	564
Murray River (A)	40-44	1	18
Murray River (A)	45-49		38
Murray River (A)	45-49	0	677
Murray River (A)	45-49	1	21
Murray River (A)	50-54		51
Murray River (A)	50-54	0	694
Murray River (A)	50-54	1	15
Murray River (A)	55-59		74
Murray River (A)	55-59	0	792
Murray River (A)	55-59	1	30
Murray River (A)	60-64		84
Murray River (A)	60-64	0	828
Murray River (A)	60-64	1	20
Murray River (A)	65+		238
Murray River (A)	65+	0	2844
Murray River (A)	65+	1	38
Murrumbidgee (A)	0-4		18
Murrumbidgee (A)	0-4	0	172
Murrumbidgee (A)	0-4	1	28
Murrumbidgee (A)	5-9		44
Murrumbidgee (A)	5-9	0	215
Murrumbidgee (A)	5-9	1	34
Murrumbidgee (A)	10-14		36
Murrumbidgee (A)	10-14	0	210
Murrumbidgee (A)	10-14	1	32
Murrumbidgee (A)	15-19		21
Murrumbidgee (A)	15-19	0	211
Murrumbidgee (A)	15-19	1	16
Murrumbidgee (A)	20-24		21
Murrumbidgee (A)	20-24	0	138
Murrumbidgee (A)	20-24	1	20
Murrumbidgee (A)	25-29		25
Murrumbidgee (A)	25-29	0	193
Murrumbidgee (A)	25-29	1	28
Murrumbidgee (A)	30-34		19
Murrumbidgee (A)	30-34	0	156
Murrumbidgee (A)	30-34	1	13
Murrumbidgee (A)	35-39		24
Murrumbidgee (A)	35-39	0	172
Murrumbidgee (A)	35-39	1	15
Murrumbidgee (A)	40-44		31
Murrumbidgee (A)	40-44	0	189
Murrumbidgee (A)	40-44	1	20
Murrumbidgee (A)	45-49		25
Murrumbidgee (A)	45-49	0	207
Murrumbidgee (A)	45-49	1	18
Murrumbidgee (A)	50-54		23
Murrumbidgee (A)	50-54	0	239
Murrumbidgee (A)	50-54	1	24
Murrumbidgee (A)	55-59		36
Murrumbidgee (A)	55-59	0	259
Murrumbidgee (A)	55-59	1	8
Murrumbidgee (A)	60-64		16
Murrumbidgee (A)	60-64	0	204
Murrumbidgee (A)	60-64	1	8
Murrumbidgee (A)	65+		51
Murrumbidgee (A)	65+	0	585
Murrumbidgee (A)	65+	1	25
Muswellbrook (A)	0-4		76
Muswellbrook (A)	0-4	0	987
Muswellbrook (A)	0-4	1	179
Muswellbrook (A)	5-9		69
Muswellbrook (A)	5-9	0	992
Muswellbrook (A)	5-9	1	172
Muswellbrook (A)	10-14		75
Muswellbrook (A)	10-14	0	913
Muswellbrook (A)	10-14	1	162
Muswellbrook (A)	15-19		69
Muswellbrook (A)	15-19	0	795
Muswellbrook (A)	15-19	1	121
Muswellbrook (A)	20-24		55
Muswellbrook (A)	20-24	0	799
Muswellbrook (A)	20-24	1	124
Muswellbrook (A)	25-29		68
Muswellbrook (A)	25-29	0	935
Muswellbrook (A)	25-29	1	100
Muswellbrook (A)	30-34		60
Muswellbrook (A)	30-34	0	1017
Muswellbrook (A)	30-34	1	88
Muswellbrook (A)	35-39		65
Muswellbrook (A)	35-39	0	913
Muswellbrook (A)	35-39	1	75
Muswellbrook (A)	40-44		58
Muswellbrook (A)	40-44	0	917
Muswellbrook (A)	40-44	1	49
Muswellbrook (A)	45-49		82
Muswellbrook (A)	45-49	0	968
Muswellbrook (A)	45-49	1	80
Muswellbrook (A)	50-54		75
Muswellbrook (A)	50-54	0	992
Muswellbrook (A)	50-54	1	76
Muswellbrook (A)	55-59		80
Muswellbrook (A)	55-59	0	851
Muswellbrook (A)	55-59	1	46
Muswellbrook (A)	60-64		53
Muswellbrook (A)	60-64	0	753
Muswellbrook (A)	60-64	1	24
Muswellbrook (A)	65+		166
Muswellbrook (A)	65+	0	1869
Muswellbrook (A)	65+	1	48
Nambucca (A)	0-4		59
Nambucca (A)	0-4	0	702
Nambucca (A)	0-4	1	159
Nambucca (A)	5-9		59
Nambucca (A)	5-9	0	876
Nambucca (A)	5-9	1	195
Nambucca (A)	10-14		86
Nambucca (A)	10-14	0	854
Nambucca (A)	10-14	1	181
Nambucca (A)	15-19		79
Nambucca (A)	15-19	0	777
Nambucca (A)	15-19	1	154
Nambucca (A)	20-24		60
Nambucca (A)	20-24	0	589
Nambucca (A)	20-24	1	107
Nambucca (A)	25-29		50
Nambucca (A)	25-29	0	586
Nambucca (A)	25-29	1	87
Nambucca (A)	30-34		45
Nambucca (A)	30-34	0	622
Nambucca (A)	30-34	1	68
Nambucca (A)	35-39		47
Nambucca (A)	35-39	0	653
Nambucca (A)	35-39	1	59
Nambucca (A)	40-44		58
Nambucca (A)	40-44	0	844
Nambucca (A)	40-44	1	88
Nambucca (A)	45-49		88
Nambucca (A)	45-49	0	893
Nambucca (A)	45-49	1	68
Nambucca (A)	50-54		128
Nambucca (A)	50-54	0	1214
Nambucca (A)	50-54	1	68
Nambucca (A)	55-59		111
Nambucca (A)	55-59	0	1466
Nambucca (A)	55-59	1	72
Nambucca (A)	60-64		113
Nambucca (A)	60-64	0	1506
Nambucca (A)	60-64	1	55
Nambucca (A)	65+		397
Nambucca (A)	65+	0	4798
Nambucca (A)	65+	1	109
Narrabri (A)	0-4		121
Narrabri (A)	0-4	0	609
Narrabri (A)	0-4	1	211
Narrabri (A)	5-9		102
Narrabri (A)	5-9	0	730
Narrabri (A)	5-9	1	203
Narrabri (A)	10-14		86
Narrabri (A)	10-14	0	550
Narrabri (A)	10-14	1	177
Narrabri (A)	15-19		81
Narrabri (A)	15-19	0	555
Narrabri (A)	15-19	1	145
Narrabri (A)	20-24		66
Narrabri (A)	20-24	0	455
Narrabri (A)	20-24	1	124
Narrabri (A)	25-29		76
Narrabri (A)	25-29	0	588
Narrabri (A)	25-29	1	103
Narrabri (A)	30-34		70
Narrabri (A)	30-34	0	561
Narrabri (A)	30-34	1	89
Narrabri (A)	35-39		76
Narrabri (A)	35-39	0	607
Narrabri (A)	35-39	1	79
Narrabri (A)	40-44		77
Narrabri (A)	40-44	0	622
Narrabri (A)	40-44	1	71
Narrabri (A)	45-49		86
Narrabri (A)	45-49	0	627
Narrabri (A)	45-49	1	82
Narrabri (A)	50-54		106
Narrabri (A)	50-54	0	784
Narrabri (A)	50-54	1	82
Narrabri (A)	55-59		102
Narrabri (A)	55-59	0	787
Narrabri (A)	55-59	1	90
Narrabri (A)	60-64		86
Narrabri (A)	60-64	0	667
Narrabri (A)	60-64	1	54
Narrabri (A)	65+		252
Narrabri (A)	65+	0	1963
Narrabri (A)	65+	1	82
Narrandera (A)	0-4		41
Narrandera (A)	0-4	0	276
Narrandera (A)	0-4	1	61
Narrandera (A)	5-9		43
Narrandera (A)	5-9	0	315
Narrandera (A)	5-9	1	64
Narrandera (A)	10-14		37
Narrandera (A)	10-14	0	254
Narrandera (A)	10-14	1	58
Narrandera (A)	15-19		29
Narrandera (A)	15-19	0	231
Narrandera (A)	15-19	1	65
Narrandera (A)	20-24		24
Narrandera (A)	20-24	0	232
Narrandera (A)	20-24	1	39
Narrandera (A)	25-29		24
Narrandera (A)	25-29	0	193
Narrandera (A)	25-29	1	30
Narrandera (A)	30-34		28
Narrandera (A)	30-34	0	239
Narrandera (A)	30-34	1	34
Narrandera (A)	35-39		37
Narrandera (A)	35-39	0	236
Narrandera (A)	35-39	1	37
Narrandera (A)	40-44		27
Narrandera (A)	40-44	0	286
Narrandera (A)	40-44	1	26
Narrandera (A)	45-49		33
Narrandera (A)	45-49	0	282
Narrandera (A)	45-49	1	26
Narrandera (A)	50-54		40
Narrandera (A)	50-54	0	317
Narrandera (A)	50-54	1	32
Narrandera (A)	55-59		46
Narrandera (A)	55-59	0	375
Narrandera (A)	55-59	1	37
Narrandera (A)	60-64		46
Narrandera (A)	60-64	0	325
Narrandera (A)	60-64	1	26
Narrandera (A)	65+		138
Narrandera (A)	65+	0	1122
Narrandera (A)	65+	1	40
Narromine (A)	0-4		35
Narromine (A)	0-4	0	231
Narromine (A)	0-4	1	178
Narromine (A)	5-9		43
Narromine (A)	5-9	0	260
Narromine (A)	5-9	1	187
Narromine (A)	10-14		28
Narromine (A)	10-14	0	281
Narromine (A)	10-14	1	123
Narromine (A)	15-19		33
Narromine (A)	15-19	0	203
Narromine (A)	15-19	1	134
Narromine (A)	20-24		31
Narromine (A)	20-24	0	196
Narromine (A)	20-24	1	102
Narromine (A)	25-29		29
Narromine (A)	25-29	0	221
Narromine (A)	25-29	1	65
Narromine (A)	30-34		24
Narromine (A)	30-34	0	253
Narromine (A)	30-34	1	71
Narromine (A)	35-39		32
Narromine (A)	35-39	0	221
Narromine (A)	35-39	1	59
Narromine (A)	40-44		36
Narromine (A)	40-44	0	273
Narromine (A)	40-44	1	50
Narromine (A)	45-49		37
Narromine (A)	45-49	0	281
Narromine (A)	45-49	1	63
Narromine (A)	50-54		40
Narromine (A)	50-54	0	316
Narromine (A)	50-54	1	49
Narromine (A)	55-59		55
Narromine (A)	55-59	0	355
Narromine (A)	55-59	1	57
Narromine (A)	60-64		51
Narromine (A)	60-64	0	324
Narromine (A)	60-64	1	47
Narromine (A)	65+		140
Narromine (A)	65+	0	1132
Narromine (A)	65+	1	87
Newcastle (C)	0-4		300
Newcastle (C)	0-4	0	8211
Newcastle (C)	0-4	1	597
Newcastle (C)	5-9		283
Newcastle (C)	5-9	0	8076
Newcastle (C)	5-9	1	560
Newcastle (C)	10-14		255
Newcastle (C)	10-14	0	7410
Newcastle (C)	10-14	1	508
Newcastle (C)	15-19		306
Newcastle (C)	15-19	0	8063
Newcastle (C)	15-19	1	532
Newcastle (C)	20-24		559
Newcastle (C)	20-24	0	12532
Newcastle (C)	20-24	1	610
Newcastle (C)	25-29		577
Newcastle (C)	25-29	0	11479
Newcastle (C)	25-29	1	479
Newcastle (C)	30-34		488
Newcastle (C)	30-34	0	10469
Newcastle (C)	30-34	1	397
Newcastle (C)	35-39		358
Newcastle (C)	35-39	0	9309
Newcastle (C)	35-39	1	292
Newcastle (C)	40-44		407
Newcastle (C)	40-44	0	9381
Newcastle (C)	40-44	1	304
Newcastle (C)	45-49		407
Newcastle (C)	45-49	0	9216
Newcastle (C)	45-49	1	276
Newcastle (C)	50-54		409
Newcastle (C)	50-54	0	9169
Newcastle (C)	50-54	1	277
Newcastle (C)	55-59		430
Newcastle (C)	55-59	0	9080
Newcastle (C)	55-59	1	216
Newcastle (C)	60-64		343
Newcastle (C)	60-64	0	7947
Newcastle (C)	60-64	1	177
Newcastle (C)	65+		1149
Newcastle (C)	65+	0	23316
Newcastle (C)	65+	1	253
North Sydney (A)	0-4		241
North Sydney (A)	0-4	0	3591
North Sydney (A)	0-4	1	13
North Sydney (A)	5-9		159
North Sydney (A)	5-9	0	2515
North Sydney (A)	5-9	1	14
North Sydney (A)	10-14		87
North Sydney (A)	10-14	0	1909
North Sydney (A)	10-14	1	5
North Sydney (A)	15-19		112
North Sydney (A)	15-19	0	1725
North Sydney (A)	15-19	1	13
North Sydney (A)	20-24		317
North Sydney (A)	20-24	0	3115
North Sydney (A)	20-24	1	8
North Sydney (A)	25-29		647
North Sydney (A)	25-29	0	6863
North Sydney (A)	25-29	1	30
North Sydney (A)	30-34		702
North Sydney (A)	30-34	0	8089
North Sydney (A)	30-34	1	21
North Sydney (A)	35-39		515
North Sydney (A)	35-39	0	6423
North Sydney (A)	35-39	1	14
North Sydney (A)	40-44		371
North Sydney (A)	40-44	0	4974
North Sydney (A)	40-44	1	21
North Sydney (A)	45-49		321
North Sydney (A)	45-49	0	4108
North Sydney (A)	45-49	1	12
North Sydney (A)	50-54		283
North Sydney (A)	50-54	0	3476
North Sydney (A)	50-54	1	9
North Sydney (A)	55-59		294
North Sydney (A)	55-59	0	3415
North Sydney (A)	55-59	1	8
North Sydney (A)	60-64		276
North Sydney (A)	60-64	0	3176
North Sydney (A)	60-64	1	10
North Sydney (A)	65+		759
North Sydney (A)	65+	0	8982
North Sydney (A)	65+	1	15
Northern Beaches (A)	0-4		659
Northern Beaches (A)	0-4	0	14895
Northern Beaches (A)	0-4	1	122
Northern Beaches (A)	5-9		665
Northern Beaches (A)	5-9	0	17163
Northern Beaches (A)	5-9	1	138
Northern Beaches (A)	10-14		568
Northern Beaches (A)	10-14	0	15490
Northern Beaches (A)	10-14	1	147
Northern Beaches (A)	15-19		575
Northern Beaches (A)	15-19	0	13712
Northern Beaches (A)	15-19	1	129
Northern Beaches (A)	20-24		622
Northern Beaches (A)	20-24	0	11817
Northern Beaches (A)	20-24	1	118
Northern Beaches (A)	25-29		780
Northern Beaches (A)	25-29	0	12624
Northern Beaches (A)	25-29	1	93
Northern Beaches (A)	30-34		860
Northern Beaches (A)	30-34	0	15147
Northern Beaches (A)	30-34	1	79
Northern Beaches (A)	35-39		867
Northern Beaches (A)	35-39	0	16940
Northern Beaches (A)	35-39	1	77
Northern Beaches (A)	40-44		956
Northern Beaches (A)	40-44	0	19263
Northern Beaches (A)	40-44	1	98
Northern Beaches (A)	45-49		819
Northern Beaches (A)	45-49	0	18638
Northern Beaches (A)	45-49	1	85
Northern Beaches (A)	50-54		843
Northern Beaches (A)	50-54	0	16919
Northern Beaches (A)	50-54	1	89
Northern Beaches (A)	55-59		756
Northern Beaches (A)	55-59	0	14528
Northern Beaches (A)	55-59	1	63
Northern Beaches (A)	60-64		635
Northern Beaches (A)	60-64	0	12390
Northern Beaches (A)	60-64	1	46
Northern Beaches (A)	65+		2581
Northern Beaches (A)	65+	0	39782
Northern Beaches (A)	65+	1	100
Oberon (A)	0-4		30
Oberon (A)	0-4	0	248
Oberon (A)	0-4	1	17
Oberon (A)	5-9		35
Oberon (A)	5-9	0	267
Oberon (A)	5-9	1	17
Oberon (A)	10-14		27
Oberon (A)	10-14	0	261
Oberon (A)	10-14	1	17
Oberon (A)	15-19		38
Oberon (A)	15-19	0	294
Oberon (A)	15-19	1	18
Oberon (A)	20-24		22
Oberon (A)	20-24	0	261
Oberon (A)	20-24	1	28
Oberon (A)	25-29		25
Oberon (A)	25-29	0	234
Oberon (A)	25-29	1	7
Oberon (A)	30-34		20
Oberon (A)	30-34	0	201
Oberon (A)	30-34	1	3
Oberon (A)	35-39		30
Oberon (A)	35-39	0	234
Oberon (A)	35-39	1	7
Oberon (A)	40-44		31
Oberon (A)	40-44	0	250
Oberon (A)	40-44	1	13
Oberon (A)	45-49		40
Oberon (A)	45-49	0	338
Oberon (A)	45-49	1	9
Oberon (A)	50-54		34
Oberon (A)	50-54	0	324
Oberon (A)	50-54	1	3
Oberon (A)	55-59		23
Oberon (A)	55-59	0	299
Oberon (A)	55-59	1	12
Oberon (A)	60-64		38
Oberon (A)	60-64	0	349
Oberon (A)	60-64	1	4
Oberon (A)	65+		126
Oberon (A)	65+	0	1036
Oberon (A)	65+	1	15
Orange (C)	0-4		139
Orange (C)	0-4	0	2488
Orange (C)	0-4	1	351
Orange (C)	5-9		160
Orange (C)	5-9	0	2488
Orange (C)	5-9	1	333
Orange (C)	10-14		139
Orange (C)	10-14	0	2167
Orange (C)	10-14	1	272
Orange (C)	15-19		161
Orange (C)	15-19	0	2177
Orange (C)	15-19	1	289
Orange (C)	20-24		158
Orange (C)	20-24	0	1936
Orange (C)	20-24	1	227
Orange (C)	25-29		149
Orange (C)	25-29	0	2290
Orange (C)	25-29	1	186
Orange (C)	30-34		182
Orange (C)	30-34	0	2416
Orange (C)	30-34	1	130
Orange (C)	35-39		153
Orange (C)	35-39	0	2221
Orange (C)	35-39	1	138
Orange (C)	40-44		170
Orange (C)	40-44	0	2285
Orange (C)	40-44	1	138
Orange (C)	45-49		172
Orange (C)	45-49	0	2242
Orange (C)	45-49	1	152
Orange (C)	50-54		154
Orange (C)	50-54	0	2158
Orange (C)	50-54	1	116
Orange (C)	55-59		152
Orange (C)	55-59	0	2235
Orange (C)	55-59	1	73
Orange (C)	60-64		133
Orange (C)	60-64	0	1997
Orange (C)	60-64	1	50
Orange (C)	65+		471
Orange (C)	65+	0	6187
Orange (C)	65+	1	95
Parkes (A)	0-4		51
Parkes (A)	0-4	0	693
Parkes (A)	0-4	1	192
Parkes (A)	5-9		83
Parkes (A)	5-9	0	806
Parkes (A)	5-9	1	177
Parkes (A)	10-14		68
Parkes (A)	10-14	0	722
Parkes (A)	10-14	1	152
Parkes (A)	15-19		90
Parkes (A)	15-19	0	740
Parkes (A)	15-19	1	170
Parkes (A)	20-24		69
Parkes (A)	20-24	0	607
Parkes (A)	20-24	1	139
Parkes (A)	25-29		51
Parkes (A)	25-29	0	584
Parkes (A)	25-29	1	81
Parkes (A)	30-34		59
Parkes (A)	30-34	0	679
Parkes (A)	30-34	1	79
Parkes (A)	35-39		60
Parkes (A)	35-39	0	639
Parkes (A)	35-39	1	63
Parkes (A)	40-44		66
Parkes (A)	40-44	0	666
Parkes (A)	40-44	1	68
Parkes (A)	45-49		69
Parkes (A)	45-49	0	771
Parkes (A)	45-49	1	71
Parkes (A)	50-54		96
Parkes (A)	50-54	0	815
Parkes (A)	50-54	1	79
Parkes (A)	55-59		80
Parkes (A)	55-59	0	864
Parkes (A)	55-59	1	68
Parkes (A)	60-64		73
Parkes (A)	60-64	0	815
Parkes (A)	60-64	1	49
Parkes (A)	65+		344
Parkes (A)	65+	0	2477
Parkes (A)	65+	1	81
Parramatta (C)	0-4		826
Parramatta (C)	0-4	0	15561
Parramatta (C)	0-4	1	123
Parramatta (C)	5-9		624
Parramatta (C)	5-9	0	13202
Parramatta (C)	5-9	1	118
Parramatta (C)	10-14		433
Parramatta (C)	10-14	0	10611
Parramatta (C)	10-14	1	109
Parramatta (C)	15-19		476
Parramatta (C)	15-19	0	10890
Parramatta (C)	15-19	1	145
Parramatta (C)	20-24		783
Parramatta (C)	20-24	0	13874
Parramatta (C)	20-24	1	209
Parramatta (C)	25-29		1342
Parramatta (C)	25-29	0	19241
Parramatta (C)	25-29	1	186
Parramatta (C)	30-34		1600
Parramatta (C)	30-34	0	23228
Parramatta (C)	30-34	1	181
Parramatta (C)	35-39		1163
Parramatta (C)	35-39	0	18690
Parramatta (C)	35-39	1	119
Parramatta (C)	40-44		794
Parramatta (C)	40-44	0	14950
Parramatta (C)	40-44	1	134
Parramatta (C)	45-49		635
Parramatta (C)	45-49	0	12852
Parramatta (C)	45-49	1	104
Parramatta (C)	50-54		594
Parramatta (C)	50-54	0	12358
Parramatta (C)	50-54	1	86
Parramatta (C)	55-59		590
Parramatta (C)	55-59	0	11314
Parramatta (C)	55-59	1	57
Parramatta (C)	60-64		475
Parramatta (C)	60-64	0	9897
Parramatta (C)	60-64	1	44
Parramatta (C)	65+		1466
Parramatta (C)	65+	0	26004
Parramatta (C)	65+	1	81
Penrith (C)	0-4		682
Penrith (C)	0-4	0	12843
Penrith (C)	0-4	1	947
Penrith (C)	5-9		624
Penrith (C)	5-9	0	12582
Penrith (C)	5-9	1	912
Penrith (C)	10-14		546
Penrith (C)	10-14	0	11339
Penrith (C)	10-14	1	810
Penrith (C)	15-19		638
Penrith (C)	15-19	0	11545
Penrith (C)	15-19	1	848
Penrith (C)	20-24		740
Penrith (C)	20-24	0	12577
Penrith (C)	20-24	1	800
Penrith (C)	25-29		845
Penrith (C)	25-29	0	13588
Penrith (C)	25-29	1	606
Penrith (C)	30-34		780
Penrith (C)	30-34	0	13985
Penrith (C)	30-34	1	489
Penrith (C)	35-39		696
Penrith (C)	35-39	0	12849
Penrith (C)	35-39	1	428
Penrith (C)	40-44		663
Penrith (C)	40-44	0	12343
Penrith (C)	40-44	1	480
Penrith (C)	45-49		633
Penrith (C)	45-49	0	11622
Penrith (C)	45-49	1	392
Penrith (C)	50-54		664
Penrith (C)	50-54	0	11113
Penrith (C)	50-54	1	312
Penrith (C)	55-59		607
Penrith (C)	55-59	0	11144
Penrith (C)	55-59	1	246
Penrith (C)	60-64		535
Penrith (C)	60-64	0	9497
Penrith (C)	60-64	1	192
Penrith (C)	65+		1361
Penrith (C)	65+	0	21276
Penrith (C)	65+	1	276
Port Macquarie-Hastings (A)	0-4		217
Port Macquarie-Hastings (A)	0-4	0	3247
Port Macquarie-Hastings (A)	0-4	1	360
Port Macquarie-Hastings (A)	5-9		223
Port Macquarie-Hastings (A)	5-9	0	3956
Port Macquarie-Hastings (A)	5-9	1	409
Port Macquarie-Hastings (A)	10-14		240
Port Macquarie-Hastings (A)	10-14	0	4065
Port Macquarie-Hastings (A)	10-14	1	385
Port Macquarie-Hastings (A)	15-19		250
Port Macquarie-Hastings (A)	15-19	0	3853
Port Macquarie-Hastings (A)	15-19	1	335
Port Macquarie-Hastings (A)	20-24		196
Port Macquarie-Hastings (A)	20-24	0	2647
Port Macquarie-Hastings (A)	20-24	1	246
Port Macquarie-Hastings (A)	25-29		222
Port Macquarie-Hastings (A)	25-29	0	2831
Port Macquarie-Hastings (A)	25-29	1	208
Port Macquarie-Hastings (A)	30-34		204
Port Macquarie-Hastings (A)	30-34	0	3008
Port Macquarie-Hastings (A)	30-34	1	162
Port Macquarie-Hastings (A)	35-39		207
Port Macquarie-Hastings (A)	35-39	0	3273
Port Macquarie-Hastings (A)	35-39	1	138
Port Macquarie-Hastings (A)	40-44		232
Port Macquarie-Hastings (A)	40-44	0	4095
Port Macquarie-Hastings (A)	40-44	1	160
Port Macquarie-Hastings (A)	45-49		283
Port Macquarie-Hastings (A)	45-49	0	4468
Port Macquarie-Hastings (A)	45-49	1	165
Port Macquarie-Hastings (A)	50-54		310
Port Macquarie-Hastings (A)	50-54	0	4763
Port Macquarie-Hastings (A)	50-54	1	160
Port Macquarie-Hastings (A)	55-59		320
Port Macquarie-Hastings (A)	55-59	0	5196
Port Macquarie-Hastings (A)	55-59	1	149
Port Macquarie-Hastings (A)	60-64		331
Port Macquarie-Hastings (A)	60-64	0	5147
Port Macquarie-Hastings (A)	60-64	1	121
Port Macquarie-Hastings (A)	65+		1494
Port Macquarie-Hastings (A)	65+	0	20084
Port Macquarie-Hastings (A)	65+	1	176
Port Stephens (A)	0-4		222
Port Stephens (A)	0-4	0	3190
Port Stephens (A)	0-4	1	439
Port Stephens (A)	5-9		255
Port Stephens (A)	5-9	0	3730
Port Stephens (A)	5-9	1	408
Port Stephens (A)	10-14		217
Port Stephens (A)	10-14	0	3656
Port Stephens (A)	10-14	1	395
Port Stephens (A)	15-19		244
Port Stephens (A)	15-19	0	3530
Port Stephens (A)	15-19	1	332
Port Stephens (A)	20-24		262
Port Stephens (A)	20-24	0	2979
Port Stephens (A)	20-24	1	294
Port Stephens (A)	25-29		255
Port Stephens (A)	25-29	0	2842
Port Stephens (A)	25-29	1	206
Port Stephens (A)	30-34		247
Port Stephens (A)	30-34	0	2979
Port Stephens (A)	30-34	1	163
Port Stephens (A)	35-39		221
Port Stephens (A)	35-39	0	3189
Port Stephens (A)	35-39	1	141
Port Stephens (A)	40-44		275
Port Stephens (A)	40-44	0	3841
Port Stephens (A)	40-44	1	179
Port Stephens (A)	45-49		283
Port Stephens (A)	45-49	0	3924
Port Stephens (A)	45-49	1	167
Port Stephens (A)	50-54		338
Port Stephens (A)	50-54	0	4347
Port Stephens (A)	50-54	1	181
Port Stephens (A)	55-59		299
Port Stephens (A)	55-59	0	4364
Port Stephens (A)	55-59	1	143
Port Stephens (A)	60-64		341
Port Stephens (A)	60-64	0	4414
Port Stephens (A)	60-64	1	110
Port Stephens (A)	65+		1389
Port Stephens (A)	65+	0	14407
Port Stephens (A)	65+	1	163
Queanbeyan-Palerang Regional (A)	0-4		235
Queanbeyan-Palerang Regional (A)	0-4	0	3229
Queanbeyan-Palerang Regional (A)	0-4	1	187
Queanbeyan-Palerang Regional (A)	5-9		227
Queanbeyan-Palerang Regional (A)	5-9	0	3351
Queanbeyan-Palerang Regional (A)	5-9	1	192
Queanbeyan-Palerang Regional (A)	10-14		219
Queanbeyan-Palerang Regional (A)	10-14	0	3110
Queanbeyan-Palerang Regional (A)	10-14	1	210
Queanbeyan-Palerang Regional (A)	15-19		221
Queanbeyan-Palerang Regional (A)	15-19	0	3126
Queanbeyan-Palerang Regional (A)	15-19	1	177
Queanbeyan-Palerang Regional (A)	20-24		227
Queanbeyan-Palerang Regional (A)	20-24	0	2846
Queanbeyan-Palerang Regional (A)	20-24	1	161
Queanbeyan-Palerang Regional (A)	25-29		297
