LGA_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Wingecarribee (A)	1	0	0	1	993
Wingecarribee (A)	1	0	1	0	385
Wingecarribee (A)	1	0	1	1	222
Wingecarribee (A)	1	1	0	0	2624
Wingecarribee (A)	1	1	0	1	162
Wingecarribee (A)	1	1	1	0	498
Wingecarribee (A)	1	1	1	1	94
Wollondilly (A)					109
Wollondilly (A)	0	0	0	1	618
Wollondilly (A)	0	0	1	0	138
Wollondilly (A)	0	0	1	1	55
Wollondilly (A)	0	1	0	0	609
Wollondilly (A)	0	1	0	1	67
Wollondilly (A)	0	1	1	0	138
Wollondilly (A)	0	1	1	1	28
Wollondilly (A)	1	0	0	1	1535
Wollondilly (A)	1	0	1	0	464
Wollondilly (A)	1	0	1	1	379
Wollondilly (A)	1	1	0	0	3379
Wollondilly (A)	1	1	0	1	369
Wollondilly (A)	1	1	1	0	655
Wollondilly (A)	1	1	1	1	182
Wollongong (C)					862
Wollongong (C)	0	0	0	1	3687
Wollongong (C)	0	0	1	0	951
Wollongong (C)	0	0	1	1	409
Wollongong (C)	0	1	0	0	3174
Wollongong (C)	0	1	0	1	299
Wollongong (C)	0	1	1	0	652
Wollongong (C)	0	1	1	1	106
Wollongong (C)	1	0	0	1	4896
Wollongong (C)	1	0	1	0	1998
Wollongong (C)	1	0	1	1	1393
Wollongong (C)	1	1	0	0	12257
Wollongong (C)	1	1	0	1	616
Wollongong (C)	1	1	1	0	2150
Wollongong (C)	1	1	1	1	392
Woollahra (A)					279
Woollahra (A)	0	0	0	1	550
Woollahra (A)	0	0	1	0	275
Woollahra (A)	0	0	1	1	71
Woollahra (A)	0	1	0	0	538
Woollahra (A)	0	1	0	1	23
Woollahra (A)	0	1	1	0	101
Woollahra (A)	0	1	1	1	7
Woollahra (A)	1	0	0	1	730
Woollahra (A)	1	0	1	0	675
Woollahra (A)	1	0	1	1	282
Woollahra (A)	1	1	0	0	3264
Woollahra (A)	1	1	0	1	32
Woollahra (A)	1	1	1	0	531
Woollahra (A)	1	1	1	1	45
Yass Valley (A)					40
Yass Valley (A)	0	0	0	1	165
Yass Valley (A)	0	0	1	0	43
Yass Valley (A)	0	0	1	1	15
Yass Valley (A)	0	1	0	0	197
Yass Valley (A)	0	1	0	1	14
Yass Valley (A)	0	1	1	0	36
Yass Valley (A)	0	1	1	1	6
Yass Valley (A)	1	0	0	1	354
Yass Valley (A)	1	0	1	0	177
Yass Valley (A)	1	0	1	1	84
Yass Valley (A)	1	1	0	0	1126
Yass Valley (A)	1	1	0	1	65
Yass Valley (A)	1	1	1	0	241
Yass Valley (A)	1	1	1	1	41
Unincorporated NSW					3
Unincorporated NSW	0	0	0	1	12
Unincorporated NSW	0	1	0	0	9
Unincorporated NSW	1	0	0	1	22
Unincorporated NSW	1	0	1	0	6
Unincorporated NSW	1	1	0	0	66
Unincorporated NSW	1	1	0	1	3
Unincorporated NSW	1	1	1	0	6
Alpine (S)					37
Alpine (S)	0	0	0	1	129
Alpine (S)	0	0	1	0	49
Alpine (S)	0	0	1	1	17
Alpine (S)	0	1	0	0	188
Alpine (S)	0	1	0	1	8
Alpine (S)	0	1	1	0	30
Alpine (S)	1	0	0	1	219
Alpine (S)	1	0	1	0	120
Alpine (S)	1	0	1	1	46
Alpine (S)	1	1	0	0	595
Alpine (S)	1	1	0	1	30
Alpine (S)	1	1	1	0	115
Alpine (S)	1	1	1	1	18
Ararat (RC)					42
Ararat (RC)	0	0	0	1	154
Ararat (RC)	0	0	1	0	51
Ararat (RC)	0	0	1	1	8
Ararat (RC)	0	1	0	0	179
Ararat (RC)	0	1	0	1	15
Ararat (RC)	0	1	1	0	31
Ararat (RC)	0	1	1	1	3
Ararat (RC)	1	0	0	1	198
Ararat (RC)	1	0	1	0	72
Ararat (RC)	1	0	1	1	49
Ararat (RC)	1	1	0	0	524
Ararat (RC)	1	1	0	1	33
Ararat (RC)	1	1	1	0	93
Ararat (RC)	1	1	1	1	21
Ballarat (C)					396
Ballarat (C)	0	0	0	1	1486
Ballarat (C)	0	0	1	0	509
Ballarat (C)	0	0	1	1	213
Ballarat (C)	0	1	0	0	2013
Ballarat (C)	0	1	0	1	188
Ballarat (C)	0	1	1	0	344
Ballarat (C)	0	1	1	1	60
Ballarat (C)	1	0	0	1	1653
Ballarat (C)	1	0	1	0	851
Ballarat (C)	1	0	1	1	509
Ballarat (C)	1	1	0	0	5971
Ballarat (C)	1	1	0	1	228
Ballarat (C)	1	1	1	0	1112
Ballarat (C)	1	1	1	1	144
Banyule (C)					610
Banyule (C)	0	0	0	1	2124
Banyule (C)	0	0	1	0	633
Banyule (C)	0	0	1	1	270
Banyule (C)	0	1	0	0	1443
Banyule (C)	0	1	0	1	111
Banyule (C)	0	1	1	0	308
Banyule (C)	0	1	1	1	46
Banyule (C)	1	0	0	1	2937
Banyule (C)	1	0	1	0	1640
Banyule (C)	1	0	1	1	984
Banyule (C)	1	1	0	0	8625
Banyule (C)	1	1	0	1	202
Banyule (C)	1	1	1	0	1389
Banyule (C)	1	1	1	1	160
Bass Coast (S)					89
Bass Coast (S)	0	0	0	1	452
Bass Coast (S)	0	0	1	0	136
Bass Coast (S)	0	0	1	1	45
Bass Coast (S)	0	1	0	0	593
Bass Coast (S)	0	1	0	1	56
Bass Coast (S)	0	1	1	0	106
Bass Coast (S)	0	1	1	1	16
Bass Coast (S)	1	0	0	1	480
Bass Coast (S)	1	0	1	0	228
Bass Coast (S)	1	0	1	1	103
Bass Coast (S)	1	1	0	0	1611
Bass Coast (S)	1	1	0	1	78
Bass Coast (S)	1	1	1	0	285
Bass Coast (S)	1	1	1	1	46
Baw Baw (S)					135
Baw Baw (S)	0	0	0	1	624
Baw Baw (S)	0	0	1	0	215
Baw Baw (S)	0	0	1	1	94
Baw Baw (S)	0	1	0	0	776
Baw Baw (S)	0	1	0	1	59
Baw Baw (S)	0	1	1	0	127
Baw Baw (S)	0	1	1	1	42
Baw Baw (S)	1	0	0	1	974
Baw Baw (S)	1	0	1	0	463
Baw Baw (S)	1	0	1	1	271
Baw Baw (S)	1	1	0	0	2777
Baw Baw (S)	1	1	0	1	150
Baw Baw (S)	1	1	1	0	555
Baw Baw (S)	1	1	1	1	105
Bayside (C)					294
Bayside (C)	0	0	0	1	1214
Bayside (C)	0	0	1	0	531
Bayside (C)	0	0	1	1	164
Bayside (C)	0	1	0	0	940
Bayside (C)	0	1	0	1	38
Bayside (C)	0	1	1	0	251
Bayside (C)	0	1	1	1	13
Bayside (C)	1	0	0	1	1879
Bayside (C)	1	0	1	0	1867
Bayside (C)	1	0	1	1	893
Bayside (C)	1	1	0	0	7069
Bayside (C)	1	1	0	1	125
Bayside (C)	1	1	1	0	1519
Bayside (C)	1	1	1	1	113
Benalla (RC)					45
Benalla (RC)	0	0	0	1	192
Benalla (RC)	0	0	1	0	66
Benalla (RC)	0	0	1	1	16
Benalla (RC)	0	1	0	0	267
Benalla (RC)	0	1	0	1	14
Benalla (RC)	0	1	1	0	53
Benalla (RC)	0	1	1	1	3
Benalla (RC)	1	0	0	1	251
Benalla (RC)	1	0	1	0	109
Benalla (RC)	1	0	1	1	51
Benalla (RC)	1	1	0	0	591
Benalla (RC)	1	1	0	1	24
Benalla (RC)	1	1	1	0	121
Benalla (RC)	1	1	1	1	15
Boroondara (C)					949
Boroondara (C)	0	0	0	1	1802
Boroondara (C)	0	0	1	0	1008
Boroondara (C)	0	0	1	1	296
Boroondara (C)	0	1	0	0	1444
Boroondara (C)	0	1	0	1	55
Boroondara (C)	0	1	1	0	446
Boroondara (C)	0	1	1	1	31
Boroondara (C)	1	0	0	1	3127
Boroondara (C)	1	0	1	0	3462
Boroondara (C)	1	0	1	1	1485
Boroondara (C)	1	1	0	0	11025
Boroondara (C)	1	1	0	1	168
Boroondara (C)	1	1	1	0	2675
Boroondara (C)	1	1	1	1	178
Brimbank (C)					1194
Brimbank (C)	0	0	0	1	4000
Brimbank (C)	0	0	1	0	978
Brimbank (C)	0	0	1	1	612
Brimbank (C)	0	1	0	0	3242
Brimbank (C)	0	1	0	1	310
Brimbank (C)	0	1	1	0	839
Brimbank (C)	0	1	1	1	190
Brimbank (C)	1	0	0	1	5809
Brimbank (C)	1	0	1	0	2104
Brimbank (C)	1	0	1	1	1710
Brimbank (C)	1	1	0	0	11851
Brimbank (C)	1	1	0	1	659
Brimbank (C)	1	1	1	0	2325
Brimbank (C)	1	1	1	1	510
Buloke (S)					21
Buloke (S)	0	0	0	1	74
Buloke (S)	0	0	1	0	22
Buloke (S)	0	0	1	1	8
Buloke (S)	0	1	0	0	67
Buloke (S)	0	1	1	0	10
Buloke (S)	1	0	0	1	82
Buloke (S)	1	0	1	0	64
Buloke (S)	1	0	1	1	19
Buloke (S)	1	1	0	0	285
Buloke (S)	1	1	0	1	14
Buloke (S)	1	1	1	0	79
Buloke (S)	1	1	1	1	12
Campaspe (S)					108
Campaspe (S)	0	0	0	1	501
Campaspe (S)	0	0	1	0	129
Campaspe (S)	0	0	1	1	61
Campaspe (S)	0	1	0	0	600
Campaspe (S)	0	1	0	1	46
Campaspe (S)	0	1	1	0	104
Campaspe (S)	0	1	1	1	22
Campaspe (S)	1	0	0	1	727
Campaspe (S)	1	0	1	0	314
Campaspe (S)	1	0	1	1	185
Campaspe (S)	1	1	0	0	1889
Campaspe (S)	1	1	0	1	117
Campaspe (S)	1	1	1	0	424
Campaspe (S)	1	1	1	1	82
Cardinia (S)					277
Cardinia (S)	0	0	0	1	1247
Cardinia (S)	0	0	1	0	381
Cardinia (S)	0	0	1	1	185
Cardinia (S)	0	1	0	0	1647
Cardinia (S)	0	1	0	1	156
Cardinia (S)	0	1	1	0	319
Cardinia (S)	0	1	1	1	64
Cardinia (S)	1	0	0	1	1993
Cardinia (S)	1	0	1	0	865
Cardinia (S)	1	0	1	1	727
Cardinia (S)	1	1	0	0	7289
Cardinia (S)	1	1	0	1	347
Cardinia (S)	1	1	1	0	1216
Cardinia (S)	1	1	1	1	258
Casey (C)					1083
Casey (C)	0	0	0	1	4365
Casey (C)	0	0	1	0	1178
Casey (C)	0	0	1	1	695
Casey (C)	0	1	0	0	4260
Casey (C)	0	1	0	1	448
Casey (C)	0	1	1	0	989
Casey (C)	0	1	1	1	244
Casey (C)	1	0	0	1	7426
Casey (C)	1	0	1	0	3524
Casey (C)	1	0	1	1	2700
Casey (C)	1	1	0	0	23917
Casey (C)	1	1	0	1	1156
Casey (C)	1	1	1	0	4573
Casey (C)	1	1	1	1	952
Central Goldfields (S)					36
Central Goldfields (S)	0	0	0	1	258
Central Goldfields (S)	0	0	1	0	60
Central Goldfields (S)	0	0	1	1	26
Central Goldfields (S)	0	1	0	0	271
Central Goldfields (S)	0	1	0	1	21
Central Goldfields (S)	0	1	1	0	30
Central Goldfields (S)	0	1	1	1	3
Central Goldfields (S)	1	0	0	1	247
Central Goldfields (S)	1	0	1	0	86
Central Goldfields (S)	1	0	1	1	49
Central Goldfields (S)	1	1	0	0	515
Central Goldfields (S)	1	1	0	1	30
Central Goldfields (S)	1	1	1	0	112
Central Goldfields (S)	1	1	1	1	21
Colac-Otway (S)					87
Colac-Otway (S)	0	0	0	1	314
Colac-Otway (S)	0	0	1	0	69
Colac-Otway (S)	0	0	1	1	24
Colac-Otway (S)	0	1	0	0	322
Colac-Otway (S)	0	1	0	1	27
Colac-Otway (S)	0	1	1	0	56
Colac-Otway (S)	0	1	1	1	24
Colac-Otway (S)	1	0	0	1	387
Colac-Otway (S)	1	0	1	0	156
Colac-Otway (S)	1	0	1	1	87
Colac-Otway (S)	1	1	0	0	1099
Colac-Otway (S)	1	1	0	1	53
Colac-Otway (S)	1	1	1	0	219
Colac-Otway (S)	1	1	1	1	37
Corangamite (S)					55
Corangamite (S)	0	0	0	1	231
Corangamite (S)	0	0	1	0	51
Corangamite (S)	0	0	1	1	29
Corangamite (S)	0	1	0	0	200
Corangamite (S)	0	1	0	1	25
Corangamite (S)	0	1	1	0	32
Corangamite (S)	0	1	1	1	4
Corangamite (S)	1	0	0	1	303
Corangamite (S)	1	0	1	0	162
Corangamite (S)	1	0	1	1	85
Corangamite (S)	1	1	0	0	829
Corangamite (S)	1	1	0	1	31
Corangamite (S)	1	1	1	0	191
Corangamite (S)	1	1	1	1	35
Darebin (C)					1002
Darebin (C)	0	0	0	1	2464
Darebin (C)	0	0	1	0	654
Darebin (C)	0	0	1	1	244
Darebin (C)	0	1	0	0	1718
Darebin (C)	0	1	0	1	122
Darebin (C)	0	1	1	0	270
Darebin (C)	0	1	1	1	51
Darebin (C)	1	0	0	1	2638
Darebin (C)	1	0	1	0	1302
Darebin (C)	1	0	1	1	791
Darebin (C)	1	1	0	0	9499
Darebin (C)	1	1	0	1	235
Darebin (C)	1	1	1	0	1354
Darebin (C)	1	1	1	1	139
East Gippsland (S)					128
East Gippsland (S)	0	0	0	1	589
East Gippsland (S)	0	0	1	0	153
East Gippsland (S)	0	0	1	1	57
East Gippsland (S)	0	1	0	0	701
East Gippsland (S)	0	1	0	1	54
East Gippsland (S)	0	1	1	0	152
East Gippsland (S)	0	1	1	1	14
East Gippsland (S)	1	0	0	1	758
East Gippsland (S)	1	0	1	0	295
East Gippsland (S)	1	0	1	1	161
East Gippsland (S)	1	1	0	0	2117
East Gippsland (S)	1	1	0	1	100
East Gippsland (S)	1	1	1	0	377
East Gippsland (S)	1	1	1	1	53
Frankston (C)					604
Frankston (C)	0	0	0	1	2745
Frankston (C)	0	0	1	0	747
Frankston (C)	0	0	1	1	392
Frankston (C)	0	1	0	0	2583
Frankston (C)	0	1	0	1	239
Frankston (C)	0	1	1	0	486
Frankston (C)	0	1	1	1	92
Frankston (C)	1	0	0	1	3141
Frankston (C)	1	0	1	0	1170
Frankston (C)	1	0	1	1	869
Frankston (C)	1	1	0	0	8445
Frankston (C)	1	1	0	1	425
Frankston (C)	1	1	1	0	1325
Frankston (C)	1	1	1	1	237
Gannawarra (S)					33
Gannawarra (S)	0	0	0	1	128
Gannawarra (S)	0	0	1	0	30
Gannawarra (S)	0	0	1	1	9
Gannawarra (S)	0	1	0	0	119
Gannawarra (S)	0	1	0	1	7
Gannawarra (S)	0	1	1	0	22
Gannawarra (S)	0	1	1	1	4
Gannawarra (S)	1	0	0	1	213
Gannawarra (S)	1	0	1	0	87
Gannawarra (S)	1	0	1	1	42
Gannawarra (S)	1	1	0	0	474
Gannawarra (S)	1	1	0	1	28
Gannawarra (S)	1	1	1	0	145
Gannawarra (S)	1	1	1	1	18
Glen Eira (C)					696
Glen Eira (C)	0	0	0	1	1655
Glen Eira (C)	0	0	1	0	758
Glen Eira (C)	0	0	1	1	245
Glen Eira (C)	0	1	0	0	1377
Glen Eira (C)	0	1	0	1	56
Glen Eira (C)	0	1	1	0	299
Glen Eira (C)	0	1	1	1	21
Glen Eira (C)	1	0	0	1	2548
Glen Eira (C)	1	0	1	0	2082
Glen Eira (C)	1	0	1	1	976
Glen Eira (C)	1	1	0	0	10457
Glen Eira (C)	1	1	0	1	159
Glen Eira (C)	1	1	1	0	1769
Glen Eira (C)	1	1	1	1	156
Glenelg (S)					62
Glenelg (S)	0	0	0	1	284
Glenelg (S)	0	0	1	0	92
Glenelg (S)	0	0	1	1	17
Glenelg (S)	0	1	0	0	321
Glenelg (S)	0	1	0	1	31
Glenelg (S)	0	1	1	0	45
Glenelg (S)	0	1	1	1	7
Glenelg (S)	1	0	0	1	360
Glenelg (S)	1	0	1	0	177
Glenelg (S)	1	0	1	1	76
Glenelg (S)	1	1	0	0	951
Glenelg (S)	1	1	0	1	51
Glenelg (S)	1	1	1	0	203
Glenelg (S)	1	1	1	1	39
Golden Plains (S)					45
Golden Plains (S)	0	0	0	1	225
Golden Plains (S)	0	0	1	0	72
Golden Plains (S)	0	0	1	1	21
Golden Plains (S)	0	1	0	0	246
Golden Plains (S)	0	1	0	1	18
Golden Plains (S)	0	1	1	0	54
Golden Plains (S)	0	1	1	1	11
Golden Plains (S)	1	0	0	1	505
Golden Plains (S)	1	0	1	0	206
Golden Plains (S)	1	0	1	1	172
Golden Plains (S)	1	1	0	0	1640
Golden Plains (S)	1	1	0	1	91
Golden Plains (S)	1	1	1	0	336
Golden Plains (S)	1	1	1	1	64
Greater Bendigo (C)					464
Greater Bendigo (C)	0	0	0	1	1642
Greater Bendigo (C)	0	0	1	0	517
Greater Bendigo (C)	0	0	1	1	222
Greater Bendigo (C)	0	1	0	0	2170
Greater Bendigo (C)	0	1	0	1	172
Greater Bendigo (C)	0	1	1	0	425
Greater Bendigo (C)	0	1	1	1	61
Greater Bendigo (C)	1	0	0	1	1959
Greater Bendigo (C)	1	0	1	0	991
Greater Bendigo (C)	1	0	1	1	498
Greater Bendigo (C)	1	1	0	0	6386
Greater Bendigo (C)	1	1	0	1	298
Greater Bendigo (C)	1	1	1	0	1179
Greater Bendigo (C)	1	1	1	1	210
Greater Dandenong (C)					1012
Greater Dandenong (C)	0	0	0	1	2890
Greater Dandenong (C)	0	0	1	0	780
Greater Dandenong (C)	0	0	1	1	381
Greater Dandenong (C)	0	1	0	0	2274
Greater Dandenong (C)	0	1	0	1	225
Greater Dandenong (C)	0	1	1	0	500
Greater Dandenong (C)	0	1	1	1	137
Greater Dandenong (C)	1	0	0	1	3690
Greater Dandenong (C)	1	0	1	0	1582
Greater Dandenong (C)	1	0	1	1	1119
Greater Dandenong (C)	1	1	0	0	9905
Greater Dandenong (C)	1	1	0	1	439
Greater Dandenong (C)	1	1	1	0	1774
Greater Dandenong (C)	1	1	1	1	350
Greater Geelong (C)					872
Greater Geelong (C)	0	0	0	1	3642
Greater Geelong (C)	0	0	1	0	1170
Greater Geelong (C)	0	0	1	1	479
Greater Geelong (C)	0	1	0	0	3925
Greater Geelong (C)	0	1	0	1	327
Greater Geelong (C)	0	1	1	0	764
Greater Geelong (C)	0	1	1	1	141
Greater Geelong (C)	1	0	0	1	4565
Greater Geelong (C)	1	0	1	0	2293
Greater Geelong (C)	1	0	1	1	1380
Greater Geelong (C)	1	1	0	0	14067
Greater Geelong (C)	1	1	0	1	503
Greater Geelong (C)	1	1	1	0	2419
Greater Geelong (C)	1	1	1	1	341
Greater Shepparton (C)					206
Greater Shepparton (C)	0	0	0	1	877
Greater Shepparton (C)	0	0	1	0	279
Greater Shepparton (C)	0	0	1	1	104
Greater Shepparton (C)	0	1	0	0	1155
Greater Shepparton (C)	0	1	0	1	97
Greater Shepparton (C)	0	1	1	0	245
Greater Shepparton (C)	0	1	1	1	41
Greater Shepparton (C)	1	0	0	1	1202
Greater Shepparton (C)	1	0	1	0	533
Greater Shepparton (C)	1	0	1	1	327
Greater Shepparton (C)	1	1	0	0	3644
Greater Shepparton (C)	1	1	0	1	182
Greater Shepparton (C)	1	1	1	0	818
Greater Shepparton (C)	1	1	1	1	146
Hepburn (S)					35
Hepburn (S)	0	0	0	1	235
Hepburn (S)	0	0	1	0	49
Hepburn (S)	0	0	1	1	17
Hepburn (S)	0	1	0	0	223
Hepburn (S)	0	1	0	1	17
Hepburn (S)	0	1	1	0	39
Hepburn (S)	0	1	1	1	9
Hepburn (S)	1	0	0	1	300
Hepburn (S)	1	0	1	0	100
Hepburn (S)	1	0	1	1	41
Hepburn (S)	1	1	0	0	764
Hepburn (S)	1	1	0	1	51
Hepburn (S)	1	1	1	0	115
Hepburn (S)	1	1	1	1	21
Hindmarsh (S)					22
Hindmarsh (S)	0	0	0	1	71
Hindmarsh (S)	0	0	1	0	17
Hindmarsh (S)	0	0	1	1	5
Hindmarsh (S)	0	1	0	0	54
Hindmarsh (S)	0	1	0	1	11
Hindmarsh (S)	0	1	1	0	18
Hindmarsh (S)	1	0	0	1	86
Hindmarsh (S)	1	0	1	0	64
Hindmarsh (S)	1	0	1	1	31
Hindmarsh (S)	1	1	0	0	267
Hindmarsh (S)	1	1	0	1	10
Hindmarsh (S)	1	1	1	0	68
Hindmarsh (S)	1	1	1	1	4
Hobsons Bay (C)					510
Hobsons Bay (C)	0	0	0	1	1679
Hobsons Bay (C)	0	0	1	0	436
Hobsons Bay (C)	0	0	1	1	193
Hobsons Bay (C)	0	1	0	0	1182
Hobsons Bay (C)	0	1	0	1	77
Hobsons Bay (C)	0	1	1	0	230
Hobsons Bay (C)	0	1	1	1	24
Hobsons Bay (C)	1	0	0	1	2012
Hobsons Bay (C)	1	0	1	0	1005
Hobsons Bay (C)	1	0	1	1	636
Hobsons Bay (C)	1	1	0	0	6375
Hobsons Bay (C)	1	1	0	1	178
Hobsons Bay (C)	1	1	1	0	934
Hobsons Bay (C)	1	1	1	1	132
Horsham (RC)					70
Horsham (RC)	0	0	0	1	242
Horsham (RC)	0	0	1	0	72
Horsham (RC)	0	0	1	1	20
Horsham (RC)	0	1	0	0	379
Horsham (RC)	0	1	0	1	22
Horsham (RC)	0	1	1	0	58
Horsham (RC)	0	1	1	1	8
Horsham (RC)	1	0	0	1	338
Horsham (RC)	1	0	1	0	153
Horsham (RC)	1	0	1	1	98
Horsham (RC)	1	1	0	0	1160
Horsham (RC)	1	1	0	1	53
Horsham (RC)	1	1	1	0	193
Horsham (RC)	1	1	1	1	43
Hume (C)					780
Hume (C)	0	0	0	1	3536
Hume (C)	0	0	1	0	802
Hume (C)	0	0	1	1	581
Hume (C)	0	1	0	0	2971
Hume (C)	0	1	0	1	359
Hume (C)	0	1	1	0	700
Hume (C)	0	1	1	1	187
Hume (C)	1	0	0	1	5360
Hume (C)	1	0	1	0	2081
Hume (C)	1	0	1	1	1938
Hume (C)	1	1	0	0	14057
Hume (C)	1	1	0	1	829
Hume (C)	1	1	1	0	2957
Hume (C)	1	1	1	1	738
Indigo (S)					36
Indigo (S)	0	0	0	1	177
Indigo (S)	0	0	1	0	64
Indigo (S)	0	0	1	1	33
Indigo (S)	0	1	0	0	215
Indigo (S)	0	1	0	1	15
Indigo (S)	0	1	1	0	54
Indigo (S)	0	1	1	1	8
Indigo (S)	1	0	0	1	309
Indigo (S)	1	0	1	0	152
Indigo (S)	1	0	1	1	78
Indigo (S)	1	1	0	0	961
Indigo (S)	1	1	0	1	36
Indigo (S)	1	1	1	0	173
Indigo (S)	1	1	1	1	31
Kingston (C) (Vic.)					680
Kingston (C) (Vic.)	0	0	0	1	2676
Kingston (C) (Vic.)	0	0	1	0	837
Kingston (C) (Vic.)	0	0	1	1	330
Kingston (C) (Vic.)	0	1	0	0	1794
Kingston (C) (Vic.)	0	1	0	1	128
Kingston (C) (Vic.)	0	1	1	0	374
Kingston (C) (Vic.)	0	1	1	1	36
Kingston (C) (Vic.)	1	0	0	1	3698
Kingston (C) (Vic.)	1	0	1	0	1857
Kingston (C) (Vic.)	1	0	1	1	1175
Kingston (C) (Vic.)	1	1	0	0	10780
Kingston (C) (Vic.)	1	1	0	1	299
Kingston (C) (Vic.)	1	1	1	0	1718
Kingston (C) (Vic.)	1	1	1	1	206
Knox (C)					576
Knox (C)	0	0	0	1	2638
Knox (C)	0	0	1	0	796
Knox (C)	0	0	1	1	427
Knox (C)	0	1	0	0	1858
Knox (C)	0	1	0	1	177
Knox (C)	0	1	1	0	420
Knox (C)	0	1	1	1	67
Knox (C)	1	0	0	1	4775
Knox (C)	1	0	1	0	2284
Knox (C)	1	0	1	1	1589
Knox (C)	1	1	0	0	10226
Knox (C)	1	1	0	1	405
Knox (C)	1	1	1	0	2027
Knox (C)	1	1	1	1	316
Latrobe (C) (Vic.)					239
Latrobe (C) (Vic.)	0	0	0	1	1143
Latrobe (C) (Vic.)	0	0	1	0	338
Latrobe (C) (Vic.)	0	0	1	1	143
Latrobe (C) (Vic.)	0	1	0	0	1642
Latrobe (C) (Vic.)	0	1	0	1	139
Latrobe (C) (Vic.)	0	1	1	0	278
Latrobe (C) (Vic.)	0	1	1	1	53
Latrobe (C) (Vic.)	1	0	0	1	1513
Latrobe (C) (Vic.)	1	0	1	0	616
Latrobe (C) (Vic.)	1	0	1	1	350
Latrobe (C) (Vic.)	1	1	0	0	3781
Latrobe (C) (Vic.)	1	1	0	1	171
Latrobe (C) (Vic.)	1	1	1	0	679
Latrobe (C) (Vic.)	1	1	1	1	112
Loddon (S)					21
Loddon (S)	0	0	0	1	104
Loddon (S)	0	0	1	0	21
Loddon (S)	0	0	1	1	10
Loddon (S)	0	1	0	0	78
Loddon (S)	0	1	0	1	11
Loddon (S)	0	1	1	0	18
Loddon (S)	0	1	1	1	6
Loddon (S)	1	0	0	1	117
Loddon (S)	1	0	1	0	60
Loddon (S)	1	0	1	1	18
Loddon (S)	1	1	0	0	316
Loddon (S)	1	1	0	1	15
Loddon (S)	1	1	1	0	88
Loddon (S)	1	1	1	1	12
Macedon Ranges (S)					95
Macedon Ranges (S)	0	0	0	1	549
Macedon Ranges (S)	0	0	1	0	182
Macedon Ranges (S)	0	0	1	1	83
Macedon Ranges (S)	0	1	0	0	461
Macedon Ranges (S)	0	1	0	1	40
Macedon Ranges (S)	0	1	1	0	132
Macedon Ranges (S)	0	1	1	1	24
Macedon Ranges (S)	1	0	0	1	1049
Macedon Ranges (S)	1	0	1	0	542
Macedon Ranges (S)	1	0	1	1	317
Macedon Ranges (S)	1	1	0	0	3295
Macedon Ranges (S)	1	1	0	1	136
Macedon Ranges (S)	1	1	1	0	639
Macedon Ranges (S)	1	1	1	1	110
Manningham (C)					481
Manningham (C)	0	0	0	1	1789
Manningham (C)	0	0	1	0	638
Manningham (C)	0	0	1	1	235
Manningham (C)	0	1	0	0	1080
Manningham (C)	0	1	0	1	59
Manningham (C)	0	1	1	0	262
Manningham (C)	0	1	1	1	40
Manningham (C)	1	0	0	1	3691
Manningham (C)	1	0	1	0	2172
Manningham (C)	1	0	1	1	1308
Manningham (C)	1	1	0	0	7414
Manningham (C)	1	1	0	1	212
Manningham (C)	1	1	1	0	1649
Manningham (C)	1	1	1	1	144
Mansfield (S)					21
Mansfield (S)	0	0	0	1	85
Mansfield (S)	0	0	1	0	29
Mansfield (S)	0	0	1	1	7
Mansfield (S)	0	1	0	0	112
Mansfield (S)	0	1	0	1	9
Mansfield (S)	0	1	1	0	15
Mansfield (S)	1	0	0	1	139
Mansfield (S)	1	0	1	0	59
Mansfield (S)	1	0	1	1	25
Mansfield (S)	1	1	0	0	460
Mansfield (S)	1	1	0	1	12
Mansfield (S)	1	1	1	0	68
Mansfield (S)	1	1	1	1	9
Maribyrnong (C)					681
Maribyrnong (C)	0	0	0	1	1235
Maribyrnong (C)	0	0	1	0	386
Maribyrnong (C)	0	0	1	1	149
Maribyrnong (C)	0	1	0	0	1008
Maribyrnong (C)	0	1	0	1	69
Maribyrnong (C)	0	1	1	0	200
Maribyrnong (C)	0	1	1	1	32
Maribyrnong (C)	1	0	0	1	1213
Maribyrnong (C)	1	0	1	0	675
Maribyrnong (C)	1	0	1	1	374
Maribyrnong (C)	1	1	0	0	5588
Maribyrnong (C)	1	1	0	1	104
Maribyrnong (C)	1	1	1	0	636
Maribyrnong (C)	1	1	1	1	77
Maroondah (C)					452
Maroondah (C)	0	0	0	1	1868
Maroondah (C)	0	0	1	0	609
Maroondah (C)	0	0	1	1	266
Maroondah (C)	0	1	0	0	1455
Maroondah (C)	0	1	0	1	103
Maroondah (C)	0	1	1	0	323
Maroondah (C)	0	1	1	1	39
Maroondah (C)	1	0	0	1	2599
Maroondah (C)	1	0	1	0	1269
Maroondah (C)	1	0	1	1	922
Maroondah (C)	1	1	0	0	7842
Maroondah (C)	1	1	0	1	230
Maroondah (C)	1	1	1	0	1375
Maroondah (C)	1	1	1	1	198
Melbourne (C)					2040
Melbourne (C)	0	0	0	1	769
Melbourne (C)	0	0	1	0	567
Melbourne (C)	0	0	1	1	104
Melbourne (C)	0	1	0	0	826
Melbourne (C)	0	1	0	1	37
Melbourne (C)	0	1	1	0	142
