LGA_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Derby-West Kimberley (S)	0	1	0	1	40
Derby-West Kimberley (S)	0	1	1	0	24
Derby-West Kimberley (S)	0	1	1	1	7
Derby-West Kimberley (S)	1	0	0	1	62
Derby-West Kimberley (S)	1	0	1	0	4
Derby-West Kimberley (S)	1	0	1	1	10
Derby-West Kimberley (S)	1	1	0	0	457
Derby-West Kimberley (S)	1	1	0	1	60
Derby-West Kimberley (S)	1	1	1	0	46
Derby-West Kimberley (S)	1	1	1	1	15
Donnybrook-Balingup (S)					13
Donnybrook-Balingup (S)	0	0	0	1	50
Donnybrook-Balingup (S)	0	0	1	0	19
Donnybrook-Balingup (S)	0	0	1	1	4
Donnybrook-Balingup (S)	0	1	0	0	70
Donnybrook-Balingup (S)	0	1	0	1	10
Donnybrook-Balingup (S)	0	1	1	0	8
Donnybrook-Balingup (S)	1	0	0	1	105
Donnybrook-Balingup (S)	1	0	1	0	29
Donnybrook-Balingup (S)	1	0	1	1	36
Donnybrook-Balingup (S)	1	1	0	0	323
Donnybrook-Balingup (S)	1	1	0	1	15
Donnybrook-Balingup (S)	1	1	1	0	57
Donnybrook-Balingup (S)	1	1	1	1	17
Dowerin (S)					3
Dowerin (S)	0	0	0	1	7
Dowerin (S)	0	1	0	0	9
Dowerin (S)	1	0	0	1	14
Dowerin (S)	1	1	0	0	54
Dowerin (S)	1	1	0	1	5
Dowerin (S)	1	1	1	0	5
Dumbleyung (S)	0	0	0	1	3
Dumbleyung (S)	0	1	0	0	10
Dumbleyung (S)	1	0	0	1	9
Dumbleyung (S)	1	0	1	0	3
Dumbleyung (S)	1	0	1	1	3
Dumbleyung (S)	1	1	0	0	58
Dumbleyung (S)	1	1	1	0	3
Dundas (S)					4
Dundas (S)	0	0	0	1	9
Dundas (S)	0	1	0	0	20
Dundas (S)	0	1	0	1	4
Dundas (S)	1	0	0	1	9
Dundas (S)	1	1	0	0	27
Dundas (S)	1	1	1	0	3
East Fremantle (T)					27
East Fremantle (T)	0	0	0	1	73
East Fremantle (T)	0	0	1	0	42
East Fremantle (T)	0	0	1	1	8
East Fremantle (T)	0	1	0	0	81
East Fremantle (T)	0	1	0	1	4
East Fremantle (T)	0	1	1	0	24
East Fremantle (T)	0	1	1	1	4
East Fremantle (T)	1	0	0	1	128
East Fremantle (T)	1	0	1	0	128
East Fremantle (T)	1	0	1	1	62
East Fremantle (T)	1	1	0	0	514
East Fremantle (T)	1	1	0	1	9
East Fremantle (T)	1	1	1	0	103
East Fremantle (T)	1	1	1	1	11
East Pilbara (S)					17
East Pilbara (S)	0	0	0	1	42
East Pilbara (S)	0	0	1	0	12
East Pilbara (S)	0	0	1	1	3
East Pilbara (S)	0	1	0	0	80
East Pilbara (S)	0	1	0	1	18
East Pilbara (S)	0	1	1	0	3
East Pilbara (S)	0	1	1	1	3
East Pilbara (S)	1	0	0	1	60
East Pilbara (S)	1	0	1	0	27
East Pilbara (S)	1	0	1	1	14
East Pilbara (S)	1	1	0	0	499
East Pilbara (S)	1	1	0	1	34
East Pilbara (S)	1	1	1	0	45
East Pilbara (S)	1	1	1	1	13
Esperance (S)					40
Esperance (S)	0	0	0	1	154
Esperance (S)	0	0	1	0	37
Esperance (S)	0	0	1	1	10
Esperance (S)	0	1	0	0	221
Esperance (S)	0	1	0	1	22
Esperance (S)	0	1	1	0	37
Esperance (S)	0	1	1	1	6
Esperance (S)	1	0	0	1	238
Esperance (S)	1	0	1	0	99
Esperance (S)	1	0	1	1	66
Esperance (S)	1	1	0	0	832
Esperance (S)	1	1	0	1	45
Esperance (S)	1	1	1	0	164
Esperance (S)	1	1	1	1	36
Exmouth (S)					7
Exmouth (S)	0	0	0	1	15
Exmouth (S)	0	0	1	0	11
Exmouth (S)	0	1	0	0	36
Exmouth (S)	0	1	1	0	5
Exmouth (S)	1	0	0	1	31
Exmouth (S)	1	0	1	0	13
Exmouth (S)	1	0	1	1	9
Exmouth (S)	1	1	0	0	203
Exmouth (S)	1	1	0	1	9
Exmouth (S)	1	1	1	0	25
Exmouth (S)	1	1	1	1	3
Fremantle (C)					120
Fremantle (C)	0	0	0	1	452
Fremantle (C)	0	0	1	0	174
Fremantle (C)	0	0	1	1	45
Fremantle (C)	0	1	0	0	410
Fremantle (C)	0	1	0	1	21
Fremantle (C)	0	1	1	0	63
Fremantle (C)	0	1	1	1	12
Fremantle (C)	1	0	0	1	487
Fremantle (C)	1	0	1	0	273
Fremantle (C)	1	0	1	1	120
Fremantle (C)	1	1	0	0	1575
Fremantle (C)	1	1	0	1	54
Fremantle (C)	1	1	1	0	209
Fremantle (C)	1	1	1	1	29
Gingin (S)					11
Gingin (S)	0	0	0	1	40
Gingin (S)	0	0	1	0	5
Gingin (S)	0	1	0	0	74
Gingin (S)	0	1	0	1	8
Gingin (S)	0	1	1	0	10
Gingin (S)	0	1	1	1	3
Gingin (S)	1	0	0	1	90
Gingin (S)	1	0	1	0	41
Gingin (S)	1	0	1	1	14
Gingin (S)	1	1	0	0	259
Gingin (S)	1	1	0	1	17
Gingin (S)	1	1	1	0	51
Gingin (S)	1	1	1	1	3
Gnowangerup (S)					5
Gnowangerup (S)	0	0	0	1	12
Gnowangerup (S)	0	1	0	0	16
Gnowangerup (S)	1	0	0	1	23
Gnowangerup (S)	1	0	1	1	5
Gnowangerup (S)	1	1	0	0	84
Gnowangerup (S)	1	1	0	1	6
Gnowangerup (S)	1	1	1	0	4
Gnowangerup (S)	1	1	1	1	4
Goomalling (S)					3
Goomalling (S)	0	0	0	1	7
Goomalling (S)	0	1	0	0	18
Goomalling (S)	0	1	1	0	4
Goomalling (S)	1	0	0	1	22
Goomalling (S)	1	0	1	0	9
Goomalling (S)	1	1	0	0	68
Goomalling (S)	1	1	1	0	3
Gosnells (C)					612
Gosnells (C)	0	0	0	1	1710
Gosnells (C)	0	0	1	0	455
Gosnells (C)	0	0	1	1	224
Gosnells (C)	0	1	0	0	1894
Gosnells (C)	0	1	0	1	175
Gosnells (C)	0	1	1	0	373
Gosnells (C)	0	1	1	1	83
Gosnells (C)	1	0	0	1	2653
Gosnells (C)	1	0	1	0	1129
Gosnells (C)	1	0	1	1	819
Gosnells (C)	1	1	0	0	8601
Gosnells (C)	1	1	0	1	433
Gosnells (C)	1	1	1	0	1567
Gosnells (C)	1	1	1	1	349
Greater Geraldton (C)					162
Greater Geraldton (C)	0	0	0	1	532
Greater Geraldton (C)	0	0	1	0	140
Greater Geraldton (C)	0	0	1	1	52
Greater Geraldton (C)	0	1	0	0	798
Greater Geraldton (C)	0	1	0	1	87
Greater Geraldton (C)	0	1	1	0	140
Greater Geraldton (C)	0	1	1	1	31
Greater Geraldton (C)	1	0	0	1	716
Greater Geraldton (C)	1	0	1	0	276
Greater Geraldton (C)	1	0	1	1	160
Greater Geraldton (C)	1	1	0	0	2277
Greater Geraldton (C)	1	1	0	1	140
Greater Geraldton (C)	1	1	1	0	404
Greater Geraldton (C)	1	1	1	1	82
Halls Creek (S)					23
Halls Creek (S)	0	0	0	1	38
Halls Creek (S)	0	0	1	0	5
Halls Creek (S)	0	1	0	0	100
Halls Creek (S)	0	1	0	1	37
Halls Creek (S)	0	1	1	0	9
Halls Creek (S)	1	0	0	1	27
Halls Creek (S)	1	0	1	0	3
Halls Creek (S)	1	0	1	1	3
Halls Creek (S)	1	1	0	0	140
Halls Creek (S)	1	1	0	1	23
Halls Creek (S)	1	1	1	0	10
Halls Creek (S)	1	1	1	1	5
Harvey (S)					62
Harvey (S)	0	0	0	1	258
Harvey (S)	0	0	1	0	70
Harvey (S)	0	0	1	1	29
Harvey (S)	0	1	0	0	420
Harvey (S)	0	1	0	1	35
Harvey (S)	0	1	1	0	73
Harvey (S)	0	1	1	1	17
Harvey (S)	1	0	0	1	550
Harvey (S)	1	0	1	0	219
Harvey (S)	1	0	1	1	137
Harvey (S)	1	1	0	0	1916
Harvey (S)	1	1	0	1	118
Harvey (S)	1	1	1	0	346
Harvey (S)	1	1	1	1	55
Irwin (S)					9
Irwin (S)	0	0	0	1	26
Irwin (S)	0	0	1	0	8
Irwin (S)	0	0	1	1	5
Irwin (S)	0	1	0	0	58
Irwin (S)	0	1	1	0	5
Irwin (S)	1	0	0	1	63
Irwin (S)	1	0	1	0	15
Irwin (S)	1	0	1	1	11
Irwin (S)	1	1	0	0	188
Irwin (S)	1	1	0	1	9
Irwin (S)	1	1	1	0	43
Irwin (S)	1	1	1	1	8
Jerramungup (S)					4
Jerramungup (S)	0	0	0	1	5
Jerramungup (S)	0	0	1	0	4
Jerramungup (S)	0	1	0	0	10
Jerramungup (S)	1	0	0	1	16
Jerramungup (S)	1	0	1	0	5
Jerramungup (S)	1	0	1	1	4
Jerramungup (S)	1	1	0	0	79
Jerramungup (S)	1	1	1	0	11
Joondalup (C)					532
Joondalup (C)	0	0	0	1	1957
Joondalup (C)	0	0	1	0	653
Joondalup (C)	0	0	1	1	343
Joondalup (C)	0	1	0	0	1751
Joondalup (C)	0	1	0	1	115
Joondalup (C)	0	1	1	0	396
Joondalup (C)	0	1	1	1	67
Joondalup (C)	1	0	0	1	4440
Joondalup (C)	1	0	1	0	2335
Joondalup (C)	1	0	1	1	1537
Joondalup (C)	1	1	0	0	10925
Joondalup (C)	1	1	0	1	492
Joondalup (C)	1	1	1	0	2195
Joondalup (C)	1	1	1	1	314
Kalamunda (S)					203
Kalamunda (S)	0	0	0	1	823
Kalamunda (S)	0	0	1	0	218
Kalamunda (S)	0	0	1	1	134
Kalamunda (S)	0	1	0	0	781
Kalamunda (S)	0	1	0	1	71
Kalamunda (S)	0	1	1	0	173
Kalamunda (S)	0	1	1	1	35
Kalamunda (S)	1	0	0	1	1469
Kalamunda (S)	1	0	1	0	531
Kalamunda (S)	1	0	1	1	386
Kalamunda (S)	1	1	0	0	3784
Kalamunda (S)	1	1	0	1	242
Kalamunda (S)	1	1	1	0	737
Kalamunda (S)	1	1	1	1	138
Kalgoorlie/Boulder (C)					113
Kalgoorlie/Boulder (C)	0	0	0	1	298
Kalgoorlie/Boulder (C)	0	0	1	0	65
Kalgoorlie/Boulder (C)	0	0	1	1	34
Kalgoorlie/Boulder (C)	0	1	0	0	492
Kalgoorlie/Boulder (C)	0	1	0	1	46
Kalgoorlie/Boulder (C)	0	1	1	0	56
Kalgoorlie/Boulder (C)	0	1	1	1	13
Kalgoorlie/Boulder (C)	1	0	0	1	478
Kalgoorlie/Boulder (C)	1	0	1	0	163
Kalgoorlie/Boulder (C)	1	0	1	1	126
Kalgoorlie/Boulder (C)	1	1	0	0	2302
Kalgoorlie/Boulder (C)	1	1	0	1	174
Kalgoorlie/Boulder (C)	1	1	1	0	300
Kalgoorlie/Boulder (C)	1	1	1	1	62
Karratha (C)					68
Karratha (C)	0	0	0	1	130
Karratha (C)	0	0	1	0	32
Karratha (C)	0	0	1	1	6
Karratha (C)	0	1	0	0	282
Karratha (C)	0	1	0	1	31
Karratha (C)	0	1	1	0	31
Karratha (C)	0	1	1	1	14
Karratha (C)	1	0	0	1	243
Karratha (C)	1	0	1	0	126
Karratha (C)	1	0	1	1	57
Karratha (C)	1	1	0	0	1888
Karratha (C)	1	1	0	1	72
Karratha (C)	1	1	1	0	225
Karratha (C)	1	1	1	1	33
Katanning (S)					24
Katanning (S)	0	0	0	1	47
Katanning (S)	0	0	1	0	4
Katanning (S)	0	0	1	1	4
Katanning (S)	0	1	0	0	70
Katanning (S)	0	1	0	1	6
Katanning (S)	0	1	1	0	10
Katanning (S)	0	1	1	1	4
Katanning (S)	1	0	0	1	81
Katanning (S)	1	0	1	0	15
Katanning (S)	1	0	1	1	12
Katanning (S)	1	1	0	0	206
Katanning (S)	1	1	0	1	17
Katanning (S)	1	1	1	0	36
Katanning (S)	1	1	1	1	7
Kellerberrin (S)					6
Kellerberrin (S)	0	0	0	1	12
Kellerberrin (S)	0	0	1	0	3
Kellerberrin (S)	0	1	0	0	22
Kellerberrin (S)	0	1	0	1	3
Kellerberrin (S)	0	1	1	0	7
Kellerberrin (S)	1	0	0	1	18
Kellerberrin (S)	1	0	1	0	6
Kellerberrin (S)	1	0	1	1	7
Kellerberrin (S)	1	1	0	0	63
Kellerberrin (S)	1	1	0	1	7
Kellerberrin (S)	1	1	1	0	13
Kellerberrin (S)	1	1	1	1	3
Kent (S)	0	1	0	0	5
Kent (S)	1	0	0	1	13
Kent (S)	1	0	1	0	4
Kent (S)	1	1	0	0	52
Kent (S)	1	1	1	0	4
Kent (S)	1	1	1	1	3
Kojonup (S)					4
Kojonup (S)	0	0	0	1	15
Kojonup (S)	0	1	0	0	32
Kojonup (S)	0	1	0	1	3
Kojonup (S)	1	0	0	1	35
Kojonup (S)	1	0	1	0	6
Kojonup (S)	1	0	1	1	5
Kojonup (S)	1	1	0	0	134
Kojonup (S)	1	1	0	1	14
Kojonup (S)	1	1	1	0	19
Kondinin (S)					4
Kondinin (S)	0	0	0	1	8
Kondinin (S)	0	1	0	0	15
Kondinin (S)	1	0	0	1	18
Kondinin (S)	1	0	1	0	6
Kondinin (S)	1	1	0	0	57
Kondinin (S)	1	1	1	0	7
Koorda (S)	0	0	0	1	9
Koorda (S)	0	1	0	0	7
Koorda (S)	1	0	0	1	3
Koorda (S)	1	0	1	0	3
Koorda (S)	1	0	1	1	3
Koorda (S)	1	1	0	0	32
Koorda (S)	1	1	1	0	4
Kulin (S)	0	0	0	1	9
Kulin (S)	0	1	0	0	3
Kulin (S)	1	0	0	1	8
Kulin (S)	1	0	1	0	3
Kulin (S)	1	0	1	1	3
Kulin (S)	1	1	0	0	70
Kulin (S)	1	1	0	1	3
Kulin (S)	1	1	1	0	3
Kwinana (C)					182
Kwinana (C)	0	0	0	1	560
Kwinana (C)	0	0	1	0	147
Kwinana (C)	0	0	1	1	64
Kwinana (C)	0	1	0	0	870
Kwinana (C)	0	1	0	1	69
Kwinana (C)	0	1	1	0	132
Kwinana (C)	0	1	1	1	27
Kwinana (C)	1	0	0	1	655
Kwinana (C)	1	0	1	0	237
Kwinana (C)	1	0	1	1	192
Kwinana (C)	1	1	0	0	2956
Kwinana (C)	1	1	0	1	161
Kwinana (C)	1	1	1	0	372
Kwinana (C)	1	1	1	1	85
Lake Grace (S)	0	0	0	1	9
Lake Grace (S)	0	1	0	0	14
Lake Grace (S)	1	0	0	1	23
Lake Grace (S)	1	0	1	0	5
Lake Grace (S)	1	1	0	0	103
Lake Grace (S)	1	1	0	1	3
Lake Grace (S)	1	1	1	0	6
Laverton (S)	0	0	0	1	3
Laverton (S)	0	0	1	0	4
Laverton (S)	0	1	0	0	19
Laverton (S)	1	0	0	1	4
Laverton (S)	1	1	0	0	27
Laverton (S)	1	1	0	1	5
Laverton (S)	1	1	1	0	7
Laverton (S)	1	1	1	1	3
Leonora (S)					3
Leonora (S)	0	0	0	1	14
Leonora (S)	0	1	0	0	21
Leonora (S)	0	1	0	1	3
Leonora (S)	1	0	0	1	11
Leonora (S)	1	1	0	0	57
Leonora (S)	1	1	0	1	3
Leonora (S)	1	1	1	0	6
Mandurah (C)					239
Mandurah (C)	0	0	0	1	1060
Mandurah (C)	0	0	1	0	296
Mandurah (C)	0	0	1	1	138
Mandurah (C)	0	1	0	0	1603
Mandurah (C)	0	1	0	1	140
Mandurah (C)	0	1	1	0	275
Mandurah (C)	0	1	1	1	41
Mandurah (C)	1	0	0	1	1486
Mandurah (C)	1	0	1	0	629
Mandurah (C)	1	0	1	1	406
Mandurah (C)	1	1	0	0	4509
Mandurah (C)	1	1	0	1	283
Mandurah (C)	1	1	1	0	776
Mandurah (C)	1	1	1	1	173
Manjimup (S)					30
Manjimup (S)	0	0	0	1	110
Manjimup (S)	0	0	1	0	32
Manjimup (S)	0	0	1	1	11
Manjimup (S)	0	1	0	0	147
Manjimup (S)	0	1	0	1	15
Manjimup (S)	0	1	1	0	24
Manjimup (S)	0	1	1	1	8
Manjimup (S)	1	0	0	1	152
Manjimup (S)	1	0	1	0	69
Manjimup (S)	1	0	1	1	27
Manjimup (S)	1	1	0	0	497
Manjimup (S)	1	1	0	1	36
Manjimup (S)	1	1	1	0	97
Manjimup (S)	1	1	1	1	13
Meekatharra (S)					4
Meekatharra (S)	0	0	0	1	11
Meekatharra (S)	0	1	0	0	23
Meekatharra (S)	0	1	0	1	5
Meekatharra (S)	0	1	1	0	3
Meekatharra (S)	1	0	0	1	5
Meekatharra (S)	1	1	0	0	27
Meekatharra (S)	1	1	0	1	5
Melville (C)					490
Melville (C)	0	0	0	1	1304
Melville (C)	0	0	1	0	475
Melville (C)	0	0	1	1	218
Melville (C)	0	1	0	0	1082
Melville (C)	0	1	0	1	76
Melville (C)	0	1	1	0	256
Melville (C)	0	1	1	1	28
Melville (C)	1	0	0	1	2381
Melville (C)	1	0	1	0	1544
Melville (C)	1	0	1	1	899
Melville (C)	1	1	0	0	6252
Melville (C)	1	1	0	1	163
Melville (C)	1	1	1	0	1347
Melville (C)	1	1	1	1	140
Menzies (S)					3
Menzies (S)	0	0	0	1	3
Menzies (S)	0	1	0	0	7
Menzies (S)	0	1	0	1	3
Menzies (S)	0	1	1	0	3
Menzies (S)	1	0	0	1	3
Menzies (S)	1	1	0	0	13
Menzies (S)	1	1	0	1	4
Menzies (S)	1	1	1	0	4
Merredin (S)					12
Merredin (S)	0	0	0	1	31
Merredin (S)	0	0	1	0	11
Merredin (S)	0	1	0	0	55
Merredin (S)	0	1	0	1	12
Merredin (S)	0	1	1	0	12
Merredin (S)	0	1	1	1	3
Merredin (S)	1	0	0	1	45
Merredin (S)	1	0	1	0	15
Merredin (S)	1	0	1	1	9
Merredin (S)	1	1	0	0	199
Merredin (S)	1	1	0	1	11
Merredin (S)	1	1	1	0	25
Merredin (S)	1	1	1	1	8
Mingenew (S)	0	0	0	1	6
Mingenew (S)	1	0	0	1	6
Mingenew (S)	1	0	1	0	8
Mingenew (S)	1	1	0	0	31
Mingenew (S)	1	1	1	0	4
Moora (S)					6
Moora (S)	0	0	0	1	35
Moora (S)	0	0	1	0	5
Moora (S)	0	1	0	0	39
Moora (S)	0	1	0	1	3
Moora (S)	1	0	0	1	40
Moora (S)	1	0	1	0	21
Moora (S)	1	0	1	1	12
Moora (S)	1	1	0	0	156
Moora (S)	1	1	0	1	14
Moora (S)	1	1	1	0	17
Moora (S)	1	1	1	1	3
Morawa (S)					3
Morawa (S)	0	0	0	1	7
Morawa (S)	0	0	1	0	3
Morawa (S)	0	1	0	0	21
Morawa (S)	1	0	0	1	3
Morawa (S)	1	0	1	0	3
Morawa (S)	1	0	1	1	3
Morawa (S)	1	1	0	0	38
Morawa (S)	1	1	0	1	3
Morawa (S)	1	1	1	0	4
Morawa (S)	1	1	1	1	4
Mosman Park (T)					36
Mosman Park (T)	0	0	0	1	87
Mosman Park (T)	0	0	1	0	51
Mosman Park (T)	0	0	1	1	17
Mosman Park (T)	0	1	0	0	79
Mosman Park (T)	0	1	0	1	4
Mosman Park (T)	0	1	1	0	34
Mosman Park (T)	1	0	0	1	120
Mosman Park (T)	1	0	1	0	144
Mosman Park (T)	1	0	1	1	54
Mosman Park (T)	1	1	0	0	512
Mosman Park (T)	1	1	0	1	8
Mosman Park (T)	1	1	1	0	143
Mosman Park (T)	1	1	1	1	4
Mount Magnet (S)					3
Mount Magnet (S)	0	0	0	1	3
Mount Magnet (S)	0	1	0	0	8
Mount Magnet (S)	1	0	0	1	3
Mount Magnet (S)	1	1	0	0	21
Mount Magnet (S)	1	1	0	1	4
Mount Magnet (S)	1	1	1	0	6
Mount Marshall (S)	0	0	0	1	3
Mount Marshall (S)	0	0	1	0	3
Mount Marshall (S)	0	1	0	0	5
Mount Marshall (S)	1	0	0	1	8
Mount Marshall (S)	1	0	1	0	5
Mount Marshall (S)	1	1	0	0	49
Mount Marshall (S)	1	1	1	0	7
Mukinbudin (S)	0	0	0	1	5
Mukinbudin (S)	0	1	0	0	6
Mukinbudin (S)	1	0	0	1	8
Mukinbudin (S)	1	1	0	0	43
Mukinbudin (S)	1	1	0	1	3
Mukinbudin (S)	1	1	1	0	5
Mundaring (S)					102
Mundaring (S)	0	0	0	1	526
Mundaring (S)	0	0	1	0	141
Mundaring (S)	0	0	1	1	68
Mundaring (S)	0	1	0	0	468
Mundaring (S)	0	1	0	1	44
Mundaring (S)	0	1	1	0	106
Mundaring (S)	0	1	1	1	23
Mundaring (S)	1	0	0	1	998
Mundaring (S)	1	0	1	0	409
Mundaring (S)	1	0	1	1	287
Mundaring (S)	1	1	0	0	2252
Mundaring (S)	1	1	0	1	137
Mundaring (S)	1	1	1	0	477
Mundaring (S)	1	1	1	1	89
Murchison (S)	0	1	0	0	3
Murchison (S)	1	0	0	1	3
Murchison (S)	1	1	0	0	3
Murchison (S)	1	1	0	1	3
Murray (S)					33
Murray (S)	0	0	0	1	215
Murray (S)	0	0	1	0	59
Murray (S)	0	0	1	1	26
Murray (S)	0	1	0	0	296
Murray (S)	0	1	0	1	22
Murray (S)	0	1	1	0	57
Murray (S)	0	1	1	1	3
Murray (S)	1	0	0	1	355
Murray (S)	1	0	1	0	120
Murray (S)	1	0	1	1	102
Murray (S)	1	1	0	0	900
Murray (S)	1	1	0	1	63
Murray (S)	1	1	1	0	166
Murray (S)	1	1	1	1	32
Nannup (S)					3
Nannup (S)	0	0	0	1	10
Nannup (S)	0	1	0	0	22
Nannup (S)	1	0	0	1	28
Nannup (S)	1	0	1	1	3
Nannup (S)	1	1	0	0	52
Nannup (S)	1	1	0	1	3
Nannup (S)	1	1	1	0	11
Narembeen (S)					3
Narembeen (S)	0	0	0	1	6
Narembeen (S)	0	1	0	0	7
Narembeen (S)	1	0	0	1	14
Narembeen (S)	1	0	1	1	4
Narembeen (S)	1	1	0	0	53
Narembeen (S)	1	1	0	1	3
Narembeen (S)	1	1	1	0	3
Narrogin (S)					18
Narrogin (S)	0	0	0	1	68
Narrogin (S)	0	0	1	0	21
Narrogin (S)	0	0	1	1	3
Narrogin (S)	0	1	0	0	113
Narrogin (S)	0	1	0	1	9
Narrogin (S)	0	1	1	0	18
Narrogin (S)	1	0	0	1	90
Narrogin (S)	1	0	1	0	33
Narrogin (S)	1	0	1	1	21
Narrogin (S)	1	1	0	0	280
Narrogin (S)	1	1	0	1	15
Narrogin (S)	1	1	1	0	46
Narrogin (S)	1	1	1	1	9
Nedlands (C)					97
Nedlands (C)	0	0	0	1	189
Nedlands (C)	0	0	1	0	118
Nedlands (C)	0	0	1	1	44
Nedlands (C)	0	1	0	0	140
Nedlands (C)	0	1	0	1	3
Nedlands (C)	0	1	1	0	54
Nedlands (C)	0	1	1	1	5
Nedlands (C)	1	0	0	1	402
Nedlands (C)	1	0	1	0	453
Nedlands (C)	1	0	1	1	189
Nedlands (C)	1	1	0	0	1523
Nedlands (C)	1	1	0	1	30
Nedlands (C)	1	1	1	0	376
Nedlands (C)	1	1	1	1	34
Ngaanyatjarraku (S)					17
Ngaanyatjarraku (S)	0	0	0	1	32
Ngaanyatjarraku (S)	0	0	1	0	7
Ngaanyatjarraku (S)	0	1	0	0	53
Ngaanyatjarraku (S)	0	1	0	1	18
Ngaanyatjarraku (S)	1	0	0	1	10
Ngaanyatjarraku (S)	1	0	1	0	3
Ngaanyatjarraku (S)	1	1	0	0	126
Ngaanyatjarraku (S)	1	1	0	1	25
Ngaanyatjarraku (S)	1	1	1	0	8
Northam (S)					26
Northam (S)	0	0	0	1	170
Northam (S)	0	0	1	0	25
Northam (S)	0	0	1	1	14
Northam (S)	0	1	0	0	204
Northam (S)	0	1	0	1	23
Northam (S)	0	1	1	0	39
Northam (S)	0	1	1	1	6
Northam (S)	1	0	0	1	201
Northam (S)	1	0	1	0	51
Northam (S)	1	0	1	1	31
Northam (S)	1	1	0	0	546
Northam (S)	1	1	0	1	42
Northam (S)	1	1	1	0	105
Northam (S)	1	1	1	1	29
Northampton (S)					10
Northampton (S)	0	0	0	1	34
Northampton (S)	0	0	1	0	5
Northampton (S)	0	0	1	1	4
Northampton (S)	0	1	0	0	36
Northampton (S)	0	1	0	1	6
Northampton (S)	0	1	1	0	8
Northampton (S)	1	0	0	1	59
Northampton (S)	1	0	1	0	16
Northampton (S)	1	0	1	1	7
Northampton (S)	1	1	0	0	162
Northampton (S)	1	1	0	1	7
Northampton (S)	1	1	1	0	30
Nungarin (S)	0	1	0	0	3
Nungarin (S)	1	0	0	1	3
Nungarin (S)	1	1	0	0	14
Nungarin (S)	1	1	0	1	3
Nungarin (S)	1	1	1	0	4
Peppermint Grove (S)					7
Peppermint Grove (S)	0	0	0	1	8
Peppermint Grove (S)	0	0	1	0	9
Peppermint Grove (S)	0	0	1	1	3
Peppermint Grove (S)	0	1	0	0	17
Peppermint Grove (S)	1	0	0	1	35
Peppermint Grove (S)	1	0	1	0	41
Peppermint Grove (S)	1	0	1	1	15
Peppermint Grove (S)	1	1	0	0	77
Peppermint Grove (S)	1	1	0	1	3
Peppermint Grove (S)	1	1	1	0	31
Peppermint Grove (S)	1	1	1	1	7
Perenjori (S)	0	0	0	1	4
Perenjori (S)	1	0	0	1	5
Perenjori (S)	1	0	1	0	3
Perenjori (S)	1	1	0	0	33
Perenjori (S)	1	1	1	0	3
Perenjori (S)	1	1	1	1	5
Perth (C)					158
Perth (C)	0	0	0	1	126
Perth (C)	0	0	1	0	57
Perth (C)	0	0	1	1	11
Perth (C)	0	1	0	0	103
Perth (C)	0	1	0	1	4
Perth (C)	0	1	1	0	15
Perth (C)	1	0	0	1	112
Perth (C)	1	0	1	0	89
Perth (C)	1	0	1	1	14
Perth (C)	1	1	0	0	593
Perth (C)	1	1	0	1	9
Perth (C)	1	1	1	0	29
Perth (C)	1	1	1	1	3
Pingelly (S)					3
Pingelly (S)	0	0	0	1	16
Pingelly (S)	0	0	1	0	3
Pingelly (S)	0	1	0	0	22
Pingelly (S)	0	1	0	1	5
Pingelly (S)	1	0	0	1	20
Pingelly (S)	1	0	1	0	4
Pingelly (S)	1	1	0	0	54
Pingelly (S)	1	1	0	1	4
Pingelly (S)	1	1	1	0	6
Plantagenet (S)					17
Plantagenet (S)	0	0	0	1	58
Plantagenet (S)	0	0	1	0	20
Plantagenet (S)	0	0	1	1	7
Plantagenet (S)	0	1	0	0	85
Plantagenet (S)	0	1	0	1	9
Plantagenet (S)	0	1	1	0	7
Plantagenet (S)	1	0	0	1	93
Plantagenet (S)	1	0	1	0	33
Plantagenet (S)	1	0	1	1	16
Plantagenet (S)	1	1	0	0	257
Plantagenet (S)	1	1	0	1	19
Plantagenet (S)	1	1	1	0	48
Plantagenet (S)	1	1	1	1	8
Port Hedland (T)					51
Port Hedland (T)	0	0	0	1	103
Port Hedland (T)	0	0	1	0	20
Port Hedland (T)	0	0	1	1	11
Port Hedland (T)	0	1	0	0	209
Port Hedland (T)	0	1	0	1	18
Port Hedland (T)	0	1	1	0	29
Port Hedland (T)	0	1	1	1	5
Port Hedland (T)	1	0	0	1	151
Port Hedland (T)	1	0	1	0	64
Port Hedland (T)	1	0	1	1	32
Port Hedland (T)	1	1	0	0	1131
Port Hedland (T)	1	1	0	1	59
Port Hedland (T)	1	1	1	0	99
Port Hedland (T)	1	1	1	1	29
Quairading (S)					5
Quairading (S)	0	0	0	1	14
Quairading (S)	0	1	0	0	23
Quairading (S)	1	0	0	1	17
Quairading (S)	1	0	1	0	3
Quairading (S)	1	1	0	0	41
Quairading (S)	1	1	1	0	8
Ravensthorpe (S)	0	0	0	1	15
Ravensthorpe (S)	0	0	1	0	3
Ravensthorpe (S)	0	1	0	0	11
Ravensthorpe (S)	0	1	0	1	3
Ravensthorpe (S)	1	0	0	1	25
Ravensthorpe (S)	1	0	1	0	9
Ravensthorpe (S)	1	1	0	0	104
Ravensthorpe (S)	1	1	0	1	4
