LGA_NAME16	Age	HoursHousekeeping	Sex	adults
Barossa (DC)	75-84	15-29	F	139
Barossa (DC)	75-84	15-29	M	106
Barossa (DC)	75-84	30+	F	134
Barossa (DC)	75-84	30+	M	70
Barossa (DC)	85+		F	65
Barossa (DC)	85+		M	38
Barossa (DC)	85+	0	F	196
Barossa (DC)	85+	0	M	107
Barossa (DC)	85+	<5	F	36
Barossa (DC)	85+	<5	M	18
Barossa (DC)	85+	5-14	F	44
Barossa (DC)	85+	5-14	M	31
Barossa (DC)	85+	15-29	F	23
Barossa (DC)	85+	15-29	M	27
Barossa (DC)	85+	30+	F	33
Barossa (DC)	85+	30+	M	9
Barunga West (DC)	15-19		F	3
Barunga West (DC)	15-19		M	4
Barunga West (DC)	15-19	0	F	16
Barunga West (DC)	15-19	0	M	20
Barunga West (DC)	15-19	<5	F	25
Barunga West (DC)	15-19	<5	M	29
Barunga West (DC)	15-19	5-14	F	5
Barunga West (DC)	15-19	5-14	M	4
Barunga West (DC)	15-19	15-29	F	3
Barunga West (DC)	20-24		F	3
Barunga West (DC)	20-24	0	F	5
Barunga West (DC)	20-24	0	M	11
Barunga West (DC)	20-24	<5	F	6
Barunga West (DC)	20-24	<5	M	16
Barunga West (DC)	20-24	5-14	F	8
Barunga West (DC)	20-24	5-14	M	10
Barunga West (DC)	20-24	15-29	F	3
Barunga West (DC)	20-24	30+	F	7
Barunga West (DC)	25-34		F	3
Barunga West (DC)	25-34		M	5
Barunga West (DC)	25-34	0	M	15
Barunga West (DC)	25-34	<5	F	9
Barunga West (DC)	25-34	<5	M	30
Barunga West (DC)	25-34	5-14	F	30
Barunga West (DC)	25-34	5-14	M	24
Barunga West (DC)	25-34	15-29	F	18
Barunga West (DC)	25-34	15-29	M	11
Barunga West (DC)	25-34	30+	F	20
Barunga West (DC)	25-34	30+	M	6
Barunga West (DC)	35-44		F	4
Barunga West (DC)	35-44		M	16
Barunga West (DC)	35-44	0	F	9
Barunga West (DC)	35-44	0	M	10
Barunga West (DC)	35-44	<5	F	11
Barunga West (DC)	35-44	<5	M	38
Barunga West (DC)	35-44	5-14	F	24
Barunga West (DC)	35-44	5-14	M	34
Barunga West (DC)	35-44	15-29	F	27
Barunga West (DC)	35-44	15-29	M	8
Barunga West (DC)	35-44	30+	F	38
Barunga West (DC)	35-44	30+	M	3
Barunga West (DC)	45-54		F	12
Barunga West (DC)	45-54		M	25
Barunga West (DC)	45-54	0	F	9
Barunga West (DC)	45-54	0	M	35
Barunga West (DC)	45-54	<5	F	13
Barunga West (DC)	45-54	<5	M	56
Barunga West (DC)	45-54	5-14	F	55
Barunga West (DC)	45-54	5-14	M	43
Barunga West (DC)	45-54	15-29	F	41
Barunga West (DC)	45-54	15-29	M	21
Barunga West (DC)	45-54	30+	F	31
Barunga West (DC)	45-54	30+	M	6
Barunga West (DC)	55-64		F	17
Barunga West (DC)	55-64		M	22
Barunga West (DC)	55-64	0	F	29
Barunga West (DC)	55-64	0	M	46
Barunga West (DC)	55-64	<5	F	22
Barunga West (DC)	55-64	<5	M	45
Barunga West (DC)	55-64	5-14	F	62
Barunga West (DC)	55-64	5-14	M	70
Barunga West (DC)	55-64	15-29	F	48
Barunga West (DC)	55-64	15-29	M	32
Barunga West (DC)	55-64	30+	F	39
Barunga West (DC)	55-64	30+	M	18
Barunga West (DC)	65-74		F	20
Barunga West (DC)	65-74		M	29
Barunga West (DC)	65-74	0	F	42
Barunga West (DC)	65-74	0	M	71
Barunga West (DC)	65-74	<5	F	4
Barunga West (DC)	65-74	<5	M	36
Barunga West (DC)	65-74	5-14	F	38
Barunga West (DC)	65-74	5-14	M	54
Barunga West (DC)	65-74	15-29	F	55
Barunga West (DC)	65-74	15-29	M	48
Barunga West (DC)	65-74	30+	F	55
Barunga West (DC)	65-74	30+	M	25
Barunga West (DC)	75-84		F	23
Barunga West (DC)	75-84		M	11
Barunga West (DC)	75-84	0	F	39
Barunga West (DC)	75-84	0	M	37
Barunga West (DC)	75-84	<5	F	7
Barunga West (DC)	75-84	<5	M	8
Barunga West (DC)	75-84	5-14	F	23
Barunga West (DC)	75-84	5-14	M	16
Barunga West (DC)	75-84	15-29	F	17
Barunga West (DC)	75-84	15-29	M	15
Barunga West (DC)	75-84	30+	F	18
Barunga West (DC)	75-84	30+	M	10
Barunga West (DC)	85+		F	19
Barunga West (DC)	85+		M	8
Barunga West (DC)	85+	0	F	28
Barunga West (DC)	85+	0	M	24
Barunga West (DC)	85+	<5	F	5
Barunga West (DC)	85+	<5	M	3
Barunga West (DC)	85+	5-14	F	5
Barunga West (DC)	85+	5-14	M	5
Barunga West (DC)	85+	30+	F	3
Berri and Barmera (DC)	15-19		F	35
Berri and Barmera (DC)	15-19		M	58
Berri and Barmera (DC)	15-19	0	F	71
Berri and Barmera (DC)	15-19	0	M	126
Berri and Barmera (DC)	15-19	<5	F	137
Berri and Barmera (DC)	15-19	<5	M	139
Berri and Barmera (DC)	15-19	5-14	F	49
Berri and Barmera (DC)	15-19	5-14	M	24
Berri and Barmera (DC)	15-19	15-29	F	4
Berri and Barmera (DC)	15-19	15-29	M	3
Berri and Barmera (DC)	15-19	30+	F	3
Berri and Barmera (DC)	15-19	30+	M	3
Berri and Barmera (DC)	20-24		F	21
Berri and Barmera (DC)	20-24		M	16
Berri and Barmera (DC)	20-24	0	F	37
Berri and Barmera (DC)	20-24	0	M	64
Berri and Barmera (DC)	20-24	<5	F	67
Berri and Barmera (DC)	20-24	<5	M	92
Berri and Barmera (DC)	20-24	5-14	F	77
Berri and Barmera (DC)	20-24	5-14	M	53
Berri and Barmera (DC)	20-24	15-29	F	29
Berri and Barmera (DC)	20-24	15-29	M	9
Berri and Barmera (DC)	20-24	30+	F	25
Berri and Barmera (DC)	25-34		F	33
Berri and Barmera (DC)	25-34		M	33
Berri and Barmera (DC)	25-34	0	F	50
Berri and Barmera (DC)	25-34	0	M	116
Berri and Barmera (DC)	25-34	<5	F	76
Berri and Barmera (DC)	25-34	<5	M	147
Berri and Barmera (DC)	25-34	5-14	F	162
Berri and Barmera (DC)	25-34	5-14	M	139
Berri and Barmera (DC)	25-34	15-29	F	86
Berri and Barmera (DC)	25-34	15-29	M	45
Berri and Barmera (DC)	25-34	30+	F	132
Berri and Barmera (DC)	25-34	30+	M	24
Berri and Barmera (DC)	35-44		F	43
Berri and Barmera (DC)	35-44		M	50
Berri and Barmera (DC)	35-44	0	F	51
Berri and Barmera (DC)	35-44	0	M	109
Berri and Barmera (DC)	35-44	<5	F	45
Berri and Barmera (DC)	35-44	<5	M	109
Berri and Barmera (DC)	35-44	5-14	F	172
Berri and Barmera (DC)	35-44	5-14	M	207
Berri and Barmera (DC)	35-44	15-29	F	123
Berri and Barmera (DC)	35-44	15-29	M	60
Berri and Barmera (DC)	35-44	30+	F	146
Berri and Barmera (DC)	35-44	30+	M	29
Berri and Barmera (DC)	45-54		F	56
Berri and Barmera (DC)	45-54		M	63
Berri and Barmera (DC)	45-54	0	F	72
Berri and Barmera (DC)	45-54	0	M	161
Berri and Barmera (DC)	45-54	<5	F	80
Berri and Barmera (DC)	45-54	<5	M	169
Berri and Barmera (DC)	45-54	5-14	F	263
Berri and Barmera (DC)	45-54	5-14	M	204
Berri and Barmera (DC)	45-54	15-29	F	159
Berri and Barmera (DC)	45-54	15-29	M	65
Berri and Barmera (DC)	45-54	30+	F	100
Berri and Barmera (DC)	45-54	30+	M	33
Berri and Barmera (DC)	55-64		F	67
Berri and Barmera (DC)	55-64		M	78
Berri and Barmera (DC)	55-64	0	F	112
Berri and Barmera (DC)	55-64	0	M	194
Berri and Barmera (DC)	55-64	<5	F	78
Berri and Barmera (DC)	55-64	<5	M	181
Berri and Barmera (DC)	55-64	5-14	F	234
Berri and Barmera (DC)	55-64	5-14	M	227
Berri and Barmera (DC)	55-64	15-29	F	163
Berri and Barmera (DC)	55-64	15-29	M	78
Berri and Barmera (DC)	55-64	30+	F	127
Berri and Barmera (DC)	55-64	30+	M	47
Berri and Barmera (DC)	65-74		F	65
Berri and Barmera (DC)	65-74		M	79
Berri and Barmera (DC)	65-74	0	F	135
Berri and Barmera (DC)	65-74	0	M	177
Berri and Barmera (DC)	65-74	<5	F	42
Berri and Barmera (DC)	65-74	<5	M	103
Berri and Barmera (DC)	65-74	5-14	F	115
Berri and Barmera (DC)	65-74	5-14	M	146
Berri and Barmera (DC)	65-74	15-29	F	124
Berri and Barmera (DC)	65-74	15-29	M	76
Berri and Barmera (DC)	65-74	30+	F	127
Berri and Barmera (DC)	65-74	30+	M	54
Berri and Barmera (DC)	75-84		F	62
Berri and Barmera (DC)	75-84		M	46
Berri and Barmera (DC)	75-84	0	F	132
Berri and Barmera (DC)	75-84	0	M	121
Berri and Barmera (DC)	75-84	<5	F	23
Berri and Barmera (DC)	75-84	<5	M	37
Berri and Barmera (DC)	75-84	5-14	F	64
Berri and Barmera (DC)	75-84	5-14	M	47
Berri and Barmera (DC)	75-84	15-29	F	53
Berri and Barmera (DC)	75-84	15-29	M	33
Berri and Barmera (DC)	75-84	30+	F	65
Berri and Barmera (DC)	75-84	30+	M	38
Berri and Barmera (DC)	85+		F	42
Berri and Barmera (DC)	85+		M	18
Berri and Barmera (DC)	85+	0	F	103
Berri and Barmera (DC)	85+	0	M	52
Berri and Barmera (DC)	85+	<5	F	12
Berri and Barmera (DC)	85+	<5	M	11
Berri and Barmera (DC)	85+	5-14	F	20
Berri and Barmera (DC)	85+	5-14	M	17
Berri and Barmera (DC)	85+	15-29	F	14
Berri and Barmera (DC)	85+	15-29	M	8
Berri and Barmera (DC)	85+	30+	F	14
Berri and Barmera (DC)	85+	30+	M	6
Burnside (C)	15-19		F	64
Burnside (C)	15-19		M	69
Burnside (C)	15-19	0	F	611
Burnside (C)	15-19	0	M	569
Burnside (C)	15-19	<5	F	821
Burnside (C)	15-19	<5	M	746
Burnside (C)	15-19	5-14	F	132
Burnside (C)	15-19	5-14	M	109
Burnside (C)	15-19	15-29	F	9
Burnside (C)	15-19	15-29	M	3
Burnside (C)	15-19	30+	F	3
Burnside (C)	20-24		F	43
Burnside (C)	20-24		M	46
Burnside (C)	20-24	0	F	352
Burnside (C)	20-24	0	M	494
Burnside (C)	20-24	<5	F	551
Burnside (C)	20-24	<5	M	599
Burnside (C)	20-24	5-14	F	257
Burnside (C)	20-24	5-14	M	163
Burnside (C)	20-24	15-29	F	31
Burnside (C)	20-24	15-29	M	19
Burnside (C)	20-24	30+	F	9
Burnside (C)	20-24	30+	M	6
Burnside (C)	25-34		F	83
Burnside (C)	25-34		M	91
Burnside (C)	25-34	0	F	296
Burnside (C)	25-34	0	M	444
Burnside (C)	25-34	<5	F	610
Burnside (C)	25-34	<5	M	782
Burnside (C)	25-34	5-14	F	604
Burnside (C)	25-34	5-14	M	512
Burnside (C)	25-34	15-29	F	209
Burnside (C)	25-34	15-29	M	87
Burnside (C)	25-34	30+	F	220
Burnside (C)	25-34	30+	M	41
Burnside (C)	35-44		F	93
Burnside (C)	35-44		M	112
Burnside (C)	35-44	0	F	197
Burnside (C)	35-44	0	M	309
Burnside (C)	35-44	<5	F	328
Burnside (C)	35-44	<5	M	764
Burnside (C)	35-44	5-14	F	945
Burnside (C)	35-44	5-14	M	918
Burnside (C)	35-44	15-29	F	696
Burnside (C)	35-44	15-29	M	245
Burnside (C)	35-44	30+	F	655
Burnside (C)	35-44	30+	M	82
Burnside (C)	45-54		F	108
Burnside (C)	45-54		M	145
Burnside (C)	45-54	0	F	190
Burnside (C)	45-54	0	M	373
Burnside (C)	45-54	<5	F	371
Burnside (C)	45-54	<5	M	901
Burnside (C)	45-54	5-14	F	1172
Burnside (C)	45-54	5-14	M	1143
Burnside (C)	45-54	15-29	F	849
Burnside (C)	45-54	15-29	M	268
Burnside (C)	45-54	30+	F	506
Burnside (C)	45-54	30+	M	90
Burnside (C)	55-64		F	132
Burnside (C)	55-64		M	140
Burnside (C)	55-64	0	F	226
Burnside (C)	55-64	0	M	417
Burnside (C)	55-64	<5	F	379
Burnside (C)	55-64	<5	M	789
Burnside (C)	55-64	5-14	F	1174
Burnside (C)	55-64	5-14	M	971
Burnside (C)	55-64	15-29	F	747
Burnside (C)	55-64	15-29	M	257
Burnside (C)	55-64	30+	F	386
Burnside (C)	55-64	30+	M	91
Burnside (C)	65-74		F	171
Burnside (C)	65-74		M	139
Burnside (C)	65-74	0	F	338
Burnside (C)	65-74	0	M	450
Burnside (C)	65-74	<5	F	229
Burnside (C)	65-74	<5	M	522
Burnside (C)	65-74	5-14	F	723
Burnside (C)	65-74	5-14	M	801
Burnside (C)	65-74	15-29	F	750
Burnside (C)	65-74	15-29	M	329
Burnside (C)	65-74	30+	F	471
Burnside (C)	65-74	30+	M	119
Burnside (C)	75-84		F	164
Burnside (C)	75-84		M	113
Burnside (C)	75-84	0	F	369
Burnside (C)	75-84	0	M	303
Burnside (C)	75-84	<5	F	131
Burnside (C)	75-84	<5	M	231
Burnside (C)	75-84	5-14	F	353
Burnside (C)	75-84	5-14	M	340
Burnside (C)	75-84	15-29	F	346
Burnside (C)	75-84	15-29	M	193
Burnside (C)	75-84	30+	F	254
Burnside (C)	75-84	30+	M	84
Burnside (C)	85+		F	168
Burnside (C)	85+		M	71
Burnside (C)	85+	0	F	452
Burnside (C)	85+	0	M	220
Burnside (C)	85+	<5	F	124
Burnside (C)	85+	<5	M	85
Burnside (C)	85+	5-14	F	170
Burnside (C)	85+	5-14	M	113
Burnside (C)	85+	15-29	F	106
Burnside (C)	85+	15-29	M	59
Burnside (C)	85+	30+	F	64
Burnside (C)	85+	30+	M	39
Campbelltown (C) (SA)	15-19		F	73
Campbelltown (C) (SA)	15-19		M	98
Campbelltown (C) (SA)	15-19	0	F	477
Campbelltown (C) (SA)	15-19	0	M	665
Campbelltown (C) (SA)	15-19	<5	F	725
Campbelltown (C) (SA)	15-19	<5	M	666
Campbelltown (C) (SA)	15-19	5-14	F	152
Campbelltown (C) (SA)	15-19	5-14	M	125
Campbelltown (C) (SA)	15-19	15-29	F	26
Campbelltown (C) (SA)	15-19	15-29	M	8
Campbelltown (C) (SA)	15-19	30+	F	5
Campbelltown (C) (SA)	15-19	30+	M	4
Campbelltown (C) (SA)	20-24		F	42
Campbelltown (C) (SA)	20-24		M	71
Campbelltown (C) (SA)	20-24	0	F	444
Campbelltown (C) (SA)	20-24	0	M	683
Campbelltown (C) (SA)	20-24	<5	F	618
Campbelltown (C) (SA)	20-24	<5	M	710
Campbelltown (C) (SA)	20-24	5-14	F	320
Campbelltown (C) (SA)	20-24	5-14	M	194
Campbelltown (C) (SA)	20-24	15-29	F	62
Campbelltown (C) (SA)	20-24	15-29	M	29
Campbelltown (C) (SA)	20-24	30+	F	36
Campbelltown (C) (SA)	20-24	30+	M	16
Campbelltown (C) (SA)	25-34		F	122
Campbelltown (C) (SA)	25-34		M	137
Campbelltown (C) (SA)	25-34	0	F	464
Campbelltown (C) (SA)	25-34	0	M	801
Campbelltown (C) (SA)	25-34	<5	F	766
Campbelltown (C) (SA)	25-34	<5	M	1100
Campbelltown (C) (SA)	25-34	5-14	F	993
Campbelltown (C) (SA)	25-34	5-14	M	866
Campbelltown (C) (SA)	25-34	15-29	F	423
Campbelltown (C) (SA)	25-34	15-29	M	130
Campbelltown (C) (SA)	25-34	30+	F	440
Campbelltown (C) (SA)	25-34	30+	M	58
Campbelltown (C) (SA)	35-44		F	116
Campbelltown (C) (SA)	35-44		M	128
Campbelltown (C) (SA)	35-44	0	F	278
Campbelltown (C) (SA)	35-44	0	M	575
Campbelltown (C) (SA)	35-44	<5	F	373
Campbelltown (C) (SA)	35-44	<5	M	948
Campbelltown (C) (SA)	35-44	5-14	F	1025
Campbelltown (C) (SA)	35-44	5-14	M	1122
Campbelltown (C) (SA)	35-44	15-29	F	753
Campbelltown (C) (SA)	35-44	15-29	M	292
Campbelltown (C) (SA)	35-44	30+	F	722
Campbelltown (C) (SA)	35-44	30+	M	113
Campbelltown (C) (SA)	45-54		F	123
Campbelltown (C) (SA)	45-54		M	175
Campbelltown (C) (SA)	45-54	0	F	340
Campbelltown (C) (SA)	45-54	0	M	665
Campbelltown (C) (SA)	45-54	<5	F	404
Campbelltown (C) (SA)	45-54	<5	M	1029
Campbelltown (C) (SA)	45-54	5-14	F	1262
Campbelltown (C) (SA)	45-54	5-14	M	1228
Campbelltown (C) (SA)	45-54	15-29	F	872
Campbelltown (C) (SA)	45-54	15-29	M	257
Campbelltown (C) (SA)	45-54	30+	F	542
Campbelltown (C) (SA)	45-54	30+	M	105
Campbelltown (C) (SA)	55-64		F	114
Campbelltown (C) (SA)	55-64		M	119
Campbelltown (C) (SA)	55-64	0	F	418
Campbelltown (C) (SA)	55-64	0	M	607
Campbelltown (C) (SA)	55-64	<5	F	332
Campbelltown (C) (SA)	55-64	<5	M	731
Campbelltown (C) (SA)	55-64	5-14	F	1046
Campbelltown (C) (SA)	55-64	5-14	M	809
Campbelltown (C) (SA)	55-64	15-29	F	636
Campbelltown (C) (SA)	55-64	15-29	M	211
Campbelltown (C) (SA)	55-64	30+	F	440
Campbelltown (C) (SA)	55-64	30+	M	92
Campbelltown (C) (SA)	65-74		F	179
Campbelltown (C) (SA)	65-74		M	120
Campbelltown (C) (SA)	65-74	0	F	573
Campbelltown (C) (SA)	65-74	0	M	547
Campbelltown (C) (SA)	65-74	<5	F	180
Campbelltown (C) (SA)	65-74	<5	M	408
Campbelltown (C) (SA)	65-74	5-14	F	637
Campbelltown (C) (SA)	65-74	5-14	M	649
Campbelltown (C) (SA)	65-74	15-29	F	652
Campbelltown (C) (SA)	65-74	15-29	M	267
Campbelltown (C) (SA)	65-74	30+	F	576
Campbelltown (C) (SA)	65-74	30+	M	135
Campbelltown (C) (SA)	75-84		F	215
Campbelltown (C) (SA)	75-84		M	168
Campbelltown (C) (SA)	75-84	0	F	611
Campbelltown (C) (SA)	75-84	0	M	534
Campbelltown (C) (SA)	75-84	<5	F	168
Campbelltown (C) (SA)	75-84	<5	M	255
Campbelltown (C) (SA)	75-84	5-14	F	393
Campbelltown (C) (SA)	75-84	5-14	M	414
Campbelltown (C) (SA)	75-84	15-29	F	416
Campbelltown (C) (SA)	75-84	15-29	M	234
Campbelltown (C) (SA)	75-84	30+	F	298
Campbelltown (C) (SA)	75-84	30+	M	145
Campbelltown (C) (SA)	85+		F	107
Campbelltown (C) (SA)	85+		M	76
Campbelltown (C) (SA)	85+	0	F	571
Campbelltown (C) (SA)	85+	0	M	302
Campbelltown (C) (SA)	85+	<5	F	96
Campbelltown (C) (SA)	85+	<5	M	81
Campbelltown (C) (SA)	85+	5-14	F	133
Campbelltown (C) (SA)	85+	5-14	M	100
Campbelltown (C) (SA)	85+	15-29	F	79
Campbelltown (C) (SA)	85+	15-29	M	37
Campbelltown (C) (SA)	85+	30+	F	53
Campbelltown (C) (SA)	85+	30+	M	30
Ceduna (DC)	15-19		F	20
Ceduna (DC)	15-19		M	24
Ceduna (DC)	15-19	0	F	30
Ceduna (DC)	15-19	0	M	36
Ceduna (DC)	15-19	<5	F	41
Ceduna (DC)	15-19	<5	M	44
Ceduna (DC)	15-19	5-14	F	6
Ceduna (DC)	15-19	5-14	M	7
Ceduna (DC)	20-24		F	13
Ceduna (DC)	20-24		M	19
Ceduna (DC)	20-24	0	F	9
Ceduna (DC)	20-24	0	M	25
Ceduna (DC)	20-24	<5	F	25
Ceduna (DC)	20-24	<5	M	39
Ceduna (DC)	20-24	5-14	F	34
Ceduna (DC)	20-24	5-14	M	26
Ceduna (DC)	20-24	15-29	F	9
Ceduna (DC)	20-24	15-29	M	3
Ceduna (DC)	20-24	30+	F	8
Ceduna (DC)	25-34		F	35
Ceduna (DC)	25-34		M	33
Ceduna (DC)	25-34	0	F	24
Ceduna (DC)	25-34	0	M	28
Ceduna (DC)	25-34	<5	F	36
Ceduna (DC)	25-34	<5	M	54
Ceduna (DC)	25-34	5-14	F	70
Ceduna (DC)	25-34	5-14	M	56
Ceduna (DC)	25-34	15-29	F	29
Ceduna (DC)	25-34	15-29	M	10
Ceduna (DC)	25-34	30+	F	33
Ceduna (DC)	25-34	30+	M	3
Ceduna (DC)	35-44		F	37
Ceduna (DC)	35-44		M	33
Ceduna (DC)	35-44	0	F	18
Ceduna (DC)	35-44	0	M	25
Ceduna (DC)	35-44	<5	F	24
Ceduna (DC)	35-44	<5	M	47
Ceduna (DC)	35-44	5-14	F	63
Ceduna (DC)	35-44	5-14	M	65
Ceduna (DC)	35-44	15-29	F	53
Ceduna (DC)	35-44	15-29	M	20
Ceduna (DC)	35-44	30+	F	27
Ceduna (DC)	35-44	30+	M	10
Ceduna (DC)	45-54		F	34
Ceduna (DC)	45-54		M	27
Ceduna (DC)	45-54	0	F	28
Ceduna (DC)	45-54	0	M	44
Ceduna (DC)	45-54	<5	F	15
Ceduna (DC)	45-54	<5	M	60
Ceduna (DC)	45-54	5-14	F	75
Ceduna (DC)	45-54	5-14	M	52
Ceduna (DC)	45-54	15-29	F	46
Ceduna (DC)	45-54	15-29	M	11
Ceduna (DC)	45-54	30+	F	26
Ceduna (DC)	45-54	30+	M	6
Ceduna (DC)	55-64		F	36
Ceduna (DC)	55-64		M	35
Ceduna (DC)	55-64	0	F	44
Ceduna (DC)	55-64	0	M	61
Ceduna (DC)	55-64	<5	F	22
Ceduna (DC)	55-64	<5	M	51
Ceduna (DC)	55-64	5-14	F	65
Ceduna (DC)	55-64	5-14	M	58
Ceduna (DC)	55-64	15-29	F	45
Ceduna (DC)	55-64	15-29	M	29
Ceduna (DC)	55-64	30+	F	36
Ceduna (DC)	55-64	30+	M	8
Ceduna (DC)	65-74		F	20
Ceduna (DC)	65-74		M	27
Ceduna (DC)	65-74	0	F	38
Ceduna (DC)	65-74	0	M	43
Ceduna (DC)	65-74	<5	F	8
Ceduna (DC)	65-74	<5	M	26
Ceduna (DC)	65-74	5-14	F	31
Ceduna (DC)	65-74	5-14	M	61
Ceduna (DC)	65-74	15-29	F	25
Ceduna (DC)	65-74	15-29	M	22
Ceduna (DC)	65-74	30+	F	39
Ceduna (DC)	65-74	30+	M	12
Ceduna (DC)	75-84		F	20
Ceduna (DC)	75-84		M	12
Ceduna (DC)	75-84	0	F	12
Ceduna (DC)	75-84	0	M	12
Ceduna (DC)	75-84	<5	F	3
Ceduna (DC)	75-84	<5	M	4
Ceduna (DC)	75-84	5-14	F	15
Ceduna (DC)	75-84	5-14	M	10
Ceduna (DC)	75-84	15-29	F	10
Ceduna (DC)	75-84	15-29	M	7
Ceduna (DC)	75-84	30+	F	14
Ceduna (DC)	75-84	30+	M	13
Ceduna (DC)	85+		F	21
Ceduna (DC)	85+		M	9
Ceduna (DC)	85+	0	F	12
Ceduna (DC)	85+	0	M	4
Ceduna (DC)	85+	<5	F	3
Ceduna (DC)	85+	<5	M	4
Ceduna (DC)	85+	5-14	F	4
Ceduna (DC)	85+	15-29	F	3
Ceduna (DC)	85+	30+	F	5
Charles Sturt (C)	15-19		F	195
Charles Sturt (C)	15-19		M	237
Charles Sturt (C)	15-19	0	F	1097
Charles Sturt (C)	15-19	0	M	1375
Charles Sturt (C)	15-19	<5	F	1380
Charles Sturt (C)	15-19	<5	M	1329
Charles Sturt (C)	15-19	5-14	F	336
Charles Sturt (C)	15-19	5-14	M	229
Charles Sturt (C)	15-19	15-29	F	42
Charles Sturt (C)	15-19	15-29	M	30
Charles Sturt (C)	15-19	30+	F	18
Charles Sturt (C)	15-19	30+	M	6
Charles Sturt (C)	20-24		F	220
Charles Sturt (C)	20-24		M	236
Charles Sturt (C)	20-24	0	F	931
Charles Sturt (C)	20-24	0	M	1518
Charles Sturt (C)	20-24	<5	F	1456
Charles Sturt (C)	20-24	<5	M	1409
Charles Sturt (C)	20-24	5-14	F	822
Charles Sturt (C)	20-24	5-14	M	629
Charles Sturt (C)	20-24	15-29	F	137
Charles Sturt (C)	20-24	15-29	M	64
Charles Sturt (C)	20-24	30+	F	79
Charles Sturt (C)	20-24	30+	M	33
Charles Sturt (C)	25-34		F	429
Charles Sturt (C)	25-34		M	470
Charles Sturt (C)	25-34	0	F	1078
Charles Sturt (C)	25-34	0	M	1971
Charles Sturt (C)	25-34	<5	F	1819
Charles Sturt (C)	25-34	<5	M	2833
Charles Sturt (C)	25-34	5-14	F	2610
Charles Sturt (C)	25-34	5-14	M	2090
Charles Sturt (C)	25-34	15-29	F	885
Charles Sturt (C)	25-34	15-29	M	328
Charles Sturt (C)	25-34	30+	F	1012
Charles Sturt (C)	25-34	30+	M	129
Charles Sturt (C)	35-44		F	364
Charles Sturt (C)	35-44		M	448
Charles Sturt (C)	35-44	0	F	732
Charles Sturt (C)	35-44	0	M	1347
Charles Sturt (C)	35-44	<5	F	909
Charles Sturt (C)	35-44	<5	M	2117
Charles Sturt (C)	35-44	5-14	F	2313
Charles Sturt (C)	35-44	5-14	M	2394
Charles Sturt (C)	35-44	15-29	F	1411
Charles Sturt (C)	35-44	15-29	M	597
Charles Sturt (C)	35-44	30+	F	1331
Charles Sturt (C)	35-44	30+	M	199
Charles Sturt (C)	45-54		F	404
Charles Sturt (C)	45-54		M	479
Charles Sturt (C)	45-54	0	F	991
Charles Sturt (C)	45-54	0	M	1707
Charles Sturt (C)	45-54	<5	F	976
Charles Sturt (C)	45-54	<5	M	2150
Charles Sturt (C)	45-54	5-14	F	2884
Charles Sturt (C)	45-54	5-14	M	2580
Charles Sturt (C)	45-54	15-29	F	1674
Charles Sturt (C)	45-54	15-29	M	585
Charles Sturt (C)	45-54	30+	F	995
Charles Sturt (C)	45-54	30+	M	256
Charles Sturt (C)	55-64		F	404
Charles Sturt (C)	55-64		M	404
Charles Sturt (C)	55-64	0	F	1128
Charles Sturt (C)	55-64	0	M	1643
Charles Sturt (C)	55-64	<5	F	877
Charles Sturt (C)	55-64	<5	M	1662
Charles Sturt (C)	55-64	5-14	F	2407
Charles Sturt (C)	55-64	5-14	M	2058
Charles Sturt (C)	55-64	15-29	F	1504
Charles Sturt (C)	55-64	15-29	M	576
Charles Sturt (C)	55-64	30+	F	950
Charles Sturt (C)	55-64	30+	M	286
Charles Sturt (C)	65-74		F	440
Charles Sturt (C)	65-74		M	420
Charles Sturt (C)	65-74	0	F	1266
Charles Sturt (C)	65-74	0	M	1459
Charles Sturt (C)	65-74	<5	F	443
Charles Sturt (C)	65-74	<5	M	872
Charles Sturt (C)	65-74	5-14	F	1195
Charles Sturt (C)	65-74	5-14	M	1326
Charles Sturt (C)	65-74	15-29	F	1246
Charles Sturt (C)	65-74	15-29	M	613
Charles Sturt (C)	65-74	30+	F	1027
Charles Sturt (C)	65-74	30+	M	335
Charles Sturt (C)	75-84		F	452
Charles Sturt (C)	75-84		M	306
Charles Sturt (C)	75-84	0	F	1249
Charles Sturt (C)	75-84	0	M	1041
Charles Sturt (C)	75-84	<5	F	359
Charles Sturt (C)	75-84	<5	M	472
Charles Sturt (C)	75-84	5-14	F	719
Charles Sturt (C)	75-84	5-14	M	637
Charles Sturt (C)	75-84	15-29	F	621
Charles Sturt (C)	75-84	15-29	M	361
Charles Sturt (C)	75-84	30+	F	529
Charles Sturt (C)	75-84	30+	M	217
Charles Sturt (C)	85+		F	299
Charles Sturt (C)	85+		M	183
Charles Sturt (C)	85+	0	F	1207
Charles Sturt (C)	85+	0	M	640
Charles Sturt (C)	85+	<5	F	253
Charles Sturt (C)	85+	<5	M	148
Charles Sturt (C)	85+	5-14	F	277
Charles Sturt (C)	85+	5-14	M	178
Charles Sturt (C)	85+	15-29	F	172
Charles Sturt (C)	85+	15-29	M	86
Charles Sturt (C)	85+	30+	F	114
Charles Sturt (C)	85+	30+	M	81
Clare and Gilbert Valleys (DC)	15-19		F	24
Clare and Gilbert Valleys (DC)	15-19		M	22
