LGA_NAME16	EduInstitutionType	Sex	students
Shoalhaven (C)	Infants/Primary	M	3734
Shoalhaven (C)	Pre-school	F	866
Shoalhaven (C)	Pre-school	M	931
Shoalhaven (C)	Secondary	F	2700
Shoalhaven (C)	Secondary	M	2719
Shoalhaven (C)	Technical or Further Educational Institution	F	920
Shoalhaven (C)	Technical or Further Educational Institution	M	730
Shoalhaven (C)	University or other tertiary	F	1224
Shoalhaven (C)	University or other tertiary	M	610
Singleton (A)		F	989
Singleton (A)		M	991
Singleton (A)	Infants/Primary	F	1060
Singleton (A)	Infants/Primary	M	1042
Singleton (A)	Pre-school	F	235
Singleton (A)	Pre-school	M	241
Singleton (A)	Secondary	F	816
Singleton (A)	Secondary	M	816
Singleton (A)	Technical or Further Educational Institution	F	269
Singleton (A)	Technical or Further Educational Institution	M	210
Singleton (A)	University or other tertiary	F	304
Singleton (A)	University or other tertiary	M	188
Snowy Monaro Regional (A)		F	1044
Snowy Monaro Regional (A)		M	1241
Snowy Monaro Regional (A)	Infants/Primary	F	763
Snowy Monaro Regional (A)	Infants/Primary	M	858
Snowy Monaro Regional (A)	Pre-school	F	127
Snowy Monaro Regional (A)	Pre-school	M	174
Snowy Monaro Regional (A)	Secondary	F	574
Snowy Monaro Regional (A)	Secondary	M	599
Snowy Monaro Regional (A)	Technical or Further Educational Institution	F	222
Snowy Monaro Regional (A)	Technical or Further Educational Institution	M	166
Snowy Monaro Regional (A)	University or other tertiary	F	284
Snowy Monaro Regional (A)	University or other tertiary	M	135
Snowy Valleys (A)		F	759
Snowy Valleys (A)		M	891
Snowy Valleys (A)	Infants/Primary	F	569
Snowy Valleys (A)	Infants/Primary	M	595
Snowy Valleys (A)	Pre-school	F	126
Snowy Valleys (A)	Pre-school	M	118
Snowy Valleys (A)	Secondary	F	402
Snowy Valleys (A)	Secondary	M	407
Snowy Valleys (A)	Technical or Further Educational Institution	F	166
Snowy Valleys (A)	Technical or Further Educational Institution	M	114
Snowy Valleys (A)	University or other tertiary	F	133
Snowy Valleys (A)	University or other tertiary	M	53
Strathfield (A)		F	1680
Strathfield (A)		M	1834
Strathfield (A)	Infants/Primary	F	1231
Strathfield (A)	Infants/Primary	M	1261
Strathfield (A)	Pre-school	F	263
Strathfield (A)	Pre-school	M	288
Strathfield (A)	Secondary	F	1216
Strathfield (A)	Secondary	M	1212
Strathfield (A)	Technical or Further Educational Institution	F	448
Strathfield (A)	Technical or Further Educational Institution	M	393
Strathfield (A)	University or other tertiary	F	1737
Strathfield (A)	University or other tertiary	M	1891
Sutherland Shire (A)		F	5645
Sutherland Shire (A)		M	5031
Sutherland Shire (A)	Infants/Primary	F	9163
Sutherland Shire (A)	Infants/Primary	M	9802
Sutherland Shire (A)	Pre-school	F	2081
Sutherland Shire (A)	Pre-school	M	2378
Sutherland Shire (A)	Secondary	F	7327
Sutherland Shire (A)	Secondary	M	7389
Sutherland Shire (A)	Technical or Further Educational Institution	F	1767
Sutherland Shire (A)	Technical or Further Educational Institution	M	2035
Sutherland Shire (A)	University or other tertiary	F	5507
Sutherland Shire (A)	University or other tertiary	M	4028
Sydney (C)		F	15852
Sydney (C)		M	17578
Sydney (C)	Infants/Primary	F	2250
Sydney (C)	Infants/Primary	M	2261
Sydney (C)	Pre-school	F	662
Sydney (C)	Pre-school	M	705
Sydney (C)	Secondary	F	1918
Sydney (C)	Secondary	M	1699
Sydney (C)	Technical or Further Educational Institution	F	3171
Sydney (C)	Technical or Further Educational Institution	M	2669
Sydney (C)	University or other tertiary	F	16023
Sydney (C)	University or other tertiary	M	13177
Tamworth Regional (A)		F	2782
Tamworth Regional (A)		M	2697
Tamworth Regional (A)	Infants/Primary	F	2561
Tamworth Regional (A)	Infants/Primary	M	2738
Tamworth Regional (A)	Pre-school	F	587
Tamworth Regional (A)	Pre-school	M	614
Tamworth Regional (A)	Secondary	F	2016
Tamworth Regional (A)	Secondary	M	1967
Tamworth Regional (A)	Technical or Further Educational Institution	F	673
Tamworth Regional (A)	Technical or Further Educational Institution	M	494
Tamworth Regional (A)	University or other tertiary	F	730
Tamworth Regional (A)	University or other tertiary	M	337
Temora (A)		F	225
Temora (A)		M	239
Temora (A)	Infants/Primary	F	251
Temora (A)	Infants/Primary	M	289
Temora (A)	Pre-school	F	65
Temora (A)	Pre-school	M	75
Temora (A)	Secondary	F	202
Temora (A)	Secondary	M	196
Temora (A)	Technical or Further Educational Institution	F	60
Temora (A)	Technical or Further Educational Institution	M	44
Temora (A)	University or other tertiary	F	46
Temora (A)	University or other tertiary	M	29
Tenterfield (A)		F	464
Tenterfield (A)		M	420
Tenterfield (A)	Infants/Primary	F	253
Tenterfield (A)	Infants/Primary	M	221
Tenterfield (A)	Pre-school	F	36
Tenterfield (A)	Pre-school	M	53
Tenterfield (A)	Secondary	F	166
Tenterfield (A)	Secondary	M	180
Tenterfield (A)	Technical or Further Educational Institution	F	62
Tenterfield (A)	Technical or Further Educational Institution	M	28
Tenterfield (A)	University or other tertiary	F	55
Tenterfield (A)	University or other tertiary	M	30
The Hills Shire (A)		F	3472
The Hills Shire (A)		M	3014
The Hills Shire (A)	Infants/Primary	F	7893
The Hills Shire (A)	Infants/Primary	M	8357
The Hills Shire (A)	Pre-school	F	1627
The Hills Shire (A)	Pre-school	M	1732
The Hills Shire (A)	Secondary	F	6294
The Hills Shire (A)	Secondary	M	6606
The Hills Shire (A)	Technical or Further Educational Institution	F	1323
The Hills Shire (A)	Technical or Further Educational Institution	M	1263
The Hills Shire (A)	University or other tertiary	F	4785
The Hills Shire (A)	University or other tertiary	M	4337
Tweed (A)		F	4318
Tweed (A)		M	3893
Tweed (A)	Infants/Primary	F	3360
Tweed (A)	Infants/Primary	M	3531
Tweed (A)	Pre-school	F	572
Tweed (A)	Pre-school	M	702
Tweed (A)	Secondary	F	2704
Tweed (A)	Secondary	M	2593
Tweed (A)	Technical or Further Educational Institution	F	1000
Tweed (A)	Technical or Further Educational Institution	M	654
Tweed (A)	University or other tertiary	F	1502
Tweed (A)	University or other tertiary	M	818
Upper Hunter Shire (A)		F	766
Upper Hunter Shire (A)		M	691
Upper Hunter Shire (A)	Infants/Primary	F	672
Upper Hunter Shire (A)	Infants/Primary	M	670
Upper Hunter Shire (A)	Pre-school	F	148
Upper Hunter Shire (A)	Pre-school	M	159
Upper Hunter Shire (A)	Secondary	F	443
Upper Hunter Shire (A)	Secondary	M	414
Upper Hunter Shire (A)	Technical or Further Educational Institution	F	154
Upper Hunter Shire (A)	Technical or Further Educational Institution	M	100
Upper Hunter Shire (A)	University or other tertiary	F	127
Upper Hunter Shire (A)	University or other tertiary	M	64
Upper Lachlan Shire (A)		F	336
Upper Lachlan Shire (A)		M	378
Upper Lachlan Shire (A)	Infants/Primary	F	286
Upper Lachlan Shire (A)	Infants/Primary	M	284
Upper Lachlan Shire (A)	Pre-school	F	59
Upper Lachlan Shire (A)	Pre-school	M	75
Upper Lachlan Shire (A)	Secondary	F	224
Upper Lachlan Shire (A)	Secondary	M	191
Upper Lachlan Shire (A)	Technical or Further Educational Institution	F	79
Upper Lachlan Shire (A)	Technical or Further Educational Institution	M	65
Upper Lachlan Shire (A)	University or other tertiary	F	87
Upper Lachlan Shire (A)	University or other tertiary	M	43
Uralla (A)		F	278
Uralla (A)		M	255
Uralla (A)	Infants/Primary	F	276
Uralla (A)	Infants/Primary	M	275
Uralla (A)	Pre-school	F	53
Uralla (A)	Pre-school	M	57
Uralla (A)	Secondary	F	205
Uralla (A)	Secondary	M	197
Uralla (A)	Technical or Further Educational Institution	F	58
Uralla (A)	Technical or Further Educational Institution	M	30
Uralla (A)	University or other tertiary	F	126
Uralla (A)	University or other tertiary	M	43
Wagga Wagga (C)		F	2243
Wagga Wagga (C)		M	2264
Wagga Wagga (C)	Infants/Primary	F	2732
Wagga Wagga (C)	Infants/Primary	M	2854
Wagga Wagga (C)	Pre-school	F	545
Wagga Wagga (C)	Pre-school	M	649
Wagga Wagga (C)	Secondary	F	2096
Wagga Wagga (C)	Secondary	M	2100
Wagga Wagga (C)	Technical or Further Educational Institution	F	805
Wagga Wagga (C)	Technical or Further Educational Institution	M	768
Wagga Wagga (C)	University or other tertiary	F	2027
Wagga Wagga (C)	University or other tertiary	M	988
Walcha (A)		F	184
Walcha (A)		M	178
Walcha (A)	Infants/Primary	F	109
Walcha (A)	Infants/Primary	M	115
Walcha (A)	Pre-school	F	25
Walcha (A)	Pre-school	M	24
Walcha (A)	Secondary	F	89
Walcha (A)	Secondary	M	77
Walcha (A)	Technical or Further Educational Institution	F	29
Walcha (A)	Technical or Further Educational Institution	M	18
Walcha (A)	University or other tertiary	F	30
Walcha (A)	University or other tertiary	M	17
Walgett (A)		F	417
Walgett (A)		M	461
Walgett (A)	Infants/Primary	F	256
Walgett (A)	Infants/Primary	M	267
Walgett (A)	Pre-school	F	76
Walgett (A)	Pre-school	M	70
Walgett (A)	Secondary	F	105
Walgett (A)	Secondary	M	130
Walgett (A)	Technical or Further Educational Institution	F	63
Walgett (A)	Technical or Further Educational Institution	M	34
Walgett (A)	University or other tertiary	F	44
Walgett (A)	University or other tertiary	M	14
Warren (A)		F	174
Warren (A)		M	154
Warren (A)	Infants/Primary	F	127
Warren (A)	Infants/Primary	M	108
Warren (A)	Pre-school	F	41
Warren (A)	Pre-school	M	41
Warren (A)	Secondary	F	66
Warren (A)	Secondary	M	68
Warren (A)	Technical or Further Educational Institution	F	29
Warren (A)	Technical or Further Educational Institution	M	7
Warren (A)	University or other tertiary	F	31
Warren (A)	University or other tertiary	M	13
Warrumbungle Shire (A)		F	595
Warrumbungle Shire (A)		M	582
Warrumbungle Shire (A)	Infants/Primary	F	385
Warrumbungle Shire (A)	Infants/Primary	M	366
Warrumbungle Shire (A)	Pre-school	F	66
Warrumbungle Shire (A)	Pre-school	M	75
Warrumbungle Shire (A)	Secondary	F	268
Warrumbungle Shire (A)	Secondary	M	301
Warrumbungle Shire (A)	Technical or Further Educational Institution	F	106
Warrumbungle Shire (A)	Technical or Further Educational Institution	M	43
Warrumbungle Shire (A)	University or other tertiary	F	96
Warrumbungle Shire (A)	University or other tertiary	M	33
Waverley (A)		F	4274
Waverley (A)		M	3978
Waverley (A)	Infants/Primary	F	2134
Waverley (A)	Infants/Primary	M	2224
Waverley (A)	Pre-school	F	590
Waverley (A)	Pre-school	M	694
Waverley (A)	Secondary	F	1432
Waverley (A)	Secondary	M	1435
Waverley (A)	Technical or Further Educational Institution	F	637
Waverley (A)	Technical or Further Educational Institution	M	507
Waverley (A)	University or other tertiary	F	1940
Waverley (A)	University or other tertiary	M	1502
Weddin (A)		F	215
Weddin (A)		M	182
Weddin (A)	Infants/Primary	F	136
Weddin (A)	Infants/Primary	M	160
Weddin (A)	Pre-school	F	29
Weddin (A)	Pre-school	M	36
Weddin (A)	Secondary	F	99
Weddin (A)	Secondary	M	76
Weddin (A)	Technical or Further Educational Institution	F	30
Weddin (A)	Technical or Further Educational Institution	M	10
Weddin (A)	University or other tertiary	F	26
Weddin (A)	University or other tertiary	M	17
Wentworth (A)		F	390
Wentworth (A)		M	437
Wentworth (A)	Infants/Primary	F	260
Wentworth (A)	Infants/Primary	M	286
Wentworth (A)	Pre-school	F	58
Wentworth (A)	Pre-school	M	69
Wentworth (A)	Secondary	F	196
Wentworth (A)	Secondary	M	185
Wentworth (A)	Technical or Further Educational Institution	F	60
Wentworth (A)	Technical or Further Educational Institution	M	41
Wentworth (A)	University or other tertiary	F	77
Wentworth (A)	University or other tertiary	M	16
Western Plains Regional (A)		F	2429
Western Plains Regional (A)		M	2793
Western Plains Regional (A)	Infants/Primary	F	2112
Western Plains Regional (A)	Infants/Primary	M	2317
Western Plains Regional (A)	Pre-school	F	530
Western Plains Regional (A)	Pre-school	M	535
Western Plains Regional (A)	Secondary	F	1561
Western Plains Regional (A)	Secondary	M	1532
Western Plains Regional (A)	Technical or Further Educational Institution	F	668
Western Plains Regional (A)	Technical or Further Educational Institution	M	504
Western Plains Regional (A)	University or other tertiary	F	673
Western Plains Regional (A)	University or other tertiary	M	323
Willoughby (C)		F	2505
Willoughby (C)		M	2114
Willoughby (C)	Infants/Primary	F	3229
Willoughby (C)	Infants/Primary	M	3451
Willoughby (C)	Pre-school	F	755
Willoughby (C)	Pre-school	M	814
Willoughby (C)	Secondary	F	2256
Willoughby (C)	Secondary	M	2317
Willoughby (C)	Technical or Further Educational Institution	F	714
Willoughby (C)	Technical or Further Educational Institution	M	454
Willoughby (C)	University or other tertiary	F	2879
Willoughby (C)	University or other tertiary	M	2487
Wingecarribee (A)		F	2047
Wingecarribee (A)		M	1803
Wingecarribee (A)	Infants/Primary	F	1910
Wingecarribee (A)	Infants/Primary	M	1966
Wingecarribee (A)	Pre-school	F	372
Wingecarribee (A)	Pre-school	M	453
Wingecarribee (A)	Secondary	F	1769
Wingecarribee (A)	Secondary	M	1586
Wingecarribee (A)	Technical or Further Educational Institution	F	409
Wingecarribee (A)	Technical or Further Educational Institution	M	362
Wingecarribee (A)	University or other tertiary	F	696
Wingecarribee (A)	University or other tertiary	M	372
Wollondilly (A)		F	1602
Wollondilly (A)		M	1530
Wollondilly (A)	Infants/Primary	F	2382
Wollondilly (A)	Infants/Primary	M	2529
Wollondilly (A)	Pre-school	F	536
Wollondilly (A)	Pre-school	M	567
Wollondilly (A)	Secondary	F	1756
Wollondilly (A)	Secondary	M	1820
Wollondilly (A)	Technical or Further Educational Institution	F	401
Wollondilly (A)	Technical or Further Educational Institution	M	471
Wollondilly (A)	University or other tertiary	F	949
Wollondilly (A)	University or other tertiary	M	507
Wollongong (C)		F	6837
Wollongong (C)		M	6353
Wollongong (C)	Infants/Primary	F	8036
Wollongong (C)	Infants/Primary	M	8373
Wollongong (C)	Pre-school	F	1946
Wollongong (C)	Pre-school	M	2091
Wollongong (C)	Secondary	F	6281
Wollongong (C)	Secondary	M	6417
Wollongong (C)	Technical or Further Educational Institution	F	2028
Wollongong (C)	Technical or Further Educational Institution	M	1998
Wollongong (C)	University or other tertiary	F	7007
Wollongong (C)	University or other tertiary	M	6745
Woollahra (A)		F	3037
Woollahra (A)		M	2447
Woollahra (A)	Infants/Primary	F	1828
Woollahra (A)	Infants/Primary	M	1832
Woollahra (A)	Pre-school	F	412
Woollahra (A)	Pre-school	M	465
Woollahra (A)	Secondary	F	1619
Woollahra (A)	Secondary	M	1538
Woollahra (A)	Technical or Further Educational Institution	F	292
Woollahra (A)	Technical or Further Educational Institution	M	201
Woollahra (A)	University or other tertiary	F	1846
Woollahra (A)	University or other tertiary	M	1365
Yass Valley (A)		F	717
Yass Valley (A)		M	642
Yass Valley (A)	Infants/Primary	F	762
Yass Valley (A)	Infants/Primary	M	798
Yass Valley (A)	Pre-school	F	136
Yass Valley (A)	Pre-school	M	167
Yass Valley (A)	Secondary	F	628
Yass Valley (A)	Secondary	M	593
Yass Valley (A)	Technical or Further Educational Institution	F	171
Yass Valley (A)	Technical or Further Educational Institution	M	123
Yass Valley (A)	University or other tertiary	F	339
Yass Valley (A)	University or other tertiary	M	184
Unincorporated NSW		F	49
Unincorporated NSW		M	76
Unincorporated NSW	Infants/Primary	F	38
Unincorporated NSW	Infants/Primary	M	45
Unincorporated NSW	Pre-school	F	6
Unincorporated NSW	Pre-school	M	8
Unincorporated NSW	Secondary	F	9
Unincorporated NSW	Secondary	M	9
Unincorporated NSW	Technical or Further Educational Institution	F	7
Unincorporated NSW	University or other tertiary	F	12
Unincorporated NSW	University or other tertiary	M	4
No usual address (NSW)		F	1198
No usual address (NSW)		M	2294
No usual address (NSW)	Infants/Primary	F	131
No usual address (NSW)	Infants/Primary	M	107
No usual address (NSW)	Pre-school	F	19
No usual address (NSW)	Pre-school	M	32
No usual address (NSW)	Secondary	F	61
No usual address (NSW)	Secondary	M	78
No usual address (NSW)	Technical or Further Educational Institution	F	118
No usual address (NSW)	Technical or Further Educational Institution	M	97
No usual address (NSW)	University or other tertiary	F	255
No usual address (NSW)	University or other tertiary	M	215
Migratory - Offshore - Shipping (NSW)		F	36
Migratory - Offshore - Shipping (NSW)		M	21
Migratory - Offshore - Shipping (NSW)	Infants/Primary	F	7
Migratory - Offshore - Shipping (NSW)	Infants/Primary	M	3
Migratory - Offshore - Shipping (NSW)	Secondary	F	14
Migratory - Offshore - Shipping (NSW)	Secondary	M	4
Migratory - Offshore - Shipping (NSW)	University or other tertiary	F	3
Alpine (S)		F	640
Alpine (S)		M	590
Alpine (S)	Infants/Primary	F	448
Alpine (S)	Infants/Primary	M	493
Alpine (S)	Pre-school	F	77
Alpine (S)	Pre-school	M	84
Alpine (S)	Secondary	F	372
Alpine (S)	Secondary	M	349
Alpine (S)	Technical or Further Educational Institution	F	92
Alpine (S)	Technical or Further Educational Institution	M	77
Alpine (S)	University or other tertiary	F	104
Alpine (S)	University or other tertiary	M	52
Ararat (RC)		F	513
Ararat (RC)		M	1164
Ararat (RC)	Infants/Primary	F	410
Ararat (RC)	Infants/Primary	M	403
Ararat (RC)	Pre-school	F	76
Ararat (RC)	Pre-school	M	75
Ararat (RC)	Secondary	F	309
Ararat (RC)	Secondary	M	286
Ararat (RC)	Technical or Further Educational Institution	F	53
Ararat (RC)	Technical or Further Educational Institution	M	41
Ararat (RC)	University or other tertiary	F	118
Ararat (RC)	University or other tertiary	M	53
Ballarat (C)		F	4098
Ballarat (C)		M	3627
Ballarat (C)	Infants/Primary	F	4208
Ballarat (C)	Infants/Primary	M	4375
Ballarat (C)	Pre-school	F	857
Ballarat (C)	Pre-school	M	878
Ballarat (C)	Secondary	F	3270
Ballarat (C)	Secondary	M	3320
Ballarat (C)	Technical or Further Educational Institution	F	739
Ballarat (C)	Technical or Further Educational Institution	M	695
Ballarat (C)	University or other tertiary	F	3012
Ballarat (C)	University or other tertiary	M	2070
Banyule (C)		F	3934
Banyule (C)		M	3376
Banyule (C)	Infants/Primary	F	4761
Banyule (C)	Infants/Primary	M	5006
Banyule (C)	Pre-school	F	1115
Banyule (C)	Pre-school	M	1097
Banyule (C)	Secondary	F	3591
Banyule (C)	Secondary	M	3813
Banyule (C)	Technical or Further Educational Institution	F	855
Banyule (C)	Technical or Further Educational Institution	M	945
Banyule (C)	University or other tertiary	F	3803
Banyule (C)	University or other tertiary	M	3207
Bass Coast (S)		F	1591
Bass Coast (S)		M	1441
Bass Coast (S)	Infants/Primary	F	1177
Bass Coast (S)	Infants/Primary	M	1182
Bass Coast (S)	Pre-school	F	217
Bass Coast (S)	Pre-school	M	243
Bass Coast (S)	Secondary	F	891
Bass Coast (S)	Secondary	M	852
Bass Coast (S)	Technical or Further Educational Institution	F	238
Bass Coast (S)	Technical or Further Educational Institution	M	197
Bass Coast (S)	University or other tertiary	F	303
Bass Coast (S)	University or other tertiary	M	125
Baw Baw (S)		F	2161
Baw Baw (S)		M	1864
Baw Baw (S)	Infants/Primary	F	2051
Baw Baw (S)	Infants/Primary	M	2173
Baw Baw (S)	Pre-school	F	380
Baw Baw (S)	Pre-school	M	383
Baw Baw (S)	Secondary	F	1565
Baw Baw (S)	Secondary	M	1506
Baw Baw (S)	Technical or Further Educational Institution	F	470
Baw Baw (S)	Technical or Further Educational Institution	M	349
Baw Baw (S)	University or other tertiary	F	820
Baw Baw (S)	University or other tertiary	M	363
Bayside (C)		F	3350
Bayside (C)		M	2825
Bayside (C)	Infants/Primary	F	4545
Bayside (C)	Infants/Primary	M	4483
Bayside (C)	Pre-school	F	850
Bayside (C)	Pre-school	M	953
Bayside (C)	Secondary	F	3598
Bayside (C)	Secondary	M	3846
Bayside (C)	Technical or Further Educational Institution	F	449
Bayside (C)	Technical or Further Educational Institution	M	414
Bayside (C)	University or other tertiary	F	2767
Bayside (C)	University or other tertiary	M	2409
Benalla (RC)		F	695
Benalla (RC)		M	641
Benalla (RC)	Infants/Primary	F	427
Benalla (RC)	Infants/Primary	M	478
Benalla (RC)	Pre-school	F	80
Benalla (RC)	Pre-school	M	81
Benalla (RC)	Secondary	F	415
Benalla (RC)	Secondary	M	423
Benalla (RC)	Technical or Further Educational Institution	F	126
Benalla (RC)	Technical or Further Educational Institution	M	74
Benalla (RC)	University or other tertiary	F	112
Benalla (RC)	University or other tertiary	M	43
Boroondara (C)		F	5207
Boroondara (C)		M	4613
Boroondara (C)	Infants/Primary	F	6832
Boroondara (C)	Infants/Primary	M	7128
Boroondara (C)	Pre-school	F	1331
Boroondara (C)	Pre-school	M	1440
Boroondara (C)	Secondary	F	6580
Boroondara (C)	Secondary	M	6589
Boroondara (C)	Technical or Further Educational Institution	F	977
Boroondara (C)	Technical or Further Educational Institution	M	1030
Boroondara (C)	University or other tertiary	F	8089
Boroondara (C)	University or other tertiary	M	7673
Brimbank (C)		F	9164
Brimbank (C)		M	8649
Brimbank (C)	Infants/Primary	F	6972
Brimbank (C)	Infants/Primary	M	7367
Brimbank (C)	Pre-school	F	1247
Brimbank (C)	Pre-school	M	1342
Brimbank (C)	Secondary	F	6387
Brimbank (C)	Secondary	M	6133
Brimbank (C)	Technical or Further Educational Institution	F	1831
Brimbank (C)	Technical or Further Educational Institution	M	1887
Brimbank (C)	University or other tertiary	F	5312
Brimbank (C)	University or other tertiary	M	4944
Buloke (S)		F	327
Buloke (S)		M	325
Buloke (S)	Infants/Primary	F	238
Buloke (S)	Infants/Primary	M	258
Buloke (S)	Pre-school	F	28
Buloke (S)	Pre-school	M	38
Buloke (S)	Secondary	F	200
Buloke (S)	Secondary	M	227
Buloke (S)	Technical or Further Educational Institution	F	25
Buloke (S)	Technical or Further Educational Institution	M	18
Buloke (S)	University or other tertiary	F	47
Buloke (S)	University or other tertiary	M	25
Campaspe (S)		F	1836
Campaspe (S)		M	1652
Campaspe (S)	Infants/Primary	F	1412
Campaspe (S)	Infants/Primary	M	1513
Campaspe (S)	Pre-school	F	247
Campaspe (S)	Pre-school	M	260
Campaspe (S)	Secondary	F	1144
Campaspe (S)	Secondary	M	1236
Campaspe (S)	Technical or Further Educational Institution	F	290
Campaspe (S)	Technical or Further Educational Institution	M	236
Campaspe (S)	University or other tertiary	F	339
Campaspe (S)	University or other tertiary	M	127
Cardinia (S)		F	3581
Cardinia (S)		M	3245
Cardinia (S)	Infants/Primary	F	4560
Cardinia (S)	Infants/Primary	M	4687
Cardinia (S)	Pre-school	F	920
Cardinia (S)	Pre-school	M	1073
Cardinia (S)	Secondary	F	3239
Cardinia (S)	Secondary	M	3311
Cardinia (S)	Technical or Further Educational Institution	F	975
Cardinia (S)	Technical or Further Educational Institution	M	925
Cardinia (S)	University or other tertiary	F	1789
Cardinia (S)	University or other tertiary	M	1017
Casey (C)		F	11088
Casey (C)		M	10038
Casey (C)	Infants/Primary	F	14170
Casey (C)	Infants/Primary	M	14969
Casey (C)	Pre-school	F	2490
Casey (C)	Pre-school	M	2699
Casey (C)	Secondary	F	10970
Casey (C)	Secondary	M	11256
Casey (C)	Technical or Further Educational Institution	F	3318
Casey (C)	Technical or Further Educational Institution	M	3045
Casey (C)	University or other tertiary	F	6503
Casey (C)	University or other tertiary	M	4953
Central Goldfields (S)		F	621
Central Goldfields (S)		M	561
Central Goldfields (S)	Infants/Primary	F	433
Central Goldfields (S)	Infants/Primary	M	482
Central Goldfields (S)	Pre-school	F	86
Central Goldfields (S)	Pre-school	M	74
Central Goldfields (S)	Secondary	F	349
Central Goldfields (S)	Secondary	M	379
Central Goldfields (S)	Technical or Further Educational Institution	F	69
Central Goldfields (S)	Technical or Further Educational Institution	M	58
Central Goldfields (S)	University or other tertiary	F	102
Central Goldfields (S)	University or other tertiary	M	54
Colac-Otway (S)		F	912
Colac-Otway (S)		M	920
Colac-Otway (S)	Infants/Primary	F	782
Colac-Otway (S)	Infants/Primary	M	885
Colac-Otway (S)	Pre-school	F	161
Colac-Otway (S)	Pre-school	M	179
Colac-Otway (S)	Secondary	F	612
Colac-Otway (S)	Secondary	M	625
Colac-Otway (S)	Technical or Further Educational Institution	F	154
Colac-Otway (S)	Technical or Further Educational Institution	M	125
Colac-Otway (S)	University or other tertiary	F	196
Colac-Otway (S)	University or other tertiary	M	83
Corangamite (S)		F	789
Corangamite (S)		M	765
Corangamite (S)	Infants/Primary	F	622
Corangamite (S)	Infants/Primary	M	693
Corangamite (S)	Pre-school	F	115
Corangamite (S)	Pre-school	M	121
Corangamite (S)	Secondary	F	492
Corangamite (S)	Secondary	M	574
Corangamite (S)	Technical or Further Educational Institution	F	113
Corangamite (S)	Technical or Further Educational Institution	M	92
Corangamite (S)	University or other tertiary	F	145
Corangamite (S)	University or other tertiary	M	67
Darebin (C)		F	6671
Darebin (C)		M	5981
Darebin (C)	Infants/Primary	F	4781
Darebin (C)	Infants/Primary	M	5055
Darebin (C)	Pre-school	F	1035
Darebin (C)	Pre-school	M	1122
Darebin (C)	Secondary	F	3274
Darebin (C)	Secondary	M	3466
Darebin (C)	Technical or Further Educational Institution	F	1403
Darebin (C)	Technical or Further Educational Institution	M	1316
Darebin (C)	University or other tertiary	F	6930
Darebin (C)	University or other tertiary	M	5620
East Gippsland (S)		F	2492
East Gippsland (S)		M	2237
East Gippsland (S)	Infants/Primary	F	1528
East Gippsland (S)	Infants/Primary	M	1612
East Gippsland (S)	Pre-school	F	302
East Gippsland (S)	Pre-school	M	299
East Gippsland (S)	Secondary	F	1181
East Gippsland (S)	Secondary	M	1219
East Gippsland (S)	Technical or Further Educational Institution	F	380
East Gippsland (S)	Technical or Further Educational Institution	M	242
East Gippsland (S)	University or other tertiary	F	402
East Gippsland (S)	University or other tertiary	M	133
Frankston (C)		F	5523
Frankston (C)		M	4953
Frankston (C)	Infants/Primary	F	5248
Frankston (C)	Infants/Primary	M	5471
Frankston (C)	Pre-school	F	1097
Frankston (C)	Pre-school	M	1285
Frankston (C)	Secondary	F	3959
Frankston (C)	Secondary	M	4003
Frankston (C)	Technical or Further Educational Institution	F	1449
Frankston (C)	Technical or Further Educational Institution	M	1284
Frankston (C)	University or other tertiary	F	2677
Frankston (C)	University or other tertiary	M	1516
Gannawarra (S)		F	480
Gannawarra (S)		M	456
Gannawarra (S)	Infants/Primary	F	356
Gannawarra (S)	Infants/Primary	M	391
Gannawarra (S)	Pre-school	F	72
Gannawarra (S)	Pre-school	M	65
Gannawarra (S)	Secondary	F	337
Gannawarra (S)	Secondary	M	328
Gannawarra (S)	Technical or Further Educational Institution	F	54
Gannawarra (S)	Technical or Further Educational Institution	M	51
Gannawarra (S)	University or other tertiary	F	67
Gannawarra (S)	University or other tertiary	M	24
Glen Eira (C)		F	4478
Glen Eira (C)		M	4098
Glen Eira (C)	Infants/Primary	F	5673
Glen Eira (C)	Infants/Primary	M	6114
Glen Eira (C)	Pre-school	F	1279
Glen Eira (C)	Pre-school	M	1411
Glen Eira (C)	Secondary	F	4314
Glen Eira (C)	Secondary	M	4481
Glen Eira (C)	Technical or Further Educational Institution	F	989
Glen Eira (C)	Technical or Further Educational Institution	M	988
Glen Eira (C)	University or other tertiary	F	6016
Glen Eira (C)	University or other tertiary	M	5062
Glenelg (S)		F	1007
Glenelg (S)		M	984
Glenelg (S)	Infants/Primary	F	646
Glenelg (S)	Infants/Primary	M	730
Glenelg (S)	Pre-school	F	116
Glenelg (S)	Pre-school	M	122
Glenelg (S)	Secondary	F	619
Glenelg (S)	Secondary	M	605
Glenelg (S)	Technical or Further Educational Institution	F	154
Glenelg (S)	Technical or Further Educational Institution	M	99
Glenelg (S)	University or other tertiary	F	185
Glenelg (S)	University or other tertiary	M	78
Golden Plains (S)		F	801
Golden Plains (S)		M	770
Golden Plains (S)	Infants/Primary	F	1108
Golden Plains (S)	Infants/Primary	M	1197
Golden Plains (S)	Pre-school	F	192
Golden Plains (S)	Pre-school	M	225
Golden Plains (S)	Secondary	F	811
Golden Plains (S)	Secondary	M	852
