LGA_NAME16	EduInstitutionType	Sex	students
Inverell (A)	Technical or Further Educational Institution	F	188
Inverell (A)	Technical or Further Educational Institution	M	108
Inverell (A)	University or other tertiary	F	151
Inverell (A)	University or other tertiary	M	84
Junee (A)		F	303
Junee (A)		M	1155
Junee (A)	Infants/Primary	F	234
Junee (A)	Infants/Primary	M	257
Junee (A)	Pre-school	F	54
Junee (A)	Pre-school	M	46
Junee (A)	Secondary	F	148
Junee (A)	Secondary	M	155
Junee (A)	Technical or Further Educational Institution	F	59
Junee (A)	Technical or Further Educational Institution	M	41
Junee (A)	University or other tertiary	F	67
Junee (A)	University or other tertiary	M	31
Kempsey (A)		F	1680
Kempsey (A)		M	1958
Kempsey (A)	Infants/Primary	F	1086
Kempsey (A)	Infants/Primary	M	1089
Kempsey (A)	Pre-school	F	224
Kempsey (A)	Pre-school	M	268
Kempsey (A)	Secondary	F	784
Kempsey (A)	Secondary	M	847
Kempsey (A)	Technical or Further Educational Institution	F	289
Kempsey (A)	Technical or Further Educational Institution	M	167
Kempsey (A)	University or other tertiary	F	245
Kempsey (A)	University or other tertiary	M	96
Kiama (A)		F	852
Kiama (A)		M	763
Kiama (A)	Infants/Primary	F	764
Kiama (A)	Infants/Primary	M	835
Kiama (A)	Pre-school	F	186
Kiama (A)	Pre-school	M	225
Kiama (A)	Secondary	F	660
Kiama (A)	Secondary	M	699
Kiama (A)	Technical or Further Educational Institution	F	155
Kiama (A)	Technical or Further Educational Institution	M	218
Kiama (A)	University or other tertiary	F	477
Kiama (A)	University or other tertiary	M	296
Ku-ring-gai (A)		F	3126
Ku-ring-gai (A)		M	2545
Ku-ring-gai (A)	Infants/Primary	F	5724
Ku-ring-gai (A)	Infants/Primary	M	6200
Ku-ring-gai (A)	Pre-school	F	1092
Ku-ring-gai (A)	Pre-school	M	1208
Ku-ring-gai (A)	Secondary	F	5421
Ku-ring-gai (A)	Secondary	M	5622
Ku-ring-gai (A)	Technical or Further Educational Institution	F	762
Ku-ring-gai (A)	Technical or Further Educational Institution	M	577
Ku-ring-gai (A)	University or other tertiary	F	4391
Ku-ring-gai (A)	University or other tertiary	M	3782
Kyogle (A)		F	450
Kyogle (A)		M	488
Kyogle (A)	Infants/Primary	F	326
Kyogle (A)	Infants/Primary	M	343
Kyogle (A)	Pre-school	F	71
Kyogle (A)	Pre-school	M	63
Kyogle (A)	Secondary	F	288
Kyogle (A)	Secondary	M	248
Kyogle (A)	Technical or Further Educational Institution	F	102
Kyogle (A)	Technical or Further Educational Institution	M	57
Kyogle (A)	University or other tertiary	F	84
Kyogle (A)	University or other tertiary	M	49
Lachlan (A)		F	399
Lachlan (A)		M	400
Lachlan (A)	Infants/Primary	F	267
Lachlan (A)	Infants/Primary	M	281
Lachlan (A)	Pre-school	F	78
Lachlan (A)	Pre-school	M	71
Lachlan (A)	Secondary	F	166
Lachlan (A)	Secondary	M	137
Lachlan (A)	Technical or Further Educational Institution	F	51
Lachlan (A)	Technical or Further Educational Institution	M	23
Lachlan (A)	University or other tertiary	F	41
Lachlan (A)	University or other tertiary	M	27
Lake Macquarie (C)		F	6039
Lake Macquarie (C)		M	5259
Lake Macquarie (C)	Infants/Primary	F	7926
Lake Macquarie (C)	Infants/Primary	M	8373
Lake Macquarie (C)	Pre-school	F	1864
Lake Macquarie (C)	Pre-school	M	1973
Lake Macquarie (C)	Secondary	F	6266
Lake Macquarie (C)	Secondary	M	6418
Lake Macquarie (C)	Technical or Further Educational Institution	F	1939
Lake Macquarie (C)	Technical or Further Educational Institution	M	1706
Lake Macquarie (C)	University or other tertiary	F	3910
Lake Macquarie (C)	University or other tertiary	M	2651
Lane Cove (A)		F	1047
Lane Cove (A)		M	983
Lane Cove (A)	Infants/Primary	F	1417
Lane Cove (A)	Infants/Primary	M	1418
Lane Cove (A)	Pre-school	F	327
Lane Cove (A)	Pre-school	M	396
Lane Cove (A)	Secondary	F	982
Lane Cove (A)	Secondary	M	1477
Lane Cove (A)	Technical or Further Educational Institution	F	324
Lane Cove (A)	Technical or Further Educational Institution	M	217
Lane Cove (A)	University or other tertiary	F	1265
Lane Cove (A)	University or other tertiary	M	1142
Leeton (A)		F	605
Leeton (A)		M	587
Leeton (A)	Infants/Primary	F	438
Leeton (A)	Infants/Primary	M	472
Leeton (A)	Pre-school	F	99
Leeton (A)	Pre-school	M	95
Leeton (A)	Secondary	F	592
Leeton (A)	Secondary	M	507
Leeton (A)	Technical or Further Educational Institution	F	109
Leeton (A)	Technical or Further Educational Institution	M	71
Leeton (A)	University or other tertiary	F	83
Leeton (A)	University or other tertiary	M	48
Lismore (C)		F	2006
Lismore (C)		M	1893
Lismore (C)	Infants/Primary	F	1692
Lismore (C)	Infants/Primary	M	1818
Lismore (C)	Pre-school	F	351
Lismore (C)	Pre-school	M	368
Lismore (C)	Secondary	F	1465
Lismore (C)	Secondary	M	1400
Lismore (C)	Technical or Further Educational Institution	F	551
Lismore (C)	Technical or Further Educational Institution	M	392
Lismore (C)	University or other tertiary	F	1094
Lismore (C)	University or other tertiary	M	708
Lithgow (C)		F	1231
Lithgow (C)		M	1605
Lithgow (C)	Infants/Primary	F	743
Lithgow (C)	Infants/Primary	M	755
Lithgow (C)	Pre-school	F	159
Lithgow (C)	Pre-school	M	165
Lithgow (C)	Secondary	F	544
Lithgow (C)	Secondary	M	604
Lithgow (C)	Technical or Further Educational Institution	F	260
Lithgow (C)	Technical or Further Educational Institution	M	196
Lithgow (C)	University or other tertiary	F	253
Lithgow (C)	University or other tertiary	M	108
Liverpool (C)		F	9070
Liverpool (C)		M	8630
Liverpool (C)	Infants/Primary	F	9420
Liverpool (C)	Infants/Primary	M	9897
Liverpool (C)	Pre-school	F	1641
Liverpool (C)	Pre-school	M	1841
Liverpool (C)	Secondary	F	7884
Liverpool (C)	Secondary	M	8113
Liverpool (C)	Technical or Further Educational Institution	F	2170
Liverpool (C)	Technical or Further Educational Institution	M	1938
Liverpool (C)	University or other tertiary	F	5460
Liverpool (C)	University or other tertiary	M	3981
Liverpool Plains (A)		F	439
Liverpool Plains (A)		M	388
Liverpool Plains (A)	Infants/Primary	F	270
Liverpool Plains (A)	Infants/Primary	M	306
Liverpool Plains (A)	Pre-school	F	78
Liverpool Plains (A)	Pre-school	M	79
Liverpool Plains (A)	Secondary	F	236
Liverpool Plains (A)	Secondary	M	244
Liverpool Plains (A)	Technical or Further Educational Institution	F	77
Liverpool Plains (A)	Technical or Further Educational Institution	M	30
Liverpool Plains (A)	University or other tertiary	F	75
Liverpool Plains (A)	University or other tertiary	M	32
Lockhart (A)		F	181
Lockhart (A)		M	128
Lockhart (A)	Infants/Primary	F	157
Lockhart (A)	Infants/Primary	M	121
Lockhart (A)	Pre-school	F	34
Lockhart (A)	Pre-school	M	30
Lockhart (A)	Secondary	F	95
Lockhart (A)	Secondary	M	99
Lockhart (A)	Technical or Further Educational Institution	F	31
Lockhart (A)	Technical or Further Educational Institution	M	9
Lockhart (A)	University or other tertiary	F	30
Lockhart (A)	University or other tertiary	M	4
Maitland (C)		F	2485
Maitland (C)		M	2387
Maitland (C)	Infants/Primary	F	3646
Maitland (C)	Infants/Primary	M	3804
Maitland (C)	Pre-school	F	793
Maitland (C)	Pre-school	M	895
Maitland (C)	Secondary	F	2537
Maitland (C)	Secondary	M	2681
Maitland (C)	Technical or Further Educational Institution	F	951
Maitland (C)	Technical or Further Educational Institution	M	755
Maitland (C)	University or other tertiary	F	1488
Maitland (C)	University or other tertiary	M	924
Mid-Coast (A)		F	4147
Mid-Coast (A)		M	3658
Mid-Coast (A)	Infants/Primary	F	3060
Mid-Coast (A)	Infants/Primary	M	3253
Mid-Coast (A)	Pre-school	F	677
Mid-Coast (A)	Pre-school	M	751
Mid-Coast (A)	Secondary	F	2510
Mid-Coast (A)	Secondary	M	2474
Mid-Coast (A)	Technical or Further Educational Institution	F	1001
Mid-Coast (A)	Technical or Further Educational Institution	M	629
Mid-Coast (A)	University or other tertiary	F	804
Mid-Coast (A)	University or other tertiary	M	331
Mid-Western Regional (A)		F	1361
Mid-Western Regional (A)		M	1378
Mid-Western Regional (A)	Infants/Primary	F	1007
Mid-Western Regional (A)	Infants/Primary	M	1080
Mid-Western Regional (A)	Pre-school	F	215
Mid-Western Regional (A)	Pre-school	M	202
Mid-Western Regional (A)	Secondary	F	626
Mid-Western Regional (A)	Secondary	M	719
Mid-Western Regional (A)	Technical or Further Educational Institution	F	300
Mid-Western Regional (A)	Technical or Further Educational Institution	M	196
Mid-Western Regional (A)	University or other tertiary	F	235
Mid-Western Regional (A)	University or other tertiary	M	107
Moree Plains (A)		F	872
Moree Plains (A)		M	916
Moree Plains (A)	Infants/Primary	F	594
Moree Plains (A)	Infants/Primary	M	598
Moree Plains (A)	Pre-school	F	143
Moree Plains (A)	Pre-school	M	146
Moree Plains (A)	Secondary	F	336
Moree Plains (A)	Secondary	M	318
Moree Plains (A)	Technical or Further Educational Institution	F	110
Moree Plains (A)	Technical or Further Educational Institution	M	75
Moree Plains (A)	University or other tertiary	F	133
Moree Plains (A)	University or other tertiary	M	60
Mosman (A)		F	1228
Mosman (A)		M	1059
Mosman (A)	Infants/Primary	F	1087
Mosman (A)	Infants/Primary	M	1212
Mosman (A)	Pre-school	F	257
Mosman (A)	Pre-school	M	253
Mosman (A)	Secondary	F	992
Mosman (A)	Secondary	M	914
Mosman (A)	Technical or Further Educational Institution	F	164
Mosman (A)	Technical or Further Educational Institution	M	97
Mosman (A)	University or other tertiary	F	937
Mosman (A)	University or other tertiary	M	656
Murray River (A)		F	586
Murray River (A)		M	526
Murray River (A)	Infants/Primary	F	425
Murray River (A)	Infants/Primary	M	422
Murray River (A)	Pre-school	F	98
Murray River (A)	Pre-school	M	96
Murray River (A)	Secondary	F	361
Murray River (A)	Secondary	M	308
Murray River (A)	Technical or Further Educational Institution	F	91
Murray River (A)	Technical or Further Educational Institution	M	63
Murray River (A)	University or other tertiary	F	112
Murray River (A)	University or other tertiary	M	38
Murrumbidgee (A)		F	223
Murrumbidgee (A)		M	257
Murrumbidgee (A)	Infants/Primary	F	149
Murrumbidgee (A)	Infants/Primary	M	191
Murrumbidgee (A)	Pre-school	F	28
Murrumbidgee (A)	Pre-school	M	42
Murrumbidgee (A)	Secondary	F	109
Murrumbidgee (A)	Secondary	M	137
Murrumbidgee (A)	Technical or Further Educational Institution	F	28
Murrumbidgee (A)	Technical or Further Educational Institution	M	34
Murrumbidgee (A)	University or other tertiary	F	32
Murrumbidgee (A)	University or other tertiary	M	25
Muswellbrook (A)		F	623
Muswellbrook (A)		M	882
Muswellbrook (A)	Infants/Primary	F	752
Muswellbrook (A)	Infants/Primary	M	818
Muswellbrook (A)	Pre-school	F	164
Muswellbrook (A)	Pre-school	M	193
Muswellbrook (A)	Secondary	F	519
Muswellbrook (A)	Secondary	M	512
Muswellbrook (A)	Technical or Further Educational Institution	F	194
Muswellbrook (A)	Technical or Further Educational Institution	M	166
Muswellbrook (A)	University or other tertiary	F	159
Muswellbrook (A)	University or other tertiary	M	60
Nambucca (A)		F	956
Nambucca (A)		M	880
Nambucca (A)	Infants/Primary	F	730
Nambucca (A)	Infants/Primary	M	730
Nambucca (A)	Pre-school	F	133
Nambucca (A)	Pre-school	M	167
Nambucca (A)	Secondary	F	547
Nambucca (A)	Secondary	M	553
Nambucca (A)	Technical or Further Educational Institution	F	215
Nambucca (A)	Technical or Further Educational Institution	M	132
Nambucca (A)	University or other tertiary	F	188
Nambucca (A)	University or other tertiary	M	82
Narrabri (A)		F	836
Narrabri (A)		M	774
Narrabri (A)	Infants/Primary	F	609
Narrabri (A)	Infants/Primary	M	587
Narrabri (A)	Pre-school	F	133
Narrabri (A)	Pre-school	M	117
Narrabri (A)	Secondary	F	349
Narrabri (A)	Secondary	M	371
Narrabri (A)	Technical or Further Educational Institution	F	81
Narrabri (A)	Technical or Further Educational Institution	M	90
Narrabri (A)	University or other tertiary	F	112
Narrabri (A)	University or other tertiary	M	42
Narrandera (A)		F	383
Narrandera (A)		M	342
Narrandera (A)	Infants/Primary	F	260
Narrandera (A)	Infants/Primary	M	246
Narrandera (A)	Pre-school	F	51
Narrandera (A)	Pre-school	M	55
Narrandera (A)	Secondary	F	148
Narrandera (A)	Secondary	M	142
Narrandera (A)	Technical or Further Educational Institution	F	60
Narrandera (A)	Technical or Further Educational Institution	M	39
Narrandera (A)	University or other tertiary	F	63
Narrandera (A)	University or other tertiary	M	24
Narromine (A)		F	371
Narromine (A)		M	363
Narromine (A)	Infants/Primary	F	288
Narromine (A)	Infants/Primary	M	301
Narromine (A)	Pre-school	F	54
Narromine (A)	Pre-school	M	73
Narromine (A)	Secondary	F	193
Narromine (A)	Secondary	M	209
Narromine (A)	Technical or Further Educational Institution	F	59
Narromine (A)	Technical or Further Educational Institution	M	34
Narromine (A)	University or other tertiary	F	63
Narromine (A)	University or other tertiary	M	28
Newcastle (C)		F	5393
Newcastle (C)		M	4817
Newcastle (C)	Infants/Primary	F	5636
Newcastle (C)	Infants/Primary	M	5967
Newcastle (C)	Pre-school	F	1278
Newcastle (C)	Pre-school	M	1560
Newcastle (C)	Secondary	F	4165
Newcastle (C)	Secondary	M	4391
Newcastle (C)	Technical or Further Educational Institution	F	1892
Newcastle (C)	Technical or Further Educational Institution	M	1676
Newcastle (C)	University or other tertiary	F	6798
Newcastle (C)	University or other tertiary	M	5846
North Sydney (A)		F	3129
North Sydney (A)		M	2751
North Sydney (A)	Infants/Primary	F	1636
North Sydney (A)	Infants/Primary	M	1620
North Sydney (A)	Pre-school	F	486
North Sydney (A)	Pre-school	M	483
North Sydney (A)	Secondary	F	993
North Sydney (A)	Secondary	M	1083
North Sydney (A)	Technical or Further Educational Institution	F	558
North Sydney (A)	Technical or Further Educational Institution	M	348
North Sydney (A)	University or other tertiary	F	2373
North Sydney (A)	University or other tertiary	M	1764
Northern Beaches (A)		F	8626
Northern Beaches (A)		M	7387
Northern Beaches (A)	Infants/Primary	F	11330
Northern Beaches (A)	Infants/Primary	M	11935
Northern Beaches (A)	Pre-school	F	2488
Northern Beaches (A)	Pre-school	M	2774
Northern Beaches (A)	Secondary	F	8475
Northern Beaches (A)	Secondary	M	8917
Northern Beaches (A)	Technical or Further Educational Institution	F	2160
Northern Beaches (A)	Technical or Further Educational Institution	M	2060
Northern Beaches (A)	University or other tertiary	F	5985
Northern Beaches (A)	University or other tertiary	M	4757
Oberon (A)		F	305
Oberon (A)		M	443
Oberon (A)	Infants/Primary	F	172
Oberon (A)	Infants/Primary	M	198
Oberon (A)	Pre-school	F	36
Oberon (A)	Pre-school	M	42
Oberon (A)	Secondary	F	164
Oberon (A)	Secondary	M	170
Oberon (A)	Technical or Further Educational Institution	F	53
Oberon (A)	Technical or Further Educational Institution	M	34
Oberon (A)	University or other tertiary	F	61
Oberon (A)	University or other tertiary	M	21
Orange (C)		F	1620
Orange (C)		M	1532
Orange (C)	Infants/Primary	F	1769
Orange (C)	Infants/Primary	M	1959
Orange (C)	Pre-school	F	369
Orange (C)	Pre-school	M	391
Orange (C)	Secondary	F	1313
Orange (C)	Secondary	M	1323
Orange (C)	Technical or Further Educational Institution	F	572
Orange (C)	Technical or Further Educational Institution	M	495
Orange (C)	University or other tertiary	F	793
Orange (C)	University or other tertiary	M	461
Parkes (A)		F	839
Parkes (A)		M	722
Parkes (A)	Infants/Primary	F	636
Parkes (A)	Infants/Primary	M	671
Parkes (A)	Pre-school	F	131
Parkes (A)	Pre-school	M	129
Parkes (A)	Secondary	F	477
Parkes (A)	Secondary	M	490
Parkes (A)	Technical or Further Educational Institution	F	196
Parkes (A)	Technical or Further Educational Institution	M	104
Parkes (A)	University or other tertiary	F	156
Parkes (A)	University or other tertiary	M	73
Parramatta (C)		F	8425
Parramatta (C)		M	9294
Parramatta (C)	Infants/Primary	F	8167
Parramatta (C)	Infants/Primary	M	8758
Parramatta (C)	Pre-school	F	1877
Parramatta (C)	Pre-school	M	1997
Parramatta (C)	Secondary	F	6034
Parramatta (C)	Secondary	M	6510
Parramatta (C)	Technical or Further Educational Institution	F	2313
Parramatta (C)	Technical or Further Educational Institution	M	1833
Parramatta (C)	University or other tertiary	F	7972
Parramatta (C)	University or other tertiary	M	7672
Penrith (C)		F	7319
Penrith (C)		M	6983
Penrith (C)	Infants/Primary	F	8822
Penrith (C)	Infants/Primary	M	9030
Penrith (C)	Pre-school	F	1873
Penrith (C)	Pre-school	M	2118
Penrith (C)	Secondary	F	6567
Penrith (C)	Secondary	M	6623
Penrith (C)	Technical or Further Educational Institution	F	2170
Penrith (C)	Technical or Further Educational Institution	M	1937
Penrith (C)	University or other tertiary	F	4046
Penrith (C)	University or other tertiary	M	2858
Port Macquarie-Hastings (A)		F	3259
Port Macquarie-Hastings (A)		M	2919
Port Macquarie-Hastings (A)	Infants/Primary	F	2935
Port Macquarie-Hastings (A)	Infants/Primary	M	3081
Port Macquarie-Hastings (A)	Pre-school	F	661
Port Macquarie-Hastings (A)	Pre-school	M	712
Port Macquarie-Hastings (A)	Secondary	F	2473
Port Macquarie-Hastings (A)	Secondary	M	2488
Port Macquarie-Hastings (A)	Technical or Further Educational Institution	F	932
Port Macquarie-Hastings (A)	Technical or Further Educational Institution	M	613
Port Macquarie-Hastings (A)	University or other tertiary	F	1090
Port Macquarie-Hastings (A)	University or other tertiary	M	520
Port Stephens (A)		F	3099
Port Stephens (A)		M	2897
Port Stephens (A)	Infants/Primary	F	2754
Port Stephens (A)	Infants/Primary	M	2942
Port Stephens (A)	Pre-school	F	610
Port Stephens (A)	Pre-school	M	628
Port Stephens (A)	Secondary	F	2034
Port Stephens (A)	Secondary	M	2202
Port Stephens (A)	Technical or Further Educational Institution	F	660
Port Stephens (A)	Technical or Further Educational Institution	M	533
Port Stephens (A)	University or other tertiary	F	1029
Port Stephens (A)	University or other tertiary	M	535
Queanbeyan-Palerang Regional (A)		F	2353
Queanbeyan-Palerang Regional (A)		M	2346
Queanbeyan-Palerang Regional (A)	Infants/Primary	F	2367
Queanbeyan-Palerang Regional (A)	Infants/Primary	M	2443
Queanbeyan-Palerang Regional (A)	Pre-school	F	359
Queanbeyan-Palerang Regional (A)	Pre-school	M	486
Queanbeyan-Palerang Regional (A)	Secondary	F	1829
Queanbeyan-Palerang Regional (A)	Secondary	M	1931
Queanbeyan-Palerang Regional (A)	Technical or Further Educational Institution	F	596
Queanbeyan-Palerang Regional (A)	Technical or Further Educational Institution	M	584
Queanbeyan-Palerang Regional (A)	University or other tertiary	F	1325
Queanbeyan-Palerang Regional (A)	University or other tertiary	M	958
