LGA_NAME16	Age	NeedsAssistance	Sex	persons
Mid-Western Regional (A)	85+	1	F	155
Mid-Western Regional (A)	85+	1	M	65
Moree Plains (A)	0-4		F	88
Moree Plains (A)	0-4		M	71
Moree Plains (A)	0-4	0	F	424
Moree Plains (A)	0-4	0	M	442
Moree Plains (A)	0-4	1	M	3
Moree Plains (A)	5-14		F	114
Moree Plains (A)	5-14		M	144
Moree Plains (A)	5-14	0	F	770
Moree Plains (A)	5-14	0	M	774
Moree Plains (A)	5-14	1	F	19
Moree Plains (A)	5-14	1	M	39
Moree Plains (A)	15-19		F	49
Moree Plains (A)	15-19		M	59
Moree Plains (A)	15-19	0	F	292
Moree Plains (A)	15-19	0	M	335
Moree Plains (A)	15-19	1	F	4
Moree Plains (A)	15-19	1	M	12
Moree Plains (A)	20-24		F	42
Moree Plains (A)	20-24		M	41
Moree Plains (A)	20-24	0	F	331
Moree Plains (A)	20-24	0	M	337
Moree Plains (A)	20-24	1	F	10
Moree Plains (A)	20-24	1	M	11
Moree Plains (A)	25-34		F	112
Moree Plains (A)	25-34		M	96
Moree Plains (A)	25-34	0	F	740
Moree Plains (A)	25-34	0	M	666
Moree Plains (A)	25-34	1	F	9
Moree Plains (A)	25-34	1	M	10
Moree Plains (A)	35-44		F	99
Moree Plains (A)	35-44		M	108
Moree Plains (A)	35-44	0	F	734
Moree Plains (A)	35-44	0	M	668
Moree Plains (A)	35-44	1	F	13
Moree Plains (A)	35-44	1	M	21
Moree Plains (A)	45-54		F	113
Moree Plains (A)	45-54		M	112
Moree Plains (A)	45-54	0	F	741
Moree Plains (A)	45-54	0	M	804
Moree Plains (A)	45-54	1	F	24
Moree Plains (A)	45-54	1	M	33
Moree Plains (A)	55-64		F	97
Moree Plains (A)	55-64		M	107
Moree Plains (A)	55-64	0	F	633
Moree Plains (A)	55-64	0	M	691
Moree Plains (A)	55-64	1	F	41
Moree Plains (A)	55-64	1	M	43
Moree Plains (A)	65-74		F	77
Moree Plains (A)	65-74		M	85
Moree Plains (A)	65-74	0	F	456
Moree Plains (A)	65-74	0	M	499
Moree Plains (A)	65-74	1	F	54
Moree Plains (A)	65-74	1	M	46
Moree Plains (A)	75-84		F	52
Moree Plains (A)	75-84		M	49
Moree Plains (A)	75-84	0	F	202
Moree Plains (A)	75-84	0	M	215
Moree Plains (A)	75-84	1	F	67
Moree Plains (A)	75-84	1	M	56
Moree Plains (A)	85+		F	15
Moree Plains (A)	85+		M	9
Moree Plains (A)	85+	0	F	54
Moree Plains (A)	85+	0	M	29
Moree Plains (A)	85+	1	F	41
Moree Plains (A)	85+	1	M	22
Mosman (A)	0-4		F	49
Mosman (A)	0-4		M	52
Mosman (A)	0-4	0	F	686
Mosman (A)	0-4	0	M	702
Mosman (A)	0-4	1	F	4
Mosman (A)	0-4	1	M	6
Mosman (A)	5-14		F	93
Mosman (A)	5-14		M	120
Mosman (A)	5-14	0	F	1593
Mosman (A)	5-14	0	M	1680
Mosman (A)	5-14	1	F	21
Mosman (A)	5-14	1	M	24
Mosman (A)	15-19		F	47
Mosman (A)	15-19		M	47
Mosman (A)	15-19	0	F	750
Mosman (A)	15-19	0	M	714
Mosman (A)	15-19	1	F	10
Mosman (A)	15-19	1	M	17
Mosman (A)	20-24		F	46
Mosman (A)	20-24		M	72
Mosman (A)	20-24	0	F	585
Mosman (A)	20-24	0	M	562
Mosman (A)	20-24	1	F	3
Mosman (A)	20-24	1	M	6
Mosman (A)	25-34		F	143
Mosman (A)	25-34		M	142
Mosman (A)	25-34	0	F	1723
Mosman (A)	25-34	0	M	1373
Mosman (A)	25-34	1	F	11
Mosman (A)	25-34	1	M	13
Mosman (A)	35-44		F	165
Mosman (A)	35-44		M	143
Mosman (A)	35-44	0	F	2023
Mosman (A)	35-44	0	M	1723
Mosman (A)	35-44	1	F	21
Mosman (A)	35-44	1	M	12
Mosman (A)	45-54		F	167
Mosman (A)	45-54		M	134
Mosman (A)	45-54	0	F	2192
Mosman (A)	45-54	0	M	1748
Mosman (A)	45-54	1	F	9
Mosman (A)	45-54	1	M	16
Mosman (A)	55-64		F	143
Mosman (A)	55-64		M	131
Mosman (A)	55-64	0	F	1625
Mosman (A)	55-64	0	M	1445
Mosman (A)	55-64	1	F	31
Mosman (A)	55-64	1	M	19
Mosman (A)	65-74		F	115
Mosman (A)	65-74		M	96
Mosman (A)	65-74	0	F	1550
Mosman (A)	65-74	0	M	1150
Mosman (A)	65-74	1	F	51
Mosman (A)	65-74	1	M	40
Mosman (A)	75-84		F	79
Mosman (A)	75-84		M	59
Mosman (A)	75-84	0	F	687
Mosman (A)	75-84	0	M	560
Mosman (A)	75-84	1	F	104
Mosman (A)	75-84	1	M	55
Mosman (A)	85+		F	62
Mosman (A)	85+		M	28
Mosman (A)	85+	0	F	239
Mosman (A)	85+	0	M	177
Mosman (A)	85+	1	F	274
Mosman (A)	85+	1	M	125
Murray River (A)	0-4		F	21
Murray River (A)	0-4		M	25
Murray River (A)	0-4	0	F	285
Murray River (A)	0-4	0	M	305
Murray River (A)	5-14		F	52
Murray River (A)	5-14		M	52
Murray River (A)	5-14	0	F	625
Murray River (A)	5-14	0	M	604
Murray River (A)	5-14	1	F	10
Murray River (A)	5-14	1	M	20
Murray River (A)	15-19		F	24
Murray River (A)	15-19		M	17
Murray River (A)	15-19	0	F	273
Murray River (A)	15-19	0	M	273
Murray River (A)	15-19	1	F	3
Murray River (A)	15-19	1	M	13
Murray River (A)	20-24		F	21
Murray River (A)	20-24		M	27
Murray River (A)	20-24	0	F	190
Murray River (A)	20-24	0	M	190
Murray River (A)	20-24	1	F	7
Murray River (A)	20-24	1	M	4
Murray River (A)	25-34		F	59
Murray River (A)	25-34		M	39
Murray River (A)	25-34	0	F	522
Murray River (A)	25-34	0	M	449
Murray River (A)	25-34	1	F	9
Murray River (A)	25-34	1	M	3
Murray River (A)	35-44		F	33
Murray River (A)	35-44		M	54
Murray River (A)	35-44	0	F	508
Murray River (A)	35-44	0	M	491
Murray River (A)	35-44	1	F	8
Murray River (A)	35-44	1	M	18
Murray River (A)	45-54		F	63
Murray River (A)	45-54		M	54
Murray River (A)	45-54	0	F	692
Murray River (A)	45-54	0	M	652
Murray River (A)	45-54	1	F	22
Murray River (A)	45-54	1	M	12
Murray River (A)	55-64		F	85
Murray River (A)	55-64		M	91
Murray River (A)	55-64	0	F	766
Murray River (A)	55-64	0	M	794
Murray River (A)	55-64	1	F	39
Murray River (A)	55-64	1	M	50
Murray River (A)	65-74		F	66
Murray River (A)	65-74		M	78
Murray River (A)	65-74	0	F	724
Murray River (A)	65-74	0	M	770
Murray River (A)	65-74	1	F	64
Murray River (A)	65-74	1	M	83
Murray River (A)	75-84		F	56
Murray River (A)	75-84		M	48
Murray River (A)	75-84	0	F	375
Murray River (A)	75-84	0	M	369
Murray River (A)	75-84	1	F	80
Murray River (A)	75-84	1	M	70
Murray River (A)	85+		F	22
Murray River (A)	85+		M	11
Murray River (A)	85+	0	F	84
Murray River (A)	85+	0	M	92
Murray River (A)	85+	1	F	98
Murray River (A)	85+	1	M	39
Murrumbidgee (A)	0-4		F	9
Murrumbidgee (A)	0-4		M	18
Murrumbidgee (A)	0-4	0	F	87
Murrumbidgee (A)	0-4	0	M	106
Murrumbidgee (A)	5-14		F	42
Murrumbidgee (A)	5-14		M	44
Murrumbidgee (A)	5-14	0	F	204
Murrumbidgee (A)	5-14	0	M	265
Murrumbidgee (A)	5-14	1	F	3
Murrumbidgee (A)	5-14	1	M	5
Murrumbidgee (A)	15-19		F	15
Murrumbidgee (A)	15-19		M	17
Murrumbidgee (A)	15-19	0	F	95
Murrumbidgee (A)	15-19	0	M	122
Murrumbidgee (A)	15-19	1	F	4
Murrumbidgee (A)	15-19	1	M	5
Murrumbidgee (A)	20-24		F	3
Murrumbidgee (A)	20-24		M	11
Murrumbidgee (A)	20-24	0	F	65
Murrumbidgee (A)	20-24	0	M	84
Murrumbidgee (A)	20-24	1	M	6
Murrumbidgee (A)	25-34		F	31
Murrumbidgee (A)	25-34		M	25
Murrumbidgee (A)	25-34	0	F	180
Murrumbidgee (A)	25-34	0	M	198
Murrumbidgee (A)	25-34	1	F	3
Murrumbidgee (A)	25-34	1	M	3
Murrumbidgee (A)	35-44		F	27
Murrumbidgee (A)	35-44		M	34
Murrumbidgee (A)	35-44	0	F	191
Murrumbidgee (A)	35-44	0	M	181
Murrumbidgee (A)	35-44	1	F	8
Murrumbidgee (A)	35-44	1	M	5
Murrumbidgee (A)	45-54		F	28
Murrumbidgee (A)	45-54		M	29
Murrumbidgee (A)	45-54	0	F	225
Murrumbidgee (A)	45-54	0	M	230
Murrumbidgee (A)	45-54	1	F	6
Murrumbidgee (A)	45-54	1	M	10
Murrumbidgee (A)	55-64		F	29
Murrumbidgee (A)	55-64		M	26
Murrumbidgee (A)	55-64	0	F	206
Murrumbidgee (A)	55-64	0	M	250
Murrumbidgee (A)	55-64	1	F	13
Murrumbidgee (A)	55-64	1	M	10
Murrumbidgee (A)	65-74		F	22
Murrumbidgee (A)	65-74		M	20
Murrumbidgee (A)	65-74	0	F	143
Murrumbidgee (A)	65-74	0	M	151
Murrumbidgee (A)	65-74	1	F	18
Murrumbidgee (A)	65-74	1	M	22
Murrumbidgee (A)	75-84		F	8
Murrumbidgee (A)	75-84		M	6
Murrumbidgee (A)	75-84	0	F	78
Murrumbidgee (A)	75-84	0	M	82
Murrumbidgee (A)	75-84	1	F	25
Murrumbidgee (A)	75-84	1	M	15
Murrumbidgee (A)	85+	0	F	25
Murrumbidgee (A)	85+	0	M	16
Murrumbidgee (A)	85+	1	F	13
Murrumbidgee (A)	85+	1	M	10
Muswellbrook (A)	0-4		F	46
Muswellbrook (A)	0-4		M	49
Muswellbrook (A)	0-4	0	F	544
Muswellbrook (A)	0-4	0	M	587
Muswellbrook (A)	0-4	1	F	3
Muswellbrook (A)	0-4	1	M	10
Muswellbrook (A)	5-14		F	83
Muswellbrook (A)	5-14		M	77
Muswellbrook (A)	5-14	0	F	1034
Muswellbrook (A)	5-14	0	M	1072
Muswellbrook (A)	5-14	1	F	31
Muswellbrook (A)	5-14	1	M	78
Muswellbrook (A)	15-19		F	33
Muswellbrook (A)	15-19		M	34
Muswellbrook (A)	15-19	0	F	434
Muswellbrook (A)	15-19	0	M	453
Muswellbrook (A)	15-19	1	F	7
Muswellbrook (A)	15-19	1	M	15
Muswellbrook (A)	20-24		F	29
Muswellbrook (A)	20-24		M	51
Muswellbrook (A)	20-24	0	F	445
Muswellbrook (A)	20-24	0	M	417
Muswellbrook (A)	20-24	1	F	10
Muswellbrook (A)	20-24	1	M	18
Muswellbrook (A)	25-34		F	69
Muswellbrook (A)	25-34		M	180
Muswellbrook (A)	25-34	0	F	989
Muswellbrook (A)	25-34	0	M	989
Muswellbrook (A)	25-34	1	F	18
Muswellbrook (A)	25-34	1	M	24
Muswellbrook (A)	35-44		F	59
Muswellbrook (A)	35-44		M	156
Muswellbrook (A)	35-44	0	F	915
Muswellbrook (A)	35-44	0	M	887
Muswellbrook (A)	35-44	1	F	35
Muswellbrook (A)	35-44	1	M	31
Muswellbrook (A)	45-54		F	86
Muswellbrook (A)	45-54		M	129
Muswellbrook (A)	45-54	0	F	972
Muswellbrook (A)	45-54	0	M	998
Muswellbrook (A)	45-54	1	F	46
Muswellbrook (A)	45-54	1	M	38
Muswellbrook (A)	55-64		F	60
Muswellbrook (A)	55-64		M	82
Muswellbrook (A)	55-64	0	F	741
Muswellbrook (A)	55-64	0	M	812
Muswellbrook (A)	55-64	1	F	57
Muswellbrook (A)	55-64	1	M	58
Muswellbrook (A)	65-74		F	59
Muswellbrook (A)	65-74		M	59
Muswellbrook (A)	65-74	0	F	524
Muswellbrook (A)	65-74	0	M	531
Muswellbrook (A)	65-74	1	F	42
Muswellbrook (A)	65-74	1	M	57
Muswellbrook (A)	75-84		F	32
Muswellbrook (A)	75-84		M	28
Muswellbrook (A)	75-84	0	F	235
Muswellbrook (A)	75-84	0	M	202
Muswellbrook (A)	75-84	1	F	67
Muswellbrook (A)	75-84	1	M	54
Muswellbrook (A)	85+		F	8
Muswellbrook (A)	85+		M	5
Muswellbrook (A)	85+	0	F	59
Muswellbrook (A)	85+	0	M	38
Muswellbrook (A)	85+	1	F	67
Muswellbrook (A)	85+	1	M	23
Nambucca (A)	0-4		F	35
Nambucca (A)	0-4		M	34
Nambucca (A)	0-4	0	F	398
Nambucca (A)	0-4	0	M	437
Nambucca (A)	0-4	1	F	9
Nambucca (A)	0-4	1	M	9
Nambucca (A)	5-14		F	81
Nambucca (A)	5-14		M	89
Nambucca (A)	5-14	0	F	1000
Nambucca (A)	5-14	0	M	984
Nambucca (A)	5-14	1	F	34
Nambucca (A)	5-14	1	M	60
Nambucca (A)	15-19		F	43
Nambucca (A)	15-19		M	40
Nambucca (A)	15-19	0	F	445
Nambucca (A)	15-19	0	M	453
Nambucca (A)	15-19	1	F	15
Nambucca (A)	15-19	1	M	24
Nambucca (A)	20-24		F	31
Nambucca (A)	20-24		M	36
Nambucca (A)	20-24	0	F	319
Nambucca (A)	20-24	0	M	345
Nambucca (A)	20-24	1	F	11
Nambucca (A)	20-24	1	M	21
Nambucca (A)	25-34		F	64
Nambucca (A)	25-34		M	44
Nambucca (A)	25-34	0	F	684
Nambucca (A)	25-34	0	M	586
Nambucca (A)	25-34	1	F	29
Nambucca (A)	25-34	1	M	44
Nambucca (A)	35-44		F	61
Nambucca (A)	35-44		M	53
Nambucca (A)	35-44	0	F	820
Nambucca (A)	35-44	0	M	739
Nambucca (A)	35-44	1	F	31
Nambucca (A)	35-44	1	M	41
Nambucca (A)	45-54		F	115
Nambucca (A)	45-54		M	119
Nambucca (A)	45-54	0	F	1072
Nambucca (A)	45-54	0	M	983
Nambucca (A)	45-54	1	F	81
Nambucca (A)	45-54	1	M	82
Nambucca (A)	55-64		F	122
Nambucca (A)	55-64		M	125
Nambucca (A)	55-64	0	F	1442
Nambucca (A)	55-64	0	M	1356
Nambucca (A)	55-64	1	F	124
Nambucca (A)	55-64	1	M	148
Nambucca (A)	65-74		F	120
Nambucca (A)	65-74		M	132
Nambucca (A)	65-74	0	F	1230
Nambucca (A)	65-74	0	M	1227
Nambucca (A)	65-74	1	F	145
Nambucca (A)	65-74	1	M	158
Nambucca (A)	75-84		F	81
Nambucca (A)	75-84		M	90
Nambucca (A)	75-84	0	F	586
Nambucca (A)	75-84	0	M	580
Nambucca (A)	75-84	1	F	134
Nambucca (A)	75-84	1	M	107
Nambucca (A)	85+		F	82
Nambucca (A)	85+		M	50
Nambucca (A)	85+	0	F	183
Nambucca (A)	85+	0	M	154
Nambucca (A)	85+	1	F	153
Nambucca (A)	85+	1	M	75
Narrabri (A)	0-4		F	79
Narrabri (A)	0-4		M	73
Narrabri (A)	0-4	0	F	414
Narrabri (A)	0-4	0	M	378
Narrabri (A)	0-4	1	F	3
Narrabri (A)	0-4	1	M	3
Narrabri (A)	5-14		F	97
Narrabri (A)	5-14		M	89
Narrabri (A)	5-14	0	F	823
Narrabri (A)	5-14	0	M	789
Narrabri (A)	5-14	1	F	12
Narrabri (A)	5-14	1	M	39
Narrabri (A)	15-19		F	45
Narrabri (A)	15-19		M	45
Narrabri (A)	15-19	0	F	305
Narrabri (A)	15-19	0	M	374
Narrabri (A)	15-19	1	F	7
Narrabri (A)	15-19	1	M	12
Narrabri (A)	20-24		F	40
Narrabri (A)	20-24		M	38
Narrabri (A)	20-24	0	F	278
Narrabri (A)	20-24	0	M	287
Narrabri (A)	20-24	1	M	3
Narrabri (A)	25-34		F	91
Narrabri (A)	25-34		M	72
Narrabri (A)	25-34	0	F	705
Narrabri (A)	25-34	0	M	613
Narrabri (A)	25-34	1	F	5
Narrabri (A)	25-34	1	M	6
Narrabri (A)	35-44		F	81
Narrabri (A)	35-44		M	91
Narrabri (A)	35-44	0	F	662
Narrabri (A)	35-44	0	M	663
Narrabri (A)	35-44	1	F	14
Narrabri (A)	35-44	1	M	15
Narrabri (A)	45-54		F	99
Narrabri (A)	45-54		M	99
Narrabri (A)	45-54	0	F	729
Narrabri (A)	45-54	0	M	786
Narrabri (A)	45-54	1	F	34
Narrabri (A)	45-54	1	M	23
Narrabri (A)	55-64		F	76
Narrabri (A)	55-64		M	115
Narrabri (A)	55-64	0	F	725
Narrabri (A)	55-64	0	M	768
Narrabri (A)	55-64	1	F	45
Narrabri (A)	55-64	1	M	53
Narrabri (A)	65-74		F	68
Narrabri (A)	65-74		M	70
Narrabri (A)	65-74	0	F	519
Narrabri (A)	65-74	0	M	553
Narrabri (A)	65-74	1	F	46
Narrabri (A)	65-74	1	M	48
Narrabri (A)	75-84		F	66
Narrabri (A)	75-84		M	49
Narrabri (A)	75-84	0	F	275
Narrabri (A)	75-84	0	M	227
Narrabri (A)	75-84	1	F	58
Narrabri (A)	75-84	1	M	64
Narrabri (A)	85+		F	50
Narrabri (A)	85+		M	20
Narrabri (A)	85+	0	F	62
Narrabri (A)	85+	0	M	39
Narrabri (A)	85+	1	F	53
Narrabri (A)	85+	1	M	30
Narrandera (A)	0-4		F	25
Narrandera (A)	0-4		M	26
Narrandera (A)	0-4	0	F	149
Narrandera (A)	0-4	0	M	177
Narrandera (A)	5-14		F	48
Narrandera (A)	5-14		M	36
Narrandera (A)	5-14	0	F	348
Narrandera (A)	5-14	0	M	320
Narrandera (A)	5-14	1	F	3
Narrandera (A)	5-14	1	M	20
Narrandera (A)	15-19		F	16
Narrandera (A)	15-19		M	9
Narrandera (A)	15-19	0	F	136
Narrandera (A)	15-19	0	M	145
Narrandera (A)	15-19	1	F	8
Narrandera (A)	15-19	1	M	8
Narrandera (A)	20-24		F	9
Narrandera (A)	20-24		M	15
Narrandera (A)	20-24	0	F	126
Narrandera (A)	20-24	0	M	141
Narrandera (A)	20-24	1	F	5
Narrandera (A)	20-24	1	M	4
Narrandera (A)	25-34		F	25
Narrandera (A)	25-34		M	26
Narrandera (A)	25-34	0	F	256
Narrandera (A)	25-34	0	M	224
Narrandera (A)	25-34	1	F	5
Narrandera (A)	25-34	1	M	11
Narrandera (A)	35-44		F	43
Narrandera (A)	35-44		M	47
Narrandera (A)	35-44	0	F	271
Narrandera (A)	35-44	0	M	267
Narrandera (A)	35-44	1	F	8
Narrandera (A)	35-44	1	M	9
Narrandera (A)	45-54		F	38
Narrandera (A)	45-54		M	48
Narrandera (A)	45-54	0	F	320
Narrandera (A)	45-54	0	M	300
Narrandera (A)	45-54	1	F	12
Narrandera (A)	45-54	1	M	19
Narrandera (A)	55-64		F	52
Narrandera (A)	55-64		M	44
Narrandera (A)	55-64	0	F	338
Narrandera (A)	55-64	0	M	367
Narrandera (A)	55-64	1	F	28
Narrandera (A)	55-64	1	M	32
Narrandera (A)	65-74		F	40
Narrandera (A)	65-74		M	47
Narrandera (A)	65-74	0	F	277
Narrandera (A)	65-74	0	M	275
Narrandera (A)	65-74	1	F	22
Narrandera (A)	65-74	1	M	39
Narrandera (A)	75-84		F	22
Narrandera (A)	75-84		M	22
Narrandera (A)	75-84	0	F	146
Narrandera (A)	75-84	0	M	126
Narrandera (A)	75-84	1	F	37
Narrandera (A)	75-84	1	M	45
Narrandera (A)	85+		F	15
Narrandera (A)	85+		M	11
Narrandera (A)	85+	0	F	54
Narrandera (A)	85+	0	M	24
Narrandera (A)	85+	1	F	68
Narrandera (A)	85+	1	M	29
Narromine (A)	0-4		F	17
Narromine (A)	0-4		M	35
Narromine (A)	0-4	0	F	211
Narromine (A)	0-4	0	M	186
Narromine (A)	0-4	1	M	6
Narromine (A)	5-14		F	36
Narromine (A)	5-14		M	34
Narromine (A)	5-14	0	F	390
Narromine (A)	5-14	0	M	428
Narromine (A)	5-14	1	F	7
Narromine (A)	5-14	1	M	20
Narromine (A)	15-19		F	17
Narromine (A)	15-19		M	18
Narromine (A)	15-19	0	F	153
Narromine (A)	15-19	0	M	181
Narromine (A)	15-19	1	M	3
Narromine (A)	20-24		F	16
Narromine (A)	20-24		M	23
Narromine (A)	20-24	0	F	140
Narromine (A)	20-24	0	M	144
Narromine (A)	20-24	1	M	4
Narromine (A)	25-34		F	35
Narromine (A)	25-34		M	33
Narromine (A)	25-34	0	F	309
Narromine (A)	25-34	0	M	272
Narromine (A)	25-34	1	F	9
Narromine (A)	25-34	1	M	5
Narromine (A)	35-44		F	28
Narromine (A)	35-44		M	36
Narromine (A)	35-44	0	F	302
Narromine (A)	35-44	0	M	289
Narromine (A)	35-44	1	F	4
Narromine (A)	35-44	1	M	3
Narromine (A)	45-54		F	44
Narromine (A)	45-54		M	42
Narromine (A)	45-54	0	F	349
Narromine (A)	45-54	0	M	324
Narromine (A)	45-54	1	F	9
Narromine (A)	45-54	1	M	16
Narromine (A)	55-64		F	62
Narromine (A)	55-64		M	48
Narromine (A)	55-64	0	F	358
Narromine (A)	55-64	0	M	380
Narromine (A)	55-64	1	F	23
Narromine (A)	55-64	1	M	17
Narromine (A)	65-74		F	29
Narromine (A)	65-74		M	42
Narromine (A)	65-74	0	F	309
Narromine (A)	65-74	0	M	327
Narromine (A)	65-74	1	F	25
Narromine (A)	65-74	1	M	34
Narromine (A)	75-84		F	24
Narromine (A)	75-84		M	24
Narromine (A)	75-84	0	F	167
Narromine (A)	75-84	0	M	148
Narromine (A)	75-84	1	F	29
Narromine (A)	75-84	1	M	31
Narromine (A)	85+		F	16
Narromine (A)	85+		M	7
Narromine (A)	85+	0	F	48
Narromine (A)	85+	0	M	37
Narromine (A)	85+	1	F	50
Narromine (A)	85+	1	M	27
Newcastle (C)	0-4		F	190
Newcastle (C)	0-4		M	206
Newcastle (C)	0-4	0	F	4083
Newcastle (C)	0-4	0	M	4514
Newcastle (C)	0-4	1	F	38
Newcastle (C)	0-4	1	M	84
Newcastle (C)	5-14		F	291
Newcastle (C)	5-14		M	283
Newcastle (C)	5-14	0	F	7781
Newcastle (C)	5-14	0	M	8017
Newcastle (C)	5-14	1	F	230
Newcastle (C)	5-14	1	M	489
Newcastle (C)	15-19		F	170
Newcastle (C)	15-19		M	198
Newcastle (C)	15-19	0	F	4065
Newcastle (C)	15-19	0	M	4164
Newcastle (C)	15-19	1	F	115
Newcastle (C)	15-19	1	M	188
Newcastle (C)	20-24		F	333
Newcastle (C)	20-24		M	325
Newcastle (C)	20-24	0	F	6380
Newcastle (C)	20-24	0	M	6397
Newcastle (C)	20-24	1	F	119
Newcastle (C)	20-24	1	M	142
Newcastle (C)	25-34		F	562
Newcastle (C)	25-34		M	699
Newcastle (C)	25-34	0	F	10973
Newcastle (C)	25-34	0	M	11201
Newcastle (C)	25-34	1	F	218
Newcastle (C)	25-34	1	M	246
Newcastle (C)	35-44		F	434
Newcastle (C)	35-44		M	518
Newcastle (C)	35-44	0	F	9463
Newcastle (C)	35-44	0	M	9074
Newcastle (C)	35-44	1	F	268
Newcastle (C)	35-44	1	M	285
Newcastle (C)	45-54		F	463
Newcastle (C)	45-54		M	569
Newcastle (C)	45-54	0	F	9048
Newcastle (C)	45-54	0	M	8707
Newcastle (C)	45-54	1	F	485
Newcastle (C)	45-54	1	M	475
Newcastle (C)	55-64		F	482
Newcastle (C)	55-64		M	519
Newcastle (C)	55-64	0	F	8078
Newcastle (C)	55-64	0	M	7810
Newcastle (C)	55-64	1	F	699
Newcastle (C)	55-64	1	M	605
Newcastle (C)	65-74		F	405
Newcastle (C)	65-74		M	416
Newcastle (C)	65-74	0	F	5633
Newcastle (C)	65-74	0	M	5192
Newcastle (C)	65-74	1	F	646
Newcastle (C)	65-74	1	M	614
Newcastle (C)	75-84		F	437
Newcastle (C)	75-84		M	296
Newcastle (C)	75-84	0	F	2952
Newcastle (C)	75-84	0	M	2481
Newcastle (C)	75-84	1	F	955
Newcastle (C)	75-84	1	M	547
Newcastle (C)	85+		F	565
Newcastle (C)	85+		M	198
Newcastle (C)	85+	0	F	965
Newcastle (C)	85+	0	M	681
Newcastle (C)	85+	1	F	1241
Newcastle (C)	85+	1	M	496
North Sydney (A)	0-4		F	140
North Sydney (A)	0-4		M	121
North Sydney (A)	0-4	0	F	1740
North Sydney (A)	0-4	0	M	1823
North Sydney (A)	0-4	1	F	10
North Sydney (A)	0-4	1	M	16
North Sydney (A)	5-14		F	130
North Sydney (A)	5-14		M	132
North Sydney (A)	5-14	0	F	2196
North Sydney (A)	5-14	0	M	2177
North Sydney (A)	5-14	1	F	17
North Sydney (A)	5-14	1	M	45
North Sydney (A)	15-19		F	56
North Sydney (A)	15-19		M	67
North Sydney (A)	15-19	0	F	847
North Sydney (A)	15-19	0	M	865
North Sydney (A)	15-19	1	F	3
North Sydney (A)	15-19	1	M	13
North Sydney (A)	20-24		F	165
North Sydney (A)	20-24		M	168
North Sydney (A)	20-24	0	F	1695
North Sydney (A)	20-24	0	M	1393
North Sydney (A)	20-24	1	F	12
North Sydney (A)	20-24	1	M	7
North Sydney (A)	25-34		F	758
North Sydney (A)	25-34		M	702
North Sydney (A)	25-34	0	F	7920
North Sydney (A)	25-34	0	M	6921
North Sydney (A)	25-34	1	F	20
North Sydney (A)	25-34	1	M	29
North Sydney (A)	35-44		F	474
North Sydney (A)	35-44		M	495
North Sydney (A)	35-44	0	F	5818
North Sydney (A)	35-44	0	M	5456
North Sydney (A)	35-44	1	F	41
North Sydney (A)	35-44	1	M	40
North Sydney (A)	45-54		F	332
North Sydney (A)	45-54		M	332
North Sydney (A)	45-54	0	F	3944
North Sydney (A)	45-54	0	M	3512
North Sydney (A)	45-54	1	F	45
North Sydney (A)	45-54	1	M	53
North Sydney (A)	55-64		F	316
North Sydney (A)	55-64		M	292
North Sydney (A)	55-64	0	F	3518
North Sydney (A)	55-64	0	M	2914
North Sydney (A)	55-64	1	F	74
North Sydney (A)	55-64	1	M	62
North Sydney (A)	65-74		F	253
North Sydney (A)	65-74		M	226
North Sydney (A)	65-74	0	F	2852
North Sydney (A)	65-74	0	M	2418
North Sydney (A)	65-74	1	F	91
North Sydney (A)	65-74	1	M	83
North Sydney (A)	75-84		F	142
North Sydney (A)	75-84		M	100
North Sydney (A)	75-84	0	F	1179
North Sydney (A)	75-84	0	M	977
North Sydney (A)	75-84	1	F	183
North Sydney (A)	75-84	1	M	99
North Sydney (A)	85+		F	93
North Sydney (A)	85+		M	44
North Sydney (A)	85+	0	F	334
North Sydney (A)	85+	0	M	217
North Sydney (A)	85+	1	F	340
North Sydney (A)	85+	1	M	119
Northern Beaches (A)	0-4		F	350
Northern Beaches (A)	0-4		M	392
Northern Beaches (A)	0-4	0	F	7223
Northern Beaches (A)	0-4	0	M	7607
Northern Beaches (A)	0-4	1	F	31
Northern Beaches (A)	0-4	1	M	76
Northern Beaches (A)	5-14		F	693
Northern Beaches (A)	5-14		M	662
Northern Beaches (A)	5-14	0	F	15711
Northern Beaches (A)	5-14	0	M	16548
Northern Beaches (A)	5-14	1	F	192
Northern Beaches (A)	5-14	1	M	370
Northern Beaches (A)	15-19		F	304
Northern Beaches (A)	15-19		M	342
Northern Beaches (A)	15-19	0	F	6531
Northern Beaches (A)	15-19	0	M	7014
Northern Beaches (A)	15-19	1	F	102
Northern Beaches (A)	15-19	1	M	127
Northern Beaches (A)	20-24		F	352
Northern Beaches (A)	20-24		M	360
Northern Beaches (A)	20-24	0	F	5667
Northern Beaches (A)	20-24	0	M	6038
Northern Beaches (A)	20-24	1	F	51
Northern Beaches (A)	20-24	1	M	93
Northern Beaches (A)	25-34		F	955
Northern Beaches (A)	25-34		M	904
Northern Beaches (A)	25-34	0	F	14288
Northern Beaches (A)	25-34	0	M	13133
Northern Beaches (A)	25-34	1	F	139
Northern Beaches (A)	25-34	1	M	156
Northern Beaches (A)	35-44		F	1074
Northern Beaches (A)	35-44		M	1077
Northern Beaches (A)	35-44	0	F	18405
