LGA_NAME16	Age	MaritalStatus	Registered	adults
Hunters Hill (A)	35-44	Married	0	145
Hunters Hill (A)	35-44	Married	1	1128
Hunters Hill (A)	35-44	Never married		286
Hunters Hill (A)	45-54	Married	0	130
Hunters Hill (A)	45-54	Married	1	1360
Hunters Hill (A)	45-54	Never married		362
Hunters Hill (A)	55-64	Married	0	96
Hunters Hill (A)	55-64	Married	1	1033
Hunters Hill (A)	55-64	Never married		352
Hunters Hill (A)	65-74	Married	0	64
Hunters Hill (A)	65-74	Married	1	877
Hunters Hill (A)	65-74	Never married		305
Hunters Hill (A)	75-84	Married	0	9
Hunters Hill (A)	75-84	Married	1	379
Hunters Hill (A)	75-84	Never married		261
Hunters Hill (A)	85+	Married	0	4
Hunters Hill (A)	85+	Married	1	104
Hunters Hill (A)	85+	Never married		184
Inner West (A)	15-19	Married	0	45
Inner West (A)	15-19	Married	1	13
Inner West (A)	15-19	Never married		6050
Inner West (A)	20-24	Married	0	1125
Inner West (A)	20-24	Married	1	380
Inner West (A)	20-24	Never married		9522
Inner West (A)	25-34	Married	0	7788
Inner West (A)	25-34	Married	1	8989
Inner West (A)	25-34	Never married		15557
Inner West (A)	35-44	Married	0	5430
Inner West (A)	35-44	Married	1	14696
Inner West (A)	35-44	Never married		8147
Inner West (A)	45-54	Married	0	3754
Inner West (A)	45-54	Married	1	10954
Inner West (A)	45-54	Never married		7690
Inner West (A)	55-64	Married	0	2052
Inner West (A)	55-64	Married	1	7702
Inner West (A)	55-64	Never married		6448
Inner West (A)	65-74	Married	0	751
Inner West (A)	65-74	Married	1	5324
Inner West (A)	65-74	Never married		4441
Inner West (A)	75-84	Married	0	159
Inner West (A)	75-84	Married	1	2704
Inner West (A)	75-84	Never married		2670
Inner West (A)	85+	Married	0	30
Inner West (A)	85+	Married	1	617
Inner West (A)	85+	Never married		1350
Inverell (A)	15-19	Married	0	27
Inverell (A)	15-19	Married	1	6
Inverell (A)	15-19	Never married		873
Inverell (A)	20-24	Married	0	199
Inverell (A)	20-24	Married	1	44
Inverell (A)	20-24	Never married		519
Inverell (A)	25-34	Married	0	400
Inverell (A)	25-34	Married	1	542
Inverell (A)	25-34	Never married		548
Inverell (A)	35-44	Married	0	245
Inverell (A)	35-44	Married	1	842
Inverell (A)	35-44	Never married		467
Inverell (A)	45-54	Married	0	187
Inverell (A)	45-54	Married	1	1090
Inverell (A)	45-54	Never married		559
Inverell (A)	55-64	Married	0	135
Inverell (A)	55-64	Married	1	1191
Inverell (A)	55-64	Never married		572
Inverell (A)	65-74	Married	0	70
Inverell (A)	65-74	Married	1	1057
Inverell (A)	65-74	Never married		502
Inverell (A)	75-84	Married	0	24
Inverell (A)	75-84	Married	1	543
Inverell (A)	75-84	Never married		418
Inverell (A)	85+	Married	0	3
Inverell (A)	85+	Married	1	96
Inverell (A)	85+	Never married		187
Junee (A)	15-19	Married	0	9
Junee (A)	15-19	Never married		279
Junee (A)	20-24	Married	0	56
Junee (A)	20-24	Married	1	11
Junee (A)	20-24	Never married		187
Junee (A)	25-34	Married	0	110
Junee (A)	25-34	Married	1	186
Junee (A)	25-34	Never married		226
Junee (A)	35-44	Married	0	67
Junee (A)	35-44	Married	1	296
Junee (A)	35-44	Never married		145
Junee (A)	45-54	Married	0	83
Junee (A)	45-54	Married	1	366
Junee (A)	45-54	Never married		194
Junee (A)	55-64	Married	0	49
Junee (A)	55-64	Married	1	433
Junee (A)	55-64	Never married		198
Junee (A)	65-74	Married	0	11
Junee (A)	65-74	Married	1	331
Junee (A)	65-74	Never married		164
Junee (A)	75-84	Married	0	3
Junee (A)	75-84	Married	1	123
Junee (A)	75-84	Never married		100
Junee (A)	85+	Married	1	29
Junee (A)	85+	Never married		46
Kempsey (A)	15-19	Married	0	32
Kempsey (A)	15-19	Never married		1433
Kempsey (A)	20-24	Married	0	187
Kempsey (A)	20-24	Married	1	27
Kempsey (A)	20-24	Never married		840
Kempsey (A)	25-34	Married	0	411
Kempsey (A)	25-34	Married	1	673
Kempsey (A)	25-34	Never married		1016
Kempsey (A)	35-44	Married	0	384
Kempsey (A)	35-44	Married	1	1190
Kempsey (A)	35-44	Never married		883
Kempsey (A)	45-54	Married	0	446
Kempsey (A)	45-54	Married	1	1545
Kempsey (A)	45-54	Never married		1211
Kempsey (A)	55-64	Married	0	442
Kempsey (A)	55-64	Married	1	2230
Kempsey (A)	55-64	Never married		1409
Kempsey (A)	65-74	Married	0	209
Kempsey (A)	65-74	Married	1	2138
Kempsey (A)	65-74	Never married		1113
Kempsey (A)	75-84	Married	0	59
Kempsey (A)	75-84	Married	1	899
Kempsey (A)	75-84	Never married		709
Kempsey (A)	85+	Married	0	8
Kempsey (A)	85+	Married	1	166
Kempsey (A)	85+	Never married		370
Kiama (A)	15-19	Married	0	4
Kiama (A)	15-19	Married	1	3
Kiama (A)	15-19	Never married		1132
Kiama (A)	20-24	Married	0	105
Kiama (A)	20-24	Married	1	21
Kiama (A)	20-24	Never married		810
Kiama (A)	25-34	Married	0	325
Kiama (A)	25-34	Married	1	697
Kiama (A)	25-34	Never married		611
Kiama (A)	35-44	Married	0	280
Kiama (A)	35-44	Married	1	1453
Kiama (A)	35-44	Never married		399
Kiama (A)	45-54	Married	0	226
Kiama (A)	45-54	Married	1	1780
Kiama (A)	45-54	Never married		540
Kiama (A)	55-64	Married	0	217
Kiama (A)	55-64	Married	1	2244
Kiama (A)	55-64	Never married		588
Kiama (A)	65-74	Married	0	129
Kiama (A)	65-74	Married	1	1747
Kiama (A)	65-74	Never married		552
Kiama (A)	75-84	Married	0	35
Kiama (A)	75-84	Married	1	838
Kiama (A)	75-84	Never married		404
Kiama (A)	85+	Married	1	166
Kiama (A)	85+	Never married		317
Ku-ring-gai (A)	15-19	Married	0	12
Ku-ring-gai (A)	15-19	Never married		8558
Ku-ring-gai (A)	20-24	Married	0	183
Ku-ring-gai (A)	20-24	Married	1	80
Ku-ring-gai (A)	20-24	Never married		5871
Ku-ring-gai (A)	25-34	Married	0	958
Ku-ring-gai (A)	25-34	Married	1	3933
Ku-ring-gai (A)	25-34	Never married		4039
Ku-ring-gai (A)	35-44	Married	0	829
Ku-ring-gai (A)	35-44	Married	1	11585
Ku-ring-gai (A)	35-44	Never married		1900
Ku-ring-gai (A)	45-54	Married	0	885
Ku-ring-gai (A)	45-54	Married	1	14247
Ku-ring-gai (A)	45-54	Never married		2445
Ku-ring-gai (A)	55-64	Married	0	498
Ku-ring-gai (A)	55-64	Married	1	10019
Ku-ring-gai (A)	55-64	Never married		2184
Ku-ring-gai (A)	65-74	Married	0	238
Ku-ring-gai (A)	65-74	Married	1	7454
Ku-ring-gai (A)	65-74	Never married		1944
Ku-ring-gai (A)	75-84	Married	0	96
Ku-ring-gai (A)	75-84	Married	1	4080
Ku-ring-gai (A)	75-84	Never married		1953
Ku-ring-gai (A)	85+	Married	0	19
Ku-ring-gai (A)	85+	Married	1	1109
Ku-ring-gai (A)	85+	Never married		1599
Kyogle (A)	15-19	Married	0	5
Kyogle (A)	15-19	Never married		425
Kyogle (A)	20-24	Married	0	52
Kyogle (A)	20-24	Married	1	14
Kyogle (A)	20-24	Never married		210
Kyogle (A)	25-34	Married	0	114
Kyogle (A)	25-34	Married	1	205
Kyogle (A)	25-34	Never married		254
Kyogle (A)	35-44	Married	0	120
Kyogle (A)	35-44	Married	1	359
Kyogle (A)	35-44	Never married		257
Kyogle (A)	45-54	Married	0	176
Kyogle (A)	45-54	Married	1	587
Kyogle (A)	45-54	Never married		394
Kyogle (A)	55-64	Married	0	180
Kyogle (A)	55-64	Married	1	795
Kyogle (A)	55-64	Never married		545
Kyogle (A)	65-74	Married	0	71
Kyogle (A)	65-74	Married	1	615
Kyogle (A)	65-74	Never married		362
Kyogle (A)	75-84	Married	0	17
Kyogle (A)	75-84	Married	1	288
Kyogle (A)	75-84	Never married		216
Kyogle (A)	85+	Married	0	3
Kyogle (A)	85+	Married	1	44
Kyogle (A)	85+	Never married		102
Lachlan (A)	15-19	Married	0	8
Lachlan (A)	15-19	Never married		237
Lachlan (A)	20-24	Married	0	83
Lachlan (A)	20-24	Married	1	20
Lachlan (A)	20-24	Never married		178
Lachlan (A)	25-34	Married	0	179
Lachlan (A)	25-34	Married	1	265
Lachlan (A)	25-34	Never married		186
Lachlan (A)	35-44	Married	0	91
Lachlan (A)	35-44	Married	1	324
Lachlan (A)	35-44	Never married		138
Lachlan (A)	45-54	Married	0	81
Lachlan (A)	45-54	Married	1	310
Lachlan (A)	45-54	Never married		199
Lachlan (A)	55-64	Married	0	50
Lachlan (A)	55-64	Married	1	424
Lachlan (A)	55-64	Never married		231
Lachlan (A)	65-74	Married	0	27
Lachlan (A)	65-74	Married	1	337
Lachlan (A)	65-74	Never married		160
Lachlan (A)	75-84	Married	0	8
Lachlan (A)	75-84	Married	1	203
Lachlan (A)	75-84	Never married		158
Lachlan (A)	85+	Married	1	31
Lachlan (A)	85+	Never married		77
Lake Macquarie (C)	15-19	Married	0	134
Lake Macquarie (C)	15-19	Married	1	4
Lake Macquarie (C)	15-19	Never married		11314
Lake Macquarie (C)	20-24	Married	0	1455
Lake Macquarie (C)	20-24	Married	1	363
Lake Macquarie (C)	20-24	Never married		7911
Lake Macquarie (C)	25-34	Married	0	4361
Lake Macquarie (C)	25-34	Married	1	8293
Lake Macquarie (C)	25-34	Never married		7155
Lake Macquarie (C)	35-44	Married	0	3025
Lake Macquarie (C)	35-44	Married	1	13270
Lake Macquarie (C)	35-44	Never married		5661
Lake Macquarie (C)	45-54	Married	0	2699
Lake Macquarie (C)	45-54	Married	1	14594
Lake Macquarie (C)	45-54	Never married		6838
Lake Macquarie (C)	55-64	Married	0	1679
Lake Macquarie (C)	55-64	Married	1	15407
Lake Macquarie (C)	55-64	Never married		6692
Lake Macquarie (C)	65-74	Married	0	876
Lake Macquarie (C)	65-74	Married	1	13305
Lake Macquarie (C)	65-74	Never married		5685
Lake Macquarie (C)	75-84	Married	0	259
Lake Macquarie (C)	75-84	Married	1	6392
Lake Macquarie (C)	75-84	Never married		4492
Lake Macquarie (C)	85+	Married	0	35
Lake Macquarie (C)	85+	Married	1	1394
Lake Macquarie (C)	85+	Never married		2630
Lane Cove (A)	15-19	Married	0	5
Lane Cove (A)	15-19	Never married		1605
Lane Cove (A)	20-24	Married	0	207
Lane Cove (A)	20-24	Married	1	69
Lane Cove (A)	20-24	Never married		1549
Lane Cove (A)	25-34	Married	0	1251
Lane Cove (A)	25-34	Married	1	2402
Lane Cove (A)	25-34	Never married		2030
Lane Cove (A)	35-44	Married	0	567
Lane Cove (A)	35-44	Married	1	3677
Lane Cove (A)	35-44	Never married		1222
Lane Cove (A)	45-54	Married	0	358
Lane Cove (A)	45-54	Married	1	3005
Lane Cove (A)	45-54	Never married		1002
Lane Cove (A)	55-64	Married	0	222
Lane Cove (A)	55-64	Married	1	2173
Lane Cove (A)	55-64	Never married		971
Lane Cove (A)	65-74	Married	0	112
Lane Cove (A)	65-74	Married	1	1586
Lane Cove (A)	65-74	Never married		758
Lane Cove (A)	75-84	Married	0	29
Lane Cove (A)	75-84	Married	1	674
Lane Cove (A)	75-84	Never married		552
Lane Cove (A)	85+	Married	1	166
Lane Cove (A)	85+	Never married		348
Leeton (A)	15-19	Married	0	13
Leeton (A)	15-19	Never married		610
Leeton (A)	20-24	Married	0	121
Leeton (A)	20-24	Married	1	23
Leeton (A)	20-24	Never married		351
Leeton (A)	25-34	Married	0	235
Leeton (A)	25-34	Married	1	421
Leeton (A)	25-34	Never married		402
Leeton (A)	35-44	Married	0	152
Leeton (A)	35-44	Married	1	638
Leeton (A)	35-44	Never married		291
Leeton (A)	45-54	Married	0	134
Leeton (A)	45-54	Married	1	789
Leeton (A)	45-54	Never married		376
Leeton (A)	55-64	Married	0	71
Leeton (A)	55-64	Married	1	819
Leeton (A)	55-64	Never married		335
Leeton (A)	65-74	Married	0	29
Leeton (A)	65-74	Married	1	604
Leeton (A)	65-74	Never married		263
Leeton (A)	75-84	Married	0	11
Leeton (A)	75-84	Married	1	316
Leeton (A)	75-84	Never married		243
Leeton (A)	85+	Married	1	36
Leeton (A)	85+	Never married		112
Lismore (C)	15-19	Married	0	41
Lismore (C)	15-19	Married	1	5
Lismore (C)	15-19	Never married		2371
Lismore (C)	20-24	Married	0	363
Lismore (C)	20-24	Married	1	95
Lismore (C)	20-24	Never married		1515
Lismore (C)	25-34	Married	0	804
Lismore (C)	25-34	Married	1	1270
Lismore (C)	25-34	Never married		1663
Lismore (C)	35-44	Married	0	830
Lismore (C)	35-44	Married	1	2168
Lismore (C)	35-44	Never married		1584
Lismore (C)	45-54	Married	0	757
Lismore (C)	45-54	Married	1	2627
Lismore (C)	45-54	Never married		2058
Lismore (C)	55-64	Married	0	612
Lismore (C)	55-64	Married	1	3046
Lismore (C)	55-64	Never married		2176
Lismore (C)	65-74	Married	0	190
Lismore (C)	65-74	Married	1	2246
Lismore (C)	65-74	Never married		1391
Lismore (C)	75-84	Married	0	40
Lismore (C)	75-84	Married	1	1053
Lismore (C)	75-84	Never married		836
Lismore (C)	85+	Married	0	8
Lismore (C)	85+	Married	1	247
Lismore (C)	85+	Never married		502
Lithgow (C)	15-19	Married	0	27
Lithgow (C)	15-19	Never married		1030
Lithgow (C)	20-24	Married	0	167
Lithgow (C)	20-24	Married	1	49
Lithgow (C)	20-24	Never married		630
Lithgow (C)	25-34	Married	0	369
Lithgow (C)	25-34	Married	1	667
Lithgow (C)	25-34	Never married		723
Lithgow (C)	35-44	Married	0	294
Lithgow (C)	35-44	Married	1	1041
Lithgow (C)	35-44	Never married		602
Lithgow (C)	45-54	Married	0	273
Lithgow (C)	45-54	Married	1	1333
Lithgow (C)	45-54	Never married		823
Lithgow (C)	55-64	Married	0	222
Lithgow (C)	55-64	Married	1	1536
Lithgow (C)	55-64	Never married		861
Lithgow (C)	65-74	Married	0	122
Lithgow (C)	65-74	Married	1	1292
Lithgow (C)	65-74	Never married		885
Lithgow (C)	75-84	Married	0	21
Lithgow (C)	75-84	Married	1	573
Lithgow (C)	75-84	Never married		565
Lithgow (C)	85+	Married	0	6
Lithgow (C)	85+	Married	1	115
Lithgow (C)	85+	Never married		242
Liverpool (C)	15-19	Married	0	70
Liverpool (C)	15-19	Married	1	29
Liverpool (C)	15-19	Never married		13773
Liverpool (C)	20-24	Married	0	649
Liverpool (C)	20-24	Married	1	940
Liverpool (C)	20-24	Never married		11498
Liverpool (C)	25-34	Married	0	2498
Liverpool (C)	25-34	Married	1	12780
Liverpool (C)	25-34	Never married		11374
Liverpool (C)	35-44	Married	0	1968
Liverpool (C)	35-44	Married	1	18769
Liverpool (C)	35-44	Never married		6493
Liverpool (C)	45-54	Married	0	1748
Liverpool (C)	45-54	Married	1	17123
Liverpool (C)	45-54	Never married		6211
Liverpool (C)	55-64	Married	0	993
Liverpool (C)	55-64	Married	1	12672
Liverpool (C)	55-64	Never married		5276
Liverpool (C)	65-74	Married	0	371
Liverpool (C)	65-74	Married	1	7401
Liverpool (C)	65-74	Never married		3568
Liverpool (C)	75-84	Married	0	107
Liverpool (C)	75-84	Married	1	2893
Liverpool (C)	75-84	Never married		2516
Liverpool (C)	85+	Married	0	15
Liverpool (C)	85+	Married	1	479
Liverpool (C)	85+	Never married		1119
Liverpool Plains (A)	15-19	Married	0	6
Liverpool Plains (A)	15-19	Married	1	3
Liverpool Plains (A)	15-19	Never married		341
Liverpool Plains (A)	20-24	Married	0	64
Liverpool Plains (A)	20-24	Married	1	4
Liverpool Plains (A)	20-24	Never married		206
Liverpool Plains (A)	25-34	Married	0	156
Liverpool Plains (A)	25-34	Married	1	260
Liverpool Plains (A)	25-34	Never married		251
Liverpool Plains (A)	35-44	Married	0	95
Liverpool Plains (A)	35-44	Married	1	415
Liverpool Plains (A)	35-44	Never married		219
Liverpool Plains (A)	45-54	Married	0	119
Liverpool Plains (A)	45-54	Married	1	471
Liverpool Plains (A)	45-54	Never married		286
Liverpool Plains (A)	55-64	Married	0	73
Liverpool Plains (A)	55-64	Married	1	626
Liverpool Plains (A)	55-64	Never married		312
Liverpool Plains (A)	65-74	Married	0	33
Liverpool Plains (A)	65-74	Married	1	478
Liverpool Plains (A)	65-74	Never married		296
Liverpool Plains (A)	75-84	Married	0	8
Liverpool Plains (A)	75-84	Married	1	270
Liverpool Plains (A)	75-84	Never married		178
Liverpool Plains (A)	85+	Married	1	39
Liverpool Plains (A)	85+	Never married		100
Lockhart (A)	15-19	Never married		146
Lockhart (A)	20-24	Married	0	16
Lockhart (A)	20-24	Married	1	6
Lockhart (A)	20-24	Never married		76
Lockhart (A)	25-34	Married	0	40
Lockhart (A)	25-34	Married	1	124
Lockhart (A)	25-34	Never married		69
Lockhart (A)	35-44	Married	0	20
Lockhart (A)	35-44	Married	1	192
Lockhart (A)	35-44	Never married		65
Lockhart (A)	45-54	Married	0	31
Lockhart (A)	45-54	Married	1	252
Lockhart (A)	45-54	Never married		92
Lockhart (A)	55-64	Married	0	23
Lockhart (A)	55-64	Married	1	282
Lockhart (A)	55-64	Never married		120
Lockhart (A)	65-74	Married	0	6
Lockhart (A)	65-74	Married	1	213
Lockhart (A)	65-74	Never married		83
Lockhart (A)	75-84	Married	0	3
Lockhart (A)	75-84	Married	1	100
Lockhart (A)	75-84	Never married		76
Lockhart (A)	85+	Married	1	20
Lockhart (A)	85+	Never married		39
Maitland (C)	15-19	Married	0	71
Maitland (C)	15-19	Married	1	3
Maitland (C)	15-19	Never married		4506
Maitland (C)	20-24	Married	0	881
Maitland (C)	20-24	Married	1	230
Maitland (C)	20-24	Never married		3167
Maitland (C)	25-34	Married	0	2316
Maitland (C)	25-34	Married	1	4152
Maitland (C)	25-34	Never married		3138
Maitland (C)	35-44	Married	0	1287
Maitland (C)	35-44	Married	1	5728
Maitland (C)	35-44	Never married		2366
Maitland (C)	45-54	Married	0	946
Maitland (C)	45-54	Married	1	5681
Maitland (C)	45-54	Never married		2556
Maitland (C)	55-64	Married	0	584
Maitland (C)	55-64	Married	1	5306
Maitland (C)	55-64	Never married		2153
Maitland (C)	65-74	Married	0	244
Maitland (C)	65-74	Married	1	3941
Maitland (C)	65-74	Never married		1725
Maitland (C)	75-84	Married	0	47
Maitland (C)	75-84	Married	1	1595
Maitland (C)	75-84	Never married		1190
Maitland (C)	85+	Married	0	15
Maitland (C)	85+	Married	1	284
Maitland (C)	85+	Never married		641
Mid-Coast (A)	15-19	Married	0	66
Mid-Coast (A)	15-19	Married	1	3
Mid-Coast (A)	15-19	Never married		4234
Mid-Coast (A)	20-24	Married	0	568
Mid-Coast (A)	20-24	Married	1	155
Mid-Coast (A)	20-24	Never married		2172
Mid-Coast (A)	25-34	Married	0	1284
Mid-Coast (A)	25-34	Married	1	2031
Mid-Coast (A)	25-34	Never married		2628
Mid-Coast (A)	35-44	Married	0	1147
Mid-Coast (A)	35-44	Married	1	3837
Mid-Coast (A)	35-44	Never married		2446
Mid-Coast (A)	45-54	Married	0	1354
Mid-Coast (A)	45-54	Married	1	5298
Mid-Coast (A)	45-54	Never married		3465
Mid-Coast (A)	55-64	Married	0	1181
Mid-Coast (A)	55-64	Married	1	7659
Mid-Coast (A)	55-64	Never married		3975
Mid-Coast (A)	65-74	Married	0	784
Mid-Coast (A)	65-74	Married	1	8739
Mid-Coast (A)	65-74	Never married		3765
Mid-Coast (A)	75-84	Married	0	217
Mid-Coast (A)	75-84	Married	1	4199
Mid-Coast (A)	75-84	Never married		2837
Mid-Coast (A)	85+	Married	0	31
Mid-Coast (A)	85+	Married	1	869
Mid-Coast (A)	85+	Never married		1452
Mid-Western Regional (A)	15-19	Married	0	37
Mid-Western Regional (A)	15-19	Never married		1087
Mid-Western Regional (A)	20-24	Married	0	261
Mid-Western Regional (A)	20-24	Married	1	46
Mid-Western Regional (A)	20-24	Never married		580
Mid-Western Regional (A)	25-34	Married	0	626
Mid-Western Regional (A)	25-34	Married	1	944
Mid-Western Regional (A)	25-34	Never married		734
Mid-Western Regional (A)	35-44	Married	0	388
Mid-Western Regional (A)	35-44	Married	1	1415
Mid-Western Regional (A)	35-44	Never married		598
Mid-Western Regional (A)	45-54	Married	0	369
Mid-Western Regional (A)	45-54	Married	1	1688
Mid-Western Regional (A)	45-54	Never married		895
Mid-Western Regional (A)	55-64	Married	0	216
Mid-Western Regional (A)	55-64	Married	1	1637
Mid-Western Regional (A)	55-64	Never married		817
Mid-Western Regional (A)	65-74	Married	0	104
Mid-Western Regional (A)	65-74	Married	1	1464
Mid-Western Regional (A)	65-74	Never married		764
Mid-Western Regional (A)	75-84	Married	0	30
Mid-Western Regional (A)	75-84	Married	1	561
Mid-Western Regional (A)	75-84	Never married		571
Mid-Western Regional (A)	85+	Married	1	87
Mid-Western Regional (A)	85+	Never married		219
Moree Plains (A)	15-19	Married	0	23
Moree Plains (A)	15-19	Never married		532
Moree Plains (A)	20-24	Married	0	131
Moree Plains (A)	20-24	Married	1	34
Moree Plains (A)	20-24	Never married		459
Moree Plains (A)	25-34	Married	0	340
Moree Plains (A)	25-34	Married	1	446
Moree Plains (A)	25-34	Never married		575
Moree Plains (A)	35-44	Married	0	212
Moree Plains (A)	35-44	Married	1	745
Moree Plains (A)	35-44	Never married		423
Moree Plains (A)	45-54	Married	0	186
Moree Plains (A)	45-54	Married	1	793
Moree Plains (A)	45-54	Never married		555
Moree Plains (A)	55-64	Married	0	123
Moree Plains (A)	55-64	Married	1	754
Moree Plains (A)	55-64	Never married		441
Moree Plains (A)	65-74	Married	0	52
Moree Plains (A)	65-74	Married	1	561
Moree Plains (A)	65-74	Never married		397
Moree Plains (A)	75-84	Married	0	12
Moree Plains (A)	75-84	Married	1	237
Moree Plains (A)	75-84	Never married		239
Moree Plains (A)	85+	Married	0	3
Moree Plains (A)	85+	Married	1	35
Moree Plains (A)	85+	Never married		76
Mosman (A)	15-19	Married	0	5
Mosman (A)	15-19	Never married		1416
Mosman (A)	20-24	Married	0	81
Mosman (A)	20-24	Married	1	19
Mosman (A)	20-24	Never married		969
Mosman (A)	25-34	Married	0	792
Mosman (A)	25-34	Married	1	1070
Mosman (A)	25-34	Never married		1120
Mosman (A)	35-44	Married	0	505
Mosman (A)	35-44	Married	1	2353
Mosman (A)	35-44	Never married		810
Mosman (A)	45-54	Married	0	337
Mosman (A)	45-54	Married	1	2651
Mosman (A)	45-54	Never married		890
Mosman (A)	55-64	Married	0	215
Mosman (A)	55-64	Married	1	1941
Mosman (A)	55-64	Never married		839
Mosman (A)	65-74	Married	0	124
Mosman (A)	65-74	Married	1	1679
Mosman (A)	65-74	Never married		826
Mosman (A)	75-84	Married	0	40
Mosman (A)	75-84	Married	1	725
Mosman (A)	75-84	Never married		543
Mosman (A)	85+	Married	0	10
Mosman (A)	85+	Married	1	228
Mosman (A)	85+	Never married		410
Murray River (A)	15-19	Married	0	4
Murray River (A)	15-19	Never married		518
Murray River (A)	20-24	Married	0	79
Murray River (A)	20-24	Married	1	17
Murray River (A)	20-24	Never married		245
Murray River (A)	25-34	Married	0	250
Murray River (A)	25-34	Married	1	404
Murray River (A)	25-34	Never married		302
Murray River (A)	35-44	Married	0	160
Murray River (A)	35-44	Married	1	641
Murray River (A)	35-44	Never married		207
Murray River (A)	45-54	Married	0	161
Murray River (A)	45-54	Married	1	855
Murray River (A)	45-54	Never married		322
Murray River (A)	55-64	Married	0	143
Murray River (A)	55-64	Married	1	1006
Murray River (A)	55-64	Never married		382
Murray River (A)	65-74	Married	0	80
Murray River (A)	65-74	Married	1	995
Murray River (A)	65-74	Never married		370
Murray River (A)	75-84	Married	0	24
Murray River (A)	75-84	Married	1	462
Murray River (A)	75-84	Never married		317
Murray River (A)	85+	Married	0	7
Murray River (A)	85+	Married	1	75
Murray River (A)	85+	Never married		159
Murrumbidgee (A)	15-19	Married	0	6
Murrumbidgee (A)	15-19	Never married		182
Murrumbidgee (A)	20-24	Married	0	25
Murrumbidgee (A)	20-24	Married	1	7
Murrumbidgee (A)	20-24	Never married		107
Murrumbidgee (A)	25-34	Married	0	95
Murrumbidgee (A)	25-34	Married	1	135
Murrumbidgee (A)	25-34	Never married		139
Murrumbidgee (A)	35-44	Married	0	58
Murrumbidgee (A)	35-44	Married	1	224
Murrumbidgee (A)	35-44	Never married		98
Murrumbidgee (A)	45-54	Married	0	48
Murrumbidgee (A)	45-54	Married	1	294
Murrumbidgee (A)	45-54	Never married		113
Murrumbidgee (A)	55-64	Married	0	27
Murrumbidgee (A)	55-64	Married	1	304
Murrumbidgee (A)	55-64	Never married		123
Murrumbidgee (A)	65-74	Married	0	14
Murrumbidgee (A)	65-74	Married	1	192
Murrumbidgee (A)	65-74	Never married		88
Murrumbidgee (A)	75-84	Married	0	3
Murrumbidgee (A)	75-84	Married	1	91
Murrumbidgee (A)	75-84	Never married		86
Murrumbidgee (A)	85+	Married	1	17
Murrumbidgee (A)	85+	Never married		32
Muswellbrook (A)	15-19	Married	0	38
Muswellbrook (A)	15-19	Never married		844
Muswellbrook (A)	20-24	Married	0	246
Muswellbrook (A)	20-24	Married	1	41
Muswellbrook (A)	20-24	Never married		525
Muswellbrook (A)	25-34	Married	0	503
Muswellbrook (A)	25-34	Married	1	747
Muswellbrook (A)	25-34	Never married		644
Muswellbrook (A)	35-44	Married	0	266
Muswellbrook (A)	35-44	Married	1	1014
Muswellbrook (A)	35-44	Never married		541
Muswellbrook (A)	45-54	Married	0	235
Muswellbrook (A)	45-54	Married	1	1137
Muswellbrook (A)	45-54	Never married		624
Muswellbrook (A)	55-64	Married	0	130
Muswellbrook (A)	55-64	Married	1	961
Muswellbrook (A)	55-64	Never married		470
Muswellbrook (A)	65-74	Married	0	42
Muswellbrook (A)	65-74	Married	1	690
Muswellbrook (A)	65-74	Never married		352
Muswellbrook (A)	75-84	Married	0	21
Muswellbrook (A)	75-84	Married	1	251
Muswellbrook (A)	75-84	Never married		251
Muswellbrook (A)	85+	Married	0	7
Muswellbrook (A)	85+	Married	1	34
Muswellbrook (A)	85+	Never married		113
Nambucca (A)	15-19	Married	0	21
Nambucca (A)	15-19	Never married		885
Nambucca (A)	20-24	Married	0	129
Nambucca (A)	20-24	Married	1	38
Nambucca (A)	20-24	Never married		471
Nambucca (A)	25-34	Married	0	290
Nambucca (A)	25-34	Married	1	404
Nambucca (A)	25-34	Never married		584
Nambucca (A)	35-44	Married	0	295
Nambucca (A)	35-44	Married	1	764
Nambucca (A)	35-44	Never married		525
Nambucca (A)	45-54	Married	0	342
Nambucca (A)	45-54	Married	1	1000
Nambucca (A)	45-54	Never married		794
Nambucca (A)	55-64	Married	0	349
Nambucca (A)	55-64	Married	1	1539
Nambucca (A)	55-64	Never married		1075
Nambucca (A)	65-74	Married	0	151
Nambucca (A)	65-74	Married	1	1565
Nambucca (A)	65-74	Never married		911
Nambucca (A)	75-84	Married	0	50
Nambucca (A)	75-84	Married	1	744
Nambucca (A)	75-84	Never married		573
Nambucca (A)	85+	Married	0	11
Nambucca (A)	85+	Married	1	176
Nambucca (A)	85+	Never married		317
Narrabri (A)	15-19	Married	0	20
Narrabri (A)	15-19	Never married		608
Narrabri (A)	20-24	Married	0	111
Narrabri (A)	20-24	Married	1	35
Narrabri (A)	20-24	Never married		371
Narrabri (A)	25-34	Married	0	267
Narrabri (A)	25-34	Married	1	521
Narrabri (A)	25-34	Never married		492
Narrabri (A)	35-44	Married	0	173
Narrabri (A)	35-44	Married	1	829
Narrabri (A)	35-44	Never married		339
Narrabri (A)	45-54	Married	0	165
Narrabri (A)	45-54	Married	1	917
Narrabri (A)	45-54	Never married		438
Narrabri (A)	55-64	Married	0	103
Narrabri (A)	55-64	Married	1	995
Narrabri (A)	55-64	Never married		432
Narrabri (A)	65-74	Married	0	57
Narrabri (A)	65-74	Married	1	704
