LGA_NAME16	Age	MaritalStatus	Registered	adults
Mackay (R)	75-84	Married	0	84
Mackay (R)	75-84	Married	1	2070
Mackay (R)	75-84	Never married		1681
Mackay (R)	85+	Married	0	7
Mackay (R)	85+	Married	1	376
Mackay (R)	85+	Never married		768
McKinlay (S)	15-19	Never married		17
McKinlay (S)	20-24	Married	0	5
McKinlay (S)	20-24	Married	1	3
McKinlay (S)	20-24	Never married		28
McKinlay (S)	25-34	Married	0	20
McKinlay (S)	25-34	Married	1	31
McKinlay (S)	25-34	Never married		29
McKinlay (S)	35-44	Married	0	15
McKinlay (S)	35-44	Married	1	54
McKinlay (S)	35-44	Never married		22
McKinlay (S)	45-54	Married	0	15
McKinlay (S)	45-54	Married	1	45
McKinlay (S)	45-54	Never married		23
McKinlay (S)	55-64	Married	0	3
McKinlay (S)	55-64	Married	1	57
McKinlay (S)	55-64	Never married		28
McKinlay (S)	65-74	Married	0	4
McKinlay (S)	65-74	Married	1	22
McKinlay (S)	65-74	Never married		34
McKinlay (S)	75-84	Married	1	7
McKinlay (S)	75-84	Never married		9
Mapoon (S)	15-19	Married	0	3
Mapoon (S)	15-19	Never married		19
Mapoon (S)	20-24	Married	0	10
Mapoon (S)	20-24	Never married		18
Mapoon (S)	25-34	Married	0	11
Mapoon (S)	25-34	Married	1	3
Mapoon (S)	25-34	Never married		20
Mapoon (S)	35-44	Married	0	6
Mapoon (S)	35-44	Married	1	5
Mapoon (S)	35-44	Never married		17
Mapoon (S)	45-54	Married	0	4
Mapoon (S)	45-54	Married	1	7
Mapoon (S)	45-54	Never married		14
Mapoon (S)	55-64	Married	0	8
Mapoon (S)	55-64	Married	1	8
Mapoon (S)	55-64	Never married		21
Mapoon (S)	65-74	Married	1	3
Mapoon (S)	65-74	Never married		9
Mapoon (S)	75-84	Married	1	3
Mapoon (S)	75-84	Never married		3
Maranoa (R)	15-19	Married	0	38
Maranoa (R)	15-19	Never married		505
Maranoa (R)	20-24	Married	0	194
Maranoa (R)	20-24	Married	1	39
Maranoa (R)	20-24	Never married		357
Maranoa (R)	25-34	Married	0	363
Maranoa (R)	25-34	Married	1	678
Maranoa (R)	25-34	Never married		464
Maranoa (R)	35-44	Married	0	196
Maranoa (R)	35-44	Married	1	885
Maranoa (R)	35-44	Never married		273
Maranoa (R)	45-54	Married	0	187
Maranoa (R)	45-54	Married	1	860
Maranoa (R)	45-54	Never married		354
Maranoa (R)	55-64	Married	0	115
Maranoa (R)	55-64	Married	1	790
Maranoa (R)	55-64	Never married		336
Maranoa (R)	65-74	Married	0	39
Maranoa (R)	65-74	Married	1	540
Maranoa (R)	65-74	Never married		297
Maranoa (R)	75-84	Married	0	12
Maranoa (R)	75-84	Married	1	236
Maranoa (R)	75-84	Never married		223
Maranoa (R)	85+	Married	0	3
Maranoa (R)	85+	Married	1	37
Maranoa (R)	85+	Never married		92
Mareeba (S)	15-19	Married	0	22
Mareeba (S)	15-19	Never married		982
Mareeba (S)	20-24	Married	0	160
Mareeba (S)	20-24	Married	1	35
Mareeba (S)	20-24	Never married		589
Mareeba (S)	25-34	Married	0	448
Mareeba (S)	25-34	Married	1	536
Mareeba (S)	25-34	Never married		709
Mareeba (S)	35-44	Married	0	448
Mareeba (S)	35-44	Married	1	1026
Mareeba (S)	35-44	Never married		611
Mareeba (S)	45-54	Married	0	399
Mareeba (S)	45-54	Married	1	1385
Mareeba (S)	45-54	Never married		756
Mareeba (S)	55-64	Married	0	313
Mareeba (S)	55-64	Married	1	1422
Mareeba (S)	55-64	Never married		867
Mareeba (S)	65-74	Married	0	136
Mareeba (S)	65-74	Married	1	1251
Mareeba (S)	65-74	Never married		734
Mareeba (S)	75-84	Married	0	24
Mareeba (S)	75-84	Married	1	612
Mareeba (S)	75-84	Never married		445
Mareeba (S)	85+	Married	0	3
Mareeba (S)	85+	Married	1	112
Mareeba (S)	85+	Never married		179
Moreton Bay (R)	15-19	Married	0	516
Moreton Bay (R)	15-19	Married	1	25
Moreton Bay (R)	15-19	Never married		25140
Moreton Bay (R)	20-24	Married	0	4580
Moreton Bay (R)	20-24	Married	1	1263
Moreton Bay (R)	20-24	Never married		17102
Moreton Bay (R)	25-34	Married	0	10967
Moreton Bay (R)	25-34	Married	1	19102
Moreton Bay (R)	25-34	Never married		16748
Moreton Bay (R)	35-44	Married	0	7850
Moreton Bay (R)	35-44	Married	1	31759
Moreton Bay (R)	35-44	Never married		13306
Moreton Bay (R)	45-54	Married	0	6138
Moreton Bay (R)	45-54	Married	1	32755
Moreton Bay (R)	45-54	Never married		14258
Moreton Bay (R)	55-64	Married	0	3384
Moreton Bay (R)	55-64	Married	1	29008
Moreton Bay (R)	55-64	Never married		12028
Moreton Bay (R)	65-74	Married	0	1685
Moreton Bay (R)	65-74	Married	1	23863
Moreton Bay (R)	65-74	Never married		10689
Moreton Bay (R)	75-84	Married	0	386
Moreton Bay (R)	75-84	Married	1	9179
Moreton Bay (R)	75-84	Never married		6633
Moreton Bay (R)	85+	Married	0	45
Moreton Bay (R)	85+	Married	1	1646
Moreton Bay (R)	85+	Never married		3337
Mornington (S)	15-19	Married	0	5
Mornington (S)	15-19	Never married		88
Mornington (S)	20-24	Married	0	20
Mornington (S)	20-24	Married	1	3
Mornington (S)	20-24	Never married		52
Mornington (S)	25-34	Married	0	61
Mornington (S)	25-34	Married	1	11
Mornington (S)	25-34	Never married		86
Mornington (S)	35-44	Married	0	71
Mornington (S)	35-44	Married	1	13
Mornington (S)	35-44	Never married		45
Mornington (S)	45-54	Married	0	48
Mornington (S)	45-54	Married	1	17
Mornington (S)	45-54	Never married		54
Mornington (S)	55-64	Married	0	10
Mornington (S)	55-64	Married	1	19
Mornington (S)	55-64	Never married		27
Mornington (S)	65-74	Married	0	6
Mornington (S)	65-74	Married	1	4
Mornington (S)	65-74	Never married		21
Mornington (S)	75-84	Never married		11
Mount Isa (C)	15-19	Married	0	44
Mount Isa (C)	15-19	Never married		884
Mount Isa (C)	20-24	Married	0	368
Mount Isa (C)	20-24	Married	1	67
Mount Isa (C)	20-24	Never married		693
Mount Isa (C)	25-34	Married	0	862
Mount Isa (C)	25-34	Married	1	1070
Mount Isa (C)	25-34	Never married		966
Mount Isa (C)	35-44	Married	0	422
Mount Isa (C)	35-44	Married	1	1200
Mount Isa (C)	35-44	Never married		606
Mount Isa (C)	45-54	Married	0	279
Mount Isa (C)	45-54	Married	1	1137
Mount Isa (C)	45-54	Never married		657
Mount Isa (C)	55-64	Married	0	144
Mount Isa (C)	55-64	Married	1	769
Mount Isa (C)	55-64	Never married		457
Mount Isa (C)	65-74	Married	0	31
Mount Isa (C)	65-74	Married	1	397
Mount Isa (C)	65-74	Never married		308
Mount Isa (C)	75-84	Married	0	7
Mount Isa (C)	75-84	Married	1	136
Mount Isa (C)	75-84	Never married		144
Mount Isa (C)	85+	Married	0	4
Mount Isa (C)	85+	Married	1	13
Mount Isa (C)	85+	Never married		53
Murweh (S)	15-19	Married	0	7
Murweh (S)	15-19	Never married		182
Murweh (S)	20-24	Married	0	63
Murweh (S)	20-24	Married	1	23
Murweh (S)	20-24	Never married		113
Murweh (S)	25-34	Married	0	127
Murweh (S)	25-34	Married	1	182
Murweh (S)	25-34	Never married		136
Murweh (S)	35-44	Married	0	79
Murweh (S)	35-44	Married	1	259
Murweh (S)	35-44	Never married		98
Murweh (S)	45-54	Married	0	80
Murweh (S)	45-54	Married	1	295
Murweh (S)	45-54	Never married		145
Murweh (S)	55-64	Married	0	32
Murweh (S)	55-64	Married	1	331
Murweh (S)	55-64	Never married		147
Murweh (S)	65-74	Married	0	16
Murweh (S)	65-74	Married	1	165
Murweh (S)	65-74	Never married		139
Murweh (S)	75-84	Married	1	86
Murweh (S)	75-84	Never married		101
Murweh (S)	85+	Married	1	16
Murweh (S)	85+	Never married		43
Napranum (S)	15-19	Married	0	3
Napranum (S)	15-19	Never married		76
Napranum (S)	20-24	Married	0	30
Napranum (S)	20-24	Married	1	3
Napranum (S)	20-24	Never married		57
Napranum (S)	25-34	Married	0	63
Napranum (S)	25-34	Married	1	8
Napranum (S)	25-34	Never married		54
Napranum (S)	35-44	Married	0	62
Napranum (S)	35-44	Married	1	14
Napranum (S)	35-44	Never married		38
Napranum (S)	45-54	Married	0	47
Napranum (S)	45-54	Married	1	8
Napranum (S)	45-54	Never married		60
Napranum (S)	55-64	Married	0	18
Napranum (S)	55-64	Married	1	8
Napranum (S)	55-64	Never married		37
Napranum (S)	65-74	Married	0	9
Napranum (S)	65-74	Married	1	4
Napranum (S)	65-74	Never married		14
Napranum (S)	75-84	Never married		8
Noosa (S)	15-19	Married	0	29
Noosa (S)	15-19	Married	1	9
Noosa (S)	15-19	Never married		2580
Noosa (S)	20-24	Married	0	229
Noosa (S)	20-24	Married	1	47
Noosa (S)	20-24	Never married		1305
Noosa (S)	25-34	Married	0	860
Noosa (S)	25-34	Married	1	1153
Noosa (S)	25-34	Never married		1378
Noosa (S)	35-44	Married	0	929
Noosa (S)	35-44	Married	1	3027
Noosa (S)	35-44	Never married		1493
Noosa (S)	45-54	Married	0	1078
Noosa (S)	45-54	Married	1	3948
Noosa (S)	45-54	Never married		2061
Noosa (S)	55-64	Married	0	794
Noosa (S)	55-64	Married	1	4499
Noosa (S)	55-64	Never married		2143
Noosa (S)	65-74	Married	0	457
Noosa (S)	65-74	Married	1	4422
Noosa (S)	65-74	Never married		1768
Noosa (S)	75-84	Married	0	79
Noosa (S)	75-84	Married	1	1859
Noosa (S)	75-84	Never married		1143
Noosa (S)	85+	Married	0	15
Noosa (S)	85+	Married	1	373
Noosa (S)	85+	Never married		603
North Burnett (R)	15-19	Married	0	14
North Burnett (R)	15-19	Never married		432
North Burnett (R)	20-24	Married	0	102
North Burnett (R)	20-24	Married	1	24
North Burnett (R)	20-24	Never married		232
North Burnett (R)	25-34	Married	0	165
North Burnett (R)	25-34	Married	1	356
North Burnett (R)	25-34	Never married		373
North Burnett (R)	35-44	Married	0	109
North Burnett (R)	35-44	Married	1	536
North Burnett (R)	35-44	Never married		287
North Burnett (R)	45-54	Married	0	140
North Burnett (R)	45-54	Married	1	763
North Burnett (R)	45-54	Never married		327
North Burnett (R)	55-64	Married	0	115
North Burnett (R)	55-64	Married	1	798
North Burnett (R)	55-64	Never married		385
North Burnett (R)	65-74	Married	0	66
North Burnett (R)	65-74	Married	1	758
North Burnett (R)	65-74	Never married		356
North Burnett (R)	75-84	Married	0	12
North Burnett (R)	75-84	Married	1	345
North Burnett (R)	75-84	Never married		245
North Burnett (R)	85+	Married	1	58
North Burnett (R)	85+	Never married		124
Northern Peninsula Area (R)	15-19	Married	0	5
Northern Peninsula Area (R)	15-19	Never married		215
Northern Peninsula Area (R)	20-24	Married	0	61
Northern Peninsula Area (R)	20-24	Married	1	3
Northern Peninsula Area (R)	20-24	Never married		155
Northern Peninsula Area (R)	25-34	Married	0	156
Northern Peninsula Area (R)	25-34	Married	1	50
Northern Peninsula Area (R)	25-34	Never married		166
Northern Peninsula Area (R)	35-44	Married	0	100
Northern Peninsula Area (R)	35-44	Married	1	69
Northern Peninsula Area (R)	35-44	Never married		106
Northern Peninsula Area (R)	45-54	Married	0	72
Northern Peninsula Area (R)	45-54	Married	1	88
Northern Peninsula Area (R)	45-54	Never married		89
Northern Peninsula Area (R)	55-64	Married	0	35
Northern Peninsula Area (R)	55-64	Married	1	66
Northern Peninsula Area (R)	55-64	Never married		70
Northern Peninsula Area (R)	65-74	Married	0	6
Northern Peninsula Area (R)	65-74	Married	1	22
Northern Peninsula Area (R)	65-74	Never married		43
Northern Peninsula Area (R)	75-84	Married	1	7
Northern Peninsula Area (R)	75-84	Never married		9
Northern Peninsula Area (R)	85+	Never married		6
Palm Island (S)	15-19	Married	0	3
Palm Island (S)	15-19	Never married		193
Palm Island (S)	20-24	Married	0	54
Palm Island (S)	20-24	Never married		165
Palm Island (S)	25-34	Married	0	129
Palm Island (S)	25-34	Married	1	16
Palm Island (S)	25-34	Never married		175
Palm Island (S)	35-44	Married	0	85
Palm Island (S)	35-44	Married	1	13
Palm Island (S)	35-44	Never married		134
Palm Island (S)	45-54	Married	0	84
Palm Island (S)	45-54	Married	1	51
Palm Island (S)	45-54	Never married		144
Palm Island (S)	55-64	Married	0	48
Palm Island (S)	55-64	Married	1	29
Palm Island (S)	55-64	Never married		94
Palm Island (S)	65-74	Married	0	9
Palm Island (S)	65-74	Married	1	12
Palm Island (S)	65-74	Never married		38
Palm Island (S)	75-84	Never married		7
Paroo (S)	15-19	Never married		50
Paroo (S)	20-24	Married	0	15
Paroo (S)	20-24	Never married		47
Paroo (S)	25-34	Married	0	46
Paroo (S)	25-34	Married	1	38
Paroo (S)	25-34	Never married		66
Paroo (S)	35-44	Married	0	18
Paroo (S)	35-44	Married	1	54
Paroo (S)	35-44	Never married		64
Paroo (S)	45-54	Married	0	22
Paroo (S)	45-54	Married	1	90
Paroo (S)	45-54	Never married		78
Paroo (S)	55-64	Married	0	16
Paroo (S)	55-64	Married	1	133
Paroo (S)	55-64	Never married		91
Paroo (S)	65-74	Married	0	7
Paroo (S)	65-74	Married	1	86
Paroo (S)	65-74	Never married		67
Paroo (S)	75-84	Married	1	37
Paroo (S)	75-84	Never married		39
Paroo (S)	85+	Married	1	3
Paroo (S)	85+	Never married		20
Pormpuraaw (S)	15-19	Married	1	3
Pormpuraaw (S)	15-19	Never married		46
Pormpuraaw (S)	20-24	Married	0	18
Pormpuraaw (S)	20-24	Married	1	6
Pormpuraaw (S)	20-24	Never married		24
Pormpuraaw (S)	25-34	Married	0	44
Pormpuraaw (S)	25-34	Married	1	11
Pormpuraaw (S)	25-34	Never married		36
Pormpuraaw (S)	35-44	Married	0	62
Pormpuraaw (S)	35-44	Married	1	12
Pormpuraaw (S)	35-44	Never married		45
Pormpuraaw (S)	45-54	Married	0	43
Pormpuraaw (S)	45-54	Married	1	11
Pormpuraaw (S)	45-54	Never married		43
Pormpuraaw (S)	55-64	Married	0	17
Pormpuraaw (S)	55-64	Married	1	14
Pormpuraaw (S)	55-64	Never married		35
Pormpuraaw (S)	65-74	Married	0	3
Pormpuraaw (S)	65-74	Married	1	5
Pormpuraaw (S)	65-74	Never married		22
Pormpuraaw (S)	75-84	Married	0	5
Pormpuraaw (S)	75-84	Never married		8
Quilpie (S)	15-19	Never married		22
Quilpie (S)	20-24	Married	0	19
Quilpie (S)	20-24	Never married		23
Quilpie (S)	25-34	Married	0	39
Quilpie (S)	25-34	Married	1	36
Quilpie (S)	25-34	Never married		32
Quilpie (S)	35-44	Married	0	11
Quilpie (S)	35-44	Married	1	38
Quilpie (S)	35-44	Never married		25
Quilpie (S)	45-54	Married	0	19
Quilpie (S)	45-54	Married	1	77
Quilpie (S)	45-54	Never married		32
Quilpie (S)	55-64	Married	0	14
Quilpie (S)	55-64	Married	1	43
Quilpie (S)	55-64	Never married		39
Quilpie (S)	65-74	Married	0	6
Quilpie (S)	65-74	Married	1	28
Quilpie (S)	65-74	Never married		29
Quilpie (S)	75-84	Married	0	3
Quilpie (S)	75-84	Married	1	7
Quilpie (S)	75-84	Never married		10
Quilpie (S)	85+	Married	1	3
Quilpie (S)	85+	Never married		4
Redland (C)	15-19	Married	0	119
Redland (C)	15-19	Married	1	10
Redland (C)	15-19	Never married		9093
Redland (C)	20-24	Married	0	1212
Redland (C)	20-24	Married	1	314
Redland (C)	20-24	Never married		6009
Redland (C)	25-34	Married	0	3267
Redland (C)	25-34	Married	1	5938
Redland (C)	25-34	Never married		5261
Redland (C)	35-44	Married	0	2390
Redland (C)	35-44	Married	1	10772
Redland (C)	35-44	Never married		4010
Redland (C)	45-54	Married	0	2058
Redland (C)	45-54	Married	1	12995
Redland (C)	45-54	Never married		4605
Redland (C)	55-64	Married	0	1301
Redland (C)	55-64	Married	1	12328
Redland (C)	55-64	Never married		4475
Redland (C)	65-74	Married	0	651
Redland (C)	65-74	Married	1	9293
Redland (C)	65-74	Never married		3885
Redland (C)	75-84	Married	0	164
Redland (C)	75-84	Married	1	3747
Redland (C)	75-84	Never married		2670
Redland (C)	85+	Married	0	32
Redland (C)	85+	Married	1	785
Redland (C)	85+	Never married		1364
Richmond (S)	15-19	Never married		20
Richmond (S)	20-24	Married	0	19
Richmond (S)	20-24	Married	1	3
Richmond (S)	20-24	Never married		23
Richmond (S)	25-34	Married	0	30
Richmond (S)	25-34	Married	1	53
Richmond (S)	25-34	Never married		34
Richmond (S)	35-44	Married	0	9
Richmond (S)	35-44	Married	1	28
Richmond (S)	35-44	Never married		20
Richmond (S)	45-54	Married	0	11
Richmond (S)	45-54	Married	1	56
Richmond (S)	45-54	Never married		28
Richmond (S)	55-64	Married	0	9
Richmond (S)	55-64	Married	1	62
Richmond (S)	55-64	Never married		24
Richmond (S)	65-74	Married	0	6
Richmond (S)	65-74	Married	1	30
Richmond (S)	65-74	Never married		19
Richmond (S)	75-84	Married	1	14
Richmond (S)	75-84	Never married		18
Richmond (S)	85+	Never married		8
Rockhampton (R)	15-19	Married	0	188
Rockhampton (R)	15-19	Married	1	10
Rockhampton (R)	15-19	Never married		4418
Rockhampton (R)	20-24	Married	0	1205
Rockhampton (R)	20-24	Married	1	295
Rockhampton (R)	20-24	Never married		3062
Rockhampton (R)	25-34	Married	0	2210
Rockhampton (R)	25-34	Married	1	3775
Rockhampton (R)	25-34	Never married		3526
Rockhampton (R)	35-44	Married	0	1152
Rockhampton (R)	35-44	Married	1	4653
Rockhampton (R)	35-44	Never married		2550
Rockhampton (R)	45-54	Married	0	965
Rockhampton (R)	45-54	Married	1	5064
Rockhampton (R)	45-54	Never married		2923
Rockhampton (R)	55-64	Married	0	564
Rockhampton (R)	55-64	Married	1	4794
Rockhampton (R)	55-64	Never married		2546
Rockhampton (R)	65-74	Married	0	238
Rockhampton (R)	65-74	Married	1	3358
Rockhampton (R)	65-74	Never married		1963
Rockhampton (R)	75-84	Married	0	59
Rockhampton (R)	75-84	Married	1	1611
Rockhampton (R)	75-84	Never married		1555
Rockhampton (R)	85+	Married	0	7
Rockhampton (R)	85+	Married	1	322
Rockhampton (R)	85+	Never married		721
Scenic Rim (R)	15-19	Married	0	42
Scenic Rim (R)	15-19	Never married		2156
Scenic Rim (R)	20-24	Married	0	274
Scenic Rim (R)	20-24	Married	1	76
Scenic Rim (R)	20-24	Never married		1123
Scenic Rim (R)	25-34	Married	0	675
Scenic Rim (R)	25-34	Married	1	1169
Scenic Rim (R)	25-34	Never married		1081
Scenic Rim (R)	35-44	Married	0	683
Scenic Rim (R)	35-44	Married	1	2615
Scenic Rim (R)	35-44	Never married		1062
Scenic Rim (R)	45-54	Married	0	714
Scenic Rim (R)	45-54	Married	1	3296
Scenic Rim (R)	45-54	Never married		1303
Scenic Rim (R)	55-64	Married	0	428
Scenic Rim (R)	55-64	Married	1	3347
Scenic Rim (R)	55-64	Never married		1288
Scenic Rim (R)	65-74	Married	0	187
Scenic Rim (R)	65-74	Married	1	2906
Scenic Rim (R)	65-74	Never married		1213
Scenic Rim (R)	75-84	Married	0	56
Scenic Rim (R)	75-84	Married	1	1203
Scenic Rim (R)	75-84	Never married		786
Scenic Rim (R)	85+	Married	0	3
Scenic Rim (R)	85+	Married	1	222
Scenic Rim (R)	85+	Never married		330
Somerset (R)	15-19	Married	0	38
Somerset (R)	15-19	Never married		1253
Somerset (R)	20-24	Married	0	236
Somerset (R)	20-24	Married	1	67
Somerset (R)	20-24	Never married		679
Somerset (R)	25-34	Married	0	495
Somerset (R)	25-34	Married	1	865
Somerset (R)	25-34	Never married		806
Somerset (R)	35-44	Married	0	408
Somerset (R)	35-44	Married	1	1391
Somerset (R)	35-44	Never married		716
Somerset (R)	45-54	Married	0	436
Somerset (R)	45-54	Married	1	1677
Somerset (R)	45-54	Never married		869
Somerset (R)	55-64	Married	0	283
Somerset (R)	55-64	Married	1	1958
Somerset (R)	55-64	Never married		928
Somerset (R)	65-74	Married	0	148
Somerset (R)	65-74	Married	1	1712
Somerset (R)	65-74	Never married		753
Somerset (R)	75-84	Married	0	28
Somerset (R)	75-84	Married	1	610
Somerset (R)	75-84	Never married		442
Somerset (R)	85+	Married	0	3
Somerset (R)	85+	Married	1	72
Somerset (R)	85+	Never married		166
South Burnett (R)	15-19	Married	0	78
South Burnett (R)	15-19	Married	1	5
South Burnett (R)	15-19	Never married		1537
South Burnett (R)	20-24	Married	0	367
South Burnett (R)	20-24	Married	1	99
South Burnett (R)	20-24	Never married		846
South Burnett (R)	25-34	Married	0	579
South Burnett (R)	25-34	Married	1	1064
South Burnett (R)	25-34	Never married		955
South Burnett (R)	35-44	Married	0	440
South Burnett (R)	35-44	Married	1	1660
South Burnett (R)	35-44	Never married		939
South Burnett (R)	45-54	Married	0	416
South Burnett (R)	45-54	Married	1	2126
South Burnett (R)	45-54	Never married		1164
South Burnett (R)	55-64	Married	0	285
South Burnett (R)	55-64	Married	1	2534
South Burnett (R)	55-64	Never married		1263
South Burnett (R)	65-74	Married	0	205
South Burnett (R)	65-74	Married	1	2495
South Burnett (R)	65-74	Never married		1244
South Burnett (R)	75-84	Married	0	62
South Burnett (R)	75-84	Married	1	1019
South Burnett (R)	75-84	Never married		747
South Burnett (R)	85+	Married	0	5
South Burnett (R)	85+	Married	1	159
South Burnett (R)	85+	Never married		325
Southern Downs (R)	15-19	Married	0	56
Southern Downs (R)	15-19	Married	1	8
Southern Downs (R)	15-19	Never married		1850
Southern Downs (R)	20-24	Married	0	336
Southern Downs (R)	20-24	Married	1	100
Southern Downs (R)	20-24	Never married		1017
Southern Downs (R)	25-34	Married	0	623
Southern Downs (R)	25-34	Married	1	1083
Southern Downs (R)	25-34	Never married		1099
Southern Downs (R)	35-44	Married	0	464
Southern Downs (R)	35-44	Married	1	1879
Southern Downs (R)	35-44	Never married		944
Southern Downs (R)	45-54	Married	0	457
Southern Downs (R)	45-54	Married	1	2519
Southern Downs (R)	45-54	Never married		1131
Southern Downs (R)	55-64	Married	0	340
Southern Downs (R)	55-64	Married	1	2969
Southern Downs (R)	55-64	Never married		1249
Southern Downs (R)	65-74	Married	0	209
Southern Downs (R)	65-74	Married	1	2673
Southern Downs (R)	65-74	Never married		1215
Southern Downs (R)	75-84	Married	0	40
Southern Downs (R)	75-84	Married	1	1169
Southern Downs (R)	75-84	Never married		895
Southern Downs (R)	85+	Married	0	11
Southern Downs (R)	85+	Married	1	231
Southern Downs (R)	85+	Never married		395
Sunshine Coast (R)	15-19	Married	0	246
Sunshine Coast (R)	15-19	Married	1	6
Sunshine Coast (R)	15-19	Never married		15740
Sunshine Coast (R)	20-24	Married	0	2332
Sunshine Coast (R)	20-24	Married	1	615
Sunshine Coast (R)	20-24	Never married		10178
Sunshine Coast (R)	25-34	Married	0	6520
Sunshine Coast (R)	25-34	Married	1	10601
Sunshine Coast (R)	25-34	Never married		10458
Sunshine Coast (R)	35-44	Married	0	5054
Sunshine Coast (R)	35-44	Married	1	20025
Sunshine Coast (R)	35-44	Never married		8495
Sunshine Coast (R)	45-54	Married	0	4508
Sunshine Coast (R)	45-54	Married	1	22270
Sunshine Coast (R)	45-54	Never married		10346
Sunshine Coast (R)	55-64	Married	0	3115
Sunshine Coast (R)	55-64	Married	1	21425
Sunshine Coast (R)	55-64	Never married		9783
Sunshine Coast (R)	65-74	Married	0	1574
Sunshine Coast (R)	65-74	Married	1	19802
Sunshine Coast (R)	65-74	Never married		8231
Sunshine Coast (R)	75-84	Married	0	415
Sunshine Coast (R)	75-84	Married	1	9671
Sunshine Coast (R)	75-84	Never married		5790
Sunshine Coast (R)	85+	Married	0	46
Sunshine Coast (R)	85+	Married	1	1974
Sunshine Coast (R)	85+	Never married		3252
Tablelands (R)	15-19	Married	0	31
Tablelands (R)	15-19	Never married		1176
Tablelands (R)	20-24	Married	0	195
Tablelands (R)	20-24	Married	1	47
Tablelands (R)	20-24	Never married		570
Tablelands (R)	25-34	Married	0	432
Tablelands (R)	25-34	Married	1	667
Tablelands (R)	25-34	Never married		665
Tablelands (R)	35-44	Married	0	363
Tablelands (R)	35-44	Married	1	1227
Tablelands (R)	35-44	Never married		605
Tablelands (R)	45-54	Married	0	456
Tablelands (R)	45-54	Married	1	1575
Tablelands (R)	45-54	Never married		918
Tablelands (R)	55-64	Married	0	327
Tablelands (R)	55-64	Married	1	1962
Tablelands (R)	55-64	Never married		1129
Tablelands (R)	65-74	Married	0	203
Tablelands (R)	65-74	Married	1	1895
Tablelands (R)	65-74	Never married		902
Tablelands (R)	75-84	Married	0	49
Tablelands (R)	75-84	Married	1	829
Tablelands (R)	75-84	Never married		617
Tablelands (R)	85+	Married	0	11
Tablelands (R)	85+	Married	1	163
Tablelands (R)	85+	Never married		266
Toowoomba (R)	15-19	Married	0	248
Toowoomba (R)	15-19	Married	1	24
Toowoomba (R)	15-19	Never married		8880
Toowoomba (R)	20-24	Married	0	1935
Toowoomba (R)	20-24	Married	1	625
Toowoomba (R)	20-24	Never married		5858
Toowoomba (R)	25-34	Married	0	3532
Toowoomba (R)	25-34	Married	1	7764
Toowoomba (R)	25-34	Never married		6030
Toowoomba (R)	35-44	Married	0	1833
Toowoomba (R)	35-44	Married	1	10749
Toowoomba (R)	35-44	Never married		4551
Toowoomba (R)	45-54	Married	0	1642
Toowoomba (R)	45-54	Married	1	11529
Toowoomba (R)	45-54	Never married		5148
Toowoomba (R)	55-64	Married	0	1026
Toowoomba (R)	55-64	Married	1	11335
Toowoomba (R)	55-64	Never married		4771
Toowoomba (R)	65-74	Married	0	497
Toowoomba (R)	65-74	Married	1	9043
Toowoomba (R)	65-74	Never married		4050
Toowoomba (R)	75-84	Married	0	106
Toowoomba (R)	75-84	Married	1	4298
Toowoomba (R)	75-84	Never married		3153
Toowoomba (R)	85+	Married	0	17
Toowoomba (R)	85+	Married	1	859
Toowoomba (R)	85+	Never married		1706
Torres (S)	15-19	Married	0	3
Torres (S)	15-19	Never married		215
Torres (S)	20-24	Married	0	34
Torres (S)	20-24	Never married		198
Torres (S)	25-34	Married	0	137
Torres (S)	25-34	Married	1	77
Torres (S)	25-34	Never married		268
Torres (S)	35-44	Married	0	124
Torres (S)	35-44	Married	1	134
Torres (S)	35-44	Never married		140
Torres (S)	45-54	Married	0	73
Torres (S)	45-54	Married	1	111
Torres (S)	45-54	Never married		138
Torres (S)	55-64	Married	0	40
Torres (S)	55-64	Married	1	125
Torres (S)	55-64	Never married		115
Torres (S)	65-74	Married	0	4
Torres (S)	65-74	Married	1	38
Torres (S)	65-74	Never married		52
Torres (S)	75-84	Married	1	11
Torres (S)	75-84	Never married		15
Torres (S)	85+	Never married		4
Torres Strait Island (R)	15-19	Married	0	3
Torres Strait Island (R)	15-19	Never married		203
Torres Strait Island (R)	20-24	Married	0	65
Torres Strait Island (R)	20-24	Never married		257
Torres Strait Island (R)	25-34	Married	0	256
Torres Strait Island (R)	25-34	Married	1	30
Torres Strait Island (R)	25-34	Never married		302
Torres Strait Island (R)	35-44	Married	0	158
Torres Strait Island (R)	35-44	Married	1	103
Torres Strait Island (R)	35-44	Never married		186
Torres Strait Island (R)	45-54	Married	0	98
Torres Strait Island (R)	45-54	Married	1	156
Torres Strait Island (R)	45-54	Never married		126
Torres Strait Island (R)	55-64	Married	0	56
Torres Strait Island (R)	55-64	Married	1	148
Torres Strait Island (R)	55-64	Never married		128
Torres Strait Island (R)	65-74	Married	0	8
Torres Strait Island (R)	65-74	Married	1	65
Torres Strait Island (R)	65-74	Never married		69
Torres Strait Island (R)	75-84	Married	1	14
Torres Strait Island (R)	75-84	Never married		33
Torres Strait Island (R)	85+	Married	1	3
Torres Strait Island (R)	85+	Never married		7
Townsville (C)	15-19	Married	0	347
Townsville (C)	15-19	Married	1	12
Townsville (C)	15-19	Never married		10592
Townsville (C)	20-24	Married	0	3107
