LGA_NAME16	Age	Sex	Volunteer	adults
Cook (S)	55-64	M	0	213
Cook (S)	55-64	M	1	65
Cook (S)	65-74	F		28
Cook (S)	65-74	F	0	104
Cook (S)	65-74	F	1	31
Cook (S)	65-74	M		72
Cook (S)	65-74	M	0	213
Cook (S)	65-74	M	1	54
Cook (S)	75-84	F		6
Cook (S)	75-84	F	0	30
Cook (S)	75-84	F	1	11
Cook (S)	75-84	M		19
Cook (S)	75-84	M	0	63
Cook (S)	75-84	M	1	16
Cook (S)	85+	F		4
Cook (S)	85+	F	0	15
Cook (S)	85+	M		7
Cook (S)	85+	M	0	10
Croydon (S)	15-19	M	0	3
Croydon (S)	20-24	F	0	4
Croydon (S)	20-24	M		5
Croydon (S)	20-24	M	0	7
Croydon (S)	20-24	M	1	4
Croydon (S)	25-34	F		7
Croydon (S)	25-34	F	0	9
Croydon (S)	25-34	F	1	7
Croydon (S)	25-34	M		8
Croydon (S)	25-34	M	0	5
Croydon (S)	25-34	M	1	9
Croydon (S)	35-44	F		4
Croydon (S)	35-44	F	0	8
Croydon (S)	35-44	F	1	7
Croydon (S)	35-44	M		8
Croydon (S)	35-44	M	0	4
Croydon (S)	35-44	M	1	9
Croydon (S)	45-54	F		9
Croydon (S)	45-54	F	0	11
Croydon (S)	45-54	F	1	5
Croydon (S)	45-54	M		7
Croydon (S)	45-54	M	0	9
Croydon (S)	45-54	M	1	7
Croydon (S)	55-64	F		7
Croydon (S)	55-64	F	0	13
Croydon (S)	55-64	F	1	4
Croydon (S)	55-64	M		8
Croydon (S)	55-64	M	0	17
Croydon (S)	55-64	M	1	6
Croydon (S)	65-74	F		3
Croydon (S)	65-74	F	0	9
Croydon (S)	65-74	M	0	5
Croydon (S)	75-84	F	0	3
Croydon (S)	75-84	M	0	3
Croydon (S)	85+	M	0	3
Diamantina (S)	15-19	F		8
Diamantina (S)	15-19	F	0	5
Diamantina (S)	15-19	F	1	3
Diamantina (S)	15-19	M		3
Diamantina (S)	15-19	M	0	8
Diamantina (S)	15-19	M	1	4
Diamantina (S)	20-24	F		8
Diamantina (S)	20-24	F	0	11
Diamantina (S)	20-24	M	0	11
Diamantina (S)	20-24	M	1	8
Diamantina (S)	25-34	F		3
Diamantina (S)	25-34	F	0	9
Diamantina (S)	25-34	F	1	14
Diamantina (S)	25-34	M	0	11
Diamantina (S)	25-34	M	1	4
Diamantina (S)	35-44	F	0	5
Diamantina (S)	35-44	F	1	8
Diamantina (S)	35-44	M	0	5
Diamantina (S)	35-44	M	1	9
Diamantina (S)	45-54	F	0	10
Diamantina (S)	45-54	F	1	9
Diamantina (S)	45-54	M		3
Diamantina (S)	45-54	M	0	4
Diamantina (S)	45-54	M	1	12
Diamantina (S)	55-64	F		6
Diamantina (S)	55-64	F	0	5
Diamantina (S)	55-64	F	1	7
Diamantina (S)	55-64	M	0	12
Diamantina (S)	55-64	M	1	7
Diamantina (S)	65-74	F		3
Diamantina (S)	65-74	F	1	3
Diamantina (S)	65-74	M	0	10
Diamantina (S)	65-74	M	1	3
Doomadgee (S)	15-19	F		8
Doomadgee (S)	15-19	F	0	62
Doomadgee (S)	15-19	M		3
Doomadgee (S)	15-19	M	0	42
Doomadgee (S)	20-24	F		6
Doomadgee (S)	20-24	F	0	47
Doomadgee (S)	20-24	F	1	5
Doomadgee (S)	20-24	M		3
Doomadgee (S)	20-24	M	0	62
Doomadgee (S)	25-34	F		3
Doomadgee (S)	25-34	F	0	112
Doomadgee (S)	25-34	F	1	10
Doomadgee (S)	25-34	M		5
Doomadgee (S)	25-34	M	0	83
Doomadgee (S)	25-34	M	1	4
Doomadgee (S)	35-44	F	0	77
Doomadgee (S)	35-44	F	1	9
Doomadgee (S)	35-44	M		4
Doomadgee (S)	35-44	M	0	74
Doomadgee (S)	35-44	M	1	5
Doomadgee (S)	45-54	F		7
Doomadgee (S)	45-54	F	0	52
Doomadgee (S)	45-54	F	1	3
Doomadgee (S)	45-54	M		3
Doomadgee (S)	45-54	M	0	41
Doomadgee (S)	55-64	F		6
Doomadgee (S)	55-64	F	0	34
Doomadgee (S)	55-64	M	0	41
Doomadgee (S)	65-74	F	0	15
Doomadgee (S)	65-74	M	0	9
Doomadgee (S)	75-84	F	0	4
Doomadgee (S)	75-84	M		3
Douglas (S)	15-19	F		45
Douglas (S)	15-19	F	0	171
Douglas (S)	15-19	F	1	39
Douglas (S)	15-19	M		43
Douglas (S)	15-19	M	0	190
Douglas (S)	15-19	M	1	41
Douglas (S)	20-24	F		44
Douglas (S)	20-24	F	0	184
Douglas (S)	20-24	F	1	42
Douglas (S)	20-24	M		32
Douglas (S)	20-24	M	0	183
Douglas (S)	20-24	M	1	30
Douglas (S)	25-34	F		145
Douglas (S)	25-34	F	0	531
Douglas (S)	25-34	F	1	132
Douglas (S)	25-34	M		103
Douglas (S)	25-34	M	0	502
Douglas (S)	25-34	M	1	95
Douglas (S)	35-44	F		109
Douglas (S)	35-44	F	0	473
Douglas (S)	35-44	F	1	221
Douglas (S)	35-44	M		120
Douglas (S)	35-44	M	0	499
Douglas (S)	35-44	M	1	160
Douglas (S)	45-54	F		121
Douglas (S)	45-54	F	0	575
Douglas (S)	45-54	F	1	217
Douglas (S)	45-54	M		117
Douglas (S)	45-54	M	0	600
Douglas (S)	45-54	M	1	174
Douglas (S)	55-64	F		128
Douglas (S)	55-64	F	0	589
Douglas (S)	55-64	F	1	191
Douglas (S)	55-64	M		142
Douglas (S)	55-64	M	0	684
Douglas (S)	55-64	M	1	164
Douglas (S)	65-74	F		103
Douglas (S)	65-74	F	0	368
Douglas (S)	65-74	F	1	125
Douglas (S)	65-74	M		94
Douglas (S)	65-74	M	0	451
Douglas (S)	65-74	M	1	112
Douglas (S)	75-84	F		54
Douglas (S)	75-84	F	0	126
Douglas (S)	75-84	F	1	60
Douglas (S)	75-84	M		65
Douglas (S)	75-84	M	0	188
Douglas (S)	75-84	M	1	38
Douglas (S)	85+	F		37
Douglas (S)	85+	F	0	39
Douglas (S)	85+	F	1	6
Douglas (S)	85+	M		32
Douglas (S)	85+	M	0	41
Douglas (S)	85+	M	1	8
Etheridge (S)	15-19	F	0	13
Etheridge (S)	15-19	M		6
Etheridge (S)	15-19	M	0	12
Etheridge (S)	15-19	M	1	3
Etheridge (S)	20-24	F	0	5
Etheridge (S)	20-24	F	1	3
Etheridge (S)	20-24	M	0	13
Etheridge (S)	20-24	M	1	3
Etheridge (S)	25-34	F		9
Etheridge (S)	25-34	F	0	26
Etheridge (S)	25-34	F	1	27
Etheridge (S)	25-34	M		10
Etheridge (S)	25-34	M	0	28
Etheridge (S)	25-34	M	1	18
Etheridge (S)	35-44	F		4
Etheridge (S)	35-44	F	0	14
Etheridge (S)	35-44	F	1	16
Etheridge (S)	35-44	M		7
Etheridge (S)	35-44	M	0	22
Etheridge (S)	35-44	M	1	13
Etheridge (S)	45-54	F		6
Etheridge (S)	45-54	F	0	32
Etheridge (S)	45-54	F	1	19
Etheridge (S)	45-54	M		7
Etheridge (S)	45-54	M	0	36
Etheridge (S)	45-54	M	1	20
Etheridge (S)	55-64	F		6
Etheridge (S)	55-64	F	0	30
Etheridge (S)	55-64	F	1	20
Etheridge (S)	55-64	M		11
Etheridge (S)	55-64	M	0	49
Etheridge (S)	55-64	M	1	19
Etheridge (S)	65-74	F		3
Etheridge (S)	65-74	F	0	29
Etheridge (S)	65-74	F	1	8
Etheridge (S)	65-74	M		10
Etheridge (S)	65-74	M	0	57
Etheridge (S)	65-74	M	1	5
Etheridge (S)	75-84	F	0	11
Etheridge (S)	75-84	M		5
Etheridge (S)	75-84	M	0	14
Etheridge (S)	75-84	M	1	3
Etheridge (S)	85+	F	0	4
Flinders (S) (Qld)	15-19	F	0	22
Flinders (S) (Qld)	15-19	F	1	9
Flinders (S) (Qld)	15-19	M		10
Flinders (S) (Qld)	15-19	M	0	22
Flinders (S) (Qld)	15-19	M	1	6
Flinders (S) (Qld)	20-24	F		10
Flinders (S) (Qld)	20-24	F	0	29
Flinders (S) (Qld)	20-24	F	1	5
Flinders (S) (Qld)	20-24	M		14
Flinders (S) (Qld)	20-24	M	0	39
Flinders (S) (Qld)	20-24	M	1	6
Flinders (S) (Qld)	25-34	F		15
Flinders (S) (Qld)	25-34	F	0	41
Flinders (S) (Qld)	25-34	F	1	29
Flinders (S) (Qld)	25-34	M		10
Flinders (S) (Qld)	25-34	M	0	59
Flinders (S) (Qld)	25-34	M	1	23
Flinders (S) (Qld)	35-44	F		4
Flinders (S) (Qld)	35-44	F	0	39
Flinders (S) (Qld)	35-44	F	1	38
Flinders (S) (Qld)	35-44	M		7
Flinders (S) (Qld)	35-44	M	0	46
Flinders (S) (Qld)	35-44	M	1	25
Flinders (S) (Qld)	45-54	F		9
Flinders (S) (Qld)	45-54	F	0	47
Flinders (S) (Qld)	45-54	F	1	57
Flinders (S) (Qld)	45-54	M		8
Flinders (S) (Qld)	45-54	M	0	67
Flinders (S) (Qld)	45-54	M	1	40
Flinders (S) (Qld)	55-64	F		6
Flinders (S) (Qld)	55-64	F	0	60
Flinders (S) (Qld)	55-64	F	1	31
Flinders (S) (Qld)	55-64	M		16
Flinders (S) (Qld)	55-64	M	0	78
Flinders (S) (Qld)	55-64	M	1	31
Flinders (S) (Qld)	65-74	F		13
Flinders (S) (Qld)	65-74	F	0	64
Flinders (S) (Qld)	65-74	F	1	30
Flinders (S) (Qld)	65-74	M		12
Flinders (S) (Qld)	65-74	M	0	73
Flinders (S) (Qld)	65-74	M	1	17
Flinders (S) (Qld)	75-84	F		9
Flinders (S) (Qld)	75-84	F	0	29
Flinders (S) (Qld)	75-84	F	1	7
Flinders (S) (Qld)	75-84	M		3
Flinders (S) (Qld)	75-84	M	0	29
Flinders (S) (Qld)	75-84	M	1	8
Flinders (S) (Qld)	85+	F	0	14
Flinders (S) (Qld)	85+	M		3
Flinders (S) (Qld)	85+	M	0	7
Fraser Coast (R)	15-19	F		268
Fraser Coast (R)	15-19	F	0	1957
Fraser Coast (R)	15-19	F	1	510
Fraser Coast (R)	15-19	M		303
Fraser Coast (R)	15-19	M	0	2069
Fraser Coast (R)	15-19	M	1	463
Fraser Coast (R)	20-24	F		167
Fraser Coast (R)	20-24	F	0	1607
Fraser Coast (R)	20-24	F	1	295
Fraser Coast (R)	20-24	M		296
Fraser Coast (R)	20-24	M	0	1616
Fraser Coast (R)	20-24	M	1	292
Fraser Coast (R)	25-34	F		351
Fraser Coast (R)	25-34	F	0	3310
Fraser Coast (R)	25-34	F	1	810
Fraser Coast (R)	25-34	M		542
Fraser Coast (R)	25-34	M	0	3104
Fraser Coast (R)	25-34	M	1	574
Fraser Coast (R)	35-44	F		416
Fraser Coast (R)	35-44	F	0	3807
Fraser Coast (R)	35-44	F	1	1361
Fraser Coast (R)	35-44	M		645
Fraser Coast (R)	35-44	M	0	3608
Fraser Coast (R)	35-44	M	1	863
Fraser Coast (R)	45-54	F		533
Fraser Coast (R)	45-54	F	0	4896
Fraser Coast (R)	45-54	F	1	1423
Fraser Coast (R)	45-54	M		592
Fraser Coast (R)	45-54	M	0	4527
Fraser Coast (R)	45-54	M	1	962
Fraser Coast (R)	55-64	F		644
Fraser Coast (R)	55-64	F	0	5838
Fraser Coast (R)	55-64	F	1	1698
Fraser Coast (R)	55-64	M		710
Fraser Coast (R)	55-64	M	0	5470
Fraser Coast (R)	55-64	M	1	1223
Fraser Coast (R)	65-74	F		811
Fraser Coast (R)	65-74	F	0	5576
Fraser Coast (R)	65-74	F	1	1638
Fraser Coast (R)	65-74	M		826
Fraser Coast (R)	65-74	M	0	5977
Fraser Coast (R)	65-74	M	1	1299
Fraser Coast (R)	75-84	F		591
Fraser Coast (R)	75-84	F	0	2828
Fraser Coast (R)	75-84	F	1	591
Fraser Coast (R)	75-84	M		538
Fraser Coast (R)	75-84	M	0	2936
Fraser Coast (R)	75-84	M	1	542
Fraser Coast (R)	85+	F		272
Fraser Coast (R)	85+	F	0	1144
Fraser Coast (R)	85+	F	1	93
Fraser Coast (R)	85+	M		204
Fraser Coast (R)	85+	M	0	770
Fraser Coast (R)	85+	M	1	66
Gladstone (R)	15-19	F		196
Gladstone (R)	15-19	F	0	1195
Gladstone (R)	15-19	F	1	370
Gladstone (R)	15-19	M		203
Gladstone (R)	15-19	M	0	1453
Gladstone (R)	15-19	M	1	384
Gladstone (R)	20-24	F		149
Gladstone (R)	20-24	F	0	1330
Gladstone (R)	20-24	F	1	259
Gladstone (R)	20-24	M		170
Gladstone (R)	20-24	M	0	1473
Gladstone (R)	20-24	M	1	255
Gladstone (R)	25-34	F		347
Gladstone (R)	25-34	F	0	3147
Gladstone (R)	25-34	F	1	925
Gladstone (R)	25-34	M		361
Gladstone (R)	25-34	M	0	3166
Gladstone (R)	25-34	M	1	613
Gladstone (R)	35-44	F		336
Gladstone (R)	35-44	F	0	2694
Gladstone (R)	35-44	F	1	1346
Gladstone (R)	35-44	M		383
Gladstone (R)	35-44	M	0	3215
Gladstone (R)	35-44	M	1	877
Gladstone (R)	45-54	F		332
Gladstone (R)	45-54	F	0	2967
Gladstone (R)	45-54	F	1	1085
Gladstone (R)	45-54	M		459
Gladstone (R)	45-54	M	0	3479
Gladstone (R)	45-54	M	1	895
Gladstone (R)	55-64	F		254
Gladstone (R)	55-64	F	0	2264
Gladstone (R)	55-64	F	1	752
Gladstone (R)	55-64	M		349
Gladstone (R)	55-64	M	0	2949
Gladstone (R)	55-64	M	1	692
Gladstone (R)	65-74	F		187
Gladstone (R)	65-74	F	0	1295
Gladstone (R)	65-74	F	1	501
Gladstone (R)	65-74	M		188
Gladstone (R)	65-74	M	0	1572
Gladstone (R)	65-74	M	1	412
Gladstone (R)	75-84	F		113
Gladstone (R)	75-84	F	0	583
Gladstone (R)	75-84	F	1	167
Gladstone (R)	75-84	M		103
Gladstone (R)	75-84	M	0	614
Gladstone (R)	75-84	M	1	128
Gladstone (R)	85+	F		46
Gladstone (R)	85+	F	0	260
Gladstone (R)	85+	F	1	21
Gladstone (R)	85+	M		31
Gladstone (R)	85+	M	0	147
Gladstone (R)	85+	M	1	13
Gold Coast (C)	15-19	F		1423
Gold Coast (C)	15-19	F	0	12046
Gold Coast (C)	15-19	F	1	3440
Gold Coast (C)	15-19	M		1575
Gold Coast (C)	15-19	M	0	12958
Gold Coast (C)	15-19	M	1	2713
Gold Coast (C)	20-24	F		1624
Gold Coast (C)	20-24	F	0	14152
Gold Coast (C)	20-24	F	1	3154
Gold Coast (C)	20-24	M		1623
Gold Coast (C)	20-24	M	0	14435
Gold Coast (C)	20-24	M	1	2281
Gold Coast (C)	25-34	F		3325
Gold Coast (C)	25-34	F	0	30675
Gold Coast (C)	25-34	F	1	5332
Gold Coast (C)	25-34	M		3389
Gold Coast (C)	25-34	M	0	29777
Gold Coast (C)	25-34	M	1	3918
Gold Coast (C)	35-44	F		2814
Gold Coast (C)	35-44	F	0	28702
Gold Coast (C)	35-44	F	1	8084
Gold Coast (C)	35-44	M		2944
Gold Coast (C)	35-44	M	0	28919
Gold Coast (C)	35-44	M	1	5118
Gold Coast (C)	45-54	F		2878
Gold Coast (C)	45-54	F	0	28855
Gold Coast (C)	45-54	F	1	7235
Gold Coast (C)	45-54	M		2928
Gold Coast (C)	45-54	M	0	27813
Gold Coast (C)	45-54	M	1	5257
Gold Coast (C)	55-64	F		2656
Gold Coast (C)	55-64	F	0	25815
Gold Coast (C)	55-64	F	1	5385
Gold Coast (C)	55-64	M		2598
Gold Coast (C)	55-64	M	0	23700
Gold Coast (C)	55-64	M	1	3929
Gold Coast (C)	65-74	F		2455
Gold Coast (C)	65-74	F	0	20191
Gold Coast (C)	65-74	F	1	4672
Gold Coast (C)	65-74	M		2363
Gold Coast (C)	65-74	M	0	19733
Gold Coast (C)	65-74	M	1	3510
Gold Coast (C)	75-84	F		2145
Gold Coast (C)	75-84	F	0	10299
Gold Coast (C)	75-84	F	1	1733
Gold Coast (C)	75-84	M		1585
Gold Coast (C)	75-84	M	0	9609
Gold Coast (C)	75-84	M	1	1461
Gold Coast (C)	85+	F		1812
Gold Coast (C)	85+	F	0	5204
Gold Coast (C)	85+	F	1	287
Gold Coast (C)	85+	M		974
Gold Coast (C)	85+	M	0	3148
Gold Coast (C)	85+	M	1	227
Goondiwindi (R)	15-19	F		47
Goondiwindi (R)	15-19	F	0	180
Goondiwindi (R)	15-19	F	1	71
Goondiwindi (R)	15-19	M		36
Goondiwindi (R)	15-19	M	0	198
Goondiwindi (R)	15-19	M	1	66
Goondiwindi (R)	20-24	F		33
Goondiwindi (R)	20-24	F	0	190
Goondiwindi (R)	20-24	F	1	52
Goondiwindi (R)	20-24	M		18
Goondiwindi (R)	20-24	M	0	208
Goondiwindi (R)	20-24	M	1	45
Goondiwindi (R)	25-34	F		70
Goondiwindi (R)	25-34	F	0	425
Goondiwindi (R)	25-34	F	1	202
Goondiwindi (R)	25-34	M		78
Goondiwindi (R)	25-34	M	0	391
Goondiwindi (R)	25-34	M	1	125
Goondiwindi (R)	35-44	F		67
Goondiwindi (R)	35-44	F	0	308
Goondiwindi (R)	35-44	F	1	271
Goondiwindi (R)	35-44	M		61
Goondiwindi (R)	35-44	M	0	349
Goondiwindi (R)	35-44	M	1	188
Goondiwindi (R)	45-54	F		65
Goondiwindi (R)	45-54	F	0	366
Goondiwindi (R)	45-54	F	1	246
Goondiwindi (R)	45-54	M		84
Goondiwindi (R)	45-54	M	0	445
Goondiwindi (R)	45-54	M	1	203
Goondiwindi (R)	55-64	F		83
Goondiwindi (R)	55-64	F	0	400
Goondiwindi (R)	55-64	F	1	182
Goondiwindi (R)	55-64	M		85
Goondiwindi (R)	55-64	M	0	514
Goondiwindi (R)	55-64	M	1	156
Goondiwindi (R)	65-74	F		85
Goondiwindi (R)	65-74	F	0	301
Goondiwindi (R)	65-74	F	1	158
Goondiwindi (R)	65-74	M		77
Goondiwindi (R)	65-74	M	0	327
Goondiwindi (R)	65-74	M	1	125
Goondiwindi (R)	75-84	F		46
Goondiwindi (R)	75-84	F	0	170
Goondiwindi (R)	75-84	F	1	76
Goondiwindi (R)	75-84	M		49
Goondiwindi (R)	75-84	M	0	191
Goondiwindi (R)	75-84	M	1	57
Goondiwindi (R)	85+	F		21
Goondiwindi (R)	85+	F	0	100
Goondiwindi (R)	85+	F	1	8
Goondiwindi (R)	85+	M		20
Goondiwindi (R)	85+	M	0	57
Goondiwindi (R)	85+	M	1	7
Gympie (R)	15-19	F		147
Gympie (R)	15-19	F	0	919
Gympie (R)	15-19	F	1	294
Gympie (R)	15-19	M		153
Gympie (R)	15-19	M	0	1051
Gympie (R)	15-19	M	1	248
Gympie (R)	20-24	F		85
Gympie (R)	20-24	F	0	793
Gympie (R)	20-24	F	1	182
Gympie (R)	20-24	M		93
Gympie (R)	20-24	M	0	864
Gympie (R)	20-24	M	1	145
Gympie (R)	25-34	F		168
Gympie (R)	25-34	F	0	1632
Gympie (R)	25-34	F	1	533
Gympie (R)	25-34	M		203
Gympie (R)	25-34	M	0	1619
Gympie (R)	25-34	M	1	298
Gympie (R)	35-44	F		208
Gympie (R)	35-44	F	0	1704
Gympie (R)	35-44	F	1	847
Gympie (R)	35-44	M		221
Gympie (R)	35-44	M	0	1738
Gympie (R)	35-44	M	1	498
Gympie (R)	45-54	F		297
Gympie (R)	45-54	F	0	2380
Gympie (R)	45-54	F	1	954
Gympie (R)	45-54	M		328
Gympie (R)	45-54	M	0	2309
Gympie (R)	45-54	M	1	708
Gympie (R)	55-64	F		339
Gympie (R)	55-64	F	0	2608
Gympie (R)	55-64	F	1	971
Gympie (R)	55-64	M		365
Gympie (R)	55-64	M	0	2691
Gympie (R)	55-64	M	1	747
Gympie (R)	65-74	F		350
Gympie (R)	65-74	F	0	2197
Gympie (R)	65-74	F	1	873
Gympie (R)	65-74	M		388
Gympie (R)	65-74	M	0	2516
Gympie (R)	65-74	M	1	683
Gympie (R)	75-84	F		275
Gympie (R)	75-84	F	0	963
Gympie (R)	75-84	F	1	296
Gympie (R)	75-84	M		266
Gympie (R)	75-84	M	0	1088
Gympie (R)	75-84	M	1	227
Gympie (R)	85+	F		180
Gympie (R)	85+	F	0	382
Gympie (R)	85+	F	1	47
Gympie (R)	85+	M		98
Gympie (R)	85+	M	0	290
Gympie (R)	85+	M	1	31
Hinchinbrook (S)	15-19	F		29
Hinchinbrook (S)	15-19	F	0	164
Hinchinbrook (S)	15-19	F	1	90
Hinchinbrook (S)	15-19	M		47
Hinchinbrook (S)	15-19	M	0	238
Hinchinbrook (S)	15-19	M	1	73
Hinchinbrook (S)	20-24	F		23
Hinchinbrook (S)	20-24	F	0	131
Hinchinbrook (S)	20-24	F	1	41
Hinchinbrook (S)	20-24	M		27
Hinchinbrook (S)	20-24	M	0	177
Hinchinbrook (S)	20-24	M	1	58
Hinchinbrook (S)	25-34	F		39
Hinchinbrook (S)	25-34	F	0	265
Hinchinbrook (S)	25-34	F	1	102
Hinchinbrook (S)	25-34	M		38
Hinchinbrook (S)	25-34	M	0	319
Hinchinbrook (S)	25-34	M	1	83
Hinchinbrook (S)	35-44	F		42
Hinchinbrook (S)	35-44	F	0	279
Hinchinbrook (S)	35-44	F	1	225
Hinchinbrook (S)	35-44	M		41
Hinchinbrook (S)	35-44	M	0	331
Hinchinbrook (S)	35-44	M	1	142
Hinchinbrook (S)	45-54	F		54
Hinchinbrook (S)	45-54	F	0	458
Hinchinbrook (S)	45-54	F	1	261
Hinchinbrook (S)	45-54	M		63
Hinchinbrook (S)	45-54	M	0	509
Hinchinbrook (S)	45-54	M	1	171
Hinchinbrook (S)	55-64	F		63
Hinchinbrook (S)	55-64	F	0	531
Hinchinbrook (S)	55-64	F	1	237
Hinchinbrook (S)	55-64	M		76
Hinchinbrook (S)	55-64	M	0	614
Hinchinbrook (S)	55-64	M	1	217
Hinchinbrook (S)	65-74	F		80
Hinchinbrook (S)	65-74	F	0	452
Hinchinbrook (S)	65-74	F	1	171
Hinchinbrook (S)	65-74	M		99
Hinchinbrook (S)	65-74	M	0	576
Hinchinbrook (S)	65-74	M	1	137
Hinchinbrook (S)	75-84	F		80
Hinchinbrook (S)	75-84	F	0	323
Hinchinbrook (S)	75-84	F	1	118
Hinchinbrook (S)	75-84	M		65
Hinchinbrook (S)	75-84	M	0	336
Hinchinbrook (S)	75-84	M	1	75
Hinchinbrook (S)	85+	F		43
Hinchinbrook (S)	85+	F	0	198
Hinchinbrook (S)	85+	F	1	14
Hinchinbrook (S)	85+	M		29
Hinchinbrook (S)	85+	M	0	125
Hinchinbrook (S)	85+	M	1	9
Hope Vale (S)	15-19	F		16
Hope Vale (S)	15-19	F	0	28
Hope Vale (S)	15-19	M		17
Hope Vale (S)	15-19	M	0	22
Hope Vale (S)	15-19	M	1	4
Hope Vale (S)	20-24	F		5
Hope Vale (S)	20-24	F	0	35
Hope Vale (S)	20-24	F	1	4
Hope Vale (S)	20-24	M		12
Hope Vale (S)	20-24	M	0	20
Hope Vale (S)	20-24	M	1	3
Hope Vale (S)	25-34	F	0	47
Hope Vale (S)	25-34	F	1	20
Hope Vale (S)	25-34	M		4
Hope Vale (S)	25-34	M	0	54
Hope Vale (S)	25-34	M	1	11
Hope Vale (S)	35-44	F	0	39
Hope Vale (S)	35-44	F	1	16
Hope Vale (S)	35-44	M		3
Hope Vale (S)	35-44	M	0	52
Hope Vale (S)	35-44	M	1	17
Hope Vale (S)	45-54	F	0	32
Hope Vale (S)	45-54	F	1	11
Hope Vale (S)	45-54	M		3
Hope Vale (S)	45-54	M	0	34
Hope Vale (S)	45-54	M	1	14
Hope Vale (S)	55-64	F	0	21
Hope Vale (S)	55-64	F	1	7
Hope Vale (S)	55-64	M	0	29
Hope Vale (S)	55-64	M	1	7
Hope Vale (S)	65-74	F	0	12
Hope Vale (S)	65-74	F	1	3
Hope Vale (S)	65-74	M		3
Hope Vale (S)	65-74	M	0	6
Hope Vale (S)	75-84	F	0	8
Hope Vale (S)	75-84	M	0	5
Hope Vale (S)	85+	M	0	7
Ipswich (C)	15-19	F		589
Ipswich (C)	15-19	F	0	4736
Ipswich (C)	15-19	F	1	1236
Ipswich (C)	15-19	M		647
Ipswich (C)	15-19	M	0	5167
Ipswich (C)	15-19	M	1	1093
Ipswich (C)	20-24	F		544
Ipswich (C)	20-24	F	0	5306
Ipswich (C)	20-24	F	1	1139
Ipswich (C)	20-24	M		600
Ipswich (C)	20-24	M	0	5491
Ipswich (C)	20-24	M	1	859
Ipswich (C)	25-34	F		1094
Ipswich (C)	25-34	F	0	11974
Ipswich (C)	25-34	F	1	2540
Ipswich (C)	25-34	M		1212
Ipswich (C)	25-34	M	0	11531
Ipswich (C)	25-34	M	1	1665
Ipswich (C)	35-44	F		866
Ipswich (C)	35-44	F	0	9417
Ipswich (C)	35-44	F	1	3036
Ipswich (C)	35-44	M		1006
Ipswich (C)	35-44	M	0	9913
Ipswich (C)	35-44	M	1	1984
Ipswich (C)	45-54	F		878
Ipswich (C)	45-54	F	0	9159
Ipswich (C)	45-54	F	1	2336
Ipswich (C)	45-54	M		933
Ipswich (C)	45-54	M	0	9212
Ipswich (C)	45-54	M	1	1863
Ipswich (C)	55-64	F		691
Ipswich (C)	55-64	F	0	7158
Ipswich (C)	55-64	F	1	1778
Ipswich (C)	55-64	M		737
Ipswich (C)	55-64	M	0	7294
Ipswich (C)	55-64	M	1	1402
Ipswich (C)	65-74	F		598
Ipswich (C)	65-74	F	0	4440
Ipswich (C)	65-74	F	1	1258
Ipswich (C)	65-74	M		552
Ipswich (C)	65-74	M	0	4505
Ipswich (C)	65-74	M	1	982
Ipswich (C)	75-84	F		441
Ipswich (C)	75-84	F	0	2453
Ipswich (C)	75-84	F	1	496
Ipswich (C)	75-84	M		340
Ipswich (C)	75-84	M	0	2042
Ipswich (C)	75-84	M	1	392
Ipswich (C)	85+	F		199
Ipswich (C)	85+	F	0	1132
Ipswich (C)	85+	F	1	76
Ipswich (C)	85+	M		120
Ipswich (C)	85+	M	0	663
Ipswich (C)	85+	M	1	53
Isaac (R)	15-19	F		88
Isaac (R)	15-19	F	0	296
Isaac (R)	15-19	F	1	126
Isaac (R)	15-19	M		78
Isaac (R)	15-19	M	0	318
Isaac (R)	15-19	M	1	121
Isaac (R)	20-24	F		109
Isaac (R)	20-24	F	0	430
Isaac (R)	20-24	F	1	92
Isaac (R)	20-24	M		138
Isaac (R)	20-24	M	0	420
Isaac (R)	20-24	M	1	85
Isaac (R)	25-34	F		261
Isaac (R)	25-34	F	0	1147
Isaac (R)	25-34	F	1	496
Isaac (R)	25-34	M		505
Isaac (R)	25-34	M	0	1305
Isaac (R)	25-34	M	1	311
Isaac (R)	35-44	F		186
Isaac (R)	35-44	F	0	758
Isaac (R)	35-44	F	1	537
Isaac (R)	35-44	M		386
Isaac (R)	35-44	M	0	1151
Isaac (R)	35-44	M	1	455
Isaac (R)	45-54	F		164
Isaac (R)	45-54	F	0	709
Isaac (R)	45-54	F	1	308
Isaac (R)	45-54	M		316
Isaac (R)	45-54	M	0	964
Isaac (R)	45-54	M	1	333
Isaac (R)	55-64	F		92
Isaac (R)	55-64	F	0	484
Isaac (R)	55-64	F	1	174
Isaac (R)	55-64	M		235
Isaac (R)	55-64	M	0	791
Isaac (R)	55-64	M	1	173
Isaac (R)	65-74	F		46
Isaac (R)	65-74	F	0	208
Isaac (R)	65-74	F	1	67
Isaac (R)	65-74	M		89
Isaac (R)	65-74	M	0	315
Isaac (R)	65-74	M	1	67
Isaac (R)	75-84	F		24
Isaac (R)	75-84	F	0	89
Isaac (R)	75-84	F	1	19
Isaac (R)	75-84	M		23
Isaac (R)	75-84	M	0	94
Isaac (R)	75-84	M	1	12
Isaac (R)	85+	F		7
Isaac (R)	85+	F	0	32
Isaac (R)	85+	F	1	13
