LGA_NAME16	Age	Sex	Volunteer	adults
Willoughby (C)	25-34	F	0	4685
Willoughby (C)	25-34	F	1	917
Willoughby (C)	25-34	M		346
Willoughby (C)	25-34	M	0	4297
Willoughby (C)	25-34	M	1	692
Willoughby (C)	35-44	F		331
Willoughby (C)	35-44	F	0	4388
Willoughby (C)	35-44	F	1	1747
Willoughby (C)	35-44	M		302
Willoughby (C)	35-44	M	0	4433
Willoughby (C)	35-44	M	1	1169
Willoughby (C)	45-54	F		242
Willoughby (C)	45-54	F	0	3311
Willoughby (C)	45-54	F	1	1691
Willoughby (C)	45-54	M		224
Willoughby (C)	45-54	M	0	3381
Willoughby (C)	45-54	M	1	1198
Willoughby (C)	55-64	F		202
Willoughby (C)	55-64	F	0	2862
Willoughby (C)	55-64	F	1	928
Willoughby (C)	55-64	M		191
Willoughby (C)	55-64	M	0	2561
Willoughby (C)	55-64	M	1	775
Willoughby (C)	65-74	F		173
Willoughby (C)	65-74	F	0	2060
Willoughby (C)	65-74	F	1	646
Willoughby (C)	65-74	M		161
Willoughby (C)	65-74	M	0	1853
Willoughby (C)	65-74	M	1	541
Willoughby (C)	75-84	F		132
Willoughby (C)	75-84	F	0	1265
Willoughby (C)	75-84	F	1	299
Willoughby (C)	75-84	M		87
Willoughby (C)	75-84	M	0	991
Willoughby (C)	75-84	M	1	255
Willoughby (C)	85+	F		130
Willoughby (C)	85+	F	0	885
Willoughby (C)	85+	F	1	71
Willoughby (C)	85+	M		68
Willoughby (C)	85+	M	0	516
Willoughby (C)	85+	M	1	63
Wingecarribee (A)	15-19	F		147
Wingecarribee (A)	15-19	F	0	1021
Wingecarribee (A)	15-19	F	1	417
Wingecarribee (A)	15-19	M		180
Wingecarribee (A)	15-19	M	0	1027
Wingecarribee (A)	15-19	M	1	240
Wingecarribee (A)	20-24	F		60
Wingecarribee (A)	20-24	F	0	679
Wingecarribee (A)	20-24	F	1	165
Wingecarribee (A)	20-24	M		69
Wingecarribee (A)	20-24	M	0	800
Wingecarribee (A)	20-24	M	1	121
Wingecarribee (A)	25-34	F		109
Wingecarribee (A)	25-34	F	0	1534
Wingecarribee (A)	25-34	F	1	351
Wingecarribee (A)	25-34	M		143
Wingecarribee (A)	25-34	M	0	1546
Wingecarribee (A)	25-34	M	1	280
Wingecarribee (A)	35-44	F		181
Wingecarribee (A)	35-44	F	0	1725
Wingecarribee (A)	35-44	F	1	784
Wingecarribee (A)	35-44	M		189
Wingecarribee (A)	35-44	M	0	1711
Wingecarribee (A)	35-44	M	1	477
Wingecarribee (A)	45-54	F		214
Wingecarribee (A)	45-54	F	0	2251
Wingecarribee (A)	45-54	F	1	978
Wingecarribee (A)	45-54	M		243
Wingecarribee (A)	45-54	M	0	2065
Wingecarribee (A)	45-54	M	1	715
Wingecarribee (A)	55-64	F		241
Wingecarribee (A)	55-64	F	0	2426
Wingecarribee (A)	55-64	F	1	881
Wingecarribee (A)	55-64	M		215
Wingecarribee (A)	55-64	M	0	2228
Wingecarribee (A)	55-64	M	1	654
Wingecarribee (A)	65-74	F		299
Wingecarribee (A)	65-74	F	0	2317
Wingecarribee (A)	65-74	F	1	1163
Wingecarribee (A)	65-74	M		265
Wingecarribee (A)	65-74	M	0	2153
Wingecarribee (A)	65-74	M	1	894
Wingecarribee (A)	75-84	F		248
Wingecarribee (A)	75-84	F	0	1234
Wingecarribee (A)	75-84	F	1	530
Wingecarribee (A)	75-84	M		192
Wingecarribee (A)	75-84	M	0	1194
Wingecarribee (A)	75-84	M	1	469
Wingecarribee (A)	85+	F		175
Wingecarribee (A)	85+	F	0	627
Wingecarribee (A)	85+	F	1	86
Wingecarribee (A)	85+	M		92
Wingecarribee (A)	85+	M	0	392
Wingecarribee (A)	85+	M	1	56
Wollondilly (A)	15-19	F		157
Wollondilly (A)	15-19	F	0	1142
Wollondilly (A)	15-19	F	1	339
Wollondilly (A)	15-19	M		148
Wollondilly (A)	15-19	M	0	1366
Wollondilly (A)	15-19	M	1	263
Wollondilly (A)	20-24	F		84
Wollondilly (A)	20-24	F	0	1129
Wollondilly (A)	20-24	F	1	255
Wollondilly (A)	20-24	M		83
Wollondilly (A)	20-24	M	0	1160
Wollondilly (A)	20-24	M	1	187
Wollondilly (A)	25-34	F		163
Wollondilly (A)	25-34	F	0	2271
Wollondilly (A)	25-34	F	1	495
Wollondilly (A)	25-34	M		182
Wollondilly (A)	25-34	M	0	2266
Wollondilly (A)	25-34	M	1	340
Wollondilly (A)	35-44	F		161
Wollondilly (A)	35-44	F	0	2296
Wollondilly (A)	35-44	F	1	917
Wollondilly (A)	35-44	M		193
Wollondilly (A)	35-44	M	0	2372
Wollondilly (A)	35-44	M	1	625
Wollondilly (A)	45-54	F		188
Wollondilly (A)	45-54	F	0	2437
Wollondilly (A)	45-54	F	1	804
Wollondilly (A)	45-54	M		194
Wollondilly (A)	45-54	M	0	2528
Wollondilly (A)	45-54	M	1	615
Wollondilly (A)	55-64	F		210
Wollondilly (A)	55-64	F	0	2221
Wollondilly (A)	55-64	F	1	609
Wollondilly (A)	55-64	M		217
Wollondilly (A)	55-64	M	0	2262
Wollondilly (A)	55-64	M	1	497
Wollondilly (A)	65-74	F		148
Wollondilly (A)	65-74	F	0	1397
Wollondilly (A)	65-74	F	1	415
Wollondilly (A)	65-74	M		191
Wollondilly (A)	65-74	M	0	1508
Wollondilly (A)	65-74	M	1	342
Wollondilly (A)	75-84	F		134
Wollondilly (A)	75-84	F	0	649
Wollondilly (A)	75-84	F	1	143
Wollondilly (A)	75-84	M		119
Wollondilly (A)	75-84	M	0	649
Wollondilly (A)	75-84	M	1	117
Wollondilly (A)	85+	F		97
Wollondilly (A)	85+	F	0	286
Wollondilly (A)	85+	F	1	23
Wollondilly (A)	85+	M		54
Wollondilly (A)	85+	M	0	177
Wollondilly (A)	85+	M	1	15
Wollongong (C)	15-19	F		430
Wollongong (C)	15-19	F	0	4477
Wollongong (C)	15-19	F	1	1452
Wollongong (C)	15-19	M		437
Wollongong (C)	15-19	M	0	4976
Wollongong (C)	15-19	M	1	1237
Wollongong (C)	20-24	F		451
Wollongong (C)	20-24	F	0	5280
Wollongong (C)	20-24	F	1	1671
Wollongong (C)	20-24	M		461
Wollongong (C)	20-24	M	0	6356
Wollongong (C)	20-24	M	1	1306
Wollongong (C)	25-34	F		700
Wollongong (C)	25-34	F	0	10046
Wollongong (C)	25-34	F	1	2184
Wollongong (C)	25-34	M		824
Wollongong (C)	25-34	M	0	10497
Wollongong (C)	25-34	M	1	1779
Wollongong (C)	35-44	F		578
Wollongong (C)	35-44	F	0	9224
Wollongong (C)	35-44	F	1	3299
Wollongong (C)	35-44	M		715
Wollongong (C)	35-44	M	0	9672
Wollongong (C)	35-44	M	1	2349
Wollongong (C)	45-54	F		660
Wollongong (C)	45-54	F	0	9697
Wollongong (C)	45-54	F	1	3002
Wollongong (C)	45-54	M		749
Wollongong (C)	45-54	M	0	9814
Wollongong (C)	45-54	M	1	2534
Wollongong (C)	55-64	F		695
Wollongong (C)	55-64	F	0	9418
Wollongong (C)	55-64	F	1	2407
Wollongong (C)	55-64	M		721
Wollongong (C)	55-64	M	0	8996
Wollongong (C)	55-64	M	1	2042
Wollongong (C)	65-74	F		766
Wollongong (C)	65-74	F	0	6808
Wollongong (C)	65-74	F	1	2092
Wollongong (C)	65-74	M		687
Wollongong (C)	65-74	M	0	6541
Wollongong (C)	65-74	M	1	1789
Wollongong (C)	75-84	F		773
Wollongong (C)	75-84	F	0	4939
Wollongong (C)	75-84	F	1	892
Wollongong (C)	75-84	M		613
Wollongong (C)	75-84	M	0	4086
Wollongong (C)	75-84	M	1	688
Wollongong (C)	85+	F		506
Wollongong (C)	85+	F	0	2643
Wollongong (C)	85+	F	1	172
Wollongong (C)	85+	M		263
Wollongong (C)	85+	M	0	1555
Wollongong (C)	85+	M	1	120
Woollahra (A)	15-19	F		100
Woollahra (A)	15-19	F	0	672
Woollahra (A)	15-19	F	1	520
Woollahra (A)	15-19	M		125
Woollahra (A)	15-19	M	0	780
Woollahra (A)	15-19	M	1	417
Woollahra (A)	20-24	F		159
Woollahra (A)	20-24	F	0	1060
Woollahra (A)	20-24	F	1	362
Woollahra (A)	20-24	M		138
Woollahra (A)	20-24	M	0	943
Woollahra (A)	20-24	M	1	269
Woollahra (A)	25-34	F		543
Woollahra (A)	25-34	F	0	3679
Woollahra (A)	25-34	F	1	1012
Woollahra (A)	25-34	M		444
Woollahra (A)	25-34	M	0	3055
Woollahra (A)	25-34	M	1	697
Woollahra (A)	35-44	F		387
Woollahra (A)	35-44	F	0	2775
Woollahra (A)	35-44	F	1	1024
Woollahra (A)	35-44	M		327
Woollahra (A)	35-44	M	0	2643
Woollahra (A)	35-44	M	1	689
Woollahra (A)	45-54	F		332
Woollahra (A)	45-54	F	0	2237
Woollahra (A)	45-54	F	1	1138
Woollahra (A)	45-54	M		299
Woollahra (A)	45-54	M	0	2255
Woollahra (A)	45-54	M	1	762
Woollahra (A)	55-64	F		284
Woollahra (A)	55-64	F	0	2044
Woollahra (A)	55-64	F	1	797
Woollahra (A)	55-64	M		253
Woollahra (A)	55-64	M	0	1831
Woollahra (A)	55-64	M	1	623
Woollahra (A)	65-74	F		301
Woollahra (A)	65-74	F	0	1945
Woollahra (A)	65-74	F	1	726
Woollahra (A)	65-74	M		272
Woollahra (A)	65-74	M	0	1734
Woollahra (A)	65-74	M	1	549
Woollahra (A)	75-84	F		244
Woollahra (A)	75-84	F	0	1108
Woollahra (A)	75-84	F	1	312
Woollahra (A)	75-84	M		179
Woollahra (A)	75-84	M	0	910
Woollahra (A)	75-84	M	1	232
Woollahra (A)	85+	F		178
Woollahra (A)	85+	F	0	773
Woollahra (A)	85+	F	1	59
Woollahra (A)	85+	M		93
Woollahra (A)	85+	M	0	418
Woollahra (A)	85+	M	1	79
Yass Valley (A)	15-19	F		59
Yass Valley (A)	15-19	F	0	313
Yass Valley (A)	15-19	F	1	157
Yass Valley (A)	15-19	M		63
Yass Valley (A)	15-19	M	0	334
Yass Valley (A)	15-19	M	1	104
Yass Valley (A)	20-24	F		28
Yass Valley (A)	20-24	F	0	256
Yass Valley (A)	20-24	F	1	81
Yass Valley (A)	20-24	M		26
Yass Valley (A)	20-24	M	0	261
Yass Valley (A)	20-24	M	1	74
Yass Valley (A)	25-34	F		47
Yass Valley (A)	25-34	F	0	554
Yass Valley (A)	25-34	F	1	167
Yass Valley (A)	25-34	M		61
Yass Valley (A)	25-34	M	0	500
Yass Valley (A)	25-34	M	1	129
Yass Valley (A)	35-44	F		74
Yass Valley (A)	35-44	F	0	650
Yass Valley (A)	35-44	F	1	437
Yass Valley (A)	35-44	M		83
Yass Valley (A)	35-44	M	0	661
Yass Valley (A)	35-44	M	1	309
Yass Valley (A)	45-54	F		92
Yass Valley (A)	45-54	F	0	737
Yass Valley (A)	45-54	F	1	462
Yass Valley (A)	45-54	M		80
Yass Valley (A)	45-54	M	0	765
Yass Valley (A)	45-54	M	1	372
Yass Valley (A)	55-64	F		87
Yass Valley (A)	55-64	F	0	667
Yass Valley (A)	55-64	F	1	346
Yass Valley (A)	55-64	M		96
Yass Valley (A)	55-64	M	0	668
Yass Valley (A)	55-64	M	1	331
Yass Valley (A)	65-74	F		77
Yass Valley (A)	65-74	F	0	444
Yass Valley (A)	65-74	F	1	271
Yass Valley (A)	65-74	M		71
Yass Valley (A)	65-74	M	0	496
Yass Valley (A)	65-74	M	1	239
Yass Valley (A)	75-84	F		77
Yass Valley (A)	75-84	F	0	198
Yass Valley (A)	75-84	F	1	103
Yass Valley (A)	75-84	M		56
Yass Valley (A)	75-84	M	0	210
Yass Valley (A)	75-84	M	1	81
Yass Valley (A)	85+	F		72
Yass Valley (A)	85+	F	0	90
Yass Valley (A)	85+	F	1	20
Yass Valley (A)	85+	M		32
Yass Valley (A)	85+	M	0	59
Yass Valley (A)	85+	M	1	17
Unincorporated NSW	15-19	F		3
Unincorporated NSW	15-19	F	0	8
Unincorporated NSW	15-19	F	1	4
Unincorporated NSW	15-19	M		3
Unincorporated NSW	15-19	M	0	10
Unincorporated NSW	15-19	M	1	4
Unincorporated NSW	20-24	F	0	21
Unincorporated NSW	20-24	F	1	3
Unincorporated NSW	20-24	M		7
Unincorporated NSW	20-24	M	0	20
Unincorporated NSW	20-24	M	1	4
Unincorporated NSW	25-34	F		5
Unincorporated NSW	25-34	F	0	28
Unincorporated NSW	25-34	F	1	30
Unincorporated NSW	25-34	M		16
Unincorporated NSW	25-34	M	0	43
Unincorporated NSW	25-34	M	1	18
Unincorporated NSW	35-44	F		11
Unincorporated NSW	35-44	F	0	32
Unincorporated NSW	35-44	F	1	30
Unincorporated NSW	35-44	M		12
Unincorporated NSW	35-44	M	0	41
Unincorporated NSW	35-44	M	1	31
Unincorporated NSW	45-54	F		6
Unincorporated NSW	45-54	F	0	30
Unincorporated NSW	45-54	F	1	29
Unincorporated NSW	45-54	M		6
Unincorporated NSW	45-54	M	0	50
Unincorporated NSW	45-54	M	1	22
Unincorporated NSW	55-64	F		11
Unincorporated NSW	55-64	F	0	41
Unincorporated NSW	55-64	F	1	28
Unincorporated NSW	55-64	M		9
Unincorporated NSW	55-64	M	0	56
Unincorporated NSW	55-64	M	1	24
Unincorporated NSW	65-74	F		3
Unincorporated NSW	65-74	F	0	28
Unincorporated NSW	65-74	F	1	18
Unincorporated NSW	65-74	M		6
Unincorporated NSW	65-74	M	0	33
Unincorporated NSW	65-74	M	1	14
Unincorporated NSW	75-84	F		3
Unincorporated NSW	75-84	F	0	7
Unincorporated NSW	75-84	F	1	5
Unincorporated NSW	75-84	M		3
Unincorporated NSW	75-84	M	0	15
Unincorporated NSW	75-84	M	1	6
Unincorporated NSW	85+	F		4
Unincorporated NSW	85+	F	0	6
Unincorporated NSW	85+	M		3
Unincorporated NSW	85+	M	0	5
Unincorporated NSW	85+	M	1	3
No usual address (NSW)	15-19	F		48
No usual address (NSW)	15-19	F	0	149
No usual address (NSW)	15-19	F	1	38
No usual address (NSW)	15-19	M		76
No usual address (NSW)	15-19	M	0	174
No usual address (NSW)	15-19	M	1	37
No usual address (NSW)	20-24	F		132
No usual address (NSW)	20-24	F	0	396
No usual address (NSW)	20-24	F	1	88
No usual address (NSW)	20-24	M		168
No usual address (NSW)	20-24	M	0	495
No usual address (NSW)	20-24	M	1	88
No usual address (NSW)	25-34	F		276
No usual address (NSW)	25-34	F	0	649
No usual address (NSW)	25-34	F	1	167
No usual address (NSW)	25-34	M		508
No usual address (NSW)	25-34	M	0	978
No usual address (NSW)	25-34	M	1	132
No usual address (NSW)	35-44	F		191
No usual address (NSW)	35-44	F	0	349
No usual address (NSW)	35-44	F	1	92
No usual address (NSW)	35-44	M		495
No usual address (NSW)	35-44	M	0	676
No usual address (NSW)	35-44	M	1	100
No usual address (NSW)	45-54	F		182
No usual address (NSW)	45-54	F	0	361
No usual address (NSW)	45-54	F	1	107
No usual address (NSW)	45-54	M		455
No usual address (NSW)	45-54	M	0	593
No usual address (NSW)	45-54	M	1	100
No usual address (NSW)	55-64	F		147
No usual address (NSW)	55-64	F	0	468
No usual address (NSW)	55-64	F	1	124
No usual address (NSW)	55-64	M		315
No usual address (NSW)	55-64	M	0	583
No usual address (NSW)	55-64	M	1	89
No usual address (NSW)	65-74	F		93
No usual address (NSW)	65-74	F	0	316
No usual address (NSW)	65-74	F	1	70
No usual address (NSW)	65-74	M		176
No usual address (NSW)	65-74	M	0	470
No usual address (NSW)	65-74	M	1	73
No usual address (NSW)	75-84	F		38
No usual address (NSW)	75-84	F	0	66
No usual address (NSW)	75-84	F	1	13
No usual address (NSW)	75-84	M		48
No usual address (NSW)	75-84	M	0	96
No usual address (NSW)	75-84	M	1	13
No usual address (NSW)	85+	F		11
No usual address (NSW)	85+	F	0	33
No usual address (NSW)	85+	M		8
No usual address (NSW)	85+	M	0	22
Migratory - Offshore - Shipping (NSW)	15-19	F	0	8
Migratory - Offshore - Shipping (NSW)	15-19	M	0	5
Migratory - Offshore - Shipping (NSW)	20-24	F	0	4
Migratory - Offshore - Shipping (NSW)	20-24	M		3
Migratory - Offshore - Shipping (NSW)	20-24	M	1	3
Migratory - Offshore - Shipping (NSW)	25-34	F		5
Migratory - Offshore - Shipping (NSW)	25-34	F	0	18
Migratory - Offshore - Shipping (NSW)	25-34	M	0	10
Migratory - Offshore - Shipping (NSW)	35-44	F	0	14
Migratory - Offshore - Shipping (NSW)	35-44	M		3
Migratory - Offshore - Shipping (NSW)	35-44	M	0	7
Migratory - Offshore - Shipping (NSW)	45-54	F		5
Migratory - Offshore - Shipping (NSW)	45-54	F	0	19
Migratory - Offshore - Shipping (NSW)	45-54	F	1	4
Migratory - Offshore - Shipping (NSW)	45-54	M	0	15
Migratory - Offshore - Shipping (NSW)	45-54	M	1	3
Migratory - Offshore - Shipping (NSW)	55-64	F		8
Migratory - Offshore - Shipping (NSW)	55-64	F	0	34
Migratory - Offshore - Shipping (NSW)	55-64	F	1	6
Migratory - Offshore - Shipping (NSW)	55-64	M		4
Migratory - Offshore - Shipping (NSW)	55-64	M	0	16
Migratory - Offshore - Shipping (NSW)	55-64	M	1	3
Migratory - Offshore - Shipping (NSW)	65-74	F		17
Migratory - Offshore - Shipping (NSW)	65-74	F	0	40
Migratory - Offshore - Shipping (NSW)	65-74	F	1	8
Migratory - Offshore - Shipping (NSW)	65-74	M		5
Migratory - Offshore - Shipping (NSW)	65-74	M	0	29
Migratory - Offshore - Shipping (NSW)	65-74	M	1	10
Migratory - Offshore - Shipping (NSW)	75-84	F		11
Migratory - Offshore - Shipping (NSW)	75-84	F	0	13
Migratory - Offshore - Shipping (NSW)	75-84	F	1	6
Migratory - Offshore - Shipping (NSW)	75-84	M		9
Migratory - Offshore - Shipping (NSW)	75-84	M	0	14
Migratory - Offshore - Shipping (NSW)	75-84	M	1	3
Migratory - Offshore - Shipping (NSW)	85+	F	1	3
Migratory - Offshore - Shipping (NSW)	85+	M	0	4
Alpine (S)	15-19	F		43
Alpine (S)	15-19	F	0	198
Alpine (S)	15-19	F	1	92
Alpine (S)	15-19	M		36
Alpine (S)	15-19	M	0	210
Alpine (S)	15-19	M	1	82
Alpine (S)	20-24	F		17
Alpine (S)	20-24	F	0	130
Alpine (S)	20-24	F	1	43
Alpine (S)	20-24	M		24
Alpine (S)	20-24	M	0	169
Alpine (S)	20-24	M	1	46
Alpine (S)	25-34	F		39
Alpine (S)	25-34	F	0	327
Alpine (S)	25-34	F	1	116
Alpine (S)	25-34	M		46
Alpine (S)	25-34	M	0	315
Alpine (S)	25-34	M	1	96
Alpine (S)	35-44	F		62
Alpine (S)	35-44	F	0	369
Alpine (S)	35-44	F	1	313
Alpine (S)	35-44	M		61
Alpine (S)	35-44	M	0	378
Alpine (S)	35-44	M	1	195
Alpine (S)	45-54	F		75
Alpine (S)	45-54	F	0	518
Alpine (S)	45-54	F	1	325
Alpine (S)	45-54	M		95
Alpine (S)	45-54	M	0	522
Alpine (S)	45-54	M	1	277
Alpine (S)	55-64	F		91
Alpine (S)	55-64	F	0	646
Alpine (S)	55-64	F	1	335
Alpine (S)	55-64	M		92
Alpine (S)	55-64	M	0	654
Alpine (S)	55-64	M	1	330
Alpine (S)	65-74	F		84
Alpine (S)	65-74	F	0	463
Alpine (S)	65-74	F	1	309
Alpine (S)	65-74	M		88
Alpine (S)	65-74	M	0	461
Alpine (S)	65-74	M	1	312
Alpine (S)	75-84	F		62
Alpine (S)	75-84	F	0	284
Alpine (S)	75-84	F	1	126
Alpine (S)	75-84	M		56
Alpine (S)	75-84	M	0	258
Alpine (S)	75-84	M	1	125
Alpine (S)	85+	F		47
Alpine (S)	85+	F	0	153
Alpine (S)	85+	F	1	33
Alpine (S)	85+	M		33
Alpine (S)	85+	M	0	103
Alpine (S)	85+	M	1	14
Ararat (RC)	15-19	F		38
Ararat (RC)	15-19	F	0	180
Ararat (RC)	15-19	F	1	75
Ararat (RC)	15-19	M		34
Ararat (RC)	15-19	M	0	211
Ararat (RC)	15-19	M	1	73
Ararat (RC)	20-24	F		19
Ararat (RC)	20-24	F	0	169
Ararat (RC)	20-24	F	1	46
Ararat (RC)	20-24	M		52
Ararat (RC)	20-24	M	0	184
Ararat (RC)	20-24	M	1	68
Ararat (RC)	25-34	F		46
Ararat (RC)	25-34	F	0	347
Ararat (RC)	25-34	F	1	128
Ararat (RC)	25-34	M		218
Ararat (RC)	25-34	M	0	384
Ararat (RC)	25-34	M	1	115
Ararat (RC)	35-44	F		52
Ararat (RC)	35-44	F	0	316
Ararat (RC)	35-44	F	1	224
Ararat (RC)	35-44	M		252
Ararat (RC)	35-44	M	0	352
Ararat (RC)	35-44	M	1	158
Ararat (RC)	45-54	F		44
Ararat (RC)	45-54	F	0	453
Ararat (RC)	45-54	F	1	261
Ararat (RC)	45-54	M		184
Ararat (RC)	45-54	M	0	432
Ararat (RC)	45-54	M	1	243
Ararat (RC)	55-64	F		52
Ararat (RC)	55-64	F	0	523
Ararat (RC)	55-64	F	1	255
Ararat (RC)	55-64	M		162
Ararat (RC)	55-64	M	0	523
Ararat (RC)	55-64	M	1	270
Ararat (RC)	65-74	F		67
Ararat (RC)	65-74	F	0	383
Ararat (RC)	65-74	F	1	256
Ararat (RC)	65-74	M		124
Ararat (RC)	65-74	M	0	425
Ararat (RC)	65-74	M	1	220
Ararat (RC)	75-84	F		79
Ararat (RC)	75-84	F	0	243
Ararat (RC)	75-84	F	1	97
Ararat (RC)	75-84	M		87
Ararat (RC)	75-84	M	0	248
Ararat (RC)	75-84	M	1	94
Ararat (RC)	85+	F		45
Ararat (RC)	85+	F	0	152
Ararat (RC)	85+	F	1	26
Ararat (RC)	85+	M		17
Ararat (RC)	85+	M	0	95
Ararat (RC)	85+	M	1	14
Ballarat (C)	15-19	F		277
Ballarat (C)	15-19	F	0	2125
Ballarat (C)	15-19	F	1	843
Ballarat (C)	15-19	M		282
Ballarat (C)	15-19	M	0	2396
Ballarat (C)	15-19	M	1	683
Ballarat (C)	20-24	F		278
Ballarat (C)	20-24	F	0	2662
Ballarat (C)	20-24	F	1	867
Ballarat (C)	20-24	M		276
Ballarat (C)	20-24	M	0	2787
Ballarat (C)	20-24	M	1	676
Ballarat (C)	25-34	F		435
Ballarat (C)	25-34	F	0	5001
Ballarat (C)	25-34	F	1	1246
Ballarat (C)	25-34	M		441
Ballarat (C)	25-34	M	0	4961
Ballarat (C)	25-34	M	1	1034
Ballarat (C)	35-44	F		367
Ballarat (C)	35-44	F	0	4353
Ballarat (C)	35-44	F	1	1786
Ballarat (C)	35-44	M		398
Ballarat (C)	35-44	M	0	4274
Ballarat (C)	35-44	M	1	1241
Ballarat (C)	45-54	F		437
Ballarat (C)	45-54	F	0	4558
Ballarat (C)	45-54	F	1	1805
Ballarat (C)	45-54	M		411
Ballarat (C)	45-54	M	0	4194
Ballarat (C)	45-54	M	1	1488
Ballarat (C)	55-64	F		432
Ballarat (C)	55-64	F	0	4484
Ballarat (C)	55-64	F	1	1502
Ballarat (C)	55-64	M		380
Ballarat (C)	55-64	M	0	4063
Ballarat (C)	55-64	M	1	1216
Ballarat (C)	65-74	F		460
Ballarat (C)	65-74	F	0	3346
Ballarat (C)	65-74	F	1	1387
Ballarat (C)	65-74	M		432
Ballarat (C)	65-74	M	0	2986
Ballarat (C)	65-74	M	1	1112
Ballarat (C)	75-84	F		468
Ballarat (C)	75-84	F	0	2059
Ballarat (C)	75-84	F	1	572
Ballarat (C)	75-84	M		301
Ballarat (C)	75-84	M	0	1567
Ballarat (C)	75-84	M	1	487
Ballarat (C)	85+	F		227
Ballarat (C)	85+	F	0	1256
Ballarat (C)	85+	F	1	116
Ballarat (C)	85+	M		141
Ballarat (C)	85+	M	0	602
Ballarat (C)	85+	M	1	69
Banyule (C)	15-19	F		196
Banyule (C)	15-19	F	0	2285
Banyule (C)	15-19	F	1	827
Banyule (C)	15-19	M		228
Banyule (C)	15-19	M	0	2632
Banyule (C)	15-19	M	1	670
Banyule (C)	20-24	F		175
Banyule (C)	20-24	F	0	2563
Banyule (C)	20-24	F	1	840
Banyule (C)	20-24	M		205
Banyule (C)	20-24	M	0	3012
Banyule (C)	20-24	M	1	609
Banyule (C)	25-34	F		439
Banyule (C)	25-34	F	0	6364
Banyule (C)	25-34	F	1	1472
Banyule (C)	25-34	M		434
Banyule (C)	25-34	M	0	6399
Banyule (C)	25-34	M	1	1138
Banyule (C)	35-44	F		367
Banyule (C)	35-44	F	0	6089
Banyule (C)	35-44	F	1	2432
Banyule (C)	35-44	M		424
Banyule (C)	35-44	M	0	6428
Banyule (C)	35-44	M	1	1630
Banyule (C)	45-54	F		391
Banyule (C)	45-54	F	0	5840
Banyule (C)	45-54	F	1	2211
Banyule (C)	45-54	M		435
Banyule (C)	45-54	M	0	5610
Banyule (C)	45-54	M	1	1743
Banyule (C)	55-64	F		347
Banyule (C)	55-64	F	0	5729
Banyule (C)	55-64	F	1	1614
Banyule (C)	55-64	M		354
Banyule (C)	55-64	M	0	5161
Banyule (C)	55-64	M	1	1331
Banyule (C)	65-74	F		428
Banyule (C)	65-74	F	0	4227
Banyule (C)	65-74	F	1	1404
Banyule (C)	65-74	M		349
Banyule (C)	65-74	M	0	3963
Banyule (C)	65-74	M	1	1146
Banyule (C)	75-84	F		424
Banyule (C)	75-84	F	0	2584
Banyule (C)	75-84	F	1	617
Banyule (C)	75-84	M		281
Banyule (C)	75-84	M	0	2056
Banyule (C)	75-84	M	1	503
Banyule (C)	85+	F		363
Banyule (C)	85+	F	0	1569
Banyule (C)	85+	F	1	131
Banyule (C)	85+	M		178
Banyule (C)	85+	M	0	911
Banyule (C)	85+	M	1	97
Bass Coast (S)	15-19	F		78
Bass Coast (S)	15-19	F	0	520
Bass Coast (S)	15-19	F	1	164
Bass Coast (S)	15-19	M		120
Bass Coast (S)	15-19	M	0	583
Bass Coast (S)	15-19	M	1	118
Bass Coast (S)	20-24	F		42
Bass Coast (S)	20-24	F	0	422
Bass Coast (S)	20-24	F	1	94
Bass Coast (S)	20-24	M		41
Bass Coast (S)	20-24	M	0	441
Bass Coast (S)	20-24	M	1	82
Bass Coast (S)	25-34	F		113
Bass Coast (S)	25-34	F	0	1086
Bass Coast (S)	25-34	F	1	292
Bass Coast (S)	25-34	M		122
Bass Coast (S)	25-34	M	0	1084
Bass Coast (S)	25-34	M	1	187
Bass Coast (S)	35-44	F		132
Bass Coast (S)	35-44	F	0	1069
Bass Coast (S)	35-44	F	1	590
Bass Coast (S)	35-44	M		105
Bass Coast (S)	35-44	M	0	1089
Bass Coast (S)	35-44	M	1	364
Bass Coast (S)	45-54	F		165
Bass Coast (S)	45-54	F	0	1421
Bass Coast (S)	45-54	F	1	589
Bass Coast (S)	45-54	M		194
Bass Coast (S)	45-54	M	0	1389
Bass Coast (S)	45-54	M	1	476
Bass Coast (S)	55-64	F		191
Bass Coast (S)	55-64	F	0	1818
Bass Coast (S)	55-64	F	1	697
Bass Coast (S)	55-64	M		201
Bass Coast (S)	55-64	M	0	1716
Bass Coast (S)	55-64	M	1	559
Bass Coast (S)	65-74	F		248
Bass Coast (S)	65-74	F	0	1653
Bass Coast (S)	65-74	F	1	833
Bass Coast (S)	65-74	M		256
Bass Coast (S)	65-74	M	0	1636
Bass Coast (S)	65-74	M	1	670
Bass Coast (S)	75-84	F		242
Bass Coast (S)	75-84	F	0	817
Bass Coast (S)	75-84	F	1	322
Bass Coast (S)	75-84	M		200
Bass Coast (S)	75-84	M	0	814
Bass Coast (S)	75-84	M	1	267
Bass Coast (S)	85+	F		143
Bass Coast (S)	85+	F	0	485
Bass Coast (S)	85+	F	1	67
Bass Coast (S)	85+	M		90
Bass Coast (S)	85+	M	0	305
Bass Coast (S)	85+	M	1	49
