LGA_NAME16	Age	persons
Muswellbrook (A)	85+	203
Nambucca (A)	0-4	917
Nambucca (A)	5-14	2250
Nambucca (A)	15-19	1015
Nambucca (A)	20-24	758
Nambucca (A)	25-34	1449
Nambucca (A)	35-44	1740
Nambucca (A)	45-54	2449
Nambucca (A)	55-64	3321
Nambucca (A)	65-74	3015
Nambucca (A)	75-84	1582
Nambucca (A)	85+	706
Narrabri (A)	0-4	943
Narrabri (A)	5-14	1845
Narrabri (A)	15-19	777
Narrabri (A)	20-24	648
Narrabri (A)	25-34	1491
Narrabri (A)	35-44	1529
Narrabri (A)	45-54	1759
Narrabri (A)	55-64	1785
Narrabri (A)	65-74	1308
Narrabri (A)	75-84	742
Narrabri (A)	85+	256
Narrandera (A)	0-4	378
Narrandera (A)	5-14	777
Narrandera (A)	15-19	325
Narrandera (A)	20-24	298
Narrandera (A)	25-34	547
Narrandera (A)	35-44	643
Narrandera (A)	45-54	734
Narrandera (A)	55-64	853
Narrandera (A)	65-74	706
Narrandera (A)	75-84	390
Narrandera (A)	85+	199
Narromine (A)	0-4	455
Narromine (A)	5-14	924
Narromine (A)	15-19	369
Narromine (A)	20-24	326
Narromine (A)	25-34	659
Narromine (A)	35-44	667
Narromine (A)	45-54	790
Narromine (A)	55-64	891
Narromine (A)	65-74	767
Narromine (A)	75-84	425
Narromine (A)	85+	179
Newcastle (C)	0-4	9113
Newcastle (C)	5-14	17088
Newcastle (C)	15-19	8899
Newcastle (C)	20-24	13701
Newcastle (C)	25-34	23898
Newcastle (C)	35-44	20042
Newcastle (C)	45-54	19751
Newcastle (C)	55-64	18200
Newcastle (C)	65-74	12906
Newcastle (C)	75-84	7666
Newcastle (C)	85+	4148
North Sydney (A)	0-4	3846
North Sydney (A)	5-14	4694
North Sydney (A)	15-19	1850
North Sydney (A)	20-24	3440
North Sydney (A)	25-34	16352
North Sydney (A)	35-44	12322
North Sydney (A)	45-54	8222
North Sydney (A)	55-64	7184
North Sydney (A)	65-74	5927
North Sydney (A)	75-84	2680
North Sydney (A)	85+	1146
Northern Beaches (A)	0-4	15672
Northern Beaches (A)	5-14	34180
Northern Beaches (A)	15-19	14412
Northern Beaches (A)	20-24	12554
Northern Beaches (A)	25-34	29575
Northern Beaches (A)	35-44	38197
Northern Beaches (A)	45-54	37397
Northern Beaches (A)	55-64	28419
Northern Beaches (A)	65-74	22440
Northern Beaches (A)	75-84	13078
Northern Beaches (A)	85+	6945
Oberon (A)	0-4	297
Oberon (A)	5-14	628
Oberon (A)	15-19	354
Oberon (A)	20-24	318
Oberon (A)	25-34	487
Oberon (A)	35-44	560
Oberon (A)	45-54	757
Oberon (A)	55-64	725
Oberon (A)	65-74	768
Oberon (A)	75-84	298
Oberon (A)	85+	112
Orange (C)	0-4	2981
Orange (C)	5-14	5556
Orange (C)	15-19	2627
Orange (C)	20-24	2312
Orange (C)	25-34	5362
Orange (C)	35-44	5109
Orange (C)	45-54	4991
Orange (C)	55-64	4646
Orange (C)	65-74	3626
Orange (C)	75-84	2208
Orange (C)	85+	921
Parkes (A)	0-4	938
Parkes (A)	5-14	2012
Parkes (A)	15-19	998
Parkes (A)	20-24	819
Parkes (A)	25-34	1539
Parkes (A)	35-44	1563
Parkes (A)	45-54	1899
Parkes (A)	55-64	1947
Parkes (A)	65-74	1511
Parkes (A)	75-84	951
Parkes (A)	85+	438
Parramatta (C)	0-4	16506
Parramatta (C)	5-14	25097
Parramatta (C)	15-19	11507
Parramatta (C)	20-24	14861
Parramatta (C)	25-34	45775
Parramatta (C)	35-44	35846
Parramatta (C)	45-54	26638
Parramatta (C)	55-64	22372
Parramatta (C)	65-74	15054
Parramatta (C)	75-84	8595
Parramatta (C)	85+	3898
Penrith (C)	0-4	14478
Penrith (C)	5-14	26806
Penrith (C)	15-19	13037
Penrith (C)	20-24	14119
Penrith (C)	25-34	30298
Penrith (C)	35-44	27454
Penrith (C)	45-54	24736
Penrith (C)	55-64	22221
Penrith (C)	65-74	14463
Penrith (C)	75-84	6132
Penrith (C)	85+	2316
Port Macquarie-Hastings (A)	0-4	3820
Port Macquarie-Hastings (A)	5-14	9278
Port Macquarie-Hastings (A)	15-19	4438
Port Macquarie-Hastings (A)	20-24	3090
Port Macquarie-Hastings (A)	25-34	6634
Port Macquarie-Hastings (A)	35-44	8102
Port Macquarie-Hastings (A)	45-54	10149
Port Macquarie-Hastings (A)	55-64	11262
Port Macquarie-Hastings (A)	65-74	11782
Port Macquarie-Hastings (A)	75-84	7001
Port Macquarie-Hastings (A)	85+	2981
Port Stephens (A)	0-4	3849
Port Stephens (A)	5-14	8665
Port Stephens (A)	15-19	4111
Port Stephens (A)	20-24	3531
Port Stephens (A)	25-34	6687
Port Stephens (A)	35-44	7841
Port Stephens (A)	45-54	9249
Port Stephens (A)	55-64	9673
Port Stephens (A)	65-74	9484
Port Stephens (A)	75-84	4798
Port Stephens (A)	85+	1676
Queanbeyan-Palerang Regional (A)	0-4	3648
Queanbeyan-Palerang Regional (A)	5-14	7319
Queanbeyan-Palerang Regional (A)	15-19	3523
Queanbeyan-Palerang Regional (A)	20-24	3237
Queanbeyan-Palerang Regional (A)	25-34	7666
Queanbeyan-Palerang Regional (A)	35-44	7892
Queanbeyan-Palerang Regional (A)	45-54	8956
Queanbeyan-Palerang Regional (A)	55-64	6973
Queanbeyan-Palerang Regional (A)	65-74	4267
Queanbeyan-Palerang Regional (A)	75-84	1867
Queanbeyan-Palerang Regional (A)	85+	680
Randwick (C)	0-4	7645
Randwick (C)	5-14	13313
Randwick (C)	15-19	8150
Randwick (C)	20-24	14983
Randwick (C)	25-34	26573
Randwick (C)	35-44	20992
Randwick (C)	45-54	17002
Randwick (C)	55-64	13097
Randwick (C)	65-74	9758
Randwick (C)	75-84	5967
Randwick (C)	85+	3181
Richmond Valley (A)	0-4	1371
Richmond Valley (A)	5-14	2997
Richmond Valley (A)	15-19	1505
Richmond Valley (A)	20-24	1116
Richmond Valley (A)	25-34	1984
Richmond Valley (A)	35-44	2470
Richmond Valley (A)	45-54	2939
Richmond Valley (A)	55-64	3304
Richmond Valley (A)	65-74	2808
Richmond Valley (A)	75-84	1676
Richmond Valley (A)	85+	634
Rockdale (C)	0-4	6656
Rockdale (C)	5-14	10769
Rockdale (C)	15-19	5468
Rockdale (C)	20-24	8086
Rockdale (C)	25-34	21905
Rockdale (C)	35-44	15753
Rockdale (C)	45-54	13115
Rockdale (C)	55-64	10903
Rockdale (C)	65-74	8389
Rockdale (C)	75-84	5545
Rockdale (C)	85+	2817
Ryde (C)	0-4	7118
Ryde (C)	5-14	11848
Ryde (C)	15-19	6142
Ryde (C)	20-24	9595
Ryde (C)	25-34	21178
Ryde (C)	35-44	17161
Ryde (C)	45-54	14453
Ryde (C)	55-64	12214
Ryde (C)	65-74	8314
Ryde (C)	75-84	5306
Ryde (C)	85+	2972
Shellharbour (C)	0-4	4335
Shellharbour (C)	5-14	9269
Shellharbour (C)	15-19	4714
Shellharbour (C)	20-24	4276
Shellharbour (C)	25-34	8009
Shellharbour (C)	35-44	8611
Shellharbour (C)	45-54	9242
Shellharbour (C)	55-64	8509
Shellharbour (C)	65-74	6531
Shellharbour (C)	75-84	3579
Shellharbour (C)	85+	1377
Shoalhaven (C)	0-4	5122
Shoalhaven (C)	5-14	11193
Shoalhaven (C)	15-19	5309
Shoalhaven (C)	20-24	4622
Shoalhaven (C)	25-34	9309
Shoalhaven (C)	35-44	10088
Shoalhaven (C)	45-54	12305
Shoalhaven (C)	55-64	15353
Shoalhaven (C)	65-74	14975
Shoalhaven (C)	75-84	8210
Shoalhaven (C)	85+	3160
Singleton (A)	0-4	1537
Singleton (A)	5-14	3325
Singleton (A)	15-19	1683
Singleton (A)	20-24	1472
Singleton (A)	25-34	2904
Singleton (A)	35-44	3062
Singleton (A)	45-54	3336
Singleton (A)	55-64	2749
Singleton (A)	65-74	1741
Singleton (A)	75-84	839
Singleton (A)	85+	343
Snowy Monaro Regional (A)	0-4	959
Snowy Monaro Regional (A)	5-14	2507
Snowy Monaro Regional (A)	15-19	1175
Snowy Monaro Regional (A)	20-24	1078
Snowy Monaro Regional (A)	25-34	2236
Snowy Monaro Regional (A)	35-44	2460
Snowy Monaro Regional (A)	45-54	3039
Snowy Monaro Regional (A)	55-64	2896
Snowy Monaro Regional (A)	65-74	2274
Snowy Monaro Regional (A)	75-84	1144
Snowy Monaro Regional (A)	85+	460
Snowy Valleys (A)	0-4	809
Snowy Valleys (A)	5-14	1793
Snowy Valleys (A)	15-19	777
Snowy Valleys (A)	20-24	658
Snowy Valleys (A)	25-34	1442
Snowy Valleys (A)	35-44	1627
Snowy Valleys (A)	45-54	1933
Snowy Valleys (A)	55-64	2161
Snowy Valleys (A)	65-74	1781
Snowy Valleys (A)	75-84	987
Snowy Valleys (A)	85+	430
Strathfield (A)	0-4	2318
Strathfield (A)	5-14	3909
Strathfield (A)	15-19	2441
Strathfield (A)	20-24	3854
Strathfield (A)	25-34	9302
Strathfield (A)	35-44	5278
Strathfield (A)	45-54	4676
Strathfield (A)	55-64	3912
Strathfield (A)	65-74	2355
Strathfield (A)	75-84	1521
Strathfield (A)	85+	752
Sutherland Shire (A)	0-4	13624
Sutherland Shire (A)	5-14	28029
Sutherland Shire (A)	15-19	13129
Sutherland Shire (A)	20-24	12714
Sutherland Shire (A)	25-34	26241
Sutherland Shire (A)	35-44	30160
Sutherland Shire (A)	45-54	30298
Sutherland Shire (A)	55-64	27277
Sutherland Shire (A)	65-74	19990
Sutherland Shire (A)	75-84	11056
Sutherland Shire (A)	85+	5947
Sydney (C)	0-4	6977
Sydney (C)	5-14	7063
Sydney (C)	15-19	8370
Sydney (C)	20-24	28589
Sydney (C)	25-34	68867
Sydney (C)	35-44	33856
Sydney (C)	45-54	21469
Sydney (C)	55-64	16072
Sydney (C)	65-74	10462
Sydney (C)	75-84	4860
Sydney (C)	85+	1790
Tamworth Regional (A)	0-4	3906
Tamworth Regional (A)	5-14	8206
Tamworth Regional (A)	15-19	3757
Tamworth Regional (A)	20-24	3195
Tamworth Regional (A)	25-34	7190
Tamworth Regional (A)	35-44	6927
Tamworth Regional (A)	45-54	7626
Tamworth Regional (A)	55-64	7694
Tamworth Regional (A)	65-74	6161
Tamworth Regional (A)	75-84	3566
Tamworth Regional (A)	85+	1437
Temora (A)	0-4	359
Temora (A)	5-14	815
Temora (A)	15-19	385
Temora (A)	20-24	240
Temora (A)	25-34	568
Temora (A)	35-44	591
Temora (A)	45-54	820
Temora (A)	55-64	857
Temora (A)	65-74	783
Temora (A)	75-84	470
Temora (A)	85+	210
Tenterfield (A)	0-4	283
Tenterfield (A)	5-14	756
Tenterfield (A)	15-19	337
Tenterfield (A)	20-24	211
Tenterfield (A)	25-34	431
Tenterfield (A)	35-44	664
Tenterfield (A)	45-54	822
Tenterfield (A)	55-64	1299
Tenterfield (A)	65-74	1137
Tenterfield (A)	75-84	518
Tenterfield (A)	85+	176
The Hills Shire (A)	0-4	9772
The Hills Shire (A)	5-14	23856
The Hills Shire (A)	15-19	11251
The Hills Shire (A)	20-24	9709
The Hills Shire (A)	25-34	16505
The Hills Shire (A)	35-44	23631
The Hills Shire (A)	45-54	22686
The Hills Shire (A)	55-64	18615
The Hills Shire (A)	65-74	13582
The Hills Shire (A)	75-84	5649
The Hills Shire (A)	85+	2000
Tweed (A)	0-4	4779
Tweed (A)	5-14	10546
Tweed (A)	15-19	4990
Tweed (A)	20-24	3929
Tweed (A)	25-34	8219
Tweed (A)	35-44	10268
Tweed (A)	45-54	11917
Tweed (A)	55-64	13583
Tweed (A)	65-74	12026
Tweed (A)	75-84	7535
Tweed (A)	85+	3581
Upper Hunter Shire (A)	0-4	858
Upper Hunter Shire (A)	5-14	2054
Upper Hunter Shire (A)	15-19	804
Upper Hunter Shire (A)	20-24	650
Upper Hunter Shire (A)	25-34	1668
Upper Hunter Shire (A)	35-44	1756
Upper Hunter Shire (A)	45-54	1855
Upper Hunter Shire (A)	55-64	1849
Upper Hunter Shire (A)	65-74	1435
Upper Hunter Shire (A)	75-84	833
Upper Hunter Shire (A)	85+	352
Upper Lachlan Shire (A)	0-4	455
Upper Lachlan Shire (A)	5-14	888
Upper Lachlan Shire (A)	15-19	438
Upper Lachlan Shire (A)	20-24	297
Upper Lachlan Shire (A)	25-34	631
Upper Lachlan Shire (A)	35-44	777
Upper Lachlan Shire (A)	45-54	1189
Upper Lachlan Shire (A)	55-64	1212
Upper Lachlan Shire (A)	65-74	1072
Upper Lachlan Shire (A)	75-84	559
Upper Lachlan Shire (A)	85+	184
Uralla (A)	0-4	307
Uralla (A)	5-14	853
Uralla (A)	15-19	370
Uralla (A)	20-24	237
Uralla (A)	25-34	470
Uralla (A)	35-44	683
Uralla (A)	45-54	892
Uralla (A)	55-64	985
Uralla (A)	65-74	787
Uralla (A)	75-84	337
Uralla (A)	85+	118
Wagga Wagga (C)	0-4	4206
Wagga Wagga (C)	5-14	8490
Wagga Wagga (C)	15-19	4347
Wagga Wagga (C)	20-24	4960
Wagga Wagga (C)	25-34	8609
Wagga Wagga (C)	35-44	7532
Wagga Wagga (C)	45-54	7551
Wagga Wagga (C)	55-64	7210
Wagga Wagga (C)	65-74	5124
Wagga Wagga (C)	75-84	2979
Wagga Wagga (C)	85+	1372
Walcha (A)	0-4	174
Walcha (A)	5-14	357
Walcha (A)	15-19	159
Walcha (A)	20-24	135
Walcha (A)	25-34	276
Walcha (A)	35-44	313
Walcha (A)	45-54	415
Walcha (A)	55-64	464
Walcha (A)	65-74	469
Walcha (A)	75-84	233
Walcha (A)	85+	96
Walgett (A)	0-4	406
Walgett (A)	5-14	820
Walgett (A)	15-19	264
Walgett (A)	20-24	310
Walgett (A)	25-34	725
Walgett (A)	35-44	676
Walgett (A)	45-54	815
Walgett (A)	55-64	926
Walgett (A)	65-74	738
Walgett (A)	75-84	347
Walgett (A)	85+	77
Warren (A)	0-4	204
Warren (A)	5-14	373
Warren (A)	15-19	132
Warren (A)	20-24	121
Warren (A)	25-34	292
Warren (A)	35-44	296
Warren (A)	45-54	365
Warren (A)	55-64	375
Warren (A)	65-74	329
Warren (A)	75-84	177
Warren (A)	85+	60
Warrumbungle Shire (A)	0-4	466
Warrumbungle Shire (A)	5-14	1213
Warrumbungle Shire (A)	15-19	488
Warrumbungle Shire (A)	20-24	390
Warrumbungle Shire (A)	25-34	749
Warrumbungle Shire (A)	35-44	900
Warrumbungle Shire (A)	45-54	1263
Warrumbungle Shire (A)	55-64	1461
Warrumbungle Shire (A)	65-74	1354
Warrumbungle Shire (A)	75-84	791
Warrumbungle Shire (A)	85+	305
Waverley (A)	0-4	4154
Waverley (A)	5-14	6554
Waverley (A)	15-19	2451
Waverley (A)	20-24	3669
Waverley (A)	25-34	15751
Waverley (A)	35-44	11890
Waverley (A)	45-54	8188
Waverley (A)	55-64	5670
Waverley (A)	65-74	4371
Waverley (A)	75-84	2611
Waverley (A)	85+	1513
Weddin (A)	0-4	187
Weddin (A)	5-14	431
Weddin (A)	15-19	184
Weddin (A)	20-24	114
Weddin (A)	25-34	260
Weddin (A)	35-44	381
Weddin (A)	45-54	479
Weddin (A)	55-64	583
Weddin (A)	65-74	590
Weddin (A)	75-84	309
Weddin (A)	85+	148
Wentworth (A)	0-4	423
Wentworth (A)	5-14	855
Wentworth (A)	15-19	397
Wentworth (A)	20-24	324
Wentworth (A)	25-34	679
Wentworth (A)	35-44	744
Wentworth (A)	45-54	947
Wentworth (A)	55-64	1045
Wentworth (A)	65-74	856
Wentworth (A)	75-84	390
Wentworth (A)	85+	135
Western Plains Regional (A)	0-4	3551
Western Plains Regional (A)	5-14	6821
Western Plains Regional (A)	15-19	3126
Western Plains Regional (A)	20-24	3131
Western Plains Regional (A)	25-34	6701
Western Plains Regional (A)	35-44	5889
Western Plains Regional (A)	45-54	6350
Western Plains Regional (A)	55-64	6185
Western Plains Regional (A)	65-74	4576
Western Plains Regional (A)	75-84	2671
Western Plains Regional (A)	85+	1081
Willoughby (C)	0-4	4896
Willoughby (C)	5-14	9510
Willoughby (C)	15-19	3986
Willoughby (C)	20-24	4472
Willoughby (C)	25-34	11319
Willoughby (C)	35-44	12373
Willoughby (C)	45-54	10050
Willoughby (C)	55-64	7522
Willoughby (C)	65-74	5430
Willoughby (C)	75-84	3022
Willoughby (C)	85+	1731
Wingecarribee (A)	0-4	2358
Wingecarribee (A)	5-14	6050
Wingecarribee (A)	15-19	3037
Wingecarribee (A)	20-24	1896
Wingecarribee (A)	25-34	3972
Wingecarribee (A)	35-44	5071
Wingecarribee (A)	45-54	6470
Wingecarribee (A)	55-64	6643
Wingecarribee (A)	65-74	7096
Wingecarribee (A)	75-84	3861
Wingecarribee (A)	85+	1428
Wollondilly (A)	0-4	3313
Wollondilly (A)	5-14	7370
Wollondilly (A)	15-19	3411
Wollondilly (A)	20-24	2902
Wollondilly (A)	25-34	5706
Wollondilly (A)	35-44	6573
Wollondilly (A)	45-54	6769
Wollondilly (A)	55-64	6014
Wollondilly (A)	65-74	4005
Wollondilly (A)	75-84	1808
Wollondilly (A)	85+	652
Wollongong (C)	0-4	12034
Wollongong (C)	5-14	24521
Wollongong (C)	15-19	13007
Wollongong (C)	20-24	15523
Wollongong (C)	25-34	26029
Wollongong (C)	35-44	25840
Wollongong (C)	45-54	26461
Wollongong (C)	55-64	24276
Wollongong (C)	65-74	18688
Wollongong (C)	75-84	11994
Wollongong (C)	85+	5253
Woollahra (A)	0-4	2771
Woollahra (A)	5-14	5701
Woollahra (A)	15-19	2606
Woollahra (A)	20-24	2934
Woollahra (A)	25-34	9432
Woollahra (A)	35-44	7838
Woollahra (A)	45-54	7022
Woollahra (A)	55-64	5833
Woollahra (A)	65-74	5531
Woollahra (A)	75-84	2981
Woollahra (A)	85+	1599
Yass Valley (A)	0-4	1010
Yass Valley (A)	5-14	2391
Yass Valley (A)	15-19	1032
Yass Valley (A)	20-24	730
Yass Valley (A)	25-34	1458
Yass Valley (A)	35-44	2211
Yass Valley (A)	45-54	2497
Yass Valley (A)	55-64	2192
Yass Valley (A)	65-74	1596
Yass Valley (A)	75-84	730
Yass Valley (A)	85+	296
Unincorporated NSW	0-4	67
Unincorporated NSW	5-14	118
Unincorporated NSW	15-19	34
Unincorporated NSW	20-24	59
Unincorporated NSW	25-34	139
Unincorporated NSW	35-44	168
Unincorporated NSW	45-54	142
Unincorporated NSW	55-64	166
Unincorporated NSW	65-74	104
Unincorporated NSW	75-84	47
Unincorporated NSW	85+	22
No usual address (NSW)	0-4	338
No usual address (NSW)	5-14	402
No usual address (NSW)	15-19	517
No usual address (NSW)	20-24	1358
No usual address (NSW)	25-34	2703
No usual address (NSW)	35-44	1900
No usual address (NSW)	45-54	1798
No usual address (NSW)	55-64	1722
No usual address (NSW)	65-74	1196
No usual address (NSW)	75-84	282
No usual address (NSW)	85+	78
Migratory - Offshore - Shipping (NSW)	0-4	14
Migratory - Offshore - Shipping (NSW)	5-14	22
Migratory - Offshore - Shipping (NSW)	15-19	12
Migratory - Offshore - Shipping (NSW)	20-24	9
Migratory - Offshore - Shipping (NSW)	25-34	32
Migratory - Offshore - Shipping (NSW)	35-44	34
Migratory - Offshore - Shipping (NSW)	45-54	50
Migratory - Offshore - Shipping (NSW)	55-64	74
Migratory - Offshore - Shipping (NSW)	65-74	108
Migratory - Offshore - Shipping (NSW)	75-84	42
Migratory - Offshore - Shipping (NSW)	85+	10
Alpine (S)	0-4	519
Alpine (S)	5-14	1433
Alpine (S)	15-19	665
Alpine (S)	20-24	427
Alpine (S)	25-34	935
Alpine (S)	35-44	1376
Alpine (S)	45-54	1815
Alpine (S)	55-64	2142
Alpine (S)	65-74	1718
Alpine (S)	75-84	915
Alpine (S)	85+	383
Ararat (RC)	0-4	561
Ararat (RC)	5-14	1242
Ararat (RC)	15-19	606
Ararat (RC)	20-24	533
Ararat (RC)	25-34	1235
Ararat (RC)	35-44	1360
Ararat (RC)	45-54	1608
Ararat (RC)	55-64	1784
Ararat (RC)	65-74	1476
Ararat (RC)	75-84	840
Ararat (RC)	85+	359
Ballarat (C)	0-4	6615
Ballarat (C)	5-14	12853
Ballarat (C)	15-19	6603
Ballarat (C)	20-24	7544
Ballarat (C)	25-34	13120
Ballarat (C)	35-44	12416
Ballarat (C)	45-54	12884
Ballarat (C)	55-64	12080
Ballarat (C)	65-74	9723
Ballarat (C)	75-84	5449
Ballarat (C)	85+	2409
Banyule (C)	0-4	7747
Banyule (C)	5-14	14267
Banyule (C)	15-19	6834
Banyule (C)	20-24	7410
Banyule (C)	25-34	16248
Banyule (C)	35-44	17375
Banyule (C)	45-54	16224
Banyule (C)	55-64	14542
Banyule (C)	65-74	11511
Banyule (C)	75-84	6470
Banyule (C)	85+	3253
Bass Coast (S)	0-4	1669
Bass Coast (S)	5-14	3681
Bass Coast (S)	15-19	1587
Bass Coast (S)	20-24	1127
Bass Coast (S)	25-34	2882
Bass Coast (S)	35-44	3337
Bass Coast (S)	45-54	4233
Bass Coast (S)	55-64	5190
Bass Coast (S)	65-74	5304
Bass Coast (S)	75-84	2667
Bass Coast (S)	85+	1143
Baw Baw (S)	0-4	2944
Baw Baw (S)	5-14	6351
Baw Baw (S)	15-19	3003
Baw Baw (S)	20-24	2510
Baw Baw (S)	25-34	5269
Baw Baw (S)	35-44	5432
Baw Baw (S)	45-54	6486
Baw Baw (S)	55-64	6718
Baw Baw (S)	65-74	5728
Baw Baw (S)	75-84	2925
Baw Baw (S)	85+	1112
Bayside (C)	0-4	4994
Bayside (C)	5-14	13429
Bayside (C)	15-19	6178
Bayside (C)	20-24	4919
Bayside (C)	25-34	7980
Bayside (C)	35-44	12418
Bayside (C)	45-54	15855
Bayside (C)	55-64	12636
Bayside (C)	65-74	9718
Bayside (C)	75-84	5344
Bayside (C)	85+	3624
Benalla (RC)	0-4	673
Benalla (RC)	5-14	1501
Benalla (RC)	15-19	777
Benalla (RC)	20-24	645
Benalla (RC)	25-34	1209
Benalla (RC)	35-44	1316
Benalla (RC)	45-54	1865
Benalla (RC)	55-64	2259
Benalla (RC)	65-74	1991
Benalla (RC)	75-84	1101
Benalla (RC)	85+	528
Boroondara (C)	0-4	7742
Boroondara (C)	5-14	21064
Boroondara (C)	15-19	11910
Boroondara (C)	20-24	13346
Boroondara (C)	25-34	22544
Boroondara (C)	35-44	20736
Boroondara (C)	45-54	24102
Boroondara (C)	55-64	18983
Boroondara (C)	65-74	13951
Boroondara (C)	75-84	8031
Boroondara (C)	85+	4829
Brimbank (C)	0-4	12952
Brimbank (C)	5-14	22912
Brimbank (C)	15-19	12254
Brimbank (C)	20-24	15155
Brimbank (C)	25-34	31313
Brimbank (C)	35-44	26317
Brimbank (C)	45-54	24883
Brimbank (C)	55-64	22171
Brimbank (C)	65-74	15576
Brimbank (C)	75-84	7863
Brimbank (C)	85+	2926
Buloke (S)	0-4	253
Buloke (S)	5-14	746
Buloke (S)	15-19	345
Buloke (S)	20-24	195
Buloke (S)	25-34	469
Buloke (S)	35-44	549
Buloke (S)	45-54	859
Buloke (S)	55-64	1034
Buloke (S)	65-74	827
Buloke (S)	75-84	580
Buloke (S)	85+	336
Campaspe (S)	0-4	2075
Campaspe (S)	5-14	4561
Campaspe (S)	15-19	2334
Campaspe (S)	20-24	1758
Campaspe (S)	25-34	3520
Campaspe (S)	35-44	3936
Campaspe (S)	45-54	5053
Campaspe (S)	55-64	5357
Campaspe (S)	65-74	4554
Campaspe (S)	75-84	2744
Campaspe (S)	85+	1164
Cardinia (S)	0-4	7821
Cardinia (S)	5-14	13902
Cardinia (S)	15-19	6230
Cardinia (S)	20-24	5937
Cardinia (S)	25-34	13705
Cardinia (S)	35-44	13196
Cardinia (S)	45-54	12479
Cardinia (S)	55-64	9638
Cardinia (S)	65-74	6898
Cardinia (S)	75-84	3127
Cardinia (S)	85+	1185
Casey (C)	0-4	23772
Casey (C)	5-14	44073
Casey (C)	15-19	20950
Casey (C)	20-24	20672
Casey (C)	25-34	44427
Casey (C)	35-44	44870
Casey (C)	45-54	39747
Casey (C)	55-64	30094
Casey (C)	65-74	18295
Casey (C)	75-84	8947
Casey (C)	85+	3450
Central Goldfields (S)	0-4	586
Central Goldfields (S)	5-14	1426
Central Goldfields (S)	15-19	693
Central Goldfields (S)	20-24	619
Central Goldfields (S)	25-34	1001
Central Goldfields (S)	35-44	1229
Central Goldfields (S)	45-54	1725
Central Goldfields (S)	55-64	2038
Central Goldfields (S)	65-74	2046
Central Goldfields (S)	75-84	1173
Central Goldfields (S)	85+	448
Colac-Otway (S)	0-4	1166
Colac-Otway (S)	5-14	2528
Colac-Otway (S)	15-19	1191
Colac-Otway (S)	20-24	1081
Colac-Otway (S)	25-34	2202
Colac-Otway (S)	35-44	2272
Colac-Otway (S)	45-54	2823
Colac-Otway (S)	55-64	3144
Colac-Otway (S)	65-74	2567
Colac-Otway (S)	75-84	1402
Colac-Otway (S)	85+	585
Corangamite (S)	0-4	874
Corangamite (S)	5-14	2055
Corangamite (S)	15-19	1027
Corangamite (S)	20-24	743
Corangamite (S)	25-34	1367
Corangamite (S)	35-44	1655
Corangamite (S)	45-54	2303
Corangamite (S)	55-64	2391
Corangamite (S)	65-74	1985
Corangamite (S)	75-84	1191
Corangamite (S)	85+	468
Darebin (C)	0-4	8836
Darebin (C)	5-14	14600
Darebin (C)	15-19	6937
Darebin (C)	20-24	11345
Darebin (C)	25-34	28467
Darebin (C)	35-44	22933
Darebin (C)	45-54	19113
Darebin (C)	55-64	13592
Darebin (C)	65-74	9410
Darebin (C)	75-84	7744
Darebin (C)	85+	3736
East Gippsland (S)	0-4	2228
East Gippsland (S)	5-14	4924
East Gippsland (S)	15-19	2292
East Gippsland (S)	20-24	1822
East Gippsland (S)	25-34	3817
East Gippsland (S)	35-44	4278
East Gippsland (S)	45-54	5771
East Gippsland (S)	55-64	7207
East Gippsland (S)	65-74	7505
East Gippsland (S)	75-84	3801
East Gippsland (S)	85+	1391
Frankston (C)	0-4	9016
Frankston (C)	5-14	16012
Frankston (C)	15-19	8009
Frankston (C)	20-24	8512
Frankston (C)	25-34	18484
Frankston (C)	35-44	18569
Frankston (C)	45-54	18833
Frankston (C)	55-64	16105
Frankston (C)	65-74	11710
Frankston (C)	75-84	6187
Frankston (C)	85+	2713
Gannawarra (S)	0-4	509
Gannawarra (S)	5-14	1171
Gannawarra (S)	15-19	620
Gannawarra (S)	20-24	446
Gannawarra (S)	25-34	853
Gannawarra (S)	35-44	1000
Gannawarra (S)	45-54	1422
Gannawarra (S)	55-64	1613
Gannawarra (S)	65-74	1550
Gannawarra (S)	75-84	982
Gannawarra (S)	85+	378
Glen Eira (C)	0-4	8601
Glen Eira (C)	5-14	17169
Glen Eira (C)	15-19	7770
Glen Eira (C)	20-24	9867
Glen Eira (C)	25-34	22029
Glen Eira (C)	35-44	20161
Glen Eira (C)	45-54	18964
Glen Eira (C)	55-64	15102
Glen Eira (C)	65-74	10525
Glen Eira (C)	75-84	6465
Glen Eira (C)	85+	4240
Glenelg (S)	0-4	977
Glenelg (S)	5-14	2198
Glenelg (S)	15-19	1195
Glenelg (S)	20-24	908
Glenelg (S)	25-34	1665
Glenelg (S)	35-44	2145
Glenelg (S)	45-54	2962
Glenelg (S)	55-64	3173
Glenelg (S)	65-74	2456
Glenelg (S)	75-84	1328
Glenelg (S)	85+	555
Golden Plains (S)	0-4	1429
Golden Plains (S)	5-14	3491
Golden Plains (S)	15-19	1488
Golden Plains (S)	20-24	973
Golden Plains (S)	25-34	2118
Golden Plains (S)	35-44	3083
Golden Plains (S)	45-54	3281
Golden Plains (S)	55-64	2912
Golden Plains (S)	65-74	2002
Golden Plains (S)	75-84	687
Golden Plains (S)	85+	225
Greater Bendigo (C)	0-4	7075
