LGA_NAME16	AgeStudent	Sex	students
Loxton Waikerie (DC)	0-4	M	50
Loxton Waikerie (DC)	5-14	F	630
Loxton Waikerie (DC)	5-14	M	632
Loxton Waikerie (DC)	15-19	F	255
Loxton Waikerie (DC)	15-19	M	257
Loxton Waikerie (DC)	20-24	F	47
Loxton Waikerie (DC)	20-24	M	32
Loxton Waikerie (DC)	25+	F	129
Loxton Waikerie (DC)	25+	M	54
Mallala (DC)	0-4	F	37
Mallala (DC)	0-4	M	51
Mallala (DC)	5-14	F	505
Mallala (DC)	5-14	M	591
Mallala (DC)	15-19	F	217
Mallala (DC)	15-19	M	189
Mallala (DC)	20-24	F	59
Mallala (DC)	20-24	M	47
Mallala (DC)	25+	F	134
Mallala (DC)	25+	M	42
Marion (C)	0-4	F	438
Marion (C)	0-4	M	472
Marion (C)	5-14	F	4208
Marion (C)	5-14	M	4375
Marion (C)	15-19	F	2068
Marion (C)	15-19	M	1962
Marion (C)	20-24	F	1584
Marion (C)	20-24	M	1314
Marion (C)	25+	F	2466
Marion (C)	25+	M	1776
Mid Murray (DC)	0-4	F	18
Mid Murray (DC)	0-4	M	28
Mid Murray (DC)	5-14	F	326
Mid Murray (DC)	5-14	M	377
Mid Murray (DC)	15-19	F	162
Mid Murray (DC)	15-19	M	137
Mid Murray (DC)	20-24	F	32
Mid Murray (DC)	20-24	M	24
Mid Murray (DC)	25+	F	95
Mid Murray (DC)	25+	M	34
Mitcham (C)	0-4	F	380
Mitcham (C)	0-4	M	372
Mitcham (C)	5-14	F	3782
Mitcham (C)	5-14	M	3857
Mitcham (C)	15-19	F	1881
Mitcham (C)	15-19	M	1777
Mitcham (C)	20-24	F	1272
Mitcham (C)	20-24	M	1111
Mitcham (C)	25+	F	1843
Mitcham (C)	25+	M	1310
Mount Barker (DC)	0-4	F	174
Mount Barker (DC)	0-4	M	179
Mount Barker (DC)	5-14	F	2083
Mount Barker (DC)	5-14	M	2166
Mount Barker (DC)	15-19	F	869
Mount Barker (DC)	15-19	M	878
Mount Barker (DC)	20-24	F	399
Mount Barker (DC)	20-24	M	269
Mount Barker (DC)	25+	F	744
Mount Barker (DC)	25+	M	352
Mount Gambier (C)	0-4	F	137
Mount Gambier (C)	0-4	M	143
Mount Gambier (C)	5-14	F	1587
Mount Gambier (C)	5-14	M	1651
Mount Gambier (C)	15-19	F	616
Mount Gambier (C)	15-19	M	556
Mount Gambier (C)	20-24	F	181
Mount Gambier (C)	20-24	M	114
Mount Gambier (C)	25+	F	482
Mount Gambier (C)	25+	M	197
Mount Remarkable (DC)	0-4	F	9
Mount Remarkable (DC)	0-4	M	10
Mount Remarkable (DC)	5-14	F	126
Mount Remarkable (DC)	5-14	M	140
Mount Remarkable (DC)	15-19	F	55
Mount Remarkable (DC)	15-19	M	57
Mount Remarkable (DC)	20-24	F	8
Mount Remarkable (DC)	20-24	M	8
Mount Remarkable (DC)	25+	F	44
Mount Remarkable (DC)	25+	M	8
Murray Bridge (RC)	0-4	F	101
Murray Bridge (RC)	0-4	M	98
Murray Bridge (RC)	5-14	F	1046
Murray Bridge (RC)	5-14	M	1111
Murray Bridge (RC)	15-19	F	434
Murray Bridge (RC)	15-19	M	435
Murray Bridge (RC)	20-24	F	167
Murray Bridge (RC)	20-24	M	95
Murray Bridge (RC)	25+	F	297
Murray Bridge (RC)	25+	M	149
Naracoorte and Lucindale (DC)	0-4	F	47
Naracoorte and Lucindale (DC)	0-4	M	54
Naracoorte and Lucindale (DC)	5-14	F	472
Naracoorte and Lucindale (DC)	5-14	M	555
Naracoorte and Lucindale (DC)	15-19	F	139
Naracoorte and Lucindale (DC)	15-19	M	163
Naracoorte and Lucindale (DC)	20-24	F	29
Naracoorte and Lucindale (DC)	20-24	M	22
Naracoorte and Lucindale (DC)	25+	F	109
Naracoorte and Lucindale (DC)	25+	M	46
Northern Areas (DC)	0-4	F	20
Northern Areas (DC)	0-4	M	24
Northern Areas (DC)	5-14	F	238
Northern Areas (DC)	5-14	M	238
Northern Areas (DC)	15-19	F	67
Northern Areas (DC)	15-19	M	83
Northern Areas (DC)	20-24	F	11
Northern Areas (DC)	20-24	M	10
Northern Areas (DC)	25+	F	58
Northern Areas (DC)	25+	M	27
Norwood Payneham St Peters (C)	0-4	F	191
Norwood Payneham St Peters (C)	0-4	M	186
Norwood Payneham St Peters (C)	5-14	F	1526
Norwood Payneham St Peters (C)	5-14	M	1650
Norwood Payneham St Peters (C)	15-19	F	776
Norwood Payneham St Peters (C)	15-19	M	915
Norwood Payneham St Peters (C)	20-24	F	837
Norwood Payneham St Peters (C)	20-24	M	742
Norwood Payneham St Peters (C)	25+	F	1142
Norwood Payneham St Peters (C)	25+	M	905
Onkaparinga (C)	0-4	F	860
Onkaparinga (C)	0-4	M	856
Onkaparinga (C)	5-14	F	9356
Onkaparinga (C)	5-14	M	9947
Onkaparinga (C)	15-19	F	3957
Onkaparinga (C)	15-19	M	3913
Onkaparinga (C)	20-24	F	1719
Onkaparinga (C)	20-24	M	1383
Onkaparinga (C)	25+	F	3378
Onkaparinga (C)	25+	M	1832
Orroroo/Carrieton (DC)	0-4	M	3
Orroroo/Carrieton (DC)	5-14	F	46
Orroroo/Carrieton (DC)	5-14	M	53
Orroroo/Carrieton (DC)	15-19	F	14
Orroroo/Carrieton (DC)	15-19	M	15
Orroroo/Carrieton (DC)	20-24	M	3
Orroroo/Carrieton (DC)	25+	F	12
Orroroo/Carrieton (DC)	25+	M	4
Peterborough (DC)	0-4	F	5
Peterborough (DC)	0-4	M	7
Peterborough (DC)	5-14	F	67
Peterborough (DC)	5-14	M	69
Peterborough (DC)	15-19	F	28
Peterborough (DC)	15-19	M	32
Peterborough (DC)	25+	F	21
Peterborough (DC)	25+	M	12
Playford (C)	0-4	F	546
Playford (C)	0-4	M	626
Playford (C)	5-14	F	5527
Playford (C)	5-14	M	5791
Playford (C)	15-19	F	2074
Playford (C)	15-19	M	2100
Playford (C)	20-24	F	928
Playford (C)	20-24	M	670
Playford (C)	25+	F	1965
Playford (C)	25+	M	1065
Port Adelaide Enfield (C)	0-4	F	658
Port Adelaide Enfield (C)	0-4	M	616
Port Adelaide Enfield (C)	5-14	F	5721
Port Adelaide Enfield (C)	5-14	M	5972
Port Adelaide Enfield (C)	15-19	F	2616
Port Adelaide Enfield (C)	15-19	M	2699
Port Adelaide Enfield (C)	20-24	F	1743
Port Adelaide Enfield (C)	20-24	M	1742
Port Adelaide Enfield (C)	25+	F	3424
Port Adelaide Enfield (C)	25+	M	2363
Port Augusta (C)	0-4	F	92
Port Augusta (C)	0-4	M	71
Port Augusta (C)	5-14	F	734
Port Augusta (C)	5-14	M	770
Port Augusta (C)	15-19	F	230
Port Augusta (C)	15-19	M	221
Port Augusta (C)	20-24	F	55
Port Augusta (C)	20-24	M	43
Port Augusta (C)	25+	F	143
Port Augusta (C)	25+	M	71
Port Lincoln (C)	0-4	F	62
Port Lincoln (C)	0-4	M	87
Port Lincoln (C)	5-14	F	775
Port Lincoln (C)	5-14	M	805
Port Lincoln (C)	15-19	F	287
Port Lincoln (C)	15-19	M	286
Port Lincoln (C)	20-24	F	68
Port Lincoln (C)	20-24	M	23
Port Lincoln (C)	25+	F	218
Port Lincoln (C)	25+	M	89
Port Pirie City and Dists (M)	0-4	F	71
Port Pirie City and Dists (M)	0-4	M	80
Port Pirie City and Dists (M)	5-14	F	961
Port Pirie City and Dists (M)	5-14	M	973
Port Pirie City and Dists (M)	15-19	F	403
Port Pirie City and Dists (M)	15-19	M	392
Port Pirie City and Dists (M)	20-24	F	88
Port Pirie City and Dists (M)	20-24	M	39
Port Pirie City and Dists (M)	25+	F	217
Port Pirie City and Dists (M)	25+	M	94
Prospect (C)	0-4	F	117
Prospect (C)	0-4	M	133
Prospect (C)	5-14	F	1029
Prospect (C)	5-14	M	1133
Prospect (C)	15-19	F	441
Prospect (C)	15-19	M	488
Prospect (C)	20-24	F	417
Prospect (C)	20-24	M	471
Prospect (C)	25+	F	543
Prospect (C)	25+	M	459
Renmark Paringa (DC)	0-4	F	40
Renmark Paringa (DC)	0-4	M	43
Renmark Paringa (DC)	5-14	F	491
Renmark Paringa (DC)	5-14	M	534
Renmark Paringa (DC)	15-19	F	192
Renmark Paringa (DC)	15-19	M	171
Renmark Paringa (DC)	20-24	F	38
Renmark Paringa (DC)	20-24	M	28
Renmark Paringa (DC)	25+	F	125
Renmark Paringa (DC)	25+	M	60
Robe (DC)	0-4	F	3
Robe (DC)	0-4	M	7
Robe (DC)	5-14	F	55
Robe (DC)	5-14	M	71
Robe (DC)	15-19	F	17
Robe (DC)	15-19	M	14
Robe (DC)	20-24	F	3
Robe (DC)	20-24	M	3
Robe (DC)	25+	F	17
Robe (DC)	25+	M	8
Roxby Downs (M)	0-4	F	22
Roxby Downs (M)	0-4	M	28
Roxby Downs (M)	5-14	F	277
Roxby Downs (M)	5-14	M	281
Roxby Downs (M)	15-19	F	35
Roxby Downs (M)	15-19	M	54
Roxby Downs (M)	20-24	F	19
Roxby Downs (M)	20-24	M	13
Roxby Downs (M)	25+	F	106
Roxby Downs (M)	25+	M	62
Salisbury (C)	0-4	F	747
Salisbury (C)	0-4	M	734
Salisbury (C)	5-14	F	7825
Salisbury (C)	5-14	M	8252
Salisbury (C)	15-19	F	3171
Salisbury (C)	15-19	M	3259
Salisbury (C)	20-24	F	1784
Salisbury (C)	20-24	M	1571
Salisbury (C)	25+	F	3277
Salisbury (C)	25+	M	2155
Southern Mallee (DC)	0-4	F	9
Southern Mallee (DC)	0-4	M	8
Southern Mallee (DC)	5-14	F	112
Southern Mallee (DC)	5-14	M	107
Southern Mallee (DC)	15-19	F	30
Southern Mallee (DC)	15-19	M	28
Southern Mallee (DC)	25+	F	16
Southern Mallee (DC)	25+	M	8
Streaky Bay (DC)	0-4	F	16
Streaky Bay (DC)	0-4	M	13
Streaky Bay (DC)	5-14	F	133
Streaky Bay (DC)	5-14	M	129
Streaky Bay (DC)	15-19	F	23
Streaky Bay (DC)	15-19	M	25
Streaky Bay (DC)	20-24	F	10
Streaky Bay (DC)	20-24	M	3
Streaky Bay (DC)	25+	F	21
Streaky Bay (DC)	25+	M	16
Tatiara (DC)	0-4	F	26
Tatiara (DC)	0-4	M	32
Tatiara (DC)	5-14	F	403
Tatiara (DC)	5-14	M	411
Tatiara (DC)	15-19	F	130
Tatiara (DC)	15-19	M	137
Tatiara (DC)	20-24	F	25
Tatiara (DC)	20-24	M	21
Tatiara (DC)	25+	F	76
Tatiara (DC)	25+	M	30
Tea Tree Gully (C)	0-4	F	454
Tea Tree Gully (C)	0-4	M	504
Tea Tree Gully (C)	5-14	F	5293
Tea Tree Gully (C)	5-14	M	5689
Tea Tree Gully (C)	15-19	F	2443
Tea Tree Gully (C)	15-19	M	2434
Tea Tree Gully (C)	20-24	F	1155
Tea Tree Gully (C)	20-24	M	1033
Tea Tree Gully (C)	25+	F	2078
Tea Tree Gully (C)	25+	M	1230
The Coorong (DC)	0-4	F	32
The Coorong (DC)	0-4	M	28
The Coorong (DC)	5-14	F	275
The Coorong (DC)	5-14	M	313
The Coorong (DC)	15-19	F	104
The Coorong (DC)	15-19	M	103
The Coorong (DC)	20-24	F	12
The Coorong (DC)	20-24	M	3
The Coorong (DC)	25+	F	71
The Coorong (DC)	25+	M	14
Tumby Bay (DC)	0-4	F	9
Tumby Bay (DC)	0-4	M	9
Tumby Bay (DC)	5-14	F	152
Tumby Bay (DC)	5-14	M	125
Tumby Bay (DC)	15-19	F	36
Tumby Bay (DC)	15-19	M	39
Tumby Bay (DC)	20-24	F	10
Tumby Bay (DC)	20-24	M	5
Tumby Bay (DC)	25+	F	20
Tumby Bay (DC)	25+	M	15
Unley (C)	0-4	F	218
Unley (C)	0-4	M	225
Unley (C)	5-14	F	2007
Unley (C)	5-14	M	1992
Unley (C)	15-19	F	967
Unley (C)	15-19	M	913
Unley (C)	20-24	F	856
Unley (C)	20-24	M	693
Unley (C)	25+	F	1154
Unley (C)	25+	M	899
Victor Harbor (C)	0-4	F	63
Victor Harbor (C)	0-4	M	45
Victor Harbor (C)	5-14	F	591
Victor Harbor (C)	5-14	M	605
Victor Harbor (C)	15-19	F	214
Victor Harbor (C)	15-19	M	231
Victor Harbor (C)	20-24	F	55
Victor Harbor (C)	20-24	M	43
Victor Harbor (C)	25+	F	200
Victor Harbor (C)	25+	M	95
Wakefield (DC)	0-4	F	36
Wakefield (DC)	0-4	M	43
Wakefield (DC)	5-14	F	391
Wakefield (DC)	5-14	M	406
Wakefield (DC)	15-19	F	137
Wakefield (DC)	15-19	M	146
Wakefield (DC)	20-24	F	24
Wakefield (DC)	20-24	M	18
Wakefield (DC)	25+	F	101
Wakefield (DC)	25+	M	47
Walkerville (M)	0-4	F	35
Walkerville (M)	0-4	M	43
Walkerville (M)	5-14	F	411
Walkerville (M)	5-14	M	358
Walkerville (M)	15-19	F	237
Walkerville (M)	15-19	M	208
Walkerville (M)	20-24	F	169
Walkerville (M)	20-24	M	167
Walkerville (M)	25+	F	162
Walkerville (M)	25+	M	141
Wattle Range (DC)	0-4	F	67
Wattle Range (DC)	0-4	M	46
Wattle Range (DC)	5-14	F	635
Wattle Range (DC)	5-14	M	730
Wattle Range (DC)	15-19	F	209
Wattle Range (DC)	15-19	M	246
Wattle Range (DC)	20-24	F	50
Wattle Range (DC)	20-24	M	44
Wattle Range (DC)	25+	F	156
Wattle Range (DC)	25+	M	53
West Torrens (C)	0-4	F	279
West Torrens (C)	0-4	M	297
West Torrens (C)	5-14	F	2474
West Torrens (C)	5-14	M	2530
West Torrens (C)	15-19	F	1336
West Torrens (C)	15-19	M	1269
West Torrens (C)	20-24	F	1339
West Torrens (C)	20-24	M	1186
West Torrens (C)	25+	F	1825
West Torrens (C)	25+	M	1402
Whyalla (C)	0-4	F	126
Whyalla (C)	0-4	M	130
Whyalla (C)	5-14	F	1243
Whyalla (C)	5-14	M	1286
Whyalla (C)	15-19	F	464
Whyalla (C)	15-19	M	483
Whyalla (C)	20-24	F	145
Whyalla (C)	20-24	M	75
Whyalla (C)	25+	F	467
Whyalla (C)	25+	M	181
Wudinna (DC)	0-4	F	11
Wudinna (DC)	0-4	M	6
Wudinna (DC)	5-14	F	98
Wudinna (DC)	5-14	M	85
Wudinna (DC)	15-19	F	10
Wudinna (DC)	15-19	M	12
Wudinna (DC)	20-24	F	6
Wudinna (DC)	25+	F	5
Wudinna (DC)	25+	M	7
Yankalilla (DC)	0-4	F	19
Yankalilla (DC)	0-4	M	8
Yankalilla (DC)	5-14	F	233
Yankalilla (DC)	5-14	M	242
Yankalilla (DC)	15-19	F	75
Yankalilla (DC)	15-19	M	74
Yankalilla (DC)	20-24	F	12
Yankalilla (DC)	20-24	M	13
Yankalilla (DC)	25+	F	77
Yankalilla (DC)	25+	M	21
Yorke Peninsula (DC)	0-4	F	38
Yorke Peninsula (DC)	0-4	M	41
Yorke Peninsula (DC)	5-14	F	467
Yorke Peninsula (DC)	5-14	M	525
Yorke Peninsula (DC)	15-19	F	158
Yorke Peninsula (DC)	15-19	M	169
Yorke Peninsula (DC)	20-24	F	25
Yorke Peninsula (DC)	20-24	M	12
Yorke Peninsula (DC)	25+	F	109
Yorke Peninsula (DC)	25+	M	25
Unincorporated SA	0-4	F	17
Unincorporated SA	0-4	M	16
Unincorporated SA	5-14	F	114
Unincorporated SA	5-14	M	142
Unincorporated SA	15-19	F	27
Unincorporated SA	15-19	M	24
Unincorporated SA	20-24	F	14
Unincorporated SA	20-24	M	8
Unincorporated SA	25+	F	36
Unincorporated SA	25+	M	30
No usual address (SA)	0-4	F	4
No usual address (SA)	0-4	M	3
No usual address (SA)	5-14	F	55
No usual address (SA)	5-14	M	42
No usual address (SA)	15-19	F	42
No usual address (SA)	15-19	M	39
No usual address (SA)	20-24	F	22
No usual address (SA)	20-24	M	20
No usual address (SA)	25+	F	49
No usual address (SA)	25+	M	47
Albany (C)	0-4	F	168
Albany (C)	0-4	M	169
Albany (C)	5-14	F	2115
Albany (C)	5-14	M	2301
Albany (C)	15-19	F	768
Albany (C)	15-19	M	779
Albany (C)	20-24	F	149
Albany (C)	20-24	M	106
Albany (C)	25+	F	589
Albany (C)	25+	M	278
Armadale (C)	0-4	F	663
Armadale (C)	0-4	M	654
Armadale (C)	5-14	F	4804
Armadale (C)	5-14	M	5018
Armadale (C)	15-19	F	1695
Armadale (C)	15-19	M	1606
Armadale (C)	20-24	F	712
Armadale (C)	20-24	M	592
Armadale (C)	25+	F	1730
Armadale (C)	25+	M	989
Ashburton (S)	0-4	F	60
Ashburton (S)	0-4	M	73
Ashburton (S)	5-14	F	441
Ashburton (S)	5-14	M	470
Ashburton (S)	15-19	F	45
Ashburton (S)	15-19	M	82
Ashburton (S)	20-24	F	21
Ashburton (S)	20-24	M	19
Ashburton (S)	25+	F	149
Ashburton (S)	25+	M	238
Augusta-Margaret River (S)	0-4	F	101
Augusta-Margaret River (S)	0-4	M	92
Augusta-Margaret River (S)	5-14	F	866
Augusta-Margaret River (S)	5-14	M	944
Augusta-Margaret River (S)	15-19	F	216
Augusta-Margaret River (S)	15-19	M	252
Augusta-Margaret River (S)	20-24	F	34
Augusta-Margaret River (S)	20-24	M	31
Augusta-Margaret River (S)	25+	F	267
Augusta-Margaret River (S)	25+	M	121
Bassendean (T)	0-4	F	79
Bassendean (T)	0-4	M	84
Bassendean (T)	5-14	F	756
Bassendean (T)	5-14	M	842
Bassendean (T)	15-19	F	294
Bassendean (T)	15-19	M	310
Bassendean (T)	20-24	F	139
Bassendean (T)	20-24	M	150
Bassendean (T)	25+	F	340
Bassendean (T)	25+	M	212
Bayswater (C)	0-4	F	369
Bayswater (C)	0-4	M	376
Bayswater (C)	5-14	F	2847
Bayswater (C)	5-14	M	3068
Bayswater (C)	15-19	F	1223
Bayswater (C)	15-19	M	1215
Bayswater (C)	20-24	F	808
Bayswater (C)	20-24	M	898
Bayswater (C)	25+	F	1720
Bayswater (C)	25+	M	1275
Belmont (C)	0-4	F	205
Belmont (C)	0-4	M	205
Belmont (C)	5-14	F	1571
Belmont (C)	5-14	M	1739
Belmont (C)	15-19	F	610
Belmont (C)	15-19	M	607
Belmont (C)	20-24	F	529
Belmont (C)	20-24	M	633
Belmont (C)	25+	F	1082
Belmont (C)	25+	M	861
Beverley (S)	0-4	F	3
Beverley (S)	0-4	M	10
Beverley (S)	5-14	F	84
Beverley (S)	5-14	M	86
Beverley (S)	15-19	F	15
Beverley (S)	15-19	M	10
Beverley (S)	20-24	F	3
Beverley (S)	25+	F	19
Beverley (S)	25+	M	9
Boddington (S)	0-4	F	12
Boddington (S)	0-4	M	14
Boddington (S)	5-14	F	122
Boddington (S)	5-14	M	121
Boddington (S)	15-19	F	25
Boddington (S)	15-19	M	21
Boddington (S)	20-24	F	4
Boddington (S)	20-24	M	5
Boddington (S)	25+	F	24
Boddington (S)	25+	M	11
Boyup Brook (S)	0-4	F	8
Boyup Brook (S)	0-4	M	16
Boyup Brook (S)	5-14	F	110
Boyup Brook (S)	5-14	M	103
Boyup Brook (S)	15-19	F	16
Boyup Brook (S)	15-19	M	21
Boyup Brook (S)	20-24	F	3
Boyup Brook (S)	25+	F	17
Boyup Brook (S)	25+	M	4
Bridgetown-Greenbushes (S)	0-4	F	20
Bridgetown-Greenbushes (S)	0-4	M	28
Bridgetown-Greenbushes (S)	5-14	F	286
Bridgetown-Greenbushes (S)	5-14	M	253
Bridgetown-Greenbushes (S)	15-19	F	71
Bridgetown-Greenbushes (S)	15-19	M	84
Bridgetown-Greenbushes (S)	20-24	F	13
Bridgetown-Greenbushes (S)	20-24	M	3
Bridgetown-Greenbushes (S)	25+	F	62
Bridgetown-Greenbushes (S)	25+	M	18
Brookton (S)	0-4	F	7
Brookton (S)	0-4	M	3
Brookton (S)	5-14	F	37
Brookton (S)	5-14	M	44
Brookton (S)	15-19	F	8
Brookton (S)	15-19	M	7
Brookton (S)	25+	F	13
Brookton (S)	25+	M	3
Broome (S)	0-4	F	109
Broome (S)	0-4	M	114
Broome (S)	5-14	F	1060
Broome (S)	5-14	M	1071
Broome (S)	15-19	F	204
Broome (S)	15-19	M	266
Broome (S)	20-24	F	51
Broome (S)	20-24	M	38
Broome (S)	25+	F	377
Broome (S)	25+	M	161
Broomehill-Tambellup (S)	0-4	F	7
Broomehill-Tambellup (S)	0-4	M	8
Broomehill-Tambellup (S)	5-14	F	72
Broomehill-Tambellup (S)	5-14	M	66
Broomehill-Tambellup (S)	15-19	F	13
Broomehill-Tambellup (S)	15-19	M	13
Broomehill-Tambellup (S)	20-24	F	6
Broomehill-Tambellup (S)	20-24	M	3
Broomehill-Tambellup (S)	25+	F	13
Broomehill-Tambellup (S)	25+	M	6
Bruce Rock (S)	0-4	F	6
Bruce Rock (S)	0-4	M	7
Bruce Rock (S)	5-14	F	55
Bruce Rock (S)	5-14	M	61
Bruce Rock (S)	15-19	F	11
Bruce Rock (S)	15-19	M	5
Bruce Rock (S)	20-24	F	3
Bruce Rock (S)	25+	F	7
Bruce Rock (S)	25+	M	4
Bunbury (C)	0-4	F	180
Bunbury (C)	0-4	M	172
Bunbury (C)	5-14	F	1618
Bunbury (C)	5-14	M	1700
Bunbury (C)	15-19	F	549
Bunbury (C)	15-19	M	565
Bunbury (C)	20-24	F	155
Bunbury (C)	20-24	M	108
Bunbury (C)	25+	F	542
Bunbury (C)	25+	M	248
Busselton (C)	0-4	F	222
Busselton (C)	0-4	M	233
Busselton (C)	5-14	F	2322
Busselton (C)	5-14	M	2443
Busselton (C)	15-19	F	727
Busselton (C)	15-19	M	762
Busselton (C)	20-24	F	142
Busselton (C)	20-24	M	78
Busselton (C)	25+	F	628
Busselton (C)	25+	M	222
Cambridge (T)	0-4	F	196
Cambridge (T)	0-4	M	226
Cambridge (T)	5-14	F	1842
Cambridge (T)	5-14	M	2093
Cambridge (T)	15-19	F	773
Cambridge (T)	15-19	M	750
Cambridge (T)	20-24	F	406
Cambridge (T)	20-24	M	423
Cambridge (T)	25+	F	569
Cambridge (T)	25+	M	367
Canning (C)	0-4	F	506
Canning (C)	0-4	M	467
Canning (C)	5-14	F	4861
Canning (C)	5-14	M	5208
Canning (C)	15-19	F	2546
Canning (C)	15-19	M	2735
Canning (C)	20-24	F	2084
Canning (C)	20-24	M	2500
Canning (C)	25+	F	2551
Canning (C)	25+	M	2361
Capel (S)	0-4	F	110
Capel (S)	0-4	M	118
Capel (S)	5-14	F	1363
Capel (S)	5-14	M	1364
Capel (S)	15-19	F	536
Capel (S)	15-19	M	518
Capel (S)	20-24	F	101
Capel (S)	20-24	M	55
Capel (S)	25+	F	347
Capel (S)	25+	M	120
Carnamah (S)	0-4	F	3
Carnamah (S)	0-4	M	4
Carnamah (S)	5-14	F	25
Carnamah (S)	5-14	M	41
Carnamah (S)	15-19	F	3
Carnamah (S)	15-19	M	5
Carnamah (S)	25+	F	5
Carnarvon (S)	0-4	F	23
Carnarvon (S)	0-4	M	32
Carnarvon (S)	5-14	F	283
Carnarvon (S)	5-14	M	329
Carnarvon (S)	15-19	F	57
Carnarvon (S)	15-19	M	50
Carnarvon (S)	20-24	F	12
Carnarvon (S)	20-24	M	4
Carnarvon (S)	25+	F	64
Carnarvon (S)	25+	M	24
Chapman Valley (S)	0-4	F	7
Chapman Valley (S)	0-4	M	8
Chapman Valley (S)	5-14	F	107
Chapman Valley (S)	5-14	M	93
Chapman Valley (S)	15-19	F	26
Chapman Valley (S)	15-19	M	27
Chapman Valley (S)	20-24	F	3
Chapman Valley (S)	20-24	M	3
Chapman Valley (S)	25+	F	23
Chapman Valley (S)	25+	M	5
Chittering (S)	0-4	F	38
Chittering (S)	0-4	M	32
Chittering (S)	5-14	F	339
Chittering (S)	5-14	M	351
Chittering (S)	15-19	F	134
Chittering (S)	15-19	M	161
Chittering (S)	20-24	F	32
Chittering (S)	20-24	M	22
Chittering (S)	25+	F	72
Chittering (S)	25+	M	20
Claremont (T)	0-4	F	47
Claremont (T)	0-4	M	51
Claremont (T)	5-14	F	510
Claremont (T)	5-14	M	612
Claremont (T)	15-19	F	288
Claremont (T)	15-19	M	429
Claremont (T)	20-24	F	185
Claremont (T)	20-24	M	204
Claremont (T)	25+	F	227
Claremont (T)	25+	M	157
Cockburn (C)	0-4	F	800
Cockburn (C)	0-4	M	752
Cockburn (C)	5-14	F	6059
Cockburn (C)	5-14	M	6326
Cockburn (C)	15-19	F	2452
Cockburn (C)	15-19	M	2329
Cockburn (C)	20-24	F	1226
Cockburn (C)	20-24	M	1097
Cockburn (C)	25+	F	2294
Cockburn (C)	25+	M	1401
Collie (S)	0-4	F	52
Collie (S)	0-4	M	56
Collie (S)	5-14	F	485
Collie (S)	5-14	M	518
Collie (S)	15-19	F	159
Collie (S)	15-19	M	175
Collie (S)	20-24	F	21
Collie (S)	20-24	M	24
Collie (S)	25+	F	104
Collie (S)	25+	M	33
Coolgardie (S)	0-4	F	23
Coolgardie (S)	0-4	M	19
Coolgardie (S)	5-14	F	222
Coolgardie (S)	5-14	M	225
Coolgardie (S)	15-19	F	60
Coolgardie (S)	15-19	M	78
Coolgardie (S)	20-24	F	11
Coolgardie (S)	20-24	M	5
Coolgardie (S)	25+	F	53
Coolgardie (S)	25+	M	34
Coorow (S)	0-4	F	3
Coorow (S)	0-4	M	3
Coorow (S)	5-14	F	47
Coorow (S)	5-14	M	46
Coorow (S)	15-19	F	6
Coorow (S)	15-19	M	11
Coorow (S)	20-24	F	7
Coorow (S)	25+	F	3
Corrigin (S)	0-4	F	3
Corrigin (S)	0-4	M	3
Corrigin (S)	5-14	F	56
Corrigin (S)	5-14	M	69
Corrigin (S)	15-19	F	9
Corrigin (S)	15-19	M	17
Corrigin (S)	20-24	M	3
Corrigin (S)	25+	F	13
Cottesloe (T)	0-4	F	40
Cottesloe (T)	0-4	M	44
Cottesloe (T)	5-14	F	461
Cottesloe (T)	5-14	M	480
Cottesloe (T)	15-19	F	199
Cottesloe (T)	15-19	M	207
Cottesloe (T)	20-24	F	102
Cottesloe (T)	20-24	M	108
Cottesloe (T)	25+	F	161
Cottesloe (T)	25+	M	105
Cranbrook (S)	0-4	F	6
Cranbrook (S)	0-4	M	10
Cranbrook (S)	5-14	F	64
Cranbrook (S)	5-14	M	53
Cranbrook (S)	15-19	F	10
Cranbrook (S)	15-19	M	6
Cranbrook (S)	20-24	F	3
Cranbrook (S)	25+	F	8
Cranbrook (S)	25+	M	4
Cuballing (S)	0-4	F	3
Cuballing (S)	0-4	M	7
Cuballing (S)	5-14	F	48
Cuballing (S)	5-14	M	48
Cuballing (S)	15-19	F	8
Cuballing (S)	15-19	M	3
Cuballing (S)	25+	F	12
Cue (S)	5-14	M	11
Cue (S)	25+	M	3
Cunderdin (S)	0-4	F	11
Cunderdin (S)	0-4	M	7
Cunderdin (S)	5-14	F	83
Cunderdin (S)	5-14	M	90
Cunderdin (S)	15-19	F	30
Cunderdin (S)	15-19	M	97
Cunderdin (S)	20-24	F	4
Cunderdin (S)	25+	F	21
Cunderdin (S)	25+	M	8
Dalwallinu (S)	0-4	F	6
Dalwallinu (S)	0-4	M	6
Dalwallinu (S)	5-14	F	75
Dalwallinu (S)	5-14	M	88
Dalwallinu (S)	15-19	F	12
Dalwallinu (S)	15-19	M	16
Dalwallinu (S)	20-24	F	3
Dalwallinu (S)	20-24	M	7
Dalwallinu (S)	25+	F	16
Dalwallinu (S)	25+	M	9
Dandaragan (S)	0-4	F	11
Dandaragan (S)	0-4	M	21
Dandaragan (S)	5-14	F	131
Dandaragan (S)	5-14	M	153
Dandaragan (S)	15-19	F	33
Dandaragan (S)	15-19	M	38
Dandaragan (S)	20-24	F	5
Dandaragan (S)	25+	F	30
Dandaragan (S)	25+	M	15
Dardanup (S)	0-4	F	86
