LGA_NAME16	AgeStudent	Sex	students
Nambucca (A)	5-14	F	1007
Nambucca (A)	5-14	M	1026
Nambucca (A)	15-19	F	342
Nambucca (A)	15-19	M	352
Nambucca (A)	20-24	F	78
Nambucca (A)	20-24	M	55
Nambucca (A)	25+	F	314
Nambucca (A)	25+	M	128
Narrabri (A)	0-4	F	99
Narrabri (A)	0-4	M	90
Narrabri (A)	5-14	F	805
Narrabri (A)	5-14	M	784
Narrabri (A)	15-19	F	218
Narrabri (A)	15-19	M	241
Narrabri (A)	20-24	F	49
Narrabri (A)	20-24	M	40
Narrabri (A)	25+	F	162
Narrabri (A)	25+	M	72
Narrandera (A)	0-4	F	39
Narrandera (A)	0-4	M	41
Narrandera (A)	5-14	F	341
Narrandera (A)	5-14	M	320
Narrandera (A)	15-19	F	104
Narrandera (A)	15-19	M	95
Narrandera (A)	20-24	F	31
Narrandera (A)	20-24	M	24
Narrandera (A)	25+	F	89
Narrandera (A)	25+	M	34
Narromine (A)	0-4	F	47
Narromine (A)	0-4	M	58
Narromine (A)	5-14	F	386
Narromine (A)	5-14	M	423
Narromine (A)	15-19	F	115
Narromine (A)	15-19	M	117
Narromine (A)	20-24	F	33
Narromine (A)	20-24	M	23
Narromine (A)	25+	F	88
Narromine (A)	25+	M	34
Newcastle (C)	0-4	F	1054
Newcastle (C)	0-4	M	1250
Newcastle (C)	5-14	F	7812
Newcastle (C)	5-14	M	8260
Newcastle (C)	15-19	F	3398
Newcastle (C)	15-19	M	3412
Newcastle (C)	20-24	F	3579
Newcastle (C)	20-24	M	3297
Newcastle (C)	25+	F	4471
Newcastle (C)	25+	M	3546
North Sydney (A)	0-4	F	432
North Sydney (A)	0-4	M	428
North Sydney (A)	5-14	F	2166
North Sydney (A)	5-14	M	2174
North Sydney (A)	15-19	F	780
North Sydney (A)	15-19	M	788
North Sydney (A)	20-24	F	841
North Sydney (A)	20-24	M	686
North Sydney (A)	25+	F	2244
North Sydney (A)	25+	M	1428
Northern Beaches (A)	0-4	F	2118
Northern Beaches (A)	0-4	M	2233
Northern Beaches (A)	5-14	F	15652
Northern Beaches (A)	5-14	M	16604
Northern Beaches (A)	15-19	F	5877
Northern Beaches (A)	15-19	M	6181
Northern Beaches (A)	20-24	F	2821
Northern Beaches (A)	20-24	M	2861
Northern Beaches (A)	25+	F	5164
Northern Beaches (A)	25+	M	3306
Oberon (A)	0-4	F	22
Oberon (A)	0-4	M	26
Oberon (A)	5-14	F	257
Oberon (A)	5-14	M	284
Oberon (A)	15-19	F	114
Oberon (A)	15-19	M	119
Oberon (A)	20-24	F	31
Oberon (A)	20-24	M	17
Oberon (A)	25+	F	75
Oberon (A)	25+	M	22
Orange (C)	0-4	F	307
Orange (C)	0-4	M	318
Orange (C)	5-14	F	2416
Orange (C)	5-14	M	2653
Orange (C)	15-19	F	910
Orange (C)	15-19	M	873
Orange (C)	20-24	F	357
Orange (C)	20-24	M	281
Orange (C)	25+	F	970
Orange (C)	25+	M	575
Parkes (A)	0-4	F	108
Parkes (A)	0-4	M	106
Parkes (A)	5-14	F	867
Parkes (A)	5-14	M	928
Parkes (A)	15-19	F	349
Parkes (A)	15-19	M	308
Parkes (A)	20-24	F	91
Parkes (A)	20-24	M	57
Parkes (A)	25+	F	230
Parkes (A)	25+	M	92
Parramatta (C)	0-4	F	1655
Parramatta (C)	0-4	M	1670
Parramatta (C)	5-14	F	11185
Parramatta (C)	5-14	M	12026
Parramatta (C)	15-19	F	4715
Parramatta (C)	15-19	M	5074
Parramatta (C)	20-24	F	3593
Parramatta (C)	20-24	M	4127
Parramatta (C)	25+	F	6596
Parramatta (C)	25+	M	4869
Penrith (C)	0-4	F	1624
Penrith (C)	0-4	M	1763
Penrith (C)	5-14	F	12229
Penrith (C)	5-14	M	12593
Penrith (C)	15-19	F	4613
Penrith (C)	15-19	M	4716
Penrith (C)	20-24	F	2046
Penrith (C)	20-24	M	1832
Penrith (C)	25+	F	3790
Penrith (C)	25+	M	2068
Port Macquarie-Hastings (A)	0-4	F	557
Port Macquarie-Hastings (A)	0-4	M	545
Port Macquarie-Hastings (A)	5-14	F	4179
Port Macquarie-Hastings (A)	5-14	M	4385
Port Macquarie-Hastings (A)	15-19	F	1626
Port Macquarie-Hastings (A)	15-19	M	1620
Port Macquarie-Hastings (A)	20-24	F	474
Port Macquarie-Hastings (A)	20-24	M	319
Port Macquarie-Hastings (A)	25+	F	1533
Port Macquarie-Hastings (A)	25+	M	693
Port Stephens (A)	0-4	F	513
Port Stephens (A)	0-4	M	487
Port Stephens (A)	5-14	F	3801
Port Stephens (A)	5-14	M	4149
Port Stephens (A)	15-19	F	1370
Port Stephens (A)	15-19	M	1416
Port Stephens (A)	20-24	F	472
Port Stephens (A)	20-24	M	377
Port Stephens (A)	25+	F	1156
Port Stephens (A)	25+	M	523
Queanbeyan-Palerang Regional (A)	0-4	F	315
Queanbeyan-Palerang Regional (A)	0-4	M	397
Queanbeyan-Palerang Regional (A)	5-14	F	3257
Queanbeyan-Palerang Regional (A)	5-14	M	3416
Queanbeyan-Palerang Regional (A)	15-19	F	1256
Queanbeyan-Palerang Regional (A)	15-19	M	1361
Queanbeyan-Palerang Regional (A)	20-24	F	545
Queanbeyan-Palerang Regional (A)	20-24	M	478
Queanbeyan-Palerang Regional (A)	25+	F	1343
Queanbeyan-Palerang Regional (A)	25+	M	886
Randwick (C)	0-4	F	958
Randwick (C)	0-4	M	930
Randwick (C)	5-14	F	6035
Randwick (C)	5-14	M	6287
Randwick (C)	15-19	F	3507
Randwick (C)	15-19	M	3489
Randwick (C)	20-24	F	4869
Randwick (C)	20-24	M	5082
Randwick (C)	25+	F	4538
Randwick (C)	25+	M	3882
Richmond Valley (A)	0-4	F	192
Richmond Valley (A)	0-4	M	162
Richmond Valley (A)	5-14	F	1278
Richmond Valley (A)	5-14	M	1349
Richmond Valley (A)	15-19	F	471
Richmond Valley (A)	15-19	M	455
Richmond Valley (A)	20-24	F	118
Richmond Valley (A)	20-24	M	75
Richmond Valley (A)	25+	F	379
Richmond Valley (A)	25+	M	135
Rockdale (C)	0-4	F	687
Rockdale (C)	0-4	M	708
Rockdale (C)	5-14	F	4777
Rockdale (C)	5-14	M	5069
Rockdale (C)	15-19	F	2246
Rockdale (C)	15-19	M	2258
Rockdale (C)	20-24	F	2040
Rockdale (C)	20-24	M	2094
Rockdale (C)	25+	F	3334
Rockdale (C)	25+	M	2887
Ryde (C)	0-4	F	837
Ryde (C)	0-4	M	816
Ryde (C)	5-14	F	5402
Ryde (C)	5-14	M	5806
Ryde (C)	15-19	F	2610
Ryde (C)	15-19	M	2784
Ryde (C)	20-24	F	3112
Ryde (C)	20-24	M	2950
Ryde (C)	25+	F	3837
Ryde (C)	25+	M	2940
Shellharbour (C)	0-4	F	581
Shellharbour (C)	0-4	M	647
Shellharbour (C)	5-14	F	4240
Shellharbour (C)	5-14	M	4380
Shellharbour (C)	15-19	F	1706
Shellharbour (C)	15-19	M	1670
Shellharbour (C)	20-24	F	651
Shellharbour (C)	20-24	M	539
Shellharbour (C)	25+	F	1166
Shellharbour (C)	25+	M	565
Shoalhaven (C)	0-4	F	699
Shoalhaven (C)	0-4	M	733
Shoalhaven (C)	5-14	F	4952
Shoalhaven (C)	5-14	M	5225
Shoalhaven (C)	15-19	F	1769
Shoalhaven (C)	15-19	M	1736
Shoalhaven (C)	20-24	F	506
Shoalhaven (C)	20-24	M	437
Shoalhaven (C)	25+	F	1631
Shoalhaven (C)	25+	M	741
Singleton (A)	0-4	F	187
Singleton (A)	0-4	M	182
Singleton (A)	5-14	F	1461
Singleton (A)	5-14	M	1505
Singleton (A)	15-19	F	556
Singleton (A)	15-19	M	546
Singleton (A)	20-24	F	148
Singleton (A)	20-24	M	150
Singleton (A)	25+	F	411
Singleton (A)	25+	M	180
Snowy Monaro Regional (A)	0-4	F	109
Snowy Monaro Regional (A)	0-4	M	141
Snowy Monaro Regional (A)	5-14	F	1067
Snowy Monaro Regional (A)	5-14	M	1172
Snowy Monaro Regional (A)	15-19	F	362
Snowy Monaro Regional (A)	15-19	M	389
Snowy Monaro Regional (A)	20-24	F	121
Snowy Monaro Regional (A)	20-24	M	96
Snowy Monaro Regional (A)	25+	F	402
Snowy Monaro Regional (A)	25+	M	191
Snowy Valleys (A)	0-4	F	99
Snowy Valleys (A)	0-4	M	91
Snowy Valleys (A)	5-14	F	795
Snowy Valleys (A)	5-14	M	810
Snowy Valleys (A)	15-19	F	270
Snowy Valleys (A)	15-19	M	260
Snowy Valleys (A)	20-24	F	80
Snowy Valleys (A)	20-24	M	47
Snowy Valleys (A)	25+	F	197
Snowy Valleys (A)	25+	M	95
Strathfield (A)	0-4	F	244
Strathfield (A)	0-4	M	245
Strathfield (A)	5-14	F	1763
Strathfield (A)	5-14	M	1816
Strathfield (A)	15-19	F	1056
Strathfield (A)	15-19	M	1042
Strathfield (A)	20-24	F	933
Strathfield (A)	20-24	M	1102
Strathfield (A)	25+	F	1255
Strathfield (A)	25+	M	1101
Sutherland Shire (A)	0-4	F	1790
Sutherland Shire (A)	0-4	M	2014
Sutherland Shire (A)	5-14	F	12941
Sutherland Shire (A)	5-14	M	13650
Sutherland Shire (A)	15-19	F	5398
Sutherland Shire (A)	15-19	M	5495
Sutherland Shire (A)	20-24	F	2623
Sutherland Shire (A)	20-24	M	2482
Sutherland Shire (A)	25+	F	3892
Sutherland Shire (A)	25+	M	2417
Sydney (C)	0-4	F	606
Sydney (C)	0-4	M	602
Sydney (C)	5-14	F	3073
Sydney (C)	5-14	M	3082
Sydney (C)	15-19	F	3758
Sydney (C)	15-19	M	2890
Sydney (C)	20-24	F	9539
Sydney (C)	20-24	M	7472
Sydney (C)	25+	F	10834
Sydney (C)	25+	M	9294
Tamworth Regional (A)	0-4	F	479
Tamworth Regional (A)	0-4	M	509
Tamworth Regional (A)	5-14	F	3615
Tamworth Regional (A)	5-14	M	3779
Tamworth Regional (A)	15-19	F	1237
Tamworth Regional (A)	15-19	M	1203
Tamworth Regional (A)	20-24	F	376
Tamworth Regional (A)	20-24	M	246
Tamworth Regional (A)	25+	F	1024
Tamworth Regional (A)	25+	M	517
Temora (A)	0-4	F	45
Temora (A)	0-4	M	47
Temora (A)	5-14	F	355
Temora (A)	5-14	M	403
Temora (A)	15-19	F	129
Temora (A)	15-19	M	147
Temora (A)	20-24	F	30
Temora (A)	20-24	M	14
Temora (A)	25+	F	72
Temora (A)	25+	M	42
Tenterfield (A)	0-4	F	30
Tenterfield (A)	0-4	M	40
Tenterfield (A)	5-14	F	349
Tenterfield (A)	5-14	M	321
Tenterfield (A)	15-19	F	101
Tenterfield (A)	15-19	M	117
Tenterfield (A)	20-24	F	19
Tenterfield (A)	20-24	M	8
Tenterfield (A)	25+	F	94
Tenterfield (A)	25+	M	33
The Hills Shire (A)	0-4	F	1378
The Hills Shire (A)	0-4	M	1380
The Hills Shire (A)	5-14	F	11061
The Hills Shire (A)	5-14	M	11713
The Hills Shire (A)	15-19	F	4828
The Hills Shire (A)	15-19	M	5041
The Hills Shire (A)	20-24	F	2392
The Hills Shire (A)	20-24	M	2594
The Hills Shire (A)	25+	F	2985
The Hills Shire (A)	25+	M	2008
Tweed (A)	0-4	F	464
Tweed (A)	0-4	M	568
Tweed (A)	5-14	F	4692
Tweed (A)	5-14	M	4840
Tweed (A)	15-19	F	1833
Tweed (A)	15-19	M	1759
Tweed (A)	20-24	F	583
Tweed (A)	20-24	M	488
Tweed (A)	25+	F	1817
Tweed (A)	25+	M	791
Upper Hunter Shire (A)	0-4	F	122
Upper Hunter Shire (A)	0-4	M	120
Upper Hunter Shire (A)	5-14	F	915
Upper Hunter Shire (A)	5-14	M	885
Upper Hunter Shire (A)	15-19	F	271
Upper Hunter Shire (A)	15-19	M	273
Upper Hunter Shire (A)	20-24	F	62
Upper Hunter Shire (A)	20-24	M	43
Upper Hunter Shire (A)	25+	F	221
Upper Hunter Shire (A)	25+	M	73
Upper Lachlan Shire (A)	0-4	F	46
Upper Lachlan Shire (A)	0-4	M	67
Upper Lachlan Shire (A)	5-14	F	403
Upper Lachlan Shire (A)	5-14	M	394
Upper Lachlan Shire (A)	15-19	F	149
Upper Lachlan Shire (A)	15-19	M	131
Upper Lachlan Shire (A)	20-24	F	39
Upper Lachlan Shire (A)	20-24	M	27
Upper Lachlan Shire (A)	25+	F	109
Upper Lachlan Shire (A)	25+	M	47
Uralla (A)	0-4	F	44
Uralla (A)	0-4	M	51
Uralla (A)	5-14	F	397
Uralla (A)	5-14	M	375
Uralla (A)	15-19	F	139
Uralla (A)	15-19	M	122
Uralla (A)	20-24	F	39
Uralla (A)	20-24	M	25
Uralla (A)	25+	F	113
Uralla (A)	25+	M	42
Wagga Wagga (C)	0-4	F	411
Wagga Wagga (C)	0-4	M	509
Wagga Wagga (C)	5-14	F	3881
Wagga Wagga (C)	5-14	M	3969
Wagga Wagga (C)	15-19	F	1483
Wagga Wagga (C)	15-19	M	1481
Wagga Wagga (C)	20-24	F	1105
Wagga Wagga (C)	20-24	M	707
Wagga Wagga (C)	25+	F	1529
Wagga Wagga (C)	25+	M	911
Walcha (A)	0-4	F	20
Walcha (A)	0-4	M	25
Walcha (A)	5-14	F	155
Walcha (A)	5-14	M	154
Walcha (A)	15-19	F	65
Walcha (A)	15-19	M	45
Walcha (A)	20-24	F	11
Walcha (A)	20-24	M	11
Walcha (A)	25+	F	39
Walcha (A)	25+	M	15
Walgett (A)	0-4	F	61
Walgett (A)	0-4	M	49
Walgett (A)	5-14	F	335
Walgett (A)	5-14	M	345
Walgett (A)	15-19	F	59
Walgett (A)	15-19	M	89
Walgett (A)	20-24	F	20
Walgett (A)	20-24	M	11
Walgett (A)	25+	F	81
Walgett (A)	25+	M	28
Warren (A)	0-4	F	28
Warren (A)	0-4	M	28
Warren (A)	5-14	F	169
Warren (A)	5-14	M	151
Warren (A)	15-19	F	39
Warren (A)	15-19	M	36
Warren (A)	20-24	F	13
Warren (A)	20-24	M	5
Warren (A)	25+	F	40
Warren (A)	25+	M	13
Warrumbungle Shire (A)	0-4	F	57
Warrumbungle Shire (A)	0-4	M	64
Warrumbungle Shire (A)	5-14	F	514
Warrumbungle Shire (A)	5-14	M	523
Warrumbungle Shire (A)	15-19	F	168
Warrumbungle Shire (A)	15-19	M	166
Warrumbungle Shire (A)	20-24	F	51
Warrumbungle Shire (A)	20-24	M	32
Warrumbungle Shire (A)	25+	F	156
Warrumbungle Shire (A)	25+	M	52
Waverley (A)	0-4	F	521
Waverley (A)	0-4	M	586
Waverley (A)	5-14	F	2881
Waverley (A)	5-14	M	3007
Waverley (A)	15-19	F	1008
Waverley (A)	15-19	M	1023
Waverley (A)	20-24	F	899
Waverley (A)	20-24	M	776
Waverley (A)	25+	F	1993
Waverley (A)	25+	M	1419
Weddin (A)	0-4	F	25
Weddin (A)	0-4	M	30
Weddin (A)	5-14	F	183
Weddin (A)	5-14	M	203
Weddin (A)	15-19	F	66
Weddin (A)	15-19	M	47
Weddin (A)	20-24	F	15
Weddin (A)	20-24	M	12
Weddin (A)	25+	F	38
Weddin (A)	25+	M	12
Wentworth (A)	0-4	F	45
Wentworth (A)	0-4	M	58
Wentworth (A)	5-14	F	362
Wentworth (A)	5-14	M	379
Wentworth (A)	15-19	F	129
Wentworth (A)	15-19	M	130
Wentworth (A)	20-24	F	32
Wentworth (A)	20-24	M	21
Wentworth (A)	25+	F	101
Wentworth (A)	25+	M	32
Western Plains Regional (A)	0-4	F	412
Western Plains Regional (A)	0-4	M	423
Western Plains Regional (A)	5-14	F	2926
Western Plains Regional (A)	5-14	M	3173
Western Plains Regional (A)	15-19	F	1055
Western Plains Regional (A)	15-19	M	982
Western Plains Regional (A)	20-24	F	339
Western Plains Regional (A)	20-24	M	227
Western Plains Regional (A)	25+	F	965
Western Plains Regional (A)	25+	M	481
Willoughby (C)	0-4	F	634
Willoughby (C)	0-4	M	673
Willoughby (C)	5-14	F	4345
Willoughby (C)	5-14	M	4624
Willoughby (C)	15-19	F	1789
Willoughby (C)	15-19	M	1793
Willoughby (C)	20-24	F	1419
Willoughby (C)	20-24	M	1260
Willoughby (C)	25+	F	2144
Willoughby (C)	25+	M	1475
Wingecarribee (A)	0-4	F	318
Wingecarribee (A)	0-4	M	355
Wingecarribee (A)	5-14	F	2743
Wingecarribee (A)	5-14	M	2788
Wingecarribee (A)	15-19	F	1196
Wingecarribee (A)	15-19	M	1065
Wingecarribee (A)	20-24	F	283
Wingecarribee (A)	20-24	M	219
Wingecarribee (A)	25+	F	830
Wingecarribee (A)	25+	M	390
Wollondilly (A)	0-4	F	459
Wollondilly (A)	0-4	M	468
Wollondilly (A)	5-14	F	3311
Wollondilly (A)	5-14	M	3531
Wollondilly (A)	15-19	F	1218
Wollondilly (A)	15-19	M	1273
Wollondilly (A)	20-24	F	466
Wollondilly (A)	20-24	M	353
Wollondilly (A)	25+	F	739
Wollondilly (A)	25+	M	353
Wollongong (C)	0-4	F	1650
Wollongong (C)	0-4	M	1703
Wollongong (C)	5-14	F	11166
Wollongong (C)	5-14	M	11765
Wollongong (C)	15-19	F	5082
Wollongong (C)	15-19	M	5039
Wollongong (C)	20-24	F	3565
Wollongong (C)	20-24	M	3890
Wollongong (C)	25+	F	4626
Wollongong (C)	25+	M	3674
Woollahra (A)	0-4	F	359
Woollahra (A)	0-4	M	384
Woollahra (A)	5-14	F	2613
Woollahra (A)	5-14	M	2583
Woollahra (A)	15-19	F	1143
Woollahra (A)	15-19	M	1134
Woollahra (A)	20-24	F	812
Woollahra (A)	20-24	M	643
Woollahra (A)	25+	F	1342
Woollahra (A)	25+	M	818
Yass Valley (A)	0-4	F	121
Yass Valley (A)	0-4	M	143
Yass Valley (A)	5-14	F	1088
Yass Valley (A)	5-14	M	1104
Yass Valley (A)	15-19	F	399
Yass Valley (A)	15-19	M	370
Yass Valley (A)	20-24	F	123
Yass Valley (A)	20-24	M	104
Yass Valley (A)	25+	F	361
Yass Valley (A)	25+	M	174
Unincorporated NSW	0-4	M	3
Unincorporated NSW	5-14	F	49
Unincorporated NSW	5-14	M	53
Unincorporated NSW	15-19	F	13
Unincorporated NSW	15-19	M	4
Unincorporated NSW	20-24	F	3
Unincorporated NSW	20-24	M	3
Unincorporated NSW	25+	F	16
Unincorporated NSW	25+	M	8
No usual address (NSW)	0-4	F	19
No usual address (NSW)	0-4	M	24
No usual address (NSW)	5-14	F	158
No usual address (NSW)	5-14	M	148
No usual address (NSW)	15-19	F	82
No usual address (NSW)	15-19	M	90
No usual address (NSW)	20-24	F	141
No usual address (NSW)	20-24	M	137
No usual address (NSW)	25+	F	254
No usual address (NSW)	25+	M	179
Migratory - Offshore - Shipping (NSW)	5-14	F	10
Migratory - Offshore - Shipping (NSW)	5-14	M	10
Migratory - Offshore - Shipping (NSW)	15-19	F	5
Migratory - Offshore - Shipping (NSW)	20-24	F	3
Migratory - Offshore - Shipping (NSW)	25+	F	6
Alpine (S)	0-4	F	61
Alpine (S)	0-4	M	59
Alpine (S)	5-14	F	627
Alpine (S)	5-14	M	652
Alpine (S)	15-19	F	250
Alpine (S)	15-19	M	251
Alpine (S)	20-24	F	54
Alpine (S)	20-24	M	38
Alpine (S)	25+	F	162
Alpine (S)	25+	M	69
Ararat (RC)	0-4	F	61
Ararat (RC)	0-4	M	59
Ararat (RC)	5-14	F	557
Ararat (RC)	5-14	M	546
Ararat (RC)	15-19	F	199
Ararat (RC)	15-19	M	184
Ararat (RC)	20-24	F	41
Ararat (RC)	20-24	M	46
Ararat (RC)	25+	F	127
Ararat (RC)	25+	M	48
Ballarat (C)	0-4	F	665
Ballarat (C)	0-4	M	651
Ballarat (C)	5-14	F	5815
Ballarat (C)	5-14	M	6043
Ballarat (C)	15-19	F	2436
Ballarat (C)	15-19	M	2420
Ballarat (C)	20-24	F	1529
Ballarat (C)	20-24	M	1272
Ballarat (C)	25+	F	2047
Ballarat (C)	25+	M	1268
Banyule (C)	0-4	F	868
Banyule (C)	0-4	M	809
Banyule (C)	5-14	F	6488
Banyule (C)	5-14	M	6919
Banyule (C)	15-19	F	2874
Banyule (C)	15-19	M	2964
Banyule (C)	20-24	F	1869
Banyule (C)	20-24	M	1895
Banyule (C)	25+	F	2599
Banyule (C)	25+	M	1886
Bass Coast (S)	0-4	F	150
Bass Coast (S)	0-4	M	155
Bass Coast (S)	5-14	F	1654
Bass Coast (S)	5-14	M	1637
Bass Coast (S)	15-19	F	556
Bass Coast (S)	15-19	M	574
Bass Coast (S)	20-24	F	109
Bass Coast (S)	20-24	M	104
Bass Coast (S)	25+	F	496
Bass Coast (S)	25+	M	214
Baw Baw (S)	0-4	F	267
Baw Baw (S)	0-4	M	266
Baw Baw (S)	5-14	F	2852
Baw Baw (S)	5-14	M	2926
Baw Baw (S)	15-19	F	1127
Baw Baw (S)	15-19	M	1116
Baw Baw (S)	20-24	F	343
Baw Baw (S)	20-24	M	261
Baw Baw (S)	25+	F	898
Baw Baw (S)	25+	M	326
Bayside (C)	0-4	F	680
Bayside (C)	0-4	M	753
Bayside (C)	5-14	F	6276
Bayside (C)	5-14	M	6346
Bayside (C)	15-19	F	2658
Bayside (C)	15-19	M	2842
Bayside (C)	20-24	F	1334
Bayside (C)	20-24	M	1414
Bayside (C)	25+	F	1661
Bayside (C)	25+	M	951
Benalla (RC)	0-4	F	56
Benalla (RC)	0-4	M	51
Benalla (RC)	5-14	F	647
Benalla (RC)	5-14	M	694
Benalla (RC)	15-19	F	266
Benalla (RC)	15-19	M	285
Benalla (RC)	20-24	F	63
Benalla (RC)	20-24	M	43
Benalla (RC)	25+	F	168
Benalla (RC)	25+	M	57
Boroondara (C)	0-4	F	1032
Boroondara (C)	0-4	M	1104
Boroondara (C)	5-14	F	9800
Boroondara (C)	5-14	M	10167
Boroondara (C)	15-19	F	5457
Boroondara (C)	15-19	M	5463
Boroondara (C)	20-24	F	4080
Boroondara (C)	20-24	M	4361
Boroondara (C)	25+	F	4269
Boroondara (C)	25+	M	3263
Brimbank (C)	0-4	F	988
Brimbank (C)	0-4	M	1065
Brimbank (C)	5-14	F	9968
Brimbank (C)	5-14	M	10235
Brimbank (C)	15-19	F	4992
Brimbank (C)	15-19	M	4864
Brimbank (C)	20-24	F	3214
Brimbank (C)	20-24	M	3572
Brimbank (C)	25+	F	4547
Brimbank (C)	25+	M	3259
Buloke (S)	0-4	F	25
Buloke (S)	0-4	M	21
Buloke (S)	5-14	F	318
Buloke (S)	5-14	M	366
Buloke (S)	15-19	F	134
Buloke (S)	15-19	M	150
Buloke (S)	20-24	F	14
Buloke (S)	20-24	M	20
Buloke (S)	25+	F	65
Buloke (S)	25+	M	29
Campaspe (S)	0-4	F	174
Campaspe (S)	0-4	M	174
Campaspe (S)	5-14	F	1975
Campaspe (S)	5-14	M	2119
Campaspe (S)	15-19	F	763
Campaspe (S)	15-19	M	865
Campaspe (S)	20-24	F	177
Campaspe (S)	20-24	M	122
Campaspe (S)	25+	F	465
Campaspe (S)	25+	M	150
Cardinia (S)	0-4	F	684
Cardinia (S)	0-4	M	778
Cardinia (S)	5-14	F	6231
Cardinia (S)	5-14	M	6509
Cardinia (S)	15-19	F	2348
Cardinia (S)	15-19	M	2361
Cardinia (S)	20-24	F	984
Cardinia (S)	20-24	M	753
Cardinia (S)	25+	F	1748
Cardinia (S)	25+	M	857
Casey (C)	0-4	F	1951
Casey (C)	0-4	M	2002
Casey (C)	5-14	F	19551
Casey (C)	5-14	M	20643
Casey (C)	15-19	F	8237
Casey (C)	15-19	M	8464
Casey (C)	20-24	F	3825
Casey (C)	20-24	M	3507
Casey (C)	25+	F	6098
Casey (C)	25+	M	3530
Central Goldfields (S)	0-4	F	66
Central Goldfields (S)	0-4	M	57
Central Goldfields (S)	5-14	F	609
Central Goldfields (S)	5-14	M	668
Central Goldfields (S)	15-19	F	222
Central Goldfields (S)	15-19	M	252
Central Goldfields (S)	20-24	F	62
Central Goldfields (S)	20-24	M	47
Central Goldfields (S)	25+	F	133
Central Goldfields (S)	25+	M	68
Colac-Otway (S)	0-4	F	117
Colac-Otway (S)	0-4	M	120
Colac-Otway (S)	5-14	F	1089
Colac-Otway (S)	5-14	M	1221
Colac-Otway (S)	15-19	F	408
Colac-Otway (S)	15-19	M	408
Colac-Otway (S)	20-24	F	108
Colac-Otway (S)	20-24	M	70
Colac-Otway (S)	25+	F	258
Colac-Otway (S)	25+	M	122
Corangamite (S)	0-4	F	75
Corangamite (S)	0-4	M	67
Corangamite (S)	5-14	F	857
Corangamite (S)	5-14	M	978
Corangamite (S)	15-19	F	348
Corangamite (S)	15-19	M	396
Corangamite (S)	20-24	F	92
Corangamite (S)	20-24	M	54
Corangamite (S)	25+	F	159
Corangamite (S)	25+	M	70
Darebin (C)	0-4	F	841
Darebin (C)	0-4	M	864
Darebin (C)	5-14	F	6467
Darebin (C)	5-14	M	6815
Darebin (C)	15-19	F	2863
Darebin (C)	15-19	M	2841
Darebin (C)	20-24	F	3206
Darebin (C)	20-24	M	2877
Darebin (C)	25+	F	4979
Darebin (C)	25+	M	3823
East Gippsland (S)	0-4	F	236
East Gippsland (S)	0-4	M	216
East Gippsland (S)	5-14	F	2133
East Gippsland (S)	5-14	M	2196
East Gippsland (S)	15-19	F	755
East Gippsland (S)	15-19	M	814
East Gippsland (S)	20-24	F	189
East Gippsland (S)	20-24	M	115
East Gippsland (S)	25+	F	627
East Gippsland (S)	25+	M	228
Frankston (C)	0-4	F	868
Frankston (C)	0-4	M	1009
Frankston (C)	5-14	F	7121
Frankston (C)	5-14	M	7530
Frankston (C)	15-19	F	3074
Frankston (C)	15-19	M	2920
Frankston (C)	20-24	F	1394
Frankston (C)	20-24	M	1145
Frankston (C)	25+	F	2697
Frankston (C)	25+	M	1382
Gannawarra (S)	0-4	F	57
Gannawarra (S)	0-4	M	34
Gannawarra (S)	5-14	F	509
Gannawarra (S)	5-14	M	539
Gannawarra (S)	15-19	F	233
Gannawarra (S)	15-19	M	237
Gannawarra (S)	20-24	F	40
Gannawarra (S)	20-24	M	30
Gannawarra (S)	25+	F	96
Gannawarra (S)	25+	M	23
Glen Eira (C)	0-4	F	1064
Glen Eira (C)	0-4	M	1108
Glen Eira (C)	5-14	F	7796
Glen Eira (C)	5-14	M	8364
Glen Eira (C)	15-19	F	3395
Glen Eira (C)	15-19	M	3489
Glen Eira (C)	20-24	F	3168
Glen Eira (C)	20-24	M	2940
Glen Eira (C)	25+	F	3588
Glen Eira (C)	25+	M	2665
Glenelg (S)	0-4	F	93
Glenelg (S)	0-4	M	91
Glenelg (S)	5-14	F	953
Glenelg (S)	5-14	M	1026
Glenelg (S)	15-19	F	410
Glenelg (S)	15-19	M	414
Glenelg (S)	20-24	F	85
Glenelg (S)	20-24	M	52
Glenelg (S)	25+	F	285
Glenelg (S)	25+	M	96
Golden Plains (S)	0-4	F	159
Golden Plains (S)	0-4	M	153
Golden Plains (S)	5-14	F	1528
Golden Plains (S)	5-14	M	1645
Golden Plains (S)	15-19	F	538
Golden Plains (S)	15-19	M	581
Golden Plains (S)	20-24	F	146
Golden Plains (S)	20-24	M	132
Golden Plains (S)	25+	F	369
Golden Plains (S)	25+	M	150
Greater Bendigo (C)	0-4	F	600
Greater Bendigo (C)	0-4	M	620
Greater Bendigo (C)	5-14	F	6124
Greater Bendigo (C)	5-14	M	6604
Greater Bendigo (C)	15-19	F	2595
Greater Bendigo (C)	15-19	M	2513
Greater Bendigo (C)	20-24	F	1457
Greater Bendigo (C)	20-24	M	1035
Greater Bendigo (C)	25+	F	1913
Greater Bendigo (C)	25+	M	1042
Greater Dandenong (C)	0-4	F	757
Greater Dandenong (C)	0-4	M	783
Greater Dandenong (C)	5-14	F	7318
Greater Dandenong (C)	5-14	M	7663
