LGA_NAME16	MaxSchoolingCompleted	Sex	persons
South Gippsland (S)	Year 9	F	923
South Gippsland (S)	Year 9	M	1183
South Gippsland (S)	Year 10	F	2160
South Gippsland (S)	Year 10	M	2597
South Gippsland (S)	Year 11	F	2124
South Gippsland (S)	Year 11	M	2155
South Gippsland (S)	Year 12	F	4872
South Gippsland (S)	Year 12	M	3487
Southern Grampians (S)	Did not go to school	F	17
Southern Grampians (S)	Did not go to school	M	30
Southern Grampians (S)	Year 8	F	512
Southern Grampians (S)	Year 8	M	502
Southern Grampians (S)	Year 9	F	552
Southern Grampians (S)	Year 9	M	643
Southern Grampians (S)	Year 10	F	1169
Southern Grampians (S)	Year 10	M	1402
Southern Grampians (S)	Year 11	F	1215
Southern Grampians (S)	Year 11	M	1152
Southern Grampians (S)	Year 12	F	2725
Southern Grampians (S)	Year 12	M	2020
Stonnington (C)	Did not go to school	F	300
Stonnington (C)	Did not go to school	M	169
Stonnington (C)	Year 8	F	1280
Stonnington (C)	Year 8	M	928
Stonnington (C)	Year 9	F	931
Stonnington (C)	Year 9	M	880
Stonnington (C)	Year 10	F	2425
Stonnington (C)	Year 10	M	2147
Stonnington (C)	Year 11	F	2875
Stonnington (C)	Year 11	M	2502
Stonnington (C)	Year 12	F	36151
Stonnington (C)	Year 12	M	32549
Strathbogie (S)	Did not go to school	F	13
Strathbogie (S)	Did not go to school	M	11
Strathbogie (S)	Year 8	F	284
Strathbogie (S)	Year 8	M	355
Strathbogie (S)	Year 9	F	360
Strathbogie (S)	Year 9	M	462
Strathbogie (S)	Year 10	F	831
Strathbogie (S)	Year 10	M	982
Strathbogie (S)	Year 11	F	690
Strathbogie (S)	Year 11	M	661
Strathbogie (S)	Year 12	F	1779
Strathbogie (S)	Year 12	M	1338
Surf Coast (S)	Did not go to school	F	29
Surf Coast (S)	Did not go to school	M	17
Surf Coast (S)	Year 8	F	361
Surf Coast (S)	Year 8	M	400
Surf Coast (S)	Year 9	F	569
Surf Coast (S)	Year 9	M	606
Surf Coast (S)	Year 10	F	1424
Surf Coast (S)	Year 10	M	1698
Surf Coast (S)	Year 11	F	1780
Surf Coast (S)	Year 11	M	1899
Surf Coast (S)	Year 12	F	6921
Surf Coast (S)	Year 12	M	5968
Swan Hill (RC)	Did not go to school	F	110
Swan Hill (RC)	Did not go to school	M	141
Swan Hill (RC)	Year 8	F	634
Swan Hill (RC)	Year 8	M	699
Swan Hill (RC)	Year 9	F	656
Swan Hill (RC)	Year 9	M	783
Swan Hill (RC)	Year 10	F	1436
Swan Hill (RC)	Year 10	M	1702
Swan Hill (RC)	Year 11	F	1263
Swan Hill (RC)	Year 11	M	1267
Swan Hill (RC)	Year 12	F	2973
Swan Hill (RC)	Year 12	M	2364
Towong (S)	Did not go to school	F	3
Towong (S)	Did not go to school	M	3
Towong (S)	Year 8	F	151
Towong (S)	Year 8	M	223
Towong (S)	Year 9	F	189
Towong (S)	Year 9	M	247
Towong (S)	Year 10	F	540
Towong (S)	Year 10	M	645
Towong (S)	Year 11	F	426
Towong (S)	Year 11	M	460
Towong (S)	Year 12	F	905
Towong (S)	Year 12	M	721
Wangaratta (RC)	Did not go to school	F	41
Wangaratta (RC)	Did not go to school	M	36
Wangaratta (RC)	Year 8	F	824
Wangaratta (RC)	Year 8	M	787
Wangaratta (RC)	Year 9	F	897
Wangaratta (RC)	Year 9	M	1014
Wangaratta (RC)	Year 10	F	2178
Wangaratta (RC)	Year 10	M	2542
Wangaratta (RC)	Year 11	F	2008
Wangaratta (RC)	Year 11	M	1871
Wangaratta (RC)	Year 12	F	4924
Wangaratta (RC)	Year 12	M	3701
Warrnambool (C)	Did not go to school	F	38
Warrnambool (C)	Did not go to school	M	55
Warrnambool (C)	Year 8	F	943
Warrnambool (C)	Year 8	M	850
Warrnambool (C)	Year 9	F	1048
Warrnambool (C)	Year 9	M	1187
Warrnambool (C)	Year 10	F	2280
Warrnambool (C)	Year 10	M	2446
Warrnambool (C)	Year 11	F	2419
Warrnambool (C)	Year 11	M	2256
Warrnambool (C)	Year 12	F	6317
Warrnambool (C)	Year 12	M	4974
Wellington (S)	Did not go to school	F	63
Wellington (S)	Did not go to school	M	60
Wellington (S)	Year 8	F	1062
Wellington (S)	Year 8	M	1279
Wellington (S)	Year 9	F	1459
Wellington (S)	Year 9	M	1798
Wellington (S)	Year 10	F	3353
Wellington (S)	Year 10	M	3901
Wellington (S)	Year 11	F	3044
Wellington (S)	Year 11	M	3002
Wellington (S)	Year 12	F	6755
Wellington (S)	Year 12	M	5095
West Wimmera (S)	Did not go to school	F	3
West Wimmera (S)	Did not go to school	M	4
West Wimmera (S)	Year 8	F	103
West Wimmera (S)	Year 8	M	151
West Wimmera (S)	Year 9	F	118
West Wimmera (S)	Year 9	M	172
West Wimmera (S)	Year 10	F	317
West Wimmera (S)	Year 10	M	384
West Wimmera (S)	Year 11	F	314
West Wimmera (S)	Year 11	M	332
West Wimmera (S)	Year 12	F	616
West Wimmera (S)	Year 12	M	445
Whitehorse (C)	Did not go to school	F	942
Whitehorse (C)	Did not go to school	M	642
Whitehorse (C)	Year 8	F	3516
Whitehorse (C)	Year 8	M	2381
Whitehorse (C)	Year 9	F	2946
Whitehorse (C)	Year 9	M	2692
Whitehorse (C)	Year 10	F	6236
Whitehorse (C)	Year 10	M	5628
Whitehorse (C)	Year 11	F	6175
Whitehorse (C)	Year 11	M	5961
Whitehorse (C)	Year 12	F	46862
Whitehorse (C)	Year 12	M	43462
Whittlesea (C)	Did not go to school	F	1683
Whittlesea (C)	Did not go to school	M	1190
Whittlesea (C)	Year 8	F	6697
Whittlesea (C)	Year 8	M	5384
Whittlesea (C)	Year 9	F	4357
Whittlesea (C)	Year 9	M	4642
Whittlesea (C)	Year 10	F	9290
Whittlesea (C)	Year 10	M	10580
Whittlesea (C)	Year 11	F	8151
Whittlesea (C)	Year 11	M	8727
Whittlesea (C)	Year 12	F	43870
Whittlesea (C)	Year 12	M	40146
Wodonga (C)	Did not go to school	F	77
Wodonga (C)	Did not go to school	M	92
Wodonga (C)	Year 8	F	835
Wodonga (C)	Year 8	M	823
Wodonga (C)	Year 9	F	1213
Wodonga (C)	Year 9	M	1217
Wodonga (C)	Year 10	F	3449
Wodonga (C)	Year 10	M	3730
Wodonga (C)	Year 11	F	2299
Wodonga (C)	Year 11	M	2350
Wodonga (C)	Year 12	F	6793
Wodonga (C)	Year 12	M	5668
Wyndham (C)	Did not go to school	F	1108
Wyndham (C)	Did not go to school	M	758
Wyndham (C)	Year 8	F	3971
Wyndham (C)	Year 8	M	3246
Wyndham (C)	Year 9	F	4262
Wyndham (C)	Year 9	M	4455
Wyndham (C)	Year 10	F	10104
Wyndham (C)	Year 10	M	11299
Wyndham (C)	Year 11	F	8327
Wyndham (C)	Year 11	M	8868
Wyndham (C)	Year 12	F	49121
Wyndham (C)	Year 12	M	45884
Yarra (C)	Did not go to school	F	643
Yarra (C)	Did not go to school	M	315
Yarra (C)	Year 8	F	1519
Yarra (C)	Year 8	M	958
Yarra (C)	Year 9	F	802
Yarra (C)	Year 9	M	764
Yarra (C)	Year 10	F	1617
Yarra (C)	Year 10	M	1916
Yarra (C)	Year 11	F	1845
Yarra (C)	Year 11	M	2075
Yarra (C)	Year 12	F	29311
Yarra (C)	Year 12	M	27309
Yarra Ranges (S)	Did not go to school	F	232
Yarra Ranges (S)	Did not go to school	M	258
Yarra Ranges (S)	Year 8	F	2672
Yarra Ranges (S)	Year 8	M	2625
Yarra Ranges (S)	Year 9	F	3977
Yarra Ranges (S)	Year 9	M	4881
Yarra Ranges (S)	Year 10	F	9757
Yarra Ranges (S)	Year 10	M	12032
Yarra Ranges (S)	Year 11	F	9491
Yarra Ranges (S)	Year 11	M	10005
Yarra Ranges (S)	Year 12	F	31575
Yarra Ranges (S)	Year 12	M	25487
Yarriambiack (S)	Did not go to school	F	24
Yarriambiack (S)	Did not go to school	M	9
Yarriambiack (S)	Year 8	F	247
Yarriambiack (S)	Year 8	M	298
Yarriambiack (S)	Year 9	F	234
Yarriambiack (S)	Year 9	M	307
Yarriambiack (S)	Year 10	F	530
Yarriambiack (S)	Year 10	M	610
Yarriambiack (S)	Year 11	F	543
Yarriambiack (S)	Year 11	M	543
Yarriambiack (S)	Year 12	F	885
Yarriambiack (S)	Year 12	M	710
Unincorporated Vic	Did not go to school	F	3
Unincorporated Vic	Year 8	M	13
Unincorporated Vic	Year 9	F	3
Unincorporated Vic	Year 9	M	6
Unincorporated Vic	Year 10	F	17
Unincorporated Vic	Year 10	M	35
Unincorporated Vic	Year 11	F	12
Unincorporated Vic	Year 11	M	47
Unincorporated Vic	Year 12	F	201
Unincorporated Vic	Year 12	M	196
No usual address (Vic.)	Did not go to school	F	42
No usual address (Vic.)	Did not go to school	M	43
No usual address (Vic.)	Year 8	F	82
No usual address (Vic.)	Year 8	M	155
No usual address (Vic.)	Year 9	F	143
No usual address (Vic.)	Year 9	M	257
No usual address (Vic.)	Year 10	F	301
No usual address (Vic.)	Year 10	M	475
No usual address (Vic.)	Year 11	F	247
No usual address (Vic.)	Year 11	M	379
No usual address (Vic.)	Year 12	F	1347
No usual address (Vic.)	Year 12	M	1345
Migratory - Offshore - Shipping (Vic.)	Year 10	M	9
Migratory - Offshore - Shipping (Vic.)	Year 11	M	4
Migratory - Offshore - Shipping (Vic.)	Year 12	M	6
Aurukun (S)	Did not go to school	F	3
Aurukun (S)	Did not go to school	M	10
Aurukun (S)	Year 8	F	98
Aurukun (S)	Year 8	M	121
Aurukun (S)	Year 9	F	54
Aurukun (S)	Year 9	M	55
Aurukun (S)	Year 10	F	164
Aurukun (S)	Year 10	M	148
Aurukun (S)	Year 11	F	48
Aurukun (S)	Year 11	M	18
Aurukun (S)	Year 12	F	71
Aurukun (S)	Year 12	M	72
Balonne (S)	Did not go to school	F	12
Balonne (S)	Did not go to school	M	16
Balonne (S)	Year 8	F	130
Balonne (S)	Year 8	M	174
Balonne (S)	Year 9	F	61
Balonne (S)	Year 9	M	115
Balonne (S)	Year 10	F	397
Balonne (S)	Year 10	M	531
Balonne (S)	Year 11	F	136
Balonne (S)	Year 11	M	131
Balonne (S)	Year 12	F	775
Balonne (S)	Year 12	M	584
Banana (S)	Did not go to school	F	18
Banana (S)	Did not go to school	M	37
Banana (S)	Year 8	F	419
Banana (S)	Year 8	M	589
Banana (S)	Year 9	F	283
Banana (S)	Year 9	M	364
Banana (S)	Year 10	F	1386
Banana (S)	Year 10	M	1765
Banana (S)	Year 11	F	412
Banana (S)	Year 11	M	469
Banana (S)	Year 12	F	2339
Banana (S)	Year 12	M	1920
Barcaldine (R)	Did not go to school	M	5
Barcaldine (R)	Year 8	F	100
Barcaldine (R)	Year 8	M	146
Barcaldine (R)	Year 9	F	42
Barcaldine (R)	Year 9	M	71
Barcaldine (R)	Year 10	F	302
Barcaldine (R)	Year 10	M	357
Barcaldine (R)	Year 11	F	80
Barcaldine (R)	Year 11	M	59
Barcaldine (R)	Year 12	F	509
Barcaldine (R)	Year 12	M	384
Barcoo (S)	Year 8	F	9
Barcoo (S)	Year 8	M	25
Barcoo (S)	Year 9	F	3
Barcoo (S)	Year 9	M	7
Barcoo (S)	Year 10	F	21
Barcoo (S)	Year 10	M	42
Barcoo (S)	Year 11	F	13
Barcoo (S)	Year 11	M	8
Barcoo (S)	Year 12	F	50
Barcoo (S)	Year 12	M	29
Blackall-Tambo (R)	Did not go to school	F	3
Blackall-Tambo (R)	Did not go to school	M	9
Blackall-Tambo (R)	Year 8	F	93
Blackall-Tambo (R)	Year 8	M	112
Blackall-Tambo (R)	Year 9	F	36
Blackall-Tambo (R)	Year 9	M	79
Blackall-Tambo (R)	Year 10	F	239
Blackall-Tambo (R)	Year 10	M	237
Blackall-Tambo (R)	Year 11	F	49
Blackall-Tambo (R)	Year 11	M	48
Blackall-Tambo (R)	Year 12	F	304
Blackall-Tambo (R)	Year 12	M	238
Boulia (S)	Year 8	F	9
Boulia (S)	Year 8	M	28
Boulia (S)	Year 9	F	15
Boulia (S)	Year 9	M	14
Boulia (S)	Year 10	F	35
Boulia (S)	Year 10	M	62
Boulia (S)	Year 11	F	5
Boulia (S)	Year 11	M	12
Boulia (S)	Year 12	F	61
Boulia (S)	Year 12	M	44
Brisbane (C)	Did not go to school	F	3325
Brisbane (C)	Did not go to school	M	2581
Brisbane (C)	Year 8	F	17764
Brisbane (C)	Year 8	M	13074
Brisbane (C)	Year 9	F	12625
Brisbane (C)	Year 9	M	12665
Brisbane (C)	Year 10	F	68393
Brisbane (C)	Year 10	M	60482
Brisbane (C)	Year 11	F	24365
Brisbane (C)	Year 11	M	26489
Brisbane (C)	Year 12	F	317421
Brisbane (C)	Year 12	M	303929
Bulloo (S)	Year 8	F	5
Bulloo (S)	Year 8	M	21
Bulloo (S)	Year 9	F	4
Bulloo (S)	Year 9	M	14
Bulloo (S)	Year 10	F	29
Bulloo (S)	Year 10	M	49
Bulloo (S)	Year 11	F	7
Bulloo (S)	Year 11	M	16
Bulloo (S)	Year 12	F	62
Bulloo (S)	Year 12	M	37
Bundaberg (R)	Did not go to school	F	144
Bundaberg (R)	Did not go to school	M	180
Bundaberg (R)	Year 8	F	3148
Bundaberg (R)	Year 8	M	3438
Bundaberg (R)	Year 9	F	2740
Bundaberg (R)	Year 9	M	3032
Bundaberg (R)	Year 10	F	12153
Bundaberg (R)	Year 10	M	11538
Bundaberg (R)	Year 11	F	3167
Bundaberg (R)	Year 11	M	3080
Bundaberg (R)	Year 12	F	14095
Bundaberg (R)	Year 12	M	12130
Burdekin (S)	Did not go to school	F	29
Burdekin (S)	Did not go to school	M	48
Burdekin (S)	Year 8	F	653
Burdekin (S)	Year 8	M	691
Burdekin (S)	Year 9	F	393
Burdekin (S)	Year 9	M	484
Burdekin (S)	Year 10	F	2094
Burdekin (S)	Year 10	M	2292
Burdekin (S)	Year 11	F	532
Burdekin (S)	Year 11	M	633
Burdekin (S)	Year 12	F	2562
Burdekin (S)	Year 12	M	2201
Burke (S)	Year 8	F	13
Burke (S)	Year 8	M	15
Burke (S)	Year 9	F	7
Burke (S)	Year 9	M	7
Burke (S)	Year 10	F	23
Burke (S)	Year 10	M	34
Burke (S)	Year 11	F	6
Burke (S)	Year 11	M	12
Burke (S)	Year 12	F	44
Burke (S)	Year 12	M	47
Cairns (R)	Did not go to school	F	471
Cairns (R)	Did not go to school	M	456
Cairns (R)	Year 8	F	2441
Cairns (R)	Year 8	M	2417
Cairns (R)	Year 9	F	2617
Cairns (R)	Year 9	M	2949
Cairns (R)	Year 10	F	13155
Cairns (R)	Year 10	M	13754
Cairns (R)	Year 11	F	5491
Cairns (R)	Year 11	M	5982
Cairns (R)	Year 12	F	32798
Cairns (R)	Year 12	M	28369
Carpentaria (S)	Did not go to school	F	10
Carpentaria (S)	Did not go to school	M	10
Carpentaria (S)	Year 8	F	59
Carpentaria (S)	Year 8	M	87
Carpentaria (S)	Year 9	F	46
Carpentaria (S)	Year 9	M	78
Carpentaria (S)	Year 10	F	214
Carpentaria (S)	Year 10	M	251
Carpentaria (S)	Year 11	F	73
Carpentaria (S)	Year 11	M	54
Carpentaria (S)	Year 12	F	236
Carpentaria (S)	Year 12	M	199
Cassowary Coast (R)	Did not go to school	F	91
Cassowary Coast (R)	Did not go to school	M	75
Cassowary Coast (R)	Year 8	F	902
Cassowary Coast (R)	Year 8	M	1020
Cassowary Coast (R)	Year 9	F	584
Cassowary Coast (R)	Year 9	M	829
Cassowary Coast (R)	Year 10	F	3103
Cassowary Coast (R)	Year 10	M	3361
Cassowary Coast (R)	Year 11	F	999
Cassowary Coast (R)	Year 11	M	1117
Cassowary Coast (R)	Year 12	F	4433
Cassowary Coast (R)	Year 12	M	4056
Central Highlands (R) (Qld)	Did not go to school	F	24
Central Highlands (R) (Qld)	Did not go to school	M	44
Central Highlands (R) (Qld)	Year 8	F	327
Central Highlands (R) (Qld)	Year 8	M	550
Central Highlands (R) (Qld)	Year 9	F	364
Central Highlands (R) (Qld)	Year 9	M	603
Central Highlands (R) (Qld)	Year 10	F	2257
Central Highlands (R) (Qld)	Year 10	M	3083
Central Highlands (R) (Qld)	Year 11	F	823
Central Highlands (R) (Qld)	Year 11	M	940
Central Highlands (R) (Qld)	Year 12	F	4751
Central Highlands (R) (Qld)	Year 12	M	4180
Charters Towers (R)	Did not go to school	F	13
Charters Towers (R)	Did not go to school	M	32
Charters Towers (R)	Year 8	F	369
Charters Towers (R)	Year 8	M	518
Charters Towers (R)	Year 9	F	331
Charters Towers (R)	Year 9	M	389
Charters Towers (R)	Year 10	F	1288
Charters Towers (R)	Year 10	M	1315
Charters Towers (R)	Year 11	F	393
Charters Towers (R)	Year 11	M	392
Charters Towers (R)	Year 12	F	1760
Charters Towers (R)	Year 12	M	1344
Cherbourg (S)	Did not go to school	F	11
Cherbourg (S)	Did not go to school	M	12
Cherbourg (S)	Year 8	F	40
Cherbourg (S)	Year 8	M	40
Cherbourg (S)	Year 9	F	58
Cherbourg (S)	Year 9	M	71
Cherbourg (S)	Year 10	F	137
Cherbourg (S)	Year 10	M	116
Cherbourg (S)	Year 11	F	79
Cherbourg (S)	Year 11	M	49
Cherbourg (S)	Year 12	F	64
Cherbourg (S)	Year 12	M	66
Cloncurry (S)	Did not go to school	F	10
Cloncurry (S)	Did not go to school	M	8
Cloncurry (S)	Year 8	F	56
Cloncurry (S)	Year 8	M	118
Cloncurry (S)	Year 9	F	39
Cloncurry (S)	Year 9	M	86
Cloncurry (S)	Year 10	F	219
Cloncurry (S)	Year 10	M	354
Cloncurry (S)	Year 11	F	75
Cloncurry (S)	Year 11	M	111
Cloncurry (S)	Year 12	F	445
Cloncurry (S)	Year 12	M	491
Cook (S)	Did not go to school	F	4
Cook (S)	Did not go to school	M	19
Cook (S)	Year 8	F	60
Cook (S)	Year 8	M	134
Cook (S)	Year 9	F	69
Cook (S)	Year 9	M	124
Cook (S)	Year 10	F	347
Cook (S)	Year 10	M	488
Cook (S)	Year 11	F	138
Cook (S)	Year 11	M	136
Cook (S)	Year 12	F	658
Cook (S)	Year 12	M	605
Croydon (S)	Did not go to school	M	3
Croydon (S)	Year 8	F	9
Croydon (S)	Year 8	M	7
Croydon (S)	Year 9	F	7
Croydon (S)	Year 9	M	5
Croydon (S)	Year 10	F	31
Croydon (S)	Year 10	M	35
Croydon (S)	Year 11	F	6
Croydon (S)	Year 11	M	3
Croydon (S)	Year 12	F	26
Croydon (S)	Year 12	M	19
Diamantina (S)	Year 8	F	5
Diamantina (S)	Year 8	M	7
Diamantina (S)	Year 9	F	4
Diamantina (S)	Year 9	M	9
Diamantina (S)	Year 10	F	16
Diamantina (S)	Year 10	M	26
Diamantina (S)	Year 11	F	15
Diamantina (S)	Year 11	M	13
Diamantina (S)	Year 12	F	50
Diamantina (S)	Year 12	M	51
Doomadgee (S)	Did not go to school	F	3
Doomadgee (S)	Did not go to school	M	3
Doomadgee (S)	Year 8	F	47
Doomadgee (S)	Year 8	M	62
Doomadgee (S)	Year 9	F	33
Doomadgee (S)	Year 9	M	40
Doomadgee (S)	Year 10	F	226
Doomadgee (S)	Year 10	M	164
Doomadgee (S)	Year 11	F	61
Doomadgee (S)	Year 11	M	46
Doomadgee (S)	Year 12	F	69
Doomadgee (S)	Year 12	M	55
Douglas (S)	Did not go to school	F	4
Douglas (S)	Did not go to school	M	8
Douglas (S)	Year 8	F	142
Douglas (S)	Year 8	M	207
Douglas (S)	Year 9	F	181
Douglas (S)	Year 9	M	243
Douglas (S)	Year 10	F	908
Douglas (S)	Year 10	M	1150
Douglas (S)	Year 11	F	471
Douglas (S)	Year 11	M	473
Douglas (S)	Year 12	F	2327
Douglas (S)	Year 12	M	2083
Etheridge (S)	Did not go to school	F	5
Etheridge (S)	Did not go to school	M	4
Etheridge (S)	Year 8	F	30
Etheridge (S)	Year 8	M	50
Etheridge (S)	Year 9	F	20
Etheridge (S)	Year 9	M	36
Etheridge (S)	Year 10	F	91
Etheridge (S)	Year 10	M	122
Etheridge (S)	Year 11	F	20
Etheridge (S)	Year 11	M	14
Etheridge (S)	Year 12	F	85
Etheridge (S)	Year 12	M	83
Flinders (S) (Qld)	Did not go to school	F	8
Flinders (S) (Qld)	Did not go to school	M	8
Flinders (S) (Qld)	Year 8	F	68
Flinders (S) (Qld)	Year 8	M	80
Flinders (S) (Qld)	Year 9	F	35
Flinders (S) (Qld)	Year 9	M	43
Flinders (S) (Qld)	Year 10	F	170
Flinders (S) (Qld)	Year 10	M	213
Flinders (S) (Qld)	Year 11	F	43
Flinders (S) (Qld)	Year 11	M	54
Flinders (S) (Qld)	Year 12	F	231
Flinders (S) (Qld)	Year 12	M	188
Fraser Coast (R)	Did not go to school	F	125
Fraser Coast (R)	Did not go to school	M	174
Fraser Coast (R)	Year 8	F	3163
Fraser Coast (R)	Year 8	M	3458
Fraser Coast (R)	Year 9	F	3248
Fraser Coast (R)	Year 9	M	3346
Fraser Coast (R)	Year 10	F	14061
Fraser Coast (R)	Year 10	M	12977
Fraser Coast (R)	Year 11	F	3554
Fraser Coast (R)	Year 11	M	3482
Fraser Coast (R)	Year 12	F	14893
Fraser Coast (R)	Year 12	M	12694
Gladstone (R)	Did not go to school	F	44
Gladstone (R)	Did not go to school	M	68
Gladstone (R)	Year 8	F	1022
Gladstone (R)	Year 8	M	1155
Gladstone (R)	Year 9	F	1147
Gladstone (R)	Year 9	M	1503
Gladstone (R)	Year 10	F	6185
Gladstone (R)	Year 10	M	7276
Gladstone (R)	Year 11	F	2208
Gladstone (R)	Year 11	M	2641
Gladstone (R)	Year 12	F	10431
Gladstone (R)	Year 12	M	9612
Gold Coast (C)	Did not go to school	F	791
Gold Coast (C)	Did not go to school	M	700
Gold Coast (C)	Year 8	F	7251
Gold Coast (C)	Year 8	M	6530
Gold Coast (C)	Year 9	F	10767
Gold Coast (C)	Year 9	M	10908
Gold Coast (C)	Year 10	F	51838
Gold Coast (C)	Year 10	M	48294
Gold Coast (C)	Year 11	F	19753
Gold Coast (C)	Year 11	M	19670
Gold Coast (C)	Year 12	F	124112
Gold Coast (C)	Year 12	M	112108
Goondiwindi (R)	Did not go to school	F	15
Goondiwindi (R)	Did not go to school	M	20
Goondiwindi (R)	Year 8	F	289
Goondiwindi (R)	Year 8	M	364
Goondiwindi (R)	Year 9	F	204
Goondiwindi (R)	Year 9	M	302
Goondiwindi (R)	Year 10	F	1057
Goondiwindi (R)	Year 10	M	1225
Goondiwindi (R)	Year 11	F	290
Goondiwindi (R)	Year 11	M	285
Goondiwindi (R)	Year 12	F	1803
Goondiwindi (R)	Year 12	M	1427
Gympie (R)	Did not go to school	F	55
Gympie (R)	Did not go to school	M	72
Gympie (R)	Year 8	F	1480
Gympie (R)	Year 8	M	1723
Gympie (R)	Year 9	F	1342
Gympie (R)	Year 9	M	1705
Gympie (R)	Year 10	F	6429
Gympie (R)	Year 10	M	6391
Gympie (R)	Year 11	F	1753
Gympie (R)	Year 11	M	1686
Gympie (R)	Year 12	F	7416
Gympie (R)	Year 12	M	6175
Hinchinbrook (S)	Did not go to school	F	28
Hinchinbrook (S)	Did not go to school	M	30
Hinchinbrook (S)	Year 8	F	531
Hinchinbrook (S)	Year 8	M	536
Hinchinbrook (S)	Year 9	F	269
Hinchinbrook (S)	Year 9	M	291
Hinchinbrook (S)	Year 10	F	1335
Hinchinbrook (S)	Year 10	M	1346
Hinchinbrook (S)	Year 11	F	337
Hinchinbrook (S)	Year 11	M	413
Hinchinbrook (S)	Year 12	F	1549
Hinchinbrook (S)	Year 12	M	1563
Hope Vale (S)	Did not go to school	M	3
Hope Vale (S)	Year 8	F	31
Hope Vale (S)	Year 8	M	50
Hope Vale (S)	Year 9	F	39
Hope Vale (S)	Year 9	M	35
Hope Vale (S)	Year 10	F	87
Hope Vale (S)	Year 10	M	104
Hope Vale (S)	Year 11	F	53
Hope Vale (S)	Year 11	M	42
Hope Vale (S)	Year 12	F	81
Hope Vale (S)	Year 12	M	70
Ipswich (C)	Did not go to school	F	494
Ipswich (C)	Did not go to school	M	416
Ipswich (C)	Year 8	F	4227
Ipswich (C)	Year 8	M	3868
Ipswich (C)	Year 9	F	3741
Ipswich (C)	Year 9	M	4254
Ipswich (C)	Year 10	F	18248
Ipswich (C)	Year 10	M	18136
Ipswich (C)	Year 11	F	6099
Ipswich (C)	Year 11	M	6577
Ipswich (C)	Year 12	F	36596
Ipswich (C)	Year 12	M	32684
Isaac (R)	Did not go to school	F	9
Isaac (R)	Did not go to school	M	20
Isaac (R)	Year 8	F	187
Isaac (R)	Year 8	M	331
Isaac (R)	Year 9	F	280
Isaac (R)	Year 9	M	428
Isaac (R)	Year 10	F	1554
Isaac (R)	Year 10	M	2301
Isaac (R)	Year 11	F	517
Isaac (R)	Year 11	M	740
Isaac (R)	Year 12	F	3404
Isaac (R)	Year 12	M	3096
Kowanyama (S)	Did not go to school	F	4
Kowanyama (S)	Year 8	F	48
Kowanyama (S)	Year 8	M	46
Kowanyama (S)	Year 9	F	16
Kowanyama (S)	Year 9	M	17
Kowanyama (S)	Year 10	F	128
Kowanyama (S)	Year 10	M	121
Kowanyama (S)	Year 11	F	81
Kowanyama (S)	Year 11	M	48
Kowanyama (S)	Year 12	F	79
Kowanyama (S)	Year 12	M	69
Livingstone (S)	Did not go to school	F	24
Livingstone (S)	Did not go to school	M	41
Livingstone (S)	Year 8	F	843
Livingstone (S)	Year 8	M	919
Livingstone (S)	Year 9	F	758
Livingstone (S)	Year 9	M	919
Livingstone (S)	Year 10	F	4036
Livingstone (S)	Year 10	M	4352
Livingstone (S)	Year 11	F	1213
Livingstone (S)	Year 11	M	1265
Livingstone (S)	Year 12	F	6208
Livingstone (S)	Year 12	M	5255
Lockhart River (S)	Did not go to school	F	10
Lockhart River (S)	Did not go to school	M	3
Lockhart River (S)	Year 8	F	27
Lockhart River (S)	Year 8	M	21
Lockhart River (S)	Year 9	F	36
Lockhart River (S)	Year 9	M	26
Lockhart River (S)	Year 10	F	52
Lockhart River (S)	Year 10	M	61
Lockhart River (S)	Year 11	F	37
Lockhart River (S)	Year 11	M	36
Lockhart River (S)	Year 12	F	57
Lockhart River (S)	Year 12	M	44
Lockyer Valley (R)	Did not go to school	F	49
Lockyer Valley (R)	Did not go to school	M	100
Lockyer Valley (R)	Year 8	F	1218
Lockyer Valley (R)	Year 8	M	1402
Lockyer Valley (R)	Year 9	F	891
Lockyer Valley (R)	Year 9	M	1162
Lockyer Valley (R)	Year 10	F	4278
Lockyer Valley (R)	Year 10	M	4546
Lockyer Valley (R)	Year 11	F	1136
Lockyer Valley (R)	Year 11	M	1114
Lockyer Valley (R)	Year 12	F	6420
Lockyer Valley (R)	Year 12	M	5115
Logan (C)	Did not go to school	F	1342
Logan (C)	Did not go to school	M	1175
Logan (C)	Year 8	F	5915
Logan (C)	Year 8	M	5736
Logan (C)	Year 9	F	6353
Logan (C)	Year 9	M	7139
Logan (C)	Year 10	F	28927
Logan (C)	Year 10	M	28935
Logan (C)	Year 11	F	10177
Logan (C)	Year 11	M	10534
Logan (C)	Year 12	F	57681
Logan (C)	Year 12	M	52181
Longreach (R)	Did not go to school	F	3
Longreach (R)	Did not go to school	M	5
Longreach (R)	Year 8	F	79
Longreach (R)	Year 8	M	111
Longreach (R)	Year 9	F	51
Longreach (R)	Year 9	M	108
Longreach (R)	Year 10	F	361
Longreach (R)	Year 10	M	365
Longreach (R)	Year 11	F	111
Longreach (R)	Year 11	M	100
Longreach (R)	Year 12	F	746
Longreach (R)	Year 12	M	544
Mackay (R)	Did not go to school	F	113
Mackay (R)	Did not go to school	M	141
Mackay (R)	Year 8	F	2563
Mackay (R)	Year 8	M	2868
Mackay (R)	Year 9	F	2339
Mackay (R)	Year 9	M	2786
