LGA_NAME16	PrivateDwelling	Sex	persons
Aurukun (S)	0	F	33
Aurukun (S)	0	M	70
Aurukun (S)	1	F	596
Aurukun (S)	1	M	583
Balonne (S)	0	F	301
Balonne (S)	0	M	385
Balonne (S)	1	F	1853
Balonne (S)	1	M	1951
Banana (S)	0	F	866
Banana (S)	0	M	1870
Banana (S)	1	F	6242
Banana (S)	1	M	6517
Barcaldine (R)	0	F	339
Barcaldine (R)	0	M	389
Barcaldine (R)	1	F	1267
Barcaldine (R)	1	M	1248
Barcoo (S)	0	F	51
Barcoo (S)	0	M	81
Barcoo (S)	1	F	104
Barcoo (S)	1	M	126
Blackall-Tambo (R)	0	F	146
Blackall-Tambo (R)	0	M	136
Blackall-Tambo (R)	1	F	861
Blackall-Tambo (R)	1	M	860
Boulia (S)	0	F	86
Boulia (S)	0	M	121
Boulia (S)	1	F	143
Boulia (S)	1	M	172
Brisbane (C)	0	F	42913
Brisbane (C)	0	M	44021
Brisbane (C)	1	F	530407
Brisbane (C)	1	M	508276
Bulloo (S)	0	F	62
Bulloo (S)	0	M	164
Bulloo (S)	1	F	143
Bulloo (S)	1	M	156
Bundaberg (R)	0	F	4865
Bundaberg (R)	0	M	4874
Bundaberg (R)	1	F	43145
Bundaberg (R)	1	M	41259
Burdekin (S)	0	F	869
Burdekin (S)	0	M	902
Burdekin (S)	1	F	7728
Burdekin (S)	1	M	7899
Burke (S)	0	F	204
Burke (S)	0	M	199
Burke (S)	1	F	147
Burke (S)	1	M	192
Cairns (R)	0	F	13661
Cairns (R)	0	M	13668
Cairns (R)	1	F	71294
Cairns (R)	1	M	68105
Carpentaria (S)	0	F	652
Carpentaria (S)	0	M	738
Carpentaria (S)	1	F	862
Carpentaria (S)	1	M	879
Cassowary Coast (R)	0	F	2560
Cassowary Coast (R)	0	M	2893
Cassowary Coast (R)	1	F	12499
Cassowary Coast (R)	1	M	12998
Central Highlands (R) (Qld)	0	F	2577
Central Highlands (R) (Qld)	0	M	6020
Central Highlands (R) (Qld)	1	F	11551
Central Highlands (R) (Qld)	1	M	12092
Charters Towers (R)	0	F	1315
Charters Towers (R)	0	M	1464
Charters Towers (R)	1	F	5123
Charters Towers (R)	1	M	4869
Cherbourg (S)	0	F	33
Cherbourg (S)	0	M	28
Cherbourg (S)	1	F	619
Cherbourg (S)	1	M	605
Cloncurry (S)	0	F	636
Cloncurry (S)	0	M	1556
Cloncurry (S)	1	F	1094
Cloncurry (S)	1	M	1207
Cook (S)	0	F	1095
Cook (S)	0	M	1773
Cook (S)	1	F	1608
Cook (S)	1	M	1780
Croydon (S)	0	F	62
Croydon (S)	0	M	105
Croydon (S)	1	F	107
Croydon (S)	1	M	106
Diamantina (S)	0	F	120
Diamantina (S)	0	M	130
Diamantina (S)	1	F	105
Diamantina (S)	1	M	110
Doomadgee (S)	0	F	35
Doomadgee (S)	0	M	39
Doomadgee (S)	1	F	694
Doomadgee (S)	1	M	704
Douglas (S)	0	F	4066
Douglas (S)	0	M	3857
Douglas (S)	1	F	4759
Douglas (S)	1	M	4908
Etheridge (S)	0	F	238
Etheridge (S)	0	M	281
Etheridge (S)	1	F	325
Etheridge (S)	1	M	389
Flinders (S) (Qld)	0	F	162
Flinders (S) (Qld)	0	M	193
Flinders (S) (Qld)	1	F	674
Flinders (S) (Qld)	1	M	675
Fraser Coast (R)	0	F	6256
Fraser Coast (R)	0	M	6793
Fraser Coast (R)	1	F	47301
Fraser Coast (R)	1	M	44302
Gladstone (R)	0	F	3193
Gladstone (R)	0	M	4510
Gladstone (R)	1	F	27288
Gladstone (R)	1	M	27958
Gold Coast (C)	0	F	34812
Gold Coast (C)	0	M	32153
Gold Coast (C)	1	F	260379
Gold Coast (C)	1	M	244583
Goondiwindi (R)	0	F	758
Goondiwindi (R)	0	M	847
Goondiwindi (R)	1	F	4593
Goondiwindi (R)	1	M	4603
Gympie (R)	0	F	2390
Gympie (R)	0	M	2501
Gympie (R)	1	F	22782
Gympie (R)	1	M	22157
Hinchinbrook (S)	0	F	777
Hinchinbrook (S)	0	M	954
Hinchinbrook (S)	1	F	4845
Hinchinbrook (S)	1	M	4904
Hope Vale (S)	0	F	36
Hope Vale (S)	0	M	73
Hope Vale (S)	1	F	389
Hope Vale (S)	1	M	418
Ipswich (C)	0	F	6399
Ipswich (C)	0	M	6651
Ipswich (C)	1	F	90806
Ipswich (C)	1	M	87969
Isaac (R)	0	F	2690
Isaac (R)	0	M	10349
Isaac (R)	1	F	8114
Isaac (R)	1	M	8610
Kowanyama (S)	0	F	43
Kowanyama (S)	0	M	54
Kowanyama (S)	1	F	464
Kowanyama (S)	1	M	401
Livingstone (S)	0	F	1975
Livingstone (S)	0	M	2687
Livingstone (S)	1	F	16061
Livingstone (S)	1	M	15554
Lockhart River (S)	0	F	54
Lockhart River (S)	0	M	72
Lockhart River (S)	1	F	320
Lockhart River (S)	1	M	310
Lockyer Valley (R)	0	F	1756
Lockyer Valley (R)	0	M	1773
Lockyer Valley (R)	1	F	17378
Lockyer Valley (R)	1	M	17221
Logan (C)	0	F	9051
Logan (C)	0	M	8279
Logan (C)	1	F	143054
Logan (C)	1	M	139676
Longreach (R)	0	F	731
Longreach (R)	0	M	739
Longreach (R)	1	F	1615
Longreach (R)	1	M	1500
Mackay (R)	0	F	4693
Mackay (R)	0	M	5265
Mackay (R)	1	F	51976
Mackay (R)	1	M	50316
McKinlay (S)	0	F	183
McKinlay (S)	0	M	626
McKinlay (S)	1	F	325
McKinlay (S)	1	M	332
Mapoon (S)	0	F	18
Mapoon (S)	0	M	25
Mapoon (S)	1	F	148
Mapoon (S)	1	M	143
Maranoa (R)	0	F	1050
Maranoa (R)	0	M	1948
Maranoa (R)	1	F	5377
Maranoa (R)	1	M	5513
Mareeba (S)	0	F	1313
Mareeba (S)	0	M	2304
Mareeba (S)	1	F	9199
Mareeba (S)	1	M	9206
Moreton Bay (R)	0	F	11777
Moreton Bay (R)	0	M	11242
Moreton Bay (R)	1	F	203673
Moreton Bay (R)	1	M	193270
Mornington (S)	0	F	61
Mornington (S)	0	M	51
Mornington (S)	1	F	511
Mornington (S)	1	M	518
Mount Isa (C)	0	F	1445
Mount Isa (C)	0	M	1809
Mount Isa (C)	1	F	7892
Mount Isa (C)	1	M	8288
Murweh (S)	0	F	350
Murweh (S)	0	M	386
Murweh (S)	1	F	1955
Murweh (S)	1	M	1906
Napranum (S)	0	F	18
Napranum (S)	0	M	38
Napranum (S)	1	F	447
Napranum (S)	1	M	471
Noosa (S)	0	F	4673
Noosa (S)	0	M	4300
Noosa (S)	1	F	24733
Noosa (S)	1	M	22947
North Burnett (R)	0	F	819
North Burnett (R)	0	M	993
North Burnett (R)	1	F	4468
North Burnett (R)	1	M	4594
Northern Peninsula Area (R)	0	F	268
Northern Peninsula Area (R)	0	M	290
Northern Peninsula Area (R)	1	F	1379
Northern Peninsula Area (R)	1	M	1287
Palm Island (S)	0	F	65
Palm Island (S)	0	M	87
Palm Island (S)	1	F	1184
Palm Island (S)	1	M	1162
Paroo (S)	0	F	202
Paroo (S)	0	M	227
Paroo (S)	1	F	710
Paroo (S)	1	M	724
Pormpuraaw (S)	0	F	20
Pormpuraaw (S)	0	M	44
Pormpuraaw (S)	1	F	361
Pormpuraaw (S)	1	M	358
Quilpie (S)	0	F	65
Quilpie (S)	0	M	91
Quilpie (S)	1	F	337
Quilpie (S)	1	M	390
Redland (C)	0	F	3567
Redland (C)	0	M	2967
Redland (C)	1	F	70622
Redland (C)	1	M	67504
Richmond (S)	0	F	88
Richmond (S)	0	M	123
Richmond (S)	1	F	342
Richmond (S)	1	M	379
Rockhampton (R)	0	F	4276
Rockhampton (R)	0	M	4208
Rockhampton (R)	1	F	36398
Rockhampton (R)	1	M	34681
Scenic Rim (R)	0	F	2017
Scenic Rim (R)	0	M	2330
Scenic Rim (R)	1	F	18544
Scenic Rim (R)	1	M	17773
Somerset (R)	0	F	1039
Somerset (R)	0	M	1160
Somerset (R)	1	F	11154
Somerset (R)	1	M	11141
South Burnett (R)	0	F	1356
South Burnett (R)	0	M	1529
South Burnett (R)	1	F	14658
South Burnett (R)	1	M	14446
Southern Downs (R)	0	F	1423
Southern Downs (R)	0	M	1455
Southern Downs (R)	1	F	16287
Southern Downs (R)	1	M	15723
Sunshine Coast (R)	0	F	15175
Sunshine Coast (R)	0	M	13379
Sunshine Coast (R)	1	F	140683
Sunshine Coast (R)	1	M	129915
Tablelands (R)	0	F	1710
Tablelands (R)	0	M	1700
Tablelands (R)	1	F	11312
Tablelands (R)	1	M	10885
Toowoomba (R)	0	F	7175
Toowoomba (R)	0	M	7049
Toowoomba (R)	1	F	75110
Toowoomba (R)	1	M	70196
Torres (S)	0	F	355
Torres (S)	0	M	393
Torres (S)	1	F	1554
Torres (S)	1	M	1550
Torres Strait Island (R)	0	F	125
Torres Strait Island (R)	0	M	226
Torres Strait Island (R)	1	F	2046
Torres Strait Island (R)	1	M	2070
Townsville (C)	0	F	10373
Townsville (C)	0	M	12261
Townsville (C)	1	F	85366
Townsville (C)	1	M	81588
Weipa (T)	0	F	369
Weipa (T)	0	M	711
Weipa (T)	1	F	1553
Weipa (T)	1	M	1751
Western Downs (R)	0	F	2273
Western Downs (R)	0	M	4561
Western Downs (R)	1	F	14194
Western Downs (R)	1	M	14471
Whitsunday (R)	0	F	5876
Whitsunday (R)	0	M	6516
Whitsunday (R)	1	F	13512
Whitsunday (R)	1	M	13754
Winton (S)	0	F	295
Winton (S)	0	M	327
Winton (S)	1	F	484
Winton (S)	1	M	520
Woorabinda (S)	0	F	32
Woorabinda (S)	0	M	37
Woorabinda (S)	1	F	472
Woorabinda (S)	1	M	429
Wujal Wujal (S)	0	F	3
Wujal Wujal (S)	0	M	3
Wujal Wujal (S)	1	F	152
Wujal Wujal (S)	1	M	125
Yarrabah (S)	0	F	49
Yarrabah (S)	0	M	59
Yarrabah (S)	1	F	1251
Yarrabah (S)	1	M	1226
Migratory - Offshore - Shipping (Qld)	0	F	1037
Migratory - Offshore - Shipping (Qld)	0	M	940
Adelaide (C)	0	F	5028
Adelaide (C)	0	M	6194
Adelaide (C)	1	F	8252
Adelaide (C)	1	M	8132
Adelaide Hills (DC)	0	F	924
Adelaide Hills (DC)	0	M	900
Adelaide Hills (DC)	1	F	18242
Adelaide Hills (DC)	1	M	17771
Alexandrina (DC)	0	F	981
Alexandrina (DC)	0	M	867
Alexandrina (DC)	1	F	11900
Alexandrina (DC)	1	M	11284
Anangu Pitjantjatjara (AC)	0	F	122
Anangu Pitjantjatjara (AC)	0	M	140
Anangu Pitjantjatjara (AC)	1	F	1069
Anangu Pitjantjatjara (AC)	1	M	992
Barossa (DC)	0	F	766
Barossa (DC)	0	M	685
Barossa (DC)	1	F	10973
Barossa (DC)	1	M	10692
Barunga West (DC)	0	F	123
Barunga West (DC)	0	M	112
Barunga West (DC)	1	F	1089
Barunga West (DC)	1	M	1137
Berri and Barmera (DC)	0	F	464
Berri and Barmera (DC)	0	M	487
Berri and Barmera (DC)	1	F	4822
Berri and Barmera (DC)	1	M	4802
Burnside (C)	0	F	1408
Burnside (C)	0	M	1075
Burnside (C)	1	F	21591
Burnside (C)	1	M	19288
Campbelltown (C) (SA)	0	F	1114
Campbelltown (C) (SA)	0	M	832
Campbelltown (C) (SA)	1	F	24381
Campbelltown (C) (SA)	1	M	23177
Ceduna (DC)	0	F	354
Ceduna (DC)	0	M	557
Ceduna (DC)	1	F	1530
Ceduna (DC)	1	M	1506
Charles Sturt (C)	0	F	3141
Charles Sturt (C)	0	M	2694
Charles Sturt (C)	1	F	53329
Charles Sturt (C)	1	M	51009
Clare and Gilbert Valleys (DC)	0	F	412
Clare and Gilbert Valleys (DC)	0	M	428
Clare and Gilbert Valleys (DC)	1	F	4080
Clare and Gilbert Valleys (DC)	1	M	4008
Cleve (DC)	0	F	188
Cleve (DC)	0	M	289
Cleve (DC)	1	F	830
Cleve (DC)	1	M	882
Coober Pedy (DC)	0	F	312
Coober Pedy (DC)	0	M	407
Coober Pedy (DC)	1	F	631
Coober Pedy (DC)	1	M	765
Copper Coast (DC)	0	F	642
Copper Coast (DC)	0	M	617
Copper Coast (DC)	1	F	6328
Copper Coast (DC)	1	M	6272
Elliston (DC)	0	F	67
Elliston (DC)	0	M	108
Elliston (DC)	1	F	436
Elliston (DC)	1	M	518
Flinders Ranges (DC)	0	F	116
Flinders Ranges (DC)	0	M	119
Flinders Ranges (DC)	1	F	723
Flinders Ranges (DC)	1	M	691
Franklin Harbour (DC)	0	F	147
Franklin Harbour (DC)	0	M	214
Franklin Harbour (DC)	1	F	522
Franklin Harbour (DC)	1	M	594
Gawler (T)	0	F	733
Gawler (T)	0	M	664
Gawler (T)	1	F	11057
Gawler (T)	1	M	10224
Goyder (DC)	0	F	203
Goyder (DC)	0	M	216
Goyder (DC)	1	F	1838
Goyder (DC)	1	M	1853
Grant (DC)	0	F	239
Grant (DC)	0	M	725
Grant (DC)	1	F	3379
Grant (DC)	1	M	3688
Holdfast Bay (C)	0	F	1717
Holdfast Bay (C)	0	M	1578
Holdfast Bay (C)	1	F	16635
Holdfast Bay (C)	1	M	15041
Kangaroo Island (DC)	0	F	365
Kangaroo Island (DC)	0	M	380
Kangaroo Island (DC)	1	F	1924
Kangaroo Island (DC)	1	M	1991
Karoonda East Murray (DC)	0	F	43
Karoonda East Murray (DC)	0	M	36
Karoonda East Murray (DC)	1	F	471
Karoonda East Murray (DC)	1	M	510
Kimba (DC)	0	F	55
Kimba (DC)	0	M	85
Kimba (DC)	1	F	472
Kimba (DC)	1	M	489
Kingston (DC) (SA)	0	F	94
Kingston (DC) (SA)	0	M	85
Kingston (DC) (SA)	1	F	990
Kingston (DC) (SA)	1	M	1071
Light (RegC)	0	F	451
Light (RegC)	0	M	408
Light (RegC)	1	F	6846
Light (RegC)	1	M	6936
Lower Eyre Peninsula (DC)	0	F	206
Lower Eyre Peninsula (DC)	0	M	434
Lower Eyre Peninsula (DC)	1	F	2324
Lower Eyre Peninsula (DC)	1	M	2489
Loxton Waikerie (DC)	0	F	441
Loxton Waikerie (DC)	0	M	431
Loxton Waikerie (DC)	1	F	5239
Loxton Waikerie (DC)	1	M	5260
Mallala (DC)	0	F	239
Mallala (DC)	0	M	259
Mallala (DC)	1	F	3964
Mallala (DC)	1	M	4196
Maralinga Tjarutja (AC)	0	F	9
Maralinga Tjarutja (AC)	0	M	3
Maralinga Tjarutja (AC)	1	F	28
Maralinga Tjarutja (AC)	1	M	25
Marion (C)	0	F	2234
Marion (C)	0	M	1758
Marion (C)	1	F	42982
Marion (C)	1	M	39930
Mid Murray (DC)	0	F	410
Mid Murray (DC)	0	M	636
Mid Murray (DC)	1	F	3596
Mid Murray (DC)	1	M	3907
Mitcham (C)	0	F	2267
Mitcham (C)	0	M	1736
Mitcham (C)	1	F	31152
Mitcham (C)	1	M	29024
Mount Barker (DC)	0	F	1014
Mount Barker (DC)	0	M	888
Mount Barker (DC)	1	F	15889
Mount Barker (DC)	1	M	15006
Mount Gambier (C)	0	F	946
Mount Gambier (C)	0	M	968
Mount Gambier (C)	1	F	12288
Mount Gambier (C)	1	M	11598
Mount Remarkable (DC)	0	F	163
Mount Remarkable (DC)	0	M	148
Mount Remarkable (DC)	1	F	1256
Mount Remarkable (DC)	1	M	1292
Murray Bridge (RC)	0	F	654
Murray Bridge (RC)	0	M	989
Murray Bridge (RC)	1	F	9620
Murray Bridge (RC)	1	M	9346
Naracoorte and Lucindale (DC)	0	F	249
Naracoorte and Lucindale (DC)	0	M	273
Naracoorte and Lucindale (DC)	1	F	3631
Naracoorte and Lucindale (DC)	1	M	3932
Northern Areas (DC)	0	F	176
Northern Areas (DC)	0	M	225
Northern Areas (DC)	1	F	2030
Northern Areas (DC)	1	M	2088
Norwood Payneham St Peters (C)	0	F	1256
Norwood Payneham St Peters (C)	0	M	1146
Norwood Payneham St Peters (C)	1	F	16928
Norwood Payneham St Peters (C)	1	M	15497
Onkaparinga (C)	0	F	4369
Onkaparinga (C)	0	M	3672
Onkaparinga (C)	1	F	79339
Onkaparinga (C)	1	M	75835
Orroroo/Carrieton (DC)	0	F	70
Orroroo/Carrieton (DC)	0	M	76
Orroroo/Carrieton (DC)	1	F	381
Orroroo/Carrieton (DC)	1	M	379
Peterborough (DC)	0	F	111
Peterborough (DC)	0	M	118
Peterborough (DC)	1	F	743
Peterborough (DC)	1	M	726
Playford (C)	0	F	3012
Playford (C)	0	M	2808
Playford (C)	1	F	41843
Playford (C)	1	M	41067
Port Adelaide Enfield (C)	0	F	3726
Port Adelaide Enfield (C)	0	M	4008
Port Adelaide Enfield (C)	1	F	56793
Port Adelaide Enfield (C)	1	M	55364
Port Augusta (C)	0	F	837
Port Augusta (C)	0	M	1408
Port Augusta (C)	1	F	6046
Port Augusta (C)	1	M	5728
Port Lincoln (C)	0	F	666
Port Lincoln (C)	0	M	794
Port Lincoln (C)	1	F	6261
Port Lincoln (C)	1	M	6025
Port Pirie City and Dists (M)	0	F	713
Port Pirie City and Dists (M)	0	M	939
Port Pirie City and Dists (M)	1	F	8050
Port Pirie City and Dists (M)	1	M	7688
Prospect (C)	0	F	493
Prospect (C)	0	M	444
Prospect (C)	1	F	9518
Prospect (C)	1	M	9568
Renmark Paringa (DC)	0	F	475
Renmark Paringa (DC)	0	M	565
Renmark Paringa (DC)	1	F	4217
Renmark Paringa (DC)	1	M	4226
Robe (DC)	0	F	101
Robe (DC)	0	M	116
Robe (DC)	1	F	569
Robe (DC)	1	M	600
Roxby Downs (M)	0	F	146
Roxby Downs (M)	0	M	1242
Roxby Downs (M)	1	F	1518
Roxby Downs (M)	1	M	1707
Salisbury (C)	0	F	3396
Salisbury (C)	0	M	3403
Salisbury (C)	1	F	65294
Salisbury (C)	1	M	64517
Southern Mallee (DC)	0	F	115
Southern Mallee (DC)	0	M	115
Southern Mallee (DC)	1	F	846
Southern Mallee (DC)	1	M	916
Streaky Bay (DC)	0	F	138
Streaky Bay (DC)	0	M	167
Streaky Bay (DC)	1	F	857
Streaky Bay (DC)	1	M	962
Tatiara (DC)	0	F	264
Tatiara (DC)	0	M	318
Tatiara (DC)	1	F	2797
Tatiara (DC)	1	M	3079
Tea Tree Gully (C)	0	F	1999
Tea Tree Gully (C)	0	M	1581
Tea Tree Gully (C)	1	F	46966
Tea Tree Gully (C)	1	M	45121
The Coorong (DC)	0	F	177
The Coorong (DC)	0	M	246
The Coorong (DC)	1	F	2364
The Coorong (DC)	1	M	2483
Tumby Bay (DC)	0	F	157
Tumby Bay (DC)	0	M	210
Tumby Bay (DC)	1	F	1203
Tumby Bay (DC)	1	M	1155
Unley (C)	0	F	1686
Unley (C)	0	M	1237
Unley (C)	1	F	17987
Unley (C)	1	M	16119
Victor Harbor (C)	0	F	575
Victor Harbor (C)	0	M	481
Victor Harbor (C)	1	F	6947
Victor Harbor (C)	1	M	6118
Wakefield (DC)	0	F	247
Wakefield (DC)	0	M	204
Wakefield (DC)	1	F	3032
Wakefield (DC)	1	M	3168
Walkerville (M)	0	F	479
Walkerville (M)	0	M	348
Walkerville (M)	1	F	3464
Walkerville (M)	1	M	3361
Wattle Range (DC)	0	F	406
Wattle Range (DC)	0	M	398
Wattle Range (DC)	1	F	5173
Wattle Range (DC)	1	M	5266
West Torrens (C)	0	F	1905
West Torrens (C)	0	M	1686
West Torrens (C)	1	F	27456
West Torrens (C)	1	M	26195
Whyalla (C)	0	F	847
Whyalla (C)	0	M	986
Whyalla (C)	1	F	9931
Whyalla (C)	1	M	9922
Wudinna (DC)	0	F	93
Wudinna (DC)	0	M	115
Wudinna (DC)	1	F	548
Wudinna (DC)	1	M	579
Yankalilla (DC)	0	F	241
Yankalilla (DC)	0	M	257
Yankalilla (DC)	1	F	2333
Yankalilla (DC)	1	M	2243
Yorke Peninsula (DC)	0	F	466
Yorke Peninsula (DC)	0	M	504
Yorke Peninsula (DC)	1	F	4750
Yorke Peninsula (DC)	1	M	5002
Unincorporated SA	0	F	1019
Unincorporated SA	0	M	2659
Unincorporated SA	1	F	1055
Unincorporated SA	1	M	1327
Migratory - Offshore - Shipping (SA)	0	F	107
Migratory - Offshore - Shipping (SA)	0	M	113
Albany (C)	0	F	1592
Albany (C)	0	M	1950
Albany (C)	1	F	16599
Albany (C)	1	M	15634
Armadale (C)	0	F	2181
Armadale (C)	0	M	2082
Armadale (C)	1	F	37520
Armadale (C)	1	M	36409
Ashburton (S)	0	F	2864
Ashburton (S)	0	M	16779
Ashburton (S)	1	F	2462
Ashburton (S)	1	M	2759
Augusta-Margaret River (S)	0	F	889
Augusta-Margaret River (S)	0	M	920
Augusta-Margaret River (S)	1	F	6288
Augusta-Margaret River (S)	1	M	6039
Bassendean (T)	0	F	422
Bassendean (T)	0	M	314
Bassendean (T)	1	F	7124
Bassendean (T)	1	M	6943
Bayswater (C)	0	F	2132
Bayswater (C)	0	M	1874
Bayswater (C)	1	F	29963
Bayswater (C)	1	M	29519
Belmont (C)	0	F	2078
Belmont (C)	0	M	2429
Belmont (C)	1	F	17201
Belmont (C)	1	M	17608
Beverley (S)	0	F	90
Beverley (S)	0	M	112
Beverley (S)	1	F	722
Beverley (S)	1	M	739
Boddington (S)	0	F	146
Boddington (S)	0	M	582
Boddington (S)	1	F	767
Boddington (S)	1	M	796
Boyup Brook (S)	0	F	78
Boyup Brook (S)	0	M	61
Boyup Brook (S)	1	F	738
Boyup Brook (S)	1	M	758
Bridgetown-Greenbushes (S)	0	F	191
Bridgetown-Greenbushes (S)	0	M	198
Bridgetown-Greenbushes (S)	1	F	2168
Bridgetown-Greenbushes (S)	1	M	2007
Brookton (S)	0	F	71
Brookton (S)	0	M	76
Brookton (S)	1	F	418
Brookton (S)	1	M	422
Broome (S)	0	F	4335
Broome (S)	0	M	4403
Broome (S)	1	F	7106
Broome (S)	1	M	6922
Broomehill-Tambellup (S)	0	F	64
Broomehill-Tambellup (S)	0	M	74
Broomehill-Tambellup (S)	1	F	473
Broomehill-Tambellup (S)	1	M	481
Bruce Rock (S)	0	F	47
Bruce Rock (S)	0	M	45
Bruce Rock (S)	1	F	399
Bruce Rock (S)	1	M	424
Bunbury (C)	0	F	1491
Bunbury (C)	0	M	1760
Bunbury (C)	1	F	14550
Bunbury (C)	1	M	13477
Busselton (C)	0	F	1957
Busselton (C)	0	M	1728
Busselton (C)	1	F	16630
Busselton (C)	1	M	15410
Cambridge (T)	0	F	1123
Cambridge (T)	0	M	870
Cambridge (T)	1	F	12550
Cambridge (T)	1	M	12010
Canning (C)	0	F	2047
Canning (C)	0	M	1979
Canning (C)	1	F	42315
Canning (C)	1	M	42293
Capel (S)	0	F	484
Capel (S)	0	M	447
Capel (S)	1	F	8055
Capel (S)	1	M	7521
Carnamah (S)	0	F	46
Carnamah (S)	0	M	75
Carnamah (S)	1	F	218
Carnamah (S)	1	M	255
Carnarvon (S)	0	F	1634
Carnarvon (S)	0	M	1935
Carnarvon (S)	1	F	2193
Carnarvon (S)	1	M	2318
Chapman Valley (S)	0	F	98
Chapman Valley (S)	0	M	98
Chapman Valley (S)	1	F	620
Chapman Valley (S)	1	M	601
Chittering (S)	0	F	236
Chittering (S)	0	M	236
Chittering (S)	1	F	2418
Chittering (S)	1	M	2401
Claremont (T)	0	F	567
Claremont (T)	0	M	625
Claremont (T)	1	F	4561
Claremont (T)	1	M	4160
Cockburn (C)	0	F	3025
Cockburn (C)	0	M	2956
Cockburn (C)	1	F	49359
Cockburn (C)	1	M	47139
Collie (S)	0	F	336
Collie (S)	0	M	382
Collie (S)	1	F	3933
Collie (S)	1	M	3909
Coolgardie (S)	0	F	264
Coolgardie (S)	0	M	853
Coolgardie (S)	1	F	1437
Coolgardie (S)	1	M	1543
Coorow (S)	0	F	58
Coorow (S)	0	M	70
Coorow (S)	1	F	408
Coorow (S)	1	M	482
Corrigin (S)	0	F	61
Corrigin (S)	0	M	62
Corrigin (S)	1	F	464
Corrigin (S)	1	M	492
Cottesloe (T)	0	F	295
Cottesloe (T)	0	M	250
Cottesloe (T)	1	F	3487
Cottesloe (T)	1	M	3315
Cranbrook (S)	0	F	48
Cranbrook (S)	0	M	69
Cranbrook (S)	1	F	448
Cranbrook (S)	1	M	459
Cuballing (S)	0	F	46
Cuballing (S)	0	M	56
Cuballing (S)	1	F	339
Cuballing (S)	1	M	360
Cue (S)	0	F	93
Cue (S)	0	M	154
Cue (S)	1	F	58
Cue (S)	1	M	69
Cunderdin (S)	0	F	82
Cunderdin (S)	0	M	191
Cunderdin (S)	1	F	572
Cunderdin (S)	1	M	623
Dalwallinu (S)	0	F	84
Dalwallinu (S)	0	M	93
Dalwallinu (S)	1	F	566
Dalwallinu (S)	1	M	672
Dandaragan (S)	0	F	255
Dandaragan (S)	0	M	410
Dandaragan (S)	1	F	1311
Dandaragan (S)	1	M	1412
Dardanup (S)	0	F	465
Dardanup (S)	0	M	432
Dardanup (S)	1	F	6487
Dardanup (S)	1	M	6146
Denmark (S)	0	F	393
Denmark (S)	0	M	401
Denmark (S)	1	F	2518
Denmark (S)	1	M	2431
Derby-West Kimberley (S)	0	F	1399
Derby-West Kimberley (S)	0	M	1586
Derby-West Kimberley (S)	1	F	3343
Derby-West Kimberley (S)	1	M	3264
Donnybrook-Balingup (S)	0	F	291
Donnybrook-Balingup (S)	0	M	262
Donnybrook-Balingup (S)	1	F	2580
Donnybrook-Balingup (S)	1	M	2495
Dowerin (S)	0	F	25
Dowerin (S)	0	M	27
Dowerin (S)	1	F	315
Dowerin (S)	1	M	320
Dumbleyung (S)	0	F	34
Dumbleyung (S)	0	M	51
Dumbleyung (S)	1	F	281
Dumbleyung (S)	1	M	302
Dundas (S)	0	F	335
Dundas (S)	0	M	642
Dundas (S)	1	F	260
Dundas (S)	1	M	296
East Fremantle (T)	0	F	261
East Fremantle (T)	0	M	249
East Fremantle (T)	1	F	3515
East Fremantle (T)	1	M	3180
East Pilbara (S)	0	F	2276
East Pilbara (S)	0	M	10610
East Pilbara (S)	1	F	2422
East Pilbara (S)	1	M	2495
Esperance (S)	0	F	1079
Esperance (S)	0	M	1184
Esperance (S)	1	F	5954
Esperance (S)	1	M	5889
Exmouth (S)	0	F	1200
Exmouth (S)	0	M	1340
Exmouth (S)	1	F	1166
Exmouth (S)	1	M	1255
Fremantle (C)	0	F	1748
Fremantle (C)	0	M	1738
Fremantle (C)	1	F	13271
Fremantle (C)	1	M	12008
Gingin (S)	0	F	250
Gingin (S)	0	M	295
Gingin (S)	1	F	2214
Gingin (S)	1	M	2287
Gnowangerup (S)	0	F	69
Gnowangerup (S)	0	M	97
Gnowangerup (S)	1	F	486
Gnowangerup (S)	1	M	541
Goomalling (S)	0	F	60
Goomalling (S)	0	M	62
Goomalling (S)	1	F	443
Goomalling (S)	1	M	448
Gosnells (C)	0	F	2448
Gosnells (C)	0	M	3529
Gosnells (C)	1	F	55055
Gosnells (C)	1	M	55201
Greater Geraldton (C)	0	F	1978
Greater Geraldton (C)	0	M	2220
Greater Geraldton (C)	1	F	17523
Greater Geraldton (C)	1	M	16531
Halls Creek (S)	0	F	669
Halls Creek (S)	0	M	736
Halls Creek (S)	1	F	1239
Halls Creek (S)	1	M	1179
Harvey (S)	0	F	915
Harvey (S)	0	M	923
Harvey (S)	1	F	12072
Harvey (S)	1	M	11718
Irwin (S)	0	F	210
Irwin (S)	0	M	274
Irwin (S)	1	F	1633
Irwin (S)	1	M	1563
Jerramungup (S)	0	F	78
Jerramungup (S)	0	M	100
Jerramungup (S)	1	F	417
Jerramungup (S)	1	M	507
Joondalup (C)	0	F	3310
Joondalup (C)	0	M	2728
Joondalup (C)	1	F	73965
Joondalup (C)	1	M	71407
Kalamunda (S)	0	F	1556
Kalamunda (S)	0	M	1539
Kalamunda (S)	1	F	26981
