LGA_NAME16	AgeStudent	students
Maroondah (C)	5-14	12447
Maroondah (C)	15-19	5526
Maroondah (C)	20-24	2724
Maroondah (C)	25+	3821
Melbourne (C)	0-4	652
Melbourne (C)	5-14	3656
Melbourne (C)	15-19	9068
Melbourne (C)	20-24	20899
Melbourne (C)	25+	13791
Melton (C)	0-4	2119
Melton (C)	5-14	19709
Melton (C)	15-19	6885
Melton (C)	20-24	2689
Melton (C)	25+	3914
Mildura (RC)	0-4	686
Mildura (RC)	5-14	6103
Mildura (RC)	15-19	2392
Mildura (RC)	20-24	643
Mildura (RC)	25+	1241
Mitchell (S)	0-4	511
Mitchell (S)	5-14	5000
Mitchell (S)	15-19	2064
Mitchell (S)	20-24	615
Mitchell (S)	25+	1029
Moira (S)	0-4	300
Moira (S)	5-14	3149
Moira (S)	15-19	1184
Moira (S)	20-24	280
Moira (S)	25+	540
Monash (C)	0-4	2211
Monash (C)	5-14	18348
Monash (C)	15-19	11152
Monash (C)	20-24	12538
Monash (C)	25+	9152
Moonee Valley (C)	0-4	1303
Moonee Valley (C)	5-14	11963
Moonee Valley (C)	15-19	5451
Moonee Valley (C)	20-24	3951
Moonee Valley (C)	25+	4811
Moorabool (S)	0-4	387
Moorabool (S)	5-14	4048
Moorabool (S)	15-19	1555
Moorabool (S)	20-24	492
Moorabool (S)	25+	818
Moreland (C)	0-4	1932
Moreland (C)	5-14	14405
Moreland (C)	15-19	5755
Moreland (C)	20-24	6467
Moreland (C)	25+	9775
Mornington Peninsula (S)	0-4	1841
Mornington Peninsula (S)	5-14	17488
Mornington Peninsula (S)	15-19	6764
Mornington Peninsula (S)	20-24	2238
Mornington Peninsula (S)	25+	3509
Mount Alexander (S)	0-4	164
Mount Alexander (S)	5-14	1778
Mount Alexander (S)	15-19	655
Mount Alexander (S)	20-24	162
Mount Alexander (S)	25+	484
Moyne (S)	0-4	183
Moyne (S)	5-14	2130
Moyne (S)	15-19	688
Moyne (S)	20-24	152
Moyne (S)	25+	345
Murrindindi (S)	0-4	135
Murrindindi (S)	5-14	1383
Murrindindi (S)	15-19	495
Murrindindi (S)	20-24	114
Murrindindi (S)	25+	272
Nillumbik (S)	0-4	841
Nillumbik (S)	5-14	8308
Nillumbik (S)	15-19	3910
Nillumbik (S)	20-24	1820
Nillumbik (S)	25+	1678
Northern Grampians (S)	0-4	92
Northern Grampians (S)	5-14	1088
Northern Grampians (S)	15-19	464
Northern Grampians (S)	20-24	59
Northern Grampians (S)	25+	181
Port Phillip (C)	0-4	1027
Port Phillip (C)	5-14	6174
Port Phillip (C)	15-19	2352
Port Phillip (C)	20-24	2746
Port Phillip (C)	25+	5727
Pyrenees (S)	0-4	66
Pyrenees (S)	5-14	713
Pyrenees (S)	15-19	240
Pyrenees (S)	20-24	53
Pyrenees (S)	25+	114
Queenscliffe (B)	0-4	24
Queenscliffe (B)	5-14	228
Queenscliffe (B)	15-19	117
Queenscliffe (B)	20-24	39
Queenscliffe (B)	25+	61
South Gippsland (S)	0-4	300
South Gippsland (S)	5-14	3158
South Gippsland (S)	15-19	1182
South Gippsland (S)	20-24	252
South Gippsland (S)	25+	561
Southern Grampians (S)	0-4	202
Southern Grampians (S)	5-14	1746
Southern Grampians (S)	15-19	713
Southern Grampians (S)	20-24	126
Southern Grampians (S)	25+	275
Stonnington (C)	0-4	1102
Stonnington (C)	5-14	7830
Stonnington (C)	15-19	4048
Stonnington (C)	20-24	5490
Stonnington (C)	25+	5640
Strathbogie (S)	0-4	99
Strathbogie (S)	5-14	960
Strathbogie (S)	15-19	343
Strathbogie (S)	20-24	77
Strathbogie (S)	25+	194
Surf Coast (S)	0-4	425
Surf Coast (S)	5-14	3893
Surf Coast (S)	15-19	1350
Surf Coast (S)	20-24	497
Surf Coast (S)	25+	830
Swan Hill (RC)	0-4	226
Swan Hill (RC)	5-14	2224
Swan Hill (RC)	15-19	852
Swan Hill (RC)	20-24	210
Swan Hill (RC)	25+	426
Towong (S)	0-4	43
Towong (S)	5-14	605
Towong (S)	15-19	250
Towong (S)	20-24	47
Towong (S)	25+	112
Wangaratta (RC)	0-4	269
Wangaratta (RC)	5-14	3247
Wangaratta (RC)	15-19	1160
Wangaratta (RC)	20-24	280
Wangaratta (RC)	25+	612
Warrnambool (C)	0-4	283
Warrnambool (C)	5-14	3796
Warrnambool (C)	15-19	1579
Warrnambool (C)	20-24	542
Warrnambool (C)	25+	920
Wellington (S)	0-4	473
Wellington (S)	5-14	4666
Wellington (S)	15-19	1793
Wellington (S)	20-24	370
Wellington (S)	25+	897
West Wimmera (S)	0-4	38
West Wimmera (S)	5-14	429
West Wimmera (S)	15-19	153
West Wimmera (S)	20-24	34
West Wimmera (S)	25+	60
Whitehorse (C)	0-4	2219
Whitehorse (C)	5-14	17507
Whitehorse (C)	15-19	9190
Whitehorse (C)	20-24	8331
Whitehorse (C)	25+	7865
Whittlesea (C)	0-4	2909
Whittlesea (C)	5-14	23747
Whittlesea (C)	15-19	9225
Whittlesea (C)	20-24	5663
Whittlesea (C)	25+	7041
Wodonga (C)	0-4	614
Wodonga (C)	5-14	4878
Wodonga (C)	15-19	1893
Wodonga (C)	20-24	719
Wodonga (C)	25+	1413
Wyndham (C)	0-4	3424
Wyndham (C)	5-14	29256
Wyndham (C)	15-19	10034
Wyndham (C)	20-24	5028
Wyndham (C)	25+	8576
Yarra (C)	0-4	759
Yarra (C)	5-14	4999
Yarra (C)	15-19	2181
Yarra (C)	20-24	3337
Yarra (C)	25+	6493
Yarra Ranges (S)	0-4	2049
Yarra Ranges (S)	5-14	17928
Yarra Ranges (S)	15-19	7673
Yarra Ranges (S)	20-24	2873
Yarra Ranges (S)	25+	4121
Yarriambiack (S)	0-4	51
Yarriambiack (S)	5-14	684
Yarriambiack (S)	15-19	266
Yarriambiack (S)	20-24	48
Yarriambiack (S)	25+	108
Unincorporated Vic	0-4	6
Unincorporated Vic	5-14	72
Unincorporated Vic	15-19	8
Unincorporated Vic	20-24	9
Unincorporated Vic	25+	25
No usual address (Vic.)	0-4	37
No usual address (Vic.)	5-14	259
No usual address (Vic.)	15-19	158
No usual address (Vic.)	20-24	242
No usual address (Vic.)	25+	299
Aurukun (S)	0-4	15
Aurukun (S)	5-14	232
Aurukun (S)	15-19	28
Aurukun (S)	25+	6
Balonne (S)	0-4	47
Balonne (S)	5-14	566
Balonne (S)	15-19	132
Balonne (S)	20-24	19
Balonne (S)	25+	73
Banana (S)	0-4	157
Banana (S)	5-14	1883
Banana (S)	15-19	403
Banana (S)	20-24	100
Banana (S)	25+	308
Barcaldine (R)	0-4	33
Barcaldine (R)	5-14	345
Barcaldine (R)	15-19	60
Barcaldine (R)	20-24	14
Barcaldine (R)	25+	55
Barcoo (S)	5-14	24
Barcoo (S)	15-19	3
Barcoo (S)	25+	4
Blackall-Tambo (R)	0-4	21
Blackall-Tambo (R)	5-14	195
Blackall-Tambo (R)	15-19	47
Blackall-Tambo (R)	20-24	6
Blackall-Tambo (R)	25+	36
Boulia (S)	0-4	3
Boulia (S)	5-14	50
Boulia (S)	15-19	3
Boulia (S)	20-24	3
Boulia (S)	25+	6
Brisbane (C)	0-4	11965
Brisbane (C)	5-14	122486
Brisbane (C)	15-19	55946
Brisbane (C)	20-24	46915
Brisbane (C)	25+	58747
Bulloo (S)	0-4	4
Bulloo (S)	5-14	34
Bulloo (S)	15-19	7
Bulloo (S)	25+	10
Bundaberg (R)	0-4	808
Bundaberg (R)	5-14	10606
Bundaberg (R)	15-19	3438
Bundaberg (R)	20-24	779
Bundaberg (R)	25+	2361
Burdekin (S)	0-4	144
Burdekin (S)	5-14	1923
Burdekin (S)	15-19	650
Burdekin (S)	20-24	108
Burdekin (S)	25+	247
Burke (S)	0-4	3
Burke (S)	5-14	22
Burke (S)	25+	3
Cairns (R)	0-4	1561
Cairns (R)	5-14	19342
Cairns (R)	15-19	6218
Cairns (R)	20-24	2024
Cairns (R)	25+	5945
Carpentaria (S)	0-4	16
Carpentaria (S)	5-14	232
Carpentaria (S)	15-19	19
Carpentaria (S)	20-24	9
Carpentaria (S)	25+	38
Cassowary Coast (R)	0-4	180
Cassowary Coast (R)	5-14	3118
Cassowary Coast (R)	15-19	896
Cassowary Coast (R)	20-24	156
Cassowary Coast (R)	25+	539
Central Highlands (R) (Qld)	0-4	386
Central Highlands (R) (Qld)	5-14	3807
Central Highlands (R) (Qld)	15-19	875
Central Highlands (R) (Qld)	20-24	172
Central Highlands (R) (Qld)	25+	702
Charters Towers (R)	0-4	102
Charters Towers (R)	5-14	1676
Charters Towers (R)	15-19	549
Charters Towers (R)	20-24	53
Charters Towers (R)	25+	231
Cherbourg (S)	0-4	30
Cherbourg (S)	5-14	264
Cherbourg (S)	15-19	53
Cherbourg (S)	20-24	3
Cherbourg (S)	25+	10
Cloncurry (S)	0-4	21
Cloncurry (S)	5-14	300
Cloncurry (S)	15-19	52
Cloncurry (S)	20-24	15
Cloncurry (S)	25+	70
Cook (S)	0-4	36
Cook (S)	5-14	428
Cook (S)	15-19	77
Cook (S)	20-24	17
Cook (S)	25+	75
Croydon (S)	5-14	37
Croydon (S)	25+	6
Diamantina (S)	0-4	3
Diamantina (S)	5-14	23
Diamantina (S)	15-19	9
Diamantina (S)	20-24	9
Diamantina (S)	25+	11
Doomadgee (S)	0-4	37
Doomadgee (S)	5-14	346
Doomadgee (S)	15-19	42
Doomadgee (S)	25+	7
Douglas (S)	0-4	101
Douglas (S)	5-14	1082
Douglas (S)	15-19	278
Douglas (S)	20-24	53
Douglas (S)	25+	250
Etheridge (S)	0-4	9
Etheridge (S)	5-14	75
Etheridge (S)	15-19	10
Etheridge (S)	20-24	3
Etheridge (S)	25+	13
Flinders (S) (Qld)	0-4	14
Flinders (S) (Qld)	5-14	134
Flinders (S) (Qld)	15-19	31
Flinders (S) (Qld)	20-24	7
Flinders (S) (Qld)	25+	19
Fraser Coast (R)	0-4	850
Fraser Coast (R)	5-14	10878
Fraser Coast (R)	15-19	3461
Fraser Coast (R)	20-24	636
Fraser Coast (R)	25+	2419
Gladstone (R)	0-4	682
Gladstone (R)	5-14	8465
Gladstone (R)	15-19	2359
Gladstone (R)	20-24	520
Gladstone (R)	25+	1698
Gold Coast (C)	0-4	6721
Gold Coast (C)	5-14	61729
Gold Coast (C)	15-19	24087
Gold Coast (C)	20-24	12855
Gold Coast (C)	25+	20273
Goondiwindi (R)	0-4	104
Goondiwindi (R)	5-14	1321
Goondiwindi (R)	15-19	336
Goondiwindi (R)	20-24	70
Goondiwindi (R)	25+	201
Gympie (R)	0-4	407
Gympie (R)	5-14	5721
Gympie (R)	15-19	1728
Gympie (R)	20-24	317
Gympie (R)	25+	1110
Hinchinbrook (S)	0-4	69
Hinchinbrook (S)	5-14	1109
Hinchinbrook (S)	15-19	414
Hinchinbrook (S)	20-24	69
Hinchinbrook (S)	25+	147
Hope Vale (S)	0-4	20
Hope Vale (S)	5-14	144
Hope Vale (S)	15-19	17
Hope Vale (S)	20-24	3
Hope Vale (S)	25+	13
Ipswich (C)	0-4	2425
Ipswich (C)	5-14	26938
Ipswich (C)	15-19	8737
Ipswich (C)	20-24	3106
Ipswich (C)	25+	6820
Isaac (R)	0-4	288
Isaac (R)	5-14	2845
Isaac (R)	15-19	578
Isaac (R)	20-24	109
Isaac (R)	25+	531
Kowanyama (S)	0-4	3
Kowanyama (S)	5-14	156
Kowanyama (S)	15-19	22
Kowanyama (S)	25+	10
Livingstone (S)	0-4	292
Livingstone (S)	5-14	4384
Livingstone (S)	15-19	1541
Livingstone (S)	20-24	350
Livingstone (S)	25+	814
Lockhart River (S)	0-4	11
Lockhart River (S)	5-14	84
Lockhart River (S)	15-19	4
Lockhart River (S)	20-24	4
Lockhart River (S)	25+	4
Lockyer Valley (R)	0-4	350
Lockyer Valley (R)	5-14	4713
Lockyer Valley (R)	15-19	1712
Lockyer Valley (R)	20-24	759
Lockyer Valley (R)	25+	1101
Logan (C)	0-4	3716
Logan (C)	5-14	40824
Logan (C)	15-19	13881
Logan (C)	20-24	4721
Logan (C)	25+	9214
Longreach (R)	0-4	37
Longreach (R)	5-14	395
Longreach (R)	15-19	116
Longreach (R)	20-24	44
Longreach (R)	25+	92
Mackay (R)	0-4	1212
Mackay (R)	5-14	14625
Mackay (R)	15-19	4567
Mackay (R)	20-24	1132
Mackay (R)	25+	3002
McKinlay (S)	0-4	5
McKinlay (S)	5-14	73
McKinlay (S)	15-19	8
McKinlay (S)	25+	18
Mapoon (S)	0-4	9
Mapoon (S)	5-14	43
Mapoon (S)	15-19	5
Mapoon (S)	20-24	3
Mapoon (S)	25+	3
Maranoa (R)	0-4	146
Maranoa (R)	5-14	1522
Maranoa (R)	15-19	374
Maranoa (R)	20-24	96
Maranoa (R)	25+	301
Mareeba (S)	0-4	153
Mareeba (S)	5-14	2385
Mareeba (S)	15-19	711
Mareeba (S)	20-24	107
Mareeba (S)	25+	425
Moreton Bay (R)	0-4	4976
Moreton Bay (R)	5-14	56255
Moreton Bay (R)	15-19	18828
Moreton Bay (R)	20-24	6033
Moreton Bay (R)	25+	12524
Mornington (S)	0-4	18
Mornington (S)	5-14	215
Mornington (S)	15-19	16
Mornington (S)	20-24	3
Mornington (S)	25+	13
Mount Isa (C)	0-4	222
Mount Isa (C)	5-14	2342
Mount Isa (C)	15-19	568
Mount Isa (C)	20-24	131
Mount Isa (C)	25+	638
Murweh (S)	0-4	38
Murweh (S)	5-14	502
Murweh (S)	15-19	117
Murweh (S)	20-24	30
Murweh (S)	25+	85
Napranum (S)	0-4	24
Napranum (S)	5-14	155
Napranum (S)	15-19	33
Napranum (S)	20-24	3
Napranum (S)	25+	10
Noosa (S)	0-4	446
Noosa (S)	5-14	5751
Noosa (S)	15-19	1999
Noosa (S)	20-24	425
Noosa (S)	25+	1352
North Burnett (R)	0-4	62
North Burnett (R)	5-14	1132
North Burnett (R)	15-19	309
North Burnett (R)	20-24	44
North Burnett (R)	25+	136
Northern Peninsula Area (R)	0-4	70
Northern Peninsula Area (R)	5-14	576
Northern Peninsula Area (R)	15-19	116
Northern Peninsula Area (R)	20-24	9
Northern Peninsula Area (R)	25+	69
Palm Island (S)	0-4	36
Palm Island (S)	5-14	411
Palm Island (S)	15-19	57
Palm Island (S)	20-24	3
Palm Island (S)	25+	18
Paroo (S)	0-4	12
Paroo (S)	5-14	159
Paroo (S)	15-19	31
Paroo (S)	20-24	15
Paroo (S)	25+	26
Pormpuraaw (S)	0-4	20
Pormpuraaw (S)	5-14	109
Pormpuraaw (S)	15-19	13
Pormpuraaw (S)	25+	3
Quilpie (S)	0-4	8
Quilpie (S)	5-14	110
Quilpie (S)	15-19	9
Quilpie (S)	20-24	12
Quilpie (S)	25+	23
Redland (C)	0-4	1505
Redland (C)	5-14	18386
Redland (C)	15-19	7154
Redland (C)	20-24	2287
Redland (C)	25+	3757
Richmond (S)	0-4	9
Richmond (S)	5-14	87
Richmond (S)	15-19	6
Richmond (S)	20-24	8
Richmond (S)	25+	8
Rockhampton (R)	0-4	739
Rockhampton (R)	5-14	10064
Rockhampton (R)	15-19	3514
Rockhampton (R)	20-24	1125
Rockhampton (R)	25+	2485
Scenic Rim (R)	0-4	331
Scenic Rim (R)	5-14	4999
Scenic Rim (R)	15-19	1619
Scenic Rim (R)	20-24	316
Scenic Rim (R)	25+	920
Somerset (R)	0-4	217
Somerset (R)	5-14	3045
Somerset (R)	15-19	873
Somerset (R)	20-24	179
Somerset (R)	25+	520
South Burnett (R)	0-4	258
South Burnett (R)	5-14	3874
South Burnett (R)	15-19	1048
South Burnett (R)	20-24	153
South Burnett (R)	25+	694
Southern Downs (R)	0-4	286
Southern Downs (R)	5-14	4244
Southern Downs (R)	15-19	1371
Southern Downs (R)	20-24	217
Southern Downs (R)	25+	722
Sunshine Coast (R)	0-4	2884
Sunshine Coast (R)	5-14	34979
Sunshine Coast (R)	15-19	12360
Sunshine Coast (R)	20-24	4529
Sunshine Coast (R)	25+	9674
Tablelands (R)	0-4	190
Tablelands (R)	5-14	2809
Tablelands (R)	15-19	836
Tablelands (R)	20-24	123
Tablelands (R)	25+	473
Toowoomba (R)	0-4	1696
Toowoomba (R)	5-14	20440
Toowoomba (R)	15-19	7120
Toowoomba (R)	20-24	2648
Toowoomba (R)	25+	5720
Torres (S)	0-4	73
Torres (S)	5-14	579
Torres (S)	15-19	142
Torres (S)	20-24	16
Torres (S)	25+	113
Torres Strait Island (R)	0-4	112
Torres Strait Island (R)	5-14	897
Torres Strait Island (R)	15-19	106
Torres Strait Island (R)	20-24	25
Torres Strait Island (R)	25+	57
Townsville (C)	0-4	2032
Townsville (C)	5-14	22974
Townsville (C)	15-19	8918
Townsville (C)	20-24	4546
Townsville (C)	25+	7416
Weipa (T)	0-4	41
Weipa (T)	5-14	586
Weipa (T)	15-19	124
Weipa (T)	20-24	19
Weipa (T)	25+	105
Western Downs (R)	0-4	378
Western Downs (R)	5-14	4344
Western Downs (R)	15-19	1240
Western Downs (R)	20-24	227
Western Downs (R)	25+	683
Whitsunday (R)	0-4	312
Whitsunday (R)	5-14	3530
Whitsunday (R)	15-19	909
Whitsunday (R)	20-24	205
Whitsunday (R)	25+	719
Winton (S)	0-4	8
Winton (S)	5-14	106
Winton (S)	15-19	20
Winton (S)	20-24	11
Winton (S)	25+	27
Woorabinda (S)	0-4	9
Woorabinda (S)	5-14	184
Woorabinda (S)	15-19	35
Woorabinda (S)	25+	5
Wujal Wujal (S)	0-4	3
Wujal Wujal (S)	5-14	31
Wujal Wujal (S)	15-19	3
Yarrabah (S)	0-4	43
Yarrabah (S)	5-14	546
Yarrabah (S)	15-19	100
Yarrabah (S)	20-24	10
Yarrabah (S)	25+	26
No usual address (Qld)	0-4	25
No usual address (Qld)	5-14	353
No usual address (Qld)	15-19	131
No usual address (Qld)	20-24	169
No usual address (Qld)	25+	295
Migratory - Offshore - Shipping (Qld)	5-14	4
Migratory - Offshore - Shipping (Qld)	15-19	7
Migratory - Offshore - Shipping (Qld)	25+	3
Adelaide (C)	0-4	85
Adelaide (C)	5-14	639
Adelaide (C)	15-19	1367
Adelaide (C)	20-24	3569
Adelaide (C)	25+	2088
Adelaide Hills (DC)	0-4	439
Adelaide Hills (DC)	5-14	5032
Adelaide Hills (DC)	15-19	2163
Adelaide Hills (DC)	20-24	874
Adelaide Hills (DC)	25+	1129
Alexandrina (DC)	0-4	194
Alexandrina (DC)	5-14	2630
Alexandrina (DC)	15-19	934
Alexandrina (DC)	20-24	217
Alexandrina (DC)	25+	537
Anangu Pitjantjatjara (AC)	0-4	33
Anangu Pitjantjatjara (AC)	5-14	303
Anangu Pitjantjatjara (AC)	15-19	68
Anangu Pitjantjatjara (AC)	20-24	25
Anangu Pitjantjatjara (AC)	25+	47
Barossa (DC)	0-4	257
Barossa (DC)	5-14	2866
Barossa (DC)	15-19	1073
Barossa (DC)	20-24	248
Barossa (DC)	25+	544
Barunga West (DC)	0-4	21
Barunga West (DC)	5-14	208
Barunga West (DC)	15-19	70
Barunga West (DC)	20-24	9
Barunga West (DC)	25+	34
Berri and Barmera (DC)	0-4	89
Berri and Barmera (DC)	5-14	1190
Berri and Barmera (DC)	15-19	440
Berri and Barmera (DC)	20-24	61
Berri and Barmera (DC)	25+	206
Burnside (C)	0-4	518
Burnside (C)	5-14	5307
Burnside (C)	15-19	2818
Burnside (C)	20-24	1671
Burnside (C)	25+	1852
Campbelltown (C) (SA)	0-4	534
Campbelltown (C) (SA)	5-14	5206
Campbelltown (C) (SA)	15-19	2586
Campbelltown (C) (SA)	20-24	1662
Campbelltown (C) (SA)	25+	2093
Ceduna (DC)	0-4	46
Ceduna (DC)	5-14	376
Ceduna (DC)	15-19	126
Ceduna (DC)	20-24	21
Ceduna (DC)	25+	66
Charles Sturt (C)	0-4	1062
Charles Sturt (C)	5-14	10528
Charles Sturt (C)	15-19	4953
Charles Sturt (C)	20-24	3249
Charles Sturt (C)	25+	4347
Clare and Gilbert Valleys (DC)	0-4	113
Clare and Gilbert Valleys (DC)	5-14	1053
Clare and Gilbert Valleys (DC)	15-19	339
Clare and Gilbert Valleys (DC)	20-24	52
Clare and Gilbert Valleys (DC)	25+	178
Cleve (DC)	0-4	24
Cleve (DC)	5-14	212
Cleve (DC)	15-19	78
Cleve (DC)	20-24	5
Cleve (DC)	25+	29
Coober Pedy (DC)	0-4	20
Coober Pedy (DC)	5-14	131
Coober Pedy (DC)	15-19	31
Coober Pedy (DC)	20-24	9
Coober Pedy (DC)	25+	56
Copper Coast (DC)	0-4	110
Copper Coast (DC)	5-14	1377
Copper Coast (DC)	15-19	496
Copper Coast (DC)	20-24	64
Copper Coast (DC)	25+	211
Elliston (DC)	0-4	9
Elliston (DC)	5-14	134
Elliston (DC)	15-19	22
Elliston (DC)	20-24	4
Elliston (DC)	25+	18
Flinders Ranges (DC)	0-4	12
Flinders Ranges (DC)	5-14	145
Flinders Ranges (DC)	15-19	55
Flinders Ranges (DC)	20-24	6
Flinders Ranges (DC)	25+	35
Franklin Harbour (DC)	0-4	4
Franklin Harbour (DC)	5-14	133
Franklin Harbour (DC)	15-19	29
Franklin Harbour (DC)	20-24	4
Franklin Harbour (DC)	25+	13
Gawler (T)	0-4	227
Gawler (T)	5-14	2517
Gawler (T)	15-19	1060
Gawler (T)	20-24	406
Gawler (T)	25+	665
Goyder (DC)	0-4	37
Goyder (DC)	5-14	454
Goyder (DC)	15-19	155
Goyder (DC)	20-24	30
Goyder (DC)	25+	69
Grant (DC)	0-4	70
Grant (DC)	5-14	1029
Grant (DC)	15-19	350
Grant (DC)	20-24	66
Grant (DC)	25+	150
Holdfast Bay (C)	0-4	312
Holdfast Bay (C)	5-14	3068
Holdfast Bay (C)	15-19	1491
Holdfast Bay (C)	20-24	1030
Holdfast Bay (C)	25+	1393
Kangaroo Island (DC)	0-4	41
Kangaroo Island (DC)	5-14	465
Kangaroo Island (DC)	15-19	141
Kangaroo Island (DC)	20-24	16
Kangaroo Island (DC)	25+	72
Karoonda East Murray (DC)	0-4	10
Karoonda East Murray (DC)	5-14	137
Karoonda East Murray (DC)	15-19	45
Karoonda East Murray (DC)	20-24	3
Karoonda East Murray (DC)	25+	13
Kimba (DC)	0-4	19
Kimba (DC)	5-14	137
Kimba (DC)	15-19	20
Kimba (DC)	20-24	5
Kimba (DC)	25+	12
Kingston (DC) (SA)	0-4	12
Kingston (DC) (SA)	5-14	219
Kingston (DC) (SA)	15-19	73
Kingston (DC) (SA)	20-24	13
Kingston (DC) (SA)	25+	24
Light (RegC)	0-4	152
Light (RegC)	5-14	2165
Light (RegC)	15-19	790
Light (RegC)	20-24	269
Light (RegC)	25+	354
Lower Eyre Peninsula (DC)	0-4	45
Lower Eyre Peninsula (DC)	5-14	690
Lower Eyre Peninsula (DC)	15-19	213
Lower Eyre Peninsula (DC)	20-24	21
Lower Eyre Peninsula (DC)	25+	98
Loxton Waikerie (DC)	0-4	101
Loxton Waikerie (DC)	5-14	1264
Loxton Waikerie (DC)	15-19	513
Loxton Waikerie (DC)	20-24	73
Loxton Waikerie (DC)	25+	178
Mallala (DC)	0-4	83
Mallala (DC)	5-14	1091
Mallala (DC)	15-19	400
Mallala (DC)	20-24	102
Mallala (DC)	25+	179
Marion (C)	0-4	911
Marion (C)	5-14	8583
Marion (C)	15-19	4029
Marion (C)	20-24	2897
Marion (C)	25+	4247
Mid Murray (DC)	0-4	53
Mid Murray (DC)	5-14	696
Mid Murray (DC)	15-19	296
Mid Murray (DC)	20-24	59
Mid Murray (DC)	25+	127
Mitcham (C)	0-4	749
Mitcham (C)	5-14	7641
Mitcham (C)	15-19	3653
Mitcham (C)	20-24	2386
Mitcham (C)	25+	3151
Mount Barker (DC)	0-4	351
Mount Barker (DC)	5-14	4256
Mount Barker (DC)	15-19	1747
Mount Barker (DC)	20-24	660
Mount Barker (DC)	25+	1096
Mount Gambier (C)	0-4	279
Mount Gambier (C)	5-14	3233
Mount Gambier (C)	15-19	1170
Mount Gambier (C)	20-24	300
Mount Gambier (C)	25+	671
Mount Remarkable (DC)	0-4	18
Mount Remarkable (DC)	5-14	265
Mount Remarkable (DC)	15-19	120
Mount Remarkable (DC)	20-24	17
Mount Remarkable (DC)	25+	51
Murray Bridge (RC)	0-4	197
Murray Bridge (RC)	5-14	2158
Murray Bridge (RC)	15-19	868
Murray Bridge (RC)	20-24	262
Murray Bridge (RC)	25+	439
Naracoorte and Lucindale (DC)	0-4	95
Naracoorte and Lucindale (DC)	5-14	1029
Naracoorte and Lucindale (DC)	15-19	302
Naracoorte and Lucindale (DC)	20-24	52
Naracoorte and Lucindale (DC)	25+	161
Northern Areas (DC)	0-4	43
Northern Areas (DC)	5-14	471
Northern Areas (DC)	15-19	151
Northern Areas (DC)	20-24	19
Northern Areas (DC)	25+	77
Norwood Payneham St Peters (C)	0-4	376
Norwood Payneham St Peters (C)	5-14	3173
Norwood Payneham St Peters (C)	15-19	1683
Norwood Payneham St Peters (C)	20-24	1582
Norwood Payneham St Peters (C)	25+	2045
Onkaparinga (C)	0-4	1721
Onkaparinga (C)	5-14	19311
Onkaparinga (C)	15-19	7869
Onkaparinga (C)	20-24	3105
Onkaparinga (C)	25+	5206
Orroroo/Carrieton (DC)	0-4	3
Orroroo/Carrieton (DC)	5-14	97
Orroroo/Carrieton (DC)	15-19	23
Orroroo/Carrieton (DC)	20-24	5
Orroroo/Carrieton (DC)	25+	12
Peterborough (DC)	0-4	10
Peterborough (DC)	5-14	138
Peterborough (DC)	15-19	54
Peterborough (DC)	20-24	4
Peterborough (DC)	25+	36
Playford (C)	0-4	1175
Playford (C)	5-14	11322
Playford (C)	15-19	4175
Playford (C)	20-24	1596
Playford (C)	25+	3029
Port Adelaide Enfield (C)	0-4	1280
Port Adelaide Enfield (C)	5-14	11696
Port Adelaide Enfield (C)	15-19	5316
Port Adelaide Enfield (C)	20-24	3481
Port Adelaide Enfield (C)	25+	5783
Port Augusta (C)	0-4	165
Port Augusta (C)	5-14	1503
Port Augusta (C)	15-19	459
Port Augusta (C)	20-24	91
Port Augusta (C)	25+	211
Port Lincoln (C)	0-4	148
Port Lincoln (C)	5-14	1577
Port Lincoln (C)	15-19	573
Port Lincoln (C)	20-24	92
Port Lincoln (C)	25+	313
Port Pirie City and Dists (M)	0-4	156
Port Pirie City and Dists (M)	5-14	1937
Port Pirie City and Dists (M)	15-19	801
Port Pirie City and Dists (M)	20-24	126
Port Pirie City and Dists (M)	25+	308
Prospect (C)	0-4	252
Prospect (C)	5-14	2165
Prospect (C)	15-19	922
Prospect (C)	20-24	885
Prospect (C)	25+	1004
Renmark Paringa (DC)	0-4	87
Renmark Paringa (DC)	5-14	1026
Renmark Paringa (DC)	15-19	363
Renmark Paringa (DC)	20-24	67
Renmark Paringa (DC)	25+	184
Robe (DC)	0-4	10
Robe (DC)	5-14	127
Robe (DC)	15-19	37
Robe (DC)	20-24	11
Robe (DC)	25+	19
Roxby Downs (M)	0-4	50
Roxby Downs (M)	5-14	559
Roxby Downs (M)	15-19	88
Roxby Downs (M)	20-24	30
Roxby Downs (M)	25+	164
Salisbury (C)	0-4	1484
Salisbury (C)	5-14	16070
Salisbury (C)	15-19	6426
Salisbury (C)	20-24	3348
Salisbury (C)	25+	5429
Southern Mallee (DC)	0-4	12
Southern Mallee (DC)	5-14	222
Southern Mallee (DC)	15-19	57
Southern Mallee (DC)	20-24	6
Southern Mallee (DC)	25+	25
Streaky Bay (DC)	0-4	27
Streaky Bay (DC)	5-14	266
Streaky Bay (DC)	15-19	47
Streaky Bay (DC)	20-24	11
Streaky Bay (DC)	25+	33
Tatiara (DC)	0-4	57
Tatiara (DC)	5-14	814
Tatiara (DC)	15-19	269
Tatiara (DC)	20-24	43
Tatiara (DC)	25+	107
Tea Tree Gully (C)	0-4	960
