POA_CODE_2016	AgeChild	CoupleFamily	ParentsBornAus	children
POA2280	21-24	0	Neither	3
POA2280	21-24	1	Both	103
POA2280	21-24	1	Father only	3
POA2280	21-24	1	Mother only	10
POA2280	21-24	1	Neither	7
POA2281	0-4	0		3
POA2281	0-4	0	Both	113
POA2281	0-4	0	Mother only	3
POA2281	0-4	1		8
POA2281	0-4	1	Both	472
POA2281	0-4	1	Father only	37
POA2281	0-4	1	Mother only	30
POA2281	0-4	1	Neither	15
POA2281	5-9	0		6
POA2281	5-9	0	Both	143
POA2281	5-9	0	Father only	9
POA2281	5-9	0	Mother only	7
POA2281	5-9	0	Neither	4
POA2281	5-9	1		3
POA2281	5-9	1	Both	463
POA2281	5-9	1	Father only	41
POA2281	5-9	1	Mother only	39
POA2281	5-9	1	Neither	24
POA2281	10-12	0	Both	76
POA2281	10-12	0	Father only	4
POA2281	10-12	0	Mother only	4
POA2281	10-12	0	Neither	3
POA2281	10-12	1	Both	286
POA2281	10-12	1	Father only	28
POA2281	10-12	1	Mother only	25
POA2281	10-12	1	Neither	11
POA2281	13-14	0		4
POA2281	13-14	0	Both	75
POA2281	13-14	0	Father only	3
POA2281	13-14	0	Mother only	3
POA2281	13-14	1	Both	171
POA2281	13-14	1	Father only	11
POA2281	13-14	1	Mother only	12
POA2281	13-14	1	Neither	8
POA2281	15-17	0		3
POA2281	15-17	0	Both	83
POA2281	15-17	0	Father only	4
POA2281	15-17	0	Mother only	16
POA2281	15-17	0	Neither	6
POA2281	15-17	1		3
POA2281	15-17	1	Both	257
POA2281	15-17	1	Father only	26
POA2281	15-17	1	Mother only	21
POA2281	15-17	1	Neither	9
POA2281	18-20	0	Both	27
POA2281	18-20	0	Father only	4
POA2281	18-20	0	Mother only	7
POA2281	18-20	1	Both	86
POA2281	18-20	1	Father only	8
POA2281	18-20	1	Mother only	9
POA2281	21-24	0	Both	13
POA2281	21-24	1	Both	50
POA2281	21-24	1	Father only	3
POA2281	21-24	1	Mother only	5
POA2281	21-24	1	Neither	3
POA2282	0-4	0	Both	74
POA2282	0-4	0	Father only	6
POA2282	0-4	0	Mother only	9
POA2282	0-4	1	Both	506
POA2282	0-4	1	Father only	60
POA2282	0-4	1	Mother only	58
POA2282	0-4	1	Neither	33
POA2282	5-9	0	Both	112
POA2282	5-9	0	Father only	6
POA2282	5-9	0	Mother only	12
POA2282	5-9	0	Neither	3
POA2282	5-9	1	Both	555
POA2282	5-9	1	Father only	54
POA2282	5-9	1	Mother only	74
POA2282	5-9	1	Neither	43
POA2282	10-12	0		3
POA2282	10-12	0	Both	102
POA2282	10-12	0	Father only	3
POA2282	10-12	0	Mother only	7
POA2282	10-12	0	Neither	4
POA2282	10-12	1	Both	356
POA2282	10-12	1	Father only	25
POA2282	10-12	1	Mother only	41
POA2282	10-12	1	Neither	35
POA2282	13-14	0	Both	65
POA2282	13-14	0	Father only	3
POA2282	13-14	0	Mother only	11
POA2282	13-14	1	Both	262
POA2282	13-14	1	Father only	18
POA2282	13-14	1	Mother only	22
POA2282	13-14	1	Neither	19
POA2282	15-17	0	Both	89
POA2282	15-17	0	Father only	9
POA2282	15-17	0	Mother only	7
POA2282	15-17	0	Neither	9
POA2282	15-17	1	Both	352
POA2282	15-17	1	Father only	26
POA2282	15-17	1	Mother only	26
POA2282	15-17	1	Neither	27
POA2282	18-20	0	Both	23
POA2282	18-20	0	Father only	4
POA2282	18-20	0	Mother only	3
POA2282	18-20	1	Both	148
POA2282	18-20	1	Father only	6
POA2282	18-20	1	Mother only	23
POA2282	18-20	1	Neither	22
POA2282	21-24	0	Both	11
POA2282	21-24	0	Father only	4
POA2282	21-24	0	Mother only	3
POA2282	21-24	1	Both	63
POA2282	21-24	1	Father only	3
POA2282	21-24	1	Mother only	10
POA2282	21-24	1	Neither	12
POA2283	0-4	0		9
POA2283	0-4	0	Both	224
POA2283	0-4	0	Father only	7
POA2283	0-4	0	Mother only	18
POA2283	0-4	0	Neither	3
POA2283	0-4	1		3
POA2283	0-4	1	Both	769
POA2283	0-4	1	Father only	52
POA2283	0-4	1	Mother only	45
POA2283	0-4	1	Neither	35
POA2283	5-9	0		10
POA2283	5-9	0	Both	264
POA2283	5-9	0	Father only	14
POA2283	5-9	0	Mother only	27
POA2283	5-9	0	Neither	4
POA2283	5-9	1	Both	690
POA2283	5-9	1	Father only	52
POA2283	5-9	1	Mother only	45
POA2283	5-9	1	Neither	41
POA2283	10-12	0		9
POA2283	10-12	0	Both	187
POA2283	10-12	0	Father only	12
POA2283	10-12	0	Mother only	18
POA2283	10-12	0	Neither	11
POA2283	10-12	1	Both	469
POA2283	10-12	1	Father only	30
POA2283	10-12	1	Mother only	38
POA2283	10-12	1	Neither	28
POA2283	13-14	0		4
POA2283	13-14	0	Both	131
POA2283	13-14	0	Father only	11
POA2283	13-14	0	Mother only	11
POA2283	13-14	0	Neither	9
POA2283	13-14	1		3
POA2283	13-14	1	Both	281
POA2283	13-14	1	Father only	22
POA2283	13-14	1	Mother only	29
POA2283	13-14	1	Neither	20
POA2283	15-17	0		5
POA2283	15-17	0	Both	171
POA2283	15-17	0	Father only	8
POA2283	15-17	0	Mother only	18
POA2283	15-17	0	Neither	10
POA2283	15-17	1		3
POA2283	15-17	1	Both	391
POA2283	15-17	1	Father only	40
POA2283	15-17	1	Mother only	33
POA2283	15-17	1	Neither	21
POA2283	18-20	0	Both	40
POA2283	18-20	0	Neither	3
POA2283	18-20	1	Both	146
POA2283	18-20	1	Father only	20
POA2283	18-20	1	Mother only	10
POA2283	18-20	1	Neither	11
POA2283	21-24	0	Both	10
POA2283	21-24	0	Mother only	3
POA2283	21-24	0	Neither	3
POA2283	21-24	1	Both	48
POA2283	21-24	1	Father only	8
POA2283	21-24	1	Mother only	5
POA2283	21-24	1	Neither	3
POA2284	0-4	0		4
POA2284	0-4	0	Both	88
POA2284	0-4	0	Mother only	15
POA2284	0-4	0	Neither	9
POA2284	0-4	1	Both	369
POA2284	0-4	1	Father only	23
POA2284	0-4	1	Mother only	32
POA2284	0-4	1	Neither	18
POA2284	5-9	0		7
POA2284	5-9	0	Both	148
POA2284	5-9	0	Father only	3
POA2284	5-9	0	Mother only	11
POA2284	5-9	0	Neither	3
POA2284	5-9	1	Both	305
POA2284	5-9	1	Father only	24
POA2284	5-9	1	Mother only	36
POA2284	5-9	1	Neither	21
POA2284	10-12	0	Both	91
POA2284	10-12	0	Mother only	5
POA2284	10-12	0	Neither	7
POA2284	10-12	1		5
POA2284	10-12	1	Both	163
POA2284	10-12	1	Father only	9
POA2284	10-12	1	Mother only	10
POA2284	10-12	1	Neither	3
POA2284	13-14	0		3
POA2284	13-14	0	Both	53
POA2284	13-14	0	Father only	3
POA2284	13-14	0	Mother only	3
POA2284	13-14	1	Both	143
POA2284	13-14	1	Father only	4
POA2284	13-14	1	Neither	6
POA2284	15-17	0	Both	71
POA2284	15-17	0	Mother only	16
POA2284	15-17	0	Neither	3
POA2284	15-17	1	Both	187
POA2284	15-17	1	Father only	8
POA2284	15-17	1	Mother only	18
POA2284	15-17	1	Neither	12
POA2284	18-20	0	Both	20
POA2284	18-20	0	Mother only	3
POA2284	18-20	0	Neither	3
POA2284	18-20	1	Both	71
POA2284	18-20	1	Father only	7
POA2284	18-20	1	Mother only	6
POA2284	18-20	1	Neither	5
POA2284	21-24	0	Both	9
POA2284	21-24	0	Neither	3
POA2284	21-24	1	Both	34
POA2284	21-24	1	Father only	3
POA2285	0-4	0		12
POA2285	0-4	0	Both	272
POA2285	0-4	0	Father only	10
POA2285	0-4	0	Mother only	25
POA2285	0-4	0	Neither	12
POA2285	0-4	1		6
POA2285	0-4	1	Both	1591
POA2285	0-4	1	Father only	90
POA2285	0-4	1	Mother only	111
POA2285	0-4	1	Neither	137
POA2285	5-9	0		6
POA2285	5-9	0	Both	372
POA2285	5-9	0	Father only	13
POA2285	5-9	0	Mother only	26
POA2285	5-9	0	Neither	5
POA2285	5-9	1		5
POA2285	5-9	1	Both	1357
POA2285	5-9	1	Father only	85
POA2285	5-9	1	Mother only	114
POA2285	5-9	1	Neither	123
POA2285	10-12	0		4
POA2285	10-12	0	Both	229
POA2285	10-12	0	Father only	6
POA2285	10-12	0	Mother only	16
POA2285	10-12	1		3
POA2285	10-12	1	Both	748
POA2285	10-12	1	Father only	51
POA2285	10-12	1	Mother only	67
POA2285	10-12	1	Neither	62
POA2285	13-14	0		3
POA2285	13-14	0	Both	165
POA2285	13-14	0	Father only	7
POA2285	13-14	0	Mother only	13
POA2285	13-14	0	Neither	3
POA2285	13-14	1		3
POA2285	13-14	1	Both	433
POA2285	13-14	1	Father only	25
POA2285	13-14	1	Mother only	32
POA2285	13-14	1	Neither	33
POA2285	15-17	0		3
POA2285	15-17	0	Both	176
POA2285	15-17	0	Father only	7
POA2285	15-17	0	Mother only	18
POA2285	15-17	0	Neither	7
POA2285	15-17	1	Both	580
POA2285	15-17	1	Father only	40
POA2285	15-17	1	Mother only	47
POA2285	15-17	1	Neither	50
POA2285	18-20	0	Both	55
POA2285	18-20	0	Father only	6
POA2285	18-20	1	Both	184
POA2285	18-20	1	Father only	14
POA2285	18-20	1	Mother only	11
POA2285	18-20	1	Neither	17
POA2285	21-24	0	Both	22
POA2285	21-24	0	Father only	3
POA2285	21-24	0	Mother only	3
POA2285	21-24	0	Neither	5
POA2285	21-24	1	Both	73
POA2285	21-24	1	Father only	3
POA2285	21-24	1	Mother only	10
POA2285	21-24	1	Neither	4
POA2286	0-4	0	Both	37
POA2286	0-4	0	Mother only	3
POA2286	0-4	1	Both	193
POA2286	0-4	1	Father only	12
POA2286	0-4	1	Mother only	17
POA2286	0-4	1	Neither	4
POA2286	5-9	0		3
POA2286	5-9	0	Both	44
POA2286	5-9	0	Mother only	3
POA2286	5-9	1	Both	182
POA2286	5-9	1	Father only	13
POA2286	5-9	1	Mother only	6
POA2286	5-9	1	Neither	3
POA2286	10-12	0	Both	35
POA2286	10-12	1	Both	91
POA2286	10-12	1	Mother only	3
POA2286	13-14	0	Both	25
POA2286	13-14	0	Father only	5
POA2286	13-14	0	Mother only	3
POA2286	13-14	1		3
POA2286	13-14	1	Both	64
POA2286	13-14	1	Father only	3
POA2286	13-14	1	Mother only	3
POA2286	15-17	0	Both	37
POA2286	15-17	1	Both	70
POA2286	15-17	1	Mother only	4
POA2286	18-20	0	Both	4
POA2286	18-20	1	Both	17
POA2286	21-24	0	Both	4
POA2286	21-24	1	Both	10
POA2287	0-4	0		18
POA2287	0-4	0	Both	310
POA2287	0-4	0	Father only	11
POA2287	0-4	0	Mother only	18
POA2287	0-4	0	Neither	25
POA2287	0-4	1		20
POA2287	0-4	1	Both	1426
POA2287	0-4	1	Father only	131
POA2287	0-4	1	Mother only	108
POA2287	0-4	1	Neither	287
POA2287	5-9	0		4
POA2287	5-9	0	Both	389
POA2287	5-9	0	Father only	22
POA2287	5-9	0	Mother only	40
POA2287	5-9	0	Neither	37
POA2287	5-9	1		8
POA2287	5-9	1	Both	1304
POA2287	5-9	1	Father only	108
POA2287	5-9	1	Mother only	101
POA2287	5-9	1	Neither	274
POA2287	10-12	0		12
POA2287	10-12	0	Both	236
POA2287	10-12	0	Father only	26
POA2287	10-12	0	Mother only	23
POA2287	10-12	0	Neither	23
POA2287	10-12	1		3
POA2287	10-12	1	Both	769
POA2287	10-12	1	Father only	50
POA2287	10-12	1	Mother only	73
POA2287	10-12	1	Neither	130
POA2287	13-14	0		8
POA2287	13-14	0	Both	166
POA2287	13-14	0	Father only	11
POA2287	13-14	0	Mother only	13
POA2287	13-14	0	Neither	12
POA2287	13-14	1	Both	486
POA2287	13-14	1	Father only	34
POA2287	13-14	1	Mother only	43
POA2287	13-14	1	Neither	78
POA2287	15-17	0		7
POA2287	15-17	0	Both	208
POA2287	15-17	0	Father only	15
POA2287	15-17	0	Mother only	34
POA2287	15-17	0	Neither	29
POA2287	15-17	1	Both	632
POA2287	15-17	1	Father only	44
POA2287	15-17	1	Mother only	52
POA2287	15-17	1	Neither	108
POA2287	18-20	0	Both	64
POA2287	18-20	0	Father only	6
POA2287	18-20	0	Mother only	10
POA2287	18-20	0	Neither	13
POA2287	18-20	1	Both	184
POA2287	18-20	1	Father only	21
POA2287	18-20	1	Mother only	19
POA2287	18-20	1	Neither	54
POA2287	21-24	0	Both	29
POA2287	21-24	0	Neither	5
POA2287	21-24	1	Both	80
POA2287	21-24	1	Father only	10
POA2287	21-24	1	Mother only	13
POA2287	21-24	1	Neither	22
POA2289	0-4	0		3
POA2289	0-4	0	Both	70
POA2289	0-4	0	Father only	6
POA2289	0-4	0	Mother only	11
POA2289	0-4	0	Neither	7
POA2289	0-4	1		6
POA2289	0-4	1	Both	843
POA2289	0-4	1	Father only	95
POA2289	0-4	1	Mother only	94
POA2289	0-4	1	Neither	51
POA2289	5-9	0	Both	137
POA2289	5-9	0	Father only	15
POA2289	5-9	0	Mother only	21
POA2289	5-9	0	Neither	7
POA2289	5-9	1	Both	813
POA2289	5-9	1	Father only	102
POA2289	5-9	1	Mother only	109
POA2289	5-9	1	Neither	65
POA2289	10-12	0		3
POA2289	10-12	0	Both	96
POA2289	10-12	0	Father only	12
POA2289	10-12	0	Mother only	15
POA2289	10-12	0	Neither	9
POA2289	10-12	1	Both	436
POA2289	10-12	1	Father only	33
POA2289	10-12	1	Mother only	51
POA2289	10-12	1	Neither	56
POA2289	13-14	0		3
POA2289	13-14	0	Both	63
POA2289	13-14	0	Father only	8
POA2289	13-14	0	Mother only	9
POA2289	13-14	0	Neither	11
POA2289	13-14	1	Both	284
POA2289	13-14	1	Father only	32
POA2289	13-14	1	Mother only	26
POA2289	13-14	1	Neither	34
POA2289	15-17	0	Both	115
POA2289	15-17	0	Father only	11
POA2289	15-17	0	Mother only	18
POA2289	15-17	0	Neither	6
POA2289	15-17	1	Both	384
POA2289	15-17	1	Father only	36
POA2289	15-17	1	Mother only	33
POA2289	15-17	1	Neither	42
POA2289	18-20	0	Both	44
POA2289	18-20	0	Father only	3
POA2289	18-20	0	Mother only	11
POA2289	18-20	0	Neither	4
POA2289	18-20	1	Both	164
POA2289	18-20	1	Father only	7
POA2289	18-20	1	Mother only	17
POA2289	18-20	1	Neither	16
POA2289	21-24	0	Both	19
POA2289	21-24	0	Mother only	4
POA2289	21-24	1	Both	82
POA2289	21-24	1	Father only	11
POA2289	21-24	1	Mother only	4
POA2289	21-24	1	Neither	10
POA2290	0-4	0		11
POA2290	0-4	0	Both	205
POA2290	0-4	0	Father only	10
POA2290	0-4	0	Mother only	28
POA2290	0-4	1		7
POA2290	0-4	1	Both	1405
POA2290	0-4	1	Father only	113
POA2290	0-4	1	Mother only	122
POA2290	0-4	1	Neither	83
POA2290	5-9	0		12
POA2290	5-9	0	Both	370
POA2290	5-9	0	Father only	25
POA2290	5-9	0	Mother only	25
POA2290	5-9	0	Neither	7
POA2290	5-9	1		3
POA2290	5-9	1	Both	1304
POA2290	5-9	1	Father only	137
POA2290	5-9	1	Mother only	119
POA2290	5-9	1	Neither	80
POA2290	10-12	0		4
POA2290	10-12	0	Both	219
POA2290	10-12	0	Father only	11
POA2290	10-12	0	Mother only	23
POA2290	10-12	0	Neither	11
POA2290	10-12	1		5
POA2290	10-12	1	Both	722
POA2290	10-12	1	Father only	59
POA2290	10-12	1	Mother only	65
POA2290	10-12	1	Neither	46
POA2290	13-14	0		4
POA2290	13-14	0	Both	159
POA2290	13-14	0	Father only	9
POA2290	13-14	0	Mother only	15
POA2290	13-14	0	Neither	3
POA2290	13-14	1	Both	425
POA2290	13-14	1	Father only	37
POA2290	13-14	1	Mother only	35
POA2290	13-14	1	Neither	29
POA2290	15-17	0		3
POA2290	15-17	0	Both	213
POA2290	15-17	0	Father only	21
POA2290	15-17	0	Mother only	9
POA2290	15-17	0	Neither	3
POA2290	15-17	1		4
POA2290	15-17	1	Both	541
POA2290	15-17	1	Father only	46
POA2290	15-17	1	Mother only	51
POA2290	15-17	1	Neither	67
POA2290	18-20	0	Both	66
POA2290	18-20	0	Father only	13
POA2290	18-20	0	Mother only	4
POA2290	18-20	0	Neither	8
POA2290	18-20	1	Both	230
POA2290	18-20	1	Father only	22
POA2290	18-20	1	Mother only	14
POA2290	18-20	1	Neither	28
POA2290	21-24	0	Both	35
POA2290	21-24	0	Father only	3
POA2290	21-24	0	Mother only	5
POA2290	21-24	0	Neither	3
POA2290	21-24	1	Both	117
POA2290	21-24	1	Father only	5
POA2290	21-24	1	Mother only	7
POA2290	21-24	1	Neither	14
POA2291	0-4	0	Both	30
POA2291	0-4	0	Father only	3
POA2291	0-4	0	Mother only	5
POA2291	0-4	1	Both	467
POA2291	0-4	1	Father only	76
POA2291	0-4	1	Mother only	60
POA2291	0-4	1	Neither	31
POA2291	5-9	0	Both	59
POA2291	5-9	0	Father only	5
POA2291	5-9	0	Mother only	8
POA2291	5-9	0	Neither	5
POA2291	5-9	1	Both	557
POA2291	5-9	1	Father only	65
POA2291	5-9	1	Mother only	63
POA2291	5-9	1	Neither	51
POA2291	10-12	0	Both	50
POA2291	10-12	0	Father only	7
POA2291	10-12	0	Mother only	4
POA2291	10-12	1		4
POA2291	10-12	1	Both	318
POA2291	10-12	1	Father only	35
POA2291	10-12	1	Mother only	37
POA2291	10-12	1	Neither	34
POA2291	13-14	0	Both	33
POA2291	13-14	0	Father only	4
POA2291	13-14	0	Mother only	3
POA2291	13-14	1		3
POA2291	13-14	1	Both	180
POA2291	13-14	1	Father only	15
POA2291	13-14	1	Mother only	20
POA2291	13-14	1	Neither	14
POA2291	15-17	0	Both	59
POA2291	15-17	0	Father only	5
POA2291	15-17	0	Mother only	12
POA2291	15-17	1	Both	250
POA2291	15-17	1	Father only	20
POA2291	15-17	1	Mother only	27
POA2291	15-17	1	Neither	17
POA2291	18-20	0	Both	21
POA2291	18-20	0	Father only	7
POA2291	18-20	0	Mother only	5
POA2291	18-20	1	Both	127
POA2291	18-20	1	Father only	15
POA2291	18-20	1	Mother only	11
POA2291	18-20	1	Neither	7
POA2291	21-24	0	Both	8
POA2291	21-24	0	Father only	3
POA2291	21-24	1	Both	77
POA2291	21-24	1	Father only	8
POA2291	21-24	1	Mother only	5
POA2291	21-24	1	Neither	3
POA2292	0-4	0	Both	18
POA2292	0-4	0	Mother only	5
POA2292	0-4	1	Both	98
POA2292	0-4	1	Father only	11
POA2292	0-4	1	Mother only	9
POA2292	0-4	1	Neither	11
POA2292	5-9	0	Both	35
POA2292	5-9	0	Neither	3
POA2292	5-9	1	Both	79
POA2292	5-9	1	Father only	3
POA2292	5-9	1	Mother only	3
POA2292	5-9	1	Neither	11
POA2292	10-12	0	Both	17
POA2292	10-12	0	Mother only	3
POA2292	10-12	0	Neither	3
POA2292	10-12	1	Both	44
POA2292	10-12	1	Father only	3
POA2292	10-12	1	Mother only	6
POA2292	10-12	1	Neither	5
POA2292	13-14	0	Both	7
POA2292	13-14	0	Mother only	3
POA2292	13-14	1	Both	31
POA2292	13-14	1	Father only	6
POA2292	13-14	1	Mother only	3
POA2292	15-17	0	Both	19
POA2292	15-17	0	Father only	3
POA2292	15-17	0	Mother only	7
POA2292	15-17	1	Both	26
POA2292	15-17	1	Mother only	5
POA2292	18-20	0	Both	7
POA2292	18-20	1	Both	6
POA2292	18-20	1	Mother only	3
POA2292	21-24	0	Both	3
POA2292	21-24	1	Both	8
POA2293	0-4	0	Both	25
POA2293	0-4	0	Mother only	3
POA2293	0-4	1	Both	71
POA2293	0-4	1	Father only	10
POA2293	0-4	1	Mother only	10
POA2293	0-4	1	Neither	3
POA2293	5-9	0	Both	19
POA2293	5-9	0	Father only	3
POA2293	5-9	0	Mother only	3
POA2293	5-9	1	Both	61
POA2293	5-9	1	Father only	5
POA2293	5-9	1	Mother only	4
POA2293	5-9	1	Neither	3
POA2293	10-12	0	Both	19
POA2293	10-12	0	Mother only	3
POA2293	10-12	1	Both	24
POA2293	10-12	1	Mother only	4
POA2293	13-14	0	Both	13
POA2293	13-14	0	Mother only	4
POA2293	13-14	1	Both	12
POA2293	13-14	1	Neither	4
POA2293	15-17	0	Both	17
POA2293	15-17	0	Mother only	3
POA2293	15-17	1	Both	9
POA2293	15-17	1	Mother only	3
POA2293	18-20	0	Both	6
POA2293	18-20	0	Father only	3
POA2293	18-20	0	Mother only	3
POA2293	18-20	1	Both	4
POA2293	21-24	0	Both	7
POA2293	21-24	1	Both	3
POA2294	0-4	0	Both	14
POA2294	0-4	1	Both	65
POA2294	0-4	1	Father only	14
POA2294	0-4	1	Mother only	10
POA2294	0-4	1	Neither	4
POA2294	5-9	0		3
POA2294	5-9	0	Both	27
POA2294	5-9	0	Mother only	4
POA2294	5-9	1	Both	47
POA2294	5-9	1	Father only	5
POA2294	5-9	1	Mother only	3
POA2294	5-9	1	Neither	3
POA2294	10-12	0	Both	11
POA2294	10-12	1	Both	18
POA2294	10-12	1	Mother only	3
POA2294	13-14	0	Both	6
POA2294	13-14	1	Both	9
POA2294	13-14	1	Mother only	3
POA2294	15-17	0	Both	5
POA2294	15-17	1	Both	8
POA2294	15-17	1	Mother only	3
POA2294	15-17	1	Neither	3
POA2294	18-20	0	Both	3
POA2294	21-24	0	Both	3
POA2295	0-4	0		4
POA2295	0-4	0	Both	46
POA2295	0-4	0	Father only	3
POA2295	0-4	0	Mother only	3
POA2295	0-4	1	Both	237
POA2295	0-4	1	Father only	17
POA2295	0-4	1	Mother only	14
POA2295	0-4	1	Neither	18
POA2295	5-9	0	Both	53
POA2295	5-9	0	Father only	5
POA2295	5-9	0	Mother only	4
POA2295	5-9	1		3
POA2295	5-9	1	Both	224
POA2295	5-9	1	Father only	13
POA2295	5-9	1	Mother only	10
POA2295	5-9	1	Neither	17
POA2295	10-12	0	Both	35
POA2295	10-12	0	Father only	4
POA2295	10-12	1		3
POA2295	10-12	1	Both	93
POA2295	10-12	1	Father only	8
POA2295	10-12	1	Mother only	5
POA2295	10-12	1	Neither	13
POA2295	13-14	0	Both	26
POA2295	13-14	0	Father only	3
POA2295	13-14	0	Mother only	3
POA2295	13-14	1	Both	73
POA2295	13-14	1	Father only	11
POA2295	13-14	1	Mother only	6
POA2295	13-14	1	Neither	4
POA2295	15-17	0	Both	26
POA2295	15-17	0	Mother only	3
POA2295	15-17	1	Both	91
POA2295	15-17	1	Father only	3
POA2295	15-17	1	Mother only	10
POA2295	15-17	1	Neither	9
POA2295	18-20	0	Both	5
POA2295	18-20	0	Mother only	3
POA2295	18-20	1	Both	31
POA2295	18-20	1	Father only	3
POA2295	18-20	1	Mother only	3
POA2295	18-20	1	Neither	5
POA2295	21-24	0	Both	4
POA2295	21-24	1	Both	13
POA2296	0-4	0	Both	13
POA2296	0-4	0	Mother only	3
POA2296	0-4	1	Both	55
POA2296	0-4	1	Father only	12
POA2296	0-4	1	Mother only	8
POA2296	0-4	1	Neither	8
POA2296	5-9	0	Both	24
POA2296	5-9	0	Father only	3
POA2296	5-9	0	Mother only	4
POA2296	5-9	0	Neither	3
POA2296	5-9	1	Both	39
POA2296	5-9	1	Father only	4
POA2296	5-9	1	Mother only	3
POA2296	5-9	1	Neither	5
POA2296	10-12	0	Both	16
POA2296	10-12	1	Both	21
POA2296	10-12	1	Neither	3
POA2296	13-14	0	Both	9
POA2296	13-14	1	Both	8
POA2296	15-17	0	Both	3
POA2296	15-17	1	Both	10
POA2296	18-20	0	Both	3
POA2296	18-20	1	Both	3
POA2297	0-4	0		3
POA2297	0-4	0	Both	13
POA2297	0-4	1	Both	60
POA2297	0-4	1	Father only	13
POA2297	0-4	1	Mother only	11
POA2297	0-4	1	Neither	5
POA2297	5-9	0	Both	17
POA2297	5-9	0	Father only	3
POA2297	5-9	0	Mother only	3
POA2297	5-9	1	Both	53
POA2297	5-9	1	Father only	10
POA2297	5-9	1	Mother only	14
POA2297	5-9	1	Neither	3
POA2297	10-12	0	Both	14
POA2297	10-12	0	Mother only	5
POA2297	10-12	0	Neither	4
POA2297	10-12	1	Both	17
POA2297	10-12	1	Father only	3
POA2297	10-12	1	Mother only	10
POA2297	10-12	1	Neither	3
POA2297	13-14	0	Both	6
POA2297	13-14	0	Mother only	3
POA2297	13-14	1	Both	10
POA2297	13-14	1	Father only	3
POA2297	13-14	1	Mother only	4
POA2297	15-17	0	Both	17
POA2297	15-17	0	Mother only	3
POA2297	15-17	1	Both	13
POA2297	15-17	1	Father only	7
POA2297	15-17	1	Mother only	3
POA2297	18-20	0	Neither	3
POA2297	18-20	1	Both	4
POA2298	0-4	0		3
POA2298	0-4	0	Both	73
POA2298	0-4	0	Father only	3
POA2298	0-4	0	Mother only	6
POA2298	0-4	1		5
POA2298	0-4	1	Both	326
POA2298	0-4	1	Father only	45
POA2298	0-4	1	Mother only	29
POA2298	0-4	1	Neither	46
POA2298	5-9	0		3
POA2298	5-9	0	Both	85
POA2298	5-9	0	Father only	7
POA2298	5-9	0	Mother only	11
POA2298	5-9	0	Neither	5
POA2298	5-9	1		5
POA2298	5-9	1	Both	262
POA2298	5-9	1	Father only	19
POA2298	5-9	1	Mother only	18
POA2298	5-9	1	Neither	27
POA2298	10-12	0		3
POA2298	10-12	0	Both	49
POA2298	10-12	0	Father only	8
POA2298	10-12	0	Mother only	4
POA2298	10-12	0	Neither	5
POA2298	10-12	1	Both	127
POA2298	10-12	1	Father only	9
POA2298	10-12	1	Mother only	10
POA2298	10-12	1	Neither	14
POA2298	13-14	0	Both	35
POA2298	13-14	0	Father only	3
POA2298	13-14	0	Mother only	9
POA2298	13-14	1	Both	72
POA2298	13-14	1	Father only	4
POA2298	13-14	1	Mother only	7
POA2298	13-14	1	Neither	8
POA2298	15-17	0		3
POA2298	15-17	0	Both	49
POA2298	15-17	0	Father only	7
POA2298	15-17	0	Mother only	8
POA2298	15-17	1	Both	92
POA2298	15-17	1	Father only	9
POA2298	15-17	1	Mother only	10
POA2298	15-17	1	Neither	17
POA2298	18-20	0	Both	20
POA2298	18-20	0	Mother only	3
POA2298	18-20	1	Both	23
POA2298	18-20	1	Father only	3
POA2298	18-20	1	Mother only	6
POA2298	18-20	1	Neither	4
POA2298	21-24	0	Both	4
POA2298	21-24	0	Neither	3
POA2298	21-24	1	Both	20
POA2298	21-24	1	Neither	4
POA2299	0-4	0		3
POA2299	0-4	0	Both	94
POA2299	0-4	0	Mother only	11
POA2299	0-4	0	Neither	10
POA2299	0-4	1		4
POA2299	0-4	1	Both	308
POA2299	0-4	1	Father only	38
POA2299	0-4	1	Mother only	29
POA2299	0-4	1	Neither	192
POA2299	5-9	0		8
POA2299	5-9	0	Both	111
POA2299	5-9	0	Father only	7
POA2299	5-9	0	Mother only	5
POA2299	5-9	0	Neither	14
POA2299	5-9	1	Both	304
POA2299	5-9	1	Father only	29
POA2299	5-9	1	Mother only	25
POA2299	5-9	1	Neither	146
POA2299	10-12	0		5
POA2299	10-12	0	Both	71
POA2299	10-12	0	Father only	4
POA2299	10-12	0	Mother only	10
POA2299	10-12	0	Neither	7
POA2299	10-12	1	Both	190
POA2299	10-12	1	Father only	16
POA2299	10-12	1	Mother only	20
POA2299	10-12	1	Neither	43
POA2299	13-14	0	Both	54
POA2299	13-14	0	Father only	8
POA2299	13-14	0	Mother only	3
POA2299	13-14	0	Neither	10
POA2299	13-14	1	Both	103
POA2299	13-14	1	Father only	8
POA2299	13-14	1	Mother only	7
POA2299	13-14	1	Neither	20
POA2299	15-17	0	Both	64
POA2299	15-17	0	Father only	3
POA2299	15-17	0	Mother only	12
POA2299	15-17	0	Neither	7
POA2299	15-17	1	Both	135
POA2299	15-17	1	Father only	15
POA2299	15-17	1	Mother only	11
POA2299	15-17	1	Neither	35
POA2299	18-20	0		3
POA2299	18-20	0	Both	24
POA2299	18-20	0	Neither	8
POA2299	18-20	1	Both	64
POA2299	18-20	1	Father only	6
