POA_CODE_2016	AgeChild	CoupleFamily	ParentsBornAus	children
POA6174	5-9	0	Father only	4
POA6174	5-9	0	Mother only	3
POA6174	5-9	0	Neither	16
POA6174	5-9	1		3
POA6174	5-9	1	Both	131
POA6174	5-9	1	Father only	36
POA6174	5-9	1	Mother only	23
POA6174	5-9	1	Neither	46
POA6174	10-12	0	Both	28
POA6174	10-12	0	Father only	3
POA6174	10-12	0	Mother only	6
POA6174	10-12	0	Neither	10
POA6174	10-12	1	Both	57
POA6174	10-12	1	Father only	17
POA6174	10-12	1	Mother only	18
POA6174	10-12	1	Neither	39
POA6174	13-14	0		4
POA6174	13-14	0	Both	26
POA6174	13-14	0	Father only	10
POA6174	13-14	0	Mother only	5
POA6174	13-14	0	Neither	5
POA6174	13-14	1	Both	35
POA6174	13-14	1	Father only	10
POA6174	13-14	1	Mother only	8
POA6174	13-14	1	Neither	29
POA6174	15-17	0	Both	28
POA6174	15-17	0	Father only	5
POA6174	15-17	0	Mother only	3
POA6174	15-17	1	Both	56
POA6174	15-17	1	Father only	9
POA6174	15-17	1	Mother only	13
POA6174	15-17	1	Neither	37
POA6174	18-20	0	Both	8
POA6174	18-20	0	Father only	3
POA6174	18-20	0	Mother only	3
POA6174	18-20	0	Neither	3
POA6174	18-20	1	Both	17
POA6174	18-20	1	Mother only	3
POA6174	18-20	1	Neither	8
POA6174	21-24	0	Neither	3
POA6174	21-24	1	Neither	8
POA6175	0-4	0	Both	23
POA6175	0-4	0	Mother only	3
POA6175	0-4	0	Neither	9
POA6175	0-4	1	Both	162
POA6175	0-4	1	Father only	40
POA6175	0-4	1	Mother only	37
POA6175	0-4	1	Neither	38
POA6175	5-9	0		3
POA6175	5-9	0	Both	35
POA6175	5-9	0	Neither	3
POA6175	5-9	1		3
POA6175	5-9	1	Both	135
POA6175	5-9	1	Father only	32
POA6175	5-9	1	Mother only	40
POA6175	5-9	1	Neither	47
POA6175	10-12	0	Both	21
POA6175	10-12	0	Father only	3
POA6175	10-12	0	Mother only	3
POA6175	10-12	0	Neither	8
POA6175	10-12	1	Both	78
POA6175	10-12	1	Father only	13
POA6175	10-12	1	Mother only	18
POA6175	10-12	1	Neither	30
POA6175	13-14	0	Both	18
POA6175	13-14	0	Father only	4
POA6175	13-14	0	Mother only	4
POA6175	13-14	0	Neither	3
POA6175	13-14	1	Both	46
POA6175	13-14	1	Father only	12
POA6175	13-14	1	Mother only	7
POA6175	13-14	1	Neither	33
POA6175	15-17	0	Both	16
POA6175	15-17	0	Father only	3
POA6175	15-17	1	Both	69
POA6175	15-17	1	Father only	20
POA6175	15-17	1	Mother only	7
POA6175	15-17	1	Neither	30
POA6175	18-20	1	Both	17
POA6175	18-20	1	Father only	3
POA6175	18-20	1	Mother only	3
POA6175	18-20	1	Neither	4
POA6175	21-24	1	Both	3
POA6175	21-24	1	Father only	3
POA6175	21-24	1	Neither	4
POA6176	0-4	0	Both	9
POA6176	0-4	0	Neither	7
POA6176	0-4	1	Both	49
POA6176	0-4	1	Father only	17
POA6176	0-4	1	Mother only	19
POA6176	0-4	1	Neither	13
POA6176	5-9	0	Both	5
POA6176	5-9	1	Both	35
POA6176	5-9	1	Father only	8
POA6176	5-9	1	Mother only	16
POA6176	5-9	1	Neither	18
POA6176	10-12	0	Both	8
POA6176	10-12	1	Both	28
POA6176	10-12	1	Father only	7
POA6176	10-12	1	Mother only	3
POA6176	10-12	1	Neither	3
POA6176	13-14	0	Both	3
POA6176	13-14	1	Both	11
POA6176	13-14	1	Father only	3
POA6176	13-14	1	Mother only	3
POA6176	13-14	1	Neither	4
POA6176	15-17	0	Both	9
POA6176	15-17	1	Both	20
POA6176	15-17	1	Father only	3
POA6176	15-17	1	Mother only	5
POA6176	15-17	1	Neither	11
POA6176	18-20	1	Neither	9
POA6180	0-4	0		3
POA6180	0-4	0	Both	27
POA6180	0-4	0	Father only	8
POA6180	0-4	0	Mother only	19
POA6180	0-4	0	Neither	11
POA6180	0-4	1	Both	211
POA6180	0-4	1	Father only	39
POA6180	0-4	1	Mother only	50
POA6180	0-4	1	Neither	104
POA6180	5-9	0	Both	57
POA6180	5-9	0	Father only	5
POA6180	5-9	0	Mother only	15
POA6180	5-9	0	Neither	6
POA6180	5-9	1		4
POA6180	5-9	1	Both	206
POA6180	5-9	1	Father only	46
POA6180	5-9	1	Mother only	29
POA6180	5-9	1	Neither	101
POA6180	10-12	0		3
POA6180	10-12	0	Both	36
POA6180	10-12	0	Father only	3
POA6180	10-12	0	Mother only	6
POA6180	10-12	0	Neither	17
POA6180	10-12	1	Both	80
POA6180	10-12	1	Father only	24
POA6180	10-12	1	Mother only	16
POA6180	10-12	1	Neither	69
POA6180	13-14	0	Both	25
POA6180	13-14	0	Mother only	7
POA6180	13-14	1	Both	36
POA6180	13-14	1	Father only	8
POA6180	13-14	1	Mother only	8
POA6180	13-14	1	Neither	52
POA6180	15-17	0	Both	24
POA6180	15-17	0	Mother only	9
POA6180	15-17	0	Neither	6
POA6180	15-17	1	Both	44
POA6180	15-17	1	Father only	13
POA6180	15-17	1	Mother only	6
POA6180	15-17	1	Neither	50
POA6180	18-20	0	Both	3
POA6180	18-20	1	Both	14
POA6180	18-20	1	Father only	3
POA6180	18-20	1	Mother only	3
POA6180	18-20	1	Neither	17
POA6180	21-24	0	Neither	4
POA6180	21-24	1	Both	3
POA6180	21-24	1	Neither	9
POA6181	0-4	1	Both	15
POA6181	0-4	1	Mother only	5
POA6181	5-9	0	Both	7
POA6181	5-9	1	Both	21
POA6181	5-9	1	Father only	3
POA6181	5-9	1	Mother only	3
POA6181	5-9	1	Neither	3
POA6181	10-12	1	Both	13
POA6181	10-12	1	Father only	10
POA6181	10-12	1	Mother only	3
POA6181	10-12	1	Neither	5
POA6181	13-14	1	Both	11
POA6181	13-14	1	Mother only	3
POA6181	15-17	1	Both	12
POA6181	15-17	1	Father only	3
POA6181	15-17	1	Mother only	3
POA6181	18-20	1	Both	5
POA6181	18-20	1	Neither	6
POA6207	0-4	1	Both	45
POA6207	0-4	1	Mother only	3
POA6207	0-4	1	Neither	3
POA6207	5-9	0	Both	3
POA6207	5-9	1	Both	51
POA6207	5-9	1	Father only	4
POA6207	5-9	1	Mother only	7
POA6207	10-12	0	Both	3
POA6207	10-12	1	Both	18
POA6207	10-12	1	Mother only	3
POA6207	10-12	1	Neither	4
POA6207	13-14	0	Both	3
POA6207	13-14	1	Both	14
POA6207	13-14	1	Neither	3
POA6207	15-17	1	Both	20
POA6207	15-17	1	Neither	8
POA6207	18-20	1	Both	4
POA6207	18-20	1	Father only	3
POA6207	21-24	1	Both	3
POA6208	0-4	0		3
POA6208	0-4	0	Both	91
POA6208	0-4	0	Father only	12
POA6208	0-4	0	Mother only	17
POA6208	0-4	0	Neither	7
POA6208	0-4	1		6
POA6208	0-4	1	Both	381
POA6208	0-4	1	Father only	53
POA6208	0-4	1	Mother only	48
POA6208	0-4	1	Neither	29
POA6208	5-9	0		7
POA6208	5-9	0	Both	163
POA6208	5-9	0	Father only	15
POA6208	5-9	0	Mother only	19
POA6208	5-9	0	Neither	7
POA6208	5-9	1		9
POA6208	5-9	1	Both	414
POA6208	5-9	1	Father only	36
POA6208	5-9	1	Mother only	56
POA6208	5-9	1	Neither	44
POA6208	10-12	0	Both	63
POA6208	10-12	0	Father only	4
POA6208	10-12	0	Mother only	10
POA6208	10-12	0	Neither	11
POA6208	10-12	1		6
POA6208	10-12	1	Both	225
POA6208	10-12	1	Father only	22
POA6208	10-12	1	Mother only	23
POA6208	10-12	1	Neither	32
POA6208	13-14	0	Both	61
POA6208	13-14	0	Father only	5
POA6208	13-14	0	Mother only	8
POA6208	13-14	0	Neither	3
POA6208	13-14	1	Both	140
POA6208	13-14	1	Father only	16
POA6208	13-14	1	Mother only	18
POA6208	13-14	1	Neither	21
POA6208	15-17	0		4
POA6208	15-17	0	Both	54
POA6208	15-17	0	Father only	8
POA6208	15-17	0	Mother only	13
POA6208	15-17	0	Neither	20
POA6208	15-17	1	Both	156
POA6208	15-17	1	Father only	23
POA6208	15-17	1	Mother only	23
POA6208	15-17	1	Neither	25
POA6208	18-20	0	Both	15
POA6208	18-20	0	Father only	3
POA6208	18-20	0	Neither	4
POA6208	18-20	1	Both	42
POA6208	18-20	1	Father only	9
POA6208	18-20	1	Mother only	5
POA6208	18-20	1	Neither	9
POA6208	21-24	1	Both	7
POA6208	21-24	1	Father only	3
POA6208	21-24	1	Neither	3
POA6209	0-4	0	Both	15
POA6209	0-4	0	Mother only	6
POA6209	0-4	1	Both	33
POA6209	0-4	1	Father only	5
POA6209	0-4	1	Mother only	5
POA6209	0-4	1	Neither	10
POA6209	5-9	0	Both	12
POA6209	5-9	0	Mother only	3
POA6209	5-9	1	Both	54
POA6209	5-9	1	Father only	4
POA6209	5-9	1	Mother only	5
POA6209	5-9	1	Neither	6
POA6209	10-12	0	Both	12
POA6209	10-12	1		3
POA6209	10-12	1	Both	34
POA6209	10-12	1	Father only	9
POA6209	10-12	1	Mother only	6
POA6209	10-12	1	Neither	3
POA6209	13-14	0	Both	10
POA6209	13-14	1	Both	27
POA6209	13-14	1	Father only	3
POA6209	13-14	1	Neither	4
POA6209	15-17	0	Both	4
POA6209	15-17	0	Mother only	3
POA6209	15-17	1	Both	28
POA6209	15-17	1	Father only	11
POA6209	15-17	1	Mother only	6
POA6209	15-17	1	Neither	7
POA6209	18-20	0	Both	3
POA6209	18-20	0	Neither	3
POA6209	18-20	1	Both	7
POA6209	18-20	1	Neither	3
POA6209	21-24	1	Both	4
POA6209	21-24	1	Neither	3
POA6210	0-4	0		32
POA6210	0-4	0	Both	532
POA6210	0-4	0	Father only	59
POA6210	0-4	0	Mother only	89
POA6210	0-4	0	Neither	57
POA6210	0-4	1		9
POA6210	0-4	1	Both	1537
POA6210	0-4	1	Father only	333
POA6210	0-4	1	Mother only	250
POA6210	0-4	1	Neither	548
POA6210	5-9	0		19
POA6210	5-9	0	Both	659
POA6210	5-9	0	Father only	83
POA6210	5-9	0	Mother only	79
POA6210	5-9	0	Neither	108
POA6210	5-9	1		13
POA6210	5-9	1	Both	1561
POA6210	5-9	1	Father only	273
POA6210	5-9	1	Mother only	253
POA6210	5-9	1	Neither	765
POA6210	10-12	0		21
POA6210	10-12	0	Both	408
POA6210	10-12	0	Father only	51
POA6210	10-12	0	Mother only	59
POA6210	10-12	0	Neither	81
POA6210	10-12	1		10
POA6210	10-12	1	Both	819
POA6210	10-12	1	Father only	133
POA6210	10-12	1	Mother only	140
POA6210	10-12	1	Neither	475
POA6210	13-14	0		12
POA6210	13-14	0	Both	260
POA6210	13-14	0	Father only	48
POA6210	13-14	0	Mother only	46
POA6210	13-14	0	Neither	80
POA6210	13-14	1		10
POA6210	13-14	1	Both	546
POA6210	13-14	1	Father only	88
POA6210	13-14	1	Mother only	112
POA6210	13-14	1	Neither	292
POA6210	15-17	0		9
POA6210	15-17	0	Both	311
POA6210	15-17	0	Father only	61
POA6210	15-17	0	Mother only	72
POA6210	15-17	0	Neither	114
POA6210	15-17	1		7
POA6210	15-17	1	Both	700
POA6210	15-17	1	Father only	100
POA6210	15-17	1	Mother only	144
POA6210	15-17	1	Neither	470
POA6210	18-20	0	Both	52
POA6210	18-20	0	Father only	15
POA6210	18-20	0	Mother only	11
POA6210	18-20	0	Neither	27
POA6210	18-20	1	Both	199
POA6210	18-20	1	Father only	38
POA6210	18-20	1	Mother only	41
POA6210	18-20	1	Neither	153
POA6210	21-24	0	Both	28
POA6210	21-24	0	Father only	3
POA6210	21-24	0	Mother only	6
POA6210	21-24	0	Neither	11
POA6210	21-24	1	Both	74
POA6210	21-24	1	Father only	12
POA6210	21-24	1	Mother only	22
POA6210	21-24	1	Neither	49
POA6211	0-4	0	Both	66
POA6211	0-4	0	Father only	6
POA6211	0-4	0	Mother only	4
POA6211	0-4	0	Neither	8
POA6211	0-4	1	Both	185
POA6211	0-4	1	Father only	51
POA6211	0-4	1	Mother only	27
POA6211	0-4	1	Neither	54
POA6211	5-9	0		3
POA6211	5-9	0	Both	84
POA6211	5-9	0	Father only	6
POA6211	5-9	0	Mother only	12
POA6211	5-9	0	Neither	6
POA6211	5-9	1	Both	225
POA6211	5-9	1	Father only	51
POA6211	5-9	1	Mother only	43
POA6211	5-9	1	Neither	68
POA6211	10-12	0	Both	35
POA6211	10-12	0	Father only	7
POA6211	10-12	0	Mother only	5
POA6211	10-12	0	Neither	10
POA6211	10-12	1		3
POA6211	10-12	1	Both	134
POA6211	10-12	1	Father only	27
POA6211	10-12	1	Mother only	19
POA6211	10-12	1	Neither	45
POA6211	13-14	0	Both	22
POA6211	13-14	0	Father only	8
POA6211	13-14	0	Neither	6
POA6211	13-14	1	Both	69
POA6211	13-14	1	Father only	6
POA6211	13-14	1	Mother only	12
POA6211	13-14	1	Neither	28
POA6211	15-17	0	Both	28
POA6211	15-17	0	Father only	6
POA6211	15-17	0	Mother only	4
POA6211	15-17	0	Neither	3
POA6211	15-17	1	Both	86
POA6211	15-17	1	Father only	5
POA6211	15-17	1	Mother only	17
POA6211	15-17	1	Neither	43
POA6211	18-20	0	Both	5
POA6211	18-20	1	Both	15
POA6211	18-20	1	Father only	3
POA6211	18-20	1	Mother only	3
POA6211	18-20	1	Neither	17
POA6211	21-24	1	Both	14
POA6211	21-24	1	Father only	3
POA6211	21-24	1	Neither	3
POA6213	0-4	0	Both	3
POA6213	0-4	1	Both	13
POA6213	0-4	1	Mother only	4
POA6213	5-9	0	Both	8
POA6213	5-9	1		4
POA6213	5-9	1	Both	24
POA6213	5-9	1	Mother only	5
POA6213	10-12	0	Both	3
POA6213	10-12	1	Both	20
POA6213	13-14	0	Both	3
POA6213	13-14	1	Both	16
POA6213	13-14	1	Mother only	3
POA6213	15-17	0	Both	6
POA6213	15-17	0	Father only	4
POA6213	15-17	1	Both	7
POA6214	0-4	1	Both	23
POA6214	0-4	1	Neither	3
POA6214	5-9	0	Both	3
POA6214	5-9	1	Both	35
POA6214	5-9	1	Father only	3
POA6214	10-12	0	Both	5
POA6214	10-12	1	Both	19
POA6214	13-14	0	Both	5
POA6214	13-14	1	Both	9
POA6214	15-17	0	Both	9
POA6214	15-17	1	Both	12
POA6214	15-17	1	Mother only	3
POA6214	18-20	1	Both	3
POA6215	0-4	0	Both	21
POA6215	0-4	0	Neither	3
POA6215	0-4	1	Both	124
POA6215	0-4	1	Father only	20
POA6215	0-4	1	Mother only	6
POA6215	0-4	1	Neither	11
POA6215	5-9	0		4
POA6215	5-9	0	Both	42
POA6215	5-9	0	Mother only	3
POA6215	5-9	1		3
POA6215	5-9	1	Both	129
POA6215	5-9	1	Father only	15
POA6215	5-9	1	Mother only	8
POA6215	5-9	1	Neither	20
POA6215	10-12	0	Both	22
POA6215	10-12	0	Father only	3
POA6215	10-12	0	Mother only	3
POA6215	10-12	1		3
POA6215	10-12	1	Both	88
POA6215	10-12	1	Father only	16
POA6215	10-12	1	Mother only	5
POA6215	10-12	1	Neither	13
POA6215	13-14	0	Both	20
POA6215	13-14	1	Both	69
POA6215	13-14	1	Father only	6
POA6215	13-14	1	Mother only	4
POA6215	13-14	1	Neither	8
POA6215	15-17	0	Both	22
POA6215	15-17	0	Father only	3
POA6215	15-17	0	Mother only	3
POA6215	15-17	1	Both	56
POA6215	15-17	1	Father only	10
POA6215	15-17	1	Mother only	11
POA6215	15-17	1	Neither	12
POA6215	18-20	0	Mother only	3
POA6215	18-20	1	Both	5
POA6215	18-20	1	Neither	3
POA6215	21-24	1	Both	9
POA6218	0-4	0	Both	4
POA6218	0-4	1	Both	26
POA6218	5-9	0	Both	4
POA6218	5-9	1	Both	15
POA6218	10-12	0	Both	8
POA6218	10-12	1	Both	7
POA6218	10-12	1	Neither	3
POA6218	13-14	0	Both	4
POA6218	13-14	1	Both	5
POA6218	15-17	0	Both	3
POA6218	15-17	1	Both	7
POA6218	18-20	1	Both	5
POA6220	0-4	0		4
POA6220	0-4	0	Both	14
POA6220	0-4	0	Father only	3
POA6220	0-4	0	Neither	6
POA6220	0-4	1	Both	115
POA6220	0-4	1	Father only	8
POA6220	0-4	1	Mother only	16
POA6220	0-4	1	Neither	34
POA6220	5-9	0	Both	26
POA6220	5-9	0	Father only	5
POA6220	5-9	0	Mother only	3
POA6220	5-9	0	Neither	3
POA6220	5-9	1	Both	181
POA6220	5-9	1	Father only	13
POA6220	5-9	1	Mother only	13
POA6220	5-9	1	Neither	40
POA6220	10-12	0		3
POA6220	10-12	0	Both	18
POA6220	10-12	0	Mother only	7
POA6220	10-12	1	Both	95
POA6220	10-12	1	Father only	6
POA6220	10-12	1	Mother only	8
POA6220	10-12	1	Neither	27
POA6220	13-14	0	Both	16
POA6220	13-14	0	Father only	3
POA6220	13-14	0	Mother only	10
POA6220	13-14	1	Both	58
POA6220	13-14	1	Father only	3
POA6220	13-14	1	Mother only	3
POA6220	13-14	1	Neither	18
POA6220	15-17	0		3
POA6220	15-17	0	Both	14
POA6220	15-17	0	Mother only	3
POA6220	15-17	0	Neither	3
POA6220	15-17	1	Both	72
POA6220	15-17	1	Father only	10
POA6220	15-17	1	Mother only	5
POA6220	15-17	1	Neither	20
POA6220	18-20	0	Both	3
POA6220	18-20	1	Both	12
POA6220	18-20	1	Neither	6
POA6220	21-24	1	Both	3
POA6221	0-4	0	Both	3
POA6221	0-4	1	Both	3
POA6221	0-4	1	Neither	3
POA6221	5-9	0	Both	3
POA6221	5-9	1	Both	8
POA6221	5-9	1	Mother only	3
POA6221	5-9	1	Neither	3
POA6221	10-12	0	Both	3
POA6221	10-12	0	Father only	3
POA6221	10-12	1	Both	11
POA6221	10-12	1	Neither	3
POA6221	13-14	1	Both	8
POA6221	15-17	1	Both	10
POA6221	15-17	1	Mother only	3
POA6221	15-17	1	Neither	3
POA6223	0-4	1	Both	14
POA6223	0-4	1	Mother only	3
POA6223	5-9	1	Both	11
POA6223	13-14	1	Both	3
POA6223	15-17	0	Both	3
POA6223	15-17	1	Both	5
POA6224	0-4	0	Both	8
POA6224	0-4	1	Both	29
POA6224	0-4	1	Father only	3
POA6224	0-4	1	Mother only	4
POA6224	5-9	0	Both	7
POA6224	5-9	1	Both	41
POA6224	5-9	1	Father only	3
POA6224	5-9	1	Mother only	6
POA6224	5-9	1	Neither	3
POA6224	10-12	0	Both	9
POA6224	10-12	1	Both	32
POA6224	10-12	1	Mother only	3
POA6224	10-12	1	Neither	3
POA6224	13-14	0	Both	10
POA6224	13-14	0	Mother only	3
POA6224	13-14	1	Both	13
POA6224	13-14	1	Neither	8
POA6224	15-17	0	Both	10
POA6224	15-17	0	Father only	3
POA6224	15-17	1	Both	34
POA6224	15-17	1	Mother only	5
POA6224	18-20	1	Both	3
POA6225	0-4	0		3
POA6225	0-4	0	Both	108
POA6225	0-4	0	Father only	3
POA6225	0-4	0	Mother only	11
POA6225	0-4	0	Neither	3
POA6225	0-4	1	Both	327
POA6225	0-4	1	Father only	21
POA6225	0-4	1	Mother only	17
POA6225	0-4	1	Neither	17
POA6225	5-9	0		3
POA6225	5-9	0	Both	114
POA6225	5-9	0	Father only	3
POA6225	5-9	0	Mother only	5
POA6225	5-9	0	Neither	3
POA6225	5-9	1		3
POA6225	5-9	1	Both	329
POA6225	5-9	1	Father only	26
POA6225	5-9	1	Mother only	29
POA6225	5-9	1	Neither	30
POA6225	10-12	0		3
POA6225	10-12	0	Both	72
POA6225	10-12	0	Father only	3
POA6225	10-12	0	Mother only	8
POA6225	10-12	1		6
POA6225	10-12	1	Both	202
POA6225	10-12	1	Father only	13
POA6225	10-12	1	Mother only	18
POA6225	10-12	1	Neither	19
POA6225	13-14	0	Both	46
POA6225	13-14	0	Father only	3
POA6225	13-14	0	Mother only	4
POA6225	13-14	1	Both	115
POA6225	13-14	1	Father only	6
POA6225	13-14	1	Mother only	6
POA6225	13-14	1	Neither	14
POA6225	15-17	0	Both	55
POA6225	15-17	0	Father only	3
POA6225	15-17	0	Mother only	3
POA6225	15-17	1		3
POA6225	15-17	1	Both	154
POA6225	15-17	1	Father only	13
POA6225	15-17	1	Mother only	14
POA6225	15-17	1	Neither	10
POA6225	18-20	0	Both	3
POA6225	18-20	0	Neither	4
POA6225	18-20	1	Both	10
POA6225	21-24	1	Both	3
POA6226	0-4	1	Both	33
POA6226	0-4	1	Father only	10
POA6226	0-4	1	Mother only	11
POA6226	5-9	0	Both	4
POA6226	5-9	1	Both	59
POA6226	5-9	1	Father only	3
POA6226	5-9	1	Mother only	3
POA6226	5-9	1	Neither	3
POA6226	10-12	1	Both	20
POA6226	10-12	1	Father only	3
POA6226	10-12	1	Mother only	4
POA6226	13-14	1	Both	17
POA6226	13-14	1	Mother only	5
POA6226	13-14	1	Neither	3
POA6226	15-17	0	Both	3
POA6226	15-17	1	Both	26
POA6226	15-17	1	Father only	3
POA6226	15-17	1	Mother only	3
POA6226	15-17	1	Neither	3
POA6227	0-4	0	Both	4
POA6227	0-4	1	Both	56
POA6227	5-9	0	Both	12
POA6227	5-9	1	Both	46
POA6227	5-9	1	Father only	9
POA6227	5-9	1	Mother only	3
POA6227	5-9	1	Neither	9
POA6227	10-12	0	Both	4
POA6227	10-12	1	Both	30
POA6227	10-12	1	Father only	5
POA6227	10-12	1	Neither	8
POA6227	13-14	1	Both	15
POA6227	13-14	1	Neither	8
POA6227	15-17	1	Both	18
POA6227	15-17	1	Father only	3
POA6227	15-17	1	Neither	3
POA6227	18-20	1	Both	3
POA6228	0-4	1	Both	3
POA6228	5-9	1	Both	12
POA6228	10-12	1	Both	9
POA6228	13-14	1	Both	4
POA6228	15-17	1	Both	3
POA6228	15-17	1	Mother only	3
POA6229	0-4	1	Mother only	3
POA6229	0-4	1	Neither	4
POA6229	15-17	0	Both	3
POA6229	15-17	1	Neither	3
POA6230	0-4	0		11
POA6230	0-4	0	Both	369
POA6230	0-4	0	Father only	33
POA6230	0-4	0	Mother only	45
POA6230	0-4	0	Neither	21
POA6230	0-4	1		12
POA6230	0-4	1	Both	1199
POA6230	0-4	1	Father only	204
POA6230	0-4	1	Mother only	157
POA6230	0-4	1	Neither	398
POA6230	5-9	0		9
POA6230	5-9	0	Both	485
POA6230	5-9	0	Father only	42
POA6230	5-9	0	Mother only	64
POA6230	5-9	0	Neither	53
POA6230	5-9	1		7
POA6230	5-9	1	Both	1252
POA6230	5-9	1	Father only	173
POA6230	5-9	1	Mother only	162
POA6230	5-9	1	Neither	435
POA6230	10-12	0		7
POA6230	10-12	0	Both	267
POA6230	10-12	0	Father only	45
POA6230	10-12	0	Mother only	25
POA6230	10-12	0	Neither	34
POA6230	10-12	1		11
POA6230	10-12	1	Both	734
POA6230	10-12	1	Father only	116
POA6230	10-12	1	Mother only	95
POA6230	10-12	1	Neither	268
POA6230	13-14	0		4
POA6230	13-14	0	Both	235
POA6230	13-14	0	Father only	26
POA6230	13-14	0	Mother only	35
POA6230	13-14	0	Neither	30
POA6230	13-14	1		7
POA6230	13-14	1	Both	421
POA6230	13-14	1	Father only	65
POA6230	13-14	1	Mother only	72
POA6230	13-14	1	Neither	167
POA6230	15-17	0		7
POA6230	15-17	0	Both	252
POA6230	15-17	0	Father only	52
POA6230	15-17	0	Mother only	45
POA6230	15-17	0	Neither	45
POA6230	15-17	1		4
POA6230	15-17	1	Both	585
POA6230	15-17	1	Father only	95
POA6230	15-17	1	Mother only	105
POA6230	15-17	1	Neither	247
POA6230	18-20	0	Both	36
POA6230	18-20	0	Father only	7
POA6230	18-20	0	Mother only	7
POA6230	18-20	0	Neither	7
POA6230	18-20	1	Both	59
POA6230	18-20	1	Father only	9
POA6230	18-20	1	Mother only	8
POA6230	18-20	1	Neither	44
POA6230	21-24	0	Both	12
POA6230	21-24	0	Father only	3
POA6230	21-24	0	Mother only	3
POA6230	21-24	1	Both	18
POA6230	21-24	1	Father only	4
POA6230	21-24	1	Mother only	12
POA6230	21-24	1	Neither	16
POA6232	0-4	0	Both	90
POA6232	0-4	0	Father only	9
POA6232	0-4	0	Mother only	5
POA6232	0-4	0	Neither	3
POA6232	0-4	1		6
POA6232	0-4	1	Both	494
POA6232	0-4	1	Father only	51
POA6232	0-4	1	Mother only	58
POA6232	0-4	1	Neither	95
POA6232	5-9	0		3
POA6232	5-9	0	Both	117
POA6232	5-9	0	Father only	15
POA6232	5-9	0	Mother only	15
POA6232	5-9	0	Neither	11
POA6232	5-9	1	Both	396
POA6232	5-9	1	Father only	46
POA6232	5-9	1	Mother only	40
POA6232	5-9	1	Neither	82
POA6232	10-12	0	Both	69
POA6232	10-12	0	Father only	14
POA6232	10-12	0	Mother only	11
POA6232	10-12	0	Neither	4
POA6232	10-12	1	Both	222
POA6232	10-12	1	Father only	18
POA6232	10-12	1	Mother only	20
POA6232	10-12	1	Neither	39
POA6232	13-14	0	Both	47
POA6232	13-14	0	Father only	3
POA6232	13-14	0	Mother only	4
POA6232	13-14	0	Neither	10
POA6232	13-14	1	Both	137
POA6232	13-14	1	Father only	11
POA6232	13-14	1	Mother only	15
POA6232	13-14	1	Neither	42
POA6232	15-17	0	Both	62
POA6232	15-17	0	Father only	12
POA6232	15-17	0	Mother only	16
POA6232	15-17	0	Neither	11
POA6232	15-17	1	Both	183
POA6232	15-17	1	Father only	22
POA6232	15-17	1	Mother only	20
POA6232	15-17	1	Neither	44
POA6232	18-20	0	Both	11
POA6232	18-20	1	Both	19
POA6232	18-20	1	Father only	3
POA6232	18-20	1	Mother only	5
POA6232	18-20	1	Neither	7
POA6232	21-24	1	Both	6
POA6233	0-4	0		6
POA6233	0-4	0	Both	119
POA6233	0-4	0	Father only	13
POA6233	0-4	0	Mother only	13
POA6233	0-4	0	Neither	9
POA6233	0-4	1		4
POA6233	0-4	1	Both	809
POA6233	0-4	1	Father only	114
POA6233	0-4	1	Mother only	102
POA6233	0-4	1	Neither	123
POA6233	5-9	0		10
POA6233	5-9	0	Both	189
POA6233	5-9	0	Father only	18
POA6233	5-9	0	Mother only	17
POA6233	5-9	0	Neither	15
POA6233	5-9	1	Both	781
POA6233	5-9	1	Father only	108
POA6233	5-9	1	Mother only	108
POA6233	5-9	1	Neither	190
POA6233	10-12	0		8
POA6233	10-12	0	Both	123
POA6233	10-12	0	Father only	16
POA6233	10-12	0	Mother only	14
POA6233	10-12	0	Neither	9
POA6233	10-12	1		3
POA6233	10-12	1	Both	452
POA6233	10-12	1	Father only	65
POA6233	10-12	1	Mother only	60
POA6233	10-12	1	Neither	121
POA6233	13-14	0		7
POA6233	13-14	0	Both	72
POA6233	13-14	0	Father only	8
POA6233	13-14	0	Mother only	9
POA6233	13-14	0	Neither	11
POA6233	13-14	1		3
POA6233	13-14	1	Both	288
POA6233	13-14	1	Father only	32
POA6233	13-14	1	Mother only	44
POA6233	13-14	1	Neither	72
POA6233	15-17	0	Both	91
POA6233	15-17	0	Father only	8
POA6233	15-17	0	Mother only	14
POA6233	15-17	0	Neither	15
POA6233	15-17	1	Both	338
POA6233	15-17	1	Father only	33
POA6233	15-17	1	Mother only	50
POA6233	15-17	1	Neither	100
POA6233	18-20	0	Both	10
POA6233	18-20	0	Mother only	3
POA6233	18-20	0	Neither	3
POA6233	18-20	1	Both	41
POA6233	18-20	1	Father only	4
POA6233	18-20	1	Mother only	7
POA6233	18-20	1	Neither	20
POA6233	21-24	0	Neither	3
POA6233	21-24	1	Both	8
POA6233	21-24	1	Neither	5
POA6236	0-4	0	Both	5
POA6236	0-4	1	Both	54
POA6236	0-4	1	Father only	9
POA6236	0-4	1	Mother only	5
POA6236	0-4	1	Neither	11
POA6236	5-9	0	Both	12
POA6236	5-9	1	Both	79
POA6236	5-9	1	Father only	5
POA6236	5-9	1	Mother only	15
POA6236	5-9	1	Neither	13
POA6236	10-12	0	Both	14
POA6236	10-12	0	Father only	3
