POA_CODE_2016	Age5yr	Indigenous	Sex	persons
POA2195	35-39		M	87
POA2195	35-39	0	F	944
POA2195	35-39	0	M	1410
POA2195	35-39	1	F	8
POA2195	40-44		F	39
POA2195	40-44		M	64
POA2195	40-44	0	F	698
POA2195	40-44	0	M	883
POA2195	40-44	1	F	3
POA2195	45-49		F	26
POA2195	45-49		M	43
POA2195	45-49	0	F	596
POA2195	45-49	0	M	699
POA2195	50-54		F	37
POA2195	50-54		M	33
POA2195	50-54	0	F	582
POA2195	50-54	0	M	632
POA2195	50-54	1	M	5
POA2195	55-59		F	18
POA2195	55-59		M	28
POA2195	55-59	0	F	518
POA2195	55-59	0	M	569
POA2195	55-59	1	F	7
POA2195	55-59	1	M	3
POA2195	60-64		F	21
POA2195	60-64		M	23
POA2195	60-64	0	F	426
POA2195	60-64	0	M	437
POA2195	60-64	1	F	3
POA2195	60-64	1	M	3
POA2195	65+		F	141
POA2195	65+		M	93
POA2195	65+	0	F	1062
POA2195	65+	0	M	1056
POA2196	0-4		F	57
POA2196	0-4		M	71
POA2196	0-4	0	F	1073
POA2196	0-4	0	M	1190
POA2196	0-4	1	F	12
POA2196	0-4	1	M	10
POA2196	5-9		F	57
POA2196	5-9		M	67
POA2196	5-9	0	F	1106
POA2196	5-9	0	M	1193
POA2196	5-9	1	F	11
POA2196	5-9	1	M	10
POA2196	10-14		F	57
POA2196	10-14		M	63
POA2196	10-14	0	F	1024
POA2196	10-14	0	M	1067
POA2196	10-14	1	F	12
POA2196	10-14	1	M	4
POA2196	15-19		F	48
POA2196	15-19		M	64
POA2196	15-19	0	F	1036
POA2196	15-19	0	M	1070
POA2196	15-19	1	F	6
POA2196	15-19	1	M	11
POA2196	20-24		F	74
POA2196	20-24		M	48
POA2196	20-24	0	F	1105
POA2196	20-24	0	M	1148
POA2196	20-24	1	F	15
POA2196	20-24	1	M	7
POA2196	25-29		F	73
POA2196	25-29		M	63
POA2196	25-29	0	F	1088
POA2196	25-29	0	M	1233
POA2196	25-29	1	F	4
POA2196	25-29	1	M	9
POA2196	30-34		F	49
POA2196	30-34		M	78
POA2196	30-34	0	F	1125
POA2196	30-34	0	M	1144
POA2196	30-34	1	F	6
POA2196	30-34	1	M	3
POA2196	35-39		F	48
POA2196	35-39		M	69
POA2196	35-39	0	F	1005
POA2196	35-39	0	M	1025
POA2196	35-39	1	F	6
POA2196	35-39	1	M	3
POA2196	40-44		F	56
POA2196	40-44		M	59
POA2196	40-44	0	F	972
POA2196	40-44	0	M	930
POA2196	40-44	1	F	11
POA2196	40-44	1	M	3
POA2196	45-49		F	61
POA2196	45-49		M	68
POA2196	45-49	0	F	972
POA2196	45-49	0	M	927
POA2196	45-49	1	F	4
POA2196	45-49	1	M	3
POA2196	50-54		F	46
POA2196	50-54		M	59
POA2196	50-54	0	F	865
POA2196	50-54	0	M	910
POA2196	50-54	1	F	9
POA2196	55-59		F	49
POA2196	55-59		M	40
POA2196	55-59	0	F	850
POA2196	55-59	0	M	789
POA2196	55-59	1	M	3
POA2196	60-64		F	32
POA2196	60-64		M	37
POA2196	60-64	0	F	711
POA2196	60-64	0	M	679
POA2196	65+		F	129
POA2196	65+		M	115
POA2196	65+	0	F	1852
POA2196	65+	0	M	1800
POA2196	65+	1	F	4
POA2197	0-4		F	12
POA2197	0-4		M	12
POA2197	0-4	0	F	326
POA2197	0-4	0	M	305
POA2197	0-4	1	M	4
POA2197	5-9		F	10
POA2197	5-9		M	13
POA2197	5-9	0	F	356
POA2197	5-9	0	M	331
POA2197	5-9	1	M	3
POA2197	10-14		F	13
POA2197	10-14		M	14
POA2197	10-14	0	F	313
POA2197	10-14	0	M	337
POA2197	10-14	1	F	3
POA2197	10-14	1	M	3
POA2197	15-19		F	5
POA2197	15-19		M	12
POA2197	15-19	0	F	305
POA2197	15-19	0	M	308
POA2197	15-19	1	F	5
POA2197	15-19	1	M	4
POA2197	20-24		F	14
POA2197	20-24		M	7
POA2197	20-24	0	F	321
POA2197	20-24	0	M	313
POA2197	20-24	1	F	3
POA2197	20-24	1	M	3
POA2197	25-29		F	18
POA2197	25-29		M	9
POA2197	25-29	0	F	267
POA2197	25-29	0	M	294
POA2197	25-29	1	F	4
POA2197	30-34		F	8
POA2197	30-34		M	10
POA2197	30-34	0	F	291
POA2197	30-34	0	M	266
POA2197	30-34	1	F	8
POA2197	35-39		F	10
POA2197	35-39		M	10
POA2197	35-39	0	F	289
POA2197	35-39	0	M	294
POA2197	35-39	1	F	3
POA2197	40-44		F	11
POA2197	40-44		M	8
POA2197	40-44	0	F	276
POA2197	40-44	0	M	228
POA2197	45-49		F	15
POA2197	45-49		M	12
POA2197	45-49	0	F	258
POA2197	45-49	0	M	264
POA2197	45-49	1	F	3
POA2197	50-54		F	10
POA2197	50-54		M	14
POA2197	50-54	0	F	264
POA2197	50-54	0	M	266
POA2197	50-54	1	F	4
POA2197	50-54	1	M	3
POA2197	55-59		F	3
POA2197	55-59		M	10
POA2197	55-59	0	F	244
POA2197	55-59	0	M	255
POA2197	60-64		F	10
POA2197	60-64		M	5
POA2197	60-64	0	F	196
POA2197	60-64	0	M	209
POA2197	60-64	1	M	3
POA2197	65+		F	28
POA2197	65+		M	29
POA2197	65+	0	F	674
POA2197	65+	0	M	603
POA2197	65+	1	M	3
POA2198	0-4		F	16
POA2198	0-4		M	5
POA2198	0-4	0	F	336
POA2198	0-4	0	M	291
POA2198	5-9		F	9
POA2198	5-9		M	16
POA2198	5-9	0	F	313
POA2198	5-9	0	M	331
POA2198	10-14		F	16
POA2198	10-14		M	23
POA2198	10-14	0	F	293
POA2198	10-14	0	M	323
POA2198	10-14	1	F	3
POA2198	15-19		F	11
POA2198	15-19		M	23
POA2198	15-19	0	F	276
POA2198	15-19	0	M	280
POA2198	15-19	1	F	6
POA2198	15-19	1	M	4
POA2198	20-24		F	18
POA2198	20-24		M	20
POA2198	20-24	0	F	275
POA2198	20-24	0	M	242
POA2198	20-24	1	F	3
POA2198	25-29		F	10
POA2198	25-29		M	11
POA2198	25-29	0	F	260
POA2198	25-29	0	M	226
POA2198	25-29	1	M	5
POA2198	30-34		F	7
POA2198	30-34		M	7
POA2198	30-34	0	F	268
POA2198	30-34	0	M	253
POA2198	35-39		F	19
POA2198	35-39		M	13
POA2198	35-39	0	F	294
POA2198	35-39	0	M	292
POA2198	40-44		F	14
POA2198	40-44		M	13
POA2198	40-44	0	F	289
POA2198	40-44	0	M	303
POA2198	45-49		F	20
POA2198	45-49		M	20
POA2198	45-49	0	F	247
POA2198	45-49	0	M	265
POA2198	45-49	1	F	8
POA2198	50-54		F	7
POA2198	50-54		M	8
POA2198	50-54	0	F	241
POA2198	50-54	0	M	194
POA2198	55-59		F	8
POA2198	55-59		M	5
POA2198	55-59	0	F	214
POA2198	55-59	0	M	214
POA2198	60-64		F	13
POA2198	60-64		M	15
POA2198	60-64	0	F	206
POA2198	60-64	0	M	176
POA2198	65+		F	43
POA2198	65+		M	44
POA2198	65+	0	F	906
POA2198	65+	0	M	743
POA2198	65+	1	F	3
POA2199	0-4		F	21
POA2199	0-4		M	37
POA2199	0-4	0	F	626
POA2199	0-4	0	M	691
POA2199	0-4	1	F	6
POA2199	0-4	1	M	3
POA2199	5-9		F	41
POA2199	5-9		M	37
POA2199	5-9	0	F	634
POA2199	5-9	0	M	661
POA2199	5-9	1	F	7
POA2199	5-9	1	M	3
POA2199	10-14		F	27
POA2199	10-14		M	30
POA2199	10-14	0	F	553
POA2199	10-14	0	M	597
POA2199	10-14	1	F	6
POA2199	10-14	1	M	3
POA2199	15-19		F	25
POA2199	15-19		M	31
POA2199	15-19	0	F	552
POA2199	15-19	0	M	631
POA2199	15-19	1	F	7
POA2199	15-19	1	M	8
POA2199	20-24		F	31
POA2199	20-24		M	41
POA2199	20-24	0	F	542
POA2199	20-24	0	M	610
POA2199	20-24	1	F	8
POA2199	20-24	1	M	14
POA2199	25-29		F	31
POA2199	25-29		M	35
POA2199	25-29	0	F	660
POA2199	25-29	0	M	611
POA2199	25-29	1	F	9
POA2199	25-29	1	M	3
POA2199	30-34		F	30
POA2199	30-34		M	30
POA2199	30-34	0	F	617
POA2199	30-34	0	M	541
POA2199	30-34	1	M	7
POA2199	35-39		F	35
POA2199	35-39		M	23
POA2199	35-39	0	F	543
POA2199	35-39	0	M	575
POA2199	35-39	1	F	7
POA2199	35-39	1	M	3
POA2199	40-44		F	27
POA2199	40-44		M	31
POA2199	40-44	0	F	566
POA2199	40-44	0	M	507
POA2199	40-44	1	F	8
POA2199	40-44	1	M	7
POA2199	45-49		F	30
POA2199	45-49		M	22
POA2199	45-49	0	F	509
POA2199	45-49	0	M	505
POA2199	45-49	1	F	3
POA2199	45-49	1	M	5
POA2199	50-54		F	20
POA2199	50-54		M	33
POA2199	50-54	0	F	492
POA2199	50-54	0	M	486
POA2199	50-54	1	F	9
POA2199	50-54	1	M	3
POA2199	55-59		F	33
POA2199	55-59		M	34
POA2199	55-59	0	F	514
POA2199	55-59	0	M	510
POA2199	55-59	1	F	11
POA2199	55-59	1	M	3
POA2199	60-64		F	18
POA2199	60-64		M	29
POA2199	60-64	0	F	432
POA2199	60-64	0	M	442
POA2199	60-64	1	F	3
POA2199	60-64	1	M	3
POA2199	65+		F	89
POA2199	65+		M	78
POA2199	65+	0	F	1237
POA2199	65+	0	M	1065
POA2199	65+	1	F	5
POA2199	65+	1	M	7
POA2200	0-4		F	126
POA2200	0-4		M	131
POA2200	0-4	0	F	1703
POA2200	0-4	0	M	1801
POA2200	0-4	1	F	17
POA2200	0-4	1	M	8
POA2200	5-9		F	109
POA2200	5-9		M	121
POA2200	5-9	0	F	1428
POA2200	5-9	0	M	1541
POA2200	5-9	1	F	4
POA2200	5-9	1	M	14
POA2200	10-14		F	69
POA2200	10-14		M	88
POA2200	10-14	0	F	1242
POA2200	10-14	0	M	1365
POA2200	10-14	1	F	4
POA2200	10-14	1	M	3
POA2200	15-19		F	79
POA2200	15-19		M	60
POA2200	15-19	0	F	1255
POA2200	15-19	0	M	1288
POA2200	15-19	1	F	13
POA2200	15-19	1	M	3
POA2200	20-24		F	121
POA2200	20-24		M	108
POA2200	20-24	0	F	1578
POA2200	20-24	0	M	1558
POA2200	20-24	1	F	11
POA2200	20-24	1	M	12
POA2200	25-29		F	144
POA2200	25-29		M	124
POA2200	25-29	0	F	1844
POA2200	25-29	0	M	1649
POA2200	25-29	1	F	5
POA2200	25-29	1	M	5
POA2200	30-34		F	111
POA2200	30-34		M	146
POA2200	30-34	0	F	1760
POA2200	30-34	0	M	1684
POA2200	30-34	1	F	3
POA2200	30-34	1	M	4
POA2200	35-39		F	102
POA2200	35-39		M	99
POA2200	35-39	0	F	1412
POA2200	35-39	0	M	1390
POA2200	35-39	1	F	9
POA2200	35-39	1	M	4
POA2200	40-44		F	103
POA2200	40-44		M	77
POA2200	40-44	0	F	1383
POA2200	40-44	0	M	1261
POA2200	40-44	1	F	3
POA2200	40-44	1	M	3
POA2200	45-49		F	100
POA2200	45-49		M	86
POA2200	45-49	0	F	1192
POA2200	45-49	0	M	1136
POA2200	45-49	1	F	3
POA2200	45-49	1	M	5
POA2200	50-54		F	86
POA2200	50-54		M	83
POA2200	50-54	0	F	1187
POA2200	50-54	0	M	1166
POA2200	50-54	1	F	3
POA2200	55-59		F	73
POA2200	55-59		M	72
POA2200	55-59	0	F	1141
POA2200	55-59	0	M	1118
POA2200	55-59	1	F	8
POA2200	55-59	1	M	3
POA2200	60-64		F	57
POA2200	60-64		M	60
POA2200	60-64	0	F	908
POA2200	60-64	0	M	908
POA2200	60-64	1	F	3
POA2200	60-64	1	M	4
POA2200	65+		F	209
POA2200	65+		M	197
POA2200	65+	0	F	2439
POA2200	65+	0	M	2209
POA2200	65+	1	F	3
POA2203	0-4		F	17
POA2203	0-4		M	27
POA2203	0-4	0	F	352
POA2203	0-4	0	M	340
POA2203	0-4	1	F	12
POA2203	0-4	1	M	11
POA2203	5-9		F	14
POA2203	5-9		M	21
POA2203	5-9	0	F	355
POA2203	5-9	0	M	348
POA2203	5-9	1	F	4
POA2203	5-9	1	M	13
POA2203	10-14		F	18
POA2203	10-14		M	13
POA2203	10-14	0	F	255
POA2203	10-14	0	M	339
POA2203	10-14	1	F	11
POA2203	10-14	1	M	10
POA2203	15-19		F	13
POA2203	15-19		M	24
POA2203	15-19	0	F	243
POA2203	15-19	0	M	289
POA2203	15-19	1	F	7
POA2203	15-19	1	M	7
POA2203	20-24		F	34
POA2203	20-24		M	37
POA2203	20-24	0	F	433
POA2203	20-24	0	M	390
POA2203	20-24	1	F	9
POA2203	20-24	1	M	7
POA2203	25-29		F	57
POA2203	25-29		M	48
POA2203	25-29	0	F	589
POA2203	25-29	0	M	536
POA2203	25-29	1	F	17
POA2203	25-29	1	M	8
POA2203	30-34		F	61
POA2203	30-34		M	51
POA2203	30-34	0	F	666
POA2203	30-34	0	M	547
POA2203	30-34	1	F	5
POA2203	30-34	1	M	3
POA2203	35-39		F	44
POA2203	35-39		M	35
POA2203	35-39	0	F	591
POA2203	35-39	0	M	532
POA2203	35-39	1	F	3
POA2203	35-39	1	M	3
POA2203	40-44		F	37
POA2203	40-44		M	33
POA2203	40-44	0	F	573
POA2203	40-44	0	M	525
POA2203	40-44	1	F	9
POA2203	40-44	1	M	6
POA2203	45-49		F	30
POA2203	45-49		M	21
POA2203	45-49	0	F	568
POA2203	45-49	0	M	455
POA2203	45-49	1	F	3
POA2203	45-49	1	M	6
POA2203	50-54		F	36
POA2203	50-54		M	31
POA2203	50-54	0	F	446
POA2203	50-54	0	M	444
POA2203	50-54	1	F	11
POA2203	50-54	1	M	3
POA2203	55-59		F	23
POA2203	55-59		M	23
POA2203	55-59	0	F	374
POA2203	55-59	0	M	338
POA2203	55-59	1	F	3
POA2203	55-59	1	M	6
POA2203	60-64		F	19
POA2203	60-64		M	19
POA2203	60-64	0	F	290
POA2203	60-64	0	M	239
POA2203	60-64	1	F	10
POA2203	65+		F	72
POA2203	65+		M	56
POA2203	65+	0	F	849
POA2203	65+	0	M	673
POA2203	65+	1	F	3
POA2203	65+	1	M	4
POA2204	0-4		F	34
POA2204	0-4		M	53
POA2204	0-4	0	F	626
POA2204	0-4	0	M	688
POA2204	0-4	1	F	27
POA2204	0-4	1	M	10
POA2204	5-9		F	37
POA2204	5-9		M	47
POA2204	5-9	0	F	560
POA2204	5-9	0	M	634
POA2204	5-9	1	F	17
POA2204	5-9	1	M	14
POA2204	10-14		F	25
POA2204	10-14		M	39
POA2204	10-14	0	F	440
POA2204	10-14	0	M	489
POA2204	10-14	1	F	10
POA2204	10-14	1	M	15
POA2204	15-19		F	24
POA2204	15-19		M	24
POA2204	15-19	0	F	401
POA2204	15-19	0	M	421
POA2204	15-19	1	F	16
POA2204	15-19	1	M	26
POA2204	20-24		F	76
POA2204	20-24		M	83
POA2204	20-24	0	F	959
POA2204	20-24	0	M	855
POA2204	20-24	1	F	22
POA2204	20-24	1	M	16
POA2204	25-29		F	115
POA2204	25-29		M	113
POA2204	25-29	0	F	1380
POA2204	25-29	0	M	1279
POA2204	25-29	1	F	15
POA2204	25-29	1	M	28
POA2204	30-34		F	113
POA2204	30-34		M	109
POA2204	30-34	0	F	1344
POA2204	30-34	0	M	1279
POA2204	30-34	1	F	14
POA2204	30-34	1	M	25
POA2204	35-39		F	80
POA2204	35-39		M	90
POA2204	35-39	0	F	1095
POA2204	35-39	0	M	1022
POA2204	35-39	1	F	7
POA2204	35-39	1	M	3
POA2204	40-44		F	85
POA2204	40-44		M	78
POA2204	40-44	0	F	1009
POA2204	40-44	0	M	975
POA2204	40-44	1	F	12
POA2204	40-44	1	M	15
POA2204	45-49		F	66
POA2204	45-49		M	71
POA2204	45-49	0	F	875
POA2204	45-49	0	M	850
POA2204	45-49	1	F	18
POA2204	45-49	1	M	10
POA2204	50-54		F	44
POA2204	50-54		M	70
POA2204	50-54	0	F	714
POA2204	50-54	0	M	691
POA2204	50-54	1	F	18
POA2204	50-54	1	M	9
POA2204	55-59		F	36
POA2204	55-59		M	47
POA2204	55-59	0	F	649
POA2204	55-59	0	M	686
POA2204	55-59	1	F	15
POA2204	55-59	1	M	7
POA2204	60-64		F	38
POA2204	60-64		M	39
POA2204	60-64	0	F	590
POA2204	60-64	0	M	486
POA2204	60-64	1	F	15
POA2204	60-64	1	M	4
POA2204	65+		F	98
POA2204	65+		M	92
POA2204	65+	0	F	1777
POA2204	65+	0	M	1478
POA2204	65+	1	F	14
POA2204	65+	1	M	15
POA2205	0-4		F	24
POA2205	0-4		M	33
POA2205	0-4	0	F	528
POA2205	0-4	0	M	552
POA2205	0-4	1	F	4
POA2205	5-9		F	18
POA2205	5-9		M	12
POA2205	5-9	0	F	357
POA2205	5-9	0	M	381
POA2205	5-9	1	F	3
POA2205	10-14		F	14
POA2205	10-14		M	20
POA2205	10-14	0	F	308
POA2205	10-14	0	M	333
POA2205	10-14	1	F	3
POA2205	10-14	1	M	3
POA2205	15-19		F	21
POA2205	15-19		M	31
POA2205	15-19	0	F	401
POA2205	15-19	0	M	407
POA2205	15-19	1	F	8
POA2205	15-19	1	M	10
POA2205	20-24		F	58
POA2205	20-24		M	78
POA2205	20-24	0	F	1040
POA2205	20-24	0	M	990
POA2205	20-24	1	F	11
POA2205	20-24	1	M	11
POA2205	25-29		F	147
POA2205	25-29		M	107
POA2205	25-29	0	F	1631
POA2205	25-29	0	M	1582
POA2205	25-29	1	F	5
POA2205	25-29	1	M	5
POA2205	30-34		F	74
POA2205	30-34		M	97
POA2205	30-34	0	F	1217
POA2205	30-34	0	M	1336
POA2205	30-34	1	M	7
POA2205	35-39		F	43
POA2205	35-39		M	66
POA2205	35-39	0	F	699
POA2205	35-39	0	M	790
POA2205	35-39	1	F	8
POA2205	35-39	1	M	3
POA2205	40-44		F	22
POA2205	40-44		M	40
POA2205	40-44	0	F	519
POA2205	40-44	0	M	532
POA2205	40-44	1	F	9
POA2205	40-44	1	M	7
POA2205	45-49		F	24
POA2205	45-49		M	24
POA2205	45-49	0	F	402
POA2205	45-49	0	M	418
POA2205	45-49	1	F	5
POA2205	50-54		F	26
POA2205	50-54		M	18
POA2205	50-54	0	F	390
POA2205	50-54	0	M	374
POA2205	50-54	1	F	8
POA2205	50-54	1	M	7
POA2205	55-59		F	14
POA2205	55-59		M	23
POA2205	55-59	0	F	358
POA2205	55-59	0	M	338
POA2205	55-59	1	M	3
POA2205	60-64		F	21
POA2205	60-64		M	24
POA2205	60-64	0	F	318
POA2205	60-64	0	M	313
POA2205	65+		F	40
POA2205	65+		M	40
POA2205	65+	0	F	850
POA2205	65+	0	M	778
POA2206	0-4		F	26
POA2206	0-4		M	33
POA2206	0-4	0	F	477
POA2206	0-4	0	M	522
POA2206	0-4	1	F	4
POA2206	0-4	1	M	10
POA2206	5-9		F	39
POA2206	5-9		M	48
POA2206	5-9	0	F	545
POA2206	5-9	0	M	613
POA2206	5-9	1	F	9
POA2206	5-9	1	M	5
POA2206	10-14		F	34
POA2206	10-14		M	47
POA2206	10-14	0	F	541
POA2206	10-14	0	M	597
POA2206	10-14	1	F	7
POA2206	10-14	1	M	10
POA2206	15-19		F	26
POA2206	15-19		M	33
POA2206	15-19	0	F	521
POA2206	15-19	0	M	576
POA2206	15-19	1	F	6
POA2206	15-19	1	M	3
POA2206	20-24		F	33
POA2206	20-24		M	30
POA2206	20-24	0	F	473
POA2206	20-24	0	M	487
POA2206	20-24	1	F	4
POA2206	20-24	1	M	7
POA2206	25-29		F	30
POA2206	25-29		M	31
POA2206	25-29	0	F	437
POA2206	25-29	0	M	442
POA2206	25-29	1	F	12
POA2206	25-29	1	M	4
POA2206	30-34		F	26
POA2206	30-34		M	25
POA2206	30-34	0	F	515
POA2206	30-34	0	M	468
POA2206	30-34	1	F	3
POA2206	30-34	1	M	3
POA2206	35-39		F	42
POA2206	35-39		M	38
POA2206	35-39	0	F	593
POA2206	35-39	0	M	550
POA2206	35-39	1	F	7
POA2206	35-39	1	M	7
POA2206	40-44		F	54
POA2206	40-44		M	52
POA2206	40-44	0	F	757
POA2206	40-44	0	M	721
POA2206	40-44	1	F	5
POA2206	40-44	1	M	5
POA2206	45-49		F	38
POA2206	45-49		M	36
POA2206	45-49	0	F	746
POA2206	45-49	0	M	706
POA2206	45-49	1	F	5
POA2206	45-49	1	M	3
POA2206	50-54		F	43
POA2206	50-54		M	38
POA2206	50-54	0	F	627
POA2206	50-54	0	M	623
POA2206	50-54	1	F	3
POA2206	50-54	1	M	5
POA2206	55-59		F	33
POA2206	55-59		M	33
POA2206	55-59	0	F	552
POA2206	55-59	0	M	553
POA2206	55-59	1	F	4
POA2206	55-59	1	M	5
POA2206	60-64		F	25
POA2206	60-64		M	26
POA2206	60-64	0	F	491
POA2206	60-64	0	M	411
POA2206	60-64	1	F	3
POA2206	60-64	1	M	3
POA2206	65+		F	100
POA2206	65+		M	88
POA2206	65+	0	F	1941
POA2206	65+	0	M	1648
POA2206	65+	1	F	6
POA2206	65+	1	M	10
POA2207	0-4		F	29
POA2207	0-4		M	45
POA2207	0-4	0	F	818
POA2207	0-4	0	M	896
POA2207	0-4	1	F	11
POA2207	0-4	1	M	9
POA2207	5-9		F	35
POA2207	5-9		M	44
POA2207	5-9	0	F	880
POA2207	5-9	0	M	802
POA2207	5-9	1	F	3
POA2207	5-9	1	M	4
POA2207	10-14		F	31
POA2207	10-14		M	42
POA2207	10-14	0	F	715
POA2207	10-14	0	M	841
POA2207	10-14	1	F	3
POA2207	10-14	1	M	3
POA2207	15-19		F	31
POA2207	15-19		M	28
POA2207	15-19	0	F	780
POA2207	15-19	0	M	831
POA2207	15-19	1	F	11
POA2207	15-19	1	M	9
POA2207	20-24		F	53
POA2207	20-24		M	49
POA2207	20-24	0	F	824
POA2207	20-24	0	M	834
POA2207	20-24	1	F	12
POA2207	20-24	1	M	11
POA2207	25-29		F	58
POA2207	25-29		M	48
POA2207	25-29	0	F	807
POA2207	25-29	0	M	819
POA2207	25-29	1	F	10
POA2207	25-29	1	M	6
POA2207	30-34		F	44
POA2207	30-34		M	48
POA2207	30-34	0	F	981
POA2207	30-34	0	M	958
POA2207	30-34	1	F	10
POA2207	30-34	1	M	6
POA2207	35-39		F	36
POA2207	35-39		M	42
POA2207	35-39	0	F	963
POA2207	35-39	0	M	933
POA2207	35-39	1	F	3
POA2207	35-39	1	M	3
POA2207	40-44		F	56
POA2207	40-44		M	49
POA2207	40-44	0	F	956
POA2207	40-44	0	M	934
POA2207	40-44	1	F	11
POA2207	40-44	1	M	4
POA2207	45-49		F	30
POA2207	45-49		M	37
POA2207	45-49	0	F	932
POA2207	45-49	0	M	810
POA2207	45-49	1	F	5
POA2207	45-49	1	M	4
POA2207	50-54		F	49
POA2207	50-54		M	39
POA2207	50-54	0	F	872
POA2207	50-54	0	M	845
POA2207	50-54	1	F	3
POA2207	50-54	1	M	7
POA2207	55-59		F	34
POA2207	55-59		M	32
POA2207	55-59	0	F	820
POA2207	55-59	0	M	770
POA2207	55-59	1	F	3
POA2207	55-59	1	M	4
POA2207	60-64		F	32
POA2207	60-64		M	40
POA2207	60-64	0	F	721
POA2207	60-64	0	M	677
POA2207	60-64	1	F	4
POA2207	65+		F	396
POA2207	65+		M	281
POA2207	65+	0	F	2556
POA2207	65+	0	M	2041
POA2207	65+	1	F	8
POA2207	65+	1	M	6
POA2208	0-4		F	17
POA2208	0-4		M	10
POA2208	0-4	0	F	343
POA2208	0-4	0	M	367
POA2208	0-4	1	F	4
POA2208	0-4	1	M	3
POA2208	5-9		F	14
POA2208	5-9		M	9
POA2208	5-9	0	F	370
POA2208	5-9	0	M	379
POA2208	5-9	1	F	4
POA2208	5-9	1	M	11
POA2208	10-14		F	12
POA2208	10-14		M	25
POA2208	10-14	0	F	296
POA2208	10-14	0	M	356
POA2208	10-14	1	F	11
POA2208	10-14	1	M	3
POA2208	15-19		F	15
POA2208	15-19		M	14
POA2208	15-19	0	F	407
POA2208	15-19	0	M	368
POA2208	15-19	1	M	5
POA2208	20-24		F	12
POA2208	20-24		M	13
POA2208	20-24	0	F	306
POA2208	20-24	0	M	365
POA2208	20-24	1	F	3
POA2208	20-24	1	M	6
POA2208	25-29		F	16
POA2208	25-29		M	20
POA2208	25-29	0	F	355
POA2208	25-29	0	M	372
POA2208	25-29	1	F	5
POA2208	25-29	1	M	4
POA2208	30-34		F	18
POA2208	30-34		M	14
POA2208	30-34	0	F	407
POA2208	30-34	0	M	373
POA2208	30-34	1	F	5
POA2208	35-39		F	23
POA2208	35-39		M	20
POA2208	35-39	0	F	422
POA2208	35-39	0	M	386
POA2208	35-39	1	M	3
POA2208	40-44		F	13
POA2208	40-44		M	17
POA2208	40-44	0	F	422
POA2208	40-44	0	M	432
POA2208	45-49		F	15
POA2208	45-49		M	8
POA2208	45-49	0	F	427
POA2208	45-49	0	M	408
POA2208	45-49	1	F	5
POA2208	50-54		F	17
POA2208	50-54		M	11
POA2208	50-54	0	F	402
POA2208	50-54	0	M	389
POA2208	50-54	1	M	3
POA2208	55-59		F	16
POA2208	55-59		M	11
POA2208	55-59	0	F	384
POA2208	55-59	0	M	294
POA2208	60-64		F	19
POA2208	60-64		M	14
POA2208	60-64	0	F	357
POA2208	60-64	0	M	283
POA2208	65+		F	48
POA2208	65+		M	49
POA2208	65+	0	F	1168
POA2208	65+	0	M	1014
POA2208	65+	1	F	9
POA2209	0-4		F	18
POA2209	0-4		M	25
POA2209	0-4	0	F	418
POA2209	0-4	0	M	478
POA2209	0-4	1	F	8
POA2209	0-4	1	M	7
POA2209	5-9		F	21
POA2209	5-9		M	18
POA2209	5-9	0	F	437
POA2209	5-9	0	M	428
POA2209	5-9	1	F	8
POA2209	5-9	1	M	4
POA2209	10-14		F	23
POA2209	10-14		M	23
POA2209	10-14	0	F	407
POA2209	10-14	0	M	418
POA2209	10-14	1	M	3
POA2209	15-19		F	16
POA2209	15-19		M	19
POA2209	15-19	0	F	461
POA2209	15-19	0	M	437
POA2209	15-19	1	F	3
POA2209	15-19	1	M	6
POA2209	20-24		F	23
POA2209	20-24		M	11
POA2209	20-24	0	F	519
POA2209	20-24	0	M	499
POA2209	20-24	1	F	4
POA2209	20-24	1	M	6
POA2209	25-29		F	23
POA2209	25-29		M	15
POA2209	25-29	0	F	524
POA2209	25-29	0	M	540
POA2209	25-29	1	F	4
POA2209	25-29	1	M	6
POA2209	30-34		F	27
POA2209	30-34		M	24
POA2209	30-34	0	F	563
POA2209	30-34	0	M	566
POA2209	30-34	1	F	6
POA2209	35-39		F	15
POA2209	35-39		M	18
POA2209	35-39	0	F	513
POA2209	35-39	0	M	462
POA2209	35-39	1	F	5
POA2209	40-44		F	25
POA2209	40-44		M	31
POA2209	40-44	0	F	552
POA2209	40-44	0	M	480
POA2209	40-44	1	F	3
POA2209	45-49		F	23
POA2209	45-49		M	13
POA2209	45-49	0	F	507
POA2209	45-49	0	M	451
POA2209	45-49	1	F	3
POA2209	45-49	1	M	3
POA2209	50-54		F	22
POA2209	50-54		M	16
POA2209	50-54	0	F	543
POA2209	50-54	0	M	506
POA2209	50-54	1	F	6
POA2209	50-54	1	M	6
POA2209	55-59		F	26
POA2209	55-59		M	22
POA2209	55-59	0	F	482
POA2209	55-59	0	M	465
POA2209	55-59	1	F	3
POA2209	55-59	1	M	4
POA2209	60-64		F	19
POA2209	60-64		M	15
POA2209	60-64	0	F	469
POA2209	60-64	0	M	409
POA2209	65+		F	71
POA2209	65+		M	64
POA2209	65+	0	F	1362
POA2209	65+	0	M	1097
POA2209	65+	1	M	3
POA2210	0-4		F	19
POA2210	0-4		M	33
POA2210	0-4	0	F	794
POA2210	0-4	0	M	840
POA2210	0-4	1	F	9
POA2210	0-4	1	M	9
POA2210	5-9		F	40
