POA_CODE_2016	Age5yr	ChildrenEverBorn	females
POA2097	60-64	1	44
POA2097	60-64	2	164
POA2097	60-64	3	93
POA2097	60-64	4	30
POA2097	60-64	5	3
POA2097	65-69		23
POA2097	65-69	0	25
POA2097	65-69	1	35
POA2097	65-69	2	151
POA2097	65-69	3	95
POA2097	65-69	4	27
POA2097	65-69	5	4
POA2097	70-74		28
POA2097	70-74	0	26
POA2097	70-74	1	32
POA2097	70-74	2	120
POA2097	70-74	3	67
POA2097	70-74	4	34
POA2097	70-74	5	4
POA2097	70-74	6	3
POA2097	75-79		24
POA2097	75-79	0	15
POA2097	75-79	1	12
POA2097	75-79	2	60
POA2097	75-79	3	70
POA2097	75-79	4	35
POA2097	75-79	5	12
POA2097	80-84		31
POA2097	80-84	0	16
POA2097	80-84	1	11
POA2097	80-84	2	37
POA2097	80-84	3	35
POA2097	80-84	4	14
POA2097	80-84	5	3
POA2097	80-84	6	3
POA2097	85+		93
POA2097	85+	0	18
POA2097	85+	1	12
POA2097	85+	2	50
POA2097	85+	3	48
POA2097	85+	4	25
POA2097	85+	5	15
POA2097	85+	6	16
POA2099	15-19		106
POA2099	15-19	0	888
POA2099	15-19	1	3
POA2099	20-24		115
POA2099	20-24	0	924
POA2099	20-24	1	33
POA2099	20-24	2	19
POA2099	25-29		110
POA2099	25-29	0	1075
POA2099	25-29	1	159
POA2099	25-29	2	63
POA2099	25-29	3	9
POA2099	25-29	4	3
POA2099	30-34		114
POA2099	30-34	0	822
POA2099	30-34	1	434
POA2099	30-34	2	280
POA2099	30-34	3	64
POA2099	30-34	4	7
POA2099	30-34	6	3
POA2099	35-39		99
POA2099	35-39	0	441
POA2099	35-39	1	393
POA2099	35-39	2	538
POA2099	35-39	3	144
POA2099	35-39	4	21
POA2099	35-39	5	3
POA2099	35-39	6	6
POA2099	40-44		101
POA2099	40-44	0	335
POA2099	40-44	1	276
POA2099	40-44	2	608
POA2099	40-44	3	255
POA2099	40-44	4	45
POA2099	40-44	5	10
POA2099	45-49		97
POA2099	45-49	0	296
POA2099	45-49	1	271
POA2099	45-49	2	574
POA2099	45-49	3	268
POA2099	45-49	4	61
POA2099	45-49	5	15
POA2099	50-54		84
POA2099	50-54	0	247
POA2099	50-54	1	247
POA2099	50-54	2	475
POA2099	50-54	3	231
POA2099	50-54	4	62
POA2099	50-54	5	14
POA2099	50-54	6	10
POA2099	55-59		68
POA2099	55-59	0	182
POA2099	55-59	1	192
POA2099	55-59	2	403
POA2099	55-59	3	196
POA2099	55-59	4	69
POA2099	55-59	5	15
POA2099	55-59	6	4
POA2099	60-64		65
POA2099	60-64	0	147
POA2099	60-64	1	135
POA2099	60-64	2	334
POA2099	60-64	3	217
POA2099	60-64	4	59
POA2099	60-64	5	9
POA2099	60-64	6	11
POA2099	65-69		61
POA2099	65-69	0	112
POA2099	65-69	1	106
POA2099	65-69	2	337
POA2099	65-69	3	168
POA2099	65-69	4	73
POA2099	65-69	5	20
POA2099	65-69	6	7
POA2099	70-74		57
POA2099	70-74	0	76
POA2099	70-74	1	89
POA2099	70-74	2	285
POA2099	70-74	3	159
POA2099	70-74	4	56
POA2099	70-74	5	27
POA2099	70-74	6	7
POA2099	75-79		47
POA2099	75-79	0	45
POA2099	75-79	1	61
POA2099	75-79	2	198
POA2099	75-79	3	135
POA2099	75-79	4	82
POA2099	75-79	5	21
POA2099	75-79	6	11
POA2099	80-84		38
POA2099	80-84	0	31
POA2099	80-84	1	35
POA2099	80-84	2	129
POA2099	80-84	3	117
POA2099	80-84	4	65
POA2099	80-84	5	19
POA2099	80-84	6	19
POA2099	85+		57
POA2099	85+	0	55
POA2099	85+	1	53
POA2099	85+	2	172
POA2099	85+	3	143
POA2099	85+	4	77
POA2099	85+	5	33
POA2099	85+	6	24
POA2100	15-19		61
POA2100	15-19	0	558
POA2100	20-24		32
POA2100	20-24	0	484
POA2100	20-24	1	8
POA2100	20-24	2	3
POA2100	25-29		39
POA2100	25-29	0	410
POA2100	25-29	1	55
POA2100	25-29	2	25
POA2100	25-29	3	3
POA2100	30-34		26
POA2100	30-34	0	263
POA2100	30-34	1	148
POA2100	30-34	2	148
POA2100	30-34	3	25
POA2100	30-34	4	4
POA2100	30-34	5	3
POA2100	35-39		35
POA2100	35-39	0	152
POA2100	35-39	1	134
POA2100	35-39	2	275
POA2100	35-39	3	122
POA2100	35-39	4	26
POA2100	35-39	5	5
POA2100	40-44		27
POA2100	40-44	0	105
POA2100	40-44	1	115
POA2100	40-44	2	432
POA2100	40-44	3	174
POA2100	40-44	4	39
POA2100	40-44	5	3
POA2100	40-44	6	6
POA2100	45-49		37
POA2100	45-49	0	124
POA2100	45-49	1	130
POA2100	45-49	2	355
POA2100	45-49	3	151
POA2100	45-49	4	34
POA2100	45-49	5	9
POA2100	50-54		36
POA2100	50-54	0	89
POA2100	50-54	1	104
POA2100	50-54	2	332
POA2100	50-54	3	127
POA2100	50-54	4	31
POA2100	50-54	5	12
POA2100	55-59		35
POA2100	55-59	0	91
POA2100	55-59	1	95
POA2100	55-59	2	266
POA2100	55-59	3	135
POA2100	55-59	4	38
POA2100	55-59	5	12
POA2100	55-59	6	7
POA2100	60-64		18
POA2100	60-64	0	56
POA2100	60-64	1	66
POA2100	60-64	2	201
POA2100	60-64	3	111
POA2100	60-64	4	49
POA2100	60-64	5	13
POA2100	65-69		23
POA2100	65-69	0	55
POA2100	65-69	1	50
POA2100	65-69	2	170
POA2100	65-69	3	104
POA2100	65-69	4	39
POA2100	65-69	5	16
POA2100	65-69	6	3
POA2100	70-74		23
POA2100	70-74	0	39
POA2100	70-74	1	44
POA2100	70-74	2	144
POA2100	70-74	3	94
POA2100	70-74	4	29
POA2100	70-74	5	10
POA2100	70-74	6	3
POA2100	75-79		31
POA2100	75-79	0	24
POA2100	75-79	1	28
POA2100	75-79	2	102
POA2100	75-79	3	80
POA2100	75-79	4	39
POA2100	75-79	5	5
POA2100	75-79	6	7
POA2100	80-84		19
POA2100	80-84	0	21
POA2100	80-84	1	27
POA2100	80-84	2	74
POA2100	80-84	3	61
POA2100	80-84	4	34
POA2100	80-84	5	13
POA2100	80-84	6	7
POA2100	85+		58
POA2100	85+	0	23
POA2100	85+	1	39
POA2100	85+	2	87
POA2100	85+	3	65
POA2100	85+	4	34
POA2100	85+	5	13
POA2100	85+	6	21
POA2101	15-19		33
POA2101	15-19	0	395
POA2101	20-24		46
POA2101	20-24	0	368
POA2101	20-24	1	11
POA2101	20-24	2	10
POA2101	25-29		43
POA2101	25-29	0	432
POA2101	25-29	1	59
POA2101	25-29	2	22
POA2101	25-29	3	9
POA2101	25-29	4	3
POA2101	30-34		41
POA2101	30-34	0	289
POA2101	30-34	1	146
POA2101	30-34	2	123
POA2101	30-34	3	31
POA2101	35-39		37
POA2101	35-39	0	185
POA2101	35-39	1	165
POA2101	35-39	2	257
POA2101	35-39	3	79
POA2101	35-39	4	16
POA2101	40-44		41
POA2101	40-44	0	125
POA2101	40-44	1	100
POA2101	40-44	2	322
POA2101	40-44	3	117
POA2101	40-44	4	31
POA2101	40-44	5	3
POA2101	45-49		33
POA2101	45-49	0	136
POA2101	45-49	1	90
POA2101	45-49	2	271
POA2101	45-49	3	114
POA2101	45-49	4	35
POA2101	45-49	5	3
POA2101	45-49	6	3
POA2101	50-54		29
POA2101	50-54	0	117
POA2101	50-54	1	80
POA2101	50-54	2	235
POA2101	50-54	3	136
POA2101	50-54	4	28
POA2101	50-54	5	3
POA2101	50-54	6	3
POA2101	55-59		39
POA2101	55-59	0	86
POA2101	55-59	1	67
POA2101	55-59	2	246
POA2101	55-59	3	125
POA2101	55-59	4	37
POA2101	55-59	5	6
POA2101	55-59	6	3
POA2101	60-64		28
POA2101	60-64	0	75
POA2101	60-64	1	67
POA2101	60-64	2	188
POA2101	60-64	3	103
POA2101	60-64	4	31
POA2101	60-64	5	10
POA2101	60-64	6	3
POA2101	65-69		40
POA2101	65-69	0	46
POA2101	65-69	1	63
POA2101	65-69	2	218
POA2101	65-69	3	135
POA2101	65-69	4	36
POA2101	65-69	5	4
POA2101	65-69	6	3
POA2101	70-74		37
POA2101	70-74	0	39
POA2101	70-74	1	31
POA2101	70-74	2	155
POA2101	70-74	3	85
POA2101	70-74	4	32
POA2101	70-74	5	12
POA2101	75-79		31
POA2101	75-79	0	24
POA2101	75-79	1	26
POA2101	75-79	2	114
POA2101	75-79	3	96
POA2101	75-79	4	33
POA2101	75-79	5	17
POA2101	75-79	6	3
POA2101	80-84		40
POA2101	80-84	0	24
POA2101	80-84	1	15
POA2101	80-84	2	68
POA2101	80-84	3	112
POA2101	80-84	4	39
POA2101	80-84	5	17
POA2101	80-84	6	10
POA2101	85+		109
POA2101	85+	0	32
POA2101	85+	1	69
POA2101	85+	2	182
POA2101	85+	3	128
POA2101	85+	4	70
POA2101	85+	5	29
POA2101	85+	6	16
POA2102	15-19		22
POA2102	15-19	0	205
POA2102	20-24		14
POA2102	20-24	0	175
POA2102	20-24	1	6
POA2102	25-29		8
POA2102	25-29	0	96
POA2102	25-29	1	23
POA2102	25-29	2	11
POA2102	25-29	3	3
POA2102	30-34		20
POA2102	30-34	0	83
POA2102	30-34	1	63
POA2102	30-34	2	75
POA2102	30-34	3	14
POA2102	30-34	4	3
POA2102	35-39		13
POA2102	35-39	0	42
POA2102	35-39	1	46
POA2102	35-39	2	138
POA2102	35-39	3	47
POA2102	35-39	4	5
POA2102	40-44		17
POA2102	40-44	0	22
POA2102	40-44	1	40
POA2102	40-44	2	151
POA2102	40-44	3	75
POA2102	40-44	4	15
POA2102	40-44	5	3
POA2102	45-49		8
POA2102	45-49	0	30
POA2102	45-49	1	41
POA2102	45-49	2	141
POA2102	45-49	3	46
POA2102	45-49	4	12
POA2102	45-49	5	5
POA2102	50-54		16
POA2102	50-54	0	36
POA2102	50-54	1	43
POA2102	50-54	2	118
POA2102	50-54	3	50
POA2102	50-54	4	7
POA2102	50-54	5	4
POA2102	55-59		6
POA2102	55-59	0	23
POA2102	55-59	1	48
POA2102	55-59	2	77
POA2102	55-59	3	50
POA2102	55-59	4	16
POA2102	55-59	5	9
POA2102	60-64		13
POA2102	60-64	0	24
POA2102	60-64	1	15
POA2102	60-64	2	77
POA2102	60-64	3	41
POA2102	60-64	4	17
POA2102	60-64	5	3
POA2102	65-69		13
POA2102	65-69	0	11
POA2102	65-69	1	17
POA2102	65-69	2	73
POA2102	65-69	3	30
POA2102	65-69	4	14
POA2102	65-69	5	7
POA2102	70-74		15
POA2102	70-74	0	5
POA2102	70-74	1	18
POA2102	70-74	2	62
POA2102	70-74	3	27
POA2102	70-74	4	15
POA2102	70-74	5	11
POA2102	75-79		10
POA2102	75-79	0	4
POA2102	75-79	1	3
POA2102	75-79	2	51
POA2102	75-79	3	26
POA2102	75-79	4	21
POA2102	75-79	5	5
POA2102	80-84		29
POA2102	80-84	0	4
POA2102	80-84	1	5
POA2102	80-84	2	28
POA2102	80-84	3	21
POA2102	80-84	4	15
POA2102	80-84	5	5
POA2102	85+		80
POA2102	85+	0	10
POA2102	85+	1	5
POA2102	85+	2	20
POA2102	85+	3	15
POA2102	85+	4	5
POA2102	85+	5	3
POA2102	85+	6	3
POA2103	15-19		22
POA2103	15-19	0	280
POA2103	20-24		15
POA2103	20-24	0	235
POA2103	20-24	1	5
POA2103	25-29		14
POA2103	25-29	0	170
POA2103	25-29	1	25
POA2103	25-29	2	14
POA2103	25-29	3	3
POA2103	30-34		10
POA2103	30-34	0	109
POA2103	30-34	1	55
POA2103	30-34	2	61
POA2103	30-34	3	17
POA2103	30-34	4	3
POA2103	35-39		21
POA2103	35-39	0	64
POA2103	35-39	1	70
POA2103	35-39	2	142
POA2103	35-39	3	53
POA2103	35-39	4	5
POA2103	40-44		21
POA2103	40-44	0	63
POA2103	40-44	1	48
POA2103	40-44	2	168
POA2103	40-44	3	63
POA2103	40-44	4	11
POA2103	40-44	5	6
POA2103	45-49		5
POA2103	45-49	0	48
POA2103	45-49	1	51
POA2103	45-49	2	166
POA2103	45-49	3	77
POA2103	45-49	4	17
POA2103	50-54		16
POA2103	50-54	0	45
POA2103	50-54	1	47
POA2103	50-54	2	166
POA2103	50-54	3	68
POA2103	50-54	4	17
POA2103	50-54	6	4
POA2103	55-59		16
POA2103	55-59	0	53
POA2103	55-59	1	33
POA2103	55-59	2	141
POA2103	55-59	3	83
POA2103	55-59	4	26
POA2103	55-59	5	5
POA2103	60-64		10
POA2103	60-64	0	46
POA2103	60-64	1	32
POA2103	60-64	2	151
POA2103	60-64	3	94
POA2103	60-64	4	27
POA2103	60-64	5	7
POA2103	60-64	6	3
POA2103	65-69		30
POA2103	65-69	0	45
POA2103	65-69	1	41
POA2103	65-69	2	153
POA2103	65-69	3	68
POA2103	65-69	4	14
POA2103	65-69	5	3
POA2103	70-74		20
POA2103	70-74	0	25
POA2103	70-74	1	37
POA2103	70-74	2	115
POA2103	70-74	3	57
POA2103	70-74	4	26
POA2103	70-74	5	3
POA2103	70-74	6	6
POA2103	75-79		27
POA2103	75-79	0	13
POA2103	75-79	1	18
POA2103	75-79	2	76
POA2103	75-79	3	52
POA2103	75-79	4	17
POA2103	75-79	5	10
POA2103	80-84		36
POA2103	80-84	0	12
POA2103	80-84	1	13
POA2103	80-84	2	56
POA2103	80-84	3	46
POA2103	80-84	4	22
POA2103	80-84	5	7
POA2103	80-84	6	6
POA2103	85+		76
POA2103	85+	0	18
POA2103	85+	1	24
POA2103	85+	2	79
POA2103	85+	3	45
POA2103	85+	4	29
POA2103	85+	5	6
POA2103	85+	6	9
POA2104	15-19		3
POA2104	15-19	0	77
POA2104	20-24		3
POA2104	20-24	0	54
POA2104	25-29		3
POA2104	25-29	0	38
POA2104	25-29	2	3
POA2104	30-34		6
POA2104	30-34	0	27
POA2104	30-34	1	11
POA2104	30-34	2	9
POA2104	30-34	3	4
POA2104	35-39		4
POA2104	35-39	0	10
POA2104	35-39	1	8
POA2104	35-39	2	28
POA2104	35-39	3	10
POA2104	35-39	4	3
POA2104	40-44		12
POA2104	40-44	0	6
POA2104	40-44	1	10
POA2104	40-44	2	42
POA2104	40-44	3	29
POA2104	45-49	0	15
POA2104	45-49	1	18
POA2104	45-49	2	41
POA2104	45-49	3	22
POA2104	45-49	4	9
POA2104	45-49	5	3
POA2104	50-54		3
POA2104	50-54	0	10
POA2104	50-54	1	8
POA2104	50-54	2	60
POA2104	50-54	3	19
POA2104	50-54	4	7
POA2104	55-59		9
POA2104	55-59	0	15
POA2104	55-59	1	9
POA2104	55-59	2	44
POA2104	55-59	3	35
POA2104	55-59	4	8
POA2104	60-64		7
POA2104	60-64	0	18
POA2104	60-64	1	18
POA2104	60-64	2	60
POA2104	60-64	3	30
POA2104	60-64	4	16
POA2104	60-64	5	3
POA2104	65-69		12
POA2104	65-69	0	24
POA2104	65-69	1	8
POA2104	65-69	2	64
POA2104	65-69	3	48
POA2104	65-69	4	16
POA2104	70-74		13
POA2104	70-74	0	19
POA2104	70-74	1	14
POA2104	70-74	2	72
POA2104	70-74	3	39
POA2104	70-74	4	18
POA2104	70-74	6	3
POA2104	75-79		14
POA2104	75-79	0	10
POA2104	75-79	1	13
POA2104	75-79	2	42
POA2104	75-79	3	36
POA2104	75-79	4	15
POA2104	75-79	5	4
POA2104	75-79	6	3
POA2104	80-84		8
POA2104	80-84	0	12
POA2104	80-84	1	5
POA2104	80-84	2	34
POA2104	80-84	3	31
POA2104	80-84	4	16
POA2104	80-84	5	3
POA2104	85+		73
POA2104	85+	0	19
POA2104	85+	1	4
POA2104	85+	2	45
POA2104	85+	3	32
POA2104	85+	4	19
POA2104	85+	5	3
POA2104	85+	6	4
POA2105	15-19		5
POA2105	15-19	0	48
POA2105	20-24		5
POA2105	20-24	0	27
POA2105	25-29	0	13
POA2105	25-29	1	3
POA2105	25-29	3	3
POA2105	30-34		5
POA2105	30-34	0	5
POA2105	30-34	1	6
POA2105	30-34	2	3
POA2105	35-39		5
POA2105	35-39	0	9
POA2105	35-39	1	6
POA2105	35-39	2	7
POA2105	35-39	3	3
POA2105	40-44		10
POA2105	40-44	0	11
POA2105	40-44	1	11
POA2105	40-44	2	34
POA2105	40-44	3	12
POA2105	45-49		4
POA2105	45-49	0	13
POA2105	45-49	1	12
POA2105	45-49	2	40
POA2105	45-49	3	20
POA2105	45-49	4	3
POA2105	50-54		10
POA2105	50-54	0	19
POA2105	50-54	1	13
POA2105	50-54	2	28
POA2105	50-54	3	15
POA2105	55-59		13
POA2105	55-59	0	14
POA2105	55-59	1	6
POA2105	55-59	2	47
POA2105	55-59	3	15
POA2105	55-59	4	4
POA2105	60-64		9
POA2105	60-64	0	8
POA2105	60-64	1	14
POA2105	60-64	2	30
POA2105	60-64	3	10
POA2105	60-64	4	3
POA2105	65-69		3
POA2105	65-69	0	12
POA2105	65-69	1	7
POA2105	65-69	2	26
POA2105	65-69	3	21
POA2105	65-69	4	6
POA2105	65-69	5	3
POA2105	70-74		5
POA2105	70-74	1	15
POA2105	70-74	2	18
POA2105	70-74	3	15
POA2105	70-74	4	4
POA2105	75-79	0	3
POA2105	75-79	1	5
POA2105	75-79	2	12
POA2105	75-79	3	7
POA2105	75-79	5	3
POA2105	80-84	0	3
POA2105	80-84	2	4
POA2105	80-84	3	6
POA2105	85+	3	4
POA2105	85+	4	3
POA2106	15-19		14
POA2106	15-19	0	248
POA2106	15-19	1	3
POA2106	20-24		20
POA2106	20-24	0	232
POA2106	20-24	1	4
POA2106	25-29		7
POA2106	25-29	0	174
POA2106	25-29	1	39
POA2106	25-29	2	11
POA2106	30-34		8
POA2106	30-34	0	82
POA2106	30-34	1	48
POA2106	30-34	2	44
POA2106	30-34	3	8
POA2106	35-39		11
POA2106	35-39	0	43
POA2106	35-39	1	47
POA2106	35-39	2	111
POA2106	35-39	3	41
POA2106	35-39	4	8
POA2106	40-44		16
POA2106	40-44	0	64
POA2106	40-44	1	52
POA2106	40-44	2	126
POA2106	40-44	3	77
POA2106	40-44	4	12
POA2106	40-44	5	3
POA2106	45-49		18
POA2106	45-49	0	47
POA2106	45-49	1	48
POA2106	45-49	2	166
POA2106	45-49	3	77
POA2106	45-49	4	25
POA2106	50-54		13
POA2106	50-54	0	62
POA2106	50-54	1	52
POA2106	50-54	2	177
POA2106	50-54	3	93
POA2106	50-54	4	29
POA2106	55-59		11
POA2106	55-59	0	58
POA2106	55-59	1	46
POA2106	55-59	2	174
POA2106	55-59	3	71
POA2106	55-59	4	31
POA2106	55-59	5	4
POA2106	60-64		15
POA2106	60-64	0	41
POA2106	60-64	1	46
POA2106	60-64	2	129
POA2106	60-64	3	58
POA2106	60-64	4	30
POA2106	60-64	5	12
POA2106	65-69		12
POA2106	65-69	0	26
POA2106	65-69	1	25
POA2106	65-69	2	114
POA2106	65-69	3	58
POA2106	65-69	4	22
POA2106	65-69	5	3
POA2106	65-69	6	3
POA2106	70-74		14
POA2106	70-74	0	21
POA2106	70-74	1	28
POA2106	70-74	2	89
POA2106	70-74	3	57
POA2106	70-74	4	14
POA2106	75-79		7
POA2106	75-79	0	4
POA2106	75-79	1	10
POA2106	75-79	2	51
POA2106	75-79	3	32
POA2106	75-79	4	11
POA2106	80-84		9
POA2106	80-84	0	5
POA2106	80-84	1	3
POA2106	80-84	2	25
POA2106	80-84	3	19
POA2106	80-84	4	10
POA2106	80-84	5	4
POA2106	80-84	6	3
POA2106	85+		5
POA2106	85+	0	9
POA2106	85+	1	15
POA2106	85+	2	31
POA2106	85+	3	19
POA2106	85+	4	10
POA2106	85+	6	3
POA2107	15-19		42
POA2107	15-19	0	421
POA2107	20-24		24
POA2107	20-24	0	264
POA2107	20-24	1	8
POA2107	25-29		12
POA2107	25-29	0	160
POA2107	25-29	1	28
POA2107	25-29	2	14
POA2107	30-34		6
POA2107	30-34	0	87
POA2107	30-34	1	50
POA2107	30-34	2	85
POA2107	30-34	3	20
POA2107	30-34	4	10
POA2107	35-39		17
POA2107	35-39	0	47
POA2107	35-39	1	72
POA2107	35-39	2	171
POA2107	35-39	3	68
POA2107	35-39	4	9
POA2107	35-39	6	3
POA2107	40-44		23
POA2107	40-44	0	54
POA2107	40-44	1	66
POA2107	40-44	2	234
POA2107	40-44	3	136
POA2107	40-44	4	33
POA2107	40-44	5	3
POA2107	45-49		19
POA2107	45-49	0	64
POA2107	45-49	1	79
POA2107	45-49	2	281
POA2107	45-49	3	127
POA2107	45-49	4	40
POA2107	45-49	5	4
POA2107	45-49	6	4
POA2107	50-54		35
POA2107	50-54	0	94
POA2107	50-54	1	76
POA2107	50-54	2	266
POA2107	50-54	3	126
POA2107	50-54	4	34
POA2107	50-54	5	3
POA2107	55-59		23
POA2107	55-59	0	101
POA2107	55-59	1	80
POA2107	55-59	2	246
POA2107	55-59	3	131
POA2107	55-59	4	40
POA2107	55-59	5	9
POA2107	60-64		23
POA2107	60-64	0	85
POA2107	60-64	1	57
POA2107	60-64	2	239
POA2107	60-64	3	123
POA2107	60-64	4	33
POA2107	60-64	5	9
POA2107	65-69		27
POA2107	65-69	0	51
POA2107	65-69	1	56
POA2107	65-69	2	196
POA2107	65-69	3	116
POA2107	65-69	4	29
POA2107	65-69	5	11
POA2107	70-74		16
POA2107	70-74	0	36
POA2107	70-74	1	28
POA2107	70-74	2	145
POA2107	70-74	3	97
POA2107	70-74	4	24
POA2107	70-74	5	4
POA2107	70-74	6	3
POA2107	75-79		7
POA2107	75-79	0	14
POA2107	75-79	1	19
POA2107	75-79	2	77
POA2107	75-79	3	59
POA2107	75-79	4	38
POA2107	75-79	5	3
POA2107	75-79	6	3
POA2107	80-84		9
POA2107	80-84	0	10
POA2107	80-84	1	18
POA2107	80-84	2	48
POA2107	80-84	3	57
POA2107	80-84	4	25
POA2107	80-84	5	13
POA2107	80-84	6	6
POA2107	85+		9
POA2107	85+	0	18
POA2107	85+	1	16
POA2107	85+	2	69
POA2107	85+	3	61
POA2107	85+	4	28
POA2107	85+	5	7
POA2107	85+	6	8
POA2108	15-19		5
POA2108	15-19	0	25
POA2108	20-24	0	35
POA2108	25-29		4
POA2108	25-29	0	21
POA2108	25-29	1	3
POA2108	30-34	0	10
POA2108	30-34	1	6
POA2108	30-34	2	3
POA2108	35-39		8
POA2108	35-39	0	3
POA2108	35-39	1	7
POA2108	35-39	2	6
POA2108	35-39	3	3
POA2108	40-44		4
POA2108	40-44	0	9
POA2108	40-44	1	4
POA2108	40-44	2	14
POA2108	40-44	3	8
POA2108	45-49		7
POA2108	45-49	0	11
POA2108	45-49	1	13
POA2108	45-49	2	14
POA2108	45-49	3	5
POA2108	45-49	4	6
POA2108	50-54		12
POA2108	50-54	0	13
POA2108	50-54	1	14
POA2108	50-54	2	22
POA2108	50-54	3	5
POA2108	50-54	4	8
POA2108	55-59		3
POA2108	55-59	0	11
POA2108	55-59	1	10
POA2108	55-59	2	24
POA2108	55-59	3	11
POA2108	55-59	4	11
POA2108	60-64		10
POA2108	60-64	0	12
POA2108	60-64	1	11
POA2108	60-64	2	21
POA2108	60-64	3	18
POA2108	60-64	4	6
POA2108	65-69		3
POA2108	65-69	0	14
POA2108	65-69	1	6
POA2108	65-69	2	30
POA2108	65-69	3	29
POA2108	65-69	4	5
POA2108	65-69	5	3
POA2108	70-74		7
POA2108	70-74	0	6
POA2108	70-74	1	8
POA2108	70-74	2	36
POA2108	70-74	3	24
POA2108	70-74	4	12
POA2108	70-74	5	3
POA2108	75-79	0	4
POA2108	75-79	1	3
POA2108	75-79	2	10
POA2108	75-79	3	15
POA2108	75-79	5	3
POA2108	80-84		3
POA2108	80-84	2	5
POA2108	80-84	3	6
POA2108	80-84	4	3
POA2108	85+		3
POA2108	85+	0	3
POA2108	85+	1	3
POA2108	85+	2	8
POA2108	85+	3	3
POA2108	85+	4	5
POA2109	15-19		24
POA2109	15-19	0	194
POA2109	20-24		51
POA2109	20-24	0	423
POA2109	20-24	1	3
POA2109	25-29		20
POA2109	25-29	0	214
POA2109	25-29	1	11
POA2109	30-34		21
POA2109	30-34	0	101
POA2109	30-34	1	32
POA2109	30-34	2	12
POA2109	35-39		9
POA2109	35-39	0	46
POA2109	35-39	1	12
POA2109	35-39	2	14
POA2109	35-39	3	3
POA2109	35-39	4	3
POA2109	40-44		4
POA2109	40-44	0	29
POA2109	40-44	1	8
POA2109	40-44	2	5
POA2109	40-44	3	3
POA2109	45-49		4
POA2109	45-49	0	11
POA2109	45-49	1	8
POA2109	45-49	2	4
POA2109	45-49	3	3
POA2109	45-49	4	4
POA2109	50-54		3
POA2109	50-54	0	3
POA2109	50-54	1	3
POA2109	50-54	2	8
POA2109	50-54	3	3
POA2109	55-59		3
POA2109	55-59	0	6
POA2109	55-59	1	13
POA2109	55-59	2	5
POA2109	60-64		3
POA2109	60-64	1	9
POA2109	60-64	2	8
POA2109	60-64	3	3
POA2109	65-69		5
POA2109	65-69	0	4
POA2109	65-69	1	9
POA2109	65-69	2	3
POA2109	65-69	3	4
POA2109	70-74		3
POA2109	70-74	0	4
POA2109	70-74	1	3
POA2109	70-74	2	9
POA2109	70-74	3	3
POA2109	75-79		9
POA2109	75-79	0	8
POA2109	75-79	1	7
POA2109	75-79	2	6
POA2109	75-79	4	3
POA2109	80-84		5
POA2109	80-84	1	3
POA2109	80-84	2	3
POA2109	80-84	3	9
POA2109	85+		31
POA2109	85+	0	13
POA2109	85+	1	6
POA2109	85+	2	19
POA2109	85+	3	14
POA2109	85+	4	14
POA2109	85+	5	6
POA2109	85+	6	4
POA2110	15-19		21
POA2110	15-19	0	254
POA2110	20-24		18
POA2110	20-24	0	206
POA2110	20-24	1	3
POA2110	25-29		18
POA2110	25-29	0	150
POA2110	25-29	1	16
POA2110	25-29	2	5
POA2110	25-29	3	3
POA2110	30-34		18
POA2110	30-34	0	103
POA2110	30-34	1	42
POA2110	30-34	2	48
POA2110	30-34	3	6
POA2110	35-39		12
POA2110	35-39	0	66
POA2110	35-39	1	51
POA2110	35-39	2	93
POA2110	35-39	3	50
POA2110	35-39	4	3
POA2110	35-39	5	3
POA2110	40-44		15
POA2110	40-44	0	53
POA2110	40-44	1	44
POA2110	40-44	2	149
POA2110	40-44	3	86
POA2110	40-44	4	24
POA2110	40-44	5	3
POA2110	45-49		18
POA2110	45-49	0	56
POA2110	45-49	1	63
POA2110	45-49	2	141
POA2110	45-49	3	103
POA2110	45-49	4	25
POA2110	45-49	5	3
POA2110	50-54		18
POA2110	50-54	0	53
POA2110	50-54	1	49
POA2110	50-54	2	127
POA2110	50-54	3	76
POA2110	50-54	4	24
POA2110	50-54	5	3
POA2110	50-54	6	3
POA2110	55-59		17
POA2110	55-59	0	50
POA2110	55-59	1	43
POA2110	55-59	2	109
POA2110	55-59	3	72
POA2110	55-59	4	29
POA2110	55-59	5	8
POA2110	55-59	6	3
POA2110	60-64		21
POA2110	60-64	0	48
POA2110	60-64	1	39
POA2110	60-64	2	111
POA2110	60-64	3	53
POA2110	60-64	4	21
POA2110	60-64	5	9
POA2110	65-69		17
POA2110	65-69	0	38
POA2110	65-69	1	47
POA2110	65-69	2	110
POA2110	65-69	3	63
POA2110	65-69	4	22
POA2110	65-69	5	3
POA2110	65-69	6	5
POA2110	70-74		22
POA2110	70-74	0	38
POA2110	70-74	1	20
POA2110	70-74	2	91
POA2110	70-74	3	23
POA2110	70-74	4	21
POA2110	70-74	5	3
POA2110	70-74	6	6
POA2110	75-79		26
POA2110	75-79	0	23
POA2110	75-79	1	14
POA2110	75-79	2	48
POA2110	75-79	3	36
POA2110	75-79	4	18
POA2110	75-79	5	9
POA2110	75-79	6	5
POA2110	80-84		21
POA2110	80-84	0	21
POA2110	80-84	1	5
POA2110	80-84	2	29
POA2110	80-84	3	42
POA2110	80-84	4	7
POA2110	80-84	5	7
POA2110	80-84	6	13
