POA_CODE_2016	Age5yr	ChildrenEverBorn	females
POA0838	50-54	2	13
POA0838	50-54	3	6
POA0838	55-59		3
POA0838	55-59	0	4
POA0838	55-59	2	4
POA0838	55-59	3	9
POA0838	60-64		3
POA0838	60-64	2	9
POA0838	60-64	3	4
POA0838	60-64	4	3
POA0838	65-69	2	4
POA0838	65-69	3	3
POA0838	65-69	4	4
POA0838	70-74	4	3
POA0838	75-79	4	5
POA0839	15-19		9
POA0839	15-19	0	21
POA0839	20-24		5
POA0839	20-24	0	27
POA0839	20-24	1	3
POA0839	25-29		5
POA0839	25-29	0	21
POA0839	25-29	1	8
POA0839	25-29	2	3
POA0839	30-34		7
POA0839	30-34	0	4
POA0839	30-34	1	7
POA0839	30-34	2	6
POA0839	30-34	3	5
POA0839	35-39		3
POA0839	35-39	0	4
POA0839	35-39	4	3
POA0839	40-44		6
POA0839	40-44	0	4
POA0839	40-44	2	4
POA0839	45-49		3
POA0839	45-49	0	4
POA0839	45-49	2	8
POA0839	50-54	2	3
POA0839	55-59		3
POA0839	55-59	1	3
POA0839	55-59	2	3
POA0839	55-59	3	3
POA0839	60-64	2	5
POA0839	65-69		3
POA0839	65-69	2	3
POA0839	70-74		3
POA0839	70-74	2	3
POA0840	15-19	0	3
POA0840	20-24	0	4
POA0840	20-24	2	3
POA0840	25-29	0	3
POA0840	30-34	0	3
POA0840	30-34	2	3
POA0840	40-44	0	3
POA0840	40-44	1	8
POA0840	40-44	4	3
POA0840	45-49	2	4
POA0840	45-49	3	3
POA0840	50-54	2	10
POA0840	50-54	3	3
POA0840	55-59	2	3
POA0840	55-59	3	3
POA0840	60-64		4
POA0840	60-64	0	5
POA0840	60-64	1	5
POA0840	60-64	2	12
POA0840	60-64	3	3
POA0840	60-64	4	3
POA0840	65-69	2	4
POA0840	65-69	3	3
POA0840	70-74	2	3
POA0841	15-19		4
POA0841	15-19	0	14
POA0841	20-24		4
POA0841	20-24	0	3
POA0841	20-24	1	3
POA0841	25-29	0	5
POA0841	25-29	1	4
POA0841	25-29	2	7
POA0841	30-34	0	8
POA0841	30-34	1	9
POA0841	30-34	2	5
POA0841	30-34	3	3
POA0841	30-34	4	3
POA0841	35-39	0	4
POA0841	35-39	1	3
POA0841	35-39	2	4
POA0841	35-39	3	4
POA0841	35-39	4	3
POA0841	40-44		9
POA0841	40-44	0	3
POA0841	40-44	2	5
POA0841	40-44	3	3
POA0841	40-44	6	3
POA0841	45-49		3
POA0841	45-49	0	10
POA0841	45-49	2	6
POA0841	45-49	3	7
POA0841	45-49	4	3
POA0841	50-54		4
POA0841	50-54	0	6
POA0841	50-54	2	7
POA0841	50-54	3	3
POA0841	50-54	5	3
POA0841	55-59	0	3
POA0841	55-59	2	3
POA0841	55-59	3	3
POA0841	55-59	4	4
POA0841	55-59	5	3
POA0841	60-64	1	3
POA0841	60-64	2	3
POA0841	60-64	4	3
POA0841	65-69	0	4
POA0841	65-69	2	5
POA0841	65-69	3	3
POA0841	70-74	2	6
POA0845	15-19	0	7
POA0845	15-19	1	3
POA0845	20-24		4
POA0845	20-24	0	3
POA0845	25-29		6
POA0845	25-29	0	4
POA0845	25-29	2	3
POA0845	30-34	0	6
POA0845	30-34	3	3
POA0845	35-39		6
POA0845	35-39	0	4
POA0845	35-39	3	3
POA0845	35-39	4	3
POA0845	40-44	2	3
POA0845	40-44	3	3
POA0845	40-44	6	3
POA0845	45-49	0	3
POA0845	45-49	2	3
POA0845	45-49	3	8
POA0845	45-49	4	3
POA0845	50-54	0	4
POA0845	50-54	1	8
POA0845	50-54	2	3
POA0845	50-54	4	3
POA0845	55-59		3
POA0845	55-59	0	3
POA0845	55-59	1	3
POA0845	55-59	2	3
POA0845	55-59	3	3
POA0845	55-59	6	3
POA0845	60-64		4
POA0845	60-64	0	5
POA0845	60-64	2	3
POA0845	60-64	3	7
POA0845	60-64	4	3
POA0845	65-69		3
POA0845	70-74	2	3
POA0846	15-19	0	5
POA0846	20-24	0	9
POA0846	20-24	1	3
POA0846	25-29	2	6
POA0846	25-29	3	3
POA0846	30-34		4
POA0846	30-34	2	3
POA0846	30-34	3	3
POA0846	35-39		3
POA0846	35-39	0	3
POA0846	40-44	1	3
POA0846	40-44	3	3
POA0846	45-49	1	3
POA0846	45-49	2	3
POA0846	45-49	3	5
POA0846	45-49	4	5
POA0846	45-49	5	3
POA0846	50-54	0	3
POA0846	50-54	2	6
POA0846	50-54	4	4
POA0846	55-59	0	8
POA0846	60-64		3
POA0846	60-64	2	4
POA0846	65-69		4
POA0846	65-69	3	3
POA0846	65-69	4	3
POA0846	85+	3	3
POA0847	15-19	0	4
POA0847	20-24		7
POA0847	20-24	0	5
POA0847	20-24	2	3
POA0847	25-29	0	3
POA0847	25-29	1	3
POA0847	25-29	3	5
POA0847	30-34	1	3
POA0847	40-44		3
POA0847	40-44	2	4
POA0847	40-44	3	3
POA0847	40-44	4	3
POA0847	40-44	6	3
POA0847	45-49	2	5
POA0847	45-49	4	3
POA0847	50-54		3
POA0847	50-54	4	3
POA0847	55-59	2	3
POA0847	55-59	3	7
POA0847	60-64	2	3
POA0847	60-64	3	3
POA0847	65-69	2	3
POA0847	75-79	2	3
POA0850	15-19		57
POA0850	15-19	0	167
POA0850	15-19	1	6
POA0850	20-24		51
POA0850	20-24	0	155
POA0850	20-24	1	35
POA0850	20-24	2	17
POA0850	25-29		80
POA0850	25-29	0	155
POA0850	25-29	1	38
POA0850	25-29	2	45
POA0850	25-29	3	27
POA0850	25-29	4	4
POA0850	30-34		74
POA0850	30-34	0	94
POA0850	30-34	1	67
POA0850	30-34	2	64
POA0850	30-34	3	26
POA0850	30-34	4	7
POA0850	30-34	5	7
POA0850	30-34	6	8
POA0850	35-39		64
POA0850	35-39	0	49
POA0850	35-39	1	41
POA0850	35-39	2	79
POA0850	35-39	3	41
POA0850	35-39	4	21
POA0850	35-39	5	6
POA0850	35-39	6	7
POA0850	40-44		43
POA0850	40-44	0	37
POA0850	40-44	1	30
POA0850	40-44	2	58
POA0850	40-44	3	48
POA0850	40-44	4	18
POA0850	40-44	5	12
POA0850	40-44	6	7
POA0850	45-49		76
POA0850	45-49	0	37
POA0850	45-49	1	34
POA0850	45-49	2	60
POA0850	45-49	3	42
POA0850	45-49	4	32
POA0850	45-49	5	16
POA0850	45-49	6	8
POA0850	50-54		73
POA0850	50-54	0	44
POA0850	50-54	1	27
POA0850	50-54	2	56
POA0850	50-54	3	55
POA0850	50-54	4	25
POA0850	50-54	5	6
POA0850	50-54	6	9
POA0850	55-59		51
POA0850	55-59	0	29
POA0850	55-59	1	20
POA0850	55-59	2	54
POA0850	55-59	3	53
POA0850	55-59	4	25
POA0850	55-59	5	13
POA0850	55-59	6	13
POA0850	60-64		43
POA0850	60-64	0	16
POA0850	60-64	1	19
POA0850	60-64	2	58
POA0850	60-64	3	24
POA0850	60-64	4	16
POA0850	60-64	5	11
POA0850	60-64	6	3
POA0850	65-69		31
POA0850	65-69	0	7
POA0850	65-69	1	6
POA0850	65-69	2	29
POA0850	65-69	3	31
POA0850	65-69	4	9
POA0850	65-69	5	5
POA0850	65-69	6	3
POA0850	70-74		22
POA0850	70-74	0	3
POA0850	70-74	1	8
POA0850	70-74	2	12
POA0850	70-74	3	17
POA0850	70-74	4	8
POA0850	70-74	5	9
POA0850	70-74	6	7
POA0850	75-79		18
POA0850	75-79	1	3
POA0850	75-79	2	10
POA0850	75-79	3	8
POA0850	75-79	4	9
POA0850	75-79	5	13
POA0850	75-79	6	4
POA0850	80-84		9
POA0850	80-84	1	3
POA0850	80-84	2	4
POA0850	80-84	4	3
POA0850	80-84	6	3
POA0850	85+		8
POA0850	85+	0	3
POA0850	85+	1	7
POA0850	85+	4	4
POA0850	85+	6	6
POA0852	15-19		125
POA0852	15-19	0	165
POA0852	15-19	1	23
POA0852	15-19	2	6
POA0852	15-19	3	8
POA0852	20-24		84
POA0852	20-24	0	121
POA0852	20-24	1	80
POA0852	20-24	2	53
POA0852	20-24	3	13
POA0852	20-24	4	3
POA0852	25-29		81
POA0852	25-29	0	76
POA0852	25-29	1	58
POA0852	25-29	2	86
POA0852	25-29	3	49
POA0852	25-29	4	16
POA0852	25-29	5	3
POA0852	25-29	6	8
POA0852	30-34		50
POA0852	30-34	0	58
POA0852	30-34	1	33
POA0852	30-34	2	55
POA0852	30-34	3	51
POA0852	30-34	4	48
POA0852	30-34	5	18
POA0852	30-34	6	4
POA0852	35-39		38
POA0852	35-39	0	35
POA0852	35-39	1	21
POA0852	35-39	2	47
POA0852	35-39	3	39
POA0852	35-39	4	40
POA0852	35-39	5	22
POA0852	35-39	6	16
POA0852	40-44		32
POA0852	40-44	0	36
POA0852	40-44	1	16
POA0852	40-44	2	38
POA0852	40-44	3	34
POA0852	40-44	4	27
POA0852	40-44	5	19
POA0852	40-44	6	11
POA0852	45-49		48
POA0852	45-49	0	43
POA0852	45-49	1	14
POA0852	45-49	2	54
POA0852	45-49	3	36
POA0852	45-49	4	36
POA0852	45-49	5	26
POA0852	45-49	6	18
POA0852	50-54		33
POA0852	50-54	0	26
POA0852	50-54	1	19
POA0852	50-54	2	37
POA0852	50-54	3	39
POA0852	50-54	4	33
POA0852	50-54	5	21
POA0852	50-54	6	21
POA0852	55-59		41
POA0852	55-59	0	22
POA0852	55-59	1	20
POA0852	55-59	2	33
POA0852	55-59	3	39
POA0852	55-59	4	22
POA0852	55-59	5	8
POA0852	55-59	6	17
POA0852	60-64		29
POA0852	60-64	0	12
POA0852	60-64	1	11
POA0852	60-64	2	15
POA0852	60-64	3	16
POA0852	60-64	4	16
POA0852	60-64	5	8
POA0852	60-64	6	17
POA0852	65-69		20
POA0852	65-69	0	3
POA0852	65-69	1	6
POA0852	65-69	2	23
POA0852	65-69	3	19
POA0852	65-69	4	6
POA0852	65-69	5	8
POA0852	65-69	6	7
POA0852	70-74		9
POA0852	70-74	0	3
POA0852	70-74	2	7
POA0852	70-74	3	13
POA0852	70-74	4	3
POA0852	70-74	5	7
POA0852	70-74	6	8
POA0852	75-79		3
POA0852	75-79	0	3
POA0852	75-79	3	5
POA0852	75-79	6	7
POA0852	80-84		6
POA0852	80-84	0	3
POA0852	80-84	3	3
POA0852	80-84	5	3
POA0852	80-84	6	3
POA0853	15-19		3
POA0853	15-19	0	12
POA0853	20-24		3
POA0853	20-24	0	15
POA0853	20-24	1	3
POA0853	25-29		4
POA0853	25-29	0	29
POA0853	25-29	1	14
POA0853	25-29	2	12
POA0853	25-29	3	3
POA0853	30-34		5
POA0853	30-34	0	15
POA0853	30-34	1	14
POA0853	30-34	2	25
POA0853	30-34	3	5
POA0853	30-34	4	5
POA0853	35-39	0	3
POA0853	35-39	1	3
POA0853	35-39	2	14
POA0853	35-39	3	3
POA0853	35-39	4	3
POA0853	40-44	1	3
POA0853	40-44	2	8
POA0853	40-44	3	7
POA0853	40-44	4	6
POA0853	45-49		3
POA0853	45-49	0	3
POA0853	45-49	1	4
POA0853	45-49	2	6
POA0853	45-49	3	5
POA0853	50-54	0	4
POA0853	50-54	3	6
POA0854	15-19		11
POA0854	15-19	0	19
POA0854	15-19	1	7
POA0854	20-24		4
POA0854	20-24	0	19
POA0854	20-24	1	14
POA0854	20-24	3	4
POA0854	25-29		6
POA0854	25-29	0	15
POA0854	25-29	1	3
POA0854	25-29	2	7
POA0854	25-29	3	3
POA0854	30-34		3
POA0854	30-34	0	5
POA0854	30-34	1	3
POA0854	30-34	2	9
POA0854	30-34	4	3
POA0854	35-39		4
POA0854	35-39	0	3
POA0854	35-39	1	3
POA0854	35-39	2	3
POA0854	35-39	3	9
POA0854	35-39	4	6
POA0854	35-39	5	3
POA0854	40-44		3
POA0854	40-44	0	4
POA0854	40-44	2	5
POA0854	40-44	3	3
POA0854	40-44	4	7
POA0854	40-44	5	3
POA0854	45-49		3
POA0854	45-49	0	3
POA0854	45-49	1	3
POA0854	45-49	2	3
POA0854	45-49	3	9
POA0854	45-49	4	4
POA0854	45-49	5	4
POA0854	45-49	6	3
POA0854	50-54		3
POA0854	50-54	2	7
POA0854	50-54	3	3
POA0854	50-54	4	6
POA0854	50-54	5	3
POA0854	55-59		7
POA0854	55-59	2	5
POA0854	55-59	3	4
POA0854	55-59	5	4
POA0854	60-64	1	3
POA0854	60-64	6	3
POA0854	65-69		3
POA0854	65-69	2	3
POA0854	65-69	3	3
POA0854	75-79	6	3
POA0860	15-19		14
POA0860	15-19	0	58
POA0860	15-19	1	7
POA0860	15-19	2	3
POA0860	20-24		14
POA0860	20-24	0	50
POA0860	20-24	1	30
POA0860	20-24	2	20
POA0860	20-24	3	7
POA0860	25-29		22
POA0860	25-29	0	48
POA0860	25-29	1	21
POA0860	25-29	2	23
POA0860	25-29	3	22
POA0860	25-29	4	7
POA0860	25-29	5	4
POA0860	30-34		22
POA0860	30-34	0	39
POA0860	30-34	1	20
POA0860	30-34	2	17
POA0860	30-34	3	14
POA0860	30-34	4	5
POA0860	30-34	5	8
POA0860	30-34	6	3
POA0860	35-39		9
POA0860	35-39	0	17
POA0860	35-39	1	17
POA0860	35-39	2	22
POA0860	35-39	3	17
POA0860	35-39	4	9
POA0860	35-39	5	3
POA0860	35-39	6	3
POA0860	40-44		16
POA0860	40-44	0	21
POA0860	40-44	1	8
POA0860	40-44	2	15
POA0860	40-44	3	14
POA0860	40-44	4	3
POA0860	40-44	5	7
POA0860	40-44	6	6
POA0860	45-49		13
POA0860	45-49	0	20
POA0860	45-49	1	5
POA0860	45-49	2	18
POA0860	45-49	3	15
POA0860	45-49	4	12
POA0860	45-49	5	8
POA0860	45-49	6	7
POA0860	50-54		18
POA0860	50-54	0	13
POA0860	50-54	1	14
POA0860	50-54	2	20
POA0860	50-54	3	18
POA0860	50-54	4	9
POA0860	50-54	5	3
POA0860	50-54	6	6
POA0860	55-59		14
POA0860	55-59	0	10
POA0860	55-59	1	6
POA0860	55-59	2	22
POA0860	55-59	3	22
POA0860	55-59	4	10
POA0860	55-59	5	3
POA0860	55-59	6	3
POA0860	60-64		9
POA0860	60-64	0	3
POA0860	60-64	1	12
POA0860	60-64	2	14
POA0860	60-64	3	11
POA0860	60-64	4	10
POA0860	60-64	5	4
POA0860	60-64	6	16
POA0860	65-69		3
POA0860	65-69	0	7
POA0860	65-69	2	8
POA0860	65-69	3	5
POA0860	65-69	4	5
POA0860	65-69	5	9
POA0860	65-69	6	8
POA0860	70-74		3
POA0860	70-74	0	3
POA0860	70-74	2	4
POA0860	70-74	3	9
POA0860	70-74	6	4
POA0860	75-79		3
POA0860	75-79	1	7
POA0860	75-79	4	3
POA0860	75-79	5	5
POA0860	75-79	6	3
POA0860	80-84		3
POA0860	80-84	2	4
POA0860	85+	2	3
POA0860	85+	4	4
POA0862	15-19	0	22
POA0862	15-19	1	3
POA0862	20-24		3
POA0862	20-24	0	25
POA0862	20-24	1	12
POA0862	20-24	2	8
POA0862	25-29		3
POA0862	25-29	0	15
POA0862	25-29	1	5
POA0862	25-29	2	3
POA0862	25-29	3	9
POA0862	25-29	5	3
POA0862	30-34		3
POA0862	30-34	0	15
POA0862	30-34	2	3
POA0862	30-34	3	3
POA0862	30-34	5	3
POA0862	30-34	6	3
POA0862	35-39	0	5
POA0862	35-39	1	3
POA0862	35-39	2	3
POA0862	35-39	3	3
POA0862	35-39	4	3
POA0862	40-44	2	3
POA0862	40-44	3	4
POA0862	40-44	4	5
POA0862	40-44	6	3
POA0862	45-49	0	7
POA0862	45-49	2	3
POA0862	45-49	3	5
POA0862	45-49	4	3
POA0862	45-49	6	3
POA0862	50-54	0	6
POA0862	50-54	2	3
POA0862	50-54	3	3
POA0862	50-54	6	3
POA0862	55-59		3
POA0862	55-59	0	3
POA0862	55-59	2	3
POA0862	55-59	3	3
POA0862	55-59	6	3
POA0862	60-64	2	5
POA0862	60-64	3	3
POA0862	60-64	4	4
POA0862	65-69	2	4
POA0862	65-69	3	3
POA0862	65-69	4	4
POA0862	70-74	3	3
POA0862	70-74	4	3
POA0862	70-74	6	4
POA0870	15-19		72
POA0870	15-19	0	429
POA0870	15-19	1	11
POA0870	20-24		89
POA0870	20-24	0	373
POA0870	20-24	1	56
POA0870	20-24	2	28
POA0870	20-24	3	5
POA0870	25-29		164
POA0870	25-29	0	522
POA0870	25-29	1	158
POA0870	25-29	2	92
POA0870	25-29	3	33
POA0870	25-29	4	12
POA0870	25-29	5	3
POA0870	25-29	6	3
POA0870	30-34		123
POA0870	30-34	0	329
POA0870	30-34	1	170
POA0870	30-34	2	175
POA0870	30-34	3	74
POA0870	30-34	4	25
POA0870	30-34	5	11
POA0870	30-34	6	3
POA0870	35-39		105
POA0870	35-39	0	198
POA0870	35-39	1	120
POA0870	35-39	2	207
POA0870	35-39	3	111
POA0870	35-39	4	34
POA0870	35-39	5	11
POA0870	35-39	6	6
POA0870	40-44		91
POA0870	40-44	0	143
POA0870	40-44	1	99
POA0870	40-44	2	229
POA0870	40-44	3	94
POA0870	40-44	4	45
POA0870	40-44	5	16
POA0870	40-44	6	15
POA0870	45-49		105
POA0870	45-49	0	143
POA0870	45-49	1	107
POA0870	45-49	2	205
POA0870	45-49	3	153
POA0870	45-49	4	51
POA0870	45-49	5	25
POA0870	45-49	6	4
POA0870	50-54		101
POA0870	50-54	0	126
POA0870	50-54	1	96
POA0870	50-54	2	219
POA0870	50-54	3	137
POA0870	50-54	4	54
POA0870	50-54	5	19
POA0870	50-54	6	14
POA0870	55-59		95
POA0870	55-59	0	109
POA0870	55-59	1	77
POA0870	55-59	2	201
POA0870	55-59	3	131
POA0870	55-59	4	57
POA0870	55-59	5	26
POA0870	55-59	6	16
POA0870	60-64		77
POA0870	60-64	0	77
POA0870	60-64	1	54
POA0870	60-64	2	135
POA0870	60-64	3	117
POA0870	60-64	4	52
POA0870	60-64	5	18
POA0870	60-64	6	14
POA0870	65-69		43
POA0870	65-69	0	47
POA0870	65-69	1	35
POA0870	65-69	2	78
POA0870	65-69	3	55
POA0870	65-69	4	29
POA0870	65-69	5	17
POA0870	65-69	6	8
POA0870	70-74		39
POA0870	70-74	0	25
POA0870	70-74	1	19
POA0870	70-74	2	55
POA0870	70-74	3	36
POA0870	70-74	4	21
POA0870	70-74	5	15
POA0870	70-74	6	7
POA0870	75-79		14
POA0870	75-79	0	9
POA0870	75-79	1	8
POA0870	75-79	2	27
POA0870	75-79	3	14
POA0870	75-79	4	14
POA0870	75-79	5	12
POA0870	75-79	6	8
POA0870	80-84		8
POA0870	80-84	0	10
POA0870	80-84	1	3
POA0870	80-84	2	7
POA0870	80-84	3	9
POA0870	80-84	4	6
POA0870	80-84	5	6
POA0870	80-84	6	4
POA0870	85+		18
POA0870	85+	0	5
POA0870	85+	2	14
POA0870	85+	3	14
POA0870	85+	4	13
POA0870	85+	5	5
POA0870	85+	6	7
POA0872	15-19		289
POA0872	15-19	0	253
POA0872	15-19	1	56
POA0872	15-19	2	5
POA0872	20-24		226
POA0872	20-24	0	275
POA0872	20-24	1	157
POA0872	20-24	2	106
POA0872	20-24	3	25
POA0872	20-24	4	3
POA0872	20-24	5	3
POA0872	25-29		163
POA0872	25-29	0	259
POA0872	25-29	1	103
POA0872	25-29	2	116
POA0872	25-29	3	73
POA0872	25-29	4	22
POA0872	25-29	5	4
POA0872	30-34		117
POA0872	30-34	0	165
POA0872	30-34	1	102
POA0872	30-34	2	139
POA0872	30-34	3	97
POA0872	30-34	4	43
POA0872	30-34	5	14
POA0872	30-34	6	11
POA0872	35-39		98
POA0872	35-39	0	109
POA0872	35-39	1	63
POA0872	35-39	2	100
POA0872	35-39	3	85
POA0872	35-39	4	34
POA0872	35-39	5	27
POA0872	35-39	6	13
POA0872	40-44		95
POA0872	40-44	0	95
POA0872	40-44	1	63
POA0872	40-44	2	86
POA0872	40-44	3	87
POA0872	40-44	4	57
POA0872	40-44	5	27
POA0872	40-44	6	18
POA0872	45-49		104
POA0872	45-49	0	81
POA0872	45-49	1	45
POA0872	45-49	2	81
POA0872	45-49	3	63
POA0872	45-49	4	35
POA0872	45-49	5	25
POA0872	45-49	6	23
POA0872	50-54		79
POA0872	50-54	0	64
POA0872	50-54	1	52
POA0872	50-54	2	70
POA0872	50-54	3	79
POA0872	50-54	4	41
POA0872	50-54	5	34
POA0872	50-54	6	25
POA0872	55-59		68
POA0872	55-59	0	39
POA0872	55-59	1	33
POA0872	55-59	2	72
POA0872	55-59	3	57
POA0872	55-59	4	44
POA0872	55-59	5	25
POA0872	55-59	6	23
POA0872	60-64		42
POA0872	60-64	0	32
POA0872	60-64	1	27
POA0872	60-64	2	57
POA0872	60-64	3	58
POA0872	60-64	4	37
POA0872	60-64	5	23
POA0872	60-64	6	20
POA0872	65-69		25
POA0872	65-69	0	9
POA0872	65-69	1	11
POA0872	65-69	2	30
POA0872	65-69	3	31
POA0872	65-69	4	22
POA0872	65-69	5	20
POA0872	65-69	6	22
POA0872	70-74		12
POA0872	70-74	0	8
POA0872	70-74	1	16
POA0872	70-74	2	13
POA0872	70-74	3	5
POA0872	70-74	4	18
POA0872	70-74	5	12
POA0872	70-74	6	16
POA0872	75-79		13
POA0872	75-79	0	9
POA0872	75-79	1	7
POA0872	75-79	2	3
POA0872	75-79	3	6
POA0872	75-79	4	6
POA0872	75-79	6	8
POA0872	80-84		15
POA0872	80-84	0	6
POA0872	80-84	1	3
POA0872	80-84	2	3
POA0872	80-84	3	11
POA0872	80-84	4	12
POA0872	80-84	5	10
POA0872	80-84	6	11
POA0872	85+		10
POA0872	85+	0	6
POA0872	85+	1	3
POA0872	85+	4	3
POA0872	85+	5	4
POA0872	85+	6	9
POA0873	15-19		8
POA0873	15-19	0	49
POA0873	15-19	1	4
POA0873	20-24		19
POA0873	20-24	0	39
POA0873	20-24	1	13
POA0873	20-24	2	5
POA0873	25-29		9
POA0873	25-29	0	36
POA0873	25-29	1	11
POA0873	25-29	2	4
POA0873	25-29	3	4
POA0873	30-34		13
POA0873	30-34	0	24
POA0873	30-34	1	18
POA0873	30-34	2	15
POA0873	30-34	3	6
POA0873	30-34	4	5
POA0873	35-39		6
POA0873	35-39	0	20
POA0873	35-39	1	11
POA0873	35-39	2	13
POA0873	35-39	3	4
POA0873	35-39	4	7
POA0873	35-39	6	3
POA0873	40-44		14
POA0873	40-44	0	13
POA0873	40-44	1	8
POA0873	40-44	2	24
POA0873	40-44	3	19
POA0873	40-44	4	10
POA0873	40-44	5	3
POA0873	45-49		12
POA0873	45-49	0	17
POA0873	45-49	1	16
POA0873	45-49	2	24
POA0873	45-49	3	23
POA0873	45-49	4	11
POA0873	45-49	5	3
POA0873	45-49	6	3
POA0873	50-54		12
POA0873	50-54	0	24
POA0873	50-54	1	8
POA0873	50-54	2	30
POA0873	50-54	3	19
POA0873	50-54	4	10
POA0873	50-54	5	3
POA0873	50-54	6	3
POA0873	55-59		23
POA0873	55-59	0	9
POA0873	55-59	1	7
POA0873	55-59	2	30
POA0873	55-59	3	27
POA0873	55-59	4	5
POA0873	55-59	5	3
POA0873	55-59	6	3
POA0873	60-64		13
POA0873	60-64	0	9
POA0873	60-64	1	7
POA0873	60-64	2	25
POA0873	60-64	3	16
POA0873	60-64	4	4
POA0873	60-64	5	3
POA0873	60-64	6	4
POA0873	65-69		7
POA0873	65-69	0	10
POA0873	65-69	1	6
POA0873	65-69	2	6
POA0873	65-69	3	13
POA0873	65-69	4	4
POA0873	65-69	5	3
POA0873	65-69	6	4
POA0873	70-74		7
POA0873	70-74	0	5
POA0873	70-74	1	4
POA0873	70-74	2	5
POA0873	70-74	3	9
POA0873	70-74	4	11
POA0873	70-74	6	6
POA0873	75-79		9
POA0873	75-79	0	6
POA0873	75-79	1	3
POA0873	75-79	2	8
POA0873	75-79	3	3
POA0873	75-79	4	3
POA0873	80-84		4
POA0873	80-84	1	4
POA0873	80-84	2	5
POA0873	80-84	3	3
POA0873	80-84	4	8
POA0873	80-84	5	3
POA0873	80-84	6	7
POA0873	85+		5
POA0873	85+	0	5
POA0873	85+	1	3
POA0873	85+	2	4
POA0873	85+	4	9
POA0873	85+	5	3
POA0873	85+	6	9
POA0874	15-19		6
POA0874	15-19	0	12
POA0874	20-24		5
POA0874	20-24	0	9
POA0874	25-29		12
POA0874	25-29	0	17
POA0874	25-29	1	7
POA0874	30-34		5
POA0874	30-34	0	10
POA0874	30-34	1	6
POA0874	30-34	2	12
POA0874	30-34	3	4
POA0874	35-39		4
POA0874	35-39	0	9
POA0874	35-39	1	4
POA0874	35-39	2	5
POA0874	35-39	4	3
POA0874	40-44		4
POA0874	40-44	0	3
POA0874	40-44	1	3
POA0874	40-44	2	7
POA0874	40-44	3	3
POA0874	45-49		3
POA0874	45-49	0	5
POA0874	45-49	1	7
POA0874	45-49	2	3
POA0874	45-49	3	3
POA0874	50-54		4
POA0874	50-54	0	3
POA0874	50-54	2	3
POA0874	55-59	2	6
POA0874	55-59	3	4
POA0874	55-59	4	3
POA0874	60-64		3
POA0874	70-74	2	3
POA0875	15-19		9
POA0875	15-19	0	51
POA0875	20-24		6
POA0875	20-24	0	39
POA0875	20-24	1	8
POA0875	20-24	2	9
POA0875	25-29		14
POA0875	25-29	0	32
POA0875	25-29	1	18
POA0875	25-29	2	15
POA0875	25-29	3	9
POA0875	30-34		15
POA0875	30-34	0	22
POA0875	30-34	1	13
POA0875	30-34	2	36
POA0875	30-34	3	12
POA0875	30-34	4	8
POA0875	30-34	5	4
POA0875	35-39		11
POA0875	35-39	0	22
POA0875	35-39	1	11
POA0875	35-39	2	24
POA0875	35-39	3	18
POA0875	35-39	4	12
POA0875	35-39	5	4
POA0875	40-44		11
POA0875	40-44	0	17
POA0875	40-44	1	10
POA0875	40-44	2	24
POA0875	40-44	3	16
POA0875	40-44	4	3
POA0875	40-44	6	6
POA0875	45-49		9
POA0875	45-49	0	15
POA0875	45-49	1	8
POA0875	45-49	2	30
POA0875	45-49	3	16
POA0875	45-49	4	9
POA0875	45-49	5	8
POA0875	50-54		11
POA0875	50-54	0	18
POA0875	50-54	1	12
POA0875	50-54	2	34
POA0875	50-54	3	18
POA0875	50-54	4	9
POA0875	50-54	5	3
POA0875	55-59		9
POA0875	55-59	0	12
POA0875	55-59	1	6
POA0875	55-59	2	19
POA0875	55-59	3	10
POA0875	55-59	4	4
POA0875	55-59	5	6
POA0875	55-59	6	3
POA0875	60-64		8
POA0875	60-64	0	3
POA0875	60-64	1	3
POA0875	60-64	2	21
POA0875	60-64	3	5
POA0875	60-64	4	9
POA0875	60-64	5	5
POA0875	65-69		6
POA0875	65-69	0	3
POA0875	65-69	1	4
POA0875	65-69	2	3
POA0875	65-69	3	6
POA0875	65-69	4	4
POA0875	65-69	6	3
POA0875	70-74		3
POA0875	70-74	2	5
POA0875	70-74	3	4
POA0875	70-74	5	3
POA0875	75-79	0	3
POA0875	75-79	3	3
POA0875	75-79	6	3
POA0875	80-84	0	3
POA0875	80-84	2	8
POA0875	80-84	5	3
POA0875	85+	4	4
POA0880	15-19		69
POA0880	15-19	0	90
POA0880	15-19	1	3
POA0880	20-24		54
POA0880	20-24	0	68
POA0880	20-24	1	37
POA0880	20-24	2	12
POA0880	25-29		75
POA0880	25-29	0	64
POA0880	25-29	1	44
POA0880	25-29	2	36
POA0880	25-29	3	7
POA0880	25-29	4	3
POA0880	30-34		50
POA0880	30-34	0	54
POA0880	30-34	1	42
POA0880	30-34	2	53
POA0880	30-34	3	24
POA0880	30-34	4	3
POA0880	30-34	5	3
POA0880	35-39		55
POA0880	35-39	0	43
POA0880	35-39	1	24
POA0880	35-39	2	39
POA0880	35-39	3	37
POA0880	35-39	4	12
POA0880	35-39	5	9
POA0880	40-44		66
POA0880	40-44	0	33
POA0880	40-44	1	18
POA0880	40-44	2	50
POA0880	40-44	3	37
POA0880	40-44	4	13
POA0880	40-44	5	6
