POA_CODE_2016	Age	Sex	persons
POA5275	5-14	F	103
POA5275	5-14	M	155
POA5275	15-19	F	54
POA5275	15-19	M	49
POA5275	20-24	F	43
POA5275	20-24	M	61
POA5275	25-34	F	113
POA5275	25-34	M	121
POA5275	35-44	F	111
POA5275	35-44	M	129
POA5275	45-54	F	149
POA5275	45-54	M	126
POA5275	55-64	F	183
POA5275	55-64	M	214
POA5275	65-74	F	182
POA5275	65-74	M	183
POA5275	75-84	F	120
POA5275	75-84	M	108
POA5275	85+	F	47
POA5275	85+	M	25
POA5276	0-4	F	17
POA5276	0-4	M	27
POA5276	5-14	F	50
POA5276	5-14	M	58
POA5276	15-19	F	24
POA5276	15-19	M	20
POA5276	20-24	F	24
POA5276	20-24	M	34
POA5276	25-34	F	54
POA5276	25-34	M	51
POA5276	35-44	F	60
POA5276	35-44	M	64
POA5276	45-54	F	83
POA5276	45-54	M	92
POA5276	55-64	F	96
POA5276	55-64	M	110
POA5276	65-74	F	104
POA5276	65-74	M	84
POA5276	75-84	F	55
POA5276	75-84	M	52
POA5276	85+	F	14
POA5276	85+	M	25
POA5277	0-4	F	91
POA5277	0-4	M	98
POA5277	5-14	F	179
POA5277	5-14	M	202
POA5277	15-19	F	64
POA5277	15-19	M	82
POA5277	20-24	F	68
POA5277	20-24	M	71
POA5277	25-34	F	127
POA5277	25-34	M	143
POA5277	35-44	F	177
POA5277	35-44	M	201
POA5277	45-54	F	207
POA5277	45-54	M	220
POA5277	55-64	F	212
POA5277	55-64	M	203
POA5277	65-74	F	152
POA5277	65-74	M	206
POA5277	75-84	F	84
POA5277	75-84	M	67
POA5277	85+	F	50
POA5277	85+	M	21
POA5278	0-4	F	19
POA5278	0-4	M	21
POA5278	5-14	F	20
POA5278	5-14	M	35
POA5278	15-19	F	9
POA5278	15-19	M	20
POA5278	20-24	F	12
POA5278	20-24	M	19
POA5278	25-34	F	22
POA5278	25-34	M	24
POA5278	35-44	F	38
POA5278	35-44	M	21
POA5278	45-54	F	47
POA5278	45-54	M	49
POA5278	55-64	F	38
POA5278	55-64	M	40
POA5278	65-74	F	22
POA5278	65-74	M	34
POA5278	75-84	F	16
POA5278	75-84	M	9
POA5279	0-4	F	14
POA5279	0-4	M	12
POA5279	5-14	F	33
POA5279	5-14	M	37
POA5279	15-19	F	23
POA5279	15-19	M	11
POA5279	20-24	F	3
POA5279	20-24	M	6
POA5279	25-34	F	23
POA5279	25-34	M	14
POA5279	35-44	F	37
POA5279	35-44	M	27
POA5279	45-54	F	31
POA5279	45-54	M	35
POA5279	55-64	F	57
POA5279	55-64	M	46
POA5279	65-74	F	32
POA5279	65-74	M	42
POA5279	75-84	F	14
POA5279	75-84	M	18
POA5279	85+	F	3
POA5280	0-4	F	183
POA5280	0-4	M	167
POA5280	5-14	F	437
POA5280	5-14	M	477
POA5280	15-19	F	205
POA5280	15-19	M	222
POA5280	20-24	F	156
POA5280	20-24	M	186
POA5280	25-34	F	325
POA5280	25-34	M	302
POA5280	35-44	F	390
POA5280	35-44	M	395
POA5280	45-54	F	534
POA5280	45-54	M	536
POA5280	55-64	F	581
POA5280	55-64	M	603
POA5280	65-74	F	467
POA5280	65-74	M	470
POA5280	75-84	F	273
POA5280	75-84	M	216
POA5280	85+	F	149
POA5280	85+	M	87
POA5290	0-4	F	795
POA5290	0-4	M	830
POA5290	5-14	F	1648
POA5290	5-14	M	1745
POA5290	15-19	F	818
POA5290	15-19	M	787
POA5290	20-24	F	744
POA5290	20-24	M	731
POA5290	25-34	F	1593
POA5290	25-34	M	1503
POA5290	35-44	F	1529
POA5290	35-44	M	1438
POA5290	45-54	F	1724
POA5290	45-54	M	1638
POA5290	55-64	F	1657
POA5290	55-64	M	1542
POA5290	65-74	F	1352
POA5290	65-74	M	1199
POA5290	75-84	F	877
POA5290	75-84	M	674
POA5290	85+	F	428
POA5290	85+	M	261
POA5291	0-4	F	224
POA5291	0-4	M	271
POA5291	5-14	F	629
POA5291	5-14	M	689
POA5291	15-19	F	289
POA5291	15-19	M	302
POA5291	20-24	F	163
POA5291	20-24	M	211
POA5291	25-34	F	378
POA5291	25-34	M	507
POA5291	35-44	F	547
POA5291	35-44	M	673
POA5291	45-54	F	702
POA5291	45-54	M	867
POA5291	55-64	F	628
POA5291	55-64	M	719
POA5291	65-74	F	402
POA5291	65-74	M	521
POA5291	75-84	F	150
POA5291	75-84	M	182
POA5291	85+	F	70
POA5291	85+	M	43
POA5301	0-4	F	17
POA5301	0-4	M	21
POA5301	5-14	F	31
POA5301	5-14	M	43
POA5301	15-19	F	13
POA5301	15-19	M	10
POA5301	20-24	F	3
POA5301	20-24	M	5
POA5301	25-34	F	27
POA5301	25-34	M	24
POA5301	35-44	F	24
POA5301	35-44	M	36
POA5301	45-54	F	44
POA5301	45-54	M	43
POA5301	55-64	F	55
POA5301	55-64	M	70
POA5301	65-74	F	33
POA5301	65-74	M	34
POA5301	75-84	F	16
POA5301	75-84	M	15
POA5302	0-4	F	24
POA5302	0-4	M	25
POA5302	5-14	F	44
POA5302	5-14	M	48
POA5302	15-19	F	21
POA5302	15-19	M	22
POA5302	20-24	F	9
POA5302	20-24	M	10
POA5302	25-34	F	42
POA5302	25-34	M	40
POA5302	35-44	F	56
POA5302	35-44	M	56
POA5302	45-54	F	52
POA5302	45-54	M	58
POA5302	55-64	F	56
POA5302	55-64	M	58
POA5302	65-74	F	63
POA5302	65-74	M	64
POA5302	75-84	F	45
POA5302	75-84	M	37
POA5302	85+	F	20
POA5302	85+	M	7
POA5303	0-4	F	9
POA5303	0-4	M	4
POA5303	5-14	F	11
POA5303	5-14	M	14
POA5303	15-19	F	3
POA5303	15-19	M	5
POA5303	20-24	F	3
POA5303	20-24	M	3
POA5303	25-34	F	9
POA5303	25-34	M	16
POA5303	35-44	F	23
POA5303	35-44	M	13
POA5303	45-54	F	10
POA5303	45-54	M	19
POA5303	55-64	F	17
POA5303	55-64	M	13
POA5303	65-74	F	7
POA5303	65-74	M	15
POA5303	75-84	M	5
POA5304	0-4	F	18
POA5304	0-4	M	19
POA5304	5-14	F	50
POA5304	5-14	M	44
POA5304	15-19	F	20
POA5304	15-19	M	14
POA5304	20-24	F	21
POA5304	20-24	M	24
POA5304	25-34	F	40
POA5304	25-34	M	46
POA5304	35-44	F	39
POA5304	35-44	M	46
POA5304	45-54	F	56
POA5304	45-54	M	58
POA5304	55-64	F	55
POA5304	55-64	M	63
POA5304	65-74	F	30
POA5304	65-74	M	53
POA5304	75-84	F	27
POA5304	75-84	M	21
POA5304	85+	F	18
POA5304	85+	M	8
POA5306	5-14	F	7
POA5306	5-14	M	11
POA5306	15-19	F	3
POA5306	15-19	M	3
POA5306	20-24	M	3
POA5306	25-34	F	3
POA5306	35-44	F	3
POA5306	35-44	M	5
POA5306	45-54	F	9
POA5306	45-54	M	7
POA5306	55-64	F	9
POA5306	55-64	M	5
POA5306	65-74	F	3
POA5306	65-74	M	9
POA5306	85+	M	3
POA5307	0-4	F	20
POA5307	0-4	M	14
POA5307	5-14	F	33
POA5307	5-14	M	33
POA5307	15-19	F	16
POA5307	15-19	M	15
POA5307	20-24	F	9
POA5307	20-24	M	9
POA5307	25-34	F	18
POA5307	25-34	M	16
POA5307	35-44	F	24
POA5307	35-44	M	27
POA5307	45-54	F	37
POA5307	45-54	M	34
POA5307	55-64	F	41
POA5307	55-64	M	43
POA5307	65-74	F	39
POA5307	65-74	M	40
POA5307	75-84	F	35
POA5307	75-84	M	29
POA5307	85+	F	20
POA5307	85+	M	20
POA5308	0-4	F	5
POA5308	0-4	M	3
POA5308	5-14	F	3
POA5308	5-14	M	18
POA5308	15-19	F	8
POA5308	25-34	F	4
POA5308	25-34	M	3
POA5308	35-44	F	10
POA5308	35-44	M	17
POA5308	45-54	F	15
POA5308	45-54	M	11
POA5308	55-64	F	11
POA5308	55-64	M	15
POA5308	65-74	F	11
POA5308	65-74	M	3
POA5308	75-84	M	3
POA5309	0-4	F	6
POA5309	5-14	F	10
POA5309	5-14	M	11
POA5309	15-19	F	4
POA5309	15-19	M	3
POA5309	20-24	M	3
POA5309	25-34	F	7
POA5309	25-34	M	4
POA5309	35-44	F	7
POA5309	35-44	M	14
POA5309	45-54	F	11
POA5309	45-54	M	14
POA5309	55-64	F	14
POA5309	55-64	M	10
POA5309	65-74	F	17
POA5309	65-74	M	12
POA5309	75-84	M	6
POA5310	5-14	F	5
POA5310	25-34	M	4
POA5310	35-44	F	6
POA5310	35-44	M	4
POA5310	45-54	F	3
POA5310	45-54	M	3
POA5310	55-64	F	3
POA5310	55-64	M	4
POA5310	65-74	F	3
POA5310	65-74	M	5
POA5310	75-84	M	4
POA5311	0-4	F	9
POA5311	0-4	M	7
POA5311	5-14	F	27
POA5311	5-14	M	24
POA5311	15-19	F	24
POA5311	15-19	M	11
POA5311	20-24	F	9
POA5311	20-24	M	18
POA5311	25-34	F	16
POA5311	25-34	M	20
POA5311	35-44	F	20
POA5311	35-44	M	17
POA5311	45-54	F	43
POA5311	45-54	M	41
POA5311	55-64	F	33
POA5311	55-64	M	39
POA5311	65-74	F	18
POA5311	65-74	M	24
POA5311	75-84	F	5
POA5311	75-84	M	6
POA5311	85+	M	3
POA5320	0-4	F	10
POA5320	0-4	M	14
POA5320	5-14	F	21
POA5320	5-14	M	21
POA5320	15-19	F	6
POA5320	15-19	M	13
POA5320	20-24	F	3
POA5320	20-24	M	7
POA5320	25-34	F	20
POA5320	25-34	M	30
POA5320	35-44	F	29
POA5320	35-44	M	30
POA5320	45-54	F	46
POA5320	45-54	M	51
POA5320	55-64	F	70
POA5320	55-64	M	78
POA5320	65-74	F	64
POA5320	65-74	M	64
POA5320	75-84	F	28
POA5320	75-84	M	33
POA5320	85+	F	7
POA5320	85+	M	6
POA5321	5-14	F	10
POA5321	5-14	M	15
POA5321	15-19	F	3
POA5321	15-19	M	15
POA5321	20-24	M	26
POA5321	25-34	F	10
POA5321	25-34	M	72
POA5321	35-44	F	15
POA5321	35-44	M	89
POA5321	45-54	F	23
POA5321	45-54	M	61
POA5321	55-64	F	48
POA5321	55-64	M	63
POA5321	65-74	F	31
POA5321	65-74	M	42
POA5321	75-84	F	8
POA5321	75-84	M	12
POA5322	0-4	F	21
POA5322	0-4	M	24
POA5322	5-14	F	46
POA5322	5-14	M	55
POA5322	15-19	F	25
POA5322	15-19	M	46
POA5322	20-24	F	14
POA5322	20-24	M	22
POA5322	25-34	F	48
POA5322	25-34	M	53
POA5322	35-44	F	48
POA5322	35-44	M	55
POA5322	45-54	F	84
POA5322	45-54	M	78
POA5322	55-64	F	72
POA5322	55-64	M	87
POA5322	65-74	F	78
POA5322	65-74	M	88
POA5322	75-84	F	27
POA5322	75-84	M	27
POA5322	85+	F	3
POA5322	85+	M	4
POA5330	0-4	F	78
POA5330	0-4	M	106
POA5330	5-14	F	204
POA5330	5-14	M	207
POA5330	15-19	F	100
POA5330	15-19	M	99
POA5330	20-24	F	66
POA5330	20-24	M	74
POA5330	25-34	F	138
POA5330	25-34	M	144
POA5330	35-44	F	186
POA5330	35-44	M	178
POA5330	45-54	F	237
POA5330	45-54	M	211
POA5330	55-64	F	256
POA5330	55-64	M	260
POA5330	65-74	F	228
POA5330	65-74	M	228
POA5330	75-84	F	135
POA5330	75-84	M	106
POA5330	85+	F	77
POA5330	85+	M	61
POA5331	0-4	F	9
POA5331	0-4	M	11
POA5331	5-14	F	20
POA5331	5-14	M	19
POA5331	15-19	F	5
POA5331	15-19	M	11
POA5331	20-24	F	3
POA5331	20-24	M	6
POA5331	25-34	F	7
POA5331	25-34	M	9
POA5331	35-44	F	25
POA5331	35-44	M	22
POA5331	45-54	F	19
POA5331	45-54	M	20
POA5331	55-64	F	26
POA5331	55-64	M	26
POA5331	65-74	F	25
POA5331	65-74	M	26
POA5331	75-84	F	7
POA5331	75-84	M	14
POA5331	85+	F	3
POA5331	85+	M	4
POA5332	0-4	F	8
POA5332	0-4	M	7
POA5332	5-14	F	36
POA5332	5-14	M	25
POA5332	15-19	F	5
POA5332	15-19	M	12
POA5332	20-24	F	7
POA5332	20-24	M	5
POA5332	25-34	F	10
POA5332	25-34	M	16
POA5332	35-44	F	28
POA5332	35-44	M	17
POA5332	45-54	F	27
POA5332	45-54	M	40
POA5332	55-64	F	37
POA5332	55-64	M	47
POA5332	65-74	F	31
POA5332	65-74	M	26
POA5332	75-84	F	14
POA5332	75-84	M	10
POA5332	85+	M	3
POA5333	0-4	F	176
POA5333	0-4	M	182
POA5333	5-14	F	336
POA5333	5-14	M	345
POA5333	15-19	F	167
POA5333	15-19	M	196
POA5333	20-24	F	140
POA5333	20-24	M	134
POA5333	25-34	F	268
POA5333	25-34	M	272
POA5333	35-44	F	337
POA5333	35-44	M	303
POA5333	45-54	F	410
POA5333	45-54	M	398
POA5333	55-64	F	389
POA5333	55-64	M	405
POA5333	65-74	F	372
POA5333	65-74	M	355
POA5333	75-84	F	210
POA5333	75-84	M	183
POA5333	85+	F	143
POA5333	85+	M	69
POA5340	0-4	F	52
POA5340	0-4	M	32
POA5340	5-14	F	86
POA5340	5-14	M	85
POA5340	15-19	F	28
POA5340	15-19	M	28
POA5340	20-24	F	30
POA5340	20-24	M	39
POA5340	25-34	F	100
POA5340	25-34	M	91
POA5340	35-44	F	81
POA5340	35-44	M	73
POA5340	45-54	F	90
POA5340	45-54	M	113
POA5340	55-64	F	114
POA5340	55-64	M	115
POA5340	65-74	F	94
POA5340	65-74	M	100
POA5340	75-84	F	31
POA5340	75-84	M	40
POA5340	85+	F	7
POA5340	85+	M	10
POA5341	0-4	F	199
POA5341	0-4	M	205
POA5341	5-14	F	437
POA5341	5-14	M	470
POA5341	15-19	F	245
POA5341	15-19	M	235
POA5341	20-24	F	197
POA5341	20-24	M	238
POA5341	25-34	F	439
POA5341	25-34	M	426
POA5341	35-44	F	436
POA5341	35-44	M	432
POA5341	45-54	F	502
POA5341	45-54	M	504
POA5341	55-64	F	522
POA5341	55-64	M	539
POA5341	65-74	F	439
POA5341	65-74	M	429
POA5341	75-84	F	281
POA5341	75-84	M	222
POA5341	85+	F	159
POA5341	85+	M	95
POA5342	0-4	F	19
POA5342	0-4	M	13
POA5342	5-14	F	73
POA5342	5-14	M	81
POA5342	15-19	F	45
POA5342	15-19	M	39
POA5342	20-24	F	24
POA5342	20-24	M	25
POA5342	25-34	F	44
POA5342	25-34	M	35
POA5342	35-44	F	72
POA5342	35-44	M	64
POA5342	45-54	F	98
POA5342	45-54	M	89
POA5342	55-64	F	95
POA5342	55-64	M	111
POA5342	65-74	F	60
POA5342	65-74	M	70
POA5342	75-84	F	22
POA5342	75-84	M	22
POA5342	85+	F	10
POA5342	85+	M	5
POA5343	0-4	F	128
POA5343	0-4	M	143
POA5343	5-14	F	281
POA5343	5-14	M	327
POA5343	15-19	F	132
POA5343	15-19	M	152
POA5343	20-24	F	136
POA5343	20-24	M	120
POA5343	25-34	F	302
POA5343	25-34	M	275
POA5343	35-44	F	273
POA5343	35-44	M	257
POA5343	45-54	F	297
POA5343	45-54	M	303
POA5343	55-64	F	352
POA5343	55-64	M	339
POA5343	65-74	F	270
POA5343	65-74	M	279
POA5343	75-84	F	189
POA5343	75-84	M	135
POA5343	85+	F	101
POA5343	85+	M	52
POA5344	0-4	F	14
POA5344	0-4	M	37
POA5344	5-14	F	54
POA5344	5-14	M	80
POA5344	15-19	F	29
POA5344	15-19	M	37
POA5344	20-24	F	22
POA5344	20-24	M	14
POA5344	25-34	F	30
POA5344	25-34	M	41
POA5344	35-44	F	64
POA5344	35-44	M	64
POA5344	45-54	F	92
POA5344	45-54	M	90
POA5344	55-64	F	61
POA5344	55-64	M	86
POA5344	65-74	F	57
POA5344	65-74	M	60
POA5344	75-84	F	19
POA5344	75-84	M	27
POA5344	85+	F	4
POA5344	85+	M	3
POA5345	0-4	F	97
POA5345	0-4	M	95
POA5345	5-14	F	188
POA5345	5-14	M	226
POA5345	15-19	F	94
POA5345	15-19	M	117
POA5345	20-24	F	80
POA5345	20-24	M	79
POA5345	25-34	F	164
POA5345	25-34	M	161
POA5345	35-44	F	173
POA5345	35-44	M	176
POA5345	45-54	F	247
POA5345	45-54	M	221
POA5345	55-64	F	266
POA5345	55-64	M	274
POA5345	65-74	F	234
POA5345	65-74	M	222
POA5345	75-84	F	171
POA5345	75-84	M	148
POA5345	85+	F	87
POA5345	85+	M	58
POA5346	0-4	F	10
POA5346	0-4	M	13
POA5346	5-14	F	27
POA5346	5-14	M	33
POA5346	15-19	F	12
POA5346	15-19	M	16
POA5346	20-24	F	4
POA5346	20-24	M	8
POA5346	25-34	F	16
POA5346	25-34	M	15
POA5346	35-44	F	21
POA5346	35-44	M	17
POA5346	45-54	F	28
POA5346	45-54	M	25
POA5346	55-64	F	34
POA5346	55-64	M	38
POA5346	65-74	F	17
POA5346	65-74	M	23
POA5346	75-84	F	3
POA5346	75-84	M	9
POA5346	85+	F	8
POA5346	85+	M	3
POA5350	0-4	F	13
POA5350	0-4	M	13
POA5350	5-14	F	35
POA5350	5-14	M	49
POA5350	15-19	F	18
POA5350	15-19	M	22
POA5350	20-24	F	8
POA5350	20-24	M	16
POA5350	25-34	F	13
POA5350	25-34	M	10
POA5350	35-44	F	31
POA5350	35-44	M	26
POA5350	45-54	F	53
POA5350	45-54	M	45
POA5350	55-64	F	33
POA5350	55-64	M	49
POA5350	65-74	F	15
POA5350	65-74	M	21
POA5350	75-84	F	3
POA5350	75-84	M	4
POA5351	0-4	F	147
POA5351	0-4	M	210
POA5351	5-14	F	394
POA5351	5-14	M	432
POA5351	15-19	F	202
POA5351	15-19	M	203
POA5351	20-24	F	140
POA5351	20-24	M	161
POA5351	25-34	F	283
POA5351	25-34	M	289
POA5351	35-44	F	406
POA5351	35-44	M	368
POA5351	45-54	F	462
POA5351	45-54	M	461
POA5351	55-64	F	422
POA5351	55-64	M	396
POA5351	65-74	F	267
POA5351	65-74	M	293
POA5351	75-84	F	119
POA5351	75-84	M	128
POA5351	85+	F	50
POA5351	85+	M	36
POA5352	0-4	F	129
POA5352	0-4	M	126
POA5352	5-14	F	287
POA5352	5-14	M	327
POA5352	15-19	F	140
POA5352	15-19	M	166
POA5352	20-24	F	90
POA5352	20-24	M	130
POA5352	25-34	F	224
POA5352	25-34	M	235
POA5352	35-44	F	320
POA5352	35-44	M	297
POA5352	45-54	F	376
POA5352	45-54	M	354
POA5352	55-64	F	419
POA5352	55-64	M	388
POA5352	65-74	F	295
POA5352	65-74	M	302
POA5352	75-84	F	227
POA5352	75-84	M	148
POA5352	85+	F	156
POA5352	85+	M	78
POA5353	0-4	F	103
POA5353	0-4	M	93
POA5353	5-14	F	232
POA5353	5-14	M	246
POA5353	15-19	F	117
POA5353	15-19	M	122
POA5353	20-24	F	69
POA5353	20-24	M	89
POA5353	25-34	F	165
POA5353	25-34	M	169
POA5353	35-44	F	243
POA5353	35-44	M	218
POA5353	45-54	F	306
POA5353	45-54	M	301
POA5353	55-64	F	297
POA5353	55-64	M	299
POA5353	65-74	F	220
POA5353	65-74	M	232
POA5353	75-84	F	89
POA5353	75-84	M	113
POA5353	85+	F	28
POA5353	85+	M	29
POA5354	0-4	F	6
POA5354	0-4	M	4
POA5354	5-14	F	3
POA5354	5-14	M	13
POA5354	15-19	F	10
POA5354	15-19	M	13
POA5354	20-24	F	11
POA5354	20-24	M	9
POA5354	25-34	F	16
POA5354	25-34	M	12
POA5354	35-44	F	9
POA5354	35-44	M	26
POA5354	45-54	F	27
POA5354	45-54	M	34
POA5354	55-64	F	35
POA5354	55-64	M	40
POA5354	65-74	F	27
POA5354	65-74	M	44
POA5354	75-84	F	14
POA5354	75-84	M	19
POA5355	0-4	F	205
POA5355	0-4	M	211
POA5355	5-14	F	524
POA5355	5-14	M	515
POA5355	15-19	F	232
POA5355	15-19	M	234
POA5355	20-24	F	147
POA5355	20-24	M	157
POA5355	25-34	F	430
POA5355	25-34	M	441
POA5355	35-44	F	461
POA5355	35-44	M	462
POA5355	45-54	F	476
POA5355	45-54	M	441
POA5355	55-64	F	531
POA5355	55-64	M	484
POA5355	65-74	F	461
POA5355	65-74	M	448
POA5355	75-84	F	285
POA5355	75-84	M	213
POA5355	85+	F	145
POA5355	85+	M	90
POA5356	0-4	F	20
POA5356	0-4	M	23
POA5356	5-14	F	43
POA5356	5-14	M	54
POA5356	15-19	F	26
POA5356	15-19	M	30
POA5356	20-24	F	17
POA5356	20-24	M	20
POA5356	25-34	F	51
POA5356	25-34	M	43
POA5356	35-44	F	41
POA5356	35-44	M	66
POA5356	45-54	F	69
POA5356	45-54	M	73
POA5356	55-64	F	59
POA5356	55-64	M	78
POA5356	65-74	F	37
POA5356	65-74	M	38
POA5356	75-84	F	16
POA5356	75-84	M	16
POA5356	85+	F	3
POA5356	85+	M	4
POA5357	0-4	F	13
POA5357	0-4	M	19
POA5357	5-14	F	23
POA5357	5-14	M	10
POA5357	15-19	F	13
POA5357	15-19	M	5
POA5357	20-24	F	8
POA5357	20-24	M	11
POA5357	25-34	F	13
POA5357	25-34	M	18
POA5357	35-44	F	19
POA5357	35-44	M	23
POA5357	45-54	F	27
POA5357	45-54	M	44
POA5357	55-64	F	34
POA5357	55-64	M	41
POA5357	65-74	F	31
POA5357	65-74	M	48
POA5357	75-84	F	16
POA5357	75-84	M	17
POA5357	85+	F	8
POA5360	0-4	F	30
POA5360	0-4	M	57
POA5360	5-14	F	68
POA5360	5-14	M	87
POA5360	15-19	F	37
POA5360	15-19	M	32
POA5360	20-24	F	19
POA5360	20-24	M	34
POA5360	25-34	F	65
POA5360	25-34	M	63
POA5360	35-44	F	80
POA5360	35-44	M	60
POA5360	45-54	F	83
POA5360	45-54	M	82
POA5360	55-64	F	86
POA5360	55-64	M	96
POA5360	65-74	F	38
POA5360	65-74	M	41
POA5360	75-84	F	20
POA5360	75-84	M	25
POA5360	85+	F	11
POA5360	85+	M	6
POA5371	0-4	F	36
POA5371	0-4	M	30
POA5371	5-14	F	83
POA5371	5-14	M	127
POA5371	15-19	F	63
POA5371	15-19	M	46
POA5371	20-24	F	30
POA5371	20-24	M	45
POA5371	25-34	F	61
POA5371	25-34	M	64
POA5371	35-44	F	98
POA5371	35-44	M	89
POA5371	45-54	F	100
POA5371	45-54	M	117
POA5371	55-64	F	71
POA5371	55-64	M	92
POA5371	65-74	F	44
POA5371	65-74	M	41
POA5371	75-84	F	13
POA5371	75-84	M	13
POA5371	85+	F	6
POA5371	85+	M	3
POA5372	0-4	F	78
POA5372	0-4	M	80
POA5372	5-14	F	165
POA5372	5-14	M	207
POA5372	15-19	F	58
POA5372	15-19	M	83
POA5372	20-24	F	73
POA5372	20-24	M	54
POA5372	25-34	F	166
POA5372	25-34	M	143
POA5372	35-44	F	152
POA5372	35-44	M	140
POA5372	45-54	F	156
POA5372	45-54	M	143
POA5372	55-64	F	140
POA5372	55-64	M	129
POA5372	65-74	F	74
POA5372	65-74	M	76
POA5372	75-84	F	29
POA5372	75-84	M	27
POA5372	85+	F	30
POA5372	85+	M	17
POA5373	0-4	F	86
POA5373	0-4	M	84
POA5373	5-14	F	216
POA5373	5-14	M	235
POA5373	15-19	F	95
POA5373	15-19	M	113
POA5373	20-24	F	68
POA5373	20-24	M	83
POA5373	25-34	F	172
POA5373	25-34	M	157
POA5373	35-44	F	192
POA5373	35-44	M	173
POA5373	45-54	F	267
POA5373	45-54	M	245
POA5373	55-64	F	255
POA5373	55-64	M	283
POA5373	65-74	F	202
POA5373	65-74	M	239
POA5373	75-84	F	110
POA5373	75-84	M	94
POA5373	85+	F	34
POA5373	85+	M	27
POA5374	0-4	F	32
POA5374	0-4	M	35
POA5374	5-14	F	98
POA5374	5-14	M	89
POA5374	15-19	F	34
POA5374	15-19	M	53
POA5374	20-24	F	23
POA5374	20-24	M	41
POA5374	25-34	F	53
POA5374	25-34	M	53
POA5374	35-44	F	86
POA5374	35-44	M	80
POA5374	45-54	F	111
POA5374	45-54	M	102
POA5374	55-64	F	125
POA5374	55-64	M	144
POA5374	65-74	F	81
POA5374	65-74	M	95
POA5374	75-84	F	56
POA5374	75-84	M	45
POA5374	85+	F	29
POA5374	85+	M	10
POA5381	0-4	F	9
POA5381	0-4	M	6
POA5381	5-14	F	26
POA5381	5-14	M	18
POA5381	15-19	F	10
POA5381	15-19	M	11
POA5381	20-24	F	3
POA5381	20-24	M	13
POA5381	25-34	F	12
POA5381	25-34	M	15
POA5381	35-44	F	20
POA5381	35-44	M	18
POA5381	45-54	F	27
POA5381	45-54	M	21
POA5381	55-64	F	30
POA5381	55-64	M	47
POA5381	65-74	F	21
POA5381	65-74	M	35
POA5381	75-84	F	20
POA5381	75-84	M	12
POA5400	0-4	F	28
POA5400	0-4	M	34
POA5400	5-14	F	48
POA5400	5-14	M	63
POA5400	15-19	F	32
POA5400	15-19	M	23
POA5400	20-24	F	79
POA5400	20-24	M	40
POA5400	25-34	F	64
POA5400	25-34	M	46
POA5400	35-44	F	45
POA5400	35-44	M	53
POA5400	45-54	F	63
POA5400	45-54	M	70
POA5400	55-64	F	49
POA5400	55-64	M	65
POA5400	65-74	F	22
POA5400	65-74	M	27
POA5400	75-84	F	9
POA5400	75-84	M	6
POA5400	85+	F	4
POA5400	85+	M	3
POA5401	0-4	F	32
POA5401	0-4	M	33
POA5401	5-14	F	50
POA5401	5-14	M	56
POA5401	15-19	F	15
POA5401	15-19	M	30
POA5401	20-24	F	15
POA5401	20-24	M	23
POA5401	25-34	F	50
POA5401	25-34	M	41
POA5401	35-44	F	40
POA5401	35-44	M	40
POA5401	45-54	F	61
POA5401	45-54	M	52
POA5401	55-64	F	67
POA5401	55-64	M	75
POA5401	65-74	F	39
POA5401	65-74	M	47
POA5401	75-84	F	24
POA5401	75-84	M	22
POA5401	85+	F	22
POA5401	85+	M	7
POA5410	0-4	F	4
POA5410	0-4	M	6
POA5410	5-14	F	23
POA5410	5-14	M	13
POA5410	15-19	F	21
POA5410	15-19	M	5
POA5410	20-24	F	6
POA5410	20-24	M	9
POA5410	25-34	F	9
POA5410	25-34	M	12
POA5410	35-44	F	16
POA5410	35-44	M	16
POA5410	45-54	F	29
POA5410	45-54	M	27
POA5410	55-64	F	20
POA5410	55-64	M	23
POA5410	65-74	F	23
POA5410	65-74	M	14
POA5410	75-84	F	3
POA5410	75-84	M	9
POA5410	85+	F	3
POA5410	85+	M	5
POA5411	0-4	F	9
POA5411	0-4	M	13
POA5411	5-14	F	29
POA5411	5-14	M	30
POA5411	15-19	F	9
POA5411	15-19	M	8
POA5411	20-24	F	9
POA5411	20-24	M	5
POA5411	25-34	F	18
POA5411	25-34	M	18
POA5411	35-44	F	20
POA5411	35-44	M	11
POA5411	45-54	F	23
POA5411	45-54	M	19
POA5411	55-64	F	21
POA5411	55-64	M	30
POA5411	65-74	F	15
POA5411	65-74	M	17
POA5411	75-84	F	10
POA5411	75-84	M	12
POA5411	85+	M	3
POA5412	0-4	F	24
POA5412	0-4	M	34
POA5412	5-14	F	44
POA5412	5-14	M	68
POA5412	15-19	F	32
POA5412	15-19	M	37
POA5412	20-24	F	13
POA5412	20-24	M	10
POA5412	25-34	F	44
POA5412	25-34	M	44
POA5412	35-44	F	58
POA5412	35-44	M	39
POA5412	45-54	F	90
POA5412	45-54	M	79
POA5412	55-64	F	114
POA5412	55-64	M	106
POA5412	65-74	F	99
POA5412	65-74	M	112
POA5412	75-84	F	43
POA5412	75-84	M	44
POA5412	85+	F	45
POA5412	85+	M	21
POA5413	0-4	F	18
POA5413	0-4	M	22
POA5413	5-14	F	47
POA5413	5-14	M	52
POA5413	15-19	F	21
POA5413	15-19	M	19
POA5413	20-24	F	12
POA5413	20-24	M	17
POA5413	25-34	F	35
POA5413	25-34	M	47
POA5413	35-44	F	32
POA5413	35-44	M	34
