POA_CODE_2016	FamilyComposition	families_with_children
POA6158	Blended family with no other children present	20
POA6158	Intact family with no other children present	870
POA6158	Intact family with other children present	3
POA6158	Step family with no other children present	65
POA6159	Blended family with no other children present	3
POA6159	Intact family with no other children present	253
POA6159	Intact family with other children present	5
POA6159	Other couple family with other children only	4
POA6159	Step family with no other children present	28
POA6160	Blended family with no other children present	14
POA6160	Intact family with no other children present	530
POA6160	Intact family with other children present	5
POA6160	Step family with no other children present	49
POA6160	Step family with other children present	3
POA6161	Intact family with no other children present	3
POA6162	Blended family with no other children present	41
POA6162	Intact family with no other children present	1070
POA6162	Intact family with other children present	3
POA6162	Other couple family with other children only	3
POA6162	Step family with no other children present	78
POA6163	Blended family with no other children present	158
POA6163	Intact family with no other children present	4878
POA6163	Intact family with other children present	48
POA6163	Other couple family with other children only	19
POA6163	Step family with no other children present	368
POA6164	Blended family with no other children present	333
POA6164	Blended family with other children present	3
POA6164	Intact family with no other children present	7448
POA6164	Intact family with other children present	82
POA6164	Other couple family with other children only	20
POA6164	Step family with no other children present	496
POA6164	Step family with other children present	12
POA6165	Intact family with no other children present	3
POA6166	Blended family with no other children present	40
POA6166	Intact family with no other children present	1210
POA6166	Intact family with other children present	15
POA6166	Other couple family with other children only	4
POA6166	Step family with no other children present	67
POA6167	Blended family with no other children present	171
POA6167	Intact family with no other children present	2474
POA6167	Intact family with other children present	50
POA6167	Other couple family with other children only	29
POA6167	Step family with no other children present	245
POA6167	Step family with other children present	7
POA6168	Blended family with no other children present	122
POA6168	Blended family with other children present	8
POA6168	Intact family with no other children present	1660
POA6168	Intact family with other children present	30
POA6168	Other couple family with other children only	21
POA6168	Step family with no other children present	228
POA6168	Step family with other children present	3
POA6169	Blended family with no other children present	253
POA6169	Blended family with other children present	3
POA6169	Intact family with no other children present	3255
POA6169	Intact family with other children present	47
POA6169	Other couple family with other children only	37
POA6169	Step family with no other children present	397
POA6169	Step family with other children present	7
POA6170	Blended family with no other children present	79
POA6170	Intact family with no other children present	1470
POA6170	Intact family with other children present	26
POA6170	Other couple family with other children only	8
POA6170	Step family with no other children present	103
POA6170	Step family with other children present	5
POA6171	Blended family with no other children present	298
POA6171	Blended family with other children present	6
POA6171	Intact family with no other children present	3870
POA6171	Intact family with other children present	36
POA6171	Other couple family with other children only	20
POA6171	Step family with no other children present	319
POA6171	Step family with other children present	5
POA6172	Blended family with no other children present	121
POA6172	Intact family with no other children present	1551
POA6172	Intact family with other children present	34
POA6172	Other couple family with other children only	18
POA6172	Step family with no other children present	169
POA6172	Step family with other children present	3
POA6173	Blended family with no other children present	97
POA6173	Intact family with no other children present	1781
POA6173	Intact family with other children present	8
POA6173	Other couple family with other children only	7
POA6173	Step family with no other children present	150
POA6173	Step family with other children present	4
POA6174	Blended family with no other children present	30
POA6174	Intact family with no other children present	432
POA6174	Other couple family with other children only	3
POA6174	Step family with no other children present	36
POA6175	Blended family with no other children present	29
POA6175	Intact family with no other children present	494
POA6175	Intact family with other children present	3
POA6175	Other couple family with other children only	6
POA6175	Step family with no other children present	34
POA6176	Blended family with no other children present	4
POA6176	Intact family with no other children present	167
POA6176	Intact family with other children present	3
POA6176	Other couple family with other children only	3
POA6176	Step family with no other children present	18
POA6180	Blended family with no other children present	51
POA6180	Intact family with no other children present	590
POA6180	Intact family with other children present	5
POA6180	Step family with no other children present	73
POA6181	Intact family with no other children present	75
POA6181	Step family with no other children present	3
POA6207	Blended family with no other children present	11
POA6207	Intact family with no other children present	121
POA6207	Step family with no other children present	5
POA6208	Blended family with no other children present	59
POA6208	Intact family with no other children present	968
POA6208	Intact family with other children present	16
POA6208	Other couple family with other children only	22
POA6208	Step family with no other children present	108
POA6208	Step family with other children present	5
POA6209	Blended family with no other children present	11
POA6209	Intact family with no other children present	154
POA6209	Intact family with other children present	6
POA6209	Step family with no other children present	20
POA6210	Blended family with no other children present	392
POA6210	Blended family with other children present	12
POA6210	Intact family with no other children present	5590
POA6210	Intact family with other children present	71
POA6210	Other couple family with other children only	51
POA6210	Step family with no other children present	609
POA6210	Step family with other children present	12
POA6211	Blended family with no other children present	36
POA6211	Intact family with no other children present	678
POA6211	Intact family with other children present	3
POA6211	Other couple family with other children only	5
POA6211	Step family with no other children present	70
POA6211	Step family with other children present	3
POA6213	Blended family with no other children present	5
POA6213	Intact family with no other children present	59
POA6213	Step family with no other children present	4
POA6214	Intact family with no other children present	70
POA6214	Step family with no other children present	5
POA6215	Blended family with no other children present	22
POA6215	Blended family with other children present	3
POA6215	Intact family with no other children present	358
POA6215	Intact family with other children present	6
POA6215	Other couple family with other children only	5
POA6215	Step family with no other children present	37
POA6218	Blended family with no other children present	7
POA6218	Intact family with no other children present	37
POA6218	Other couple family with other children only	3
POA6220	Blended family with no other children present	30
POA6220	Intact family with no other children present	427
POA6220	Intact family with other children present	8
POA6220	Other couple family with other children only	6
POA6220	Step family with no other children present	40
POA6221	Blended family with no other children present	3
POA6221	Intact family with no other children present	27
POA6221	Step family with no other children present	3
POA6223	Blended family with no other children present	3
POA6223	Intact family with no other children present	22
POA6223	Step family with no other children present	3
POA6224	Blended family with no other children present	10
POA6224	Intact family with no other children present	102
POA6224	Step family with no other children present	18
POA6225	Blended family with no other children present	61
POA6225	Intact family with no other children present	789
POA6225	Intact family with other children present	11
POA6225	Other couple family with other children only	12
POA6225	Step family with no other children present	84
POA6226	Intact family with no other children present	112
POA6226	Step family with no other children present	5
POA6227	Blended family with no other children present	3
POA6227	Intact family with no other children present	98
POA6227	Intact family with other children present	3
POA6227	Step family with no other children present	3
POA6228	Blended family with no other children present	5
POA6228	Intact family with no other children present	15
POA6229	Intact family with no other children present	16
POA6230	Blended family with no other children present	224
POA6230	Blended family with other children present	3
POA6230	Intact family with no other children present	3867
POA6230	Intact family with other children present	57
POA6230	Other couple family with other children only	36
POA6230	Step family with no other children present	363
POA6230	Step family with other children present	5
POA6232	Blended family with no other children present	97
POA6232	Intact family with no other children present	1068
POA6232	Intact family with other children present	19
POA6232	Other couple family with other children only	9
POA6232	Step family with no other children present	117
POA6232	Step family with other children present	7
POA6233	Blended family with no other children present	137
POA6233	Blended family with other children present	3
POA6233	Intact family with no other children present	2120
POA6233	Intact family with other children present	26
POA6233	Other couple family with other children only	19
POA6233	Step family with no other children present	154
POA6233	Step family with other children present	8
POA6236	Blended family with no other children present	13
POA6236	Intact family with no other children present	224
POA6236	Intact family with other children present	4
POA6236	Other couple family with other children only	5
POA6236	Step family with no other children present	15
POA6237	Blended family with no other children present	9
POA6237	Intact family with no other children present	277
POA6237	Intact family with other children present	3
POA6237	Other couple family with other children only	3
POA6237	Step family with no other children present	23
POA6239	Blended family with no other children present	12
POA6239	Intact family with no other children present	415
POA6239	Intact family with other children present	3
POA6239	Other couple family with other children only	3
POA6239	Step family with no other children present	31
POA6240	Intact family with no other children present	10
POA6243	Intact family with no other children present	4
POA6244	Blended family with no other children present	3
POA6244	Intact family with no other children present	128
POA6244	Step family with no other children present	8
POA6251	Blended family with no other children present	3
POA6251	Intact family with no other children present	28
POA6251	Step family with no other children present	3
POA6252	Intact family with no other children present	8
POA6252	Step family with no other children present	3
POA6253	Blended family with no other children present	9
POA6253	Intact family with no other children present	33
POA6254	Blended family with no other children present	3
POA6254	Intact family with no other children present	32
POA6254	Step family with no other children present	3
POA6255	Blended family with no other children present	17
POA6255	Intact family with no other children present	318
POA6255	Intact family with other children present	3
POA6255	Other couple family with other children only	3
POA6255	Step family with no other children present	29
POA6256	Blended family with no other children present	3
POA6256	Intact family with no other children present	31
POA6256	Step family with no other children present	4
POA6258	Blended family with no other children present	32
POA6258	Intact family with no other children present	574
POA6258	Intact family with other children present	5
POA6258	Other couple family with other children only	8
POA6258	Step family with no other children present	36
POA6260	Blended family with no other children present	4
POA6260	Intact family with no other children present	131
POA6260	Step family with no other children present	6
POA6262	Blended family with no other children present	3
POA6262	Intact family with no other children present	51
POA6262	Other couple family with other children only	3
POA6262	Step family with no other children present	5
POA6271	Blended family with no other children present	20
POA6271	Intact family with no other children present	296
POA6271	Intact family with other children present	3
POA6271	Other couple family with other children only	3
POA6271	Step family with no other children present	25
POA6271	Step family with other children present	3
POA6275	Blended family with no other children present	4
POA6275	Intact family with no other children present	90
POA6275	Intact family with other children present	3
POA6275	Step family with no other children present	8
POA6280	Blended family with no other children present	161
POA6280	Intact family with no other children present	2583
POA6280	Intact family with other children present	29
POA6280	Other couple family with other children only	16
POA6280	Step family with no other children present	251
POA6280	Step family with other children present	7
POA6281	Blended family with no other children present	27
POA6281	Intact family with no other children present	809
POA6281	Other couple family with other children only	3
POA6281	Step family with no other children present	41
POA6282	Blended family with no other children present	6
POA6282	Intact family with no other children present	145
POA6282	Intact family with other children present	4
POA6282	Step family with no other children present	7
POA6284	Blended family with no other children present	15
POA6284	Intact family with no other children present	270
POA6284	Step family with no other children present	18
POA6285	Blended family with no other children present	50
POA6285	Intact family with no other children present	979
POA6285	Intact family with other children present	4
POA6285	Other couple family with other children only	3
POA6285	Step family with no other children present	45
POA6286	Blended family with no other children present	4
POA6286	Intact family with no other children present	44
POA6286	Step family with no other children present	5
POA6288	Blended family with no other children present	5
POA6288	Intact family with no other children present	49
POA6290	Blended family with no other children present	5
POA6290	Intact family with no other children present	95
POA6290	Step family with no other children present	10
POA6302	Blended family with no other children present	15
POA6302	Intact family with no other children present	246
POA6302	Intact family with other children present	3
POA6302	Other couple family with other children only	5
POA6302	Step family with no other children present	19
POA6304	Blended family with no other children present	9
POA6304	Intact family with no other children present	121
POA6304	Other couple family with other children only	7
POA6304	Step family with no other children present	9
POA6306	Blended family with no other children present	3
POA6306	Intact family with no other children present	86
POA6306	Step family with no other children present	8
POA6308	Blended family with no other children present	5
POA6308	Intact family with no other children present	121
POA6308	Other couple family with other children only	4
POA6308	Step family with no other children present	9
POA6309	Intact family with no other children present	16
POA6311	Blended family with no other children present	7
POA6311	Intact family with no other children present	48
POA6312	Blended family with no other children present	30
POA6312	Intact family with no other children present	402
POA6312	Intact family with other children present	10
POA6312	Other couple family with other children only	6
POA6312	Step family with no other children present	18
POA6313	Blended family with no other children present	3
POA6313	Intact family with no other children present	19
POA6315	Blended family with no other children present	10
POA6315	Intact family with no other children present	150
POA6315	Intact family with other children present	3
POA6316	Blended family with no other children present	3
POA6316	Intact family with no other children present	36
POA6316	Step family with no other children present	3
POA6317	Blended family with no other children present	25
POA6317	Intact family with no other children present	316
POA6317	Intact family with other children present	11
POA6317	Other couple family with other children only	3
POA6317	Step family with no other children present	27
POA6318	Intact family with no other children present	48
POA6318	Step family with no other children present	4
POA6320	Intact family with no other children present	49
POA6320	Step family with no other children present	3
POA6321	Blended family with no other children present	3
POA6321	Intact family with no other children present	46
POA6321	Step family with no other children present	3
POA6322	Intact family with no other children present	16
POA6323	Blended family with no other children present	4
POA6323	Intact family with no other children present	64
POA6323	Step family with no other children present	9
POA6324	Blended family with no other children present	17
POA6324	Intact family with no other children present	277
POA6324	Intact family with other children present	8
POA6324	Other couple family with other children only	9
POA6324	Step family with no other children present	28
POA6326	Intact family with no other children present	57
POA6326	Step family with no other children present	3
POA6327	Blended family with no other children present	4
POA6327	Intact family with no other children present	28
POA6328	Intact family with no other children present	43
POA6330	Blended family with no other children present	193
POA6330	Intact family with no other children present	3056
POA6330	Intact family with other children present	36
POA6330	Other couple family with other children only	25
POA6330	Step family with no other children present	275
POA6330	Step family with other children present	3
POA6333	Blended family with no other children present	30
POA6333	Intact family with no other children present	466
POA6333	Other couple family with other children only	8
POA6333	Step family with no other children present	39
POA6335	Blended family with no other children present	3
POA6335	Intact family with no other children present	78
POA6335	Step family with no other children present	4
POA6336	Intact family with no other children present	27
POA6337	Intact family with no other children present	58
POA6338	Intact family with no other children present	54
POA6338	Step family with no other children present	6
POA6341	Intact family with no other children present	39
POA6343	Intact family with no other children present	33
POA6346	Intact family with no other children present	66
POA6346	Step family with no other children present	4
POA6348	Blended family with no other children present	5
POA6348	Intact family with no other children present	54
POA6348	Step family with no other children present	3
POA6350	Intact family with no other children present	17
POA6350	Other couple family with other children only	3
POA6350	Step family with no other children present	3
POA6351	Intact family with no other children present	13
POA6352	Intact family with no other children present	19
POA6353	Intact family with no other children present	78
POA6353	Step family with no other children present	3
POA6355	Intact family with no other children present	54
POA6356	Intact family with no other children present	14
POA6357	Intact family with no other children present	11
POA6358	Intact family with no other children present	3
POA6359	Intact family with no other children present	50
POA6361	Intact family with no other children present	14
POA6363	Intact family with no other children present	15
POA6365	Blended family with no other children present	4
POA6365	Intact family with no other children present	43
POA6367	Blended family with no other children present	3
POA6367	Intact family with no other children present	32
POA6368	Intact family with no other children present	8
POA6368	Step family with no other children present	3
POA6369	Intact family with no other children present	53
POA6369	Step family with no other children present	7
POA6370	Blended family with no other children present	4
POA6370	Intact family with no other children present	37
POA6370	Intact family with other children present	3
POA6372	Intact family with no other children present	11
POA6373	Intact family with no other children present	10
POA6375	Blended family with no other children present	8
POA6375	Intact family with no other children present	61
POA6375	Intact family with other children present	3
POA6375	Other couple family with other children only	3
POA6375	Step family with no other children present	12
POA6383	Blended family with no other children present	6
POA6383	Intact family with no other children present	58
POA6383	Other couple family with other children only	3
POA6383	Step family with no other children present	3
POA6384	Intact family with no other children present	4
POA6385	Intact family with no other children present	3
POA6386	Intact family with no other children present	6
POA6390	Blended family with no other children present	14
POA6390	Intact family with no other children present	177
POA6390	Other couple family with other children only	3
POA6390	Step family with no other children present	11
POA6391	Blended family with no other children present	8
POA6391	Intact family with no other children present	90
POA6391	Step family with no other children present	3
POA6392	Intact family with no other children present	38
POA6393	Intact family with no other children present	9
POA6394	Intact family with no other children present	50
POA6395	Blended family with no other children present	7
POA6395	Intact family with no other children present	154
POA6395	Other couple family with other children only	3
POA6395	Step family with no other children present	3
POA6396	Intact family with no other children present	33
POA6396	Step family with no other children present	4
POA6397	Blended family with no other children present	3
POA6397	Intact family with no other children present	4
POA6398	Intact family with no other children present	32
POA6398	Other couple family with other children only	3
POA6401	Blended family with no other children present	36
POA6401	Intact family with no other children present	602
POA6401	Intact family with other children present	18
POA6401	Other couple family with other children only	16
POA6401	Step family with no other children present	46
POA6403	Intact family with no other children present	16
POA6405	Intact family with no other children present	31
POA6405	Step family with no other children present	8
POA6407	Blended family with no other children present	3
POA6407	Intact family with no other children present	101
POA6407	Step family with no other children present	8
POA6409	Blended family with no other children present	3
POA6409	Intact family with no other children present	37
POA6409	Step family with no other children present	3
POA6410	Blended family with no other children present	10
POA6410	Intact family with no other children present	73
POA6410	Other couple family with other children only	8
POA6410	Step family with no other children present	9
POA6411	Intact family with no other children present	9
POA6412	Intact family with no other children present	3
POA6413	Intact family with no other children present	4
POA6414	Intact family with no other children present	8
POA6415	Blended family with no other children present	19
POA6415	Intact family with no other children present	231
POA6415	Intact family with other children present	5
POA6415	Other couple family with other children only	3
POA6415	Step family with no other children present	23
POA6418	Blended family with no other children present	3
POA6418	Intact family with no other children present	54
POA6418	Step family with no other children present	4
POA6419	Intact family with no other children present	7
POA6420	Intact family with no other children present	14
POA6421	Intact family with no other children present	11
POA6422	Intact family with no other children present	7
POA6423	Intact family with no other children present	7
POA6424	Intact family with no other children present	8
POA6425	Intact family with no other children present	11
POA6426	Blended family with no other children present	3
POA6426	Intact family with no other children present	61
POA6426	Step family with no other children present	4
POA6428	Intact family with no other children present	10
POA6429	Blended family with no other children present	6
POA6429	Intact family with no other children present	54
POA6429	Intact family with other children present	3
POA6429	Step family with no other children present	10
POA6430	Blended family with no other children present	155
POA6430	Blended family with other children present	8
POA6430	Intact family with no other children present	2469
POA6430	Intact family with other children present	36
POA6430	Other couple family with other children only	13
POA6430	Step family with no other children present	174
POA6430	Step family with other children present	8
POA6431	Blended family with no other children present	8
POA6431	Intact family with no other children present	55
POA6431	Intact family with other children present	7
POA6431	Other couple family with other children only	7
POA6431	Step family with no other children present	5
POA6431	Step family with other children present	3
POA6432	Blended family with no other children present	62
POA6432	Intact family with no other children present	604
POA6432	Intact family with other children present	14
POA6432	Other couple family with other children only	3
POA6432	Step family with no other children present	55
POA6434	Intact family with no other children present	7
POA6436	Intact family with no other children present	5
POA6437	Blended family with no other children present	3
POA6437	Intact family with no other children present	43
POA6437	Step family with no other children present	3
POA6438	Blended family with no other children present	3
POA6438	Intact family with no other children present	31
POA6438	Intact family with other children present	3
POA6438	Step family with no other children present	3
POA6440	Blended family with no other children present	3
POA6440	Intact family with no other children present	20
POA6440	Intact family with other children present	3
POA6440	Other couple family with other children only	6
POA6440	Step family with no other children present	10
POA6440	Step family with other children present	3
POA6442	Blended family with no other children present	23
POA6442	Intact family with no other children present	259
POA6442	Step family with no other children present	18
POA6443	Intact family with no other children present	32
POA6443	Step family with no other children present	7
POA6445	Intact family with no other children present	24
POA6446	Intact family with no other children present	14
POA6447	Intact family with no other children present	16
POA6448	Blended family with no other children present	3
POA6448	Intact family with no other children present	36
POA6448	Step family with no other children present	3
POA6450	Blended family with no other children present	70
POA6450	Intact family with no other children present	1174
POA6450	Intact family with other children present	18
POA6450	Other couple family with other children only	13
POA6450	Step family with no other children present	117
POA6450	Step family with other children present	3
POA6460	Blended family with no other children present	3
POA6460	Intact family with no other children present	63
POA6460	Step family with no other children present	5
POA6461	Intact family with no other children present	52
POA6461	Step family with no other children present	7
POA6462	Intact family with no other children present	18
POA6465	Intact family with no other children present	4
POA6466	Intact family with no other children present	6
POA6467	Intact family with no other children present	3
POA6468	Blended family with no other children present	3
POA6468	Intact family with no other children present	21
POA6468	Step family with no other children present	3
POA6472	Intact family with no other children present	25
POA6473	Intact family with no other children present	3
POA6475	Blended family with no other children present	6
POA6475	Intact family with no other children present	35
POA6476	Intact family with no other children present	3
POA6477	Blended family with no other children present	3
POA6477	Intact family with no other children present	29
POA6479	Blended family with no other children present	4
POA6479	Intact family with no other children present	56
POA6480	Blended family with no other children present	3
POA6480	Intact family with no other children present	7
POA6484	Intact family with no other children present	3
POA6485	Blended family with no other children present	3
POA6485	Intact family with no other children present	31
POA6485	Step family with no other children present	5
POA6487	Intact family with no other children present	3
POA6488	Intact family with no other children present	11
POA6489	Intact family with no other children present	3
POA6490	Blended family with no other children present	3
POA6490	Intact family with no other children present	19
POA6490	Step family with no other children present	3
POA6501	Blended family with no other children present	18
POA6501	Intact family with no other children present	92
POA6501	Step family with no other children present	7
POA6502	Blended family with no other children present	5
POA6502	Intact family with no other children present	95
POA6502	Intact family with other children present	4
POA6502	Step family with no other children present	4
POA6503	Blended family with no other children present	8
POA6503	Intact family with no other children present	198
POA6503	Intact family with other children present	4
POA6503	Step family with no other children present	18
POA6504	Intact family with no other children present	17
POA6505	Intact family with no other children present	10
POA6506	Intact family with no other children present	4
POA6507	Blended family with no other children present	3
POA6507	Intact family with no other children present	47
POA6509	Intact family with no other children present	19
POA6510	Blended family with no other children present	10
POA6510	Intact family with no other children present	172
POA6510	Intact family with other children present	3
POA6510	Other couple family with other children only	4
POA6510	Step family with no other children present	6
POA6511	Blended family with no other children present	3
POA6511	Intact family with no other children present	31
POA6512	Intact family with no other children present	12
POA6513	Intact family with no other children present	22
POA6514	Blended family with no other children present	7
POA6514	Intact family with no other children present	31
POA6515	Intact family with no other children present	17
POA6516	Blended family with no other children present	3
POA6516	Intact family with no other children present	134
POA6516	Intact family with other children present	5
POA6516	Step family with no other children present	14
POA6517	Blended family with no other children present	7
POA6517	Intact family with no other children present	25
POA6517	Step family with no other children present	3
POA6518	Intact family with no other children present	16
POA6519	Blended family with no other children present	3
POA6519	Intact family with no other children present	51
POA6519	Step family with no other children present	3
POA6521	Intact family with no other children present	41
POA6522	Intact family with no other children present	47
POA6522	Step family with no other children present	6
POA6525	Blended family with no other children present	13
POA6525	Intact family with no other children present	296
POA6525	Intact family with other children present	3
POA6525	Other couple family with other children only	3
POA6525	Step family with no other children present	24
POA6528	Intact family with no other children present	36
POA6528	Step family with no other children present	3
POA6530	Blended family with no other children present	181
POA6530	Intact family with no other children present	2827
POA6530	Intact family with other children present	38
POA6530	Other couple family with other children only	39
POA6530	Step family with no other children present	254
POA6530	Step family with other children present	5
POA6532	Blended family with no other children present	33
POA6532	Intact family with no other children present	716
POA6532	Intact family with other children present	7
POA6532	Other couple family with other children only	3
POA6532	Step family with no other children present	50
POA6532	Step family with other children present	3
POA6535	Blended family with no other children present	7
POA6535	Intact family with no other children present	125
POA6535	Intact family with other children present	3
POA6535	Other couple family with other children only	4
POA6535	Step family with no other children present	7
POA6536	Blended family with no other children present	3
POA6536	Intact family with no other children present	107
POA6536	Intact family with other children present	3
POA6536	Other couple family with other children only	4
POA6536	Step family with no other children present	8
POA6537	Blended family with no other children present	3
POA6537	Intact family with no other children present	67
POA6537	Step family with no other children present	3
POA6556	Blended family with no other children present	17
POA6556	Intact family with no other children present	225
POA6556	Intact family with other children present	7
POA6556	Step family with no other children present	11
POA6558	Blended family with no other children present	3
POA6558	Intact family with no other children present	90
POA6558	Step family with no other children present	15
POA6560	Blended family with no other children present	15
POA6560	Intact family with no other children present	104
POA6560	Intact family with other children present	3
POA6560	Other couple family with other children only	3
POA6560	Step family with no other children present	9
POA6562	Blended family with no other children present	3
POA6562	Intact family with no other children present	117
POA6562	Intact family with other children present	3
POA6562	Step family with no other children present	10
POA6564	Intact family with no other children present	21
POA6566	Blended family with no other children present	20
POA6566	Blended family with other children present	3
POA6566	Intact family with no other children present	221
POA6566	Intact family with other children present	3
POA6566	Other couple family with other children only	9
POA6566	Step family with no other children present	25
POA6567	Blended family with no other children present	4
POA6567	Intact family with no other children present	32
POA6567	Other couple family with other children only	3
POA6568	Blended family with no other children present	3
POA6568	Intact family with no other children present	29
POA6568	Step family with no other children present	3
POA6569	Intact family with no other children present	29
POA6569	Step family with no other children present	3
POA6571	Intact family with no other children present	10
POA6572	Intact family with no other children present	7
POA6574	Intact family with no other children present	6
POA6575	Intact family with no other children present	15
POA6603	Blended family with no other children present	7
POA6603	Intact family with no other children present	107
POA6603	Step family with no other children present	3
POA6605	Intact family with no other children present	5
POA6606	Intact family with no other children present	19
POA6608	Intact family with no other children present	13
POA6609	Blended family with no other children present	11
POA6609	Intact family with no other children present	83
POA6609	Intact family with other children present	3
POA6609	Step family with no other children present	6
POA6612	Intact family with no other children present	19
POA6613	Intact family with no other children present	4
POA6616	Intact family with no other children present	5
POA6620	Blended family with no other children present	5
POA6620	Intact family with no other children present	29
POA6620	Intact family with other children present	3
POA6620	Step family with no other children present	4
POA6623	Blended family with no other children present	4
POA6623	Intact family with no other children present	44
POA6623	Step family with no other children present	9
POA6625	Intact family with no other children present	3
POA6627	Intact family with no other children present	10
POA6630	Intact family with no other children present	35
POA6630	Other couple family with other children only	4
POA6630	Step family with no other children present	4
POA6632	Intact family with no other children present	11
POA6635	Intact family with no other children present	5
POA6635	Other couple family with other children only	3
POA6635	Step family with no other children present	3
POA6638	Blended family with no other children present	3
POA6638	Intact family with no other children present	15
POA6638	Intact family with other children present	3
POA6638	Other couple family with other children only	4
POA6638	Step family with no other children present	3
POA6640	Intact family with no other children present	3
POA6642	Blended family with no other children present	3
POA6642	Intact family with no other children present	30
POA6642	Other couple family with other children only	3
POA6642	Step family with no other children present	3
POA6646	Intact family with no other children present	16
POA6646	Step family with no other children present	6
POA6701	Blended family with no other children present	28
POA6701	Intact family with no other children present	395
POA6701	Intact family with other children present	11
POA6701	Other couple family with other children only	16
POA6701	Step family with no other children present	36
POA6705	Intact family with no other children present	10
POA6707	Blended family with no other children present	7
POA6707	Intact family with no other children present	263
POA6707	Step family with no other children present	16
POA6710	Blended family with no other children present	6
POA6710	Intact family with no other children present	52
POA6710	Step family with no other children present	9
POA6713	Blended family with no other children present	9
POA6713	Intact family with no other children present	153
POA6713	Intact family with other children present	3
POA6713	Step family with no other children present	13
POA6714	Blended family with no other children present	78
POA6714	Intact family with no other children present	1808
POA6714	Intact family with other children present	26
POA6714	Other couple family with other children only	9
POA6714	Step family with no other children present	117
POA6714	Step family with other children present	7
POA6716	Blended family with no other children present	11
POA6716	Intact family with no other children present	77
POA6716	Step family with no other children present	4
POA6718	Blended family with no other children present	3
POA6718	Intact family with no other children present	39
POA6718	Intact family with other children present	7
POA6718	Other couple family with other children only	6
POA6718	Step family with no other children present	12
POA6720	Blended family with no other children present	28
POA6720	Intact family with no other children present	289
POA6720	Intact family with other children present	6
POA6720	Other couple family with other children only	3
POA6720	Step family with no other children present	32
POA6721	Blended family with no other children present	24
POA6721	Intact family with no other children present	389
POA6721	Intact family with other children present	9
POA6721	Step family with no other children present	29
POA6722	Blended family with no other children present	76
POA6722	Intact family with no other children present	915
POA6722	Intact family with other children present	12
POA6722	Other couple family with other children only	10
POA6722	Step family with no other children present	76
POA6722	Step family with other children present	3
POA6725	Blended family with no other children present	45
POA6725	Blended family with other children present	3
POA6725	Intact family with no other children present	835
POA6725	Intact family with other children present	31
POA6725	Other couple family with other children only	24
POA6725	Step family with no other children present	77
POA6725	Step family with other children present	7
POA6726	Blended family with no other children present	27
POA6726	Blended family with other children present	3
POA6726	Intact family with no other children present	464
POA6726	Intact family with other children present	7
POA6726	Other couple family with other children only	10
POA6726	Step family with no other children present	32
POA6726	Step family with other children present	3
POA6728	Blended family with no other children present	21
POA6728	Blended family with other children present	7
POA6728	Intact family with no other children present	385
POA6728	Intact family with other children present	32
POA6728	Other couple family with other children only	25
POA6728	Step family with no other children present	41
POA6728	Step family with other children present	4
POA6740	Blended family with no other children present	3
POA6740	Intact family with no other children present	73
POA6740	Intact family with other children present	12
POA6740	Other couple family with other children only	3
POA6740	Step family with no other children present	4
POA6743	Blended family with no other children present	23
POA6743	Blended family with other children present	3
POA6743	Intact family with no other children present	435
POA6743	Intact family with other children present	24
POA6743	Other couple family with other children only	3
POA6743	Step family with no other children present	47
POA6743	Step family with other children present	3
POA6751	Blended family with no other children present	22
POA6751	Intact family with no other children present	381
POA6751	Intact family with other children present	3
POA6751	Step family with no other children present	30
POA6751	Step family with other children present	3
POA6753	Blended family with no other children present	33
POA6753	Blended family with other children present	4
POA6753	Intact family with no other children present	509
POA6753	Intact family with other children present	9
POA6753	Step family with no other children present	34
POA6754	Blended family with no other children present	9
POA6754	Intact family with no other children present	167
POA6754	Intact family with other children present	3
POA6754	Other couple family with other children only	3
POA6754	Step family with no other children present	11
POA6758	Intact family with no other children present	4
POA6760	Blended family with other children present	3
POA6760	Intact family with no other children present	27
POA6760	Intact family with other children present	5
POA6760	Other couple family with other children only	3
POA6760	Step family with no other children present	5
POA6762	Intact family with no other children present	16
POA6762	Intact family with other children present	3
POA6762	Other couple family with other children only	3
POA6762	Step family with no other children present	3
POA6765	Blended family with no other children present	8
POA6765	Intact family with no other children present	93
POA6765	Intact family with other children present	14
POA6765	Other couple family with other children only	9
POA6765	Step family with no other children present	5
POA6765	Step family with other children present	7
POA6770	Blended family with no other children present	15
POA6770	Intact family with no other children present	121
POA6770	Intact family with other children present	16
POA6770	Other couple family with other children only	11
POA6770	Step family with no other children present	12
POA6770	Step family with other children present	3
POA6798	Intact family with no other children present	148
POA6798	Step family with no other children present	5
POA6799	Intact family with no other children present	73
POA6799	Intact family with other children present	3
