POA_CODE_2016	IndigenousStatus	persons
POA2565	Both Aboriginal & Torres Strait Islander	8
POA2565	Non-indigenous	19571
POA2565	Torres Strait Islander	16
POA2566	Aboriginal	837
POA2566	Both Aboriginal & Torres Strait Islander	11
POA2566	Non-indigenous	25462
POA2566	Torres Strait Islander	17
POA2567	Aboriginal	1040
POA2567	Both Aboriginal & Torres Strait Islander	3
POA2567	Non-indigenous	37444
POA2567	Torres Strait Islander	13
POA2568	Aboriginal	13
POA2568	Non-indigenous	1137
POA2569	Aboriginal	40
POA2569	Non-indigenous	1322
POA2570	Aboriginal	953
POA2570	Both Aboriginal & Torres Strait Islander	16
POA2570	Non-indigenous	39122
POA2570	Torres Strait Islander	13
POA2571	Aboriginal	331
POA2571	Non-indigenous	11516
POA2571	Torres Strait Islander	3
POA2572	Aboriginal	149
POA2572	Non-indigenous	4328
POA2573	Aboriginal	214
POA2573	Both Aboriginal & Torres Strait Islander	3
POA2573	Non-indigenous	4839
POA2573	Torres Strait Islander	11
POA2574	Aboriginal	198
POA2574	Both Aboriginal & Torres Strait Islander	3
POA2574	Non-indigenous	5536
POA2574	Torres Strait Islander	4
POA2575	Aboriginal	426
POA2575	Both Aboriginal & Torres Strait Islander	7
POA2575	Non-indigenous	15043
POA2576	Aboriginal	118
POA2576	Both Aboriginal & Torres Strait Islander	4
POA2576	Non-indigenous	13305
POA2576	Torres Strait Islander	4
POA2577	Aboriginal	322
POA2577	Both Aboriginal & Torres Strait Islander	7
POA2577	Non-indigenous	15069
POA2577	Torres Strait Islander	16
POA2578	Aboriginal	34
POA2578	Non-indigenous	2655
POA2579	Aboriginal	96
POA2579	Non-indigenous	3925
POA2579	Torres Strait Islander	8
POA2580	Aboriginal	1100
POA2580	Both Aboriginal & Torres Strait Islander	23
POA2580	Non-indigenous	28069
POA2580	Torres Strait Islander	32
POA2581	Aboriginal	35
POA2581	Non-indigenous	2060
POA2582	Aboriginal	342
POA2582	Both Aboriginal & Torres Strait Islander	9
POA2582	Non-indigenous	12087
POA2582	Torres Strait Islander	4
POA2583	Aboriginal	109
POA2583	Both Aboriginal & Torres Strait Islander	3
POA2583	Non-indigenous	4270
POA2584	Aboriginal	12
POA2584	Non-indigenous	531
POA2585	Aboriginal	9
POA2585	Non-indigenous	215
POA2586	Aboriginal	85
POA2586	Non-indigenous	2526
POA2586	Torres Strait Islander	8
POA2587	Aboriginal	176
POA2587	Both Aboriginal & Torres Strait Islander	7
POA2587	Non-indigenous	2728
POA2587	Torres Strait Islander	6
POA2588	Aboriginal	14
POA2588	Non-indigenous	243
POA2588	Torres Strait Islander	3
POA2590	Aboriginal	378
POA2590	Both Aboriginal & Torres Strait Islander	15
POA2590	Non-indigenous	6695
POA2590	Torres Strait Islander	5
POA2594	Aboriginal	472
POA2594	Both Aboriginal & Torres Strait Islander	3
POA2594	Non-indigenous	11188
POA2594	Torres Strait Islander	9
POA2600	Aboriginal	59
POA2600	Both Aboriginal & Torres Strait Islander	5
POA2600	Non-indigenous	7180
POA2600	Torres Strait Islander	3
POA2601	Aboriginal	46
POA2601	Non-indigenous	6317
POA2602	Aboriginal	357
POA2602	Both Aboriginal & Torres Strait Islander	11
POA2602	Non-indigenous	30075
POA2602	Torres Strait Islander	7
POA2603	Aboriginal	47
POA2603	Both Aboriginal & Torres Strait Islander	3
POA2603	Non-indigenous	9300
POA2603	Torres Strait Islander	9
POA2604	Aboriginal	190
POA2604	Both Aboriginal & Torres Strait Islander	8
POA2604	Non-indigenous	10179
POA2604	Torres Strait Islander	6
POA2605	Aboriginal	106
POA2605	Both Aboriginal & Torres Strait Islander	5
POA2605	Non-indigenous	11607
POA2605	Torres Strait Islander	7
POA2606	Aboriginal	119
POA2606	Both Aboriginal & Torres Strait Islander	5
POA2606	Non-indigenous	9295
POA2606	Torres Strait Islander	3
POA2607	Aboriginal	154
POA2607	Both Aboriginal & Torres Strait Islander	7
POA2607	Non-indigenous	13453
POA2609	Aboriginal	29
POA2609	Non-indigenous	858
POA2611	Aboriginal	335
POA2611	Both Aboriginal & Torres Strait Islander	12
POA2611	Non-indigenous	27659
POA2611	Torres Strait Islander	12
POA2612	Aboriginal	168
POA2612	Both Aboriginal & Torres Strait Islander	9
POA2612	Non-indigenous	16000
POA2612	Torres Strait Islander	7
POA2614	Aboriginal	224
POA2614	Both Aboriginal & Torres Strait Islander	3
POA2614	Non-indigenous	19141
POA2614	Torres Strait Islander	22
POA2615	Aboriginal	881
POA2615	Both Aboriginal & Torres Strait Islander	28
POA2615	Non-indigenous	43246
POA2615	Torres Strait Islander	22
POA2617	Aboriginal	413
POA2617	Both Aboriginal & Torres Strait Islander	6
POA2617	Non-indigenous	32076
POA2617	Torres Strait Islander	8
POA2618	Aboriginal	22
POA2618	Non-indigenous	1423
POA2619	Aboriginal	143
POA2619	Both Aboriginal & Torres Strait Islander	3
POA2619	Non-indigenous	9358
POA2619	Torres Strait Islander	4
POA2620	Aboriginal	1449
POA2620	Both Aboriginal & Torres Strait Islander	18
POA2620	Non-indigenous	37794
POA2620	Torres Strait Islander	28
POA2621	Aboriginal	118
POA2621	Both Aboriginal & Torres Strait Islander	5
POA2621	Non-indigenous	5933
POA2622	Aboriginal	73
POA2622	Non-indigenous	3849
POA2623	Aboriginal	15
POA2623	Both Aboriginal & Torres Strait Islander	3
POA2623	Non-indigenous	592
POA2625	Aboriginal	3
POA2625	Non-indigenous	386
POA2626	Aboriginal	3
POA2626	Non-indigenous	497
POA2627	Aboriginal	52
POA2627	Non-indigenous	4567
POA2627	Torres Strait Islander	3
POA2628	Aboriginal	19
POA2628	Non-indigenous	1890
POA2628	Torres Strait Islander	3
POA2629	Aboriginal	6
POA2629	Non-indigenous	523
POA2630	Aboriginal	250
POA2630	Both Aboriginal & Torres Strait Islander	3
POA2630	Non-indigenous	8427
POA2630	Torres Strait Islander	11
POA2631	Aboriginal	8
POA2631	Non-indigenous	562
POA2632	Aboriginal	31
POA2632	Non-indigenous	1803
POA2633	Aboriginal	17
POA2633	Non-indigenous	362
POA2640	Aboriginal	806
POA2640	Both Aboriginal & Torres Strait Islander	14
POA2640	Non-indigenous	35502
POA2640	Torres Strait Islander	21
POA2641	Aboriginal	561
POA2641	Both Aboriginal & Torres Strait Islander	4
POA2641	Non-indigenous	14489
POA2641	Torres Strait Islander	16
POA2642	Aboriginal	136
POA2642	Both Aboriginal & Torres Strait Islander	8
POA2642	Non-indigenous	4649
POA2643	Aboriginal	49
POA2643	Both Aboriginal & Torres Strait Islander	3
POA2643	Non-indigenous	2725
POA2644	Aboriginal	55
POA2644	Non-indigenous	2348
POA2645	Aboriginal	16
POA2645	Non-indigenous	386
POA2646	Aboriginal	107
POA2646	Non-indigenous	6647
POA2646	Torres Strait Islander	4
POA2647	Aboriginal	15
POA2647	Non-indigenous	2146
POA2648	Aboriginal	147
POA2648	Both Aboriginal & Torres Strait Islander	3
POA2648	Non-indigenous	2216
POA2648	Torres Strait Islander	3
POA2649	Non-indigenous	26
POA2650	Aboriginal	3144
POA2650	Both Aboriginal & Torres Strait Islander	42
POA2650	Non-indigenous	53729
POA2650	Torres Strait Islander	59
POA2651	Aboriginal	152
POA2651	Both Aboriginal & Torres Strait Islander	6
POA2651	Non-indigenous	2108
POA2651	Torres Strait Islander	8
POA2652	Aboriginal	201
POA2652	Non-indigenous	4374
POA2652	Torres Strait Islander	8
POA2653	Aboriginal	124
POA2653	Non-indigenous	2413
POA2655	Aboriginal	32
POA2655	Non-indigenous	1304
POA2656	Aboriginal	65
POA2656	Non-indigenous	1207
POA2658	Aboriginal	56
POA2658	Non-indigenous	1377
POA2659	Aboriginal	26
POA2659	Both Aboriginal & Torres Strait Islander	3
POA2659	Non-indigenous	864
POA2660	Aboriginal	59
POA2660	Non-indigenous	1547
POA2660	Torres Strait Islander	4
POA2661	Aboriginal	27
POA2661	Both Aboriginal & Torres Strait Islander	4
POA2661	Non-indigenous	602
POA2663	Aboriginal	438
POA2663	Both Aboriginal & Torres Strait Islander	5
POA2663	Non-indigenous	4736
POA2663	Torres Strait Islander	7
POA2665	Aboriginal	76
POA2665	Non-indigenous	2150
POA2666	Aboriginal	124
POA2666	Non-indigenous	5544
POA2666	Torres Strait Islander	5
POA2668	Aboriginal	27
POA2668	Non-indigenous	432
POA2669	Aboriginal	57
POA2669	Non-indigenous	1597
POA2671	Aboriginal	195
POA2671	Both Aboriginal & Torres Strait Islander	6
POA2671	Non-indigenous	3908
POA2671	Torres Strait Islander	3
POA2672	Aboriginal	327
POA2672	Both Aboriginal & Torres Strait Islander	3
POA2672	Non-indigenous	1246
POA2675	Aboriginal	128
POA2675	Both Aboriginal & Torres Strait Islander	3
POA2675	Non-indigenous	1431
POA2678	Aboriginal	5
POA2678	Non-indigenous	335
POA2680	Aboriginal	1139
POA2680	Both Aboriginal & Torres Strait Islander	10
POA2680	Non-indigenous	22768
POA2680	Torres Strait Islander	23
POA2681	Aboriginal	51
POA2681	Non-indigenous	1681
POA2700	Aboriginal	498
POA2700	Both Aboriginal & Torres Strait Islander	3
POA2700	Non-indigenous	4418
POA2700	Torres Strait Islander	3
POA2701	Aboriginal	71
POA2701	Non-indigenous	2317
POA2702	Aboriginal	39
POA2702	Non-indigenous	740
POA2703	Aboriginal	50
POA2703	Non-indigenous	934
POA2705	Aboriginal	573
POA2705	Both Aboriginal & Torres Strait Islander	3
POA2705	Non-indigenous	9567
POA2705	Torres Strait Islander	10
POA2706	Aboriginal	180
POA2706	Both Aboriginal & Torres Strait Islander	3
POA2706	Non-indigenous	979
POA2707	Aboriginal	53
POA2707	Non-indigenous	1295
POA2710	Aboriginal	388
POA2710	Both Aboriginal & Torres Strait Islander	6
POA2710	Non-indigenous	9715
POA2710	Torres Strait Islander	14
POA2711	Aboriginal	194
POA2711	Both Aboriginal & Torres Strait Islander	3
POA2711	Non-indigenous	3163
POA2712	Aboriginal	29
POA2712	Non-indigenous	1327
POA2713	Aboriginal	75
POA2713	Non-indigenous	2713
POA2713	Torres Strait Islander	9
POA2714	Aboriginal	46
POA2714	Non-indigenous	2723
POA2715	Aboriginal	166
POA2715	Non-indigenous	1311
POA2716	Aboriginal	38
POA2716	Non-indigenous	1064
POA2717	Aboriginal	348
POA2717	Both Aboriginal & Torres Strait Islander	10
POA2717	Non-indigenous	972
POA2720	Aboriginal	331
POA2720	Both Aboriginal & Torres Strait Islander	5
POA2720	Non-indigenous	7667
POA2720	Torres Strait Islander	9
POA2721	Aboriginal	7
POA2721	Non-indigenous	233
POA2722	Aboriginal	143
POA2722	Non-indigenous	3061
POA2722	Torres Strait Islander	3
POA2725	Aboriginal	10
POA2725	Non-indigenous	364
POA2726	Aboriginal	3
POA2726	Non-indigenous	219
POA2727	Aboriginal	3
POA2727	Non-indigenous	347
POA2729	Aboriginal	57
POA2729	Non-indigenous	1639
POA2730	Aboriginal	40
POA2730	Non-indigenous	1351
POA2731	Aboriginal	235
POA2731	Non-indigenous	6172
POA2731	Torres Strait Islander	3
POA2732	Aboriginal	38
POA2732	Non-indigenous	1738
POA2733	Aboriginal	15
POA2733	Non-indigenous	530
POA2734	Aboriginal	8
POA2734	Non-indigenous	448
POA2735	Aboriginal	10
POA2735	Non-indigenous	438
POA2736	Aboriginal	5
POA2736	Non-indigenous	372
POA2737	Aboriginal	40
POA2737	Both Aboriginal & Torres Strait Islander	3
POA2737	Non-indigenous	796
POA2738	Aboriginal	28
POA2738	Non-indigenous	1639
POA2739	Aboriginal	97
POA2739	Non-indigenous	1304
POA2745	Aboriginal	684
POA2745	Both Aboriginal & Torres Strait Islander	3
POA2745	Non-indigenous	28801
POA2745	Torres Strait Islander	16
POA2747	Aboriginal	1842
POA2747	Both Aboriginal & Torres Strait Islander	23
POA2747	Non-indigenous	40507
POA2747	Torres Strait Islander	49
POA2748	Aboriginal	22
POA2748	Non-indigenous	1855
POA2749	Aboriginal	807
POA2749	Both Aboriginal & Torres Strait Islander	4
POA2749	Non-indigenous	16110
POA2749	Torres Strait Islander	9
POA2750	Aboriginal	1713
POA2750	Both Aboriginal & Torres Strait Islander	18
POA2750	Non-indigenous	43049
POA2750	Torres Strait Islander	26
POA2752	Aboriginal	175
POA2752	Non-indigenous	4743
POA2753	Aboriginal	641
POA2753	Non-indigenous	16480
POA2753	Torres Strait Islander	13
POA2754	Aboriginal	237
POA2754	Non-indigenous	5452
POA2754	Torres Strait Islander	4
POA2755	Aboriginal	3
POA2755	Non-indigenous	258
POA2756	Aboriginal	1389
POA2756	Both Aboriginal & Torres Strait Islander	16
POA2756	Non-indigenous	32500
POA2756	Torres Strait Islander	27
POA2757	Aboriginal	27
POA2757	Non-indigenous	825
POA2758	Aboriginal	198
POA2758	Non-indigenous	8517
POA2759	Aboriginal	707
POA2759	Both Aboriginal & Torres Strait Islander	8
POA2759	Non-indigenous	25598
POA2759	Torres Strait Islander	19
POA2760	Aboriginal	1445
POA2760	Both Aboriginal & Torres Strait Islander	25
POA2760	Non-indigenous	32334
POA2760	Torres Strait Islander	30
POA2761	Aboriginal	693
POA2761	Both Aboriginal & Torres Strait Islander	24
POA2761	Non-indigenous	30205
POA2761	Torres Strait Islander	30
POA2762	Aboriginal	94
POA2762	Non-indigenous	4881
POA2762	Torres Strait Islander	8
POA2763	Aboriginal	502
POA2763	Both Aboriginal & Torres Strait Islander	8
POA2763	Non-indigenous	30365
POA2763	Torres Strait Islander	5
POA2765	Aboriginal	701
POA2765	Both Aboriginal & Torres Strait Islander	20
POA2765	Non-indigenous	15382
POA2765	Torres Strait Islander	3
POA2766	Aboriginal	258
POA2766	Non-indigenous	15270
POA2766	Torres Strait Islander	6
POA2767	Aboriginal	750
POA2767	Both Aboriginal & Torres Strait Islander	9
POA2767	Non-indigenous	21750
POA2767	Torres Strait Islander	21
POA2768	Aboriginal	329
POA2768	Both Aboriginal & Torres Strait Islander	10
POA2768	Non-indigenous	28416
POA2768	Torres Strait Islander	7
POA2769	Aboriginal	58
POA2769	Both Aboriginal & Torres Strait Islander	4
POA2769	Non-indigenous	11666
POA2769	Torres Strait Islander	3
POA2770	Aboriginal	4054
POA2770	Both Aboriginal & Torres Strait Islander	51
POA2770	Non-indigenous	57112
POA2770	Torres Strait Islander	79
POA2773	Aboriginal	87
POA2773	Non-indigenous	5923
POA2774	Aboriginal	274
POA2774	Both Aboriginal & Torres Strait Islander	5
POA2774	Non-indigenous	12645
POA2774	Torres Strait Islander	8
POA2775	Aboriginal	51
POA2775	Non-indigenous	1447
POA2776	Aboriginal	72
POA2776	Non-indigenous	3953
POA2777	Aboriginal	368
POA2777	Both Aboriginal & Torres Strait Islander	4
POA2777	Non-indigenous	17216
POA2777	Torres Strait Islander	13
POA2778	Aboriginal	50
POA2778	Non-indigenous	2382
POA2779	Aboriginal	189
POA2779	Both Aboriginal & Torres Strait Islander	8
POA2779	Non-indigenous	4777
POA2780	Aboriginal	364
POA2780	Both Aboriginal & Torres Strait Islander	8
POA2780	Non-indigenous	12846
POA2780	Torres Strait Islander	6
POA2782	Aboriginal	119
POA2782	Both Aboriginal & Torres Strait Islander	3
POA2782	Non-indigenous	5954
POA2783	Aboriginal	104
POA2783	Non-indigenous	2506
POA2783	Torres Strait Islander	4
POA2784	Aboriginal	25
POA2784	Non-indigenous	1205
POA2785	Aboriginal	88
POA2785	Both Aboriginal & Torres Strait Islander	4
POA2785	Non-indigenous	4447
POA2785	Torres Strait Islander	4
POA2786	Aboriginal	23
POA2786	Non-indigenous	1262
POA2786	Torres Strait Islander	3
POA2787	Aboriginal	141
POA2787	Both Aboriginal & Torres Strait Islander	3
POA2787	Non-indigenous	4290
POA2787	Torres Strait Islander	14
POA2790	Aboriginal	862
POA2790	Both Aboriginal & Torres Strait Islander	9
POA2790	Non-indigenous	14871
POA2790	Torres Strait Islander	25
POA2791	Aboriginal	7
POA2791	Non-indigenous	333
POA2791	Torres Strait Islander	3
POA2792	Aboriginal	15
POA2792	Non-indigenous	369
POA2793	Aboriginal	81
POA2793	Non-indigenous	895
POA2794	Aboriginal	834
POA2794	Both Aboriginal & Torres Strait Islander	17
POA2794	Non-indigenous	9566
POA2794	Torres Strait Islander	11
POA2795	Aboriginal	2171
POA2795	Both Aboriginal & Torres Strait Islander	53
POA2795	Non-indigenous	40285
POA2795	Torres Strait Islander	41
POA2797	Aboriginal	18
POA2797	Non-indigenous	408
POA2798	Aboriginal	55
POA2798	Non-indigenous	2043
POA2798	Torres Strait Islander	3
POA2799	Aboriginal	157
POA2799	Non-indigenous	3964
POA2800	Aboriginal	2588
POA2800	Both Aboriginal & Torres Strait Islander	47
POA2800	Non-indigenous	42309
POA2800	Torres Strait Islander	49
POA2803	Aboriginal	3
POA2803	Non-indigenous	274
POA2803	Torres Strait Islander	4
POA2804	Aboriginal	94
POA2804	Non-indigenous	2570
POA2804	Torres Strait Islander	4
POA2805	Aboriginal	8
POA2805	Non-indigenous	391
POA2806	Aboriginal	32
POA2806	Both Aboriginal & Torres Strait Islander	8
POA2806	Non-indigenous	736
POA2806	Torres Strait Islander	3
POA2807	Aboriginal	40
POA2807	Non-indigenous	387
POA2808	Aboriginal	7
POA2808	Non-indigenous	175
POA2809	Aboriginal	12
POA2809	Non-indigenous	228
POA2810	Aboriginal	87
POA2810	Non-indigenous	3063
POA2817	Aboriginal	12
POA2817	Non-indigenous	275
POA2818	Aboriginal	74
POA2818	Both Aboriginal & Torres Strait Islander	3
POA2818	Non-indigenous	794
POA2820	Aboriginal	1726
POA2820	Both Aboriginal & Torres Strait Islander	21
POA2820	Non-indigenous	5556
POA2820	Torres Strait Islander	13
POA2821	Aboriginal	953
POA2821	Both Aboriginal & Torres Strait Islander	29
POA2821	Non-indigenous	3815
POA2821	Torres Strait Islander	13
POA2822	Aboriginal	40
POA2822	Non-indigenous	370
POA2823	Aboriginal	265
POA2823	Both Aboriginal & Torres Strait Islander	6
POA2823	Non-indigenous	1150
POA2823	Torres Strait Islander	4
POA2824	Aboriginal	349
POA2824	Both Aboriginal & Torres Strait Islander	3
POA2824	Non-indigenous	1828
POA2824	Torres Strait Islander	3
POA2825	Aboriginal	413
POA2825	Both Aboriginal & Torres Strait Islander	3
POA2825	Non-indigenous	1962
POA2825	Torres Strait Islander	5
POA2826	Aboriginal	20
POA2826	Non-indigenous	181
POA2827	Aboriginal	540
POA2827	Both Aboriginal & Torres Strait Islander	11
POA2827	Non-indigenous	3136
POA2827	Torres Strait Islander	4
POA2828	Aboriginal	197
POA2828	Both Aboriginal & Torres Strait Islander	3
POA2828	Non-indigenous	631
POA2829	Aboriginal	942
POA2829	Both Aboriginal & Torres Strait Islander	16
POA2829	Non-indigenous	2140
POA2829	Torres Strait Islander	4
POA2830	Aboriginal	5645
POA2830	Both Aboriginal & Torres Strait Islander	85
POA2830	Non-indigenous	34497
POA2830	Torres Strait Islander	64
POA2831	Aboriginal	190
POA2831	Non-indigenous	1726
POA2831	Torres Strait Islander	3
POA2832	Aboriginal	962
POA2832	Non-indigenous	1599
POA2832	Torres Strait Islander	7
POA2833	Aboriginal	269
POA2833	Non-indigenous	381
POA2834	Aboriginal	516
POA2834	Both Aboriginal & Torres Strait Islander	3
POA2834	Non-indigenous	1818
POA2834	Torres Strait Islander	3
POA2835	Aboriginal	470
POA2835	Non-indigenous	3697
POA2835	Torres Strait Islander	6
POA2836	Aboriginal	458
POA2836	Non-indigenous	433
POA2838	Aboriginal	172
POA2838	Both Aboriginal & Torres Strait Islander	13
POA2838	Non-indigenous	62
POA2839	Aboriginal	806
POA2839	Both Aboriginal & Torres Strait Islander	4
POA2839	Non-indigenous	528
POA2840	Aboriginal	816
POA2840	Both Aboriginal & Torres Strait Islander	4
POA2840	Non-indigenous	1866
POA2840	Torres Strait Islander	9
POA2842	Aboriginal	41
POA2842	Non-indigenous	589
POA2843	Aboriginal	57
POA2843	Both Aboriginal & Torres Strait Islander	3
POA2843	Non-indigenous	1230
POA2844	Aboriginal	99
POA2844	Both Aboriginal & Torres Strait Islander	7
POA2844	Non-indigenous	1331
POA2845	Aboriginal	104
POA2845	Both Aboriginal & Torres Strait Islander	4
POA2845	Non-indigenous	1872
POA2846	Aboriginal	13
POA2846	Non-indigenous	262
POA2847	Aboriginal	166
POA2847	Non-indigenous	2255
POA2847	Torres Strait Islander	3
POA2848	Aboriginal	100
POA2848	Non-indigenous	1545
POA2849	Aboriginal	62
POA2849	Non-indigenous	1475
POA2849	Torres Strait Islander	9
POA2850	Aboriginal	916
POA2850	Both Aboriginal & Torres Strait Islander	11
POA2850	Non-indigenous	16705
POA2850	Torres Strait Islander	12
POA2852	Aboriginal	218
POA2852	Non-indigenous	3322
POA2852	Torres Strait Islander	3
POA2864	Aboriginal	12
POA2864	Non-indigenous	792
POA2865	Aboriginal	22
POA2865	Both Aboriginal & Torres Strait Islander	7
POA2865	Non-indigenous	836
POA2866	Aboriginal	146
POA2866	Non-indigenous	2947
POA2867	Aboriginal	31
POA2867	Non-indigenous	571
POA2868	Aboriginal	58
POA2868	Non-indigenous	594
POA2869	Aboriginal	284
POA2869	Non-indigenous	1165
POA2870	Aboriginal	1101
POA2870	Both Aboriginal & Torres Strait Islander	5
POA2870	Non-indigenous	10928
POA2870	Torres Strait Islander	8
POA2871	Aboriginal	1008
POA2871	Both Aboriginal & Torres Strait Islander	26
POA2871	Non-indigenous	8297
POA2871	Torres Strait Islander	18
POA2873	Aboriginal	27
POA2873	Non-indigenous	534
POA2874	Aboriginal	20
POA2874	Non-indigenous	404
POA2875	Aboriginal	82
POA2875	Non-indigenous	891
POA2876	Aboriginal	22
POA2876	Non-indigenous	399
POA2877	Aboriginal	836
POA2877	Both Aboriginal & Torres Strait Islander	3
POA2877	Non-indigenous	3040
POA2877	Torres Strait Islander	4
POA2878	Aboriginal	56
POA2878	Non-indigenous	316
POA2879	Aboriginal	208
POA2879	Both Aboriginal & Torres Strait Islander	3
POA2879	Non-indigenous	424
POA2879	Torres Strait Islander	3
POA2880	Aboriginal	1502
POA2880	Both Aboriginal & Torres Strait Islander	13
POA2880	Non-indigenous	16746
POA2880	Torres Strait Islander	15
POA2898	Aboriginal	3
POA2898	Non-indigenous	379
POA2899	Aboriginal	8
POA2899	Non-indigenous	1740
POA2900	Aboriginal	25
POA2900	Non-indigenous	1905
POA2902	Aboriginal	324
POA2902	Both Aboriginal & Torres Strait Islander	17
POA2902	Non-indigenous	14538
POA2902	Torres Strait Islander	21
POA2903	Aboriginal	239
POA2903	Both Aboriginal & Torres Strait Islander	4
POA2903	Non-indigenous	8957
POA2903	Torres Strait Islander	7
POA2904	Aboriginal	219
POA2904	Both Aboriginal & Torres Strait Islander	8
POA2904	Non-indigenous	12633
POA2904	Torres Strait Islander	3
POA2905	Aboriginal	694
POA2905	Both Aboriginal & Torres Strait Islander	21
POA2905	Non-indigenous	27891
POA2905	Torres Strait Islander	19
POA2906	Aboriginal	474
POA2906	Both Aboriginal & Torres Strait Islander	10
POA2906	Non-indigenous	17139
POA2906	Torres Strait Islander	10
POA2911	Aboriginal	43
POA2911	Non-indigenous	4423
POA2912	Aboriginal	78
POA2912	Non-indigenous	6064
POA2913	Aboriginal	503
POA2913	Both Aboriginal & Torres Strait Islander	11
POA2913	Non-indigenous	34525
POA2913	Torres Strait Islander	14
POA2914	Aboriginal	273
POA2914	Both Aboriginal & Torres Strait Islander	6
POA2914	Non-indigenous	24920
POA2914	Torres Strait Islander	5
POA3000	Aboriginal	52
POA3000	Both Aboriginal & Torres Strait Islander	10
POA3000	Non-indigenous	37913
POA3002	Aboriginal	20
POA3002	Non-indigenous	4941
POA3002	Torres Strait Islander	3
POA3003	Aboriginal	64
POA3003	Non-indigenous	5451
POA3004	Aboriginal	24
POA3004	Non-indigenous	9283
POA3005	Non-indigenous	525
POA3006	Aboriginal	37
POA3006	Both Aboriginal & Torres Strait Islander	6
POA3006	Non-indigenous	18762
POA3006	Torres Strait Islander	3
POA3008	Aboriginal	20
POA3008	Non-indigenous	10412
POA3008	Torres Strait Islander	5
POA3010	Aboriginal	29
POA3010	Both Aboriginal & Torres Strait Islander	4
POA3010	Non-indigenous	1560
POA3011	Aboriginal	125
POA3011	Non-indigenous	21326
POA3011	Torres Strait Islander	11
POA3012	Aboriginal	135
POA3012	Non-indigenous	26151
POA3012	Torres Strait Islander	12
POA3013	Aboriginal	69
POA3013	Non-indigenous	14892
POA3013	Torres Strait Islander	4
POA3015	Aboriginal	68
POA3015	Non-indigenous	17401
POA3015	Torres Strait Islander	3
POA3016	Aboriginal	70
POA3016	Non-indigenous	15487
POA3016	Torres Strait Islander	3
POA3018	Aboriginal	57
POA3018	Non-indigenous	12632
POA3019	Aboriginal	41
POA3019	Non-indigenous	9154
POA3020	Aboriginal	181
POA3020	Both Aboriginal & Torres Strait Islander	7
POA3020	Non-indigenous	44589
POA3020	Torres Strait Islander	6
POA3021	Aboriginal	199
POA3021	Non-indigenous	53964
POA3021	Torres Strait Islander	28
POA3022	Aboriginal	20
POA3022	Non-indigenous	3083
POA3023	Aboriginal	324
POA3023	Both Aboriginal & Torres Strait Islander	5
POA3023	Non-indigenous	63628
POA3023	Torres Strait Islander	15
POA3024	Aboriginal	307
POA3024	Both Aboriginal & Torres Strait Islander	3
POA3024	Non-indigenous	23529
POA3024	Torres Strait Islander	10
POA3025	Aboriginal	38
POA3025	Both Aboriginal & Torres Strait Islander	5
POA3025	Non-indigenous	12106
POA3025	Torres Strait Islander	3
POA3026	Non-indigenous	73
POA3027	Aboriginal	12
POA3027	Non-indigenous	6634
POA3028	Aboriginal	205
POA3028	Both Aboriginal & Torres Strait Islander	7
POA3028	Non-indigenous	28981
POA3028	Torres Strait Islander	8
POA3029	Aboriginal	639
POA3029	Both Aboriginal & Torres Strait Islander	13
POA3029	Non-indigenous	93272
POA3029	Torres Strait Islander	26
POA3030	Aboriginal	723
POA3030	Both Aboriginal & Torres Strait Islander	9
POA3030	Non-indigenous	99569
POA3030	Torres Strait Islander	12
POA3031	Aboriginal	82
POA3031	Both Aboriginal & Torres Strait Islander	3
POA3031	Non-indigenous	18446
POA3032	Aboriginal	113
POA3032	Both Aboriginal & Torres Strait Islander	3
POA3032	Non-indigenous	29330
POA3032	Torres Strait Islander	4
POA3033	Aboriginal	19
POA3033	Non-indigenous	14495
POA3034	Aboriginal	33
POA3034	Non-indigenous	11596
POA3034	Torres Strait Islander	4
POA3036	Aboriginal	28
POA3036	Non-indigenous	5897
POA3037	Aboriginal	147
POA3037	Both Aboriginal & Torres Strait Islander	9
POA3037	Non-indigenous	50994
POA3037	Torres Strait Islander	5
POA3038	Aboriginal	92
POA3038	Non-indigenous	27163
POA3038	Torres Strait Islander	7
POA3039	Aboriginal	59
POA3039	Both Aboriginal & Torres Strait Islander	3
POA3039	Non-indigenous	14185
POA3039	Torres Strait Islander	3
POA3040	Aboriginal	74
POA3040	Both Aboriginal & Torres Strait Islander	4
POA3040	Non-indigenous	25849
POA3040	Torres Strait Islander	9
POA3041	Aboriginal	52
POA3041	Both Aboriginal & Torres Strait Islander	4
POA3041	Non-indigenous	12352
POA3041	Torres Strait Islander	4
POA3042	Aboriginal	50
POA3042	Non-indigenous	15716
POA3043	Aboriginal	56
POA3043	Non-indigenous	17657
POA3043	Torres Strait Islander	3
POA3044	Aboriginal	149
POA3044	Non-indigenous	26962
POA3044	Torres Strait Islander	5
POA3045	Non-indigenous	104
POA3046	Aboriginal	140
POA3046	Both Aboriginal & Torres Strait Islander	11
POA3046	Non-indigenous	33897
POA3046	Torres Strait Islander	15
POA3047	Aboriginal	183
POA3047	Both Aboriginal & Torres Strait Islander	4
POA3047	Non-indigenous	20702
POA3047	Torres Strait Islander	14
POA3048	Aboriginal	130
POA3048	Both Aboriginal & Torres Strait Islander	7
POA3048	Non-indigenous	17884
POA3048	Torres Strait Islander	8
