SA3_NAME16	HomeCensusNight	Sex	persons
Redcliffe	0	F	1276
Redcliffe	0	M	1431
Redcliffe	1	F	29848
Redcliffe	1	M	26908
The Hills District	0	F	1555
The Hills District	0	M	2050
The Hills District	1	F	41882
The Hills District	1	M	40705
North Lakes	0	F	1246
North Lakes	0	M	1630
North Lakes	1	F	35578
North Lakes	1	M	33107
Strathpine	0	F	654
Strathpine	0	M	950
Strathpine	1	F	18234
Strathpine	1	M	17377
Far North	0	F	1154
Far North	0	M	1360
Far North	1	F	14093
Far North	1	M	15781
Outback - North	0	F	997
Outback - North	0	M	1149
Outback - North	1	F	13207
Outback - North	1	M	14301
Outback - South	0	F	820
Outback - South	0	M	946
Outback - South	1	F	7963
Outback - South	1	M	7923
Buderim	0	F	1254
Buderim	0	M	1550
Buderim	1	F	27569
Buderim	1	M	24104
Caloundra	0	F	1998
Caloundra	0	M	2349
Caloundra	1	F	39754
Caloundra	1	M	36414
Maroochy	0	F	1486
Maroochy	0	M	1857
Maroochy	1	F	27651
Maroochy	1	M	25315
Noosa	0	F	1066
Noosa	0	M	1325
Noosa	1	F	20308
Noosa	1	M	18451
Sunshine Coast Hinterland	0	F	1133
Sunshine Coast Hinterland	0	M	1502
Sunshine Coast Hinterland	1	F	24142
Sunshine Coast Hinterland	1	M	22808
Nambour	0	F	970
Nambour	0	M	1243
Nambour	1	F	20864
Nambour	1	M	19545
Noosa Hinterland	0	F	557
Noosa Hinterland	0	M	758
Noosa Hinterland	1	F	10454
Noosa Hinterland	1	M	10076
Toowoomba	0	F	3540
Toowoomba	0	M	4192
Toowoomba	1	F	73736
Toowoomba	1	M	68046
Charters Towers - Ayr - Ingham	0	F	967
Charters Towers - Ayr - Ingham	0	M	1364
Charters Towers - Ayr - Ingham	1	F	19963
Charters Towers - Ayr - Ingham	1	M	19933
Townsville	0	F	4345
Townsville	0	M	6646
Townsville	1	F	89081
Townsville	1	M	86733
Bundaberg	0	F	2276
Bundaberg	0	M	2928
Bundaberg	1	F	42464
Bundaberg	1	M	40101
Burnett	0	F	1288
Burnett	0	M	1647
Burnett	1	F	22994
Burnett	1	M	23143
Gympie - Cooloola	0	F	1343
Gympie - Cooloola	0	M	1684
Gympie - Cooloola	1	F	23602
Gympie - Cooloola	1	M	22853
Hervey Bay	0	F	1502
Hervey Bay	0	M	1857
Hervey Bay	1	F	28008
Hervey Bay	1	M	25314
Maryborough	0	F	1175
Maryborough	0	M	1565
Maryborough	1	F	21080
Maryborough	1	M	21068
Migratory - Offshore - Shipping (Qld)	0	F	3
Migratory - Offshore - Shipping (Qld)	0	M	10
Migratory - Offshore - Shipping (Qld)	1	F	81
Migratory - Offshore - Shipping (Qld)	1	M	56
No usual address (Qld)	0	F	5572
No usual address (Qld)	0	M	6937
Adelaide City	0	F	533
Adelaide City	0	M	703
Adelaide City	1	F	10228
Adelaide City	1	M	10604
Adelaide Hills	0	F	1690
Adelaide Hills	0	M	1995
Adelaide Hills	1	F	34798
Adelaide Hills	1	M	33413
Burnside	0	F	960
Burnside	0	M	1017
Burnside	1	F	22225
Burnside	1	M	19708
Campbelltown (SA)	0	F	889
Campbelltown (SA)	0	M	975
Campbelltown (SA)	1	F	25076
Campbelltown (SA)	1	M	23586
Norwood - Payneham - St Peters	0	F	824
Norwood - Payneham - St Peters	0	M	861
Norwood - Payneham - St Peters	1	F	17605
Norwood - Payneham - St Peters	1	M	16066
Prospect - Walkerville	0	F	655
Prospect - Walkerville	0	M	759
Prospect - Walkerville	1	F	13448
Prospect - Walkerville	1	M	13214
Unley	0	F	831
Unley	0	M	924
Unley	1	F	19119
Unley	1	M	16850
Gawler - Two Wells	0	F	751
Gawler - Two Wells	0	M	907
Gawler - Two Wells	1	F	16869
Gawler - Two Wells	1	M	16105
Playford	0	F	1708
Playford	0	M	2225
Playford	1	F	43786
Playford	1	M	42429
Port Adelaide - East	0	F	1198
Port Adelaide - East	0	M	1403
Port Adelaide - East	1	F	32721
Port Adelaide - East	1	M	32730
Salisbury	0	F	2306
Salisbury	0	M	3036
Salisbury	1	F	66237
Salisbury	1	M	65054
Tea Tree Gully	0	F	1933
Tea Tree Gully	0	M	2165
Tea Tree Gully	1	F	45968
Tea Tree Gully	1	M	43545
Holdfast Bay	0	F	964
Holdfast Bay	0	M	1031
Holdfast Bay	1	F	16681
Holdfast Bay	1	M	15023
Marion	0	F	1965
Marion	0	M	2039
Marion	1	F	44795
Marion	1	M	41261
Mitcham	0	F	1387
Mitcham	0	M	1599
Mitcham	1	F	31533
Mitcham	1	M	29014
Onkaparinga	0	F	3627
Onkaparinga	0	M	4361
Onkaparinga	1	F	82150
Onkaparinga	1	M	77905
Charles Sturt	0	F	2204
Charles Sturt	0	M	2540
Charles Sturt	1	F	53334
Charles Sturt	1	M	50617
Port Adelaide - West	0	F	1226
Port Adelaide - West	0	M	1442
Port Adelaide - West	1	F	28320
Port Adelaide - West	1	M	26987
West Torrens	0	F	1262
West Torrens	0	M	1375
West Torrens	1	F	30034
West Torrens	1	M	28412
Barossa	0	F	777
Barossa	0	M	947
Barossa	1	F	16994
Barossa	1	M	16779
Lower North	0	F	705
Lower North	0	M	860
Lower North	1	F	10488
Lower North	1	M	10497
Mid North	0	F	815
Mid North	0	M	983
Mid North	1	F	12922
Mid North	1	M	12547
Yorke Peninsula	0	F	970
Yorke Peninsula	0	M	1164
Yorke Peninsula	1	F	11491
Yorke Peninsula	1	M	11581
Eyre Peninsula and South West	0	F	2051
Eyre Peninsula and South West	0	M	2312
Eyre Peninsula and South West	1	F	25944
Eyre Peninsula and South West	1	M	26304
Outback - North and East	0	F	891
Outback - North and East	0	M	1108
Outback - North and East	1	F	11457
Outback - North and East	1	M	12751
Fleurieu - Kangaroo Island	0	F	1844
Fleurieu - Kangaroo Island	0	M	2038
Fleurieu - Kangaroo Island	1	F	24087
Fleurieu - Kangaroo Island	1	M	22434
Limestone Coast	0	F	2196
Limestone Coast	0	M	2356
Limestone Coast	1	F	29745
Limestone Coast	1	M	30495
Murray and Mallee	0	F	1954
Murray and Mallee	0	M	2226
Murray and Mallee	1	F	32375
Murray and Mallee	1	M	32990
Migratory - Offshore - Shipping (SA)	1	M	6
No usual address (SA)	0	F	1129
No usual address (SA)	0	M	1734
Augusta - Margaret River - Busselton	0	F	1948
Augusta - Margaret River - Busselton	0	M	2680
Augusta - Margaret River - Busselton	1	F	23932
Augusta - Margaret River - Busselton	1	M	22318
Bunbury	0	F	2815
Bunbury	0	M	4101
Bunbury	1	F	49022
Bunbury	1	M	46705
Manjimup	0	F	786
Manjimup	0	M	969
Manjimup	1	F	10651
Manjimup	1	M	10406
Mandurah	0	F	2909
Mandurah	0	M	4414
Mandurah	1	F	46680
Mandurah	1	M	42732
Cottesloe - Claremont	0	F	1523
Cottesloe - Claremont	0	M	1800
Cottesloe - Claremont	1	F	33188
Cottesloe - Claremont	1	M	31121
Perth City	0	F	2366
Perth City	0	M	2984
Perth City	1	F	48622
Perth City	1	M	47696
Bayswater - Bassendean	0	F	1547
Bayswater - Bassendean	0	M	2072
Bayswater - Bassendean	1	F	38951
Bayswater - Bassendean	1	M	37874
Mundaring	0	F	859
Mundaring	0	M	1327
Mundaring	1	F	19323
Mundaring	1	M	20521
Swan	0	F	2182
Swan	0	M	3540
Swan	1	F	62552
Swan	1	M	60265
Joondalup	0	F	2585
Joondalup	0	M	4221
Joondalup	1	F	75456
Joondalup	1	M	72464
Stirling	0	F	3763
Stirling	0	M	4973
Stirling	1	F	94633
Stirling	1	M	89055
Wanneroo	0	F	3028
Wanneroo	0	M	4914
Wanneroo	1	F	92043
Wanneroo	1	M	87978
Armadale	0	F	1303
Armadale	0	M	2139
Armadale	1	F	38703
Armadale	1	M	37458
Belmont - Victoria Park	0	F	1481
Belmont - Victoria Park	0	M	2215
Belmont - Victoria Park	1	F	33225
Belmont - Victoria Park	1	M	33793
Canning	0	F	1480
Canning	0	M	2124
Canning	1	F	45428
Canning	1	M	44571
Gosnells	0	F	1770
Gosnells	0	M	2717
Gosnells	1	F	56299
Gosnells	1	M	57289
Kalamunda	0	F	1180
Kalamunda	0	M	1758
Kalamunda	1	F	27809
Kalamunda	1	M	26701
Serpentine - Jarrahdale	0	F	416
Serpentine - Jarrahdale	0	M	794
Serpentine - Jarrahdale	1	F	12823
Serpentine - Jarrahdale	1	M	12833
South Perth	0	F	957
South Perth	0	M	1145
South Perth	1	F	20509
South Perth	1	M	19432
Cockburn	0	F	1811
Cockburn	0	M	2754
Cockburn	1	F	49897
Cockburn	1	M	47562
Fremantle	0	F	960
Fremantle	0	M	1250
Fremantle	1	F	17957
Fremantle	1	M	16437
Kwinana	0	F	691
Kwinana	0	M	1154
Kwinana	1	F	18258
Kwinana	1	M	18814
Melville	0	F	1829
Melville	0	M	2532
Melville	1	F	50251
Melville	1	M	46070
Rockingham	0	F	2643
Rockingham	0	M	5107
Rockingham	1	F	60442
Rockingham	1	M	56924
Albany	0	F	2067
Albany	0	M	2435
Albany	1	F	27460
Albany	1	M	27205
Wheat Belt - North	0	F	1692
Wheat Belt - North	0	M	2433
Wheat Belt - North	1	F	25179
Wheat Belt - North	1	M	26637
Wheat Belt - South	0	F	721
Wheat Belt - South	0	M	924
Wheat Belt - South	1	F	9169
Wheat Belt - South	1	M	9426
Kimberley	0	F	1316
Kimberley	0	M	1371
Kimberley	1	F	15892
Kimberley	1	M	15785
East Pilbara	0	F	622
East Pilbara	0	M	975
East Pilbara	1	F	9651
East Pilbara	1	M	13808
West Pilbara	0	F	693
West Pilbara	0	M	1327
West Pilbara	1	F	12437
West Pilbara	1	M	20043
Esperance	0	F	637
Esperance	0	M	780
Esperance	1	F	7221
Esperance	1	M	7326
Gascoyne	0	F	318
Gascoyne	0	M	430
Gascoyne	1	F	4173
Gascoyne	1	M	4559
Goldfields	0	F	1009
Goldfields	0	M	1386
Goldfields	1	F	17290
Goldfields	1	M	19410
Mid West	0	F	1665
Mid West	0	M	2422
Mid West	1	F	24857
Mid West	1	M	25071
Migratory - Offshore - Shipping (WA)	0	F	5
Migratory - Offshore - Shipping (WA)	0	M	8
Migratory - Offshore - Shipping (WA)	1	F	27
Migratory - Offshore - Shipping (WA)	1	M	397
No usual address (WA)	0	F	2415
No usual address (WA)	0	M	3532
Brighton	0	F	414
Brighton	0	M	442
Brighton	1	F	8306
Brighton	1	M	7909
Hobart - North East	0	F	1519
Hobart - North East	0	M	1580
Hobart - North East	1	F	25596
Hobart - North East	1	M	23910
Hobart - North West	0	F	1334
Hobart - North West	0	M	1396
Hobart - North West	1	F	26084
Hobart - North West	1	M	24343
Hobart - South and West	0	F	896
Hobart - South and West	0	M	920
Hobart - South and West	1	F	16215
Hobart - South and West	1	M	14854
Hobart Inner	0	F	1616
Hobart Inner	0	M	1577
Hobart Inner	1	F	24310
Hobart Inner	1	M	23065
Sorell - Dodges Ferry	0	F	491
Sorell - Dodges Ferry	0	M	537
Sorell - Dodges Ferry	1	F	7645
Sorell - Dodges Ferry	1	M	7409
Launceston	0	F	2324
Launceston	0	M	2451
Launceston	1	F	39639
Launceston	1	M	36506
Meander Valley - West Tamar	0	F	738
Meander Valley - West Tamar	0	M	797
Meander Valley - West Tamar	1	F	10565
Meander Valley - West Tamar	1	M	10350
North East	0	F	1241
North East	0	M	1430
North East	1	F	17212
North East	1	M	17237
Central Highlands (Tas.)	0	F	298
Central Highlands (Tas.)	0	M	372
Central Highlands (Tas.)	1	F	5054
Central Highlands (Tas.)	1	M	5508
Huon - Bruny Island	0	F	581
Huon - Bruny Island	0	M	668
Huon - Bruny Island	1	F	8943
Huon - Bruny Island	1	M	8953
South East Coast	0	F	401
South East Coast	0	M	420
South East Coast	1	F	2894
South East Coast	1	M	3029
Burnie - Ulverstone	0	F	1459
Burnie - Ulverstone	0	M	1647
Burnie - Ulverstone	1	F	23124
Burnie - Ulverstone	1	M	21302
Devonport	0	F	1474
Devonport	0	M	1639
Devonport	1	F	21366
Devonport	1	M	19774
West Coast	0	F	573
West Coast	0	M	655
West Coast	1	F	7767
West Coast	1	M	8245
Migratory - Offshore - Shipping (Tas.)	0	M	3
Migratory - Offshore - Shipping (Tas.)	1	F	18
Migratory - Offshore - Shipping (Tas.)	1	M	46
No usual address (Tas.)	0	F	393
No usual address (Tas.)	0	M	524
Darwin City	0	F	680
Darwin City	0	M	962
Darwin City	1	F	11362
Darwin City	1	M	12830
Darwin Suburbs	0	F	1340
Darwin Suburbs	0	M	1535
Darwin Suburbs	1	F	25334
Darwin Suburbs	1	M	25552
Litchfield	0	F	417
Litchfield	0	M	730
Litchfield	1	F	9103
Litchfield	1	M	13281
Palmerston	0	F	693
Palmerston	0	M	957
Palmerston	1	F	16011
Palmerston	1	M	16042
Alice Springs	0	F	1329
Alice Springs	0	M	1324
Alice Springs	1	F	16854
Alice Springs	1	M	16580
Barkly	0	F	213
Barkly	0	M	262
Barkly	1	F	2430
Barkly	1	M	2634
Daly - Tiwi - West Arnhem	0	F	446
Daly - Tiwi - West Arnhem	0	M	459
Daly - Tiwi - West Arnhem	1	F	7387
Daly - Tiwi - West Arnhem	1	M	7806
East Arnhem	0	F	412
East Arnhem	0	M	350
East Arnhem	1	F	6030
East Arnhem	1	M	6224
Katherine	0	F	581
Katherine	0	M	658
Katherine	1	F	8481
Katherine	1	M	8993
Migratory - Offshore - Shipping (NT)	1	F	14
Migratory - Offshore - Shipping (NT)	1	M	61
No usual address (NT)	0	F	1157
No usual address (NT)	0	M	1332
Belconnen	0	F	2296
Belconnen	0	M	2364
Belconnen	1	F	46345
Belconnen	1	M	45042
Canberra East	0	F	32
Canberra East	0	M	38
Canberra East	1	F	482
Canberra East	1	M	1024
Gungahlin	0	F	1276
Gungahlin	0	M	1382
Gungahlin	1	F	34643
Gungahlin	1	M	33838
North Canberra	0	F	1478
North Canberra	0	M	1482
North Canberra	1	F	25077
North Canberra	1	M	24967
South Canberra	0	F	997
South Canberra	0	M	940
South Canberra	1	F	12933
South Canberra	1	M	12137
Tuggeranong	0	F	1970
Tuggeranong	0	M	2138
Tuggeranong	1	F	41540
Tuggeranong	1	M	39499
Weston Creek	0	F	647
Weston Creek	0	M	629
Weston Creek	1	F	11247
Weston Creek	1	M	10459
Woden Valley	0	F	900
Woden Valley	0	M	905
Woden Valley	1	F	16943
Woden Valley	1	M	16014
Molonglo	0	F	90
Molonglo	0	M	87
Molonglo	1	F	2254
Molonglo	1	M	2154
Urriarra - Namadgi	0	F	15
Urriarra - Namadgi	0	M	21
Urriarra - Namadgi	1	F	275
Urriarra - Namadgi	1	M	299
No usual address (ACT)	0	F	228
No usual address (ACT)	0	M	312
Christmas Island	0	F	54
Christmas Island	0	M	81
Christmas Island	1	F	659
Christmas Island	1	M	1048
Cocos (Keeling) Islands	0	F	15
Cocos (Keeling) Islands	0	M	15
Cocos (Keeling) Islands	1	F	262
Cocos (Keeling) Islands	1	M	250
Jervis Bay	0	F	3
Jervis Bay	0	M	9
Jervis Bay	1	F	173
Jervis Bay	1	M	213
Norfolk Island	0	F	62
Norfolk Island	0	M	39
Norfolk Island	1	F	865
Norfolk Island	1	M	775
Migratory - Offshore - Shipping (OT)	1	M	3
No usual address (OT)	0	F	28
No usual address (OT)	0	M	21
