SA4_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Hunter Valley exc Newcastle	NZL	2012	69
Hunter Valley exc Newcastle	NZL	2013	52
Hunter Valley exc Newcastle	NZL	2014	36
Hunter Valley exc Newcastle	NZL	2015	35
Hunter Valley exc Newcastle	NZL	2016	33
Hunter Valley exc Newcastle	PAK		3
Hunter Valley exc Newcastle	PAK	1975	5
Hunter Valley exc Newcastle	PAK	1985	7
Hunter Valley exc Newcastle	PAK	1995	10
Hunter Valley exc Newcastle	PAK	2005	30
Hunter Valley exc Newcastle	PAK	2010	21
Hunter Valley exc Newcastle	PAK	2011	9
Hunter Valley exc Newcastle	PAK	2012	7
Hunter Valley exc Newcastle	PAK	2013	12
Hunter Valley exc Newcastle	PAK	2015	7
Hunter Valley exc Newcastle	PAK	2016	3
Hunter Valley exc Newcastle	PHL		39
Hunter Valley exc Newcastle	PHL	1975	9
Hunter Valley exc Newcastle	PHL	1985	124
Hunter Valley exc Newcastle	PHL	1995	221
Hunter Valley exc Newcastle	PHL	2005	136
Hunter Valley exc Newcastle	PHL	2010	188
Hunter Valley exc Newcastle	PHL	2011	52
Hunter Valley exc Newcastle	PHL	2012	63
Hunter Valley exc Newcastle	PHL	2013	88
Hunter Valley exc Newcastle	PHL	2014	85
Hunter Valley exc Newcastle	PHL	2015	63
Hunter Valley exc Newcastle	PHL	2016	14
Hunter Valley exc Newcastle	POL		6
Hunter Valley exc Newcastle	POL	1955	47
Hunter Valley exc Newcastle	POL	1965	16
Hunter Valley exc Newcastle	POL	1975	12
Hunter Valley exc Newcastle	POL	1985	27
Hunter Valley exc Newcastle	POL	1995	17
Hunter Valley exc Newcastle	POL	2005	7
Hunter Valley exc Newcastle	POL	2010	10
Hunter Valley exc Newcastle	POL	2011	3
Hunter Valley exc Newcastle	SGP		4
Hunter Valley exc Newcastle	SGP	1955	3
Hunter Valley exc Newcastle	SGP	1965	3
Hunter Valley exc Newcastle	SGP	1975	20
Hunter Valley exc Newcastle	SGP	1985	3
Hunter Valley exc Newcastle	SGP	1995	7
Hunter Valley exc Newcastle	SGP	2005	8
Hunter Valley exc Newcastle	SGP	2010	9
Hunter Valley exc Newcastle	SGP	2011	3
Hunter Valley exc Newcastle	THA		16
Hunter Valley exc Newcastle	THA	1985	11
Hunter Valley exc Newcastle	THA	1995	24
Hunter Valley exc Newcastle	THA	2005	84
Hunter Valley exc Newcastle	THA	2010	70
Hunter Valley exc Newcastle	THA	2011	11
Hunter Valley exc Newcastle	THA	2012	17
Hunter Valley exc Newcastle	THA	2013	20
Hunter Valley exc Newcastle	THA	2014	26
Hunter Valley exc Newcastle	THA	2015	5
Hunter Valley exc Newcastle	THA	2016	14
Hunter Valley exc Newcastle	TUR		11
Hunter Valley exc Newcastle	TUR	1965	3
Hunter Valley exc Newcastle	TUR	1975	13
Hunter Valley exc Newcastle	TUR	1985	3
Hunter Valley exc Newcastle	TUR	1995	3
Hunter Valley exc Newcastle	TUR	2005	15
Hunter Valley exc Newcastle	TUR	2010	5
Hunter Valley exc Newcastle	USA		21
Hunter Valley exc Newcastle	USA	1946	4
Hunter Valley exc Newcastle	USA	1955	7
Hunter Valley exc Newcastle	USA	1965	17
Hunter Valley exc Newcastle	USA	1975	53
Hunter Valley exc Newcastle	USA	1985	63
Hunter Valley exc Newcastle	USA	1995	56
Hunter Valley exc Newcastle	USA	2005	113
Hunter Valley exc Newcastle	USA	2010	82
Hunter Valley exc Newcastle	USA	2011	14
Hunter Valley exc Newcastle	USA	2012	26
Hunter Valley exc Newcastle	USA	2013	21
Hunter Valley exc Newcastle	USA	2014	15
Hunter Valley exc Newcastle	USA	2015	28
Hunter Valley exc Newcastle	USA	2016	13
Hunter Valley exc Newcastle	VNM		27
Hunter Valley exc Newcastle	VNM	1975	3
Hunter Valley exc Newcastle	VNM	1985	20
Hunter Valley exc Newcastle	VNM	1995	17
Hunter Valley exc Newcastle	VNM	2005	14
Hunter Valley exc Newcastle	VNM	2010	32
Hunter Valley exc Newcastle	VNM	2011	3
Hunter Valley exc Newcastle	VNM	2012	13
Hunter Valley exc Newcastle	VNM	2013	11
Hunter Valley exc Newcastle	VNM	2014	16
Hunter Valley exc Newcastle	VNM	2015	29
Hunter Valley exc Newcastle	VNM	2016	3
Hunter Valley exc Newcastle	ZAF		11
Hunter Valley exc Newcastle	ZAF	1946	3
Hunter Valley exc Newcastle	ZAF	1955	6
Hunter Valley exc Newcastle	ZAF	1965	12
Hunter Valley exc Newcastle	ZAF	1975	42
Hunter Valley exc Newcastle	ZAF	1985	85
Hunter Valley exc Newcastle	ZAF	1995	68
Hunter Valley exc Newcastle	ZAF	2005	195
Hunter Valley exc Newcastle	ZAF	2010	323
Hunter Valley exc Newcastle	ZAF	2011	31
Hunter Valley exc Newcastle	ZAF	2012	45
Hunter Valley exc Newcastle	ZAF	2013	32
Hunter Valley exc Newcastle	ZAF	2014	19
Hunter Valley exc Newcastle	ZAF	2015	19
Hunter Valley exc Newcastle	ZAF	2016	4
Hunter Valley exc Newcastle	ZWE		3
Hunter Valley exc Newcastle	ZWE	1965	3
Hunter Valley exc Newcastle	ZWE	1975	3
Hunter Valley exc Newcastle	ZWE	1985	25
Hunter Valley exc Newcastle	ZWE	1995	6
Hunter Valley exc Newcastle	ZWE	2005	50
Hunter Valley exc Newcastle	ZWE	2010	96
Hunter Valley exc Newcastle	ZWE	2011	4
Hunter Valley exc Newcastle	ZWE	2012	3
Hunter Valley exc Newcastle	ZWE	2013	7
Hunter Valley exc Newcastle	ZWE	2014	7
Hunter Valley exc Newcastle	ZWE	2015	6
Illawarra			423
Illawarra		1946	10
Illawarra		1955	372
Illawarra		1965	1368
Illawarra		1975	2514
Illawarra		1985	1044
Illawarra		1995	1062
Illawarra		2005	1044
Illawarra		2010	880
Illawarra		2011	149
Illawarra		2012	196
Illawarra		2013	299
Illawarra		2014	521
Illawarra		2015	360
Illawarra		2016	305
Illawarra	CAN		11
Illawarra	CAN	1955	3
Illawarra	CAN	1965	18
Illawarra	CAN	1975	69
Illawarra	CAN	1985	50
Illawarra	CAN	1995	50
Illawarra	CAN	2005	104
Illawarra	CAN	2010	91
Illawarra	CAN	2011	27
Illawarra	CAN	2012	13
Illawarra	CAN	2013	18
Illawarra	CAN	2014	15
Illawarra	CAN	2015	11
Illawarra	CAN	2016	8
Illawarra	CHN		188
Illawarra	CHN	1955	16
Illawarra	CHN	1965	20
Illawarra	CHN	1975	14
Illawarra	CHN	1985	40
Illawarra	CHN	1995	138
Illawarra	CHN	2005	375
Illawarra	CHN	2010	476
Illawarra	CHN	2011	136
Illawarra	CHN	2012	195
Illawarra	CHN	2013	292
Illawarra	CHN	2014	473
Illawarra	CHN	2015	560
Illawarra	CHN	2016	275
Illawarra	DEU		73
Illawarra	DEU	1946	3
Illawarra	DEU	1955	529
Illawarra	DEU	1965	636
Illawarra	DEU	1975	205
Illawarra	DEU	1985	71
Illawarra	DEU	1995	66
Illawarra	DEU	2005	80
Illawarra	DEU	2010	36
Illawarra	DEU	2011	16
Illawarra	DEU	2012	17
Illawarra	DEU	2013	5
Illawarra	DEU	2014	16
Illawarra	DEU	2015	5
Illawarra	DEU	2016	8
Illawarra	EGY		10
Illawarra	EGY	1955	27
Illawarra	EGY	1965	39
Illawarra	EGY	1975	43
Illawarra	EGY	1985	17
Illawarra	EGY	1995	24
Illawarra	EGY	2005	22
Illawarra	EGY	2010	34
Illawarra	EGY	2011	9
Illawarra	EGY	2012	4
Illawarra	EGY	2013	12
Illawarra	EGY	2014	13
Illawarra	EGY	2015	8
Illawarra	FJI		3
Illawarra	FJI	1955	4
Illawarra	FJI	1965	12
Illawarra	FJI	1975	16
Illawarra	FJI	1985	45
Illawarra	FJI	1995	71
Illawarra	FJI	2005	51
Illawarra	FJI	2010	22
Illawarra	FJI	2011	3
Illawarra	FJI	2012	4
Illawarra	FJI	2013	3
Illawarra	FJI	2014	8
Illawarra	FJI	2016	9
Illawarra	GBR		564
Illawarra	GBR	1946	84
Illawarra	GBR	1955	1464
Illawarra	GBR	1965	3073
Illawarra	GBR	1975	5511
Illawarra	GBR	1985	1439
Illawarra	GBR	1995	882
Illawarra	GBR	2005	1027
Illawarra	GBR	2010	774
Illawarra	GBR	2011	132
Illawarra	GBR	2012	158
Illawarra	GBR	2013	162
Illawarra	GBR	2014	128
Illawarra	GBR	2015	97
Illawarra	GBR	2016	41
Illawarra	GRC		51
Illawarra	GRC	1955	122
Illawarra	GRC	1965	403
Illawarra	GRC	1975	190
Illawarra	GRC	1985	33
Illawarra	GRC	1995	20
Illawarra	GRC	2005	9
Illawarra	GRC	2010	4
Illawarra	GRC	2011	3
Illawarra	GRC	2012	9
Illawarra	GRC	2014	9
Illawarra	HKG		6
Illawarra	HKG	1955	3
Illawarra	HKG	1965	11
Illawarra	HKG	1975	18
Illawarra	HKG	1985	35
Illawarra	HKG	1995	37
Illawarra	HKG	2005	47
Illawarra	HKG	2010	35
Illawarra	HKG	2011	5
Illawarra	HKG	2012	9
Illawarra	HKG	2013	3
Illawarra	HKG	2014	17
Illawarra	HKG	2015	15
Illawarra	HKG	2016	8
Illawarra	HRV		38
Illawarra	HRV	1955	6
Illawarra	HRV	1965	310
Illawarra	HRV	1975	308
Illawarra	HRV	1985	43
Illawarra	HRV	1995	56
Illawarra	HRV	2005	243
Illawarra	HRV	2010	5
Illawarra	HRV	2013	3
Illawarra	IDN		7
Illawarra	IDN	1955	10
Illawarra	IDN	1965	11
Illawarra	IDN	1975	11
Illawarra	IDN	1985	23
Illawarra	IDN	1995	31
Illawarra	IDN	2005	86
Illawarra	IDN	2010	48
Illawarra	IDN	2011	11
Illawarra	IDN	2012	17
Illawarra	IDN	2013	10
Illawarra	IDN	2014	25
Illawarra	IDN	2015	30
Illawarra	IDN	2016	33
Illawarra	IND		49
Illawarra	IND	1946	3
Illawarra	IND	1955	16
Illawarra	IND	1965	18
Illawarra	IND	1975	99
Illawarra	IND	1985	38
Illawarra	IND	1995	85
Illawarra	IND	2005	155
Illawarra	IND	2010	336
Illawarra	IND	2011	61
Illawarra	IND	2012	142
Illawarra	IND	2013	148
Illawarra	IND	2014	131
Illawarra	IND	2015	175
Illawarra	IND	2016	195
Illawarra	IRL		25
Illawarra	IRL	1955	18
Illawarra	IRL	1965	73
Illawarra	IRL	1975	169
Illawarra	IRL	1985	54
Illawarra	IRL	1995	84
Illawarra	IRL	2005	76
Illawarra	IRL	2010	69
Illawarra	IRL	2011	22
Illawarra	IRL	2012	51
Illawarra	IRL	2013	16
Illawarra	IRL	2014	5
Illawarra	IRL	2015	5
Illawarra	IRN		5
Illawarra	IRN	1955	3
Illawarra	IRN	1975	3
Illawarra	IRN	1985	32
Illawarra	IRN	1995	47
Illawarra	IRN	2005	53
Illawarra	IRN	2010	70
Illawarra	IRN	2011	28
Illawarra	IRN	2012	41
Illawarra	IRN	2013	72
Illawarra	IRN	2014	35
Illawarra	IRN	2015	39
Illawarra	IRN	2016	15
Illawarra	IRQ		24
Illawarra	IRQ	1975	3
Illawarra	IRQ	1985	7
Illawarra	IRQ	1995	13
Illawarra	IRQ	2005	40
Illawarra	IRQ	2010	58
Illawarra	IRQ	2011	13
Illawarra	IRQ	2012	42
Illawarra	IRQ	2013	94
Illawarra	IRQ	2014	82
Illawarra	IRQ	2015	26
Illawarra	IRQ	2016	70
Illawarra	ITA		183
Illawarra	ITA	1946	14
Illawarra	ITA	1955	547
Illawarra	ITA	1965	1479
Illawarra	ITA	1975	651
Illawarra	ITA	1985	71
Illawarra	ITA	1995	36
Illawarra	ITA	2005	36
Illawarra	ITA	2010	25
Illawarra	ITA	2011	4
Illawarra	ITA	2012	19
Illawarra	ITA	2013	16
Illawarra	ITA	2014	10
Illawarra	ITA	2015	17
Illawarra	ITA	2016	4
Illawarra	JPN		10
Illawarra	JPN	1955	9
Illawarra	JPN	1965	3
Illawarra	JPN	1975	3
Illawarra	JPN	1985	9
Illawarra	JPN	1995	31
Illawarra	JPN	2005	44
Illawarra	JPN	2010	27
Illawarra	JPN	2011	14
Illawarra	JPN	2012	9
Illawarra	JPN	2013	5
Illawarra	JPN	2014	10
Illawarra	JPN	2015	10
Illawarra	JPN	2016	12
Illawarra	KOR		22
Illawarra	KOR	1975	7
Illawarra	KOR	1985	24
Illawarra	KOR	1995	45
Illawarra	KOR	2005	108
Illawarra	KOR	2010	63
Illawarra	KOR	2011	28
Illawarra	KOR	2012	17
Illawarra	KOR	2013	12
Illawarra	KOR	2014	17
Illawarra	KOR	2015	17
Illawarra	KOR	2016	15
Illawarra	LBN		28
Illawarra	LBN	1946	3
Illawarra	LBN	1955	19
Illawarra	LBN	1965	26
Illawarra	LBN	1975	166
Illawarra	LBN	1985	124
Illawarra	LBN	1995	131
Illawarra	LBN	2005	74
Illawarra	LBN	2010	44
Illawarra	LBN	2011	6
Illawarra	LBN	2012	3
Illawarra	LBN	2013	18
Illawarra	LBN	2014	15
Illawarra	LBN	2016	6
Illawarra	LKA		14
Illawarra	LKA	1965	13
Illawarra	LKA	1975	21
Illawarra	LKA	1985	26
Illawarra	LKA	1995	53
Illawarra	LKA	2005	42
Illawarra	LKA	2010	51
Illawarra	LKA	2011	3
Illawarra	LKA	2012	12
Illawarra	LKA	2013	30
Illawarra	LKA	2014	26
Illawarra	LKA	2015	26
Illawarra	LKA	2016	33
Illawarra	MKD		145
Illawarra	MKD	1946	3
Illawarra	MKD	1955	14
Illawarra	MKD	1965	368
Illawarra	MKD	1975	2219
Illawarra	MKD	1985	393
Illawarra	MKD	1995	318
Illawarra	MKD	2005	144
Illawarra	MKD	2010	81
Illawarra	MKD	2012	9
Illawarra	MKD	2013	5
Illawarra	MKD	2014	6
Illawarra	MKD	2015	12
Illawarra	MLT		45
Illawarra	MLT	1946	3
Illawarra	MLT	1955	205
Illawarra	MLT	1965	288
Illawarra	MLT	1975	94
Illawarra	MLT	1985	20
Illawarra	MLT	1995	3
Illawarra	MLT	2010	10
Illawarra	MYS		15
Illawarra	MYS	1965	21
Illawarra	MYS	1975	43
Illawarra	MYS	1985	53
Illawarra	MYS	1995	46
Illawarra	MYS	2005	51
Illawarra	MYS	2010	42
Illawarra	MYS	2011	6
Illawarra	MYS	2012	20
Illawarra	MYS	2013	19
Illawarra	MYS	2014	43
Illawarra	MYS	2015	73
Illawarra	MYS	2016	51
Illawarra	NLD		38
Illawarra	NLD	1955	507
Illawarra	NLD	1965	303
Illawarra	NLD	1975	74
Illawarra	NLD	1985	40
Illawarra	NLD	1995	20
Illawarra	NLD	2005	32
Illawarra	NLD	2010	24
Illawarra	NLD	2011	5
Illawarra	NLD	2013	7
Illawarra	NLD	2014	4
Illawarra	NLD	2015	6
Illawarra	NLD	2016	4
Illawarra	NZL		135
Illawarra	NZL	1946	13
Illawarra	NZL	1955	26
Illawarra	NZL	1965	96
Illawarra	NZL	1975	339
Illawarra	NZL	1985	612
Illawarra	NZL	1995	511
Illawarra	NZL	2005	623
Illawarra	NZL	2010	351
Illawarra	NZL	2011	94
Illawarra	NZL	2012	84
Illawarra	NZL	2013	88
Illawarra	NZL	2014	51
Illawarra	NZL	2015	33
Illawarra	NZL	2016	23
Illawarra	PAK		3
Illawarra	PAK	1975	8
Illawarra	PAK	1985	12
Illawarra	PAK	1995	16
Illawarra	PAK	2005	43
Illawarra	PAK	2010	59
Illawarra	PAK	2011	15
Illawarra	PAK	2012	21
Illawarra	PAK	2013	25
Illawarra	PAK	2014	27
Illawarra	PAK	2015	52
Illawarra	PAK	2016	22
Illawarra	PHL		48
Illawarra	PHL	1975	38
Illawarra	PHL	1985	258
Illawarra	PHL	1995	395
Illawarra	PHL	2005	200
Illawarra	PHL	2010	173
Illawarra	PHL	2011	40
Illawarra	PHL	2012	45
Illawarra	PHL	2013	62
Illawarra	PHL	2014	44
Illawarra	PHL	2015	50
Illawarra	PHL	2016	22
Illawarra	POL		13
Illawarra	POL	1955	61
Illawarra	POL	1965	47
Illawarra	POL	1975	29
Illawarra	POL	1985	168
Illawarra	POL	1995	82
Illawarra	POL	2005	30
Illawarra	POL	2010	15
Illawarra	POL	2012	5
Illawarra	POL	2014	3
Illawarra	POL	2015	6
Illawarra	SGP		9
Illawarra	SGP	1955	3
Illawarra	SGP	1965	7
Illawarra	SGP	1975	19
Illawarra	SGP	1985	14
Illawarra	SGP	1995	7
Illawarra	SGP	2005	24
Illawarra	SGP	2010	32
Illawarra	SGP	2012	3
Illawarra	SGP	2013	4
Illawarra	SGP	2014	7
Illawarra	SGP	2015	14
Illawarra	SGP	2016	8
Illawarra	THA		40
Illawarra	THA	1975	12
Illawarra	THA	1985	25
Illawarra	THA	1995	69
Illawarra	THA	2005	157
Illawarra	THA	2010	196
Illawarra	THA	2011	38
Illawarra	THA	2012	29
Illawarra	THA	2013	52
Illawarra	THA	2014	52
Illawarra	THA	2015	50
Illawarra	THA	2016	24
Illawarra	TUR		31
Illawarra	TUR	1975	315
Illawarra	TUR	1985	108
Illawarra	TUR	1995	130
Illawarra	TUR	2005	69
Illawarra	TUR	2010	20
Illawarra	TUR	2011	6
Illawarra	TUR	2012	3
Illawarra	TUR	2013	21
Illawarra	TUR	2014	3
Illawarra	TUR	2015	8
Illawarra	TUR	2016	4
Illawarra	USA		37
Illawarra	USA	1955	14
Illawarra	USA	1965	22
Illawarra	USA	1975	111
Illawarra	USA	1985	77
Illawarra	USA	1995	98
Illawarra	USA	2005	156
Illawarra	USA	2010	161
Illawarra	USA	2011	32
Illawarra	USA	2012	42
Illawarra	USA	2013	32
Illawarra	USA	2014	38
Illawarra	USA	2015	45
Illawarra	USA	2016	23
Illawarra	VNM		29
Illawarra	VNM	1965	3
Illawarra	VNM	1975	7
Illawarra	VNM	1985	359
Illawarra	VNM	1995	150
Illawarra	VNM	2005	89
Illawarra	VNM	2010	89
Illawarra	VNM	2011	19
Illawarra	VNM	2012	43
Illawarra	VNM	2013	46
Illawarra	VNM	2014	62
Illawarra	VNM	2015	77
Illawarra	VNM	2016	77
Illawarra	ZAF		10
Illawarra	ZAF	1946	3
Illawarra	ZAF	1955	4
Illawarra	ZAF	1965	28
Illawarra	ZAF	1975	61
Illawarra	ZAF	1985	130
Illawarra	ZAF	1995	83
Illawarra	ZAF	2005	279
Illawarra	ZAF	2010	167
Illawarra	ZAF	2011	31
Illawarra	ZAF	2012	27
Illawarra	ZAF	2013	27
Illawarra	ZAF	2014	12
Illawarra	ZAF	2015	20
Illawarra	ZAF	2016	3
Illawarra	ZWE		4
Illawarra	ZWE	1975	3
Illawarra	ZWE	1985	27
Illawarra	ZWE	1995	13
Illawarra	ZWE	2005	52
Illawarra	ZWE	2010	24
Illawarra	ZWE	2011	4
Illawarra	ZWE	2012	8
Illawarra	ZWE	2013	10
Illawarra	ZWE	2014	3
Illawarra	ZWE	2015	4
Illawarra	ZWE	2016	6
Mid North Coast			122
Mid North Coast		1946	14
Mid North Coast		1955	188
Mid North Coast		1965	321
Mid North Coast		1975	561
Mid North Coast		1985	254
Mid North Coast		1995	198
Mid North Coast		2005	221
Mid North Coast		2010	184
Mid North Coast		2011	43
Mid North Coast		2012	41
Mid North Coast		2013	46
Mid North Coast		2014	41
Mid North Coast		2015	45
Mid North Coast		2016	15
Mid North Coast	CAN		12
Mid North Coast	CAN	1955	3
Mid North Coast	CAN	1965	29
Mid North Coast	CAN	1975	43
Mid North Coast	CAN	1985	22
Mid North Coast	CAN	1995	40
Mid North Coast	CAN	2005	60
Mid North Coast	CAN	2010	21
Mid North Coast	CAN	2011	4
Mid North Coast	CAN	2012	9
Mid North Coast	CAN	2013	3
Mid North Coast	CAN	2014	12
Mid North Coast	CAN	2015	16
Mid North Coast	CAN	2016	3
Mid North Coast	CHN		30
Mid North Coast	CHN	1946	4
Mid North Coast	CHN	1955	14
Mid North Coast	CHN	1965	8
Mid North Coast	CHN	1975	9
Mid North Coast	CHN	1985	11
Mid North Coast	CHN	1995	45
Mid North Coast	CHN	2005	68
Mid North Coast	CHN	2010	66
Mid North Coast	CHN	2011	14
Mid North Coast	CHN	2012	10
Mid North Coast	CHN	2013	13
Mid North Coast	CHN	2014	11
Mid North Coast	CHN	2015	14
Mid North Coast	CHN	2016	16
Mid North Coast	DEU		34
Mid North Coast	DEU	1946	6
Mid North Coast	DEU	1955	284
Mid North Coast	DEU	1965	212
Mid North Coast	DEU	1975	99
Mid North Coast	DEU	1985	82
Mid North Coast	DEU	1995	44
Mid North Coast	DEU	2005	49
Mid North Coast	DEU	2010	32
Mid North Coast	DEU	2011	3
Mid North Coast	DEU	2012	3
Mid North Coast	DEU	2013	6
Mid North Coast	DEU	2015	4
Mid North Coast	DEU	2016	5
Mid North Coast	EGY		4
Mid North Coast	EGY	1955	24
Mid North Coast	EGY	1965	33
Mid North Coast	EGY	1975	18
Mid North Coast	EGY	1985	3
Mid North Coast	EGY	1995	4
Mid North Coast	EGY	2005	12
Mid North Coast	EGY	2010	17
Mid North Coast	EGY	2011	5
Mid North Coast	EGY	2015	3
Mid North Coast	FJI		11
Mid North Coast	FJI	1946	6
Mid North Coast	FJI	1955	8
Mid North Coast	FJI	1965	10
Mid North Coast	FJI	1975	14
Mid North Coast	FJI	1985	19
Mid North Coast	FJI	1995	36
Mid North Coast	FJI	2005	15
Mid North Coast	FJI	2010	15
Mid North Coast	FJI	2014	7
Mid North Coast	FJI	2016	3
Mid North Coast	GBR		398
Mid North Coast	GBR	1946	69
Mid North Coast	GBR	1955	997
Mid North Coast	GBR	1965	1952
Mid North Coast	GBR	1975	2597
Mid North Coast	GBR	1985	850
Mid North Coast	GBR	1995	522
Mid North Coast	GBR	2005	670
Mid North Coast	GBR	2010	358
Mid North Coast	GBR	2011	51
Mid North Coast	GBR	2012	55
Mid North Coast	GBR	2013	58
Mid North Coast	GBR	2014	53
Mid North Coast	GBR	2015	44
Mid North Coast	GBR	2016	13
Mid North Coast	GRC		4
Mid North Coast	GRC	1955	12
Mid North Coast	GRC	1965	26
Mid North Coast	GRC	1975	13
Mid North Coast	GRC	1985	3
Mid North Coast	GRC	2005	3
Mid North Coast	GRC	2012	3
Mid North Coast	HKG		3
Mid North Coast	HKG	1946	4
Mid North Coast	HKG	1955	5
Mid North Coast	HKG	1975	20
Mid North Coast	HKG	1985	17
Mid North Coast	HKG	1995	8
Mid North Coast	HKG	2005	14
Mid North Coast	HKG	2010	11
Mid North Coast	HRV		12
Mid North Coast	HRV	1955	5
Mid North Coast	HRV	1965	31
Mid North Coast	HRV	1975	37
Mid North Coast	HRV	1985	11
Mid North Coast	HRV	1995	3
Mid North Coast	HRV	2005	3
Mid North Coast	IDN	1955	14
Mid North Coast	IDN	1965	10
Mid North Coast	IDN	1975	9
Mid North Coast	IDN	1985	3
Mid North Coast	IDN	1995	11
Mid North Coast	IDN	2005	17
Mid North Coast	IDN	2010	10
Mid North Coast	IDN	2011	3
Mid North Coast	IDN	2013	4
Mid North Coast	IDN	2014	3
Mid North Coast	IDN	2015	4
Mid North Coast	IND		19
Mid North Coast	IND	1955	23
Mid North Coast	IND	1965	19
Mid North Coast	IND	1975	41
Mid North Coast	IND	1985	18
Mid North Coast	IND	1995	18
Mid North Coast	IND	2005	46
Mid North Coast	IND	2010	125
Mid North Coast	IND	2011	29
Mid North Coast	IND	2012	59
Mid North Coast	IND	2013	35
Mid North Coast	IND	2014	36
Mid North Coast	IND	2015	15
Mid North Coast	IND	2016	13
Mid North Coast	IRL		17
Mid North Coast	IRL	1955	11
Mid North Coast	IRL	1965	38
Mid North Coast	IRL	1975	89
Mid North Coast	IRL	1985	43
Mid North Coast	IRL	1995	42
Mid North Coast	IRL	2005	39
Mid North Coast	IRL	2010	29
Mid North Coast	IRL	2011	8
Mid North Coast	IRL	2012	16
Mid North Coast	IRL	2013	3
Mid North Coast	IRL	2014	3
Mid North Coast	IRL	2015	10
Mid North Coast	IRL	2016	4
Mid North Coast	IRN	1965	3
Mid North Coast	IRN	1975	3
Mid North Coast	IRN	1985	4
Mid North Coast	IRN	1995	5
Mid North Coast	IRN	2005	4
Mid North Coast	IRN	2010	3
Mid North Coast	IRN	2011	3
Mid North Coast	IRN	2012	3
Mid North Coast	IRN	2014	3
Mid North Coast	IRQ	1975	9
Mid North Coast	IRQ	1995	6
Mid North Coast	IRQ	2005	3
Mid North Coast	IRQ	2010	4
Mid North Coast	ITA		14
Mid North Coast	ITA	1946	4
Mid North Coast	ITA	1955	94
Mid North Coast	ITA	1965	86
Mid North Coast	ITA	1975	55
Mid North Coast	ITA	1985	11
Mid North Coast	ITA	2010	3
Mid North Coast	ITA	2011	3
Mid North Coast	ITA	2012	3
Mid North Coast	ITA	2013	3
Mid North Coast	ITA	2014	3
Mid North Coast	ITA	2015	6
Mid North Coast	JPN		7
Mid North Coast	JPN	1955	3
Mid North Coast	JPN	1965	4
Mid North Coast	JPN	1975	9
Mid North Coast	JPN	1995	6
Mid North Coast	JPN	2005	27
Mid North Coast	JPN	2010	19
Mid North Coast	JPN	2012	3
Mid North Coast	JPN	2013	3
Mid North Coast	JPN	2015	3
Mid North Coast	KOR		3
Mid North Coast	KOR	1985	5
Mid North Coast	KOR	1995	11
Mid North Coast	KOR	2005	18
Mid North Coast	KOR	2010	31
Mid North Coast	KOR	2011	3
Mid North Coast	KOR	2012	3
Mid North Coast	KOR	2014	3
Mid North Coast	KOR	2015	8
Mid North Coast	KOR	2016	9
Mid North Coast	LBN	1955	9
Mid North Coast	LBN	1965	9
Mid North Coast	LBN	1975	21
Mid North Coast	LBN	1985	9
Mid North Coast	LKA		3
Mid North Coast	LKA	1955	4
Mid North Coast	LKA	1975	12
Mid North Coast	LKA	1985	10
Mid North Coast	LKA	1995	15
Mid North Coast	LKA	2005	8
Mid North Coast	LKA	2010	14
Mid North Coast	LKA	2011	3
Mid North Coast	LKA	2015	4
Mid North Coast	LKA	2016	3
Mid North Coast	MKD	1975	8
Mid North Coast	MKD	1985	3
Mid North Coast	MLT		9
Mid North Coast	MLT	1946	3
Mid North Coast	MLT	1955	98
Mid North Coast	MLT	1965	55
Mid North Coast	MLT	1975	23
Mid North Coast	MLT	1985	12
Mid North Coast	MYS		3
Mid North Coast	MYS	1946	6
Mid North Coast	MYS	1955	3
Mid North Coast	MYS	1965	27
Mid North Coast	MYS	1975	25
Mid North Coast	MYS	1985	24
Mid North Coast	MYS	1995	10
Mid North Coast	MYS	2005	18
Mid North Coast	MYS	2010	7
Mid North Coast	MYS	2011	7
Mid North Coast	MYS	2012	5
Mid North Coast	MYS	2016	6
Mid North Coast	NLD		25
Mid North Coast	NLD	1955	313
Mid North Coast	NLD	1965	205
Mid North Coast	NLD	1975	82
Mid North Coast	NLD	1985	59
Mid North Coast	NLD	1995	13
Mid North Coast	NLD	2005	35
Mid North Coast	NLD	2010	10
Mid North Coast	NLD	2014	3
Mid North Coast	NLD	2015	3
Mid North Coast	NZL		133
Mid North Coast	NZL	1946	23
Mid North Coast	NZL	1955	48
Mid North Coast	NZL	1965	138
Mid North Coast	NZL	1975	438
Mid North Coast	NZL	1985	659
Mid North Coast	NZL	1995	388
Mid North Coast	NZL	2005	338
Mid North Coast	NZL	2010	135
Mid North Coast	NZL	2011	22
Mid North Coast	NZL	2012	33
Mid North Coast	NZL	2013	35
Mid North Coast	NZL	2014	9
Mid North Coast	NZL	2015	21
Mid North Coast	NZL	2016	8
Mid North Coast	PAK	2005	8
Mid North Coast	PAK	2010	11
Mid North Coast	PAK	2011	5
Mid North Coast	PAK	2013	8
Mid North Coast	PHL		40
Mid North Coast	PHL	1965	5
Mid North Coast	PHL	1975	13
Mid North Coast	PHL	1985	96
Mid North Coast	PHL	1995	165
Mid North Coast	PHL	2005	111
Mid North Coast	PHL	2010	102
Mid North Coast	PHL	2011	35
Mid North Coast	PHL	2012	26
