SA4_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Southern Highlands and Shoalhaven	15-19	Year 10	M	447
Southern Highlands and Shoalhaven	15-19	Year 11	F	259
Southern Highlands and Shoalhaven	15-19	Year 11	M	305
Southern Highlands and Shoalhaven	15-19	Year 12	F	785
Southern Highlands and Shoalhaven	15-19	Year 12	M	701
Southern Highlands and Shoalhaven	20-24		F	251
Southern Highlands and Shoalhaven	20-24		M	364
Southern Highlands and Shoalhaven	20-24	Did not go to school	M	6
Southern Highlands and Shoalhaven	20-24	Year 8 or below	F	26
Southern Highlands and Shoalhaven	20-24	Year 8 or below	M	26
Southern Highlands and Shoalhaven	20-24	Year 9	F	80
Southern Highlands and Shoalhaven	20-24	Year 9	M	122
Southern Highlands and Shoalhaven	20-24	Year 10	F	549
Southern Highlands and Shoalhaven	20-24	Year 10	M	813
Southern Highlands and Shoalhaven	20-24	Year 11	F	264
Southern Highlands and Shoalhaven	20-24	Year 11	M	405
Southern Highlands and Shoalhaven	20-24	Year 12	F	1878
Southern Highlands and Shoalhaven	20-24	Year 12	M	1720
Southern Highlands and Shoalhaven	25-34		F	456
Southern Highlands and Shoalhaven	25-34		M	750
Southern Highlands and Shoalhaven	25-34	Did not go to school	F	9
Southern Highlands and Shoalhaven	25-34	Did not go to school	M	12
Southern Highlands and Shoalhaven	25-34	Year 8 or below	F	62
Southern Highlands and Shoalhaven	25-34	Year 8 or below	M	99
Southern Highlands and Shoalhaven	25-34	Year 9	F	233
Southern Highlands and Shoalhaven	25-34	Year 9	M	326
Southern Highlands and Shoalhaven	25-34	Year 10	F	1296
Southern Highlands and Shoalhaven	25-34	Year 10	M	1840
Southern Highlands and Shoalhaven	25-34	Year 11	F	466
Southern Highlands and Shoalhaven	25-34	Year 11	M	536
Southern Highlands and Shoalhaven	25-34	Year 12	F	4094
Southern Highlands and Shoalhaven	25-34	Year 12	M	3095
Southern Highlands and Shoalhaven	35-44		F	520
Southern Highlands and Shoalhaven	35-44		M	774
Southern Highlands and Shoalhaven	35-44	Did not go to school	F	5
Southern Highlands and Shoalhaven	35-44	Did not go to school	M	11
Southern Highlands and Shoalhaven	35-44	Year 8 or below	F	87
Southern Highlands and Shoalhaven	35-44	Year 8 or below	M	127
Southern Highlands and Shoalhaven	35-44	Year 9	F	299
Southern Highlands and Shoalhaven	35-44	Year 9	M	351
Southern Highlands and Shoalhaven	35-44	Year 10	F	1651
Southern Highlands and Shoalhaven	35-44	Year 10	M	2110
Southern Highlands and Shoalhaven	35-44	Year 11	F	546
Southern Highlands and Shoalhaven	35-44	Year 11	M	555
Southern Highlands and Shoalhaven	35-44	Year 12	F	4650
Southern Highlands and Shoalhaven	35-44	Year 12	M	3437
Southern Highlands and Shoalhaven	45-54		F	736
Southern Highlands and Shoalhaven	45-54		M	878
Southern Highlands and Shoalhaven	45-54	Did not go to school	F	12
Southern Highlands and Shoalhaven	45-54	Did not go to school	M	21
Southern Highlands and Shoalhaven	45-54	Year 8 or below	F	182
Southern Highlands and Shoalhaven	45-54	Year 8 or below	M	237
Southern Highlands and Shoalhaven	45-54	Year 9	F	570
Southern Highlands and Shoalhaven	45-54	Year 9	M	611
Southern Highlands and Shoalhaven	45-54	Year 10	F	3661
Southern Highlands and Shoalhaven	45-54	Year 10	M	3763
Southern Highlands and Shoalhaven	45-54	Year 11	F	589
Southern Highlands and Shoalhaven	45-54	Year 11	M	543
Southern Highlands and Shoalhaven	45-54	Year 12	F	4028
Southern Highlands and Shoalhaven	45-54	Year 12	M	2898
Southern Highlands and Shoalhaven	55-64		F	915
Southern Highlands and Shoalhaven	55-64		M	884
Southern Highlands and Shoalhaven	55-64	Did not go to school	F	35
Southern Highlands and Shoalhaven	55-64	Did not go to school	M	27
Southern Highlands and Shoalhaven	55-64	Year 8 or below	F	501
Southern Highlands and Shoalhaven	55-64	Year 8 or below	M	571
Southern Highlands and Shoalhaven	55-64	Year 9	F	1002
Southern Highlands and Shoalhaven	55-64	Year 9	M	903
Southern Highlands and Shoalhaven	55-64	Year 10	F	4431
Southern Highlands and Shoalhaven	55-64	Year 10	M	3791
Southern Highlands and Shoalhaven	55-64	Year 11	F	570
Southern Highlands and Shoalhaven	55-64	Year 11	M	533
Southern Highlands and Shoalhaven	55-64	Year 12	F	4047
Southern Highlands and Shoalhaven	55-64	Year 12	M	3743
Southern Highlands and Shoalhaven	65-74		F	1164
Southern Highlands and Shoalhaven	65-74		M	1092
Southern Highlands and Shoalhaven	65-74	Did not go to school	F	26
Southern Highlands and Shoalhaven	65-74	Did not go to school	M	43
Southern Highlands and Shoalhaven	65-74	Year 8 or below	F	706
Southern Highlands and Shoalhaven	65-74	Year 8 or below	M	880
Southern Highlands and Shoalhaven	65-74	Year 9	F	1595
Southern Highlands and Shoalhaven	65-74	Year 9	M	1517
Southern Highlands and Shoalhaven	65-74	Year 10	F	4090
Southern Highlands and Shoalhaven	65-74	Year 10	M	3024
Southern Highlands and Shoalhaven	65-74	Year 11	F	494
Southern Highlands and Shoalhaven	65-74	Year 11	M	498
Southern Highlands and Shoalhaven	65-74	Year 12	F	3239
Southern Highlands and Shoalhaven	65-74	Year 12	M	3686
Southern Highlands and Shoalhaven	75-84		F	1048
Southern Highlands and Shoalhaven	75-84		M	834
Southern Highlands and Shoalhaven	75-84	Did not go to school	F	30
Southern Highlands and Shoalhaven	75-84	Did not go to school	M	46
Southern Highlands and Shoalhaven	75-84	Year 8 or below	F	667
Southern Highlands and Shoalhaven	75-84	Year 8 or below	M	677
Southern Highlands and Shoalhaven	75-84	Year 9	F	907
Southern Highlands and Shoalhaven	75-84	Year 9	M	831
Southern Highlands and Shoalhaven	75-84	Year 10	F	1908
Southern Highlands and Shoalhaven	75-84	Year 10	M	1472
Southern Highlands and Shoalhaven	75-84	Year 11	F	287
Southern Highlands and Shoalhaven	75-84	Year 11	M	247
Southern Highlands and Shoalhaven	75-84	Year 12	F	1417
Southern Highlands and Shoalhaven	75-84	Year 12	M	1691
Southern Highlands and Shoalhaven	85+		F	749
Southern Highlands and Shoalhaven	85+		M	449
Southern Highlands and Shoalhaven	85+	Did not go to school	F	21
Southern Highlands and Shoalhaven	85+	Did not go to school	M	18
Southern Highlands and Shoalhaven	85+	Year 8 or below	F	458
Southern Highlands and Shoalhaven	85+	Year 8 or below	M	280
Southern Highlands and Shoalhaven	85+	Year 9	F	415
Southern Highlands and Shoalhaven	85+	Year 9	M	250
Southern Highlands and Shoalhaven	85+	Year 10	F	585
Southern Highlands and Shoalhaven	85+	Year 10	M	331
Southern Highlands and Shoalhaven	85+	Year 11	F	77
Southern Highlands and Shoalhaven	85+	Year 11	M	62
Southern Highlands and Shoalhaven	85+	Year 12	F	433
Southern Highlands and Shoalhaven	85+	Year 12	M	454
Sydney - Baulkham Hills and Hawkesbury	15-19		F	248
Sydney - Baulkham Hills and Hawkesbury	15-19		M	245
Sydney - Baulkham Hills and Hawkesbury	15-19	Did not go to school	F	3
Sydney - Baulkham Hills and Hawkesbury	15-19	Did not go to school	M	3
Sydney - Baulkham Hills and Hawkesbury	15-19	Year 8 or below	F	10
Sydney - Baulkham Hills and Hawkesbury	15-19	Year 8 or below	M	16
Sydney - Baulkham Hills and Hawkesbury	15-19	Year 9	F	47
Sydney - Baulkham Hills and Hawkesbury	15-19	Year 9	M	119
Sydney - Baulkham Hills and Hawkesbury	15-19	Year 10	F	325
Sydney - Baulkham Hills and Hawkesbury	15-19	Year 10	M	583
Sydney - Baulkham Hills and Hawkesbury	15-19	Year 11	F	189
Sydney - Baulkham Hills and Hawkesbury	15-19	Year 11	M	278
Sydney - Baulkham Hills and Hawkesbury	15-19	Year 12	F	2324
Sydney - Baulkham Hills and Hawkesbury	15-19	Year 12	M	2173
Sydney - Baulkham Hills and Hawkesbury	20-24		F	206
Sydney - Baulkham Hills and Hawkesbury	20-24		M	246
Sydney - Baulkham Hills and Hawkesbury	20-24	Did not go to school	F	4
Sydney - Baulkham Hills and Hawkesbury	20-24	Did not go to school	M	10
Sydney - Baulkham Hills and Hawkesbury	20-24	Year 8 or below	F	9
Sydney - Baulkham Hills and Hawkesbury	20-24	Year 8 or below	M	19
Sydney - Baulkham Hills and Hawkesbury	20-24	Year 9	F	40
Sydney - Baulkham Hills and Hawkesbury	20-24	Year 9	M	87
Sydney - Baulkham Hills and Hawkesbury	20-24	Year 10	F	434
Sydney - Baulkham Hills and Hawkesbury	20-24	Year 10	M	837
Sydney - Baulkham Hills and Hawkesbury	20-24	Year 11	F	187
Sydney - Baulkham Hills and Hawkesbury	20-24	Year 11	M	301
Sydney - Baulkham Hills and Hawkesbury	20-24	Year 12	F	5894
Sydney - Baulkham Hills and Hawkesbury	20-24	Year 12	M	5861
Sydney - Baulkham Hills and Hawkesbury	25-34		F	479
Sydney - Baulkham Hills and Hawkesbury	25-34		M	437
Sydney - Baulkham Hills and Hawkesbury	25-34	Did not go to school	F	28
Sydney - Baulkham Hills and Hawkesbury	25-34	Did not go to school	M	37
Sydney - Baulkham Hills and Hawkesbury	25-34	Year 8 or below	F	30
Sydney - Baulkham Hills and Hawkesbury	25-34	Year 8 or below	M	56
Sydney - Baulkham Hills and Hawkesbury	25-34	Year 9	F	81
Sydney - Baulkham Hills and Hawkesbury	25-34	Year 9	M	178
Sydney - Baulkham Hills and Hawkesbury	25-34	Year 10	F	864
Sydney - Baulkham Hills and Hawkesbury	25-34	Year 10	M	1600
Sydney - Baulkham Hills and Hawkesbury	25-34	Year 11	F	375
Sydney - Baulkham Hills and Hawkesbury	25-34	Year 11	M	528
Sydney - Baulkham Hills and Hawkesbury	25-34	Year 12	F	9870
Sydney - Baulkham Hills and Hawkesbury	25-34	Year 12	M	8390
Sydney - Baulkham Hills and Hawkesbury	35-44		F	574
Sydney - Baulkham Hills and Hawkesbury	35-44		M	554
Sydney - Baulkham Hills and Hawkesbury	35-44	Did not go to school	F	41
Sydney - Baulkham Hills and Hawkesbury	35-44	Did not go to school	M	37
Sydney - Baulkham Hills and Hawkesbury	35-44	Year 8 or below	F	58
Sydney - Baulkham Hills and Hawkesbury	35-44	Year 8 or below	M	69
Sydney - Baulkham Hills and Hawkesbury	35-44	Year 9	F	127
Sydney - Baulkham Hills and Hawkesbury	35-44	Year 9	M	230
Sydney - Baulkham Hills and Hawkesbury	35-44	Year 10	F	1702
Sydney - Baulkham Hills and Hawkesbury	35-44	Year 10	M	2201
Sydney - Baulkham Hills and Hawkesbury	35-44	Year 11	F	530
Sydney - Baulkham Hills and Hawkesbury	35-44	Year 11	M	594
Sydney - Baulkham Hills and Hawkesbury	35-44	Year 12	F	13936
Sydney - Baulkham Hills and Hawkesbury	35-44	Year 12	M	11500
Sydney - Baulkham Hills and Hawkesbury	45-54		F	683
Sydney - Baulkham Hills and Hawkesbury	45-54		M	729
Sydney - Baulkham Hills and Hawkesbury	45-54	Did not go to school	F	41
Sydney - Baulkham Hills and Hawkesbury	45-54	Did not go to school	M	55
Sydney - Baulkham Hills and Hawkesbury	45-54	Year 8 or below	F	140
Sydney - Baulkham Hills and Hawkesbury	45-54	Year 8 or below	M	184
Sydney - Baulkham Hills and Hawkesbury	45-54	Year 9	F	294
Sydney - Baulkham Hills and Hawkesbury	45-54	Year 9	M	377
Sydney - Baulkham Hills and Hawkesbury	45-54	Year 10	F	3958
Sydney - Baulkham Hills and Hawkesbury	45-54	Year 10	M	4169
Sydney - Baulkham Hills and Hawkesbury	45-54	Year 11	F	748
Sydney - Baulkham Hills and Hawkesbury	45-54	Year 11	M	729
Sydney - Baulkham Hills and Hawkesbury	45-54	Year 12	F	11468
Sydney - Baulkham Hills and Hawkesbury	45-54	Year 12	M	10247
Sydney - Baulkham Hills and Hawkesbury	55-64		F	589
Sydney - Baulkham Hills and Hawkesbury	55-64		M	605
Sydney - Baulkham Hills and Hawkesbury	55-64	Did not go to school	F	67
Sydney - Baulkham Hills and Hawkesbury	55-64	Did not go to school	M	84
Sydney - Baulkham Hills and Hawkesbury	55-64	Year 8 or below	F	346
Sydney - Baulkham Hills and Hawkesbury	55-64	Year 8 or below	M	326
Sydney - Baulkham Hills and Hawkesbury	55-64	Year 9	F	599
Sydney - Baulkham Hills and Hawkesbury	55-64	Year 9	M	508
Sydney - Baulkham Hills and Hawkesbury	55-64	Year 10	F	3967
Sydney - Baulkham Hills and Hawkesbury	55-64	Year 10	M	3001
Sydney - Baulkham Hills and Hawkesbury	55-64	Year 11	F	550
Sydney - Baulkham Hills and Hawkesbury	55-64	Year 11	M	599
Sydney - Baulkham Hills and Hawkesbury	55-64	Year 12	F	8127
Sydney - Baulkham Hills and Hawkesbury	55-64	Year 12	M	8547
Sydney - Baulkham Hills and Hawkesbury	65-74		F	638
Sydney - Baulkham Hills and Hawkesbury	65-74		M	579
Sydney - Baulkham Hills and Hawkesbury	65-74	Did not go to school	F	87
Sydney - Baulkham Hills and Hawkesbury	65-74	Did not go to school	M	80
Sydney - Baulkham Hills and Hawkesbury	65-74	Year 8 or below	F	559
Sydney - Baulkham Hills and Hawkesbury	65-74	Year 8 or below	M	551
Sydney - Baulkham Hills and Hawkesbury	65-74	Year 9	F	1061
Sydney - Baulkham Hills and Hawkesbury	65-74	Year 9	M	907
Sydney - Baulkham Hills and Hawkesbury	65-74	Year 10	F	3341
Sydney - Baulkham Hills and Hawkesbury	65-74	Year 10	M	2217
Sydney - Baulkham Hills and Hawkesbury	65-74	Year 11	F	443
Sydney - Baulkham Hills and Hawkesbury	65-74	Year 11	M	406
Sydney - Baulkham Hills and Hawkesbury	65-74	Year 12	F	4098
Sydney - Baulkham Hills and Hawkesbury	65-74	Year 12	M	5108
Sydney - Baulkham Hills and Hawkesbury	75-84		F	513
Sydney - Baulkham Hills and Hawkesbury	75-84		M	415
Sydney - Baulkham Hills and Hawkesbury	75-84	Did not go to school	F	122
Sydney - Baulkham Hills and Hawkesbury	75-84	Did not go to school	M	71
Sydney - Baulkham Hills and Hawkesbury	75-84	Year 8 or below	F	511
Sydney - Baulkham Hills and Hawkesbury	75-84	Year 8 or below	M	423
Sydney - Baulkham Hills and Hawkesbury	75-84	Year 9	F	605
Sydney - Baulkham Hills and Hawkesbury	75-84	Year 9	M	496
Sydney - Baulkham Hills and Hawkesbury	75-84	Year 10	F	1443
Sydney - Baulkham Hills and Hawkesbury	75-84	Year 10	M	1048
Sydney - Baulkham Hills and Hawkesbury	75-84	Year 11	F	181
Sydney - Baulkham Hills and Hawkesbury	75-84	Year 11	M	148
Sydney - Baulkham Hills and Hawkesbury	75-84	Year 12	F	1340
Sydney - Baulkham Hills and Hawkesbury	75-84	Year 12	M	1646
Sydney - Baulkham Hills and Hawkesbury	85+		F	658
Sydney - Baulkham Hills and Hawkesbury	85+		M	293
Sydney - Baulkham Hills and Hawkesbury	85+	Did not go to school	F	91
Sydney - Baulkham Hills and Hawkesbury	85+	Did not go to school	M	48
Sydney - Baulkham Hills and Hawkesbury	85+	Year 8 or below	F	403
Sydney - Baulkham Hills and Hawkesbury	85+	Year 8 or below	M	181
Sydney - Baulkham Hills and Hawkesbury	85+	Year 9	F	305
Sydney - Baulkham Hills and Hawkesbury	85+	Year 9	M	161
Sydney - Baulkham Hills and Hawkesbury	85+	Year 10	F	549
Sydney - Baulkham Hills and Hawkesbury	85+	Year 10	M	268
Sydney - Baulkham Hills and Hawkesbury	85+	Year 11	F	59
Sydney - Baulkham Hills and Hawkesbury	85+	Year 11	M	48
Sydney - Baulkham Hills and Hawkesbury	85+	Year 12	F	472
Sydney - Baulkham Hills and Hawkesbury	85+	Year 12	M	455
Sydney - Blacktown	15-19		F	520
Sydney - Blacktown	15-19		M	616
Sydney - Blacktown	15-19	Did not go to school	F	6
Sydney - Blacktown	15-19	Did not go to school	M	7
Sydney - Blacktown	15-19	Year 8 or below	F	30
Sydney - Blacktown	15-19	Year 8 or below	M	51
Sydney - Blacktown	15-19	Year 9	F	151
Sydney - Blacktown	15-19	Year 9	M	212
Sydney - Blacktown	15-19	Year 10	F	670
Sydney - Blacktown	15-19	Year 10	M	944
Sydney - Blacktown	15-19	Year 11	F	436
Sydney - Blacktown	15-19	Year 11	M	622
Sydney - Blacktown	15-19	Year 12	F	3260
Sydney - Blacktown	15-19	Year 12	M	3180
Sydney - Blacktown	20-24		F	587
Sydney - Blacktown	20-24		M	779
Sydney - Blacktown	20-24	Did not go to school	F	28
Sydney - Blacktown	20-24	Did not go to school	M	42
Sydney - Blacktown	20-24	Year 8 or below	F	66
Sydney - Blacktown	20-24	Year 8 or below	M	109
Sydney - Blacktown	20-24	Year 9	F	187
Sydney - Blacktown	20-24	Year 9	M	247
Sydney - Blacktown	20-24	Year 10	F	1143
Sydney - Blacktown	20-24	Year 10	M	1566
Sydney - Blacktown	20-24	Year 11	F	529
Sydney - Blacktown	20-24	Year 11	M	707
Sydney - Blacktown	20-24	Year 12	F	8536
Sydney - Blacktown	20-24	Year 12	M	8352
Sydney - Blacktown	25-34		F	1476
Sydney - Blacktown	25-34		M	1787
Sydney - Blacktown	25-34	Did not go to school	F	139
Sydney - Blacktown	25-34	Did not go to school	M	120
Sydney - Blacktown	25-34	Year 8 or below	F	247
Sydney - Blacktown	25-34	Year 8 or below	M	305
Sydney - Blacktown	25-34	Year 9	F	492
Sydney - Blacktown	25-34	Year 9	M	635
Sydney - Blacktown	25-34	Year 10	F	2805
Sydney - Blacktown	25-34	Year 10	M	3556
Sydney - Blacktown	25-34	Year 11	F	1112
Sydney - Blacktown	25-34	Year 11	M	1280
Sydney - Blacktown	25-34	Year 12	F	20909
Sydney - Blacktown	25-34	Year 12	M	17768
Sydney - Blacktown	35-44		F	1351
Sydney - Blacktown	35-44		M	1657
Sydney - Blacktown	35-44	Did not go to school	F	228
Sydney - Blacktown	35-44	Did not go to school	M	161
Sydney - Blacktown	35-44	Year 8 or below	F	365
Sydney - Blacktown	35-44	Year 8 or below	M	410
Sydney - Blacktown	35-44	Year 9	F	646
Sydney - Blacktown	35-44	Year 9	M	746
Sydney - Blacktown	35-44	Year 10	F	3543
Sydney - Blacktown	35-44	Year 10	M	4280
Sydney - Blacktown	35-44	Year 11	F	1190
Sydney - Blacktown	35-44	Year 11	M	1306
Sydney - Blacktown	35-44	Year 12	F	18441
Sydney - Blacktown	35-44	Year 12	M	17477
Sydney - Blacktown	45-54		F	1239
Sydney - Blacktown	45-54		M	1446
Sydney - Blacktown	45-54	Did not go to school	F	275
Sydney - Blacktown	45-54	Did not go to school	M	174
Sydney - Blacktown	45-54	Year 8 or below	F	739
Sydney - Blacktown	45-54	Year 8 or below	M	706
Sydney - Blacktown	45-54	Year 9	F	1079
Sydney - Blacktown	45-54	Year 9	M	1153
Sydney - Blacktown	45-54	Year 10	F	6016
Sydney - Blacktown	45-54	Year 10	M	6036
Sydney - Blacktown	45-54	Year 11	F	1011
Sydney - Blacktown	45-54	Year 11	M	969
Sydney - Blacktown	45-54	Year 12	F	10928
Sydney - Blacktown	45-54	Year 12	M	10490
Sydney - Blacktown	55-64		F	1227
Sydney - Blacktown	55-64		M	1219
Sydney - Blacktown	55-64	Did not go to school	F	360
Sydney - Blacktown	55-64	Did not go to school	M	240
Sydney - Blacktown	55-64	Year 8 or below	F	1449
Sydney - Blacktown	55-64	Year 8 or below	M	1207
Sydney - Blacktown	55-64	Year 9	F	1501
Sydney - Blacktown	55-64	Year 9	M	1137
Sydney - Blacktown	55-64	Year 10	F	5031
Sydney - Blacktown	55-64	Year 10	M	4443
Sydney - Blacktown	55-64	Year 11	F	608
Sydney - Blacktown	55-64	Year 11	M	656
Sydney - Blacktown	55-64	Year 12	F	7192
Sydney - Blacktown	55-64	Year 12	M	7599
Sydney - Blacktown	65-74		F	1226
Sydney - Blacktown	65-74		M	1001
Sydney - Blacktown	65-74	Did not go to school	F	332
Sydney - Blacktown	65-74	Did not go to school	M	215
Sydney - Blacktown	65-74	Year 8 or below	F	1738
Sydney - Blacktown	65-74	Year 8 or below	M	1461
Sydney - Blacktown	65-74	Year 9	F	1351
Sydney - Blacktown	65-74	Year 9	M	1175
Sydney - Blacktown	65-74	Year 10	F	3157
Sydney - Blacktown	65-74	Year 10	M	2467
Sydney - Blacktown	65-74	Year 11	F	314
Sydney - Blacktown	65-74	Year 11	M	322
Sydney - Blacktown	65-74	Year 12	F	3090
Sydney - Blacktown	65-74	Year 12	M	3824
Sydney - Blacktown	75-84		F	758
Sydney - Blacktown	75-84		M	590
Sydney - Blacktown	75-84	Did not go to school	F	334
Sydney - Blacktown	75-84	Did not go to school	M	160
Sydney - Blacktown	75-84	Year 8 or below	F	1213
Sydney - Blacktown	75-84	Year 8 or below	M	929
Sydney - Blacktown	75-84	Year 9	F	680
Sydney - Blacktown	75-84	Year 9	M	470
Sydney - Blacktown	75-84	Year 10	F	1298
Sydney - Blacktown	75-84	Year 10	M	951
Sydney - Blacktown	75-84	Year 11	F	125
Sydney - Blacktown	75-84	Year 11	M	116
Sydney - Blacktown	75-84	Year 12	F	953
Sydney - Blacktown	75-84	Year 12	M	1129
Sydney - Blacktown	85+		F	426
Sydney - Blacktown	85+		M	241
Sydney - Blacktown	85+	Did not go to school	F	134
Sydney - Blacktown	85+	Did not go to school	M	57
Sydney - Blacktown	85+	Year 8 or below	F	742
Sydney - Blacktown	85+	Year 8 or below	M	318
Sydney - Blacktown	85+	Year 9	F	270
Sydney - Blacktown	85+	Year 9	M	128
Sydney - Blacktown	85+	Year 10	F	378
Sydney - Blacktown	85+	Year 10	M	211
Sydney - Blacktown	85+	Year 11	F	41
Sydney - Blacktown	85+	Year 11	M	25
Sydney - Blacktown	85+	Year 12	F	315
Sydney - Blacktown	85+	Year 12	M	270
Sydney - City and Inner South	15-19		F	641
Sydney - City and Inner South	15-19		M	645
Sydney - City and Inner South	15-19	Did not go to school	F	7
Sydney - City and Inner South	15-19	Did not go to school	M	13
Sydney - City and Inner South	15-19	Year 8 or below	F	32
Sydney - City and Inner South	15-19	Year 8 or below	M	38
Sydney - City and Inner South	15-19	Year 9	F	81
Sydney - City and Inner South	15-19	Year 9	M	70
Sydney - City and Inner South	15-19	Year 10	F	165
Sydney - City and Inner South	15-19	Year 10	M	189
Sydney - City and Inner South	15-19	Year 11	F	274
Sydney - City and Inner South	15-19	Year 11	M	263
Sydney - City and Inner South	15-19	Year 12	F	3585
Sydney - City and Inner South	15-19	Year 12	M	2898
Sydney - City and Inner South	20-24		F	2197
Sydney - City and Inner South	20-24		M	2327
Sydney - City and Inner South	20-24	Did not go to school	F	57
Sydney - City and Inner South	20-24	Did not go to school	M	70
Sydney - City and Inner South	20-24	Year 8 or below	F	100
Sydney - City and Inner South	20-24	Year 8 or below	M	88
Sydney - City and Inner South	20-24	Year 9	F	167
Sydney - City and Inner South	20-24	Year 9	M	201
Sydney - City and Inner South	20-24	Year 10	F	366
Sydney - City and Inner South	20-24	Year 10	M	492
Sydney - City and Inner South	20-24	Year 11	F	428
Sydney - City and Inner South	20-24	Year 11	M	541
Sydney - City and Inner South	20-24	Year 12	F	16393
Sydney - City and Inner South	20-24	Year 12	M	13602
Sydney - City and Inner South	25-34		F	5142
Sydney - City and Inner South	25-34		M	5917
Sydney - City and Inner South	25-34	Did not go to school	F	170
Sydney - City and Inner South	25-34	Did not go to school	M	176
Sydney - City and Inner South	25-34	Year 8 or below	F	191
Sydney - City and Inner South	25-34	Year 8 or below	M	234
Sydney - City and Inner South	25-34	Year 9	F	231
Sydney - City and Inner South	25-34	Year 9	M	337
Sydney - City and Inner South	25-34	Year 10	F	1068
Sydney - City and Inner South	25-34	Year 10	M	1807
Sydney - City and Inner South	25-34	Year 11	F	911
Sydney - City and Inner South	25-34	Year 11	M	1306
Sydney - City and Inner South	25-34	Year 12	F	37284
Sydney - City and Inner South	25-34	Year 12	M	37139
Sydney - City and Inner South	35-44		F	2393
Sydney - City and Inner South	35-44		M	3262
Sydney - City and Inner South	35-44	Did not go to school	F	112
Sydney - City and Inner South	35-44	Did not go to school	M	110
Sydney - City and Inner South	35-44	Year 8 or below	F	150
Sydney - City and Inner South	35-44	Year 8 or below	M	175
Sydney - City and Inner South	35-44	Year 9	F	199
Sydney - City and Inner South	35-44	Year 9	M	298
Sydney - City and Inner South	35-44	Year 10	F	1008
Sydney - City and Inner South	35-44	Year 10	M	1749
Sydney - City and Inner South	35-44	Year 11	F	560
Sydney - City and Inner South	35-44	Year 11	M	833
Sydney - City and Inner South	35-44	Year 12	F	19425
Sydney - City and Inner South	35-44	Year 12	M	21481
Sydney - City and Inner South	45-54		F	1584
Sydney - City and Inner South	45-54		M	2403
Sydney - City and Inner South	45-54	Did not go to school	F	141
Sydney - City and Inner South	45-54	Did not go to school	M	118
Sydney - City and Inner South	45-54	Year 8 or below	F	302
Sydney - City and Inner South	45-54	Year 8 or below	M	285
Sydney - City and Inner South	45-54	Year 9	F	311
Sydney - City and Inner South	45-54	Year 9	M	409
Sydney - City and Inner South	45-54	Year 10	F	2144
Sydney - City and Inner South	45-54	Year 10	M	2832
Sydney - City and Inner South	45-54	Year 11	F	605
Sydney - City and Inner South	45-54	Year 11	M	820
Sydney - City and Inner South	45-54	Year 12	F	10873
Sydney - City and Inner South	45-54	Year 12	M	12461
Sydney - City and Inner South	55-64		F	1460
Sydney - City and Inner South	55-64		M	1759
Sydney - City and Inner South	55-64	Did not go to school	F	243
Sydney - City and Inner South	55-64	Did not go to school	M	170
Sydney - City and Inner South	55-64	Year 8 or below	F	704
Sydney - City and Inner South	55-64	Year 8 or below	M	533
Sydney - City and Inner South	55-64	Year 9	F	462
Sydney - City and Inner South	55-64	Year 9	M	446
Sydney - City and Inner South	55-64	Year 10	F	2098
Sydney - City and Inner South	55-64	Year 10	M	1946
Sydney - City and Inner South	55-64	Year 11	F	482
Sydney - City and Inner South	55-64	Year 11	M	505
Sydney - City and Inner South	55-64	Year 12	F	7146
Sydney - City and Inner South	55-64	Year 12	M	8155
Sydney - City and Inner South	65-74		F	1132
Sydney - City and Inner South	65-74		M	1248
Sydney - City and Inner South	65-74	Did not go to school	F	326
Sydney - City and Inner South	65-74	Did not go to school	M	202
Sydney - City and Inner South	65-74	Year 8 or below	F	1037
Sydney - City and Inner South	65-74	Year 8 or below	M	830
Sydney - City and Inner South	65-74	Year 9	F	504
Sydney - City and Inner South	65-74	Year 9	M	485
Sydney - City and Inner South	65-74	Year 10	F	1519
Sydney - City and Inner South	65-74	Year 10	M	1237
Sydney - City and Inner South	65-74	Year 11	F	268
Sydney - City and Inner South	65-74	Year 11	M	323
Sydney - City and Inner South	65-74	Year 12	F	3730
Sydney - City and Inner South	65-74	Year 12	M	4303
Sydney - City and Inner South	75-84		F	818
Sydney - City and Inner South	75-84		M	811
Sydney - City and Inner South	75-84	Did not go to school	F	437
Sydney - City and Inner South	75-84	Did not go to school	M	264
Sydney - City and Inner South	75-84	Year 8 or below	F	1032
Sydney - City and Inner South	75-84	Year 8 or below	M	754
Sydney - City and Inner South	75-84	Year 9	F	293
Sydney - City and Inner South	75-84	Year 9	M	245
Sydney - City and Inner South	75-84	Year 10	F	750
Sydney - City and Inner South	75-84	Year 10	M	597
Sydney - City and Inner South	75-84	Year 11	F	123
Sydney - City and Inner South	75-84	Year 11	M	117
Sydney - City and Inner South	75-84	Year 12	F	1332
Sydney - City and Inner South	75-84	Year 12	M	1478
Sydney - City and Inner South	85+		F	600
Sydney - City and Inner South	85+		M	310
Sydney - City and Inner South	85+	Did not go to school	F	198
Sydney - City and Inner South	85+	Did not go to school	M	86
Sydney - City and Inner South	85+	Year 8 or below	F	454
Sydney - City and Inner South	85+	Year 8 or below	M	306
Sydney - City and Inner South	85+	Year 9	F	168
Sydney - City and Inner South	85+	Year 9	M	72
Sydney - City and Inner South	85+	Year 10	F	268
Sydney - City and Inner South	85+	Year 10	M	154
