SA4_NAME16	DwellingStructure	MortgageRepayment.min	occupied_private_dwellings_being_purchased
Riverina	(Other)	28800	4
Riverina	(Other)	36000	3
Riverina	(Other)	48000	3
Riverina	Flat/apartment	0	8
Riverina	Flat/apartment	3600	10
Riverina	Flat/apartment	5400	11
Riverina	Flat/apartment	7200	23
Riverina	Flat/apartment	9600	25
Riverina	Flat/apartment	12000	68
Riverina	Flat/apartment	16800	35
Riverina	Flat/apartment	21600	11
Riverina	Flat/apartment	28800	3
Riverina	Flat/apartment	36000	4
Riverina	Flat/apartment	48000	3
Riverina	Semi-detached, row/terrace house, townhouse etc.	0	12
Riverina	Semi-detached, row/terrace house, townhouse etc.	3600	3
Riverina	Semi-detached, row/terrace house, townhouse etc.	7200	7
Riverina	Semi-detached, row/terrace house, townhouse etc.	9600	13
Riverina	Semi-detached, row/terrace house, townhouse etc.	12000	47
Riverina	Semi-detached, row/terrace house, townhouse etc.	16800	31
Riverina	Semi-detached, row/terrace house, townhouse etc.	21600	9
Riverina	Semi-detached, row/terrace house, townhouse etc.	28800	4
Riverina	Semi-detached, row/terrace house, townhouse etc.	36000	3
Riverina	Separate house	0	890
Riverina	Separate house	3600	454
Riverina	Separate house	5400	457
Riverina	Separate house	7200	974
Riverina	Separate house	9600	1455
Riverina	Separate house	12000	3711
Riverina	Separate house	16800	3275
Riverina	Separate house	21600	2604
Riverina	Separate house	28800	860
Riverina	Separate house	36000	605
Riverina	Separate house	48000	371
Southern Highlands and Shoalhaven		0	4
Southern Highlands and Shoalhaven		3600	3
Southern Highlands and Shoalhaven		5400	4
Southern Highlands and Shoalhaven		7200	3
Southern Highlands and Shoalhaven		9600	4
Southern Highlands and Shoalhaven		12000	9
Southern Highlands and Shoalhaven		16800	6
Southern Highlands and Shoalhaven		21600	8
Southern Highlands and Shoalhaven		28800	4
Southern Highlands and Shoalhaven		36000	3
Southern Highlands and Shoalhaven		48000	9
Southern Highlands and Shoalhaven	(Other)	0	7
Southern Highlands and Shoalhaven	(Other)	5400	11
Southern Highlands and Shoalhaven	(Other)	7200	4
Southern Highlands and Shoalhaven	(Other)	9600	3
Southern Highlands and Shoalhaven	(Other)	12000	8
Southern Highlands and Shoalhaven	(Other)	16800	5
Southern Highlands and Shoalhaven	(Other)	21600	4
Southern Highlands and Shoalhaven	(Other)	36000	4
Southern Highlands and Shoalhaven	(Other)	48000	3
Southern Highlands and Shoalhaven	Flat/apartment	0	4
Southern Highlands and Shoalhaven	Flat/apartment	7200	7
Southern Highlands and Shoalhaven	Flat/apartment	9600	11
Southern Highlands and Shoalhaven	Flat/apartment	12000	28
Southern Highlands and Shoalhaven	Flat/apartment	16800	17
Southern Highlands and Shoalhaven	Flat/apartment	21600	9
Southern Highlands and Shoalhaven	Flat/apartment	28800	4
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	0	22
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	3600	11
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	5400	8
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	7200	23
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	9600	20
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	12000	60
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	16800	52
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	21600	32
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	28800	17
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	36000	7
Southern Highlands and Shoalhaven	Semi-detached, row/terrace house, townhouse etc.	48000	4
Southern Highlands and Shoalhaven	Separate house	0	928
Southern Highlands and Shoalhaven	Separate house	3600	403
Southern Highlands and Shoalhaven	Separate house	5400	353
Southern Highlands and Shoalhaven	Separate house	7200	641
Southern Highlands and Shoalhaven	Separate house	9600	896
Southern Highlands and Shoalhaven	Separate house	12000	2518
Southern Highlands and Shoalhaven	Separate house	16800	2891
Southern Highlands and Shoalhaven	Separate house	21600	3236
Southern Highlands and Shoalhaven	Separate house	28800	1328
Southern Highlands and Shoalhaven	Separate house	36000	980
Southern Highlands and Shoalhaven	Separate house	48000	656
Sydney - Baulkham Hills and Hawkesbury		0	3
Sydney - Baulkham Hills and Hawkesbury		12000	6
Sydney - Baulkham Hills and Hawkesbury		16800	5
Sydney - Baulkham Hills and Hawkesbury		21600	17
Sydney - Baulkham Hills and Hawkesbury		28800	6
Sydney - Baulkham Hills and Hawkesbury		36000	8
Sydney - Baulkham Hills and Hawkesbury		48000	10
Sydney - Baulkham Hills and Hawkesbury	(Other)	0	3
Sydney - Baulkham Hills and Hawkesbury	(Other)	3600	3
Sydney - Baulkham Hills and Hawkesbury	(Other)	7200	3
Sydney - Baulkham Hills and Hawkesbury	(Other)	9600	3
Sydney - Baulkham Hills and Hawkesbury	(Other)	16800	4
Sydney - Baulkham Hills and Hawkesbury	(Other)	21600	9
Sydney - Baulkham Hills and Hawkesbury	(Other)	28800	8
Sydney - Baulkham Hills and Hawkesbury	(Other)	36000	4
Sydney - Baulkham Hills and Hawkesbury	(Other)	48000	10
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	0	24
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	3600	5
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	5400	8
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	7200	11
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	9600	11
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	12000	49
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	16800	90
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	21600	166
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	28800	113
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	36000	73
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	48000	37
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	0	130
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	3600	25
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	5400	19
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	7200	45
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	9600	71
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	12000	197
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	16800	255
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	21600	562
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	28800	463
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	36000	518
Sydney - Baulkham Hills and Hawkesbury	Semi-detached, row/terrace house, townhouse etc.	48000	242
Sydney - Baulkham Hills and Hawkesbury	Separate house	0	1429
Sydney - Baulkham Hills and Hawkesbury	Separate house	3600	399
Sydney - Baulkham Hills and Hawkesbury	Separate house	5400	344
Sydney - Baulkham Hills and Hawkesbury	Separate house	7200	528
Sydney - Baulkham Hills and Hawkesbury	Separate house	9600	728
Sydney - Baulkham Hills and Hawkesbury	Separate house	12000	2149
Sydney - Baulkham Hills and Hawkesbury	Separate house	16800	2320
Sydney - Baulkham Hills and Hawkesbury	Separate house	21600	4783
Sydney - Baulkham Hills and Hawkesbury	Separate house	28800	3663
Sydney - Baulkham Hills and Hawkesbury	Separate house	36000	5610
Sydney - Baulkham Hills and Hawkesbury	Separate house	48000	4874
Sydney - Blacktown		0	5
Sydney - Blacktown		9600	5
Sydney - Blacktown		12000	10
Sydney - Blacktown		16800	8
Sydney - Blacktown		21600	19
Sydney - Blacktown		28800	23
Sydney - Blacktown		36000	10
Sydney - Blacktown		48000	3
Sydney - Blacktown	(Other)	9600	3
Sydney - Blacktown	(Other)	12000	4
Sydney - Blacktown	(Other)	16800	15
Sydney - Blacktown	(Other)	21600	17
Sydney - Blacktown	(Other)	28800	4
Sydney - Blacktown	(Other)	36000	9
Sydney - Blacktown	(Other)	48000	3
Sydney - Blacktown	Flat/apartment	0	39
Sydney - Blacktown	Flat/apartment	3600	13
Sydney - Blacktown	Flat/apartment	5400	11
Sydney - Blacktown	Flat/apartment	7200	25
Sydney - Blacktown	Flat/apartment	9600	34
Sydney - Blacktown	Flat/apartment	12000	170
Sydney - Blacktown	Flat/apartment	16800	254
Sydney - Blacktown	Flat/apartment	21600	243
Sydney - Blacktown	Flat/apartment	28800	79
Sydney - Blacktown	Flat/apartment	36000	30
Sydney - Blacktown	Flat/apartment	48000	26
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	0	250
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	3600	83
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	5400	68
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	7200	126
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	9600	187
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	12000	636
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	16800	1047
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	21600	1898
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	28800	1176
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	36000	894
Sydney - Blacktown	Semi-detached, row/terrace house, townhouse etc.	48000	365
Sydney - Blacktown	Separate house	0	1327
Sydney - Blacktown	Separate house	3600	481
Sydney - Blacktown	Separate house	5400	405
Sydney - Blacktown	Separate house	7200	725
Sydney - Blacktown	Separate house	9600	1040
Sydney - Blacktown	Separate house	12000	3383
Sydney - Blacktown	Separate house	16800	4631
Sydney - Blacktown	Separate house	21600	8565
Sydney - Blacktown	Separate house	28800	5610
Sydney - Blacktown	Separate house	36000	5093
Sydney - Blacktown	Separate house	48000	1998
Sydney - City and Inner South		9600	8
Sydney - City and Inner South		12000	8
Sydney - City and Inner South		16800	10
Sydney - City and Inner South		21600	20
Sydney - City and Inner South		28800	5
Sydney - City and Inner South		36000	16
Sydney - City and Inner South		48000	21
Sydney - City and Inner South	(Other)	0	13
Sydney - City and Inner South	(Other)	9600	5
Sydney - City and Inner South	(Other)	12000	3
Sydney - City and Inner South	(Other)	16800	7
Sydney - City and Inner South	(Other)	21600	13
Sydney - City and Inner South	(Other)	28800	9
Sydney - City and Inner South	(Other)	36000	21
Sydney - City and Inner South	(Other)	48000	17
Sydney - City and Inner South	Flat/apartment	0	788
Sydney - City and Inner South	Flat/apartment	3600	167
Sydney - City and Inner South	Flat/apartment	5400	153
Sydney - City and Inner South	Flat/apartment	7200	251
Sydney - City and Inner South	Flat/apartment	9600	402
Sydney - City and Inner South	Flat/apartment	12000	1326
Sydney - City and Inner South	Flat/apartment	16800	1775
Sydney - City and Inner South	Flat/apartment	21600	3347
Sydney - City and Inner South	Flat/apartment	28800	2337
Sydney - City and Inner South	Flat/apartment	36000	2594
Sydney - City and Inner South	Flat/apartment	48000	1857
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	0	406
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	3600	90
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	5400	68
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	7200	134
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	9600	184
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	12000	488
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	16800	548
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	21600	1047
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	28800	926
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	36000	1858
Sydney - City and Inner South	Semi-detached, row/terrace house, townhouse etc.	48000	2084
Sydney - City and Inner South	Separate house	0	237
Sydney - City and Inner South	Separate house	3600	68
Sydney - City and Inner South	Separate house	5400	52
Sydney - City and Inner South	Separate house	7200	87
Sydney - City and Inner South	Separate house	9600	119
Sydney - City and Inner South	Separate house	12000	325
Sydney - City and Inner South	Separate house	16800	327
Sydney - City and Inner South	Separate house	21600	640
Sydney - City and Inner South	Separate house	28800	515
Sydney - City and Inner South	Separate house	36000	878
Sydney - City and Inner South	Separate house	48000	977
Sydney - Eastern Suburbs		0	10
Sydney - Eastern Suburbs		12000	3
Sydney - Eastern Suburbs		16800	3
Sydney - Eastern Suburbs		21600	14
Sydney - Eastern Suburbs		28800	3
Sydney - Eastern Suburbs		36000	14
Sydney - Eastern Suburbs		48000	33
Sydney - Eastern Suburbs	(Other)	0	14
Sydney - Eastern Suburbs	(Other)	3600	4
Sydney - Eastern Suburbs	(Other)	5400	3
Sydney - Eastern Suburbs	(Other)	9600	9
Sydney - Eastern Suburbs	(Other)	12000	11
Sydney - Eastern Suburbs	(Other)	16800	10
Sydney - Eastern Suburbs	(Other)	21600	20
Sydney - Eastern Suburbs	(Other)	28800	12
Sydney - Eastern Suburbs	(Other)	36000	15
Sydney - Eastern Suburbs	(Other)	48000	26
Sydney - Eastern Suburbs	Flat/apartment	0	568
Sydney - Eastern Suburbs	Flat/apartment	3600	111
Sydney - Eastern Suburbs	Flat/apartment	5400	98
Sydney - Eastern Suburbs	Flat/apartment	7200	164
Sydney - Eastern Suburbs	Flat/apartment	9600	227
Sydney - Eastern Suburbs	Flat/apartment	12000	702
Sydney - Eastern Suburbs	Flat/apartment	16800	843
Sydney - Eastern Suburbs	Flat/apartment	21600	1657
Sydney - Eastern Suburbs	Flat/apartment	28800	1267
Sydney - Eastern Suburbs	Flat/apartment	36000	1777
Sydney - Eastern Suburbs	Flat/apartment	48000	1436
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	0	365
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	3600	73
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	5400	58
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	7200	82
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	9600	129
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	12000	346
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	16800	299
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	21600	663
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	28800	511
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	36000	1073
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	48000	2535
Sydney - Eastern Suburbs	Separate house	0	588
Sydney - Eastern Suburbs	Separate house	3600	79
Sydney - Eastern Suburbs	Separate house	5400	77
Sydney - Eastern Suburbs	Separate house	7200	87
Sydney - Eastern Suburbs	Separate house	9600	131
Sydney - Eastern Suburbs	Separate house	12000	400
Sydney - Eastern Suburbs	Separate house	16800	312
Sydney - Eastern Suburbs	Separate house	21600	661
Sydney - Eastern Suburbs	Separate house	28800	471
Sydney - Eastern Suburbs	Separate house	36000	922
Sydney - Eastern Suburbs	Separate house	48000	3045
Sydney - Inner South West		0	13
Sydney - Inner South West		7200	5
Sydney - Inner South West		12000	7
Sydney - Inner South West		16800	17
Sydney - Inner South West		21600	24
Sydney - Inner South West		28800	19
Sydney - Inner South West		36000	19
Sydney - Inner South West		48000	16
Sydney - Inner South West	(Other)	0	6
Sydney - Inner South West	(Other)	5400	3
Sydney - Inner South West	(Other)	7200	8
Sydney - Inner South West	(Other)	9600	6
Sydney - Inner South West	(Other)	12000	15
Sydney - Inner South West	(Other)	16800	22
Sydney - Inner South West	(Other)	21600	32
Sydney - Inner South West	(Other)	28800	18
Sydney - Inner South West	(Other)	36000	14
Sydney - Inner South West	(Other)	48000	4
Sydney - Inner South West	Flat/apartment	0	667
Sydney - Inner South West	Flat/apartment	3600	208
Sydney - Inner South West	Flat/apartment	5400	149
Sydney - Inner South West	Flat/apartment	7200	343
Sydney - Inner South West	Flat/apartment	9600	525
Sydney - Inner South West	Flat/apartment	12000	1752
Sydney - Inner South West	Flat/apartment	16800	2323
Sydney - Inner South West	Flat/apartment	21600	3216
Sydney - Inner South West	Flat/apartment	28800	1423
Sydney - Inner South West	Flat/apartment	36000	901
Sydney - Inner South West	Flat/apartment	48000	420
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.	0	498
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.	3600	136
