SA4_NAME16	DwellingStructure	MortgageRepayment.min	occupied_private_dwellings_being_purchased
Western Australia - Outback (North)		0	3
Western Australia - Outback (North)		16800	3
Western Australia - Outback (North)		21600	3
Western Australia - Outback (North)		28800	3
Western Australia - Outback (North)		36000	4
Western Australia - Outback (North)		48000	3
Western Australia - Outback (North)	(Other)	0	3
Western Australia - Outback (North)	(Other)	7200	4
Western Australia - Outback (North)	(Other)	9600	3
Western Australia - Outback (North)	(Other)	12000	7
Western Australia - Outback (North)	(Other)	16800	12
Western Australia - Outback (North)	(Other)	21600	12
Western Australia - Outback (North)	(Other)	28800	8
Western Australia - Outback (North)	(Other)	36000	12
Western Australia - Outback (North)	(Other)	48000	8
Western Australia - Outback (North)	Flat/apartment	0	3
Western Australia - Outback (North)	Flat/apartment	7200	3
Western Australia - Outback (North)	Flat/apartment	9600	5
Western Australia - Outback (North)	Flat/apartment	12000	3
Western Australia - Outback (North)	Flat/apartment	16800	12
Western Australia - Outback (North)	Flat/apartment	21600	19
Western Australia - Outback (North)	Flat/apartment	28800	8
Western Australia - Outback (North)	Flat/apartment	36000	3
Western Australia - Outback (North)	Flat/apartment	48000	3
Western Australia - Outback (North)	Semi-detached, row/terrace house, townhouse etc.	0	4
Western Australia - Outback (North)	Semi-detached, row/terrace house, townhouse etc.	7200	3
Western Australia - Outback (North)	Semi-detached, row/terrace house, townhouse etc.	9600	7
Western Australia - Outback (North)	Semi-detached, row/terrace house, townhouse etc.	12000	20
Western Australia - Outback (North)	Semi-detached, row/terrace house, townhouse etc.	16800	16
Western Australia - Outback (North)	Semi-detached, row/terrace house, townhouse etc.	21600	20
Western Australia - Outback (North)	Semi-detached, row/terrace house, townhouse etc.	28800	15
Western Australia - Outback (North)	Semi-detached, row/terrace house, townhouse etc.	36000	19
Western Australia - Outback (North)	Semi-detached, row/terrace house, townhouse etc.	48000	7
Western Australia - Outback (North)	Separate house	0	106
Western Australia - Outback (North)	Separate house	3600	52
Western Australia - Outback (North)	Separate house	5400	39
Western Australia - Outback (North)	Separate house	7200	47
Western Australia - Outback (North)	Separate house	9600	62
Western Australia - Outback (North)	Separate house	12000	214
Western Australia - Outback (North)	Separate house	16800	279
Western Australia - Outback (North)	Separate house	21600	499
Western Australia - Outback (North)	Separate house	28800	409
Western Australia - Outback (North)	Separate house	36000	583
Western Australia - Outback (North)	Separate house	48000	453
Western Australia - Outback (South)		0	11
Western Australia - Outback (South)		3600	3
Western Australia - Outback (South)		9600	3
Western Australia - Outback (South)		12000	5
Western Australia - Outback (South)		16800	4
Western Australia - Outback (South)		21600	8
Western Australia - Outback (South)		28800	3
Western Australia - Outback (South)		36000	4
Western Australia - Outback (South)		48000	7
Western Australia - Outback (South)	(Other)	0	13
Western Australia - Outback (South)	(Other)	3600	3
Western Australia - Outback (South)	(Other)	7200	9
Western Australia - Outback (South)	(Other)	9600	9
Western Australia - Outback (South)	(Other)	12000	14
Western Australia - Outback (South)	(Other)	16800	13
Western Australia - Outback (South)	(Other)	21600	20
Western Australia - Outback (South)	(Other)	28800	6
Western Australia - Outback (South)	(Other)	36000	6
Western Australia - Outback (South)	(Other)	48000	9
Western Australia - Outback (South)	Flat/apartment	3600	4
Western Australia - Outback (South)	Flat/apartment	7200	4
Western Australia - Outback (South)	Flat/apartment	9600	3
Western Australia - Outback (South)	Flat/apartment	12000	5
Western Australia - Outback (South)	Flat/apartment	16800	10
Western Australia - Outback (South)	Flat/apartment	21600	9
Western Australia - Outback (South)	Flat/apartment	36000	3
Western Australia - Outback (South)	Flat/apartment	48000	3
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	0	18
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	3600	9
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	5400	8
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	7200	23
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	9600	35
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	12000	96
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	16800	97
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	21600	86
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	28800	34
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	36000	15
Western Australia - Outback (South)	Semi-detached, row/terrace house, townhouse etc.	48000	16
Western Australia - Outback (South)	Separate house	0	541
Western Australia - Outback (South)	Separate house	3600	276
Western Australia - Outback (South)	Separate house	5400	295
Western Australia - Outback (South)	Separate house	7200	492
Western Australia - Outback (South)	Separate house	9600	708
Western Australia - Outback (South)	Separate house	12000	2011
Western Australia - Outback (South)	Separate house	16800	2103
Western Australia - Outback (South)	Separate house	21600	2759
Western Australia - Outback (South)	Separate house	28800	1276
Western Australia - Outback (South)	Separate house	36000	934
Western Australia - Outback (South)	Separate house	48000	423
Hobart		7200	7
Hobart		9600	3
Hobart		12000	14
Hobart		16800	13
Hobart		21600	8
Hobart		48000	3
Hobart	(Other)	0	4
Hobart	(Other)	3600	4
Hobart	(Other)	7200	4
Hobart	(Other)	9600	8
Hobart	(Other)	12000	16
Hobart	(Other)	16800	13
Hobart	(Other)	21600	12
Hobart	(Other)	36000	3
Hobart	(Other)	48000	7
Hobart	Flat/apartment	0	56
Hobart	Flat/apartment	3600	28
Hobart	Flat/apartment	5400	31
Hobart	Flat/apartment	7200	52
Hobart	Flat/apartment	9600	117
Hobart	Flat/apartment	12000	206
Hobart	Flat/apartment	16800	140
Hobart	Flat/apartment	21600	77
Hobart	Flat/apartment	28800	26
Hobart	Flat/apartment	36000	15
Hobart	Flat/apartment	48000	14
Hobart	Semi-detached, row/terrace house, townhouse etc.	0	43
Hobart	Semi-detached, row/terrace house, townhouse etc.	3600	28
Hobart	Semi-detached, row/terrace house, townhouse etc.	5400	29
Hobart	Semi-detached, row/terrace house, townhouse etc.	7200	62
Hobart	Semi-detached, row/terrace house, townhouse etc.	9600	81
Hobart	Semi-detached, row/terrace house, townhouse etc.	12000	163
Hobart	Semi-detached, row/terrace house, townhouse etc.	16800	131
Hobart	Semi-detached, row/terrace house, townhouse etc.	21600	85
Hobart	Semi-detached, row/terrace house, townhouse etc.	28800	38
Hobart	Semi-detached, row/terrace house, townhouse etc.	36000	31
Hobart	Semi-detached, row/terrace house, townhouse etc.	48000	20
Hobart	Separate house	0	1522
Hobart	Separate house	3600	979
Hobart	Separate house	5400	831
Hobart	Separate house	7200	1660
Hobart	Separate house	9600	2277
Hobart	Separate house	12000	6116
Hobart	Separate house	16800	5919
Hobart	Separate house	21600	4868
Hobart	Separate house	28800	1617
Hobart	Separate house	36000	1165
Hobart	Separate house	48000	638
Launceston and North East		0	7
Launceston and North East		3600	9
Launceston and North East		5400	3
Launceston and North East		9600	9
Launceston and North East		12000	8
Launceston and North East		16800	14
Launceston and North East		21600	4
Launceston and North East		28800	3
Launceston and North East		36000	3
Launceston and North East	(Other)	0	3
Launceston and North East	(Other)	3600	3
Launceston and North East	(Other)	5400	3
Launceston and North East	(Other)	7200	7
Launceston and North East	(Other)	9600	7
Launceston and North East	(Other)	12000	11
Launceston and North East	(Other)	16800	5
Launceston and North East	(Other)	21600	7
Launceston and North East	(Other)	36000	3
Launceston and North East	Flat/apartment	0	17
Launceston and North East	Flat/apartment	3600	13
Launceston and North East	Flat/apartment	5400	9
Launceston and North East	Flat/apartment	7200	25
Launceston and North East	Flat/apartment	9600	48
Launceston and North East	Flat/apartment	12000	74
Launceston and North East	Flat/apartment	16800	29
Launceston and North East	Flat/apartment	21600	14
Launceston and North East	Flat/apartment	28800	8
Launceston and North East	Flat/apartment	36000	6
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	0	25
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	3600	19
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	5400	13
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	7200	30
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	9600	46
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	12000	97
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	16800	66
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	21600	49
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	28800	19
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	36000	13
Launceston and North East	Semi-detached, row/terrace house, townhouse etc.	48000	4
Launceston and North East	Separate house	0	882
Launceston and North East	Separate house	3600	706
Launceston and North East	Separate house	5400	634
Launceston and North East	Separate house	7200	1288
Launceston and North East	Separate house	9600	1791
Launceston and North East	Separate house	12000	4308
Launceston and North East	Separate house	16800	3188
Launceston and North East	Separate house	21600	2013
Launceston and North East	Separate house	28800	597
Launceston and North East	Separate house	36000	436
Launceston and North East	Separate house	48000	237
South East		7200	4
South East		9600	5
South East		12000	4
South East		16800	3
South East		21600	8
South East		48000	3
South East	(Other)	0	4
South East	(Other)	3600	3
South East	(Other)	7200	8
South East	(Other)	9600	3
South East	(Other)	12000	7
South East	(Other)	16800	9
South East	(Other)	21600	8
South East	(Other)	28800	3
South East	(Other)	36000	3
South East	Semi-detached, row/terrace house, townhouse etc.	7200	4
South East	Semi-detached, row/terrace house, townhouse etc.	12000	3
South East	Semi-detached, row/terrace house, townhouse etc.	16800	3
South East	Separate house	0	351
South East	Separate house	3600	288
South East	Separate house	5400	261
South East	Separate house	7200	444
South East	Separate house	9600	493
South East	Separate house	12000	1092
South East	Separate house	16800	885
South East	Separate house	21600	569
South East	Separate house	28800	163
South East	Separate house	36000	112
South East	Separate house	48000	61
West and North West		0	3
West and North West		3600	7
West and North West		5400	3
West and North West		7200	7
West and North West		9600	8
West and North West		12000	8
West and North West		16800	6
West and North West		21600	5
West and North West		28800	3
West and North West	(Other)	0	3
West and North West	(Other)	5400	3
West and North West	(Other)	7200	3
West and North West	(Other)	12000	9
West and North West	(Other)	16800	3
West and North West	(Other)	21600	4
West and North West	(Other)	48000	3
West and North West	Flat/apartment	0	4
West and North West	Flat/apartment	3600	5
West and North West	Flat/apartment	5400	4
West and North West	Flat/apartment	7200	9
West and North West	Flat/apartment	9600	3
West and North West	Flat/apartment	12000	13
West and North West	Flat/apartment	16800	3
West and North West	Flat/apartment	21600	4
West and North West	Semi-detached, row/terrace house, townhouse etc.	0	11
West and North West	Semi-detached, row/terrace house, townhouse etc.	3600	6
West and North West	Semi-detached, row/terrace house, townhouse etc.	5400	14
West and North West	Semi-detached, row/terrace house, townhouse etc.	7200	20
West and North West	Semi-detached, row/terrace house, townhouse etc.	9600	30
West and North West	Semi-detached, row/terrace house, townhouse etc.	12000	26
West and North West	Semi-detached, row/terrace house, townhouse etc.	16800	16
West and North West	Semi-detached, row/terrace house, townhouse etc.	21600	9
West and North West	Semi-detached, row/terrace house, townhouse etc.	36000	3
West and North West	Semi-detached, row/terrace house, townhouse etc.	48000	3
West and North West	Separate house	0	791
West and North West	Separate house	3600	613
West and North West	Separate house	5400	648
West and North West	Separate house	7200	1112
West and North West	Separate house	9600	1608
West and North West	Separate house	12000	3589
West and North West	Separate house	16800	2321
West and North West	Separate house	21600	1359
West and North West	Separate house	28800	377
West and North West	Separate house	36000	258
West and North West	Separate house	48000	155
Darwin		0	3
Darwin		7200	3
Darwin		12000	3
Darwin		16800	5
Darwin		21600	5
Darwin		28800	7
Darwin		36000	6
Darwin		48000	3
Darwin	(Other)	7200	6
Darwin	(Other)	9600	6
Darwin	(Other)	12000	16
Darwin	(Other)	16800	13
Darwin	(Other)	21600	28
Darwin	(Other)	28800	18
Darwin	(Other)	36000	6
Darwin	(Other)	48000	6
Darwin	Flat/apartment	0	66
Darwin	Flat/apartment	3600	21
Darwin	Flat/apartment	5400	20
Darwin	Flat/apartment	7200	44
Darwin	Flat/apartment	9600	80
Darwin	Flat/apartment	12000	237
Darwin	Flat/apartment	16800	305
Darwin	Flat/apartment	21600	509
Darwin	Flat/apartment	28800	259
Darwin	Flat/apartment	36000	194
Darwin	Flat/apartment	48000	94
Darwin	Semi-detached, row/terrace house, townhouse etc.	0	37
Darwin	Semi-detached, row/terrace house, townhouse etc.	3600	13
Darwin	Semi-detached, row/terrace house, townhouse etc.	5400	11
Darwin	Semi-detached, row/terrace house, townhouse etc.	7200	20
Darwin	Semi-detached, row/terrace house, townhouse etc.	9600	37
Darwin	Semi-detached, row/terrace house, townhouse etc.	12000	136
Darwin	Semi-detached, row/terrace house, townhouse etc.	16800	182
Darwin	Semi-detached, row/terrace house, townhouse etc.	21600	265
Darwin	Semi-detached, row/terrace house, townhouse etc.	28800	142
Darwin	Semi-detached, row/terrace house, townhouse etc.	36000	93
Darwin	Semi-detached, row/terrace house, townhouse etc.	48000	38
Darwin	Separate house	0	333
Darwin	Separate house	3600	148
Darwin	Separate house	5400	124
Darwin	Separate house	7200	228
Darwin	Separate house	9600	330
Darwin	Separate house	12000	1057
Darwin	Separate house	16800	1271
Darwin	Separate house	21600	2365
Darwin	Separate house	28800	2117
Darwin	Separate house	36000	2307
Darwin	Separate house	48000	1241
Northern Territory - Outback		12000	3
Northern Territory - Outback		16800	4
Northern Territory - Outback		21600	6
Northern Territory - Outback		28800	5
Northern Territory - Outback		36000	6
Northern Territory - Outback		48000	4
