SA2_NAME16	Sex	persons
Claymore - Eagle Vale - Raby	F	10377
Claymore - Eagle Vale - Raby	M	10023
Ingleburn - Denham Court	F	9942
Ingleburn - Denham Court	M	10045
Leumeah - Minto Heights	F	8400
Leumeah - Minto Heights	M	8135
Macquarie Fields - Glenfield	F	12119
Macquarie Fields - Glenfield	M	11439
Minto - St Andrews	F	10010
Minto - St Andrews	M	9876
Rosemeadow - Glen Alpine	F	10733
Rosemeadow - Glen Alpine	M	10151
Bargo	F	2854
Bargo	M	2889
Douglas Park - Appin	F	4743
Douglas Park - Appin	M	4887
Picton - Tahmoor - Buxton	F	8536
Picton - Tahmoor - Buxton	M	8253
The Oaks - Oakdale	F	4509
The Oaks - Oakdale	M	4491
Blackheath - Megalong Valley	F	2872
Blackheath - Megalong Valley	M	2688
Blaxland - Warrimoo - Lapstone	F	9601
Blaxland - Warrimoo - Lapstone	M	9338
Blue Mountains - North	F	5
Blue Mountains - North	M	4
Katoomba - Leura	F	6919
Katoomba - Leura	M	6306
Lawson - Hazelbrook - Linden	F	5849
Lawson - Hazelbrook - Linden	M	5405
Springwood - Winmalee	F	11253
Springwood - Winmalee	M	10376
Wentworth Falls	F	3185
Wentworth Falls	M	2884
Blue Mountains - South	M	3
Cambridge Park	F	7875
Cambridge Park	M	7766
Castlereagh - Cranebrook	F	12057
Castlereagh - Cranebrook	M	11664
Emu Plains - Leonay	F	7374
Emu Plains - Leonay	M	6844
Glenmore Park - Regentville	F	10899
Glenmore Park - Regentville	M	10301
Jamisontown - South Penrith	F	8866
Jamisontown - South Penrith	M	8418
Kingswood - Werrington	F	9951
Kingswood - Werrington	M	9624
Mulgoa - Luddenham - Orchard Hills	F	4740
Mulgoa - Luddenham - Orchard Hills	M	4805
Penrith	F	6821
Penrith	M	6471
Warragamba - Silverdale	F	2534
Warragamba - Silverdale	M	2652
Richmond - Clarendon	F	7241
Richmond - Clarendon	M	6600
Windsor - Bligh Park	F	7860
Windsor - Bligh Park	M	7474
Yarramundi - Londonderry	F	3324
Yarramundi - Londonderry	M	4051
Erskine Park	F	3238
Erskine Park	M	3199
St Clair	F	10002
St Clair	M	9894
Colyton - Oxley Park	F	5900
Colyton - Oxley Park	M	5694
St Marys - North St Marys	F	8087
St Marys - North St Marys	M	7987
Homebush Bay - Silverwater	F	8817
Homebush Bay - Silverwater	M	9913
Rookwood Cemetery	M	3
Auburn - Central	F	7745
Auburn - Central	M	9425
Auburn - North	F	4715
Auburn - North	M	6609
Auburn - South	F	4160
Auburn - South	M	4328
Berala	F	4288
Berala	M	4611
Lidcombe	F	9668
Lidcombe	M	10315
Regents Park	F	2518
Regents Park	M	2546
Carlingford	F	13953
Carlingford	M	13405
Ermington - Rydalmere	F	10793
Ermington - Rydalmere	M	10637
Oatlands - Dundas Valley	F	9101
Oatlands - Dundas Valley	M	8684
Chester Hill - Sefton	F	9152
Chester Hill - Sefton	M	9312
Fairfield - East	F	7714
Fairfield - East	M	7803
Granville - Clyde	F	9920
Granville - Clyde	M	10911
Greystanes - Pemulwuy	F	13418
Greystanes - Pemulwuy	M	12893
Guildford - South Granville	F	10389
Guildford - South Granville	M	10558
Guildford West - Merrylands West	F	10465
Guildford West - Merrylands West	M	10257
Merrylands - Holroyd	F	13965
Merrylands - Holroyd	M	14481
Smithfield Industrial	M	8
Yennora Industrial	F	8
Yennora Industrial	M	9
North Parramatta	F	11073
North Parramatta	M	11165
North Rocks	F	4056
North Rocks	M	3816
Northmead	F	10400
Northmead	M	9978
Parramatta - Rosehill	F	13870
Parramatta - Rosehill	M	15377
Toongabbie - Constitution Hill	F	11160
Toongabbie - Constitution Hill	M	10777
Winston Hills	F	5491
Winston Hills	M	5281
Pendle Hill - Girraween	F	6318
Pendle Hill - Girraween	M	6524
Wentworthville - Westmead	F	7665
Wentworthville - Westmead	M	7940
Epping - North Epping	F	13714
Epping - North Epping	M	13380
Pennant Hills - Cheltenham	F	10605
Pennant Hills - Cheltenham	M	9894
Eastwood - Denistone	F	12791
Eastwood - Denistone	M	12254
Gladesville - Huntleys Point	F	7444
Gladesville - Huntleys Point	M	6967
Hunters Hill - Woolwich	F	5177
Hunters Hill - Woolwich	M	5168
Macquarie Park - Marsfield	F	11357
Macquarie Park - Marsfield	M	10369
North Ryde - East Ryde	F	6255
North Ryde - East Ryde	M	6058
West Ryde - Meadowbank	F	9857
West Ryde - Meadowbank	M	9517
Putney	F	2138
Putney	M	2004
Ryde	F	13950
Ryde	M	13226
Ashcroft - Busby - Miller	F	8849
Ashcroft - Busby - Miller	M	8493
Austral - Greendale	F	4362
Austral - Greendale	M	4556
Cobbitty - Leppington	F	8958
Cobbitty - Leppington	M	8933
Badgerys Creek	F	29
Badgerys Creek	M	30
Cecil Hills	F	3528
Cecil Hills	M	3491
Green Valley	F	6384
Green Valley	M	6126
Hinchinbrook	F	6212
Hinchinbrook	M	6083
Hoxton Park - Carnes Hill - Horningsea Park	F	5911
Hoxton Park - Carnes Hill - Horningsea Park	M	5676
West Hoxton - Middleton Grange	F	7576
West Hoxton - Middleton Grange	M	7610
Bonnyrigg Heights - Bonnyrigg	F	8178
Bonnyrigg Heights - Bonnyrigg	M	7802
Bossley Park - Abbotsbury	F	9541
Bossley Park - Abbotsbury	M	9294
Cabramatta - Lansvale	F	12551
Cabramatta - Lansvale	M	12158
Cabramatta West - Mount Pritchard	F	8729
Cabramatta West - Mount Pritchard	M	8458
Canley Vale - Canley Heights	F	10628
Canley Vale - Canley Heights	M	10188
Edensor Park	F	4999
Edensor Park	M	4773
Fairfield	F	8927
Fairfield	M	8772
Fairfield - West	F	9762
Fairfield - West	M	9331
Greenfield Park - Prairiewood	F	4195
Greenfield Park - Prairiewood	M	4141
Horsley Park - Kemps Creek	F	2159
Horsley Park - Kemps Creek	M	2263
Smithfield - Wetherill Park	F	9117
Smithfield - Wetherill Park	M	8927
St Johns Park - Wakeley	F	5586
St Johns Park - Wakeley	M	5277
Wetherill Park Industrial	F	14
Wetherill Park Industrial	M	25
Casula	F	8028
Casula	M	7635
Chipping Norton - Moorebank	F	9509
Chipping Norton - Moorebank	M	9241
Holsworthy - Wattle Grove	F	10263
Holsworthy - Wattle Grove	M	10448
Liverpool	F	13674
Liverpool	M	13500
Lurnea - Cartwright	F	5940
Lurnea - Cartwright	M	5738
Prestons - Edmondson Park	F	8922
Prestons - Edmondson Park	M	8661
Warwick Farm	F	2817
Warwick Farm	M	2979
Gymea - Grays Point	F	8932
Gymea - Grays Point	M	8543
Miranda - Yowie Bay	F	9442
Miranda - Yowie Bay	M	8790
Sylvania - Taren Point	F	8329
Sylvania - Taren Point	M	7612
Caringbah	F	6108
Caringbah	M	5657
Caringbah South	F	6126
Caringbah South	M	5933
Cronulla - Kurnell - Bundeena	F	11885
Cronulla - Kurnell - Bundeena	M	11609
Lilli Pilli - Port Hacking - Dolans Bay	F	1601
Lilli Pilli - Port Hacking - Dolans Bay	M	1549
Woolaware - Burraneer	F	3940
Woolaware - Burraneer	M	3795
Heathcote - Waterfall	F	3366
Heathcote - Waterfall	M	3139
Illawong - Alfords Point	F	5205
Illawong - Alfords Point	M	5156
Menai - Lucas Heights - Woronora	F	10695
Menai - Lucas Heights - Woronora	M	10435
Oyster Bay - Como - Jannali	F	10776
Oyster Bay - Como - Jannali	M	10477
Royal National Park	F	17
Royal National Park	M	11
Sutherland - Kirrawee	F	10891
Sutherland - Kirrawee	M	9980
Engadine	F	8611
Engadine	M	8376
Loftus - Yarrawarrah	F	3710
Loftus - Yarrawarrah	M	3536
Woronora Heights	F	1835
Woronora Heights	M	1820
Migratory - Offshore - Shipping (NSW)	F	239
Migratory - Offshore - Shipping (NSW)	M	171
No usual address (NSW)	F	4939
No usual address (NSW)	M	7351
Alfredton	F	5954
Alfredton	M	5704
Ballarat	F	6353
Ballarat	M	5695
Ballarat - North	F	12118
Ballarat - North	M	10965
Ballarat - South	F	12736
Ballarat - South	M	11498
Buninyong	F	3540
Buninyong	M	3613
Delacombe	F	3660
Delacombe	M	3424
Smythes Creek	F	1909
Smythes Creek	M	2021
Wendouree - Miners Rest	F	7590
Wendouree - Miners Rest	M	7039
Bacchus Marsh Region	F	2927
Bacchus Marsh Region	M	2946
Creswick - Clunes	F	3974
Creswick - Clunes	M	3843
Daylesford	F	4657
Daylesford	M	4299
Gordon (Vic.)	F	2795
Gordon (Vic.)	M	2861
Avoca	F	1642
Avoca	M	1658
Beaufort	F	1984
Beaufort	M	2411
Golden Plains - North	F	2197
Golden Plains - North	M	2290
Maryborough (Vic.)	F	4129
Maryborough (Vic.)	M	3786
Maryborough Region	F	2528
Maryborough Region	M	2741
Bendigo	F	7433
Bendigo	M	7025
California Gully - Eaglehawk	F	6180
California Gully - Eaglehawk	M	5785
East Bendigo - Kennington	F	7090
East Bendigo - Kennington	M	6419
Flora Hill - Spring Gully	F	4932
Flora Hill - Spring Gully	M	4362
Kangaroo Flat - Golden Square	F	10351
Kangaroo Flat - Golden Square	M	9336
Maiden Gully	F	2524
Maiden Gully	M	2565
Strathfieldsaye	F	4334
Strathfieldsaye	M	4293
White Hills - Ascot	F	6067
White Hills - Ascot	M	5682
Bendigo Region - South	F	3569
Bendigo Region - South	M	3610
Castlemaine	F	5296
Castlemaine	M	5280
Castlemaine Region	F	4212
Castlemaine Region	M	4257
Heathcote	F	2250
Heathcote	M	2258
Kyneton	F	4968
Kyneton	M	4682
Woodend	F	3590
Woodend	M	3313
Bendigo Region - North	F	2137
Bendigo Region - North	M	2225
Loddon	F	3457
Loddon	M	3603
Bannockburn	F	3189
Bannockburn	M	3228
Golden Plains - South	F	3377
Golden Plains - South	M	3476
Winchelsea	F	2839
Winchelsea	M	2907
Belmont	F	7310
Belmont	M	6714
Corio - Norlane	F	13484
Corio - Norlane	M	12860
Geelong	F	6598
Geelong	M	6092
Geelong West - Hamlyn Heights	F	10226
Geelong West - Hamlyn Heights	M	9240
Grovedale	F	12122
Grovedale	M	11152
Highton	F	11268
Highton	M	10831
Lara	F	8718
Lara	M	9377
Leopold	F	6623
Leopold	M	6195
Newcomb - Moolap	F	7651
Newcomb - Moolap	M	6948
Newtown (Vic.)	F	5275
Newtown (Vic.)	M	4879
North Geelong - Bell Park	F	7587
North Geelong - Bell Park	M	7042
Clifton Springs	F	6961
Clifton Springs	M	6384
Lorne - Anglesea	F	2538
Lorne - Anglesea	M	2516
Ocean Grove - Barwon Heads	F	12015
Ocean Grove - Barwon Heads	M	11406
Portarlington	F	3794
Portarlington	M	3611
Point Lonsdale - Queenscliff	F	2222
Point Lonsdale - Queenscliff	M	1924
Torquay	F	9328
Torquay	M	9036
Alexandra	F	3162
Alexandra	M	3178
Euroa	F	3197
Euroa	M	3074
Kilmore - Broadford	F	7049
Kilmore - Broadford	M	6827
Mansfield (Vic.)	F	4427
Mansfield (Vic.)	M	4418
Nagambie	F	2008
Nagambie	M	1996
Seymour	F	3212
Seymour	M	3119
Seymour Region	F	2003
Seymour Region	M	2429
Upper Yarra Valley	F	95
Upper Yarra Valley	M	91
Yea	F	1742
Yea	M	1818
Benalla	F	5419
Benalla	M	4909
Benalla Region	F	1756
Benalla Region	M	1838
Rutherglen	F	1964
Rutherglen	M	1901
Wangaratta	F	9922
Wangaratta	M	8791
Wangaratta Region	F	4737
Wangaratta Region	M	4857
Beechworth	F	2310
Beechworth	M	2261
Bright - Mount Beauty	F	4119
Bright - Mount Beauty	M	4033
Chiltern - Indigo Valley	F	1566
Chiltern - Indigo Valley	M	1536
Myrtleford	F	2358
Myrtleford	M	2276
Towong	F	2892
Towong	M	3061
West Wodonga	F	7703
West Wodonga	M	7250
Wodonga	F	12352
Wodonga	M	12045
Yackandandah	F	2290
Yackandandah	M	2199
Drouin	F	8360
Drouin	M	7849
Mount Baw Baw Region	F	2959
Mount Baw Baw Region	M	3061
Trafalgar (Vic.)	F	3895
Trafalgar (Vic.)	M	3752
Warragul	F	9797
Warragul	M	8965
Bairnsdale	F	7819
Bairnsdale	M	6905
Bruthen - Omeo	F	3767
Bruthen - Omeo	M	3974
Lakes Entrance	F	5047
Lakes Entrance	M	4867
Orbost	F	3164
Orbost	M	3282
Paynesville	F	3171
Paynesville	M	3141
Foster	F	4376
Foster	M	4352
French Island	F	54
French Island	M	61
Korumburra	F	4659
Korumburra	M	4462
Leongatha	F	5707
Leongatha	M	5369
Phillip Island	F	5376
Phillip Island	M	5008
Wilsons Promontory	F	3
Wilsons Promontory	M	8
Wonthaggi - Inverloch	F	11439
Wonthaggi - Inverloch	M	10786
Churchill	F	5751
Churchill	M	5648
Moe - Newborough	F	8527
Moe - Newborough	M	8022
Morwell	F	7011
Morwell	M	6801
Traralgon	F	13876
Traralgon	M	12910
Yallourn North - Glengarry	F	2222
Yallourn North - Glengarry	M	2325
Alps - West	F	6
Alps - West	M	16
Longford - Loch Sport	F	2048
Longford - Loch Sport	M	2250
Maffra	F	7038
Maffra	M	6829
Rosedale	F	1926
Rosedale	M	2796
Sale	F	7602
Sale	M	7041
Yarram	F	2615
Yarram	M	2692
Brunswick	F	13030
Brunswick	M	12405
Brunswick East	F	5783
Brunswick East	M	5180
Brunswick West	F	7143
Brunswick West	M	6591
Coburg	F	13494
Coburg	M	12667
Pascoe Vale South	F	5083
Pascoe Vale South	M	4881
Alphington - Fairfield	F	4653
Alphington - Fairfield	M	4284
Northcote	F	13097
Northcote	M	11570
Thornbury	F	9728
Thornbury	M	8738
Ascot Vale	F	7570
Ascot Vale	M	7178
Essendon - Aberfeldie	F	14319
Essendon - Aberfeldie	M	13164
Flemington	F	5262
Flemington	M	4851
Moonee Ponds	F	7380
Moonee Ponds	M	6875
Carlton	F	10266
Carlton	M	8730
Docklands	F	5316
Docklands	M	5652
East Melbourne	F	2612
East Melbourne	M	2355
Flemington Racecourse	F	45
Flemington Racecourse	M	43
Kensington (Vic.)	F	5599
Kensington (Vic.)	M	5216
Melbourne	F	19134
Melbourne	M	18190
North Melbourne	F	10360
North Melbourne	M	10273
Parkville	F	3950
Parkville	M	3455
South Yarra - West	F	3265
South Yarra - West	M	2834
Southbank	F	9274
Southbank	M	9396
West Melbourne	M	3
Albert Park	F	7843
Albert Park	M	7539
Elwood	F	8072
Elwood	M	7149
Port Melbourne	F	8431
Port Melbourne	M	7729
Port Melbourne Industrial	F	9
Port Melbourne Industrial	M	8
South Melbourne	F	5933
South Melbourne	M	5619
St Kilda	F	12960
St Kilda	M	13161
St Kilda East	F	8318
St Kilda East	M	8105
Armadale	F	4867
Armadale	M	4111
Prahran - Windsor	F	10123
Prahran - Windsor	M	9599
South Yarra - East	F	10884
South Yarra - East	M	9843
Toorak	F	7048
Toorak	M	6005
Abbotsford	F	4081
Abbotsford	M	4111
Carlton North - Princes Hill	F	4458
Carlton North - Princes Hill	M	3973
Collingwood	F	4287
Collingwood	M	4221
Fitzroy	F	5320
Fitzroy	M	5126
Fitzroy North	F	6633
Fitzroy North	M	5705
Richmond (Vic.)	F	15619
Richmond (Vic.)	M	14882
Yarra - North	F	4644
Yarra - North	M	4398
Ashburton (Vic.)	F	3936
Ashburton (Vic.)	M	3822
Balwyn	F	8448
Balwyn	M	7383
Balwyn North	F	10391
Balwyn North	M	9837
Camberwell	F	11430
Camberwell	M	9969
Glen Iris - East	F	8364
Glen Iris - East	M	7967
Hawthorn	F	11803
Hawthorn	M	11173
Hawthorn East	F	7918
Hawthorn East	M	7248
Kew	F	12924
Kew	M	11807
Kew East	F	3285
Kew East	M	3221
Surrey Hills (West) - Canterbury	F	8592
Surrey Hills (West) - Canterbury	M	7722
Bulleen	F	5641
Bulleen	M	5406
Doncaster	F	10665
Doncaster	M	9917
Templestowe	F	8628
Templestowe	M	7990
Templestowe Lower	F	7139
Templestowe Lower	M	6462
Doncaster East (North)	F	7409
Doncaster East (North)	M	7164
Doncaster East (South)	F	7378
Doncaster East (South)	M	6580
Blackburn	F	10973
Blackburn	M	10409
Blackburn South	F	5643
Blackburn South	M	5149
Box Hill	F	10265
Box Hill	M	9566
Box Hill North	F	9114
Box Hill North	M	8438
Burwood	F	6502
Burwood	M	5744
Burwood East	F	5210
Burwood East	M	5057
Surrey Hills (East) - Mont Albert	F	5211
Surrey Hills (East) - Mont Albert	M	4754
Beaumaris	F	7045
Beaumaris	M	6431
Brighton (Vic.)	F	12095
Brighton (Vic.)	M	10596
Brighton East	F	8241
Brighton East	M	7592
Cheltenham - Highett (West)	F	5764
Cheltenham - Highett (West)	M	5173
Hampton	F	9100
Hampton	M	8536
Sandringham - Black Rock	F	8616
Sandringham - Black Rock	M	7898
Bentleigh - McKinnon	F	11628
Bentleigh - McKinnon	M	10789
Carnegie	F	9395
Carnegie	M	8665
Caulfield - North	F	10844
Caulfield - North	M	10135
Caulfield - South	F	9047
Caulfield - South	M	8403
Elsternwick	F	5979
Elsternwick	M	5374
Hughesdale	F	3935
Hughesdale	M	3624
Murrumbeena	F	4665
Murrumbeena	M	4584
Ormond - Glen Huntly	F	6809
Ormond - Glen Huntly	M	6534
Bentleigh East (North)	F	7560
Bentleigh East (North)	M	7220
Bentleigh East (South)	F	6803
Bentleigh East (South)	M	6430
Aspendale Gardens - Waterways	F	4548
Aspendale Gardens - Waterways	M	4439
Braeside	F	30
Braeside	M	30
Carrum - Patterson Lakes	F	6002
Carrum - Patterson Lakes	M	5544
Chelsea - Bonbeach	F	7519
Chelsea - Bonbeach	M	6674
Chelsea Heights	F	2735
Chelsea Heights	M	2605
Cheltenham - Highett (East)	F	11690
Cheltenham - Highett (East)	M	10581
Edithvale - Aspendale	F	6501
Edithvale - Aspendale	M	6245
Mentone	F	6750
Mentone	M	6216
Moorabbin - Heatherton	F	4445
Moorabbin - Heatherton	M	4357
Mordialloc - Parkdale	F	10321
Mordialloc - Parkdale	M	9598
Malvern - Glen Iris	F	10506
Malvern - Glen Iris	M	9540
Malvern East	F	11049
Malvern East	M	10274
Bundoora - East	F	4918
Bundoora - East	M	4971
Greensborough	F	10571
Greensborough	M	9889
Heidelberg - Rosanna	F	7704
Heidelberg - Rosanna	M	7068
Heidelberg West	F	7283
Heidelberg West	M	6860
Ivanhoe	F	5994
Ivanhoe	M	5394
Ivanhoe East - Eaglemont	F	3917
Ivanhoe East - Eaglemont	M	3775
Montmorency - Briar Hill	F	8362
Montmorency - Briar Hill	M	7730
Viewbank - Yallambie	F	9243
Viewbank - Yallambie	M	9059
Watsonia	F	4641
Watsonia	M	4478
Kingsbury	F	5842
Kingsbury	M	5490
Reservoir - East	F	13929
Reservoir - East	M	13143
Reservoir - West	F	12113
Reservoir - West	M	11925
Preston - East	F	10200
Preston - East	M	9824
Preston - West	F	6256
Preston - West	M	5931
Eltham	F	11759
Eltham	M	11145
Hurstbridge	F	1752
Hurstbridge	M	1698
Kinglake	F	1879
Kinglake	M	1969
Panton Hill - St Andrews	F	2560
Panton Hill - St Andrews	M	2596
Plenty - Yarrambat	F	4675
Plenty - Yarrambat	M	4688
Research - North Warrandyte	F	3345
Research - North Warrandyte	M	3359
Wattle Glen - Diamond Creek	F	6922
Wattle Glen - Diamond Creek	M	6776
Bundoora - North	F	3788
Bundoora - North	M	3660
Bundoora - West	F	3074
Bundoora - West	M	3115
Lalor	F	11442
Lalor	M	11370
Mill Park - North	F	9043
Mill Park - North	M	8776
Mill Park - South	F	6058
Mill Park - South	M	5837
Thomastown	F	10147
Thomastown	M	10163
Wallan	F	8055
Wallan	M	8164
Whittlesea	F	4050
Whittlesea	M	4076
Doreen	F	10792
Doreen	M	10143
Epping - East	F	6669
Epping - East	M	6497
Epping - South	F	4207
Epping - South	M	4130
Epping - West	F	5431
Epping - West	M	5453
Mernda	F	8459
Mernda	M	8001
South Morang (North)	F	6106
South Morang (North)	M	5944
South Morang (South)	F	6139
South Morang (South)	M	5868
Wollert	F	4551
Wollert	M	4511
Airport West	F	3906
Airport West	M	3655
Keilor	F	4300
Keilor	M	4206
Keilor East	F	13464
Keilor East	M	12681
Niddrie - Essendon West	F	3610
Niddrie - Essendon West	M	3312
Strathmore	F	4751
Strathmore	M	4673
Gisborne	F	6513
Gisborne	M	6319
Macedon	F	1637
Macedon	M	1738
Riddells Creek	F	2054
Riddells Creek	M	1957
Romsey	F	4673
Romsey	M	4692
Coburg North	F	3903
Coburg North	M	3778
Fawkner	F	6762
Fawkner	M	7006
Pascoe Vale	F	12031
Pascoe Vale	M	11416
Glenroy	F	11029
Glenroy	M	11081
Gowanbrae	F	1511
Gowanbrae	M	1388
Hadfield	F	2869
Hadfield	M	2736
Sunbury	F	6432
Sunbury	M	6280
Sunbury - South	F	13719
Sunbury - South	M	12933
Broadmeadows	F	6379
Broadmeadows	M	6922
Campbellfield - Coolaroo	F	8027
Campbellfield - Coolaroo	M	8088
Gladstone Park - Westmeadows	F	9005
Gladstone Park - Westmeadows	M	8599
Greenvale - Bulla	F	8095
Greenvale - Bulla	M	8199
Meadow Heights	F	7444
Meadow Heights	M	7390
Melbourne Airport	F	93
Melbourne Airport	M	93
Roxburgh Park - Somerton	F	11096
Roxburgh Park - Somerton	M	10721
Tullamarine	F	3254
Tullamarine	M	3211
Craigieburn - Central	F	4151
Craigieburn - Central	M	4234
Craigieburn - North	F	5760
Craigieburn - North	M	5759
Craigieburn - South	F	8040
Craigieburn - South	M	8244
Craigieburn - West	F	7098
Craigieburn - West	M	7053
Mickleham - Yuroke	F	1685
Mickleham - Yuroke	M	1702
Bayswater	F	6194
Bayswater	M	5879
Knoxfield - Scoresby	F	7643
Knoxfield - Scoresby	M	7448
Lysterfield	F	3314
Lysterfield	M	3270
Rowville - Central	F	7756
Rowville - Central	M	7462
Rowville - North	F	4083
Rowville - North	M	3926
Rowville - South	F	5327
Rowville - South	M	5240
Wantirna	F	7173
Wantirna	M	6747
Wantirna South	F	9281
Wantirna South	M	8527
Boronia	F	11375
Boronia	M	10719
Ferntree Gully (North)	F	7109
Ferntree Gully (North)	M	6783
Ferntree Gully (South) - Upper Ferntree Gully	F	7420
Ferntree Gully (South) - Upper Ferntree Gully	M	7203
The Basin	F	2143
The Basin	M	2132
Donvale - Park Orchards	F	8147
Donvale - Park Orchards	M	7798
Warrandyte - Wonga Park	F	5007
Warrandyte - Wonga Park	M	5039
Bayswater North	F	5991
Bayswater North	M	5782
Croydon Hills - Warranwood	F	9156
Croydon Hills - Warranwood	M	8831
Ringwood	F	8849
Ringwood	M	8298
Ringwood East	F	10381
Ringwood East	M	9878
Ringwood North	F	4788
Ringwood North	M	4730
Croydon - East	F	8047
Croydon - East	M	7137
Croydon - West	F	7093
Croydon - West	M	6258
Croydon South	F	2451
Croydon South	M	2258
Forest Hill	F	5578
Forest Hill	M	5052
Mitcham (Vic.)	F	8345
Mitcham (Vic.)	M	7799
Nunawading	F	6126
Nunawading	M	5752
Vermont	F	5344
Vermont	M	5101
Vermont South	F	6082
Vermont South	M	5593
Belgrave - Selby	F	5028
Belgrave - Selby	M	4991
Chirnside Park	F	4969
Chirnside Park	M	4901
Healesville - Yarra Glen	F	7028
Healesville - Yarra Glen	M	6680
Kilsyth	F	4781
Kilsyth	M	4399
Lilydale - Coldstream	F	9660
Lilydale - Coldstream	M	9055
Monbulk - Silvan	F	2825
Monbulk - Silvan	M	2810
Montrose	F	3472
Montrose	M	3337
Mooroolbark	F	11179
Mooroolbark	M	10874
Mount Dandenong - Olinda	F	4840
Mount Dandenong - Olinda	M	4867
Mount Evelyn	F	4872
Mount Evelyn	M	4830
Upwey - Tecoma	F	4789
Upwey - Tecoma	M	4816
Wandin - Seville	F	3829
Wandin - Seville	M	3770
Yarra Valley	F	8066
Yarra Valley	M	8096
Beaconsfield - Officer	F	6551
Beaconsfield - Officer	M	6475
Bunyip - Garfield	F	4331
Bunyip - Garfield	M	4315
Emerald - Cockatoo	F	8873
Emerald - Cockatoo	M	9127
Koo Wee Rup	F	3787
Koo Wee Rup	M	3687
Pakenham - North	F	9575
Pakenham - North	M	9024
Pakenham - South	F	14724
Pakenham - South	M	13815
Berwick - North	F	12027
Berwick - North	M	10868
Berwick - South	F	12992
Berwick - South	M	12804
Doveton	F	5362
Doveton	M	5939
Hallam	F	5402
Hallam	M	5355
Narre Warren North	F	3880
Narre Warren North	M	3874
Endeavour Hills - North	F	5936
Endeavour Hills - North	M	5955
Endeavour Hills - South	F	6657
Endeavour Hills - South	M	6698
Narre Warren - North East	F	6687
Narre Warren - North East	M	6716
Narre Warren - South West	F	6983
Narre Warren - South West	M	6968
Cranbourne	F	10057
Cranbourne	M	10032
Cranbourne East	F	13199
Cranbourne East	M	12489
Cranbourne North	F	10066
Cranbourne North	M	10049
Cranbourne South	F	4441
Cranbourne South	M	4384
Cranbourne West	F	7524
Cranbourne West	M	7533
Hampton Park - Lynbrook	F	12551
Hampton Park - Lynbrook	M	12978
Lynbrook - Lyndhurst	F	7654
Lynbrook - Lyndhurst	M	7566
Pearcedale - Tooradin	F	3794
Pearcedale - Tooradin	M	3950
Narre Warren South (East)	F	6570
Narre Warren South (East)	M	6553
Narre Warren South (West)	F	8479
Narre Warren South (West)	M	8307
Clarinda - Oakleigh South	F	5865
Clarinda - Oakleigh South	M	5791
Clayton South	F	6155
Clayton South	M	6491
Dandenong	F	14194
Dandenong	M	16479
Dandenong North	F	11049
Dandenong North	M	11380
Dingley Village	F	5208
Dingley Village	M	5073
Keysborough	F	13129
Keysborough	M	12847
Noble Park North	F	3722
Noble Park North	M	3764
Springvale	F	10577
Springvale	M	11193
Springvale South	F	6362
Springvale South	M	6279
Noble Park - East	F	6110
Noble Park - East	M	6322
Noble Park - West	F	9354
Noble Park - West	M	9279
Ashwood - Chadstone	F	9363
Ashwood - Chadstone	M	8935
Clayton	F	11141
Clayton	M	11269
Glen Waverley - East	F	10716
Glen Waverley - East	M	10370
Glen Waverley - West	F	9829
Glen Waverley - West	M	9412
Mount Waverley - North	F	7817
Mount Waverley - North	M	7461
Mount Waverley - South	F	9384
Mount Waverley - South	M	8951
Mulgrave	F	9747
Mulgrave	M	9619
Oakleigh - Huntingdale	F	10764
Oakleigh - Huntingdale	M	10528
Wheelers Hill	F	10198
Wheelers Hill	M	9555
Ardeer - Albion	F	3710
Ardeer - Albion	M	4121
Cairnlea	F	4879
Cairnlea	M	4783
Deer Park - Derrimut	F	13203
Deer Park - Derrimut	M	13054
Delahey	F	4297
Delahey	M	4043
Keilor Downs	F	6635
Keilor Downs	M	6551
Kings Park (Vic.)	F	6947
Kings Park (Vic.)	M	6889
St Albans - North	F	10000
St Albans - North	M	10090
St Albans - South	F	8502
St Albans - South	M	8724
Sunshine	F	4670
Sunshine	M	5097
Sunshine North	F	5876
Sunshine North	M	5823
Sunshine West	F	9308
Sunshine West	M	9277
Sydenham	F	6086
Sydenham	M	5922
Taylors Lakes	F	8667
Taylors Lakes	M	8671
Altona	F	6583
Altona	M	6109
Altona Meadows	F	9800
Altona Meadows	M	9361
Altona North	F	7103
Altona North	M	6906
Newport	F	8976
Newport	M	8604
Seabrook	F	2633
Seabrook	M	2491
Williamstown	F	7851
Williamstown	M	7603
Braybrook	F	9043
Braybrook	M	9189
Footscray	F	7800
Footscray	M	8543
Maribyrnong	F	6154
Maribyrnong	M	6068
Seddon - Kingsville	F	4668
Seddon - Kingsville	M	4571
West Footscray - Tottenham	F	5567
West Footscray - Tottenham	M	5889
Yarraville	F	7650
Yarraville	M	7153
Bacchus Marsh	F	10407
Bacchus Marsh	M	9944
Hillside	F	10247
Hillside	M	9973
Melton	F	9573
Melton	M	9328
Melton South	F	11945
Melton South	M	11494
Melton West	F	9001
Melton West	M	8547
Rockbank - Mount Cottrell	F	1272
Rockbank - Mount Cottrell	M	1775
Taylors Hill	F	9761
Taylors Hill	M	9460
Burnside	F	2487
Burnside	M	2268
Burnside Heights	F	3045
Burnside Heights	M	3020
Caroline Springs	F	10046
Caroline Springs	M	9857
