SA2_NAME16	Sex	persons
Rangeville	F	4421
Rangeville	M	3891
Toowoomba - Central	F	7003
Toowoomba - Central	M	6368
Toowoomba - East	F	5109
Toowoomba - East	M	4650
Toowoomba - West	F	6683
Toowoomba - West	M	6319
Wilsonton	F	6941
Wilsonton	M	6375
Ayr	F	4597
Ayr	M	4497
Burdekin	F	3776
Burdekin	M	4143
Charters Towers	F	4187
Charters Towers	M	3940
Dalrymple	F	1812
Dalrymple	M	1946
Ingham	F	2259
Ingham	M	2171
Ingham Region	F	3069
Ingham Region	M	3386
Palm Island	F	1235
Palm Island	M	1209
Aitkenvale	F	2398
Aitkenvale	M	2393
Annandale	F	4575
Annandale	M	5491
Belgian Gardens - Pallarenda	F	1693
Belgian Gardens - Pallarenda	M	1587
Bohle Plains	F	3660
Bohle Plains	M	3573
Condon - Rasmussen	F	5377
Condon - Rasmussen	M	5101
Cranbrook	F	2975
Cranbrook	M	2936
Deeragun	F	11196
Deeragun	M	11210
Douglas	F	3984
Douglas	M	3762
Garbutt - West End	F	3258
Garbutt - West End	M	3278
Gulliver - Currajong - Vincent	F	3895
Gulliver - Currajong - Vincent	M	3835
Heatley	F	2119
Heatley	M	1914
Hermit Park - Rosslea	F	2655
Hermit Park - Rosslea	M	2494
Hyde Park - Pimlico	F	2373
Hyde Park - Pimlico	M	2279
Kelso	F	5404
Kelso	M	5225
Kirwan - East	F	4010
Kirwan - East	M	3806
Kirwan - West	F	8046
Kirwan - West	M	7513
Magnetic Island	F	1165
Magnetic Island	M	1174
Mount Louisa	F	4599
Mount Louisa	M	4661
Mundingburra	F	1932
Mundingburra	M	1690
Northern Beaches	F	3029
Northern Beaches	M	3337
Oonoonba	F	3245
Oonoonba	M	3309
South Townsville - Railway Estate	F	2574
South Townsville - Railway Estate	M	2629
Townsville - South	F	2017
Townsville - South	M	2281
Townsville City - North Ward	F	4425
Townsville City - North Ward	M	4628
Wulguru - Roseneath	F	2828
Wulguru - Roseneath	M	3266
Ashfield - Kepnock	F	2686
Ashfield - Kepnock	M	2544
Bargara - Burnett Heads	F	8464
Bargara - Burnett Heads	M	8130
Branyan - Kensington	F	2319
Branyan - Kensington	M	2389
Bundaberg	F	3080
Bundaberg	M	3037
Bundaberg East - Kalkie	F	2803
Bundaberg East - Kalkie	M	2669
Bundaberg North - Gooburrum	F	3728
Bundaberg North - Gooburrum	M	3486
Bundaberg Region - North	F	4367
Bundaberg Region - North	M	4501
Bundaberg Region - South	F	4796
Bundaberg Region - South	M	5047
Millbank - Avoca	F	3973
Millbank - Avoca	M	3442
Svensson Heights - Norville	F	2932
Svensson Heights - Norville	M	2684
Walkervale - Avenell Heights	F	5600
Walkervale - Avenell Heights	M	5097
Gayndah - Mundubbera	F	3266
Gayndah - Mundubbera	M	3391
Gin Gin	F	2435
Gin Gin	M	2683
Kingaroy	F	5306
Kingaroy	M	4985
Kingaroy Region - North	F	4749
Kingaroy Region - North	M	4818
Kingaroy Region - South	F	1905
Kingaroy Region - South	M	2018
Monto - Eidsvold	F	1859
Monto - Eidsvold	M	1968
Nanango	F	4753
Nanango	M	4926
North Burnett	F	3
North Burnett	M	3
Cooloola	F	3045
Cooloola	M	3219
Gympie - North	F	7513
Gympie - North	M	6703
Gympie - South	F	3500
Gympie - South	M	3248
Gympie Region	F	9058
Gympie Region	M	9503
Kilkivan	F	1827
Kilkivan	M	1861
Booral - River Heads	F	2283
Booral - River Heads	M	2317
Craignish - Dundowran Beach	F	2402
Craignish - Dundowran Beach	M	2413
Pialba - Eli Waters	F	7448
Pialba - Eli Waters	M	6503
Point Vernon	F	2953
Point Vernon	M	2737
Torquay - Scarness - Kawungan	F	7937
Torquay - Scarness - Kawungan	M	7067
Urangan - Wondunna	F	6482
Urangan - Wondunna	M	6129
Burrum - Fraser	F	4771
Burrum - Fraser	M	4800
Granville	F	1593
Granville	M	1615
Maryborough (Qld)	F	9127
Maryborough (Qld)	M	9114
Maryborough Region - South	F	4013
Maryborough Region - South	M	4377
Tinana	F	2753
Tinana	M	2725
Migratory - Offshore - Shipping (Qld)	F	87
Migratory - Offshore - Shipping (Qld)	M	66
No usual address (Qld)	F	5572
No usual address (Qld)	M	6937
Adelaide	F	7194
Adelaide	M	7919
North Adelaide	F	3567
North Adelaide	M	3392
Adelaide Hills	F	3362
Adelaide Hills	M	3464
Aldgate - Stirling	F	8856
Aldgate - Stirling	M	8608
Hahndorf - Echunga	F	2260
Hahndorf - Echunga	M	2209
Lobethal - Woodside	F	4573
Lobethal - Woodside	M	4444
Mount Barker	F	9078
Mount Barker	M	8292
Mount Barker Region	F	3132
Mount Barker Region	M	3147
Nairne	F	2561
Nairne	M	2485
Uraidla - Summertown	F	2660
Uraidla - Summertown	M	2755
Burnside - Wattle Park	F	9672
Burnside - Wattle Park	M	8843
Glenside - Beaumont	F	5063
Glenside - Beaumont	M	4544
Toorak Gardens	F	8453
Toorak Gardens	M	7336
Athelstone	F	4601
Athelstone	M	4548
Paradise - Newton	F	10134
Paradise - Newton	M	9585
Rostrevor - Magill	F	11228
Rostrevor - Magill	M	10432
Norwood (SA)	F	5266
Norwood (SA)	M	4802
Payneham - Felixstow	F	6601
Payneham - Felixstow	M	5740
St Peters - Marden	F	6559
St Peters - Marden	M	6392
Nailsworth - Broadview	F	3090
Nailsworth - Broadview	M	2991
Prospect	F	7143
Prospect	M	7303
Walkerville	F	3879
Walkerville	M	3676
Goodwood - Millswood	F	9243
Goodwood - Millswood	M	8338
Unley - Parkside	F	10705
Unley - Parkside	M	9433
Gawler - North	F	4649
Gawler - North	M	4553
Gawler - South	F	10266
Gawler - South	M	9537
Lewiston - Two Wells	F	2712
Lewiston - Two Wells	M	2923
Craigmore - Blakeview	F	9268
Craigmore - Blakeview	M	8854
Davoren Park	F	8920
Davoren Park	M	8737
Elizabeth	F	5237
Elizabeth	M	5136
Elizabeth East	F	6512
Elizabeth East	M	6399
Munno Para West - Angle Vale	F	6153
Munno Para West - Angle Vale	M	5975
One Tree Hill	F	1200
One Tree Hill	M	1314
Smithfield - Elizabeth North	F	6157
Smithfield - Elizabeth North	M	6083
Virginia - Waterloo Corner	F	2058
Virginia - Waterloo Corner	M	2164
Enfield - Blair Athol	F	11185
Enfield - Blair Athol	M	11987
Northgate - Oakden - Gilles Plains	F	12281
Northgate - Oakden - Gilles Plains	M	12310
Windsor Gardens	F	10447
Windsor Gardens	M	9835
Ingle Farm	F	7513
Ingle Farm	M	7327
Para Hills	F	7278
Para Hills	M	7311
Parafield	F	22
Parafield	M	83
Parafield Gardens	F	8509
Parafield Gardens	M	8438
Paralowie	F	8389
Paralowie	M	8358
Salisbury	F	8860
Salisbury	M	8746
Salisbury East	F	8874
Salisbury East	M	8666
Salisbury North	F	8620
Salisbury North	M	8588
Mawson Lakes - Globe Derby Park	F	6605
Mawson Lakes - Globe Derby Park	M	6727
Pooraka - Cavan	F	3878
Pooraka - Cavan	M	3854
Golden Grove	F	5383
Golden Grove	M	4960
Greenwith	F	4610
Greenwith	M	4382
Highbury - Dernancourt	F	5214
Highbury - Dernancourt	M	5260
Hope Valley - Modbury	F	8585
Hope Valley - Modbury	M	7839
Modbury Heights	F	9694
Modbury Heights	M	9203
Redwood Park	F	7997
Redwood Park	M	8050
St Agnes - Ridgehaven	F	6413
St Agnes - Ridgehaven	M	6019
Brighton (SA)	F	7277
Brighton (SA)	M	6552
Glenelg (SA)	F	10372
Glenelg (SA)	M	9498
Edwardstown	F	6929
Edwardstown	M	6577
Hallett Cove	F	6247
Hallett Cove	M	6146
Marino - Seaview Downs	F	4736
Marino - Seaview Downs	M	4540
Mitchell Park	F	8012
Mitchell Park	M	7144
Morphettville	F	7715
Morphettville	M	6947
Sheidow Park - Trott Park	F	5160
Sheidow Park - Trott Park	M	4956
Warradale	F	7968
Warradale	M	7002
Belair	F	2339
Belair	M	2262
Bellevue Heights	F	3909
Bellevue Heights	M	3521
Blackwood	F	6094
Blackwood	M	5903
Colonel Light Gardens	F	8177
Colonel Light Gardens	M	7420
Mitcham (SA)	F	8263
Mitcham (SA)	M	7574
Panorama	F	4135
Panorama	M	3929
Aberfoyle Park	F	6000
Aberfoyle Park	M	5656
Aldinga	F	7918
Aldinga	M	7460
Christie Downs	F	4814
Christie Downs	M	4523
Christies Beach	F	5151
Christies Beach	M	5082
Clarendon	F	1344
Clarendon	M	1308
Coromandel Valley	F	2126
Coromandel Valley	M	2192
Flagstaff Hill	F	5232
Flagstaff Hill	M	5293
Hackham - Onkaparinga Hills	F	3237
Hackham - Onkaparinga Hills	M	3071
Hackham West - Huntfield Heights	F	3884
Hackham West - Huntfield Heights	M	3700
Happy Valley	F	6952
Happy Valley	M	6662
Lonsdale	F	15
Lonsdale	M	16
McLaren Vale	F	3062
McLaren Vale	M	2914
Morphett Vale - East	F	6949
Morphett Vale - East	M	6643
Morphett Vale - West	F	4854
Morphett Vale - West	M	4686
Reynella	F	5147
Reynella	M	5005
Seaford (SA)	F	11479
Seaford (SA)	M	10883
Willunga	F	1716
Willunga	M	1679
Woodcroft	F	5891
Woodcroft	M	5488
Beverley	F	3912
Beverley	M	3861
Flinders Park	F	7480
Flinders Park	M	6981
Henley Beach	F	7469
Henley Beach	M	7368
Hindmarsh - Brompton	F	8893
Hindmarsh - Brompton	M	8736
Royal Park - Hendon - Albert Park	F	3062
Royal Park - Hendon - Albert Park	M	2802
Seaton - Grange	F	8480
Seaton - Grange	M	7800
West Lakes	F	7441
West Lakes	M	6920
Woodville - Cheltenham	F	8795
Woodville - Cheltenham	M	8690
Largs Bay - Semaphore	F	7495
Largs Bay - Semaphore	M	6993
North Haven	F	7342
North Haven	M	6910
Port Adelaide	F	5371
Port Adelaide	M	5414
The Parks	F	9338
The Parks	M	9104
Torrens Island	M	5
Fulham	F	1400
Fulham	M	1306
Lockleys	F	6458
Lockleys	M	6253
Plympton	F	12472
Plympton	M	11771
Richmond (SA)	F	8410
Richmond (SA)	M	8058
West Beach	F	2553
West Beach	M	2409
Barossa - Angaston	F	3055
Barossa - Angaston	M	3055
Light	F	4415
Light	M	4551
Lyndoch	F	3024
Lyndoch	M	3132
Mallala	F	1536
Mallala	M	1637
Nuriootpa	F	3407
Nuriootpa	M	3145
Tanunda	F	2334
Tanunda	M	2209
Clare	F	2090
Clare	M	1955
Gilbert Valley	F	2411
Gilbert Valley	M	2488
Goyder	F	2067
Goyder	M	2092
Wakefield - Barunga West	F	4627
Wakefield - Barunga West	M	4821
Jamestown	F	2226
Jamestown	M	2333
Peterborough - Mount Remarkable	F	2683
Peterborough - Mount Remarkable	M	2715
Port Pirie	F	7162
Port Pirie	M	6845
Port Pirie Region	F	1666
Port Pirie Region	M	1635
Kadina	F	2670
Kadina	M	2599
Moonta	F	2412
Moonta	M	2422
Wallaroo	F	2024
Wallaroo	M	2016
Yorke Peninsula - North	F	3488
Yorke Peninsula - North	M	3639
Yorke Peninsula - South	F	1868
Yorke Peninsula - South	M	2063
Ceduna	F	1302
Ceduna	M	1254
Eyre Peninsula	F	3198
Eyre Peninsula	M	3297
Kimba - Cleve - Franklin Harbour	F	2026
Kimba - Cleve - Franklin Harbour	M	2216
Le Hunte - Elliston	F	1081
Le Hunte - Elliston	M	1182
Port Lincoln	F	7821
Port Lincoln	M	7867
West Coast (SA)	F	1651
West Coast (SA)	M	1877
Western	F	30
Western	M	44
Whyalla	F	10880
Whyalla	M	10875
APY Lands	F	1190
APY Lands	M	1080
Coober Pedy	F	801
Coober Pedy	M	962
Quorn - Lake Gilles	F	1053
Quorn - Lake Gilles	M	1076
Outback	F	991
Outback	M	1644
Port Augusta	F	6641
Port Augusta	M	6871
Roxby Downs	F	1665
Roxby Downs	M	2224
Goolwa - Port Elliot	F	5777
Goolwa - Port Elliot	M	5344
Kangaroo Island	F	2297
Kangaroo Island	M	2405
Strathalbyn	F	3708
Strathalbyn	M	3393
Strathalbyn Region	F	3636
Strathalbyn Region	M	3726
Victor Harbor	F	7611
Victor Harbor	M	6770
Yankalilla	F	2897
Yankalilla	M	2833
Grant	F	2515
Grant	M	3319
Kingston - Robe	F	1801
Kingston - Robe	M	1919
Millicent	F	2673
Millicent	M	2582
Naracoorte	F	2925
Naracoorte	M	3110
Naracoorte Region	F	1055
Naracoorte Region	M	1197
Penola	F	1502
Penola	M	1612
Tatiara	F	3139
Tatiara	M	3480
Wattle Range	F	1594
Wattle Range	M	1675
Mount Gambier - East	F	7511
Mount Gambier - East	M	7163
Mount Gambier - West	F	7223
Mount Gambier - West	M	6788
Barmera	F	3207
Barmera	M	3299
Berri	F	2091
Berri	M	1998
Karoonda - Lameroo	F	1470
Karoonda - Lameroo	M	1562
Loxton	F	2743
Loxton	M	2625
Loxton Region	F	821
Loxton Region	M	879
Mannum	F	2993
Mannum	M	3189
Murray Bridge	F	8854
Murray Bridge	M	8705
Murray Bridge Region	F	1688
Murray Bridge Region	M	1956
Renmark	F	2412
Renmark	M	2225
Renmark Region	F	2337
Renmark Region	M	2501
The Coorong	F	2623
The Coorong	M	2767
Waikerie	F	3092
Waikerie	M	3518
Migratory - Offshore - Shipping (SA)	M	6
No usual address (SA)	F	1129
No usual address (SA)	M	1734
Augusta	F	2706
Augusta	M	2730
Busselton	F	13683
Busselton	M	12652
Busselton Region	F	5061
Busselton Region	M	5213
Margaret River	F	4423
Margaret River	M	4403
Australind - Leschenault	F	8887
Australind - Leschenault	M	8703
Capel	F	2647
Capel	M	2548
College Grove - Carey Park	F	3287
College Grove - Carey Park	M	3454
Collie	F	4363
Collie	M	4435
Dardanup	F	1551
Dardanup	M	1594
Davenport	F	4
Davenport	M	6
Eaton - Pelican Point	F	5974
Eaton - Pelican Point	M	5781
Harvey	F	4375
Harvey	M	4586
East Bunbury - Glen Iris	F	3630
East Bunbury - Glen Iris	M	3362
Waroona	F	2076
Waroona	M	2071
Dalyellup	F	4593
Dalyellup	M	4397
Gelorup - Stratham	F	1531
Gelorup - Stratham	M	1476
South Bunbury - Bunbury	F	6292
South Bunbury - Bunbury	M	5864
Withers - Usher	F	2616
Withers - Usher	M	2527
Bridgetown - Boyup Brook	F	3240
Bridgetown - Boyup Brook	M	3120
Donnybrook - Balingup	F	2972
Donnybrook - Balingup	M	2899
Manjimup	F	2814
Manjimup	M	2729
Pemberton	F	2412
Pemberton	M	2621
Dawesville - Bouvard	F	3500
Dawesville - Bouvard	M	3585
Falcon - Wannanup	F	4411
Falcon - Wannanup	M	4373
Greenfields	F	5179
Greenfields	M	4674
Halls Head - Erskine	F	9570
Halls Head - Erskine	M	8961
Mandurah	F	4663
Mandurah	M	4430
Mandurah - East	F	2872
Mandurah - East	M	2942
Mandurah - North	F	9139
Mandurah - North	M	8640
Mandurah - South	F	5403
Mandurah - South	M	4770
Pinjarra	F	4858
Pinjarra	M	4768
City Beach	F	3380
City Beach	M	3234
Claremont (WA)	F	4294
Claremont (WA)	M	3850
Cottesloe	F	3757
Cottesloe	M	3616
Floreat	F	3995
Floreat	M	3905
Mosman Park - Peppermint Grove	F	5636
Mosman Park - Peppermint Grove	M	4752
Nedlands - Dalkeith - Crawley	F	9320
Nedlands - Dalkeith - Crawley	M	9212
Swanbourne - Mount Claremont	F	4322
Swanbourne - Mount Claremont	M	4355
Kings Park (WA)	F	9
Kings Park (WA)	M	8
Mount Hawthorn - Leederville	F	5510
Mount Hawthorn - Leederville	M	5196
Mount Lawley - Inglewood	F	8513
Mount Lawley - Inglewood	M	8001
North Perth	F	4465
North Perth	M	4358
Perth City	F	14855
Perth City	M	16440
Subiaco - Shenton Park	F	8518
Subiaco - Shenton Park	M	7948
Wembley - West Leederville - Glendalough	F	9114
Wembley - West Leederville - Glendalough	M	8731
Bassendean - Eden Hill - Ashfield	F	7663
Bassendean - Eden Hill - Ashfield	M	7427
Bayswater - Embleton - Bedford	F	11697
Bayswater - Embleton - Bedford	M	11261
Maylands	F	6232
Maylands	M	6479
Morley	F	10854
Morley	M	10861
Noranda	F	4061
Noranda	M	3919
Chidlow	F	1406
Chidlow	M	3314
Glen Forrest - Darlington	F	3575
Glen Forrest - Darlington	M	3484
Helena Valley - Koongamia	F	2678
Helena Valley - Koongamia	M	2636
Malmalling - Reservoir	F	3
Malmalling - Reservoir	M	5
Mundaring	F	6416
Mundaring	M	6452
Swan View - Greenmount - Midvale	F	6106
Swan View - Greenmount - Midvale	M	5966
Avon Valley National Park	F	3
Avon Valley National Park	M	4
Ballajura	F	9417
Ballajura	M	9328
Beechboro	F	9151
Beechboro	M	8946
Bullsbrook	F	2612
Bullsbrook	M	2572
Ellenbrook	F	18471
Ellenbrook	M	17647
Gidgegannup	F	1347
Gidgegannup	M	1395
Hazelmere - Guildford	F	2070
Hazelmere - Guildford	M	2114
Lockridge - Kiara	F	5264
Lockridge - Kiara	M	5318
Malaga	F	3
Malaga	M	10
Middle Swan - Herne Hill	F	2669
Middle Swan - Herne Hill	M	2743
Midland - Guildford	F	5328
Midland - Guildford	M	5340
Stratton - Jane Brook	F	3442
Stratton - Jane Brook	M	3446
The Vines	F	4958
The Vines	M	4949
Craigie - Beldon	F	4907
Craigie - Beldon	M	4892
Currambine - Kinross	F	6929
Currambine - Kinross	M	6871
Duncraig	F	7711
Duncraig	M	7558
Greenwood - Warwick	F	6677
Greenwood - Warwick	M	6669
Heathridge - Connolly	F	5144
Heathridge - Connolly	M	5154
Hillarys	F	5472
Hillarys	M	5337
Iluka - Burns Beach	F	4371
Iluka - Burns Beach	M	4269
Joondalup - Edgewater	F	6816
Joondalup - Edgewater	M	6780
Kingsley	F	6730
Kingsley	M	6327
Mullaloo - Kallaroo	F	5700
Mullaloo - Kallaroo	M	5467
Ocean Reef	F	3920
Ocean Reef	M	3926
Padbury	F	4035
Padbury	M	4147
Sorrento - Marmion	F	4921
Sorrento - Marmion	M	4703
Woodvale	F	4701
Woodvale	M	4578
Balcatta - Hamersley	F	7834
Balcatta - Hamersley	M	7528
Balga - Mirrabooka	F	9815
Balga - Mirrabooka	M	10235
Dianella	F	12415
Dianella	M	11715
Innaloo - Doubleview	F	8728
Innaloo - Doubleview	M	7829
Karrinyup - Gwelup - Carine	F	10510
Karrinyup - Gwelup - Carine	M	9787
Nollamara - Westminster	F	8874
Nollamara - Westminster	M	8894
Osborne Park Industrial	F	4
Osborne Park Industrial	M	5
Scarborough	F	7789
Scarborough	M	7637
Stirling - Osborne Park	F	6928
Stirling - Osborne Park	M	6821
Trigg - North Beach - Watermans Bay	F	3867
Trigg - North Beach - Watermans Bay	M	3657
Tuart Hill - Joondanna	F	6348
Tuart Hill - Joondanna	M	5549
Wembley Downs - Churchlands - Woodlands	F	7042
Wembley Downs - Churchlands - Woodlands	M	6906
Yokine - Coolbinia - Menora	F	8248
Yokine - Coolbinia - Menora	M	7467
Alexander Heights - Koondoola	F	5880
Alexander Heights - Koondoola	M	6096
Butler - Merriwa - Ridgewood	F	12081
Butler - Merriwa - Ridgewood	M	11357
Carramar	F	8470
Carramar	M	8148
Clarkson	F	6574
Clarkson	M	6398
Girrawheen	F	4328
Girrawheen	M	4433
Madeley - Darch - Landsdale	F	12809
Madeley - Darch - Landsdale	M	12597
Marangaroo	F	5390
Marangaroo	M	5197
Mindarie - Quinns Rocks - Jindalee	F	9422
Mindarie - Quinns Rocks - Jindalee	M	9351
Neerabup National Park	F	3
Neerabup National Park	M	5
Tapping - Ashby - Sinagra	F	6721
Tapping - Ashby - Sinagra	M	6541
Wanneroo	F	13040
Wanneroo	M	12583
Alkimos - Eglinton	F	4070
Alkimos - Eglinton	M	3878
Carabooda - Pinjar	F	332
Carabooda - Pinjar	M	399
Two Rocks	F	1461
Two Rocks	M	1533
Yanchep	F	4497
Yanchep	M	4364
Armadale - Wungong - Brookdale	F	9746
Armadale - Wungong - Brookdale	M	9296
Ashendon - Lesley	F	8
Ashendon - Lesley	M	5
Camillo - Champion Lakes	F	2764
Camillo - Champion Lakes	M	2771
Forrestdale - Harrisdale - Piara Waters	F	9664
Forrestdale - Harrisdale - Piara Waters	M	9597
Kelmscott	F	5226
Kelmscott	M	5259
Mount Nasura - Mount Richon - Bedfordale	F	3978
Mount Nasura - Mount Richon - Bedfordale	M	3974
Roleystone	F	3513
Roleystone	M	3522
Seville Grove	F	5102
Seville Grove	M	5172
Belmont - Ascot - Redcliffe	F	7030
Belmont - Ascot - Redcliffe	M	7294
East Victoria Park - Carlisle	F	8214
East Victoria Park - Carlisle	M	8336
Kewdale Commercial	F	3
Kewdale Commercial	M	8
Perth Airport	F	12
Perth Airport	M	23
Rivervale - Kewdale - Cloverdale	F	12400
Rivervale - Kewdale - Cloverdale	M	12927
Victoria Park - Lathlain - Burswood	F	7060
Victoria Park - Lathlain - Burswood	M	7426
Bentley - Wilson - St James	F	9884
Bentley - Wilson - St James	M	10178
Canning Vale - West	F	5133
Canning Vale - West	M	4859
Cannington - Queens Park	F	8793
Cannington - Queens Park	M	9259
Parkwood - Ferndale - Lynwood	F	6901
Parkwood - Ferndale - Lynwood	M	6905
Riverton - Shelley - Rossmoyne	F	6972
Riverton - Shelley - Rossmoyne	M	6510
Welshpool	F	5
Welshpool	M	13
Willetton	F	9219
Willetton	M	8968
Beckenham - Kenwick - Langford	F	9064
Beckenham - Kenwick - Langford	M	9812
Canning Vale - East	F	11123
Canning Vale - East	M	11944
Gosnells	F	10230
Gosnells	M	10057
Huntingdale - Southern River	F	9431
Huntingdale - Southern River	M	9605
Maddington - Orange Grove - Martin	F	6608
Maddington - Orange Grove - Martin	M	7042
Thornlie	F	11614
Thornlie	M	11540
Forrestfield - Wattle Grove	F	9424
Forrestfield - Wattle Grove	M	9244
High Wycombe	F	6190
High Wycombe	M	6120
Kalamunda - Maida Vale - Gooseberry Hill	F	7582
Kalamunda - Maida Vale - Gooseberry Hill	M	7308
Lesmurdie - Bickley - Carmel	F	5802
Lesmurdie - Bickley - Carmel	M	5786
Byford	F	8131
Byford	M	7979
Mundijong	F	3099
Mundijong	M	3247
Serpentine - Jarrahdale	F	2012
Serpentine - Jarrahdale	M	2405
Como	F	7469
Como	M	6543
Manning - Waterford	F	5723
Manning - Waterford	M	5727
South Perth - Kensington	F	8268
South Perth - Kensington	M	8305
Banjup	F	8877
Banjup	M	8654
Bibra Industrial	F	3
Bibra Industrial	M	3
Coogee	F	4460
Coogee	M	4306
Coolbellup	F	4185
Coolbellup	M	3960
Hamilton Hill	F	5295
Hamilton Hill	M	5093
Henderson	F	8
Henderson	M	7
North Coogee	F	1240
North Coogee	M	1144
South Lake - Cockburn Central	F	5726
South Lake - Cockburn Central	M	5742
Spearwood	F	5213
Spearwood	M	4891
Success - Hammond Park	F	7567
Success - Hammond Park	M	7343
Yangebup	F	3751
Yangebup	M	3730
Beeliar - Wattleup	F	4148
Beeliar - Wattleup	M	4080
Jandakot	F	1235
Jandakot	M	1354
East Fremantle	F	3834
East Fremantle	M	3539
Fremantle	F	7633
Fremantle	M	7216
Fremantle - South	F	7449
Fremantle - South	M	6923
O'Connor (WA)	M	10
Bertram - Wellard (West)	F	7008
Bertram - Wellard (West)	M	7012
Calista	F	3867
Calista	M	3801
Hope Valley - Postans	F	34
Hope Valley - Postans	M	33
Kwinana Industrial	F	12
Kwinana Industrial	M	13
Parmelia - Orelia	F	5472
Parmelia - Orelia	M	5491
Casuarina - Wandi	F	2561
Casuarina - Wandi	M	3624
Applecross - Ardross	F	5736
Applecross - Ardross	M	5302
Bateman	F	1903
Bateman	M	1817
Bicton - Palmyra	F	7231
Bicton - Palmyra	M	6447
Booragoon	F	7477
Booragoon	M	6976
Bull Creek	F	3984
Bull Creek	M	3760
Leeming	F	5404
Leeming	M	5332
Melville	F	8551
Melville	M	7731
Murdoch - Kardinya	F	6261
Murdoch - Kardinya	M	5994
Willagee	F	2592
Willagee	M	2284
Winthrop	F	2952
Winthrop	M	2953
Baldivis	F	16849
Baldivis	M	16175
Cooloongup	F	4314
Cooloongup	M	4272
Port Kennedy	F	7022
Port Kennedy	M	6757
Rockingham	F	7725
Rockingham	M	7708
Rockingham Lakes	F	8
Rockingham Lakes	M	3
Safety Bay - Shoalwater	F	5735
Safety Bay - Shoalwater	M	5768
Singleton - Golden Bay - Secret Harbour	F	9762
Singleton - Golden Bay - Secret Harbour	M	9845
Waikiki	F	6269
Waikiki	M	6181
Warnbro	F	5394
Warnbro	M	5303
Albany	F	7612
Albany	M	6644
Albany Region	F	1652
Albany Region	M	1794
Bayonet Head - Lower King	F	2429
Bayonet Head - Lower King	M	2400
Denmark	F	2949
Denmark	M	2904
Gnowangerup	F	1303
Gnowangerup	M	1586
Katanning	F	2221
Katanning	M	2338
Kojonup	F	2070
Kojonup	M	2143
Little Grove - Elleker	F	1576
Little Grove - Elleker	M	2053
McKail - Willyung	F	5263
McKail - Willyung	M	5166
Plantagenet	F	2467
Plantagenet	M	2614
Chittering	F	2695
Chittering	M	2781
Cunderdin	F	1960
Cunderdin	M	2136
Dowerin	F	1919
Dowerin	M	2068
Gingin - Dandaragan	F	4022
Gingin - Dandaragan	M	4403
Merredin	F	2434
Merredin	M	2649
Moora	F	2234
Moora	M	2538
Mukinbudin	F	1369
Mukinbudin	M	1816
Northam	F	5387
Northam	M	5723
Toodyay	F	2188
Toodyay	M	2245
York - Beverley	F	2651
York - Beverley	M	2699
Brookton	F	1816
Brookton	M	1899
Kulin	F	2026
Kulin	M	2265
Murray	F	1217
Murray	M	1361
Narrogin	F	2432
Narrogin	M	2289
Wagin	F	2404
Wagin	M	2535
Broome	F	6981
Broome	M	7003
Derby - West Kimberley	F	3812
Derby - West Kimberley	M	3889
Halls Creek	F	1669
Halls Creek	M	1606
Kununurra	F	3617
Kununurra	M	3536
Roebuck	F	1124
Roebuck	M	1121
East Pilbara	F	1744
East Pilbara	M	4911
Newman	F	2039
Newman	M	2529
Port Hedland	F	1961
Port Hedland	M	2402
South Hedland	F	4532
South Hedland	M	4940
Ashburton (WA)	F	3600
Ashburton (WA)	M	9427
Karratha	F	7399
Karratha	M	8425
Roebourne	F	2132
Roebourne	M	3516
Esperance	F	6071
Esperance	M	6044
Esperance Region	F	1791
Esperance Region	M	2066
Carnarvon	F	2480
Carnarvon	M	2678
Exmouth	F	2014
Exmouth	M	2317
Boulder	F	3340
Boulder	M	3752
Kalgoorlie	F	6615
Kalgoorlie	M	7315
Kalgoorlie - North	F	4381
Kalgoorlie - North	M	4461
Kalgoorlie Airport	M	5
Kambalda - Coolgardie - Norseman	F	2071
Kambalda - Coolgardie - Norseman	M	2496
Leinster - Leonora	F	1893
Leinster - Leonora	M	2765
Geraldton	F	6020
Geraldton	M	5772
Geraldton - East	F	3921
Geraldton - East	M	4043
Geraldton - North	F	3862
Geraldton - North	M	3832
Geraldton - South	F	5114
Geraldton - South	M	4869
Irwin	F	1772
Irwin	M	1799
Meekatharra	F	1191
Meekatharra	M	1873
Morawa	F	1793
Morawa	M	2218
Northampton - Mullewa - Greenough	F	2849
Northampton - Mullewa - Greenough	M	3094
Migratory - Offshore - Shipping (WA)	F	26
Migratory - Offshore - Shipping (WA)	M	408
No usual address (WA)	F	2415
No usual address (WA)	M	3532
Bridgewater - Gagebrook	F	3765
Bridgewater - Gagebrook	M	3523
Brighton - Pontville	F	2764
Brighton - Pontville	M	2678
Old Beach - Otago	F	2193
Old Beach - Otago	M	2145
Bellerive - Rosny	F	3135
Bellerive - Rosny	M	2805
Cambridge	F	3793
Cambridge	M	3860
Geilston Bay - Risdon	F	1685
Geilston Bay - Risdon	M	1537
Howrah - Tranmere	F	5452
Howrah - Tranmere	M	4933
Lindisfarne - Rose Bay	F	3910
Lindisfarne - Rose Bay	M	3378
Mornington - Warrane	F	2444
Mornington - Warrane	M	2255
Risdon Vale	F	1380
Risdon Vale	M	1715
Rokeby	F	3221
Rokeby	M	2889
South Arm	F	2094
South Arm	M	2115
