SA2_NAME16	medianRent
Kenmore	23920
Pinjarra Hills - Pullenvale	27040
Chelmer - Graceville	23920
Corinda	18720
Indooroopilly	22100
Sherwood	20020
St Lucia	22360
Taringa	20280
Enoggera	18200
Enoggera Reservoir	17160
Keperra	18200
Mitchelton	18980
Mount Coot-tha	
The Gap	23400
Upper Kedron - Ferny Grove	18460
Brisbane City	28080
Fortitude Valley	20800
Highgate Hill	18980
Kangaroo Point	23400
New Farm	20800
South Brisbane	25480
Spring Hill	22880
West End	23400
Balmoral	21840
Bulimba	25480
East Brisbane	19760
Hawthorne	22100
Morningside - Seven Hills	21320
Norman Park	22360
Albion	20280
Alderley	19500
Ascot	18720
Clayfield	18200
Grange	22360
Hamilton (Qld)	21840
Hendra	26000
Kelvin Grove - Herston	21840
Newmarket	19500
Newstead - Bowen Hills	23400
Wilston	20800
Windsor	19240
Wooloowin - Lutwyche	18200
Ashgrove	22360
Auchenflower	20800
Bardon	23660
Paddington - Milton	23400
Red Hill (Qld)	20800
Toowong	20800
Brinsmead	20800
Clifton Beach - Kewarra Beach	18200
Freshwater - Stratford	15600
Redlynch	19500
Trinity Beach - Smithfield	18720
Yorkeys Knob - Machans Beach	14040
Bentley Park	17940
Cairns City	15600
Earlville - Bayview Heights	15600
Edmonton	16120
Gordonvale - Trinity	14300
Kanimbla - Mooroobool	16120
Lamb Range	
Manoora	12480
Manunda	11960
Mount Sheridan	18200
Westcourt - Bungalow	13000
White Rock	16120
Whitfield - Edge Hill	14820
Woree	12220
Babinda	10400
Innisfail	11440
Johnstone	11960
Tully	13000
Wooroonooran	
Yarrabah	6760
Daintree	11960
Port Douglas	16380
Atherton	13000
Herberton	10400
Kuranda	11700
Malanda - Yungaburra	11700
Mareeba	13000
Balonne	7800
Chinchilla	10400
Goondiwindi	13000
Inglewood - Waggamba	5720
Miles - Wandoan	8840
Roma	13000
Roma Region	5200
Tara	6240
Crows Nest - Rosalie	10400
Jondaryan	13000
Millmerran	9360
Pittsworth	12740
Wambo	11960
Clifton - Greenmount	11440
Southern Downs - East	10400
Southern Downs - West	10400
Stanthorpe	11960
Stanthorpe Region	10140
Warwick	12740
Central Highlands - East	6240
Central Highlands - West	1196
Emerald	11960
Berserker	13000
Bouldercombe	10400
Emu Park	15600
Frenchville - Mount Archer	14560
Glenlee - Rockyview	16120
Gracemere	15600
Lakes Creek	13000
Mount Morgan	9100
Norman Gardens	15340
Park Avenue	13000
Parkhurst - Kawana	14560
Rockhampton - West	13000
Rockhampton City	11440
Rockhampton Region - East	11960
Rockhampton Region - North	9620
Rockhampton Region - West	7800
Shoalwater Bay	
The Range - Allenstown	13000
Yeppoon	15860
Banana	6500
Biloela	13000
Agnes Water - Miriam Vale	12480
Boyne Island - Tannum Sands	14560
Callemondah	
Clinton - New Auckland	13000
Gladstone	10400
Gladstone Hinterland	12480
Kin Kora - Sun Valley	13000
South Trees	
Telina - Toolooa	13520
West Gladstone	10400
Broadbeach Waters	26000
Burleigh Heads	20280
Burleigh Waters	21320
Mermaid Beach - Broadbeach	18980
Mermaid Waters	18980
Miami	19240
Coolangatta	17160
Currumbin - Tugun	19240
Currumbin Waters	19760
Elanora	21840
Palm Beach	17680
Arundel	20800
Biggera Waters	18980
Coombabah	18980
Labrador	17160
Paradise Point - Hollywell	21320
Runaway Bay	19760
Guanaba - Springbrook	16640
Tamborine - Canungra	19240
Currumbin Valley - Tallebudgera	20540
Mudgeeraba - Bonogin	22100
Reedy Creek - Andrews	20020
Carrara	19760
Highland Park	19240
Nerang - Mount Nathan	18720
Pacific Pines - Gaven	21840
Worongary - Tallai	23556
Coomera	20800
Helensvale	21840
Hope Island	24440
Jacobs Well - Alberton	18200
Ormeau - Yatala	21840
Oxenford - Maudsland	21320
Pimpama	21320
Upper Coomera - Willow Vale	21840
Clear Island Waters	23400
Merrimac	20540
Robina	23920
Varsity Lakes	22360
Ashmore	20800
Molendinar	20280
Parkwood	23400
Southport - North	17680
Southport - South	19760
Benowa	26000
Bundall	20800
Main Beach	23036
Surfers Paradise	18460
Darra - Sumner	17940
Durack	17680
Forest Lake - Doolandella	18980
Inala - Richlands	14404
Oxley (Qld)	20280
Wacol	14560
Boonah	13000
Esk	11700
Lake Manchester - England Creek	
Lockyer Valley - East	15080
Lowood	15080
Rosewood	14560
Brassall	15600
Bundamba	15080
Churchill - Yamanto	15600
Ipswich - Central	13520
Ipswich - East	14300
Ipswich - North	17160
Karalee - Barellan Point	20800
Karana Downs	18720
Leichhardt - One Mile	14040
North Ipswich - Tivoli	14040
Raceview	15600
Ripley	18460
Riverview	13000
Bellbird Park - Brookwater	19240
Camira - Gailes	15600
Carole Park	
Collingwood Park - Redbank	17160
Goodna	15600
New Chum	
Redbank Plains	17420
Springfield	18980
Springfield Lakes	20280
Beaudesert	14976
Beenleigh	14820
Eagleby	16120
Edens Landing - Holmview	18720
Mount Warren Park	17316
Wolffdene - Bahrs Scrub	20800
Boronia Heights - Park Ridge	17940
Browns Plains	17940
Chambers Flat - Logan Reserve	20020
Crestmead	17680
Greenbank Military Camp	
Hillcrest	18200
Marsden	17940
Munruben - Park Ridge South	22100
Regents Park - Heritage Park	19500
Greenbank	22880
Jimboomba	20280
Logan Village	21320
Bethania - Waterford	18720
Cornubia - Carbrook	20540
Loganholme - Tanah Merah	18980
Loganlea	17680
Shailer Park	20020
Waterford West	16120
Daisy Hill	19240
Kingston (Qld.)	15600
Logan Central	13780
Rochedale South - Priestdale	19240
Slacks Creek	15600
Springwood	18720
Underwood	19760
Woodridge	14300
Bowen	13000
Broadsound - Nebo	3120
Clermont	5356
Collinsville	7280
Moranbah	5200
Andergrove - Beaconsfield	15340
East Mackay	13156
Eimeo - Rural View	15600
Eungella Hinterland	
Mackay	10400
Mackay Harbour	20800
Mount Pleasant - Glenella	17160
North Mackay	12220
Ooralea - Bakers Creek	18200
Pioneer Valley	14300
Sarina	13520
Seaforth - Calen	10400
Shoal Point - Bucasia	15600
Slade Point	13000
South Mackay	12480
Walkerston - Eton	14560
West Mackay	13000
Airlie - Whitsundays	16640
Cape Conway	
Proserpine	13000
Beachmere - Sandstone Point	17160
Bribie Island	15340
Burpengary - East	21840
Caboolture	15080
Caboolture - South	16900
Elimbah	17680
Morayfield - East	17680
Wamuran	16640
Kilcoy	14040
Woodford - D'Aguilar	15600
Burpengary	16900
Deception Bay	16120
Morayfield	22100
Narangba	20280
Upper Caboolture	20020
Clontarf	16120
Margate - Woody Point	15600
Redcliffe	15600
Rothwell - Kippa-Ring	17680
Scarborough - Newport - Moreton Island	17160
Albany Creek	20800
Cashmere	21320
Dayboro	18200
Eatons Hill	22360
The Hills District	20800
Samford Valley	20800
Dakabin - Kallangur	17472
Murrumba Downs - Griffin	18980
North Lakes - Mango Hill	20800
Bray Park	18720
Lawnton	15600
Petrie	17420
Strathpine - Brendale	17680
Aurukun	5200
Cape York	6240
Croydon - Etheridge	5720
Kowanyama - Pormpuraaw	3640
Northern Peninsula	6240
Tablelands	7228
Torres	7852
Torres Strait Islands	5980
Weipa	23400
Carpentaria	6240
Mount Isa	13780
Mount Isa Region	7800
Northern Highlands	5200
Barcaldine - Blackall	5720
Charleville	8216
Far Central West	4680
Far South West	5200
Longreach	9360
Buderim - North	20020
Buderim - South	21320
Mountain Creek	23400
Sippy Downs	22360
Aroona - Currimundi	20540
Buddina - Minyama	20020
Caloundra - Kings Beach	16640
Caloundra - West	21840
Golden Beach - Pelican Waters	19240
Moffat Beach - Battery Hill	18200
Parrearra - Warana	21840
Wurtulla - Birtinya	21320
Coolum Beach	19760
Marcoola - Mudjimba	19760
Maroochydore - Kuluin	17680
Mooloolaba - Alexandra Headland	17680
Noosa Heads	21840
Noosaville	20280
Sunshine Beach	20800
Tewantin	20280
Peregian Beach - Marcus Beach	19240
Peregian Springs	24960
Beerwah	17160
Caloundra Hinterland	16120
Glass House Mountains	17680
Landsborough	17680
Maroochy Hinterland	14560
Palmwoods	18200
Bli Bli	20540
Diddillibah - Rosemount	16120
Eumundi - Yandina	18096
Nambour	16120
Noosa Hinterland	17680
Cambooya - Wyreema	15600
Darling Heights	15600
Drayton - Harristown	13780
Gatton	14040
Gowrie (Qld)	16640
Highfields	19760
Lockyer Valley - West	13780
Middle Ridge	20800
Newtown (Qld)	14040
North Toowoomba - Harlaxton	13520
Rangeville	16120
Toowoomba - Central	13520
Toowoomba - East	14560
Toowoomba - West	17680
Wilsonton	14352
Ayr	11440
Burdekin	10296
Charters Towers	10400
Dalrymple	4784
Ingham	9880
Ingham Region	8840
Palm Island	6240
Aitkenvale	14560
Annandale	19240
Belgian Gardens - Pallarenda	14560
Bohle Plains	17160
Condon - Rasmussen	14560
Cranbrook	14820
Deeragun	17160
Douglas	17680
Garbutt - West End	12480
Gulliver - Currajong - Vincent	13780
Heatley	14560
Hermit Park - Rosslea	13000
Hyde Park - Pimlico	12480
Kelso	15080
Kirwan - East	14040
Kirwan - West	17160
Magnetic Island	13000
Mount Louisa	17160
Mundingburra	13520
Northern Beaches	14560
Oonoonba	17680
South Townsville - Railway Estate	14560
Townsville - South	13000
Townsville City - North Ward	15600
Wulguru - Roseneath	14560
Ashfield - Kepnock	13780
Bargara - Burnett Heads	15080
Branyan - Kensington	15600
Bundaberg	11700
Bundaberg East - Kalkie	14300
Bundaberg North - Gooburrum	13520
Bundaberg Region - North	14040
Bundaberg Region - South	13000
Millbank - Avoca	14300
Svensson Heights - Norville	13000
Walkervale - Avenell Heights	13260
Gayndah - Mundubbera	9360
Gin Gin	11440
Kingaroy	12480
Kingaroy Region - North	8580
Kingaroy Region - South	10400
Monto - Eidsvold	6240
Nanango	10400
North Burnett	
Cooloola	13156
Gympie - North	13000
Gympie - South	13780
Gympie Region	13000
Kilkivan	8476
Booral - River Heads	14300
Craignish - Dundowran Beach	18200
Pialba - Eli Waters	15600
Point Vernon	15340
Torquay - Scarness - Kawungan	14040
Urangan - Wondunna	15600
Burrum - Fraser	13780
Granville	11700
Maryborough (Qld)	12220
Maryborough Region - South	11440
Tinana	14560
Migratory - Offshore - Shipping (Qld)	
No usual address (Qld)	
Adelaide	19760
North Adelaide	18720
Adelaide Hills	13520
Aldgate - Stirling	18720
Hahndorf - Echunga	15600
Lobethal - Woodside	15340
Mount Barker	16120
Mount Barker Region	13520
Nairne	16120
Uraidla - Summertown	15600
Burnside - Wattle Park	17160
Glenside - Beaumont	19760
Toorak Gardens	15600
Athelstone	17160
Paradise - Newton	15340
Rostrevor - Magill	15600
Norwood (SA)	16120
Payneham - Felixstow	15080
St Peters - Marden	15340
Nailsworth - Broadview	15080
Prospect	15600
Walkerville	17160
Goodwood - Millswood	15600
Unley - Parkside	17160
Gawler - North	14820
Gawler - South	13520
Lewiston - Two Wells	13000
Craigmore - Blakeview	15080
Davoren Park	13000
Elizabeth	10400
Elizabeth East	11752
Munno Para West - Angle Vale	14820
One Tree Hill	13000
Smithfield - Elizabeth North	11440
Virginia - Waterloo Corner	13000
Enfield - Blair Athol	13780
Northgate - Oakden - Gilles Plains	15600
Windsor Gardens	14300
Dry Creek - North	
Ingle Farm	14300
Para Hills	14560
Parafield	
Parafield Gardens	13520
Paralowie	14560
Salisbury	12740
Salisbury East	14040
Salisbury North	13260
Mawson Lakes - Globe Derby Park	17680
Pooraka - Cavan	14716
Golden Grove	15600
Greenwith	15600
Highbury - Dernancourt	17160
Hope Valley - Modbury	14820
Modbury Heights	15600
Redwood Park	16120
St Agnes - Ridgehaven	15600
Brighton (SA)	16380
Glenelg (SA)	15600
Edwardstown	14404
Hallett Cove	17680
Marino - Seaview Downs	17940
Mitchell Park	14040
Morphettville	14560
Sheidow Park - Trott Park	17420
Warradale	15600
Belair	18616
Bellevue Heights	15600
Blackwood	17160
Colonel Light Gardens	15340
Mitcham (SA)	15600
Panorama	14560
Aberfoyle Park	16640
Aldinga	15080
Christie Downs	10660
Christies Beach	14820
Clarendon	10400
Coromandel Valley	18720
Flagstaff Hill	18200
Hackham - Onkaparinga Hills	15080
Hackham West - Huntfield Heights	12480
Happy Valley	16900
Happy Valley Reservoir	
Lonsdale	
McLaren Vale	15236
Morphett Vale - East	14040
Morphett Vale - West	14040
Reynella	15600
Seaford (SA)	16120
Willunga	15600
Woodcroft	16640
Beverley	15340
Flinders Park	15600
Henley Beach	15600
Hindmarsh - Brompton	15600
Royal Park - Hendon - Albert Park	13312
Seaton - Grange	14300
West Lakes	15080
Woodville - Cheltenham	14404
Dry Creek - South	
Largs Bay - Semaphore	15340
North Haven	14040
Port Adelaide	12480
The Parks	11440
Torrens Island	
Adelaide Airport	
Fulham	15600
Lockleys	14300
Plympton	14040
Richmond (SA)	15340
West Beach	15080
Barossa - Angaston	11596
Light	11700
Lyndoch	13000
Mallala	10920
Nuriootpa	14040
Tanunda	14040
Clare	11960
Gilbert Valley	10400
Goyder	7800
Wakefield - Barunga West	9360
Jamestown	7852
Peterborough - Mount Remarkable	7280
Port Pirie	8840
Port Pirie Region	8840
Kadina	11440
Moonta	11960
Wallaroo	11960
Yorke Peninsula - North	8892
Yorke Peninsula - South	9360
Ceduna	10400
Eyre Peninsula	8736
Kimba - Cleve - Franklin Harbour	7488
Le Hunte - Elliston	5616
Port Lincoln	11440
West Coast (SA)	5200
Western	
Whyalla	9204
Whyalla - North	
APY Lands	3900
Coober Pedy	7800
Quorn - Lake Gilles	7280
Outback	3432
Port Augusta	9360
Roxby Downs	10296
Goolwa - Port Elliot	13000
Kangaroo Island	8840
Strathalbyn	14560
Strathalbyn Region	11440
Victor Harbor	13520
Yankalilla	11960
Grant	7800
Kingston - Robe	9048
Millicent	8060
Naracoorte	10400
Naracoorte Region	5200
Penola	7800
Tatiara	7800
Wattle Range	7280
Mount Gambier - East	10140
Mount Gambier - West	9880
Barmera	8580
Berri	9620
Karoonda - Lameroo	6084
Loxton	9880
Loxton Region	7124
Mannum	9620
Murray Bridge	11440
Murray Bridge Region	7436
Renmark	9256
Renmark Region	8320
The Coorong	6500
Waikerie	8320
Migratory - Offshore - Shipping (SA)	
No usual address (SA)	
Augusta	11960
Busselton	17680
Busselton Region	20280
Margaret River	17940
Australind - Leschenault	18200
Capel	15600
College Grove - Carey Park	14820
Collie	11700
Dardanup	13520
Davenport	
Eaton - Pelican Point	18200
Harvey	13000
East Bunbury - Glen Iris	15600
Waroona	13000
Dalyellup	19240
Gelorup - Stratham	18980
South Bunbury - Bunbury	15600
Withers - Usher	13000
Bridgetown - Boyup Brook	10400
Donnybrook - Balingup	11960
Manjimup	9880
Pemberton	9100
Dawesville - Bouvard	18200
Falcon - Wannanup	17160
Greenfields	15600
Halls Head - Erskine	18200
Mandurah	14560
Mandurah - East	17160
Mandurah - North	19240
Mandurah - South	15600
Pinjarra	15288
City Beach	36400
Claremont (WA)	22360
Cottesloe	28600
Floreat	31200
Mosman Park - Peppermint Grove	17160
Nedlands - Dalkeith - Crawley	24024
Swanbourne - Mount Claremont	25740
Kings Park (WA)	52000
Mount Hawthorn - Leederville	22880
Mount Lawley - Inglewood	18460
North Perth	21840
Perth City	21840
Subiaco - Shenton Park	21840
Wembley - West Leederville - Glendalough	16640
Bassendean - Eden Hill - Ashfield	17940
Bayswater - Embleton - Bedford	18720
Maylands	16120
Morley	19760
Noranda	19136
Chidlow	18200
Glen Forrest - Darlington	20800
Helena Valley - Koongamia	16640
Malmalling - Reservoir	
Mundaring	20280
Swan View - Greenmount - Midvale	16640
Avon Valley National Park	
Ballajura	19500
Beechboro	18720
Bullsbrook	18200
Ellenbrook	20020
Gidgegannup	14716
Hazelmere - Guildford	19500
Lockridge - Kiara	17160
Malaga	
Melaleuca - Lexia	
Middle Swan - Herne Hill	18200
Midland - Guildford	16900
Stratton - Jane Brook	18200
The Vines	20800
Walyunga National Park	
Craigie - Beldon	19500
Currambine - Kinross	21840
Duncraig	23400
Greenwood - Warwick	20800
Heathridge - Connolly	20280
Hillarys	25480
Iluka - Burns Beach	33592
Joondalup - Edgewater	20280
Kingsley	21840
Mullaloo - Kallaroo	23400
Ocean Reef	26520
Padbury	20800
Sorrento - Marmion	26000
Woodvale	25480
Balcatta - Hamersley	18720
Balga - Mirrabooka	17160
Dianella	18200
Herdsman	
Innaloo - Doubleview	20800
Karrinyup - Gwelup - Carine	22880
Nollamara - Westminster	18720
Osborne Park Industrial	
Scarborough	20800
Stirling - Osborne Park	17160
Trigg - North Beach - Watermans Bay	20280
Tuart Hill - Joondanna	17680
Wembley Downs - Churchlands - Woodlands	20800
Yokine - Coolbinia - Menora	17680
Alexander Heights - Koondoola	18200
Butler - Merriwa - Ridgewood	18200
Carramar	20800
Clarkson	19500
Girrawheen	16640
Madeley - Darch - Landsdale	23660
Marangaroo	19188
Mindarie - Quinns Rocks - Jindalee	21320
Neerabup National Park	
Tapping - Ashby - Sinagra	23400
Wanneroo	20540
Alkimos - Eglinton	18720
Carabooda - Pinjar	13000
Two Rocks	17680
Yanchep	18200
Armadale - Wungong - Brookdale	15600
Ashendon - Lesley	
Camillo - Champion Lakes	16120
Forrestdale - Harrisdale - Piara Waters	21840
Kelmscott	16120
Mount Nasura - Mount Richon - Bedfordale	18200
Roleystone	17056
Seville Grove	18200
Belmont - Ascot - Redcliffe	18460
East Victoria Park - Carlisle	18720
Kewdale Commercial	
Perth Airport	
Rivervale - Kewdale - Cloverdale	18200
Victoria Park - Lathlain - Burswood	18980
Bentley - Wilson - St James	17160
Canning Vale - West	24024
Canning Vale Commercial	
Cannington - Queens Park	19240
Parkwood - Ferndale - Lynwood	18200
Riverton - Shelley - Rossmoyne	20800
Welshpool	
Willetton	21320
Beckenham - Kenwick - Langford	17680
Canning Vale - East	22620
Gosnells	16120
Huntingdale - Southern River	20800
Maddington - Orange Grove - Martin	16120
Thornlie	18200
Forrestfield - Wattle Grove	19500
High Wycombe	20280
Kalamunda - Maida Vale - Gooseberry Hill	19500
Lesmurdie - Bickley - Carmel	18200
Byford	20436
Mundijong	18200
Serpentine - Jarrahdale	14404
Como	19240
Manning - Waterford	18200
South Perth - Kensington	20280
Banjup	22360
Bibra Industrial	
Bibra Lake	
Coogee	21840
Coolbellup	16796
Hamilton Hill	16640
Henderson	
North Coogee	26000
South Lake - Cockburn Central	19760
Spearwood	18200
Success - Hammond Park	21840
Yangebup	18200
Beeliar - Wattleup	20800
Jandakot	23400
East Fremantle	20800
Fremantle	18980
Fremantle - South	17680
O'Connor (WA)	16224
Bertram - Wellard (West)	19240
Calista	15600
Hope Valley - Postans	13000
Kwinana Industrial	18200
Parmelia - Orelia	15080
Casuarina - Wandi	20800
Applecross - Ardross	24440
Bateman	23400
Bicton - Palmyra	19240
Booragoon	21320
Bull Creek	22100
Leeming	23920
Melville	20800
Murdoch - Kardinya	21840
Willagee	13000
Winthrop	28600
Baldivis	20020
Cooloongup	16120
Port Kennedy	19240
Rockingham	15600
Rockingham Lakes	
Safety Bay - Shoalwater	15600
Singleton - Golden Bay - Secret Harbour	19760
Waikiki	17940
Warnbro	17680
Albany	14820
Albany Region	7800
Bayonet Head - Lower King	16380
Denmark	13676
Gnowangerup	6240
Katanning	8840
Kojonup	6500
Little Grove - Elleker	14040
McKail - Willyung	14040
Plantagenet	10140
Stirling Range National Park	
Chittering	14040
Cunderdin	6500
Dowerin	6552
Gingin - Dandaragan	13000
Merredin	7800
Moora	7800
Mukinbudin	4108
Northam	12740
Toodyay	14560
York - Beverley	11440
Brookton	7800
Kulin	5720
Murray	14040
Narrogin	11440
Wagin	7800
Broome	15600
Derby - West Kimberley	5200
Halls Creek	3900
Kununurra	10192
Roebuck	4160
East Pilbara	3120
Newman	5720
Port Hedland	9256
South Hedland	10920
Ashburton (WA)	1664
Karratha	13520
Roebourne	7020
Esperance	13000
Esperance Region	6292
Carnarvon	10400
Exmouth	11440
Boulder	14040
Kalgoorlie	14560
Kalgoorlie - North	16640
Kalgoorlie Airport	
Kambalda - Coolgardie - Norseman	9360
Leinster - Leonora	2860
Trafalgar (WA)	
Geraldton	12220
Geraldton - East	12480
Geraldton - North	16120
Geraldton - South	16640
Irwin	12480
Meekatharra	4628
Morawa	6240
Northampton - Mullewa - Greenough	9360
Migratory - Offshore - Shipping (WA)	
No usual address (WA)	
Bridgewater - Gagebrook	10400
Brighton - Pontville	14560
Old Beach - Otago	16380
Bellerive - Rosny	14300
Cambridge	15600
Geilston Bay - Risdon	15080
Howrah - Tranmere	16640
Lindisfarne - Rose Bay	15600
Mornington - Warrane	13260
Risdon Vale	12220
Rokeby	12220
South Arm	15080
Austins Ferry - Granton	14820
Berriedale - Chigwell	11960
Claremont (Tas.)	12480
Derwent Park - Lutana	13000
Glenorchy	12480
Montrose - Rosetta	13000
Moonah	13000
New Norfolk	11440
West Moonah	13000
Kingston - Huntingfield	15340
Kingston Beach - Blackmans Bay	16640
Margate - Snug	15600
Mount Wellington	
Taroona - Bonnet Hill	16796
Hobart	15600
Lenah Valley - Mount Stuart	14560
Mount Nelson - Dynnyrne	14560
New Town	12480
Sandy Bay	16120
South Hobart - Fern Tree	14560
West Hobart	15600
Dodges Ferry - Lewisham	13000
Sorell - Richmond	14560
Invermay	10400
Kings Meadows - Punchbowl	13000
Launceston	13000
Legana	14820
Mowbray	12480
Newnham - Mayfield	10920
Newstead	13000
Norwood (Tas.)	13520
Prospect Vale - Blackstone	12740
Ravenswood	9880
Riverside	13520
South Launceston	12480
Summerhill - Prospect	13000
Trevallyn	13000
Waverley - St Leonards	10400
West Launceston	13000
Youngtown - Relbia	13000
Beauty Point - Beaconsfield	10400
Deloraine	9620
Grindelwald - Lanena	12480
Hadspen - Carrick	10504
Westbury	10400
Dilston - Lilydale	10400
George Town	9360
Longford	11700
Northern Midlands	7384
Perth - Evandale	12012
St Helens - Scamander	10140
Flinders and Cape Barren Islands	5200
Scottsdale - Bridport	8320
Central Highlands	5200
Derwent Valley	9620
Southern Midlands	8840
Wilderness - East	
Bruny Island - Kettering	11700
Cygnet	11960
Geeveston - Dover	10400
Huonville - Franklin	12480
Forestier - Tasman	10140
Triabunna - Bicheno	9880
Acton - Upper Burnie	10400
Burnie - Ulverstone Region	10400
Burnie - Wivenhoe	10400
Parklands - Camdale	10400
Penguin - Sulphur Creek	11440
Romaine - Havenview	11440
Somerset	10712
Ulverstone	10920
West Ulverstone	10920
Wynyard	10244
Devonport	11440
East Devonport	10400
Latrobe	11440
Miandetta - Don	13000
Port Sorell	13000
Quoiba - Spreyton	12480
Sheffield - Railton	10400
Turners Beach - Forth	12012
King Island	6656
North West	5720
Smithton	9620
Waratah	10400
West Coast (Tas.)	7020
Wilderness - West	
Migratory - Offshore - Shipping (Tas.)	
No usual address (Tas.)	
Darwin Airport	
Darwin City	26000
East Point	
Fannie Bay - The Gardens	23400
Larrakeyah	23400
Ludmilla - The Narrows	13676
Parap	22360
Stuart Park	23920
Woolner - Bayview - Winnellie	28080
Alawa	19760
Anula	25220
Berrimah	13000
Brinkin - Nakara	22776
Buffalo Creek	
Charles Darwin	
Coconut Grove	18200
East Arm	
Jingili	24180
Karama	18720
Leanyer	23400
Lyons (NT)	15600
Malak - Marrara	20280
Millner	19240
Moil	19136
Nightcliff	19500
Rapid Creek	20800
Tiwi	20800
Wagaman	20800
Wanguri	24700
Wulagi	24960
Howard Springs	18720
Humpty Doo	23400
Koolpinyah	
Virginia	19760
Weddell	15600
Bakewell	21840
Driver	20800
Durack - Marlow Lagoon	26000
Gray	17160
Moulden	13260
Palmerston - North	26000
Palmerston - South	23920
Rosebery - Bellamack	23920
Woodroffe	19760
Charles	15600
East Side	18200
Flynn (NT)	18980
Larapinta	19136
Mount Johns	17212
Petermann - Simpson	6500
Ross	10920
Sandover - Plenty	1560
Tanami	2080
Yuendumu - Anmatjere	3120
Barkly	2860
Tennant Creek	9100
Alligator	3640
Daly	2600
Thamarrurr	3120
Tiwi Islands	2600
West Arnhem	2600
Anindilyakwa	3120
East Arnhem	3900
Nhulunbuy	416
Elsey	4680
Gulf	1976
Katherine	12948
Victoria River	2600
Migratory - Offshore - Shipping (NT)	
No usual address (NT)	
Aranda	21736
Belconnen	18720
Bruce	19500
Charnwood	15600
Cook	20020
Dunlop	20800
Evatt	19812
Florey	18200
Flynn (ACT)	20800
Fraser	20800
Giralang	21840
Gooromon	
Hawker	16640
Higgins	15600
Holt	16900
Kaleen	21892
Latham	19240
Lawson	19500
Macgregor (ACT)	20384
Macquarie	18200
McKellar	19760
Melba	18200
Page	19240
Scullin	16640
Spence	18200
Weetangera	21372
Molonglo Corridor	
West Belconnen	
Hume	
Kowen	
Canberra East	10400
Canberra Airport	20540
Majura	18720
Amaroo	22308
Bonner	22360
Casey	21840
Crace	19760
Forde	26520
Franklin	19396
Gungahlin	19760
Hall	16380
Harrison	19084
Mitchell	
Ngunnawal	19760
Nicholls	22360
Palmerston	19760
Gungahlin - East	
Gungahlin - West	
Jacka	16900
Kenny	
Moncrieff	
Taylor	
Throsby	
Acton	
Ainslie	14300
Braddon	20800
Civic	26000
Dickson	19136
Downer	19760
Hackett	16640
Lyneham	18772
O'Connor (ACT)	19760
Turner	20800
Watson	19240
Black Mountain	
Campbell	18720
Duntroon	13000
Parkes (ACT) - North	
Reid	16640
Russell	
Deakin	25480
Forrest	26000
Griffith (ACT)	19760
Lake Burley Griffin	
Narrabundah	19760
Parkes (ACT) - South	
Red Hill (ACT)	18200
Yarralumla	23400
Barton	24960
Fyshwick	
Kingston (ACT)	23400
Banks	19500
Bonython	20592
Calwell	20020
Chisholm	18720
Conder	18720
Fadden	26000
Gilmore	19500
Gordon (ACT)	19240
Gowrie (ACT)	20176
Greenway	21320
Isabella Plains	19812
Kambah	17940
Macarthur	23400
Monash	20800
Mount Taylor	
Oxley (ACT)	17160
Richardson	16900
Theodore	19240
Tuggeranong	9360
Wanniassa	18200
Tuggeranong - West	
Chapman	23400
Duffy	20280
Fisher	17992
Holder	20800
Rivett	16536
Stirling	15600
Waramanga	15860
Weston	19240
Scrivener	
Chifley	18772
Curtin	20176
Farrer	19552
Garran	24440
Hughes	16900
Isaacs	23816
Lyons (ACT)	16380
Mawson	16640
O'Malley	48932
Pearce	19240
Phillip	18720
Torrens	19760
Arboretum	
Coombs	21320
Denman Prospect	
Molonglo	
Molonglo - North	
Wright	20800
ACT - South West	18252
Namadgi	6760
Migratory - Offshore - Shipping (ACT)	
No usual address (ACT)	
Christmas Island	7904
Cocos (Keeling) Islands	8632
Jervis Bay	6656
Norfolk Island	7176
Migratory - Offshore - Shipping (OT)	
No usual address (OT)	
