SA2_NAME16	BornAust	persons
Werribee - West	1	8283
Carrum Downs	0	5011
Carrum Downs	1	14229
Frankston	0	5253
Frankston	1	15321
Frankston North	0	4139
Frankston North	1	13374
Frankston South	0	3957
Frankston South	1	13356
Langwarrin	0	3828
Langwarrin	1	18783
Seaford (Vic.)	0	3321
Seaford (Vic.)	1	11695
Skye - Sandhurst	0	3344
Skye - Sandhurst	1	9177
Dromana	0	2148
Dromana	1	8069
Flinders	0	695
Flinders	1	4244
Hastings - Somers	0	3167
Hastings - Somers	1	17207
Mornington	0	5263
Mornington	1	17240
Mount Eliza	0	4136
Mount Eliza	1	12904
Mount Martha	0	3803
Mount Martha	1	13870
Point Nepean	0	2476
Point Nepean	1	13150
Rosebud - McCrae	0	3318
Rosebud - McCrae	1	15929
Somerville	0	2630
Somerville	1	14330
Ararat	0	857
Ararat	1	6931
Ararat Region	0	234
Ararat Region	1	2479
Horsham	0	1034
Horsham	1	14180
Horsham Region	0	159
Horsham Region	1	3045
Nhill Region	0	548
Nhill Region	1	5804
St Arnaud	0	209
St Arnaud	1	2895
Stawell	0	631
Stawell	1	6746
West Wimmera	0	164
West Wimmera	1	2386
Yarriambiack	0	399
Yarriambiack	1	5610
Irymple	0	525
Irymple	1	5774
Merbein	0	296
Merbein	1	4001
Mildura Region	0	250
Mildura Region	1	3088
Red Cliffs	0	428
Red Cliffs	1	4772
Mildura - North	0	2354
Mildura - North	1	13823
Mildura - South	0	1953
Mildura - South	1	11272
Buloke	0	344
Buloke	1	5203
Gannawarra	0	329
Gannawarra	1	5800
Kerang	0	219
Kerang	1	3313
Robinvale	0	848
Robinvale	1	1907
Swan Hill	0	1116
Swan Hill	1	8484
Swan Hill Region	0	432
Swan Hill Region	1	4978
Echuca	0	977
Echuca	1	12387
Kyabram	0	799
Kyabram	1	9144
Lockington - Gunbower	0	167
Lockington - Gunbower	1	3235
Rochester	0	222
Rochester	1	3324
Rushworth	0	353
Rushworth	1	3278
Cobram	0	911
Cobram	1	4805
Moira	0	208
Moira	1	2105
Numurkah	0	951
Numurkah	1	10360
Yarrawonga	0	603
Yarrawonga	1	6478
Mooroopna	0	751
Mooroopna	1	6438
Shepparton - North	0	3091
Shepparton - North	1	13801
Shepparton - South	0	4372
Shepparton - South	1	16668
Shepparton Region - East	0	248
Shepparton Region - East	1	3302
Shepparton Region - West	0	1037
Shepparton Region - West	1	8121
Glenelg (Vic.)	0	647
Glenelg (Vic.)	1	7218
Hamilton (Vic.)	0	758
Hamilton (Vic.)	1	8468
Portland	0	846
Portland	1	8933
Southern Grampians	0	431
Southern Grampians	1	5129
Camperdown	0	196
Camperdown	1	2984
Colac	0	912
Colac	1	10417
Colac Region	0	361
Colac Region	1	4539
Corangamite - North	0	307
Corangamite - North	1	4523
Corangamite - South	0	522
Corangamite - South	1	6006
Otway	0	539
Otway	1	2516
Moyne - East	0	431
Moyne - East	1	5622
Moyne - West	0	734
Moyne - West	1	7897
Warrnambool - North	0	1617
Warrnambool - North	1	17991
Warrnambool - South	0	1135
Warrnambool - South	1	10584
Migratory - Offshore - Shipping (Vic.)	0	6
Migratory - Offshore - Shipping (Vic.)	1	17
No usual address (Vic.)	0	2011
No usual address (Vic.)	1	4389
Alexandra Hills	0	3174
Alexandra Hills	1	12468
Belmont - Gumdale	0	1600
Belmont - Gumdale	1	5488
Birkdale	0	3120
Birkdale	1	10954
Capalaba	0	3844
Capalaba	1	13079
Thorneside	0	743
Thorneside	1	2799
Wellington Point	0	2783
Wellington Point	1	8408
Cleveland	0	4312
Cleveland	1	9575
Ormiston	0	1659
Ormiston	1	3927
Redland Bay	0	3126
Redland Bay	1	11622
Sheldon - Mount Cotton	0	1528
Sheldon - Mount Cotton	1	6085
Thornlands	0	3926
Thornlands	1	10208
Victoria Point	0	3143
Victoria Point	1	11094
Redland Islands	0	1847
Redland Islands	1	6388
Brisbane Port - Lytton	1	6
Manly - Lota	0	1663
Manly - Lota	1	5409
Manly West	0	2165
Manly West	1	8736
Murarrie	0	1079
Murarrie	1	2802
Tingalpa	0	2085
Tingalpa	1	6163
Wakerley	0	2617
Wakerley	1	6071
Wynnum	0	2908
Wynnum	1	9614
Wynnum West - Hemmant	0	3596
Wynnum West - Hemmant	1	10303
Bald Hills	0	1647
Bald Hills	1	5365
Bridgeman Downs	0	2151
Bridgeman Downs	1	5711
Carseldine	0	2730
Carseldine	1	5828
Everton Park	0	1760
Everton Park	1	6691
McDowall	0	1566
McDowall	1	5720
Aspley	0	2965
Aspley	1	8785
Chermside	0	3040
Chermside	1	5364
Chermside West	0	1465
Chermside West	1	4551
Geebung	0	798
Geebung	1	3309
Kedron - Gordon Park	0	2789
Kedron - Gordon Park	1	10146
Stafford	0	1234
Stafford	1	4929
Stafford Heights	0	1248
Stafford Heights	1	5173
Wavell Heights	0	1823
Wavell Heights	1	7563
Boondall	0	2560
Boondall	1	6307
Brisbane Airport	0	106
Brisbane Airport	1	74
Eagle Farm - Pinkenba	0	231
Eagle Farm - Pinkenba	1	491
Northgate - Virginia	0	1422
Northgate - Virginia	1	4752
Nudgee - Banyo	0	2066
Nudgee - Banyo	1	6911
Nundah	0	3670
Nundah	1	7704
Bracken Ridge	0	3962
Bracken Ridge	1	12272
Brighton (Qld)	0	1660
Brighton (Qld)	1	7326
Deagon	0	667
Deagon	1	2751
Sandgate - Shorncliffe	0	1245
Sandgate - Shorncliffe	1	5139
Taigum - Fitzgibbon	0	4549
Taigum - Fitzgibbon	1	7017
Zillmere	0	2613
Zillmere	1	5718
Camp Hill	0	1985
Camp Hill	1	8630
Cannon Hill	0	1352
Cannon Hill	1	3899
Carina	0	2675
Carina	1	7808
Carina Heights	0	1714
Carina Heights	1	4530
Carindale	0	4898
Carindale	1	10247
Annerley	0	3547
Annerley	1	7037
Coorparoo	0	3776
Coorparoo	1	11309
Fairfield - Dutton Park	0	1433
Fairfield - Dutton Park	1	3064
Greenslopes	0	2737
Greenslopes	1	5808
Holland Park	0	1641
Holland Park	1	6245
Holland Park West	0	1491
Holland Park West	1	4540
Woolloongabba	0	2102
Woolloongabba	1	2835
Yeronga	0	2211
Yeronga	1	6584
Eight Mile Plains	0	8086
Eight Mile Plains	1	6460
Macgregor (Qld)	0	3457
Macgregor (Qld)	1	2130
Mansfield (Qld)	0	2726
Mansfield (Qld)	1	5622
Mount Gravatt	0	3948
Mount Gravatt	1	10095
Rochedale - Burbank	0	2434
Rochedale - Burbank	1	3645
Upper Mount Gravatt	0	3503
Upper Mount Gravatt	1	5427
Wishart	0	3776
Wishart	1	6639
Coopers Plains	0	2561
Coopers Plains	1	2532
Moorooka	0	2791
Moorooka	1	7046
Robertson	0	3225
Robertson	1	1643
Salisbury - Nathan	0	1834
Salisbury - Nathan	1	4902
Tarragindi	0	1825
Tarragindi	1	8342
Algester	0	3344
Algester	1	4746
Calamvale - Stretton	0	12092
Calamvale - Stretton	1	8202
Pallara - Willawong	0	1853
Pallara - Willawong	1	2637
Parkinson - Drewvale	0	6432
Parkinson - Drewvale	1	8618
Rocklea - Acacia Ridge	0	3415
Rocklea - Acacia Ridge	1	5337
Kuraby	0	4163
Kuraby	1	3944
Runcorn	0	8053
Runcorn	1	5770
Sunnybank	0	5126
Sunnybank	1	3341
Sunnybank Hills	0	9469
Sunnybank Hills	1	7633
Jindalee - Mount Ommaney	0	2363
Jindalee - Mount Ommaney	1	4929
Middle Park - Jamboree Heights	0	2445
Middle Park - Jamboree Heights	1	4443
Riverhills	0	1196
Riverhills	1	2692
Seventeen Mile Rocks - Sinnamon Park	0	3157
Seventeen Mile Rocks - Sinnamon Park	1	6129
Westlake	0	1510
Westlake	1	2722
Bellbowrie - Moggill	0	3285
Bellbowrie - Moggill	1	6440
Brookfield - Kenmore Hills	0	2069
Brookfield - Kenmore Hills	1	4392
Chapel Hill	0	3329
Chapel Hill	1	6605
Fig Tree Pocket	0	1221
Fig Tree Pocket	1	2683
Kenmore	0	2781
Kenmore	1	5747
Pinjarra Hills - Pullenvale	0	1466
Pinjarra Hills - Pullenvale	1	3781
Chelmer - Graceville	0	1622
Chelmer - Graceville	1	5525
Corinda	0	1037
Corinda	1	3553
Indooroopilly	0	4679
Indooroopilly	1	6803
Sherwood	0	1378
Sherwood	1	3992
St Lucia	0	6007
St Lucia	1	5789
Taringa	0	2885
Taringa	1	5137
Enoggera	0	1393
Enoggera	1	6241
Enoggera Reservoir	0	5
Enoggera Reservoir	1	21
Keperra	0	1177
Keperra	1	5621
Mitchelton	0	1506
Mitchelton	1	6516
The Gap	0	3867
The Gap	1	12009
Upper Kedron - Ferny Grove	0	1849
Upper Kedron - Ferny Grove	1	7720
Brisbane City	0	5523
Brisbane City	1	3656
Fortitude Valley	0	2786
Fortitude Valley	1	3332
Highgate Hill	0	2203
Highgate Hill	1	3578
Kangaroo Point	0	3091
Kangaroo Point	1	4386
New Farm	0	3410
New Farm	1	7446
South Brisbane	0	3593
South Brisbane	1	2983
Spring Hill	0	3170
Spring Hill	1	2239
West End	0	3324
West End	1	5313
Balmoral	0	865
Balmoral	1	3095
Bulimba	0	1655
Bulimba	1	4539
East Brisbane	0	1671
East Brisbane	1	3675
Hawthorne	0	1057
Hawthorne	1	3696
Morningside - Seven Hills	0	3056
Morningside - Seven Hills	1	8745
Norman Park	0	1157
Norman Park	1	4784
Albion	0	677
Albion	1	1908
Alderley	0	1112
Alderley	1	4610
Ascot	0	1258
Ascot	1	3546
Clayfield	0	2757
Clayfield	1	7061
Grange	0	708
Grange	1	3388
Hamilton (Qld)	0	1583
Hamilton (Qld)	1	3991
Hendra	0	869
Hendra	1	3457
Kelvin Grove - Herston	0	4351
Kelvin Grove - Herston	1	4821
Newmarket	0	1204
Newmarket	1	3439
Newstead - Bowen Hills	0	3083
Newstead - Bowen Hills	1	6068
Wilston	0	742
Wilston	1	3010
Windsor	0	1795
Windsor	1	4987
Wooloowin - Lutwyche	0	2515
Wooloowin - Lutwyche	1	6611
Ashgrove	0	2300
Ashgrove	1	10389
Auchenflower	0	1373
Auchenflower	1	3693
Bardon	0	1695
Bardon	1	7597
Paddington - Milton	0	2483
Paddington - Milton	1	7637
Red Hill (Qld)	0	1228
Red Hill (Qld)	1	4069
Toowong	0	3526
Toowong	1	6495
Brinsmead	0	1058
Brinsmead	1	4009
Clifton Beach - Kewarra Beach	0	2987
Clifton Beach - Kewarra Beach	1	7003
Freshwater - Stratford	0	720
Freshwater - Stratford	1	2645
Redlynch	0	2617
Redlynch	1	9268
Trinity Beach - Smithfield	0	3503
Trinity Beach - Smithfield	1	9417
Yorkeys Knob - Machans Beach	0	1275
Yorkeys Knob - Machans Beach	1	4010
Bentley Park	0	1216
Bentley Park	1	6196
Cairns City	0	3926
Cairns City	1	5397
Earlville - Bayview Heights	0	1447
Earlville - Bayview Heights	1	6131
Edmonton	0	1462
Edmonton	1	8461
Gordonvale - Trinity	0	989
Gordonvale - Trinity	1	6955
Kanimbla - Mooroobool	0	2314
Kanimbla - Mooroobool	1	6736
Manoora	0	1312
Manoora	1	3752
Manunda	0	1362
Manunda	1	3202
Mount Sheridan	0	1753
Mount Sheridan	1	6072
Westcourt - Bungalow	0	1801
Westcourt - Bungalow	1	3536
White Rock	0	872
White Rock	1	3353
Whitfield - Edge Hill	0	1797
Whitfield - Edge Hill	1	5857
Woree	0	919
Woree	1	3306
Babinda	0	444
Babinda	1	3335
Innisfail	0	1404
Innisfail	1	6854
Johnstone	0	842
Johnstone	1	6288
Tully	0	1667
Tully	1	7840
Yarrabah	0	7
Yarrabah	1	2538
Daintree	0	936
Daintree	1	4593
Port Douglas	0	1404
Port Douglas	1	2971
Atherton	0	1369
Atherton	1	8455
Herberton	0	630
Herberton	1	4126
Kuranda	0	977
Kuranda	1	2994
Malanda - Yungaburra	0	1118
Malanda - Yungaburra	1	6619
Mareeba	0	1780
Mareeba	1	8075
Balonne	0	263
Balonne	1	3714
Chinchilla	0	559
Chinchilla	1	6542
Goondiwindi	0	362
Goondiwindi	1	5261
Inglewood - Waggamba	0	270
Inglewood - Waggamba	1	3529
Miles - Wandoan	0	281
Miles - Wandoan	1	3183
Roma	0	672
Roma	1	5349
Roma Region	0	229
Roma Region	1	5046
Tara	0	302
Tara	1	3008
Crows Nest - Rosalie	0	718
Crows Nest - Rosalie	1	7141
Jondaryan	0	683
Jondaryan	1	6274
Millmerran	0	321
Millmerran	1	2514
Pittsworth	0	342
Pittsworth	1	4826
Wambo	0	1243
Wambo	1	14286
Clifton - Greenmount	0	371
Clifton - Greenmount	1	4108
Southern Downs - East	0	357
Southern Downs - East	1	3479
Southern Downs - West	0	436
Southern Downs - West	1	3836
Stanthorpe	0	876
Stanthorpe	1	4152
Stanthorpe Region	0	715
Stanthorpe Region	1	4574
Warwick	0	1259
Warwick	1	12937
Central Highlands - East	0	592
Central Highlands - East	1	5843
Central Highlands - West	0	656
Central Highlands - West	1	6346
Emerald	0	1800
Emerald	1	9973
Berserker	0	667
Berserker	1	5570
Bouldercombe	0	74
Bouldercombe	1	1643
Emu Park	0	542
Emu Park	1	4295
Frenchville - Mount Archer	0	855
Frenchville - Mount Archer	1	7672
Glenlee - Rockyview	0	296
Glenlee - Rockyview	1	4351
Gracemere	0	848
Gracemere	1	9943
Lakes Creek	0	618
Lakes Creek	1	3931
Mount Morgan	0	208
Mount Morgan	1	2406
Norman Gardens	0	1479
Norman Gardens	1	8010
Park Avenue	0	344
Park Avenue	1	4379
Parkhurst - Kawana	0	676
Parkhurst - Kawana	1	5676
Rockhampton - West	0	451
Rockhampton - West	1	4995
Rockhampton City	0	270
Rockhampton City	1	2542
Rockhampton Region - East	0	250
Rockhampton Region - East	1	2881
Rockhampton Region - North	0	392
Rockhampton Region - North	1	3429
Rockhampton Region - West	0	127
Rockhampton Region - West	1	2536
Shoalwater Bay	1	16
The Range - Allenstown	0	877
The Range - Allenstown	1	6652
Yeppoon	0	2184
Yeppoon	1	14429
Banana	0	363
Banana	1	7383
Biloela	0	817
Biloela	1	4452
Agnes Water - Miriam Vale	0	744
Agnes Water - Miriam Vale	1	4626
Boyne Island - Tannum Sands	0	1559
Boyne Island - Tannum Sands	1	7737
Callemondah	0	3
Callemondah	1	15
Clinton - New Auckland	0	2229
Clinton - New Auckland	1	10460
Gladstone	0	1206
Gladstone	1	4064
Gladstone Hinterland	0	1093
Gladstone Hinterland	1	9561
Kin Kora - Sun Valley	0	488
Kin Kora - Sun Valley	1	2934
Telina - Toolooa	0	777
Telina - Toolooa	1	4906
West Gladstone	0	826
West Gladstone	1	3447
Broadbeach Waters	0	2178
Broadbeach Waters	1	5060
Burleigh Heads	0	1840
Burleigh Heads	1	6044
Burleigh Waters	0	3280
Burleigh Waters	1	10165
Mermaid Beach - Broadbeach	0	3407
Mermaid Beach - Broadbeach	1	6983
Mermaid Waters	0	3375
Mermaid Waters	1	7966
Miami	0	1523
Miami	1	4670
Coolangatta	0	1173
Coolangatta	1	4002
Currumbin - Tugun	0	1910
Currumbin - Tugun	1	8218
Currumbin Waters	0	1587
Currumbin Waters	1	7104
Elanora	0	2309
Elanora	1	9129
Palm Beach	0	2357
Palm Beach	1	11209
Arundel	0	3573
Arundel	1	6026
Biggera Waters	0	2948
Biggera Waters	1	4796
Coombabah	0	3203
Coombabah	1	6348
Labrador	0	5846
Labrador	1	10456
Paradise Point - Hollywell	0	2479
Paradise Point - Hollywell	1	6313
Runaway Bay	0	2734
Runaway Bay	1	5715
Guanaba - Springbrook	0	866
Guanaba - Springbrook	1	3007
Tamborine - Canungra	0	3125
Tamborine - Canungra	1	9752
Currumbin Valley - Tallebudgera	0	1310
Currumbin Valley - Tallebudgera	1	5395
Mudgeeraba - Bonogin	0	4633
Mudgeeraba - Bonogin	1	12592
Reedy Creek - Andrews	0	2170
Reedy Creek - Andrews	1	5488
Carrara	0	3228
Carrara	1	8183
Highland Park	0	2048
Highland Park	1	5813
Nerang - Mount Nathan	0	4943
Nerang - Mount Nathan	1	14265
Pacific Pines - Gaven	0	5673
Pacific Pines - Gaven	1	11559
Worongary - Tallai	0	1918
Worongary - Tallai	1	5320
Coomera	0	3868
Coomera	1	8415
Helensvale	0	5059
Helensvale	1	10725
Hope Island	0	3721
Hope Island	1	6405
Jacobs Well - Alberton	0	561
Jacobs Well - Alberton	1	2832
Ormeau - Yatala	0	4633
Ormeau - Yatala	1	13792
Oxenford - Maudsland	0	4381
Oxenford - Maudsland	1	10463
Pimpama	0	2158
Pimpama	1	6058
Upper Coomera - Willow Vale	0	8925
Upper Coomera - Willow Vale	1	20341
Clear Island Waters	0	1546
Clear Island Waters	1	2313
Merrimac	0	2190
Merrimac	1	4267
Robina	0	8048
Robina	1	13798
Varsity Lakes	0	4875
Varsity Lakes	1	9038
Ashmore	0	3383
Ashmore	1	7686
Molendinar	0	2185
Molendinar	1	3821
Parkwood	0	2600
Parkwood	1	5519
Southport - North	0	5968
Southport - North	1	7289
Southport - South	0	5995
Southport - South	1	9487
Benowa	0	2849
Benowa	1	5145
Bundall	0	1276
Bundall	1	2946
Main Beach	0	1010
Main Beach	1	2289
Surfers Paradise	0	9467
Surfers Paradise	1	10535
Darra - Sumner	0	2007
Darra - Sumner	1	2427
Durack	0	3393
Durack	1	3896
Forest Lake - Doolandella	0	10683
Forest Lake - Doolandella	1	15597
Inala - Richlands	0	7782
Inala - Richlands	1	8117
Oxley (Qld)	0	2218
Oxley (Qld)	1	5003
Wacol	0	1418
Wacol	1	4121
Boonah	0	1054
Boonah	1	9893
Esk	0	677
Esk	1	4020
Lake Manchester - England Creek	0	3
Lockyer Valley - East	0	2189
Lockyer Valley - East	1	15739
Lowood	0	1463
Lowood	1	11242
Rosewood	0	1091
Rosewood	1	9746
Brassall	0	1214
Brassall	1	9032
Bundamba	0	1371
Bundamba	1	6713
Churchill - Yamanto	0	679
Churchill - Yamanto	1	5752
Ipswich - Central	0	845
Ipswich - Central	1	5177
Ipswich - East	0	2204
Ipswich - East	1	14326
Ipswich - North	0	540
Ipswich - North	1	3872
Karalee - Barellan Point	0	882
Karalee - Barellan Point	1	4366
Karana Downs	0	1282
Karana Downs	1	4594
Leichhardt - One Mile	0	875
Leichhardt - One Mile	1	5945
North Ipswich - Tivoli	0	727
North Ipswich - Tivoli	1	5155
Raceview	0	1796
Raceview	1	12638
Ripley	0	484
Ripley	1	3812
Riverview	0	643
Riverview	1	2025
Bellbird Park - Brookwater	0	4013
Bellbird Park - Brookwater	1	8969
Camira - Gailes	0	2180
Camira - Gailes	1	6397
Carole Park	1	4
Collingwood Park - Redbank	0	2454
Collingwood Park - Redbank	1	5583
Goodna	0	3837
Goodna	1	5895
Redbank Plains	0	5906
Redbank Plains	1	12014
Springfield	0	2027
Springfield	1	4451
Springfield Lakes	0	5262
Springfield Lakes	1	9436
Beaudesert	0	1538
Beaudesert	1	11156
Beenleigh	0	1828
Beenleigh	1	5720
Eagleby	0	3538
Eagleby	1	8717
Edens Landing - Holmview	0	1892
Edens Landing - Holmview	1	5149
Mount Warren Park	0	1365
Mount Warren Park	1	4032
Wolffdene - Bahrs Scrub	0	1348
Wolffdene - Bahrs Scrub	1	4457
Boronia Heights - Park Ridge	0	3069
Boronia Heights - Park Ridge	1	8411
Browns Plains	0	2492
Browns Plains	1	4318
Chambers Flat - Logan Reserve	0	1146
Chambers Flat - Logan Reserve	1	3567
Crestmead	0	3217
Crestmead	1	7674
Hillcrest	0	2235
Hillcrest	1	5584
Marsden	0	4646
Marsden	1	8229
Munruben - Park Ridge South	0	929
Munruben - Park Ridge South	1	3505
Regents Park - Heritage Park	0	4763
Regents Park - Heritage Park	1	10379
Greenbank	0	2322
Greenbank	1	9850
Jimboomba	0	4197
Jimboomba	1	19781
Logan Village	0	1165
Logan Village	1	5289
Bethania - Waterford	0	2941
Bethania - Waterford	1	7169
Cornubia - Carbrook	0	1956
Cornubia - Carbrook	1	6099
Loganholme - Tanah Merah	0	2716
Loganholme - Tanah Merah	1	7747
Loganlea	0	3356
Loganlea	1	5992
Shailer Park	0	3249
Shailer Park	1	7866
Waterford West	0	2193
Waterford West	1	4476
Daisy Hill	0	2055
Daisy Hill	1	4303
Kingston (Qld.)	0	3421
Kingston (Qld.)	1	5743
Logan Central	0	2648
Logan Central	1	2954
Rochedale South - Priestdale	0	3893
Rochedale South - Priestdale	1	10921
Slacks Creek	0	3328
Slacks Creek	1	6380
Springwood	0	2790
Springwood	1	5899
Underwood	0	2760
Underwood	1	3246
Woodridge	0	5422
Woodridge	1	6201
Bowen	0	1335
Bowen	1	6715
Broadsound - Nebo	0	787
Broadsound - Nebo	1	6094
Clermont	0	221
Clermont	1	2970
Collinsville	0	264
Collinsville	1	2643
Moranbah	0	1094
Moranbah	1	6540
Andergrove - Beaconsfield	0	1786
Andergrove - Beaconsfield	1	12171
East Mackay	0	471
East Mackay	1	2803
Eimeo - Rural View	0	1774
Eimeo - Rural View	1	9631
Eungella Hinterland	1	17
Mackay	0	904
Mackay	1	2256
Mackay Harbour	0	98
Mackay Harbour	1	329
Mount Pleasant - Glenella	0	1529
Mount Pleasant - Glenella	1	8538
North Mackay	0	744
North Mackay	1	4701
Ooralea - Bakers Creek	0	611
Ooralea - Bakers Creek	1	3965
Pioneer Valley	0	525
Pioneer Valley	1	6883
Sarina	0	793
Sarina	1	9509
Seaforth - Calen	0	725
Seaforth - Calen	1	6555
Shoal Point - Bucasia	0	791
Shoal Point - Bucasia	1	4596
Slade Point	0	397
Slade Point	1	2737
South Mackay	0	1038
South Mackay	1	5180
Walkerston - Eton	0	493
Walkerston - Eton	1	7008
West Mackay	0	802
West Mackay	1	4738
Airlie - Whitsundays	0	2751
Airlie - Whitsundays	1	7901
Proserpine	0	839
Proserpine	1	6595
Beachmere - Sandstone Point	0	2466
Beachmere - Sandstone Point	1	11279
Bribie Island	0	3558
Bribie Island	1	13161
Burpengary - East	0	581
Burpengary - East	1	3230
Caboolture	0	4616
Caboolture	1	19602
Caboolture - South	0	3361
Caboolture - South	1	15519
Elimbah	0	509
Elimbah	1	3192
Morayfield - East	0	1468
Morayfield - East	1	6449
Wamuran	0	535
Wamuran	1	3066
Kilcoy	0	838
Kilcoy	1	4030
Woodford - D'Aguilar	0	975
Woodford - D'Aguilar	1	6106
Burpengary	0	2277
Burpengary	1	10991
Deception Bay	0	4305
Deception Bay	1	16187
Morayfield	0	747
Morayfield	1	3838
Narangba	0	3264
Narangba	1	14499
Upper Caboolture	0	458
Upper Caboolture	1	2363
Clontarf	0	1600
Clontarf	1	6082
Margate - Woody Point	0	2486
Margate - Woody Point	1	8516
Redcliffe	0	2416
Redcliffe	1	6807
Rothwell - Kippa-Ring	0	3676
Rothwell - Kippa-Ring	1	12286
Scarborough - Newport - Moreton Island	0	2995
Scarborough - Newport - Moreton Island	1	8406
Albany Creek	0	2985
Albany Creek	1	12225
Cashmere	0	3799
Cashmere	1	14499
Dayboro	0	1299
Dayboro	1	6551
Eatons Hill	0	1538
Eatons Hill	1	6192
The Hills District	0	3642
The Hills District	1	19012
Samford Valley	0	2269
Samford Valley	1	8814
Dakabin - Kallangur	0	4471
Dakabin - Kallangur	1	18025
Murrumba Downs - Griffin	0	3944
Murrumba Downs - Griffin	1	12654
North Lakes - Mango Hill	0	10009
North Lakes - Mango Hill	1	18616
Bray Park	0	1918
Bray Park	1	7855
Lawnton	0	1083
Lawnton	1	4557
Petrie	0	1608
Petrie	1	6659
Strathpine - Brendale	0	2633
Strathpine - Brendale	1	8973
Aurukun	0	27
Aurukun	1	1218
Cape York	0	639
Cape York	1	6082
Croydon - Etheridge	0	63
Croydon - Etheridge	1	844
Kowanyama - Pormpuraaw	0	51
Kowanyama - Pormpuraaw	1	1630
Northern Peninsula	0	80
Northern Peninsula	1	2630
Tablelands	0	809
Tablelands	1	4473
Torres	0	238
Torres	1	2876
Torres Strait Islands	0	178
Torres Strait Islands	1	4232
Weipa	0	398
Weipa	1	3072
Carpentaria	0	223
Carpentaria	1	4264
Mount Isa	0	2986
Mount Isa	1	13070
Mount Isa Region	0	293
Mount Isa Region	1	2545
Northern Highlands	0	182
Northern Highlands	1	2634
Barcaldine - Blackall	0	246
Barcaldine - Blackall	1	4139
Charleville	0	297
Charleville	1	3649
Far Central West	0	113
Far Central West	1	1722
Far South West	0	140
Far South West	1	2439
Longreach	0	252
Longreach	1	3032
Buderim - North	0	3594
Buderim - North	1	12123
Buderim - South	0	3769
Buderim - South	1	11713
Mountain Creek	0	2653
Mountain Creek	1	8056
Sippy Downs	0	2458
Sippy Downs	1	7218
Aroona - Currimundi	0	1724
Aroona - Currimundi	1	7944
Buddina - Minyama	0	1277
Buddina - Minyama	1	4832
Caloundra - Kings Beach	0	1448
Caloundra - Kings Beach	1	4544
Caloundra - West	0	4277
Caloundra - West	1	15006
Golden Beach - Pelican Waters	0	2425
Golden Beach - Pelican Waters	1	8739
Moffat Beach - Battery Hill	0	1332
Moffat Beach - Battery Hill	1	6119
Parrearra - Warana	0	1848
Parrearra - Warana	1	7064
Wurtulla - Birtinya	0	1334
Wurtulla - Birtinya	1	5975
Coolum Beach	0	2525
Coolum Beach	1	11065
Marcoola - Mudjimba	0	2106
Marcoola - Mudjimba	1	8168
Maroochydore - Kuluin	0	4121
Maroochydore - Kuluin	1	13437
Mooloolaba - Alexandra Headland	0	2508
Mooloolaba - Alexandra Headland	1	7917
Noosa Heads	0	1239
Noosa Heads	1	2926
Noosaville	0	2345
Noosaville	1	5786
Sunshine Beach	0	1465
Sunshine Beach	1	4592
Tewantin	0	2290
Tewantin	1	7435
Peregian Beach - Marcus Beach	0	755
Peregian Beach - Marcus Beach	1	2817
Peregian Springs	0	1841
Peregian Springs	1	4912
Beerwah	0	1303
Beerwah	1	6307
Caloundra Hinterland	0	1739
Caloundra Hinterland	1	6262
Glass House Mountains	0	896
Glass House Mountains	1	4550
Landsborough	0	1646
Landsborough	1	7826
Maroochy Hinterland	0	1095
Maroochy Hinterland	1	4620
Palmwoods	0	1943
Palmwoods	1	8093
Bli Bli	0	1366
Bli Bli	1	6554
Diddillibah - Rosemount	0	637
Diddillibah - Rosemount	1	2855
Eumundi - Yandina	0	1788
Eumundi - Yandina	1	8079
Nambour	0	3068
Nambour	1	15628
Noosa Hinterland	0	4015
Noosa Hinterland	1	16322
Cambooya - Wyreema	0	515
Cambooya - Wyreema	1	5887
Darling Heights	0	3668
Darling Heights	1	9097
Drayton - Harristown	0	1233
Drayton - Harristown	1	8126
Gatton	0	1808
Gatton	1	5032
Gowrie (Qld)	0	426
Gowrie (Qld)	1	5643
Highfields	0	1325
Highfields	1	11192
Lockyer Valley - West	0	1020
Lockyer Valley - West	1	9411
Middle Ridge	0	1181
Middle Ridge	1	5585
Newtown (Qld)	0	1033
Newtown (Qld)	1	7833
North Toowoomba - Harlaxton	0	587
North Toowoomba - Harlaxton	1	4646
Rangeville	0	1122
Rangeville	1	6632
Toowoomba - Central	0	1820
Toowoomba - Central	1	10564
Toowoomba - East	0	1249
Toowoomba - East	1	7882
Toowoomba - West	0	1130
Toowoomba - West	1	11064
Wilsonton	0	1076
Wilsonton	1	11204
Ayr	0	814
Ayr	1	7548
Burdekin	0	605
Burdekin	1	6633
Charters Towers	0	504
Charters Towers	1	6748
Dalrymple	0	161
Dalrymple	1	3146
Ingham	0	504
Ingham	1	3513
Ingham Region	0	547
Ingham Region	1	5364
Palm Island	0	47
Palm Island	1	2362
Aitkenvale	0	957
Aitkenvale	1	3504
Annandale	0	1706
Annandale	1	7450
Belgian Gardens - Pallarenda	0	557
Belgian Gardens - Pallarenda	1	2409
Bohle Plains	0	838
Bohle Plains	1	6019
Condon - Rasmussen	0	1097
Condon - Rasmussen	1	8619
Cranbrook	0	1089
Cranbrook	1	4366
Deeragun	0	2216
Deeragun	1	18767
Douglas	0	1769
Douglas	1	5532
