SA2_NAME16	MaxSchoolingCompleted	adults
Rose Bay - Vaucluse - Watsons Bay	Year 12	7060
Woollahra	Did not go to school	12
Woollahra	Year 8	70
Woollahra	Year 9	123
Woollahra	Year 10	384
Woollahra	Year 11	221
Woollahra	Year 12	4983
Coogee - Clovelly	Did not go to school	71
Coogee - Clovelly	Year 8	341
Coogee - Clovelly	Year 9	506
Coogee - Clovelly	Year 10	2034
Coogee - Clovelly	Year 11	756
Coogee - Clovelly	Year 12	15354
Malabar - La Perouse - Chifley	Did not go to school	161
Malabar - La Perouse - Chifley	Year 8	764
Malabar - La Perouse - Chifley	Year 9	963
Malabar - La Perouse - Chifley	Year 10	3537
Malabar - La Perouse - Chifley	Year 11	959
Malabar - La Perouse - Chifley	Year 12	10206
Kensington (NSW)	Did not go to school	94
Kensington (NSW)	Year 8	223
Kensington (NSW)	Year 9	237
Kensington (NSW)	Year 10	754
Kensington (NSW)	Year 11	437
Kensington (NSW)	Year 12	10574
Kingsford	Did not go to school	121
Kingsford	Year 8	496
Kingsford	Year 9	367
Kingsford	Year 10	951
Kingsford	Year 11	452
Kingsford	Year 12	10583
Maroubra - North	Did not go to school	67
Maroubra - North	Year 8	306
Maroubra - North	Year 9	318
Maroubra - North	Year 10	982
Maroubra - North	Year 11	315
Maroubra - North	Year 12	5634
Maroubra - South	Did not go to school	75
Maroubra - South	Year 8	345
Maroubra - South	Year 9	339
Maroubra - South	Year 10	1207
Maroubra - South	Year 11	379
Maroubra - South	Year 12	5738
Maroubra - West	Did not go to school	90
Maroubra - West	Year 8	300
Maroubra - West	Year 9	275
Maroubra - West	Year 10	896
Maroubra - West	Year 11	338
Maroubra - West	Year 12	6050
Randwick - North	Did not go to school	45
Randwick - North	Year 8	279
Randwick - North	Year 9	277
Randwick - North	Year 10	1215
Randwick - North	Year 11	529
Randwick - North	Year 12	10665
Randwick - South	Did not go to school	41
Randwick - South	Year 8	205
Randwick - South	Year 9	228
Randwick - South	Year 10	864
Randwick - South	Year 11	406
Randwick - South	Year 12	8099
Bass Hill - Georges Hall	Did not go to school	502
Bass Hill - Georges Hall	Year 8	1306
Bass Hill - Georges Hall	Year 9	1114
Bass Hill - Georges Hall	Year 10	3647
Bass Hill - Georges Hall	Year 11	954
Bass Hill - Georges Hall	Year 12	8005
Chullora	Did not go to school	15
Chullora	Year 8	24
Chullora	Year 9	16
Chullora	Year 10	58
Chullora	Year 11	21
Chullora	Year 12	516
Condell Park	Did not go to school	240
Condell Park	Year 8	654
Condell Park	Year 9	473
Condell Park	Year 10	1563
Condell Park	Year 11	531
Condell Park	Year 12	4607
Greenacre - Mount Lewis	Did not go to school	672
Greenacre - Mount Lewis	Year 8	1497
Greenacre - Mount Lewis	Year 9	966
Greenacre - Mount Lewis	Year 10	3568
Greenacre - Mount Lewis	Year 11	1068
Greenacre - Mount Lewis	Year 12	10309
Padstow	Did not go to school	183
Padstow	Year 8	683
Padstow	Year 9	872
Padstow	Year 10	2987
Padstow	Year 11	674
Padstow	Year 12	7349
Panania - Milperra - Picnic Point	Did not go to school	190
Panania - Milperra - Picnic Point	Year 8	872
Panania - Milperra - Picnic Point	Year 9	1385
Panania - Milperra - Picnic Point	Year 10	5215
Panania - Milperra - Picnic Point	Year 11	1098
Panania - Milperra - Picnic Point	Year 12	10614
Revesby	Did not go to school	218
Revesby	Year 8	738
Revesby	Year 9	849
Revesby	Year 10	2730
Revesby	Year 11	672
Revesby	Year 12	7066
Yagoona - Birrong	Did not go to school	540
Yagoona - Birrong	Year 8	1287
Yagoona - Birrong	Year 9	921
Yagoona - Birrong	Year 10	2914
Yagoona - Birrong	Year 11	868
Yagoona - Birrong	Year 12	8459
Bankstown - North	Did not go to school	373
Bankstown - North	Year 8	808
Bankstown - North	Year 9	521
Bankstown - North	Year 10	1521
Bankstown - North	Year 11	513
Bankstown - North	Year 12	7710
Bankstown - South	Did not go to school	546
Bankstown - South	Year 8	930
Bankstown - South	Year 9	579
Bankstown - South	Year 10	1680
Bankstown - South	Year 11	600
Bankstown - South	Year 12	6993
Belmore - Belfield	Did not go to school	503
Belmore - Belfield	Year 8	1281
Belmore - Belfield	Year 9	713
Belmore - Belfield	Year 10	2316
Belmore - Belfield	Year 11	779
Belmore - Belfield	Year 12	8772
Canterbury (South) - Campsie	Did not go to school	863
Canterbury (South) - Campsie	Year 8	1588
Canterbury (South) - Campsie	Year 9	1042
Canterbury (South) - Campsie	Year 10	2825
Canterbury (South) - Campsie	Year 11	984
Canterbury (South) - Campsie	Year 12	16767
Kingsgrove (North) - Earlwood	Did not go to school	462
Kingsgrove (North) - Earlwood	Year 8	1926
Kingsgrove (North) - Earlwood	Year 9	794
Kingsgrove (North) - Earlwood	Year 10	3107
Kingsgrove (North) - Earlwood	Year 11	817
Kingsgrove (North) - Earlwood	Year 12	10833
Punchbowl	Did not go to school	693
Punchbowl	Year 8	1291
Punchbowl	Year 9	773
Punchbowl	Year 10	2624
Punchbowl	Year 11	844
Punchbowl	Year 12	8619
Roselands	Did not go to school	259
Roselands	Year 8	748
Roselands	Year 9	563
Roselands	Year 10	1877
Roselands	Year 11	538
Roselands	Year 12	6055
Lakemba	Did not go to school	581
Lakemba	Year 8	1062
Lakemba	Year 9	467
Lakemba	Year 10	1352
Lakemba	Year 11	471
Lakemba	Year 12	7741
Wiley Park	Did not go to school	245
Wiley Park	Year 8	537
Wiley Park	Year 9	245
Wiley Park	Year 10	817
Wiley Park	Year 11	345
Wiley Park	Year 12	4845
Hurstville	Did not go to school	480
Hurstville	Year 8	967
Hurstville	Year 9	689
Hurstville	Year 10	1882
Hurstville	Year 11	702
Hurstville	Year 12	14168
Mortdale - Penshurst	Did not go to school	199
Mortdale - Penshurst	Year 8	831
Mortdale - Penshurst	Year 9	899
Mortdale - Penshurst	Year 10	3046
Mortdale - Penshurst	Year 11	939
Mortdale - Penshurst	Year 12	12703
Narwee - Beverly Hills	Did not go to school	250
Narwee - Beverly Hills	Year 8	646
Narwee - Beverly Hills	Year 9	574
Narwee - Beverly Hills	Year 10	1695
Narwee - Beverly Hills	Year 11	473
Narwee - Beverly Hills	Year 12	7029
Oatley - Hurstville Grove	Did not go to school	88
Oatley - Hurstville Grove	Year 8	336
Oatley - Hurstville Grove	Year 9	448
Oatley - Hurstville Grove	Year 10	1698
Oatley - Hurstville Grove	Year 11	516
Oatley - Hurstville Grove	Year 12	6862
Peakhurst - Lugarno	Did not go to school	126
Peakhurst - Lugarno	Year 8	650
Peakhurst - Lugarno	Year 9	999
Peakhurst - Lugarno	Year 10	3164
Peakhurst - Lugarno	Year 11	727
Peakhurst - Lugarno	Year 12	8187
Riverwood	Did not go to school	264
Riverwood	Year 8	647
Riverwood	Year 9	523
Riverwood	Year 10	1367
Riverwood	Year 11	482
Riverwood	Year 12	5388
South Hurstville - Blakehurst	Did not go to school	302
South Hurstville - Blakehurst	Year 8	833
South Hurstville - Blakehurst	Year 9	806
South Hurstville - Blakehurst	Year 10	2593
South Hurstville - Blakehurst	Year 11	887
South Hurstville - Blakehurst	Year 12	13744
Arncliffe - Bardwell Valley	Did not go to school	352
Arncliffe - Bardwell Valley	Year 8	786
Arncliffe - Bardwell Valley	Year 9	518
Arncliffe - Bardwell Valley	Year 10	2147
Arncliffe - Bardwell Valley	Year 11	848
Arncliffe - Bardwell Valley	Year 12	12354
Bexley	Did not go to school	393
Bexley	Year 8	1248
Bexley	Year 9	814
Bexley	Year 10	2997
Bexley	Year 11	944
Bexley	Year 12	13472
Kingsgrove (South) - Bardwell Park	Did not go to school	212
Kingsgrove (South) - Bardwell Park	Year 8	756
Kingsgrove (South) - Bardwell Park	Year 9	445
Kingsgrove (South) - Bardwell Park	Year 10	1581
Kingsgrove (South) - Bardwell Park	Year 11	479
Kingsgrove (South) - Bardwell Park	Year 12	6270
Kogarah	Did not go to school	120
Kogarah	Year 8	399
Kogarah	Year 9	243
Kogarah	Year 10	995
Kogarah	Year 11	380
Kogarah	Year 12	6631
Kogarah Bay - Carlton - Allawah	Did not go to school	214
Kogarah Bay - Carlton - Allawah	Year 8	658
Kogarah Bay - Carlton - Allawah	Year 9	498
Kogarah Bay - Carlton - Allawah	Year 10	1809
Kogarah Bay - Carlton - Allawah	Year 11	586
Kogarah Bay - Carlton - Allawah	Year 12	8727
Monterey - Brighton-le-Sands - Kyeemagh	Did not go to school	164
Monterey - Brighton-le-Sands - Kyeemagh	Year 8	725
Monterey - Brighton-le-Sands - Kyeemagh	Year 9	461
Monterey - Brighton-le-Sands - Kyeemagh	Year 10	1875
Monterey - Brighton-le-Sands - Kyeemagh	Year 11	570
Monterey - Brighton-le-Sands - Kyeemagh	Year 12	6753
Rockdale - Banksia	Did not go to school	260
Rockdale - Banksia	Year 8	834
Rockdale - Banksia	Year 9	521
Rockdale - Banksia	Year 10	1908
Rockdale - Banksia	Year 11	650
Rockdale - Banksia	Year 12	11300
Sans Souci - Ramsgate	Did not go to school	139
Sans Souci - Ramsgate	Year 8	788
Sans Souci - Ramsgate	Year 9	706
Sans Souci - Ramsgate	Year 10	2706
Sans Souci - Ramsgate	Year 11	647
Sans Souci - Ramsgate	Year 12	7253
Concord - Mortlake - Cabarita	Did not go to school	193
Concord - Mortlake - Cabarita	Year 8	901
Concord - Mortlake - Cabarita	Year 9	725
Concord - Mortlake - Cabarita	Year 10	2844
Concord - Mortlake - Cabarita	Year 11	801
Concord - Mortlake - Cabarita	Year 12	11511
Concord West - North Strathfield	Did not go to school	259
Concord West - North Strathfield	Year 8	511
Concord West - North Strathfield	Year 9	491
Concord West - North Strathfield	Year 10	1580
Concord West - North Strathfield	Year 11	638
Concord West - North Strathfield	Year 12	16329
Drummoyne - Rodd Point	Did not go to school	119
Drummoyne - Rodd Point	Year 8	655
Drummoyne - Rodd Point	Year 9	575
Drummoyne - Rodd Point	Year 10	2031
Drummoyne - Rodd Point	Year 11	589
Drummoyne - Rodd Point	Year 12	9945
Five Dock - Abbotsford	Did not go to school	204
Five Dock - Abbotsford	Year 8	951
Five Dock - Abbotsford	Year 9	654
Five Dock - Abbotsford	Year 10	2578
Five Dock - Abbotsford	Year 11	669
Five Dock - Abbotsford	Year 12	10562
Balmain	Did not go to school	39
Balmain	Year 8	191
Balmain	Year 9	296
Balmain	Year 10	1164
Balmain	Year 11	460
Balmain	Year 12	9493
Leichhardt - Annandale	Did not go to school	118
Leichhardt - Annandale	Year 8	596
Leichhardt - Annandale	Year 9	574
Leichhardt - Annandale	Year 10	2168
Leichhardt - Annandale	Year 11	773
Leichhardt - Annandale	Year 12	15389
Lilyfield - Rozelle	Did not go to school	60
Lilyfield - Rozelle	Year 8	294
Lilyfield - Rozelle	Year 9	276
Lilyfield - Rozelle	Year 10	1155
Lilyfield - Rozelle	Year 11	440
Lilyfield - Rozelle	Year 12	8140
Ashfield	Did not go to school	363
Ashfield	Year 8	937
Ashfield	Year 9	602
Ashfield	Year 10	1924
Ashfield	Year 11	682
Ashfield	Year 12	15171
Burwood - Croydon	Did not go to school	500
Burwood - Croydon	Year 8	1025
Burwood - Croydon	Year 9	656
Burwood - Croydon	Year 10	1770
Burwood - Croydon	Year 11	748
Burwood - Croydon	Year 12	15573
Canterbury (North) - Ashbury	Did not go to school	151
Canterbury (North) - Ashbury	Year 8	612
Canterbury (North) - Ashbury	Year 9	271
Canterbury (North) - Ashbury	Year 10	1125
Canterbury (North) - Ashbury	Year 11	339
Canterbury (North) - Ashbury	Year 12	5608
Croydon Park - Enfield	Did not go to school	279
Croydon Park - Enfield	Year 8	895
Croydon Park - Enfield	Year 9	526
Croydon Park - Enfield	Year 10	2105
Croydon Park - Enfield	Year 11	616
Croydon Park - Enfield	Year 12	8941
Dulwich Hill - Lewisham	Did not go to school	229
Dulwich Hill - Lewisham	Year 8	709
Dulwich Hill - Lewisham	Year 9	389
Dulwich Hill - Lewisham	Year 10	1490
Dulwich Hill - Lewisham	Year 11	582
Dulwich Hill - Lewisham	Year 12	9615
Haberfield - Summer Hill	Did not go to school	112
Haberfield - Summer Hill	Year 8	743
Haberfield - Summer Hill	Year 9	340
Haberfield - Summer Hill	Year 10	1267
Haberfield - Summer Hill	Year 11	418
Haberfield - Summer Hill	Year 12	7498
Homebush	Did not go to school	189
Homebush	Year 8	349
Homebush	Year 9	279
Homebush	Year 10	887
Homebush	Year 11	456
Homebush	Year 12	10143
Strathfield	Did not go to school	302
Strathfield	Year 8	665
Strathfield	Year 9	538
Strathfield	Year 10	1643
Strathfield	Year 11	631
Strathfield	Year 12	16573
Strathfield South	Did not go to school	25
Strathfield South	Year 8	113
Strathfield South	Year 9	100
Strathfield South	Year 10	405
Strathfield South	Year 11	127
Strathfield South	Year 12	1945
Chatswood (East) - Artarmon	Did not go to school	210
Chatswood (East) - Artarmon	Year 8	511
Chatswood (East) - Artarmon	Year 9	565
Chatswood (East) - Artarmon	Year 10	1552
Chatswood (East) - Artarmon	Year 11	757
Chatswood (East) - Artarmon	Year 12	18510
Chatswood (West) - Lane Cove North	Did not go to school	109
Chatswood (West) - Lane Cove North	Year 8	245
Chatswood (West) - Lane Cove North	Year 9	405
Chatswood (West) - Lane Cove North	Year 10	1360
Chatswood (West) - Lane Cove North	Year 11	635
Chatswood (West) - Lane Cove North	Year 12	13546
Lane Cove - Greenwich	Did not go to school	66
Lane Cove - Greenwich	Year 8	354
Lane Cove - Greenwich	Year 9	612
Lane Cove - Greenwich	Year 10	1938
Lane Cove - Greenwich	Year 11	919
Lane Cove - Greenwich	Year 12	16539
St Leonards - Naremburn	Did not go to school	32
St Leonards - Naremburn	Year 8	140
St Leonards - Naremburn	Year 9	132
St Leonards - Naremburn	Year 10	561
St Leonards - Naremburn	Year 11	266
St Leonards - Naremburn	Year 12	7079
Willoughby - Castle Cove - Northbridge	Did not go to school	113
Willoughby - Castle Cove - Northbridge	Year 8	492
Willoughby - Castle Cove - Northbridge	Year 9	571
Willoughby - Castle Cove - Northbridge	Year 10	1926
Willoughby - Castle Cove - Northbridge	Year 11	850
Willoughby - Castle Cove - Northbridge	Year 12	14680
Asquith - Mount Colah	Did not go to school	76
Asquith - Mount Colah	Year 8	268
Asquith - Mount Colah	Year 9	632
Asquith - Mount Colah	Year 10	2647
Asquith - Mount Colah	Year 11	798
Asquith - Mount Colah	Year 12	9407
Berowra - Brooklyn - Cowan	Did not go to school	20
Berowra - Brooklyn - Cowan	Year 8	180
Berowra - Brooklyn - Cowan	Year 9	449
Berowra - Brooklyn - Cowan	Year 10	2045
Berowra - Brooklyn - Cowan	Year 11	567
Berowra - Brooklyn - Cowan	Year 12	5525
Normanhurst - Thornleigh - Westleigh	Did not go to school	94
Normanhurst - Thornleigh - Westleigh	Year 8	280
Normanhurst - Thornleigh - Westleigh	Year 9	572
Normanhurst - Thornleigh - Westleigh	Year 10	2087
Normanhurst - Thornleigh - Westleigh	Year 11	733
Normanhurst - Thornleigh - Westleigh	Year 12	10236
Hornsby - East	Did not go to school	92
Hornsby - East	Year 8	228
Hornsby - East	Year 9	257
Hornsby - East	Year 10	915
Hornsby - East	Year 11	327
Hornsby - East	Year 12	7431
Hornsby - West	Did not go to school	66
Hornsby - West	Year 8	202
Hornsby - West	Year 9	296
Hornsby - West	Year 10	1215
Hornsby - West	Year 11	392
Hornsby - West	Year 12	5837
Waitara - Wahroonga (West)	Did not go to school	52
Waitara - Wahroonga (West)	Year 8	154
Waitara - Wahroonga (West)	Year 9	195
Waitara - Wahroonga (West)	Year 10	727
Waitara - Wahroonga (West)	Year 11	270
Waitara - Wahroonga (West)	Year 12	5732
Gordon - Killara	Did not go to school	78
Gordon - Killara	Year 8	273
Gordon - Killara	Year 9	517
Gordon - Killara	Year 10	1215
Gordon - Killara	Year 11	740
Gordon - Killara	Year 12	13592
Lindfield - Roseville	Did not go to school	72
Lindfield - Roseville	Year 8	265
Lindfield - Roseville	Year 9	519
Lindfield - Roseville	Year 10	1382
Lindfield - Roseville	Year 11	803
Lindfield - Roseville	Year 12	14329
Pymble	Did not go to school	40
Pymble	Year 8	173
Pymble	Year 9	389
Pymble	Year 10	1058
Pymble	Year 11	541
Pymble	Year 12	10038
St Ives	Did not go to school	55
St Ives	Year 8	252
St Ives	Year 9	532
St Ives	Year 10	1606
St Ives	Year 11	797
St Ives	Year 12	12291
Turramurra	Did not go to school	50
Turramurra	Year 8	208
Turramurra	Year 9	555
Turramurra	Year 10	1718
Turramurra	Year 11	773
Turramurra	Year 12	11279
Wahroonga (East) - Warrawee	Did not go to school	41
Wahroonga (East) - Warrawee	Year 8	205
Wahroonga (East) - Warrawee	Year 9	503
Wahroonga (East) - Warrawee	Year 10	1509
Wahroonga (East) - Warrawee	Year 11	705
Wahroonga (East) - Warrawee	Year 12	10604
Cremorne - Cammeray	Did not go to school	25
Cremorne - Cammeray	Year 8	139
Cremorne - Cammeray	Year 9	243
Cremorne - Cammeray	Year 10	1227
Cremorne - Cammeray	Year 11	580
Cremorne - Cammeray	Year 12	12604
Crows Nest - Waverton	Did not go to school	34
Crows Nest - Waverton	Year 8	118
Crows Nest - Waverton	Year 9	214
Crows Nest - Waverton	Year 10	1036
Crows Nest - Waverton	Year 11	491
Crows Nest - Waverton	Year 12	12618
Mosman	Did not go to school	45
Mosman	Year 8	222
Mosman	Year 9	555
Mosman	Year 10	1892
Mosman	Year 11	1027
Mosman	Year 12	17798
Neutral Bay - Kirribilli	Did not go to school	38
Neutral Bay - Kirribilli	Year 8	146
Neutral Bay - Kirribilli	Year 9	227
Neutral Bay - Kirribilli	Year 10	1055
Neutral Bay - Kirribilli	Year 11	511
Neutral Bay - Kirribilli	Year 12	12390
North Sydney - Lavender Bay	Did not go to school	27
North Sydney - Lavender Bay	Year 8	76
North Sydney - Lavender Bay	Year 9	157
North Sydney - Lavender Bay	Year 10	567
North Sydney - Lavender Bay	Year 11	303
North Sydney - Lavender Bay	Year 12	7503
Balgowlah - Clontarf - Seaforth	Did not go to school	23
Balgowlah - Clontarf - Seaforth	Year 8	213
Balgowlah - Clontarf - Seaforth	Year 9	474
Balgowlah - Clontarf - Seaforth	Year 10	1756
Balgowlah - Clontarf - Seaforth	Year 11	766
Balgowlah - Clontarf - Seaforth	Year 12	11326
Manly - Fairlight	Did not go to school	18
Manly - Fairlight	Year 8	198
Manly - Fairlight	Year 9	422
Manly - Fairlight	Year 10	1690
Manly - Fairlight	Year 11	730
Manly - Fairlight	Year 12	13805
Avalon - Palm Beach	Did not go to school	11
Avalon - Palm Beach	Year 8	137
Avalon - Palm Beach	Year 9	356
Avalon - Palm Beach	Year 10	1793
Avalon - Palm Beach	Year 11	653
Avalon - Palm Beach	Year 12	6600
Bayview - Elanora Heights	Did not go to school	17
Bayview - Elanora Heights	Year 8	181
Bayview - Elanora Heights	Year 9	362
Bayview - Elanora Heights	Year 10	1684
Bayview - Elanora Heights	Year 11	464
Bayview - Elanora Heights	Year 12	5384
Newport - Bilgola	Did not go to school	10
Newport - Bilgola	Year 8	143
Newport - Bilgola	Year 9	360
Newport - Bilgola	Year 10	1883
Newport - Bilgola	Year 11	667
Newport - Bilgola	Year 12	7067
Warriewood - Mona Vale	Did not go to school	48
Warriewood - Mona Vale	Year 8	417
Warriewood - Mona Vale	Year 9	869
Warriewood - Mona Vale	Year 10	3889
Warriewood - Mona Vale	Year 11	1136
Warriewood - Mona Vale	Year 12	11391
Beacon Hill - Narraweena	Did not go to school	109
Beacon Hill - Narraweena	Year 8	504
Beacon Hill - Narraweena	Year 9	595
Beacon Hill - Narraweena	Year 10	2257
Beacon Hill - Narraweena	Year 11	661
Beacon Hill - Narraweena	Year 12	6278
Cromer	Did not go to school	24
Cromer	Year 8	176
Cromer	Year 9	352
Cromer	Year 10	1284
Cromer	Year 11	375
Cromer	Year 12	3361
Dee Why - North Curl Curl	Did not go to school	186
Dee Why - North Curl Curl	Year 8	547
Dee Why - North Curl Curl	Year 9	727
Dee Why - North Curl Curl	Year 10	3168
Dee Why - North Curl Curl	Year 11	1034
Dee Why - North Curl Curl	Year 12	13391
Forestville - Killarney Heights	Did not go to school	52
Forestville - Killarney Heights	Year 8	264
Forestville - Killarney Heights	Year 9	450
Forestville - Killarney Heights	Year 10	1544
Forestville - Killarney Heights	Year 11	512
Forestville - Killarney Heights	Year 12	6637
Frenchs Forest - Belrose	Did not go to school	73
Frenchs Forest - Belrose	Year 8	467
Frenchs Forest - Belrose	Year 9	869
Frenchs Forest - Belrose	Year 10	3605
Frenchs Forest - Belrose	Year 11	1113
Frenchs Forest - Belrose	Year 12	12617
Freshwater - Brookvale	Did not go to school	70
Freshwater - Brookvale	Year 8	352
Freshwater - Brookvale	Year 9	526
Freshwater - Brookvale	Year 10	2271
Freshwater - Brookvale	Year 11	792
Freshwater - Brookvale	Year 12	11700
Manly Vale - Allambie Heights	Did not go to school	56
Manly Vale - Allambie Heights	Year 8	294
Manly Vale - Allambie Heights	Year 9	515
Manly Vale - Allambie Heights	Year 10	2118
Manly Vale - Allambie Heights	Year 11	692
Manly Vale - Allambie Heights	Year 12	8476
Narrabeen - Collaroy	Did not go to school	52
Narrabeen - Collaroy	Year 8	462
Narrabeen - Collaroy	Year 9	979
Narrabeen - Collaroy	Year 10	3967
Narrabeen - Collaroy	Year 11	1136
Narrabeen - Collaroy	Year 12	12041
Terrey Hills - Duffys Forest	Did not go to school	13
Terrey Hills - Duffys Forest	Year 8	68
Terrey Hills - Duffys Forest	Year 9	148
Terrey Hills - Duffys Forest	Year 10	632
Terrey Hills - Duffys Forest	Year 11	185
Terrey Hills - Duffys Forest	Year 12	1687
Camden - Ellis Lane	Did not go to school	27
Camden - Ellis Lane	Year 8	367
Camden - Ellis Lane	Year 9	791
Camden - Ellis Lane	Year 10	3146
Camden - Ellis Lane	Year 11	657
Camden - Ellis Lane	Year 12	4535
Elderslie - Harrington Park	Did not go to school	63
Elderslie - Harrington Park	Year 8	472
Elderslie - Harrington Park	Year 9	1163
Elderslie - Harrington Park	Year 10	4597
Elderslie - Harrington Park	Year 11	1148
Elderslie - Harrington Park	Year 12	7596
Mount Annan - Currans Hill	Did not go to school	62
Mount Annan - Currans Hill	Year 8	631
Mount Annan - Currans Hill	Year 9	1508
Mount Annan - Currans Hill	Year 10	6317
Mount Annan - Currans Hill	Year 11	1634
Mount Annan - Currans Hill	Year 12	10248
Bradbury - Wedderburn	Did not go to school	121
Bradbury - Wedderburn	Year 8	758
Bradbury - Wedderburn	Year 9	1257
Bradbury - Wedderburn	Year 10	4303
Bradbury - Wedderburn	Year 11	1130
Bradbury - Wedderburn	Year 12	5847
Campbelltown - Woodbine	Did not go to school	120
Campbelltown - Woodbine	Year 8	688
Campbelltown - Woodbine	Year 9	1090
Campbelltown - Woodbine	Year 10	3449
Campbelltown - Woodbine	Year 11	921
Campbelltown - Woodbine	Year 12	7190
Claymore - Eagle Vale - Raby	Did not go to school	174
Claymore - Eagle Vale - Raby	Year 8	697
Claymore - Eagle Vale - Raby	Year 9	1264
Claymore - Eagle Vale - Raby	Year 10	4554
Claymore - Eagle Vale - Raby	Year 11	1190
Claymore - Eagle Vale - Raby	Year 12	6835
Ingleburn - Denham Court	Did not go to school	132
Ingleburn - Denham Court	Year 8	581
Ingleburn - Denham Court	Year 9	889
Ingleburn - Denham Court	Year 10	3486
Ingleburn - Denham Court	Year 11	931
Ingleburn - Denham Court	Year 12	8626
Leumeah - Minto Heights	Did not go to school	91
Leumeah - Minto Heights	Year 8	584
Leumeah - Minto Heights	Year 9	1164
Leumeah - Minto Heights	Year 10	3915
Leumeah - Minto Heights	Year 11	906
Leumeah - Minto Heights	Year 12	5742
Macquarie Fields - Glenfield	Did not go to school	190
Macquarie Fields - Glenfield	Year 8	888
Macquarie Fields - Glenfield	Year 9	1209
Macquarie Fields - Glenfield	Year 10	3668
Macquarie Fields - Glenfield	Year 11	994
Macquarie Fields - Glenfield	Year 12	9582
Minto - St Andrews	Did not go to school	195
Minto - St Andrews	Year 8	747
Minto - St Andrews	Year 9	1032
Minto - St Andrews	Year 10	3697
Minto - St Andrews	Year 11	1026
Minto - St Andrews	Year 12	7841
Rosemeadow - Glen Alpine	Did not go to school	138
Rosemeadow - Glen Alpine	Year 8	683
Rosemeadow - Glen Alpine	Year 9	1288
Rosemeadow - Glen Alpine	Year 10	4500
Rosemeadow - Glen Alpine	Year 11	1161
Rosemeadow - Glen Alpine	Year 12	7238
Bargo	Did not go to school	17
Bargo	Year 8	208
Bargo	Year 9	450
Bargo	Year 10	1694
Bargo	Year 11	319
Bargo	Year 12	1487
Douglas Park - Appin	Did not go to school	21
Douglas Park - Appin	Year 8	217
Douglas Park - Appin	Year 9	524
Douglas Park - Appin	Year 10	2439
Douglas Park - Appin	Year 11	472
Douglas Park - Appin	Year 12	3191
Picton - Tahmoor - Buxton	Did not go to school	50
Picton - Tahmoor - Buxton	Year 8	536
Picton - Tahmoor - Buxton	Year 9	1105
Picton - Tahmoor - Buxton	Year 10	4445
Picton - Tahmoor - Buxton	Year 11	993
Picton - Tahmoor - Buxton	Year 12	4887
The Oaks - Oakdale	Did not go to school	20
The Oaks - Oakdale	Year 8	281
The Oaks - Oakdale	Year 9	575
The Oaks - Oakdale	Year 10	2429
The Oaks - Oakdale	Year 11	458
The Oaks - Oakdale	Year 12	2791
Blackheath - Megalong Valley	Did not go to school	14
Blackheath - Megalong Valley	Year 8	117
Blackheath - Megalong Valley	Year 9	276
Blackheath - Megalong Valley	Year 10	1052
Blackheath - Megalong Valley	Year 11	291
Blackheath - Megalong Valley	Year 12	2518
Blaxland - Warrimoo - Lapstone	Did not go to school	17
Blaxland - Warrimoo - Lapstone	Year 8	293
Blaxland - Warrimoo - Lapstone	Year 9	788
Blaxland - Warrimoo - Lapstone	Year 10	3749
Blaxland - Warrimoo - Lapstone	Year 11	947
Blaxland - Warrimoo - Lapstone	Year 12	8645
Blue Mountains - North	Year 10	3
Blue Mountains - North	Year 12	9
Katoomba - Leura	Did not go to school	42
Katoomba - Leura	Year 8	349
Katoomba - Leura	Year 9	602
Katoomba - Leura	Year 10	2373
Katoomba - Leura	Year 11	682
Katoomba - Leura	Year 12	6134
Lawson - Hazelbrook - Linden	Did not go to school	6
Lawson - Hazelbrook - Linden	Year 8	239
Lawson - Hazelbrook - Linden	Year 9	553
Lawson - Hazelbrook - Linden	Year 10	2338
Lawson - Hazelbrook - Linden	Year 11	598
Lawson - Hazelbrook - Linden	Year 12	4817
Springwood - Winmalee	Did not go to school	34
Springwood - Winmalee	Year 8	456
Springwood - Winmalee	Year 9	1091
Springwood - Winmalee	Year 10	4542
Springwood - Winmalee	Year 11	1128
Springwood - Winmalee	Year 12	9357
Wentworth Falls	Did not go to school	17
Wentworth Falls	Year 8	130
Wentworth Falls	Year 9	281
Wentworth Falls	Year 10	1110
Wentworth Falls	Year 11	302
Wentworth Falls	Year 12	2845
Cambridge Park	Did not go to school	60
Cambridge Park	Year 8	592
Cambridge Park	Year 9	1101
Cambridge Park	Year 10	4275
Cambridge Park	Year 11	923
Cambridge Park	Year 12	4669
Castlereagh - Cranebrook	Did not go to school	88
Castlereagh - Cranebrook	Year 8	687
Castlereagh - Cranebrook	Year 9	1308
Castlereagh - Cranebrook	Year 10	5381
Castlereagh - Cranebrook	Year 11	1276
Castlereagh - Cranebrook	Year 12	8214
Emu Plains - Leonay	Did not go to school	50
Emu Plains - Leonay	Year 8	454
Emu Plains - Leonay	Year 9	852
Emu Plains - Leonay	Year 10	3406
Emu Plains - Leonay	Year 11	745
Emu Plains - Leonay	Year 12	5091
Glenmore Park - Regentville	Did not go to school	65
Glenmore Park - Regentville	Year 8	432
Glenmore Park - Regentville	Year 9	981
Glenmore Park - Regentville	Year 10	4597
Glenmore Park - Regentville	Year 11	1196
Glenmore Park - Regentville	Year 12	8190
Jamisontown - South Penrith	Did not go to school	55
