SA2_NAME16	OnlyEnglishSpokenHome	persons
Picton - Tahmoor - Buxton	1	14922
The Oaks - Oakdale	0	577
The Oaks - Oakdale	1	7981
Blackheath - Megalong Valley	0	347
Blackheath - Megalong Valley	1	4803
Blaxland - Warrimoo - Lapstone	0	963
Blaxland - Warrimoo - Lapstone	1	17313
Blue Mountains - North	1	13
Katoomba - Leura	0	1287
Katoomba - Leura	1	11045
Lawson - Hazelbrook - Linden	0	653
Lawson - Hazelbrook - Linden	1	10140
Springwood - Winmalee	0	1023
Springwood - Winmalee	1	19909
Wentworth Falls	0	414
Wentworth Falls	1	5339
Blue Mountains - South	1	3
Cambridge Park	0	1370
Cambridge Park	1	13571
Castlereagh - Cranebrook	0	3441
Castlereagh - Cranebrook	1	19101
Emu Plains - Leonay	0	904
Emu Plains - Leonay	1	12620
Glenmore Park - Regentville	0	2981
Glenmore Park - Regentville	1	17515
Jamisontown - South Penrith	0	1753
Jamisontown - South Penrith	1	14678
Kingswood - Werrington	0	4634
Kingswood - Werrington	1	13793
Mulgoa - Luddenham - Orchard Hills	0	1569
Mulgoa - Luddenham - Orchard Hills	1	7425
Penrith	0	2264
Penrith	1	10046
Warragamba - Silverdale	0	345
Warragamba - Silverdale	1	4598
Richmond - Clarendon	0	1035
Richmond - Clarendon	1	11927
Windsor - Bligh Park	0	872
Windsor - Bligh Park	1	13691
Yarramundi - Londonderry	0	640
Yarramundi - Londonderry	1	5297
Erskine Park	0	1391
Erskine Park	1	4819
St Clair	0	4466
St Clair	1	14502
Colyton - Oxley Park	0	3062
Colyton - Oxley Park	1	7773
St Marys - North St Marys	0	4123
St Marys - North St Marys	1	10581
Homebush Bay - Silverwater	0	9121
Homebush Bay - Silverwater	1	6193
Rookwood Cemetery	1	3
Auburn - Central	0	14039
Auburn - Central	1	2203
Auburn - North	0	9551
Auburn - North	1	1025
Auburn - South	0	6533
Auburn - South	1	1554
Berala	0	6714
Berala	1	1851
Lidcombe	0	15131
Lidcombe	1	3767
Regents Park	0	3550
Regents Park	1	1296
Carlingford	0	15087
Carlingford	1	11456
Ermington - Rydalmere	0	9320
Ermington - Rydalmere	1	11159
Oatlands - Dundas Valley	0	8806
Oatlands - Dundas Valley	1	8133
Chester Hill - Sefton	0	11316
Chester Hill - Sefton	1	5704
Fairfield - East	0	10726
Fairfield - East	1	3671
Granville - Clyde	0	14444
Granville - Clyde	1	4945
Greystanes - Pemulwuy	0	10241
Greystanes - Pemulwuy	1	15005
Guildford - South Granville	0	14211
Guildford - South Granville	1	5093
Guildford West - Merrylands West	0	11478
Guildford West - Merrylands West	1	8089
Merrylands - Holroyd	0	17633
Merrylands - Holroyd	1	9371
Smithfield Industrial	0	12
Smithfield Industrial	1	3
Yennora Industrial	0	10
Yennora Industrial	1	3
North Parramatta	0	11585
North Parramatta	1	8748
North Rocks	0	2768
North Rocks	1	4915
Northmead	0	10470
Northmead	1	8454
Parramatta - Rosehill	0	21158
Parramatta - Rosehill	1	5522
Toongabbie - Constitution Hill	0	9193
Toongabbie - Constitution Hill	1	11760
Winston Hills	0	2779
Winston Hills	1	7789
Pendle Hill - Girraween	0	8046
Pendle Hill - Girraween	1	4083
Wentworthville - Westmead	0	10685
Wentworthville - Westmead	1	4161
Epping - North Epping	0	14585
Epping - North Epping	1	11774
Pennant Hills - Cheltenham	0	6083
Pennant Hills - Cheltenham	1	13702
Eastwood - Denistone	0	14561
Eastwood - Denistone	1	9627
Gladesville - Huntleys Point	0	3716
Gladesville - Huntleys Point	1	9960
Hunters Hill - Woolwich	0	1859
Hunters Hill - Woolwich	1	7916
Macquarie Park - Marsfield	0	12194
Macquarie Park - Marsfield	1	8457
North Ryde - East Ryde	0	4499
North Ryde - East Ryde	1	7436
West Ryde - Meadowbank	0	10584
West Ryde - Meadowbank	1	8075
Putney	0	1245
Putney	1	2761
Ryde	0	12835
Ryde	1	12976
Ashcroft - Busby - Miller	0	8495
Ashcroft - Busby - Miller	1	7151
Austral - Greendale	0	3153
Austral - Greendale	1	4992
Cobbitty - Leppington	0	4692
Cobbitty - Leppington	1	11891
Badgerys Creek	0	16
Badgerys Creek	1	38
Cecil Hills	0	3953
Cecil Hills	1	2746
Green Valley	0	8454
Green Valley	1	3510
Hinchinbrook	0	7652
Hinchinbrook	1	4198
Hoxton Park - Carnes Hill - Horningsea Park	0	6503
Hoxton Park - Carnes Hill - Horningsea Park	1	4628
West Hoxton - Middleton Grange	0	7611
West Hoxton - Middleton Grange	1	6863
Bonnyrigg Heights - Bonnyrigg	0	11603
Bonnyrigg Heights - Bonnyrigg	1	3856
Bossley Park - Abbotsbury	0	11290
Bossley Park - Abbotsbury	1	6964
Cabramatta - Lansvale	0	19881
Cabramatta - Lansvale	1	3640
Cabramatta West - Mount Pritchard	0	11205
Cabramatta West - Mount Pritchard	1	5027
Canley Vale - Canley Heights	0	16144
Canley Vale - Canley Heights	1	3807
Edensor Park	0	6559
Edensor Park	1	2931
Fairfield	0	13841
Fairfield	1	3061
Fairfield - West	0	13797
Fairfield - West	1	4510
Greenfield Park - Prairiewood	0	6060
Greenfield Park - Prairiewood	1	2011
Horsley Park - Kemps Creek	0	1677
Horsley Park - Kemps Creek	1	2357
Smithfield - Wetherill Park	0	10819
Smithfield - Wetherill Park	1	6373
St Johns Park - Wakeley	0	8139
St Johns Park - Wakeley	1	2354
Wetherill Park Industrial	0	27
Wetherill Park Industrial	1	9
Casula	0	8396
Casula	1	6266
Chipping Norton - Moorebank	0	7573
Chipping Norton - Moorebank	1	10432
Holsworthy - Wattle Grove	0	6340
Holsworthy - Wattle Grove	1	13541
Liverpool	0	17683
Liverpool	1	6054
Lurnea - Cartwright	0	6353
Lurnea - Cartwright	1	4374
Prestons - Edmondson Park	0	9900
Prestons - Edmondson Park	1	6929
Warwick Farm	0	3346
Warwick Farm	1	1616
Gymea - Grays Point	0	1625
Gymea - Grays Point	1	15311
Miranda - Yowie Bay	0	3486
Miranda - Yowie Bay	1	13887
Sylvania - Taren Point	0	4427
Sylvania - Taren Point	1	10790
Caringbah	0	1736
Caringbah	1	9410
Caringbah South	0	934
Caringbah South	1	10731
Cronulla - Kurnell - Bundeena	0	2072
Cronulla - Kurnell - Bundeena	1	19792
Lilli Pilli - Port Hacking - Dolans Bay	0	254
Lilli Pilli - Port Hacking - Dolans Bay	1	2800
Woolaware - Burraneer	0	706
Woolaware - Burraneer	1	6748
Heathcote - Waterfall	0	302
Heathcote - Waterfall	1	6062
Illawong - Alfords Point	0	2584
Illawong - Alfords Point	1	7548
Menai - Lucas Heights - Woronora	0	2913
Menai - Lucas Heights - Woronora	1	17599
Oyster Bay - Como - Jannali	0	2473
Oyster Bay - Como - Jannali	1	18122
Royal National Park	0	3
Royal National Park	1	15
Sutherland - Kirrawee	0	3278
Sutherland - Kirrawee	1	16648
Engadine	0	995
Engadine	1	15572
Loftus - Yarrawarrah	0	371
Loftus - Yarrawarrah	1	6704
Woronora Heights	0	176
Woronora Heights	1	3398
Migratory - Offshore - Shipping (NSW)	0	92
Migratory - Offshore - Shipping (NSW)	1	279
No usual address (NSW)	0	1822
No usual address (NSW)	1	7212
Alfredton	0	1047
Alfredton	1	10117
Ballarat	0	812
Ballarat	1	10483
Ballarat - North	0	1004
Ballarat - North	1	20733
Ballarat - South	0	1402
Ballarat - South	1	21088
Buninyong	0	275
Buninyong	1	6433
Delacombe	0	281
Delacombe	1	6446
Smythes Creek	0	92
Smythes Creek	1	3643
Wendouree - Miners Rest	0	644
Wendouree - Miners Rest	1	13052
Bacchus Marsh Region	0	229
Bacchus Marsh Region	1	5222
Creswick - Clunes	0	247
Creswick - Clunes	1	6870
Daylesford	0	524
Daylesford	1	7688
Gordon (Vic.)	0	154
Gordon (Vic.)	1	5047
Avoca	0	58
Avoca	1	2947
Beaufort	0	98
Beaufort	1	3595
Golden Plains - North	0	96
Golden Plains - North	1	4133
Maryborough (Vic.)	0	197
Maryborough (Vic.)	1	7169
Maryborough Region	0	133
Maryborough Region	1	4755
Bendigo	0	956
Bendigo	1	12194
California Gully - Eaglehawk	0	317
California Gully - Eaglehawk	1	10614
East Bendigo - Kennington	0	866
East Bendigo - Kennington	1	11913
Flora Hill - Spring Gully	0	608
Flora Hill - Spring Gully	1	8168
Kangaroo Flat - Golden Square	0	1086
Kangaroo Flat - Golden Square	1	17114
Maiden Gully	0	84
Maiden Gully	1	4761
Strathfieldsaye	0	223
Strathfieldsaye	1	8067
White Hills - Ascot	0	602
White Hills - Ascot	1	10436
Bendigo Region - South	0	130
Bendigo Region - South	1	6604
Castlemaine	0	406
Castlemaine	1	8623
Castlemaine Region	0	241
Castlemaine Region	1	7588
Heathcote	0	153
Heathcote	1	3945
Kyneton	0	475
Kyneton	1	8467
Woodend	0	283
Woodend	1	6039
Bendigo Region - North	0	65
Bendigo Region - North	1	4017
Loddon	0	210
Loddon	1	6075
Bannockburn	0	278
Bannockburn	1	5837
Golden Plains - South	0	175
Golden Plains - South	1	6321
Winchelsea	0	126
Winchelsea	1	5232
Belmont	0	1307
Belmont	1	11992
Corio - Norlane	0	5129
Corio - Norlane	1	19194
Geelong	0	1526
Geelong	1	10275
Geelong West - Hamlyn Heights	0	2284
Geelong West - Hamlyn Heights	1	16103
Grovedale	0	1934
Grovedale	1	20104
Highton	0	2585
Highton	1	18583
Lara	0	1444
Lara	1	14815
Leopold	0	732
Leopold	1	11490
Newcomb - Moolap	0	1066
Newcomb - Moolap	1	12601
Newtown (Vic.)	0	869
Newtown (Vic.)	1	8710
North Geelong - Bell Park	0	4024
North Geelong - Bell Park	1	9499
Clifton Springs	0	510
Clifton Springs	1	12126
Lorne - Anglesea	0	219
Lorne - Anglesea	1	4443
Ocean Grove - Barwon Heads	0	864
Ocean Grove - Barwon Heads	1	21343
Portarlington	0	474
Portarlington	1	6349
Point Lonsdale - Queenscliff	0	140
Point Lonsdale - Queenscliff	1	3707
Torquay	0	832
Torquay	1	16674
Alexandra	0	167
Alexandra	1	5647
Euroa	0	166
Euroa	1	5656
Kilmore - Broadford	0	703
Kilmore - Broadford	1	12272
Mansfield (Vic.)	0	390
Mansfield (Vic.)	1	7720
Nagambie	0	184
Nagambie	1	3474
Seymour	0	387
Seymour	1	5211
Seymour Region	0	148
Seymour Region	1	3878
Upper Yarra Valley	0	10
Upper Yarra Valley	1	154
Yea	0	104
Yea	1	3138
Benalla	0	332
Benalla	1	9211
Benalla Region	0	62
Benalla Region	1	3184
Rutherglen	0	66
Rutherglen	1	3581
Wangaratta	0	984
Wangaratta	1	16341
Wangaratta Region	0	323
Wangaratta Region	1	8576
Beechworth	0	182
Beechworth	1	3889
Bright - Mount Beauty	0	477
Bright - Mount Beauty	1	6864
Chiltern - Indigo Valley	0	38
Chiltern - Indigo Valley	1	2833
Myrtleford	0	511
Myrtleford	1	3786
Towong	0	154
Towong	1	5365
West Wodonga	0	687
West Wodonga	1	13504
Wodonga	0	1678
Wodonga	1	21075
Yackandandah	0	70
Yackandandah	1	4231
Drouin	0	613
Drouin	1	14479
Mount Baw Baw Region	0	179
Mount Baw Baw Region	1	5403
Trafalgar (Vic.)	0	271
Trafalgar (Vic.)	1	6820
Warragul	0	875
Warragul	1	16775
Alps - East	1	4
Bairnsdale	0	619
Bairnsdale	1	12682
Bruthen - Omeo	0	229
Bruthen - Omeo	1	6930
Lakes Entrance	0	391
Lakes Entrance	1	8612
Orbost	0	173
Orbost	1	5750
Paynesville	0	182
Paynesville	1	5670
Foster	0	284
Foster	1	7621
French Island	0	8
French Island	1	97
Korumburra	0	292
Korumburra	1	8261
Leongatha	0	410
Leongatha	1	9838
Phillip Island	0	583
Phillip Island	1	9098
Wilsons Promontory	1	15
Wonthaggi - Inverloch	0	991
Wonthaggi - Inverloch	1	19568
Churchill	0	486
Churchill	1	10033
Moe - Newborough	0	1003
Moe - Newborough	1	14315
Morwell	0	1398
Morwell	1	11083
Traralgon	0	1857
Traralgon	1	22841
Yallourn North - Glengarry	0	85
Yallourn North - Glengarry	1	4181
Alps - West	1	25
Longford - Loch Sport	0	165
Longford - Loch Sport	1	3694
Maffra	0	338
Maffra	1	12595
Rosedale	0	105
Rosedale	1	3532
Sale	0	862
Sale	1	12702
Yarram	0	146
Yarram	1	4720
Brunswick	0	7104
Brunswick	1	16758
Brunswick East	0	2966
Brunswick East	1	7331
Brunswick West	0	4404
Brunswick West	1	8515
Coburg	0	9734
Coburg	1	15223
Pascoe Vale South	0	3021
Pascoe Vale South	1	6405
Alphington - Fairfield	0	1955
Alphington - Fairfield	1	6520
Northcote	0	5451
Northcote	1	17702
Thornbury	0	5533
Thornbury	1	11797
Ascot Vale	0	3938
Ascot Vale	1	9754
Essendon - Aberfeldie	0	6569
Essendon - Aberfeldie	1	19341
Flemington	0	4196
Flemington	1	4899
Moonee Ponds	0	3592
Moonee Ponds	1	9927
Carlton	0	10826
Carlton	1	6440
Docklands	0	5785
Docklands	1	3766
East Melbourne	0	698
East Melbourne	1	3713
Flemington Racecourse	0	26
Flemington Racecourse	1	31
Kensington (Vic.)	0	2816
Kensington (Vic.)	1	7249
Melbourne	0	24881
Melbourne	1	8096
North Melbourne	0	8555
North Melbourne	1	9456
Parkville	0	2202
Parkville	1	4312
South Yarra - West	0	1088
South Yarra - West	1	4275
Southbank	0	8589
Southbank	1	7675
Albert Park	0	3555
Albert Park	1	10580
Elwood	0	2171
Elwood	1	11678
Port Melbourne	0	3103
Port Melbourne	1	11666
Port Melbourne Industrial	0	4
Port Melbourne Industrial	1	11
South Melbourne	0	2786
South Melbourne	1	7677
St Kilda	0	5535
St Kilda	1	16983
St Kilda East	0	3618
St Kilda East	1	11364
Armadale	0	1750
Armadale	1	6603
Prahran - Windsor	0	4245
Prahran - Windsor	1	13531
South Yarra - East	0	5825
South Yarra - East	1	12811
Toorak	0	2490
Toorak	1	9606
Abbotsford	0	2139
Abbotsford	1	5324
Carlton North - Princes Hill	0	1493
Carlton North - Princes Hill	1	6420
Collingwood	0	2292
Collingwood	1	5139
Fitzroy	0	2682
Fitzroy	1	6367
Fitzroy North	0	2155
Fitzroy North	1	9247
Richmond (Vic.)	0	7561
Richmond (Vic.)	1	20508
Yarra - North	0	1210
Yarra - North	1	7130
Ashburton (Vic.)	0	1656
Ashburton (Vic.)	1	5789
Balwyn	0	6032
Balwyn	1	9180
Balwyn North	0	8649
Balwyn North	1	10838
Camberwell	0	4960
Camberwell	1	15614
Glen Iris - East	0	3231
Glen Iris - East	1	12580
Hawthorn	0	5698
Hawthorn	1	15772
Hawthorn East	0	3870
Hawthorn East	1	10466
Kew	0	6339
Kew	1	16926
Kew East	0	1773
Kew East	1	4417
Surrey Hills (West) - Canterbury	0	3371
Surrey Hills (West) - Canterbury	1	12295
Bulleen	0	5414
Bulleen	1	5136
Doncaster	0	11410
Doncaster	1	8383
Templestowe	0	6971
Templestowe	1	9022
Templestowe Lower	0	5761
Templestowe Lower	1	7215
Doncaster East (North)	0	7400
Doncaster East (North)	1	6723
Doncaster East (South)	0	7444
Doncaster East (South)	1	5997
Blackburn	0	6069
Blackburn	1	14516
Blackburn South	0	3293
Blackburn South	1	7009
Box Hill	0	9396
Box Hill	1	9346
Box Hill North	0	6851
Box Hill North	1	10122
Burwood	0	5880
Burwood	1	5825
Burwood East	0	5388
Burwood East	1	4563
Surrey Hills (East) - Mont Albert	0	2200
Surrey Hills (East) - Mont Albert	1	7422
Beaumaris	0	1272
Beaumaris	1	11549
Brighton (Vic.)	0	3457
Brighton (Vic.)	1	17955
Brighton East	0	3129
Brighton East	1	11934
Cheltenham - Highett (West)	0	1893
Cheltenham - Highett (West)	1	8540
Hampton	0	2577
Hampton	1	14117
Sandringham - Black Rock	0	1901
Sandringham - Black Rock	1	13782
Bentleigh - McKinnon	0	6515
Bentleigh - McKinnon	1	14971
Carnegie	0	7374
Carnegie	1	9796
Caulfield - North	0	5503
Caulfield - North	1	14226
Caulfield - South	0	4972
Caulfield - South	1	11635
Elsternwick	0	2501
Elsternwick	1	8276
Hughesdale	0	3262
Hughesdale	1	3997
Murrumbeena	0	3061
Murrumbeena	1	5839
Ormond - Glen Huntly	0	5515
Ormond - Glen Huntly	1	7229
Bentleigh East (North)	0	5141
Bentleigh East (North)	1	9034
Bentleigh East (South)	0	3786
Bentleigh East (South)	1	8931
Aspendale Gardens - Waterways	0	2762
Aspendale Gardens - Waterways	1	5927
Braeside	0	7
Braeside	1	27
Carrum - Patterson Lakes	0	1703
Carrum - Patterson Lakes	1	9181
Chelsea - Bonbeach	0	1984
Chelsea - Bonbeach	1	11152
Chelsea Heights	0	876
Chelsea Heights	1	4253
Cheltenham - Highett (East)	0	5629
Cheltenham - Highett (East)	1	15581
Edithvale - Aspendale	0	1346
Edithvale - Aspendale	1	10661
Mentone	0	2571
Mentone	1	9765
Moorabbin - Heatherton	0	2644
Moorabbin - Heatherton	1	5604
Mordialloc - Parkdale	0	2940
Mordialloc - Parkdale	1	16055
Malvern - Glen Iris	0	3894
Malvern - Glen Iris	1	15052
Malvern East	0	5863
Malvern East	1	14605
Bundoora - East	0	3495
Bundoora - East	1	6004
Greensborough	0	2849
Greensborough	1	16925
Heidelberg - Rosanna	0	3361
Heidelberg - Rosanna	1	10648
Heidelberg West	0	4697
Heidelberg West	1	8139
Ivanhoe	0	2831
Ivanhoe	1	8088
Ivanhoe East - Eaglemont	0	1606
Ivanhoe East - Eaglemont	1	5811
Montmorency - Briar Hill	0	1583
Montmorency - Briar Hill	1	13957
Viewbank - Yallambie	0	4310
Viewbank - Yallambie	1	13263
Watsonia	0	1699
Watsonia	1	7068
Kingsbury	0	5381
Kingsbury	1	5156
Reservoir - East	0	11997
Reservoir - East	1	12854
Reservoir - West	0	11462
Reservoir - West	1	11123
Preston - East	0	8119
Preston - East	1	10353
Preston - West	0	4439
Preston - West	1	7123
Eltham	0	2309
Eltham	1	19787
Hurstbridge	0	131
Hurstbridge	1	3191
Kinglake	0	165
Kinglake	1	3378
Panton Hill - St Andrews	0	176
Panton Hill - St Andrews	1	4563
Plenty - Yarrambat	0	1552
Plenty - Yarrambat	1	7478
Research - North Warrandyte	0	432
Research - North Warrandyte	1	5949
Wattle Glen - Diamond Creek	0	1040
Wattle Glen - Diamond Creek	1	12198
Bundoora - North	0	3666
Bundoora - North	1	3459
Bundoora - West	0	2988
Bundoora - West	1	2879
Lalor	0	14904
Lalor	1	6633
Mill Park - North	0	7731
Mill Park - North	1	9405
Mill Park - South	0	4970
Mill Park - South	1	6350
Thomastown	0	13882
Thomastown	1	5425
Wallan	0	1706
Wallan	1	13281
Whittlesea	0	652
Whittlesea	1	6953
Doreen	0	2627
Doreen	1	17588
Epping - East	0	5770
Epping - East	1	6798
Epping - South	0	4020
Epping - South	1	3828
Epping - West	0	6544
Epping - West	1	3785
Mernda	0	5046
Mernda	1	10420
South Morang (North)	0	4584
South Morang (North)	1	7025
South Morang (South)	0	4192
South Morang (South)	1	7389
Wollert	0	5398
Wollert	1	3052
Airport West	0	2170
Airport West	1	4976
Keilor	0	2286
Keilor	1	5849
Keilor East	0	11033
Keilor East	1	13814
Niddrie - Essendon West	0	1484
Niddrie - Essendon West	1	5193
Strathmore	0	1725
Strathmore	1	7315
Gisborne	0	632
Gisborne	1	11536
Macedon	0	146
Macedon	1	3002
Riddells Creek	0	138
Riddells Creek	1	3713
Romsey	0	389
Romsey	1	8283
Coburg North	0	2946
Coburg North	1	4202
Fawkner	0	8692
Fawkner	1	4287
Pascoe Vale	0	8164
Pascoe Vale	1	13869
Glenroy	0	11464
Glenroy	1	9167
Gowanbrae	0	795
Gowanbrae	1	1963
Hadfield	0	2554
Hadfield	1	2744
Sunbury	0	1048
Sunbury	1	11059
Sunbury - South	0	2321
Sunbury - South	1	22984
Broadmeadows	0	7570
Broadmeadows	1	4290
Campbellfield - Coolaroo	0	11004
Campbellfield - Coolaroo	1	3872
Gladstone Park - Westmeadows	0	5530
Gladstone Park - Westmeadows	1	11176
Greenvale - Bulla	0	6932
Greenvale - Bulla	1	8726
Meadow Heights	0	10338
Meadow Heights	1	3527
Melbourne Airport	0	18
Melbourne Airport	1	82
Roxburgh Park - Somerton	0	14965
Roxburgh Park - Somerton	1	5748
Tullamarine	0	2169
Tullamarine	1	3862
Craigieburn - Central	0	3154
Craigieburn - Central	1	4754
Craigieburn - North	0	5904
Craigieburn - North	1	5054
Craigieburn - South	0	7944
Craigieburn - South	1	7597
Craigieburn - West	0	8681
Craigieburn - West	1	4842
Mickleham - Yuroke	0	1252
Mickleham - Yuroke	1	1956
Bayswater	0	3269
Bayswater	1	8171
Knoxfield - Scoresby	0	4764
Knoxfield - Scoresby	1	9777
Lysterfield	0	1103
Lysterfield	1	5183
Rowville - Central	0	4651
Rowville - Central	1	10095
Rowville - North	0	2136
Rowville - North	1	5708
Rowville - South	0	3207
Rowville - South	1	7066
Wantirna	0	4655
Wantirna	1	8799
Wantirna South	0	6854
Wantirna South	1	10473
Boronia	0	3651
Boronia	1	17307
Ferntree Gully (North)	0	2065
Ferntree Gully (North)	1	11209
Ferntree Gully (South) - Upper Ferntree Gully	0	2225
Ferntree Gully (South) - Upper Ferntree Gully	1	11929
The Basin	0	258
The Basin	1	3809
Donvale - Park Orchards	0	3909
Donvale - Park Orchards	1	11461
Warrandyte - Wonga Park	0	1039
Warrandyte - Wonga Park	1	8539
Bayswater North	0	1634
Bayswater North	1	9496
Croydon Hills - Warranwood	0	1749
Croydon Hills - Warranwood	1	15659
Ringwood	0	4813
Ringwood	1	11657
Ringwood East	0	3710
Ringwood East	1	15767
Ringwood North	0	1448
Ringwood North	1	7777
Croydon - East	0	2408
Croydon - East	1	11879
Croydon - West	0	2137
Croydon - West	1	10652
Croydon South	0	632
Croydon South	1	3899
Forest Hill	0	4144
Forest Hill	1	6112
Mitcham (Vic.)	0	4607
Mitcham (Vic.)	1	10929
Nunawading	0	3983
Nunawading	1	7278
Vermont	0	3169
Vermont	1	6965
Vermont South	0	4810
Vermont South	1	6591
Belgrave - Selby	0	653
Belgrave - Selby	1	8868
Chirnside Park	0	1096
Chirnside Park	1	8419
Healesville - Yarra Glen	0	517
Healesville - Yarra Glen	1	12354
Kilsyth	0	899
Kilsyth	1	7800
Lilydale - Coldstream	0	1325
Lilydale - Coldstream	1	16608
Monbulk - Silvan	0	398
Monbulk - Silvan	1	4973
Montrose	0	381
Montrose	1	6067
Mooroolbark	0	2853
Mooroolbark	1	18290
Mount Dandenong - Olinda	0	618
Mount Dandenong - Olinda	1	8524
Mount Evelyn	0	397
Mount Evelyn	1	8856
Upwey - Tecoma	0	556
Upwey - Tecoma	1	8683
Wandin - Seville	0	371
Wandin - Seville	1	6882
Yarra Valley	0	610
Yarra Valley	1	14529
Beaconsfield - Officer	0	1742
Beaconsfield - Officer	1	10793
Bunyip - Garfield	0	247
Bunyip - Garfield	1	7820
Emerald - Cockatoo	0	811
Emerald - Cockatoo	1	16107
Koo Wee Rup	0	327
Koo Wee Rup	1	6547
Pakenham - North	0	2457
Pakenham - North	1	15071
Pakenham - South	0	4987
Pakenham - South	1	22120
Berwick - North	0	3737
Berwick - North	1	18288
Berwick - South	0	7561
Berwick - South	1	17355
Doveton	0	6166
Doveton	1	4338
Hallam	0	5896
Hallam	1	4391
Narre Warren North	0	1902
Narre Warren North	1	5492
Endeavour Hills - North	0	5493
Endeavour Hills - North	1	5861
Endeavour Hills - South	0	7057
Endeavour Hills - South	1	5706
Narre Warren - North East	0	4480
Narre Warren - North East	1	8438
Narre Warren - South West	0	5246
Narre Warren - South West	1	8088
Cranbourne	0	4979
Cranbourne	1	13736
Cranbourne East	0	9779
Cranbourne East	1	14727
Cranbourne North	0	7219
Cranbourne North	1	11785
Cranbourne South	0	650
Cranbourne South	1	7555
Cranbourne West	0	5662
Cranbourne West	1	8693
Hampton Park - Lynbrook	0	12825
Hampton Park - Lynbrook	1	11003
Lynbrook - Lyndhurst	0	7962
Lynbrook - Lyndhurst	1	6509
Pearcedale - Tooradin	0	318
Pearcedale - Tooradin	1	6914
Narre Warren South (East)	0	3605
Narre Warren South (East)	1	9106
Narre Warren South (West)	0	6741
Narre Warren South (West)	1	9288
Clarinda - Oakleigh South	0	6183
Clarinda - Oakleigh South	1	4978
Clayton South	0	8727
Clayton South	1	3289
Dandenong	0	20489
Dandenong	1	7517
Dandenong North	0	12694
Dandenong North	1	8606
Dingley Village	0	1979
Dingley Village	1	7938
Keysborough	0	15332
Keysborough	1	9741
Noble Park North	0	3989
Noble Park North	1	3110
Springvale	0	16654
Springvale	1	3841
Springvale South	0	9161
Springvale South	1	2927
Noble Park - East	0	7714
Noble Park - East	1	3899
Noble Park - West	0	11989
Noble Park - West	1	5706
Ashwood - Chadstone	0	7833
Ashwood - Chadstone	1	9293
Clayton	0	15250
Clayton	1	5928
Glen Waverley - East	0	11364
Glen Waverley - East	1	9069
Glen Waverley - West	0	11272
Glen Waverley - West	1	7266
Mount Waverley - North	0	6895
Mount Waverley - North	1	7848
Mount Waverley - South	0	7893
Mount Waverley - South	1	9598
Mulgrave	0	9377
Mulgrave	1	9074
Oakleigh - Huntingdale	0	9823
Oakleigh - Huntingdale	1	10375
Wheelers Hill	0	8580
Wheelers Hill	1	10510
Ardeer - Albion	0	4157
Ardeer - Albion	1	3042
Cairnlea	0	6755
Cairnlea	1	2513
Deer Park - Derrimut	0	15227
Deer Park - Derrimut	1	9305
Delahey	0	5087
Delahey	1	2862
Keilor Downs	0	6419
Keilor Downs	1	6277
Kings Park (Vic.)	0	8883
Kings Park (Vic.)	1	4075
St Albans - North	0	13379
St Albans - North	1	5144
St Albans - South	0	12631
St Albans - South	1	3312
Sunshine	0	5564
Sunshine	1	3499
Sunshine North	0	8455
Sunshine North	1	2623
Sunshine West	0	12139
Sunshine West	1	5394
Sydenham	0	5540
Sydenham	1	5710
Taylors Lakes	0	6931
Taylors Lakes	1	9707
Altona	0	2596
Altona	1	9362
Altona Meadows	0	6775
Altona Meadows	1	11423
Altona North	0	6598
Altona North	1	6469
Newport	0	3337
Newport	1	13468
Seabrook	0	1846
Seabrook	1	2996
Williamstown	0	2261
Williamstown	1	12377
Braybrook	0	11182
Braybrook	1	5768
Footscray	0	7430
Footscray	1	7310
Maribyrnong	0	5912
Maribyrnong	1	5501
Seddon - Kingsville	0	2294
Seddon - Kingsville	1	6381
West Footscray - Tottenham	0	4414
West Footscray - Tottenham	1	6318
Yarraville	0	3208
Yarraville	1	10763
Bacchus Marsh	0	1299
Bacchus Marsh	1	17941
Hillside	0	7477
Hillside	1	11771
Melton	0	3420
Melton	1	14196
Melton South	0	5049
Melton South	1	16825
Melton West	0	3418
Melton West	1	12933
Rockbank - Mount Cottrell	0	429
Rockbank - Mount Cottrell	1	1156
Taylors Hill	0	8969
Taylors Hill	1	9514
Burnside	0	2379
Burnside	1	2200
Burnside Heights	0	3539
Burnside Heights	1	2271
Caroline Springs	0	8622
Caroline Springs	1	10210
Hoppers Crossing - North	0	6242
Hoppers Crossing - North	1	11940
Hoppers Crossing - South	0	6984
Hoppers Crossing - South	1	11463
Laverton	0	4731
Laverton	1	3605
Tarneit	0	18614
Tarneit	1	14355
Truganina	0	14426
Truganina	1	6656
Werribee - South	0	2785
Werribee - South	1	7871
Wyndham Vale	0	6819
Wyndham Vale	1	15194
Point Cook - East	0	4765
Point Cook - East	1	6772
Point Cook - North	0	9915
Point Cook - North	1	12311
Point Cook - South	0	7458
Point Cook - South	1	6365
Werribee - East	0	6548
Werribee - East	1	11927
Werribee - West	0	2219
Werribee - West	1	8997
Carrum Downs	0	3472
Carrum Downs	1	15935
Frankston	0	2909
Frankston	1	17844
Frankston North	0	2132
Frankston North	1	15623
Frankston South	0	1684
Frankston South	1	15766
Langwarrin	0	1294
Langwarrin	1	21444
Seaford (Vic.)	0	1635
