SA2_NAME16	OnlyEnglishSpokenHome	persons
Northern Beaches	1	5639
Oonoonba	0	597
Oonoonba	1	5579
South Townsville - Railway Estate	0	325
South Townsville - Railway Estate	1	4290
Townsville - South	0	127
Townsville - South	1	3892
Townsville City - North Ward	0	956
Townsville City - North Ward	1	7056
Wulguru - Roseneath	0	191
Wulguru - Roseneath	1	4588
Ashfield - Kepnock	0	240
Ashfield - Kepnock	1	4674
Bargara - Burnett Heads	0	735
Bargara - Burnett Heads	1	15139
Branyan - Kensington	0	137
Branyan - Kensington	1	4321
Bundaberg	0	706
Bundaberg	1	4796
Bundaberg East - Kalkie	0	270
Bundaberg East - Kalkie	1	4894
Bundaberg North - Gooburrum	0	351
Bundaberg North - Gooburrum	1	6271
Bundaberg Region - North	0	246
Bundaberg Region - North	1	7725
Bundaberg Region - South	0	255
Bundaberg Region - South	1	8695
Millbank - Avoca	0	284
Millbank - Avoca	1	6578
Svensson Heights - Norville	0	226
Svensson Heights - Norville	1	5106
Walkervale - Avenell Heights	0	427
Walkervale - Avenell Heights	1	9587
Gayndah - Mundubbera	0	409
Gayndah - Mundubbera	1	5578
Gin Gin	0	159
Gin Gin	1	4505
Kingaroy	0	330
Kingaroy	1	9353
Kingaroy Region - North	0	242
Kingaroy Region - North	1	8575
Kingaroy Region - South	0	69
Kingaroy Region - South	1	3593
Monto - Eidsvold	0	83
Monto - Eidsvold	1	3227
Nanango	0	191
Nanango	1	8627
North Burnett	1	10
Cooloola	0	153
Cooloola	1	5521
Gympie - North	0	420
Gympie - North	1	12646
Gympie - South	0	189
Gympie - South	1	6124
Gympie Region	0	429
Gympie Region	1	16663
Kilkivan	0	62
Kilkivan	1	3305
Booral - River Heads	0	135
Booral - River Heads	1	4181
Craignish - Dundowran Beach	0	198
Craignish - Dundowran Beach	1	4381
Pialba - Eli Waters	0	869
Pialba - Eli Waters	1	12127
Point Vernon	0	196
Point Vernon	1	5090
Torquay - Scarness - Kawungan	0	556
Torquay - Scarness - Kawungan	1	13158
Urangan - Wondunna	0	450
Urangan - Wondunna	1	11309
Burrum - Fraser	0	232
Burrum - Fraser	1	8479
Granville	0	45
Granville	1	2903
Maryborough (Qld)	0	402
Maryborough (Qld)	1	16085
Maryborough Region - South	0	153
Maryborough Region - South	1	7388
Tinana	0	138
Tinana	1	5028
Migratory - Offshore - Shipping (Qld)	0	21
Migratory - Offshore - Shipping (Qld)	1	110
No usual address (Qld)	0	1293
No usual address (Qld)	1	8697
Adelaide	0	6619
Adelaide	1	6729
North Adelaide	0	1390
North Adelaide	1	4909
Adelaide Hills	0	202
Adelaide Hills	1	6286
Aldgate - Stirling	0	971
Aldgate - Stirling	1	15768
Hahndorf - Echunga	0	204
Hahndorf - Echunga	1	4017
Lobethal - Woodside	0	355
Lobethal - Woodside	1	8205
Mount Barker	0	826
Mount Barker	1	15732
Mount Barker Region	0	170
Mount Barker Region	1	5744
Nairne	0	155
Nairne	1	4663
Uraidla - Summertown	0	587
Uraidla - Summertown	1	4590
Burnside - Wattle Park	0	4797
Burnside - Wattle Park	1	13103
Glenside - Beaumont	0	2350
Glenside - Beaumont	1	6903
Toorak Gardens	0	3462
Toorak Gardens	1	11622
Athelstone	0	2289
Athelstone	1	6692
Paradise - Newton	0	7417
Paradise - Newton	1	11531
Rostrevor - Magill	0	7724
Rostrevor - Magill	1	13191
Norwood (SA)	0	2262
Norwood (SA)	1	7131
Payneham - Felixstow	0	4023
Payneham - Felixstow	1	7850
St Peters - Marden	0	3088
St Peters - Marden	1	9358
Nailsworth - Broadview	0	1424
Nailsworth - Broadview	1	4412
Prospect	0	3942
Prospect	1	9833
Walkerville	0	1632
Walkerville	1	5547
Goodwood - Millswood	0	3336
Goodwood - Millswood	1	13406
Unley - Parkside	0	3978
Unley - Parkside	1	15282
Gawler - North	0	260
Gawler - North	1	8538
Gawler - South	0	916
Gawler - South	1	17802
Lewiston - Two Wells	0	303
Lewiston - Two Wells	1	4974
Craigmore - Blakeview	0	1508
Craigmore - Blakeview	1	15856
Davoren Park	0	2136
Davoren Park	1	14164
Elizabeth	0	2062
Elizabeth	1	7339
Elizabeth East	0	1627
Elizabeth East	1	10396
Munno Para West - Angle Vale	0	1359
Munno Para West - Angle Vale	1	10141
One Tree Hill	0	141
One Tree Hill	1	2235
Smithfield - Elizabeth North	0	1267
Smithfield - Elizabeth North	1	9979
Virginia - Waterloo Corner	0	1241
Virginia - Waterloo Corner	1	2684
Enfield - Blair Athol	0	9963
Enfield - Blair Athol	1	11853
Northgate - Oakden - Gilles Plains	0	7714
Northgate - Oakden - Gilles Plains	1	14926
Windsor Gardens	0	7178
Windsor Gardens	1	12219
Ingle Farm	0	3499
Ingle Farm	1	10728
Para Hills	0	3122
Para Hills	1	10815
Parafield	0	82
Parafield	1	23
Parafield Gardens	0	6551
Parafield Gardens	1	9698
Paralowie	0	4324
Paralowie	1	11691
Salisbury	0	5852
Salisbury	1	10735
Salisbury East	0	2669
Salisbury East	1	14080
Salisbury North	0	4258
Salisbury North	1	11952
Mawson Lakes - Globe Derby Park	0	5064
Mawson Lakes - Globe Derby Park	1	7634
Pooraka - Cavan	0	2790
Pooraka - Cavan	1	4563
Golden Grove	0	977
Golden Grove	1	8938
Greenwith	0	552
Greenwith	1	8167
Highbury - Dernancourt	0	1912
Highbury - Dernancourt	1	8258
Hope Valley - Modbury	0	3585
Hope Valley - Modbury	1	12150
Modbury Heights	0	2260
Modbury Heights	1	16084
Redwood Park	0	922
Redwood Park	1	14528
St Agnes - Ridgehaven	0	1289
St Agnes - Ridgehaven	1	10672
Brighton (SA)	0	1060
Brighton (SA)	1	12113
Glenelg (SA)	0	2171
Glenelg (SA)	1	16380
Edwardstown	0	3480
Edwardstown	1	9343
Hallett Cove	0	1585
Hallett Cove	1	10497
Marino - Seaview Downs	0	1195
Marino - Seaview Downs	1	7722
Mitchell Park	0	4083
Mitchell Park	1	10362
Morphettville	0	2449
Morphettville	1	11511
Sheidow Park - Trott Park	0	1148
Sheidow Park - Trott Park	1	8684
Warradale	0	2940
Warradale	1	11238
Belair	0	285
Belair	1	4124
Bellevue Heights	0	1551
Bellevue Heights	1	5587
Blackwood	0	827
Blackwood	1	10795
Colonel Light Gardens	0	2534
Colonel Light Gardens	1	12580
Mitcham (SA)	0	2125
Mitcham (SA)	1	13131
Panorama	0	2134
Panorama	1	5533
Aberfoyle Park	0	1062
Aberfoyle Park	1	10290
Aldinga	0	543
Aldinga	1	13713
Christie Downs	0	723
Christie Downs	1	7923
Christies Beach	0	518
Christies Beach	1	8713
Clarendon	0	74
Clarendon	1	2479
Coromandel Valley	0	270
Coromandel Valley	1	3908
Flagstaff Hill	0	1283
Flagstaff Hill	1	8854
Hackham - Onkaparinga Hills	0	361
Hackham - Onkaparinga Hills	1	5745
Hackham West - Huntfield Heights	0	462
Hackham West - Huntfield Heights	1	6671
Happy Valley	0	928
Happy Valley	1	12218
Lonsdale	1	18
McLaren Vale	0	203
McLaren Vale	1	5478
Morphett Vale - East	0	1025
Morphett Vale - East	1	11875
Morphett Vale - West	0	834
Morphett Vale - West	1	8161
Reynella	0	751
Reynella	1	9048
Seaford (SA)	0	1171
Seaford (SA)	1	20064
Willunga	0	124
Willunga	1	3108
Woodcroft	0	895
Woodcroft	1	10173
Beverley	0	2056
Beverley	1	5306
Flinders Park	0	4780
Flinders Park	1	9137
Henley Beach	0	3160
Henley Beach	1	11052
Hindmarsh - Brompton	0	5705
Hindmarsh - Brompton	1	10962
Royal Park - Hendon - Albert Park	0	1490
Royal Park - Hendon - Albert Park	1	4046
Seaton - Grange	0	3906
Seaton - Grange	1	11630
West Lakes	0	2003
West Lakes	1	11647
Woodville - Cheltenham	0	6847
Woodville - Cheltenham	1	9803
Largs Bay - Semaphore	0	1274
Largs Bay - Semaphore	1	12532
North Haven	0	1048
North Haven	1	12546
Port Adelaide	0	2756
Port Adelaide	1	7409
The Parks	0	10416
The Parks	1	6916
Torrens Island	1	5
Fulham	0	533
Fulham	1	2056
Lockleys	0	4034
Lockleys	1	8191
Plympton	0	7230
Plympton	1	15689
Richmond (SA)	0	5801
Richmond (SA)	1	9833
West Beach	0	750
West Beach	1	4018
Barossa - Angaston	0	141
Barossa - Angaston	1	5652
Light	0	178
Light	1	8357
Lyndoch	0	103
Lyndoch	1	5689
Mallala	0	92
Mallala	1	2855
Nuriootpa	0	147
Nuriootpa	1	6132
Tanunda	0	145
Tanunda	1	4143
Clare	0	109
Clare	1	3730
Gilbert Valley	0	87
Gilbert Valley	1	4467
Goyder	0	81
Goyder	1	3796
Wakefield - Barunga West	0	282
Wakefield - Barunga West	1	8581
Jamestown	0	52
Jamestown	1	4246
Peterborough - Mount Remarkable	0	94
Peterborough - Mount Remarkable	1	4926
Port Pirie	0	631
Port Pirie	1	12463
Port Pirie Region	0	108
Port Pirie Region	1	3051
Kadina	0	70
Kadina	1	4741
Moonta	0	124
Moonta	1	4384
Wallaroo	0	110
Wallaroo	1	3624
Yorke Peninsula - North	0	106
Yorke Peninsula - North	1	6621
Yorke Peninsula - South	0	67
Yorke Peninsula - South	1	3659
Ceduna	0	207
Ceduna	1	2058
Eyre Peninsula	0	79
Eyre Peninsula	1	5983
Kimba - Cleve - Franklin Harbour	0	50
Kimba - Cleve - Franklin Harbour	1	3873
Le Hunte - Elliston	0	26
Le Hunte - Elliston	1	2104
Port Lincoln	0	534
Port Lincoln	1	13820
West Coast (SA)	0	244
West Coast (SA)	1	2888
Western	0	7
Western	1	30
Whyalla	0	1346
Whyalla	1	18891
APY Lands	0	1718
APY Lands	1	292
Coober Pedy	0	431
Coober Pedy	1	1059
Quorn - Lake Gilles	0	79
Quorn - Lake Gilles	1	1867
Outback	0	197
Outback	1	1959
Port Augusta	0	601
Port Augusta	1	11245
Roxby Downs	0	298
Roxby Downs	1	3254
Goolwa - Port Elliot	0	297
Goolwa - Port Elliot	1	10178
Kangaroo Island	0	160
Kangaroo Island	1	4113
Strathalbyn	0	154
Strathalbyn	1	6567
Strathalbyn Region	0	197
Strathalbyn Region	1	6620
Victor Harbor	0	450
Victor Harbor	1	13136
Yankalilla	0	159
Yankalilla	1	5204
Grant	0	119
Grant	1	4879
Kingston - Robe	0	57
Kingston - Robe	1	3395
Millicent	0	148
Millicent	1	4715
Naracoorte	0	753
Naracoorte	1	4992
Naracoorte Region	0	34
Naracoorte Region	1	2109
Penola	0	85
Penola	1	2868
Tatiara	0	396
Tatiara	1	5679
Wattle Range	0	71
Wattle Range	1	2996
Mount Gambier - East	0	735
Mount Gambier - East	1	13150
Mount Gambier - West	0	895
Mount Gambier - West	1	12395
Barmera	0	608
Barmera	1	5506
Berri	0	365
Berri	1	3390
Karoonda - Lameroo	0	119
Karoonda - Lameroo	1	2697
Loxton	0	201
Loxton	1	4908
Loxton Region	0	58
Loxton Region	1	1523
Mannum	0	147
Mannum	1	5556
Murray Bridge	0	1988
Murray Bridge	1	14208
Murray Bridge Region	0	119
Murray Bridge Region	1	3271
Renmark	0	703
Renmark	1	3592
Renmark Region	0	584
Renmark Region	1	3915
The Coorong	0	211
The Coorong	1	4830
Waikerie	0	294
Waikerie	1	5648
Migratory - Offshore - Shipping (SA)	0	4
No usual address (SA)	0	347
No usual address (SA)	1	1933
Augusta	0	201
Augusta	1	4778
Busselton	0	1214
Busselton	1	23338
Busselton Region	0	489
Busselton Region	1	8994
Margaret River	0	761
Margaret River	1	7369
Australind - Leschenault	0	938
Australind - Leschenault	1	15497
Capel	0	144
Capel	1	4683
College Grove - Carey Park	0	573
College Grove - Carey Park	1	5304
Collie	0	276
Collie	1	7789
Dardanup	0	55
Dardanup	1	2897
Davenport	1	13
Eaton - Pelican Point	0	725
Eaton - Pelican Point	1	10304
Harvey	0	854
Harvey	1	7307
East Bunbury - Glen Iris	0	748
East Bunbury - Glen Iris	1	5801
Waroona	0	235
Waroona	1	3453
Dalyellup	0	1093
Dalyellup	1	7389
Gelorup - Stratham	0	130
Gelorup - Stratham	1	2753
South Bunbury - Bunbury	0	1178
South Bunbury - Bunbury	1	10107
Withers - Usher	0	398
Withers - Usher	1	4318
Bridgetown - Boyup Brook	0	192
Bridgetown - Boyup Brook	1	5688
Donnybrook - Balingup	0	257
Donnybrook - Balingup	1	5090
Manjimup	0	320
Manjimup	1	4777
Pemberton	0	217
Pemberton	1	4347
Dawesville - Bouvard	0	351
Dawesville - Bouvard	1	6305
Falcon - Wannanup	0	406
Falcon - Wannanup	1	7851
Greenfields	0	548
Greenfields	1	8757
Halls Head - Erskine	0	1069
Halls Head - Erskine	1	16333
Mandurah	0	917
Mandurah	1	7324
Mandurah - East	0	148
Mandurah - East	1	5294
Mandurah - North	0	1503
Mandurah - North	1	15297
Mandurah - South	0	706
Mandurah - South	1	8742
Pinjarra	0	314
Pinjarra	1	8490
City Beach	0	850
City Beach	1	5473
Claremont (WA)	0	1088
Claremont (WA)	1	6351
Cottesloe	0	510
Cottesloe	1	6372
Floreat	0	879
Floreat	1	6744
Mosman Park - Peppermint Grove	0	1332
Mosman Park - Peppermint Grove	1	8262
Nedlands - Dalkeith - Crawley	0	4474
Nedlands - Dalkeith - Crawley	1	13214
Swanbourne - Mount Claremont	0	930
Swanbourne - Mount Claremont	1	7306
Kings Park (WA)	0	3
Kings Park (WA)	1	13
Mount Hawthorn - Leederville	0	1741
Mount Hawthorn - Leederville	1	8369
Mount Lawley - Inglewood	0	2902
Mount Lawley - Inglewood	1	12355
North Perth	0	1875
North Perth	1	6381
Perth City	0	10591
Perth City	1	15989
Subiaco - Shenton Park	0	2755
Subiaco - Shenton Park	1	12495
Wembley - West Leederville - Glendalough	0	4385
Wembley - West Leederville - Glendalough	1	12179
Bassendean - Eden Hill - Ashfield	0	2278
Bassendean - Eden Hill - Ashfield	1	11956
Bayswater - Embleton - Bedford	0	4779
Bayswater - Embleton - Bedford	1	16887
Maylands	0	3548
Maylands	1	8053
Morley	0	7698
Morley	1	12799
Noranda	0	2613
Noranda	1	5014
Chidlow	0	119
Chidlow	1	2521
Glen Forrest - Darlington	0	396
Glen Forrest - Darlington	1	6340
Helena Valley - Koongamia	0	369
Helena Valley - Koongamia	1	4712
Malmalling - Reservoir	1	7
Mundaring	0	556
Mundaring	1	11585
Swan View - Greenmount - Midvale	0	1270
Swan View - Greenmount - Midvale	1	10060
Avon Valley National Park	1	8
Ballajura	0	5529
Ballajura	1	12480
Beechboro	0	6459
Beechboro	1	10196
Bullsbrook	0	231
Bullsbrook	1	4397
Ellenbrook	0	6603
Ellenbrook	1	27248
Gidgegannup	0	148
Gidgegannup	1	2396
Hazelmere - Guildford	0	456
Hazelmere - Guildford	1	3466
Lockridge - Kiara	0	2745
Lockridge - Kiara	1	7126
Malaga	1	8
Middle Swan - Herne Hill	0	810
Middle Swan - Herne Hill	1	4206
Midland - Guildford	0	1954
Midland - Guildford	1	7471
Stratton - Jane Brook	0	617
Stratton - Jane Brook	1	5912
The Vines	0	1337
The Vines	1	8067
Craigie - Beldon	0	982
Craigie - Beldon	1	8293
Currambine - Kinross	0	1695
Currambine - Kinross	1	11612
Duncraig	0	1597
Duncraig	1	13170
Greenwood - Warwick	0	1583
Greenwood - Warwick	1	11273
Heathridge - Connolly	0	1042
Heathridge - Connolly	1	8805
Hillarys	0	1141
Hillarys	1	9330
Iluka - Burns Beach	0	994
Iluka - Burns Beach	1	7442
Joondalup - Edgewater	0	2314
Joondalup - Edgewater	1	10565
Kingsley	0	1163
Kingsley	1	11424
Mullaloo - Kallaroo	0	944
Mullaloo - Kallaroo	1	9663
Ocean Reef	0	870
Ocean Reef	1	6690
Padbury	0	866
Padbury	1	7023
Sorrento - Marmion	0	802
Sorrento - Marmion	1	8451
Woodvale	0	934
Woodvale	1	8145
Balcatta - Hamersley	0	4308
Balcatta - Hamersley	1	10054
Balga - Mirrabooka	0	9761
Balga - Mirrabooka	1	8661
Dianella	0	8238
Dianella	1	14783
Innaloo - Doubleview	0	2667
Innaloo - Doubleview	1	12625
Karrinyup - Gwelup - Carine	0	2372
Karrinyup - Gwelup - Carine	1	17064
Nollamara - Westminster	0	7775
Nollamara - Westminster	1	8520
Osborne Park Industrial	0	4
Osborne Park Industrial	1	8
Scarborough	0	2006
Scarborough	1	12187
Stirling - Osborne Park	0	5055
Stirling - Osborne Park	1	7971
Trigg - North Beach - Watermans Bay	0	591
Trigg - North Beach - Watermans Bay	1	6593
Tuart Hill - Joondanna	0	3773
Tuart Hill - Joondanna	1	7298
Wembley Downs - Churchlands - Woodlands	0	2584
Wembley Downs - Churchlands - Woodlands	1	10854
Yokine - Coolbinia - Menora	0	3832
Yokine - Coolbinia - Menora	1	10752
Alexander Heights - Koondoola	0	4618
Alexander Heights - Koondoola	1	6741
Butler - Merriwa - Ridgewood	0	2960
Butler - Merriwa - Ridgewood	1	18526
Carramar	0	2823
Carramar	1	12996
Clarkson	0	2593
Clarkson	1	9573
Girrawheen	0	3454
Girrawheen	1	4800
Madeley - Darch - Landsdale	0	8138
Madeley - Darch - Landsdale	1	16256
Marangaroo	0	3998
Marangaroo	1	6029
Mindarie - Quinns Rocks - Jindalee	0	1944
Mindarie - Quinns Rocks - Jindalee	1	15857
Neerabup National Park	1	8
Tapping - Ashby - Sinagra	0	1943
Tapping - Ashby - Sinagra	1	10816
Wanneroo	0	3947
Wanneroo	1	20513
Alkimos - Eglinton	0	966
Alkimos - Eglinton	1	6321
Carabooda - Pinjar	0	88
Carabooda - Pinjar	1	561
Two Rocks	0	132
Two Rocks	1	2588
Yanchep	0	606
Yanchep	1	7494
Armadale - Wungong - Brookdale	0	2848
Armadale - Wungong - Brookdale	1	14477
Ashendon - Lesley	1	10
Camillo - Champion Lakes	0	874
Camillo - Champion Lakes	1	4342
Forrestdale - Harrisdale - Piara Waters	0	6629
Forrestdale - Harrisdale - Piara Waters	1	11995
Kelmscott	0	1371
Kelmscott	1	8227
Mount Nasura - Mount Richon - Bedfordale	0	600
Mount Nasura - Mount Richon - Bedfordale	1	6893
Roleystone	0	441
Roleystone	1	6264
Seville Grove	0	2157
Seville Grove	1	7553
Belmont - Ascot - Redcliffe	0	3525
Belmont - Ascot - Redcliffe	1	9396
East Victoria Park - Carlisle	0	4227
East Victoria Park - Carlisle	1	10833
Kewdale Commercial	1	4
Rivervale - Kewdale - Cloverdale	0	8191
Rivervale - Kewdale - Cloverdale	1	14507
Victoria Park - Lathlain - Burswood	0	4295
Victoria Park - Lathlain - Burswood	1	9027
Bentley - Wilson - St James	0	8029
Bentley - Wilson - St James	1	10313
Canning Vale - West	0	3097
Canning Vale - West	1	6589
Cannington - Queens Park	0	9930
Cannington - Queens Park	1	6920
Parkwood - Ferndale - Lynwood	0	4064
Parkwood - Ferndale - Lynwood	1	9146
Riverton - Shelley - Rossmoyne	0	4518
Riverton - Shelley - Rossmoyne	1	8468
Welshpool	1	9
Willetton	0	6975
Willetton	1	10742
Beckenham - Kenwick - Langford	0	7675
Beckenham - Kenwick - Langford	1	10255
Canning Vale - East	0	9047
Canning Vale - East	1	12238
Gosnells	0	4508
Gosnells	1	14177
Huntingdale - Southern River	0	5620
Huntingdale - Southern River	1	12705
Maddington - Orange Grove - Martin	0	4399
Maddington - Orange Grove - Martin	1	8392
Thornlie	0	6502
Thornlie	1	15647
Forrestfield - Wattle Grove	0	3762
Forrestfield - Wattle Grove	1	13903
High Wycombe	0	1107
High Wycombe	1	10336
Kalamunda - Maida Vale - Gooseberry Hill	0	1053
Kalamunda - Maida Vale - Gooseberry Hill	1	13127
Lesmurdie - Bickley - Carmel	0	871
Lesmurdie - Bickley - Carmel	1	10104
Byford	0	1967
Byford	1	13255
Mundijong	0	353
Mundijong	1	5653
Serpentine - Jarrahdale	0	148
Serpentine - Jarrahdale	1	3582
Como	0	3020
Como	1	9997
Manning - Waterford	0	3138
Manning - Waterford	1	7698
South Perth - Kensington	0	3110
South Perth - Kensington	1	12259
Banjup	0	3614
Banjup	1	13207
Bibra Industrial	1	4
Coogee	0	1696
Coogee	1	6677
Coolbellup	0	1325
Coolbellup	1	6285
Hamilton Hill	0	2423
Hamilton Hill	1	7060
Henderson	1	12
North Coogee	0	314
North Coogee	1	1827
South Lake - Cockburn Central	0	2309
South Lake - Cockburn Central	1	8492
Spearwood	0	2820
Spearwood	1	6514
Success - Hammond Park	0	4003
Success - Hammond Park	1	10057
Yangebup	0	1377
Yangebup	1	5605
Beeliar - Wattleup	0	1659
Beeliar - Wattleup	1	6108
Jandakot	0	445
Jandakot	1	2023
East Fremantle	0	604
East Fremantle	1	6283
Fremantle	0	1931
Fremantle	1	11226
Fremantle - South	0	2353
Fremantle - South	1	11008
O'Connor (WA)	1	10
Bertram - Wellard (West)	0	4143
Bertram - Wellard (West)	1	9126
Calista	0	896
Calista	1	6117
Hope Valley - Postans	0	8
Hope Valley - Postans	1	49
Kwinana Industrial	0	4
Kwinana Industrial	1	17
Parmelia - Orelia	0	1441
Parmelia - Orelia	1	8493
Casuarina - Wandi	0	935
Casuarina - Wandi	1	4008
Applecross - Ardross	0	2381
Applecross - Ardross	1	8152
Bateman	0	1016
Bateman	1	2559
Bicton - Palmyra	0	1335
Bicton - Palmyra	1	11534
Booragoon	0	3122
Booragoon	1	10642
Bull Creek	0	2294
Bull Creek	1	5212
Leeming	0	2049
Leeming	1	8404
Melville	0	1749
Melville	1	13728
Murdoch - Kardinya	0	3443
Murdoch - Kardinya	1	7994
Willagee	0	655
Willagee	1	3913
Winthrop	0	1993
Winthrop	1	3761
Baldivis	0	3187
Baldivis	1	27298
Cooloongup	0	700
Cooloongup	1	7280
Port Kennedy	0	915
Port Kennedy	1	11989
Rockingham	0	1513
Rockingham	1	12349
Safety Bay - Shoalwater	0	635
Safety Bay - Shoalwater	1	10226
Singleton - Golden Bay - Secret Harbour	0	963
Singleton - Golden Bay - Secret Harbour	1	17568
Waikiki	0	1125
Waikiki	1	10571
Warnbro	0	627
Warnbro	1	9261
Albany	0	1144
Albany	1	12208
Albany Region	0	109
Albany Region	1	3077
Bayonet Head - Lower King	0	189
Bayonet Head - Lower King	1	4393
Denmark	0	239
Denmark	1	5069
Gnowangerup	0	99
Gnowangerup	1	2439
Katanning	0	801
Katanning	1	3185
Kojonup	0	138
Kojonup	1	3640
Little Grove - Elleker	0	99
Little Grove - Elleker	1	2963
McKail - Willyung	0	649
McKail - Willyung	1	9147
Plantagenet	0	291
Plantagenet	1	4293
Chittering	0	184
Chittering	1	4822
Cunderdin	0	186
Cunderdin	1	3480
Dowerin	0	91
Dowerin	1	3591
Gingin - Dandaragan	0	558
Gingin - Dandaragan	1	7117
Merredin	0	304
Merredin	1	4388
Moora	0	252
Moora	1	4054
Mukinbudin	0	96
Mukinbudin	1	2725
Northam	0	556
Northam	1	9080
Toodyay	0	155
Toodyay	1	3870
York - Beverley	0	161
York - Beverley	1	4593
Brookton	0	93
Brookton	1	3213
Kulin	0	140
Kulin	1	3767
Murray	0	110
Murray	1	2223
Narrogin	0	299
Narrogin	1	3906
Wagin	0	78
Wagin	1	4357
Broome	0	1291
Broome	1	10887
Derby - West Kimberley	0	3042
Derby - West Kimberley	1	3730
Halls Creek	0	1150
Halls Creek	1	1445
Kununurra	0	845
Kununurra	1	5418
Roebuck	0	580
Roebuck	1	1434
East Pilbara	0	1569
East Pilbara	1	3637
Newman	0	568
Newman	1	3298
Port Hedland	0	457
Port Hedland	1	3334
South Hedland	0	1457
South Hedland	1	6489
Ashburton (WA)	0	1490
Ashburton (WA)	1	9395
Karratha	0	1971
Karratha	1	12023
Roebourne	0	750
Roebourne	1	3956
Esperance	0	396
Esperance	1	10447
Esperance Region	0	165
Esperance Region	1	3152
Carnarvon	0	657
Carnarvon	1	3695
Exmouth	0	253
Exmouth	1	3641
Boulder	0	553
Boulder	1	5612
Kalgoorlie	0	1972
Kalgoorlie	1	10575
Kalgoorlie - North	0	923
Kalgoorlie - North	1	7270
Kambalda - Coolgardie - Norseman	0	287
Kambalda - Coolgardie - Norseman	1	3659
Leinster - Leonora	0	1812
Leinster - Leonora	1	2094
Geraldton	0	942
Geraldton	1	9628
Geraldton - East	0	433
Geraldton - East	1	6540
Geraldton - North	0	385
Geraldton - North	1	6816
Geraldton - South	0	1030
Geraldton - South	1	8359
Irwin	0	70
Irwin	1	3256
Meekatharra	0	364
Meekatharra	1	2031
Morawa	0	126
Morawa	1	3545
Northampton - Mullewa - Greenough	0	148
Northampton - Mullewa - Greenough	1	5151
Migratory - Offshore - Shipping (WA)	0	53
Migratory - Offshore - Shipping (WA)	1	309
No usual address (WA)	0	585
No usual address (WA)	1	3819
Bridgewater - Gagebrook	0	91
Bridgewater - Gagebrook	1	6514
Brighton - Pontville	0	71
Brighton - Pontville	1	5081
Old Beach - Otago	0	181
Old Beach - Otago	1	3992
Bellerive - Rosny	0	334
Bellerive - Rosny	1	5321
Cambridge	0	212
Cambridge	1	7199
Geilston Bay - Risdon	0	109
Geilston Bay - Risdon	1	3012
Howrah - Tranmere	0	563
Howrah - Tranmere	1	9408
Lindisfarne - Rose Bay	0	346
Lindisfarne - Rose Bay	1	6583
Mornington - Warrane	0	251
Mornington - Warrane	1	4171
Risdon Vale	0	70
Risdon Vale	1	2322
Rokeby	0	184
Rokeby	1	5520
South Arm	0	78
South Arm	1	3930
Austins Ferry - Granton	0	158
Austins Ferry - Granton	1	3674
Berriedale - Chigwell	0	264
Berriedale - Chigwell	1	4890
Claremont (Tas.)	0	231
Claremont (Tas.)	1	7052
Derwent Park - Lutana	0	347
Derwent Park - Lutana	1	3522
Glenorchy	0	1282
Glenorchy	1	9026
Montrose - Rosetta	0	408
Montrose - Rosetta	1	4081
Moonah	0	907
Moonah	1	3967
New Norfolk	0	108
New Norfolk	1	6085
West Moonah	0	777
West Moonah	1	2890
Kingston - Huntingfield	0	980
Kingston - Huntingfield	1	9802
Kingston Beach - Blackmans Bay	0	560
Kingston Beach - Blackmans Bay	1	9281
Margate - Snug	0	279
Margate - Snug	1	7156
Taroona - Bonnet Hill	0	237
Taroona - Bonnet Hill	1	3188
Hobart	0	1226
Hobart	1	5852
Lenah Valley - Mount Stuart	0	805
Lenah Valley - Mount Stuart	1	7083
Mount Nelson - Dynnyrne	0	868
Mount Nelson - Dynnyrne	1	3584
New Town	0	786
New Town	1	4869
Sandy Bay	0	2781
Sandy Bay	1	8374
South Hobart - Fern Tree	0	580
South Hobart - Fern Tree	1	5176
West Hobart	0	555
West Hobart	1	5020
Dodges Ferry - Lewisham	0	151
Dodges Ferry - Lewisham	1	6899
Sorell - Richmond	0	208
Sorell - Richmond	1	7853
Invermay	0	260
Invermay	1	2533
Kings Meadows - Punchbowl	0	229
Kings Meadows - Punchbowl	1	3721
Launceston	0	447
Launceston	1	4182
Legana	0	162
Legana	1	3703
Mowbray	0	843
Mowbray	1	2572
Newnham - Mayfield	0	1234
Newnham - Mayfield	1	7108
Newstead	0	338
Newstead	1	4560
Norwood (Tas.)	0	126
Norwood (Tas.)	1	3559
Prospect Vale - Blackstone	0	235
Prospect Vale - Blackstone	1	5823
Ravenswood	0	56
Ravenswood	1	3240
Riverside	0	425
Riverside	1	5689
South Launceston	0	337
South Launceston	1	3920
Summerhill - Prospect	0	191
Summerhill - Prospect	1	4222
Trevallyn	0	160
Trevallyn	1	4182
Waverley - St Leonards	0	87
Waverley - St Leonards	1	3181
West Launceston	0	212
West Launceston	1	3687
Youngtown - Relbia	0	130
Youngtown - Relbia	1	4230
Beauty Point - Beaconsfield	0	66
Beauty Point - Beaconsfield	1	3414
Deloraine	0	146
Deloraine	1	5166
Grindelwald - Lanena	0	145
Grindelwald - Lanena	1	5175
Hadspen - Carrick	0	62
Hadspen - Carrick	1	3028
Westbury	0	57
Westbury	1	3692
Dilston - Lilydale	0	88
Dilston - Lilydale	1	3555
George Town	0	112
