SA2_NAME16	AgeStudent	students
Granville - Clyde	0-4	289
Granville - Clyde	5-14	2233
Granville - Clyde	15-19	927
Granville - Clyde	20-24	841
Granville - Clyde	25+	1211
Greystanes - Pemulwuy	0-4	522
Greystanes - Pemulwuy	5-14	3419
Greystanes - Pemulwuy	15-19	1167
Greystanes - Pemulwuy	20-24	594
Greystanes - Pemulwuy	25+	716
Guildford - South Granville	0-4	350
Guildford - South Granville	5-14	2795
Guildford - South Granville	15-19	1016
Guildford - South Granville	20-24	583
Guildford - South Granville	25+	743
Guildford West - Merrylands West	0-4	312
Guildford West - Merrylands West	5-14	2536
Guildford West - Merrylands West	15-19	1005
Guildford West - Merrylands West	20-24	604
Guildford West - Merrylands West	25+	813
Merrylands - Holroyd	0-4	434
Merrylands - Holroyd	5-14	3289
Merrylands - Holroyd	15-19	1263
Merrylands - Holroyd	20-24	808
Merrylands - Holroyd	25+	1307
Yennora Industrial	5-14	3
North Parramatta	0-4	291
North Parramatta	5-14	1834
North Parramatta	15-19	813
North Parramatta	20-24	715
North Parramatta	25+	1366
North Rocks	0-4	140
North Rocks	5-14	1061
North Rocks	15-19	424
North Rocks	20-24	210
North Rocks	25+	257
Northmead	0-4	388
Northmead	5-14	2106
Northmead	15-19	538
Northmead	20-24	466
Northmead	25+	1050
Parramatta - Rosehill	0-4	381
Parramatta - Rosehill	5-14	2005
Parramatta - Rosehill	15-19	600
Parramatta - Rosehill	20-24	1244
Parramatta - Rosehill	25+	2063
Toongabbie - Constitution Hill	0-4	336
Toongabbie - Constitution Hill	5-14	2492
Toongabbie - Constitution Hill	15-19	959
Toongabbie - Constitution Hill	20-24	653
Toongabbie - Constitution Hill	25+	776
Winston Hills	0-4	216
Winston Hills	5-14	1537
Winston Hills	15-19	539
Winston Hills	20-24	224
Winston Hills	25+	311
Pendle Hill - Girraween	0-4	193
Pendle Hill - Girraween	5-14	1688
Pendle Hill - Girraween	15-19	511
Pendle Hill - Girraween	20-24	291
Pendle Hill - Girraween	25+	462
Wentworthville - Westmead	0-4	219
Wentworthville - Westmead	5-14	1869
Wentworthville - Westmead	15-19	642
Wentworthville - Westmead	20-24	507
Wentworthville - Westmead	25+	726
Epping - North Epping	0-4	375
Epping - North Epping	5-14	3114
Epping - North Epping	15-19	1692
Epping - North Epping	20-24	1455
Epping - North Epping	25+	1444
Pennant Hills - Cheltenham	0-4	317
Pennant Hills - Cheltenham	5-14	2711
Pennant Hills - Cheltenham	15-19	1322
Pennant Hills - Cheltenham	20-24	799
Pennant Hills - Cheltenham	25+	682
Eastwood - Denistone	0-4	332
Eastwood - Denistone	5-14	2581
Eastwood - Denistone	15-19	1364
Eastwood - Denistone	20-24	1376
Eastwood - Denistone	25+	1467
Gladesville - Huntleys Point	0-4	247
Gladesville - Huntleys Point	5-14	1606
Gladesville - Huntleys Point	15-19	630
Gladesville - Huntleys Point	20-24	394
Gladesville - Huntleys Point	25+	583
Hunters Hill - Woolwich	0-4	156
Hunters Hill - Woolwich	5-14	1426
Hunters Hill - Woolwich	15-19	911
Hunters Hill - Woolwich	20-24	300
Hunters Hill - Woolwich	25+	294
Macquarie Park - Marsfield	0-4	285
Macquarie Park - Marsfield	5-14	1388
Macquarie Park - Marsfield	15-19	984
Macquarie Park - Marsfield	20-24	2321
Macquarie Park - Marsfield	25+	1892
North Ryde - East Ryde	0-4	184
North Ryde - East Ryde	5-14	1477
North Ryde - East Ryde	15-19	617
North Ryde - East Ryde	20-24	435
North Ryde - East Ryde	25+	457
West Ryde - Meadowbank	0-4	255
West Ryde - Meadowbank	5-14	1691
West Ryde - Meadowbank	15-19	706
West Ryde - Meadowbank	20-24	709
West Ryde - Meadowbank	25+	1274
Putney	0-4	69
Putney	5-14	569
Putney	15-19	277
Putney	20-24	167
Putney	25+	101
Ryde	0-4	400
Ryde	5-14	2654
Ryde	15-19	1208
Ryde	20-24	1070
Ryde	25+	1407
Ashcroft - Busby - Miller	0-4	282
Ashcroft - Busby - Miller	5-14	2395
Ashcroft - Busby - Miller	15-19	915
Ashcroft - Busby - Miller	20-24	356
Ashcroft - Busby - Miller	25+	426
Austral - Greendale	0-4	105
Austral - Greendale	5-14	1007
Austral - Greendale	15-19	491
Austral - Greendale	20-24	198
Austral - Greendale	25+	163
Cobbitty - Leppington	0-4	350
Cobbitty - Leppington	5-14	2245
Cobbitty - Leppington	15-19	719
Cobbitty - Leppington	20-24	334
Cobbitty - Leppington	25+	449
Badgerys Creek	5-14	7
Badgerys Creek	15-19	3
Cecil Hills	0-4	86
Cecil Hills	5-14	1012
Cecil Hills	15-19	534
Cecil Hills	20-24	245
Cecil Hills	25+	205
Green Valley	0-4	148
Green Valley	5-14	1702
Green Valley	15-19	879
Green Valley	20-24	427
Green Valley	25+	410
Hinchinbrook	0-4	176
Hinchinbrook	5-14	1744
Hinchinbrook	15-19	835
Hinchinbrook	20-24	419
Hinchinbrook	25+	356
Hoxton Park - Carnes Hill - Horningsea Park	0-4	215
Hoxton Park - Carnes Hill - Horningsea Park	5-14	1863
Hoxton Park - Carnes Hill - Horningsea Park	15-19	757
Hoxton Park - Carnes Hill - Horningsea Park	20-24	301
Hoxton Park - Carnes Hill - Horningsea Park	25+	350
West Hoxton - Middleton Grange	0-4	278
West Hoxton - Middleton Grange	5-14	2486
West Hoxton - Middleton Grange	15-19	947
West Hoxton - Middleton Grange	20-24	416
West Hoxton - Middleton Grange	25+	426
Bonnyrigg Heights - Bonnyrigg	0-4	185
Bonnyrigg Heights - Bonnyrigg	5-14	2048
Bonnyrigg Heights - Bonnyrigg	15-19	1016
Bonnyrigg Heights - Bonnyrigg	20-24	564
Bonnyrigg Heights - Bonnyrigg	25+	526
Bossley Park - Abbotsbury	0-4	216
Bossley Park - Abbotsbury	5-14	2184
Bossley Park - Abbotsbury	15-19	1122
Bossley Park - Abbotsbury	20-24	577
Bossley Park - Abbotsbury	25+	594
Cabramatta - Lansvale	0-4	260
Cabramatta - Lansvale	5-14	2550
Cabramatta - Lansvale	15-19	1434
Cabramatta - Lansvale	20-24	925
Cabramatta - Lansvale	25+	1094
Cabramatta West - Mount Pritchard	0-4	206
Cabramatta West - Mount Pritchard	5-14	2167
Cabramatta West - Mount Pritchard	15-19	1014
Cabramatta West - Mount Pritchard	20-24	561
Cabramatta West - Mount Pritchard	25+	560
Canley Vale - Canley Heights	0-4	221
Canley Vale - Canley Heights	5-14	2362
Canley Vale - Canley Heights	15-19	1277
Canley Vale - Canley Heights	20-24	806
Canley Vale - Canley Heights	25+	801
Edensor Park	0-4	117
Edensor Park	5-14	1146
Edensor Park	15-19	615
Edensor Park	20-24	344
Edensor Park	25+	288
Fairfield	0-4	161
Fairfield	5-14	1941
Fairfield	15-19	878
Fairfield	20-24	546
Fairfield	25+	1117
Fairfield - West	0-4	204
Fairfield - West	5-14	2349
Fairfield - West	15-19	1134
Fairfield - West	20-24	623
Fairfield - West	25+	810
Greenfield Park - Prairiewood	0-4	104
Greenfield Park - Prairiewood	5-14	1008
Greenfield Park - Prairiewood	15-19	506
Greenfield Park - Prairiewood	20-24	249
Greenfield Park - Prairiewood	25+	249
Horsley Park - Kemps Creek	0-4	43
Horsley Park - Kemps Creek	5-14	494
Horsley Park - Kemps Creek	15-19	251
Horsley Park - Kemps Creek	20-24	126
Horsley Park - Kemps Creek	25+	60
Smithfield - Wetherill Park	0-4	222
Smithfield - Wetherill Park	5-14	2068
Smithfield - Wetherill Park	15-19	925
Smithfield - Wetherill Park	20-24	448
Smithfield - Wetherill Park	25+	623
St Johns Park - Wakeley	0-4	104
St Johns Park - Wakeley	5-14	1196
St Johns Park - Wakeley	15-19	610
St Johns Park - Wakeley	20-24	343
St Johns Park - Wakeley	25+	348
Wetherill Park Industrial	25+	3
Casula	0-4	203
Casula	5-14	2020
Casula	15-19	930
Casula	20-24	459
Casula	25+	556
Chipping Norton - Moorebank	0-4	359
Chipping Norton - Moorebank	5-14	2449
Chipping Norton - Moorebank	15-19	848
Chipping Norton - Moorebank	20-24	435
Chipping Norton - Moorebank	25+	483
Holsworthy - Wattle Grove	0-4	413
Holsworthy - Wattle Grove	5-14	2886
Holsworthy - Wattle Grove	15-19	1286
Holsworthy - Wattle Grove	20-24	541
Holsworthy - Wattle Grove	25+	686
Liverpool	0-4	249
Liverpool	5-14	2735
Liverpool	15-19	1043
Liverpool	20-24	692
Liverpool	25+	1448
Lurnea - Cartwright	0-4	144
Lurnea - Cartwright	5-14	1547
Lurnea - Cartwright	15-19	590
Lurnea - Cartwright	20-24	266
Lurnea - Cartwright	25+	381
Prestons - Edmondson Park	0-4	315
Prestons - Edmondson Park	5-14	2943
Prestons - Edmondson Park	15-19	1216
Prestons - Edmondson Park	20-24	495
Prestons - Edmondson Park	25+	527
Warwick Farm	0-4	54
Warwick Farm	5-14	481
Warwick Farm	15-19	189
Warwick Farm	20-24	150
Warwick Farm	25+	277
Gymea - Grays Point	0-4	309
Gymea - Grays Point	5-14	2303
Gymea - Grays Point	15-19	962
Gymea - Grays Point	20-24	452
Gymea - Grays Point	25+	458
Miranda - Yowie Bay	0-4	286
Miranda - Yowie Bay	5-14	2015
Miranda - Yowie Bay	15-19	826
Miranda - Yowie Bay	20-24	358
Miranda - Yowie Bay	25+	556
Sylvania - Taren Point	0-4	259
Sylvania - Taren Point	5-14	1747
Sylvania - Taren Point	15-19	737
Sylvania - Taren Point	20-24	326
Sylvania - Taren Point	25+	349
Caringbah	0-4	188
Caringbah	5-14	1188
Caringbah	15-19	420
Caringbah	20-24	221
Caringbah	25+	417
Caringbah South	0-4	250
Caringbah South	5-14	1620
Caringbah South	15-19	686
Caringbah South	20-24	298
Caringbah South	25+	267
Cronulla - Kurnell - Bundeena	0-4	272
Cronulla - Kurnell - Bundeena	5-14	2010
Cronulla - Kurnell - Bundeena	15-19	793
Cronulla - Kurnell - Bundeena	20-24	456
Cronulla - Kurnell - Bundeena	25+	870
Lilli Pilli - Port Hacking - Dolans Bay	0-4	51
Lilli Pilli - Port Hacking - Dolans Bay	5-14	454
Lilli Pilli - Port Hacking - Dolans Bay	15-19	230
Lilli Pilli - Port Hacking - Dolans Bay	20-24	101
Lilli Pilli - Port Hacking - Dolans Bay	25+	69
Woolaware - Burraneer	0-4	143
Woolaware - Burraneer	5-14	1057
Woolaware - Burraneer	15-19	464
Woolaware - Burraneer	20-24	224
Woolaware - Burraneer	25+	206
Heathcote - Waterfall	0-4	125
Heathcote - Waterfall	5-14	831
Heathcote - Waterfall	15-19	345
Heathcote - Waterfall	20-24	122
Heathcote - Waterfall	25+	164
Illawong - Alfords Point	0-4	154
Illawong - Alfords Point	5-14	1170
Illawong - Alfords Point	15-19	634
Illawong - Alfords Point	20-24	366
Illawong - Alfords Point	25+	257
Menai - Lucas Heights - Woronora	0-4	372
Menai - Lucas Heights - Woronora	5-14	2728
Menai - Lucas Heights - Woronora	15-19	1412
Menai - Lucas Heights - Woronora	20-24	640
Menai - Lucas Heights - Woronora	25+	546
Oyster Bay - Como - Jannali	0-4	439
Oyster Bay - Como - Jannali	5-14	3095
Oyster Bay - Como - Jannali	15-19	1086
Oyster Bay - Como - Jannali	20-24	502
Oyster Bay - Como - Jannali	25+	604
Royal National Park	5-14	7
Sutherland - Kirrawee	0-4	345
Sutherland - Kirrawee	5-14	2131
Sutherland - Kirrawee	15-19	792
Sutherland - Kirrawee	20-24	391
Sutherland - Kirrawee	25+	798
Engadine	0-4	396
Engadine	5-14	2639
Engadine	15-19	836
Engadine	20-24	306
Engadine	25+	453
Loftus - Yarrawarrah	0-4	141
Loftus - Yarrawarrah	5-14	1033
Loftus - Yarrawarrah	15-19	363
Loftus - Yarrawarrah	20-24	180
Loftus - Yarrawarrah	25+	182
Woronora Heights	0-4	54
Woronora Heights	5-14	500
Woronora Heights	15-19	285
Woronora Heights	20-24	134
Woronora Heights	25+	93
Migratory - Offshore - Shipping (NSW)	5-14	22
Migratory - Offshore - Shipping (NSW)	15-19	5
Migratory - Offshore - Shipping (NSW)	20-24	3
Migratory - Offshore - Shipping (NSW)	25+	8
No usual address (NSW)	0-4	43
No usual address (NSW)	5-14	304
No usual address (NSW)	15-19	172
No usual address (NSW)	20-24	283
No usual address (NSW)	25+	430
Alfredton	0-4	163
Alfredton	5-14	1777
Alfredton	15-19	710
Alfredton	20-24	266
Alfredton	25+	370
Ballarat	0-4	158
Ballarat	5-14	1283
Ballarat	15-19	720
Ballarat	20-24	358
Ballarat	25+	474
Ballarat - North	0-4	304
Ballarat - North	5-14	2569
Ballarat - North	15-19	990
Ballarat - North	20-24	526
Ballarat - North	25+	801
Ballarat - South	0-4	268
Ballarat - South	5-14	2489
Ballarat - South	15-19	931
Ballarat - South	20-24	874
Ballarat - South	25+	889
Buninyong	0-4	105
Buninyong	5-14	992
Buninyong	15-19	434
Buninyong	20-24	398
Buninyong	25+	218
Delacombe	0-4	95
Delacombe	5-14	877
Delacombe	15-19	379
Delacombe	20-24	149
Delacombe	25+	157
Smythes Creek	0-4	44
Smythes Creek	5-14	604
Smythes Creek	15-19	246
Smythes Creek	20-24	54
Smythes Creek	25+	77
Wendouree - Miners Rest	0-4	203
Wendouree - Miners Rest	5-14	1612
Wendouree - Miners Rest	15-19	622
Wendouree - Miners Rest	20-24	214
Wendouree - Miners Rest	25+	365
Bacchus Marsh Region	0-4	59
Bacchus Marsh Region	5-14	697
Bacchus Marsh Region	15-19	286
Bacchus Marsh Region	20-24	73
Bacchus Marsh Region	25+	158
Creswick - Clunes	0-4	76
Creswick - Clunes	5-14	855
Creswick - Clunes	15-19	260
Creswick - Clunes	20-24	67
Creswick - Clunes	25+	187
Daylesford	0-4	104
Daylesford	5-14	846
Daylesford	15-19	239
Daylesford	20-24	61
Daylesford	25+	239
Gordon (Vic.)	0-4	55
Gordon (Vic.)	5-14	729
Gordon (Vic.)	15-19	262
Gordon (Vic.)	20-24	74
Gordon (Vic.)	25+	149
Avoca	0-4	21
Avoca	5-14	335
Avoca	15-19	104
Avoca	20-24	24
Avoca	25+	51
Beaufort	0-4	46
Beaufort	5-14	430
Beaufort	15-19	153
Beaufort	20-24	34
Beaufort	25+	70
Golden Plains - North	0-4	56
Golden Plains - North	5-14	582
Golden Plains - North	15-19	209
Golden Plains - North	20-24	50
Golden Plains - North	25+	103
Maryborough (Vic.)	0-4	66
Maryborough (Vic.)	5-14	771
Maryborough (Vic.)	15-19	283
Maryborough (Vic.)	20-24	73
Maryborough (Vic.)	25+	130
Maryborough Region	0-4	49
Maryborough Region	5-14	511
Maryborough Region	15-19	190
Maryborough Region	20-24	30
Maryborough Region	25+	71
Bendigo	0-4	143
Bendigo	5-14	1360
Bendigo	15-19	559
Bendigo	20-24	344
Bendigo	25+	471
California Gully - Eaglehawk	0-4	133
California Gully - Eaglehawk	5-14	1347
California Gully - Eaglehawk	15-19	499
California Gully - Eaglehawk	20-24	204
California Gully - Eaglehawk	25+	308
East Bendigo - Kennington	0-4	115
East Bendigo - Kennington	5-14	1336
East Bendigo - Kennington	15-19	698
East Bendigo - Kennington	20-24	473
East Bendigo - Kennington	25+	372
Flora Hill - Spring Gully	0-4	86
Flora Hill - Spring Gully	5-14	1064
Flora Hill - Spring Gully	15-19	547
Flora Hill - Spring Gully	20-24	610
Flora Hill - Spring Gully	25+	352
Kangaroo Flat - Golden Square	0-4	164
Kangaroo Flat - Golden Square	5-14	1976
Kangaroo Flat - Golden Square	15-19	697
Kangaroo Flat - Golden Square	20-24	300
Kangaroo Flat - Golden Square	25+	524
Maiden Gully	0-4	97
Maiden Gully	5-14	822
Maiden Gully	15-19	307
Maiden Gully	20-24	74
Maiden Gully	25+	107
Strathfieldsaye	0-4	129
Strathfieldsaye	5-14	1459
Strathfieldsaye	15-19	540
Strathfieldsaye	20-24	125
Strathfieldsaye	25+	207
White Hills - Ascot	0-4	191
White Hills - Ascot	5-14	1462
White Hills - Ascot	15-19	504
White Hills - Ascot	20-24	187
White Hills - Ascot	25+	312
Bendigo Region - South	0-4	77
Bendigo Region - South	5-14	1010
Bendigo Region - South	15-19	400
Bendigo Region - South	20-24	94
Bendigo Region - South	25+	140
Castlemaine	0-4	92
Castlemaine	5-14	982
Castlemaine	15-19	349
Castlemaine	20-24	93
Castlemaine	25+	280
Castlemaine Region	0-4	73
Castlemaine Region	5-14	815
Castlemaine Region	15-19	317
Castlemaine Region	20-24	65
Castlemaine Region	25+	211
Heathcote	0-4	44
Heathcote	5-14	404
Heathcote	15-19	138
Heathcote	20-24	37
Heathcote	25+	88
Kyneton	0-4	120
Kyneton	5-14	1017
Kyneton	15-19	387
Kyneton	20-24	96
Kyneton	25+	233
Woodend	0-4	98
Woodend	5-14	931
Woodend	15-19	340
Woodend	20-24	99
Woodend	25+	175
Bendigo Region - North	0-4	54
Bendigo Region - North	5-14	509
Bendigo Region - North	15-19	211
Bendigo Region - North	20-24	49
Bendigo Region - North	25+	87
Loddon	0-4	56
Loddon	5-14	681
Loddon	15-19	274
Loddon	20-24	31
Loddon	25+	83
Bannockburn	0-4	114
Bannockburn	5-14	1040
Bannockburn	15-19	335
Bannockburn	20-24	102
Bannockburn	25+	164
Golden Plains - South	0-4	93
Golden Plains - South	5-14	956
Golden Plains - South	15-19	329
Golden Plains - South	20-24	74
Golden Plains - South	25+	177
Winchelsea	0-4	75
Winchelsea	5-14	708
Winchelsea	15-19	268
Winchelsea	20-24	105
Winchelsea	25+	116
Belmont	0-4	157
Belmont	5-14	1370
Belmont	15-19	581
Belmont	20-24	468
Belmont	25+	559
Corio - Norlane	0-4	250
Corio - Norlane	5-14	2984
Corio - Norlane	15-19	1549
Corio - Norlane	20-24	499
Corio - Norlane	25+	775
Geelong	0-4	116
Geelong	5-14	972
Geelong	15-19	493
Geelong	20-24	484
Geelong	25+	646
Geelong West - Hamlyn Heights	0-4	258
Geelong West - Hamlyn Heights	5-14	1951
Geelong West - Hamlyn Heights	15-19	787
Geelong West - Hamlyn Heights	20-24	620
Geelong West - Hamlyn Heights	25+	812
Grovedale	0-4	279
Grovedale	5-14	2555
Grovedale	15-19	1068
Grovedale	20-24	884
Grovedale	25+	780
Highton	0-4	303
Highton	5-14	2711
Highton	15-19	1546
Highton	20-24	1207
Highton	25+	828
Lara	0-4	230
Lara	5-14	2176
Lara	15-19	912
Lara	20-24	303
Lara	25+	422
Leopold	0-4	166
Leopold	5-14	1487
Leopold	15-19	650
Leopold	20-24	208
Leopold	25+	345
Newcomb - Moolap	0-4	130
Newcomb - Moolap	5-14	1361
Newcomb - Moolap	15-19	562
Newcomb - Moolap	20-24	271
Newcomb - Moolap	25+	384
Newtown (Vic.)	0-4	150
Newtown (Vic.)	5-14	1256
Newtown (Vic.)	15-19	648
Newtown (Vic.)	20-24	285
Newtown (Vic.)	25+	373
North Geelong - Bell Park	0-4	174
North Geelong - Bell Park	5-14	1386
North Geelong - Bell Park	15-19	610
North Geelong - Bell Park	20-24	284
North Geelong - Bell Park	25+	421
Clifton Springs	0-4	149
Clifton Springs	5-14	1558
Clifton Springs	15-19	596
Clifton Springs	20-24	204
Clifton Springs	25+	340
Lorne - Anglesea	0-4	48
Lorne - Anglesea	5-14	484
Lorne - Anglesea	15-19	186
Lorne - Anglesea	20-24	57
Lorne - Anglesea	25+	128
Ocean Grove - Barwon Heads	0-4	329
Ocean Grove - Barwon Heads	5-14	3203
Ocean Grove - Barwon Heads	15-19	1015
Ocean Grove - Barwon Heads	20-24	415
Ocean Grove - Barwon Heads	25+	690
Portarlington	0-4	66
Portarlington	5-14	552
Portarlington	15-19	203
Portarlington	20-24	73
Portarlington	25+	155
Point Lonsdale - Queenscliff	0-4	33
Point Lonsdale - Queenscliff	5-14	354
Point Lonsdale - Queenscliff	15-19	163
Point Lonsdale - Queenscliff	20-24	49
Point Lonsdale - Queenscliff	25+	98
Torquay	0-4	301
Torquay	5-14	2669
Torquay	15-19	881
Torquay	20-24	328
Torquay	25+	580
Alexandra	0-4	53
Alexandra	5-14	521
Alexandra	15-19	169
Alexandra	20-24	45
Alexandra	25+	116
Euroa	0-4	51
Euroa	5-14	591
Euroa	15-19	208
Euroa	20-24	47
Euroa	25+	124
Kilmore - Broadford	0-4	163
Kilmore - Broadford	5-14	1751
Kilmore - Broadford	15-19	802
Kilmore - Broadford	20-24	200
Kilmore - Broadford	25+	317
Mansfield (Vic.)	0-4	106
Mansfield (Vic.)	5-14	1003
Mansfield (Vic.)	15-19	383
Mansfield (Vic.)	20-24	75
Mansfield (Vic.)	25+	163
Nagambie	0-4	46
Nagambie	5-14	369
Nagambie	15-19	134
Nagambie	20-24	28
Nagambie	25+	67
Seymour	0-4	42
Seymour	5-14	558
Seymour	15-19	272
Seymour	20-24	131
Seymour	25+	163
Seymour Region	0-4	62
Seymour Region	5-14	464
Seymour Region	15-19	192
Seymour Region	20-24	45
Seymour Region	25+	144
Upper Yarra Valley	0-4	3
Upper Yarra Valley	5-14	14
Upper Yarra Valley	15-19	9
Upper Yarra Valley	25+	4
Yea	0-4	30
Yea	5-14	388
Yea	15-19	127
Yea	20-24	29
Yea	25+	68
Benalla	0-4	76
Benalla	5-14	976
Benalla	15-19	409
Benalla	20-24	83
Benalla	25+	171
Benalla Region	0-4	29
Benalla Region	5-14	362
Benalla Region	15-19	147
Benalla Region	20-24	22
Benalla Region	25+	55
Rutherglen	0-4	41
Rutherglen	5-14	449
Rutherglen	15-19	176
Rutherglen	20-24	35
Rutherglen	25+	80
Wangaratta	0-4	182
Wangaratta	5-14	2124
Wangaratta	15-19	759
Wangaratta	20-24	200
Wangaratta	25+	430
Wangaratta Region	0-4	82
Wangaratta Region	5-14	1122
Wangaratta Region	15-19	396
Wangaratta Region	20-24	81
Wangaratta Region	25+	184
Beechworth	0-4	63
Beechworth	5-14	491
Beechworth	15-19	157
Beechworth	20-24	39
Beechworth	25+	120
Bright - Mount Beauty	0-4	91
Bright - Mount Beauty	5-14	819
Bright - Mount Beauty	15-19	304
Bright - Mount Beauty	20-24	58
Bright - Mount Beauty	25+	175
Chiltern - Indigo Valley	0-4	31
Chiltern - Indigo Valley	5-14	351
Chiltern - Indigo Valley	15-19	137
Chiltern - Indigo Valley	20-24	28
Chiltern - Indigo Valley	25+	62
Myrtleford	0-4	34
Myrtleford	5-14	481
Myrtleford	15-19	204
Myrtleford	20-24	35
Myrtleford	25+	72
Towong	0-4	41
Towong	5-14	603
Towong	15-19	250
Towong	20-24	47
Towong	25+	111
West Wodonga	0-4	246
West Wodonga	5-14	1990
West Wodonga	15-19	754
West Wodonga	20-24	243
West Wodonga	25+	454
Wodonga	0-4	368
Wodonga	5-14	2887
Wodonga	15-19	1138
Wodonga	20-24	477
Wodonga	25+	953
Yackandandah	0-4	62
Yackandandah	5-14	627
Yackandandah	15-19	233
Yackandandah	20-24	51
Yackandandah	25+	122
Drouin	0-4	200
Drouin	5-14	1924
Drouin	15-19	689
Drouin	20-24	174
Drouin	25+	411
Mount Baw Baw Region	0-4	48
Mount Baw Baw Region	5-14	697
Mount Baw Baw Region	15-19	278
Mount Baw Baw Region	20-24	61
Mount Baw Baw Region	25+	104
Trafalgar (Vic.)	0-4	86
Trafalgar (Vic.)	5-14	910
Trafalgar (Vic.)	15-19	318
Trafalgar (Vic.)	20-24	92
Trafalgar (Vic.)	25+	204
Warragul	0-4	204
Warragul	5-14	2262
Warragul	15-19	966
Warragul	20-24	283
Warragul	25+	511
Bairnsdale	0-4	166
Bairnsdale	5-14	1485
Bairnsdale	15-19	580
Bairnsdale	20-24	144
Bairnsdale	25+	316
Bruthen - Omeo	0-4	100
Bruthen - Omeo	5-14	851
Bruthen - Omeo	15-19	300
Bruthen - Omeo	20-24	51
Bruthen - Omeo	25+	130
Lakes Entrance	0-4	80
Lakes Entrance	5-14	872
Lakes Entrance	15-19	303
Lakes Entrance	20-24	51
Lakes Entrance	25+	161
Orbost	0-4	65
Orbost	5-14	646
Orbost	15-19	218
Orbost	20-24	27
Orbost	25+	125
Paynesville	0-4	48
Paynesville	5-14	473
Paynesville	15-19	172
Paynesville	20-24	37
Paynesville	25+	125
Foster	0-4	74
Foster	5-14	731
Foster	15-19	298
Foster	20-24	69
Foster	25+	140
French Island	5-14	18
Korumburra	0-4	92
Korumburra	5-14	1097
Korumburra	15-19	383
Korumburra	20-24	81
Korumburra	25+	190
Leongatha	0-4	130
Leongatha	5-14	1358
Leongatha	15-19	506
Leongatha	20-24	109
Leongatha	25+	228
Phillip Island	0-4	100
Phillip Island	5-14	1082
Phillip Island	15-19	335
Phillip Island	20-24	66
Phillip Island	25+	231
Wilsons Promontory	5-14	3
Wonthaggi - Inverloch	0-4	202
Wonthaggi - Inverloch	5-14	2176
Wonthaggi - Inverloch	15-19	786
Wonthaggi - Inverloch	20-24	147
Wonthaggi - Inverloch	25+	473
Churchill	0-4	88
Churchill	5-14	1240
Churchill	15-19	578
Churchill	20-24	286
Churchill	25+	351
Moe - Newborough	0-4	117
Moe - Newborough	5-14	1656
Moe - Newborough	15-19	680
Moe - Newborough	20-24	205
Moe - Newborough	25+	334
Morwell	0-4	127
Morwell	5-14	1330
Morwell	15-19	487
Morwell	20-24	172
Morwell	25+	322
Traralgon	0-4	250
Traralgon	5-14	3196
Traralgon	15-19	1140
Traralgon	20-24	420
Traralgon	25+	695
Yallourn North - Glengarry	0-4	44
Yallourn North - Glengarry	5-14	556
Yallourn North - Glengarry	15-19	200
Yallourn North - Glengarry	20-24	69
Yallourn North - Glengarry	25+	97
Alps - West	15-19	3
Alps - West	25+	3
Longford - Loch Sport	0-4	37
Longford - Loch Sport	5-14	452
Longford - Loch Sport	15-19	162
Longford - Loch Sport	20-24	24
Longford - Loch Sport	25+	66
Maffra	0-4	158
Maffra	5-14	1625
Maffra	15-19	605
Maffra	20-24	114
Maffra	25+	274
Rosedale	0-4	46
Rosedale	5-14	451
Rosedale	15-19	149
Rosedale	20-24	39
Rosedale	25+	79
Sale	0-4	191
Sale	5-14	1676
Sale	15-19	649
Sale	20-24	151
Sale	25+	384
Yarram	0-4	42
Yarram	5-14	458
Yarram	15-19	213
Yarram	20-24	37
Yarram	25+	81
Brunswick	0-4	211
Brunswick	5-14	1395
Brunswick	15-19	616
Brunswick	20-24	1569
Brunswick	25+	2251
Brunswick East	0-4	82
Brunswick East	5-14	676
Brunswick East	15-19	296
Brunswick East	20-24	579
Brunswick East	25+	965
Brunswick West	0-4	152
Brunswick West	5-14	1032
Brunswick West	15-19	427
Brunswick West	20-24	658
Brunswick West	25+	1101
Coburg	0-4	357
Coburg	5-14	2423
Coburg	15-19	922
Coburg	20-24	1023
Coburg	25+	1625
Pascoe Vale South	0-4	154
Pascoe Vale South	5-14	1240
Pascoe Vale South	15-19	508
Pascoe Vale South	20-24	301
Pascoe Vale South	25+	349
Alphington - Fairfield	0-4	120
Alphington - Fairfield	5-14	920
Alphington - Fairfield	15-19	439
Alphington - Fairfield	20-24	351
Alphington - Fairfield	25+	479
Northcote	0-4	336
Northcote	5-14	2458
Northcote	15-19	856
Northcote	20-24	782
Northcote	25+	1503
Thornbury	0-4	261
Thornbury	5-14	1718
Thornbury	15-19	555
Thornbury	20-24	603
Thornbury	25+	1164
Ascot Vale	0-4	198
Ascot Vale	5-14	1437
Ascot Vale	15-19	542
Ascot Vale	20-24	532
Ascot Vale	25+	864
Essendon - Aberfeldie	0-4	285
Essendon - Aberfeldie	5-14	2909
Essendon - Aberfeldie	15-19	1543
Essendon - Aberfeldie	20-24	1022
Essendon - Aberfeldie	25+	1056
Flemington	0-4	81
Flemington	5-14	782
Flemington	15-19	378
Flemington	20-24	605
Flemington	25+	869
Moonee Ponds	0-4	180
Moonee Ponds	5-14	1400
Moonee Ponds	15-19	621
Moonee Ponds	20-24	515
Moonee Ponds	25+	687
Carlton	0-4	68
Carlton	5-14	558
Carlton	15-19	2353
