SA2_NAME16	HomeCensusNight	persons
Red Cliffs	1	5555
Mildura - North	0	1099
Mildura - North	1	16971
Mildura - South	0	854
Mildura - South	1	13704
Buloke	0	392
Buloke	1	5811
Gannawarra	0	423
Gannawarra	1	6220
Kerang	0	239
Kerang	1	3655
Robinvale	0	149
Robinvale	1	3161
Swan Hill	0	722
Swan Hill	1	10184
Swan Hill Region	0	385
Swan Hill Region	1	5985
Echuca	0	991
Echuca	1	13585
Kyabram	0	660
Kyabram	1	10252
Lockington - Gunbower	0	246
Lockington - Gunbower	1	3561
Rochester	0	300
Rochester	1	3576
Rushworth	0	197
Rushworth	1	3841
Cobram	0	520
Cobram	1	5827
Moira	0	205
Moira	1	2366
Numurkah	0	752
Numurkah	1	11514
Yarrawonga	0	721
Yarrawonga	1	7212
Mooroopna	0	480
Mooroopna	1	7455
Shepparton - North	0	1067
Shepparton - North	1	17534
Shepparton - South	0	1270
Shepparton - South	1	21862
Shepparton Region - East	0	237
Shepparton Region - East	1	3615
Shepparton Region - West	0	599
Shepparton Region - West	1	9534
Glenelg (Vic.)	0	624
Glenelg (Vic.)	1	8088
Hamilton (Vic.)	0	717
Hamilton (Vic.)	1	9257
Portland	0	804
Portland	1	9999
Southern Grampians	0	446
Southern Grampians	1	5629
Camperdown	0	259
Camperdown	1	3236
Colac	0	798
Colac	1	11451
Colac Region	0	303
Colac Region	1	5018
Corangamite - North	0	374
Corangamite - North	1	5006
Corangamite - South	0	463
Corangamite - South	1	6699
Otway	0	446
Otway	1	2981
Moyne - East	0	377
Moyne - East	1	6273
Moyne - West	0	624
Moyne - West	1	8810
Warrnambool - North	0	1306
Warrnambool - North	1	19790
Warrnambool - South	0	858
Warrnambool - South	1	12064
Migratory - Offshore - Shipping (Vic.)	0	3
Migratory - Offshore - Shipping (Vic.)	1	26
No usual address (Vic.)	0	7565
Alexandra Hills	0	633
Alexandra Hills	1	15718
Belmont - Gumdale	0	320
Belmont - Gumdale	1	7058
Birkdale	0	635
Birkdale	1	14286
Capalaba	0	724
Capalaba	1	16864
Thorneside	0	182
Thorneside	1	3583
Wellington Point	0	541
Wellington Point	1	11039
Cleveland	0	802
Cleveland	1	13993
Ormiston	0	275
Ormiston	1	5520
Redland Bay	0	745
Redland Bay	1	14844
Sheldon - Mount Cotton	0	328
Sheldon - Mount Cotton	1	7578
Thornlands	0	588
Thornlands	1	14107
Victoria Point	0	762
Victoria Point	1	14254
Redland Islands	0	676
Redland Islands	1	8335
Brisbane Port - Lytton	1	6
Manly - Lota	0	449
Manly - Lota	1	6974
Manly West	0	538
Manly West	1	10894
Murarrie	0	210
Murarrie	1	3908
Tingalpa	0	438
Tingalpa	1	8267
Wakerley	0	326
Wakerley	1	8672
Wynnum	0	661
Wynnum	1	12574
Wynnum West - Hemmant	0	722
Wynnum West - Hemmant	1	14068
Bald Hills	0	258
Bald Hills	1	7019
Bridgeman Downs	0	323
Bridgeman Downs	1	7820
Carseldine	0	345
Carseldine	1	8691
Everton Park	0	397
Everton Park	1	8401
McDowall	0	315
McDowall	1	7218
Aspley	0	447
Aspley	1	11867
Chermside	0	382
Chermside	1	8938
Chermside West	0	211
Chermside West	1	6038
Geebung	0	167
Geebung	1	4160
Kedron - Gordon Park	0	672
Kedron - Gordon Park	1	13049
Stafford	0	335
Stafford	1	6175
Stafford Heights	0	319
Stafford Heights	1	6538
Wavell Heights	0	435
Wavell Heights	1	9345
Boondall	0	345
Boondall	1	8872
Brisbane Airport	0	11
Brisbane Airport	1	188
Eagle Farm - Pinkenba	0	61
Eagle Farm - Pinkenba	1	755
Northgate - Virginia	0	308
Northgate - Virginia	1	6278
Nudgee - Banyo	0	445
Nudgee - Banyo	1	9171
Nundah	0	648
Nundah	1	11583
Bracken Ridge	0	633
Bracken Ridge	1	16304
Brighton (Qld)	0	459
Brighton (Qld)	1	9020
Deagon	0	210
Deagon	1	3468
Sandgate - Shorncliffe	0	311
Sandgate - Shorncliffe	1	6474
Taigum - Fitzgibbon	0	424
Taigum - Fitzgibbon	1	11728
Zillmere	0	362
Zillmere	1	8608
Camp Hill	0	504
Camp Hill	1	10678
Cannon Hill	0	215
Cannon Hill	1	5503
Carina	0	471
Carina	1	10556
Carina Heights	0	296
Carina Heights	1	6247
Carindale	0	616
Carindale	1	15093
Annerley	0	527
Annerley	1	10857
Coorparoo	0	741
Coorparoo	1	15297
Fairfield - Dutton Park	0	262
Fairfield - Dutton Park	1	4522
Greenslopes	0	418
Greenslopes	1	8704
Holland Park	0	334
Holland Park	1	7973
Holland Park West	0	275
Holland Park West	1	6060
Woolloongabba	0	277
Woolloongabba	1	5253
Yeronga	0	503
Yeronga	1	8984
Eight Mile Plains	0	459
Eight Mile Plains	1	14702
Macgregor (Qld)	0	258
Macgregor (Qld)	1	5592
Mansfield (Qld)	0	317
Mansfield (Qld)	1	8407
Mount Gravatt	0	629
Mount Gravatt	1	14314
Rochedale - Burbank	0	271
Rochedale - Burbank	1	6054
Upper Mount Gravatt	0	395
Upper Mount Gravatt	1	8997
Wishart	0	428
Wishart	1	10383
Coopers Plains	0	252
Coopers Plains	1	5234
Moorooka	0	476
Moorooka	1	9951
Robertson	0	170
Robertson	1	4928
Salisbury - Nathan	0	319
Salisbury - Nathan	1	6866
Tarragindi	0	448
Tarragindi	1	10227
Algester	0	308
Algester	1	8125
Calamvale - Stretton	0	672
Calamvale - Stretton	1	20579
Pallara - Willawong	0	152
Pallara - Willawong	1	4550
Parkinson - Drewvale	0	463
Parkinson - Drewvale	1	15115
Rocklea - Acacia Ridge	0	441
Rocklea - Acacia Ridge	1	9126
Kuraby	0	232
Kuraby	1	8150
Runcorn	0	522
Runcorn	1	13964
Sunnybank	0	392
Sunnybank	1	8460
Sunnybank Hills	0	649
Sunnybank Hills	1	17437
Jindalee - Mount Ommaney	0	313
Jindalee - Mount Ommaney	1	7200
Middle Park - Jamboree Heights	0	271
Middle Park - Jamboree Heights	1	6788
Riverhills	0	137
Riverhills	1	3907
Seventeen Mile Rocks - Sinnamon Park	0	352
Seventeen Mile Rocks - Sinnamon Park	1	9203
Westlake	0	195
Westlake	1	4157
Bellbowrie - Moggill	0	358
Bellbowrie - Moggill	1	9748
Brookfield - Kenmore Hills	0	321
Brookfield - Kenmore Hills	1	6432
Chapel Hill	0	487
Chapel Hill	1	9821
Fig Tree Pocket	0	162
Fig Tree Pocket	1	3885
Kenmore	0	364
Kenmore	1	8395
Pinjarra Hills - Pullenvale	0	261
Pinjarra Hills - Pullenvale	1	5142
Chelmer - Graceville	0	369
Chelmer - Graceville	1	7042
Corinda	0	279
Corinda	1	4583
Indooroopilly	0	595
Indooroopilly	1	11547
Sherwood	0	254
Sherwood	1	5386
St Lucia	0	556
St Lucia	1	12018
Taringa	0	484
Taringa	1	7965
Enoggera	0	488
Enoggera	1	7669
Enoggera Reservoir	0	3
Enoggera Reservoir	1	27
Keperra	0	277
Keperra	1	6804
Mitchelton	0	407
Mitchelton	1	7956
The Gap	0	724
The Gap	1	15757
Upper Kedron - Ferny Grove	0	357
Upper Kedron - Ferny Grove	1	9553
Brisbane City	0	549
Brisbane City	1	9640
Fortitude Valley	0	409
Fortitude Valley	1	6738
Highgate Hill	0	339
Highgate Hill	1	5998
Kangaroo Point	0	531
Kangaroo Point	1	7685
New Farm	0	823
New Farm	1	11968
South Brisbane	0	421
South Brisbane	1	6812
Spring Hill	0	341
Spring Hill	1	5721
West End	0	522
West End	1	9097
Balmoral	0	219
Balmoral	1	4011
Bulimba	0	404
Bulimba	1	6297
East Brisbane	0	424
East Brisbane	1	5360
Hawthorne	0	311
Hawthorne	1	4657
Morningside - Seven Hills	0	746
Morningside - Seven Hills	1	11865
Norman Park	0	331
Norman Park	1	5970
Albion	0	158
Albion	1	2627
Alderley	0	346
Alderley	1	5657
Ascot	0	296
Ascot	1	4848
Clayfield	0	538
Clayfield	1	9939
Grange	0	188
Grange	1	4063
Hamilton (Qld)	0	412
Hamilton (Qld)	1	5874
Hendra	0	262
Hendra	1	4397
Kelvin Grove - Herston	0	441
Kelvin Grove - Herston	1	9639
Newmarket	0	281
Newmarket	1	4701
Newstead - Bowen Hills	0	776
Newstead - Bowen Hills	1	9860
Wilston	0	226
Wilston	1	3708
Windsor	0	302
Windsor	1	6889
Wooloowin - Lutwyche	0	481
Wooloowin - Lutwyche	1	9267
Ashgrove	0	757
Ashgrove	1	12556
Auchenflower	0	324
Auchenflower	1	5175
Bardon	0	526
Bardon	1	9188
Paddington - Milton	0	657
Paddington - Milton	1	10132
Red Hill (Qld)	0	336
Red Hill (Qld)	1	5413
Toowong	0	550
Toowong	1	10248
Brinsmead	0	310
Brinsmead	1	5052
Clifton Beach - Kewarra Beach	0	636
Clifton Beach - Kewarra Beach	1	10195
Freshwater - Stratford	0	217
Freshwater - Stratford	1	3351
Redlynch	0	683
Redlynch	1	12121
Trinity Beach - Smithfield	0	805
Trinity Beach - Smithfield	1	13135
Yorkeys Knob - Machans Beach	0	353
Yorkeys Knob - Machans Beach	1	5797
Bentley Park	0	401
Bentley Park	1	7617
Cairns City	0	871
Cairns City	1	10567
Earlville - Bayview Heights	0	395
Earlville - Bayview Heights	1	7868
Edmonton	0	523
Edmonton	1	10231
Gordonvale - Trinity	0	400
Gordonvale - Trinity	1	8265
Kanimbla - Mooroobool	0	492
Kanimbla - Mooroobool	1	9399
Manoora	0	320
Manoora	1	5706
Manunda	0	250
Manunda	1	5143
Mount Sheridan	0	376
Mount Sheridan	1	7903
Westcourt - Bungalow	0	398
Westcourt - Bungalow	1	5939
White Rock	0	302
White Rock	1	4423
Whitfield - Edge Hill	0	453
Whitfield - Edge Hill	1	7737
Woree	0	268
Woree	1	4549
Babinda	0	252
Babinda	1	3984
Innisfail	0	484
Innisfail	1	8889
Johnstone	0	493
Johnstone	1	7396
Tully	0	596
Tully	1	10063
Yarrabah	0	88
Yarrabah	1	2472
Daintree	0	399
Daintree	1	5948
Port Douglas	0	213
Port Douglas	1	5043
Atherton	0	580
Atherton	1	10136
Herberton	0	424
Herberton	1	5208
Kuranda	0	257
Kuranda	1	4237
Malanda - Yungaburra	0	540
Malanda - Yungaburra	1	7938
Mareeba	0	615
Mareeba	1	10464
Balonne	0	412
Balonne	1	3970
Chinchilla	0	483
Chinchilla	1	7650
Goondiwindi	0	395
Goondiwindi	1	5965
Inglewood - Waggamba	0	354
Inglewood - Waggamba	1	3893
Miles - Wandoan	0	319
Miles - Wandoan	1	3748
Roma	0	496
Roma	1	6353
Roma Region	0	462
Roma Region	1	5349
Tara	0	328
Tara	1	3896
Crows Nest - Rosalie	0	536
Crows Nest - Rosalie	1	8020
Jondaryan	0	385
Jondaryan	1	7125
Millmerran	0	195
Millmerran	1	3115
Pittsworth	0	361
Pittsworth	1	5358
Wambo	0	1104
Wambo	1	15919
Clifton - Greenmount	0	298
Clifton - Greenmount	1	4602
Southern Downs - East	0	235
Southern Downs - East	1	3991
Southern Downs - West	0	301
Southern Downs - West	1	4350
Stanthorpe	0	371
Stanthorpe	1	5036
Stanthorpe Region	0	380
Stanthorpe Region	1	5394
Warwick	0	759
Warwick	1	14373
Central Highlands - East	0	468
Central Highlands - East	1	6825
Central Highlands - West	0	608
Central Highlands - West	1	7530
Emerald	0	990
Emerald	1	12543
Berserker	0	405
Berserker	1	6478
Bouldercombe	0	148
Bouldercombe	1	1717
Emu Park	0	428
Emu Park	1	5038
Frenchville - Mount Archer	0	603
Frenchville - Mount Archer	1	8470
Glenlee - Rockyview	0	333
Glenlee - Rockyview	1	4650
Gracemere	0	873
Gracemere	1	10797
Lakes Creek	0	268
Lakes Creek	1	4607
Mount Morgan	0	182
Mount Morgan	1	2757
Norman Gardens	0	630
Norman Gardens	1	9497
Park Avenue	0	280
Park Avenue	1	4810
Parkhurst - Kawana	0	418
Parkhurst - Kawana	1	6489
Rockhampton - West	0	408
Rockhampton - West	1	5532
Rockhampton City	0	242
Rockhampton City	1	3016
Rockhampton Region - East	0	265
Rockhampton Region - East	1	3189
Rockhampton Region - North	0	353
Rockhampton Region - North	1	3895
Rockhampton Region - West	0	232
Rockhampton Region - West	1	2685
Shoalwater Bay	0	3
Shoalwater Bay	1	15
The Range - Allenstown	0	524
The Range - Allenstown	1	7667
Yeppoon	0	1617
Yeppoon	1	16493
Banana	0	569
Banana	1	7981
Biloela	0	296
Biloela	1	5469
Agnes Water - Miriam Vale	0	554
Agnes Water - Miriam Vale	1	5468
Boyne Island - Tannum Sands	0	681
Boyne Island - Tannum Sands	1	9218
Callemondah	0	8
Callemondah	1	11
Clinton - New Auckland	0	809
Clinton - New Auckland	1	12652
Gladstone	0	486
Gladstone	1	5533
Gladstone Hinterland	0	668
Gladstone Hinterland	1	11075
Kin Kora - Sun Valley	0	244
Kin Kora - Sun Valley	1	3373
Telina - Toolooa	0	397
Telina - Toolooa	1	5750
West Gladstone	0	348
West Gladstone	1	4357
Broadbeach Waters	0	388
Broadbeach Waters	1	7391
Burleigh Heads	0	597
Burleigh Heads	1	8168
Burleigh Waters	0	521
Burleigh Waters	1	13633
Mermaid Beach - Broadbeach	0	727
Mermaid Beach - Broadbeach	1	11193
Mermaid Waters	0	523
Mermaid Waters	1	11646
Miami	0	413
Miami	1	6429
Coolangatta	0	445
Coolangatta	1	5501
Currumbin - Tugun	0	668
Currumbin - Tugun	1	10645
Currumbin Waters	0	384
Currumbin Waters	1	8742
Elanora	0	506
Elanora	1	11642
Palm Beach	0	836
Palm Beach	1	13819
Arundel	0	416
Arundel	1	9835
Biggera Waters	0	392
Biggera Waters	1	8145
Coombabah	0	408
Coombabah	1	9974
Labrador	0	878
Labrador	1	17389
Paradise Point - Hollywell	0	463
Paradise Point - Hollywell	1	8937
Runaway Bay	0	459
Runaway Bay	1	8613
Guanaba - Springbrook	0	189
Guanaba - Springbrook	1	4047
Tamborine - Canungra	0	621
Tamborine - Canungra	1	13650
Currumbin Valley - Tallebudgera	0	303
Currumbin Valley - Tallebudgera	1	6846
Mudgeeraba - Bonogin	0	734
Mudgeeraba - Bonogin	1	17524
Reedy Creek - Andrews	0	266
Reedy Creek - Andrews	1	7713
Carrara	0	515
Carrara	1	11673
Highland Park	0	363
Highland Park	1	7998
Nerang - Mount Nathan	0	828
Nerang - Mount Nathan	1	19708
Pacific Pines - Gaven	0	621
Pacific Pines - Gaven	1	17704
Worongary - Tallai	0	324
Worongary - Tallai	1	7558
Coomera	0	495
Coomera	1	12812
Helensvale	0	682
Helensvale	1	16179
Hope Island	0	561
Hope Island	1	10669
Jacobs Well - Alberton	0	205
Jacobs Well - Alberton	1	3435
Ormeau - Yatala	0	750
Ormeau - Yatala	1	18925
Oxenford - Maudsland	0	530
Oxenford - Maudsland	1	15261
Pimpama	0	300
Pimpama	1	8866
Upper Coomera - Willow Vale	0	1118
Upper Coomera - Willow Vale	1	30096
Clear Island Waters	0	148
Clear Island Waters	1	3966
Merrimac	0	245
Merrimac	1	6828
Robina	0	913
Robina	1	22193
Varsity Lakes	0	682
Varsity Lakes	1	14498
Ashmore	0	468
Ashmore	1	11444
Molendinar	0	248
Molendinar	1	6125
Parkwood	0	292
Parkwood	1	8408
Southport - North	0	625
Southport - North	1	14072
Southport - South	0	745
Southport - South	1	16468
Benowa	0	340
Benowa	1	8395
Bundall	0	224
Bundall	1	4299
Main Beach	0	231
Main Beach	1	3654
Surfers Paradise	0	1242
Surfers Paradise	1	22451
Darra - Sumner	0	197
Darra - Sumner	1	4735
Durack	0	305
Durack	1	7647
Forest Lake - Doolandella	0	964
Forest Lake - Doolandella	1	26740
Inala - Richlands	0	643
Inala - Richlands	1	17362
Oxley (Qld)	0	308
Oxley (Qld)	1	7507
Wacol	0	124
Wacol	1	5692
Boonah	0	556
Boonah	1	11331
Esk	0	317
Esk	1	4838
Lake Manchester - England Creek	1	3
Lockyer Valley - East	0	877
Lockyer Valley - East	1	18943
Lowood	0	615
Lowood	1	13435
Rosewood	0	605
Rosewood	1	11209
Brassall	0	427
Brassall	1	10471
Bundamba	0	413
Bundamba	1	8511
Churchill - Yamanto	0	289
Churchill - Yamanto	1	6476
Ipswich - Central	0	338
Ipswich - Central	1	6216
Ipswich - East	0	778
Ipswich - East	1	17119
Ipswich - North	0	222
Ipswich - North	1	4419
Karalee - Barellan Point	0	241
Karalee - Barellan Point	1	5265
Karana Downs	0	270
Karana Downs	1	5821
Leichhardt - One Mile	0	336
Leichhardt - One Mile	1	7317
North Ipswich - Tivoli	0	275
North Ipswich - Tivoli	1	6120
Raceview	0	659
Raceview	1	14517
Ripley	0	195
Ripley	1	4424
Riverview	0	147
Riverview	1	2928
Bellbird Park - Brookwater	0	483
Bellbird Park - Brookwater	1	13279
Camira - Gailes	0	382
Camira - Gailes	1	8855
Carole Park	0	4
Collingwood Park - Redbank	0	336
Collingwood Park - Redbank	1	8179
Goodna	0	363
Goodna	1	10516
Redbank Plains	0	739
Redbank Plains	1	18560
Springfield	0	213
Springfield	1	6559
Springfield Lakes	0	586
Springfield Lakes	1	14841
Beaudesert	0	657
Beaudesert	1	13261
Beenleigh	0	434
Beenleigh	1	7823
Eagleby	0	595
Eagleby	1	12729
Edens Landing - Holmview	0	284
Edens Landing - Holmview	1	7169
Mount Warren Park	0	252
Mount Warren Park	1	5539
Wolffdene - Bahrs Scrub	0	267
Wolffdene - Bahrs Scrub	1	5838
Boronia Heights - Park Ridge	0	483
Boronia Heights - Park Ridge	1	11756
Browns Plains	0	262
Browns Plains	1	7108
Chambers Flat - Logan Reserve	0	236
Chambers Flat - Logan Reserve	1	4827
Crestmead	0	408
Crestmead	1	11575
Hillcrest	0	323
Hillcrest	1	7831
Marsden	0	505
Marsden	1	13946
Munruben - Park Ridge South	0	200
Munruben - Park Ridge South	1	4414
Regents Park - Heritage Park	0	476
Regents Park - Heritage Park	1	15463
Greenbank	0	531
Greenbank	1	12320
Jimboomba	0	1016
Jimboomba	1	24724
Logan Village	0	317
Logan Village	1	6677
Bethania - Waterford	0	419
Bethania - Waterford	1	10453
Cornubia - Carbrook	0	346
Cornubia - Carbrook	1	8107
Loganholme - Tanah Merah	0	425
Loganholme - Tanah Merah	1	10710
Loganlea	0	381
Loganlea	1	10055
Shailer Park	0	484
Shailer Park	1	11160
Waterford West	0	331
Waterford West	1	6918
Daisy Hill	0	299
Daisy Hill	1	6343
Kingston (Qld.)	0	361
Kingston (Qld.)	1	10050
Logan Central	0	237
Logan Central	1	5898
Rochedale South - Priestdale	0	570
Rochedale South - Priestdale	1	14881
Slacks Creek	0	402
Slacks Creek	1	10030
Springwood	0	306
Springwood	1	8975
Underwood	0	200
Underwood	1	6142
Woodridge	0	512
Woodridge	1	12072
Bowen	0	573
Bowen	1	8529
Broadsound - Nebo	0	595
Broadsound - Nebo	1	7910
Clermont	0	263
Clermont	1	3433
Collinsville	0	285
Collinsville	1	3167
Moranbah	0	564
Moranbah	1	8170
Andergrove - Beaconsfield	0	1204
Andergrove - Beaconsfield	1	13703
East Mackay	0	305
East Mackay	1	3267
Eimeo - Rural View	0	1119
Eimeo - Rural View	1	11210
Eungella Hinterland	1	15
Mackay	0	394
Mackay	1	3261
Mackay Harbour	0	53
Mackay Harbour	1	463
Mount Pleasant - Glenella	0	839
Mount Pleasant - Glenella	1	9872
North Mackay	0	494
North Mackay	1	5504
Ooralea - Bakers Creek	0	419
Ooralea - Bakers Creek	1	4610
Pioneer Valley	0	648
Pioneer Valley	1	7566
Sarina	0	974
Sarina	1	10644
Seaforth - Calen	0	664
Seaforth - Calen	1	7455
Shoal Point - Bucasia	0	516
Shoal Point - Bucasia	1	5236
Slade Point	0	269
Slade Point	1	3077
South Mackay	0	526
South Mackay	1	6180
Walkerston - Eton	0	599
Walkerston - Eton	1	7727
West Mackay	0	520
West Mackay	1	5644
Airlie - Whitsundays	0	1015
Airlie - Whitsundays	1	11914
Proserpine	0	604
Proserpine	1	7687
Beachmere - Sandstone Point	0	870
Beachmere - Sandstone Point	1	14024
Bribie Island	0	1032
Bribie Island	1	17114
Burpengary - East	0	158
Burpengary - East	1	3812
Caboolture	0	1184
Caboolture	1	25636
Caboolture - South	0	786
Caboolture - South	1	19564
Elimbah	0	134
Elimbah	1	3825
Morayfield - East	0	333
Morayfield - East	1	8098
Wamuran	0	197
Wamuran	1	3734
Kilcoy	0	275
Kilcoy	1	5110
Woodford - D'Aguilar	0	323
Woodford - D'Aguilar	1	7524
Burpengary	0	653
Burpengary	1	13367
Deception Bay	0	1050
Deception Bay	1	21399
Morayfield	0	197
Morayfield	1	4627
Narangba	0	765
Narangba	1	17817
Upper Caboolture	0	139
Upper Caboolture	1	2880
Clontarf	0	367
Clontarf	1	7884
Margate - Woody Point	0	503
Margate - Woody Point	1	11188
Redcliffe	0	486
Redcliffe	1	9678
Rothwell - Kippa-Ring	0	660
Rothwell - Kippa-Ring	1	16482
Scarborough - Newport - Moreton Island	0	691
Scarborough - Newport - Moreton Island	1	11533
Albany Creek	0	599
Albany Creek	1	15200
Cashmere	0	736
Cashmere	1	18066
Dayboro	0	404
Dayboro	1	8087
Eatons Hill	0	284
Eatons Hill	1	7693
The Hills District	0	997
The Hills District	1	22366
Samford Valley	0	584
Samford Valley	1	11172
Dakabin - Kallangur	0	1015
Dakabin - Kallangur	1	22916
Murrumba Downs - Griffin	0	725
Murrumba Downs - Griffin	1	16796
North Lakes - Mango Hill	0	1130
North Lakes - Mango Hill	1	28971
Bray Park	0	417
Bray Park	1	9827
Lawnton	0	263
Lawnton	1	5747
Petrie	0	393
Petrie	1	8297
Strathpine - Brendale	0	526
Strathpine - Brendale	1	11738
Aurukun	0	108
Aurukun	1	1166
Cape York	0	573
Cape York	1	6945
Croydon - Etheridge	0	108
Croydon - Etheridge	1	985
Kowanyama - Pormpuraaw	0	93
Kowanyama - Pormpuraaw	1	1609
Northern Peninsula	0	187
Northern Peninsula	1	2614
Tablelands	0	333
Tablelands	1	5652
Torres	0	410
Torres	1	3199
Torres Strait Islands	0	436
Torres Strait Islands	1	4084
Weipa	0	272
Weipa	1	3630
Carpentaria	0	375
Carpentaria	1	4452
Mount Isa	0	1232
Mount Isa	1	17114
Mount Isa Region	0	236
Mount Isa Region	1	3121
Northern Highlands	0	298
Northern Highlands	1	2821
Barcaldine - Blackall	0	509
Barcaldine - Blackall	1	4261
Charleville	0	388
Charleville	1	3928
Far Central West	0	239
Far Central West	1	1873
Far South West	0	308
Far South West	1	2496
Longreach	0	322
Longreach	1	3333
Buderim - North	0	991
Buderim - North	1	15617
Buderim - South	0	823
Buderim - South	1	15497
Mountain Creek	0	523
Mountain Creek	1	10732
Sippy Downs	0	467
Sippy Downs	1	9829
Aroona - Currimundi	0	555
Aroona - Currimundi	1	9512
Buddina - Minyama	0	413
Buddina - Minyama	1	6017
Caloundra - Kings Beach	0	473
Caloundra - Kings Beach	1	6229
Caloundra - West	0	891
Caloundra - West	1	19388
Golden Beach - Pelican Waters	0	679
Golden Beach - Pelican Waters	1	11170
Moffat Beach - Battery Hill	0	456
Moffat Beach - Battery Hill	1	7377
Parrearra - Warana	0	513
Parrearra - Warana	1	8992
Wurtulla - Birtinya	0	366
Wurtulla - Birtinya	1	7472
Coolum Beach	0	836
Coolum Beach	1	13749
Marcoola - Mudjimba	0	614
Marcoola - Mudjimba	1	10256
Maroochydore - Kuluin	0	1140
Maroochydore - Kuluin	1	18024
Mooloolaba - Alexandra Headland	0	750
Mooloolaba - Alexandra Headland	1	10940
Noosa Heads	0	298
Noosa Heads	1	4191
Noosaville	0	550
Noosaville	1	8183
Sunshine Beach	0	396
Sunshine Beach	1	6138
Tewantin	0	519
Tewantin	1	9786
Peregian Beach - Marcus Beach	0	254
Peregian Beach - Marcus Beach	1	3503
Peregian Springs	0	373
Peregian Springs	1	6966
Beerwah	0	384
Beerwah	1	7815
Caloundra Hinterland	0	563
Caloundra Hinterland	1	7977
Glass House Mountains	0	241
Glass House Mountains	1	5597
Landsborough	0	515
Landsborough	1	9634
Maroochy Hinterland	0	391
Maroochy Hinterland	1	5868
Palmwoods	0	544
Palmwoods	1	10062
Bli Bli	0	422
Bli Bli	1	7929
Diddillibah - Rosemount	0	201
Diddillibah - Rosemount	1	3563
Eumundi - Yandina	0	634
Eumundi - Yandina	1	9918
Nambour	0	953
Nambour	1	19005
Noosa Hinterland	0	1320
Noosa Hinterland	1	20532
Cambooya - Wyreema	0	352
Cambooya - Wyreema	1	6608
Darling Heights	0	612
Darling Heights	1	13126
Drayton - Harristown	0	567
Drayton - Harristown	1	9630
Gatton	0	353
Gatton	1	7080
Gowrie (Qld)	0	305
Gowrie (Qld)	1	6107
Highfields	0	696
Highfields	1	12485
Lockyer Valley - West	0	632
Lockyer Valley - West	1	10726
Middle Ridge	0	368
Middle Ridge	1	6772
Newtown (Qld)	0	525
Newtown (Qld)	1	9078
North Toowoomba - Harlaxton	0	302
North Toowoomba - Harlaxton	1	5433
Rangeville	0	385
Rangeville	1	7923
Toowoomba - Central	0	688
Toowoomba - Central	1	12684
Toowoomba - East	0	565
Toowoomba - East	1	9193
Toowoomba - West	0	683
Toowoomba - West	1	12317
Wilsonton	0	693
Wilsonton	1	12618
Ayr	0	403
Ayr	1	8693
Burdekin	0	431
Burdekin	1	7485
Charters Towers	0	501
Charters Towers	1	7620
Dalrymple	0	298
Dalrymple	1	3463
Ingham	0	235
Ingham	1	4196
Ingham Region	0	329
Ingham Region	1	6126
Palm Island	0	130
Palm Island	1	2317
Aitkenvale	0	263
Aitkenvale	1	4534
Annandale	0	503
Annandale	1	9568
Belgian Gardens - Pallarenda	0	198
Belgian Gardens - Pallarenda	1	3080
Bohle Plains	0	401
Bohle Plains	1	6831
Condon - Rasmussen	0	555
Condon - Rasmussen	1	9920
Cranbrook	0	280
Cranbrook	1	5625
Deeragun	0	1410
Deeragun	1	20994
Douglas	0	416
Douglas	1	7328
Garbutt - West End	0	499
Garbutt - West End	1	6035
Gulliver - Currajong - Vincent	0	428
Gulliver - Currajong - Vincent	1	7303
Heatley	0	183
Heatley	1	3848
Hermit Park - Rosslea	0	286
Hermit Park - Rosslea	1	4867
Hyde Park - Pimlico	0	312
Hyde Park - Pimlico	1	4340
Kelso	0	578
Kelso	1	10051
Kirwan - East	0	440
Kirwan - East	1	7377
Kirwan - West	0	792
Kirwan - West	1	14760
Magnetic Island	0	218
Magnetic Island	1	2116
Mount Louisa	0	550
Mount Louisa	1	8710
Mundingburra	0	200
Mundingburra	1	3420
Northern Beaches	0	398
Northern Beaches	1	5958
Oonoonba	0	413
Oonoonba	1	6144
South Townsville - Railway Estate	0	340
South Townsville - Railway Estate	1	4869
Townsville - South	0	285
Townsville - South	1	4011
Townsville City - North Ward	0	742
Townsville City - North Ward	1	8312
Wulguru - Roseneath	0	289
Wulguru - Roseneath	1	5803
Ashfield - Kepnock	0	295
Ashfield - Kepnock	1	4932
Bargara - Burnett Heads	0	1103
Bargara - Burnett Heads	1	15495
Branyan - Kensington	0	295
Branyan - Kensington	1	4410
Bundaberg	0	384
Bundaberg	1	5733
Bundaberg East - Kalkie	0	311
Bundaberg East - Kalkie	1	5165
Bundaberg North - Gooburrum	0	406
Bundaberg North - Gooburrum	1	6809
Bundaberg Region - North	0	554
Bundaberg Region - North	1	8317
Bundaberg Region - South	0	720
Bundaberg Region - South	1	9113
Millbank - Avoca	0	319
Millbank - Avoca	1	7097
Svensson Heights - Norville	0	281
Svensson Heights - Norville	1	5325
Walkervale - Avenell Heights	0	529
Walkervale - Avenell Heights	1	10168
Gayndah - Mundubbera	0	388
Gayndah - Mundubbera	1	6263
Gin Gin	0	312
Gin Gin	1	4806
Kingaroy	0	538
Kingaroy	1	9754
Kingaroy Region - North	0	602
Kingaroy Region - North	1	8968
Kingaroy Region - South	0	199
Kingaroy Region - South	1	3722
Monto - Eidsvold	0	320
