SA2_NAME16	medianTotalPersonalIncome
Bellbowrie - Moggill	41912
Brookfield - Kenmore Hills	43680
Chapel Hill	45604
Fig Tree Pocket	52260
Kenmore	43316
Pinjarra Hills - Pullenvale	48308
Chelmer - Graceville	49608
Corinda	41704
Indooroopilly	36088
Sherwood	47684
St Lucia	16796
Taringa	40300
Enoggera	48464
Enoggera Reservoir	37648
Keperra	33124
Mitchelton	44876
Mount Coot-tha	
The Gap	43836
Upper Kedron - Ferny Grove	45032
Brisbane City	37960
Fortitude Valley	47840
Highgate Hill	37544
Kangaroo Point	49660
New Farm	54808
South Brisbane	38948
Spring Hill	34060
West End	46436
Balmoral	56992
Bulimba	59696
East Brisbane	44460
Hawthorne	57616
Morningside - Seven Hills	51272
Norman Park	58084
Albion	49608
Alderley	49660
Ascot	53716
Clayfield	48360
Grange	53924
Hamilton (Qld)	55640
Hendra	51896
Kelvin Grove - Herston	30628
Newmarket	42952
Newstead - Bowen Hills	64324
Wilston	52988
Windsor	48360
Wooloowin - Lutwyche	46228
Ashgrove	50024
Auchenflower	49400
Bardon	52936
Paddington - Milton	55380
Red Hill (Qld)	49556
Toowong	40612
Brinsmead	43420
Clifton Beach - Kewarra Beach	37752
Freshwater - Stratford	44512
Redlynch	43524
Trinity Beach - Smithfield	38948
Yorkeys Knob - Machans Beach	35516
Bentley Park	37024
Cairns City	36036
Earlville - Bayview Heights	35100
Edmonton	34632
Gordonvale - Trinity	35724
Kanimbla - Mooroobool	36400
Lamb Range	
Manoora	28704
Manunda	26676
Mount Sheridan	38584
Westcourt - Bungalow	28600
White Rock	32604
Whitfield - Edge Hill	39364
Woree	30004
Babinda	31096
Innisfail	27092
Johnstone	30576
Tully	30264
Wooroonooran	
Yarrabah	14976
Daintree	30992
Port Douglas	39208
Atherton	28548
Herberton	23088
Kuranda	27560
Malanda - Yungaburra	28704
Mareeba	28860
Balonne	34424
Chinchilla	33436
Goondiwindi	37960
Inglewood - Waggamba	27924
Miles - Wandoan	37336
Roma	42536
Roma Region	33592
Tara	23764
Crows Nest - Rosalie	25012
Jondaryan	33228
Millmerran	30212
Pittsworth	31772
Wambo	33176
Clifton - Greenmount	28704
Southern Downs - East	26624
Southern Downs - West	25012
Stanthorpe	25636
Stanthorpe Region	24960
Warwick	27976
Central Highlands - East	43420
Central Highlands - West	36816
Emerald	45396
Berserker	28548
Bouldercombe	32604
Emu Park	28964
Frenchville - Mount Archer	36608
Glenlee - Rockyview	39936
Gracemere	34996
Lakes Creek	31876
Mount Morgan	23036
Norman Gardens	37024
Park Avenue	30316
Parkhurst - Kawana	34892
Rockhampton - West	32292
Rockhampton City	25272
Rockhampton Region - East	29796
Rockhampton Region - North	28184
Rockhampton Region - West	34424
Shoalwater Bay	18928
The Range - Allenstown	31720
Yeppoon	33020
Banana	35204
Biloela	39676
Agnes Water - Miriam Vale	23504
Boyne Island - Tannum Sands	38584
Callemondah	22360
Clinton - New Auckland	39572
Gladstone	34736
Gladstone Hinterland	37388
Kin Kora - Sun Valley	37128
South Trees	
Telina - Toolooa	39832
West Gladstone	31876
Broadbeach Waters	38688
Burleigh Heads	37180
Burleigh Waters	34424
Mermaid Beach - Broadbeach	41756
Mermaid Waters	34684
Miami	39572
Coolangatta	32344
Currumbin - Tugun	35776
Currumbin Waters	31980
Elanora	31668
Palm Beach	35620
Arundel	31980
Biggera Waters	32760
Coombabah	27664
Labrador	29068
Paradise Point - Hollywell	37908
Runaway Bay	34164
Guanaba - Springbrook	36296
Tamborine - Canungra	32240
Currumbin Valley - Tallebudgera	33956
Mudgeeraba - Bonogin	35568
Reedy Creek - Andrews	38636
Carrara	35516
Highland Park	32864
Nerang - Mount Nathan	31616
Pacific Pines - Gaven	37232
Worongary - Tallai	34528
Coomera	38792
Helensvale	34788
Hope Island	39832
Jacobs Well - Alberton	35672
Ormeau - Yatala	39728
Oxenford - Maudsland	37128
Pimpama	39052
Upper Coomera - Willow Vale	38168
Clear Island Waters	32968
Merrimac	35308
Robina	33384
Varsity Lakes	33852
Ashmore	32968
Molendinar	30784
Parkwood	31876
Southport - North	26676
Southport - South	29848
Benowa	34944
Bundall	39000
Main Beach	45188
Surfers Paradise	33124
Darra - Sumner	30472
Durack	27560
Forest Lake - Doolandella	37856
Inala - Richlands	21632
Oxley (Qld)	40872
Wacol	22568
Boonah	29588
Esk	23088
Lake Manchester - England Creek	
Lockyer Valley - East	26416
Lowood	28340
Rosewood	32344
Brassall	33072
Bundamba	30472
Churchill - Yamanto	37856
Ipswich - Central	28808
Ipswich - East	30264
Ipswich - North	39156
Karalee - Barellan Point	42120
Karana Downs	44928
Leichhardt - One Mile	27664
North Ipswich - Tivoli	29796
Raceview	34580
Ripley	45500
Riverview	22360
Bellbird Park - Brookwater	43888
Camira - Gailes	33020
Carole Park	33748
Collingwood Park - Redbank	34112
Goodna	28808
New Chum	
Redbank Plains	33696
Springfield	41652
Springfield Lakes	46384
Beaudesert	27248
Beenleigh	27612
Eagleby	26156
Edens Landing - Holmview	36088
Mount Warren Park	33072
Wolffdene - Bahrs Scrub	38844
Boronia Heights - Park Ridge	28496
Browns Plains	32656
Chambers Flat - Logan Reserve	35620
Crestmead	31668
Greenbank Military Camp	
Hillcrest	36816
Marsden	30108
Munruben - Park Ridge South	35672
Regents Park - Heritage Park	36452
Greenbank	37076
Jimboomba	37960
Logan Village	34996
Bethania - Waterford	31408
Cornubia - Carbrook	39728
Loganholme - Tanah Merah	37856
Loganlea	30056
Shailer Park	40716
Waterford West	28236
Daisy Hill	38688
Kingston (Qld.)	24544
Logan Central	22048
Rochedale South - Priestdale	38272
Slacks Creek	28028
Springwood	38168
Underwood	35828
Woodridge	23816
Bowen	30472
Broadsound - Nebo	54080
Clermont	38844
Collinsville	30056
Moranbah	62868
Andergrove - Beaconsfield	35724
East Mackay	36868
Eimeo - Rural View	42952
Eungella Hinterland	58500
Mackay	31460
Mackay Harbour	61256
Mount Pleasant - Glenella	40300
North Mackay	31356
Ooralea - Bakers Creek	42276
Pioneer Valley	35048
Sarina	32760
Seaforth - Calen	31668
Shoal Point - Bucasia	39572
Slade Point	32396
South Mackay	33436
Walkerston - Eton	37908
West Mackay	35880
Airlie - Whitsundays	41184
Cape Conway	
Proserpine	32240
Beachmere - Sandstone Point	26260
Bribie Island	25012
Burpengary - East	36296
Caboolture	26988
Caboolture - South	28340
Elimbah	32396
Morayfield - East	30940
Wamuran	34216
Kilcoy	28496
Woodford - D'Aguilar	30316
Burpengary	33176
Deception Bay	27976
Morayfield	32864
Narangba	39312
Upper Caboolture	34684
Clontarf	32916
Margate - Woody Point	31512
Redcliffe	29328
Rothwell - Kippa-Ring	28288
Scarborough - Newport - Moreton Island	34580
Albany Creek	40820
Cashmere	44356
Dayboro	38740
Eatons Hill	46072
The Hills District	43472
Samford Valley	41704
Dakabin - Kallangur	35256
Murrumba Downs - Griffin	41444
North Lakes - Mango Hill	41340
Bray Park	35412
Lawnton	32864
Petrie	37960
Strathpine - Brendale	33228
Aurukun	13520
Cape York	23244
Croydon - Etheridge	27716
Kowanyama - Pormpuraaw	17628
Northern Peninsula	24336
Tablelands	26988
Torres	38480
Torres Strait Islands	19396
Weipa	68588
Carpentaria	24544
Mount Isa	52416
Mount Isa Region	50492
Northern Highlands	35048
Barcaldine - Blackall	32604
Charleville	34944
Far Central West	36764
Far South West	32344
Longreach	37752
Buderim - North	33332
Buderim - South	35672
Mountain Creek	36712
Sippy Downs	26728
Aroona - Currimundi	30628
Buddina - Minyama	34892
Caloundra - Kings Beach	28340
Caloundra - West	31408
Golden Beach - Pelican Waters	29744
Moffat Beach - Battery Hill	31252
Parrearra - Warana	33436
Wurtulla - Birtinya	35412
Coolum Beach	34268
Marcoola - Mudjimba	33384
Maroochydore - Kuluin	32240
Mooloolaba - Alexandra Headland	36556
Noosa Heads	36036
Noosaville	31928
Sunshine Beach	36400
Tewantin	27976
Peregian Beach - Marcus Beach	35620
Peregian Springs	36244
Beerwah	29640
Caloundra Hinterland	27456
Glass House Mountains	30004
Landsborough	31512
Maroochy Hinterland	28548
Palmwoods	31408
Bli Bli	33280
Diddillibah - Rosemount	30108
Eumundi - Yandina	31408
Nambour	29172
Noosa Hinterland	29120
Cambooya - Wyreema	39052
Darling Heights	30108
Drayton - Harristown	28964
Gatton	25584
Gowrie (Qld)	36868
Highfields	38896
Lockyer Valley - West	32240
Middle Ridge	42432
Newtown (Qld)	31044
North Toowoomba - Harlaxton	31044
Rangeville	37804
Toowoomba - Central	32084
Toowoomba - East	42848
Toowoomba - West	39104
Wilsonton	29380
Ayr	31616
Burdekin	32708
Charters Towers	26468
Dalrymple	28496
Ingham	26364
Ingham Region	29224
Palm Island	15756
Aitkenvale	30056
Annandale	44824
Belgian Gardens - Pallarenda	37024
Bohle Plains	43784
Condon - Rasmussen	30628
Cranbrook	30576
Deeragun	42692
Douglas	30004
Garbutt - West End	34684
Gulliver - Currajong - Vincent	31044
Heatley	27508
Hermit Park - Rosslea	35516
Hyde Park - Pimlico	34112
Kelso	33176
Kirwan - East	29432
Kirwan - West	39312
Magnetic Island	27872
Mount Louisa	42016
Mundingburra	29276
Northern Beaches	31408
Oonoonba	47268
South Townsville - Railway Estate	39000
Townsville - South	36192
Townsville City - North Ward	47944
Wulguru - Roseneath	31096
Ashfield - Kepnock	26572
Bargara - Burnett Heads	27924
Branyan - Kensington	29224
Bundaberg	24856
Bundaberg East - Kalkie	29172
Bundaberg North - Gooburrum	24960
Bundaberg Region - North	24752
Bundaberg Region - South	23504
Millbank - Avoca	26468
Svensson Heights - Norville	25584
Walkervale - Avenell Heights	25480
Gayndah - Mundubbera	27300
Gin Gin	21632
Kingaroy	29796
Kingaroy Region - North	22776
Kingaroy Region - South	28236
Monto - Eidsvold	24856
Nanango	22360
North Burnett	37700
Cooloola	22152
Gympie - North	25688
Gympie - South	27144
Gympie Region	25324
Kilkivan	23036
Booral - River Heads	24544
Craignish - Dundowran Beach	27716
Pialba - Eli Waters	24440
Point Vernon	24024
Torquay - Scarness - Kawungan	24440
Urangan - Wondunna	25428
Burrum - Fraser	23088
Granville	23712
Maryborough (Qld)	24076
Maryborough Region - South	22308
Tinana	27248
Migratory - Offshore - Shipping (Qld)	31512
No usual address (Qld)	21164
Adelaide	24648
North Adelaide	40508
Adelaide Hills	35256
Aldgate - Stirling	42744
Hahndorf - Echunga	34996
Lobethal - Woodside	34736
Mount Barker	34320
Mount Barker Region	36140
Nairne	36504
Uraidla - Summertown	39468
Burnside - Wattle Park	40664
Glenside - Beaumont	43680
Toorak Gardens	42588
Athelstone	35256
Paradise - Newton	28548
Rostrevor - Magill	30732
Norwood (SA)	39156
Payneham - Felixstow	29796
St Peters - Marden	38792
Nailsworth - Broadview	42484
Prospect	38012
Walkerville	41392
Goodwood - Millswood	41600
Unley - Parkside	40716
Gawler - North	36088
Gawler - South	29328
Lewiston - Two Wells	33436
Craigmore - Blakeview	32916
Davoren Park	25220
Elizabeth	21632
Elizabeth East	24856
Munno Para West - Angle Vale	34580
One Tree Hill	36504
Smithfield - Elizabeth North	22776
Virginia - Waterloo Corner	24544
Enfield - Blair Athol	25376
Northgate - Oakden - Gilles Plains	31252
Windsor Gardens	31200
Dry Creek - North	
Ingle Farm	26520
Para Hills	30004
Parafield	3224
Parafield Gardens	25376
Paralowie	28756
Salisbury	23660
Salisbury East	29380
Salisbury North	26780
Mawson Lakes - Globe Derby Park	38844
Pooraka - Cavan	26156
Golden Grove	36608
Greenwith	38688
Highbury - Dernancourt	36660
Hope Valley - Modbury	27976
Modbury Heights	34944
Redwood Park	36816
St Agnes - Ridgehaven	32448
Brighton (SA)	37648
Glenelg (SA)	39988
Edwardstown	31668
Hallett Cove	36608
Marino - Seaview Downs	37076
Mitchell Park	26988
Morphettville	32292
Sheidow Park - Trott Park	39104
Warradale	30576
Belair	39728
Bellevue Heights	29068
Blackwood	40300
Colonel Light Gardens	38428
Mitcham (SA)	41704
Panorama	30472
Aberfoyle Park	34840
Aldinga	29796
Christie Downs	24388
Christies Beach	27872
Clarendon	38116
Coromandel Valley	41080
Flagstaff Hill	37440
Hackham - Onkaparinga Hills	29120
Hackham West - Huntfield Heights	24700
Happy Valley	34840
Happy Valley Reservoir	
Lonsdale	18824
McLaren Vale	32656
Morphett Vale - East	28912
Morphett Vale - West	25948
Reynella	30992
Seaford (SA)	31564
Willunga	34216
Woodcroft	34476
Beverley	32864
Flinders Park	29796
Henley Beach	35672
Hindmarsh - Brompton	31824
Royal Park - Hendon - Albert Park	30212
Seaton - Grange	30628
West Lakes	34268
Woodville - Cheltenham	28756
Dry Creek - South	
Largs Bay - Semaphore	36764
North Haven	30992
Port Adelaide	27144
The Parks	22620
Torrens Island	
Adelaide Airport	
Fulham	32240
Lockleys	33228
Plympton	31928
Richmond (SA)	30628
West Beach	37596
Barossa - Angaston	33384
Light	32812
Lyndoch	34892
Mallala	28704
Nuriootpa	32188
Tanunda	35152
Clare	33540
Gilbert Valley	29484
Goyder	25012
Wakefield - Barunga West	27560
Jamestown	28028
Peterborough - Mount Remarkable	24440
Port Pirie	24752
Port Pirie Region	26832
Kadina	26572
Moonta	24076
Wallaroo	24284
Yorke Peninsula - North	25688
Yorke Peninsula - South	24076
Ceduna	36972
Eyre Peninsula	31668
Kimba - Cleve - Franklin Harbour	31512
Le Hunte - Elliston	31148
Port Lincoln	31980
West Coast (SA)	31512
Western	79612
Whyalla	25896
Whyalla - North	
APY Lands	14716
Coober Pedy	25844
Quorn - Lake Gilles	28964
Outback	46072
Port Augusta	31200
Roxby Downs	80496
Goolwa - Port Elliot	25064
Kangaroo Island	28756
Strathalbyn	29536
Strathalbyn Region	30212
Victor Harbor	25012
Yankalilla	25792
Grant	33488
Kingston - Robe	31044
Millicent	25532
Naracoorte	33488
Naracoorte Region	35932
Penola	32500
Tatiara	33904
Wattle Range	30316
Mount Gambier - East	32136
Mount Gambier - West	30160
Barmera	27976
Berri	26988
Karoonda - Lameroo	28028
Loxton	29692
Loxton Region	29120
Mannum	24492
Murray Bridge	26832
Murray Bridge Region	30524
Renmark	25688
Renmark Region	31772
The Coorong	26052
Waikerie	25948
Migratory - Offshore - Shipping (SA)	90948
No usual address (SA)	19240
Augusta	32032
Busselton	31720
Busselton Region	40144
Margaret River	36868
Australind - Leschenault	36192
Capel	34164
College Grove - Carey Park	29952
Collie	26624
Dardanup	34892
Davenport	58500
Eaton - Pelican Point	35412
Harvey	30888
East Bunbury - Glen Iris	32552
Waroona	29016
Dalyellup	39728
Gelorup - Stratham	36556
South Bunbury - Bunbury	36972
Withers - Usher	27040
Bridgetown - Boyup Brook	28184
Donnybrook - Balingup	29276
Manjimup	32188
Pemberton	28496
Dawesville - Bouvard	29432
Falcon - Wannanup	29640
Greenfields	24908
Halls Head - Erskine	30160
Mandurah	26364
Mandurah - East	28080
Mandurah - North	34372
Mandurah - South	25948
Pinjarra	27976
City Beach	53196
Claremont (WA)	50128
Cottesloe	64012
Floreat	54184
Mosman Park - Peppermint Grove	47632
Nedlands - Dalkeith - Crawley	36036
Swanbourne - Mount Claremont	48880
Kings Park (WA)	77948
Mount Hawthorn - Leederville	56992
Mount Lawley - Inglewood	47996
North Perth	49140
Perth City	51064
Subiaco - Shenton Park	54756
Wembley - West Leederville - Glendalough	46176
Bassendean - Eden Hill - Ashfield	38012
Bayswater - Embleton - Bedford	41028
Maylands	46280
Morley	32500
Noranda	33072
Chidlow	35256
Glen Forrest - Darlington	38064
Helena Valley - Koongamia	38220
Malmalling - Reservoir	19916
Mundaring	35516
Swan View - Greenmount - Midvale	32864
Avon Valley National Park	44200
Ballajura	32500
Beechboro	34372
Bullsbrook	37960
Ellenbrook	42172
Gidgegannup	40300
Hazelmere - Guildford	40924
Lockridge - Kiara	36348
Malaga	33748
Melaleuca - Lexia	
Middle Swan - Herne Hill	32500
Midland - Guildford	33592
Stratton - Jane Brook	38740
The Vines	44668
Walyunga National Park	
Craigie - Beldon	39520
Currambine - Kinross	39572
Duncraig	42588
Greenwood - Warwick	38324
Heathridge - Connolly	39260
Hillarys	44044
Iluka - Burns Beach	47372
Joondalup - Edgewater	37180
Kingsley	38896
Mullaloo - Kallaroo	41080
Ocean Reef	39520
Padbury	40976
Sorrento - Marmion	44668
Woodvale	38688
Balcatta - Hamersley	36036
Balga - Mirrabooka	25844
Dianella	35152
Herdsman	
Innaloo - Doubleview	48880
Karrinyup - Gwelup - Carine	44876
Nollamara - Westminster	35048
Osborne Park Industrial	55224
Scarborough	55172
Stirling - Osborne Park	40352
Trigg - North Beach - Watermans Bay	48204
Tuart Hill - Joondanna	43784
Wembley Downs - Churchlands - Woodlands	42952
Yokine - Coolbinia - Menora	41028
Alexander Heights - Koondoola	28652
Butler - Merriwa - Ridgewood	34008
Carramar	41912
Clarkson	37960
Girrawheen	25428
Madeley - Darch - Landsdale	40820
Marangaroo	28496
Mindarie - Quinns Rocks - Jindalee	39624
Neerabup National Park	49348
Tapping - Ashby - Sinagra	40924
Wanneroo	38428
Alkimos - Eglinton	48880
Carabooda - Pinjar	35828
Two Rocks	30264
Yanchep	35984
Armadale - Wungong - Brookdale	29016
Ashendon - Lesley	49348
Camillo - Champion Lakes	30836
Forrestdale - Harrisdale - Piara Waters	50388
Kelmscott	31668
Mount Nasura - Mount Richon - Bedfordale	35932
Roleystone	38896
Seville Grove	35672
Belmont - Ascot - Redcliffe	39312
East Victoria Park - Carlisle	40664
Kewdale Commercial	58500
Perth Airport	
Rivervale - Kewdale - Cloverdale	36556
Victoria Park - Lathlain - Burswood	44668
Bentley - Wilson - St James	25324
Canning Vale - West	37076
Canning Vale Commercial	
Cannington - Queens Park	31824
Parkwood - Ferndale - Lynwood	34164
Riverton - Shelley - Rossmoyne	33540
Welshpool	58500
Willetton	32760
Beckenham - Kenwick - Langford	29536
Canning Vale - East	38792
Gosnells	29484
Huntingdale - Southern River	39052
Maddington - Orange Grove - Martin	29796
Thornlie	32552
Forrestfield - Wattle Grove	39312
High Wycombe	39468
Kalamunda - Maida Vale - Gooseberry Hill	37180
Lesmurdie - Bickley - Carmel	35100
Byford	42744
Mundijong	37284
Serpentine - Jarrahdale	35100
Como	45604
Manning - Waterford	31252
South Perth - Kensington	50596
Banjup	45448
Bibra Industrial	58500
Bibra Lake	
Coogee	38532
Coolbellup	34424
Hamilton Hill	31616
Henderson	23348
North Coogee	60632
South Lake - Cockburn Central	37700
Spearwood	32396
Success - Hammond Park	47320
Yangebup	38376
Beeliar - Wattleup	43576
Jandakot	37336
East Fremantle	48776
Fremantle	45188
Fremantle - South	36816
O'Connor (WA)	27248
Bertram - Wellard (West)	43368
Calista	26728
Hope Valley - Postans	30524
Kwinana Industrial	35100
Parmelia - Orelia	27976
Casuarina - Wandi	47268
Applecross - Ardross	46696
Bateman	36244
Bicton - Palmyra	44304
Booragoon	41132
Bull Creek	33696
Leeming	39884
Melville	43784
Murdoch - Kardinya	31720
Willagee	32708
Winthrop	35152
Baldivis	43628
Cooloongup	26624
Port Kennedy	35360
Rockingham	30420
Rockingham Lakes	
Safety Bay - Shoalwater	30940
Singleton - Golden Bay - Secret Harbour	41184
Waikiki	33124
Warnbro	31824
Albany	31564
Albany Region	31616
Bayonet Head - Lower King	32916
Denmark	28288
Gnowangerup	41028
Katanning	34892
Kojonup	34996
Little Grove - Elleker	32968
McKail - Willyung	31200
Plantagenet	27768
Stirling Range National Park	
Chittering	33332
Cunderdin	30108
Dowerin	33800
Gingin - Dandaragan	30992
Merredin	35308
Moora	38168
Mukinbudin	39364
Northam	30212
Toodyay	29120
York - Beverley	27924
Brookton	33176
Kulin	39520
Murray	37700
Narrogin	32552
Wagin	33280
Broome	51116
Derby - West Kimberley	22516
Halls Creek	18616
Kununurra	44928
Roebuck	19032
East Pilbara	102752
Newman	76336
Port Hedland	84084
South Hedland	63856
Ashburton (WA)	123812
Karratha	68536
Roebourne	76596
Esperance	34736
Esperance Region	38584
Carnarvon	35308
Exmouth	39260
Boulder	43524
Kalgoorlie	49764
Kalgoorlie - North	57980
Kalgoorlie Airport	
Kambalda - Coolgardie - Norseman	39156
Leinster - Leonora	45500
Trafalgar (WA)	
Geraldton	30212
Geraldton - East	30784
Geraldton - North	38116
Geraldton - South	41184
Irwin	28444
Meekatharra	49348
Morawa	34840
Northampton - Mullewa - Greenough	29952
Migratory - Offshore - Shipping (WA)	138008
No usual address (WA)	22568
Bridgewater - Gagebrook	23088
Brighton - Pontville	34684
Old Beach - Otago	38636
Bellerive - Rosny	35620
Cambridge	41392
Geilston Bay - Risdon	38584
Howrah - Tranmere	38480
Lindisfarne - Rose Bay	36036
Mornington - Warrane	26728
Risdon Vale	25792
Rokeby	28340
South Arm	39364
Austins Ferry - Granton	35204
Berriedale - Chigwell	29952
Claremont (Tas.)	29536
Derwent Park - Lutana	29016
Glenorchy	25688
Montrose - Rosetta	31512
Moonah	28288
New Norfolk	25688
West Moonah	30680
Kingston - Huntingfield	33332
Kingston Beach - Blackmans Bay	36764
Margate - Snug	36296
Mount Wellington	
Taroona - Bonnet Hill	39052
Hobart	38272
Lenah Valley - Mount Stuart	41080
Mount Nelson - Dynnyrne	33072
New Town	33124
Sandy Bay	35204
South Hobart - Fern Tree	36920
West Hobart	42484
Dodges Ferry - Lewisham	30316
Sorell - Richmond	31460
Invermay	24700
Kings Meadows - Punchbowl	29744
Launceston	39936
Legana	30316
Mowbray	21788
Newnham - Mayfield	23608
Newstead	32188
Norwood (Tas.)	32864
Prospect Vale - Blackstone	30836
Ravenswood	22568
Riverside	33436
South Launceston	31408
Summerhill - Prospect	31824
Trevallyn	36712
Waverley - St Leonards	29484
West Launceston	36036
Youngtown - Relbia	33020
Beauty Point - Beaconsfield	23296
Deloraine	24128
Grindelwald - Lanena	27820
Hadspen - Carrick	32864
Westbury	25844
Dilston - Lilydale	31772
George Town	23816
Longford	28548
Northern Midlands	25220
Perth - Evandale	31668
St Helens - Scamander	22828
Flinders and Cape Barren Islands	29900
Scottsdale - Bridport	24908
Central Highlands	24440
Derwent Valley	26676
Southern Midlands	27716
Wilderness - East	38948
Bruny Island - Kettering	28652
Cygnet	25116
Geeveston - Dover	23608
Huonville - Franklin	28288
Forestier - Tasman	24024
Triabunna - Bicheno	25896
Acton - Upper Burnie	25220
Burnie - Ulverstone Region	29016
Burnie - Wivenhoe	26260
Parklands - Camdale	27924
Penguin - Sulphur Creek	28392
Romaine - Havenview	28756
Somerset	26468
Ulverstone	26572
West Ulverstone	25376
Wynyard	25532
Devonport	25896
East Devonport	24648
Latrobe	27404
Miandetta - Don	31772
Port Sorell	29640
Quoiba - Spreyton	32448
Sheffield - Railton	24700
Turners Beach - Forth	31408
King Island	36764
North West	30368
Smithton	30108
Waratah	26832
West Coast (Tas.)	24388
Wilderness - West	
Migratory - Offshore - Shipping (Tas.)	56628
No usual address (Tas.)	20020
Darwin Airport	55224
Darwin City	62036
East Point	54184
Fannie Bay - The Gardens	60944
Larrakeyah	64532
Ludmilla - The Narrows	47060
Parap	67028
Stuart Park	60684
Woolner - Bayview - Winnellie	70044
Alawa	43212
Anula	53144
Berrimah	41132
Brinkin - Nakara	44096
Buffalo Creek	
Charles Darwin	
Coconut Grove	46124
East Arm	57200
Jingili	51116
Karama	42848
Leanyer	52572
Lyons (NT)	65364
Malak - Marrara	49036
Millner	46332
Moil	46436
Nightcliff	56524
Rapid Creek	54756
Tiwi	49036
Wagaman	42068
Wanguri	46436
Wulagi	52728
Howard Springs	66352
Humpty Doo	54600
Koolpinyah	47788
Virginia	54652
Weddell	49400
Bakewell	54964
Driver	51324
Durack - Marlow Lagoon	62660
Gray	42588
Moulden	40144
Palmerston - North	59696
Palmerston - South	63960
Rosebery - Bellamack	59436
Woodroffe	48308
Charles	48724
East Side	52104
Flynn (NT)	49764
Larapinta	55068
Mount Johns	60528
Petermann - Simpson	36972
Ross	39988
Sandover - Plenty	13780
Tanami	13312
Yuendumu - Anmatjere	14820
Barkly	18148
Tennant Creek	33800
Alligator	35048
Daly	18200
Thamarrurr	12064
Tiwi Islands	12896
West Arnhem	12636
Anindilyakwa	48360
East Arnhem	12324
Nhulunbuy	67600
Elsey	14924
Gulf	14196
Katherine	47840
Victoria River	16380
Migratory - Offshore - Shipping (NT)	36400
No usual address (NT)	23348
Aranda	62140
Belconnen	43628
Bruce	42484
Charnwood	38844
Cook	54184
Dunlop	54444
Evatt	50388
Florey	43160
Flynn (ACT)	52520
Fraser	53820
Giralang	49192
Gooromon	156000
Hawker	53248
Higgins	43836
Holt	43888
Kaleen	44148
Latham	46956
Lawson	40560
Macgregor (ACT)	54236
Macquarie	46280
McKellar	47892
Melba	48620
Page	41028
Scullin	42848
Spence	47008
Weetangera	60944
Molonglo Corridor	97448
West Belconnen	39624
Hume	53248
Kowen	58500
Canberra East	31148
Canberra Airport	59072
Majura	52988
Amaroo	56680
Bonner	56784
Casey	62244
Crace	64584
Forde	69004
Franklin	52104
Gungahlin	46540
Hall	45760
Harrison	55536
Mitchell	53248
Ngunnawal	49920
Nicholls	55068
Palmerston	46280
Gungahlin - East	
Gungahlin - West	
Jacka	51480
Kenny	43316
Moncrieff	53612
Taylor	
Throsby	
Acton	9308
Ainslie	53508
Braddon	58968
Civic	25792
Dickson	46592
Downer	43472
Hackett	55588
Lyneham	51428
O'Connor (ACT)	53352
Turner	58500
Watson	53924
Black Mountain	
Campbell	63596
Duntroon	45084
Parkes (ACT) - North	
Reid	52728
Russell	
Deakin	70876
Forrest	81952
Griffith (ACT)	70824
Lake Burley Griffin	
Narrabundah	56420
Parkes (ACT) - South	
Red Hill (ACT)	62140
Yarralumla	70044
Barton	81952
Fyshwick	25428
Kingston (ACT)	80340
Banks	52624
Bonython	50388
Calwell	51948
Chisholm	47788
Conder	49192
Fadden	62244
Gilmore	49764
Gordon (ACT)	49764
Gowrie (ACT)	52156
Greenway	53560
Isabella Plains	47632
Kambah	47684
Macarthur	58916
Monash	48412
Mount Taylor	
Oxley (ACT)	48672
Richardson	44876
Theodore	51064
Tuggeranong	40248
Wanniassa	48204
Tuggeranong - West	27924
Chapman	61776
Duffy	55848
Fisher	50752
Holder	55796
Rivett	47216
Stirling	45812
Waramanga	51532
Weston	54704
Scrivener	
Chifley	50492
Curtin	55692
Farrer	53456
Garran	61308
Hughes	58864
Isaacs	54184
Lyons (ACT)	43992
Mawson	49608
O'Malley	68120
Pearce	54288
Phillip	59540
Torrens	51376
Arboretum	
Coombs	66560
Denman Prospect	
Molonglo	
Molonglo - North	3900
Wright	71032
ACT - South West	56316
Namadgi	62816
Migratory - Offshore - Shipping (ACT)	
No usual address (ACT)	23244
Christmas Island	60528
Cocos (Keeling) Islands	29276
Jervis Bay	32708
Norfolk Island	30784
Migratory - Offshore - Shipping (OT)	95316
No usual address (OT)	21424
