SA2_NAME16	medianMortgageRepayment
Fig Tree Pocket	33780
Kenmore	26004
Pinjarra Hills - Pullenvale	30000
Chelmer - Graceville	29820
Corinda	26004
Indooroopilly	24000
Sherwood	27036
St Lucia	26004
Taringa	22800
Enoggera	24000
Enoggera Reservoir	22200
Keperra	23400
Mitchelton	25200
Mount Coot-tha	
The Gap	26004
Upper Kedron - Ferny Grove	24000
Brisbane City	24264
Fortitude Valley	24000
Highgate Hill	24000
Kangaroo Point	24000
New Farm	26004
South Brisbane	25200
Spring Hill	22884
West End	26004
Balmoral	28800
Bulimba	33600
East Brisbane	24960
Hawthorne	31200
Morningside - Seven Hills	26388
Norman Park	31200
Albion	24000
Alderley	26004
Ascot	28704
Clayfield	25200
Grange	27600
Hamilton (Qld)	26400
Hendra	31200
Kelvin Grove - Herston	25188
Newmarket	26004
Newstead - Bowen Hills	26004
Wilston	30000
Windsor	26400
Wooloowin - Lutwyche	26400
Ashgrove	29184
Auchenflower	26004
Bardon	31200
Paddington - Milton	28800
Red Hill (Qld)	29856
Toowong	24600
Brinsmead	21600
Clifton Beach - Kewarra Beach	20796
Freshwater - Stratford	20400
Redlynch	22392
Trinity Beach - Smithfield	22104
Yorkeys Knob - Machans Beach	18000
Bentley Park	20340
Cairns City	18204
Earlville - Bayview Heights	19200
Edmonton	19236
Gordonvale - Trinity	20796
Kanimbla - Mooroobool	20796
Lamb Range	
Manoora	14400
Manunda	15600
Mount Sheridan	19764
Westcourt - Bungalow	16800
White Rock	16896
Whitfield - Edge Hill	20400
Woree	17160
Babinda	15600
Innisfail	15600
Johnstone	15600
Tully	16116
Wooroonooran	
Yarrabah	
Daintree	18204
Port Douglas	20796
Atherton	18000
Herberton	12996
Kuranda	19764
Malanda - Yungaburra	17280
Mareeba	17580
Balonne	13932
Chinchilla	19800
Goondiwindi	18204
Inglewood - Waggamba	10404
Miles - Wandoan	13236
Roma	18204
Roma Region	13200
Tara	10404
Crows Nest - Rosalie	15600
Jondaryan	15600
Millmerran	12996
Pittsworth	18204
Wambo	16800
Clifton - Greenmount	15600
Southern Downs - East	15600
Southern Downs - West	14820
Stanthorpe	14172
Stanthorpe Region	14640
Warwick	15600
Central Highlands - East	18204
Central Highlands - West	18000
Emerald	24000
Berserker	15600
Bouldercombe	20412
Emu Park	21600
Frenchville - Mount Archer	19656
Glenlee - Rockyview	24000
Gracemere	20796
Lakes Creek	16644
Mount Morgan	10560
Norman Gardens	21600
Park Avenue	16020
Parkhurst - Kawana	19500
Rockhampton - West	16896
Rockhampton City	13524
Rockhampton Region - East	20796
Rockhampton Region - North	20796
Rockhampton Region - West	20796
Shoalwater Bay	
The Range - Allenstown	18720
Yeppoon	22800
Banana	16728
Biloela	19104
Agnes Water - Miriam Vale	18000
Boyne Island - Tannum Sands	24696
Callemondah	
Clinton - New Auckland	24000
Gladstone	20832
Gladstone Hinterland	26004
Kin Kora - Sun Valley	20796
South Trees	
Telina - Toolooa	23844
West Gladstone	20796
Broadbeach Waters	26004
Burleigh Heads	22104
Burleigh Waters	22800
Mermaid Beach - Broadbeach	20796
Mermaid Waters	23400
Miami	21948
Coolangatta	19236
Currumbin - Tugun	20796
Currumbin Waters	23400
Elanora	23400
Palm Beach	22800
Arundel	21600
Biggera Waters	20796
Coombabah	20280
Labrador	18204
Paradise Point - Hollywell	26004
Runaway Bay	24000
Guanaba - Springbrook	21600
Tamborine - Canungra	22104
Currumbin Valley - Tallebudgera	26004
Mudgeeraba - Bonogin	24000
Reedy Creek - Andrews	25740
Carrara	21840
Highland Park	21600
Nerang - Mount Nathan	20928
Pacific Pines - Gaven	24000
Worongary - Tallai	26004
Coomera	25224
Helensvale	24000
Hope Island	26004
Jacobs Well - Alberton	21888
Ormeau - Yatala	24960
Oxenford - Maudsland	23400
Pimpama	24000
Upper Coomera - Willow Vale	24696
Clear Island Waters	25008
Merrimac	20796
Robina	22800
Varsity Lakes	22200
Ashmore	22260
Molendinar	22260
Parkwood	21396
Southport - North	18204
Southport - South	20796
Benowa	24696
Bundall	26328
Main Beach	24000
Surfers Paradise	20400
Darra - Sumner	20064
Durack	20796
Forest Lake - Doolandella	21108
Inala - Richlands	17676
Oxley (Qld)	24000
Wacol	15600
Boonah	18204
Esk	15600
Lake Manchester - England Creek	
Lockyer Valley - East	18204
Lowood	18720
Rosewood	18804
Brassall	18204
Bundamba	16356
Churchill - Yamanto	18612
Ipswich - Central	18204
Ipswich - East	16560
Ipswich - North	22932
Karalee - Barellan Point	24000
Karana Downs	23136
Leichhardt - One Mile	15600
North Ipswich - Tivoli	15876
Raceview	18204
Ripley	22044
Riverview	15600
Bellbird Park - Brookwater	24096
Camira - Gailes	19200
Carole Park	
Collingwood Park - Redbank	19164
Goodna	17400
New Chum	
Redbank Plains	18204
Springfield	22104
Springfield Lakes	23892
Beaudesert	18600
Beenleigh	18000
Eagleby	16032
Edens Landing - Holmview	19236
Mount Warren Park	20280
Wolffdene - Bahrs Scrub	23400
Boronia Heights - Park Ridge	19164
Browns Plains	18600
Chambers Flat - Logan Reserve	22104
Crestmead	18204
Greenbank Military Camp	
Hillcrest	20280
Marsden	18288
Munruben - Park Ridge South	23400
Regents Park - Heritage Park	20796
Greenbank	26004
Jimboomba	23400
Logan Village	24156
Bethania - Waterford	20544
Cornubia - Carbrook	24000
Loganholme - Tanah Merah	20796
Loganlea	19200
Shailer Park	23400
Waterford West	18204
Daisy Hill	22200
Kingston (Qld.)	16728
Logan Central	16116
Rochedale South - Priestdale	20796
Slacks Creek	16932
Springwood	21000
Underwood	22800
Woodridge	15204
Bowen	20676
Broadsound - Nebo	13104
Clermont	18600
Collinsville	16176
Moranbah	20796
Andergrove - Beaconsfield	23400
East Mackay	20796
Eimeo - Rural View	26004
Eungella Hinterland	
Mackay	19140
Mackay Harbour	31200
Mount Pleasant - Glenella	26004
North Mackay	20796
Ooralea - Bakers Creek	24540
Pioneer Valley	24000
Sarina	23400
Seaforth - Calen	22908
Shoal Point - Bucasia	24960
Slade Point	20796
South Mackay	20796
Walkerston - Eton	23400
West Mackay	20796
Airlie - Whitsundays	22800
Cape Conway	
Proserpine	19236
Beachmere - Sandstone Point	19500
Bribie Island	19200
Burpengary - East	24000
Caboolture	19092
Caboolture - South	18204
Elimbah	22104
Morayfield - East	19236
Wamuran	24000
Kilcoy	17244
Woodford - D'Aguilar	20796
Burpengary	20796
Deception Bay	19020
Morayfield	24000
Narangba	23400
Upper Caboolture	22884
Clontarf	20388
Margate - Woody Point	19500
Redcliffe	18204
Rothwell - Kippa-Ring	19500
Scarborough - Newport - Moreton Island	22800
Albany Creek	23400
Cashmere	25200
Dayboro	25548
Eatons Hill	25548
The Hills District	24000
Samford Valley	28596
Dakabin - Kallangur	20016
Murrumba Downs - Griffin	23400
North Lakes - Mango Hill	24696
Bray Park	20796
Lawnton	19500
Petrie	20796
Strathpine - Brendale	18960
Aurukun	
Cape York	14964
Croydon - Etheridge	7800
Kowanyama - Pormpuraaw	10404
Northern Peninsula	
Tablelands	17832
Torres	20460
Torres Strait Islands	
Weipa	26400
Carpentaria	11964
Mount Isa	22800
Mount Isa Region	18000
Northern Highlands	8844
Barcaldine - Blackall	10800
Charleville	11964
Far Central West	10404
Far South West	7800
Longreach	15600
Buderim - North	23400
Buderim - South	23400
Mountain Creek	24000
Sippy Downs	22104
Aroona - Currimundi	22104
Buddina - Minyama	24000
Caloundra - Kings Beach	18420
Caloundra - West	23400
Golden Beach - Pelican Waters	23400
Moffat Beach - Battery Hill	21324
Parrearra - Warana	24000
Wurtulla - Birtinya	23400
Coolum Beach	21600
Marcoola - Mudjimba	20796
Maroochydore - Kuluin	19764
Mooloolaba - Alexandra Headland	20796
Noosa Heads	23268
Noosaville	21600
Sunshine Beach	22356
Tewantin	20400
Peregian Beach - Marcus Beach	22680
Peregian Springs	24000
Beerwah	20796
Caloundra Hinterland	18720
Glass House Mountains	21588
Landsborough	21600
Maroochy Hinterland	19200
Palmwoods	20796
Bli Bli	21420
Diddillibah - Rosemount	21480
Eumundi - Yandina	20796
Nambour	19020
Noosa Hinterland	19944
Cambooya - Wyreema	20796
Darling Heights	18204
Drayton - Harristown	16800
Gatton	17676
Gowrie (Qld)	19704
Highfields	23400
Lockyer Valley - West	19200
Middle Ridge	23244
Newtown (Qld)	15600
North Toowoomba - Harlaxton	16260
Rangeville	20016
Toowoomba - Central	17916
Toowoomba - East	20796
Toowoomba - West	20796
Wilsonton	15864
Ayr	15912
Burdekin	15600
Charters Towers	15600
Dalrymple	17028
Ingham	15600
Ingham Region	15600
Palm Island	
Aitkenvale	19236
Annandale	21960
Belgian Gardens - Pallarenda	20796
Bohle Plains	24000
Condon - Rasmussen	18204
Cranbrook	18132
Deeragun	23400
Douglas	22308
Garbutt - West End	18204
Gulliver - Currajong - Vincent	18204
Heatley	18000
Hermit Park - Rosslea	18876
Hyde Park - Pimlico	18204
Kelso	19500
Kirwan - East	18204
Kirwan - West	20796
Magnetic Island	16644
Mount Louisa	22356
Mundingburra	19200
Northern Beaches	20796
Oonoonba	22884
South Townsville - Railway Estate	19500
Townsville - South	21324
Townsville City - North Ward	24000
Wulguru - Roseneath	18000
Ashfield - Kepnock	17676
Bargara - Burnett Heads	18204
Branyan - Kensington	18720
Bundaberg	14304
Bundaberg East - Kalkie	18204
Bundaberg North - Gooburrum	15600
Bundaberg Region - North	15984
Bundaberg Region - South	15600
Millbank - Avoca	16800
Svensson Heights - Norville	15600
Walkervale - Avenell Heights	15600
Gayndah - Mundubbera	12996
Gin Gin	11928
Kingaroy	15600
Kingaroy Region - North	12636
Kingaroy Region - South	16644
Monto - Eidsvold	12996
Nanango	12996
North Burnett	
Cooloola	14400
Gympie - North	15336
Gympie - South	16896
Gympie Region	16116
Kilkivan	14400
Booral - River Heads	18168
Craignish - Dundowran Beach	20796
Pialba - Eli Waters	17688
Point Vernon	16296
Torquay - Scarness - Kawungan	16848
Urangan - Wondunna	18204
Burrum - Fraser	15600
Granville	14400
Maryborough (Qld)	14292
Maryborough Region - South	13260
Tinana	16896
Migratory - Offshore - Shipping (Qld)	
No usual address (Qld)	
Adelaide	20796
North Adelaide	23400
Adelaide Hills	20640
Aldgate - Stirling	21600
Hahndorf - Echunga	20796
Lobethal - Woodside	18204
Mount Barker	19668
Mount Barker Region	18204
Nairne	18204
Uraidla - Summertown	23100
Burnside - Wattle Park	24000
Glenside - Beaumont	26004
Toorak Gardens	24000
Athelstone	19764
Paradise - Newton	18720
Rostrevor - Magill	20796
Norwood (SA)	21792
Payneham - Felixstow	20796
St Peters - Marden	23400
Nailsworth - Broadview	21168
Prospect	23400
Walkerville	24000
Goodwood - Millswood	23400
Unley - Parkside	24000
Gawler - North	18204
Gawler - South	17076
Lewiston - Two Wells	18876
Craigmore - Blakeview	16800
Davoren Park	15000
Elizabeth	12528
Elizabeth East	14556
Munno Para West - Angle Vale	18456
One Tree Hill	19200
Smithfield - Elizabeth North	12744
Virginia - Waterloo Corner	19236
Enfield - Blair Athol	18204
Northgate - Oakden - Gilles Plains	19200
Windsor Gardens	19908
Dry Creek - North	
Ingle Farm	16800
Para Hills	15744
Parafield	
Parafield Gardens	16644
Paralowie	15600
Salisbury	15528
Salisbury East	16644
Salisbury North	15600
Mawson Lakes - Globe Derby Park	20796
Pooraka - Cavan	16380
Golden Grove	20400
Greenwith	19188
Highbury - Dernancourt	19488
Hope Valley - Modbury	17772
Modbury Heights	18000
Redwood Park	18204
St Agnes - Ridgehaven	18000
Brighton (SA)	21600
Glenelg (SA)	21600
Edwardstown	19500
Hallett Cove	19200
Marino - Seaview Downs	20796
Mitchell Park	18600
Morphettville	20796
Sheidow Park - Trott Park	18720
Warradale	19764
Belair	23892
Bellevue Heights	20400
Blackwood	21600
Colonel Light Gardens	22884
Mitcham (SA)	24000
Panorama	19500
Aberfoyle Park	18204
Aldinga	16896
Christie Downs	15600
Christies Beach	15600
Clarendon	20796
Coromandel Valley	21612
Flagstaff Hill	20796
Hackham - Onkaparinga Hills	15600
Hackham West - Huntfield Heights	14556
Happy Valley	18204
Happy Valley Reservoir	
Lonsdale	
McLaren Vale	19500
Morphett Vale - East	15600
Morphett Vale - West	15600
Reynella	16380
Seaford (SA)	18648
Willunga	19500
Woodcroft	18204
Beverley	20400
Flinders Park	20796
Henley Beach	21600
Hindmarsh - Brompton	19500
Royal Park - Hendon - Albert Park	19200
Seaton - Grange	20160
West Lakes	20796
Woodville - Cheltenham	19200
Dry Creek - South	
Largs Bay - Semaphore	19200
North Haven	19200
Port Adelaide	16896
The Parks	18204
Torrens Island	
Adelaide Airport	
Fulham	23400
Lockleys	19920
Plympton	19500
Richmond (SA)	20796
West Beach	23400
Barossa - Angaston	16896
Light	15600
Lyndoch	18204
Mallala	14304
Nuriootpa	16896
Tanunda	16896
Clare	15600
Gilbert Valley	14040
Goyder	10404
Wakefield - Barunga West	10920
Jamestown	10404
Peterborough - Mount Remarkable	8880
Port Pirie	12000
Port Pirie Region	12504
Kadina	13524
Moonta	14304
Wallaroo	14352
Yorke Peninsula - North	12000
Yorke Peninsula - South	12000
Ceduna	15600
Eyre Peninsula	14400
Kimba - Cleve - Franklin Harbour	10920
Le Hunte - Elliston	9600
Port Lincoln	15804
West Coast (SA)	12996
Western	
Whyalla	14820
Whyalla - North	
APY Lands	
Coober Pedy	6672
Quorn - Lake Gilles	11400
Outback	7740
Port Augusta	14556
Roxby Downs	24000
Goolwa - Port Elliot	14556
Kangaroo Island	12996
Strathalbyn	18204
Strathalbyn Region	18000
Victor Harbor	15444
Yankalilla	15600
Grant	15600
Kingston - Robe	12996
Millicent	11700
Naracoorte	13260
Naracoorte Region	10404
Penola	10404
Tatiara	11700
Wattle Range	11904
Mount Gambier - East	14400
Mount Gambier - West	14304
Barmera	12996
Berri	12996
Karoonda - Lameroo	7800
Loxton	12996
Loxton Region	10920
Mannum	12996
Murray Bridge	14040
Murray Bridge Region	14400
Renmark	11892
Renmark Region	12996
The Coorong	10404
Waikerie	10980
Migratory - Offshore - Shipping (SA)	
No usual address (SA)	
Augusta	21600
Busselton	21600
Busselton Region	24000
Margaret River	20796
Australind - Leschenault	22644
Capel	20796
College Grove - Carey Park	18204
Collie	18204
Dardanup	24000
Davenport	
Eaton - Pelican Point	21840
Harvey	20796
East Bunbury - Glen Iris	19500
Waroona	19632
Dalyellup	23400
Gelorup - Stratham	24696
South Bunbury - Bunbury	20796
Withers - Usher	17316
Bridgetown - Boyup Brook	18000
Donnybrook - Balingup	18492
Manjimup	15600
Pemberton	15600
Dawesville - Bouvard	24000
Falcon - Wannanup	22356
Greenfields	18204
Halls Head - Erskine	23400
Mandurah	18000
Mandurah - East	23052
Mandurah - North	24000
Mandurah - South	19500
Pinjarra	21732
City Beach	36396
Claremont (WA)	30000
Cottesloe	39000
Floreat	36000
Mosman Park - Peppermint Grove	32400
Nedlands - Dalkeith - Crawley	39600
Swanbourne - Mount Claremont	36000
Kings Park (WA)	
Mount Hawthorn - Leederville	29124
Mount Lawley - Inglewood	26004
North Perth	28800
Perth City	26004
Subiaco - Shenton Park	30000
Wembley - West Leederville - Glendalough	24696
Bassendean - Eden Hill - Ashfield	23064
Bayswater - Embleton - Bedford	25404
Maylands	23400
Morley	22800
Noranda	23400
Chidlow	23400
Glen Forrest - Darlington	26004
Helena Valley - Koongamia	24000
Malmalling - Reservoir	
Mundaring	24000
Swan View - Greenmount - Midvale	20796
Avon Valley National Park	
Ballajura	21360
Beechboro	23400
Bullsbrook	24000
Ellenbrook	26004
Gidgegannup	25200
Hazelmere - Guildford	24000
Lockridge - Kiara	23400
Malaga	
Melaleuca - Lexia	
Middle Swan - Herne Hill	20796
Midland - Guildford	20796
Stratton - Jane Brook	21600
The Vines	27564
Walyunga National Park	
Craigie - Beldon	22800
Currambine - Kinross	24000
Duncraig	26004
Greenwood - Warwick	24000
Heathridge - Connolly	23916
Hillarys	28596
Iluka - Burns Beach	33000
Joondalup - Edgewater	23400
Kingsley	24000
Mullaloo - Kallaroo	26004
Ocean Reef	26400
Padbury	24000
Sorrento - Marmion	28800
Woodvale	25944
Balcatta - Hamersley	23400
Balga - Mirrabooka	20280
Dianella	24000
Herdsman	
Innaloo - Doubleview	26496
Karrinyup - Gwelup - Carine	28476
Nollamara - Westminster	22356
Osborne Park Industrial	
Scarborough	26004
Stirling - Osborne Park	24000
Trigg - North Beach - Watermans Bay	30000
Tuart Hill - Joondanna	22884
Wembley Downs - Churchlands - Woodlands	30000
Yokine - Coolbinia - Menora	24000
Alexander Heights - Koondoola	20796
Butler - Merriwa - Ridgewood	23856
Carramar	25476
Clarkson	23400
Girrawheen	18588
Madeley - Darch - Landsdale	26136
Marangaroo	21084
Mindarie - Quinns Rocks - Jindalee	27036
Neerabup National Park	
Tapping - Ashby - Sinagra	26184
Wanneroo	24924
Alkimos - Eglinton	27492
Carabooda - Pinjar	26004
Two Rocks	24000
Yanchep	24600
Armadale - Wungong - Brookdale	18204
Ashendon - Lesley	
Camillo - Champion Lakes	18720
Forrestdale - Harrisdale - Piara Waters	27600
Kelmscott	19800
Mount Nasura - Mount Richon - Bedfordale	24696
Roleystone	25224
Seville Grove	20928
Belmont - Ascot - Redcliffe	24000
East Victoria Park - Carlisle	24600
Kewdale Commercial	
Perth Airport	
Rivervale - Kewdale - Cloverdale	23400
Victoria Park - Lathlain - Burswood	24540
Bentley - Wilson - St James	23808
Canning Vale - West	24000
Canning Vale Commercial	
Cannington - Queens Park	22800
Parkwood - Ferndale - Lynwood	20796
Riverton - Shelley - Rossmoyne	26004
Welshpool	
Willetton	24000
Beckenham - Kenwick - Langford	20400
Canning Vale - East	25200
Gosnells	19800
Huntingdale - Southern River	24792
Maddington - Orange Grove - Martin	20628
Thornlie	20796
Forrestfield - Wattle Grove	24000
High Wycombe	23400
Kalamunda - Maida Vale - Gooseberry Hill	25800
Lesmurdie - Bickley - Carmel	24372
Byford	25092
Mundijong	26040
Serpentine - Jarrahdale	26004
Como	26004
Manning - Waterford	28800
South Perth - Kensington	27600
Banjup	26004
Bibra Industrial	
Bibra Lake	
Coogee	26400
Coolbellup	21864
Hamilton Hill	22320
Henderson	
North Coogee	34320
South Lake - Cockburn Central	21108
Spearwood	23460
Success - Hammond Park	26004
Yangebup	23400
Beeliar - Wattleup	26004
Jandakot	26004
East Fremantle	30000
Fremantle	26004
Fremantle - South	25200
O'Connor (WA)	
Bertram - Wellard (West)	24180
Calista	18012
Hope Valley - Postans	20400
Kwinana Industrial	
Parmelia - Orelia	18000
Casuarina - Wandi	27000
Applecross - Ardross	31596
Bateman	26004
Bicton - Palmyra	26004
Booragoon	28728
Bull Creek	24000
Leeming	24000
Melville	28596
Murdoch - Kardinya	24000
Willagee	26004
Winthrop	25872
Baldivis	26004
Cooloongup	18204
Port Kennedy	22332
Rockingham	20148
Rockingham Lakes	
Safety Bay - Shoalwater	21600
Singleton - Golden Bay - Secret Harbour	26004
Waikiki	21000
Warnbro	20340
Albany	18204
Albany Region	19608
Bayonet Head - Lower King	20016
Denmark	18876
Gnowangerup	9156
Katanning	13200
Kojonup	12000
Little Grove - Elleker	20796
McKail - Willyung	20016
Plantagenet	14664
Stirling Range National Park	
Chittering	26004
Cunderdin	11436
Dowerin	11304
Gingin - Dandaragan	20796
Merredin	12540
Moora	12684
Mukinbudin	7800
Northam	16896
Toodyay	19200
York - Beverley	16320
Brookton	12996
Kulin	9096
Murray	20604
Narrogin	14556
Wagin	12276
Broome	31116
Derby - West Kimberley	20796
Halls Creek	11772
Kununurra	26004
Roebuck	23976
East Pilbara	37200
Newman	5196
Port Hedland	36396
South Hedland	31200
Ashburton (WA)	24000
Karratha	30000
Roebourne	35856
Esperance	20796
Esperance Region	12996
Carnarvon	18204
Exmouth	24000
Boulder	18204
Kalgoorlie	22800
Kalgoorlie - North	23916
Kalgoorlie Airport	
Kambalda - Coolgardie - Norseman	12996
Leinster - Leonora	9528
Trafalgar (WA)	
Geraldton	18204
Geraldton - East	18204
Geraldton - North	23400
Geraldton - South	22800
Irwin	20796
Meekatharra	7152
Morawa	9600
Northampton - Mullewa - Greenough	18000
Migratory - Offshore - Shipping (WA)	
No usual address (WA)	
Bridgewater - Gagebrook	11712
Brighton - Pontville	16644
Old Beach - Otago	18204
Bellerive - Rosny	18000
Cambridge	19500
Geilston Bay - Risdon	18204
Howrah - Tranmere	19500
Lindisfarne - Rose Bay	18576
Mornington - Warrane	15504
Risdon Vale	11964
Rokeby	14400
South Arm	18204
Austins Ferry - Granton	18000
Berriedale - Chigwell	15000
Claremont (Tas.)	15600
Derwent Park - Lutana	14556
Glenorchy	14664
Montrose - Rosetta	15864
Moonah	15600
New Norfolk	13260
West Moonah	15600
Kingston - Huntingfield	18204
Kingston Beach - Blackmans Bay	18720
Margate - Snug	18588
Mount Wellington	
Taroona - Bonnet Hill	19500
Hobart	20796
Lenah Valley - Mount Stuart	18204
Mount Nelson - Dynnyrne	20796
New Town	19200
Sandy Bay	23400
South Hobart - Fern Tree	18000
West Hobart	20304
Dodges Ferry - Lewisham	14352
Sorell - Richmond	16848
Invermay	13200
Kings Meadows - Punchbowl	15576
Launceston	17400
Legana	17160
Mowbray	12996
Newnham - Mayfield	13824
Newstead	17676
Norwood (Tas.)	16116
Prospect Vale - Blackstone	18000
Ravenswood	10404
Riverside	16800
South Launceston	14556
Summerhill - Prospect	15600
Trevallyn	16392
Waverley - St Leonards	13044
West Launceston	15708
Youngtown - Relbia	15600
Beauty Point - Beaconsfield	12000
Deloraine	12996
Grindelwald - Lanena	15600
Hadspen - Carrick	15600
Westbury	13488
Dilston - Lilydale	15600
George Town	12996
Longford	15600
Northern Midlands	12000
Perth - Evandale	16296
St Helens - Scamander	10980
Flinders and Cape Barren Islands	9096
Scottsdale - Bridport	12300
Central Highlands	10404
Derwent Valley	14244
Southern Midlands	14304
Wilderness - East	
Bruny Island - Kettering	15600
Cygnet	14400
Geeveston - Dover	12996
Huonville - Franklin	16380
Forestier - Tasman	10920
Triabunna - Bicheno	12996
Acton - Upper Burnie	12000
Burnie - Ulverstone Region	15600
Burnie - Wivenhoe	12216
Parklands - Camdale	14556
Penguin - Sulphur Creek	14772
Romaine - Havenview	13776
Somerset	13236
Ulverstone	13908
West Ulverstone	13836
Wynyard	14400
Devonport	14040
East Devonport	12996
Latrobe	15000
Miandetta - Don	15600
Port Sorell	15600
Quoiba - Spreyton	15600
Sheffield - Railton	12996
Turners Beach - Forth	16644
King Island	12000
North West	13236
Smithton	12996
Waratah	13836
West Coast (Tas.)	8076
Wilderness - West	
Migratory - Offshore - Shipping (Tas.)	
No usual address (Tas.)	
Darwin Airport	
Darwin City	26004
East Point	
Fannie Bay - The Gardens	26880
Larrakeyah	27036
Ludmilla - The Narrows	26880
Parap	27600
Stuart Park	26004
Woolner - Bayview - Winnellie	31200
Alawa	24696
Anula	26004
Berrimah	31200
Brinkin - Nakara	26004
Buffalo Creek	
Charles Darwin	
Coconut Grove	24144
East Arm	
Jingili	26004
Karama	24000
Leanyer	26004
Lyons (NT)	37560
Malak - Marrara	24000
Millner	23820
Moil	26004
Nightcliff	24000
Rapid Creek	26004
Tiwi	26004
Wagaman	25452
Wanguri	27000
Wulagi	26460
Howard Springs	30000
Humpty Doo	30552
Koolpinyah	
Virginia	28800
Weddell	26004
Bakewell	22656
Driver	26004
Durack - Marlow Lagoon	31200
Gray	22824
Moulden	23592
Palmerston - North	30156
Palmerston - South	33324
Rosebery - Bellamack	31200
Woodroffe	26004
Charles	23400
East Side	22164
Flynn (NT)	23400
Larapinta	24000
Mount Johns	22104
Petermann - Simpson	
Ross	28596
Sandover - Plenty	18000
Tanami	
Yuendumu - Anmatjere	4164
Barkly	14304
Tennant Creek	14592
Alligator	18000
Daly	18336
Thamarrurr	4944
Tiwi Islands	
West Arnhem	
Anindilyakwa	
East Arnhem	
Nhulunbuy	20796
Elsey	10404
Gulf	17700
Katherine	20796
Victoria River	
Migratory - Offshore - Shipping (NT)	
No usual address (NT)	
Aranda	27468
Belconnen	20796
Bruce	23400
Charnwood	21576
Cook	24000
Dunlop	24696
Evatt	24000
Florey	23400
Flynn (ACT)	24696
Fraser	26004
Giralang	24000
Gooromon	
Hawker	25200
Higgins	23400
Holt	21588
Kaleen	24000
Latham	24000
Lawson	36000
Macgregor (ACT)	24000
Macquarie	24000
McKellar	24900
Melba	24000
Page	23400
Scullin	23400
Spence	23820
Weetangera	26400
Molonglo Corridor	
West Belconnen	
Hume	
Kowen	
Canberra East	18204
Canberra Airport	
Majura	26004
Amaroo	26004
Bonner	26400
Casey	26412
Crace	30000
Forde	31200
Franklin	24000
Gungahlin	24468
Hall	26004
Harrison	24480
Mitchell	
Ngunnawal	23400
Nicholls	26004
Palmerston	23400
Gungahlin - East	
Gungahlin - West	
Jacka	20796
Kenny	
Moncrieff	26904
Taylor	
Throsby	
Acton	
Ainslie	29400
Braddon	24000
Civic	26400
Dickson	25008
Downer	26004
Hackett	28596
Lyneham	24000
O'Connor (ACT)	26004
Turner	24180
Watson	24528
Black Mountain	
Campbell	30408
Duntroon	
Parkes (ACT) - North	
Reid	26472
Russell	
Deakin	36000
Forrest	31440
Griffith (ACT)	26400
Lake Burley Griffin	
Narrabundah	26004
Parkes (ACT) - South	
Red Hill (ACT)	36000
Yarralumla	32400
Barton	24444
Fyshwick	
Kingston (ACT)	26004
Banks	24000
Bonython	23868
Calwell	24000
Chisholm	24000
Conder	25044
Fadden	27588
Gilmore	24444
Gordon (ACT)	23400
Gowrie (ACT)	26004
Greenway	19824
Isabella Plains	24000
Kambah	23400
Macarthur	26004
Monash	23568
Mount Taylor	
Oxley (ACT)	23400
Richardson	22800
Theodore	24540
Tuggeranong	
Wanniassa	24000
Tuggeranong - West	
Chapman	30000
Duffy	26520
Fisher	26004
Holder	24096
Rivett	24516
Stirling	24000
Waramanga	25644
Weston	26004
Scrivener	
Chifley	24000
Curtin	27588
Farrer	28596
Garran	27816
Hughes	30000
Isaacs	25440
Lyons (ACT)	24000
Mawson	24960
O'Malley	31200
Pearce	25764
Phillip	20940
Torrens	26004
Arboretum	
Coombs	26004
Denman Prospect	
Molonglo	
Molonglo - North	
Wright	23400
ACT - South West	31200
Namadgi	
Migratory - Offshore - Shipping (ACT)	
No usual address (ACT)	
Christmas Island	20604
Cocos (Keeling) Islands	12348
Jervis Bay	
Norfolk Island	15600
Migratory - Offshore - Shipping (OT)	
No usual address (OT)	
