SA2_NAME16	PrivateDwelling	persons
The Oaks - Oakdale	1	8391
Blackheath - Megalong Valley	0	579
Blackheath - Megalong Valley	1	4948
Blaxland - Warrimoo - Lapstone	0	474
Blaxland - Warrimoo - Lapstone	1	18037
Blue Mountains - North	1	10
Katoomba - Leura	0	2252
Katoomba - Leura	1	11439
Lawson - Hazelbrook - Linden	0	393
Lawson - Hazelbrook - Linden	1	10600
Springwood - Winmalee	0	881
Springwood - Winmalee	1	20337
Wentworth Falls	0	428
Wentworth Falls	1	5501
Blue Mountains - South	0	6
Blue Mountains - South	1	3
Cambridge Park	0	530
Cambridge Park	1	14966
Castlereagh - Cranebrook	0	1031
Castlereagh - Cranebrook	1	22492
Emu Plains - Leonay	0	760
Emu Plains - Leonay	1	13355
Glenmore Park - Regentville	0	572
Glenmore Park - Regentville	1	20506
Jamisontown - South Penrith	0	838
Jamisontown - South Penrith	1	16345
Kingswood - Werrington	0	2041
Kingswood - Werrington	1	17946
Mulgoa - Luddenham - Orchard Hills	0	506
Mulgoa - Luddenham - Orchard Hills	1	8913
Penrith	0	1325
Penrith	1	12018
Warragamba - Silverdale	0	191
Warragamba - Silverdale	1	4942
Richmond - Clarendon	0	1599
Richmond - Clarendon	1	12298
Windsor - Bligh Park	0	782
Windsor - Bligh Park	1	14563
Yarramundi - Londonderry	0	1453
Yarramundi - Londonderry	1	5842
Erskine Park	0	177
Erskine Park	1	6213
St Clair	0	772
St Clair	1	19084
Colyton - Oxley Park	0	587
Colyton - Oxley Park	1	10822
St Marys - North St Marys	0	1362
St Marys - North St Marys	1	14647
Homebush Bay - Silverwater	0	4208
Homebush Bay - Silverwater	1	15180
Rookwood Cemetery	1	3
Auburn - Central	0	914
Auburn - Central	1	16262
Auburn - North	0	664
Auburn - North	1	10587
Auburn - South	0	425
Auburn - South	1	8007
Berala	0	224
Berala	1	8600
Lidcombe	0	1099
Lidcombe	1	18777
Regents Park	0	155
Regents Park	1	4890
Carlingford	0	807
Carlingford	1	26280
Ermington - Rydalmere	0	1176
Ermington - Rydalmere	1	19944
Oatlands - Dundas Valley	0	793
Oatlands - Dundas Valley	1	16878
Chester Hill - Sefton	0	1355
Chester Hill - Sefton	1	17020
Fairfield - East	0	1292
Fairfield - East	1	14234
Granville - Clyde	0	1177
Granville - Clyde	1	19531
Greystanes - Pemulwuy	0	1079
Greystanes - Pemulwuy	1	24992
Guildford - South Granville	0	1402
Guildford - South Granville	1	19416
Guildford West - Merrylands West	0	1108
Guildford West - Merrylands West	1	19546
Merrylands - Holroyd	0	1198
Merrylands - Holroyd	1	27171
Smithfield Industrial	1	3
Yennora Industrial	1	4
North Parramatta	0	3270
North Parramatta	1	19320
North Rocks	0	274
North Rocks	1	7538
Northmead	0	3193
Northmead	1	18601
Parramatta - Rosehill	0	3903
Parramatta - Rosehill	1	26432
Toongabbie - Constitution Hill	0	989
Toongabbie - Constitution Hill	1	20765
Winston Hills	0	291
Winston Hills	1	10368
Pendle Hill - Girraween	0	782
Pendle Hill - Girraween	1	11933
Wentworthville - Westmead	0	883
Wentworthville - Westmead	1	14797
Epping - North Epping	0	683
Epping - North Epping	1	26131
Pennant Hills - Cheltenham	0	663
Pennant Hills - Cheltenham	1	19526
Eastwood - Denistone	0	915
Eastwood - Denistone	1	24034
Gladesville - Huntleys Point	0	785
Gladesville - Huntleys Point	1	13447
Hunters Hill - Woolwich	0	1522
Hunters Hill - Woolwich	1	8633
Macquarie Park - Marsfield	0	3417
Macquarie Park - Marsfield	1	18980
North Ryde - East Ryde	0	809
North Ryde - East Ryde	1	11610
West Ryde - Meadowbank	0	702
West Ryde - Meadowbank	1	18497
Putney	0	105
Putney	1	3995
Ryde	0	1544
Ryde	1	25514
Ashcroft - Busby - Miller	0	1467
Ashcroft - Busby - Miller	1	15913
Austral - Greendale	0	847
Austral - Greendale	1	7980
Cobbitty - Leppington	0	1124
Cobbitty - Leppington	1	16582
Badgerys Creek	0	10
Badgerys Creek	1	49
Cecil Hills	0	246
Cecil Hills	1	6677
Green Valley	0	372
Green Valley	1	12108
Hinchinbrook	0	326
Hinchinbrook	1	11992
Hoxton Park - Carnes Hill - Horningsea Park	0	347
Hoxton Park - Carnes Hill - Horningsea Park	1	11186
West Hoxton - Middleton Grange	0	618
West Hoxton - Middleton Grange	1	14544
Bonnyrigg Heights - Bonnyrigg	0	503
Bonnyrigg Heights - Bonnyrigg	1	15493
Bossley Park - Abbotsbury	0	562
Bossley Park - Abbotsbury	1	18165
Cabramatta - Lansvale	0	1402
Cabramatta - Lansvale	1	23124
Cabramatta West - Mount Pritchard	0	705
Cabramatta West - Mount Pritchard	1	16375
Canley Vale - Canley Heights	0	835
Canley Vale - Canley Heights	1	19898
Edensor Park	0	214
Edensor Park	1	9520
Fairfield	0	742
Fairfield	1	16809
Fairfield - West	0	602
Fairfield - West	1	18362
Greenfield Park - Prairiewood	0	415
Greenfield Park - Prairiewood	1	8098
Horsley Park - Kemps Creek	0	418
Horsley Park - Kemps Creek	1	3988
Smithfield - Wetherill Park	0	709
Smithfield - Wetherill Park	1	17255
St Johns Park - Wakeley	0	474
St Johns Park - Wakeley	1	10392
Wetherill Park Industrial	0	20
Wetherill Park Industrial	1	11
Casula	0	936
Casula	1	14757
Chipping Norton - Moorebank	0	705
Chipping Norton - Moorebank	1	17900
Holsworthy - Wattle Grove	0	1694
Holsworthy - Wattle Grove	1	19174
Liverpool	0	4110
Liverpool	1	23511
Lurnea - Cartwright	0	768
Lurnea - Cartwright	1	10886
Prestons - Edmondson Park	0	716
Prestons - Edmondson Park	1	16845
Warwick Farm	0	790
Warwick Farm	1	4988
Gymea - Grays Point	0	449
Gymea - Grays Point	1	16703
Miranda - Yowie Bay	0	1062
Miranda - Yowie Bay	1	16905
Sylvania - Taren Point	0	980
Sylvania - Taren Point	1	14828
Caringbah	0	1007
Caringbah	1	10932
Caringbah South	0	293
Caringbah South	1	11549
Cronulla - Kurnell - Bundeena	0	1713
Cronulla - Kurnell - Bundeena	1	21292
Lilli Pilli - Port Hacking - Dolans Bay	0	69
Lilli Pilli - Port Hacking - Dolans Bay	1	3030
Woolaware - Burraneer	0	225
Woolaware - Burraneer	1	7348
Heathcote - Waterfall	0	258
Heathcote - Waterfall	1	6153
Illawong - Alfords Point	0	244
Illawong - Alfords Point	1	10023
Menai - Lucas Heights - Woronora	0	626
Menai - Lucas Heights - Woronora	1	20191
Oyster Bay - Como - Jannali	0	580
Oyster Bay - Como - Jannali	1	20254
Royal National Park	0	28
Royal National Park	1	15
Sutherland - Kirrawee	0	1254
Sutherland - Kirrawee	1	19301
Engadine	0	413
Engadine	1	16354
Loftus - Yarrawarrah	0	122
Loftus - Yarrawarrah	1	7033
Woronora Heights	0	50
Woronora Heights	1	3554
Migratory - Offshore - Shipping (NSW)	0	3279
Alfredton	0	529
Alfredton	1	10874
Ballarat	0	1825
Ballarat	1	10409
Ballarat - North	0	1432
Ballarat - North	1	21020
Ballarat - South	0	1754
Ballarat - South	1	22111
Buninyong	0	852
Buninyong	1	6254
Delacombe	0	394
Delacombe	1	6533
Smythes Creek	0	148
Smythes Creek	1	3690
Wendouree - Miners Rest	0	1148
Wendouree - Miners Rest	1	13126
Bacchus Marsh Region	0	452
Bacchus Marsh Region	1	5317
Creswick - Clunes	0	870
Creswick - Clunes	1	6833
Daylesford	0	1087
Daylesford	1	7817
Gordon (Vic.)	0	444
Gordon (Vic.)	1	5101
Avoca	0	246
Avoca	1	2947
Beaufort	0	727
Beaufort	1	3595
Golden Plains - North	0	211
Golden Plains - North	1	4169
Maryborough (Vic.)	0	639
Maryborough (Vic.)	1	7190
Maryborough Region	0	312
Maryborough Region	1	4818
Bendigo	0	2038
Bendigo	1	12771
California Gully - Eaglehawk	0	868
California Gully - Eaglehawk	1	10811
East Bendigo - Kennington	0	1133
East Bendigo - Kennington	1	12081
Flora Hill - Spring Gully	0	871
Flora Hill - Spring Gully	1	8403
Kangaroo Flat - Golden Square	0	1523
Kangaroo Flat - Golden Square	1	17737
Maiden Gully	0	188
Maiden Gully	1	4788
Strathfieldsaye	0	274
Strathfieldsaye	1	8108
White Hills - Ascot	0	606
White Hills - Ascot	1	10946
Bendigo Region - South	0	385
Bendigo Region - South	1	6652
Castlemaine	0	1597
Castlemaine	1	8817
Castlemaine Region	0	593
Castlemaine Region	1	7599
Heathcote	0	377
Heathcote	1	4043
Kyneton	0	1064
Kyneton	1	8501
Woodend	0	565
Woodend	1	6212
Bendigo Region - North	0	259
Bendigo Region - North	1	4007
Loddon	0	802
Loddon	1	6104
Bannockburn	0	355
Bannockburn	1	5976
Golden Plains - South	0	311
Golden Plains - South	1	6390
Winchelsea	0	366
Winchelsea	1	5256
Belmont	0	973
Belmont	1	12763
Corio - Norlane	0	2222
Corio - Norlane	1	23913
Geelong	0	2029
Geelong	1	11160
Geelong West - Hamlyn Heights	0	993
Geelong West - Hamlyn Heights	1	18017
Grovedale	0	1460
Grovedale	1	21215
Highton	0	1651
Highton	1	20027
Lara	0	1765
Lara	1	15822
Leopold	0	571
Leopold	1	11818
Newcomb - Moolap	0	1022
Newcomb - Moolap	1	13339
Newtown (Vic.)	0	626
Newtown (Vic.)	1	9195
North Geelong - Bell Park	0	1229
North Geelong - Bell Park	1	13299
Clifton Springs	0	633
Clifton Springs	1	12267
Lorne - Anglesea	0	784
Lorne - Anglesea	1	4174
Ocean Grove - Barwon Heads	0	1374
Ocean Grove - Barwon Heads	1	21136
Portarlington	0	692
Portarlington	1	6468
Point Lonsdale - Queenscliff	0	401
Point Lonsdale - Queenscliff	1	3472
Torquay	0	1119
Torquay	1	16698
Alexandra	0	750
Alexandra	1	5373
Euroa	0	525
Euroa	1	5536
Kilmore - Broadford	0	1084
Kilmore - Broadford	1	12569
Mansfield (Vic.)	0	4068
Mansfield (Vic.)	1	7239
Nagambie	0	407
Nagambie	1	3529
Seymour	0	741
Seymour	1	5498
Seymour Region	0	887
Seymour Region	1	3674
Upper Yarra Valley	0	24
Upper Yarra Valley	1	165
Yea	0	322
Yea	1	3139
Benalla	0	874
Benalla	1	9195
Benalla Region	0	334
Benalla Region	1	3142
Rutherglen	0	269
Rutherglen	1	3494
Wangaratta	0	1576
Wangaratta	1	16899
Wangaratta Region	0	691
Wangaratta Region	1	8650
Beechworth	0	622
Beechworth	1	3798
Bright - Mount Beauty	0	7489
Bright - Mount Beauty	1	6857
Chiltern - Indigo Valley	0	176
Chiltern - Indigo Valley	1	2826
Myrtleford	0	327
Myrtleford	1	4139
Towong	0	486
Towong	1	5196
West Wodonga	0	883
West Wodonga	1	13774
Wodonga	0	2522
Wodonga	1	21670
Yackandandah	0	224
Yackandandah	1	4109
Drouin	0	1141
Drouin	1	14653
Mount Baw Baw Region	0	632
Mount Baw Baw Region	1	5383
Trafalgar (Vic.)	0	514
Trafalgar (Vic.)	1	6898
Warragul	0	1173
Warragul	1	17019
Alps - East	1	4
Bairnsdale	0	1587
Bairnsdale	1	12781
Bruthen - Omeo	0	596
Bruthen - Omeo	1	6940
Lakes Entrance	0	1290
Lakes Entrance	1	8478
Orbost	0	688
Orbost	1	5531
Paynesville	0	487
Paynesville	1	5450
Foster	0	965
Foster	1	7495
French Island	0	10
French Island	1	89
Korumburra	0	582
Korumburra	1	8242
Leongatha	0	796
Leongatha	1	9822
Phillip Island	0	1159
Phillip Island	1	8971
Wilsons Promontory	0	10
Wilsons Promontory	1	7
Wonthaggi - Inverloch	0	1972
Wonthaggi - Inverloch	1	19687
Churchill	0	923
Churchill	1	10154
Moe - Newborough	0	1167
Moe - Newborough	1	15011
Morwell	0	1481
Morwell	1	12180
Traralgon	0	2489
Traralgon	1	23884
Yallourn North - Glengarry	0	211
Yallourn North - Glengarry	1	4191
Alps - West	1	20
Longford - Loch Sport	0	625
Longford - Loch Sport	1	3653
Maffra	0	894
Maffra	1	12447
Rosedale	0	1033
Rosedale	1	3604
Sale	0	1390
Sale	1	13016
Yarram	0	451
Yarram	1	4687
Brunswick	0	1908
Brunswick	1	23189
Brunswick East	0	587
Brunswick East	1	10213
Brunswick West	0	798
Brunswick West	1	12678
Coburg	0	1240
Coburg	1	24586
Pascoe Vale South	0	581
Pascoe Vale South	1	9247
Alphington - Fairfield	0	449
Alphington - Fairfield	1	8303
Northcote	0	1682
Northcote	1	22528
Thornbury	0	1222
Thornbury	1	16972
Ascot Vale	0	935
Ascot Vale	1	13648
Essendon - Aberfeldie	0	1799
Essendon - Aberfeldie	1	25366
Flemington	0	1003
Flemington	1	8965
Moonee Ponds	0	886
Moonee Ponds	1	13158
Carlton	0	3823
Carlton	1	15458
Docklands	0	2925
Docklands	1	9559
East Melbourne	0	2146
East Melbourne	1	4052
Flemington Racecourse	0	173
Flemington Racecourse	1	52
Kensington (Vic.)	0	727
Kensington (Vic.)	1	9893
Melbourne	0	16593
Melbourne	1	31963
North Melbourne	0	3926
North Melbourne	1	17238
Parkville	0	4819
Parkville	1	4370
South Yarra - West	0	1710
South Yarra - West	1	5005
Southbank	0	7067
Southbank	1	15751
Albert Park	0	2149
Albert Park	1	13658
Elwood	0	1291
Elwood	1	13526
Port Melbourne	0	1351
Port Melbourne	1	14456
Port Melbourne Industrial	0	3
Port Melbourne Industrial	1	5
South Melbourne	0	1373
South Melbourne	1	10080
St Kilda	0	5145
St Kilda	1	21183
St Kilda East	0	1570
St Kilda East	1	14534
Armadale	0	633
Armadale	1	8120
Prahran - Windsor	0	2542
Prahran - Windsor	1	16935
South Yarra - East	0	2733
South Yarra - East	1	18145
Toorak	0	965
Toorak	1	11730
Abbotsford	0	840
Abbotsford	1	7245
Carlton North - Princes Hill	0	497
Carlton North - Princes Hill	1	7734
Collingwood	0	1039
Collingwood	1	7459
Fitzroy	0	2504
Fitzroy	1	8760
Fitzroy North	0	890
Fitzroy North	1	11103
Richmond (Vic.)	0	3199
Richmond (Vic.)	1	27363
Yarra - North	0	1014
Yarra - North	1	7881
Ashburton (Vic.)	0	336
Ashburton (Vic.)	1	7293
Balwyn	0	702
Balwyn	1	14799
Balwyn North	0	658
Balwyn North	1	19182
Camberwell	0	1350
Camberwell	1	19637
Glen Iris - East	0	634
Glen Iris - East	1	15597
Hawthorn	0	2124
Hawthorn	1	20405
Hawthorn East	0	916
Hawthorn East	1	13998
Kew	0	2529
Kew	1	22088
Kew East	0	275
Kew East	1	6097
Surrey Hills (West) - Canterbury	0	955
Surrey Hills (West) - Canterbury	1	15030
Bulleen	0	405
Bulleen	1	10518
Doncaster	0	672
Doncaster	1	19688
Templestowe	0	910
Templestowe	1	15393
Templestowe Lower	0	774
Templestowe Lower	1	12620
Doncaster East (North)	0	395
Doncaster East (North)	1	13961
Doncaster East (South)	0	661
Doncaster East (South)	1	13156
Blackburn	0	901
Blackburn	1	20131
Blackburn South	0	647
Blackburn South	1	9969
Box Hill	0	1791
Box Hill	1	18303
Box Hill North	0	581
Box Hill North	1	16704
Burwood	0	1232
Burwood	1	10960
Burwood East	0	335
Burwood East	1	9791
Surrey Hills (East) - Mont Albert	0	452
Surrey Hills (East) - Mont Albert	1	9349
Beaumaris	0	506
Beaumaris	1	12578
Brighton (Vic.)	0	1756
Brighton (Vic.)	1	20449
Brighton East	0	994
Brighton East	1	14516
Cheltenham - Highett (West)	0	516
Cheltenham - Highett (West)	1	10206
Hampton	0	850
Hampton	1	16362
Sandringham - Black Rock	0	1102
Sandringham - Black Rock	1	14984
Bentleigh - McKinnon	0	943
Bentleigh - McKinnon	1	21053
Carnegie	0	1042
Carnegie	1	16756
Caulfield - North	0	1593
Caulfield - North	1	19012
Caulfield - South	0	1294
Caulfield - South	1	16067
Elsternwick	0	707
Elsternwick	1	10436
Hughesdale	0	336
Hughesdale	1	7134
Murrumbeena	0	360
Murrumbeena	1	8727
Ormond - Glen Huntly	0	495
Ormond - Glen Huntly	1	12620
Bentleigh East (North)	0	593
Bentleigh East (North)	1	14036
Bentleigh East (South)	0	516
Bentleigh East (South)	1	12592
Aspendale Gardens - Waterways	0	229
Aspendale Gardens - Waterways	1	8618
Braeside	0	93
Braeside	1	22
Carrum - Patterson Lakes	0	523
Carrum - Patterson Lakes	1	10732
Chelsea - Bonbeach	0	1096
Chelsea - Bonbeach	1	12849
Chelsea Heights	0	139
Chelsea Heights	1	5078
Cheltenham - Highett (East)	0	1169
Cheltenham - Highett (East)	1	20748
Edithvale - Aspendale	0	744
Edithvale - Aspendale	1	11660
Mentone	0	623
Mentone	1	11998
Moorabbin - Heatherton	0	846
Moorabbin - Heatherton	1	8068
Mordialloc - Parkdale	0	1028
Mordialloc - Parkdale	1	18508
Malvern - Glen Iris	0	1528
Malvern - Glen Iris	1	18337
Malvern East	0	956
Malvern East	1	19949
Bundoora - East	0	425
Bundoora - East	1	9297
Greensborough	0	668
Greensborough	1	19357
Heidelberg - Rosanna	0	1709
Heidelberg - Rosanna	1	13579
Heidelberg West	0	1475
Heidelberg West	1	12649
Ivanhoe	0	526
Ivanhoe	1	10730
Ivanhoe East - Eaglemont	0	272
Ivanhoe East - Eaglemont	1	7235
Montmorency - Briar Hill	0	652
Montmorency - Briar Hill	1	15015
Viewbank - Yallambie	0	939
Viewbank - Yallambie	1	17133
Watsonia	0	277
Watsonia	1	8676
Kingsbury	0	2143
Kingsbury	1	9441
Reservoir - East	0	2128
Reservoir - East	1	24728
Reservoir - West	0	1456
Reservoir - West	1	22410
Preston - East	0	1789
Preston - East	1	17999
Preston - West	0	579
Preston - West	1	11512
Eltham	0	701
Eltham	1	21641
Hurstbridge	0	92
Hurstbridge	1	3277
Kinglake	0	277
Kinglake	1	3425
Panton Hill - St Andrews	0	363
Panton Hill - St Andrews	1	4632
Plenty - Yarrambat	0	312
Plenty - Yarrambat	1	8882
Research - North Warrandyte	0	327
Research - North Warrandyte	1	6190
Wattle Glen - Diamond Creek	0	447
Wattle Glen - Diamond Creek	1	12933
Bundoora - North	0	505
Bundoora - North	1	6958
Bundoora - West	0	345
Bundoora - West	1	5840
Lalor	0	1003
Lalor	1	21627
Mill Park - North	0	746
Mill Park - North	1	16963
Mill Park - South	0	450
Mill Park - South	1	11320
Thomastown	0	777
Thomastown	1	19451
Wallan	0	1066
Wallan	1	14961
Whittlesea	0	554
Whittlesea	1	7453
Doreen	0	553
Doreen	1	20046
Epping - East	0	749
Epping - East	1	12423
Epping - South	0	848
Epping - South	1	7818
Epping - West	0	456
Epping - West	1	10398
Mernda	0	828
Mernda	1	15540
South Morang (North)	0	341
South Morang (North)	1	11609
South Morang (South)	0	689
South Morang (South)	1	11236
Wollert	0	483
Wollert	1	8575
Airport West	0	358
Airport West	1	7093
Keilor	0	275
Keilor	1	8062
Keilor East	0	1356
Keilor East	1	24489
Niddrie - Essendon West	0	193
Niddrie - Essendon West	1	6669
Strathmore	0	310
Strathmore	1	8914
Gisborne	0	622
Gisborne	1	11873
Macedon	0	187
Macedon	1	3089
Riddells Creek	0	113
Riddells Creek	1	3759
Romsey	0	702
Romsey	1	8479
Coburg North	0	705
Coburg North	1	6938
Fawkner	0	955
Fawkner	1	12798
Pascoe Vale	0	1460
Pascoe Vale	1	21712
Glenroy	0	1618
Glenroy	1	20366
Gowanbrae	0	119
Gowanbrae	1	2754
Hadfield	0	229
Hadfield	1	5365
Sunbury	0	597
Sunbury	1	11920
Sunbury - South	0	1243
Sunbury - South	1	24986
Broadmeadows	0	1426
Broadmeadows	1	11994
Campbellfield - Coolaroo	0	969
Campbellfield - Coolaroo	1	15130
Gladstone Park - Westmeadows	0	924
Gladstone Park - Westmeadows	1	16611
Greenvale - Bulla	0	536
Greenvale - Bulla	1	15618
Meadow Heights	0	803
Meadow Heights	1	13965
Melbourne Airport	0	719
Melbourne Airport	1	58
Roxburgh Park - Somerton	0	980
Roxburgh Park - Somerton	1	20762
Tullamarine	0	626
Tullamarine	1	6023
Craigieburn - Central	0	371
Craigieburn - Central	1	7920
Craigieburn - North	0	498
Craigieburn - North	1	11020
Craigieburn - South	0	609
Craigieburn - South	1	15581
Craigieburn - West	0	588
Craigieburn - West	1	13485
Mickleham - Yuroke	0	170
Mickleham - Yuroke	1	3211
Bayswater	0	637
Bayswater	1	11275
Knoxfield - Scoresby	0	440
Knoxfield - Scoresby	1	14351
Lysterfield	0	258
Lysterfield	1	6231
Rowville - Central	0	346
Rowville - Central	1	14629
Rowville - North	0	93
Rowville - North	1	7760
Rowville - South	0	244
Rowville - South	1	10218
Wantirna	0	1033
Wantirna	1	13064
Wantirna South	0	768
Wantirna South	1	16874
Boronia	0	1279
Boronia	1	20479
Ferntree Gully (North)	0	762
Ferntree Gully (North)	1	12911
Ferntree Gully (South) - Upper Ferntree Gully	0	629
Ferntree Gully (South) - Upper Ferntree Gully	1	13881
The Basin	0	163
The Basin	1	4006
Donvale - Park Orchards	0	678
Donvale - Park Orchards	1	14896
Warrandyte - Wonga Park	0	491
Warrandyte - Wonga Park	1	9285
Bayswater North	0	654
Bayswater North	1	10933
Croydon Hills - Warranwood	0	527
Croydon Hills - Warranwood	1	17031
Ringwood	0	963
Ringwood	1	15967
Ringwood East	0	1171
Ringwood East	1	18987
Ringwood North	0	367
Ringwood North	1	8912
Croydon - East	0	890
Croydon - East	1	13997
Croydon - West	0	631
Croydon - West	1	12517
Croydon South	0	146
Croydon South	1	4491
Forest Hill	0	606
Forest Hill	1	10025
Mitcham (Vic.)	0	584
Mitcham (Vic.)	1	15276
Nunawading	0	649
Nunawading	1	10992
Vermont	0	291
Vermont	1	9950
Vermont South	0	418
Vermont South	1	11083
Belgrave - Selby	0	428
Belgrave - Selby	1	9360
Chirnside Park	0	263
Chirnside Park	1	9317
Healesville - Yarra Glen	0	1125
Healesville - Yarra Glen	1	12466
Kilsyth	0	589
Kilsyth	1	8402
Lilydale - Coldstream	0	748
Lilydale - Coldstream	1	17581
Monbulk - Silvan	0	173
Monbulk - Silvan	1	5242
Montrose	0	446
Montrose	1	6186
Mooroolbark	0	770
Mooroolbark	1	20830
Mount Dandenong - Olinda	0	528
Mount Dandenong - Olinda	1	8899
Mount Evelyn	0	356
Mount Evelyn	1	9110
Upwey - Tecoma	0	296
Upwey - Tecoma	1	9105
Wandin - Seville	0	244
Wandin - Seville	1	7123
Yarra Valley	0	1079
Yarra Valley	1	14802
Beaconsfield - Officer	0	391
Beaconsfield - Officer	1	12461
Bunyip - Garfield	0	548
Bunyip - Garfield	1	7905
Emerald - Cockatoo	0	1033
Emerald - Cockatoo	1	16499
Koo Wee Rup	0	573
Koo Wee Rup	1	6755
Pakenham - North	0	1012
Pakenham - North	1	17380
Pakenham - South	0	1310
Pakenham - South	1	26905
Berwick - North	0	1146
Berwick - North	1	21402
Berwick - South	0	676
Berwick - South	1	24845
Doveton	0	870
Doveton	1	10479
Hallam	0	546
Hallam	1	10151
Narre Warren North	0	466
Narre Warren North	1	7180
Endeavour Hills - North	0	579
Endeavour Hills - North	1	11266
Endeavour Hills - South	0	471
Endeavour Hills - South	1	12742
Narre Warren - North East	0	345
Narre Warren - North East	1	12924
Narre Warren - South West	0	758
Narre Warren - South West	1	13098
Cranbourne	0	1148
Cranbourne	1	18677
Cranbourne East	0	979
Cranbourne East	1	24450
Cranbourne North	0	878
Cranbourne North	1	19021
Cranbourne South	0	543
Cranbourne South	1	8178
Cranbourne West	0	630
Cranbourne West	1	14316
Hampton Park - Lynbrook	0	1379
Hampton Park - Lynbrook	1	23999
Lynbrook - Lyndhurst	0	865
Lynbrook - Lyndhurst	1	14285
Pearcedale - Tooradin	0	403
Pearcedale - Tooradin	1	7218
Narre Warren South (East)	0	312
Narre Warren South (East)	1	12712
Narre Warren South (West)	0	614
Narre Warren South (West)	1	16073
Clarinda - Oakleigh South	0	580
Clarinda - Oakleigh South	1	11002
Clayton South	0	550
Clayton South	1	12024
Dandenong	0	3434
Dandenong	1	27521
Dandenong North	0	1146
Dandenong North	1	21056
Dingley Village	0	318
Dingley Village	1	9775
Keysborough	0	858
Keysborough	1	24967
Noble Park North	0	313
Noble Park North	1	7106
Springvale	0	1185
Springvale	1	20451
Springvale South	0	464
Springvale South	1	12072
Noble Park - East	0	1044
Noble Park - East	1	11368
Noble Park - West	0	1109
Noble Park - West	1	17456
Ashwood - Chadstone	0	1268
Ashwood - Chadstone	1	16787
Clayton	0	4750
Clayton	1	18439
Glen Waverley - East	0	686
Glen Waverley - East	1	20168
Glen Waverley - West	0	1231
Glen Waverley - West	1	18153
Mount Waverley - North	0	393
Mount Waverley - North	1	14648
Mount Waverley - South	0	893
Mount Waverley - South	1	17210
Mulgrave	0	1150
Mulgrave	1	18154
Oakleigh - Huntingdale	0	1219
Oakleigh - Huntingdale	1	19839
Wheelers Hill	0	780
Wheelers Hill	1	18595
Ardeer - Albion	0	666
Ardeer - Albion	1	7187
Cairnlea	0	300
Cairnlea	1	9353
Deer Park - Derrimut	0	1258
Deer Park - Derrimut	1	24770
Delahey	0	392
Delahey	1	7895
Keilor Downs	0	496
Keilor Downs	1	12562
Kings Park (Vic.)	0	650
Kings Park (Vic.)	1	13082
St Albans - North	0	1286
St Albans - North	1	18733
St Albans - South	0	1648
St Albans - South	1	15967
Sunshine	0	719
Sunshine	1	8837
Sunshine North	0	652
Sunshine North	1	10999
Sunshine West	0	930
Sunshine West	1	17648
Sydenham	0	904
Sydenham	1	10977
Taylors Lakes	0	546
Taylors Lakes	1	16657
Altona	0	565
Altona	1	11884
Altona Meadows	0	980
Altona Meadows	1	17898
Altona North	0	993
Altona North	1	12897
Newport	0	777
Newport	1	16582
Seabrook	0	241
Seabrook	1	4833
Williamstown	0	1033
Williamstown	1	14299
Braybrook	0	1321
Braybrook	1	16974
Footscray	0	2160
Footscray	1	14391
Maribyrnong	0	726
Maribyrnong	1	11361
Seddon - Kingsville	0	515
Seddon - Kingsville	1	8556
West Footscray - Tottenham	0	702
West Footscray - Tottenham	1	10646
Yarraville	0	769
Yarraville	1	13813
Bacchus Marsh	0	1026
Bacchus Marsh	1	19087
Hillside	0	840
Hillside	1	19302
Melton	0	1160
Melton	1	17587
Melton South	0	1432
Melton South	1	21814
Melton West	0	947
Melton West	1	16495
Rockbank - Mount Cottrell	0	1473
Rockbank - Mount Cottrell	1	1610
Taylors Hill	0	531
Taylors Hill	1	18514
Burnside	0	200
Burnside	1	4517
Burnside Heights	0	208
Burnside Heights	1	5792
Caroline Springs	0	1008
Caroline Springs	1	18790
Hoppers Crossing - North	0	804
Hoppers Crossing - North	1	18188
Hoppers Crossing - South	0	778
Hoppers Crossing - South	1	18405
Laverton	0	679
Laverton	1	8290
Tarneit	0	1451
Tarneit	1	33151
Truganina	0	2069
Truganina	1	21303
Werribee - South	0	1184
Werribee - South	1	10321
Wyndham Vale	0	990
Wyndham Vale	1	22104
Point Cook - East	0	595
Point Cook - East	1	11503
Point Cook - North	0	849
Point Cook - North	1	22069
Point Cook - South	0	500
Point Cook - South	1	13803
Werribee - East	0	1273
Werribee - East	1	18358
Werribee - West	0	442
Werribee - West	1	11233
Carrum Downs	0	1326
Carrum Downs	1	19112
Frankston	0	2695
Frankston	1	20281
Frankston North	0	1534
Frankston North	1	17485
Frankston South	0	907
Frankston South	1	16920
Langwarrin	0	865
Langwarrin	1	22474
Seaford (Vic.)	0	1058
Seaford (Vic.)	1	15086
Skye - Sandhurst	0	388
Skye - Sandhurst	1	12426
Dromana	0	695
Dromana	1	9914
Flinders	0	668
Flinders	1	4565
Hastings - Somers	0	2305
Hastings - Somers	1	19426
Mornington	0	1593
Mornington	1	21655
Mount Eliza	0	874
Mount Eliza	1	16489
Mount Martha	0	754
Mount Martha	1	17033
Point Nepean	0	1543
Point Nepean	1	14844
Rosebud - McCrae	0	1710
Rosebud - McCrae	1	18691
Somerville	0	903
Somerville	1	16757
Ararat	0	1376
Ararat	1	6894
Ararat Region	0	362
Ararat Region	1	2666
