STE_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Tasmania	65-74	Year 11	F	1428
Tasmania	65-74	Year 11	M	1172
Tasmania	65-74	Year 12	F	7218
Tasmania	65-74	Year 12	M	7835
Tasmania	75-84		F	2677
Tasmania	75-84		M	2127
Tasmania	75-84	Did not go to school	F	97
Tasmania	75-84	Did not go to school	M	99
Tasmania	75-84	Year 8 or below	F	2541
Tasmania	75-84	Year 8 or below	M	2382
Tasmania	75-84	Year 9	F	2322
Tasmania	75-84	Year 9	M	2053
Tasmania	75-84	Year 10	F	4389
Tasmania	75-84	Year 10	M	3240
Tasmania	75-84	Year 11	F	625
Tasmania	75-84	Year 11	M	510
Tasmania	75-84	Year 12	F	3269
Tasmania	75-84	Year 12	M	3246
Tasmania	85+		F	1470
Tasmania	85+		M	812
Tasmania	85+	Did not go to school	F	67
Tasmania	85+	Did not go to school	M	36
Tasmania	85+	Year 8 or below	F	2373
Tasmania	85+	Year 8 or below	M	1296
Tasmania	85+	Year 9	F	689
Tasmania	85+	Year 9	M	410
Tasmania	85+	Year 10	F	1322
Tasmania	85+	Year 10	M	637
Tasmania	85+	Year 11	F	224
Tasmania	85+	Year 11	M	129
Tasmania	85+	Year 12	F	1261
Tasmania	85+	Year 12	M	1023
Northern Territory	15-19		F	804
Northern Territory	15-19		M	986
Northern Territory	15-19	Did not go to school	F	22
Northern Territory	15-19	Did not go to school	M	37
Northern Territory	15-19	Year 8 or below	F	228
Northern Territory	15-19	Year 8 or below	M	307
Northern Territory	15-19	Year 9	F	235
Northern Territory	15-19	Year 9	M	311
Northern Territory	15-19	Year 10	F	505
Northern Territory	15-19	Year 10	M	663
Northern Territory	15-19	Year 11	F	457
Northern Territory	15-19	Year 11	M	577
Northern Territory	15-19	Year 12	F	1232
Northern Territory	15-19	Year 12	M	1223
Northern Territory	20-24		F	1146
Northern Territory	20-24		M	1616
Northern Territory	20-24	Did not go to school	F	40
Northern Territory	20-24	Did not go to school	M	68
Northern Territory	20-24	Year 8 or below	F	307
Northern Territory	20-24	Year 8 or below	M	335
Northern Territory	20-24	Year 9	F	304
Northern Territory	20-24	Year 9	M	367
Northern Territory	20-24	Year 10	F	981
Northern Territory	20-24	Year 10	M	1321
Northern Territory	20-24	Year 11	F	842
Northern Territory	20-24	Year 11	M	1053
Northern Territory	20-24	Year 12	F	4136
Northern Territory	20-24	Year 12	M	4052
Northern Territory	25-34		F	2886
Northern Territory	25-34		M	3954
Northern Territory	25-34	Did not go to school	F	122
Northern Territory	25-34	Did not go to school	M	146
Northern Territory	25-34	Year 8 or below	F	697
Northern Territory	25-34	Year 8 or below	M	748
Northern Territory	25-34	Year 9	F	709
Northern Territory	25-34	Year 9	M	818
Northern Territory	25-34	Year 10	F	2306
Northern Territory	25-34	Year 10	M	3106
Northern Territory	25-34	Year 11	F	1784
Northern Territory	25-34	Year 11	M	2309
Northern Territory	25-34	Year 12	F	12498
Northern Territory	25-34	Year 12	M	10877
Northern Territory	35-44		F	2120
Northern Territory	35-44		M	3000
Northern Territory	35-44	Did not go to school	F	104
Northern Territory	35-44	Did not go to school	M	144
Northern Territory	35-44	Year 8 or below	F	715
Northern Territory	35-44	Year 8 or below	M	761
Northern Territory	35-44	Year 9	F	655
Northern Territory	35-44	Year 9	M	747
Northern Territory	35-44	Year 10	F	2165
Northern Territory	35-44	Year 10	M	2844
Northern Territory	35-44	Year 11	F	1592
Northern Territory	35-44	Year 11	M	1914
Northern Territory	35-44	Year 12	F	9386
Northern Territory	35-44	Year 12	M	8429
Northern Territory	45-54		F	2008
Northern Territory	45-54		M	2726
Northern Territory	45-54	Did not go to school	F	174
Northern Territory	45-54	Did not go to school	M	198
Northern Territory	45-54	Year 8 or below	F	841
Northern Territory	45-54	Year 8 or below	M	815
Northern Territory	45-54	Year 9	F	690
Northern Territory	45-54	Year 9	M	847
Northern Territory	45-54	Year 10	F	2980
Northern Territory	45-54	Year 10	M	3732
Northern Territory	45-54	Year 11	F	2098
Northern Territory	45-54	Year 11	M	2347
Northern Territory	45-54	Year 12	F	6262
Northern Territory	45-54	Year 12	M	5549
Northern Territory	55-64		F	1627
Northern Territory	55-64		M	1994
Northern Territory	55-64	Did not go to school	F	232
Northern Territory	55-64	Did not go to school	M	187
Northern Territory	55-64	Year 8 or below	F	897
Northern Territory	55-64	Year 8 or below	M	864
Northern Territory	55-64	Year 9	F	598
Northern Territory	55-64	Year 9	M	683
Northern Territory	55-64	Year 10	F	2418
Northern Territory	55-64	Year 10	M	2877
Northern Territory	55-64	Year 11	F	1388
Northern Territory	55-64	Year 11	M	1480
Northern Territory	55-64	Year 12	F	4022
Northern Territory	55-64	Year 12	M	4019
Northern Territory	65-74		F	845
Northern Territory	65-74		M	1111
Northern Territory	65-74	Did not go to school	F	204
Northern Territory	65-74	Did not go to school	M	173
Northern Territory	65-74	Year 8 or below	F	746
Northern Territory	65-74	Year 8 or below	M	843
Northern Territory	65-74	Year 9	F	363
Northern Territory	65-74	Year 9	M	448
Northern Territory	65-74	Year 10	F	1169
Northern Territory	65-74	Year 10	M	1271
Northern Territory	65-74	Year 11	F	407
Northern Territory	65-74	Year 11	M	452
Northern Territory	65-74	Year 12	F	1604
Northern Territory	65-74	Year 12	M	2019
Northern Territory	75-84		F	337
Northern Territory	75-84		M	346
Northern Territory	75-84	Did not go to school	F	161
Northern Territory	75-84	Did not go to school	M	102
Northern Territory	75-84	Year 8 or below	F	371
Northern Territory	75-84	Year 8 or below	M	351
Northern Territory	75-84	Year 9	F	143
Northern Territory	75-84	Year 9	M	159
Northern Territory	75-84	Year 10	F	343
Northern Territory	75-84	Year 10	M	313
Northern Territory	75-84	Year 11	F	108
Northern Territory	75-84	Year 11	M	108
Northern Territory	75-84	Year 12	F	425
Northern Territory	75-84	Year 12	M	505
Northern Territory	85+		F	138
Northern Territory	85+		M	87
Northern Territory	85+	Did not go to school	F	56
Northern Territory	85+	Did not go to school	M	30
Northern Territory	85+	Year 8 or below	F	124
Northern Territory	85+	Year 8 or below	M	81
Northern Territory	85+	Year 9	F	35
Northern Territory	85+	Year 9	M	27
Northern Territory	85+	Year 10	F	83
Northern Territory	85+	Year 10	M	51
Northern Territory	85+	Year 11	F	18
Northern Territory	85+	Year 11	M	13
Northern Territory	85+	Year 12	F	82
Northern Territory	85+	Year 12	M	94
Australian Capital Territory	15-19		F	522
Australian Capital Territory	15-19		M	515
Australian Capital Territory	15-19	Did not go to school	F	3
Australian Capital Territory	15-19	Did not go to school	M	9
Australian Capital Territory	15-19	Year 8 or below	F	37
Australian Capital Territory	15-19	Year 8 or below	M	32
Australian Capital Territory	15-19	Year 9	F	107
Australian Capital Territory	15-19	Year 9	M	131
Australian Capital Territory	15-19	Year 10	F	382
Australian Capital Territory	15-19	Year 10	M	492
Australian Capital Territory	15-19	Year 11	F	305
Australian Capital Territory	15-19	Year 11	M	322
Australian Capital Territory	15-19	Year 12	F	4312
Australian Capital Territory	15-19	Year 12	M	4095
Australian Capital Territory	20-24		F	925
Australian Capital Territory	20-24		M	1012
Australian Capital Territory	20-24	Did not go to school	F	25
Australian Capital Territory	20-24	Did not go to school	M	36
Australian Capital Territory	20-24	Year 8 or below	F	63
Australian Capital Territory	20-24	Year 8 or below	M	59
Australian Capital Territory	20-24	Year 9	F	170
Australian Capital Territory	20-24	Year 9	M	189
Australian Capital Territory	20-24	Year 10	F	779
Australian Capital Territory	20-24	Year 10	M	1063
Australian Capital Territory	20-24	Year 11	F	398
Australian Capital Territory	20-24	Year 11	M	542
Australian Capital Territory	20-24	Year 12	F	13175
Australian Capital Territory	20-24	Year 12	M	12932
Australian Capital Territory	25-34		F	1981
Australian Capital Territory	25-34		M	2342
Australian Capital Territory	25-34	Did not go to school	F	81
Australian Capital Territory	25-34	Did not go to school	M	99
Australian Capital Territory	25-34	Year 8 or below	F	126
Australian Capital Territory	25-34	Year 8 or below	M	137
Australian Capital Territory	25-34	Year 9	F	247
Australian Capital Territory	25-34	Year 9	M	280
Australian Capital Territory	25-34	Year 10	F	1813
Australian Capital Territory	25-34	Year 10	M	2352
Australian Capital Territory	25-34	Year 11	F	889
Australian Capital Territory	25-34	Year 11	M	1142
Australian Capital Territory	25-34	Year 12	F	28529
Australian Capital Territory	25-34	Year 12	M	26054
Australian Capital Territory	35-44		F	1498
Australian Capital Territory	35-44		M	1810
Australian Capital Territory	35-44	Did not go to school	F	82
Australian Capital Territory	35-44	Did not go to school	M	89
Australian Capital Territory	35-44	Year 8 or below	F	182
Australian Capital Territory	35-44	Year 8 or below	M	180
Australian Capital Territory	35-44	Year 9	F	289
Australian Capital Territory	35-44	Year 9	M	320
Australian Capital Territory	35-44	Year 10	F	1939
Australian Capital Territory	35-44	Year 10	M	2254
Australian Capital Territory	35-44	Year 11	F	894
Australian Capital Territory	35-44	Year 11	M	1035
Australian Capital Territory	35-44	Year 12	F	24548
Australian Capital Territory	35-44	Year 12	M	23235
Australian Capital Territory	45-54		F	1330
Australian Capital Territory	45-54		M	1564
Australian Capital Territory	45-54	Did not go to school	F	104
Australian Capital Territory	45-54	Did not go to school	M	111
Australian Capital Territory	45-54	Year 8 or below	F	288
Australian Capital Territory	45-54	Year 8 or below	M	244
Australian Capital Territory	45-54	Year 9	F	434
Australian Capital Territory	45-54	Year 9	M	463
Australian Capital Territory	45-54	Year 10	F	4025
Australian Capital Territory	45-54	Year 10	M	4077
Australian Capital Territory	45-54	Year 11	F	1179
Australian Capital Territory	45-54	Year 11	M	1234
Australian Capital Territory	45-54	Year 12	F	18610
Australian Capital Territory	45-54	Year 12	M	17298
Australian Capital Territory	55-64		F	1340
Australian Capital Territory	55-64		M	1225
Australian Capital Territory	55-64	Did not go to school	F	132
Australian Capital Territory	55-64	Did not go to school	M	80
Australian Capital Territory	55-64	Year 8 or below	F	616
Australian Capital Territory	55-64	Year 8 or below	M	487
Australian Capital Territory	55-64	Year 9	F	781
Australian Capital Territory	55-64	Year 9	M	581
Australian Capital Territory	55-64	Year 10	F	4635
Australian Capital Territory	55-64	Year 10	M	3381
Australian Capital Territory	55-64	Year 11	F	1040
Australian Capital Territory	55-64	Year 11	M	863
Australian Capital Territory	55-64	Year 12	F	13029
Australian Capital Territory	55-64	Year 12	M	13273
Australian Capital Territory	65-74		F	1169
Australian Capital Territory	65-74		M	1096
Australian Capital Territory	65-74	Did not go to school	F	127
Australian Capital Territory	65-74	Did not go to school	M	74
Australian Capital Territory	65-74	Year 8 or below	F	973
Australian Capital Territory	65-74	Year 8 or below	M	736
Australian Capital Territory	65-74	Year 9	F	1034
Australian Capital Territory	65-74	Year 9	M	784
Australian Capital Territory	65-74	Year 10	F	3905
Australian Capital Territory	65-74	Year 10	M	2240
Australian Capital Territory	65-74	Year 11	F	676
Australian Capital Territory	65-74	Year 11	M	555
Australian Capital Territory	65-74	Year 12	F	7610
Australian Capital Territory	65-74	Year 12	M	8442
Australian Capital Territory	75-84		F	1015
Australian Capital Territory	75-84		M	831
Australian Capital Territory	75-84	Did not go to school	F	157
Australian Capital Territory	75-84	Did not go to school	M	81
Australian Capital Territory	75-84	Year 8 or below	F	933
Australian Capital Territory	75-84	Year 8 or below	M	683
Australian Capital Territory	75-84	Year 9	F	624
Australian Capital Territory	75-84	Year 9	M	389
Australian Capital Territory	75-84	Year 10	F	1943
Australian Capital Territory	75-84	Year 10	M	1037
Australian Capital Territory	75-84	Year 11	F	347
Australian Capital Territory	75-84	Year 11	M	207
Australian Capital Territory	75-84	Year 12	F	2893
Australian Capital Territory	75-84	Year 12	M	3220
Australian Capital Territory	85+		F	967
Australian Capital Territory	85+		M	429
Australian Capital Territory	85+	Did not go to school	F	74
Australian Capital Territory	85+	Did not go to school	M	30
Australian Capital Territory	85+	Year 8 or below	F	613
Australian Capital Territory	85+	Year 8 or below	M	282
Australian Capital Territory	85+	Year 9	F	339
Australian Capital Territory	85+	Year 9	M	133
Australian Capital Territory	85+	Year 10	F	713
Australian Capital Territory	85+	Year 10	M	316
Australian Capital Territory	85+	Year 11	F	141
Australian Capital Territory	85+	Year 11	M	75
Australian Capital Territory	85+	Year 12	F	996
Australian Capital Territory	85+	Year 12	M	1046
Other Territories	15-19		F	18
Other Territories	15-19		M	14
Other Territories	15-19	Year 10	F	7
Other Territories	15-19	Year 10	M	9
Other Territories	15-19	Year 11	M	3
Other Territories	15-19	Year 12	F	27
Other Territories	15-19	Year 12	M	21
Other Territories	20-24		F	8
Other Territories	20-24		M	63
Other Territories	20-24	Year 9	M	3
Other Territories	20-24	Year 10	F	6
Other Territories	20-24	Year 10	M	4
Other Territories	20-24	Year 11	M	11
Other Territories	20-24	Year 12	F	54
Other Territories	20-24	Year 12	M	62
Other Territories	25-34		F	35
Other Territories	25-34		M	139
Other Territories	25-34	Did not go to school	F	3
Other Territories	25-34	Year 8 or below	M	4
Other Territories	25-34	Year 9	F	3
Other Territories	25-34	Year 9	M	3
Other Territories	25-34	Year 10	F	23
Other Territories	25-34	Year 10	M	26
Other Territories	25-34	Year 11	F	18
Other Territories	25-34	Year 11	M	17
Other Territories	25-34	Year 12	F	170
Other Territories	25-34	Year 12	M	140
Other Territories	35-44		F	32
Other Territories	35-44		M	96
Other Territories	35-44	Did not go to school	M	3
Other Territories	35-44	Year 8 or below	F	3
Other Territories	35-44	Year 8 or below	M	6
Other Territories	35-44	Year 9	F	3
Other Territories	35-44	Year 9	M	3
Other Territories	35-44	Year 10	F	30
Other Territories	35-44	Year 10	M	68
Other Territories	35-44	Year 11	F	36
Other Territories	35-44	Year 11	M	16
Other Territories	35-44	Year 12	F	186
Other Territories	35-44	Year 12	M	158
Other Territories	45-54		F	52
Other Territories	45-54		M	79
Other Territories	45-54	Did not go to school	F	4
Other Territories	45-54	Did not go to school	M	7
Other Territories	45-54	Year 8 or below	F	10
Other Territories	45-54	Year 8 or below	M	13
Other Territories	45-54	Year 9	F	10
Other Territories	45-54	Year 9	M	22
Other Territories	45-54	Year 10	F	104
Other Territories	45-54	Year 10	M	108
Other Territories	45-54	Year 11	F	24
Other Territories	45-54	Year 11	M	30
Other Territories	45-54	Year 12	F	128
Other Territories	45-54	Year 12	M	113
Other Territories	55-64		F	51
Other Territories	55-64		M	66
Other Territories	55-64	Did not go to school	F	32
Other Territories	55-64	Did not go to school	M	17
Other Territories	55-64	Year 8 or below	F	34
Other Territories	55-64	Year 8 or below	M	32
Other Territories	55-64	Year 9	F	9
Other Territories	55-64	Year 9	M	19
Other Territories	55-64	Year 10	F	83
Other Territories	55-64	Year 10	M	99
Other Territories	55-64	Year 11	F	16
Other Territories	55-64	Year 11	M	22
Other Territories	55-64	Year 12	F	116
Other Territories	55-64	Year 12	M	109
Other Territories	65-74		F	28
Other Territories	65-74		M	46
Other Territories	65-74	Did not go to school	F	21
Other Territories	65-74	Did not go to school	M	24
Other Territories	65-74	Year 8 or below	F	17
Other Territories	65-74	Year 8 or below	M	39
Other Territories	65-74	Year 9	F	13
Other Territories	65-74	Year 9	M	15
Other Territories	65-74	Year 10	F	62
Other Territories	65-74	Year 10	M	58
Other Territories	65-74	Year 11	F	6
Other Territories	65-74	Year 11	M	17
Other Territories	65-74	Year 12	F	66
Other Territories	65-74	Year 12	M	56
Other Territories	75-84		F	18
Other Territories	75-84		M	18
Other Territories	75-84	Did not go to school	F	14
Other Territories	75-84	Did not go to school	M	12
Other Territories	75-84	Year 8 or below	F	5
Other Territories	75-84	Year 8 or below	M	14
Other Territories	75-84	Year 9	F	5
Other Territories	75-84	Year 9	M	6
Other Territories	75-84	Year 10	F	27
Other Territories	75-84	Year 10	M	13
Other Territories	75-84	Year 11	F	9
Other Territories	75-84	Year 12	F	14
Other Territories	75-84	Year 12	M	20
Other Territories	85+		F	6
Other Territories	85+		M	3
Other Territories	85+	Did not go to school	F	4
Other Territories	85+	Year 8 or below	F	3
Other Territories	85+	Year 8 or below	M	3
Other Territories	85+	Year 9	F	5
Other Territories	85+	Year 9	M	10
Other Territories	85+	Year 10	F	7
Other Territories	85+	Year 10	M	3
Other Territories	85+	Year 11	M	3
Other Territories	85+	Year 12	F	9
Other Territories	85+	Year 12	M	8
