STE_NAME16	Age	HoursHousekeeping	Sex	adults
Australian Capital Territory	35-44	15-29	M	2761
Australian Capital Territory	35-44	30+	F	4725
Australian Capital Territory	35-44	30+	M	891
Australian Capital Territory	45-54		F	1343
Australian Capital Territory	45-54		M	1600
Australian Capital Territory	45-54	0	F	1974
Australian Capital Territory	45-54	0	M	3397
Australian Capital Territory	45-54	<5	F	3549
Australian Capital Territory	45-54	<5	M	7180
Australian Capital Territory	45-54	5-14	F	10836
Australian Capital Territory	45-54	5-14	M	9785
Australian Capital Territory	45-54	15-29	F	5661
Australian Capital Territory	45-54	15-29	M	2373
Australian Capital Territory	45-54	30+	F	2621
Australian Capital Territory	45-54	30+	M	669
Australian Capital Territory	55-64		F	1327
Australian Capital Territory	55-64		M	1228
Australian Capital Territory	55-64	0	F	2229
Australian Capital Territory	55-64	0	M	3099
Australian Capital Territory	55-64	<5	F	2830
Australian Capital Territory	55-64	<5	M	5003
Australian Capital Territory	55-64	5-14	F	8122
Australian Capital Territory	55-64	5-14	M	7543
Australian Capital Territory	55-64	15-29	F	4624
Australian Capital Territory	55-64	15-29	M	2291
Australian Capital Territory	55-64	30+	F	2461
Australian Capital Territory	55-64	30+	M	744
Australian Capital Territory	65-74		F	1122
Australian Capital Territory	65-74		M	1077
Australian Capital Territory	65-74	0	F	2260
Australian Capital Territory	65-74	0	M	2554
Australian Capital Territory	65-74	<5	F	1265
Australian Capital Territory	65-74	<5	M	2691
Australian Capital Territory	65-74	5-14	F	4347
Australian Capital Territory	65-74	5-14	M	4811
Australian Capital Territory	65-74	15-29	F	3759
Australian Capital Territory	65-74	15-29	M	1972
Australian Capital Territory	65-74	30+	F	2753
Australian Capital Territory	65-74	30+	M	838
Australian Capital Territory	75-84		F	975
Australian Capital Territory	75-84		M	778
Australian Capital Territory	75-84	0	F	1802
Australian Capital Territory	75-84	0	M	1596
Australian Capital Territory	75-84	<5	F	748
Australian Capital Territory	75-84	<5	M	998
Australian Capital Territory	75-84	5-14	F	1749
Australian Capital Territory	75-84	5-14	M	1760
Australian Capital Territory	75-84	15-29	F	1460
Australian Capital Territory	75-84	15-29	M	845
Australian Capital Territory	75-84	30+	F	1190
Australian Capital Territory	75-84	30+	M	468
Australian Capital Territory	85+		F	929
Australian Capital Territory	85+		M	413
Australian Capital Territory	85+	0	F	1400
Australian Capital Territory	85+	0	M	796
Australian Capital Territory	85+	<5	F	420
Australian Capital Territory	85+	<5	M	334
Australian Capital Territory	85+	5-14	F	555
Australian Capital Territory	85+	5-14	M	416
Australian Capital Territory	85+	15-29	F	305
Australian Capital Territory	85+	15-29	M	227
Australian Capital Territory	85+	30+	F	232
Australian Capital Territory	85+	30+	M	135
Other Territories	15-19		F	26
Other Territories	15-19		M	20
Other Territories	15-19	0	F	33
Other Territories	15-19	0	M	35
Other Territories	15-19	<5	F	36
Other Territories	15-19	<5	M	33
Other Territories	15-19	5-14	F	15
Other Territories	15-19	5-14	M	13
Other Territories	20-24		F	11
Other Territories	20-24		M	62
Other Territories	20-24	0	F	18
Other Territories	20-24	0	M	35
Other Territories	20-24	<5	F	13
Other Territories	20-24	<5	M	26
Other Territories	20-24	5-14	F	25
Other Territories	20-24	5-14	M	14
Other Territories	20-24	15-29	F	4
Other Territories	20-24	30+	F	6
Other Territories	20-24	30+	M	3
Other Territories	25-34		F	37
Other Territories	25-34		M	148
Other Territories	25-34	0	F	43
Other Territories	25-34	0	M	73
Other Territories	25-34	<5	F	46
Other Territories	25-34	<5	M	46
Other Territories	25-34	5-14	F	59
Other Territories	25-34	5-14	M	56
Other Territories	25-34	15-29	F	31
Other Territories	25-34	15-29	M	6
Other Territories	25-34	30+	F	27
Other Territories	25-34	30+	M	3
Other Territories	35-44		F	28
Other Territories	35-44		M	98
Other Territories	35-44	0	F	35
Other Territories	35-44	0	M	49
Other Territories	35-44	<5	F	38
Other Territories	35-44	<5	M	82
Other Territories	35-44	5-14	F	103
Other Territories	35-44	5-14	M	86
Other Territories	35-44	15-29	F	41
Other Territories	35-44	15-29	M	27
Other Territories	35-44	30+	F	51
Other Territories	35-44	30+	M	17
Other Territories	45-54		F	56
Other Territories	45-54		M	87
Other Territories	45-54	0	F	53
Other Territories	45-54	0	M	78
Other Territories	45-54	<5	F	40
Other Territories	45-54	<5	M	78
Other Territories	45-54	5-14	F	104
Other Territories	45-54	5-14	M	95
Other Territories	45-54	15-29	F	55
Other Territories	45-54	15-29	M	31
Other Territories	45-54	30+	F	31
Other Territories	45-54	30+	M	14
Other Territories	55-64		F	49
Other Territories	55-64		M	59
Other Territories	55-64	0	F	56
Other Territories	55-64	0	M	92
Other Territories	55-64	<5	F	37
Other Territories	55-64	<5	M	69
Other Territories	55-64	5-14	F	100
Other Territories	55-64	5-14	M	88
Other Territories	55-64	15-29	F	51
Other Territories	55-64	15-29	M	25
Other Territories	55-64	30+	F	51
Other Territories	55-64	30+	M	24
Other Territories	65-74		F	28
Other Territories	65-74		M	42
Other Territories	65-74	0	F	45
Other Territories	65-74	0	M	71
Other Territories	65-74	<5	F	22
Other Territories	65-74	<5	M	52
Other Territories	65-74	5-14	F	52
Other Territories	65-74	5-14	M	45
Other Territories	65-74	15-29	F	36
Other Territories	65-74	15-29	M	31
Other Territories	65-74	30+	F	29
Other Territories	65-74	30+	M	18
Other Territories	75-84		F	17
Other Territories	75-84		M	16
Other Territories	75-84	0	F	22
Other Territories	75-84	0	M	39
Other Territories	75-84	<5	F	8
Other Territories	75-84	<5	M	8
Other Territories	75-84	5-14	F	16
Other Territories	75-84	5-14	M	17
Other Territories	75-84	15-29	F	10
Other Territories	75-84	15-29	M	6
Other Territories	75-84	30+	F	15
Other Territories	75-84	30+	M	6
Other Territories	85+		F	3
Other Territories	85+		M	3
Other Territories	85+	0	F	18
Other Territories	85+	0	M	7
Other Territories	85+	<5	F	3
Other Territories	85+	<5	M	4
Other Territories	85+	5-14	F	3
Other Territories	85+	5-14	M	3
Other Territories	85+	15-29	F	3
Other Territories	85+	30+	M	4
